SA3_CODE_2016,C06_0_4_Indig_M,C06_0_4_Indig_F,C06_0_4_Indig_P,C06_0_4_NonInd_M,C06_0_4_NonInd_F,C06_0_4_NonInd_P,C06_0_4_Indig_st_ns_M,C06_0_4_Indig_st_ns_F,C06_0_4_Indig_st_ns_P,C06_0_4_T_M,C06_0_4_T_F,C06_0_4_T_P,C06_5_9_Indig_M,C06_5_9_Indig_F,C06_5_9_Indig_P,C06_5_9_NonInd_M,C06_5_9_NonInd_F,C06_5_9_NonInd_P,C06_5_9_Indig_st_ns_M,C06_5_9_Indig_st_ns_F,C06_5_9_Indig_st_ns_P,C06_5_9_T_M,C06_5_9_T_F,C06_5_9_T_P,C06_10_14_Indigen_M,C06_10_14_Indigen_F,C06_10_14_Indigen_P,C06_10_14_NonInd_M,C06_10_14_NonInd_F,C06_10_14_NonInd_P,C06_10_14_Ind_st_ns_M,C06_10_14_Ind_st_ns_F,C06_10_14_Ind_st_ns_P,C06_10_14_T_M,C06_10_14_T_F,C06_10_14_T_P,C06_15_19_Indigen_M,C06_15_19_Indigen_F,C06_15_19_Indigen_P,C06_15_19_NonInd_M,C06_15_19_NonInd_F,C06_15_19_NonInd_P,C06_15_19_Ind_st_ns_M,C06_15_19_Ind_st_ns_F,C06_15_19_Ind_st_ns_P,C06_15_19_T_M,C06_15_19_T_F,C06_15_19_T_P,C06_20_24_Indigen_M,C06_20_24_Indigen_F,C06_20_24_Indigen_P,C06_20_24_NonInd_M,C06_20_24_NonInd_F,C06_20_24_NonInd_P,C06_20_24_Ind_st_ns_M,C06_20_24_Ind_st_ns_F,C06_20_24_Ind_st_ns_P,C06_20_24_T_M,C06_20_24_T_F,C06_20_24_T_P,C06_25_29_Indigen_M,C06_25_29_Indigen_F,C06_25_29_Indigen_P,C06_25_29_NonInd_M,C06_25_29_NonInd_F,C06_25_29_NonInd_P,C06_25_29_Ind_st_ns_M,C06_25_29_Ind_st_ns_F,C06_25_29_Ind_st_ns_P,C06_25_29_T_M,C06_25_29_T_F,C06_25_29_T_P,C06_30_34_Indigen_M,C06_30_34_Indigen_F,C06_30_34_Indigen_P,C06_30_34_NonInd_M,C06_30_34_NonInd_F,C06_30_34_NonInd_P,C06_30_34_Ind_st_ns_M,C06_30_34_Ind_st_ns_F,C06_30_34_Ind_st_ns_P,C06_30_34_T_M,C06_30_34_T_F,C06_30_34_T_P,C06_35_39_Indigen_M,C06_35_39_Indigen_F,C06_35_39_Indigen_P,C06_35_39_NonInd_M,C06_35_39_NonInd_F,C06_35_39_NonInd_P,C06_35_39_Ind_st_ns_M,C06_35_39_Ind_st_ns_F,C06_35_39_Ind_st_ns_P,C06_35_39_T_M,C06_35_39_T_F,C06_35_39_T_P,C06_40_44_Indigen_M,C06_40_44_Indigen_F,C06_40_44_Indigen_P,C06_40_44_NonInd_M,C06_40_44_NonInd_F,C06_40_44_NonInd_P,C06_40_44_Ind_st_ns_M,C06_40_44_Ind_st_ns_F,C06_40_44_Ind_st_ns_P,C06_40_44_T_M,C06_40_44_T_F,C06_40_44_T_P,C06_45_49_Indigen_M,C06_45_49_Indigen_F,C06_45_49_Indigen_P,C06_45_49_NonInd_M,C06_45_49_NonInd_F,C06_45_49_NonInd_P,C06_45_49_Ind_st_ns_M,C06_45_49_Ind_st_ns_F,C06_45_49_Ind_st_ns_P,C06_45_49_T_M,C06_45_49_T_F,C06_45_49_T_P,C06_50_54_Indigen_M,C06_50_54_Indigen_F,C06_50_54_Indigen_P,C06_50_54_NonInd_M,C06_50_54_NonInd_F,C06_50_54_NonInd_P,C06_50_54_Ind_st_ns_M,C06_50_54_Ind_st_ns_F,C06_50_54_Ind_st_ns_P,C06_50_54_T_M,C06_50_54_T_F,C06_50_54_T_P,C06_55_59_Indigen_M,C06_55_59_Indigen_F,C06_55_59_Indigen_P,C06_55_59_NonInd_M,C06_55_59_NonInd_F,C06_55_59_NonInd_P,C06_55_59_Ind_st_ns_M,C06_55_59_Ind_st_ns_F,C06_55_59_Ind_st_ns_P,C06_55_59_T_M,C06_55_59_T_F,C06_55_59_T_P,C06_60_64_Indigen_M,C06_60_64_Indigen_F,C06_60_64_Indigen_P,C06_60_64_NonInd_M,C06_60_64_NonInd_F,C06_60_64_NonInd_P,C06_60_64_Ind_st_ns_M,C06_60_64_Ind_st_ns_F,C06_60_64_Ind_st_ns_P,C06_60_64_T_M,C06_60_64_T_F,C06_60_64_T_P,C06_65_over_Indigen_M,C06_65_over_Indigen_F,C06_65_over_Indigen_P,C06_65ove_NonInd_M,C06_65ove_NonInd_F,C06_65ove_NonInd_P,C06_65ove_Indig_st_ns_M,C06_65ove_Indig_st_ns_F,C06_65ove_Indig_st_ns_P,C06_65_over_T_M,C06_65_over_T_F,C06_65_over_T_P,C06_Tot_Indig_M,C06_Tot_Indig_F,C06_Tot_Indig_P,C06_Tot_NonInd_M,C06_Tot_NonInd_F,C06_Tot_NonInd_P,C06_Tot_Indig_st_ns_M,C06_Tot_Indig_st_ns_F,C06_Tot_Indig_st_ns_P,C06_Tot_T_M,C06_Tot_T_F,C06_Tot_T_P,C11_0_4_Indig_M,C11_0_4_Indig_F,C11_0_4_Indig_P,C11_0_4_NonInd_M,C11_0_4_NonInd_F,C11_0_4_NonInd_P,C11_0_4_Indig_st_ns_M,C11_0_4_Indig_st_ns_F,C11_0_4_Indig_st_ns_P,C11_0_4_T_M,C11_0_4_T_F,C11_0_4_T_P,C11_5_9_Indig_M,C11_5_9_Indig_F,C11_5_9_Indig_P,C11_5_9_NonInd_M,C11_5_9_NonInd_F,C11_5_9_NonInd_P,C11_5_9_Indig_st_ns_M,C11_5_9_Indig_st_ns_F
11702,41,29,66,1245,1279,2522,128,125,248,1407,1431,2836,36,29,68,894,839,1741,102,82,187,1037,956,1994,42,44,90,838,772,1612,80,72,154,956,890,1851,36,36,76,947,885,1839,90,94,183,1083,1012,2095,35,42,73,1539,1784,3327,199,160,360,1770,1987,3755,27,33,55,2056,2292,4348,226,216,435,2305,2534,4839,24,43,72,2382,2517,4898,233,185,421,2641,2750,5383,28,52,75,2289,2193,4482,238,171,409,2550,2420,4966,27,31,52,1852,1753,3605,177,159,337,2054,1939,3993,12,30,45,1553,1520,3077,141,122,269,1711,1675,3392,12,23,41,1310,1312,2628,112,123,235,1437,1466,2901,14,15,29,1188,1137,2323,122,92,219,1320,1242,2569,5,5,13,887,825,1712,90,90,178,984,928,1909,7,7,15,2290,2530,4823,275,207,483,2574,2751,5319,353,429,778,21270,21651,42919,2197,1912,4108,23825,23981,47806,36,32,68,1572,1448,3020,104,80,180,1712,1556,3265,37,20,56,1080,1055,2137,87,85
11703,85,84,167,1977,1952,3931,724,623,1349,2789,2654,5443,78,66,151,1098,1129,2224,462,444,908,1639,1641,3282,87,90,178,1023,947,1970,439,374,810,1551,1409,2962,88,100,193,2192,2749,4939,862,742,1606,3137,3593,6732,92,100,193,7423,8557,15981,2925,2612,5536,10445,11273,21716,78,82,163,10295,9890,20185,3433,2840,6276,13807,12816,26626,108,100,205,9389,8105,17502,2816,2162,4984,12311,10372,22684,110,101,210,7010,5179,12189,2061,1405,3459,9176,6681,15861,64,57,125,5413,3664,9078,1647,1051,2699,7121,4775,11897,85,56,140,4132,3138,7272,1329,843,2172,5546,4039,9588,53,60,109,3371,2951,6320,1069,808,1880,4490,3820,8305,44,49,98,3023,2610,5632,1008,717,1722,4079,3369,7451,23,27,50,2166,1853,4022,730,497,1218,2922,2370,5291,37,52,88,4753,5219,9970,1628,1357,2987,6419,6621,13045,1037,1024,2053,63275,57937,121215,21126,16477,37602,85432,75439,160871,83,90,173,2830,2639,5467,427,345,773,3339,3077,6413,74,76,151,1404,1398,2801,221,196
11801,15,8,23,2798,2652,5446,453,446,900,3262,3107,6370,7,11,11,2165,2149,4313,365,335,698,2530,2497,5031,17,13,26,2205,2130,4331,333,264,598,2548,2406,4959,13,15,27,2234,2434,4663,348,331,678,2589,2777,5365,12,15,26,2725,3285,6008,673,575,1254,3412,3875,7283,9,21,33,4428,5260,9687,1124,918,2041,5560,6199,11759,22,16,42,5225,5833,11056,1111,976,2087,6362,6824,13188,19,8,32,4401,4479,8878,840,661,1498,5254,5150,10409,11,19,28,3457,3668,7130,650,520,1170,4122,4206,8328,14,4,15,3101,3281,6382,554,491,1048,3662,3776,7437,8,3,14,2706,2990,5701,494,387,885,3211,3381,6593,3,4,10,3009,3208,6211,497,434,927,3508,3642,7152,6,5,15,2326,2422,4749,386,341,726,2711,2775,5490,3,8,9,5855,8077,13929,1060,1247,2308,6913,9334,16249,155,148,308,46623,51870,98492,8877,7939,16820,55660,59954,115616,17,10,27,3426,3317,6738,418,374,786,3854,3695,7555,12,9,19,2586,2543,5128,304,257
11802,70,70,137,2998,2857,5856,264,258,521,3334,3183,6513,66,65,137,2584,2417,5007,271,180,446,2922,2665,5586,68,45,118,2425,2307,4732,217,199,419,2709,2554,5266,70,70,141,3236,2955,6188,311,259,573,3611,3284,6897,72,54,127,5562,5404,10968,761,484,1244,6389,5951,12338,62,61,117,5020,5197,10218,583,457,1035,5657,5715,11372,64,48,118,5039,5187,10219,477,421,890,5576,5656,11235,74,65,135,4387,4558,8949,400,358,760,4862,4988,9848,63,44,105,4026,4035,8057,396,347,744,4489,4419,8906,42,44,89,3347,3644,6995,314,264,572,3701,3956,7659,28,32,59,3077,3321,6398,290,263,551,3392,3615,7009,30,39,62,2827,2990,5821,274,225,501,3130,3253,6379,21,21,40,2229,2310,4542,214,212,428,2464,2548,5008,36,47,83,6192,8081,14274,683,823,1511,6911,8956,15871,760,715,1476,52941,55270,108214,5447,4751,10199,59147,60738,119882,82,80,160,3647,3432,7080,234,228,463,3964,3736,7703,91,87,176,2928,2762,5688,203,170
11901,54,52,105,5171,4867,10042,476,449,922,5705,5369,11070,54,58,108,5021,4707,9733,367,401,766,5438,5168,10603,67,66,127,5057,4632,9689,388,347,733,5514,5040,10554,66,40,104,4905,4796,9702,314,301,615,5286,5138,10419,38,37,73,4644,4737,9377,333,301,630,5011,5076,10084,22,29,47,4392,4644,9035,328,311,636,4745,4984,9725,27,26,56,4596,5036,9630,316,307,622,4937,5368,10305,30,35,66,4588,4935,9515,275,282,563,4892,5248,10142,21,40,63,4828,4883,9709,292,270,563,5141,5193,10331,26,22,49,4813,4807,9622,302,253,555,5137,5082,10216,21,31,55,4139,4247,8386,218,235,449,4373,4514,8884,25,30,49,3792,3891,7680,224,199,420,4038,4119,8151,10,11,21,3126,2910,6033,164,157,321,3303,3075,6379,27,41,64,8438,10769,19201,595,740,1333,9061,11549,20604,482,501,985,67496,69859,137355,4592,4547,9133,72570,74904,147474,70,68,135,5811,5442,11255,464,375,843,6341,5889,12229,66,58,122,5470,5152,10622,420,357
11902,37,37,73,4164,3799,7966,428,377,802,4626,4213,8842,32,25,55,3844,3611,7454,428,365,795,4304,4005,8306,30,34,62,3604,3308,6911,324,307,626,3953,3648,7598,31,19,50,3419,3317,6738,247,212,457,3705,3547,7250,18,38,52,3754,3815,7572,339,303,639,4103,4156,8264,20,17,43,3991,4160,8152,331,296,625,4339,4477,8814,12,29,43,4186,4248,8432,314,302,612,4520,4576,9090,21,23,46,4145,4371,8515,357,305,663,4527,4697,9222,6,24,30,4217,4074,8292,344,248,597,4568,4350,8923,11,22,36,3767,3742,7508,309,282,589,4090,4042,8134,14,13,20,3109,3298,6410,235,213,448,3363,3518,6876,14,7,21,2789,2755,5549,219,182,406,3026,2948,5968,5,10,12,2390,2246,4633,199,180,382,2594,2436,5034,9,13,21,6514,7499,14011,547,615,1164,7069,8129,15192,257,302,562,53893,54250,108145,4638,4183,8821,58784,58741,117525,35,31,65,4648,4344,8989,354,356,707,5033,4728,9767,21,30,50,4047,3663,7712,323,251
11903,35,16,57,3066,2871,5941,175,150,325,3282,3037,6318,19,32,48,3299,3129,6426,184,192,378,3509,3349,6854,32,20,51,3407,3059,6462,192,161,357,3632,3233,6866,17,19,40,3507,3363,6873,175,157,338,3704,3540,7242,25,30,49,3679,3637,7313,240,175,417,3940,3844,7788,15,14,36,3356,3545,6894,205,179,388,3580,3733,7315,11,28,40,3362,3695,7056,187,173,354,3563,3890,7453,12,26,35,3449,3978,7429,167,181,350,3637,4180,7815,4,20,27,3911,4210,8128,192,175,367,4112,4406,8519,20,26,43,3824,4018,7840,204,188,396,4052,4230,8284,15,10,26,3270,3493,6770,173,151,325,3459,3658,7120,3,14,11,2959,3047,6008,130,141,272,3090,3206,6293,14,9,23,2406,2479,4886,110,115,228,2532,2607,5142,16,20,35,6894,9246,16137,450,658,1115,7365,9924,17290,248,282,531,50391,53770,104164,2799,2806,5608,53445,56856,110302,37,53,91,3418,3213,6629,157,145,294,3607,3404,7010,38,42,80,3243,2960,6207,165,124
11904,39,30,69,3487,3147,6640,344,305,641,3866,3485,7350,32,30,67,3099,2968,6071,298,282,582,3437,3283,6717,34,23,60,2805,2746,5556,251,231,479,3086,3004,6093,18,32,53,2855,2784,5641,265,223,486,3142,3044,6183,24,15,39,3656,3786,7440,378,305,679,4056,4104,8158,10,22,35,4330,4201,8530,448,360,813,4793,4582,9374,24,29,50,4488,4483,8971,408,358,772,4921,4866,9784,11,33,43,4055,4258,8314,299,307,603,4362,4594,8953,20,18,33,3924,4023,7952,305,289,596,4248,4330,8579,15,14,35,3443,3657,7101,298,253,558,3760,3933,7690,11,11,24,3076,3242,6319,250,247,497,3335,3506,6841,8,14,20,3093,3124,6213,272,212,483,3373,3350,6714,5,8,13,2474,2490,4964,227,191,419,2706,2685,5389,11,5,16,7162,9253,16414,622,798,1419,7793,10062,17852,267,289,549,51951,54164,106115,4660,4365,9024,56872,58818,115692,34,22,57,3827,3690,7519,241,248,483,4105,3963,8067,46,39,81,3283,2979,6259,207,217
12001,10,10,20,1902,1884,3786,165,145,310,2082,2038,4122,12,12,20,1592,1512,3105,101,115,216,1706,1636,3347,11,7,20,1517,1488,3009,111,118,229,1637,1618,3253,12,9,15,1555,1454,3009,104,95,199,1666,1558,3225,6,15,15,1711,1845,3559,161,140,299,1884,1993,3876,11,15,19,2142,2391,4529,201,201,410,2356,2604,4962,5,9,17,2653,2955,5612,247,216,458,2909,3182,6086,6,10,20,2513,2723,5238,200,189,392,2722,2922,5648,3,12,13,2207,2485,4696,168,163,328,2382,2660,5044,0,6,11,2099,2289,4384,175,167,341,2270,2463,4736,6,0,12,1777,2022,3798,147,131,283,1936,2156,4085,3,6,13,1770,1902,3675,133,107,245,1910,2012,3925,3,3,8,1359,1416,2775,112,122,234,1481,1540,3021,5,4,10,3697,4796,8493,323,381,706,4026,5181,9208,97,119,211,28509,31157,59664,2366,2286,4649,30963,33565,64527,15,13,25,2426,2340,4764,191,139,328,2629,2496,5125,13,15,22,1863,1857,3722,134,101
12002,17,13,33,1633,1505,3135,155,113,265,1807,1630,3432,15,14,30,884,905,1790,51,58,113,952,985,1931,20,11,38,769,705,1475,71,53,127,862,773,1631,18,24,43,747,773,1522,71,58,130,841,858,1699,22,18,41,1146,1342,2486,124,127,247,1285,1487,2772,10,16,22,1818,2357,4168,191,187,373,2012,2556,4568,11,23,39,2678,3096,5780,252,260,512,2946,3384,6325,19,12,32,2511,2664,5172,245,189,432,2770,2867,5639,21,17,40,1923,1989,3915,192,167,354,2139,2174,4311,11,27,40,1472,1578,3051,145,110,256,1627,1711,3339,11,10,14,1337,1631,2964,125,110,236,1471,1746,3221,13,10,19,1381,1492,2870,116,123,236,1509,1616,3126,7,3,9,930,982,1910,114,72,186,1053,1059,2113,9,9,14,1844,2355,4199,213,242,449,2065,2595,4665,199,215,406,21080,23364,44448,2065,1862,3924,23337,25440,48777,27,30,53,2059,1972,4031,121,88,214,2207,2094,4296,24,15,37,1305,1268,2573,81,62
12003,40,26,68,3245,2973,6217,336,249,583,3617,3252,6870,29,21,53,3291,3067,6359,267,256,520,3587,3343,6927,31,36,68,3350,3268,6618,262,242,502,3642,3552,7188,45,31,78,3662,3506,7168,322,246,569,4028,3788,7811,40,36,73,5004,4944,9948,583,461,1045,5625,5439,11063,29,28,50,5412,5203,10615,550,414,955,5988,5636,11629,22,27,52,4714,5000,9712,419,362,774,5151,5388,10540,29,27,60,4371,5020,9394,356,332,693,4759,5377,10137,23,27,50,4598,5080,9681,354,333,690,4973,5440,10418,23,28,52,4239,4511,8753,356,285,645,4629,4828,9452,18,16,33,3611,3913,7528,291,262,555,3924,4197,8116,14,16,29,3174,3295,6470,261,218,478,3449,3523,6973,9,9,15,2394,2386,4776,215,152,364,2612,2548,5163,14,15,32,7020,9115,16131,605,742,1347,7642,9873,17515,369,361,723,58086,61275,119362,5170,4544,9714,63620,66175,129801,42,36,74,3683,3555,7233,282,238,518,3999,3825,7830,33,34,71,3214,2948,6157,215,180
12101,3,4,5,3054,2870,5924,178,193,369,3237,3069,6307,3,4,10,2740,2509,5254,132,161,291,2872,2677,5553,6,0,6,2538,2337,4876,127,131,260,2677,2472,5149,5,3,14,2652,2350,5001,174,129,305,2831,2483,5318,3,8,17,2899,3116,6008,303,254,559,3208,3375,6584,7,9,14,3402,3600,7007,359,345,707,3770,3954,7731,7,3,11,3641,3976,7622,329,244,577,3976,4229,8206,4,3,9,3588,3973,7565,263,241,503,3853,4221,8074,5,3,8,3395,3596,6989,230,195,424,3630,3797,7426,3,7,11,3074,3374,6450,205,168,371,3278,3547,6825,3,3,12,2583,3060,5642,170,171,343,2754,3241,5988,4,3,6,2580,2743,5324,167,145,305,2749,2888,5638,4,0,3,1884,1898,3784,142,113,260,2029,2017,4046,7,8,12,4614,6399,11012,329,460,787,4951,6862,11820,73,73,140,42638,45819,88457,3109,2953,6058,45818,48838,94660,8,8,18,3498,3297,6794,154,124,273,3664,3432,7093,11,6,15,3165,2903,6072,112,102
12102,20,20,37,2534,2291,4830,96,99,197,2657,2407,5060,18,11,31,2351,2223,4574,77,81,158,2438,2321,4766,10,13,20,2324,2212,4544,93,77,171,2426,2309,4733,8,17,26,2387,2492,4883,90,83,172,2486,2595,5078,17,19,35,2201,2137,4335,105,94,199,2326,2246,4575,12,15,22,2026,2098,4125,118,92,210,2151,2199,4350,14,15,25,2468,2652,5117,100,88,180,2572,2746,5324,10,10,20,2770,2917,5687,113,84,195,2899,3009,5905,11,12,19,2720,2885,5601,88,79,171,2817,2973,5788,9,6,18,2655,2876,5528,99,90,184,2757,2970,5726,6,8,17,2287,2377,4666,88,67,155,2377,2454,4832,3,4,7,2052,2213,4270,63,70,134,2122,2292,4415,7,7,8,1702,1633,3337,75,69,139,1773,1710,3485,6,10,16,3625,4811,8437,181,249,432,3816,5071,8886,134,165,301,34097,35822,69928,1385,1310,2701,35620,37303,72926,21,22,42,2755,2593,5349,86,71,158,2860,2682,5548,18,14,34,2611,2447,5060,83,72
12103,0,4,8,2651,2409,5068,93,73,165,2747,2486,5232,4,10,17,3669,3448,7116,108,111,216,3788,3560,7349,14,7,20,4127,4008,8137,156,105,265,4295,4129,8420,9,8,14,3947,4127,8077,124,123,253,4078,4260,8336,7,0,6,2983,2809,5788,91,84,168,3073,2893,5966,5,0,7,1679,1531,3209,69,36,107,1751,1568,3315,0,5,3,1581,1889,3463,51,44,96,1634,1934,3567,0,4,8,2563,3212,5767,71,75,147,2631,3286,5923,5,10,10,3491,4271,7761,97,125,225,3588,4408,7994,3,5,9,3891,4315,8210,126,114,239,4024,4433,8460,4,0,8,3465,3823,7283,110,87,200,3581,3914,7489,0,0,0,3292,3472,6764,102,91,189,3392,3563,6954,0,0,0,2623,2740,5363,89,75,163,2711,2818,5530,3,3,10,7038,9118,16156,301,542,846,7346,9662,17007,55,58,111,46990,51165,98152,1593,1688,3278,48638,52905,101539,6,4,8,2862,2715,5586,100,88,186,2972,2805,5780,4,4,8,3856,3690,7545,142,114
12104,0,3,3,1978,1860,3836,196,162,359,2175,2024,4197,3,6,7,1419,1417,2840,129,145,271,1549,1569,3112,7,3,9,1333,1260,2596,97,97,202,1442,1364,2806,4,7,7,1414,1349,2769,119,133,243,1533,1487,3021,3,11,17,2230,2673,4896,314,316,633,2550,2995,5543,16,12,27,3792,4386,8176,537,473,1014,4340,4877,9215,4,5,9,4414,4771,9187,477,446,925,4900,5229,10126,6,3,8,3323,3704,7023,376,338,714,3703,4048,7749,6,3,11,2661,2839,5505,275,253,524,2941,3102,6040,4,3,8,2316,2640,4958,253,225,477,2575,2863,5440,3,3,3,2125,2529,4652,229,253,479,2348,2786,5135,3,3,4,2274,2766,5039,244,266,512,2519,3036,5549,3,0,3,1962,2164,4122,211,202,417,2176,2368,4544,6,3,12,3898,5851,9746,496,662,1167,4404,6518,10919,73,64,134,35142,40209,75354,3950,3970,7922,39167,44244,83406,4,0,4,2254,2288,4540,186,179,369,2447,2472,4918,0,5,5,1761,1656,3418,141,113
12201,0,0,3,1149,1106,2257,95,103,198,1247,1213,2460,6,4,8,1026,927,1954,83,71,153,1115,1000,2115,0,4,5,937,829,1769,82,52,131,1022,889,1910,4,3,7,840,795,1640,72,51,123,911,850,1762,3,3,8,891,968,1861,118,101,221,1009,1079,2087,6,7,10,1234,1404,2639,186,136,324,1430,1545,2976,7,8,10,1577,1650,3228,180,139,317,1762,1792,3554,0,4,7,1461,1543,3003,144,129,275,1604,1683,3286,6,3,5,1391,1442,2834,112,108,223,1506,1552,3061,3,0,4,1154,1217,2366,98,60,158,1258,1273,2537,4,0,5,978,1043,2020,83,71,156,1063,1119,2179,3,3,6,919,1024,1947,82,68,154,1008,1098,2105,5,3,5,833,825,1656,71,69,140,905,898,1797,0,3,4,2057,2788,4841,172,266,436,2233,3051,5288,45,51,97,16445,17570,34017,1574,1425,2999,18065,19044,37114,3,3,3,1436,1375,2812,82,77,158,1518,1457,2972,4,3,5,1181,1204,2381,53,56
12202,12,8,23,1693,1661,3349,99,88,188,1802,1763,3566,11,7,14,1739,1617,3357,111,98,211,1864,1720,3586,5,7,14,1770,1659,3430,92,104,198,1864,1776,3642,9,3,12,1648,1601,3254,126,95,218,1787,1698,3481,14,3,14,1303,1178,2485,123,62,185,1433,1248,2686,3,13,12,1054,1060,2117,92,63,155,1154,1133,2285,5,4,13,1392,1521,2909,86,61,146,1480,1588,3066,12,6,19,1702,1938,3638,112,89,199,1823,2035,3858,7,7,16,1971,2150,4119,126,113,234,2104,2262,4367,7,4,7,1992,2134,4123,128,126,260,2123,2265,4390,0,4,9,1839,1972,3808,119,104,225,1955,2084,4037,3,3,4,1826,1810,3638,115,108,227,1946,1926,3874,0,3,6,1513,1499,3010,125,93,218,1638,1590,3233,8,6,10,3412,4136,7550,249,281,533,3663,4430,8092,93,76,169,24853,25935,50785,1702,1500,3200,26644,27511,54158,14,13,24,1834,1819,3649,71,85,156,1915,1911,3828,16,13,36,1901,1790,3697,88,57
12203,22,22,46,4467,4188,8655,222,203,425,4714,4416,9130,25,16,35,4212,3925,8139,201,164,364,4439,4104,8542,18,17,33,3944,3617,7555,150,134,285,4116,3765,7881,11,26,40,3807,3514,7321,172,156,326,3998,3697,7688,19,16,39,3477,3443,6923,263,158,425,3762,3621,7381,22,20,48,3858,3938,7798,342,218,557,4225,4170,8397,26,21,40,5001,5266,10272,349,232,584,5373,5525,10898,20,18,36,5133,5574,10712,273,220,487,5424,5813,11236,15,14,30,5050,5183,10237,247,178,426,5316,5373,10693,15,13,29,4421,4522,8946,215,154,366,4651,4686,9341,10,14,22,3787,3983,7773,193,144,335,3992,4139,8129,10,3,16,3611,3741,7355,176,134,314,3798,3878,7681,4,7,13,2991,3302,6296,150,112,263,3147,3428,6571,12,11,25,8282,10938,19220,404,625,1029,8702,11582,20281,225,220,447,62062,65139,127196,3360,2830,6196,65648,68191,133837,29,22,48,5050,4731,9785,199,185,388,5282,4936,10218,36,27,60,4702,4423,9124,171,132
12301,27,24,48,1916,1812,3730,64,87,151,2010,1919,3931,44,31,71,1889,1868,3756,71,81,147,1998,1979,3978,36,50,88,1800,1766,3566,52,73,126,1887,1889,3783,52,33,85,1554,1560,3118,51,55,103,1660,1647,3306,25,28,57,1240,1224,2463,55,42,95,1318,1297,2616,16,16,30,1228,1454,2681,40,34,66,1285,1500,2783,15,13,34,1805,1959,3762,63,66,126,1882,2039,3921,17,17,36,1825,1946,3768,59,63,117,1904,2026,3931,15,20,38,1644,1760,3403,51,42,89,1716,1816,3526,21,11,38,1394,1505,2896,47,39,83,1462,1561,3020,13,18,25,1190,1244,2435,39,29,73,1238,1292,2535,12,9,17,1083,1018,2098,33,32,64,1123,1058,2178,8,3,10,673,699,1370,27,24,51,701,732,1432,14,8,18,1422,1958,3383,53,92,146,1490,2060,3552,315,289,599,20656,21777,42430,699,756,1458,21665,22818,44486,81,70,148,2093,2026,4116,75,67,143,2246,2154,4405,76,63,135,2109,2033,4147,57,64
12302,285,286,570,4827,4505,9327,420,377,801,5531,5170,10702,277,278,554,5034,4827,9859,412,402,823,5728,5507,11237,283,286,573,5577,5303,10879,424,404,829,6292,5987,12276,229,190,421,5801,5378,11184,405,326,726,6438,5896,12331,144,179,324,5315,5287,10600,377,310,684,5835,5771,11604,114,144,253,4377,4662,9040,267,250,519,4753,5058,9813,94,145,241,4277,4657,8931,257,255,511,4631,5056,9686,86,128,213,4170,4735,8900,276,243,512,4524,5102,9624,72,117,189,4635,5132,9768,271,283,553,4972,5532,10505,61,105,160,4944,5368,10312,274,256,536,5274,5733,11009,68,83,151,4705,4863,9568,252,252,513,5028,5199,10227,32,45,78,4228,4264,8492,256,230,482,4523,4533,9054,20,29,56,2673,2578,5254,156,137,298,2851,2750,5604,37,30,66,4374,5624,10003,279,391,671,4690,6053,10741,1807,2054,3855,64938,67178,132121,4323,4116,8443,71069,73352,144421,354,353,709,4883,4690,9568,335,318,648,5570,5361,10927,332,309,644,4656,4449,9100,307,330
12303,26,40,71,1276,1104,2387,60,44,102,1361,1194,2558,65,66,125,1355,1238,2593,89,78,160,1502,1378,2879,36,53,88,1383,1277,2657,88,67,154,1503,1394,2898,31,38,64,1338,1191,2534,85,54,136,1453,1279,2737,22,22,37,919,890,1811,73,40,110,1012,952,1960,17,18,33,825,850,1683,50,47,92,886,916,1810,15,24,41,1072,1229,2304,45,45,92,1131,1305,2432,11,13,29,1232,1277,2502,50,42,95,1295,1335,2629,19,18,32,1226,1318,2550,57,58,115,1302,1395,2697,16,22,35,1237,1342,2582,56,56,115,1309,1416,2729,16,9,27,1143,1150,2296,65,61,129,1230,1226,2449,18,12,31,1034,1036,2078,63,47,107,1111,1100,2213,3,6,14,805,696,1493,31,32,61,837,727,1563,12,12,22,1437,1559,3001,81,89,173,1528,1668,3201,298,346,652,16289,16176,32468,877,767,1639,17469,17292,34757,52,45,98,1257,1155,2413,50,60,110,1359,1267,2622,48,62,109,1350,1224,2576,46,65
12401,56,42,93,2285,2108,4394,102,112,213,2440,2257,4698,64,39,99,2399,2283,4678,116,138,254,2578,2464,5036,75,60,134,2569,2418,4983,122,112,231,2765,2584,5346,61,55,116,2527,2435,4965,113,99,213,2697,2592,5289,39,38,78,1992,1740,3739,93,64,155,2129,1844,3971,30,30,61,1573,1579,3151,73,58,126,1673,1668,3338,26,21,44,1924,2165,4088,100,84,181,2045,2269,4314,19,25,48,2329,2544,4870,95,110,206,2446,2678,5130,30,38,65,2427,2793,5221,118,100,223,2576,2932,5509,36,29,62,2650,3070,5719,121,110,230,2808,3209,6014,30,22,52,2736,2905,5640,112,109,218,2870,3037,5911,12,16,31,2519,2642,5166,112,94,209,2651,2760,5407,10,17,25,1844,2002,3841,93,79,171,1949,2092,4040,13,21,33,3919,5278,9201,254,355,608,4193,5651,9839,492,448,946,33690,35963,69653,1628,1618,3243,35811,38037,73848,69,79,144,2140,2150,4293,125,128,250,2330,2352,4685,79,54,132,2371,2240,4613,128,120
