SA3_CODE_2016,C11_850_949_Oth_lan_typ,C11_850_949_LLT_NS,C11_850_949_Tot,C11_950_over_REA,C11_950_over_ST_HA,C11_950over_Pe_no_sa_ho,C11_950ov_H_co_op_c_ch_gr,C11_950over_Oth_lan_typ,C11_950over_LLT_NS,C11_950_over_Tot,C11_R_NS_REA,C11_R_NS_ST_HA,C11_R_NS_Pe_no_sa_ho,C11_R_NS_H_co_op_c_ch_gr,C11_R_NS_Oth_lan_typ,C11_R_NS_Land_typ_ns,C11_Rent_not_statd_Tot,C11_Tot_REA,C11_Tot_ST_HA,C11_T_Pe_no_sa_ho,C11_Tot_Ho_co_op_co_ch_gr,C11_Tot_Oth_lan_typ,C11_Tot_LLT_NS,C11_T_T,C16_0_74_REA,C16_0_74_ST_HA,C16_0_74_Per_no_sa_ho,C16_0_74_Ho_co_op_c_c_g,C16_0_74_Oth_land_typ,C16_0_74_LLT_NS,C16_0_74_Tot,C16_75_99_REA,C16_75_99_ST_HA,C16_75_99_Pe_no_sa_ho,C16_75_99_H_c_op_c_c_gr,C16_75_99_Oth_lan_typ,C16_75_99_Lan_type_ns,C16_75_99_Tot,C16_100_149_REA,C16_100_149_ST_HA,C16_100_149_Pe_no_sa_ho,C16_100_149_H_c_o_c_c_g,C16_100_149_Ot_lan_ty,C16_100_149_Lan_typ_ns,C16_100_149_Tot,C16_150_199_REA,C16_150_199_ST_HA,C16_150_199_Pe_no_sa_ho,C16_150_199_H_c_o_c_c_g,C16_150_199_Ot_lan_ty,C16_150_199_Lan_ty_ns,C16_150_199_Tot,C16_200_224_REA,C16_200_224_ST_HA,C16_200_224_Pe_no_sa_ho,C16_200_224_H_c_o_c_c_g,C16_200_224_Ot_lan_ty,C16_200_224_Lan_ty_ns,C16_200_224_Tot,C16_225_274_REA,C16_225_274_ST_HA,C16_225_274_Pe_no_sa_ho,C16_225_274_H_c_o_c_c_g,C16_225_274_Ot_la_typ,C16_225_274_Lan_ty_ns,C16_225_274_Tot,C16_275_349_REA,C16_275_349_ST_HA,C16_275_349_Pe_no_sa_ho,C16_275_349_H_c_o_c_c_g,C16_275_349_Ot_lan_ty,C16_275_349_Lan_ty_ns,C16_275_349_Tot,C16_350_449_REA,C16_350_449_ST_HA,C16_350_449_Pe_no_sa_ho,C16_350_449_H_c_o_c_c_g,C16_350_449_Ot_lan_ty,C16_350_449_Lan_ty_ns,C16_350_449_Tot,C16_450_549_REA,C16_450_549_ST_HA,C16_450_549_Pe_no_sa_ho,C16_450_549_H_c_o_c_c_g,C16_450_549_Oth_lan_typ,C16_450_549_Lan_ty_ns,C16_450_549_Tot,C16_550_649_REA,C16_550_649_ST_HA,C16_550_649_Pe_no_sa_ho,C16_550_649_H_c_o_c_c_g,C16_550_649_Ot_lan_ty,C16_550_649_Lan_ty_ns,C16_550_649_Tot,C16_650_749_REA,C16_650_749_ST_HA,C16_650_749_Pe_no_sa_ho,C16_650_749_H_co_op_c_ch_gr,C16_650_749_Oth_lan_typ,C16_650_749_LLT_NS,C16_650_749_Tot,C16_750_849_REA,C16_750_849_ST_HA,C16_750_849_Pe_no_sa_ho,C16_750_849_H_co_op_c_ch_gr,C16_750_849_Oth_lan_typ,C16_750_849_LLT_NS,C16_750_849_Tot,C16_850_950_REA,C16_850_949_ST_HA,C16_850_949_Pe_no_sa_ho,C16_850_949_H_co_op_c_ch_gr,C16_850_949_Oth_lan_typ,C16_850_949_LLT_NS,C16_850_949_Tot,C16_950_over_REA,C16_950_over_ST_HA,C16_950over_Pe_no_sa_ho,C16_950ov_H_co_op_c_ch_gr,C16_950over_Oth_lan_typ,C16_950over_LLT_NS,C16_950_over_Tot,C16_R_NS_REA,C16_R_NS_ST_HA,C16_R_NS_Pe_no_sa_ho,C16_R_NS_H_co_op_c_ch_gr,C16_R_NS_Oth_lan_typ,C16_R_NS_Land_typ_ns,C16_Rent_not_statd_Tot,C16_Tot_REA,C16_Tot_ST_HA,C16_T_Pe_no_sa_ho,C16_Tot_Ho_co_op_co_ch_gr,C16_Tot_Oth_lan_typ,C16_Tot_LLT_NS,C16_T_T
12303,0,0,0,5,0,0,0,4,0,9,25,9,35,9,17,6,99,1105,134,523,82,144,94,2077,9,0,51,3,20,50,133,3,4,0,3,4,0,12,0,10,15,0,21,0,47,18,66,27,16,25,3,150,24,17,30,14,7,0,96,46,15,55,7,6,0,120,205,13,83,5,8,0,314,509,14,95,3,9,3,638,260,0,40,0,4,0,306,108,0,18,0,0,0,126,29,0,7,0,0,0,41,19,0,0,0,0,0,18,3,0,0,0,0,0,4,0,0,5,0,0,0,6,24,4,30,3,18,8,87,1261,141,453,55,124,65,2099
12401,0,0,4,21,0,6,0,0,0,34,37,32,66,26,18,8,171,3371,352,1270,199,107,134,5439,7,16,93,7,19,76,210,3,10,10,7,0,0,34,18,44,51,17,8,0,130,66,141,83,57,7,0,360,77,37,73,20,6,0,222,219,52,163,41,14,6,485,653,35,257,19,16,4,987,1380,36,324,18,8,3,1772,588,4,95,3,4,0,693,162,0,29,0,0,0,199,34,0,8,3,0,0,39,8,0,4,0,0,0,16,3,0,0,0,0,0,3,3,0,10,0,4,0,16,50,25,62,16,13,8,174,3278,394,1259,207,103,95,5341
12402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
12403,0,0,12,22,0,11,0,3,0,35,107,123,100,15,32,21,400,6786,1887,2027,205,274,182,11371,12,90,127,8,15,93,341,0,77,3,16,3,0,97,16,601,33,16,18,8,684,49,337,66,84,4,4,547,71,168,89,36,9,3,371,473,152,176,34,80,9,926,1574,162,396,56,24,15,2231,4238,176,598,24,24,15,5070,1905,12,246,3,16,3,2192,582,3,62,0,4,0,652,109,0,17,0,4,0,135,37,0,3,0,0,0,49,15,0,3,0,0,0,16,13,3,4,0,0,0,21,147,107,84,15,27,26,400,9238,1906,1912,280,233,168,13737
12404,0,0,7,6,0,0,0,3,0,19,34,40,24,6,23,8,140,2236,712,695,124,292,91,4150,4,21,53,0,16,42,125,0,11,3,3,0,0,19,6,80,9,4,4,0,110,24,214,41,33,0,5,318,25,80,40,16,3,0,158,113,93,52,4,88,3,354,457,57,108,5,20,3,654,1196,82,169,12,11,4,1471,528,16,58,0,7,3,605,82,3,9,0,0,0,94,35,0,3,0,0,0,36,9,3,3,0,0,0,15,9,0,0,0,0,0,6,3,0,0,0,4,0,10,41,38,30,8,9,4,131,2528,699,569,92,165,57,4113
12405,0,0,4,11,0,4,0,0,0,18,63,53,42,3,12,8,181,2598,759,889,91,90,69,4500,5,31,55,6,8,33,136,0,27,3,3,0,0,33,3,210,22,7,0,0,248,20,131,34,21,4,0,203,55,53,34,3,3,0,150,152,45,73,9,3,3,283,693,99,156,15,14,3,973,2140,67,312,3,34,17,2574,457,3,70,3,13,3,550,84,0,14,0,0,0,102,12,0,5,0,3,0,25,7,0,3,0,0,0,3,3,0,0,0,0,0,3,0,0,0,0,0,0,5,65,43,38,9,11,3,163,3695,704,823,74,87,64,5455
12501,0,0,12,27,0,7,0,0,0,39,126,55,107,9,19,31,340,5937,843,1469,128,245,131,8761,40,50,152,3,7,56,315,5,46,8,7,3,0,66,28,273,50,14,14,0,388,51,159,82,20,12,0,322,52,49,53,10,7,0,176,151,70,76,13,26,0,337,670,43,183,12,23,3,934,2516,55,406,22,84,14,3091,2982,29,364,3,76,14,3464,1389,5,201,0,32,4,1634,404,4,53,3,5,0,473,178,0,39,0,3,0,222,48,0,7,0,0,0,56,46,0,18,0,0,0,63,177,55,135,30,39,22,458,8746,833,1821,148,333,125,12006
12502,0,0,14,17,0,5,0,0,0,22,46,121,49,11,14,10,255,2674,1815,769,155,175,85,5663,14,152,77,28,11,49,334,0,95,3,7,0,0,103,11,689,15,38,3,9,761,3,276,41,48,8,4,387,18,125,30,14,10,0,188,52,132,33,17,187,3,433,111,100,75,26,40,0,351,700,73,154,12,13,6,953,1398,49,217,0,21,3,1694,835,14,119,0,3,0,977,365,0,49,0,6,0,428,122,0,21,0,3,0,142,45,0,12,0,0,0,54,17,0,3,0,0,0,23,76,88,53,17,18,9,255,3760,1808,907,204,322,82,7084
12503,0,0,7,29,0,12,0,4,3,47,128,247,162,26,26,37,622,7205,3719,2330,434,441,268,14396,43,221,235,30,16,122,665,4,177,12,33,3,0,225,30,1330,56,54,16,9,1494,87,710,116,141,23,11,1090,81,357,106,42,11,7,603,298,283,144,42,29,4,796,975,230,298,56,37,14,1608,4039,214,721,35,156,24,5177,2515,81,519,12,124,19,3267,795,14,143,6,32,11,997,272,4,37,0,7,3,330,50,8,23,0,3,0,86,14,0,10,3,3,0,22,22,0,12,0,0,0,34,168,206,146,41,40,29,635,9396,3828,2564,490,508,258,17031
12504,0,0,13,41,3,14,0,4,0,61,205,156,133,59,36,45,634,12272,2506,2397,511,438,229,18351,24,139,162,23,28,89,462,5,134,10,39,3,6,192,37,920,46,55,28,4,1085,70,398,69,113,21,11,682,86,174,93,32,11,3,407,185,160,126,44,11,6,526,951,133,286,45,48,5,1473,7344,172,867,48,123,18,8564,5266,40,538,9,66,17,5938,1491,8,208,3,9,8,1722,288,3,59,0,9,0,360,92,0,26,3,0,0,120,39,3,15,0,0,0,52,37,0,13,0,3,0,58,241,137,126,42,25,35,601,16154,2406,2652,463,385,196,22250
12601,0,0,21,31,0,3,0,0,0,33,42,9,41,13,10,9,125,2231,131,575,95,74,63,3172,9,10,89,6,3,29,148,0,9,4,11,0,0,15,9,41,16,0,3,0,66,5,19,37,29,7,0,93,11,10,33,3,0,0,60,18,0,24,3,6,0,59,46,8,40,4,21,0,110,329,3,73,31,3,3,446,839,7,96,3,3,0,956,833,7,104,3,7,0,948,346,0,61,0,6,0,411,181,0,16,0,0,0,206,102,0,12,0,0,0,108,67,0,20,0,4,0,89,44,9,34,10,3,6,105,2840,110,653,101,77,52,3832
12602,0,0,105,135,0,38,0,3,3,180,159,100,145,45,34,39,523,9494,1800,2350,423,326,214,14612,34,95,257,10,31,114,538,5,83,9,16,4,3,119,34,672,45,61,6,7,827,45,296,107,72,16,8,534,48,136,71,22,17,6,304,109,106,129,34,81,4,460,615,83,191,33,25,5,953,3498,54,484,30,41,4,4111,3439,30,533,11,30,9,4052,2101,20,325,3,16,4,2474,1223,3,175,5,9,8,1420,461,3,87,3,7,4,562,237,0,42,0,0,0,285,310,0,86,0,10,0,408,186,97,182,55,32,29,586,12350,1684,2726,337,332,203,17635
12701,0,0,0,17,0,3,0,0,3,24,59,133,72,9,19,25,305,2463,1985,1054,133,247,136,6018,6,110,108,10,24,87,351,0,87,3,10,0,0,96,8,579,14,24,18,3,650,9,388,39,14,14,0,468,12,159,35,6,7,0,226,60,169,81,9,56,4,376,226,162,139,14,26,4,565,998,169,299,11,64,11,1550,1485,44,240,5,44,12,1835,898,8,82,0,15,3,1001,147,0,25,0,3,0,180,46,3,3,0,0,0,53,12,0,3,0,0,0,13,9,0,4,0,0,0,15,100,95,72,13,25,14,319,4029,1973,1151,126,297,135,7709
12702,0,0,8,37,0,17,0,5,0,61,157,219,182,24,53,28,665,8098,3592,2686,362,658,298,15697,57,148,284,24,25,113,652,3,140,10,3,0,0,154,36,988,60,31,20,17,1147,106,714,132,96,38,9,1101,132,419,153,40,31,6,781,430,358,220,65,60,8,1143,2300,294,489,74,118,21,3294,3770,365,807,43,242,35,5251,2596,105,385,21,131,19,3248,527,17,83,6,17,3,650,119,3,22,0,3,0,154,41,0,7,0,0,0,52,19,0,8,0,3,0,28,23,0,5,0,0,0,31,176,172,168,28,53,36,633,10337,3725,2835,414,738,266,18313
12703,3,0,11,20,0,9,0,0,0,35,77,171,54,16,46,34,404,6078,2262,1222,223,758,173,10718,20,134,121,11,15,74,364,0,98,0,16,4,3,121,8,732,27,34,12,4,824,51,391,42,59,15,11,569,52,180,54,21,17,3,336,243,180,78,25,325,9,861,1749,147,185,23,120,16,2238,2672,151,347,16,66,18,3270,2141,31,238,6,43,5,2470,601,4,59,0,17,3,682,149,3,23,0,3,0,171,34,0,0,0,0,0,37,7,0,0,0,0,0,11,27,0,3,0,0,0,39,126,138,78,17,47,25,430,7890,2187,1255,235,687,161,12420
12801,0,0,68,88,0,28,0,11,0,128,93,67,74,17,29,16,302,6622,958,1694,216,353,156,10009,10,50,140,13,5,103,325,0,42,0,10,0,0,62,5,403,29,23,7,4,472,17,141,32,59,9,3,262,17,68,52,12,9,0,169,85,41,70,22,112,3,342,476,49,161,15,26,4,717,2000,37,337,3,19,8,2404,2006,12,260,4,13,14,2307,1108,18,137,0,10,4,1276,677,3,87,0,5,3,778,310,0,48,0,3,0,364,157,0,29,0,0,0,180,223,0,40,0,5,0,273,108,56,93,35,17,12,319,7221,930,1508,194,244,144,10242
12802,0,0,21,17,0,5,0,0,0,28,41,43,53,25,15,3,179,3523,820,1059,173,136,72,5791,6,30,78,13,3,58,194,3,38,3,7,0,0,47,6,273,13,31,5,3,327,8,114,15,26,10,3,174,19,78,36,14,7,0,148,41,50,46,12,27,0,175,111,49,96,14,31,0,297,1294,40,209,14,32,3,1595,1008,32,156,3,8,3,1209,698,17,105,3,3,3,829,394,3,68,0,0,0,472,179,0,15,0,0,0,193,56,0,5,0,0,0,60,42,0,13,0,0,0,51,62,48,45,32,9,7,202,3915,767,910,165,138,87,5972
19797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
