SA3_CODE_2016,C06_0_14_SEO,C06_0_14_SOL_SE_Vw_w,C06_0_14_SOL_SE_Nw_Na,C06_0_14_SOL_SE_P_E_n,C06_0_14_SOL_SE_T,C06_0_14_LPE_NS,C06_0_14_T,C06_15_24_SEO,C06_15_24_SOL_SE_Vw_w,C06_15_24_SOL_SE_Nw_N,C06_15_24_SOL_SE_P_E_n,C06_15_24_S_ot_l_SE_T,C06_15_24_LPE_NS,C06_15_24_T,C06_25_34_SEO,C06_25_34_SOL_SE_Vw_w,C06_25_34_SOL_SE_Na,C06_25_34_SOL_SE_P_E_n,C06_25_34_SOL_SE_To,C06_25_34_LPE_NS,C06_25_34_T,C06_35_44_SEO,C06_35_44_SOL_SE_Vw_w,C06_35_44_SOL_SE_Na,C06_35_44_SOL_SE_P_E_n,C06_35_44_SOL_SE_To,C06_35_44_LPE_NS,C06_35_44_T,C06_45_54_SEO,C06_45_54_SOL_SE_Vw_w,C06_45_54_SOL_SE_Na,C06_45_54_SOL_SE_P_E_n,C06_45_54_SOL_SE_To,C06_45_54_LPE_NS,C06_45_54_T,C06_55_64_SEO,C06_55_64_SOL_SE_Vw_w,C06_55_64_SOL_SE_Na,C06_55_64_SOL_SE_P_E_n,C06_55_64_SOL_SE_To,C06_55_64_LPE_NS,C06_55_64_T,C06_65_74_SEO,C06_65_74_SOL_SE_Vw_w,C06_65_74_SOL_SE_Na,C06_65_74_SOL_SE_P_E_n,C06_65_74_SOL_SE_To,C06_65_74_LPE_NS,C06_65_74_T,C06_75_84_SEO,C06_75_84_SOL_SE_Vw_w,C06_75_84_SOL_SE_Na,C06_75_84_SOL_SE_P_E_n,C06_75_84_SOL_SE_To,C06_75_84_LPE_NS,C06_75_84_T,C06_85ov_SEO,C06_85o_SOL_SE_Vw_w,C06_85o_SOL_SE_Na,C06_85o_SOL_SE_P_E_n,C06_85o_SOL_SE_To,C06_85o_LPE_NS,C06_85o_T,C06_T_SEO,C06_To_SOL_SE_Vw_w,C06_To_SOL_SE_Nw_Na,C06_To_SOL_SE_P_E_n,C06_T_SOL_SE_T,C06_T_LPE_NS,C06_T_T,C11_0_14_SEO,C11_0_14_SOL_SE_Vw_w,C11_0_14_SOL_SE_Nw_Na,C11_0_14_SOL_SE_P_E_n,C11_0_14_SOL_SE_T,C11_0_14_LPE_NS,C11_0_14_T,C11_15_24_SEO,C11_15_24_SOL_SE_Vw_w,C11_15_24_SOL_SE_Nw_N,C11_15_24_SOL_SE_P_E_n,C11_15_24_S_ot_l_SE_T,C11_15_24_LPE_NS,C11_15_24_T,C11_25_34_SEO,C11_25_34_SOL_SE_Vw_w,C11_25_34_SOL_SE_Na,C11_25_34_SOL_SE_P_E_n,C11_25_34_SOL_SE_To,C11_25_34_LPE_NS,C11_25_34_T,C11_35_44_SEO,C11_35_44_SOL_SE_Vw_w,C11_35_44_SOL_SE_Na,C11_35_44_SOL_SE_P_E_n,C11_35_44_SOL_SE_To,C11_35_44_LPE_NS,C11_35_44_T,C11_45_54_SEO,C11_45_54_SOL_SE_Vw_w,C11_45_54_SOL_SE_Na,C11_45_54_SOL_SE_P_E_n,C11_45_54_SOL_SE_To,C11_45_54_LPE_NS,C11_45_54_T,C11_55_64_SEO,C11_55_64_SOL_SE_Vw_w,C11_55_64_SOL_SE_Na,C11_55_64_SOL_SE_P_E_n,C11_55_64_SOL_SE_To,C11_55_64_LPE_NS,C11_55_64_T,C11_65_74_SEO,C11_65_74_SOL_SE_Vw_w,C11_65_74_SOL_SE_Na,C11_65_74_SOL_SE_P_E_n,C11_65_74_SOL_SE_To,C11_65_74_LPE_NS,C11_65_74_T,C11_75_84_SEO,C11_75_84_SOL_SE_Vw_w,C11_75_84_SOL_SE_Na,C11_75_84_SOL_SE_P_E_n,C11_75_84_SOL_SE_To,C11_75_84_LPE_NS,C11_75_84_T,C11_85ov_SEO,C11_85o_SOL_SE_Vw_w,C11_85o_SOL_SE_Na,C11_85o_SOL_SE_P_E_n,C11_85o_SOL_SE_To,C11_85o_LPE_NS,C11_85o_T,C11_T_SEO,C11_To_SOL_SE_Vw_w,C11_To_SOL_SE_Nw_Na,C11_To_SOL_SE_P_E_n,C11_T_SOL_SE_T,C11_T_LPE_NS,C11_T_T,C16_0_14_SEO,C16_0_14_SOL_SE_Vw_w,C16_0_14_SOL_SE_Nw_Na,C16_0_14_SOL_SE_P_E_n,C16_0_14_SOL_SE_T,C16_0_14_LPE_NS,C16_0_14_T,C16_15_24_SEO,C16_15_24_SOL_SE_Vw_w,C16_15_24_SOL_SE_Nw_N,C16_15_24_SOL_SE_P_E_n,C16_15_24_S_ot_l_SE_T,C16_15_24_LPE_NS,C16_15_24_T,C16_25_34_SEO,C16_25_34_SOL_SE_Vw_w,C16_25_34_SOL_SE_Na,C16_25_34_SOL_SE_P_E_n,C16_25_34_SOL_SE_To,C16_25_34_LPE_NS,C16_25_34_T,C16_35_44_SEO,C16_35_44_SOL_SE_Vw_w,C16_35_44_SOL_SE_Na,C16_35_44_SOL_SE_P_E_n,C16_35_44_SOL_SE_To,C16_35_44_LPE_NS,C16_35_44_T,C16_45_54_SEO,C16_45_54_SOL_SE_Vw_w,C16_45_54_SOL_SE_Na,C16_45_54_SOL_SE_P_E_n,C16_45_54_SOL_SE_To,C16_45_54_LPE_NS,C16_45_54_T,C16_55_64_SEO,C16_55_64_SOL_SE_Vw_w,C16_55_64_SOL_SE_Na,C16_55_64_SOL_SE_P_E_n,C16_55_64_SOL_SE_To,C16_55_64_LPE_NS,C16_55_64_T,C16_65_74_SEO,C16_65_74_SOL_SE_Vw_w,C16_65_74_SOL_SE_Na,C16_65_74_SOL_SE_P_E_n,C16_65_74_SOL_SE_To,C16_65_74_LPE_NS,C16_65_74_T,C16_75_84_SEO,C16_75_84_SOL_SE_Vw_w,C16_75_84_SOL_SE_Na,C16_75_84_SOL_SE_P_E_n,C16_75_84_SOL_SE_To,C16_75_84_LPE_NS,C16_75_84_T,C16_85o_SEO,C16_85o_SOL_SE_Vw_w,C16_85o_SOL_SE_Na,C16_85o_SOL_SE_P_E_n
11002,7605,53,19,11,82,232,7914,3621,44,5,3,54,104,3780,3413,52,13,3,65,151,3628,4473,80,6,3,90,191,4755,4933,71,3,0,75,164,5173,4895,97,9,0,104,147,5147,3575,81,7,3,92,126,3787,2132,48,4,3,57,116,2306,788,9,5,0,12,71,867,35435,537,67,28,628,1294,37364,7183,106,23,9,136,219,7530,3695,48,6,0,57,137,3892,3117,87,33,0,119,160,3393,4127,105,19,3,123,169,4416,4962,88,10,0,98,219,5276,5130,99,6,0,106,204,5442,4178,83,5,3,88,156,4428,2303,46,3,4,53,126,2474,843,16,5,0,20,42,900,35530,675,109,14,800,1423,37759,6307,150,27,7,189,546,7035,3532,87,11,0,103,331,3958,2938,126,33,7,161,357,3454,3421,156,21,3,175,382,3979,4298,114,12,0,131,404,4834,5144,93,11,3,110,540,5792,4718,89,3,3,100,487,5299,2549,64,5,0,69,319,2941,848,17,4,0
11003,5797,54,14,16,88,417,6304,2838,39,0,0,41,187,3063,3212,52,5,0,61,194,3468,3569,71,10,0,81,212,3869,3334,76,14,0,89,194,3626,2691,47,15,0,63,195,2946,1636,32,9,3,49,140,1825,890,15,10,0,22,98,1007,279,3,0,0,3,14,297,24252,393,80,21,493,1654,26396,5388,68,36,0,102,385,5875,2835,40,6,0,46,200,3083,2804,113,8,0,115,208,3126,3122,82,11,0,94,224,3435,3345,66,6,3,78,192,3613,2767,62,16,3,82,179,3032,1893,28,5,0,30,133,2061,972,19,4,0,24,86,1083,327,13,0,0,15,27,375,23457,491,91,10,597,1633,25686,4834,112,24,0,139,602,5575,2510,43,3,0,51,306,2869,2620,145,11,0,159,330,3103,2614,138,8,0,151,328,3089,3002,85,11,0,96,399,3495,2907,70,9,3,80,355,3351,2087,58,8,0,64,286,2438,1078,19,3,0,20,197,1300,307,5,3,0
11004,15062,167,50,28,245,507,15813,8709,92,6,3,102,280,9083,7434,142,12,0,154,262,7851,9100,204,21,0,227,358,9685,10001,155,18,3,177,280,10453,8621,113,17,0,128,300,9052,6035,105,15,5,126,291,6450,3717,66,13,3,83,322,4126,1085,19,3,0,20,238,1348,69769,1065,157,41,1254,2842,73864,15148,171,61,9,239,652,16038,8805,117,31,3,152,432,9385,7537,236,32,0,263,374,8182,8788,240,20,0,256,410,9452,9820,216,25,3,246,439,10508,9346,124,20,3,140,370,9861,6902,97,15,3,111,319,7338,4025,79,14,3,93,272,4394,1446,27,3,0,35,169,1643,71820,1310,209,21,1544,3443,76804,14817,324,102,11,438,1004,16263,8192,254,97,5,355,665,9208,8106,584,154,15,748,709,9564,8120,437,32,3,469,666,9258,9187,325,42,4,365,734,10287,9500,169,40,3,214,823,10530,7623,110,19,3,131,672,8426,4396,84,4,5,99,494,4985,1718,30,7,0
11101,20960,406,102,46,557,662,22176,13715,389,20,3,409,446,14572,11285,357,24,5,385,363,12027,14631,582,37,0,619,471,15724,15444,603,65,5,670,509,16630,13280,580,62,0,639,440,14360,9076,359,77,3,443,372,9891,6430,332,81,7,419,387,7242,1803,72,37,0,104,169,2077,106623,3680,503,69,4251,3810,114691,20537,484,131,27,650,560,21745,13763,425,28,8,463,408,14633,11313,645,42,9,699,329,12335,14209,639,40,0,682,432,15324,15257,654,68,10,732,499,16483,14120,608,62,13,682,453,15250,10184,368,62,6,443,370,11001,6599,269,80,5,354,372,7321,2408,132,46,0,176,190,2775,108386,4237,559,76,4877,3602,116866,20487,665,169,30,863,617,21970,13180,417,42,3,465,439,14086,11905,742,59,9,806,496,13203,13136,847,66,11,918,495,14552,14874,710,67,9,787,601,16259,14500,628,74,6,709,619,15826,11990,536,58,10,600,607,13193,6783,295,80,14,382,476,7646,2725,146,43,3
11102,12742,180,63,20,266,453,13466,7926,176,11,3,192,260,8379,6734,186,13,4,203,215,7154,8315,257,14,0,270,242,8831,8895,267,25,3,289,284,9469,7843,266,23,3,294,256,8390,5197,178,31,6,221,193,5610,3694,145,20,7,174,246,4117,1308,34,17,5,53,192,1554,62657,1686,214,56,1957,2345,66953,12261,329,97,12,439,318,13018,8429,228,14,6,250,247,8925,6547,318,18,0,333,184,7068,8100,329,23,3,355,235,8686,9028,297,27,3,330,241,9597,8909,255,36,9,294,225,9430,6399,231,31,0,263,206,6871,4023,161,27,3,192,201,4411,1722,61,25,0,84,195,2007,65418,2216,281,43,2539,2048,70006,12708,396,143,13,550,423,13680,8263,247,19,4,274,305,8831,7471,475,34,5,518,316,8300,7925,518,41,6,558,298,8775,8776,379,21,3,405,367,9546,9250,328,43,6,374,418,10044,8080,283,29,9,317,465,8862,4291,178,28,3,208,332,4831,1919,80,26,5
11103,23131,995,330,119,1449,1077,25657,19876,1458,114,24,1596,1186,22655,18257,1529,106,19,1651,968,20872,17855,1365,132,18,1509,902,20269,17757,1166,152,14,1331,900,19984,13783,924,170,20,1122,647,15553,9197,732,299,15,1054,572,10815,7738,613,264,20,895,588,9225,2819,113,91,19,220,239,3285,130403,8885,1665,272,10819,7087,148315,23731,1367,519,63,1947,1070,26746,19893,1738,199,16,1949,955,22797,19399,2218,174,17,2416,1012,22824,18139,1731,157,16,1909,783,20832,18347,1311,144,23,1479,818,20652,15707,1017,175,6,1200,641,17556,10444,722,251,8,983,474,11900,7168,549,296,15,859,443,8477,3273,270,148,13,424,246,3952,136108,10919,2065,182,13170,6457,155737,24359,1842,665,67,2570,842,27770,20025,2180,297,17,2495,891,23405,20355,2992,321,22,3339,1150,24838,17691,2268,193,12,2477,838,21005,17982,1536,208,11,1752,1025,20756,16896,1142,204,17,1360,1021,19270,12403,805,200,12,1018,799,14221,6651,557,318,8,879,766,8303,3023,233,158,4
11201,12579,412,57,51,523,652,13754,7482,197,20,6,219,475,8174,6202,317,18,10,335,360,6906,9095,476,23,6,513,477,10083,11047,413,23,4,444,648,12142,8356,242,10,3,260,454,9067,5307,149,16,0,163,257,5727,4234,132,14,4,150,322,4705,1381,47,12,0,56,143,1584,65676,2375,201,93,2665,3796,72136,12162,500,98,19,612,507,13287,6679,302,29,5,332,348,7357,5737,431,22,3,454,307,6504,8776,596,37,9,637,386,9802,10663,520,24,3,544,449,11657,10405,348,19,3,368,424,11202,6377,175,12,3,184,268,6827,4155,120,19,7,141,225,4516,1866,59,11,0,67,157,2087,66819,3039,270,45,3356,3054,73230,11263,605,94,25,725,1017,13005,6335,281,18,4,303,586,7221,6020,598,31,4,631,698,7353,8032,702,20,16,731,845,9609,9645,593,19,9,625,1010,11284,11085,427,26,5,461,1181,12726,8467,266,14,10,285,828,9579,4262,125,8,4,147,512,4910,2089,77,14,0
11202,13533,234,73,36,337,423,14299,8385,228,19,5,247,270,8909,6427,230,15,3,254,215,6890,8596,299,21,4,328,287,9210,10024,337,23,5,356,312,10699,7413,232,9,3,247,245,7897,4616,167,29,4,206,215,5040,3209,118,45,3,168,200,3573,1229,33,14,0,46,72,1347,63437,1873,249,60,2183,2244,67873,12974,297,97,18,407,532,13910,7992,271,17,5,296,340,8624,6173,247,27,10,287,256,6709,7800,325,33,3,363,303,8463,9752,340,30,6,377,376,10503,9287,323,15,6,335,332,9959,5431,183,13,3,201,220,5857,3369,151,35,5,192,162,3728,1318,60,26,0,89,108,1516,64114,2191,291,60,2545,2632,69287,11504,344,97,7,449,797,12750,7321,224,14,7,240,661,8220,5755,317,39,3,358,514,6631,6864,413,26,5,448,580,7888,8632,354,31,8,396,752,9788,9721,315,29,3,345,862,10930,6911,240,20,5,262,584,7755,3563,156,19,3,178,360,4104,1562,76,29,6
11203,13435,295,78,40,411,768,14610,7864,200,24,3,234,406,8499,6407,304,24,0,332,339,7080,9216,355,36,5,397,498,10109,10478,316,35,6,352,521,11361,9297,297,26,4,329,427,10059,8082,289,25,0,319,390,8785,6172,213,32,4,247,412,6832,1733,78,6,0,91,160,1985,72680,2362,293,67,2714,3927,79320,14074,384,113,13,512,576,15158,8189,264,25,9,301,384,8875,6753,447,21,5,471,332,7565,9314,514,46,11,572,410,10297,11227,419,33,4,452,489,12168,10735,352,31,8,387,457,11579,8717,285,26,0,313,375,9400,6457,211,39,9,254,450,7161,2536,75,20,3,91,273,2902,77991,2947,349,59,3356,3754,85107,13758,563,142,27,726,838,15327,8088,309,17,5,331,501,8921,7083,562,45,3,610,528,8219,8900,679,40,8,727,642,10268,10589,507,43,8,559,770,11917,12176,393,37,7,436,975,13583,10828,326,27,6,353,840,12026,6624,246,28,5,282,630,7535,3012,95,26,3
11301,9560,604,171,50,830,509,10899,5210,477,51,5,534,320,6069,4702,517,84,9,611,281,5596,5393,763,121,14,896,281,6570,5193,685,108,13,798,278,6272,3861,583,88,13,689,237,4788,2685,514,204,15,729,203,3611,1752,296,216,10,525,113,2390,549,45,69,0,118,36,697,38909,4481,1112,123,5726,2254,46887,9020,679,193,22,893,580,10490,5089,515,52,11,574,343,6009,4118,695,131,12,833,332,5279,4781,754,89,16,853,309,5952,5376,741,76,10,822,309,6514,4324,591,97,11,696,254,5275,2850,508,125,10,643,189,3684,1809,342,205,3,548,139,2500,608,115,100,5,220,72,896,37985,4933,1056,87,6080,2529,46595,8156,728,194,23,943,844,9944,4875,521,86,6,610,458,5948,4201,931,262,12,1208,515,5925,4215,780,136,17,933,487,5639,4894,767,135,20,918,534,6342,4728,594,122,11,727,579,6041,3291,435,101,8,542,460,4295,1952,375,178,6,561,298,2805,786,150,124,6
11302,2814,45,9,6,64,94,2976,1376,27,3,0,25,65,1473,1449,38,3,0,39,143,1636,1808,66,3,0,68,101,1969,1960,49,9,0,63,86,2102,1742,32,9,3,43,68,1854,1188,36,9,0,45,47,1279,781,20,9,0,34,60,874,263,3,0,0,3,14,287,13391,320,47,15,379,684,14444,2664,75,8,3,79,101,2843,1408,26,3,0,31,76,1516,1263,52,4,0,56,105,1429,1643,73,6,0,80,75,1802,1936,65,0,0,66,72,2071,1833,38,13,0,51,68,1955,1364,47,10,0,58,58,1487,800,29,4,0,30,39,872,314,19,6,0,24,21,353,13230,417,58,3,478,622,14330,2366,69,5,0,74,170,2612,1286,26,10,0,35,113,1433,1173,83,23,0,106,165,1442,1357,88,4,0,95,175,1629,1682,58,5,0,65,192,1941,1908,51,3,0,59,207,2175,1587,29,10,0,38,156,1780,829,32,6,4,40,119,992,316,9,4,0
11303,18025,297,79,50,428,526,18981,12112,363,30,4,399,463,12973,9219,325,28,3,350,554,10124,10633,317,35,3,356,474,11462,11101,231,25,5,256,361,11723,8896,134,30,3,169,255,9317,6112,105,14,3,123,230,6469,3990,92,12,0,101,230,4323,1368,22,4,0,27,96,1497,81463,1890,254,74,2216,3190,86864,17414,500,153,25,673,516,18605,11935,448,23,8,481,576,12985,9018,609,132,17,764,512,10299,9994,460,83,7,554,522,11070,10935,351,40,3,403,477,11808,10053,187,31,4,220,345,10622,6916,107,14,3,127,280,7318,4265,99,10,0,113,231,4606,1711,40,4,0,47,119,1874,82238,2804,502,72,3382,3572,89193,16570,768,249,24,1040,927,18534,11176,472,61,6,541,813,12529,9539,956,199,9,1167,913,11617,9018,869,133,3,1004,889,10913,10252,486,66,10,554,799,11608,10461,256,53,3,310,834,11615,8121,166,23,5,198,650,8970,4719,99,11,6,115,438,5269,2033,46,9,0
11401,15827,235,71,44,354,847,17035,8788,172,17,0,189,378,9361,7064,227,17,0,242,342,7649,10046,359,33,6,402,410,10861,11466,399,49,3,446,484,12395,11457,465,49,4,519,435,12410,9177,557,79,7,650,409,10234,5982,265,36,7,309,402,6692,1573,46,22,3,71,124,1773,81390,2723,370,76,3179,3839,88406,15243,243,78,13,334,783,16364,9197,175,12,6,188,622,10008,6971,261,16,0,275,565,7814,9306,357,33,5,394,585,10285,11765,410,40,10,459,674,12904,12594,480,48,4,538,548,13675,10583,557,66,14,633,479,11693,6457,346,59,3,407,450,7315,2210,95,15,0,114,246,2565,84330,2930,367,51,3350,4940,92619,14867,405,127,14,538,890,16289,8914,222,17,3,244,763,9912,7929,484,38,5,524,851,9300,8688,515,49,7,570,817,10069,10894,469,47,4,517,872,12278,13751,519,53,9,583,988,15320,13236,620,66,7,693,1018,14951,7068,418,67,8,490,638,8202,2659,115,33,0
11402,8168,197,57,18,276,330,8774,4168,220,69,0,287,181,4630,3329,163,5,3,173,170,3670,5258,238,27,0,263,261,5782,5387,243,17,3,259,281,5928,5382,236,11,0,248,260,5892,3803,188,21,3,214,199,4218,2236,117,10,4,130,158,2527,717,25,5,0,36,96,845,38454,1632,228,33,1888,1927,42272,8009,233,46,10,296,288,8587,4428,165,12,3,181,160,4765,2990,175,9,4,182,130,3306,4870,300,18,5,325,198,5395,5782,295,19,5,321,219,6318,5846,297,9,3,307,239,6397,4991,225,24,3,249,212,5454,2681,131,20,8,154,167,3001,951,37,7,4,51,165,1166,40545,1866,154,37,2061,1774,44386,7562,279,70,9,358,472,8394,4348,249,78,5,331,241,4915,3312,408,16,5,429,221,3966,4353,363,22,5,382,323,5066,5704,329,22,9,356,405,6469,5944,295,28,5,329,377,6652,6331,315,27,7,356,427,7106,3436,160,29,4,190,241,3868,1262,64,17,0
11501,20158,4658,663,169,5489,620,26272,14580,4325,99,43,4469,462,19518,9763,3308,92,31,3427,410,13601,12467,5454,453,35,5938,398,18807,13344,5729,629,47,6406,442,20192,11006,3187,478,25,3688,319,15015,4619,1141,442,9,1595,176,6392,3127,532,309,6,845,161,4130,1535,114,115,3,229,81,1846,90602,28442,3272,374,32090,3071,125759,20268,5311,1108,106,6518,567,27362,14004,4858,98,39,4997,390,19388,8683,4349,148,27,4518,342,13549,12163,6395,459,36,6889,365,19427,12630,6888,696,48,7639,411,20684,11375,4647,677,30,5352,321,17045,6854,1813,600,15,2425,192,9472,3357,692,412,10,1112,124,4593,1857,202,159,10,377,76,2310,91200,35158,4357,318,39832,2796,133822,19456,7127,1704,132,8971,570,28997,13457,5344,134,20,5503,353,19312,8029,5795,308,27,6128,399,14564,10688,8792,577,54,9421,466,20580,11941,7499,851,42,8393,495,20833,10500,5561,1367,49,6972,385,17858,8377,2997,1009,20,4025,351,12751,3992,1022,584,18,1634,330,5950,1845,313,255,12
11502,4430,361,55,20,432,168,5028,3169,314,15,4,340,117,3627,1723,314,19,6,334,71,2133,2824,507,34,3,548,121,3494,3124,532,41,0,576,122,3831,2834,428,46,4,475,114,3424,1310,270,55,4,329,64,1706,778,128,46,3,177,71,1031,288,25,9,3,37,43,367,20483,2881,326,47,3256,897,24636,4399,425,67,5,508,95,5003,3132,348,16,0,366,75,3566,1624,300,12,4,313,33,1979,2665,555,24,5,584,92,3340,3251,647,38,3,683,107,4040,2907,455,44,6,506,102,3511,1865,303,60,3,365,54,2286,823,178,71,3,252,50,1125,411,39,22,0,63,16,494,21082,3248,357,30,3637,623,25338,4272,445,85,8,541,150,4958,3096,383,12,0,395,160,3649,1794,304,13,4,315,87,2198,2310,542,31,5,585,121,3013,3183,688,56,8,754,190,4125,2691,506,71,0,579,167,3437,2277,376,64,0,436,139,2856,1046,206,64,3,272,59,1380,449,86,44,0
11503,5054,69,27,13,103,307,5467,2947,64,0,3,63,164,3180,2208,53,3,0,61,111,2371,3504,185,3,0,188,202,3895,3351,155,5,4,161,187,3699,2488,163,7,3,173,150,2812,1106,100,12,0,111,75,1294,518,44,11,0,61,29,608,137,9,3,0,12,13,169,21318,845,71,21,940,1234,23486,4730,88,14,5,112,253,5092,3142,69,3,0,74,169,3381,1969,88,3,0,85,100,2155,3281,138,12,3,158,213,3648,3550,206,11,6,216,193,3966,2774,152,6,0,159,179,3109,1546,126,7,3,136,134,1814,567,45,13,0,59,44,677,197,12,3,0,19,25,234,21753,921,82,14,1011,1306,24075,4468,117,25,4,147,261,4878,3018,78,6,0,81,208,3305,2258,107,4,0,109,140,2510,2750,131,9,0,139,187,3078,3481,217,17,3,235,301,4022,2948,152,6,0,157,251,3357,1989,153,17,4,171,184,2351,697,75,12,0,80,62,839,218,15,6,0
11504,5840,623,122,54,795,324,6953,2478,427,21,8,450,99,3024,3056,575,25,4,609,140,3801,3504,862,55,9,924,166,4596,2429,666,60,11,739,105,3270,1883,397,49,10,449,65,2400,724,176,68,0,238,36,997,362,64,21,0,85,28,475,106,13,11,0,21,0,128,20366,3800,421,90,4309,973,25646,6095,653,111,11,776,207,7079,2783,514,15,7,528,106,3423,2249,566,17,3,586,112,2952,3878,922,33,8,960,153,4992,2714,821,67,9,894,121,3726,2052,550,74,4,624,123,2805,1118,280,52,6,336,57,1513,389,86,33,4,125,19,534,109,23,10,0,33,8,155,21403,4404,418,56,4873,911,27181,6692,998,180,28,1206,222,8122,3656,716,18,4,741,123,4520,2623,890,42,5,934,133,3694,3908,1374,56,9,1442,177,5517,3486,1121,85,8,1208,168,4866,2289,720,157,7,885,111,3288,1554,402,92,4,492,92,2147,542,141,74,0,214,38,796,156,41,17,0
11601,16743,5323,1395,320,7039,1279,25065,10936,5138,224,63,5426,567,16925,10728,5769,410,74,6248,627,17603,9751,5829,627,68,6520,635,16908,9438,5328,865,60,6253,524,16215,7423,3313,815,38,4176,401,11989,4363,1519,781,18,2316,287,6971,2614,858,595,24,1480,286,4375,548,236,204,4,445,103,1099,72541,33315,5914,669,39906,4709,117149,16747,6608,1755,216,8590,1046,26385,10177,5686,198,78,5961,569,16706,10051,8596,505,93,9193,653,19901,9301,7275,601,53,7933,512,17750,9057,5852,912,53,6815,544,16415,8052,4299,1029,31,5363,396,13812,4595,2026,824,23,2877,241,7722,2805,972,698,22,1696,227,4722,794,350,330,16,697,116,1610,71582,41681,6856,593,49136,4305,125024,16397,7741,1959,193,9897,1172,27471,10281,6257,218,48,6520,708,17504,9346,11087,617,105,11807,917,22074,8595,9608,729,83,10422,755,19767,8223,6381,990,54,7430,686,16342,7702,5006,1415,69,6487,637,14816,5323,2925,1058,35,4023,482,9823,2680,1167,768,17,1951,327,4951,947,439,383,21
11602,11639,2395,463,143,2998,767,15411,5628,2083,50,24,2162,467,8260,7538,2627,91,27,2739,655,10934,6422,3122,181,35,3341,561,10323,4268,2498,269,23,2793,349,7406,2787,1279,235,15,1530,188,4510,1111,493,221,5,725,103,1943,576,220,120,9,349,65,991,125,45,33,3,78,15,217,40105,14767,1667,288,16719,3171,59992,13833,3726,791,100,4613,500,18944,6514,2748,50,24,2823,404,9743,7530,4382,116,39,4532,561,12626,7947,4614,172,38,4830,463,13235,5210,3566,306,23,3902,304,9415,3557,2218,363,23,2598,193,6344,1669,829,339,7,1177,104,2950,652,299,200,4,506,37,1193,194,59,58,3,114,11,323,47111,22445,2382,267,25088,2578,74776,15412,5431,1075,144,6651,759,22821,7694,3631,52,19,3698,473,11873,7273,5678,173,33,5884,863,14026,8319,7652,274,52,7977,868,17161,6250,4818,377,31,5219,522,11998,4056,3030,643,22,3695,349,8099,2517,1446,493,21,1965,198,4683,854,476,269,5,759,75,1686,259,109,89,0
11603,17483,5865,1190,320,7369,1963,26824,9119,4663,164,74,4896,753,14768,7594,4824,286,57,5166,699,13458,7877,5388,489,48,5922,667,14471,6130,4372,627,46,5036,581,11750,5370,2189,610,39,2838,451,8662,2507,872,535,18,1422,239,4174,1080,427,379,14,820,132,2032,356,114,125,3,238,40,637,57521,28703,4395,622,33724,5529,96771,17235,6248,1452,240,7937,1523,26694,10219,5042,149,61,5254,724,16199,7429,5974,347,73,6391,636,14459,7420,5971,498,66,6531,589,14544,6740,5361,665,55,6078,478,13298,5357,3214,727,44,3976,408,9745,3358,1278,611,14,1897,271,5530,1298,522,442,14,983,127,2405,443,164,206,12,380,35,859,59504,33763,5094,575,39431,4792,103727,16946,6682,1511,176,8371,1725,27033,10305,5600,175,60,5825,882,17015,7969,7253,417,55,7733,920,16626,6371,7181,554,86,7828,771,14970,6784,5666,713,70,6444,779,14007,5199,4239,899,59,5202,622,11017,3924,2029,731,35,2794,494,7211,1693,603,538,12,1152,256,3100,530,207,277,7
11701,3747,1826,368,93,2287,532,6564,2318,1973,66,24,2068,241,4629,2498,2514,150,30,2694,343,5532,2793,2245,242,32,2509,267,5570,2358,1790,353,20,2161,220,4744,1763,1350,500,26,1878,190,3826,1187,823,549,18,1386,103,2677,987,368,339,11,719,133,1835,392,61,105,9,172,47,604,18041,12940,2677,256,15878,2072,35994,4290,1859,517,60,2438,415,7141,2451,1975,119,21,2114,244,4806,2642,3145,175,19,3336,333,6316,3191,2506,188,21,2715,321,6230,2587,1919,318,18,2252,229,5069,1990,1471,435,20,1927,212,4137,1343,1002,557,17,1573,158,3073,875,488,434,16,938,98,1906,397,99,136,0,238,44,673,19771,14464,2874,194,17529,2057,39359,4885,1948,569,75,2593,445,7920,3019,2779,250,19,3055,378,6451,3735,4109,289,27,4421,621,8778,3421,3036,236,33,3305,435,7157,3112,2133,294,15,2441,308,5856,2149,1564,434,26,2026,256,4430,1494,1110,483,17,1617,167,3273,803,624,495,11,1133,127,2053,346,175,187,7
