SUA_CODE_2021,M_0_4_yrs_Need_for_assistance,M_0_4_No_need_for_assistance,M_0_4_Need_for_assistance_ns,M_0_4_yrs_Tot,M_5_14_Need_for_assistance,M_5_14_No_need_for_assistance,M_5_14_Need_for_assistance_ns,M_5_14_yrs_Tot,M_15_19_Need_for_assistance,M_15_19_No_need_for_assistnce,M_15_19_Need_for_assistnce_ns,M_15_19_yrs_Tot,M_20_24_Need_for_assistance,M_20_24_No_need_for_assistnce,M_20_24_Need_for_assistnce_ns,M_20_24_yrs_Tot,M_25_34_Need_for_assistance,M_25_34_No_need_for_assistnce,M_25_34_Need_for_assistnce_ns,M_25_34_yrs_Tot,M_35_44_Need_for_assistance,M_35_44_No_need_for_assistnce,M_35_44_Need_for_assistnce_ns,M_35_44_yrs_Tot,M_45_54_Need_for_assistance,M_45_54_No_need_for_assistnce,M_45_54_Need_for_assistnce_ns,M_45_54_yrs_Tot,M_55_64_Need_for_assistance,M_55_64_No_need_for_assistnce,M_55_64_Need_for_assistnce_ns,M_55_64_yrs_Tot,M_65_74_Need_for_assistance,M_65_74_No_need_for_assistnce,M_65_74_Need_for_assistnce_ns,M_65_74_yrs_Tot,M_75_84_Need_for_assistance,M_75_84_No_need_for_assistnce,M_75_84_Need_for_assistnce_ns,M_75_84_yrs_Tot,M_85_over_Need_for_assistance,M_85_ov_No_need_for_assistnce,M_85_ov_Need_for_assistnce_ns,M_85_yrs_over_Tot,M_Tot_Need_for_assistance,M_Tot_No_need_for_assistance,M_Tot_Need_for_assistance_ns,M_Tot_Tot,F_0_4_yrs_Need_for_assistance,F_0_4_No_need_for_assistance,F_0_4_Need_for_assistance_ns,F_0_4_yrs_Tot,F_5_14_Need_for_assistance,F_5_14_No_need_for_assistance,F_5_14_Need_for_assistance_ns,F_5_14_yrs_Tot,F_15_19_Need_for_assistance,F_15_19_No_need_for_assistnce,F_15_19_Need_for_assistnce_ns,F_15_19_yrs_Tot,F_20_24_Need_for_assistance,F_20_24_No_need_for_assistnce,F_20_24_Need_for_assistnce_ns,F_20_24_yrs_Tot,F_25_34_Need_for_assistance,F_25_34_No_need_for_assistnce,F_25_34_Need_for_assistnce_ns,F_25_34_yrs_Tot,F_35_44_Need_for_assistance,F_35_44_No_need_for_assistnce,F_35_44_Need_for_assistnce_ns,F_35_44_yrs_Tot,F_45_54_Need_for_assistance,F_45_54_No_need_for_assistnce,F_45_54_Need_for_assistnce_ns,F_45_54_yrs_Tot,F_55_64_Need_for_assistance,F_55_64_No_need_for_assistnce,F_55_64_Need_for_assistnce_ns,F_55_64_yrs_Tot,F_65_74_Need_for_assistance,F_65_74_No_need_for_assistnce,F_65_74_Need_for_assistnce_ns,F_65_74_yrs_Tot,F_75_84_Need_for_assistance,F_75_84_No_need_for_assistnce,F_75_84_Need_for_assistnce_ns,F_75_84_yrs_Tot,F_85_over_Need_for_assistance,F_85_ov_No_need_for_assistnce,F_85_ov_Need_for_assistnce_ns,F_85_yrs_over_Tot,F_Tot_Need_for_assistance,F_Tot_No_need_for_assistance,F_Tot_Need_for_assistance_ns,F_Tot_Tot,P_0_4_yrs_Need_for_assistance,P_0_4_No_need_for_assistance,P_0_4_Need_for_assistance_ns,P_0_4_yrs_Tot,P_5_14_Need_for_assistance,P_5_14_No_need_for_assistance,P_5_14_Need_for_assistance_ns,P_5_14_yrs_Tot,P_15_19_Need_for_assistance,P_15_19_No_need_for_assistnce,P_15_19_Need_for_assistnce_ns,P_15_19_yrs_Tot,P_20_24_Need_for_assistance,P_20_24_No_need_for_assistnce,P_20_24_Need_for_assistnce_ns,P_20_24_yrs_Tot,P_25_34_Need_for_assistance,P_25_34_No_need_for_assistnce,P_25_34_Need_for_assistnce_ns,P_25_34_yrs_Tot,P_35_44_Need_for_assistance,P_35_44_No_need_for_assistnce,P_35_44_Need_for_assistnce_ns,P_35_44_yrs_Tot,P_45_54_Need_for_assistance,P_45_54_No_need_for_assistnce,P_45_54_Need_for_assistnce_ns,P_45_54_yrs_Tot,P_55_64_Need_for_assistance,P_55_64_No_need_for_assistnce,P_55_64_Need_for_assistnce_ns,P_55_64_yrs_Tot,P_65_74_Need_for_assistance,P_65_74_No_need_for_assistnce,P_65_74_Need_for_assistnce_ns,P_65_74_yrs_Tot,P_75_84_Need_for_assistance,P_75_84_No_need_for_assistnce,P_75_84_Need_for_assistnce_ns,P_75_84_yrs_Tot,P_85_over_Need_for_assistance,P_85_ov_No_need_for_assistnce,P_85_ov_Need_for_assistnce_ns,P_85_yrs_over_Tot,P_Tot_Need_for_assistance,P_Tot_No_need_for_assistance,P_Tot_Need_for_assistance_ns,P_Tot_Tot
1026,37,1085,114,1239,234,2026,237,2493,88,995,99,1180,64,978,164,1214,105,2133,480,2721,100,1785,391,2277,116,1811,269,2195,193,1918,165,2271,282,1668,104,2055,254,918,73,1242,167,231,26,426,1640,15550,2122,19311,25,1023,106,1146,105,2146,218,2465,66,917,91,1075,42,963,84,1082,87,2203,188,2481,103,1981,160,2245,158,1956,154,2270,212,2043,111,2370,248,1909,99,2256,339,933,65,1346,337,264,33,628,1714,16335,1311,19369,59,2109,219,2385,341,4169,448,4960,147,1916,191,2257,107,1944,247,2296,191,4336,674,5201,200,3770,554,4520,275,3766,428,4469,411,3961,276,4643,531,3580,199,4314,591,1853,140,2581,505,496,54,1054,3357,31886,3439,38678
1027,20,1483,81,1584,213,2764,181,3161,67,1193,76,1337,50,1029,83,1167,55,2491,158,2702,88,2264,146,2495,125,2127,145,2396,128,1886,112,2127,190,1572,111,1873,201,816,70,1087,163,199,45,401,1300,17826,1211,20336,19,1258,86,1364,92,2685,177,2960,42,1131,61,1228,35,1086,68,1189,61,2801,165,3026,76,2566,144,2790,107,2282,111,2500,146,2116,117,2373,193,1869,101,2164,285,971,77,1334,300,268,74,635,1352,19041,1185,21582,37,2744,168,2953,305,5453,364,6121,107,2322,135,2567,86,2120,151,2354,115,5291,326,5732,159,4832,288,5281,231,4407,261,4902,274,3999,231,4500,383,3445,208,4040,487,1789,147,2424,460,462,115,1045,2655,36867,2390,41920
1028,27,1113,60,1204,267,2544,122,2925,96,1294,68,1452,69,1067,66,1197,108,2085,142,2336,84,2331,124,2541,129,2549,113,2791,208,2583,140,2937,291,2806,133,3230,383,1762,116,2263,293,471,76,842,1970,20600,1165,23733,18,1018,52,1091,184,2519,134,2846,59,1323,60,1447,34,1196,67,1307,70,2323,108,2500,96,2583,120,2796,136,2974,118,3228,206,3188,133,3528,288,3261,156,3699,493,2069,139,2702,643,524,156,1321,2220,22992,1252,26465,43,2129,118,2289,450,5062,255,5771,151,2622,128,2897,108,2269,141,2511,182,4410,255,4842,182,4914,245,5337,271,5521,231,6021,413,5772,278,6462,578,6067,288,6934,878,3832,256,4966,937,992,229,2162,4183,43592,2414,50193
1029,13,520,31,561,90,1103,65,1258,33,656,78,771,23,598,93,714,20,1193,97,1315,17,938,60,1021,40,967,55,1061,53,864,64,976,71,563,37,672,59,252,19,336,61,48,4,117,487,7699,612,8800,3,509,22,539,54,1092,58,1204,21,430,27,473,18,439,28,479,21,1119,62,1201,34,959,49,1041,49,1013,45,1101,54,831,40,930,76,583,34,690,102,253,23,382,109,76,7,189,534,7299,391,8219,20,1028,53,1101,144,2193,125,2463,58,1085,106,1243,39,1033,121,1192,46,2307,156,2513,52,1898,108,2061,83,1979,98,2163,106,1692,103,1905,142,1146,73,1364,156,511,45,713,174,124,13,306,1017,14999,1002,17018
1030,7,443,34,486,98,898,67,1067,45,405,40,490,21,366,33,423,43,809,62,919,34,884,72,990,58,968,82,1105,118,1171,72,1361,154,1429,77,1653,180,757,58,993,104,142,23,264,860,8268,619,9748,6,409,42,454,36,932,68,1036,16,417,31,468,15,348,25,392,32,877,69,976,36,973,69,1075,61,1076,52,1190,113,1346,66,1528,167,1555,73,1796,218,778,51,1049,186,172,26,387,877,8890,590,10354,15,849,74,944,135,1836,138,2099,60,825,72,958,42,713,59,815,66,1690,133,1891,65,1854,138,2061,113,2041,130,2291,230,2517,143,2885,321,2978,151,3453,399,1533,111,2043,292,317,47,656,1739,17155,1201,20105
1031,2317,138300,8351,148965,13063,279105,16127,308291,4410,128654,6797,139863,3284,152171,10128,165583,5164,349354,24902,379419,5600,336052,20675,362330,8073,278529,15059,301667,12922,232810,12308,258035,18359,159930,8867,187148,20962,74661,6579,102203,16072,16087,4356,36517,110222,2145652,134145,2390019,1196,131394,7857,140449,5992,271023,14969,291990,2558,122521,6012,131097,2192,145523,8354,156068,4493,360639,22383,387507,5835,343151,18360,367342,9562,290916,13412,313888,15998,242442,10913,269362,23439,173532,8911,205878,31447,79404,7796,118653,30647,18758,8391,57794,133353,2179304,127364,2440022,3512,269692,16203,289412,19055,550134,31094,600281,6972,251180,12806,270956,5471,297696,18487,321649,9651,709995,47284,766928,11437,679201,39037,729672,17635,569447,28469,615554,28919,475251,23223,527399,41792,333455,17781,393027,52413,154067,14371,220855,46719,34842,12748,94315,243574,4324955,261509,4830047
1032,33,1363,106,1506,239,2700,272,3210,76,1362,123,1564,60,1084,111,1263,79,2685,244,3001,90,2216,205,2511,107,2016,181,2309,150,1958,138,2244,220,1643,119,1988,217,942,111,1270,172,207,56,442,1454,18183,1668,21306,21,1183,110,1312,110,2635,275,3019,44,1170,118,1336,44,1152,100,1293,78,2914,230,3223,87,2373,205,2663,119,2243,158,2521,169,2263,143,2572,218,1920,125,2259,310,1163,151,1619,368,292,90,753,1554,19310,1708,22567,58,2543,211,2816,346,5332,551,6228,120,2533,244,2899,97,2242,216,2553,151,5602,472,6226,173,4592,404,5175,225,4257,340,4827,316,4222,275,4816,439,3564,243,4250,527,2100,259,2893,544,506,146,1193,3006,37495,3374,43874
1033,16,619,63,695,150,1388,182,1713,62,635,65,756,49,566,60,678,76,1138,105,1316,70,1029,123,1222,104,1161,105,1367,172,1386,149,1701,222,1359,99,1680,225,852,76,1157,157,187,41,391,1294,10329,1056,12682,15,621,63,695,57,1399,163,1608,36,644,49,731,26,553,46,626,73,1254,132,1463,65,1190,110,1366,103,1351,104,1551,169,1636,113,1922,220,1548,105,1877,298,906,99,1300,344,277,80,696,1394,11375,1064,13836,28,1239,123,1392,203,2779,341,3326,89,1283,112,1482,74,1122,105,1301,145,2393,236,2775,138,2223,231,2593,205,2508,208,2920,335,3021,260,3624,437,2907,212,3555,526,1761,176,2458,502,466,114,1086,2688,21703,2119,26519
1034,0,401,15,416,60,808,63,943,13,384,23,423,18,264,20,299,26,614,39,681,25,760,56,840,31,809,64,903,76,1036,73,1185,114,1273,59,1445,117,699,34,852,101,127,23,249,578,7182,460,8222,3,369,18,392,26,785,46,858,20,343,34,399,10,237,15,257,13,686,41,745,19,803,56,881,40,878,49,968,80,1262,78,1417,115,1427,54,1596,165,681,44,895,207,157,36,398,704,7624,477,8802,5,772,31,810,89,1598,107,1794,32,729,55,819,26,497,34,558,42,1303,86,1426,41,1570,107,1719,71,1682,112,1869,151,2296,154,2596,229,2695,117,3039,284,1379,79,1741,305,282,57,644,1279,14806,937,17026
1035,38,1769,108,1913,281,3414,217,3907,69,1729,96,1894,84,1770,119,1973,122,3637,223,3978,73,3041,182,3300,127,2766,174,3063,174,2657,126,2953,233,2138,111,2486,249,1072,106,1431,224,271,43,531,1671,24251,1506,27428,17,1744,86,1849,118,3409,211,3742,77,1716,91,1892,58,2095,110,2263,112,3840,200,4145,100,3263,181,3548,158,2962,150,3277,189,3013,140,3328,270,2399,128,2795,380,1292,110,1778,483,381,95,958,1964,26114,1497,29574,56,3515,193,3763,399,6819,430,7649,145,3454,187,3785,144,3861,225,4233,233,7470,422,8118,174,6309,368,6850,286,5727,323,6335,359,5663,264,6286,507,4534,241,5282,630,2366,214,3211,702,650,135,1488,3632,50368,3005,57003
1036,180,8406,411,8999,1220,17138,878,19240,423,8580,448,9459,349,9771,526,10643,514,18101,955,19563,521,17058,828,18412,716,17115,813,18640,1085,16588,730,18409,1527,12712,637,14879,1743,6516,524,8782,1322,1375,408,3098,9603,133355,7155,150115,78,7957,377,8406,608,16641,872,18125,268,8466,437,9169,256,9617,453,10330,429,18409,914,19752,525,17990,826,19340,901,18007,706,19619,1229,17621,667,19520,1677,13885,636,16195,2534,7086,633,10260,2583,1630,653,4869,11083,137307,7178,155575,259,16358,792,17406,1828,33783,1758,37363,698,17049,888,18627,603,19383,980,20968,940,36504,1872,39317,1046,35052,1654,37753,1619,35123,1521,38260,2317,34207,1396,37926,3205,26594,1270,31070,4278,13608,1156,19040,3908,3008,1062,7966,20692,270663,14339,305691
