LGA_CODE_2021,P_PGrad_Deg_35_44,P_PGrad_Deg_45_54,P_PGrad_Deg_55_64,P_PGrad_Deg_65_74,P_PGrad_Deg_75_84,P_PGrad_Deg_85ov,P_PGrad_Deg_Total,P_GradDip_and_GradCert_15_24,P_GradDip_and_GradCert_25_34,P_GradDip_and_GradCert_35_44,P_GradDip_and_GradCert_45_54,P_GradDip_and_GradCert_55_64,P_GradDip_and_GradCert_65_74,P_GradDip_and_GradCert_75_84,P_GradDip_and_GradCert_85ov,P_GradDip_and_GradCert_Total,P_BachDeg_15_24,P_BachDeg_25_34,P_BachDeg_35_44,P_BachDeg_45_54,P_BachDeg_55_64,P_BachDeg_65_74,P_BachDeg_75_84,P_BachDeg_85ov,P_BachDeg_Total,P_AdvDip_and_Dip_15_24,P_AdvDip_and_Dip_25_34,P_AdvDip_and_Dip_35_44,P_AdvDip_and_Dip_45_54,P_AdvDip_and_Dip_55_64,P_AdvDip_and_Dip_65_74,P_AdvDip_and_Dip_75_84,P_AdvDip_and_Dip_85ov,P_AdvDip_and_Dip_Total,P_Cert_III_IV_15_24,P_Cert_III_IV_25_34,P_Cert_III_IV_35_44,P_Cert_III_IV_45_54,P_Cert_III_IV_55_64,P_Cert_III_IV_65_74,P_Cert_III_IV_75_84,P_Cert_III_IV_85ov,P_Cert_III_IV_Total,P_Cert_I_II_15_24,P_Cert_I_II_25_34,P_Cert_I_II_35_44,P_Cert_I_II_45_54,P_Cert_I_II_55_64,P_Cert_I_II_65_74,P_Cert_I_II_75_84,P_Cert_I_II_85ov,P_Cert_I_II_Total,P_Cert_Levl_nfd_15_24,P_Cert_Levl_nfd_25_34,P_Cert_Levl_nfd_35_44,P_Cert_Levl_nfd_45_54,P_Cert_Levl_nfd_55_64,P_Cert_Levl_nfd_65_74,P_Cert_Levl_nfd_75_84,P_Cert_Levl_nfd_85ov,P_Cert_Levl_nfd_Total,P_Cert_Lev_Tot_15_24,P_Cert_Lev_Tot_25_34,P_Cert_Lev_Tot_35_44,P_Cert_Lev_Tot_45_54,P_Cert_Lev_Tot_55_64,P_Cert_Lev_Tot_65_74,P_Cert_Lev_Tot_75_84,P_Cert_Lev_Tot_85ov,P_Cert_Lev_Tot_Total,P_Lev_Edu_IDes_15_24,P_Lev_Edu_IDes_25_34,P_Lev_Edu_IDes_35_44,P_Lev_Edu_IDes_45_54,P_Lev_Edu_IDes_55_64,P_Lev_Edu_IDes_65_74,P_Lev_Edu_IDes_75_84,P_Lev_Edu_IDes_85ov,P_Lev_Edu_IDes_Total,P_Lev_Edu_NS_15_24,P_Lev_Edu_NS_25_34,P_Lev_Edu_NS_35_44,P_Lev_Edu_NS_45_54,P_Lev_Edu_NS_55_64,P_Lev_Edu_NS_65_74,P_Lev_Edu_NS_75_84,P_Lev_Edu_NS_85ov,P_Lev_Edu_NS_Total,P_Tot_15_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85ov,P_Tot_Total
LGA13550,45,38,23,9,11,3,176,5,23,31,21,16,20,3,0,121,37,235,257,140,125,80,31,10,904,22,111,134,134,137,88,30,13,664,179,537,448,355,373,218,80,18,2197,27,38,27,26,21,10,0,0,151,23,21,19,44,43,34,22,10,211,238,593,494,421,435,263,100,25,2565,3,7,10,7,10,11,3,0,61,146,198,156,126,163,168,141,94,1201,452,1212,1119,884,913,639,331,145,5691
LGA13660,12,3,13,13,5,0,55,4,4,12,9,9,9,0,0,39,8,56,76,88,53,39,15,4,338,7,21,36,70,62,48,14,0,265,54,109,131,127,153,81,46,7,712,11,12,5,9,16,3,3,0,58,9,4,8,18,17,15,9,0,76,73,117,144,147,184,105,62,9,846,0,0,5,0,6,3,0,0,17,38,41,61,70,85,101,72,30,505,135,246,346,393,409,302,171,45,2052
LGA13800,358,335,310,199,70,15,1936,28,157,147,203,185,161,29,0,918,410,1367,1223,1089,837,583,212,45,5764,360,938,993,1206,1013,603,246,66,5408,1335,2804,2378,2558,2180,1140,495,119,13024,129,124,113,160,133,90,15,0,755,81,126,143,270,274,232,88,16,1237,1549,3055,2637,2987,2590,1464,601,143,15017,24,45,50,50,60,58,53,13,347,455,509,504,520,522,470,446,255,3695,2859,6685,5905,6393,5510,3546,1659,533,33089
LGA13850,3,10,4,3,0,0,22,0,4,6,11,4,0,0,0,29,12,36,29,27,22,14,6,0,147,3,23,16,28,54,17,16,6,158,49,93,49,76,101,46,18,7,443,9,6,0,4,4,0,4,0,31,4,0,3,3,9,5,3,0,23,59,98,54,81,114,53,26,7,498,0,0,0,5,3,0,0,0,6,41,44,44,40,74,62,39,18,363,120,211,156,200,274,145,89,31,1227
LGA13910,73,50,50,42,15,0,299,6,24,24,35,29,30,10,0,159,63,301,272,271,213,177,58,13,1369,35,144,214,238,234,211,76,17,1164,307,565,511,560,571,366,149,27,3055,27,51,39,26,52,20,12,3,235,21,32,28,59,91,65,25,7,322,354,652,579,654,711,460,188,32,3615,0,8,3,17,19,24,8,5,84,160,188,178,225,324,300,240,91,1703,614,1381,1343,1484,1576,1247,594,162,8405
LGA14000,5713,4065,2456,1444,570,135,16802,52,376,821,963,796,604,221,46,3898,1953,5920,8523,7150,5045,3160,1460,465,33678,603,1252,2135,2903,2591,1843,1030,383,12755,1071,1647,1803,2385,2336,1420,918,326,11905,175,87,114,166,178,169,88,24,1008,104,122,223,504,656,613,400,146,2774,1349,1857,2136,3058,3170,2203,1405,492,15685,40,89,166,193,209,201,152,76,1130,475,567,787,701,645,781,932,1060,5948,4570,12398,20296,19042,14920,10251,5765,2657,89891
LGA14100,331,381,293,217,92,30,1483,3,33,61,98,74,57,29,5,360,198,468,627,708,527,409,203,69,3211,39,86,159,252,198,179,120,62,1090,47,70,104,143,148,102,61,47,725,11,7,6,13,19,15,7,3,79,4,3,17,35,51,57,31,19,222,63,82,123,198,223,173,101,69,1028,6,6,17,20,16,24,9,13,96,55,71,79,100,78,117,170,276,945,366,871,1402,1754,1398,1178,729,522,8221
LGA14170,6418,4614,3095,1778,502,70,22071,63,1152,1321,1281,944,659,147,17,5577,3280,16056,11575,8152,4792,2739,896,169,47658,1000,2900,3128,3175,2156,1285,447,139,14231,1043,2722,2362,2325,1927,1064,538,198,12178,169,172,190,247,184,110,39,3,1117,107,231,352,591,569,397,168,57,2470,1320,3122,2904,3173,2677,1572,741,257,15767,65,202,196,181,147,152,81,27,1045,954,2056,1533,1234,1132,1012,881,678,9499,6832,30929,27076,21809,14950,9205,3694,1360,115841
LGA14220,29,34,24,27,8,4,162,0,25,24,50,24,30,8,0,164,50,235,243,217,157,145,70,14,1130,28,127,159,213,190,169,63,16,966,290,578,527,506,550,334,168,30,2975,47,48,33,39,45,16,7,4,234,18,18,31,52,74,55,20,8,278,351,644,582,601,668,403,196,39,3487,4,6,10,13,15,19,12,5,76,222,219,239,283,278,295,237,90,1861,660,1294,1284,1411,1361,1090,589,161,7856
LGA14300,13,17,16,3,0,0,63,0,10,11,12,17,9,6,0,63,17,83,85,91,42,46,15,6,384,11,40,53,66,66,57,22,8,325,82,194,194,195,187,119,34,7,1010,14,12,5,11,16,15,0,0,78,4,5,14,19,24,20,3,3,96,106,214,216,228,228,153,37,7,1191,0,4,4,0,6,0,0,0,13,154,296,269,199,140,106,77,23,1257,291,658,656,607,515,371,153,42,3304
LGA14350,74,58,90,72,9,4,356,7,24,43,64,88,76,22,0,320,52,329,346,347,380,349,105,26,1940,45,171,242,349,441,402,119,26,1804,386,874,844,944,1209,938,376,83,5655,58,76,45,73,89,48,6,6,407,27,38,66,82,130,154,41,25,562,473,986,944,1103,1430,1143,427,108,6621,9,17,11,15,41,52,29,4,168,486,613,558,428,512,477,373,194,3639,1069,2191,2220,2367,2982,2563,1081,376,14843
LGA14400,262,220,271,269,95,18,1299,3,69,102,119,156,202,51,4,707,136,593,762,651,651,696,254,62,3805,58,222,327,440,518,473,189,49,2278,269,502,558,611,691,505,290,87,3507,40,25,21,39,63,54,20,5,257,14,30,31,70,137,152,81,38,551,315,558,609,717,893,706,387,129,4317,0,14,15,13,22,42,37,4,154,101,110,108,144,178,251,223,176,1285,621,1724,2188,2312,2693,2638,1232,438,13846
LGA14500,5007,4637,3031,1708,905,226,17532,36,253,654,970,752,559,251,68,3549,1883,4394,7020,7610,5447,3471,1967,754,32538,343,667,1201,1976,1858,1562,1151,544,9307,410,571,655,850,873,606,446,215,4623,83,40,49,114,100,91,53,27,559,61,70,138,326,389,420,350,149,1909,550,685,847,1292,1361,1122,850,393,7088,32,44,149,165,139,186,173,78,973,385,341,477,521,500,488,604,606,3924,3320,8298,15363,17172,13093,9097,5896,2675,74913
LGA14550,18,33,38,41,10,0,154,0,6,26,28,35,30,0,0,133,10,83,146,147,168,183,42,3,775,4,62,87,116,203,149,40,6,678,99,216,226,274,391,239,63,14,1511,16,31,20,23,29,21,3,0,140,12,8,11,32,51,35,14,3,170,126,250,262,323,471,295,79,14,1820,0,4,3,3,17,20,3,4,61,94,88,107,123,226,184,131,73,1023,230,498,652,777,1167,901,309,109,4639
LGA14600,13,11,12,5,0,0,78,0,9,13,11,11,9,0,0,54,14,92,104,77,27,22,15,0,359,8,38,40,58,65,39,23,0,275,57,169,151,143,132,72,29,12,764,8,16,12,13,14,5,0,0,60,5,15,15,15,22,15,7,3,95,74,198,180,169,167,97,33,11,923,3,5,4,0,3,4,3,0,27,86,102,104,108,122,102,72,42,726,185,479,459,429,408,275,150,52,2439
LGA14650,1698,1391,1056,937,376,85,6663,57,433,696,657,707,635,196,23,3412,1012,5160,5699,4203,3052,2701,1159,282,23269,609,2318,3152,3498,3358,2470,1150,327,16882,3424,7199,6880,7151,6910,4946,2404,760,39671,492,414,387,378,350,305,114,24,2472,247,329,382,686,946,1011,565,160,4330,4151,7939,7651,8215,8210,6268,3085,946,46482,65,96,120,154,216,240,179,67,1135,1069,1278,1314,1265,1451,1816,1912,1197,11298,7009,18309,20329,19383,18054,15058,8057,2933,109134
LGA14700,1761,1174,764,496,214,38,5726,9,208,282,282,203,141,74,13,1209,611,3080,2929,2014,1313,850,441,104,11341,123,431,647,581,477,383,211,69,2912,134,473,358,323,268,185,104,39,1885,25,23,32,32,39,20,16,4,190,23,42,70,93,119,118,71,16,549,181,540,460,447,429,316,193,58,2620,15,45,46,41,45,54,24,9,283,112,326,322,172,168,175,148,183,1621,1093,5873,6449,4706,3395,2427,1299,477,25720
LGA14750,32,35,17,12,9,0,131,3,16,28,29,21,9,4,0,99,31,202,159,165,85,67,30,5,745,22,105,92,105,101,53,28,5,514,178,387,357,345,322,181,69,17,1851,24,20,20,29,26,11,4,0,133,17,17,23,35,29,32,8,0,162,217,424,405,409,368,219,82,25,2141,4,6,6,4,13,14,10,8,58,138,150,137,143,146,129,106,52,987,412,923,857,883,758,499,258,93,4688
LGA14850,302,320,287,249,88,9,1484,15,98,163,175,217,203,43,7,922,128,881,1145,1114,967,756,206,55,5266,120,377,528,707,759,556,169,42,3263,620,1249,1294,1315,1429,856,312,81,7153,109,108,72,96,90,72,16,3,564,53,71,97,131,195,172,73,20,812,778,1428,1458,1543,1718,1096,400,114,8534,8,23,16,35,37,61,29,15,218,475,442,489,530,532,534,352,200,3549,1544,3453,4109,4431,4515,3452,1299,439,23240
LGA14870,61,73,91,59,29,0,365,8,26,37,50,57,67,14,6,265,42,268,234,245,249,253,85,15,1389,37,168,188,277,304,224,98,28,1314,342,721,612,693,774,522,230,36,3923,62,48,41,50,61,36,11,0,311,24,42,36,44,73,74,40,11,343,429,808,688,785,905,632,276,48,4573,12,7,8,11,24,19,10,6,98,221,319,276,264,286,346,271,91,2070,747,1633,1488,1717,1917,1608,775,193,10080
LGA14900,2829,1421,797,357,88,14,8360,111,485,614,398,251,144,31,10,2044,2614,8335,6736,4136,2573,1366,369,62,26180,1278,3663,4477,3792,2527,1067,371,68,17243,2406,5089,5179,4914,3674,1908,842,173,24180,324,336,424,394,301,125,30,6,1946,246,440,694,843,721,380,140,38,3489,2973,5873,6297,6143,4700,2412,1009,214,29620,93,199,263,257,227,158,45,16,1263,2195,2818,2816,2080,1949,1466,1141,730,15205,9447,24038,24031,18234,13026,6976,3061,1110,99914
LGA14920,19,23,9,10,5,0,83,0,8,6,11,10,10,3,0,48,24,110,95,73,62,64,9,0,449,8,47,59,75,91,54,30,5,371,88,198,221,231,235,159,61,4,1187,12,17,30,17,20,13,8,0,109,15,15,17,33,25,30,9,0,135,110,227,259,277,279,199,74,9,1438,0,0,3,6,9,3,8,4,34,120,91,110,139,155,170,117,47,933,263,500,555,600,607,519,245,60,3355
LGA14950,9,8,6,10,0,0,36,0,4,3,6,14,6,0,0,40,3,42,53,43,36,19,12,6,218,9,22,42,33,60,26,13,0,209,41,76,85,124,130,74,28,4,559,5,15,4,7,17,7,0,0,57,0,5,9,11,18,18,0,4,62,52,89,100,138,166,94,35,11,675,6,0,0,3,3,0,4,0,12,35,13,35,44,45,65,35,22,300,108,187,246,268,322,226,108,34,1496
LGA15050,602,414,330,180,52,5,1991,37,235,244,242,206,178,34,9,1183,383,2164,1992,1401,840,672,245,72,7774,306,1287,1513,1433,1129,702,272,54,6688,1715,4286,3632,3037,2560,1478,636,132,17493,236,251,207,157,124,98,30,0,1109,105,162,154,251,337,273,118,36,1437,2061,4704,3993,3451,3022,1854,789,168,20041,23,43,51,58,55,91,45,17,387,523,682,651,524,547,532,515,268,4246,3348,9515,9051,7526,6118,4214,1950,596,42308
LGA15240,309,276,358,414,155,23,1773,14,109,143,203,274,318,92,14,1164,167,1010,1160,1180,1384,1552,616,141,7201,170,574,894,1234,1625,1594,673,170,6937,1149,2315,2388,3072,3855,3266,1545,358,17943,162,195,172,186,240,262,86,16,1331,66,105,142,275,494,580,289,86,2041,1381,2613,2705,3534,4584,4113,1924,459,21313,18,31,40,48,118,172,105,40,573,836,729,783,954,1401,1827,1719,972,9222,2588,5311,6030,7427,9746,9992,5278,1813,48181
LGA15270,120,83,75,67,20,0,464,3,30,54,55,48,54,10,0,263,67,459,441,371,296,255,116,25,2024,40,206,283,358,351,224,110,19,1595,400,1035,951,976,889,515,237,48,5060,42,69,51,50,63,36,11,3,325,16,40,43,90,116,110,47,10,476,463,1150,1046,1122,1069,660,297,62,5862,7,9,22,20,28,29,16,5,137,217,243,303,296,346,332,265,112,2111,801,2188,2272,2302,2207,1624,831,230,12460
LGA15300,32,28,26,9,0,0,129,3,27,31,28,23,11,0,0,122,65,292,203,147,109,62,22,7,914,34,117,106,141,145,83,29,11,661,179,344,293,253,262,148,49,12,1543,24,27,14,32,17,9,3,0,129,16,9,17,25,31,19,7,0,125,216,382,324,312,310,176,63,15,1798,0,3,3,4,7,5,4,0,33,358,379,387,378,389,293,175,58,2408,678,1226,1092,1038,1003,645,304,82,6071
LGA15350,855,955,732,467,271,41,3823,7,94,145,193,176,144,63,8,832,411,1498,1631,1688,1341,989,532,195,8289,51,227,350,464,444,405,283,103,2323,76,174,183,209,184,126,104,45,1103,11,10,10,16,25,22,16,4,107,8,28,38,69,81,103,83,36,445,92,203,228,291,292,248,203,87,1650,4,19,29,40,32,38,52,11,233,110,128,143,175,176,156,215,144,1252,699,2662,3387,3800,3194,2449,1620,583,18400
LGA15520,36,32,30,12,3,0,155,4,28,38,38,31,29,5,0,172,34,221,265,178,157,93,34,6,998,19,115,139,166,178,138,67,16,828,128,355,343,416,390,356,125,16,2125,10,11,16,12,21,15,4,0,98,16,9,18,36,33,37,11,0,156,151,368,371,467,445,407,149,21,2382,0,4,6,7,7,9,9,4,51,108,133,115,140,201,220,228,101,1240,323,910,971,1022,1044,908,493,148,5826
LGA15560,3,11,4,0,0,0,40,0,6,7,12,12,0,0,0,39,7,77,33,41,39,21,11,0,226,8,20,37,47,34,24,4,0,184,49,100,85,85,91,64,17,3,494,15,6,6,7,10,5,0,0,48,0,9,11,15,11,10,0,0,48,58,110,104,105,112,78,19,3,587,0,0,0,0,0,3,0,0,14,33,46,32,55,62,71,41,17,355,113,285,224,271,266,193,73,21,1448
LGA15650,44,45,21,14,4,0,175,0,20,27,26,26,16,7,0,127,44,211,203,151,103,75,28,6,827,28,168,183,206,153,100,26,7,871,294,830,664,620,509,234,88,13,3264,34,51,38,37,35,15,0,0,214,14,35,44,45,55,31,14,3,242,341,915,750,707,601,281,103,19,3714,5,3,5,13,8,11,3,0,55,188,272,253,228,185,158,103,51,1433,610,1638,1467,1373,1102,656,266,83,7201
LGA15700,49,64,90,71,25,5,342,3,24,45,46,75,64,18,3,284,30,212,260,294,327,324,127,27,1590,19,103,187,240,363,318,123,24,1374,193,513,509,604,897,631,283,61,3694,39,58,40,39,69,61,20,5,322,20,23,28,55,87,88,53,13,366,253,592,576,698,1045,785,352,77,4385,5,8,9,13,15,38,24,10,116,217,202,180,230,360,360,255,130,1936,534,1181,1308,1583,2269,1955,927,273,10024
LGA15750,37,42,22,13,7,3,172,0,26,17,27,19,15,3,0,106,44,247,190,145,104,67,21,11,827,21,112,114,138,122,78,39,8,629,197,408,407,354,329,185,79,11,1980,17,33,23,27,23,15,0,0,141,11,15,22,31,67,30,10,4,190,232,450,453,410,419,230,98,18,2303,3,5,0,4,6,11,8,0,38,174,177,168,216,283,210,126,59,1412,480,1059,975,979,977,621,293,105,5493
LGA15800,8,14,5,7,0,0,59,0,4,11,15,10,12,5,0,56,20,77,91,72,53,34,19,4,370,7,32,47,68,82,42,20,0,292,61,136,176,148,142,95,38,20,817,13,18,10,20,14,3,0,0,78,0,11,16,11,21,21,7,0,80,77,162,199,175,182,122,46,17,978,0,0,0,0,3,3,0,0,15,71,63,76,83,82,101,79,32,593,181,356,435,414,416,318,173,64,2364
LGA15850,9,12,11,6,0,0,57,0,13,6,10,13,8,0,0,53,23,103,115,90,52,41,19,0,448,6,43,61,64,68,51,18,3,316,80,215,165,152,166,104,50,9,946,15,11,3,10,21,12,9,0,79,5,7,13,19,12,20,5,0,87,103,238,181,178,196,138,72,10,1112,4,0,0,3,5,4,3,0,21,94,102,108,88,121,110,112,61,797,224,515,482,448,465,354,222,83,2801
LGA15900,2705,1813,1347,822,279,63,9473,80,666,748,709,608,539,139,26,3516,2062,8552,6154,4386,2884,2113,749,190,27087,718,2331,2373,2648,2237,1388,617,182,12487,2684,5371,4217,4126,4019,2451,1137,384,24387,450,282,232,267,278,165,64,15,1753,170,228,291,466,572,542,252,88,2598,3306,5880,4733,4861,4866,3159,1449,487,28740,87,128,107,125,127,135,108,39,847,1516,1501,1171,1177,1144,1197,1169,1101,9977,7865,21396,17992,15709,13224,9353,4508,2085,92126
LGA15950,3149,2017,1425,1050,468,75,11020,19,561,575,396,407,327,135,27,2443,1312,7428,5153,3147,2346,1817,916,224,22342,212,941,1137,1065,931,795,507,128,5713,223,811,598,438,448,317,189,67,3089,22,53,50,52,46,43,25,9,312,30,87,124,176,215,208,111,44,991,274,948,775,668,710,571,327,119,4390,20,95,98,83,80,77,71,20,547,233,719,614,420,405,419,397,218,3421,2146,13448,11496,7789,6305,5065,2818,817,49880
LGA15990,5276,5004,3259,1760,765,159,19314,71,693,1198,1545,1244,900,327,57,6038,2788,11663,13042,12539,7972,4787,2275,672,55730,998,3094,4464,5994,4641,3206,1894,575,24872,2001,4254,4495,5204,4720,2887,1887,652,26095,248,168,255,383,377,326,129,43,1930,195,316,553,1036,1288,1135,779,264,5561,2449,4734,5302,6625,6382,4350,2793,953,33585,58,226,277,339,319,316,311,112,1963,1016,1520,1671,1697,1475,1543,1681,1378,11985,7467,24935,31233,33753,25295,16861,10040,3919,153496
LGA16100,9,22,22,22,8,0,112,0,3,16,11,16,15,4,0,67,11,73,74,88,86,84,27,5,435,9,31,45,66,68,51,31,3,312,74,158,157,192,203,136,33,15,957,9,12,8,16,9,9,6,0,59,4,4,7,13,20,19,15,4,97,86,172,180,222,233,159,43,17,1111,0,0,3,0,0,9,0,0,18,104,98,121,95,88,143,81,23,750,209,398,449,504,516,484,209,46,2809
LGA16150,416,281,210,164,45,15,1539,13,133,160,156,126,100,37,10,724,222,1339,1231,858,590,530,174,46,4994,113,476,577,647,533,429,209,52,3043,698,1650,1331,1182,993,593,267,91,6803,69,93,77,64,79,69,24,6,495,46,83,84,121,153,136,103,19,738,811,1826,1495,1366,1225,801,393,111,8032,10,20,25,33,33,37,37,11,208,329,400,361,345,359,411,324,211,2738,1529,4577,4269,3686,3069,2466,1222,456,21278
LGA16200,54,43,33,15,5,0,200,0,22,31,25,35,16,4,0,129,57,256,233,188,122,100,26,10,992,28,97,131,169,151,109,40,11,747,224,501,452,459,434,262,108,23,2454,40,27,26,23,26,21,6,0,170,19,28,20,51,56,48,33,5,253,284,563,498,525,513,328,146,24,2880,0,5,11,0,14,11,12,4,61,165,151,156,154,198,158,131,92,1216,535,1141,1109,1113,1071,738,362,151,6223
LGA16260,10816,4244,2560,1267,397,69,31116,117,1046,1348,892,682,517,163,24,4783,4123,18732,15787,7979,5347,3309,1289,370,56928,1632,4089,4546,3770,3026,1877,868,257,20074,1618,3348,3348,3287,2853,1680,1002,364,17501,256,247,259,287,261,165,73,14,1566,178,339,478,715,656,642,349,117,3480,2050,3930,4082,4288,3774,2491,1423,498,22545,150,449,456,294,291,270,155,66,2125,1696,3913,3231,1680,1488,1255,958,638,14859,10223,43468,40260,23146,17172,10985,5259,1920,152439
LGA16350,2568,1151,688,387,108,18,7065,88,521,602,451,345,259,56,5,2333,1594,6025,5491,3153,2072,1420,410,87,20257,1000,3396,3695,3108,2283,1268,381,75,15202,3833,8208,7038,5971,4944,2786,1032,204,34023,430,464,466,391,310,196,37,3,2300,261,411,603,690,735,505,196,38,3452,4523,9084,8109,7054,5995,3487,1267,247,39772,67,153,225,183,176,164,75,23,1071,1945,2801,2534,1966,1594,1455,1170,738,14194,9327,24019,23228,17069,13156,8438,3462,1193,99891
LGA16380,487,510,388,385,138,28,2291,13,136,229,300,296,332,101,10,1419,278,1566,1709,1656,1375,1314,608,164,8667,197,640,1143,1392,1470,1372,660,192,7064,1222,2349,2356,2836,3090,2448,1294,383,15970,184,150,147,171,209,192,66,20,1140,107,86,177,266,390,521,293,85,1926,1509,2588,2673,3271,3690,3160,1652,487,19035,23,20,46,62,94,133,97,33,512,541,505,520,600,804,1056,1034,702,5753,2567,5800,6817,7783,8114,7744,4290,1620,44734
LGA16400,320,339,320,286,112,14,1602,19,106,148,197,223,239,67,8,1002,189,960,1209,1098,993,1004,431,77,5961,200,649,992,1204,1321,1102,486,79,6028,1054,2276,2466,2725,2834,2144,1082,204,14782,157,157,138,149,181,147,46,6,981,76,105,151,223,340,397,189,38,1527,1294,2540,2756,3101,3354,2684,1316,248,17292,8,26,45,51,75,113,63,30,404,456,473,470,597,741,995,917,413,5071,2168,4954,5942,6580,7037,6421,3399,865,37361
LGA16490,1154,1011,697,373,131,8,4370,23,231,372,436,343,181,37,7,1628,388,2221,2023,1573,1126,708,252,44,8353,190,916,1145,1339,1009,512,184,28,5325,791,2047,1713,1721,1434,729,284,88,8805,113,116,105,89,90,51,12,3,596,46,83,106,194,216,169,56,26,903,955,2247,1926,2009,1739,954,357,113,10301,12,48,51,57,37,49,22,3,275,368,625,545,502,553,444,264,91,3398,1963,7248,7220,6924,5509,3221,1257,302,33644
LGA16550,4260,3041,1912,1031,411,88,14866,43,608,720,626,443,366,113,15,2931,2331,10671,7157,5166,3148,1925,765,222,31380,632,1878,2093,2167,1685,1059,485,191,10189,782,2314,1907,1781,1733,1027,671,240,10458,126,115,114,140,125,97,43,13,770,96,218,240,392,468,331,172,57,1971,1002,2645,2253,2316,2323,1452,886,306,13192,73,232,182,135,166,134,102,32,1060,1022,1866,1502,1200,918,937,896,845,9187,5269,21853,18171,14659,10601,6905,3653,1705,82807
LGA16610,44,57,52,48,17,0,259,6,18,39,50,42,40,7,3,214,55,221,294,277,234,227,57,9,1375,37,158,190,256,246,245,89,29,1245,404,730,673,684,804,537,214,54,4101,53,65,47,41,57,29,9,4,297,24,32,49,55,93,97,39,10,400,481,833,770,779,951,666,263,60,4799,7,17,12,7,21,26,11,5,111,327,271,320,332,360,371,327,177,2481,897,1559,1669,1761,1910,1626,769,289,10482
LGA16700,5307,2465,1578,820,290,56,16245,63,563,624,536,446,306,106,30,2680,2357,9889,7954,4666,3350,2000,782,280,31273,705,1803,2135,2056,1744,1135,466,193,10236,741,1608,1472,1561,1613,1055,573,245,8869,105,119,102,120,163,92,43,12,763,87,162,243,373,469,385,203,103,2022,935,1884,1813,2055,2238,1535,824,365,11651,62,197,184,139,143,159,95,37,1009,619,1308,1075,713,775,658,605,569,6312,4954,21170,19088,12620,10272,6608,3165,1516,79402
LGA16900,451,295,228,165,36,7,1547,23,218,216,162,153,120,20,4,918,393,1661,1386,1055,705,549,149,24,5923,320,1093,1309,1270,1025,655,190,46,5899,1495,3075,2809,2731,2484,1557,642,180,14966,178,175,147,146,154,94,29,9,927,110,165,166,307,356,297,114,19,1544,1777,3414,3116,3184,2994,1951,787,209,17434,19,38,35,50,83,77,37,10,349,488,549,548,490,553,595,616,457,4293,3046,7311,7063,6506,5746,4113,1835,750,36368
LGA16950,526,519,612,618,202,35,2964,17,237,297,270,426,441,124,8,1825,300,1766,1756,1557,1809,1672,618,149,9628,189,904,1284,1510,1903,1607,712,160,8263,1489,3427,3228,3303,3889,3217,1583,432,20570,189,209,198,188,266,225,54,19,1358,107,165,203,280,512,632,308,83,2300,1786,3802,3633,3771,4672,4073,1950,537,24224,20,48,54,68,107,177,123,36,634,997,1170,1094,1118,1227,1453,1210,619,8884,3336,8363,8654,8813,10752,10036,4932,1531,56419
LGA17000,85,86,51,40,11,4,365,3,36,62,56,41,32,9,0,229,79,416,395,300,247,175,53,11,1682,88,250,304,355,276,162,49,12,1495,526,1230,1104,1069,844,382,141,34,5322,70,67,49,46,56,32,0,0,329,25,54,40,86,109,67,24,7,414,615,1350,1194,1198,1008,480,173,40,6062,6,6,12,12,25,13,9,4,91,317,247,201,265,237,202,125,31,1619,1115,2394,2246,2265,1889,1106,426,108,11551
LGA17040,134,153,133,103,38,4,688,6,43,70,78,89,66,21,0,361,98,562,450,466,429,286,103,18,2413,46,243,274,372,326,216,93,24,1585,295,692,737,762,752,419,195,53,3905,35,44,40,35,50,30,12,4,249,19,39,31,63,101,82,32,11,371,348,769,806,861,903,530,235,67,4521,7,15,15,12,22,21,15,3,104,212,358,268,294,312,253,192,89,1979,711,2101,2010,2234,2214,1481,697,206,11649
LGA17080,60,36,30,26,7,4,199,3,22,47,32,36,47,11,0,201,32,237,219,201,162,141,53,9,1059,25,85,118,185,200,156,63,8,841,183,435,495,447,551,296,130,35,2564,21,25,21,34,32,28,10,0,170,15,20,20,42,63,33,27,11,221,215,477,539,523,644,358,158,39,2959,0,4,9,4,9,14,10,0,44,154,179,210,199,215,204,210,96,1468,431,1046,1199,1179,1299,939,513,161,6771
LGA17100,1436,643,404,286,103,28,5424,29,188,201,134,91,79,32,4,765,1074,4336,2316,1330,1132,586,282,96,11152,711,977,721,559,497,265,114,44,3886,327,566,411,418,352,221,116,55,2460,32,40,31,33,38,20,8,0,206,40,83,85,88,125,82,35,15,557,395,692,533,541,513,318,163,66,3226,54,109,82,39,59,51,21,18,430,488,878,481,266,243,191,156,93,2805,2875,9590,5757,3509,2937,1769,884,359,27686
