LGA_CODE_2021,P_Mng_0,P_Mng_1_19,P_Mng_20_29,P_Mng_30_34,P_Mng_35_39,P_Mng_40_44,P_Mng_45_49,P_Mng_50_over,P_Mng_hours_NS,P_Mng_Tot,P_Pro_0,P_Pro_1_19,P_Pro_20_29,P_Pro_30_34,P_Pro_35_39,P_Pro_40_44,P_Pro_45_49,P_Pro_50_over,P_Pro_hours_NS,P_Pro_Tot,P_TTW_0,P_TTW_1_19,P_TTW_20_29,P_TTW_30_34,P_TTW_35_39,P_TTW_40_44,P_TTW_45_49,P_TTW_50_over,P_TTW_hours_NS,P_TTW_Tot,P_CPS_0,P_CPS_1_19,P_CPS_20_29,P_CPS_30_34,P_CPS_35_39,P_CPS_40_44,P_CPS_45_49,P_CPS_50_over,P_CPS_hours_NS,P_CPS_Tot,P_CA_0,P_CA_1_19,P_CA_20_29,P_CA_30_34,P_CA_35_39,P_CA_40_44,P_CA_45_49,P_CA_50_over,P_CA_hours_NS,P_CA_Tot,P_Sal_0,P_Sal_1_19,P_Sal_20_29,P_Sal_30_34,P_Sal_35_39,P_Sal_40_44,P_Sal_45_49,P_Sal_50_over,P_Sal_hours_NS,P_Sal_Tot,P_MOD_0,P_MOD_1_19,P_MOD_20_29,P_MOD_30_34,P_MOD_35_39,P_MOD_40_44,P_MOD_45_49,P_MOD_50_over,P_MOD_hours_NS,P_MOD_Tot,P_Lab_0,P_Lab_1_19,P_Lab_20_29,P_Lab_30_34,P_Lab_35_39,P_Lab_40_44,P_Lab_45_49,P_Lab_50_over,P_Lab_hours_NS,P_Lab_Tot,P_ID_NS_0,P_ID_NS_1_19,P_ID_NS_20_24,P_ID_NS_30_34,P_ID_NS_35_39,P_ID_NS_40_44,P_ID_NS_45_49,P_ID_NS_50_over,P_ID_NS_hours_NS,P_ID_NS_Tot,P_Tot_0,P_Tot_1_19,P_Tot_20_29,P_Tot_30_34,P_Tot_35_39,P_Tot_40_44,P_Tot_45_49,P_Tot_50_over,P_Tot_hours_NS,P_Tot_Tot
LGA13910,51,97,106,92,152,326,148,592,25,1582,54,113,129,90,190,215,67,152,12,1016,44,79,87,73,242,341,86,185,23,1162,53,185,168,133,188,102,23,46,19,933,43,119,136,97,229,132,24,40,9,837,41,197,118,60,117,87,30,49,22,713,27,33,45,32,83,113,42,121,15,501,45,270,117,88,206,219,67,121,26,1166,13,8,7,9,26,21,4,12,62,156,370,1102,911,666,1427,1556,495,1316,215,8050
LGA14000,595,769,695,525,2224,3835,1147,2833,81,12708,999,2674,2300,1705,5909,8320,1643,3381,162,27084,834,873,610,406,1330,1691,322,560,75,6698,1259,1609,1005,548,907,570,186,202,74,6350,583,1603,1472,832,2549,2190,430,580,53,10286,843,1445,704,306,709,661,160,284,37,5149,194,296,235,116,398,326,85,168,17,1836,591,1133,501,224,513,385,77,159,41,3634,72,109,101,50,173,187,34,92,244,1062,5970,10509,7608,4691,14716,18164,4089,8278,778,74803
LGA14100,77,136,122,69,189,353,136,515,6,1600,85,271,242,173,329,554,154,487,16,2312,54,39,34,23,53,74,13,29,3,327,144,82,70,9,26,30,16,10,10,401,52,148,137,42,139,157,35,76,7,797,84,103,55,18,37,75,19,57,0,444,12,22,13,7,21,11,0,7,0,86,28,50,19,11,15,11,4,11,6,160,10,19,5,10,5,17,3,10,17,101,547,887,704,359,812,1270,379,1208,67,6220
LGA14170,974,1031,1044,823,3239,5347,1922,4603,103,19078,1693,3601,3346,2591,8456,11626,3249,7127,208,41893,1108,970,784,457,1402,1756,382,779,109,7747,1870,1615,1131,501,1026,713,197,299,107,7453,672,1380,1363,798,3425,2700,607,937,72,11963,1060,1351,772,382,970,1009,251,418,60,6275,252,361,332,156,473,396,98,202,40,2311,729,1014,684,247,546,449,111,193,74,4038,99,125,117,52,233,256,65,166,325,1444,8460,11453,9568,6022,19767,24253,6881,14716,1091,102207
LGA14220,30,71,60,54,121,215,100,469,26,1144,55,80,93,93,227,198,77,152,17,989,28,85,55,47,245,227,78,114,8,877,49,182,190,191,180,93,39,58,15,985,26,89,106,83,186,104,23,32,10,657,37,185,100,55,128,93,26,46,25,688,20,38,36,22,87,91,18,85,6,397,43,201,125,80,299,223,70,104,44,1183,7,9,8,6,30,14,3,11,46,137,287,942,772,634,1501,1254,431,1065,188,7070
LGA14300,15,28,20,18,43,84,44,211,14,471,19,37,36,28,45,65,12,44,6,296,5,21,18,8,67,84,26,59,9,309,27,48,53,43,86,53,11,36,4,352,16,37,37,29,68,42,4,13,0,248,10,44,31,15,13,12,4,11,3,151,10,10,6,11,52,66,17,48,3,226,11,71,35,27,108,99,39,30,9,434,0,0,0,0,13,7,0,0,17,31,114,298,246,181,500,500,162,442,69,2514
LGA14350,39,108,110,89,215,280,91,326,21,1280,108,209,226,166,335,326,66,194,20,1641,51,122,135,127,333,376,75,157,33,1404,145,345,367,242,334,201,50,115,34,1829,52,184,185,128,288,162,37,52,17,1100,53,337,179,91,153,72,25,38,28,986,36,62,70,36,148,135,53,131,19,692,85,399,206,141,299,216,53,83,50,1526,18,22,16,13,28,24,11,13,74,209,591,1791,1489,1039,2128,1786,463,1105,289,10665
LGA14400,81,141,148,98,251,383,130,384,13,1638,161,383,417,251,494,631,186,357,18,2902,103,152,103,80,334,445,94,169,15,1491,169,375,187,102,188,100,47,56,13,1235,82,222,213,118,268,137,32,35,6,1116,80,228,83,36,81,74,25,25,11,639,31,59,24,16,71,76,42,76,12,398,94,221,74,45,65,73,23,34,9,641,9,16,15,7,18,33,4,13,37,148,811,1798,1260,758,1766,1950,586,1150,130,10213
LGA14500,544,893,849,532,1879,3527,1121,3637,74,13052,836,3017,2315,1508,3927,6665,1697,4240,149,24359,368,429,304,164,505,722,140,228,36,2888,1049,1129,507,270,285,232,67,107,25,3678,427,1476,1102,507,1404,1422,299,538,47,7215,775,1167,465,208,452,586,134,262,20,4063,84,211,100,43,111,114,24,45,4,739,290,609,198,96,164,134,21,40,19,1573,72,154,89,42,124,177,42,108,203,1014,4451,9080,5926,3373,8853,13577,3546,9199,588,58583
LGA14550,25,50,55,48,74,116,35,252,14,666,21,74,81,69,82,91,19,62,5,507,13,49,46,33,96,95,23,71,8,437,24,115,111,67,57,31,7,22,6,441,18,58,55,45,87,56,9,20,3,345,11,68,33,16,38,17,6,22,3,226,12,21,27,13,38,45,26,65,9,257,27,111,81,74,91,75,24,47,13,539,14,16,6,6,3,13,0,14,30,96,164,547,501,372,582,535,153,579,88,3518
LGA14600,20,25,36,30,53,141,52,354,8,722,19,23,31,28,45,69,26,55,5,296,15,22,17,16,43,82,25,58,8,279,10,67,59,46,38,33,8,23,7,293,7,52,37,31,55,31,8,28,7,245,8,20,26,11,14,25,8,16,5,132,12,23,21,7,30,51,22,75,8,250,9,65,33,28,21,51,15,38,4,267,4,6,7,5,0,3,0,7,16,47,102,302,263,197,305,487,166,652,61,2526
LGA14650,446,602,646,565,2124,2658,1016,2456,72,10586,1200,2160,2554,2001,4332,4830,1301,2413,105,20897,790,1124,1064,887,3684,4782,1165,1721,168,15383,1181,3074,2439,1658,2159,1233,412,522,164,12834,678,1710,2165,1351,3487,2225,473,627,82,12800,714,2758,1403,686,1287,862,249,331,86,8383,354,607,466,303,1429,1413,519,1081,86,6267,636,2454,1280,701,1465,1298,286,562,134,8820,105,132,104,76,239,254,63,119,351,1439,6109,14622,12121,8226,20212,19545,5481,9840,1248,97411
LGA14700,206,263,275,189,725,1344,426,1175,14,4611,338,806,773,543,1809,2738,701,1752,42,9507,180,137,130,54,240,305,90,135,12,1287,314,311,199,100,175,135,44,51,13,1344,141,399,264,160,641,614,143,216,6,2588,193,288,150,66,200,244,65,122,6,1334,33,54,32,23,57,29,11,15,4,259,75,177,91,28,64,51,16,34,6,544,29,35,26,17,54,66,12,48,68,359,1506,2472,1953,1176,3975,5528,1503,3554,180,21836
LGA14750,16,30,46,29,101,171,61,272,15,751,30,49,54,40,153,156,69,92,10,648,14,24,33,21,160,239,67,146,12,722,40,98,118,72,109,62,21,29,11,549,14,87,85,67,146,99,33,28,3,558,12,115,52,44,66,43,9,23,6,361,9,40,16,12,85,119,42,107,14,451,31,150,114,53,161,282,57,65,20,922,7,10,8,3,15,21,9,12,26,109,173,604,531,341,1001,1188,363,767,106,5073
LGA14850,88,177,189,151,427,543,193,623,41,2425,211,466,567,469,868,838,241,455,38,4154,100,227,264,192,669,653,152,279,42,2580,177,572,671,438,457,236,77,109,49,2788,99,336,351,286,706,391,86,109,18,2385,101,569,347,179,326,192,41,88,22,1865,42,96,89,79,235,191,92,184,18,1028,94,644,408,273,485,374,78,118,54,2515,24,34,19,18,44,49,12,26,79,301,934,3122,2907,2082,4215,3464,966,1982,362,20045
LGA14870,50,68,63,58,155,202,95,229,7,935,59,156,149,85,242,243,49,131,10,1112,74,110,87,70,327,390,119,179,24,1377,102,277,195,132,207,123,48,61,17,1161,66,140,193,105,305,182,33,27,16,1068,54,172,122,60,94,61,16,31,10,629,64,57,44,36,189,294,83,157,14,936,117,225,142,62,144,136,27,70,29,945,10,18,8,12,17,18,3,18,45,149,586,1219,1005,608,1679,1658,476,908,170,8304
LGA14900,1074,778,548,377,2314,2610,641,1535,122,10002,976,1666,1486,1153,5088,5298,879,1725,250,18519,3312,918,661,383,2316,2050,372,606,260,10872,1719,1532,1349,908,1687,1178,386,521,207,9488,1303,1569,1486,941,4535,2952,485,707,168,14143,1507,1886,1071,426,1209,782,152,230,128,7387,1274,921,907,567,2486,1711,487,848,233,9426,1843,1515,996,488,1612,1013,194,287,175,8124,267,164,100,71,403,281,40,83,588,1997,13270,10956,8595,5312,21643,17880,3634,6547,2125,89955
LGA14920,7,23,38,28,50,120,51,274,15,613,17,43,41,30,75,79,24,59,10,377,10,27,28,21,89,86,23,64,3,347,19,70,60,55,67,30,8,22,4,332,16,57,53,27,63,45,17,12,5,296,14,48,34,16,31,20,6,15,3,189,27,28,20,24,75,81,29,117,11,407,24,87,52,26,68,85,25,54,15,435,3,3,0,3,7,9,0,9,11,58,131,388,330,232,532,554,182,624,78,3044
LGA14950,6,21,19,11,29,54,28,194,0,376,8,25,21,19,40,29,10,15,0,170,8,18,10,4,47,58,18,33,6,198,15,30,32,22,23,22,4,6,6,160,4,25,19,10,25,29,6,5,0,126,7,23,11,3,22,11,6,6,0,91,11,10,11,3,21,21,14,37,4,124,11,26,15,11,19,31,9,15,3,146,3,0,0,0,5,0,0,3,11,32,62,188,136,92,238,253,90,319,33,1410
LGA15050,175,216,243,228,889,1124,423,1178,37,4519,433,689,802,675,1592,1660,506,979,25,7369,303,423,443,301,1646,2044,647,1149,80,7031,491,1301,1025,763,1071,624,200,240,70,5789,271,630,778,507,1621,1030,256,279,30,5399,332,1312,691,288,649,378,105,167,38,3955,194,306,267,149,779,894,424,994,52,4057,304,1171,599,357,780,664,177,332,85,4466,43,52,44,22,143,120,44,76,150,697,2557,6086,4890,3293,9176,8537,2780,5389,571,43280
LGA15240,166,300,348,289,634,925,304,1134,82,4185,297,694,721,567,1142,1174,335,646,63,5650,229,482,421,369,1187,1306,289,535,109,4930,328,1079,1105,807,833,464,160,234,101,5116,162,635,623,398,925,522,106,192,42,3596,205,1087,632,343,532,309,98,173,61,3445,130,195,196,125,411,400,158,454,54,2121,276,1218,678,415,668,538,135,236,117,4287,61,86,44,34,77,52,14,51,266,694,1856,5771,4772,3356,6420,5696,1608,3651,891,34019
LGA15270,46,106,135,82,202,338,112,550,28,1591,75,172,208,132,240,344,130,294,14,1607,95,132,143,105,332,467,168,519,41,1998,90,293,255,167,233,114,31,62,19,1261,42,172,204,118,272,181,48,64,12,1110,57,256,153,92,147,103,25,54,11,893,81,72,79,40,190,364,178,445,32,1473,85,378,182,95,182,183,68,99,31,1298,10,24,13,7,16,29,4,24,70,197,585,1599,1364,836,1802,2113,757,2116,254,11426
LGA15300,29,40,45,34,103,179,66,486,14,995,36,63,73,58,148,178,62,135,5,758,14,33,27,26,116,146,40,168,11,578,47,80,87,77,112,77,24,55,14,567,24,82,79,72,157,109,29,59,11,627,9,73,61,34,78,56,17,27,13,368,22,24,26,17,63,107,54,219,12,546,12,110,72,41,93,121,36,130,19,642,10,11,3,0,13,15,0,17,40,117,198,520,468,359,887,989,337,1293,138,5199
LGA15350,130,273,238,155,391,877,318,1105,23,3508,185,640,539,363,791,1473,412,1435,48,5881,81,69,65,34,103,129,40,52,10,587,237,210,110,52,90,67,19,35,10,842,72,265,196,119,321,312,78,180,7,1556,139,218,110,50,122,186,55,110,16,1007,24,35,19,9,27,14,6,11,6,147,57,92,37,21,28,43,6,12,3,296,18,44,36,28,28,54,9,59,58,331,950,1845,1354,817,1900,3157,937,3007,178,14153
LGA15520,52,70,80,74,132,229,85,522,21,1255,51,98,106,92,149,139,65,99,9,812,24,66,49,56,155,226,47,124,15,769,65,161,116,71,92,69,16,23,9,611,31,119,100,72,141,99,16,32,4,612,36,132,70,39,54,54,8,21,9,418,13,26,30,20,58,78,28,98,7,350,46,161,80,43,91,133,40,95,21,709,10,15,8,4,8,15,3,14,34,116,328,843,645,466,878,1042,302,1022,118,5646
LGA15560,15,33,23,14,53,89,33,227,3,490,6,19,15,10,34,32,17,15,3,158,5,7,18,8,51,41,15,25,4,177,3,29,31,13,21,9,4,12,9,137,13,36,39,21,31,32,3,13,0,188,10,16,3,8,10,12,0,5,0,71,3,8,12,4,41,32,13,43,6,174,13,31,26,13,54,35,15,38,3,222,3,4,4,0,3,4,0,6,9,33,71,182,172,90,306,298,101,388,35,1644
LGA15650,19,46,36,31,95,145,55,231,9,670,34,72,85,42,145,164,73,123,9,745,52,63,93,46,281,343,171,359,24,1431,66,160,142,111,143,65,29,38,7,755,38,85,88,63,188,147,43,49,0,691,36,187,111,55,78,68,20,14,10,572,64,60,97,39,212,277,137,416,19,1324,42,234,127,64,203,176,39,95,22,1014,14,16,4,10,15,22,4,12,52,150,363,915,783,459,1355,1408,578,1340,149,7359
LGA15700,31,79,98,62,146,183,55,258,9,926,61,147,153,126,249,215,50,141,22,1156,44,139,107,76,253,212,48,94,22,990,72,291,256,173,190,90,23,36,27,1159,25,140,138,93,192,100,24,28,3,741,38,203,118,56,93,58,17,31,11,620,26,46,39,39,81,69,35,95,9,428,54,307,138,73,150,100,29,51,24,922,13,19,16,0,15,10,4,5,65,148,358,1365,1052,696,1363,1039,285,736,191,7085
LGA15750,23,47,47,44,116,181,63,438,19,977,36,71,64,52,168,159,82,138,9,779,21,46,41,33,161,181,71,193,15,762,45,100,105,85,127,70,15,33,13,587,21,72,92,62,164,112,26,39,13,587,14,121,78,35,84,51,10,31,19,443,33,41,40,25,130,132,69,373,18,855,28,146,77,65,119,103,30,123,14,695,6,3,0,5,13,7,0,20,30,93,222,655,545,394,1076,995,368,1381,145,5782
LGA15800,13,21,25,18,58,86,33,197,0,451,15,22,30,23,61,66,25,41,0,295,10,24,35,15,68,85,13,55,3,307,11,52,77,33,61,24,0,16,3,278,12,44,45,20,55,34,12,10,0,230,11,48,28,17,24,17,3,14,0,153,10,22,14,3,35,50,18,39,3,195,15,77,40,26,53,101,13,50,8,376,3,0,0,4,8,10,3,5,14,52,98,303,285,159,423,475,124,423,40,2334
LGA15850,4,21,31,19,62,89,41,283,12,565,24,27,43,24,54,88,29,58,0,341,8,11,24,21,68,95,20,85,7,338,18,45,58,55,68,30,12,22,6,317,16,39,38,29,57,43,9,15,6,253,14,33,28,22,27,26,10,14,5,168,9,15,25,12,39,52,31,103,10,296,14,59,28,14,64,59,17,64,4,324,3,3,0,0,12,3,0,13,19,51,109,255,281,198,445,474,169,650,71,2647
LGA15900,357,548,662,569,1919,2428,959,2289,51,9782,1256,2488,2707,2271,5443,6132,1583,2982,131,24987,464,924,812,611,2468,3109,706,1186,131,10417,1112,3071,2225,1408,1745,1036,364,432,143,11544,476,1346,1546,959,2979,1772,404,491,57,10025,545,2519,1181,570,1016,695,192,281,75,7072,252,531,321,240,915,887,383,668,65,4260,512,2124,1079,524,974,840,213,383,112,6765,71,136,86,56,212,203,63,93,282,1205,5050,13682,10622,7208,17673,17098,4872,8811,1046,86062
LGA15950,384,488,487,345,1553,2673,960,2458,63,9403,608,1443,1198,861,3466,5634,1598,3724,106,18641,269,253,175,107,346,567,105,185,32,2032,506,533,340,154,255,232,63,101,19,2203,222,562,491,261,1188,1261,298,487,37,4803,285,411,239,106,356,507,145,261,22,2317,49,66,55,28,59,64,18,28,0,376,118,235,132,43,95,85,22,38,7,781,23,64,49,20,107,141,29,86,111,621,2467,4051,3167,1922,7428,11157,3235,7365,398,41183
LGA15990,1374,1926,1763,1420,3953,7769,2531,7539,177,28442,1798,4712,4258,2963,6558,10986,2940,7076,241,41531,1759,1901,1445,825,2327,4147,773,1338,180,14711,2567,3032,1887,931,1551,1027,414,476,112,12003,965,3068,2705,1378,3257,3037,696,1129,108,16341,1685,2716,1358,599,1342,1837,429,893,113,10983,329,729,551,256,819,632,202,275,47,3837,972,1853,918,412,873,793,173,281,75,6349,184,236,159,87,253,362,73,225,444,2031,11640,20172,15050,8877,20937,30593,8225,19232,1502,136223
LGA16100,12,30,33,13,41,75,44,170,12,437,22,47,40,23,56,69,18,49,0,315,22,37,23,15,68,78,34,86,9,367,18,36,39,39,55,37,4,9,0,241,11,27,39,32,64,30,11,11,0,231,5,43,21,9,24,24,11,13,5,146,11,17,19,4,60,75,25,102,11,323,19,52,35,22,68,49,14,38,8,313,0,3,3,0,15,14,4,11,19,76,124,288,256,152,441,455,164,497,70,2452
LGA16150,64,114,126,117,455,534,230,653,17,2302,243,403,475,293,1027,1086,413,659,24,4620,87,180,182,118,640,778,278,670,32,2959,136,510,439,360,609,287,121,158,36,2654,94,296,350,221,779,492,128,171,19,2549,73,535,258,123,294,185,74,95,21,1660,59,97,85,43,240,242,120,494,34,1409,111,570,260,140,327,297,82,171,34,1990,8,25,25,6,57,52,10,39,76,313,876,2734,2180,1422,4431,3957,1446,3106,292,20446
LGA16200,30,49,52,50,103,206,80,423,5,995,52,80,92,72,172,214,100,154,3,947,33,43,57,52,184,187,112,186,12,869,37,128,117,106,161,76,29,51,12,722,21,78,98,73,225,113,26,49,3,684,16,162,87,49,97,55,10,30,5,508,37,49,43,24,143,145,59,189,18,703,27,176,88,48,104,106,28,74,13,667,7,9,7,0,8,19,4,18,31,103,261,767,644,472,1198,1123,456,1169,101,6197
LGA16260,1418,1231,970,615,3741,4937,1113,2624,166,16818,1724,3558,2808,2054,11639,14820,2182,3847,412,43035,2758,1262,917,468,2265,2246,406,595,207,11120,1857,2070,1732,900,1680,988,299,417,173,10110,1294,2110,1908,1016,5519,3899,614,917,164,17438,1618,2071,1351,502,1450,1184,207,324,160,8867,727,793,866,373,1327,994,277,427,121,5907,1677,1598,1224,459,1115,754,120,212,147,7308,236,178,198,96,458,404,58,115,707,2447,13303,14862,11980,6487,29187,30224,5278,9476,2246,123037
LGA16350,968,775,624,435,2417,2967,931,2352,96,11567,910,1384,1420,1110,4497,4884,992,1991,133,17321,2033,1479,1038,607,3070,3527,789,1353,258,14156,1937,1760,1530,1119,2282,1413,490,545,190,11257,1209,1906,1881,1195,5308,3361,651,963,168,16634,1456,2099,1160,534,1508,1036,241,358,100,8497,997,922,993,672,2725,2387,791,1638,223,11355,1506,1951,1180,627,1679,1309,296,565,196,9302,203,152,138,71,411,339,51,135,518,2012,11220,12412,9960,6369,23896,21222,5234,9901,1885,102094
LGA16380,155,260,272,248,788,965,369,1037,43,4128,377,792,810,824,1519,1631,442,881,49,7324,187,448,372,365,1296,1391,326,600,68,5054,338,1388,1126,762,920,505,166,211,63,5480,190,671,684,525,1192,715,148,222,28,4378,178,1178,523,293,606,353,114,159,35,3440,83,211,143,108,376,343,107,350,35,1750,189,1101,501,314,541,415,105,222,62,3441,35,66,39,30,107,90,17,38,175,603,1723,6115,4472,3475,7342,6415,1788,3711,553,35597
LGA16400,179,246,240,202,671,833,308,768,33,3472,268,605,616,417,966,1039,285,567,44,4803,311,408,346,268,1367,1538,389,609,80,5310,406,1043,814,537,692,421,166,191,68,4338,222,636,596,396,984,630,135,211,32,3840,266,921,524,234,476,229,86,86,36,2848,157,217,179,119,449,478,230,499,48,2371,374,981,457,245,479,460,110,210,65,3381,54,74,41,25,87,75,27,55,177,607,2232,5131,3806,2453,6164,5701,1728,3198,580,30986
LGA16490,276,231,282,293,1186,1755,681,1510,38,6250,393,519,589,549,1875,2147,585,954,42,7654,136,298,247,208,980,1586,401,721,49,4624,213,737,511,305,643,574,193,279,51,3516,291,495,616,450,1935,1198,316,296,55,5658,90,713,370,168,430,276,72,139,25,2291,84,125,131,92,295,391,169,352,36,1670,94,539,339,159,418,443,119,189,47,2346,42,60,50,41,186,159,34,73,135,781,1630,3714,3139,2264,7946,8532,2564,4510,485,34789
LGA16550,647,744,689,527,1931,3472,1103,3042,89,12238,1044,2511,2123,1491,4953,7237,1868,4251,160,25647,782,724,635,340,947,1629,319,697,134,6211,1262,1425,831,414,702,616,166,266,77,5762,490,1169,1185,565,2143,1790,381,589,74,8386,837,1009,512,250,687,790,186,340,59,4666,179,310,318,123,300,326,96,193,38,1890,425,794,497,203,411,386,103,201,67,3090,94,107,97,42,138,213,36,159,305,1182,5753,8796,6889,3951,12220,16459,4263,9743,1010,69077
LGA16610,38,66,73,75,183,235,86,337,20,1110,64,123,135,144,241,202,54,120,10,1090,63,74,84,91,319,318,77,156,31,1209,77,248,268,213,231,103,39,61,37,1276,62,124,157,121,286,151,30,52,4,980,37,214,133,81,151,80,29,37,11,785,41,57,57,36,139,157,52,206,23,769,77,322,233,267,399,260,43,111,42,1746,12,13,7,8,24,17,0,14,47,153,469,1236,1151,1047,1978,1525,405,1089,226,9119
LGA16700,647,740,590,452,2062,2908,848,2013,79,10335,925,2078,1833,1201,6398,7576,1433,2709,182,24337,902,782,541,288,1170,1413,253,397,109,5863,1124,1140,782,404,681,468,131,171,50,4953,555,1185,1122,580,2799,2041,385,523,83,9263,889,1169,724,281,747,656,126,220,71,4890,219,276,245,108,368,296,61,130,34,1748,524,843,484,178,441,345,64,97,53,3024,120,104,98,36,192,178,38,58,342,1146,5902,8313,6414,3540,14850,15871,3349,6316,1004,65564
LGA16900,313,257,203,182,677,808,293,649,27,3402,363,576,617,467,1300,1390,300,633,39,5682,633,441,397,260,1291,1671,386,591,86,5750,712,957,809,581,852,515,202,176,56,4871,344,628,705,451,1328,700,158,215,27,4564,602,917,475,239,524,282,75,89,41,3247,216,277,185,111,641,629,325,523,49,2951,464,918,473,245,523,465,118,192,76,3471,77,47,35,21,106,93,26,49,129,579,3728,5017,3889,2546,7236,6550,1884,3125,547,34522
LGA16950,227,442,451,307,932,1241,422,1222,44,5288,440,1028,1062,707,1505,1538,423,868,65,7636,330,592,558,454,1701,2022,451,783,116,7012,481,1455,1142,782,1093,706,208,321,116,6305,236,888,798,456,1190,656,148,194,35,4607,259,1342,686,343,615,394,90,193,62,3983,113,221,193,133,430,421,158,413,42,2130,363,1449,657,370,697,585,136,270,109,4638,65,71,48,26,107,81,23,48,217,691,2517,7488,5601,3579,8266,7654,2065,4309,811,42293
LGA17000,49,65,98,70,185,243,114,472,13,1303,75,157,130,103,255,270,172,290,15,1464,108,123,121,84,354,548,231,558,51,2183,124,298,253,117,177,346,58,165,32,1570,82,183,183,127,302,240,69,109,11,1307,79,336,176,73,136,82,22,36,9,942,119,85,126,45,319,408,177,624,36,1936,80,323,180,90,177,167,57,84,31,1182,6,20,19,8,24,35,9,31,67,227,720,1585,1291,707,1933,2335,905,2368,259,12105
LGA17040,53,126,158,90,266,405,185,725,15,2030,81,145,185,147,370,384,103,270,12,1690,53,129,121,83,287,408,136,285,23,1519,81,324,291,175,243,165,43,91,24,1435,43,152,168,123,359,205,47,79,4,1186,35,255,148,77,146,129,39,64,14,905,39,62,78,61,112,139,66,215,16,785,62,359,217,113,199,159,52,116,17,1288,5,19,25,10,40,34,4,26,63,226,455,1562,1391,876,2024,2022,677,1865,198,11068
LGA17080,28,59,71,71,151,226,75,401,21,1105,46,70,80,71,168,202,54,120,8,821,38,48,47,46,179,234,91,205,19,907,61,164,161,101,164,58,14,36,13,759,26,114,117,68,155,84,18,42,4,617,22,134,75,41,68,55,12,26,7,436,39,27,36,30,129,117,56,250,12,694,47,260,146,83,197,199,47,82,19,1082,12,10,3,9,13,16,10,14,47,127,311,882,733,520,1220,1202,370,1170,143,6549
LGA17100,210,266,193,125,619,772,155,426,35,2800,280,715,523,385,1935,2549,428,780,101,7694,381,303,242,125,378,377,69,124,41,2038,323,414,362,208,312,174,65,86,51,1985,179,422,366,185,890,643,84,136,42,2942,309,407,360,135,281,203,36,80,24,1832,80,150,223,78,196,161,39,69,25,1026,247,438,485,156,294,185,44,57,32,1945,37,58,61,16,72,101,13,16,176,537,2047,3169,2813,1404,4980,5162,931,1769,530,22795
LGA17150,1195,1408,1249,947,3173,5187,1821,4952,104,20035,1691,3304,3280,2158,5760,8170,2026,4340,189,30922,1998,1645,1186,805,2676,4312,895,1573,198,15283,2419,2480,1551,870,1750,1355,610,620,128,11770,1260,2963,2725,1498,4280,3533,769,1123,123,18267,1649,2393,1231,552,1300,1352,314,553,79,9415,441,529,424,279,777,787,257,506,54,4054,936,1820,721,361,844,745,185,295,61,5957,186,172,137,64,292,309,64,152,357,1739,11778,16711,12503,7528,20844,25746,6940,14108,1292,117444
LGA17200,1424,1529,1155,938,4290,6611,2128,5513,134,23719,1681,3984,3237,2273,11459,16074,4168,9593,339,52808,1539,1342,1150,434,1340,1785,382,820,158,8953,2797,2356,1344,559,1016,892,229,379,164,9739,707,1497,1294,695,4025,3212,763,1209,97,13496,1363,1472,1035,414,1305,1376,298,558,101,7916,253,505,606,182,343,316,86,180,39,2505,861,1303,1448,309,564,510,88,272,115,5464,153,209,184,63,336,407,72,258,604,2283,10773,14184,11448,5863,24684,31189,8212,18785,1742,126888
LGA17310,105,180,182,149,625,816,327,1196,61,3636,238,420,516,415,1155,1158,352,765,24,5041,117,241,234,208,1042,1086,323,701,48,4000,217,646,636,543,800,393,139,203,44,3621,155,400,466,322,1027,579,124,190,25,3280,134,756,401,224,480,308,84,155,32,2579,78,154,139,91,343,434,166,565,39,2009,146,826,419,266,709,1072,175,337,72,4024,32,38,30,15,83,69,21,31,134,451,1220,3673,3015,2232,6257,5912,1708,4141,485,28644
LGA17350,14,39,31,24,57,112,50,207,14,550,15,51,44,32,55,95,34,68,0,394,4,25,20,20,87,111,42,53,9,359,18,97,54,39,53,28,12,15,8,323,9,48,56,36,63,52,9,13,0,280,12,52,40,14,42,20,8,18,3,204,16,17,17,0,31,43,11,46,3,190,17,96,39,20,49,64,8,40,8,347,11,4,4,0,10,10,0,3,13,48,107,426,305,189,442,521,170,458,67,2685
LGA17400,16,47,44,49,42,98,27,236,10,562,17,46,41,23,61,65,10,45,4,325,8,25,25,17,40,71,22,54,5,269,18,56,45,43,44,25,7,13,9,266,6,56,47,28,63,34,5,23,0,265,8,58,30,15,22,20,10,15,0,176,13,29,6,7,15,35,11,56,8,180,13,89,53,32,32,36,8,37,3,313,3,8,8,3,9,10,0,3,29,75,98,411,295,226,331,388,110,485,77,2431
LGA17420,959,1135,982,669,3354,5254,1495,4207,137,18196,1278,2899,2614,1730,7146,9808,1841,3854,227,31402,1334,1147,735,417,1675,2307,519,867,126,9132,1554,1563,1023,576,1127,713,222,274,69,7118,939,2329,1937,988,3659,3071,548,838,127,14436,1375,1986,973,420,1055,1123,231,442,74,7679,286,404,276,178,582,548,151,345,40,2818,837,1251,529,234,533,472,105,206,61,4217,112,147,102,51,269,313,30,100,353,1489,8681,12857,9163,5274,19400,23614,5137,11130,1220,96477
