LGA_CODE_2021,P_650_799_15_19_yrs,P_650_799_20_24_yrs,P_650_799_25_34_yrs,P_650_799_35_44_yrs,P_650_799_45_54_yrs,P_650_799_55_64_yrs,P_650_799_65_74_yrs,P_650_799_75_84_yrs,P_650_799_85ov,P_650_799_Tot,P_800_999_15_19_yrs,P_800_999_20_24_yrs,P_800_999_25_34_yrs,P_800_999_35_44_yrs,P_800_999_45_54_yrs,P_800_999_55_64_yrs,P_800_999_65_74_yrs,P_800_999_75_84_yrs,P_800_999_85ov,P_800_999_Tot,P_1000_1249_15_19_yrs,P_1000_1249_20_24_yrs,P_1000_1249_25_34_yrs,P_1000_1249_35_44_yrs,P_1000_1249_45_54_yrs,P_1000_1249_55_64_yrs,P_1000_1249_65_74_yrs,P_1000_1249_75_84_yrs,P_1000_1249_85ov,P_1000_1249_Tot,P_1250_1499_15_19_yrs,P_1250_1499_20_24_yrs,P_1250_1499_25_34_yrs,P_1250_1499_35_44_yrs,P_1250_1499_45_54_yrs,P_1250_1499_55_64_yrs,P_1250_1499_65_74_yrs,P_1250_1499_75_84_yrs,P_1250_1499_85ov,P_1250_1499_Tot,P_1500_1749_15_19_yrs,P_1500_1749_20_24_yrs,P_1500_1749_25_34_yrs,P_1500_1749_35_44_yrs,P_1500_1749_45_54_yrs,P_1500_1749_55_64_yrs,P_1500_1749_65_74_yrs,P_1500_1749_75_84_yrs,P_1500_1749_85ov,P_1500_1749_Tot,P_1750_1999_15_19_yrs,P_1750_1999_20_24_yrs,P_1750_1999_25_34_yrs,P_1750_1999_35_44_yrs,P_1750_1999_45_54_yrs,P_1750_1999_55_64_yrs,P_1750_1999_65_74_yrs,P_1750_1999_75_84_yrs,P_1750_1999_85ov,P_1750_1999_Tot,P_2000_2999_15_19_yrs,P_2000_2999_20_24_yrs,P_2000_2999_25_34_yrs,P_2000_2999_35_44_yrs,P_2000_2999_45_54_yrs,P_2000_2999_55_64_yrs,P_2000_2999_65_74_yrs,P_2000_2999_75_84_yrs,P_2000_2999_85ov,P_2000_2999_Tot,P_3000_3499_15_19_yrs,P_3000_3499_20_24_yrs,P_3000_3499_25_34_yrs,P_3000_3499_35_44_yrs,P_3000_3499_45_54_yrs,P_3000_3499_55_64_yrs,P_3000_3499_65_74_yrs,P_3000_3499_75_84_yrs,P_3000_3499_85ov,P_3000_3499_Tot,P_3500_more_15_19_yrs,P_3500_more_20_24_yrs,P_3500_more_25_34_yrs,P_3500_more_35_44_yrs,P_3500_more_45_54_yrs,P_3500_more_55_64_yrs,P_3500_more_65_74_yrs,P_3500_more_75_84_yrs,P_3500_more_85ov,P_3500_more_Tot,P_PI_NS_15_19_yrs,P_PI_NS_ns_20_24_yrs,P_PI_NS_ns_25_34_yrs,P_PI_NS_ns_35_44_yrs,P_PI_NS_ns_45_54_yrs,P_PI_NS_ns_55_64_yrs,P_PI_NS_ns_65_74_yrs,P_PI_NS_ns_75_84_yrs,P_PI_NS_ns_85_yrs_ovr,P_PI_NS_ns_Tot,P_Tot_15_19_yrs,P_Tot_20_24_yrs,P_Tot_25_34_yrs,P_Tot_35_44_yrs,P_Tot_45_54_yrs,P_Tot_55_64_yrs,P_Tot_65_74_yrs,P_Tot_75_84_yrs,P_Tot_85ov,P_Tot_Tot
LGA12930,185,1406,2093,1356,1248,1307,939,510,164,9204,91,1454,2958,1774,1645,1551,805,387,137,10800,53,1171,3283,2247,1908,1756,850,299,72,11632,17,725,2391,1782,1505,1295,539,165,50,8471,11,311,2084,1734,1451,1111,424,123,37,7288,0,122,1355,1413,1270,923,332,76,20,5513,0,106,1999,2966,2462,1598,423,99,25,9683,0,15,319,756,694,394,108,32,4,2318,0,15,380,1123,1338,827,197,69,38,3983,344,663,1450,1035,882,807,723,767,1030,7707,8009,11587,23667,20681,19057,18651,13895,8224,4229,128007
LGA12950,11,27,45,36,42,38,55,23,6,274,5,15,50,46,54,64,30,17,5,288,0,14,66,51,68,56,26,16,0,305,0,9,40,28,39,34,18,4,0,176,0,8,17,24,21,34,11,6,6,130,0,3,14,27,22,13,4,0,0,87,0,0,14,32,37,21,13,0,0,119,0,0,9,8,6,0,6,0,0,26,0,0,6,9,13,11,4,0,0,39,38,20,59,63,67,78,74,61,29,492,219,160,444,435,531,650,555,353,129,3472
LGA13010,20,42,94,63,88,96,100,46,7,547,9,49,103,99,125,134,64,44,5,627,3,37,107,90,110,118,69,27,8,559,0,17,62,52,61,65,32,21,0,313,0,8,36,50,40,45,22,10,5,215,0,6,18,40,45,36,15,9,0,170,0,0,24,52,81,41,21,13,0,231,0,0,7,8,4,5,8,0,0,34,0,0,4,10,17,22,12,6,0,79,75,54,137,126,137,150,142,117,87,1023,493,355,849,840,1074,1416,1375,855,303,7563
LGA13310,95,236,337,282,239,314,313,141,50,2006,64,277,482,365,350,393,227,87,27,2277,26,201,569,424,439,449,244,51,9,2420,8,128,418,373,341,290,125,38,6,1725,3,63,334,318,336,293,91,31,11,1479,6,20,241,245,271,208,49,9,6,1050,0,29,267,444,473,365,78,19,3,1667,0,0,28,61,64,64,22,3,0,242,0,5,28,74,104,102,48,16,6,381,169,171,444,384,375,316,263,214,118,2454,1775,1698,4097,3740,3987,4284,3744,2121,825,26268
LGA13340,34,70,90,99,111,107,103,49,16,683,12,76,128,135,142,175,81,27,5,785,14,54,145,152,196,202,97,31,3,889,0,18,105,121,129,124,50,16,4,568,0,13,69,108,103,117,34,11,4,461,0,4,52,70,68,85,19,5,0,298,0,4,41,112,135,80,24,7,7,404,0,0,3,17,17,24,9,4,0,72,4,0,9,24,35,40,26,3,0,141,96,47,55,123,141,168,175,108,38,956,797,433,934,1253,1376,1669,1486,743,229,8911
LGA13450,97,210,333,292,285,274,190,91,30,1807,63,299,684,492,449,399,173,71,26,2655,35,251,692,512,432,431,147,46,7,2559,10,108,396,321,327,260,105,26,3,1546,3,45,283,273,242,200,80,27,10,1162,0,12,177,200,207,160,55,22,6,847,0,12,182,266,325,195,71,15,4,1074,0,0,12,51,47,43,17,4,3,187,0,7,21,68,64,63,46,18,8,289,160,141,349,270,296,276,262,205,205,2156,1709,1560,4019,3396,3433,3221,2369,1431,689,21827
LGA13550,38,82,113,116,114,110,88,72,14,750,16,98,187,115,124,154,78,35,12,828,15,98,174,154,160,154,63,33,3,854,3,47,146,119,103,104,42,15,8,586,0,40,134,116,92,89,34,11,0,509,0,38,112,90,69,73,21,3,0,418,0,33,230,202,153,110,31,4,0,763,0,5,35,55,32,22,8,0,0,157,0,0,33,71,60,38,21,6,5,235,79,77,197,151,128,142,151,127,105,1160,681,689,1747,1509,1394,1575,1264,851,332,10037
LGA13660,6,26,41,51,48,63,40,22,12,314,3,29,49,52,64,58,43,18,4,323,3,21,50,48,57,60,32,16,0,289,0,9,33,32,42,35,13,4,4,166,0,0,27,31,37,26,11,8,3,147,0,3,19,22,26,23,13,0,0,108,0,0,9,35,46,28,13,0,0,130,0,0,3,6,4,8,3,0,0,24,0,0,11,4,7,16,5,0,0,47,23,21,36,62,59,80,87,58,22,445,211,169,393,501,616,758,742,477,173,4047
LGA13800,248,555,659,509,559,635,471,284,108,4037,146,703,970,685,798,747,441,158,45,4689,70,576,1270,873,1086,919,452,141,18,5394,23,374,1055,783,838,732,264,60,15,4142,6,158,908,758,883,660,225,50,10,3662,6,78,624,695,736,544,153,35,4,2874,0,66,717,1084,1230,848,173,42,7,4168,0,4,98,209,244,168,54,18,0,790,3,7,92,270,385,270,79,36,10,1153,256,248,532,446,478,451,378,369,271,3426,4391,4245,8834,7916,9184,8650,6361,3560,1215,54359
LGA13850,8,26,27,27,30,41,25,11,8,205,3,30,28,27,33,49,19,3,0,204,6,16,38,28,31,54,23,9,0,204,0,10,36,23,17,28,22,3,0,141,0,4,22,15,27,35,12,3,0,117,0,7,15,10,25,24,10,0,0,86,0,3,6,14,36,24,5,4,0,99,0,3,5,5,0,7,0,0,0,27,0,0,3,3,5,13,3,0,0,33,18,19,42,42,37,63,48,48,17,338,139,168,314,259,333,522,331,255,90,2417
LGA13910,59,117,204,160,200,235,179,109,28,1293,38,158,266,244,248,246,147,69,18,1423,17,122,267,245,275,296,149,41,9,1411,6,53,181,160,158,167,61,25,11,825,4,27,150,137,148,132,55,18,4,666,0,18,89,100,107,101,24,12,0,451,0,14,95,141,188,131,42,17,0,628,0,0,7,33,39,30,15,3,3,129,0,0,18,35,55,50,39,15,0,226,118,70,178,180,205,267,265,206,125,1612,1123,882,1969,1979,2293,2747,2587,1504,541,15611
LGA14000,200,835,935,996,1027,1133,1135,798,262,7320,123,881,1309,1236,1329,1292,985,593,199,7936,44,861,1808,1768,1780,1595,1057,506,133,9542,11,563,1686,1722,1602,1364,717,289,82,8041,7,275,1532,1897,1698,1319,583,218,75,7594,5,101,1112,1685,1568,1197,408,126,42,6237,0,79,1882,4645,4045,2574,658,180,45,14111,0,10,315,1426,1325,771,189,40,22,4102,3,10,340,2277,2865,1558,356,98,37,7545,279,285,550,706,665,547,583,719,988,5325,9774,8346,14405,22239,22004,18731,14233,8902,4327,122954
LGA14100,29,85,61,46,47,78,98,70,23,547,7,58,51,64,82,78,90,47,32,499,5,68,95,78,83,110,128,72,33,667,0,57,89,83,97,99,94,49,16,588,4,37,122,111,105,98,83,38,13,606,0,10,103,104,117,86,73,29,10,525,0,11,161,237,264,237,143,56,23,1132,3,0,31,124,133,81,41,21,3,442,0,6,65,404,658,382,175,70,21,1770,39,23,64,69,93,76,103,140,280,898,1027,704,996,1537,2017,1714,1498,1009,734,11237
LGA14170,185,1420,2087,1106,951,992,1009,528,118,8400,97,1228,2832,1572,1306,1245,969,380,93,9719,39,1216,4055,2274,1875,1571,1113,307,73,12533,15,838,4171,2258,1782,1358,722,209,25,11364,5,390,3908,2457,1895,1432,626,134,28,10882,3,155,3049,2285,1799,1218,466,120,21,9112,5,142,5550,6295,4620,2679,747,129,19,20182,0,21,1047,2065,1695,780,225,52,8,5892,4,31,1384,4898,4796,2136,491,92,19,13846,316,667,1972,1418,1148,1002,932,910,919,9282,7422,11284,35238,30530,26101,19845,14219,7906,3569,156117
LGA14220,51,117,205,169,159,199,138,85,26,1149,32,157,300,268,219,245,118,60,14,1428,11,120,267,255,281,252,125,29,9,1349,3,50,147,151,178,131,55,24,0,740,7,8,100,112,126,87,36,21,10,514,0,3,52,77,84,70,21,14,3,327,0,13,76,116,151,85,26,10,4,479,0,3,12,12,22,18,3,0,0,68,0,0,12,29,46,41,16,5,0,149,116,82,213,208,253,221,212,176,71,1557,1116,909,1971,1832,2171,2366,2170,1424,471,14430
LGA14300,14,44,50,44,51,53,52,21,7,332,12,42,68,78,90,72,57,25,6,462,7,29,135,96,85,74,35,11,3,485,4,22,45,61,60,61,25,5,0,289,0,4,56,50,52,39,23,5,3,228,0,3,32,49,40,37,12,6,0,181,0,4,35,49,71,36,7,3,0,202,0,0,8,14,6,21,0,0,0,53,3,0,4,13,15,9,8,0,0,49,30,120,296,269,200,141,79,60,13,1197,322,371,890,840,844,868,719,391,125,5363
LGA14350,62,198,286,253,309,405,338,173,45,2079,37,205,362,297,374,435,247,98,30,2086,18,102,325,324,393,423,196,53,20,1857,4,53,229,221,231,247,94,22,7,1114,0,21,150,186,212,196,75,24,8,858,0,10,96,144,164,122,30,10,0,575,0,8,82,182,220,187,35,7,0,724,0,0,5,23,34,30,16,4,0,117,0,3,14,20,48,46,33,19,0,193,234,241,603,522,370,386,371,307,221,3260,1694,1447,3062,3017,3570,4773,4743,2444,863,25614
LGA14400,44,129,137,126,166,250,355,170,52,1423,19,137,184,172,230,260,310,127,29,1473,6,123,257,238,253,359,346,119,21,1719,0,49,201,199,236,261,174,59,10,1193,0,23,244,223,230,248,126,49,12,1144,0,10,141,236,214,211,86,33,0,929,0,8,221,451,482,383,130,33,3,1710,0,3,42,110,122,87,31,9,0,409,0,0,38,171,219,172,61,26,9,696,56,52,110,98,133,156,212,181,146,1144,1281,954,1992,2485,2763,3436,3597,1988,777,19277
LGA14500,128,625,480,615,673,684,809,665,268,4954,76,575,606,741,833,798,844,676,278,5426,23,638,1002,1024,1093,1096,913,627,256,6667,9,485,1071,1005,953,855,708,411,159,5659,3,214,1080,1149,1067,992,655,425,143,5737,0,88,803,1100,1029,838,485,309,91,4738,6,76,1480,3103,2773,1998,893,453,158,10942,3,24,327,1213,1315,825,333,125,51,4219,5,24,398,3250,5300,2969,827,341,158,13273,233,218,326,445,487,441,423,486,655,3710,9124,6968,9330,16439,18833,15230,11713,8150,4138,99922
LGA14550,19,45,63,63,90,128,114,40,7,571,16,39,96,101,115,152,106,16,12,656,3,31,86,94,130,165,63,21,3,607,0,13,38,69,58,82,33,10,0,312,0,4,26,51,49,66,23,6,0,231,0,0,20,33,41,41,9,4,0,136,0,0,20,37,62,65,18,5,0,219,0,0,5,8,16,7,0,0,0,40,0,0,9,12,24,25,15,11,0,95,53,33,79,108,119,181,132,95,68,861,480,314,710,907,1167,1811,1588,675,228,7875
LGA14600,12,31,71,56,53,56,34,26,5,341,13,31,75,60,66,69,49,30,4,391,9,29,75,69,70,85,41,12,5,385,0,14,70,58,56,36,18,3,0,266,3,6,43,42,46,43,17,3,0,208,0,7,44,36,37,23,16,0,0,151,0,3,38,54,47,35,17,0,0,203,0,0,9,12,6,8,3,0,0,37,0,0,6,13,24,13,11,13,0,75,47,38,99,94,99,106,73,63,31,651,316,267,710,678,706,818,687,412,199,4797
LGA14650,471,1624,2003,1706,1795,1962,2144,1200,346,13260,243,1814,2770,2313,2507,2381,1663,769,223,14685,112,1303,3489,3007,3093,2898,1753,568,115,16338,32,683,2771,2560,2461,2043,887,269,49,11752,16,307,2297,2375,2231,1812,668,238,80,10016,5,125,1532,1979,1983,1405,380,119,30,7548,6,103,2087,3855,3644,2326,526,107,28,12679,0,10,301,733,767,501,102,38,11,2456,9,18,284,919,1177,808,256,112,40,3619,555,551,1157,1131,1089,1103,1365,1528,1360,9834,12340,11654,24165,25799,26769,27279,25149,15618,6305,175079
LGA14700,33,183,214,188,157,191,251,127,52,1411,18,181,371,307,225,213,253,145,42,1756,10,228,673,458,302,275,292,148,34,2416,0,188,764,464,302,255,166,102,22,2270,0,97,774,524,342,261,183,88,21,2277,0,34,615,492,327,274,130,56,26,1939,0,37,1336,1448,852,546,214,95,27,4556,0,3,280,571,357,205,86,36,8,1545,0,9,370,1334,1527,805,278,79,12,4420,67,66,298,300,169,128,124,110,146,1407,2017,1963,6440,6953,5239,3990,3110,1824,725,32254
LGA14750,47,92,108,104,97,121,99,56,16,740,30,124,201,151,157,148,77,33,9,941,20,85,212,167,159,196,72,28,10,942,6,34,120,120,136,116,28,6,0,577,0,16,102,92,111,72,27,8,0,436,0,8,66,67,61,75,13,5,0,296,0,11,73,96,151,72,14,3,0,420,0,0,13,12,20,17,8,0,0,65,0,0,6,16,32,28,10,7,0,99,71,77,147,122,130,136,107,67,63,918,909,618,1366,1258,1385,1447,1065,710,284,9041
LGA14850,93,356,512,473,489,536,457,209,70,3201,70,336,625,626,674,740,363,117,42,3586,24,195,689,638,779,733,345,110,23,3535,4,89,432,462,544,449,178,31,8,2199,0,37,306,415,431,407,136,27,10,1763,0,13,165,300,304,223,81,15,7,1113,0,12,156,395,464,351,93,24,3,1502,0,0,18,55,66,68,28,0,0,235,0,5,31,84,122,125,45,20,3,436,276,217,442,439,462,462,401,266,172,3132,2657,2285,4751,5196,5986,6638,5537,2620,1081,36751
LGA14870,52,120,191,169,199,217,207,123,22,1317,33,158,242,197,203,229,152,59,20,1293,14,115,273,226,235,271,142,42,6,1326,4,69,206,172,174,197,79,27,0,925,0,33,169,137,170,181,54,21,4,764,0,14,104,128,160,142,39,4,0,586,0,23,157,206,291,225,38,8,0,941,0,0,28,38,57,38,13,4,0,178,3,4,27,52,106,82,28,17,8,323,109,113,300,255,226,235,266,201,94,1787,1104,1010,2273,2144,2613,3171,2910,1666,534,17426
LGA14900,429,1728,2462,2319,2122,1816,902,404,92,12281,283,1931,3392,3093,2865,2132,787,254,73,14822,178,1877,4280,3650,3362,2451,710,135,16,16652,48,1057,3564,3024,2558,1786,453,59,15,12563,16,471,2851,2678,2151,1448,358,62,11,10048,6,203,1802,2085,1719,1007,188,24,4,7039,8,128,2234,3566,2644,1397,251,38,6,10274,0,15,287,673,506,268,51,13,4,1811,6,14,253,726,667,342,87,27,9,2133,1138,1219,2700,2482,1841,1614,1187,983,682,13853,16212,16481,33456,33975,29602,25169,15987,8048,2943,181869
LGA14920,21,44,69,61,78,71,69,55,12,481,3,48,75,84,112,100,50,17,0,492,3,39,96,79,93,103,40,21,0,470,5,21,60,76,72,70,23,8,4,333,3,11,37,53,53,43,22,10,0,227,0,0,30,45,48,46,20,3,0,192,0,3,40,60,69,55,17,3,0,267,0,0,4,12,15,7,4,0,0,43,0,0,10,16,29,19,15,0,6,89,66,42,92,93,126,131,145,95,42,833,446,330,703,786,961,1136,1073,600,189,6222
LGA14950,7,18,16,28,38,39,35,28,0,208,10,17,48,32,41,41,24,7,4,217,0,19,43,29,39,62,21,11,0,216,3,0,27,25,29,48,16,3,0,151,0,5,15,22,37,34,5,0,4,136,0,0,7,22,16,30,8,0,0,78,0,0,9,34,26,30,14,0,0,116,0,0,0,0,9,4,6,3,0,20,0,3,0,3,4,9,7,3,0,35,21,18,18,32,37,47,49,18,18,252,199,136,265,309,389,527,433,248,125,2636
LGA15050,224,762,1085,827,702,681,641,337,80,5341,114,895,1537,1134,1031,907,540,192,46,6397,56,669,1894,1497,1270,1035,447,138,22,7024,14,364,1424,1159,976,731,260,46,8,4992,3,172,1209,1061,922,636,172,57,15,4246,0,100,814,943,765,518,104,20,6,3283,4,64,1108,1703,1551,845,171,19,3,5463,0,7,173,317,311,179,50,12,5,1056,0,8,140,362,414,264,70,26,6,1293,281,277,645,579,463,414,389,337,238,3618,5568,5471,12943,12042,10990,9936,8181,4334,1494,70959
LGA15240,173,495,862,798,999,1322,1353,818,220,7036,71,505,989,1003,1172,1423,956,461,124,6705,40,314,964,1014,1264,1347,861,339,86,6235,10,146,613,628,786,896,484,171,32,3773,3,62,426,560,642,639,327,165,60,2894,0,16,315,375,501,488,179,58,13,1943,0,17,275,581,758,667,219,64,21,2601,0,6,53,83,133,120,57,17,4,478,5,13,48,146,261,237,176,83,18,993,463,308,665,693,841,1110,1348,1260,902,7587,4668,3453,7601,8382,10914,15414,17646,10533,3884,82510
LGA15270,70,154,245,224,217,275,225,124,26,1555,39,168,307,234,312,307,156,67,16,1602,16,131,326,252,326,304,150,48,9,1561,11,63,221,185,229,227,95,29,6,1066,3,51,202,192,203,154,58,38,9,920,0,39,180,151,195,147,45,10,0,765,0,42,355,434,359,242,53,12,5,1494,0,4,83,136,96,55,16,8,4,400,0,5,69,141,152,85,44,19,4,508,140,89,234,271,284,296,275,240,95,1929,1438,1092,2945,2981,3329,3497,2935,1782,598,20595
LGA15300,25,63,95,100,73,105,73,31,0,575,19,94,151,132,140,132,59,25,0,758,9,89,203,137,171,179,67,13,4,869,6,78,150,99,125,112,50,11,0,638,0,21,158,101,102,94,26,16,3,520,0,16,98,67,90,73,23,6,0,369,0,5,96,134,109,82,29,7,0,462,0,0,22,32,33,17,12,9,3,119,0,4,24,49,40,41,23,14,4,195,159,206,368,379,365,387,283,176,73,2399,678,795,1699,1508,1607,1723,1238,690,199,10132
LGA15350,33,134,126,90,127,131,162,151,59,1023,7,126,166,143,148,165,195,163,70,1176,8,136,288,206,190,212,255,187,66,1557,3,126,325,191,189,191,217,123,39,1411,8,54,346,219,210,216,210,119,33,1410,0,26,289,198,173,206,177,115,31,1220,3,23,598,613,588,477,330,170,50,2845,0,4,139,272,259,201,96,68,21,1064,0,6,219,1097,1555,1064,474,212,60,4688,66,63,118,143,170,145,122,171,128,1128,1619,1346,2935,3649,4238,3727,3073,2216,916,23719
LGA15520,23,70,89,113,120,150,155,95,19,837,8,65,149,122,154,194,133,48,14,881,5,53,196,137,208,194,108,36,3,933,3,38,124,135,137,117,46,11,0,600,0,15,98,114,121,112,45,18,4,531,0,6,60,82,79,81,23,4,0,339,0,7,52,121,152,88,26,5,0,447,0,0,11,25,22,15,4,4,0,78,0,0,15,33,59,45,27,7,5,189,62,37,111,107,120,170,167,185,107,1056,643,449,1194,1277,1533,1926,2034,1223,401,10681
LGA15560,8,23,39,23,23,38,31,18,4,211,9,29,47,46,54,65,31,12,4,298,4,29,52,65,53,68,30,6,5,307,0,7,49,30,41,40,9,0,0,184,0,6,33,24,29,33,15,9,3,142,0,5,14,16,26,28,4,0,0,94,0,0,19,18,29,25,3,0,0,102,0,0,5,3,5,6,0,0,0,23,0,0,8,4,10,14,9,0,0,52,13,19,42,34,45,55,68,36,13,332,168,171,406,353,418,545,436,214,76,2785
LGA15650,36,103,166,131,131,111,115,44,6,851,35,133,236,160,154,131,93,29,10,978,9,97,251,193,212,182,78,16,3,1052,4,60,159,143,146,97,49,12,0,671,0,45,187,130,123,112,41,15,4,652,0,26,130,115,143,84,11,6,0,513,0,32,290,341,314,225,39,4,0,1241,0,5,52,102,64,58,5,0,0,287,0,8,21,76,83,57,16,0,0,251,92,83,257,223,204,140,141,94,44,1264,1053,870,2309,2112,2116,1977,1451,746,256,12894
LGA15700,28,98,171,180,188,246,237,128,26,1310,21,95,214,214,241,302,193,82,20,1389,0,61,191,197,245,248,157,61,21,1179,0,28,107,126,174,174,87,28,12,730,0,7,89,100,131,115,64,30,8,544,0,9,50,74,102,87,33,9,0,360,0,0,55,113,176,112,34,8,0,502,0,0,3,10,27,25,9,0,0,78,0,3,11,25,46,39,16,17,0,151,126,78,185,166,192,304,261,197,87,1587,1071,705,1675,1828,2313,3461,3471,1953,713,17188
LGA15750,32,81,116,90,113,114,90,57,14,712,22,105,170,145,141,177,83,20,11,881,12,70,205,170,156,168,95,21,7,904,3,54,145,123,121,115,40,13,0,618,0,36,135,116,102,106,35,7,3,538,3,7,98,87,88,81,41,3,0,406,0,30,163,145,174,122,28,0,3,661,0,0,34,33,26,17,9,10,0,121,7,4,16,36,49,38,17,4,0,170,95,90,180,152,220,264,176,121,68,1367,690,714,1564,1388,1552,1822,1345,787,303,10166
LGA15800,10,28,54,59,54,61,65,31,11,373,3,23,64,78,75,91,51,14,3,409,3,37,63,77,75,95,33,13,4,392,0,20,57,50,59,68,25,4,0,267,0,9,46,37,45,47,18,5,3,205,0,4,22,18,47,36,5,3,0,132,0,0,23,41,49,44,8,8,0,166,0,0,4,5,7,8,0,0,0,26,0,0,3,8,13,17,11,4,0,51,42,30,64,83,67,67,77,49,23,498,317,252,549,616,667,822,687,437,203,4551
LGA15850,15,28,46,46,53,77,48,32,6,350,13,40,94,60,67,86,41,11,0,420,4,45,96,84,69,104,48,13,0,463,4,19,62,54,60,58,26,6,0,292,4,11,52,65,46,50,10,14,4,245,0,7,45,34,41,31,10,3,0,174,0,3,45,44,67,39,20,4,0,229,0,0,8,13,17,10,0,0,0,52,0,3,5,23,16,7,7,3,0,63,52,37,104,108,83,112,95,91,63,759,370,301,712,687,703,854,749,473,173,5013
LGA15900,325,1819,1938,1320,1113,1277,1249,605,210,9851,168,1856,2928,1655,1615,1620,1104,468,176,11598,69,1456,3596,2318,2156,1964,1095,337,68,13055,22,844,3246,2050,1726,1438,590,179,52,10141,10,372,2820,2009,1731,1310,438,144,46,8891,4,149,1989,1780,1514,1052,315,67,23,6895,0,144,2646,3563,3098,1840,445,101,22,11852,3,16,388,797,755,409,124,38,10,2544,7,21,420,1250,1397,871,285,71,12,4342,601,919,1418,1072,1014,915,897,979,1132,8951,9722,14428,26941,21852,20660,19267,15262,8967,4421,141514
LGA15950,49,293,465,281,232,288,451,304,99,2470,21,361,702,448,299,371,477,296,69,3042,11,469,1348,678,469,454,532,276,67,4302,4,381,1616,713,498,472,423,197,56,4359,3,199,1770,940,531,470,416,192,51,4571,0,113,1457,885,567,459,274,148,37,3944,5,108,3365,2835,1564,1065,567,252,44,9795,5,21,757,1111,687,397,199,79,25,3268,3,21,1152,2598,2389,1542,666,268,65,8704,97,161,682,551,393,360,339,311,180,3082,2145,3361,14656,12343,8800,7436,6417,3848,1226,60221
LGA15990,508,1808,1773,1507,1715,1968,2041,1458,472,13257,228,1806,2507,1969,2303,2345,1953,1175,400,14686,94,1735,3854,2749,3028,2994,2107,1117,279,17950,33,942,3427,2643,2847,2540,1480,623,182,14719,13,430,3190,2956,3099,2469,1211,529,166,14061,11,151,2445,2550,2692,2109,898,373,98,11322,10,159,4134,6316,6174,3900,1411,492,140,22741,5,28,925,2369,2404,1326,411,154,41,7670,10,35,1211,6088,8361,4131,1140,416,115,21513,558,563,1416,1432,1463,1250,1168,1250,1483,10587,16263,13740,28875,35504,40004,32479,24219,16501,7243,214822
LGA16100,16,28,37,21,44,68,53,29,8,299,7,37,50,53,66,75,62,18,3,384,3,34,73,62,84,85,47,19,3,411,3,15,54,58,71,66,32,6,0,310,3,14,35,59,59,52,40,14,0,268,0,3,30,34,43,35,20,0,5,158,0,0,30,59,79,56,22,5,0,251,0,0,4,4,10,10,3,0,0,34,0,0,0,14,18,17,14,4,0,79,48,54,94,121,88,68,124,70,11,669,270,254,539,609,742,828,846,429,107,4626
LGA16150,96,291,470,338,315,304,346,210,75,2443,69,341,642,477,467,447,301,118,38,2901,26,286,812,637,590,561,280,82,25,3304,11,172,699,529,447,375,159,41,11,2438,8,99,529,494,415,324,136,39,17,2066,0,62,409,395,388,249,92,22,8,1634,0,64,625,790,737,419,108,26,11,2781,0,5,117,160,134,102,18,16,6,553,4,6,76,221,230,154,75,22,9,795,176,174,380,338,306,307,308,229,187,2418,2662,2407,5893,5464,5108,4776,4256,2511,1049,34134
LGA16200,31,95,138,117,112,141,110,71,21,846,30,126,181,151,169,171,98,43,8,979,10,100,206,181,169,172,75,22,12,939,4,69,144,135,130,123,46,16,8,669,0,42,140,112,117,114,41,15,0,571,3,19,112,100,116,96,20,10,6,480,0,10,146,185,202,132,25,0,0,704,0,0,23,21,30,22,9,0,0,105,0,0,22,40,42,36,14,3,8,166,104,66,137,140,134,160,130,115,88,1066,875,788,1631,1562,1672,1915,1551,995,438,11429
LGA16260,231,1807,3250,2303,1677,1478,1172,727,207,12855,126,1890,4869,3094,2243,1841,1119,481,155,15815,98,1753,6356,4345,2780,2301,1054,397,85,19185,26,1213,5474,3762,2279,1685,720,204,44,15407,5,526,4907,3775,2405,1615,593,116,32,13973,3,215,3331,3445,2028,1240,400,75,19,10769,6,182,5511,8172,4182,2366,621,116,37,21187,0,23,804,1975,1061,590,121,35,13,4621,4,29,711,2300,1732,920,281,58,19,6044,536,1197,3692,2877,1534,1194,875,714,590,13215,11542,16999,49933,45531,29102,24787,18185,9948,4067,210087
LGA16350,555,1910,2380,1932,1578,1507,1192,557,106,11711,354,2293,3541,2868,2507,2075,1073,318,68,15099,156,1943,4732,3931,3291,2740,1037,193,28,18055,58,1123,3976,3354,2715,2051,648,103,26,14047,30,551,3264,3049,2523,1716,480,83,31,11726,11,203,2126,2460,1961,1246,281,40,11,8338,9,173,2576,4090,3306,1956,373,46,11,12527,3,23,328,748,602,312,80,17,6,2120,0,15,267,718,696,452,141,41,7,2342,888,1158,2746,2359,1818,1289,1149,941,665,13011,13523,14793,32976,31767,26855,23332,17418,8164,2713,171550
LGA16380,185,622,785,755,817,972,1165,747,235,6288,79,588,1027,964,1175,1209,846,466,143,6499,42,408,1106,1087,1238,1231,796,346,93,6347,4,176,759,822,936,877,425,150,38,4186,0,55,580,668,815,650,264,109,55,3202,0,27,380,581,664,488,172,64,15,2379,0,17,387,900,1141,690,196,64,15,3411,0,0,52,177,201,140,61,16,3,650,3,4,74,265,351,248,116,55,25,1138,296,233,488,473,489,590,708,687,559,4519,4938,3865,7637,8655,10452,12073,13187,8690,3417,72905
