LGA_CODE_2021,MOL_SAL_Filipin_UOLSE_NWorNAA,MOL_SAL_Filipin_UOLSE_Tot,MOL_SAL_Filipin_NS,MOL_SAL_Filipin_Tot,MOL_SAL_Indon_SEO,MOL_SAL_Indon_UOLSE_VWorW,MOL_SAL_Indon_UOLSE_NWorNAA,MOL_SAL_Indon_UOLSE_Tot,MOL_SAL_Indon_NS,MOL_SAL_Indon_Tot,MOL_SAL_Tagalog_SEO,MOL_SAL_Tagalog_UOLSE_VWorW,MOL_SAL_Tagalog_UOLSE_NWorNAA,MOL_SAL_Tagalog_UOLSE_Tot,MOL_SAL_Tagalog_NS,MOL_SAL_Tagalog_Tot,MOL_SAL_Oth_SEO,MOL_SAL_Oth_UOLSE_VWorW,MOL_SAL_Oth_UOLSE_NWorNAA,MOL_SAL_Oth_UOLSE_Tot,MOL_SAL_Oth_NS,MOL_SAL_Oth_Tot,MOL_SAL_Tot_SEO,MOL_SAL_Tot_UOLSE_VWorW,MOL_SAL_Tot_UOLSE_NWorNAA,MOL_SAL_Tot_UOLSE_Tot,MOL_SAL_Tot_NS,MOL_SAL_Tot_Tot,MOL_Spanish_SEO,MOL_Spanish_UOLSE_VWorW,MOL_Spanish_UOLSE_NWorNAA,MOL_Spanish_UOLSE_Tot,MOL_Spanish_NS,MOL_Spanish_Tot,MOL_Tamil_SEO,MOL_Tamil_UOLSE_VWorW,MOL_Tamil_UOLSE_NWorNAA,MOL_Tamil_UOLSE_Tot,MOL_Tamil_NS,MOL_Tamil_Tot,MOL_Thai_SEO,MOL_Thai_UOLSE_VWorW,MOL_Thai_UOLSE_NWorNAA,MOL_Thai_UOLSE_Tot,MOL_Thai_NS,MOL_Thai_Tot,MOL_Turkish_SEO,MOL_Turkish_UOLSE_VWorW,MOL_Turkish_UOLSE_NWorNAA,MOL_Turkish_UOLSE_Tot,MOL_Turkish_NS,MOL_Turkish_Tot,MOL_Vietnamese_SEO,MOL_Vietnamese_UOLSE_VWorW,MOL_Vietnamese_UOLSE_NWorNAA,MOL_Vietnamese_UOLSE_Tot,MOL_Vietnamese_NS,MOL_Vietnamese_Tot,MOL_Oth_SEO,MOL_Oth_UOLSE_VWorW,MOL_Oth_UOLSE_NWorNAA,MOL_Oth_UOLSE_Tot,MOL_Oth_NS,MOL_Oth_Tot,MOL_Tot_SEO,MOL_Tot_UOLSE_VWorW,MOL_Tot_UOLSE_NWorNAA,MOL_Tot_UOLSE_Tot,MOL_Tot_NS,MOL_Tot_Tot,M_LUatH_NS_SEO,M_LUatH_NS_UOLSE_VWorW,M_LUatH_NS_UOLSE_NWorNAA,M_LUatH_NS_UOLSE_Tot,M_LUatH_NS_NS,M_LUatH_NS_Tot,M_Tot_SEO,M_Tot_UOLSE_VWorW,M_Tot_UOLSE_NWorNAA,M_Tot_UOLSE_Tot,M_Tot_NS,M_Tot_Tot,FSEO_SEO,FSEO_UOLSE_VWorW,FSEO_UOLSE_NWorNAA,FSEO_UOLSE_Tot,FSEO_NS,FSEO_Tot,FOL_Afrikaans_SEO,FOL_Afrikaans_UOLSE_VWorW,FOL_Afrikaans_UOLSE_NWorNAA,FOL_Afrikaans_UOLSE_Tot,FOL_Afrikaans_NS,FOL_Afrikaans_Tot,FOL_Arabic_SEO,FOL_Arabic_UOLSE_VWorW,FOL_Arabic_UOLSE_NWorNAA,FOL_Arabic_UOLSE_Tot,FOL_Arabic_NS,FOL_Arabic_Tot,FOL_AIndLng_SEO,FOL_AIndLng_UOLSE_VWorW,FOL_AIndLng_UOLSE_NWorNAA,FOL_AIndLng_UOLSE_Tot,FOL_AIndLng_NS,FOL_AIndLng_Tot,FOL_CL_Canton_SEO,FOL_CL_Canton_UOLSE_VWorW,FOL_CL_Canton_UOLSE_NWorNAA,FOL_CL_Canton_UOLSE_Tot,FOL_CL_Canton_NS,FOL_CL_Canton_Tot,FOL_CL_Mandarin_SEO,FOL_CL_Mandarin_UOLSE_VWorW,FOL_CL_Mandarin_UOLSE_NWorNAA,FOL_CL_Mandarin_UOLSE_Tot,FOL_CL_Mandarin_NS,FOL_CL_Mandarin_Tot,FOL_CL_Oth_SEO,FOL_CL_Oth_UOLSE_VWorW,FOL_CL_Oth_UOLSE_NWorNAA,FOL_CL_Oth_UOLSE_Tot,FOL_CL_Oth_NS,FOL_CL_Oth_Tot,FOL_CL_Tot_SEO,FOL_CL_Tot_UOLSE_VWorW,FOL_CL_Tot_UOLSE_NWorNAA,FOL_CL_Tot_UOLSE_Tot,FOL_CL_Tot_NS,FOL_CL_Tot_Tot,FOL_Croatian_SEO,FOL_Croatian_UOLSE_VWorW,FOL_Croatian_UOLSE_NWorNAA,FOL_Croatian_UOLSE_Tot,FOL_Croatian_NS,FOL_Croatian_Tot,FOL_French_SEO,FOL_French_UOLSE_VWorW,FOL_French_UOLSE_NWorNAA,FOL_French_UOLSE_Tot,FOL_French_NS,FOL_French_Tot,FOL_German_SEO,FOL_German_UOLSE_VWorW,FOL_German_UOLSE_NWorNAA,FOL_German_UOLSE_Tot,FOL_German_NS,FOL_German_Tot,FOL_Greek_SEO,FOL_Greek_UOLSE_VWorW,FOL_Greek_UOLSE_NWorNAA,FOL_Greek_UOLSE_Tot,FOL_Greek_NS,FOL_Greek_Tot,FOL_IAL_Bengali_SEO,FOL_IAL_Bengali_UOLSE_VWorW,FOL_IAL_Bengali_UOLSE_NWorNAA,FOL_IAL_Bengali_UOLSE_Tot,FOL_IAL_Bengali_NS,FOL_IAL_Bengali_Tot,FOL_IAL_Guj_SEO,FOL_IAL_Guj_UOLSE_VWorW,FOL_IAL_Guj_UOLSE_NWorNAA,FOL_IAL_Guj_UOLSE_Tot,FOL_IAL_Guj_NS,FOL_IAL_Guj_Tot,FOL_IAL_Hindi_SEO,FOL_IAL_Hindi_UOLSE_VWorW,FOL_IAL_Hindi_UOLSE_NWorNAA,FOL_IAL_Hindi_UOLSE_Tot,FOL_IAL_Hindi_NS,FOL_IAL_Hindi_Tot,FOL_IAL_Nepali_SEO,FOL_IAL_Nepali_UOLSE_VWorW,FOL_IAL_Nepali_UOLSE_NWorNAA,FOL_IAL_Nepali_UOLSE_Tot,FOL_IAL_Nepali_NS,FOL_IAL_Nepali_Tot,FOL_IAL_Punjabi_SEO,FOL_IAL_Punjabi_UOLSE_VWorW,FOL_IAL_Punjabi_UOLSE_NWorNAA,FOL_IAL_Punjabi_UOLSE_Tot,FOL_IAL_Punjabi_NS,FOL_IAL_Punjabi_Tot,FOL_IAL_Sinhal_SEO,FOL_IAL_Sinhal_UOLSE_VWorW,FOL_IAL_Sinhal_UOLSE_NWorNAA,FOL_IAL_Sinhal_UOLSE_Tot,FOL_IAL_Sinhal_NS,FOL_IAL_Sinhal_Tot,FOL_IAL_Urdu_SEO,FOL_IAL_Urdu_UOLSE_VWorW,FOL_IAL_Urdu_UOLSE_NWorNAA,FOL_IAL_Urdu_UOLSE_Tot,FOL_IAL_Urdu_NS,FOL_IAL_Urdu_Tot,FOL_IAL_Oth_SEO,FOL_IAL_Oth_UOLSE_VWorW,FOL_IAL_Oth_UOLSE_NWorNAA,FOL_IAL_Oth_UOLSE_Tot
LGA15850,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,6,0,12,0,12,..,51,5,55,0,55,..,4,0,4,431,433,2726,56,5,60,430,3218,2646,..,..,..,..,2646,..,6,0,6,0,6,..,0,0,0,0,0,..,5,0,5,0,5,..,5,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,5,0,8,0,8,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0
LGA15900,5,101,0,106,..,99,11,110,0,110,..,124,3,124,4,127,..,68,9,79,5,77,..,396,17,411,3,415,..,280,33,310,0,313,..,127,0,125,3,128,..,65,25,92,0,92,..,38,5,42,0,49,..,233,79,311,6,315,..,1208,184,1391,33,1425,..,7502,1121,8623,108,8733,..,262,48,300,3698,3999,70246,7765,1164,8927,3804,82975,72941,..,..,..,..,72941,..,67,0,67,0,67,..,334,77,411,5,416,..,66,0,63,0,67,..,248,45,297,0,291,..,629,207,841,13,848,..,28,6,39,0,39,..,908,261,1170,14,1183,..,96,12,104,0,104,..,165,5,167,0,167,..,203,7,207,3,212,..,318,72,394,0,395,..,140,12,157,0,158,..,38,5,50,0,50,..,176,22,194,0,193,..,202,9,211,0,211,..,136,9,144,4,146,..,70,5,67,0,67,..,142,14,155,3,161,..,35,0,37
LGA15950,0,77,0,77,..,55,0,55,0,55,..,96,0,96,0,97,..,20,4,23,0,23,..,245,6,251,0,253,..,462,28,493,10,500,..,79,0,78,0,78,..,103,39,144,0,149,..,57,4,58,0,58,..,82,6,88,0,88,..,565,45,614,15,628,..,6514,576,7088,85,7172,..,91,9,102,1297,1399,23875,6610,580,7195,1377,32443,25625,..,..,..,..,25625,..,82,0,82,0,84,..,88,5,95,0,103,..,0,0,0,0,0,..,979,116,1094,3,1102,..,1468,291,1754,8,1760,..,76,5,87,0,87,..,2527,415,2937,14,2951,..,37,0,40,0,40,..,305,4,313,3,313,..,202,0,199,3,202,..,142,6,146,0,146,..,47,4,54,0,54,..,42,0,44,0,44,..,298,8,299,6,308,..,113,0,117,0,119,..,46,3,50,0,50,..,43,3,42,0,42,..,32,3,37,0,34,..,86,0,85
LGA15990,4,157,0,157,..,165,17,177,0,177,..,295,7,308,0,311,..,38,0,38,6,41,..,653,28,687,3,689,..,1370,82,1451,22,1473,..,52,4,55,0,55,..,177,39,213,4,216,..,86,13,98,0,98,..,176,39,219,0,219,..,2861,393,3252,69,3325,..,16954,1801,18750,228,18975,..,451,61,506,3965,4477,105476,17400,1856,19259,4194,128929,107883,..,..,..,..,107883,..,277,6,277,0,277,..,212,14,231,3,234,..,22,0,21,0,21,..,769,208,973,6,972,..,1483,506,1982,10,1998,..,76,11,90,0,90,..,2322,724,3045,12,3057,..,358,50,406,0,407,..,1280,32,1313,18,1331,..,1194,35,1233,14,1244,..,458,40,496,6,506,..,52,3,52,0,52,..,40,0,40,0,45,..,235,10,246,0,246,..,393,23,414,0,414,..,264,27,287,0,288,..,18,0,18,0,18,..,28,0,28,0,28,..,20,0,20
LGA16100,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,5,0,5,0,5,..,4,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,3,0,3,..,30,0,30,0,32,..,126,10,140,0,141,..,8,0,8,409,414,2356,134,10,147,414,2915,2255,..,..,..,..,2255,..,6,0,6,0,6,..,3,0,3,0,3,..,0,0,0,0,0,..,4,0,6,0,6,..,0,5,3,0,3,..,0,0,0,0,0,..,9,3,10,0,10,..,6,0,0,0,0,..,0,0,0,0,0,..,5,0,5,0,5,..,4,0,5,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,9,0,9,0,9,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0
LGA16150,0,44,0,39,..,9,0,9,0,9,..,62,0,62,0,62,..,22,0,22,0,22,..,132,0,133,0,132,..,39,7,42,0,42,..,29,0,28,0,28,..,11,16,29,0,29,..,8,0,5,0,5,..,22,7,28,0,28,..,242,37,276,17,295,..,1343,176,1515,32,1542,..,59,17,73,1132,1204,18431,1393,188,1582,1163,21178,19527,..,..,..,..,19527,..,47,0,47,0,47,..,30,7,36,0,37,..,18,3,20,0,20,..,24,17,37,0,37,..,73,25,97,0,98,..,9,0,4,0,4,..,101,44,139,0,142,..,18,0,19,0,19,..,11,0,11,0,11,..,35,0,33,0,33,..,22,5,29,0,29,..,16,0,16,0,19,..,11,0,7,0,7,..,40,4,44,0,44,..,108,5,112,0,120,..,43,3,50,0,50,..,12,0,12,0,12,..,50,10,55,0,58,..,4,0,8
LGA16200,0,14,0,14,..,11,0,8,0,8,..,15,0,13,0,13,..,0,0,0,0,0,..,35,4,40,0,39,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,3,..,0,0,0,0,0,..,3,0,3,0,3,..,50,5,55,0,56,..,220,29,251,3,256,..,17,0,18,549,564,6332,239,33,270,551,7154,6460,..,..,..,..,6460,..,21,0,21,0,21,..,4,0,4,0,4,..,26,0,26,0,26,..,5,8,12,0,12,..,12,0,14,0,14,..,0,0,0,0,0,..,20,11,29,0,29,..,0,0,0,0,0,..,3,0,3,0,3,..,4,0,4,0,4,..,4,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,5,0,5,0,5,..,13,0,16,0,16,..,0,0,0,0,0,..,5,0,5,0,5,..,3,0,3,0,3,..,0,0,0
LGA16260,18,706,6,714,..,633,50,686,4,694,..,834,19,858,12,870,..,167,8,174,3,178,..,2327,99,2428,23,2455,..,865,96,966,19,983,..,2789,156,2946,32,2976,..,214,56,270,3,269,..,460,85,542,0,549,..,649,85,730,7,739,..,5495,740,6241,177,6417,..,59857,10400,70253,715,70976,..,630,169,798,6673,7474,50292,60478,10571,71052,7394,128734,47818,..,..,..,..,47818,..,86,0,86,0,83,..,3584,531,4112,7,4128,..,28,0,28,0,28,..,6568,2126,8697,43,8738,..,11995,4816,16809,141,16950,..,411,156,563,3,572,..,18974,7097,26070,183,26251,..,236,26,268,0,268,..,224,3,231,5,238,..,170,5,179,5,181,..,572,129,699,10,709,..,935,60,1000,7,1009,..,1768,202,1971,7,1987,..,4232,224,4458,33,4493,..,1891,60,1947,17,1967,..,1345,109,1458,13,1469,..,656,34,694,3,699,..,1342,89,1430,16,1448,..,1061,64,1118
LGA16350,19,657,3,660,..,153,9,155,4,157,..,1119,33,1150,8,1159,..,107,5,115,5,120,..,2007,61,2072,17,2092,..,535,56,597,6,604,..,414,30,436,3,448,..,125,32,162,3,163,..,325,56,380,7,387,..,179,37,214,7,226,..,3212,404,3620,59,3681,..,18319,1997,20317,234,20543,..,355,77,433,6346,6777,80258,18677,2071,20744,6574,107583,81158,..,..,..,..,81158,..,63,0,68,3,65,..,1667,243,1906,15,1921,..,77,0,81,0,81,..,269,113,386,0,388,..,699,286,985,11,997,..,38,15,55,0,55,..,1007,413,1425,16,1438,..,434,54,494,8,499,..,141,9,150,0,156,..,150,6,153,0,151,..,510,98,607,5,611,..,290,35,321,4,322,..,493,61,551,4,556,..,1156,77,1229,3,1231,..,463,75,541,7,547,..,1296,180,1479,12,1490,..,290,17,308,3,316,..,558,64,617,7,623,..,157,7,164
LGA16380,0,29,0,31,..,8,0,8,0,8,..,43,0,48,0,48,..,10,0,13,0,13,..,90,4,94,0,95,..,66,7,73,0,77,..,20,3,23,0,23,..,31,12,37,0,37,..,19,5,22,0,22,..,30,5,40,0,40,..,318,42,361,14,365,..,1407,150,1562,17,1577,..,108,8,117,1904,2025,37972,1519,158,1677,1922,41576,41277,..,..,..,..,41277,..,50,0,50,0,50,..,44,0,43,0,43,..,73,0,72,0,78,..,49,15,63,0,65,..,67,18,82,3,90,..,5,0,5,0,5,..,125,29,157,5,160,..,26,0,27,0,27,..,74,5,74,0,76,..,102,0,105,0,105,..,26,5,28,0,28,..,8,0,8,0,8,..,20,6,27,0,27,..,28,4,27,0,27,..,60,3,62,0,62,..,34,4,37,0,37,..,16,0,15,0,15,..,15,0,15,0,15,..,6,0,8
LGA16400,0,6,0,6,..,9,5,11,0,11,..,32,0,33,0,33,..,20,10,27,0,27,..,72,8,86,0,86,..,72,4,75,0,75,..,3,0,3,0,3,..,32,11,36,0,36,..,13,0,14,0,14,..,32,7,37,0,37,..,256,38,294,6,297,..,1244,157,1394,20,1411,..,88,7,97,1867,1961,33688,1333,166,1493,1882,37059,34699,..,..,..,..,34699,..,55,6,58,0,58,..,19,4,27,0,27,..,37,5,34,0,34,..,22,7,31,0,36,..,77,16,93,0,92,..,10,0,7,0,7,..,107,23,131,4,134,..,38,3,38,0,45,..,64,0,67,0,67,..,74,4,76,4,83,..,57,5,68,0,68,..,10,0,10,0,12,..,3,0,3,0,3,..,20,5,25,0,25,..,33,0,42,0,42,..,23,0,23,0,23,..,0,0,4,0,4,..,4,0,5,0,5,..,0,0,0
LGA16490,3,76,0,76,..,27,6,39,0,39,..,117,5,122,3,123,..,28,5,31,0,31,..,251,17,268,3,275,..,92,7,109,0,104,..,45,0,45,0,42,..,22,0,26,0,26,..,21,0,29,0,29,..,36,5,43,0,43,..,487,60,546,12,559,..,3845,386,4231,36,4269,..,104,13,116,1525,1641,25953,3952,394,4352,1556,31861,25605,..,..,..,..,25605,..,42,0,42,0,42,..,74,9,86,0,84,..,35,0,35,0,35,..,49,12,57,0,57,..,119,19,143,5,148,..,9,0,9,0,9,..,174,34,210,5,209,..,99,19,112,0,112,..,89,0,93,0,93,..,82,0,80,4,81,..,102,17,117,0,122,..,74,6,85,0,85,..,50,0,52,0,52,..,129,10,141,0,138,..,230,13,238,0,244,..,321,27,356,3,358,..,33,3,37,0,37,..,78,11,87,0,86,..,29,0,35
LGA16550,0,118,0,118,..,787,99,886,10,892,..,178,16,190,0,194,..,139,3,145,0,145,..,1224,116,1341,12,1355,..,1059,90,1152,11,1158,..,95,3,100,0,96,..,143,27,173,4,174,..,114,19,129,0,129,..,255,40,293,0,293,..,1424,130,1555,29,1584,..,15474,1657,17134,143,17280,..,279,30,310,4222,4535,43567,15756,1686,17449,4372,65376,45201,..,..,..,..,45201,..,53,0,57,0,52,..,425,55,480,5,483,..,40,4,47,0,47,..,1349,368,1720,7,1723,..,2158,487,2643,17,2660,..,157,34,192,0,192,..,3662,884,4546,28,4572,..,128,18,147,0,150,..,1204,54,1258,10,1270,..,415,13,430,4,434,..,1891,304,2198,10,2206,..,163,7,177,0,177,..,38,0,38,0,38,..,241,0,240,0,239,..,67,3,67,0,73,..,57,4,59,0,59,..,59,0,62,0,62,..,53,0,53,0,53,..,64,0,62
LGA16610,0,8,0,8,..,0,0,0,0,0,..,11,0,11,0,11,..,7,0,3,0,3,..,22,0,21,0,21,..,4,0,4,0,4,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,79,9,87,3,100,..,208,15,222,10,233,..,47,3,48,1138,1187,10211,250,22,273,1141,11631,10499,..,..,..,..,10499,..,5,0,5,0,5,..,0,0,0,0,0,..,43,0,43,0,43,..,4,0,4,0,4,..,9,6,16,0,16,..,0,0,0,0,0,..,15,9,19,0,19,..,0,0,0,0,0,..,6,0,6,0,6,..,22,0,17,0,21,..,6,0,9,0,9,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,9,0,9,0,9,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0
LGA16700,4,367,3,374,..,515,36,552,7,558,..,499,12,511,5,514,..,113,9,129,0,124,..,1493,64,1554,17,1568,..,603,46,647,9,653,..,440,5,444,8,455,..,187,43,226,5,232,..,126,7,126,0,130,..,405,48,452,7,457,..,2174,307,2477,78,2559,..,25442,4436,29877,343,30221,..,260,61,323,2331,2658,30164,25704,4502,30200,2674,63042,29575,..,..,..,..,29575,..,42,0,42,0,41,..,926,105,1037,8,1039,..,0,0,3,0,3,..,3839,1069,4907,37,4943,..,7108,2413,9519,76,9595,..,285,102,386,0,386,..,11229,3581,14811,109,14919,..,174,25,194,3,203,..,153,9,164,0,162,..,151,9,159,0,156,..,515,81,598,0,601,..,302,15,320,6,326,..,130,3,136,0,135,..,942,30,976,4,981,..,358,8,367,0,370,..,190,20,206,3,212,..,204,6,213,4,217,..,287,15,303,3,301,..,205,3,215
LGA16900,0,28,0,28,..,18,0,18,0,15,..,43,0,46,0,49,..,14,0,14,0,14,..,104,4,105,4,110,..,271,29,301,0,305,..,4,0,8,0,8,..,25,9,31,0,31,..,140,28,169,0,169,..,61,18,77,0,77,..,355,51,407,15,422,..,3000,407,3413,46,3455,..,147,16,155,1702,1860,31950,3148,421,3565,1750,37265,33205,..,..,..,..,33205,..,27,0,27,0,27,..,142,13,151,0,158,..,18,0,18,5,20,..,46,13,58,0,59,..,71,22,94,0,94,..,10,0,13,0,13,..,127,37,160,0,164,..,97,20,115,0,115,..,28,0,28,0,28,..,121,4,122,0,122,..,154,23,171,0,173,..,14,0,14,0,14,..,6,0,6,0,6,..,41,6,41,0,41,..,22,4,20,0,20,..,23,5,27,0,27,..,7,0,6,0,6,..,55,0,60,0,60,..,5,0,5
LGA16950,0,45,0,41,..,26,0,21,0,21,..,72,3,73,0,73,..,15,0,15,0,15,..,154,3,155,4,154,..,137,19,161,7,163,..,17,0,17,0,17,..,35,6,49,0,49,..,12,0,10,0,10,..,31,10,41,0,46,..,408,55,463,18,477,..,2162,259,2416,46,2458,..,127,9,134,3954,4088,47169,2286,268,2552,3998,53719,48757,..,..,..,..,48757,..,29,0,32,0,32,..,46,9,54,0,54,..,50,0,54,0,54,..,57,28,89,0,88,..,95,34,124,0,129,..,10,4,12,0,12,..,162,67,226,0,226,..,79,10,81,0,82,..,75,0,73,0,72,..,141,0,143,0,146,..,137,26,163,0,169,..,16,0,17,0,17,..,37,8,48,0,48,..,45,3,49,0,49,..,68,0,68,0,68,..,45,3,51,0,51,..,24,0,24,0,27,..,31,0,27,0,27,..,3,0,3
LGA17000,0,19,0,19,..,5,0,5,0,5,..,39,0,37,0,37,..,4,0,3,0,3,..,61,3,66,0,66,..,13,4,11,0,11,..,3,0,3,0,3,..,13,5,16,0,16,..,0,0,0,0,0,..,14,3,22,0,22,..,73,13,82,0,82,..,357,55,417,4,415,..,34,4,36,831,866,11372,393,55,447,834,12659,10894,..,..,..,..,10894,..,45,0,45,0,45,..,0,0,0,0,0,..,0,0,0,0,0,..,5,7,11,0,11,..,14,3,21,0,21,..,0,0,0,0,0,..,19,12,29,0,29,..,4,0,4,0,4,..,8,0,8,0,8,..,5,0,5,0,8,..,4,0,3,0,3,..,0,0,3,0,3,..,0,0,8,0,8,..,15,0,16,0,16,..,0,0,0,0,4,..,4,4,9,0,9,..,3,0,12,0,12,..,4,0,7,0,7,..,3,0,3
LGA17040,0,3,0,3,..,6,0,6,0,6,..,11,4,11,0,11,..,5,0,5,0,5,..,24,4,29,0,29,..,49,7,54,0,54,..,3,0,3,0,3,..,19,0,19,0,19,..,3,0,3,0,3,..,3,0,10,0,10,..,102,12,107,4,114,..,575,63,638,8,649,..,26,4,31,971,1004,9524,599,66,665,982,11169,9061,..,..,..,..,9061,..,10,0,10,0,10,..,14,4,22,0,22,..,6,0,6,0,6,..,23,0,21,0,21,..,65,25,87,0,93,..,0,0,0,0,0,..,87,26,111,0,113,..,0,0,3,0,3,..,19,0,19,0,19,..,76,0,76,0,76,..,22,0,22,0,22,..,0,0,0,0,0,..,0,0,0,0,0,..,9,0,9,0,10,..,19,0,19,0,18,..,10,0,13,0,13,..,11,0,9,0,9,..,7,0,15,0,15,..,0,0,0
LGA17080,0,16,0,16,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,18,0,21,0,21,..,9,0,9,0,9,..,5,0,5,0,5,..,14,3,16,0,16,..,0,0,0,0,0,..,8,0,8,0,8,..,74,11,83,0,83,..,288,31,319,0,319,..,23,0,21,691,712,6474,309,35,343,691,7504,6501,..,..,..,..,6501,..,43,0,43,0,48,..,0,0,4,0,4,..,26,0,29,0,29,..,7,4,11,0,11,..,12,0,14,0,14,..,0,0,0,0,0,..,22,8,33,0,33,..,0,0,0,0,0,..,9,0,9,0,9,..,16,4,17,0,17,..,4,0,9,0,9,..,0,0,0,0,0,..,3,0,3,0,3,..,3,0,3,0,3,..,4,0,4,0,4,..,10,0,10,0,10,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0
LGA17100,0,98,0,103,..,125,11,139,0,139,..,123,0,124,0,128,..,46,9,53,0,55,..,392,22,416,3,412,..,179,28,206,0,211,..,1029,45,1072,10,1088,..,66,40,107,0,109,..,77,12,92,0,92,..,434,71,504,8,512,..,1319,92,1412,27,1442,..,12666,2137,14803,132,14936,..,152,43,197,1184,1385,7045,12824,2179,15004,1320,23365,6235,..,..,..,..,6235,..,6,0,6,0,6,..,1031,129,1161,7,1169,..,0,0,0,0,0,..,1152,447,1595,9,1607,..,1655,891,2547,18,2563,..,92,42,130,0,130,..,2897,1377,4278,25,4302,..,74,5,84,0,84,..,28,0,31,0,31,..,13,0,18,0,18,..,243,43,284,0,284,..,162,18,181,0,182,..,93,3,96,0,95,..,607,23,632,3,637,..,1180,28,1207,3,1207,..,147,9,152,0,153,..,49,4,55,0,55,..,221,25,243,3,249,..,129,14,139
LGA17150,9,137,0,137,..,148,10,153,0,160,..,158,8,165,5,167,..,29,0,29,0,25,..,463,18,483,9,491,..,819,62,881,13,897,..,42,0,43,0,43,..,157,30,189,0,188,..,94,5,100,0,100,..,230,37,263,4,265,..,1141,167,1313,53,1363,..,12917,1522,14434,177,14613,..,306,15,327,3402,3726,94217,13223,1537,14764,3576,112561,96526,..,..,..,..,96526,..,132,3,133,0,133,..,1055,103,1151,6,1159,..,24,0,24,0,24,..,954,280,1230,7,1236,..,1544,526,2066,9,2080,..,96,22,119,0,119,..,2593,830,3413,17,3435,..,303,29,337,7,343,..,325,8,332,0,335,..,367,3,370,4,372,..,1988,210,2199,14,2212,..,64,4,68,0,68,..,79,5,85,0,85,..,204,9,214,0,214,..,122,5,128,0,129,..,68,6,68,0,69,..,34,0,33,0,33,..,56,0,56,0,56,..,31,0,31
LGA17200,5,277,3,281,..,1951,197,2145,14,2164,..,348,4,353,0,356,..,396,44,443,0,443,..,2971,250,3219,24,3243,..,2437,179,2618,22,2642,..,212,4,218,7,221,..,1471,876,2350,15,2363,..,326,49,381,0,379,..,888,164,1052,9,1058,..,2081,259,2344,61,2406,..,30179,4704,34883,287,35171,..,442,100,545,7788,8331,67116,30626,4803,35426,8071,110615,55605,..,..,..,..,55605,..,77,0,77,0,77,..,509,56,565,0,570,..,58,4,62,0,67,..,2512,759,3273,23,3294,..,8199,1898,10095,56,10151,..,366,94,462,4,466,..,11078,2754,13831,79,13908,..,110,9,124,0,122,..,963,28,988,7,996,..,491,10,501,4,510,..,769,166,940,6,945,..,183,7,188,0,188,..,83,6,87,0,87,..,690,10,701,7,706,..,129,4,132,0,132,..,96,0,95,0,95,..,93,0,91,0,91,..,99,5,104,0,104,..,129,3,130
LGA17310,0,75,0,80,..,10,0,10,0,10,..,127,5,133,0,137,..,15,0,14,0,14,..,233,11,243,3,246,..,27,5,31,0,34,..,18,4,19,0,19,..,15,8,22,0,22,..,5,0,5,0,5,..,110,63,174,0,174,..,312,49,366,17,380,..,1482,326,1812,33,1846,..,81,11,88,2139,2226,26830,1562,335,1901,2173,30906,28137,..,..,..,..,28137,..,19,0,26,0,26,..,40,8,45,0,45,..,113,0,116,0,118,..,29,12,47,0,42,..,103,95,200,0,200,..,0,0,0,0,0,..,134,107,245,5,250,..,4,0,4,0,4,..,33,0,33,0,33,..,21,0,23,0,23,..,13,4,16,0,16,..,17,0,17,0,17,..,21,0,22,0,22,..,46,0,47,0,48,..,103,6,107,0,110,..,94,7,105,5,106,..,10,0,10,0,10,..,25,4,31,0,33,..,3,6,3
