LGA_CODE_2021,FOL_IAL_Oth_NS,FOL_IAL_Oth_Tot,FOL_IAL_Tot_SEO,FOL_IAL_Tot_UOLSE_VWorW,FOL_IAL_Tot_UOLSE_NWorNAA,FOL_IAL_Tot_UOLSE_Tot,FOL_IAL_Tot_NS,FOL_IAL_Tot_Tot,FOL_Italian_SEO,FOL_Italian_UOLSE_VWorW,FOL_Italian_UOLSE_NWorNAA,FOL_Italian_UOLSE_Tot,FOL_Italian_NS,FOL_Italian_Tot,FOL_Japan_SEO,FOL_Japan_UOLSE_VWorW,FOL_Japan_UOLSE_NWorNAA,FOL_Japan_UOLSE_Tot,FOL_Japan_NS,FOL_Japan_Tot,FOL_Khmer_SEO,FOL_Khmer_UOLSE_VWorW,FOL_Khmer_UOLSE_NWorNAA,FOL_Khmer_UOLSE_Tot,FOL_Khmer_NS,FOL_Khmer_Tot,FOL_Korean_SEO,FOL_Korean_UOLSE_VWorW,FOL_Korean_UOLSE_NWorNAA,FOL_Korean_UOLSE_Tot,FOL_Korean_NS,FOL_Korean_Tot,FOL_Macedon_SEO,FOL_Macedon_UOLSE_VWorW,FOL_Macedon_UOLSE_NWorNAA,FOL_Macedon_UOLSE_Tot,FOL_Macedon_NS,FOL_Macedon_Tot,FOL_Malayalam_SEO,FOL_Malayalam_UOLSE_VWorW,FOL_Malayalam_UOLSE_NWorNAA,FOL_Malayalam_UOLSE_Tot,FOL_Malayalam_NS,FOL_Malayalam_Tot,FOL_Persian_ED_SEO,FOL_Persian_ED_UOLSE_VWorW,FOL_Persian_ED_UOLSE_NWorNAA,FOL_Persian_ED_UOLSE_Tot,FOL_Persian_ED_NS,FOL_Persian_ED_Tot,FOL_Polish_SEO,FOL_Polish_UOLSE_VWorW,FOL_Polish_UOLSE_NWorNAA,FOL_Polish_UOLSE_Tot,FOL_Polish_NS,FOL_Polish_Tot,FOL_Portuguese_SEO,FOL_Portuguese_UOLSE_VWorW,FOL_Portuguese_UOLSE_NWorNAA,FOL_Portuguese_UOLSE_Tot,FOL_Portuguese_NS,FOL_Portuguese_Tot,FOL_Russian_SEO,FOL_Russian_UOLSE_VWorW,FOL_Russian_UOLSE_NWorNAA,FOL_Russian_UOLSE_Tot,FOL_Russian_NS,FOL_Russian_Tot,FOL_Samoan_SEO,FOL_Samoan_UOLSE_VWorW,FOL_Samoan_UOLSE_NWorNAA,FOL_Samoan_UOLSE_Tot,FOL_Samoan_NS,FOL_Samoan_Tot,FOL_Serbian_SEO,FOL_Serbian_UOLSE_VWorW,FOL_Serbian_UOLSE_NWorNAA,FOL_Serbian_UOLSE_Tot,FOL_Serbian_NS,FOL_Serbian_Tot,FOL_SAL_Filipin_SEO,FOL_SAL_Filipin_UOLSE_VWorW,FOL_SAL_Filipin_UOLSE_NWorNAA,FOL_SAL_Filipin_UOLSE_Tot,FOL_SAL_Filipin_NS,FOL_SAL_Filipin_Tot,FOL_SAL_Indon_SEO,FOL_SAL_Indon_UOLSE_VWorW,FOL_SAL_Indon_UOLSE_NWorNAA,FOL_SAL_Indon_UOLSE_Tot,FOL_SAL_Indon_NS,FOL_SAL_Indon_Tot,FOL_SAL_Tagalog_SEO,FOL_SAL_Tagalog_UOLSE_VWorW,FOL_SAL_Tagalog_UOLSE_NWorNAA,FOL_SAL_Tagalog_UOLSE_Tot,FOL_SAL_Tagalog_NS,FOL_SAL_Tagalog_Tot,FOL_SAL_Oth_SEO,FOL_SAL_Oth_UOLSE_VWorW,FOL_SAL_Oth_UOLSE_NWorNAA,FOL_SAL_Oth_UOLSE_Tot,FOL_SAL_Oth_NS,FOL_SAL_Oth_Tot,FOL_SAL_Tot_SEO,FOL_SAL_Tot_UOLSE_VWorW,FOL_SAL_Tot_UOLSE_NWorNAA,FOL_SAL_Tot_UOLSE_Tot,FOL_SAL_Tot_NS,FOL_SAL_Tot_Tot,FOL_Spanish_SEO,FOL_Spanish_UOLSE_VWorW,FOL_Spanish_UOLSE_NWorNAA,FOL_Spanish_UOLSE_Tot,FOL_Spanish_NS,FOL_Spanish_Tot,FOL_Tamil_SEO,FOL_Tamil_UOLSE_VWorW,FOL_Tamil_UOLSE_NWorNAA,FOL_Tamil_UOLSE_Tot,FOL_Tamil_NS,FOL_Tamil_Tot,FOL_Thai_SEO,FOL_Thai_UOLSE_VWorW,FOL_Thai_UOLSE_NWorNAA,FOL_Thai_UOLSE_Tot,FOL_Thai_NS,FOL_Thai_Tot,FOL_Turkish_SEO,FOL_Turkish_UOLSE_VWorW,FOL_Turkish_UOLSE_NWorNAA,FOL_Turkish_UOLSE_Tot,FOL_Turkish_NS,FOL_Turkish_Tot,FOL_Vietnamese_SEO,FOL_Vietnamese_UOLSE_VWorW,FOL_Vietnamese_UOLSE_NWorNAA,FOL_Vietnamese_UOLSE_Tot,FOL_Vietnamese_NS,FOL_Vietnamese_Tot,FOL_Oth_SEO,FOL_Oth_UOLSE_VWorW,FOL_Oth_UOLSE_NWorNAA,FOL_Oth_UOLSE_Tot,FOL_Oth_NS,FOL_Oth_Tot,FOL_Tot_SEO,FOL_Tot_UOLSE_VWorW,FOL_Tot_UOLSE_NWorNAA,FOL_Tot_UOLSE_Tot,FOL_Tot_NS,FOL_Tot_Tot,F_LUatH_NS_SEO,F_LUatH_NS_UOLSE_VWorW,F_LUatH_NS_UOLSE_NWorNAA,F_LUatH_NS_UOLSE_Tot,F_LUatH_NS_NS,F_LUatH_NS_Tot,F_Tot_SEO,F_Tot_UOLSE_VWorW,F_Tot_UOLSE_NWorNAA,F_Tot_UOLSE_Tot,F_Tot_NS,F_Tot_Tot,PSEO_SEO,PSEO_UOLSE_VWorW,PSEO_UOLSE_NWorNAA,PSEO_UOLSE_Tot,PSEO_NS,PSEO_Tot,POL_Afrikaans_SEO,POL_Afrikaans_UOLSE_VWorW,POL_Afrikaans_UOLSE_NWorNAA,POL_Afrikaans_UOLSE_Tot,POL_Afrikaans_NS,POL_Afrikaans_Tot,POL_Arabic_SEO,POL_Arabic_UOLSE_VWorW,POL_Arabic_UOLSE_NWorNAA,POL_Arabic_UOLSE_Tot,POL_Arabic_NS,POL_Arabic_Tot,POL_AIndLng_SEO,POL_AIndLng_UOLSE_VWorW,POL_AIndLng_UOLSE_NWorNAA,POL_AIndLng_UOLSE_Tot,POL_AIndLng_NS,POL_AIndLng_Tot,POL_CL_Canton_SEO,POL_CL_Canton_UOLSE_VWorW,POL_CL_Canton_UOLSE_NWorNAA,POL_CL_Canton_UOLSE_Tot,POL_CL_Canton_NS,POL_CL_Canton_Tot,POL_CL_Mandarin_SEO,POL_CL_Mandarin_UOLSE_VWorW,POL_CL_Mandarin_UOLSE_NWorNAA,POL_CL_Mandarin_UOLSE_Tot,POL_CL_Mandarin_NS,POL_CL_Mandarin_Tot
LGA15950,0,85,..,705,26,725,4,732,..,242,0,245,0,248,..,510,87,594,4,600,..,7,0,8,0,8,..,273,53,327,5,331,..,32,3,34,0,34,..,43,0,43,0,43,..,199,13,211,4,213,..,140,3,146,0,145,..,337,19,359,3,360,..,251,17,270,3,273,..,3,0,3,0,3,..,74,0,77,0,77,..,107,0,107,0,110,..,108,4,110,0,111,..,161,4,167,0,169,..,34,7,34,0,34,..,413,10,421,4,429,..,549,40,590,12,600,..,83,3,87,0,87,..,224,48,272,0,272,..,62,5,68,0,68,..,164,20,181,3,181,..,667,63,729,21,750,..,8349,843,9199,90,9293,..,120,18,138,1451,1587,25625,8476,860,9334,1550,36505,49499,..,..,..,..,49499,..,152,3,156,0,162,..,192,16,205,0,210,..,11,0,11,0,11,..,1686,192,1875,9,1888,..,2469,474,2941,27,2968
LGA15990,3,18,..,1049,64,1110,3,1114,..,1445,194,1638,13,1651,..,621,66,689,8,695,..,33,6,40,0,37,..,311,112,421,8,424,..,67,4,69,0,69,..,31,0,31,0,31,..,299,28,328,0,332,..,297,19,312,0,316,..,1715,109,1819,28,1843,..,381,42,423,4,431,..,28,0,34,0,34,..,558,67,627,3,631,..,291,9,299,0,301,..,219,18,229,3,232,..,455,10,465,3,474,..,81,5,85,0,85,..,1040,44,1078,9,1094,..,1535,95,1628,24,1651,..,46,0,48,0,48,..,409,85,491,0,491,..,88,19,105,0,109,..,257,56,312,4,316,..,3316,330,3647,51,3698,..,19628,2234,21862,212,22075,..,471,58,526,4143,4666,107883,20103,2285,22386,4355,134623,213359,..,..,..,..,213359,..,540,6,546,0,548,..,475,29,505,3,511,..,37,4,38,0,38,..,1434,348,1783,7,1788,..,2667,849,3513,23,3536
LGA16100,0,0,..,12,0,15,0,15,..,6,0,8,0,8,..,0,0,0,0,0,..,0,3,5,0,5,..,0,0,0,0,0,..,0,0,0,0,0,..,10,0,10,0,10,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,6,0,5,0,7,..,0,0,0,0,0,..,0,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,5,0,5,0,4,..,4,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,6,0,6,0,6,..,21,8,25,0,32,..,90,23,115,5,121,..,10,0,11,276,288,2255,99,27,127,281,2662,4612,..,..,..,..,4612,..,11,0,11,0,11,..,6,0,10,0,10,..,0,0,0,0,0,..,3,4,8,0,8,..,3,5,5,0,5
LGA16150,0,8,..,287,23,312,3,316,..,45,10,52,0,52,..,14,0,19,0,19,..,0,6,5,0,5,..,28,11,33,0,33,..,5,0,5,0,5,..,128,13,141,0,141,..,9,0,8,0,8,..,17,3,17,0,17,..,5,0,8,0,8,..,36,6,40,0,43,..,5,0,5,0,5,..,14,4,16,0,16,..,47,0,47,0,47,..,14,0,14,0,16,..,74,0,75,0,75,..,12,0,12,0,12,..,147,4,148,0,154,..,44,0,46,0,45,..,27,0,25,0,25,..,30,16,45,0,45,..,9,4,16,0,16,..,17,4,26,0,30,..,234,27,260,7,270,..,1384,183,1565,22,1586,..,57,9,63,1153,1220,19527,1440,188,1630,1177,22333,37958,..,..,..,..,37958,..,89,0,89,0,89,..,65,6,79,0,82,..,37,6,40,0,40,..,50,31,81,0,79,..,126,43,172,3,177
LGA16200,0,0,..,30,0,31,0,31,..,3,0,3,0,3,..,0,0,3,0,3,..,0,0,0,0,0,..,5,0,5,0,5,..,0,0,0,0,0,..,9,0,9,0,9,..,0,0,0,0,0,..,6,0,6,0,6,..,0,0,0,0,0,..,4,0,6,0,6,..,3,0,3,0,3,..,0,0,0,0,0,..,17,0,17,0,15,..,3,0,3,0,3,..,14,0,14,0,14,..,0,0,0,0,0,..,37,0,37,0,36,..,12,0,12,0,12,..,0,0,0,0,0,..,6,6,10,0,10,..,0,0,0,0,0,..,5,5,8,0,8,..,51,3,53,0,58,..,221,19,238,0,244,..,18,0,19,486,505,6460,238,19,258,485,7208,12796,..,..,..,..,12796,..,42,3,42,0,42,..,5,0,5,0,5,..,46,0,49,0,49,..,14,11,26,0,26,..,21,10,33,0,33
LGA16260,11,1129,..,13232,848,14080,117,14193,..,586,63,645,5,651,..,349,47,398,5,395,..,66,14,87,0,87,..,4827,2525,7351,47,7394,..,54,8,61,0,61,..,902,49,945,5,956,..,1322,356,1678,10,1687,..,245,26,269,0,268,..,274,25,303,5,307,..,345,49,396,0,398,..,96,14,114,4,115,..,215,21,238,7,235,..,890,19,910,13,928,..,744,68,807,4,814,..,1277,29,1306,4,1315,..,226,12,237,5,243,..,3134,126,3268,26,3292,..,1011,123,1135,12,1147,..,2489,206,2693,40,2736,..,448,129,580,0,581,..,497,103,593,5,600,..,851,146,992,6,1002,..,4936,765,5704,145,5851,..,59735,13448,73183,647,73833,..,657,198,855,5486,6346,47818,60392,13644,74039,6136,127995,98111,..,..,..,..,98111,..,163,0,159,0,159,..,7381,896,8278,33,8311,..,50,0,50,0,50,..,12659,3649,16308,95,16404,..,22887,8660,31551,274,31823
LGA16350,0,171,..,4704,512,5210,39,5257,..,494,72,569,4,571,..,76,8,87,0,89,..,55,26,83,3,84,..,218,132,346,0,346,..,69,12,81,0,79,..,470,26,493,0,496,..,206,66,271,0,269,..,176,26,202,0,204,..,100,19,122,6,124,..,132,19,151,0,151,..,678,47,720,6,726,..,196,18,216,3,217,..,767,24,796,9,802,..,190,20,214,4,220,..,1435,46,1485,6,1487,..,181,4,189,0,189,..,2573,104,2675,18,2694,..,608,88,694,6,705,..,399,38,439,6,444,..,277,90,365,3,372,..,302,73,376,9,378,..,251,69,326,0,325,..,3262,447,3711,64,3777,..,19252,2712,21970,211,22182,..,479,85,558,6187,6747,81158,19732,2801,22532,6394,110085,161419,..,..,..,..,161419,..,115,3,121,3,119,..,3474,422,3898,24,3922,..,134,7,137,0,143,..,524,209,728,6,731,..,1223,499,1717,30,1747
LGA16380,0,8,..,180,16,195,0,201,..,57,9,67,0,67,..,33,7,39,0,39,..,0,0,3,0,3,..,23,9,32,0,32,..,4,0,4,0,4,..,45,0,49,0,49,..,6,0,5,0,11,..,25,0,32,0,32,..,29,0,31,0,31,..,25,4,31,0,31,..,6,0,6,0,6,..,6,3,9,0,9,..,77,4,83,0,81,..,17,0,17,0,17,..,79,0,85,3,90,..,23,0,24,0,24,..,199,7,209,5,212,..,90,8,94,0,96,..,19,10,23,0,27,..,73,7,82,0,87,..,16,3,20,0,20,..,45,13,60,0,60,..,354,38,390,9,397,..,1696,173,1866,23,1888,..,93,8,104,1917,2016,41277,1788,180,1968,1939,45188,79252,..,..,..,..,79252,..,93,0,93,0,93,..,90,6,91,0,95,..,130,0,130,0,133,..,82,33,114,0,111,..,142,27,162,3,167
LGA16400,0,0,..,98,7,111,0,111,..,76,8,85,0,83,..,26,6,26,0,26,..,3,0,3,0,3,..,17,4,17,0,17,..,14,4,18,0,18,..,16,0,20,0,20,..,6,0,8,0,8,..,26,7,29,0,29,..,29,0,29,0,29,..,32,8,38,0,36,..,12,0,12,0,12,..,9,0,8,0,8,..,38,0,38,0,43,..,16,0,20,0,20,..,86,0,92,0,92,..,19,6,18,0,18,..,160,8,169,0,169,..,82,3,88,0,86,..,7,0,7,0,7,..,83,23,101,0,101,..,7,0,8,0,8,..,29,16,47,0,47,..,276,39,317,3,322,..,1434,165,1601,12,1611,..,94,8,104,1801,1903,34699,1530,171,1703,1819,38218,68383,..,..,..,..,68383,..,113,6,114,0,114,..,57,4,61,0,61,..,67,5,71,0,71,..,47,15,67,0,61,..,121,33,153,4,159
LGA16490,0,35,..,949,69,1019,7,1023,..,272,32,300,0,300,..,23,0,20,0,27,..,11,0,9,0,9,..,38,5,44,0,44,..,357,65,423,0,423,..,66,6,76,3,82,..,18,0,18,0,18,..,44,0,45,3,49,..,52,8,62,0,62,..,44,4,45,0,45,..,20,0,23,0,23,..,145,12,155,3,156,..,105,6,108,0,108,..,43,4,49,0,49,..,163,6,163,3,172,..,38,0,34,0,34,..,345,11,358,3,358,..,107,8,116,3,121,..,39,0,39,0,39,..,72,6,78,0,81,..,11,0,15,0,15,..,48,13,57,0,57,..,515,44,557,11,569,..,3843,382,4217,47,4269,..,112,19,129,1447,1574,25605,3953,392,4352,1488,31441,51554,..,..,..,..,51554,..,94,0,94,6,98,..,153,23,178,4,177,..,71,3,70,0,70,..,88,24,117,0,117,..,208,51,263,6,264
LGA16550,0,62,..,730,22,755,0,757,..,654,67,718,6,723,..,283,27,311,0,311,..,18,12,26,0,26,..,213,38,249,0,253,..,35,0,31,0,31,..,68,0,68,0,68,..,154,15,164,0,164,..,286,35,319,0,326,..,1080,92,1170,3,1178,..,786,164,955,0,955,..,18,3,16,0,16,..,180,24,200,0,200,..,188,8,192,0,192,..,853,115,972,5,975,..,312,7,324,5,328,..,166,7,175,0,176,..,1525,139,1665,15,1675,..,1227,129,1363,10,1372,..,111,0,113,0,113,..,307,65,367,0,368,..,113,18,133,3,136,..,317,50,372,3,373,..,1627,148,1777,36,1816,..,17508,2385,19890,148,20042,..,283,39,324,3295,3626,45201,17790,2429,20218,3448,68869,88767,..,..,..,..,88767,..,92,4,97,0,98,..,831,93,925,9,937,..,74,7,81,0,79,..,2520,585,3103,19,3120,..,4109,833,4948,30,4974
LGA16610,0,0,..,9,0,9,0,9,..,13,0,15,0,18,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,6,0,6,0,6,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,19,0,25,0,25,..,3,0,3,0,3,..,34,0,35,0,35,..,3,4,9,0,9,..,65,9,75,0,75,..,4,0,4,0,4,..,0,0,0,0,0,..,13,3,15,0,15,..,0,0,0,0,0,..,0,0,0,0,0,..,101,16,113,0,120,..,281,39,322,3,328,..,41,5,49,1063,1115,10499,329,44,374,1067,11941,20715,..,..,..,..,20715,..,14,0,14,0,14,..,0,0,0,0,0,..,77,0,77,0,77,..,11,5,13,0,13,..,17,6,21,0,21
LGA16700,0,215,..,2618,119,2736,21,2755,..,1001,160,1165,14,1179,..,424,61,484,0,481,..,20,5,23,0,23,..,2040,976,3019,23,3046,..,76,11,89,0,89,..,172,3,179,0,183,..,704,89,792,4,798,..,148,11,163,4,168,..,215,22,235,0,235,..,288,35,323,0,330,..,10,0,12,0,12,..,141,20,165,0,168,..,503,14,518,6,520,..,586,56,637,5,644,..,647,14,660,12,666,..,183,3,189,0,188,..,1923,82,2008,20,2025,..,734,69,807,3,805,..,441,17,461,4,467,..,358,82,443,3,444,..,110,16,128,0,128,..,551,63,612,5,617,..,2293,352,2644,49,2696,..,27475,5987,33467,279,33745,..,258,80,339,2427,2765,29575,27735,6069,33799,2706,66080,59738,..,..,..,..,59738,..,96,0,100,0,97,..,1916,184,2104,18,2126,..,10,3,13,0,13,..,7395,1836,9231,65,9297,..,13377,4224,17601,156,17757
LGA16900,0,5,..,171,12,183,0,183,..,192,28,227,3,225,..,22,0,25,0,25,..,10,4,13,0,15,..,23,6,27,0,27,..,638,144,779,4,783,..,62,8,72,0,70,..,27,0,32,0,32,..,55,4,58,0,58,..,110,11,121,0,122,..,16,4,22,0,22,..,5,0,5,0,5,..,126,24,149,3,149,..,69,7,76,0,75,..,20,5,25,0,25,..,108,4,108,0,108,..,23,0,23,0,23,..,219,10,229,0,233,..,319,71,393,3,401,..,13,0,13,0,10,..,94,24,119,0,119,..,138,30,166,4,171,..,70,26,98,0,98,..,402,55,459,12,472,..,3414,565,3980,33,4013,..,137,17,155,1630,1786,33205,3549,583,4131,1664,39006,65160,..,..,..,..,65160,..,52,0,52,0,52,..,284,25,305,8,309,..,36,0,36,5,40,..,62,29,87,0,87,..,131,49,179,0,179
LGA16950,0,3,..,272,17,290,3,292,..,134,9,151,0,151,..,46,3,50,0,50,..,10,0,11,3,15,..,22,10,32,0,32,..,31,0,33,0,31,..,45,12,50,0,50,..,13,3,18,0,18,..,36,4,43,0,43,..,38,0,38,0,42,..,43,7,48,0,47,..,8,0,8,0,8,..,21,5,24,0,24,..,76,0,82,0,80,..,32,0,33,0,33,..,155,4,155,0,162,..,33,3,36,0,36,..,296,10,305,0,303,..,153,16,168,0,175,..,25,0,26,0,26,..,94,22,119,0,119,..,12,0,7,0,7,..,50,15,72,0,69,..,470,45,523,12,531,..,2492,306,2799,38,2837,..,160,9,173,3041,3215,48757,2654,318,2972,3080,54813,95928,..,..,..,..,95928,..,55,5,59,0,59,..,111,14,132,0,130,..,100,7,111,6,110,..,113,60,171,0,173,..,154,50,202,3,209
LGA17000,0,3,..,34,10,46,0,45,..,9,0,9,0,9,..,0,0,0,0,0,..,0,0,0,0,0,..,5,0,5,0,5,..,0,0,0,0,0,..,5,0,5,0,5,..,0,0,0,0,0,..,6,0,3,0,3,..,6,0,6,0,6,..,5,0,7,0,7,..,0,0,0,0,0,..,0,0,0,0,0,..,32,0,34,0,34,..,0,0,0,0,0,..,49,0,51,0,51,..,0,4,0,0,0,..,88,3,92,0,92,..,16,3,22,0,22,..,0,0,0,0,0,..,26,6,34,0,34,..,4,0,4,0,4,..,16,8,21,0,21,..,56,9,60,0,60,..,361,48,410,3,416,..,35,0,38,572,608,10894,396,56,449,576,11918,22267,..,..,..,..,22267,..,85,3,88,0,89,..,15,0,13,0,13,..,11,0,11,0,11,..,14,15,27,0,27,..,37,13,51,0,51
LGA17040,0,0,..,55,9,60,3,62,..,40,4,41,0,41,..,9,0,9,0,9,..,0,0,0,0,0,..,6,0,6,0,6,..,5,0,5,0,5,..,6,0,5,0,5,..,0,0,0,0,0,..,11,4,19,0,19,..,9,0,9,0,9,..,22,0,26,0,26,..,0,0,0,0,0,..,8,0,8,0,9,..,11,0,11,0,11,..,5,0,5,0,5,..,10,0,10,0,10,..,4,0,4,0,4,..,35,0,35,0,35,..,44,6,46,0,46,..,0,0,0,0,0,..,37,10,42,0,42,..,4,0,5,0,5,..,5,0,9,0,9,..,88,11,95,4,105,..,617,79,689,11,704,..,19,0,23,715,734,9061,630,79,706,724,10500,18588,..,..,..,..,18588,..,20,0,20,0,20,..,40,4,37,3,43,..,11,0,11,0,11,..,35,3,35,0,35,..,98,38,138,4,142
LGA17080,0,0,..,25,0,26,0,26,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,..,3,0,3,0,3,..,3,0,3,0,3,..,6,0,6,0,6,..,5,0,5,0,5,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,19,0,20,0,20,..,4,0,4,0,4,..,12,0,12,0,11,..,0,0,0,0,0,..,29,0,30,0,37,..,6,0,6,0,6,..,6,0,6,0,6,..,14,9,24,0,24,..,0,0,0,0,0,..,3,0,3,0,3,..,69,8,83,3,87,..,303,29,334,3,335,..,19,0,20,529,552,6501,317,33,352,535,7391,12979,..,..,..,..,12979,..,83,0,83,0,91,..,9,0,13,0,13,..,39,0,46,0,46,..,19,4,26,0,26,..,33,8,41,0,41
LGA17100,0,139,..,2581,123,2702,14,2714,..,283,40,323,0,329,..,44,13,62,0,62,..,16,3,19,0,19,..,877,582,1463,7,1467,..,3,0,4,0,4,..,143,5,150,0,155,..,28,5,34,0,35,..,37,5,44,0,39,..,31,13,40,0,42,..,75,15,93,0,93,..,15,0,12,0,12,..,30,3,38,0,38,..,136,0,137,4,137,..,153,16,161,0,165,..,186,5,187,4,189,..,44,4,51,0,51,..,518,19,542,9,547,..,199,23,224,0,219,..,1009,94,1106,10,1114,..,129,46,174,4,177,..,75,13,87,0,87,..,518,114,630,5,634,..,992,111,1111,27,1136,..,11915,2799,14715,111,14825,..,144,35,185,988,1170,6235,12060,2838,14901,1097,22229,13277,..,..,..,..,13277,..,4,0,4,0,4,..,2124,202,2327,8,2339,..,5,0,5,0,5,..,2232,741,2976,16,2992,..,3078,1606,4682,39,4716
LGA17150,0,31,..,654,34,690,7,694,..,774,75,850,0,853,..,257,17,278,4,282,..,36,17,48,0,48,..,124,39,159,0,159,..,603,65,673,5,679,..,55,3,60,0,60,..,91,7,96,0,95,..,293,16,311,0,311,..,487,63,549,8,557,..,639,122,757,0,757,..,28,0,28,0,30,..,217,18,239,0,236,..,199,4,205,0,200,..,211,18,234,0,238,..,303,7,311,3,317,..,52,0,55,0,55,..,767,41,806,3,810,..,969,105,1073,12,1088,..,57,0,56,0,56,..,360,48,407,0,407,..,101,12,115,0,115,..,281,51,331,6,338,..,1370,164,1533,31,1571,..,14923,2081,17001,142,17139,..,325,35,366,3617,3983,96526,15251,2113,17365,3764,117649,190743,..,..,..,..,190743,..,240,0,242,0,242,..,2091,172,2270,14,2281,..,46,0,45,0,51,..,1807,494,2304,16,2320,..,2847,887,3734,26,3763
LGA17200,0,130,..,1498,32,1527,7,1529,..,709,33,743,10,753,..,757,115,870,7,880,..,54,3,53,0,53,..,989,257,1242,12,1258,..,113,10,120,0,120,..,114,8,120,0,120,..,372,20,392,4,393,..,326,13,342,6,347,..,960,91,1049,8,1061,..,820,242,1057,0,1060,..,32,0,32,0,38,..,233,20,252,0,252,..,314,7,320,0,325,..,1984,221,2205,11,2215,..,419,3,422,0,431,..,357,28,386,0,388,..,3070,263,3333,15,3354,..,2162,236,2399,13,2414,..,140,5,145,7,150,..,2563,971,3537,17,3556,..,235,44,282,0,285,..,1127,317,1440,12,1450,..,2066,224,2289,53,2337,..,32353,5929,38281,269,38552,..,443,104,546,6308,6861,55605,32796,6031,38828,6583,101018,122723,..,..,..,..,122723,..,204,4,204,0,204,..,1291,96,1386,4,1393,..,121,9,125,0,126,..,4719,1239,5959,43,6006,..,14714,3397,18112,101,18213
LGA17310,0,3,..,316,22,341,6,346,..,17,0,18,0,19,..,13,5,17,0,17,..,0,0,0,0,0,..,14,0,9,0,9,..,0,0,0,0,0,..,64,4,66,0,69,..,9,0,15,0,15,..,0,0,0,0,0,..,5,0,5,0,5,..,10,0,15,0,15,..,0,0,0,0,0,..,0,0,0,0,0,..,70,0,69,3,73,..,13,0,13,0,13,..,153,5,156,0,156,..,18,0,18,4,21,..,254,8,257,0,267,..,29,0,29,0,29,..,9,0,9,0,9,..,30,7,36,0,36,..,0,0,0,0,0,..,99,81,179,0,181,..,313,39,352,11,358,..,1470,291,1760,28,1792,..,105,7,114,2123,2235,28137,1576,300,1877,2151,32166,54968,..,..,..,..,54968,..,50,4,51,0,51,..,78,11,90,0,91,..,186,6,191,3,199,..,66,25,88,4,90,..,201,236,436,6,441
LGA17350,0,0,..,12,0,15,0,15,..,4,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,3,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,20,0,20,0,20,..,0,0,0,0,0,..,18,0,18,0,18,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,7,3,4,0,4,..,9,0,14,0,15,..,73,14,82,7,85,..,7,0,7,160,170,2835,79,14,88,165,3085,5562,..,..,..,..,5562,..,0,0,0,0,0,..,10,0,10,0,10,..,0,0,0,0,0,..,8,3,12,0,12,..,0,0,0,0,0
LGA17400,0,0,..,10,0,11,0,11,..,12,0,9,0,10,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,5,0,3,0,3,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,7,0,10,..,4,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,11,0,17,0,16,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,22,3,26,5,31,..,87,10,95,8,103,..,17,0,17,317,336,3038,104,10,114,320,3482,5968,..,..,..,..,5968,..,15,0,15,0,15,..,3,0,3,0,3,..,9,0,9,0,9,..,0,0,4,0,4,..,4,0,4,0,4
