LGA_CODE_2021,M_Singapore_0_4,M_Singapore_5_14,M_Singapore_15_24,M_Singapore_25_44,M_Singapore_45_54,M_Singapore_55_64,M_Singapore_65_74,M_Singapore_75_84,M_Singapore_85ov,M_Singapore_Tot,M_South_Africa_0_4,M_South_Africa_5_14,M_South_Africa_15_24,M_South_Africa_25_44,M_South_Africa_45_54,M_South_Africa_55_64,M_South_Africa_65_74,M_South_Africa_75_84,M_South_Africa_85ov,M_South_Africa_Tot,M_Sri_Lanka_0_4,M_Sri_Lanka_5_14,M_Sri_Lanka_15_24,M_Sri_Lanka_25_44,M_Sri_Lanka_45_54,M_Sri_Lanka_55_64,M_Sri_Lanka_65_74,M_Sri_Lanka_75_84,M_Sri_Lanka_85ov,M_Sri_Lanka_Tot,M_Taiwan_0_4,M_Taiwan_5_14,M_Taiwan_15_24,M_Taiwan_25_44,M_Taiwan_45_54,M_Taiwan_55_64,M_Taiwan_65_74,M_Taiwan_75_84,M_Taiwan_85ov,M_Taiwan_Tot,M_Thailand_0_4,M_Thailand_5_14,M_Thailand_15_24,M_Thailand_25_44,M_Thailand_45_54,M_Thailand_55_64,M_Thailand_65_74,M_Thailand_75_84,M_Thailand_85ov,M_Thailand_Tot,M_Turkey_0_4,M_Turkey_5_14,M_Turkey_15_24,M_Turkey_25_44,M_Turkey_45_54,M_Turkey_55_64,M_Turkey_65_74,M_Turkey_75_84,M_Turkey_85ov,M_Turkey_Tot,M_USA_0_4,M_USA_5_14,M_USA_15_24,M_USA_25_44,M_USA_45_54,M_USA_55_64,M_USA_65_74,M_USA_75_84,M_USA_85ov,M_USA_Tot,M_Vietnam_0_4,M_Vietnam_5_14,M_Vietnam_15_24,M_Vietnam_25_44,M_Vietnam_45_54,M_Vietnam_55_64,M_Vietnam_65_74,M_Vietnam_75_84,M_Vietnam_85ov,M_Vietnam_Tot,M_Wales_0_4,M_Wales_5_14,M_Wales_15_24,M_Wales_25_44,M_Wales_45_54,M_Wales_55_64,M_Wales_65_74,M_Wales_75_84,M_Wales_85ov,M_Wales_Tot,M_Zimbabwe_0_4,M_Zimbabwe_5_14,M_Zimbabwe_15_24,M_Zimbabwe_25_44,M_Zimbabwe_45_54,M_Zimbabwe_55_64,M_Zimbabwe_65_74,M_Zimbabwe_75_84,M_Zimbabwe_85ov,M_Zimbabwe_Tot,M_Elsewhere_0_4,M_Elsewhere_5_14,M_Elsewhere_15_24,M_Elsewhere_25_44,M_Elsewhere_45_54,M_Elsewhere_55_64,M_Elsewhere_65_74,M_Elsewhere_75_84,M_Elsewhere_85ov,M_Elsewhere_Tot,M_COB_NS_0_4,M_COB_NS_5_14,M_COB_NS_15_24,M_COB_NS_25_44,M_COB_NS_45_54,M_COB_NS_55_64,M_COB_NS_65_74,M_COB_NS_75_84,M_COB_NS_85ov,M_COB_NS_Tot,M_Tot_0_4,M_Tot_5_14,M_Tot_15_24,M_Tot_25_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85ov,M_Tot_Tot,F_Afghanistan_0_4,F_Afghanistan_5_14,F_Afghanistan_15_24,F_Afghanistan_25_44,F_Afghanistan_45_54,F_Afghanistan_55_64,F_Afghanistan_65_74,F_Afghanistan_75_84,F_Afghanistan_85ov,F_Afghanistan_Tot,F_Australia_0_4,F_Australia_5_14,F_Australia_15_24,F_Australia_25_44,F_Australia_45_54,F_Australia_55_64,F_Australia_65_74,F_Australia_75_84,F_Australia_85ov,F_Australia_Tot,F_Bangladesh_0_4,F_Bangladesh_5_14,F_Bangladesh_15_24,F_Bangladesh_25_44,F_Bangladesh_45_54,F_Bangladesh_55_64,F_Bangladesh_65_74,F_Bangladesh_75_84,F_Bangladesh_85ov,F_Bangladesh_Tot,F_Bosnia_Herzegov_0_4,F_Bosnia_Herzegov_5_14,F_Bosnia_Herzegov_15_24,F_Bosnia_Herzegov_25_44,F_Bosnia_Herzegov_45_54,F_Bosnia_Herzegov_55_64,F_Bosnia_Herzegov_65_74,F_Bosnia_Herzegov_75_84,F_Bosnia_Herzegov_85ov,F_Bosnia_Herzegov_Tot,F_Brazil_0_4,F_Brazil_5_14,F_Brazil_15_24,F_Brazil_25_44,F_Brazil_45_54,F_Brazil_55_64,F_Brazil_65_74,F_Brazil_75_84,F_Brazil_85ov,F_Brazil_Tot,F_Cambodia_0_4,F_Cambodia_5_14,F_Cambodia_15_24,F_Cambodia_25_44,F_Cambodia_45_54,F_Cambodia_55_64,F_Cambodia_65_74,F_Cambodia_75_84,F_Cambodia_85ov,F_Cambodia_Tot,F_Canada_0_4,F_Canada_5_14,F_Canada_15_24,F_Canada_25_44,F_Canada_45_54,F_Canada_55_64,F_Canada_65_74,F_Canada_75_84,F_Canada_85ov,F_Canada_Tot
LGA11520,7,14,7,39,10,13,9,4,0,109,0,6,19,87,56,31,27,16,0,245,0,4,3,84,34,32,21,17,3,197,4,4,9,80,12,10,9,4,0,133,0,4,19,57,8,5,6,0,0,100,0,5,3,65,37,40,18,8,0,173,12,37,18,66,26,16,18,10,0,206,0,5,21,124,110,54,34,16,0,358,0,0,0,5,7,5,0,0,0,27,0,0,0,11,9,4,7,0,0,23,19,53,86,653,226,183,162,100,43,1533,81,146,232,603,186,157,159,112,51,1718,2573,4659,4862,13946,5473,4746,3718,2149,836,42959,0,0,0,15,0,0,4,0,0,20,2124,3981,3300,6322,3548,2794,1870,991,507,25439,0,0,5,33,3,5,0,0,0,51,0,0,0,18,3,4,6,0,0,34,0,11,5,133,24,10,0,4,0,177,0,0,4,21,15,4,0,0,0,43,0,9,3,30,16,14,6,7,0,80
LGA11570,3,25,26,55,35,25,32,12,5,216,0,7,23,90,62,48,38,19,4,286,5,4,15,112,46,43,61,17,10,314,0,7,20,152,17,14,22,9,0,241,9,14,39,234,65,38,17,6,0,425,0,10,12,91,116,113,47,37,7,432,6,40,50,124,38,32,17,5,0,319,41,249,695,2586,1999,2452,1265,402,156,9842,0,0,0,17,10,13,10,4,4,55,0,3,11,31,14,8,4,0,0,76,75,610,724,3071,1717,1689,1078,668,252,9887,703,1654,1533,3770,1317,1169,846,539,252,11780,12742,25225,24956,53916,22304,20744,14420,8259,3441,186002,3,32,55,137,41,28,12,0,0,304,10863,19663,16304,22053,8371,5798,3745,2399,1653,90841,40,161,279,2238,343,143,36,6,0,3252,0,4,0,67,36,48,28,19,3,203,4,23,22,276,42,32,14,7,0,425,0,0,11,55,64,65,50,25,10,286,0,6,16,60,24,20,0,3,0,135
LGA11600,0,0,0,0,0,0,0,0,0,0,3,0,0,8,0,4,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,36,3,3,0,0,0,43,6,21,19,50,34,23,23,13,4,197,99,178,160,442,207,211,151,63,22,1527,0,0,0,0,0,0,0,0,0,0,98,150,107,239,120,133,76,43,31,996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA11650,0,17,5,25,14,14,20,8,0,103,5,61,85,266,251,154,118,69,8,1017,4,8,8,51,25,22,28,17,4,162,0,7,0,15,5,3,3,0,0,42,0,30,24,86,33,12,3,0,0,199,0,4,0,14,15,25,13,4,0,75,0,50,57,152,115,92,91,45,4,614,0,20,17,53,38,21,10,9,0,161,4,7,8,28,51,45,43,52,11,248,0,9,19,53,46,20,12,10,0,163,16,77,97,566,441,450,458,411,137,2652,347,917,849,1886,1049,1022,990,780,412,8264,10001,22187,19909,38526,21395,21289,18898,11851,3929,167980,0,0,0,3,0,0,0,0,0,11,8950,18864,16796,31490,17287,17384,15579,9470,4516,140344,0,7,0,44,4,0,0,0,0,64,0,0,0,5,6,9,8,4,0,32,0,7,3,167,30,15,13,3,0,248,0,4,5,32,11,0,5,0,0,58,0,18,18,133,68,58,49,15,3,361
LGA11700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,29,21,41,16,32,30,11,0,190,48,109,106,175,108,126,135,56,10,876,0,0,0,0,0,0,0,0,0,0,37,90,72,168,84,91,57,33,10,643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA11720,0,0,0,0,0,0,0,0,0,3,0,8,7,18,24,10,10,9,0,88,0,0,0,10,3,3,0,0,0,16,0,0,0,6,0,0,0,0,0,6,0,4,0,20,7,0,0,0,0,37,0,0,0,7,0,0,0,0,0,10,5,3,7,19,11,9,0,3,0,57,0,0,4,41,7,3,0,0,0,52,0,0,0,3,3,13,8,0,0,21,0,0,0,3,0,3,0,0,0,11,0,5,14,61,35,34,50,10,5,220,81,185,167,399,185,200,209,112,40,1577,2202,4384,3885,8633,3932,3782,3301,1494,416,32030,0,0,0,0,0,0,0,0,0,0,1982,3940,3412,7397,3302,3234,2641,1239,606,27753,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,12,4,10,0,0,0,25
LGA11730,0,0,0,0,4,0,0,0,0,10,0,0,0,11,16,11,8,9,4,58,0,0,0,4,4,5,3,3,0,20,0,0,0,3,0,3,0,0,0,10,0,3,0,3,0,0,0,0,0,14,0,0,0,4,3,0,0,0,0,8,0,6,0,16,8,14,20,6,0,67,0,0,0,14,6,0,0,0,0,18,0,0,0,4,3,9,7,7,0,25,0,0,4,0,3,5,0,0,0,16,0,9,11,38,23,39,39,37,7,202,79,199,198,417,259,356,307,166,57,2049,1282,3184,2713,5343,3154,4146,4231,2314,687,27064,0,0,0,0,0,0,0,0,0,0,1199,2631,2169,4351,2786,3468,3323,1924,876,22727,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,10,0,0,0,0,0,10,0,0,0,8,0,0,0,0,0,8,0,0,0,10,6,6,9,0,0,35
LGA11750,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,7,0,0,4,0,0,20,20,39,32,85,38,45,47,12,3,332,145,270,238,539,238,298,216,94,26,2062,0,0,0,0,0,0,0,0,0,0,115,241,164,395,151,195,138,86,38,1519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
LGA11800,0,0,0,6,3,0,0,0,0,18,0,17,20,55,51,35,32,8,0,205,0,3,4,7,4,0,3,3,0,24,0,0,3,17,0,0,0,0,0,26,0,13,19,9,0,5,0,0,0,52,0,0,0,5,5,0,0,0,0,5,3,13,0,33,15,17,34,5,0,124,0,8,5,17,5,11,3,0,0,43,0,0,3,0,3,11,8,3,5,38,0,0,0,6,4,7,6,0,0,25,6,61,77,252,94,106,71,69,24,761,92,233,228,599,308,302,264,184,109,2316,2038,5029,4111,8675,4687,4999,4923,2640,919,38010,0,0,8,12,10,0,0,0,0,30,1884,4302,3321,6784,3993,4282,4007,2222,989,31789,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,4,0,0,0,4,0,0,0,19,0,4,0,0,0,21,0,4,0,9,0,0,0,0,0,9,0,3,3,39,24,19,12,10,0,115
LGA12000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,4,0,9,13,11,13,36,18,24,23,16,13,159,132,304,238,427,251,289,304,164,59,2166,0,0,0,0,0,0,0,0,0,0,108,296,217,422,247,264,215,140,67,1972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
LGA12150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,28,41,31,62,23,39,26,24,0,269,176,275,194,396,210,252,213,121,29,1865,0,0,0,0,0,0,0,0,0,0,105,181,171,358,188,213,144,95,47,1497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA12160,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,0,0,0,13,0,0,0,3,0,0,0,0,0,7,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,10,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0,0,11,0,0,31,20,63,46,100,61,82,82,45,21,521,313,732,598,1021,628,837,881,519,151,5672,0,0,0,0,0,0,0,0,0,0,268,581,478,886,569,707,697,465,198,4852,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
LGA12350,0,0,0,0,0,0,0,0,0,0,0,0,3,7,3,3,0,6,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,10,0,0,0,6,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,14,15,10,10,12,10,5,77,19,55,79,104,76,70,85,54,12,560,345,749,723,1202,769,895,922,538,164,6316,0,0,0,0,0,0,0,0,0,0,313,633,567,1064,670,720,777,460,211,5412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,6,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,5,0,10
LGA12380,3,24,18,50,19,10,20,3,0,139,0,3,18,44,28,22,21,9,4,141,7,53,138,876,453,386,238,118,44,2305,0,0,18,278,25,15,10,0,0,348,3,18,34,160,18,12,9,0,0,257,10,23,48,426,454,464,245,181,22,1867,3,34,29,47,12,16,8,0,0,145,0,12,71,329,442,691,390,130,51,2120,0,0,0,3,0,4,8,4,0,16,0,0,7,28,17,11,6,0,0,62,44,293,446,1855,758,684,440,321,108,4952,559,1176,1222,3396,992,728,490,316,111,8993,8579,15484,16689,42516,13267,11486,7838,4246,1394,121502,12,174,394,1152,344,207,88,43,13,2423,6979,11296,8295,10412,3249,2342,1909,1191,698,46376,0,24,36,323,58,38,16,4,0,503,0,0,5,62,43,53,44,26,6,233,0,0,5,26,10,5,3,0,0,51,0,0,8,42,52,40,32,16,3,197,0,8,8,20,5,0,0,0,0,41
LGA12390,0,0,0,0,4,0,0,0,0,3,0,4,4,12,12,3,4,5,0,50,0,12,5,43,13,12,4,3,0,96,0,0,0,12,0,0,0,0,0,12,0,3,4,11,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,3,0,3,4,9,4,0,4,5,0,34,0,0,0,24,8,4,4,0,0,35,0,0,0,0,0,0,0,0,0,3,0,3,4,17,12,6,3,0,0,45,0,11,11,80,26,25,28,18,8,215,161,379,305,665,290,286,221,144,59,2502,1946,3925,3183,7490,3056,3131,2520,1426,459,27139,0,0,0,0,0,0,0,0,0,0,1756,3230,2661,5478,2682,2792,2212,1372,607,22779,0,3,0,54,4,3,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,4,0,0,0,8,0,0,6,0,0,17
LGA12700,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,5,0,0,0,4,0,20,13,28,16,56,24,42,38,31,3,251,260,636,469,973,599,761,643,345,68,4761,0,0,0,0,0,0,0,0,0,0,243,591,409,909,570,657,505,257,92,4237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA12730,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,6,0,0,0,4,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,6,0,7,4,0,0,18,23,67,47,103,53,65,57,28,11,455,240,554,430,826,493,603,605,306,115,4170,0,0,0,0,0,0,0,0,0,0,192,423,402,708,454,542,447,298,144,3604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
LGA12750,0,0,0,0,0,0,0,0,0,10,0,5,0,9,12,22,18,8,0,69,0,0,0,0,3,0,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,9,0,3,0,0,5,0,0,0,0,11,0,7,5,8,9,12,20,16,0,64,0,0,0,5,7,0,4,0,0,22,0,0,0,0,4,10,5,4,0,29,0,0,0,0,3,3,0,5,0,6,0,5,3,24,19,43,74,57,26,253,65,169,159,257,215,284,315,179,56,1710,850,2038,1731,3251,2279,3279,3925,1956,580,19892,0,0,0,0,0,0,0,0,0,0,733,1726,1329,2738,1950,2769,2826,1342,653,16066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,5,0,0,0,4,0,0,0,0,0,7,0,0,4,13,7,10,11,5,0,47
LGA12850,0,0,3,12,4,9,17,3,0,53,0,8,0,10,13,9,3,4,0,47,0,0,6,34,12,12,22,9,0,99,0,0,7,29,0,9,11,3,0,61,6,26,63,392,63,52,34,9,0,642,6,35,12,47,55,78,50,33,10,316,4,15,21,49,10,5,4,0,0,113,46,376,881,3488,3494,4040,2027,592,252,15202,0,0,0,0,0,4,9,5,0,7,0,0,9,5,9,0,0,0,0,19,23,452,666,1800,1387,1529,1251,776,234,8122,305,837,752,1509,778,704,528,289,104,5814,5526,13666,14988,25510,13029,13804,9783,4810,1756,102874,4,20,34,91,31,22,3,0,0,205,4812,9526,9170,8225,2379,2262,1282,706,375,38737,0,4,4,32,6,0,5,0,0,50,0,0,10,110,79,118,73,38,28,457,0,0,0,10,0,7,3,0,0,16,8,44,171,1158,866,928,619,242,124,4173,0,0,9,17,3,9,4,0,0,43
LGA12870,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,9,5,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,3,3,3,8,12,0,31,15,53,51,88,60,75,103,64,23,530,303,746,614,1112,757,966,1100,614,208,6429,0,0,0,0,0,0,0,0,0,0,271,625,530,995,659,799,865,515,211,5463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
LGA12900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7,5,0,0,6,0,18,16,49,39,90,44,68,56,43,17,418,260,634,542,968,516,611,586,371,112,4597,0,0,0,0,0,0,0,0,0,0,267,602,431,860,487,496,458,308,149,4057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,7
LGA12930,4,16,15,59,31,23,28,10,0,187,0,3,12,73,42,39,30,19,0,225,0,0,0,39,22,14,19,5,3,107,0,11,16,129,32,13,25,5,0,236,0,16,27,116,30,22,9,0,0,214,0,0,3,20,13,17,6,5,9,74,6,35,24,53,28,25,10,5,4,193,0,15,42,152,107,116,57,34,7,532,0,0,0,6,6,7,8,3,0,41,0,0,4,19,9,3,0,0,0,41,6,66,127,698,394,431,319,233,83,2361,136,246,371,961,310,309,230,169,85,2821,4018,8560,10269,22214,9026,8992,6578,3762,1616,75024,0,0,0,9,4,0,0,0,0,11,3401,7006,6250,8221,4406,3365,2474,1613,1236,37971,0,13,38,227,35,14,6,0,0,337,0,0,0,48,27,54,18,9,3,161,0,11,19,189,26,14,14,0,0,281,0,6,0,24,11,13,0,4,3,57,0,6,7,36,12,12,8,0,0,78
LGA12950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,12,37,20,62,29,43,36,23,7,272,138,288,182,417,265,320,297,171,55,2122,0,0,0,0,0,0,0,0,0,0,111,240,177,371,223,272,222,143,57,1821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA13010,0,0,4,0,0,0,0,0,0,5,0,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,11,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,9,6,10,5,8,0,40,22,47,56,98,53,75,79,44,14,487,209,483,426,849,516,710,684,425,109,4409,0,0,0,0,0,0,0,0,0,0,161,424,370,680,456,575,543,334,147,3688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3
LGA13310,0,0,0,0,6,0,3,0,0,14,0,3,0,14,8,7,5,0,0,40,0,0,0,4,0,0,0,0,0,9,0,0,0,6,0,0,0,0,0,4,0,0,4,3,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,6,0,9,9,4,7,0,0,36,0,0,0,9,7,0,0,0,0,15,0,0,0,0,0,0,3,4,0,12,0,0,0,6,0,0,0,0,0,6,5,4,21,83,32,37,32,18,8,238,59,144,132,261,133,149,123,76,39,1116,953,2042,1891,3970,1990,2165,1804,1001,315,16141,0,0,0,0,0,0,0,0,0,0,820,1726,1431,3054,1654,1707,1492,860,408,13152,0,3,0,11,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,3,0,0,0,12,0,0,0,0,0,12,0,0,0,7,0,0,0,0,0,10,0,0,0,4,0,4,0,4,0,17
LGA13340,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,6,7,4,0,20,18,68,53,88,66,109,79,41,8,535,330,845,655,1047,664,844,784,406,89,5657,0,0,0,0,0,0,0,0,0,0,304,692,513,979,582,640,564,265,106,4650,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
LGA13450,0,0,0,0,0,0,0,0,0,0,0,3,11,24,12,11,3,0,0,67,0,0,4,8,4,3,0,0,0,27,0,0,0,46,0,0,0,0,0,48,0,3,0,0,0,0,0,0,0,4,0,0,0,10,13,12,0,0,0,36,0,0,3,0,0,4,0,0,0,13,0,0,4,0,0,0,0,0,0,5,0,0,0,0,0,0,3,0,0,5,0,0,4,6,0,7,0,0,0,19,0,5,19,105,47,39,24,14,6,253,56,128,114,281,156,143,124,82,43,1119,885,1799,1726,3759,1701,1641,1155,667,258,13591,0,7,0,7,4,0,0,0,0,15,781,1439,1223,2151,1198,1132,837,466,245,9471,0,0,0,13,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,3,0,6,5,3,0,0,0,17,0,0,0,6,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,7
