LGA_CODE_2021,M_Singapore_0_4,M_Singapore_5_14,M_Singapore_15_24,M_Singapore_25_44,M_Singapore_45_54,M_Singapore_55_64,M_Singapore_65_74,M_Singapore_75_84,M_Singapore_85ov,M_Singapore_Tot,M_South_Africa_0_4,M_South_Africa_5_14,M_South_Africa_15_24,M_South_Africa_25_44,M_South_Africa_45_54,M_South_Africa_55_64,M_South_Africa_65_74,M_South_Africa_75_84,M_South_Africa_85ov,M_South_Africa_Tot,M_Sri_Lanka_0_4,M_Sri_Lanka_5_14,M_Sri_Lanka_15_24,M_Sri_Lanka_25_44,M_Sri_Lanka_45_54,M_Sri_Lanka_55_64,M_Sri_Lanka_65_74,M_Sri_Lanka_75_84,M_Sri_Lanka_85ov,M_Sri_Lanka_Tot,M_Taiwan_0_4,M_Taiwan_5_14,M_Taiwan_15_24,M_Taiwan_25_44,M_Taiwan_45_54,M_Taiwan_55_64,M_Taiwan_65_74,M_Taiwan_75_84,M_Taiwan_85ov,M_Taiwan_Tot,M_Thailand_0_4,M_Thailand_5_14,M_Thailand_15_24,M_Thailand_25_44,M_Thailand_45_54,M_Thailand_55_64,M_Thailand_65_74,M_Thailand_75_84,M_Thailand_85ov,M_Thailand_Tot,M_Turkey_0_4,M_Turkey_5_14,M_Turkey_15_24,M_Turkey_25_44,M_Turkey_45_54,M_Turkey_55_64,M_Turkey_65_74,M_Turkey_75_84,M_Turkey_85ov,M_Turkey_Tot,M_USA_0_4,M_USA_5_14,M_USA_15_24,M_USA_25_44,M_USA_45_54,M_USA_55_64,M_USA_65_74,M_USA_75_84,M_USA_85ov,M_USA_Tot,M_Vietnam_0_4,M_Vietnam_5_14,M_Vietnam_15_24,M_Vietnam_25_44,M_Vietnam_45_54,M_Vietnam_55_64,M_Vietnam_65_74,M_Vietnam_75_84,M_Vietnam_85ov,M_Vietnam_Tot,M_Wales_0_4,M_Wales_5_14,M_Wales_15_24,M_Wales_25_44,M_Wales_45_54,M_Wales_55_64,M_Wales_65_74,M_Wales_75_84,M_Wales_85ov,M_Wales_Tot,M_Zimbabwe_0_4,M_Zimbabwe_5_14,M_Zimbabwe_15_24,M_Zimbabwe_25_44,M_Zimbabwe_45_54,M_Zimbabwe_55_64,M_Zimbabwe_65_74,M_Zimbabwe_75_84,M_Zimbabwe_85ov,M_Zimbabwe_Tot,M_Elsewhere_0_4,M_Elsewhere_5_14,M_Elsewhere_15_24,M_Elsewhere_25_44,M_Elsewhere_45_54,M_Elsewhere_55_64,M_Elsewhere_65_74,M_Elsewhere_75_84,M_Elsewhere_85ov,M_Elsewhere_Tot,M_COB_NS_0_4,M_COB_NS_5_14,M_COB_NS_15_24,M_COB_NS_25_44,M_COB_NS_45_54,M_COB_NS_55_64,M_COB_NS_65_74,M_COB_NS_75_84,M_COB_NS_85ov,M_COB_NS_Tot,M_Tot_0_4,M_Tot_5_14,M_Tot_15_24,M_Tot_25_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85ov,M_Tot_Tot,F_Afghanistan_0_4,F_Afghanistan_5_14,F_Afghanistan_15_24,F_Afghanistan_25_44,F_Afghanistan_45_54,F_Afghanistan_55_64,F_Afghanistan_65_74,F_Afghanistan_75_84,F_Afghanistan_85ov,F_Afghanistan_Tot,F_Australia_0_4,F_Australia_5_14,F_Australia_15_24,F_Australia_25_44,F_Australia_45_54,F_Australia_55_64,F_Australia_65_74,F_Australia_75_84,F_Australia_85ov,F_Australia_Tot,F_Bangladesh_0_4,F_Bangladesh_5_14,F_Bangladesh_15_24,F_Bangladesh_25_44,F_Bangladesh_45_54,F_Bangladesh_55_64,F_Bangladesh_65_74,F_Bangladesh_75_84,F_Bangladesh_85ov,F_Bangladesh_Tot,F_Bosnia_Herzegov_0_4,F_Bosnia_Herzegov_5_14,F_Bosnia_Herzegov_15_24,F_Bosnia_Herzegov_25_44,F_Bosnia_Herzegov_45_54,F_Bosnia_Herzegov_55_64,F_Bosnia_Herzegov_65_74,F_Bosnia_Herzegov_75_84,F_Bosnia_Herzegov_85ov,F_Bosnia_Herzegov_Tot,F_Brazil_0_4,F_Brazil_5_14,F_Brazil_15_24,F_Brazil_25_44,F_Brazil_45_54,F_Brazil_55_64,F_Brazil_65_74,F_Brazil_75_84,F_Brazil_85ov,F_Brazil_Tot,F_Cambodia_0_4,F_Cambodia_5_14,F_Cambodia_15_24,F_Cambodia_25_44,F_Cambodia_45_54,F_Cambodia_55_64,F_Cambodia_65_74,F_Cambodia_75_84,F_Cambodia_85ov,F_Cambodia_Tot,F_Canada_0_4,F_Canada_5_14,F_Canada_15_24,F_Canada_25_44,F_Canada_45_54,F_Canada_55_64,F_Canada_65_74,F_Canada_75_84,F_Canada_85ov,F_Canada_Tot
LGA17100,0,3,6,34,11,3,8,8,3,74,0,0,4,13,10,0,8,7,0,37,4,12,28,160,92,131,119,51,24,625,0,4,8,115,0,5,11,0,0,152,0,0,14,80,17,4,5,0,0,115,0,0,4,25,8,14,8,3,0,61,0,17,7,14,11,0,3,4,0,62,4,14,29,132,119,110,50,15,5,482,0,0,0,4,0,4,0,0,0,8,0,0,0,11,0,0,0,0,0,11,3,29,70,312,71,102,57,41,31,716,46,116,232,544,90,85,55,37,9,1218,1197,2241,3598,9528,2146,2126,1405,802,336,23365,0,0,0,6,0,0,0,0,0,9,1003,1573,1600,2044,620,504,299,213,144,8005,0,8,14,68,21,4,4,0,0,116,0,0,0,3,0,0,0,3,0,10,0,0,6,22,0,3,0,0,0,27,0,0,0,9,10,6,3,6,0,33,0,3,0,8,3,3,0,0,0,20
LGA17150,5,18,13,30,25,23,21,3,0,146,5,43,39,209,146,105,87,50,7,690,0,0,4,19,19,15,13,3,0,81,0,0,6,20,10,9,8,4,0,49,4,23,26,65,16,11,0,0,0,147,0,0,0,27,23,16,9,5,0,81,15,37,35,121,71,70,32,20,0,396,0,16,3,56,59,41,50,10,0,232,0,9,6,45,27,38,18,13,3,152,0,0,6,22,10,14,5,0,0,55,11,143,123,835,517,478,369,266,107,2847,151,363,304,914,445,380,306,256,150,3266,6818,15167,13893,27604,15446,13884,10964,6329,2449,112561,0,0,0,4,0,0,0,0,0,4,6233,13063,11888,21294,11967,10298,8231,4993,2877,90838,0,0,9,32,10,9,4,0,0,56,0,0,0,28,19,31,22,7,5,114,3,14,21,294,42,23,4,9,0,415,0,0,0,20,6,9,11,0,0,54,4,10,7,162,61,46,22,11,0,314
LGA17200,14,19,81,281,91,45,33,9,4,577,0,3,67,529,133,103,68,27,6,940,0,3,22,166,23,20,24,12,0,261,4,6,57,414,43,17,23,4,0,567,10,37,186,1948,237,79,20,4,0,2516,0,4,12,256,46,34,15,14,4,390,37,57,100,740,205,175,83,51,3,1456,0,20,158,431,145,104,92,39,18,998,0,0,10,108,32,20,13,6,0,196,0,0,13,58,11,22,5,0,5,112,31,144,442,4105,807,495,455,299,112,6892,174,271,1003,3869,961,742,474,256,92,7846,3857,4361,12816,56588,12926,9826,6399,3003,843,110615,4,0,0,21,4,3,0,0,0,34,3229,3343,6375,18375,4551,3681,2624,1206,498,43878,0,0,34,83,6,4,0,0,0,126,0,0,0,38,8,21,11,8,0,83,0,6,68,886,55,23,15,3,0,1062,0,0,18,43,5,3,6,0,0,85,5,0,42,397,47,44,28,4,4,574
LGA17310,0,0,0,0,0,0,5,0,0,10,0,3,4,21,10,12,0,0,0,59,0,0,0,11,5,5,0,0,0,26,0,0,8,86,0,0,0,0,0,97,0,8,8,12,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,4,0,0,7,9,10,12,4,0,43,10,29,13,104,17,0,5,0,0,172,0,0,0,3,3,0,4,4,0,17,4,4,0,4,5,0,0,0,0,26,0,12,10,76,22,22,23,15,5,177,106,303,280,536,280,267,251,183,82,2284,2068,4588,3822,7368,3656,3596,3314,1898,598,30906,0,0,0,0,0,0,0,0,0,0,1639,3812,3194,6299,3226,3450,2917,1860,777,27173,0,0,0,9,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,4,0,7,7,9,4,0,0,31
LGA17350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,3,4,4,16,7,10,17,21,11,28,29,28,13,174,165,397,347,526,340,413,429,255,92,2948,0,0,0,0,0,0,0,0,0,0,160,351,271,488,340,390,383,232,129,2735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA17400,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,9,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,6,9,0,0,39,9,26,18,55,43,72,75,39,8,351,139,332,262,496,395,573,733,321,82,3334,0,0,0,0,0,0,0,0,0,0,121,314,256,442,341,483,506,247,108,2818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA17420,6,77,71,74,56,40,46,13,4,381,25,168,188,412,334,221,104,35,10,1493,4,38,93,440,290,342,217,81,22,1515,0,13,17,129,34,26,47,14,0,278,5,22,19,61,14,7,7,0,0,129,0,4,3,33,54,38,11,17,0,165,26,81,98,113,55,45,26,10,0,470,0,16,15,94,102,83,44,8,0,363,0,3,3,14,18,20,16,5,4,92,0,4,17,46,44,32,11,3,0,158,30,221,222,714,493,428,321,218,67,2716,116,304,249,559,263,182,165,117,47,2007,5680,15288,12750,24001,13239,10251,8024,4232,1191,94657,0,3,8,125,57,53,29,5,0,280,5113,11767,9224,10646,6683,4496,3861,2391,836,55014,0,7,14,175,64,53,28,0,0,347,0,0,0,16,20,15,3,4,0,64,5,8,11,69,22,15,4,0,0,131,0,4,5,20,21,10,6,0,0,68,3,17,19,59,32,19,7,0,0,159
LGA17550,0,4,4,0,6,8,3,0,0,29,0,16,7,72,38,33,36,13,8,232,0,0,0,7,0,5,3,4,0,24,0,0,0,5,0,0,0,0,0,11,0,8,18,15,7,0,4,3,0,52,0,0,0,3,9,4,0,0,0,15,3,17,18,38,42,38,31,16,7,199,0,0,3,6,9,0,0,0,0,23,0,0,6,7,14,18,20,8,9,79,0,0,9,7,7,7,17,4,0,46,3,29,24,147,74,94,105,78,42,608,117,363,317,721,440,467,421,314,161,3326,2354,5965,4700,9430,5814,6509,6552,3955,1527,46804,0,0,0,0,0,0,0,0,0,0,2103,4919,3963,7857,4759,5681,5199,3074,1581,39134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,6,0,15,0,9,14,157,17,3,0,0,0,203,0,0,0,0,0,0,0,0,0,0,0,7,4,65,25,30,13,8,0,149
LGA17620,0,0,0,0,0,0,0,0,0,0,0,0,7,12,0,0,3,4,0,23,0,0,0,3,3,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,4,4,0,0,0,0,9,0,4,7,73,3,0,3,4,0,96,19,49,41,116,67,83,77,41,17,506,383,994,747,1646,891,969,862,450,159,7112,0,0,0,0,0,0,0,0,0,0,339,832,674,1345,762,785,652,416,186,5988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,4,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,7
LGA17640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,3,7,0,29,23,44,22,56,58,71,70,40,12,402,244,505,381,748,569,785,641,350,98,4314,0,0,0,0,0,0,0,0,0,0,211,403,362,687,463,585,448,254,110,3528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
LGA17650,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,3,9,0,16,8,31,20,36,37,41,25,20,4,226,153,376,293,539,390,460,422,215,39,2883,0,0,0,0,0,0,0,0,0,0,136,360,292,516,353,399,332,171,71,2629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,7
LGA17750,0,0,0,0,0,0,0,0,0,12,0,3,19,43,18,6,5,9,0,109,0,11,9,52,18,5,0,0,0,91,0,0,0,5,0,4,0,0,0,6,0,3,4,7,0,0,0,0,0,21,3,10,0,0,0,0,0,0,0,15,8,4,3,15,9,3,11,3,0,52,0,5,17,27,5,0,0,0,0,56,0,0,0,6,3,0,3,0,0,10,0,0,3,7,6,9,6,0,0,36,7,38,43,153,48,27,26,24,6,381,91,202,344,472,220,184,179,154,64,1922,2307,4693,4870,8741,3664,3511,2923,1601,575,32883,0,3,8,6,6,3,0,0,0,22,2134,3912,4270,7194,3261,3265,2647,1590,769,29044,0,3,4,30,3,0,0,0,0,38,0,0,0,0,0,5,0,0,0,6,0,0,0,8,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,11,5,3,4,3,0,29
LGA17850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,3,3,0,0,0,13,10,15,13,22,18,31,33,17,0,163,79,174,142,258,182,238,255,154,32,1516,0,0,0,0,0,0,0,0,0,0,74,149,104,233,151,176,195,134,45,1261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA17900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,7,0,8,23,18,8,71,35,101,71,154,67,107,90,51,11,688,162,323,253,554,296,437,407,195,49,2663,0,0,0,0,0,0,0,0,0,0,121,218,176,380,220,260,175,78,19,1650,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,5
LGA17950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,15,5,12,11,20,18,22,26,20,4,143,85,163,138,245,144,204,163,107,25,1266,0,0,0,0,0,0,0,0,0,0,71,147,112,213,128,155,111,72,34,1042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA18020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,3,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,8,3,29,31,72,64,103,74,95,104,76,32,655,248,558,450,795,528,700,726,462,142,4616,0,0,0,0,0,0,0,0,0,0,198,453,334,689,448,562,529,306,145,3668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5
LGA18050,4,23,6,17,11,12,15,11,4,100,8,29,71,446,355,293,190,90,28,1510,0,0,0,14,3,5,3,8,0,35,0,0,0,15,3,0,7,0,0,21,0,0,3,30,6,5,0,0,0,48,0,0,0,38,8,6,5,3,0,66,20,71,41,255,68,45,21,10,0,534,0,5,6,13,17,9,3,0,0,44,0,0,6,79,10,5,8,3,0,107,0,0,0,14,10,6,7,5,0,43,15,62,72,1171,357,266,333,239,87,2597,64,135,142,885,202,151,114,90,42,1814,1927,3625,2938,13295,4442,3069,2203,1263,522,33273,0,0,0,0,0,0,0,0,0,0,1678,2868,2337,5772,2272,1475,991,564,319,18278,0,0,0,4,4,0,0,0,0,9,0,0,0,9,0,0,0,0,0,10,0,5,46,525,30,16,8,0,0,625,0,0,0,0,0,0,0,0,0,3,0,9,14,182,35,14,8,6,0,262
LGA18100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,4,0,0,14,5,17,5,25,15,28,31,21,13,162,83,198,166,333,208,304,304,183,64,1847,0,0,0,0,0,0,0,0,0,0,72,185,130,259,190,228,234,137,72,1501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA18200,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,4,9,0,0,31,28,56,63,144,82,73,80,37,7,560,244,504,411,820,492,576,518,248,53,3869,0,0,0,0,0,0,0,0,0,0,210,385,305,622,378,426,337,159,66,2883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
LGA18250,4,52,27,59,26,25,19,0,0,211,0,19,19,127,75,56,50,18,0,363,0,4,3,37,15,11,15,5,4,97,3,26,19,205,61,27,41,15,0,391,3,13,29,118,27,18,4,0,0,213,0,0,3,18,15,14,12,6,3,67,15,64,47,65,63,41,19,13,8,334,0,6,14,64,50,21,16,5,0,185,0,0,0,9,10,8,4,0,0,38,0,0,0,11,3,3,5,0,0,28,8,97,58,368,194,141,132,97,54,1145,51,126,110,377,136,78,92,58,46,1079,2053,5231,4168,10527,5150,3926,2989,1638,718,36400,0,0,0,3,0,5,0,0,0,12,1705,3848,2660,3850,2289,1748,1341,825,597,18859,0,0,0,30,0,5,0,0,0,35,0,0,0,3,0,4,0,0,0,13,0,8,8,96,15,0,3,0,0,133,0,0,3,7,0,0,4,0,0,24,3,12,8,44,21,17,5,9,0,114
LGA18350,0,12,6,0,9,7,0,3,0,29,0,13,8,36,34,27,21,22,4,160,0,0,3,8,4,3,0,3,0,24,0,0,4,3,4,0,4,6,0,23,0,4,0,21,4,5,0,0,0,40,0,0,0,0,0,7,0,0,0,9,3,8,13,27,16,19,24,10,0,129,0,4,5,3,5,0,4,0,0,13,0,0,0,3,6,7,6,8,3,36,0,0,0,8,3,4,0,4,0,20,3,14,7,74,58,92,104,78,21,457,51,136,108,230,178,188,178,162,110,1344,1296,3178,2595,4911,3222,3405,3553,2419,746,25313,0,0,0,0,0,0,0,0,0,0,1213,2821,2246,3869,2745,2805,2900,1843,611,21059,0,0,0,9,0,0,0,0,0,9,0,0,0,0,0,4,0,0,0,4,0,0,0,9,0,3,4,0,0,12,0,0,0,4,0,0,0,0,0,5,0,6,9,10,15,21,14,9,6,79
LGA18400,0,0,0,4,0,9,0,0,0,11,0,0,6,15,19,13,7,3,4,71,0,0,0,0,4,5,3,0,0,11,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,0,0,0,0,17,0,0,0,0,3,5,0,0,0,10,0,8,4,13,9,8,3,3,0,48,0,0,0,3,6,3,3,0,0,18,0,0,0,0,3,7,9,5,0,30,0,0,0,7,3,4,4,0,0,23,0,4,3,65,61,73,88,44,14,356,45,146,162,294,168,139,140,110,62,1262,1963,4135,3605,6566,3677,3066,2475,1223,324,27032,0,0,0,0,0,0,0,0,0,0,1745,3633,3081,5973,2963,2445,1704,779,212,22543,0,0,0,4,0,0,0,0,0,5,0,0,0,9,0,5,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,19,0,0,4,11,5,6,3,0,0,32
LGA18450,0,15,10,10,13,5,4,3,0,66,5,22,30,144,66,44,54,13,3,376,0,6,24,67,13,23,14,3,4,148,0,7,0,25,6,0,3,0,0,40,0,26,68,90,21,15,0,3,0,218,0,3,7,49,70,90,30,33,9,294,10,34,53,112,62,49,41,17,4,379,4,16,74,117,55,79,58,19,6,424,0,0,7,15,31,64,48,27,14,208,0,0,14,26,15,12,0,0,0,62,24,201,260,730,442,524,487,383,163,3220,199,473,631,1198,540,478,415,364,137,4437,6219,13151,14637,27401,13168,12791,9990,6095,2171,105616,0,5,8,6,0,4,0,0,0,28,5588,11193,12237,20786,10041,8975,6483,3838,1929,81082,0,9,13,64,8,3,0,0,0,89,0,0,0,51,22,41,26,23,4,164,0,0,8,58,16,8,4,0,0,100,0,4,0,7,7,3,0,0,0,28,3,16,15,140,54,37,14,0,4,287
LGA18500,4,42,20,31,17,11,10,4,0,132,0,30,52,249,181,217,220,106,34,1078,0,0,0,16,6,4,8,0,0,33,0,4,0,22,5,0,0,0,0,36,0,0,3,15,9,3,0,0,0,37,0,0,0,5,12,3,3,3,0,31,22,59,60,107,65,63,31,14,5,417,0,6,11,6,19,9,4,0,0,50,0,0,0,17,8,0,5,0,0,36,0,0,0,14,15,14,5,0,3,45,9,32,51,366,182,164,252,168,98,1317,46,113,160,342,127,122,82,72,44,1115,1210,2763,2694,7137,3248,2922,2567,1715,679,24952,0,0,0,0,0,0,0,0,0,4,1105,2233,2215,4735,2110,1813,1591,1166,520,17488,0,0,0,3,0,0,0,0,0,12,0,0,0,3,7,0,0,0,0,13,0,3,18,114,9,9,4,0,0,156,0,0,0,3,0,0,0,0,0,3,0,9,7,67,18,25,3,4,6,139
LGA18710,0,0,0,0,0,0,0,0,0,0,0,0,3,14,8,4,0,0,0,32,0,0,0,5,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,7,8,5,13,3,5,0,36,0,0,0,0,4,3,0,0,0,10,0,0,0,0,0,3,3,0,0,7,0,0,0,0,3,0,0,0,0,4,0,4,5,17,11,22,17,14,3,95,22,53,51,88,66,54,72,38,21,452,470,1276,990,1755,1306,1180,931,458,133,8500,0,0,0,0,0,0,0,0,0,0,441,1150,860,1685,1154,875,714,347,164,7395,0,0,0,8,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,3,0,0,0,0,9,4,5,0,0,19
LGA19399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,5,6,5,0,11,5,4,41,34,68,24,133,68,81,82,30,15,530,0,0,0,0,0,0,0,0,0,0,16,56,25,97,60,66,40,21,9,385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4
LGA19499,0,0,0,0,0,0,0,0,0,3,0,0,5,10,3,0,6,0,0,26,0,0,0,3,0,0,0,0,0,5,0,0,0,8,0,0,0,0,0,13,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,9,7,16,5,3,4,0,0,33,0,0,0,6,3,5,3,0,0,19,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,4,3,4,12,56,17,17,18,3,0,132,79,160,218,814,375,289,120,30,7,2087,258,382,658,2271,1010,949,648,166,19,6375,0,0,0,0,0,0,0,0,0,0,109,203,390,775,368,422,252,64,17,2601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,3,0,0,0,12,0,0,0,0,0,0,0,0,0,6,0,0,7,9,0,3,0,0,0,15
