SED_CODE_2016,Ireland_2011,Ireland_2012,Ireland_2013,Ireland_2014,Ireland_2015,Ireland_2016,Ireland_Yr_arrival_NS,Ireland_Tot,Italy_Before_1946,Italy_1946_1955,Italy_1956_1965,Italy_1966_1975,Italy_1976_1985,Italy_1986_1995,Italy_1996_2005,Italy_2006_2010,Italy_2011,Italy_2012,Italy_2013,Italy_2014,Italy_2015,Italy_2016,Italy_Yr_arrival_NS,Italy_Tot,Japan_Before_1946,Japan_1946_1955,Japan_1956_1965,Japan_1966_1975,Japan_1976_1985,Japan_1986_1995,Japan_1996_2005,Japan_2006_2010,Japan_2011,Japan_2012,Japan_2013,Japan_2014,Japan_2015,Japan_2016,Japan_Yr_arrival_NS,Japan_Tot,Korea_Rep_Sth_Before_1946,Korea_Rep_Sth_1946_1955,Korea_Rep_Sth_1956_1965,Korea_Rep_Sth_1966_1975,Korea_Rep_Sth_1976_1985,Korea_Rep_Sth_1986_1995,Korea_Rep_Sth_1996_2005,Korea_Rep_Sth_2006_2010,Korea_Republic_South_2011,Korea_Republic_South_2012,Korea_Republic_South_2013,Korea_Republic_South_2014,Korea_Republic_South_2015,Korea_Republic_South_2016,Korea_Repub_Sth_arrival_ns,Korea_Republic_South_Tot,Lebanon_Before_1946,Lebanon_1946_1955,Lebanon_1956_1965,Lebanon_1966_1975,Lebanon_1976_1985,Lebanon_1986_1995,Lebanon_1996_2005,Lebanon_2006_2010,Lebanon_2011,Lebanon_2012,Lebanon_2013,Lebanon_2014,Lebanon_2015,Lebanon_2016,Lebanon_Yr_arrival_NS,Lebanon_Tot,Malaysia_Before_1946,Malaysia_1946_1955,Malaysia_1956_1965,Malaysia_1966_1975,Malaysia_1976_1985,Malaysia_1986_1995,Malaysia_1996_2005,Malaysia_2006_2010,Malaysia_2011,Malaysia_2012,Malaysia_2013,Malaysia_2014,Malaysia_2015,Malaysia_2016,Malaysia_Yr_arrival_ns,Malaysia_Tot,Malta_Before_1946,Malta_1946_1955,Malta_1956_1965,Malta_1966_1975,Malta_1976_1985,Malta_1986_1995,Malta_1996_2005,Malta_2006_2010,Malta_2011,Malta_2012,Malta_2013,Malta_2014,Malta_2015,Malta_2016,Malta_Yr_arrival_NS,Malta_Tot,Netherlands_Before_1946,Netherlands_1946_1955,Netherlands_1956_1965,Netherlands_1966_1975,Netherlands_1976_1985,Netherlands_1986_1995,Netherlands_1996_2005,Netherlands_2006_2010,Netherlands_2011,Netherlands_2012,Netherlands_2013,Netherlands_2014,Netherlands_2015,Netherlands_2016,Netherlands_Yr_arrival_ns,Netherlands_Tot,New_Zealand_Before_1946,New_Zealand_1946_1955,New_Zealand_1956_1965,New_Zealand_1966_1975,New_Zealand_1976_1985,New_Zealand_1986_1995,New_Zealand_1996_2005,New_Zealand_2006_2010,New_Zealand_2011,New_Zealand_2012,New_Zealand_2013,New_Zealand_2014,New_Zealand_2015,New_Zealand_2016,New_Zealand_Yr_arrival_ns,New_Zealand_Tot,Pakistan_Before_1946,Pakistan_1946_1955,Pakistan_1956_1965,Pakistan_1966_1975,Pakistan_1976_1985,Pakistan_1986_1995,Pakistan_1996_2005,Pakistan_2006_2010,Pakistan_2011,Pakistan_2012,Pakistan_2013,Pakistan_2014,Pakistan_2015,Pakistan_2016,Pakistan_Yr_arrival_NS,Pakistan_Tot,Philippines_Before_1946,Philippines_1946_1955,Philippines_1956_1965,Philippines_1966_1975,Philippines_1976_1985,Philippines_1986_1995,Philippines_1996_2005,Philippines_2006_2010,Philippines_2011,Philippines_2012,Philippines_2013,Philippines_2014,Philippines_2015,Philippines_2016,Philippines_Yr_arrival_ns,Philippines_Tot,Poland_Before_1946,Poland_1946_1955,Poland_1956_1965,Poland_1966_1975,Poland_1976_1985,Poland_1986_1995,Poland_1996_2005,Poland_2006_2010,Poland_2011,Poland_2012,Poland_2013,Poland_2014,Poland_2015,Poland_2016,Poland_Yr_arrival_NS,Poland_Tot,Singapore_Before_1946,Singapore_1946_1955,Singapore_1956_1965,Singapore_1966_1975,Singapore_1976_1985,Singapore_1986_1995,Singapore_1996_2005,Singapore_2006_2010,Singapore_2011,Singapore_2012,Singapore_2013,Singapore_2014,Singapore_2015,Singapore_2016,Singapore_Yr_arrival_ns,Singapore_Tot
SED10024,14,18,11,4,3,0,11,318,10,72,115,52,7,10,15,11,3,0,3,0,13,0,14,324,0,0,8,18,62,130,109,58,16,25,11,20,21,28,32,542,0,0,0,6,114,279,308,169,48,17,33,27,26,36,31,1096,0,10,27,35,39,18,15,5,0,0,0,0,0,0,4,148,4,0,32,88,178,188,105,85,16,3,11,12,8,3,9,750,0,9,10,8,6,0,0,0,0,0,0,0,0,0,3,39,0,51,33,27,23,21,36,30,11,3,12,21,7,0,9,282,15,26,81,180,203,237,389,165,31,35,34,15,23,9,46,1492,0,0,3,10,16,15,12,8,6,0,0,0,3,7,0,75,0,0,3,30,52,77,53,35,13,14,21,17,6,14,9,349,0,10,15,11,29,27,27,11,0,3,4,3,0,3,4,147,3,3,20,23,64,58,105,99,13,12,17,14,20,5,6,455
SED10025,43,24,22,9,11,5,10,484,21,619,1535,866,110,51,58,43,9,31,33,41,25,11,105,3560,0,0,0,4,17,26,47,28,6,11,4,12,11,3,5,175,0,0,0,22,171,324,565,471,97,115,100,97,175,80,102,2307,0,14,43,139,88,60,14,20,9,3,3,5,0,4,16,411,0,3,20,56,146,138,88,73,13,23,24,9,21,19,17,637,0,49,36,23,7,0,0,0,0,0,0,0,0,0,3,122,0,16,15,4,9,11,19,8,0,3,5,3,0,3,3,105,7,14,37,103,215,178,285,155,42,44,31,16,18,10,30,1184,0,0,0,5,10,13,13,32,11,13,4,16,3,3,8,129,0,0,0,20,89,188,82,77,11,11,30,10,28,19,16,584,0,17,17,9,37,26,17,18,3,3,10,7,0,0,3,167,0,0,9,19,31,23,49,32,8,3,3,20,11,7,3,218
SED10026,4,3,3,0,0,0,0,70,0,13,15,13,3,0,0,0,0,3,0,0,3,0,4,65,0,0,0,0,0,0,3,0,0,0,0,0,6,3,0,19,0,0,0,0,0,4,6,15,0,3,10,3,4,10,5,64,0,4,9,5,4,3,0,0,0,0,0,0,0,0,8,34,0,0,3,8,15,10,5,8,0,0,0,0,0,3,3,57,0,11,4,4,3,0,0,0,0,0,0,0,0,0,3,25,0,57,29,16,7,3,7,0,0,3,0,0,0,0,0,117,4,5,29,82,112,117,86,54,20,32,7,11,10,0,51,608,0,0,0,0,0,0,3,14,10,11,5,6,13,8,8,72,0,0,0,0,15,35,50,66,15,19,29,20,23,0,10,286,0,3,3,0,3,3,0,0,0,0,0,0,0,0,0,16,0,0,0,3,0,3,6,4,0,0,0,0,0,0,0,24
SED10027,0,3,5,9,0,4,8,158,9,122,227,158,18,9,5,4,0,7,5,3,3,0,40,608,0,0,0,4,8,14,21,20,0,3,0,0,0,0,4,78,0,0,3,7,30,63,56,29,4,9,3,5,7,0,4,220,0,28,89,663,587,639,463,211,39,30,32,25,19,6,115,2952,0,0,3,24,51,67,44,37,3,0,4,4,6,8,0,254,0,73,46,38,13,4,4,0,0,0,0,0,0,0,12,197,0,27,17,3,7,3,3,3,3,0,0,0,0,0,3,67,3,4,11,60,157,210,310,136,58,26,50,33,22,13,37,1133,0,0,0,3,3,37,58,33,14,12,11,14,15,6,8,222,0,0,3,20,98,205,160,112,12,28,25,25,19,9,19,735,0,27,16,7,26,31,9,4,0,3,0,0,3,0,8,147,0,0,4,10,19,14,23,22,3,0,0,3,7,0,0,115
SED10028,12,4,0,0,3,0,5,204,4,66,111,61,12,5,4,15,0,3,3,0,0,0,18,309,3,0,0,5,6,49,54,16,3,8,7,3,12,4,13,187,0,0,0,24,236,611,1024,731,129,80,98,103,115,61,89,3304,0,13,29,60,24,34,11,7,0,0,0,0,0,0,11,189,4,6,30,113,255,451,209,181,49,64,43,31,47,28,29,1541,0,11,20,8,0,3,0,0,0,0,0,0,0,0,0,45,0,30,39,17,14,13,28,11,0,4,0,3,7,0,13,176,7,13,50,82,159,152,274,107,18,31,25,30,26,13,38,1027,0,0,0,5,29,47,98,39,11,22,22,15,41,27,6,370,0,0,0,34,111,164,100,106,18,24,39,19,23,12,10,670,0,5,3,10,66,25,13,3,0,0,0,0,0,0,4,117,0,3,8,21,71,117,150,97,17,19,12,20,15,8,13,549
SED10029,0,0,0,0,0,0,0,53,5,169,416,239,39,16,9,3,3,0,5,3,0,3,45,972,0,0,0,0,4,3,14,0,3,3,0,0,0,0,0,33,0,0,0,0,13,13,6,15,4,4,0,3,0,0,3,55,0,3,41,365,372,412,374,178,28,23,34,39,31,24,82,2015,0,0,0,3,36,74,30,20,3,3,4,8,9,0,12,201,0,133,119,52,6,6,0,0,0,0,0,0,0,0,18,331,0,10,21,7,3,6,5,0,0,0,3,0,0,0,0,56,0,3,4,18,85,182,415,228,48,83,45,70,57,21,65,1330,0,0,0,0,5,15,25,57,10,24,29,30,29,10,5,236,0,0,0,15,107,383,221,130,29,47,23,27,34,23,29,1071,0,40,17,9,63,36,16,3,0,4,0,5,0,0,12,204,0,0,0,0,9,7,5,3,0,3,0,0,0,0,0,36
SED10030,0,3,5,6,0,0,8,256,0,58,69,43,4,5,3,4,4,0,3,0,0,0,12,204,0,0,0,4,7,24,44,16,8,9,8,0,0,0,3,120,0,0,0,0,15,33,85,83,12,3,7,6,16,3,3,270,0,10,4,18,5,9,3,0,0,0,0,0,0,0,3,46,0,0,12,13,18,23,19,10,0,8,5,3,8,0,3,119,0,49,35,16,5,7,0,0,0,0,0,0,0,0,3,117,0,69,48,30,18,14,12,7,0,0,0,0,0,0,10,219,3,14,47,165,345,275,328,101,19,22,17,15,9,8,67,1440,0,0,0,4,0,3,0,5,4,3,0,4,6,3,8,42,0,0,4,15,66,149,91,77,7,23,45,21,21,5,24,552,0,5,6,6,35,26,14,14,0,0,8,0,0,0,4,124,0,0,4,12,13,9,11,9,0,0,4,0,3,4,0,59
SED10031,7,23,3,5,0,0,4,149,0,41,48,33,10,0,7,8,0,0,0,0,6,0,8,165,0,8,0,0,0,0,3,0,0,0,0,0,0,0,3,28,0,0,0,3,4,3,5,3,3,0,3,0,15,23,6,71,0,3,3,18,7,3,5,9,0,0,0,0,0,0,10,52,0,0,4,12,17,5,6,0,0,0,0,0,0,0,4,52,0,25,22,8,0,0,0,0,0,0,0,0,0,0,4,61,0,72,63,25,28,13,10,5,0,0,0,0,0,0,15,236,4,15,34,156,220,137,118,75,27,11,14,10,12,11,54,903,0,0,0,3,0,0,5,14,0,0,0,8,0,3,0,35,0,0,0,6,30,39,27,45,16,5,12,26,18,13,11,247,0,10,10,3,25,3,3,4,0,0,0,4,0,0,8,60,0,0,3,10,8,8,6,0,0,0,0,0,3,0,3,39
SED10032,3,6,5,5,0,3,7,108,5,106,263,158,21,13,9,3,3,3,3,13,8,0,33,633,0,0,0,0,9,6,21,10,3,6,0,3,3,0,0,64,0,0,0,4,51,134,137,62,8,14,9,21,14,5,10,472,3,49,217,1309,934,1156,957,401,92,54,65,73,58,36,217,5621,0,0,4,14,25,84,77,47,13,13,10,15,7,5,3,323,7,213,216,82,11,0,0,0,0,0,0,0,0,0,20,549,0,7,16,9,3,0,0,0,0,0,0,0,0,0,0,43,3,3,9,43,110,209,374,255,67,83,53,33,44,29,74,1377,0,0,0,3,16,86,168,324,93,203,254,217,202,128,35,1729,0,0,3,28,186,468,401,292,44,105,111,83,78,58,46,1907,0,28,9,10,47,27,19,11,0,0,3,0,0,0,3,155,3,0,0,6,6,19,18,14,3,3,3,5,0,4,0,92
SED10033,0,6,3,0,0,0,8,204,8,96,140,71,16,7,6,0,0,0,0,0,0,0,17,362,0,3,0,4,0,0,6,9,0,0,0,0,0,0,3,27,0,0,0,4,4,37,24,11,0,0,0,0,0,0,0,83,0,10,15,51,19,31,31,8,4,0,0,3,0,0,3,180,0,0,18,32,28,12,8,3,0,0,3,0,3,0,4,114,4,138,148,116,44,18,6,8,0,0,0,0,0,0,22,508,0,73,111,29,19,8,16,7,0,0,0,3,3,0,12,282,3,5,28,113,221,195,229,68,10,28,3,6,8,5,27,971,0,0,0,0,3,15,9,3,0,0,0,0,0,0,0,38,0,0,0,19,28,77,54,50,12,5,9,13,6,7,10,285,0,3,6,10,12,13,10,0,3,0,0,0,0,0,4,54,0,0,7,8,3,7,9,0,0,0,0,0,0,0,0,40
SED10034,7,4,13,4,3,3,10,277,0,56,93,50,11,3,21,4,3,0,3,3,0,0,21,263,0,0,0,0,4,11,37,17,0,3,0,0,0,0,0,77,0,0,0,0,8,15,28,12,3,0,0,3,4,3,0,76,0,4,10,35,21,24,5,3,0,0,0,0,0,0,3,104,0,0,7,17,32,38,21,18,10,0,0,3,3,3,5,165,0,44,35,10,5,4,0,4,0,0,0,0,0,0,3,109,0,74,55,19,9,10,13,10,0,0,3,4,0,3,7,206,7,3,25,82,196,229,272,109,21,13,17,11,3,14,31,1033,0,0,0,6,8,8,3,3,0,3,0,0,0,0,0,35,0,0,9,31,51,92,52,40,13,16,10,12,13,4,6,341,0,0,3,8,60,28,19,9,0,3,0,0,0,0,0,127,0,0,3,10,9,12,19,12,0,0,0,0,3,0,6,75
SED10035,154,161,100,74,59,28,25,1213,3,61,160,82,30,19,26,56,26,27,54,56,39,21,29,692,0,0,0,8,13,70,121,53,19,18,22,17,24,18,19,401,0,0,0,0,56,130,247,167,38,32,41,41,60,46,34,903,0,6,17,108,44,43,22,10,0,0,0,4,4,3,8,271,0,0,11,49,111,251,228,193,46,54,93,122,176,141,32,1503,0,63,66,33,7,0,0,0,0,0,0,0,0,0,0,173,0,9,17,4,8,11,22,18,6,11,5,10,20,11,5,163,4,7,29,111,265,319,517,307,106,102,87,86,107,62,59,2167,0,0,0,3,6,24,28,26,8,22,23,30,29,40,4,237,0,0,3,47,158,414,195,201,48,74,69,67,58,45,43,1416,0,6,9,6,47,48,49,20,7,16,6,20,22,3,7,274,0,0,4,13,35,52,128,89,35,34,54,59,74,68,20,671
SED10036,3,5,3,4,0,0,3,115,4,190,349,223,56,28,31,8,6,3,5,5,7,0,41,950,0,0,0,0,4,11,7,4,4,0,0,0,0,3,3,42,0,0,0,0,10,16,20,21,3,0,0,0,0,0,3,84,0,5,38,307,351,484,287,159,35,16,17,21,23,6,69,1806,0,0,8,19,47,78,62,31,3,6,0,9,0,3,9,280,0,65,67,21,9,4,0,0,0,0,0,0,0,0,13,183,0,18,18,6,4,4,4,3,0,0,0,0,0,0,3,61,0,0,6,51,163,243,437,212,39,59,36,31,30,19,66,1386,0,0,0,3,16,114,182,119,19,32,26,34,21,12,11,599,0,0,3,16,150,739,298,157,25,16,23,28,21,20,22,1523,0,16,26,9,105,99,17,10,0,3,0,3,0,0,6,304,0,0,4,16,4,18,17,15,0,0,0,4,0,0,4,87
SED10037,4,3,4,4,5,0,4,223,8,82,156,109,12,4,6,3,0,0,3,0,0,0,10,405,0,0,0,11,32,65,104,48,10,13,13,4,6,5,6,318,0,0,0,13,64,214,401,292,42,28,41,27,34,3,27,1181,0,37,83,93,37,57,28,9,0,3,0,0,3,0,12,356,0,0,14,50,124,194,113,92,21,6,12,19,14,5,12,684,0,17,11,8,0,0,0,0,0,0,0,0,0,0,0,48,0,43,43,19,24,15,52,14,0,0,0,3,0,0,8,226,3,6,53,160,269,231,307,122,23,24,15,8,11,6,28,1282,0,0,0,7,11,25,34,11,11,15,4,15,13,10,3,168,0,0,0,45,79,234,201,183,47,66,56,26,49,49,27,1060,0,7,4,4,77,84,18,16,0,4,0,3,9,0,5,230,0,0,4,25,25,45,78,38,5,12,5,8,8,3,6,265
SED10038,5,15,3,0,3,0,4,238,4,219,463,184,24,12,11,4,0,3,8,6,3,3,29,976,0,3,3,3,0,17,21,8,6,3,4,0,0,5,4,88,0,0,0,3,5,12,32,14,9,0,3,6,9,0,3,97,0,15,16,53,30,23,16,12,0,0,0,6,0,0,3,175,0,0,7,22,20,24,10,13,0,5,6,12,31,7,3,167,0,21,13,7,3,0,0,0,0,0,0,0,0,0,8,52,0,169,97,22,16,5,13,6,0,0,0,3,0,0,9,358,7,10,23,96,188,165,169,85,32,26,17,12,11,7,40,894,0,0,0,0,5,11,8,18,3,14,15,10,16,10,3,110,0,0,0,9,57,90,21,32,18,9,15,16,22,4,7,285,0,20,9,11,47,25,17,3,0,0,0,0,0,0,0,137,0,0,3,11,4,3,0,9,0,0,3,0,5,0,3,45
SED10039,0,5,3,5,0,0,8,165,0,38,79,50,9,8,3,4,0,0,0,0,0,0,12,213,0,0,0,0,0,3,9,6,0,0,0,0,0,7,0,36,0,0,0,0,0,9,13,4,0,0,0,0,0,0,0,32,0,3,5,9,5,0,0,0,0,0,0,0,0,0,10,32,0,0,13,4,14,4,11,0,0,4,0,0,0,0,0,53,0,35,47,16,7,0,0,5,0,0,0,0,0,0,6,114,0,108,95,9,19,11,13,9,0,0,0,0,0,0,14,286,5,8,47,116,212,119,161,78,18,28,16,3,14,0,57,878,0,0,0,0,4,0,3,3,0,0,0,9,3,0,0,25,0,0,0,3,34,65,41,27,3,6,0,10,14,4,15,232,0,10,7,5,29,13,3,3,0,0,0,0,0,0,4,72,0,0,3,7,3,3,3,3,0,0,0,3,0,0,5,34
SED10040,5,16,7,6,0,5,8,186,8,130,384,180,27,20,19,15,3,10,4,12,3,0,36,847,0,0,0,7,13,38,55,26,8,14,4,14,7,8,9,197,0,0,0,4,30,51,107,68,12,14,22,16,6,7,22,353,0,12,55,299,324,439,230,141,16,31,20,30,28,10,77,1726,0,0,10,51,97,199,156,88,13,22,23,28,32,34,19,771,3,59,58,26,7,3,0,0,0,0,0,0,0,0,10,165,0,21,13,6,4,3,5,4,0,0,0,0,0,0,0,57,0,4,18,57,184,262,430,190,50,43,33,21,23,22,59,1389,0,0,0,3,5,13,41,29,6,16,9,15,20,10,0,165,0,0,10,36,127,338,251,324,88,88,108,110,94,51,50,1673,0,11,7,9,29,24,12,18,8,4,5,6,5,0,3,140,0,0,0,19,37,51,75,27,8,7,5,4,13,4,0,254
SED10041,7,6,8,0,12,0,12,255,3,59,68,29,12,8,18,6,0,5,0,0,3,0,9,233,0,0,10,15,32,104,124,41,13,22,15,29,40,15,22,494,0,0,4,18,128,427,620,470,53,78,76,57,29,36,60,2056,0,12,18,40,24,17,3,5,0,0,0,0,0,0,3,122,0,3,31,87,188,194,154,147,31,17,25,27,15,15,16,947,0,10,9,4,3,4,0,0,0,0,0,0,0,0,0,26,4,45,28,15,26,12,24,40,7,0,7,12,5,7,4,223,16,30,73,169,226,243,340,125,32,32,28,30,29,22,41,1427,0,0,0,7,15,24,23,13,7,15,16,15,19,10,3,161,0,0,5,31,75,136,127,145,23,29,31,22,36,19,15,684,0,20,12,11,64,37,20,9,0,3,3,5,0,0,0,181,3,6,16,21,41,69,123,86,16,18,26,21,12,8,7,471
SED10042,4,7,0,3,0,0,0,126,0,25,37,24,3,3,4,8,0,0,0,0,0,0,11,120,0,0,0,7,3,5,8,0,0,0,0,0,0,3,0,26,0,0,0,0,10,14,11,17,0,0,0,0,0,0,3,48,0,0,0,10,3,3,0,3,0,0,0,0,0,0,0,23,0,3,5,23,12,12,11,10,3,0,0,0,4,0,3,93,0,25,20,3,0,0,0,0,0,0,3,0,0,0,0,52,0,111,56,23,23,4,4,3,0,0,3,0,3,0,7,242,12,27,65,159,253,219,192,71,19,16,13,17,4,4,59,1131,0,0,0,0,6,0,0,4,3,0,0,0,0,0,0,19,0,0,3,9,40,61,46,45,10,20,13,3,8,0,12,267,0,22,3,5,11,9,0,0,0,0,0,0,0,0,3,56,3,0,0,5,3,3,4,3,0,0,0,3,0,0,0,30
SED10043,3,3,0,0,5,3,4,77,5,131,292,188,29,14,21,19,0,6,3,7,7,0,35,747,0,3,0,0,4,8,13,13,4,3,3,0,3,0,6,60,0,0,0,16,135,244,244,75,15,10,10,14,15,10,25,813,4,44,268,1858,1682,1792,1130,558,105,71,111,89,105,29,327,8173,0,0,7,10,47,86,75,36,6,17,43,9,18,4,17,383,0,34,26,17,4,0,0,0,0,0,0,0,0,0,3,94,0,8,6,5,3,0,0,0,0,0,0,0,0,0,3,34,3,0,6,39,85,176,325,168,33,45,30,36,29,19,64,1066,0,0,0,7,29,179,447,540,165,242,221,355,347,171,77,2784,0,0,5,28,103,290,195,132,35,34,38,48,31,25,23,991,0,17,13,10,38,13,3,6,0,0,0,0,0,0,7,107,0,0,3,4,19,20,23,18,0,3,0,0,3,3,3,100
SED10044,27,26,13,16,9,6,11,461,15,163,311,185,19,24,33,39,16,16,17,15,20,9,28,909,0,3,3,11,38,125,175,87,33,30,25,25,42,35,45,664,0,0,0,25,84,142,254,156,19,34,25,20,39,17,33,853,0,17,27,96,52,52,20,6,3,4,0,4,0,0,12,277,3,0,26,80,175,230,153,83,22,18,15,20,20,17,18,883,0,27,19,13,13,3,0,3,0,0,0,0,0,4,3,88,0,41,27,12,11,8,17,22,10,0,3,3,0,0,4,162,8,18,58,148,263,247,362,132,52,43,33,32,33,12,53,1491,0,0,0,3,6,13,20,22,9,7,3,9,15,10,0,118,0,3,8,21,100,179,128,146,37,35,44,54,47,29,22,860,3,5,17,10,88,40,35,26,4,12,10,10,10,8,17,285,0,0,13,33,63,48,67,46,4,3,22,25,15,8,9,360
SED10045,3,8,4,0,0,0,0,93,9,87,58,24,7,10,7,3,0,3,5,0,0,0,16,230,0,0,0,3,5,5,15,11,5,5,0,0,3,0,5,64,0,0,0,0,3,6,3,11,0,0,0,0,3,3,0,35,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,7,0,0,11,17,7,12,8,10,0,0,0,0,0,0,0,65,0,8,3,3,0,0,0,0,0,0,0,0,0,0,0,16,0,57,69,26,25,8,27,6,0,0,0,0,3,0,3,224,4,11,41,155,310,230,155,54,21,16,5,6,4,3,53,1070,0,0,0,0,0,3,5,3,3,0,8,0,0,0,0,31,0,0,0,4,24,41,53,47,12,11,15,12,21,0,12,256,0,3,3,6,18,0,3,0,0,0,0,0,0,0,5,35,0,0,8,6,3,6,0,0,0,0,0,3,0,0,0,31
SED10046,0,7,4,4,0,0,3,56,0,123,258,266,60,24,32,9,0,0,6,3,6,0,34,840,0,0,7,0,0,8,6,6,0,3,3,0,3,0,3,39,0,0,0,0,9,13,18,17,0,7,3,3,0,3,8,82,0,3,13,314,371,438,354,173,42,33,35,36,30,17,66,1915,0,0,7,6,31,69,44,42,9,3,7,6,16,5,6,254,0,53,86,45,19,3,4,0,0,0,0,0,0,0,11,210,0,13,19,5,0,0,0,0,0,0,3,0,0,0,0,52,0,0,9,31,144,279,517,229,46,65,92,68,77,23,98,1675,0,0,0,3,11,65,130,113,26,41,49,42,35,25,8,548,0,0,0,28,203,810,325,237,52,37,32,29,53,30,30,1875,0,7,4,5,114,118,24,4,0,0,0,0,0,0,5,296,0,0,0,5,7,21,7,12,3,0,0,0,0,3,0,63
SED10047,4,6,15,0,0,0,10,197,0,56,118,139,20,3,9,3,0,3,3,0,0,0,21,380,0,0,0,0,0,6,7,6,0,0,0,3,0,0,0,32,0,0,0,0,15,14,54,42,0,4,3,0,0,8,8,150,0,4,21,88,78,94,92,21,5,3,7,7,0,5,29,450,0,0,11,14,15,22,18,14,3,0,4,5,0,0,15,121,0,191,241,127,62,18,3,3,0,0,0,0,0,0,32,681,0,51,87,20,12,3,4,3,0,0,4,0,0,0,12,204,0,3,13,78,275,517,793,382,100,124,128,71,84,48,191,2795,0,0,0,5,15,43,76,146,39,23,19,32,36,22,12,467,0,0,8,30,178,720,570,464,107,89,84,78,77,55,69,2527,0,22,10,10,40,32,18,8,0,0,7,0,3,0,0,151,0,0,3,3,3,10,22,22,0,3,3,0,0,0,3,79
SED10048,4,5,3,0,0,0,13,167,0,99,130,87,13,8,13,10,0,4,6,0,0,0,12,376,0,3,3,0,0,8,17,13,0,3,0,0,0,0,0,52,0,0,0,0,10,18,36,26,0,3,0,0,0,0,0,105,0,3,8,158,158,171,118,54,3,7,10,5,3,0,28,730,0,0,11,23,39,69,40,32,3,0,0,0,5,0,3,226,3,53,56,25,8,0,0,0,3,0,0,0,0,0,3,154,0,29,55,13,13,3,4,0,0,0,0,0,0,0,3,127,0,7,11,67,228,428,672,310,94,75,106,83,89,32,126,2337,0,0,0,4,5,134,202,172,43,37,38,40,67,25,21,798,0,0,0,42,238,860,609,408,73,87,65,69,65,38,58,2613,0,6,8,12,135,79,32,10,0,7,0,3,0,0,0,296,0,0,0,18,11,9,17,7,0,6,0,0,3,3,0,76
SED10049,6,3,9,0,0,0,0,82,0,16,27,12,0,0,0,4,0,0,0,0,0,0,3,66,0,0,0,3,0,3,3,5,0,0,0,0,0,0,0,12,0,0,0,0,3,8,3,10,3,7,5,0,0,0,3,41,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,10,0,0,5,25,11,10,10,5,3,0,3,0,3,3,7,88,0,10,13,4,0,0,0,0,0,0,0,0,0,0,0,31,0,48,43,9,3,0,5,3,0,0,0,0,0,0,0,115,4,5,15,64,177,129,152,92,41,22,10,14,15,17,27,777,0,0,0,7,3,3,14,10,0,3,7,0,6,0,0,58,0,0,0,7,48,88,49,57,14,15,24,26,10,3,15,355,0,29,4,6,14,5,5,0,0,0,0,0,0,0,0,67,0,0,3,3,0,0,0,7,4,0,0,0,0,0,0,18
SED10050,38,16,24,23,19,9,9,615,4,75,152,106,9,14,31,55,22,30,27,38,20,15,14,624,0,0,4,17,15,38,82,45,12,6,15,18,3,12,14,273,0,0,0,0,26,56,68,44,6,7,11,5,19,10,6,268,0,3,5,7,11,10,10,3,0,0,0,0,4,0,0,53,0,0,10,33,44,40,21,18,5,0,3,0,4,0,4,184,0,3,4,6,0,0,3,0,0,0,0,0,0,0,3,22,0,53,31,27,27,11,62,52,22,16,24,23,17,12,9,385,5,19,68,164,344,339,574,292,77,79,78,66,67,42,60,2277,0,0,0,0,0,7,0,8,3,3,0,0,0,0,0,15,0,0,0,12,58,77,71,77,18,11,16,13,16,16,13,408,0,10,8,3,44,29,9,25,6,6,6,13,4,3,3,172,0,0,8,24,13,24,51,19,14,7,12,7,13,8,3,202
SED10051,116,74,46,61,30,20,30,973,9,102,197,157,37,13,27,17,10,15,22,21,13,0,45,689,0,3,3,9,11,52,62,31,3,3,6,7,0,3,7,195,0,0,3,5,26,62,77,59,11,7,3,15,4,3,22,296,6,9,20,83,54,26,14,17,0,3,0,0,0,0,30,268,0,0,16,101,177,241,112,102,14,22,25,29,19,31,12,902,3,119,107,44,4,0,0,3,0,0,0,0,0,0,17,302,0,25,13,11,15,8,15,20,4,3,0,6,4,8,9,132,0,0,40,138,274,275,337,190,24,29,41,29,30,25,92,1530,0,0,3,5,7,16,15,9,5,9,11,5,12,9,13,111,0,0,0,44,120,230,148,139,25,24,33,28,29,8,34,873,3,13,21,13,105,78,40,27,0,3,8,3,3,7,9,345,5,0,5,33,46,45,52,17,6,11,8,13,8,4,14,259
SED10052,16,13,6,0,4,3,8,315,9,116,208,95,11,7,8,9,7,0,3,3,3,0,27,511,0,0,0,5,7,26,48,14,8,0,0,0,5,0,0,117,0,0,0,3,19,19,26,20,0,0,3,6,0,0,8,102,0,7,40,158,82,57,28,4,0,0,0,0,0,0,17,400,0,0,6,37,75,78,40,19,3,3,0,0,0,0,4,272,0,62,37,18,3,3,3,0,0,0,0,0,0,0,9,137,0,61,37,13,10,4,17,4,0,3,0,0,0,3,3,158,12,13,33,102,195,226,314,149,28,27,28,23,25,7,45,1211,0,0,0,5,8,3,13,9,0,10,0,4,3,0,0,54,0,0,8,30,82,123,89,77,10,25,11,19,12,7,16,510,0,5,12,10,54,40,26,13,0,0,0,4,0,0,3,166,0,0,6,8,29,27,24,10,0,0,0,0,0,0,3,121
