SED_CODE_2016,P_15_yrs_over_M,P_15_yrs_over_F,P_15_yrs_over_P,lfs_Emplyed_wrked_full_time_M,lfs_Emplyed_wrked_full_time_F,lfs_Emplyed_wrked_full_time_P,lfs_Emplyed_wrked_part_time_M,lfs_Emplyed_wrked_part_time_F,lfs_Emplyed_wrked_part_time_P,lfs_Employed_away_from_work_M,lfs_Employed_away_from_work_F,lfs_Employed_away_from_work_P,lfs_Unmplyed_lookng_for_wrk_M,lfs_Unmplyed_lookng_for_wrk_F,lfs_Unmplyed_lookng_for_wrk_P,lfs_Tot_LF_M,lfs_Tot_LF_F,lfs_Tot_LF_P,lfs_N_the_labour_force_M,lfs_N_the_labour_force_F,lfs_N_the_labour_force_P,Percent_Unem_loyment_M,Percent_Unem_loyment_F,Percent_Unem_loyment_P,Percnt_LabForc_prticipation_M,Percnt_LabForc_prticipation_F,Percnt_LabForc_prticipation_P,Percnt_Employment_to_populn_M,Percnt_Employment_to_populn_F,Percnt_Employment_to_populn_P,Non_sch_quals_PostGrad_Dgre_M,Non_sch_quals_PostGrad_Dgre_F,Non_sch_quals_PostGrad_Dgre_P,Non_sch_quals_Gr_Dip_Gr_Crt_M,Non_sch_quals_Gr_Dip_Gr_Crt_F,Non_sch_quals_Gr_Dip_Gr_Crt_P,Non_sch_quals_Bchelr_Degree_M,Non_sch_quals_Bchelr_Degree_F,Non_sch_quals_Bchelr_Degree_P,Non_sch_quls_Advncd_Dip_Dip_M,Non_sch_quls_Advncd_Dip_Dip_F,Non_sch_quls_Advncd_Dip_Dip_P,Non_sch_quls_Cert3a4_Level_M,Non_sch_quls_Cert3a4_Level_F,Non_sch_quls_Cert3a4_Level_P,Non_sch_quls_Cert1a2_Level_M,Non_sch_quls_Cert1a2_Level_F,Non_sch_quls_Cert1a2_Level_P,Non_sch_quls_Certnfd_Level_M,Non_sch_quls_Certnfd_Level_F,Non_sch_quls_Certnfd_Level_P,Non_sch_quls_CertTot_Level_M,Non_sch_quls_CertTot_Level_F,Non_sch_quls_CertTot_Level_P,Migtn_Lvd_same_add_1_yr_ago_M,Migtn_Lvd_same_add_1_yr_ago_F,Migtn_Lvd_same_add_1_yr_ago_P,Migtn_Lvd_Diff_add_1_yr_ago_M,Migtn_Lvd_Diff_add_1_yr_ago_F,Migtn_Lvd_Diff_add_1_yr_ago_P,Migtn_Lvd_sme_add_5_yrs_ago_M,Migtn_Lvd_sme_add_5_yrs_ago_F,Migtn_Lvd_sme_add_5_yrs_ago_P,Mign_Lvd_Diff_add_5_yrs_ago_M,Mign_Lvd_Diff_add_5_yrs_ago_F,Mign_Lvd_Diff_add_5_yrs_ago_P
SED10057,28684,31090,59773,7683,4555,12238,3390,6402,9786,879,852,1733,1347,1033,2374,13298,12840,26141,13246,15955,29196,10.1,8,9.1,46.4,41.3,43.7,41.7,38,39.7,432,418,847,237,471,713,1714,2619,4328,1637,2997,4633,8281,3876,12153,340,646,984,595,1138,1740,9215,5664,14876,26521,28131,54647,4701,5005,9704,17872,18779,36657,12012,13169,25184
SED10058,30088,30942,61027,12967,8467,21436,4042,7914,11959,757,998,1750,1421,1035,2454,19180,18413,37598,8640,10309,18950,7.4,5.6,6.5,63.7,59.5,61.6,59,56.2,57.6,1760,1870,3633,486,914,1405,5185,6591,11775,2309,3140,5449,6693,3144,9832,251,409,662,488,727,1220,7435,4277,11715,25975,26223,52194,6313,6648,12966,16222,16532,32755,15117,15598,30714
SED10059,38726,37817,76543,18335,14557,32896,5232,7167,12402,971,1160,2132,1524,1380,2906,26070,24257,50330,8306,9641,17947,5.8,5.7,5.8,67.3,64.1,65.8,63.4,60.5,62,4468,4786,9259,874,1235,2112,10894,11973,22873,2938,3053,5993,3232,1582,4814,192,205,399,456,554,1009,3879,2340,6219,26990,25343,52336,9673,10719,20388,14203,12888,27094,21990,22757,44746
SED10060,30984,35787,66774,17429,13967,31393,3670,6748,10413,698,1056,1752,813,900,1715,22615,22665,45278,5822,10357,16180,3.6,4,3.8,73,63.3,67.8,70.3,60.8,65.2,5161,5183,10340,821,1389,2211,10578,11971,22542,2568,3816,6384,2000,1179,3176,94,225,321,397,772,1171,2492,2173,4664,25131,28562,53692,7051,7914,14966,13208,15635,28842,18251,20226,38480
SED10061,31252,32794,64047,12238,7187,19429,3589,7155,10747,927,1091,2021,1342,1106,2456,18102,16538,34642,10289,13354,23638,7.4,6.7,7.1,57.9,50.4,54.1,53.6,47.1,50.3,1143,1117,2260,326,678,1006,2312,4086,6403,1584,2879,4466,6881,3664,10546,348,583,929,510,900,1410,7738,5146,12888,28940,29783,58725,5352,6072,11426,20178,20392,40567,12415,13744,26155
SED10062,30085,32688,62773,14115,8766,22885,4253,7648,11903,770,996,1765,1025,1012,2038,20163,18433,38596,8654,12843,21497,5.1,5.5,5.3,67,56.4,61.5,63.6,53.3,58.2,2271,2066,4336,433,702,1136,5729,6675,12397,2616,3616,6231,5234,2174,7413,165,361,528,575,1046,1622,5977,3578,9556,30004,31944,61951,4410,4670,9081,21187,22573,43763,11986,12826,24817
SED10063,29839,31720,61566,13515,7742,21252,3054,7278,10332,951,1059,2009,1167,995,2164,18687,17077,35763,8815,12305,21120,6.2,5.8,6.1,62.6,53.8,58.1,58.7,50.7,54.6,712,746,1461,305,606,905,2410,4098,6511,1776,3026,4797,7682,4082,11773,340,630,971,497,1010,1506,8515,5727,14243,29111,30024,59136,5222,5607,10828,19617,19954,39565,12832,13942,26773
SED10064,29465,30694,60162,8230,4783,13018,3675,6664,10332,902,894,1792,1304,970,2277,14110,13311,27419,12878,14897,27777,9.2,7.3,8.3,47.9,43.4,45.6,43.5,40.2,41.8,363,509,871,244,525,767,1803,3043,4851,1534,2844,4372,8214,4072,12292,388,646,1031,526,1052,1581,9131,5770,14904,27293,28308,55606,4427,4878,9307,19435,19779,39218,10857,11947,22796
SED10065,41981,41828,83812,20373,12150,32529,5389,7915,13302,1019,1112,2134,1949,2097,4043,28727,23278,52006,10304,15722,26026,6.8,9,7.8,68.4,55.7,62.1,63.8,50.6,57.2,4843,4551,9388,630,834,1464,9533,9803,19337,3578,4147,7722,5003,2457,7460,227,383,611,561,817,1381,5798,3660,9459,36533,36708,73242,10104,9494,19599,20613,21369,41984,23605,22383,45987
SED10066,30217,32628,62846,15567,9304,24871,3178,7365,10539,822,1102,1927,1185,1128,2309,20753,18892,39649,7723,11959,19677,5.7,6,5.8,68.7,57.9,63.1,64.8,54.5,59.4,1027,1205,2231,321,590,909,2750,4006,6755,2318,3252,5562,8059,4159,12221,246,577,822,571,911,1485,8878,5652,14525,30030,31656,61691,4920,5044,9960,20339,21366,41704,12926,13814,26737
SED10067,28087,30510,58589,13708,7617,21326,4049,8897,12951,763,862,1627,614,598,1205,19132,17972,37108,7468,10760,18230,3.2,3.3,3.2,68.1,58.9,63.3,65.9,57,61.3,1832,1594,3430,482,882,1361,5330,6320,11648,2867,4485,7347,6303,2287,8591,161,355,512,627,1162,1791,7095,3799,10894,27811,29276,57091,4370,4662,9026,18419,19360,37782,12647,13564,26216
SED10068,29243,32280,61524,9307,5790,15096,3523,7055,10576,722,811,1535,1104,914,2024,14657,14565,29229,12609,15652,28265,7.5,6.3,6.9,50.1,45.1,47.5,46.3,42.3,44.2,669,647,1318,338,601,938,2528,3599,6123,2151,3556,5710,8521,3959,12481,277,637,916,587,1179,1772,9382,5779,15162,26811,28980,55787,5115,5544,10663,17051,18368,35420,13900,15148,29050
SED10069,28808,30006,58816,10659,5333,15985,3230,7047,10281,831,857,1687,1182,1023,2212,15903,14259,30162,10701,13607,24314,7.4,7.2,7.3,55.2,47.5,51.3,51.1,44.1,47.5,551,515,1067,251,413,664,1875,2864,4736,2154,3141,5289,9207,4144,13351,302,606,906,583,1039,1626,10087,5787,15880,26934,27504,54442,4846,5115,9963,17795,18153,35950,12849,13309,26154
SED10070,32224,32990,65220,14805,8540,23349,3649,6231,9881,860,850,1714,1375,1239,2609,20683,16865,37545,9865,14451,24318,6.6,7.3,6.9,64.2,51.1,57.6,59.9,47.4,53.6,1689,1614,3309,280,407,691,4096,5019,9114,2577,3105,5677,5965,2567,8530,194,462,655,468,747,1224,6629,3779,10411,32885,33606,66487,4623,4533,9155,23132,23932,47065,12671,12470,25144
SED10071,33661,34036,67699,19428,11846,31272,3679,8382,12063,905,1116,2022,1262,1359,2618,25271,22702,47974,7181,10122,17300,5,6,5.5,75.1,66.7,70.9,71.3,62.7,67,2875,2570,5445,497,653,1149,6069,7849,13920,3116,3723,6836,5960,3043,9000,218,449,670,550,795,1343,6730,4285,11017,34877,35662,70542,6186,6217,12399,21379,21611,42992,17175,17800,34983
SED10072,35752,36975,72732,16191,10786,26977,5263,7808,13073,1073,1146,2219,1449,1272,2726,23970,21017,44984,9372,13542,22911,6,6.1,6.1,67,56.8,61.8,63,53.4,58.1,2636,2685,5319,415,604,1024,6655,7557,14216,3224,3947,7174,5270,2361,7632,210,383,595,588,954,1547,6072,3701,9770,31412,32636,64049,7134,6990,14117,20107,21285,41391,17089,16961,34049
SED10073,37797,40676,78469,17826,12165,29991,5066,8314,13381,918,1241,2154,1766,1631,3394,25577,23345,48924,10589,15533,26117,6.9,7,6.9,67.7,57.4,62.3,63,53.4,58,5044,4958,10006,591,1019,1603,9715,10697,20410,3130,4050,7182,4262,2030,6291,187,337,527,498,923,1416,4947,3288,8238,33579,35322,68903,8531,9009,17539,20555,21746,42300,19959,20947,40907
SED10074,32936,34378,67319,16769,10314,27085,3755,7069,10823,873,1041,1919,1305,1305,2606,22705,19728,42430,8581,12937,21511,5.7,6.6,6.1,68.9,57.4,63,65,53.6,59.2,3025,2766,5792,496,713,1210,5780,7124,12902,2847,3432,6280,6014,2622,8636,187,435,625,622,928,1546,6821,3988,10808,32965,34109,67075,5404,5210,10616,22057,23067,45122,14333,14248,28574
SED10075,31492,33771,65263,13669,7014,20684,3386,8544,11933,892,1015,1909,1407,1248,2654,19358,17820,37172,10519,14268,24793,7.3,7,7.1,61.5,52.8,57,57,49.1,52.9,542,635,1178,223,519,744,1955,3041,4997,2270,3350,5620,9823,4843,14666,301,685,981,541,1135,1671,10663,6659,17322,31830,33361,65198,4621,4946,9567,22357,23341,45696,12446,13419,25863
SED10076,28249,29929,58179,8445,4502,12954,3351,6379,9725,715,872,1587,1078,855,1928,13588,12604,26194,12494,15028,27521,7.9,6.8,7.4,48.1,42.1,45,44.3,39.3,41.7,531,575,1103,272,584,854,1724,2624,4353,1825,2844,4662,9051,3851,12897,290,606,893,571,1013,1584,9909,5468,15374,26025,27054,53077,4701,5102,9800,17294,17689,34984,12245,13294,25538
SED10077,39664,40840,80499,17453,11556,29008,6194,8504,14696,1044,1158,2208,1802,1679,3480,26499,22893,49388,10586,15579,26161,6.8,7.3,7,66.8,56.1,61.4,62.3,52,57,4439,4100,8539,564,834,1390,9510,10192,19703,3110,3794,6910,3718,1903,5620,177,307,478,445,780,1225,4336,2986,7323,33241,34807,68050,9132,8912,18047,19981,21629,41612,21037,20807,41844
SED10078,33560,35688,69245,15803,12076,27881,4910,7738,12649,796,1059,1854,1328,1191,2517,22834,22068,44901,8354,11281,19636,5.8,5.4,5.6,68,61.8,64.8,64.1,58.5,61.2,3252,3878,7129,734,1210,1948,7576,9287,16861,2776,3325,6099,3991,1915,5904,191,282,466,472,668,1139,4647,2856,7508,29276,30852,60129,6580,6848,13427,18716,19748,38461,15975,16821,32793
SED10079,28582,30328,58910,11227,5633,16860,3100,7459,10562,724,861,1587,1327,1060,2389,16380,15015,31395,10789,13770,24555,8.1,7.1,7.6,57.3,49.5,53.3,52.7,46,49.2,486,506,997,241,429,667,1925,3085,5007,1866,2933,4800,9477,4086,13557,258,579,840,565,1024,1591,10296,5684,15984,28130,29108,57232,4108,4379,8492,19870,20391,40263,11338,12085,23423
SED10080,48808,43522,92326,23011,16095,39103,7122,8670,15791,1130,1290,2420,1615,1470,3085,32877,27524,60403,7937,10114,18047,4.9,5.3,5.1,67.4,63.2,65.4,64.1,59.9,62.1,6115,5371,11489,960,1118,2086,13846,13820,27660,4186,4199,8379,3156,1436,4591,197,210,415,537,626,1170,3895,2275,6169,29684,27002,56691,12695,12262,24955,13770,12559,26330,28089,26172,54263
SED10081,29767,31725,61489,13544,7722,21271,3099,7207,10305,889,1025,1914,1035,1001,2040,18571,16957,35534,8735,12184,20921,5.6,5.9,5.7,62.4,53.4,57.8,58.9,50.3,54.5,453,549,1008,234,558,788,1981,3504,5485,1683,2965,4643,7890,4110,12003,297,696,992,477,1003,1479,8666,5804,14472,28277,29532,57808,5387,5643,11029,18790,19465,38259,12985,13983,26964
SED10082,28267,31231,59499,12421,6774,19193,3729,8567,12295,753,945,1700,943,830,1764,17840,17109,34955,9080,12619,21699,5.3,4.9,5,63.1,54.8,58.7,59.8,52.1,55.8,1158,1058,2223,439,803,1239,3836,5068,8907,2631,3890,6520,7765,3418,11179,205,476,679,576,1049,1625,8541,4950,13489,28063,29966,58034,4419,4852,9276,18813,20243,39059,12636,13624,26255
SED10083,28099,31282,59384,12230,6702,18941,3431,7856,11289,744,950,1695,1148,1078,2223,17558,16589,34147,8895,12758,21655,6.5,6.5,6.5,62.5,53,57.5,58.4,49.6,53.8,585,635,1220,271,480,747,2283,3626,5903,2180,3351,5523,8248,4236,12484,272,567,834,547,961,1509,9063,5760,14828,27580,29694,57272,4515,4894,9406,18561,19881,38438,12247,13501,25751
SED10084,30210,33401,63611,10270,5834,16110,4120,8253,12376,764,885,1645,1195,1050,2240,16347,16024,32370,11595,14899,26500,7.3,6.6,6.9,54.1,48,50.9,50.2,44.8,47.4,602,677,1280,329,606,929,2445,3812,6254,2097,3546,5643,8619,3911,12530,244,465,706,564,1044,1601,9428,5413,14845,27552,29645,57202,5429,5919,11352,17764,19020,36785,13987,15569,29550
SED10085,30172,29949,60124,14071,6481,20556,3143,7305,10447,1029,949,1977,1178,1077,2256,19426,15817,35240,8493,11868,20362,6.1,6.8,6.4,64.4,52.8,58.6,60.5,49.2,54.9,393,421,811,175,426,600,1623,2908,4531,1683,2637,4327,9179,4171,13347,289,661,952,484,909,1388,9945,5746,15691,29159,28818,57978,4900,4971,9873,20060,19503,39555,12211,12632,24842
SED10086,31506,35438,66945,16605,11961,28562,4151,7674,11830,726,1045,1768,763,803,1570,22247,21485,43735,6153,10507,16665,3.4,3.7,3.6,70.6,60.6,65.3,68.2,58.4,63,3899,3758,7662,671,1014,1682,10005,11496,21497,2339,3800,6143,2531,1250,3780,112,183,298,462,739,1205,3105,2167,5280,26407,28938,55345,6890,7671,14558,15358,17024,32376,16841,18659,35500
SED10087,29690,31444,61134,14508,8271,22784,3150,7819,10970,896,1049,1950,1071,991,2065,19634,18133,37766,7940,11276,19217,5.5,5.5,5.5,66.1,57.7,61.8,62.5,54.5,58.4,781,777,1559,314,607,924,2560,4397,6964,1768,2891,4655,8156,4193,12350,348,611,957,503,900,1401,9002,5706,14711,27989,28979,56977,5925,6397,12319,18358,18792,37148,13854,15102,28959
SED10088,30490,32812,63300,15951,9541,25492,4169,9156,13322,748,1038,1791,791,700,1493,21661,20436,42100,7390,10723,18116,3.7,3.4,3.5,71,62.3,66.5,68.4,60.1,64.1,1881,1841,3724,443,853,1291,5599,6953,12552,3046,4304,7345,6453,2646,9094,249,381,629,643,1139,1782,7341,4166,11509,31006,32701,63706,4640,4737,9375,20927,22155,43083,13409,13923,27331
SED10089,31967,34182,66150,13125,7588,20716,4212,8666,12875,861,1128,1994,1862,1427,3286,20065,18810,38873,10414,13552,23971,9.3,7.6,8.5,62.8,55,58.8,56.9,50.9,53.8,1358,1297,2655,345,633,974,3535,4979,8512,2271,3155,5423,8395,4117,12513,320,548,871,496,904,1397,9212,5573,14781,30351,31616,61966,6378,6720,13101,20327,21192,41518,14823,15695,30523
SED10090,32095,36659,68762,16985,12050,29031,4074,7886,11964,681,1077,1766,1071,1049,2123,22818,22067,44883,7577,12685,20269,4.7,4.8,4.7,71.1,60.2,65.3,67.7,57.3,62.2,4716,4595,9307,800,1281,2078,10224,11518,21743,2622,4005,6625,2395,1338,3733,120,264,384,427,806,1238,2944,2414,5356,30266,33442,63709,6796,7579,14374,17914,20004,37913,17496,19503,37001
SED10091,28730,30806,59534,14167,7609,21779,3250,7920,11177,884,979,1859,692,781,1478,18999,17288,36293,7960,11648,19610,3.6,4.5,4.1,66.1,56.1,61,63.7,53.6,58.5,915,1028,1941,328,628,952,2507,3808,6318,2101,3642,5744,9108,3743,12854,218,573,795,552,1082,1632,9874,5401,15278,28911,30086,59000,4494,4809,9298,19392,19855,39249,12484,13600,26082
SED10092,34825,35306,70133,12737,7414,20145,4342,7654,11993,940,956,1899,1855,1453,3308,19874,17478,37352,12508,15424,27932,9.3,8.3,8.9,57.1,49.5,53.3,51.7,45.4,48.5,1691,1515,3208,395,714,1105,4133,4789,8922,2441,3235,5678,7814,3688,11510,331,571,901,550,1035,1588,8696,5298,13989,31103,31411,62511,6330,6252,12575,20984,21178,42163,15200,15155,30358
SED10093,29486,32244,61729,12147,6626,18775,3331,7403,10733,823,983,1811,1316,1284,2605,17624,16293,33918,9833,13703,23533,7.5,7.9,7.7,59.8,50.5,54.9,55.3,46.6,50.7,409,450,856,183,397,588,1609,2736,4352,1877,3117,4995,8508,4666,13173,297,611,903,529,1021,1547,9329,6291,15625,28784,30318,59102,5105,5676,10781,18512,19266,37778,13735,15200,28930
SED19494,6958,4590,11545,1322,653,1977,531,520,1047,189,116,301,583,358,941,2623,1646,4272,2178,1876,4062,22.2,21.7,22,37.7,35.9,37,29.3,28.1,28.8,193,177,365,51,67,120,574,673,1247,294,374,663,1063,351,1416,64,60,126,104,92,195,1231,504,1738,1571,849,2420,3356,2845,6200,1027,548,1571,3734,3027,6765
SED19797,157,220,374,28,25,48,7,18,25,22,26,49,0,3,4,61,72,130,77,110,185,0,4.2,3.1,38.9,32.7,34.8,36.3,31.4,32.6,0,4,5,0,0,4,11,25,35,13,20,31,42,22,61,0,3,3,3,11,8,41,33,74,138,182,322,14,21,43,105,139,245,43,61,104
