SED_CODE_2016,CF_C_BPBO_DC_0_4,CF_C_BPBO_DC_5_9,CF_C_BPBO_DC_10_12,CF_C_BPBO_DC_13_14,CF_C_BPBO_DC_15_17,CF_C_BPBO_DC_18_20,CF_C_BPBO_DC_21_24,CF_C_BPBO_Tot,CF_C_FBO_DC_0_4,CF_C_FBO_DC_5_9,CF_C_FBO_DC_10_12,CF_C_FBO_DC_13_14,CF_C_FBO_DC_15_17,CF_C_FBO_DC_18_20,CF_C_FBO_DC_21_24,CF_C_FBO_Tot,CF_C_MBO_DC_0_4,CF_C_MBO_DC_5_9,CF_C_MBO_DC_10_12,CF_C_MBO_DC_13_14,CF_C_MBO_DC_15_17,CF_C_MBO_DC_18_20,CF_C_MBO_DC_21_24,CF_C_MBO_Tot,CF_C_BPBAu_DC_0_4,CF_C_BPBAu_DC_5_9,CF_C_BPBAu_DC_10_12,CF_C_BPBAu_DC_13_14,CF_C_BPBAu_DC_15_17,CF_C_BPBAu_DC_18_20,CF_C_BPBAu_DC_21_24,CF_C_BPBAu_Tot,CF_C_BP_NS_DC_0_4,CF_C_BP_NS_DC_5_9,CF_C_BP_NS_DC_10_12,CF_C_BP_NS_DC_13_14,CF_C_BP_NS_DC_15_17,CF_C_BP_NS_DC_18_20,CF_C_BP_NS_DC_21_24,CF_C_BP_NS_Tot,CF_C_Tot_DC_0_4,CF_C_Tot_DC_5_9,CF_C_Tot_DC_10_12,CF_C_Tot_DC_13_14,CF_C_Tot_DC_15_17,CF_C_Tot_DC_18_20,CF_C_Tot_DC_21_24,CF_C_Tot_Tot,One_PF_BPBO_DC_0_4,One_PF_BPBO_DC_5_9,One_PF_BPBO_DC_10_12,One_PF_BPBO_DC_13_14,One_PF_BPBO_DC_15_17,One_PF_BPBO_DC_18_20,One_PF_BPBO_DC_21_24,One_PF_BPBO_Tot,One_PF_FBO_DC_0_4,One_PF_FBO_DC_5_9,One_PF_FBO_DC_10_12,One_PF_FBO_DC_13_14,One_PF_FBO_DC_15_17,One_PF_FBO_DC_18_20,One_PF_FBO_DC_21_24,One_PF_FBO_Tot,One_PF_MBO_DC_0_4,One_PF_MBO_DC_5_9,One_PF_MBO_DC_10_12,One_PF_MBO_DC_13_14,One_PF_MBO_DC_15_17,One_PF_MBO_DC_18_20,One_PF_MBO_DC_21_24,One_PF_MBO_Tot,One_PF_BPBAu_DC_0_4,One_PF_BPBAu_DC_5_9,One_PF_BPBAu_DC_10_12,One_PF_BPBAu_DC_13_14,One_PF_BPBAu_DC_15_17,One_PF_BPBAu_DC_18_20,One_PF_BPBAu_DC_21_24,One_PF_BPBAu_Tot,One_PF_BP_NS_DC_0_4,One_PF_BP_NS_DC_5_9,One_PF_BP_NS_DC_10_12,One_PF_BP_NS_DC_13_14,One_PF_BP_NS_DC_15_17,One_PF_BP_NS_DC_18_20,One_PF_BP_NS_DC_21_24,One_PF_BP_NS_Tot,One_PF_Tot_DC_0_4,One_PF_Tot_DC_5_9,One_PF_Tot_DC_10_12,One_PF_Tot_DC_13_14,One_PF_Tot_DC_15_17,One_PF_Tot_DC_18_20,One_PF_Tot_DC_21_24,One_PF_Tot_Tot,Tot_DC_0_4,Tot_DC_5_9,Tot_DC_10_12,Tot_DC_13_14,Tot_DC_15_17,Tot_DC_18_20,Tot_DC_21_24,Tot_Tot
SED10046,3075,3117,1843,1223,1673,1187,589,12707,571,475,247,175,208,73,26,1782,401,343,180,93,119,58,30,1225,1045,945,586,386,447,161,57,3628,37,48,32,23,20,6,0,171,5137,4929,2885,1895,2473,1486,701,19508,432,617,399,288,458,274,164,2638,156,204,118,62,102,30,16,687,89,103,72,45,52,20,9,395,381,425,255,177,235,56,20,1551,67,60,37,28,23,9,3,237,1131,1404,885,600,880,386,218,5504,6269,6332,3770,2496,3350,1872,918,25009
SED10047,1729,1584,806,490,675,329,176,5788,442,395,191,103,137,49,26,1350,366,294,156,89,117,34,16,1080,2649,2253,1186,732,905,249,87,8067,54,46,28,21,22,6,0,182,5239,4575,2371,1439,1860,666,309,16462,199,291,193,123,172,83,43,1099,185,196,92,76,88,19,14,667,90,102,56,39,40,22,3,356,1208,1244,701,444,477,110,41,4216,97,80,44,17,21,3,0,264,1779,1915,1078,699,803,237,95,6603,7018,6489,3448,2137,2655,905,407,23063
SED10048,2778,2683,1387,908,1235,844,465,10306,424,375,235,131,184,75,41,1469,389,330,160,91,122,51,21,1177,1595,1352,740,435,588,273,148,5138,30,41,13,21,12,8,3,116,5212,4783,2534,1589,2145,1251,677,18202,170,237,198,151,220,137,76,1188,117,166,74,52,93,25,15,549,72,98,74,51,56,21,14,378,584,675,395,235,289,71,34,2293,64,47,30,21,13,3,0,178,1007,1224,774,511,673,258,142,4581,6224,6008,3308,2106,2813,1503,820,22777
SED10049,255,252,134,96,103,44,19,905,240,214,139,62,93,30,10,785,201,218,78,77,92,30,15,711,3635,3554,1891,1199,1540,472,197,12488,13,12,9,3,0,0,0,37,4339,4250,2249,1436,1839,579,235,14929,14,22,15,10,22,9,3,101,66,68,51,36,41,9,4,282,21,40,36,27,32,6,5,163,920,1106,702,387,553,121,76,3861,35,24,13,9,3,0,0,89,1057,1264,813,468,649,154,95,4499,5401,5514,3062,1906,2488,733,328,19433
SED10050,1465,1446,694,394,475,218,94,4791,725,707,344,187,260,107,55,2394,688,697,351,165,236,129,75,2348,1840,2001,1113,725,856,411,219,7164,15,18,15,8,3,0,0,55,4733,4873,2517,1485,1833,873,445,16753,56,121,77,52,91,43,20,461,40,98,51,42,71,30,21,362,37,75,58,32,64,31,16,320,90,196,189,105,178,74,45,887,8,11,5,7,8,0,0,31,236,497,384,237,410,184,98,2051,4962,5370,2910,1719,2247,1054,541,18805
SED10051,1364,1300,689,390,635,429,272,5082,454,534,242,139,176,90,53,1681,534,483,243,144,170,63,35,1667,1543,1566,940,553,697,326,165,5791,26,26,6,3,6,0,0,67,3922,3906,2120,1229,1682,904,522,14291,97,149,98,97,126,102,70,743,69,104,70,56,66,24,15,406,44,70,45,28,46,22,13,263,211,287,198,141,195,73,45,1145,28,26,30,13,21,3,0,121,446,641,438,330,451,222,147,2673,4364,4545,2559,1559,2138,1131,667,16961
SED10052,697,640,372,268,399,295,159,2835,465,491,273,160,190,120,60,1759,472,410,205,127,199,96,49,1558,2518,2497,1323,822,1019,532,277,8993,12,16,4,8,9,3,0,43,4160,4060,2183,1380,1814,1052,546,15196,48,72,61,50,79,53,33,391,56,72,61,45,49,26,18,323,37,76,39,25,60,18,9,262,197,327,234,163,226,80,56,1289,13,23,14,11,9,0,0,71,352,565,408,290,423,170,114,2333,4512,4623,2590,1676,2237,1223,662,17529
SED10053,444,394,214,138,187,98,41,1505,227,289,179,108,160,66,28,1049,283,320,180,111,137,42,25,1096,2680,2898,1665,1013,1480,364,135,10232,12,19,15,12,10,0,0,72,3644,3923,2244,1376,1973,571,226,13956,30,35,25,22,29,20,8,167,49,72,42,36,29,7,6,242,26,41,34,18,19,16,5,162,428,572,336,235,320,78,30,1997,31,20,9,11,7,0,6,83,561,739,448,324,408,114,54,2648,4207,4661,2694,1701,2386,686,272,16603
SED10054,3107,3295,1786,1202,1780,1111,564,12843,416,389,194,113,142,39,22,1315,361,345,153,82,117,51,20,1130,1224,1150,690,475,617,180,72,4410,49,50,21,8,13,3,0,136,5158,5220,2845,1890,2662,1377,681,19831,278,419,266,214,322,175,124,1794,188,191,93,69,82,24,5,661,68,95,37,46,56,18,9,330,767,825,460,294,328,88,27,2788,69,76,40,29,24,5,3,251,1375,1612,903,646,818,305,163,5826,6535,6831,3753,2538,3483,1683,842,25657
SED10055,1129,1340,830,567,828,602,317,5627,493,472,306,204,289,152,58,1979,418,392,209,143,183,97,44,1488,2740,2745,1457,975,1254,477,211,9849,29,18,14,7,5,0,0,81,4807,4968,2819,1900,2564,1330,623,19019,100,125,118,84,124,72,57,678,75,122,97,53,60,26,5,443,37,63,46,33,37,19,10,259,406,513,307,233,308,100,38,1899,31,19,7,9,4,0,4,71,651,842,577,420,529,223,112,3353,5457,5814,3403,2322,3088,1548,742,22377
SED10056,411,355,231,126,167,41,8,1341,152,133,77,59,55,3,0,481,142,129,72,27,49,10,3,428,3085,3361,1945,1165,1484,217,40,11305,24,29,16,19,7,0,0,94,3815,4009,2338,1402,1770,267,46,13654,40,40,31,21,24,0,3,160,69,55,34,25,32,7,0,219,15,31,12,14,12,3,3,82,650,765,489,301,398,67,9,2668,54,53,42,21,11,3,0,188,820,946,601,375,479,82,13,3319,4638,4949,2943,1775,2248,349,60,16972
SED10057,87,116,56,35,47,4,4,349,120,148,73,43,72,11,3,470,107,115,66,48,62,10,8,417,1907,2148,1264,836,1180,187,39,7568,21,20,11,10,10,4,3,70,2231,2552,1477,970,1370,226,52,8877,3,13,14,13,15,0,0,63,39,59,37,29,43,4,0,208,14,30,20,24,22,3,0,118,777,1031,638,419,525,88,20,3488,47,65,33,20,16,0,0,176,881,1196,744,500,618,91,24,4048,3109,3748,2223,1471,1987,319,69,12930
SED10058,225,236,122,62,87,35,18,795,248,236,131,67,97,38,10,827,298,237,108,69,95,38,24,863,2227,2035,1020,602,841,329,187,7247,11,11,8,4,3,0,0,37,3005,2755,1393,815,1122,446,244,9778,25,35,29,12,25,16,9,150,61,80,48,33,54,19,10,303,27,56,31,25,41,22,8,207,376,554,342,269,339,118,66,2072,16,24,8,10,9,0,0,68,503,749,457,353,473,174,94,2802,3504,3507,1854,1164,1593,615,339,12578
SED10059,608,361,151,90,137,82,36,1469,425,346,144,75,99,39,9,1140,398,297,132,70,91,32,20,1033,1208,887,402,239,241,112,56,3145,12,15,3,0,0,0,0,28,2644,1906,832,473,566,270,125,6813,39,70,49,48,69,43,38,355,48,56,40,23,35,14,16,234,32,35,36,27,32,11,7,177,81,128,69,58,77,33,25,467,16,19,3,3,5,3,4,56,213,312,200,155,218,109,90,1295,2857,2212,1035,637,784,375,211,8110
SED10060,1288,1009,492,283,389,210,111,3785,493,371,193,119,152,98,47,1466,506,375,186,102,138,85,45,1440,1149,1048,556,325,468,291,190,4026,11,10,0,0,0,0,0,19,3449,2811,1424,823,1140,684,404,10735,61,120,108,83,97,65,39,568,36,59,41,36,53,30,21,276,30,63,24,33,43,33,19,238,65,137,101,72,117,74,49,611,5,9,4,0,4,0,0,26,196,377,274,214,314,202,135,1718,3644,3189,1702,1038,1452,886,538,12449
SED10061,267,239,133,93,109,28,3,871,114,163,79,33,65,17,4,469,153,124,92,46,66,12,7,494,2794,2897,1699,990,1233,210,37,9856,25,23,13,6,8,0,0,81,3352,3449,2022,1160,1478,269,46,11777,21,25,16,20,15,6,0,102,37,46,34,27,28,3,0,180,17,26,23,17,40,8,0,139,891,1067,667,434,464,61,17,3603,48,54,34,27,19,0,0,183,1020,1221,773,522,565,81,24,4203,4369,4666,2789,1689,2042,350,68,15981
SED10062,1505,1327,711,478,747,618,301,5699,440,425,250,179,241,151,74,1750,387,405,225,130,194,92,47,1476,1540,1730,1038,655,888,549,250,6646,21,23,7,7,0,0,3,66,3887,3907,2233,1450,2071,1405,677,15633,110,168,134,105,194,154,81,940,59,80,46,36,52,33,13,308,35,51,51,28,43,18,7,231,127,186,129,121,182,84,41,869,19,20,11,9,8,3,0,62,343,502,363,292,480,285,141,2406,4229,4404,2592,1745,2551,1689,818,18037
SED10063,264,241,114,71,86,25,3,805,142,174,100,53,71,18,3,566,144,170,79,57,70,13,0,537,3389,3564,1859,1196,1505,280,62,11860,18,16,14,7,4,3,0,64,3958,4167,2170,1388,1744,339,69,13839,21,15,10,15,17,5,3,87,40,62,31,30,38,8,3,210,16,18,21,11,15,3,0,87,886,1013,617,381,499,93,20,3515,46,35,21,17,18,3,0,141,1011,1147,706,452,590,113,25,4040,4963,5313,2881,1835,2334,450,99,17878
SED10064,61,71,41,33,58,5,9,277,128,165,103,58,92,16,3,561,147,159,95,45,76,14,8,540,2008,2398,1379,912,1160,200,34,8088,14,23,11,8,11,0,0,63,2359,2806,1632,1063,1397,232,53,9536,11,6,11,7,21,0,0,54,60,79,48,38,50,5,3,280,21,48,40,17,37,7,0,181,933,1134,703,475,577,69,17,3904,52,50,22,18,6,0,0,148,1068,1318,821,558,695,88,27,4570,3431,4124,2451,1615,2087,318,77,14110
SED10065,4680,3314,1340,781,1152,895,433,12586,419,288,158,100,113,68,35,1173,457,354,155,95,95,69,27,1254,1257,1073,539,324,427,224,100,3951,20,26,14,3,3,3,3,67,6833,5059,2201,1298,1790,1258,592,19032,242,325,214,177,321,241,147,1658,98,66,47,31,46,18,13,324,48,66,33,38,59,26,17,286,168,225,156,116,127,68,38,890,23,24,11,5,7,4,0,71,569,708,452,365,562,356,213,3234,7404,5767,2656,1668,2349,1611,805,22263
SED10066,685,634,315,174,260,144,72,2292,379,380,209,134,196,71,33,1403,303,282,147,94,134,47,34,1052,2870,2666,1416,902,1100,373,170,9499,23,26,11,3,4,0,0,65,4265,3982,2097,1312,1695,642,317,14313,60,68,65,35,67,41,23,359,83,135,83,55,89,21,12,472,55,76,47,32,49,23,5,287,734,858,474,380,435,118,57,3064,42,35,14,13,12,3,0,122,971,1180,686,520,645,207,93,4305,5235,5165,2783,1836,2341,845,406,18612
SED10067,537,722,388,259,405,156,97,2557,491,569,311,187,245,96,48,1950,537,548,287,137,226,102,46,1891,2032,2258,1331,829,1048,470,241,8209,4,11,10,7,7,0,0,44,3611,4109,2322,1427,1934,825,434,14650,20,60,40,31,60,15,15,241,52,104,69,40,56,32,13,375,29,46,46,31,61,16,15,238,126,246,177,151,217,87,54,1056,8,12,13,3,3,0,0,39,237,463,335,254,401,157,102,1956,3846,4573,2654,1686,2332,980,534,16606
SED10068,137,159,105,63,94,19,3,584,193,245,122,88,109,25,6,776,176,218,127,77,98,21,4,717,1981,2329,1395,919,1215,242,45,8132,16,8,9,3,9,0,0,50,2505,2959,1765,1149,1531,303,54,10261,0,11,22,4,13,4,0,57,42,74,41,40,34,7,4,250,17,36,34,25,38,4,0,164,526,717,493,357,500,75,25,2693,19,18,20,14,11,4,0,83,606,867,608,445,599,93,33,3256,3104,3825,2376,1589,2130,402,87,13513
SED10069,133,169,83,82,96,27,16,609,157,206,109,90,112,41,9,725,187,210,113,77,81,13,16,700,2279,2520,1501,950,1224,324,129,8918,18,27,13,4,10,3,0,78,2766,3122,1824,1210,1527,412,167,11025,8,21,15,10,16,0,0,72,54,50,34,30,42,10,0,218,20,28,30,28,28,3,0,140,624,842,522,347,396,88,31,2850,23,22,12,11,8,0,0,73,722,968,613,429,492,105,33,3352,3488,4096,2435,1632,2020,513,203,14380
SED10070,2695,2861,1494,906,1295,942,502,10693,429,387,187,114,148,78,42,1390,345,296,137,96,124,56,29,1082,1312,1200,664,387,490,218,100,4381,29,19,19,13,13,0,0,105,4815,4761,2499,1520,2072,1300,673,17639,150,280,204,153,234,147,91,1270,80,105,76,47,46,26,14,379,36,60,39,34,35,18,5,232,206,289,178,141,181,49,26,1066,15,32,11,12,8,6,0,85,494,765,511,384,509,241,142,3043,5307,5525,3007,1903,2576,1540,818,20679
SED10071,3140,3394,1668,1000,1474,1044,522,12242,553,491,296,154,189,85,24,1799,551,475,193,106,153,60,37,1577,2550,2438,1332,752,935,332,98,8435,25,32,9,3,3,6,0,81,6822,6822,3502,2024,2756,1527,680,24133,93,177,117,82,151,106,79,813,57,97,62,46,69,23,10,367,46,63,44,27,46,17,9,254,299,443,314,170,277,106,29,1636,17,22,11,9,12,0,0,70,511,800,546,337,557,253,129,3132,7333,7622,4050,2358,3309,1781,809,27268
SED10072,1859,1283,698,462,709,504,287,5792,487,523,267,139,177,94,41,1726,491,402,177,83,134,53,35,1373,1474,1379,715,442,516,252,96,4888,16,20,8,6,9,4,0,70,4327,3617,1865,1131,1551,904,456,13848,119,162,124,104,158,123,60,843,77,106,88,56,81,36,17,452,41,80,58,32,37,17,8,271,180,234,132,96,129,60,26,857,20,20,11,7,9,5,0,72,436,596,410,297,409,233,113,2495,4756,4210,2276,1428,1962,1142,572,16344
SED10073,3071,2246,940,618,929,722,472,9004,345,365,192,97,132,67,33,1237,495,416,184,86,134,81,37,1432,1081,1137,675,402,531,289,153,4263,21,4,7,12,10,0,3,50,5017,4174,1994,1208,1734,1168,698,15991,199,271,177,132,192,197,120,1282,25,59,32,25,51,30,18,244,34,46,27,20,32,18,10,188,96,144,81,67,91,62,34,576,8,4,6,3,3,0,0,34,365,526,325,251,363,301,187,2320,5381,4701,2314,1467,2101,1469,876,18313
SED10074,2770,2363,1041,607,804,544,315,8437,437,406,222,127,165,74,38,1473,428,357,151,108,102,53,26,1236,1948,1778,936,575,709,329,145,6418,29,25,3,4,4,0,0,68,5610,4932,2352,1423,1786,1004,521,17627,122,157,120,105,171,110,66,849,68,84,45,46,69,30,8,347,28,54,40,26,43,19,6,217,229,354,266,169,206,70,40,1340,16,13,24,13,15,0,0,80,466,663,486,355,504,229,124,2832,6077,5597,2846,1776,2291,1231,642,20459
SED10075,256,295,165,136,181,123,54,1206,263,341,206,140,226,111,47,1330,274,256,172,125,172,71,32,1099,3068,2990,1728,1064,1350,434,142,10782,23,29,10,13,10,0,3,85,3885,3914,2282,1473,1937,735,282,14508,18,37,26,32,56,24,13,193,99,103,76,62,80,32,14,473,35,55,41,43,52,22,13,264,785,1006,619,408,537,127,41,3521,28,35,27,13,9,5,0,116,954,1242,791,563,735,205,90,4576,4840,5157,3075,2037,2675,940,370,19084
SED10076,112,103,74,49,54,19,7,408,121,193,95,74,93,17,0,587,147,136,86,49,72,15,5,525,2113,2230,1232,777,986,165,48,7548,4,21,16,10,7,0,0,54,2491,2688,1499,958,1206,222,63,9125,8,26,19,17,19,3,0,89,32,47,42,38,49,6,5,219,22,37,35,23,29,12,4,164,654,852,544,381,424,62,15,2928,24,28,20,16,10,0,0,102,748,983,659,482,532,83,29,3509,3237,3673,2159,1438,1736,307,87,12635
SED10077,2514,2011,1027,698,1141,977,549,8915,339,367,230,122,181,123,51,1415,338,350,173,93,154,95,42,1244,972,965,550,343,475,321,162,3789,19,11,7,11,7,9,7,57,4191,3702,1978,1263,1958,1513,809,15419,189,226,193,197,322,274,165,1555,55,47,46,34,43,21,11,264,34,63,35,25,34,24,10,219,82,130,86,66,89,62,26,548,13,12,6,0,10,3,0,48,371,478,364,328,504,372,219,2639,4557,4179,2343,1591,2460,1890,1030,18060
SED10078,1200,911,450,295,436,304,171,3770,467,512,239,134,148,68,50,1616,431,400,174,105,150,62,39,1358,1514,1457,750,391,529,261,116,5021,16,22,10,6,0,3,0,60,3631,3295,1628,937,1265,698,370,11819,103,159,121,94,170,108,72,835,63,79,67,37,48,32,18,345,40,79,44,27,39,15,9,260,144,211,123,101,125,53,34,803,9,20,16,3,15,9,0,71,363,557,377,271,405,213,136,2317,3988,3849,2003,1202,1676,916,504,14137
SED10079,87,129,67,49,57,29,15,430,155,223,102,73,106,37,18,716,167,198,110,66,93,37,13,678,2500,2543,1465,977,1279,454,202,9418,17,17,14,12,6,4,0,69,2921,3115,1759,1169,1542,556,249,11312,4,16,15,7,23,3,3,74,48,76,43,38,56,15,8,282,24,46,32,28,40,14,0,182,623,823,516,362,481,131,46,2986,21,26,18,14,12,0,0,84,711,984,626,449,607,166,61,3611,3638,4101,2389,1619,2144,722,308,14923
SED10080,986,493,200,110,140,104,95,2123,283,193,76,41,39,27,18,685,370,171,77,40,47,33,16,760,718,403,168,95,142,84,60,1680,17,6,3,3,0,0,0,26,2373,1269,521,291,375,250,185,5269,80,85,70,43,100,76,47,502,33,49,38,20,27,15,14,189,18,30,17,10,29,17,11,141,66,124,88,48,57,31,33,452,18,13,7,7,7,0,3,50,214,305,218,126,212,153,103,1337,2588,1577,744,424,586,401,288,6610
SED10081,180,161,87,50,82,11,3,574,122,115,53,34,44,8,4,376,128,109,72,31,51,15,0,406,3067,3230,1833,1116,1349,199,37,10825,31,32,9,3,5,0,0,79,3518,3647,2047,1234,1535,232,47,12255,8,12,7,7,17,6,3,62,29,37,26,30,21,10,0,154,8,21,15,15,23,8,0,84,1016,1150,700,447,485,67,19,3878,34,54,28,23,10,0,0,153,1106,1272,774,519,563,83,23,4332,4622,4923,2824,1749,2090,317,67,16584
SED10082,322,431,262,147,230,111,45,1546,362,418,277,168,225,97,42,1579,324,366,204,123,153,72,34,1271,2377,2576,1540,955,1299,530,248,9531,17,18,8,11,7,0,0,60,3400,3808,2286,1405,1915,808,370,13988,9,37,40,37,48,30,10,209,64,84,62,47,67,22,7,354,27,56,38,22,65,18,9,234,317,521,326,280,379,107,57,1985,20,18,14,6,8,0,0,71,437,716,489,395,560,172,76,2854,3835,4526,2777,1800,2472,980,447,16844
SED10083,212,272,166,100,126,51,39,964,327,352,180,100,154,68,22,1211,251,280,141,102,124,59,22,980,2494,2547,1426,844,1141,389,186,9025,17,17,16,3,10,4,0,68,3302,3474,1929,1151,1553,571,269,12248,13,37,34,27,30,7,5,151,60,109,81,41,71,28,17,408,43,61,42,33,39,6,7,234,616,827,535,336,500,132,56,2991,39,34,27,9,10,0,0,113,773,1072,718,447,644,175,77,3905,4072,4543,2648,1599,2192,741,347,16153
SED10084,258,286,150,97,138,32,15,975,302,303,165,96,130,28,13,1036,290,296,127,87,113,41,11,965,2225,2239,1277,845,1092,327,116,8122,16,18,4,6,5,0,0,49,3093,3137,1723,1136,1479,427,149,11147,17,37,27,19,34,17,3,158,74,101,75,43,63,14,3,380,31,55,57,30,65,14,4,258,451,686,478,316,457,131,43,2574,12,26,13,13,8,3,0,79,583,898,656,426,634,181,63,3447,3684,4042,2380,1561,2113,612,209,14597
SED10085,170,190,96,65,83,18,3,625,111,159,72,60,70,19,3,489,197,190,113,61,72,19,5,658,3105,3332,1844,1242,1521,302,85,11426,25,28,15,11,12,0,0,88,3611,3899,2144,1434,1755,353,94,13282,14,25,7,8,15,4,0,62,36,53,28,20,24,4,0,172,13,22,18,14,19,0,3,92,727,973,544,392,457,76,13,3197,27,31,17,6,5,6,0,102,823,1104,617,451,521,91,20,3626,4425,5000,2759,1888,2275,444,115,16910
SED10086,1176,1126,530,352,480,266,201,4138,652,583,312,175,216,112,78,2123,589,539,273,150,177,107,57,1890,1359,1295,757,435,560,317,193,4911,16,20,9,4,3,4,0,57,3792,3567,1869,1116,1435,805,533,13128,65,138,95,64,92,67,56,575,49,87,79,37,61,35,19,371,41,79,35,35,41,24,14,266,73,160,114,77,110,69,50,663,5,3,4,0,0,4,0,19,235,471,328,216,307,203,137,1894,4024,4036,2197,1335,1737,1014,671,15018
SED10087,389,390,197,117,145,49,11,1291,135,172,96,54,64,17,6,535,159,133,65,51,70,9,0,489,3102,3230,1790,1180,1425,302,95,11125,14,13,7,5,7,0,0,56,3802,3937,2151,1409,1713,379,110,13503,35,45,22,18,23,10,5,164,50,56,26,15,30,8,0,187,10,31,18,15,20,0,3,97,739,932,555,411,509,71,24,3243,41,26,23,14,6,0,0,114,882,1089,645,469,595,93,34,3811,4681,5024,2799,1880,2299,465,144,17305
SED10088,1134,1282,698,449,630,376,183,4749,620,667,408,221,269,121,46,2364,662,659,311,178,259,124,57,2246,2080,2278,1212,804,1040,427,175,8023,5,12,3,0,6,3,0,34,4506,4898,2636,1653,2202,1053,466,17415,47,95,76,57,111,62,50,496,45,103,63,50,63,31,22,371,31,77,41,39,55,27,12,288,116,230,161,139,189,82,40,957,14,17,5,0,3,3,3,43,248,513,352,289,425,205,126,2156,4753,5414,2983,1942,2635,1257,595,19570
SED10089,618,526,224,118,179,79,38,1787,243,214,138,73,93,43,20,827,288,220,110,68,97,44,16,847,2869,2694,1544,933,1268,407,207,9913,28,13,10,3,6,0,0,59,4047,3668,2028,1194,1642,566,283,13430,39,58,42,28,49,19,19,258,64,73,53,33,54,17,6,309,24,46,38,23,43,15,6,197,670,848,531,383,463,143,67,3099,38,17,28,6,14,6,0,103,834,1047,688,480,616,202,99,3967,4884,4711,2722,1676,2259,765,380,17395
SED10090,2077,1955,815,463,675,450,240,6681,559,580,321,157,235,133,76,2053,674,641,285,152,200,113,63,2122,1808,1774,961,553,703,363,231,6387,20,17,12,7,6,0,4,70,5136,4967,2394,1326,1817,1057,608,17316,111,228,164,127,201,158,110,1099,46,56,53,37,59,26,24,297,28,59,35,29,41,26,9,240,54,166,117,74,109,77,43,645,4,6,9,7,0,0,5,26,245,521,369,267,411,296,192,2296,5382,5484,2760,1597,2228,1354,800,19615
SED10091,167,212,145,83,123,62,24,824,269,351,186,151,194,63,25,1232,244,315,151,120,127,52,15,1027,2979,3324,1922,1237,1475,411,188,11536,25,34,15,10,6,0,0,87,3691,4232,2423,1603,1920,583,253,14704,11,24,19,17,26,10,0,107,56,66,48,50,79,12,3,317,21,44,36,20,53,16,4,187,429,552,376,250,347,93,30,2080,24,24,4,8,8,0,3,74,535,717,485,348,515,129,41,2767,4221,4950,2913,1948,2429,715,293,17473
SED10092,750,688,317,177,305,182,124,2546,292,296,162,124,181,90,52,1199,300,281,159,106,127,47,26,1044,1980,1912,1046,671,831,347,151,6942,21,30,15,9,11,0,0,89,3347,3218,1696,1091,1455,669,358,11828,47,76,80,60,111,61,45,476,73,103,69,58,97,36,13,442,27,44,35,22,41,24,10,209,536,671,402,264,357,133,53,2414,37,25,19,16,14,8,3,117,727,913,595,417,625,261,125,3657,4071,4132,2287,1507,2080,934,486,15489
SED10093,243,274,160,129,149,56,29,1041,274,296,173,117,168,49,25,1101,223,256,156,98,128,34,16,912,2707,2801,1595,1046,1239,361,144,9894,17,20,16,11,14,0,0,67,3470,3649,2105,1397,1689,501,213,13019,19,58,33,29,40,15,8,199,87,119,66,48,64,20,3,412,39,57,53,28,46,3,5,240,892,1058,707,451,536,138,50,3834,55,36,22,9,19,6,0,149,1091,1329,886,569,710,183,67,4832,4558,4979,2990,1973,2396,684,277,17854
SED19494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SED19797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
