SED_CODE_2016,M_Emp_FullT_15_19,M_Emp_FullT_20_24,M_Emp_FullT_25_34,M_Emp_FullT_35_44,M_Emp_FullT_45_54,M_Emp_FullT_55_64,M_Emp_FullT_65_74,M_Emp_FullT_75_84,M_Emp_FullT_85ov,M_Emp_FullT_Tot,M_Emp_PartT_15_19,M_Emp_PartT_20_24,M_Emp_PartT_25_34,M_Emp_PartT_35_44,M_Emp_PartT_45_54,M_Emp_PartT_55_64,M_Emp_PartT_65_74,M_Emp_PartT_75_84,M_Emp_PartT_85ov,M_Emp_PartT_Tot,M_Emp_awy_f_wrk_15_19,M_Emp_awy_f_wrk_20_24,M_Emp_awy_f_wrk_25_34,M_Emp_awy_f_wrk_35_44,M_Emp_awy_f_wrk_45_54,M_Emp_awy_f_wrk_55_64,M_Emp_awy_f_wrk_65_74,M_Emp_awy_f_wrk_75_84,M_Emp_awy_f_wrk_85ov,M_Emp_awy_f_wrk_Tot,M_Hours_wkd_NS_15_19,M_Hours_wkd_NS_20_24,M_Hours_wkd_NS_25_34,M_Hours_wkd_NS_35_44,M_Hours_wkd_NS_45_54,M_Hours_wkd_NS_55_64,M_Hours_wkd_NS_65_74,M_Hours_wkd_NS_75_84,M_Hours_wkd_NS_85ov,M_Hours_wkd_NS_Tot,M_Tot_Emp_15_19,M_Tot_Emp_20_24,M_Tot_Emp_25_34,M_Tot_Emp_35_44,M_Tot_Emp_45_54,M_Tot_Emp_55_64,M_Tot_Emp_65_74,M_Tot_Emp_75_84,M_Tot_Emp_85ov,M_Tot_Emp_Tot,M_Unem_look_FTW_15_19,M_Unem_look_FTW_20_24,M_Unem_look_FTW_25_34,M_Unem_look_FTW_35_44,M_Unem_look_FTW_45_54,M_Unem_look_FTW_55_64,M_Unem_look_FTW_65_74,M_Unem_look_FTW_75_84,M_Unem_look_FTW_85ov,M_Unem_look_FTW_Tot,M_Unem_look_PTW_15_19,M_Unem_look_PTW_20_24,M_Unem_look_PTW_25_34,M_Unem_look_PTW_35_44,M_Unem_look_PTW_45_54,M_Unem_look_PTW_55_64,M_Unem_look_PTW_65_74,M_Unem_look_PTW_75_84,M_Unem_look_PTW_85ov,M_Unem_look_PTW_Tot,M_Tot_Unemp_15_19,M_Tot_Unemp_20_24,M_Tot_Unemp_25_34,M_Tot_Unemp_35_44,M_Tot_Unemp_45_54,M_Tot_Unemp_55_64,M_Tot_Unemp_65_74,M_Tot_Unemp_75_84,M_Tot_Unemp_85ov,M_Tot_Unemp_Tot,M_Tot_LF_15_19,M_Tot_LF_20_24,M_Tot_LF_25_34,M_Tot_LF_35_44,M_Tot_LF_45_54,M_Tot_LF_55_64,M_Tot_LF_65_74,M_Tot_LF_75_84,M_Tot_LF_85ov,M_Tot_LF_Tot,M_Not_in_LF_15_19,M_Not_in_LF_20_24,M_Not_in_LF_25_34,M_Not_in_LF_35_44,M_Not_in_LF_45_54,M_Not_in_LF_55_64,M_Not_in_LF_65_74,M_Not_in_LF_75_84,M_Not_in_LF_85ov,M_Not_in_LF_Tot,M_LFS_NS_15_19,M_LFS_NS_20_24,M_LFS_NS_25_34,M_LFS_NS_35_44,M_LFS_NS_45_54,M_LFS_NS_55_64,M_LFS_NS_65_74,M_LFS_NS_75_84,M_LFS_NS_85ov,M_LFS_NS_Tot,M_Tot_15_19,M_Tot_20_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85ov,M_Tot_Tot,F_Emp_FullT_15_19,F_Emp_FullT_20_24,F_Emp_FullT_25_34,F_Emp_FullT_35_44,F_Emp_FullT_45_54,F_Emp_FullT_55_64,F_Emp_FullT_65_74,F_Emp_FullT_75_84,F_Emp_FullT_85ov,F_Emp_FullT_Tot,F_Emp_PartT_15_19,F_Emp_PartT_20_24,F_Emp_PartT_25_34,F_Emp_PartT_35_44,F_Emp_PartT_45_54,F_Emp_PartT_55_64,F_Emp_PartT_65_74,F_Emp_PartT_75_84,F_Emp_PartT_85ov,F_Emp_PartT_Tot,F_Emp_awy_f_wrk_15_19,F_Emp_awy_f_wrk_20_24,F_Emp_awy_f_wrk_25_34,F_Emp_awy_f_wrk_35_44,F_Emp_awy_f_wrk_45_54,F_Emp_awy_f_wrk_55_64,F_Emp_awy_f_wrk_65_74,F_Emp_awy_f_wrk_75_84,F_Emp_awy_f_wrk_85ov,F_Emp_awy_f_wrk_Tot,F_Hours_wkd_NS_15_19,F_Hours_wkd_NS_20_24,F_Hours_wkd_NS_25_34,F_Hours_wkd_NS_35_44,F_Hours_wkd_NS_45_54,F_Hours_wkd_NS_55_64,F_Hours_wkd_NS_65_74,F_Hours_wkd_NS_75_84,F_Hours_wkd_NS_85ov,F_Hours_wkd_NS_Tot,F_Tot_Emp_15_19,F_Tot_Emp_20_24,F_Tot_Emp_25_34,F_Tot_Emp_35_44,F_Tot_Emp_45_54,F_Tot_Emp_55_64,F_Tot_Emp_65_74,F_Tot_Emp_75_84,F_Tot_Emp_85ov,F_Tot_Emp_Tot,F_Unem_look_FTW_15_19,F_Unem_look_FTW_20_24,F_Unem_look_FTW_25_34,F_Unem_look_FTW_35_44,F_Unem_look_FTW_45_54,F_Unem_look_FTW_55_64,F_Unem_look_FTW_65_74,F_Unem_look_FTW_75_84,F_Unem_look_FTW_85ov,F_Unem_look_FTW_Tot,F_Unem_look_PTW_15_19,F_Unem_look_PTW_20_24,F_Unem_look_PTW_25_34,F_Unem_look_PTW_35_44,F_Unem_look_PTW_45_54,F_Unem_look_PTW_55_64,F_Unem_look_PTW_65_74,F_Unem_look_PTW_75_84,F_Unem_look_PTW_85ov,F_Unem_look_PTW_Tot,F_Tot_Unemp_15_19,F_Tot_Unemp_20_24,F_Tot_Unemp_25_34,F_Tot_Unemp_35_44,F_Tot_Unemp_45_54,F_Tot_Unemp_55_64,F_Tot_Unemp_65_74,F_Tot_Unemp_75_84,F_Tot_Unemp_85ov,F_Tot_Unemp_Tot
SED10083,288,901,2697,3030,2947,2026,327,12,5,12230,576,510,513,401,486,592,311,30,3,3431,35,24,81,79,84,109,20,0,3,433,21,51,65,62,54,40,10,0,0,312,920,1481,3354,3577,3575,2771,673,45,14,16408,118,139,166,107,137,104,6,0,0,782,152,57,35,23,27,48,11,3,0,367,269,195,205,130,164,154,22,3,0,1148,1188,1682,3563,3706,3740,2926,696,46,14,17558,1007,284,326,372,598,1202,2683,1691,727,8895,99,121,212,220,253,220,207,184,143,1649,2289,2085,4091,4301,4595,4354,3585,1914,883,28099,161,629,1389,1441,1780,1191,113,5,0,6702,820,708,1261,1645,1727,1371,306,22,0,7856,38,69,226,125,105,131,25,0,0,708,22,33,35,47,47,37,12,3,0,235,1041,1439,2902,3252,3663,2723,457,37,3,15511,61,96,96,87,101,61,4,0,0,500,147,68,103,113,79,56,4,4,0,578,205,156,196,200,180,117,14,5,0,1078
SED10084,225,681,1907,2550,2626,1923,331,32,4,10270,587,494,536,578,655,818,374,66,12,4120,27,28,61,79,76,100,43,6,0,425,33,47,82,43,59,43,22,4,7,340,879,1246,2587,3253,3414,2889,762,110,20,15156,74,112,133,146,167,172,4,3,0,802,150,47,28,26,42,65,25,6,0,391,221,155,163,179,210,236,34,7,0,1195,1096,1399,2752,3428,3621,3127,789,119,20,16347,892,232,342,384,659,1630,3809,2616,1045,11595,98,109,240,280,308,360,387,288,195,2262,2082,1743,3324,4089,4587,5117,4988,3021,1256,30210,91,397,1044,1248,1700,1206,133,11,0,5834,834,639,1139,1776,1824,1619,382,30,3,8253,30,30,172,94,93,142,37,3,0,605,34,18,42,47,49,59,13,13,4,282,988,1092,2400,3165,3672,3028,564,58,10,14979,34,76,72,75,100,76,0,0,0,437,151,70,89,105,94,101,12,0,0,613,178,143,169,181,195,171,10,0,0,1050
SED10085,502,1135,2901,3103,3371,2397,550,99,17,14071,500,302,397,349,531,603,360,83,16,3143,32,40,94,84,143,142,46,10,3,595,33,52,64,84,84,72,25,16,0,431,1066,1524,3454,3622,4131,3213,981,209,40,18247,109,158,178,125,173,125,6,3,0,876,100,38,24,34,38,53,8,3,0,303,212,193,204,162,213,177,22,8,0,1178,1275,1716,3656,3788,4345,3384,1003,217,40,19426,1048,253,408,453,647,1328,2497,1435,420,8493,138,160,313,335,388,375,295,174,77,2252,2456,2128,4377,4569,5379,5090,3794,1827,538,30172,165,608,1312,1303,1785,1067,210,29,7,6481,692,515,1174,1658,1672,1186,342,50,13,7305,48,44,194,117,119,105,35,5,0,661,30,30,42,58,50,34,17,14,0,286,926,1194,2717,3137,3631,2393,604,97,26,14734,75,94,95,115,109,53,3,0,0,547,110,57,110,105,79,65,8,0,0,533,179,151,207,223,194,116,9,0,0,1077
SED10086,44,674,5090,4609,3264,1994,775,130,17,16605,273,613,802,454,539,584,644,192,42,4151,11,20,81,82,54,50,44,8,0,360,9,31,105,76,58,36,26,12,3,369,344,1342,6081,5227,3917,2676,1493,342,67,21479,12,42,106,97,121,64,9,3,0,452,70,80,59,23,33,35,16,3,0,314,80,117,166,120,152,100,23,7,0,763,420,1463,6244,5348,4067,2771,1515,350,67,22247,1285,386,338,266,316,606,1322,1059,574,6153,110,203,880,596,420,313,309,190,97,3106,1815,2048,7463,6210,4804,3687,3145,1595,738,31506,39,770,5040,2689,1921,1140,335,19,6,11961,350,754,1498,1729,1397,1109,689,134,19,7674,18,38,286,214,56,68,39,4,0,730,13,28,108,56,38,34,24,9,3,316,420,1594,6932,4693,3415,2349,1087,168,27,20685,6,28,102,78,81,46,3,0,0,342,68,81,83,89,73,43,25,0,0,465,74,106,180,170,153,90,26,0,0,803
SED10087,542,1448,3311,3156,3149,2350,473,73,5,14508,585,380,476,370,388,514,339,80,7,3150,33,41,85,75,81,137,49,8,0,496,35,63,89,55,54,61,29,11,4,397,1188,1929,3962,3658,3677,3062,892,169,23,18558,91,149,162,125,108,81,3,0,0,720,118,57,39,26,28,52,17,3,0,347,204,204,204,158,136,134,25,3,0,1071,1392,2133,4160,3816,3811,3205,918,177,23,19634,1137,407,377,380,500,998,2182,1415,541,7940,161,176,314,272,337,324,268,174,89,2118,2691,2718,4854,4465,4655,4524,3364,1766,654,29690,227,881,1859,1718,2007,1359,197,18,3,8271,861,910,1406,1516,1464,1243,362,44,3,7819,31,80,268,132,98,124,40,6,3,784,31,36,50,40,40,34,18,8,3,267,1154,1915,3584,3400,3611,2764,616,81,11,17141,62,96,112,80,78,52,3,0,0,486,147,99,89,83,45,45,4,0,0,512,214,191,202,161,123,93,3,0,0,991
SED10088,225,936,3129,4563,4319,2321,413,47,5,15951,739,665,616,458,517,655,417,96,5,4169,34,42,79,75,88,69,32,5,0,418,22,32,78,77,68,36,12,0,0,330,1020,1673,3904,5175,4999,3078,868,149,12,20871,22,52,80,85,127,80,12,0,0,459,139,59,32,18,29,40,13,0,0,334,158,112,116,103,157,123,27,0,0,791,1173,1789,4018,5276,5158,3197,897,151,12,21661,1304,271,273,288,371,786,1864,1595,657,7390,90,84,214,245,247,200,142,131,75,1435,2563,2142,4502,5807,5775,4188,2906,1871,738,30490,135,734,2257,2291,2574,1342,200,9,0,9541,874,804,1257,2284,2125,1279,475,59,0,9156,47,40,253,190,88,82,36,0,0,738,23,37,65,56,61,40,13,5,4,298,1076,1605,3826,4828,4842,2747,723,77,4,19735,11,36,63,71,68,29,4,0,0,278,115,44,53,81,76,40,6,0,0,419,129,77,117,147,149,75,9,0,0,700
SED10089,221,1111,3375,3289,2970,1906,232,24,5,13125,641,971,776,529,479,546,234,31,3,4212,46,66,103,91,97,102,22,3,0,535,17,53,93,64,54,27,10,6,3,330,926,2206,4347,3968,3599,2582,507,65,11,18198,122,245,251,181,185,129,12,0,0,1120,247,221,112,53,42,61,10,4,3,741,364,462,360,235,227,188,21,4,5,1862,1292,2669,4706,4199,3819,2773,526,70,13,20065,1299,1055,817,519,639,1361,2642,1502,589,10414,86,129,204,212,186,188,164,165,148,1488,2676,3854,5726,4924,4646,4319,3336,1730,748,31967,154,813,1970,1668,1806,1067,104,6,0,7588,969,1212,1559,1855,1625,1210,217,17,0,8666,57,90,302,168,107,106,24,0,0,853,39,58,58,46,30,34,11,3,0,278,1223,2166,3888,3732,3572,2412,350,25,3,17385,65,123,147,103,81,32,0,0,0,548,274,210,154,88,86,55,11,0,0,875,341,337,294,192,162,83,12,3,0,1427
SED10090,54,617,4295,5289,4024,2132,509,60,7,16985,424,728,683,494,495,616,534,86,14,4074,25,23,93,97,53,63,22,4,0,378,8,39,89,75,47,30,7,3,0,307,511,1400,5162,5948,4626,2839,1078,160,23,21743,11,58,130,183,151,90,21,0,0,648,101,104,64,38,28,55,26,5,0,426,113,161,191,218,186,151,46,3,0,1071,626,1563,5355,6164,4809,2990,1124,164,23,22818,1432,579,479,294,431,851,1708,1211,601,7577,75,120,370,339,259,218,179,81,52,1702,2136,2265,6200,6795,5495,4055,3016,1451,673,32095,46,724,3727,3256,2572,1471,250,13,0,12050,560,860,1255,1872,1573,1156,537,69,3,7886,25,43,287,257,92,57,34,3,0,794,17,34,68,62,46,33,11,7,0,284,650,1656,5339,5452,4279,2724,823,85,11,21012,3,36,127,105,117,63,8,0,0,455,110,87,94,131,91,61,25,0,0,594,117,124,225,236,202,123,28,0,0,1049
SED10091,504,1139,2740,3274,3557,2417,480,46,4,14167,572,343,374,356,421,617,469,89,10,3250,36,27,74,88,98,123,42,9,3,496,32,54,76,74,69,50,27,7,3,392,1143,1564,3262,3792,4154,3202,1016,155,17,18306,51,74,94,77,84,61,15,0,0,456,101,30,18,14,25,25,19,3,0,237,153,105,111,94,106,85,28,9,0,692,1292,1674,3373,3883,4261,3285,1051,157,19,18999,1103,204,236,268,377,1010,2595,1697,480,7960,105,90,221,236,293,264,271,179,104,1771,2500,1967,3834,4389,4928,4561,3913,2040,603,28730,215,765,1426,1618,2079,1302,192,10,0,7609,832,628,1178,1700,1743,1362,413,52,6,7920,40,44,211,125,102,140,35,3,0,690,33,47,47,41,60,40,8,11,0,284,1120,1485,2860,3479,3982,2847,651,79,8,16510,65,52,60,58,77,42,3,3,0,356,121,39,57,72,74,43,12,0,0,423,191,89,117,136,146,81,17,4,0,781
SED10092,260,1083,3510,2901,2890,1826,234,27,3,12737,521,998,939,540,535,532,245,29,3,4342,40,64,129,73,114,96,19,3,0,539,36,76,108,71,57,41,15,6,0,403,866,2219,4689,3588,3596,2497,509,62,3,18017,106,211,248,176,183,130,8,0,0,1048,228,280,131,59,51,47,9,0,3,806,329,493,375,229,232,180,14,0,3,1855,1194,2708,5065,3816,3827,2669,523,61,9,19874,1252,1183,975,768,1018,1758,2848,1996,717,12508,116,247,426,299,332,353,306,255,107,2443,2563,4145,6465,4881,5174,4790,3675,2316,822,34825,119,869,2081,1531,1715,998,92,4,0,7414,735,1275,1422,1450,1471,1063,225,12,0,7654,42,77,228,138,86,107,18,5,0,709,28,51,53,24,37,34,8,9,3,251,922,2272,3791,3149,3309,2200,349,28,3,16031,57,116,134,91,102,50,3,0,0,551,254,204,165,113,92,56,6,0,0,899,319,324,301,205,188,105,11,3,0,1453
SED10093,363,1062,2664,2953,2993,1825,264,24,4,12147,602,445,478,448,527,536,258,40,3,3331,44,55,70,84,103,86,27,0,0,467,28,51,76,66,60,47,17,6,3,362,1035,1612,3286,3553,3677,2495,572,66,10,16300,119,189,187,161,149,125,14,0,0,946,151,56,39,35,31,53,16,0,0,373,265,243,221,195,182,184,28,3,0,1316,1301,1855,3513,3740,3862,2675,599,70,10,17624,1112,319,382,521,744,1435,2767,1874,672,9833,129,124,250,238,291,285,306,253,155,2028,2544,2294,4148,4499,4895,4396,3672,2190,837,29486,176,706,1336,1508,1767,1015,115,3,0,6626,865,742,1271,1608,1526,1111,254,21,4,7403,42,62,197,133,132,118,25,0,0,705,29,31,47,54,60,53,9,3,0,279,1113,1534,2858,3299,3479,2291,407,28,4,15009,111,106,121,94,126,72,5,0,0,630,182,69,122,130,88,55,5,0,0,653,298,174,238,221,211,125,9,0,0,1284
SED19494,39,169,440,315,195,130,25,3,0,1322,16,85,143,90,92,73,30,3,0,531,0,10,24,9,15,15,7,0,0,85,5,25,32,27,14,8,0,0,0,103,63,284,637,441,319,228,61,3,5,2042,25,76,145,91,80,56,3,0,0,467,13,23,33,12,16,15,3,0,0,120,35,101,177,106,87,66,6,0,0,583,102,382,816,548,406,294,63,5,5,2623,115,204,305,238,301,381,503,112,20,2178,68,158,491,484,440,313,157,39,12,2153,285,746,1615,1269,1148,986,719,162,32,6958,12,116,261,93,93,64,8,0,0,653,24,106,149,80,80,63,18,0,0,520,3,4,27,6,12,13,0,0,0,65,3,7,15,13,6,4,0,0,0,47,44,243,451,183,185,151,28,0,0,1291,26,34,59,43,42,27,4,0,0,230,12,21,38,18,13,23,4,0,0,127,35,52,103,58,59,42,3,0,0,358
SED19797,0,3,8,8,10,4,0,0,0,28,0,0,0,0,3,3,3,0,0,7,0,0,0,8,6,0,0,0,0,20,0,0,0,0,0,0,0,0,0,5,0,3,9,11,20,10,6,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,9,11,20,10,6,0,0,61,4,5,5,0,3,8,31,14,3,77,0,3,0,0,0,4,10,9,0,24,3,9,11,18,25,22,48,16,3,157,3,0,10,0,5,4,0,0,0,25,0,0,3,4,3,9,5,0,0,18,0,3,4,4,9,3,6,0,0,24,0,0,0,0,0,3,0,0,0,4,3,3,17,13,17,11,11,0,0,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3
