SED_CODE_2016,M_SE_Europe_nfd_0_4,M_SE_Europe_nfd_5_14,M_SE_Europe_nfd_15_24,M_SE_Europe_nfd_25_44,M_SE_Europe_nfd_45_54,M_SE_Europe_nfd_55_64,M_SE_Europe_nfd_65_74,M_SE_Europe_nfd_75_84,M_SE_Europe_nfd_85ov,M_SE_Europe_nfd_Tot,M_Sri_Lanka_0_4,M_Sri_Lanka_5_14,M_Sri_Lanka_15_24,M_Sri_Lanka_25_44,M_Sri_Lanka_45_54,M_Sri_Lanka_55_64,M_Sri_Lanka_65_74,M_Sri_Lanka_75_84,M_Sri_Lanka_85ov,M_Sri_Lanka_Tot,M_Taiwan_0_4,M_Taiwan_5_14,M_Taiwan_15_24,M_Taiwan_25_44,M_Taiwan_45_54,M_Taiwan_55_64,M_Taiwan_65_74,M_Taiwan_75_84,M_Taiwan_85ov,M_Taiwan_Tot,M_Thailand_0_4,M_Thailand_5_14,M_Thailand_15_24,M_Thailand_25_44,M_Thailand_45_54,M_Thailand_55_64,M_Thailand_65_74,M_Thailand_75_84,M_Thailand_85ov,M_Thailand_Tot,M_FYROM_0_4,M_FYROM_5_14,M_FYROM_15_24,M_FYROM_25_44,M_FYROM_45_54,M_FYROM_55_64,M_FYROM_65_74,M_FYROM_75_84,M_FYROM_85ov,M_FYROM_Tot,M_Turkey_0_4,M_Turkey_5_14,M_Turkey_15_24,M_Turkey_25_44,M_Turkey_45_54,M_Turkey_55_64,M_Turkey_65_74,M_Turkey_75_84,M_Turkey_85ov,M_Turkey_Tot,M_USA_0_4,M_USA_5_14,M_USA_15_24,M_USA_25_44,M_USA_45_54,M_USA_55_64,M_USA_65_74,M_USA_75_84,M_USA_85ov,M_USA_Tot,M_Vietnam_0_4,M_Vietnam_5_14,M_Vietnam_15_24,M_Vietnam_25_44,M_Vietnam_45_54,M_Vietnam_55_64,M_Vietnam_65_74,M_Vietnam_75_84,M_Vietnam_85ov,M_Vietnam_Tot,M_Wales_0_4,M_Wales_5_14,M_Wales_15_24,M_Wales_25_44,M_Wales_45_54,M_Wales_55_64,M_Wales_65_74,M_Wales_75_84,M_Wales_85ov,M_Wales_Tot,M_Zimbabwe_0_4,M_Zimbabwe_5_14,M_Zimbabwe_15_24,M_Zimbabwe_25_44,M_Zimbabwe_45_54,M_Zimbabwe_55_64,M_Zimbabwe_65_74,M_Zimbabwe_75_84,M_Zimbabwe_85ov,M_Zimbabwe_Tot,M_Elsewhere_0_4,M_Elsewhere_5_14,M_Elsewhere_15_24,M_Elsewhere_25_44,M_Elsewhere_45_54,M_Elsewhere_55_64,M_Elsewhere_65_74,M_Elsewhere_75_84,M_Elsewhere_85ov,M_Elsewhere_Tot,M_COB_NS_0_4,M_COB_NS_5_14,M_COB_NS_15_24,M_COB_NS_25_44,M_COB_NS_45_54,M_COB_NS_55_64,M_COB_NS_65_74,M_COB_NS_75_84,M_COB_NS_85ov,M_COB_NS_Tot,M_Tot_0_4,M_Tot_5_14,M_Tot_15_24,M_Tot_25_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85ov,M_Tot_Tot,F_Afghanistan_0_4,F_Afghanistan_5_14,F_Afghanistan_15_24,F_Afghanistan_25_44,F_Afghanistan_45_54,F_Afghanistan_55_64,F_Afghanistan_65_74,F_Afghanistan_75_84,F_Afghanistan_85ov,F_Afghanistan_Tot,F_Australia_0_4,F_Australia_5_14,F_Australia_15_24,F_Australia_25_44,F_Australia_45_54,F_Australia_55_64,F_Australia_65_74,F_Australia_75_84,F_Australia_85ov,F_Australia_Tot,F_Bangladesh_0_4,F_Bangladesh_5_14,F_Bangladesh_15_24,F_Bangladesh_25_44,F_Bangladesh_45_54,F_Bangladesh_55_64,F_Bangladesh_65_74,F_Bangladesh_75_84,F_Bangladesh_85ov,F_Bangladesh_Tot,F_Bosnia_Herzegov_0_4,F_Bosnia_Herzegov_5_14,F_Bosnia_Herzegov_15_24,F_Bosnia_Herzegov_25_44,F_Bosnia_Herzegov_45_54,F_Bosnia_Herzegov_55_64,F_Bosnia_Herzegov_65_74,F_Bosnia_Herzegov_75_84,F_Bosnia_Herzegov_85ov,F_Bosnia_Herzegov_Tot,F_Cambodia_0_4,F_Cambodia_5_14,F_Cambodia_15_24,F_Cambodia_25_44,F_Cambodia_45_54,F_Cambodia_55_64,F_Cambodia_65_74,F_Cambodia_75_84,F_Cambodia_85ov,F_Cambodia_Tot,F_Canada_0_4,F_Canada_5_14,F_Canada_15_24,F_Canada_25_44,F_Canada_45_54,F_Canada_55_64,F_Canada_65_74,F_Canada_75_84,F_Canada_85ov,F_Canada_Tot,F_Chile_0_4,F_Chile_5_14,F_Chile_15_24,F_Chile_25_44,F_Chile_45_54,F_Chile_55_64,F_Chile_65_74,F_Chile_75_84,F_Chile_85ov,F_Chile_Tot
SED10048,0,0,3,11,13,11,12,3,0,58,0,14,6,53,51,34,17,6,3,182,0,0,0,12,0,5,0,0,0,17,3,6,14,55,6,9,4,0,0,103,0,0,3,27,31,15,16,3,0,94,0,0,4,15,9,5,4,0,0,41,6,14,17,39,13,7,3,3,0,96,0,7,17,92,69,57,5,3,4,252,0,0,0,3,6,7,7,0,0,31,0,7,12,27,15,4,0,0,0,59,12,99,157,649,426,405,228,93,26,2093,175,302,370,741,341,300,213,121,69,2634,3358,6206,6137,12266,5406,5026,2929,1041,317,42693,0,8,13,28,8,5,4,0,0,62,2938,4755,4071,5672,2367,2589,1293,527,226,24440,16,78,134,934,236,67,12,3,3,1480,0,0,0,41,12,25,8,0,0,90,0,0,17,66,21,21,5,5,0,142,0,3,3,12,4,0,0,0,0,27,0,0,0,39,60,40,51,16,6,208
SED10049,0,0,0,0,3,0,3,0,0,11,0,0,0,12,3,0,0,0,0,19,0,0,0,4,0,0,0,0,0,7,0,7,0,4,3,0,0,0,0,16,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,11,7,15,10,4,11,5,0,55,0,0,3,13,5,0,0,0,0,17,0,0,0,6,15,3,0,0,0,34,0,6,6,32,13,3,0,0,0,57,0,7,13,94,39,46,32,19,7,263,115,208,198,560,290,269,223,138,45,2040,2977,5732,4872,10091,4723,4303,3111,1428,434,37664,0,0,0,0,0,0,0,0,0,0,2658,4994,4503,9124,4344,3782,2706,1448,640,34200,0,0,0,12,0,3,0,0,0,17,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,7,17,9,3,3,3,0,46,0,0,0,5,0,7,0,0,3,18
SED10050,0,0,0,8,9,9,7,3,0,43,0,0,0,10,9,5,3,3,0,36,0,3,3,16,3,3,3,0,0,30,7,10,19,34,3,9,0,0,0,69,0,0,0,8,6,0,3,0,0,15,0,3,0,21,4,5,11,0,0,45,13,75,55,249,99,43,28,7,3,568,0,0,12,17,9,7,3,0,0,57,0,3,4,64,26,16,12,7,0,129,0,0,0,29,22,11,3,0,0,67,14,91,114,1028,229,107,83,49,26,1735,136,208,233,897,371,265,191,89,42,2439,2698,5363,3953,12775,5784,4029,2844,1312,580,39339,0,0,0,4,3,9,0,0,0,18,2363,4188,2839,6440,3268,2483,1749,964,669,24961,0,0,3,10,0,0,0,0,0,14,0,0,0,11,12,5,3,0,0,31,0,0,0,0,4,3,3,0,0,11,0,10,21,146,53,27,17,3,3,277,0,9,3,43,7,8,4,0,0,73
SED10051,0,0,0,7,9,13,8,6,5,42,0,7,0,18,6,7,10,4,0,52,4,0,17,57,11,15,7,0,0,117,0,5,17,32,9,17,3,0,0,81,0,0,0,3,4,7,6,5,0,25,0,0,7,21,26,26,14,10,3,97,6,26,18,64,31,14,13,8,0,172,0,0,18,74,34,28,12,5,4,186,0,0,0,15,9,5,3,3,0,44,0,0,0,11,13,6,0,0,0,33,25,99,172,1073,385,320,330,192,69,2667,162,251,359,924,376,317,270,175,75,2908,2471,4789,5603,12283,5487,4278,3238,1926,716,40791,0,0,0,3,0,0,0,0,0,6,2019,3776,3205,5579,2749,2004,1356,878,652,22214,8,11,25,143,43,13,8,0,0,254,0,0,3,7,3,13,6,7,0,42,0,0,3,3,10,7,4,3,0,35,4,4,9,51,7,3,7,0,0,91,0,0,3,48,32,39,49,17,7,207
SED10052,0,0,0,3,7,7,7,7,0,33,0,0,0,14,7,5,5,0,0,29,0,3,0,10,0,3,3,0,0,15,3,5,8,16,3,0,0,0,0,38,0,0,6,30,41,65,40,16,0,191,0,0,0,13,3,5,5,0,0,28,3,6,18,23,25,15,15,0,0,105,0,3,7,24,15,29,14,3,0,84,0,0,0,12,12,4,6,0,0,40,0,3,5,11,3,0,3,3,0,23,14,39,53,304,209,142,148,71,39,1008,63,137,152,403,210,224,177,114,72,1552,2475,4733,4246,9184,4896,4412,3322,1871,888,36020,0,0,0,3,0,0,0,0,0,3,2148,4144,3584,6680,3314,2988,2293,1516,1171,27840,0,0,0,8,5,3,0,0,0,15,0,0,0,19,12,9,8,3,0,50,0,0,0,11,7,0,4,0,0,23,0,4,4,33,18,12,5,3,0,83,0,0,3,14,20,19,17,3,3,83
SED10053,0,0,0,4,13,13,14,10,4,54,0,7,3,23,17,13,5,4,0,63,0,0,3,17,0,0,0,0,0,18,0,10,5,8,3,3,0,0,0,34,3,0,3,58,62,66,53,20,11,280,0,3,0,8,5,4,0,0,0,22,9,26,27,48,30,23,23,4,0,187,0,0,5,22,8,12,0,0,0,52,0,0,0,7,16,9,4,6,0,42,0,0,0,14,7,3,4,0,0,29,7,27,25,194,119,121,136,99,24,757,160,253,340,869,553,459,358,183,57,3235,2458,5038,4630,10091,5987,5044,3347,1473,421,38479,0,0,0,4,0,0,0,0,0,4,1974,4209,3714,7500,4383,3316,1964,880,400,28341,3,6,12,56,4,0,0,0,0,73,0,0,0,0,4,3,0,6,0,14,0,3,0,6,0,0,0,0,0,10,0,9,0,34,22,18,13,3,0,105,0,0,0,3,10,9,6,0,0,27
SED10054,0,0,0,4,9,14,9,15,4,59,3,10,10,123,40,36,23,8,3,261,0,0,0,12,5,0,3,0,0,19,0,3,5,16,4,0,0,0,0,43,0,0,8,4,6,9,5,3,0,31,4,4,15,51,56,26,29,11,0,199,3,6,19,16,6,15,4,0,0,73,0,0,3,52,43,43,18,3,3,164,0,0,0,0,0,4,3,3,0,12,0,0,3,7,8,3,0,0,0,18,19,168,304,845,515,420,240,127,42,2679,221,411,373,695,365,293,197,68,30,2652,3614,7187,6844,12194,5570,4360,2627,939,272,43614,3,15,51,158,43,38,15,8,0,329,3051,5302,4498,5056,2075,1473,970,394,230,23053,9,27,24,260,30,13,4,0,0,365,0,0,3,20,12,13,8,3,0,60,0,0,0,21,3,3,3,0,0,30,0,4,0,7,3,0,0,0,0,23,0,0,3,26,23,24,20,8,8,116
SED10055,0,0,0,19,24,18,18,4,3,85,0,4,8,37,22,51,21,6,0,149,0,0,3,7,0,4,5,0,0,23,0,0,11,22,3,3,0,0,0,35,0,0,0,16,15,17,9,4,0,62,0,0,4,26,33,22,6,0,0,89,0,3,4,18,7,14,12,0,0,52,0,9,12,135,89,76,26,6,0,352,0,0,0,3,4,9,5,0,0,25,0,9,0,10,9,0,0,0,0,33,4,47,96,398,308,248,168,63,8,1343,104,236,257,606,315,263,190,87,22,2084,2947,6110,6158,11280,5485,4774,2547,850,196,40350,0,4,13,37,12,3,3,0,0,75,2668,5456,4922,7897,3293,2349,884,321,119,27904,0,4,4,16,3,3,0,0,0,31,0,0,4,38,21,16,8,3,0,94,0,0,4,76,40,26,8,7,3,168,0,3,9,12,5,4,4,3,0,45,0,0,4,51,37,30,21,7,0,153
SED10056,0,0,0,0,0,0,3,3,0,6,0,11,0,23,8,0,3,0,0,46,0,0,20,84,0,0,0,0,0,103,0,4,5,3,4,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,3,0,3,17,19,5,3,0,0,58,0,10,8,14,3,3,4,0,0,42,0,0,0,4,7,3,0,0,0,11,0,0,0,3,3,3,8,5,0,21,0,3,3,7,11,3,0,0,0,27,4,23,48,128,74,69,45,32,5,430,214,440,450,951,602,735,615,378,114,4499,2645,5501,4865,9122,5380,5880,4624,2685,835,41536,0,6,3,9,0,0,0,0,0,26,2247,4667,3788,7009,4267,4330,3264,2029,928,32524,0,0,0,9,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,3,13,3,3,0,0,0,22,0,0,0,3,3,3,0,0,0,7
SED10057,0,0,0,0,0,0,3,6,0,8,0,0,0,0,3,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,0,10,15,12,16,8,4,71,0,0,0,3,0,0,0,0,0,6,0,0,0,3,3,4,7,3,0,30,0,0,0,7,3,3,0,0,0,21,0,5,10,44,35,47,79,48,15,277,97,196,217,455,399,488,553,344,171,2928,1764,4044,3385,5724,4266,5362,5726,3100,1113,34493,0,0,0,0,0,0,0,0,0,0,1523,3604,3001,5432,3759,4705,4334,2550,1210,30117,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,10,0,0,3,17,16,4,5,0,0,44,0,0,0,3,0,3,3,3,0,18
SED10058,0,0,0,0,6,9,5,8,5,37,0,0,3,17,5,3,0,0,0,27,0,0,0,7,0,0,0,0,0,14,3,3,10,20,8,3,0,0,0,44,0,0,0,9,20,36,17,31,3,111,0,0,0,4,7,0,0,0,0,13,10,7,21,72,28,15,10,3,0,169,0,3,9,28,16,9,0,0,0,67,0,3,0,8,11,8,4,5,0,40,0,0,3,18,3,4,0,0,0,25,10,33,61,219,70,66,56,33,10,552,69,117,233,665,367,333,239,145,47,2218,1983,3551,4525,10868,4814,4589,3120,1581,591,35625,0,5,8,6,3,0,0,0,0,24,1667,3023,4035,8426,3786,3696,2478,1351,909,29379,0,3,0,12,0,0,0,0,0,14,0,0,0,10,0,11,14,3,0,31,0,3,0,3,3,0,3,0,0,17,0,9,11,54,7,10,3,0,0,96,0,0,3,14,4,0,0,0,0,27
SED10059,0,0,0,10,7,7,15,6,3,46,0,0,19,64,12,3,3,0,0,104,0,0,23,83,7,4,0,0,0,124,3,3,43,309,36,14,3,3,0,422,0,0,0,8,13,8,8,12,0,51,0,0,9,54,19,6,12,9,0,105,6,17,78,283,64,35,19,9,0,510,0,5,60,178,57,48,30,8,3,403,0,0,3,25,9,11,3,3,0,56,0,0,5,13,7,3,0,0,0,28,8,26,209,1155,246,189,228,150,47,2251,154,163,682,2179,611,454,301,162,55,4764,1643,2179,6304,19650,5478,3661,2223,1078,336,42544,0,0,0,0,0,0,0,0,0,0,1380,1777,3487,9248,2340,1477,756,325,166,20968,0,0,15,21,0,3,0,0,0,41,0,0,0,20,7,4,0,6,0,35,0,0,3,10,4,0,0,0,0,21,3,0,37,141,20,9,0,4,0,228,3,0,7,57,11,9,10,3,0,102
SED10060,0,0,0,11,3,7,5,0,0,31,0,4,0,70,13,8,11,3,0,110,0,7,7,82,7,10,5,3,0,122,3,6,21,79,22,3,3,0,0,132,0,0,0,8,3,7,5,0,0,21,0,0,0,29,9,7,0,0,0,50,23,91,51,198,91,78,45,14,5,591,0,3,10,42,12,9,3,0,0,84,3,3,6,24,17,11,7,5,0,76,0,0,0,25,21,17,0,0,0,60,26,68,74,879,183,129,126,74,30,1594,131,196,279,1190,358,334,262,138,63,2944,2032,3321,3268,13642,4619,3951,3297,1589,616,36341,0,0,0,0,0,0,0,0,0,0,1644,2267,2331,6823,2596,2472,2348,1193,736,22404,0,0,0,15,0,0,0,0,0,16,0,0,0,9,3,3,0,0,0,17,0,0,0,6,0,0,0,0,0,11,0,10,11,112,35,19,18,3,0,214,0,0,0,18,17,4,9,0,0,51
SED10061,0,0,0,0,3,0,3,0,0,10,0,3,4,12,4,3,3,0,0,30,0,0,7,17,0,0,0,0,0,19,0,3,0,6,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,10,5,9,18,45,22,19,21,5,3,158,0,0,0,20,3,0,0,0,0,37,0,3,0,3,7,5,9,4,0,28,0,0,5,6,8,3,3,0,0,28,12,43,42,170,42,46,48,29,0,439,165,399,497,804,542,590,517,298,88,3886,2436,5214,5424,8323,5008,5217,4391,2284,607,38897,0,0,0,0,0,0,0,0,0,0,2200,4540,4516,6867,4184,4189,3409,2059,913,32887,0,3,0,21,3,3,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,20,6,5,11,0,0,51,0,0,0,6,4,0,0,0,0,6
SED10062,0,0,0,8,6,9,7,9,0,47,0,0,9,22,10,4,4,3,0,45,0,5,10,64,3,5,7,0,0,106,0,3,18,46,17,8,0,0,0,88,0,3,0,63,108,106,71,44,3,398,0,0,4,9,14,6,4,4,0,36,3,8,13,37,13,14,10,3,0,102,0,4,16,69,54,39,15,6,3,206,0,4,0,6,5,6,3,3,0,37,0,0,5,7,9,0,3,0,0,25,5,30,69,348,212,180,149,70,26,1086,74,141,183,463,219,202,181,122,58,1645,2269,4646,5120,9657,5096,4396,3223,1844,749,37000,0,0,0,3,0,0,0,0,0,4,1995,3928,3521,5076,2665,2170,1681,1202,1040,23279,3,8,24,83,5,0,0,0,0,126,0,0,0,22,27,12,10,5,0,89,0,0,0,11,0,5,0,0,0,11,0,4,11,14,4,3,0,3,0,43,0,3,0,21,18,17,17,5,0,82
SED10063,0,0,0,0,3,3,3,3,0,11,0,3,0,15,4,3,0,0,0,27,0,0,3,0,6,3,0,0,0,14,0,5,4,11,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,4,0,0,0,6,3,0,0,0,0,7,0,12,6,14,7,5,5,3,0,49,0,0,3,15,4,3,0,0,0,24,0,0,0,0,0,3,6,7,0,20,0,14,6,18,10,8,0,0,0,48,0,21,18,86,45,42,32,19,6,271,130,327,352,708,477,444,419,261,94,3202,2764,5682,4695,8854,4891,4769,3836,2122,675,38287,0,0,0,0,0,0,0,0,0,0,2461,4819,4092,7773,4165,3966,3116,1983,957,33323,0,0,3,4,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,4,0,3,7,18,4,0,3,0,0,40,0,0,0,0,0,3,0,0,0,4
SED10064,0,0,0,0,0,3,4,3,0,9,0,0,0,5,0,0,0,0,0,11,0,0,3,12,0,0,0,0,0,15,3,7,6,7,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,0,0,0,13,12,16,21,6,0,72,0,0,0,3,3,0,0,0,0,7,0,0,0,5,8,3,7,9,0,36,0,0,0,5,0,0,0,0,0,6,3,8,10,49,39,54,73,36,12,278,106,308,295,550,484,606,511,331,122,3316,1883,4514,3719,6516,4596,5936,5217,2606,882,35862,0,0,0,0,0,0,0,0,0,0,1722,4025,3157,5685,3971,4820,3850,2036,1050,30314,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,12,6,9,10,0,3,45,0,0,0,9,3,3,3,0,0,18
SED10065,0,0,0,16,12,14,13,8,0,64,3,29,43,233,79,68,39,6,3,498,0,3,27,109,11,19,7,0,0,172,3,0,18,55,11,12,3,3,0,99,0,0,3,9,3,4,0,0,0,18,0,0,4,25,40,21,17,7,0,115,13,31,15,61,25,14,15,0,0,176,0,3,20,109,64,48,20,12,3,286,0,0,0,5,6,4,3,0,0,18,0,11,12,26,8,5,0,0,0,63,45,83,147,769,269,222,142,81,29,1786,209,289,412,1463,349,310,220,122,62,3428,3994,5625,6312,20063,5676,4771,2936,1612,607,51599,0,13,36,106,38,36,25,7,4,261,3081,3675,3065,5030,1860,1522,1074,733,515,20555,6,11,25,169,20,6,9,4,0,245,0,0,3,23,15,16,4,8,0,67,0,0,6,22,9,3,3,3,0,53,9,0,5,31,13,9,3,0,0,72,3,0,0,18,19,25,15,11,0,91
SED10066,0,0,0,0,6,8,20,10,3,51,0,3,17,43,25,22,13,10,3,137,0,3,5,16,0,3,0,0,0,21,0,5,11,23,8,3,0,0,0,50,0,0,0,3,9,3,4,4,0,25,0,0,0,10,6,3,0,7,0,26,4,3,10,31,18,13,9,4,0,96,0,8,3,21,6,5,0,0,0,43,0,0,0,3,12,4,12,0,0,50,0,0,15,22,5,4,3,0,0,52,4,34,55,226,139,107,112,55,18,754,137,221,281,653,326,296,203,120,42,2283,2913,5288,5171,11069,4658,4251,3237,1366,465,38415,0,4,11,21,9,4,3,3,0,47,2521,4561,4320,8669,3429,3118,2068,1005,577,30265,0,3,5,27,0,0,0,0,0,42,0,0,3,8,6,11,0,3,0,32,0,0,0,9,0,0,0,0,0,8,0,0,3,22,8,11,3,0,0,49,0,0,0,12,5,6,8,7,0,37
SED10067,0,0,0,5,14,12,6,18,5,57,0,0,0,3,3,5,0,0,0,17,0,0,0,0,0,0,0,0,0,6,0,9,3,10,8,3,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,5,3,0,0,22,6,30,39,61,45,55,34,13,4,287,0,0,3,13,6,4,0,0,0,34,0,0,3,22,18,9,13,10,3,75,0,0,0,10,11,18,3,0,0,50,8,35,43,324,167,149,117,60,24,933,86,180,165,419,269,256,234,155,62,1819,2154,4820,3988,7580,5089,4635,3843,2061,889,35062,0,0,0,0,0,5,0,0,0,7,1812,4009,2974,5442,3515,3308,2655,1504,1186,26394,0,0,0,5,0,0,0,0,0,7,0,0,0,8,0,4,3,3,0,19,0,0,0,6,0,4,0,0,0,11,0,8,6,54,44,37,11,6,4,168,0,0,4,9,7,5,11,3,0,44
SED10068,0,0,0,3,0,3,9,0,0,17,0,0,0,3,5,3,10,0,0,22,0,0,0,0,0,0,0,0,0,3,3,0,3,3,3,0,0,0,0,10,0,0,0,0,0,0,0,0,0,5,0,0,0,0,6,0,0,0,0,11,0,19,8,33,15,14,28,9,3,130,0,0,0,14,0,3,0,0,0,18,0,0,0,6,6,5,8,6,6,43,0,0,0,9,8,11,6,3,0,34,5,18,17,69,42,62,65,53,25,341,91,157,194,426,335,409,511,314,122,2562,1705,4236,3442,6403,4431,5102,5636,3151,1079,35181,0,0,0,0,0,0,0,0,0,0,1565,3748,2978,5796,3934,4520,4333,2574,1238,30683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,25,11,18,8,8,3,71,0,0,0,5,3,0,0,0,0,15
SED10069,0,0,0,0,3,0,10,3,3,20,0,0,0,7,0,4,0,0,0,15,0,4,0,0,0,0,0,0,0,4,3,8,3,6,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,6,0,0,0,3,3,0,0,0,0,10,6,13,11,10,14,8,15,3,0,89,0,3,0,3,6,3,0,0,0,16,0,0,5,6,7,14,21,4,3,62,0,3,0,8,3,3,3,0,0,18,3,11,13,56,31,65,73,40,10,299,113,239,263,563,403,433,472,259,119,2861,1919,4556,3962,7113,4633,4862,5005,2515,728,35289,0,0,0,0,0,0,0,0,0,0,1770,3840,3412,6062,3816,4046,3574,1797,761,29077,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,5,0,7,5,25,15,5,10,4,0,66,0,0,0,3,4,4,6,3,0,20
SED10070,0,0,0,7,12,23,31,15,3,93,6,63,130,689,267,143,63,32,9,1411,0,0,0,8,0,0,0,0,0,19,0,3,8,24,7,4,3,3,0,46,0,4,0,9,11,26,35,16,0,98,3,5,5,66,77,47,22,10,0,237,5,15,4,26,6,4,0,0,0,72,0,5,20,212,170,192,89,24,3,714,0,0,0,0,3,3,4,0,0,14,0,3,9,10,4,3,3,0,0,32,27,108,187,507,393,351,289,170,39,2075,110,205,241,632,299,263,216,127,36,2134,2845,5534,5272,11859,5032,4437,3468,1666,493,40604,0,4,45,83,35,26,5,4,3,211,2465,4271,3292,4628,1726,1615,1087,461,272,19808,0,5,12,58,13,3,0,0,0,92,0,0,0,34,28,27,12,8,3,110,0,0,13,92,40,52,25,3,3,233,0,0,5,12,8,7,0,0,0,29,0,0,11,71,61,71,65,26,12,318
SED10071,0,0,0,9,8,8,9,8,0,35,4,46,57,298,168,140,74,15,3,815,3,0,11,25,4,6,8,0,0,55,0,8,11,30,7,5,0,0,0,60,0,0,0,3,6,3,0,0,0,16,0,0,7,36,31,18,6,0,0,100,9,36,59,45,23,13,4,0,0,190,3,0,5,48,21,8,3,0,0,86,0,0,0,0,8,3,0,0,0,21,0,9,31,29,21,13,0,0,0,96,15,81,165,488,230,170,103,44,12,1302,128,217,181,606,246,188,116,45,22,1744,3859,7516,6007,14857,5792,3874,2199,756,181,45041,0,0,37,154,70,54,21,4,3,341,3505,5853,3813,6878,2457,1435,855,276,123,25195,0,12,17,178,47,25,5,0,0,297,0,0,0,4,7,8,4,0,0,15,0,0,0,13,3,0,0,0,0,23,0,9,24,26,7,6,0,0,0,75,0,0,0,23,17,14,21,0,0,76
SED10072,0,0,0,16,17,21,22,13,3,90,0,0,0,21,4,15,5,0,3,52,0,0,7,65,4,4,3,0,0,85,3,3,23,129,19,10,6,0,0,187,3,9,22,131,150,232,248,117,51,957,0,0,16,50,41,23,25,13,5,173,12,24,13,43,18,6,9,3,0,130,7,4,46,137,73,65,22,8,3,363,0,0,0,10,6,3,6,0,0,29,3,3,0,19,0,0,0,0,0,25,26,86,257,1479,359,298,274,147,57,2981,135,207,322,1076,354,303,265,180,132,2976,2583,4280,5343,15166,5148,4079,3240,1932,846,42621,0,0,0,4,0,0,0,0,0,13,2221,3482,3051,5630,2270,1541,1056,740,567,20548,3,15,82,307,37,14,0,0,0,463,0,0,7,38,11,22,6,8,0,94,0,3,0,13,4,4,0,0,0,23,0,0,4,31,6,8,0,0,0,52,0,0,9,53,40,36,38,14,0,190
SED10073,0,0,0,11,12,12,5,3,0,40,4,17,34,201,66,76,54,25,5,479,3,14,37,156,21,12,11,7,0,267,3,4,23,68,18,8,3,0,0,132,0,4,3,5,6,12,4,0,0,35,0,0,0,27,15,11,10,5,0,71,13,15,31,76,30,10,5,0,0,177,3,9,45,140,50,39,17,11,0,324,0,0,0,8,12,4,0,5,0,33,0,0,9,32,4,3,0,0,0,53,44,83,148,735,255,174,128,102,30,1689,110,129,277,697,239,204,148,90,56,1952,2882,4657,6582,15877,5226,4507,3064,1752,790,45328,0,0,0,24,26,16,8,3,0,83,2383,3283,3309,4512,2040,1755,1231,928,800,20241,0,9,44,104,11,3,0,0,0,177,0,0,0,10,3,9,3,4,0,31,0,0,9,11,8,3,3,0,0,26,0,3,11,32,5,4,4,0,0,66,0,0,5,14,14,11,15,6,0,68
SED10074,0,0,0,8,14,11,13,8,3,60,10,63,101,712,222,145,79,37,5,1376,0,0,0,19,3,7,5,0,0,38,0,6,18,34,0,4,3,0,0,62,0,0,0,3,0,3,3,0,0,12,0,0,15,46,37,12,14,3,0,125,4,22,9,37,12,15,9,3,0,114,0,5,6,46,24,35,9,3,0,131,0,0,0,6,7,6,3,5,3,30,0,0,5,15,3,0,0,0,0,27,18,65,106,406,196,198,150,101,33,1271,151,197,183,702,273,232,179,132,70,2118,3264,5535,4761,13568,4942,4089,3224,1742,610,41737,0,3,7,54,20,20,13,3,0,125,2799,4131,3106,5738,2390,2127,1891,1075,571,23823,0,7,12,121,30,18,0,3,0,190,0,0,0,8,16,7,0,8,0,39,0,0,0,10,0,6,0,0,0,19,0,3,3,18,11,5,7,0,0,57,0,0,0,20,18,13,15,9,0,85
