SED_CODE_2016,Neg_Nil_inc_cpl_fam_no_child,Neg_Nil_inc_cpl_fam_wth_chld,Neg_Nil_inc_One_parent_fam,Neg_Nil_inc_Other_fam,Neg_Nil_inc_Tot,FI_1_149_cpl_fam_no_child,FI_1_149_cpl_fam_with_child,FI_1_149_One_parent_fam,FI_1_149_Other_fam,FI_1_149_Tot,FI_150_299_cpl_fam_no_child,FI_150_299_cpl_fam_with_child,FI_150_299_One_parent_fam,FI_150_299_Other_fam,FI_150_299_Tot,FI_300_399_cpl_fam_no_child,FI_300_399_cpl_fam_with_child,FI_300_399_One_parent_fam,FI_300_399_Other_fam,FI_300_399_Tot,FI_400_499_cpl_fam_no_child,FI_400_499_cpl_fam_with_child,FI_400_499_One_parent_fam,FI_400_499_Other_fam,FI_400_499_Tot,FI_500_649_cpl_fam_no_child,FI_500_649_cpl_fam_with_child,FI_500_649_One_parent_fam,FI_500_649_Other_fam,FI_500_649_Tot,FI_650_799_cpl_fam_no_child,FI_650_799_cpl_fam_with_child,FI_650_799_One_parent_fam,FI_650_799_Other_fam,FI_650_799_Tot,FI_800_999_cpl_fam_no_child,FI_800_999_cpl_fam_wth_chld,FI_800_999_One_parent_fam,FI_800_999_Other_fam,FI_800_999_Tot,FI_1000_1249_cpl_fam_no_child,FI_1000_1249_cpl_fam_wth_chld,FI_1000_1249_One_parent_fam,FI_1000_1249_Other_fam,FI_1000_1249_Tot,FI_1250_1499_cpl_fam_no_child,FI_1250_1499_cpl_fam_wth_chld,FI_1250_1499_One_parent_fam,FI_1250_1499_Other_fam,FI_1250_1499_Tot,FI_1500_1749_cpl_fam_no_child,FI_1500_1749_cpl_fam_wth_chld,FI_1500_1749_One_parent_fam,FI_1500_1749_Other_fam,FI_1500_1749_Tot,FI_1750_1999_cpl_fam_no_child,FI_1750_1999_cpl_fam_wth_chld,FI_1750_1999_One_parent_fam,FI_1750_1999_Other_fam,FI_1750_1999_Tot,FI_2000_2499_cpl_fam_no_child,FI_2000_2499_cpl_fam_wth_chld,FI_2000_2499_One_parent_fam,FI_2000_2499_Other_fam,FI_2000_2499_Tot,FI_2500_2999_cpl_fam_no_child,FI_2500_2999_cpl_fam_wth_chld,FI_2500_2999_One_parent_fam,FI_2500_2999_Other_fam,FI_2500_2999_Tot,FI_3000_3499_cpl_fam_no_child,FI_3000_3499_cpl_fam_wth_chld,FI_3000_3499_One_parent_fam,FI_3000_3499_Other_fam,FI_3000_3499_Tot,FI_3500_3999_cpl_fam_no_child,FI_3500_3999_cpl_fam_wth_chld,FI_3500_3999_One_parent_fam,FI_3500_3999_Other_fam,FI_3500_3999_Tot,FI_4000_more_cpl_fam_no_child,FI_4000_more_cpl_fam_wth_chld,FI_4000_more_One_parent_fam,FI_4000_more_Other_fam,FI_4000_more_Tot,Prt_inc_std_cpl_fam_no_child,Part_inc_std_cpl_fam_wth_chld,Part_inc_statd_One_parent_fam,Partial_income_statd_Othr_fam,Partial_income_stated_Tot,All_inc_ns_cpl_fam_no_child,All_inc_ns_cpl_fam_wth_chld,All_incomes_ns_One_parent_fam,All_incomes_ns_Other_fam,All_incomes_ns_Tot,Tot_cpl_fam_no_child,Tot_cpl_fam_wth_chld,Tot_One_parent_fam,Tot_Other_fam,Tot_Tot
SED10049,66,22,51,3,144,58,10,27,3,93,37,17,80,8,138,33,18,155,3,207,327,52,228,14,616,186,79,417,20,709,1081,151,507,36,1776,613,262,455,36,1375,711,502,462,40,1717,642,727,340,34,1750,487,744,225,22,1483,483,731,152,6,1376,933,1544,230,25,2731,551,1238,78,14,1877,322,744,28,12,1101,132,487,23,3,648,261,959,21,3,1247,437,1146,288,17,1880,148,68,75,3,306,7529,9517,3832,291,21175
SED10050,73,31,56,0,159,36,10,17,0,59,23,11,31,0,71,12,12,41,0,60,129,29,60,8,226,93,28,116,15,247,287,62,135,7,486,273,108,178,18,572,461,177,227,16,881,439,247,219,36,936,365,308,162,33,865,417,369,156,23,965,1034,898,269,50,2247,838,875,99,26,1842,634,708,41,14,1401,521,1104,153,11,1791,1733,4094,94,14,5931,634,1328,273,3,2242,110,74,35,0,215,8100,10473,2356,271,21197
SED10051,175,39,49,34,298,56,9,35,7,110,58,19,70,10,156,27,11,74,3,125,303,32,158,24,514,124,80,248,14,471,616,118,267,32,1037,389,220,297,48,955,479,381,338,57,1254,458,408,267,51,1189,295,456,279,23,1056,336,538,181,40,1093,826,1221,310,74,2430,558,1067,138,40,1801,397,914,70,18,1400,254,808,83,7,1156,595,2331,86,16,3032,472,1221,340,22,2052,149,82,70,7,316,6578,9964,3353,534,20431
SED10052,121,27,54,8,212,47,13,18,3,83,44,20,61,3,131,23,9,61,3,101,265,36,104,8,413,136,67,169,8,379,642,89,199,18,949,458,206,241,24,923,655,346,311,19,1334,535,410,231,20,1195,361,480,198,25,1065,362,558,187,15,1121,788,1447,291,30,2551,536,1359,139,23,2053,435,1069,47,11,1566,260,854,52,0,1168,572,2307,83,10,2977,434,1106,310,10,1861,142,88,48,0,282,6827,10490,2818,238,20377
SED10053,71,24,39,3,136,40,14,21,0,75,50,20,71,0,135,23,8,104,4,137,252,36,132,3,428,140,57,204,11,415,691,101,232,15,1036,453,206,222,15,899,633,345,265,22,1270,613,432,234,23,1306,455,464,194,19,1126,502,545,169,21,1234,995,1193,275,36,2503,666,1105,109,21,1901,462,944,48,0,1456,337,711,59,3,1103,644,1629,45,9,2327,560,1147,251,8,1972,113,79,58,10,260,7708,9047,2732,218,19704
SED10054,163,83,86,6,336,45,22,30,0,105,46,60,149,6,268,25,51,216,4,303,277,132,296,10,718,166,265,482,5,921,698,382,542,37,1654,358,602,510,38,1506,415,883,478,40,1826,436,1098,394,54,1978,311,999,264,26,1593,369,1038,234,17,1656,630,2142,325,52,3149,319,1373,163,18,1876,161,827,61,7,1063,65,471,51,7,588,106,714,52,10,882,275,1232,356,27,1887,91,130,142,13,382,4969,12505,4843,381,22702
SED10055,125,40,62,14,243,33,18,17,3,70,42,21,66,3,134,23,25,77,3,138,208,56,126,5,397,112,108,200,10,435,568,176,246,15,1007,348,317,294,22,978,424,572,359,20,1379,433,779,286,22,1512,341,792,245,18,1398,397,938,232,22,1595,909,2011,286,27,3228,590,1697,164,14,2462,362,1215,86,6,1673,202,860,59,9,1128,248,1736,72,10,2064,326,1314,287,9,1932,101,143,47,5,301,5799,12817,3218,230,22062
SED10056,171,47,26,7,248,90,18,29,5,146,78,31,87,10,210,39,13,148,3,206,496,79,214,14,806,237,103,362,21,725,1350,216,322,22,1913,665,394,378,33,1470,993,667,314,38,2011,869,815,218,25,1932,535,711,153,20,1418,569,703,109,15,1393,977,1271,128,18,2403,476,831,48,10,1365,243,476,17,4,737,145,248,26,0,417,276,472,21,6,776,592,1197,301,18,2104,309,121,124,11,566,9111,8423,3028,282,20840
SED10057,115,29,42,6,186,92,11,35,3,144,64,13,139,3,224,52,10,172,0,231,633,88,281,15,1016,341,88,475,17,927,2182,240,497,36,2952,973,372,493,53,1894,1149,605,390,37,2183,924,654,221,20,1825,418,544,154,8,1129,471,484,101,6,1062,628,750,94,15,1484,312,485,30,9,838,144,219,4,4,369,93,131,17,0,234,186,199,11,0,400,594,810,326,15,1746,283,76,118,4,485,9647,5830,3606,247,19333
SED10058,67,11,35,3,124,35,7,21,4,62,35,14,81,7,131,23,3,118,6,152,230,25,167,14,437,139,44,300,17,495,721,80,335,36,1169,432,171,328,47,982,631,275,375,49,1335,613,365,284,40,1299,401,372,198,25,992,474,414,169,27,1081,1030,881,200,38,2150,740,860,92,26,1725,478,563,17,9,1070,248,412,47,3,708,611,1172,45,3,1825,595,814,294,13,1716,105,50,42,7,202,7616,6527,3143,377,17661
SED10059,149,22,31,35,236,33,12,16,17,76,46,15,60,4,123,26,3,54,12,95,174,21,93,18,305,105,40,105,16,270,351,64,135,37,584,253,85,134,46,515,390,128,180,58,757,409,148,134,62,757,355,164,144,44,709,441,182,83,37,747,1206,503,198,74,1983,1034,438,65,42,1582,882,436,30,21,1363,657,464,73,12,1198,1831,1602,58,40,3533,733,466,187,28,1404,76,28,40,8,148,9148,4819,1831,585,16382
SED10060,84,35,54,6,183,36,6,26,4,69,24,6,34,8,71,10,4,34,5,59,95,9,43,12,153,77,24,76,12,183,191,46,82,17,344,214,70,92,19,395,347,120,149,26,635,404,145,139,31,715,340,150,137,32,668,393,169,120,17,704,1203,560,240,56,2062,1076,446,96,54,1669,894,429,45,28,1397,895,835,212,17,1958,3104,3320,164,39,6629,829,1014,236,13,2088,86,52,23,4,164,10295,7434,2018,391,20135
SED10061,133,37,54,7,235,71,38,38,4,147,61,24,166,11,262,33,23,195,8,255,472,96,276,21,867,222,136,432,17,808,1323,244,449,35,2050,701,387,419,53,1563,850,621,349,48,1871,841,718,230,29,1817,430,640,161,11,1248,531,556,121,20,1232,889,979,104,14,1983,444,622,44,6,1114,242,386,7,0,645,125,236,21,3,380,291,407,10,3,705,564,1050,305,18,1936,224,84,150,22,481,8454,7274,3538,341,19604
SED10062,243,38,87,12,381,69,19,26,3,117,56,30,63,3,156,43,33,73,0,147,279,56,99,8,444,134,117,184,8,453,735,169,209,20,1132,432,293,281,33,1045,581,561,320,38,1507,515,626,226,47,1401,374,601,192,24,1196,353,674,171,28,1224,765,1446,299,55,2561,489,1173,149,33,1846,331,892,60,7,1288,234,724,70,4,1038,488,2105,90,8,2686,402,1165,279,16,1870,127,78,45,11,258,6650,10804,2935,358,20740
SED10063,108,26,47,3,178,69,17,37,7,127,50,18,100,3,172,24,13,145,0,183,386,52,228,9,673,198,81,434,7,721,1100,169,438,33,1737,610,288,366,29,1293,811,541,359,37,1743,743,624,263,29,1663,428,626,155,15,1222,519,661,122,8,1317,852,1300,180,20,2358,484,966,56,9,1516,293,646,21,3,955,156,343,27,0,529,348,723,17,0,1092,537,1070,314,14,1930,207,79,115,13,418,7923,8229,3432,239,19829
SED10064,103,18,41,10,162,93,11,24,3,135,58,35,125,7,223,52,11,190,5,255,505,85,282,19,890,327,92,565,22,994,1929,241,520,37,2723,934,386,523,29,1872,999,658,417,45,2115,880,686,258,23,1845,448,594,153,8,1204,460,521,110,14,1107,601,893,94,6,1601,298,482,34,4,815,134,257,13,0,403,76,128,23,0,231,168,191,14,3,370,556,800,431,16,1800,229,74,129,14,449,8849,6158,3937,264,19208
SED10065,395,105,136,22,663,102,36,44,3,182,73,63,124,13,266,52,44,111,13,224,344,148,217,29,735,190,245,301,12,754,688,429,333,31,1477,430,610,307,52,1400,687,909,366,58,2019,689,1027,321,59,2097,546,1065,256,28,1887,571,1069,212,38,1893,1133,2070,334,87,3624,776,1338,146,41,2305,502,925,57,25,1505,316,780,60,12,1166,445,1350,71,14,1889,510,1216,290,20,2037,96,88,55,5,246,8542,13512,3751,559,26366
SED10066,101,25,64,4,200,34,14,21,0,67,42,19,102,3,166,28,8,138,0,177,221,41,245,18,524,130,64,398,10,596,819,134,388,19,1365,481,272,415,23,1198,660,471,465,34,1631,602,592,374,39,1610,418,666,285,28,1400,460,757,228,27,1471,1035,1639,348,41,3060,625,1275,134,19,2058,330,873,65,17,1284,181,561,57,6,803,266,1065,55,3,1396,378,892,336,17,1619,117,76,77,8,271,6926,9434,4206,332,20896
SED10067,89,25,36,0,149,49,12,21,3,82,42,16,22,0,85,25,6,37,0,63,191,26,58,4,280,101,25,94,3,225,479,67,122,5,670,419,112,178,14,725,672,239,240,16,1175,580,353,221,16,1165,393,396,174,11,967,460,449,147,8,1060,866,1126,252,24,2269,653,1075,105,14,1850,387,900,45,13,1353,335,839,87,4,1271,970,2584,83,6,3648,563,1337,312,11,2228,131,73,45,4,261,7396,9665,2288,164,19517
SED10068,112,17,35,0,167,75,4,19,0,99,62,11,62,0,140,41,8,124,5,174,524,38,192,13,766,329,72,399,5,804,2068,155,390,23,2644,1070,294,435,36,1839,1237,521,374,25,2161,1028,617,237,25,1912,460,563,173,10,1206,524,495,142,15,1173,783,1021,134,12,1946,468,724,42,5,1242,218,432,18,3,668,140,232,23,0,392,271,446,30,0,748,621,810,280,21,1724,226,66,77,4,380,10253,6533,3174,212,20177
SED10069,94,21,58,3,172,76,4,24,3,110,56,16,94,4,171,28,14,135,0,178,469,38,216,7,734,253,62,365,15,687,1499,153,369,27,2045,834,279,374,31,1519,1047,485,380,32,1938,865,591,255,22,1729,467,604,187,13,1275,489,585,137,8,1213,813,1169,131,12,2128,452,832,61,5,1351,230,491,27,0,747,123,266,23,3,413,247,534,22,3,809,536,1063,264,18,1889,221,54,58,0,339,8804,7267,3169,208,19450
SED10070,229,98,83,8,413,65,28,21,0,116,46,44,108,10,201,32,29,95,3,165,389,162,155,16,727,166,203,225,13,603,939,344,292,29,1602,462,492,339,28,1320,529,757,379,41,1704,457,897,305,46,1698,308,861,225,33,1426,307,919,169,24,1415,601,2000,309,42,2956,388,1372,149,25,1934,212,896,75,18,1210,108,660,37,6,813,153,1070,52,13,1285,302,1190,281,17,1794,112,144,86,11,351,5792,12172,3395,375,21739
SED10071,258,49,57,3,364,44,22,8,6,85,35,28,43,0,110,28,13,74,0,113,166,69,124,7,361,108,100,185,9,396,485,159,216,20,878,259,323,263,13,866,386,517,343,11,1260,361,761,276,24,1426,264,863,240,17,1384,327,988,175,27,1516,838,2494,313,40,3692,628,2136,157,25,2946,412,1721,61,13,2207,278,1286,78,11,1648,387,2273,59,7,2717,273,1379,235,14,1900,81,98,53,3,233,5617,15282,2945,250,24095
SED10072,267,54,94,20,432,95,24,36,3,162,70,42,85,19,222,58,36,74,0,171,395,75,143,15,631,165,154,211,17,547,938,227,262,32,1462,511,397,314,46,1273,708,588,323,69,1693,678,672,318,64,1731,447,703,233,34,1417,535,626,178,50,1390,1084,1440,299,77,2900,662,1039,144,56,1906,440,766,67,24,1301,305,566,66,15,952,508,1286,70,20,1886,546,1142,301,25,2013,140,91,57,5,290,8557,9942,3275,603,22373
SED10073,398,91,127,48,671,132,29,39,10,207,116,34,75,14,239,44,46,73,8,176,338,73,110,15,538,199,134,183,28,544,704,253,213,31,1207,484,340,270,55,1147,665,594,318,50,1629,667,660,284,66,1670,499,710,237,43,1492,551,705,175,41,1473,1164,1658,298,69,3190,847,1165,155,53,2220,501,1009,63,26,1594,390,852,73,13,1335,625,2074,88,20,2802,540,1126,226,18,1917,91,73,39,3,207,8956,11627,3048,625,24255
SED10074,226,44,68,6,344,70,17,29,6,120,49,36,93,3,183,43,23,84,0,153,298,78,145,14,532,178,127,207,12,523,790,243,252,17,1306,503,312,267,26,1109,666,574,341,38,1624,545,721,320,45,1624,399,835,244,29,1518,410,903,189,26,1529,878,2050,308,67,3303,574,1547,133,35,2290,406,1129,63,18,1617,257,829,47,14,1141,360,1472,53,16,1905,356,1104,273,13,1737,98,93,71,3,271,7105,12147,3188,392,22834
SED10075,113,29,41,0,188,70,14,28,3,114,49,21,119,14,200,36,14,162,3,217,398,51,288,8,743,250,77,488,14,824,1597,190,509,35,2326,669,311,508,43,1529,833,618,471,41,1966,722,770,354,32,1875,432,815,251,23,1522,443,860,200,12,1515,811,1737,264,28,2838,441,1238,100,9,1793,227,763,42,4,1034,115,484,23,3,625,187,798,35,0,1018,465,1107,352,18,1939,168,64,90,12,339,8021,9965,4316,293,22594
SED10076,138,11,43,3,194,83,8,19,0,117,62,27,101,4,199,62,11,137,3,212,604,57,251,8,922,326,82,397,12,826,2051,219,478,34,2785,965,346,452,32,1792,1093,607,355,38,2099,937,651,210,12,1811,434,567,118,21,1135,414,515,96,7,1028,635,817,120,4,1580,326,516,32,4,881,175,303,8,0,488,81,148,10,0,240,164,239,21,3,423,617,809,327,11,1763,247,61,91,6,406,9398,6015,3282,206,18901
SED10077,387,77,158,31,655,111,19,52,14,192,86,53,89,15,241,57,28,101,12,206,317,92,155,17,585,228,157,207,21,614,749,285,256,55,1351,451,419,275,63,1213,646,668,346,78,1741,583,686,277,65,1602,473,676,224,47,1419,451,685,174,36,1341,903,1443,287,95,2730,619,1016,151,56,1835,395,819,85,26,1326,267,616,79,17,990,498,2088,78,19,2682,490,1206,240,24,1960,104,81,50,9,245,7798,11136,3286,714,22927
SED10078,166,52,66,17,300,75,25,35,6,141,41,31,86,9,159,19,18,81,12,131,250,58,152,14,472,131,88,210,16,449,650,164,238,32,1087,375,228,274,52,932,540,405,332,52,1327,542,453,268,62,1326,400,436,223,33,1098,448,452,177,28,1110,1043,1014,298,81,2433,788,871,128,42,1832,573,776,33,24,1401,383,658,85,21,1144,746,1979,77,20,2824,515,803,237,22,1583,92,59,49,6,208,7793,8556,3061,540,19952
SED10079,102,12,41,0,154,50,8,19,3,80,48,11,74,4,138,54,17,141,3,211,432,32,247,19,729,235,66,395,10,707,1739,130,426,14,2307,759,230,415,46,1437,944,475,434,34,1880,781,594,298,31,1703,447,613,200,14,1279,448,645,149,6,1251,777,1248,182,18,2227,414,986,83,11,1494,211,617,17,3,839,136,349,26,0,509,214,711,25,3,958,518,950,323,14,1804,197,90,76,8,370,8490,7776,3572,245,20078
SED10080,175,34,84,50,342,45,6,22,16,92,46,11,50,7,118,35,6,32,12,92,138,32,70,17,257,112,38,98,20,273,397,62,111,47,615,338,91,118,63,609,560,150,114,96,923,582,129,115,61,895,472,133,127,42,772,576,148,72,30,829,1383,343,157,101,1983,1047,278,60,43,1432,932,233,28,24,1217,924,375,160,28,1481,3397,1580,112,60,5145,1057,479,156,33,1727,105,30,36,4,176,12329,4166,1717,759,18977
SED10081,79,31,35,4,154,40,14,26,3,84,56,15,108,3,186,26,6,161,0,197,357,66,254,16,692,231,67,467,4,768,1272,151,469,38,1924,678,295,423,40,1446,841,571,402,46,1859,803,668,266,37,1766,478,612,183,15,1290,517,645,148,27,1338,876,1266,140,20,2302,481,836,50,7,1374,245,521,14,7,789,154,307,27,0,490,282,506,25,3,821,531,1079,328,18,1961,242,93,115,11,459,8202,7758,3637,300,19896
SED10082,108,25,42,0,179,45,12,23,0,81,41,14,48,3,107,21,10,82,4,121,323,30,128,3,480,185,52,243,4,487,1082,89,264,11,1455,688,183,309,25,1205,804,362,346,20,1530,791,462,249,29,1534,370,534,214,7,1127,444,633,175,17,1267,811,1367,237,18,2435,561,1141,85,9,1795,327,889,49,10,1269,205,646,49,4,901,438,1351,44,3,1831,493,1241,357,11,2109,156,87,44,3,296,7890,9124,2997,187,20192
SED10083,87,13,59,8,166,53,15,27,4,90,46,12,85,3,147,36,9,113,3,159,291,34,235,20,577,159,51,414,17,640,1066,133,403,19,1628,694,265,467,37,1465,748,466,473,31,1723,666,647,319,28,1657,347,686,275,19,1317,443,737,196,18,1391,802,1433,273,26,2526,445,1043,78,10,1573,245,623,42,3,912,143,395,26,3,570,209,596,23,3,832,436,959,398,20,1810,157,67,80,6,305,7066,8174,3993,277,19508
SED10084,118,22,45,0,180,79,3,28,4,118,50,18,78,10,157,26,10,111,0,148,467,51,220,12,746,284,67,419,13,773,1737,164,432,31,2358,884,300,433,47,1663,1022,558,478,46,2105,912,658,323,40,1931,460,687,208,12,1365,468,599,157,15,1241,846,1139,164,10,2169,450,793,56,7,1309,219,497,16,3,737,106,272,15,0,387,202,514,19,3,736,586,926,345,20,1881,233,66,79,8,384,9150,7342,3627,264,20385
SED10085,121,18,44,3,185,68,13,35,3,116,60,27,107,7,192,32,9,169,7,218,380,54,242,8,691,203,82,399,11,690,1115,169,381,25,1689,584,292,344,30,1250,812,515,296,32,1660,718,584,190,22,1517,426,596,122,9,1150,456,589,127,12,1185,887,1323,143,17,2371,507,996,50,11,1563,339,621,20,3,978,162,421,29,0,615,404,858,26,3,1287,587,1094,301,12,1991,206,101,95,9,405,8051,8362,3122,227,19759
SED10086,88,31,53,10,188,41,9,29,3,81,23,15,33,12,78,7,13,48,3,68,109,13,69,4,200,68,29,101,8,206,220,52,105,15,383,225,92,146,21,488,316,162,209,31,722,388,183,165,23,759,285,216,140,27,666,382,218,125,24,742,918,626,211,55,1809,750,579,84,40,1460,662,541,43,19,1260,620,821,167,15,1618,2525,3438,141,39,6151,675,1196,270,17,2165,132,94,41,6,277,8430,8322,2196,378,19323
SED10087,82,27,33,3,142,56,8,21,7,88,29,18,100,0,154,29,10,134,3,186,318,54,229,15,620,161,66,395,12,633,962,145,340,31,1482,572,262,388,34,1252,748,459,378,38,1625,793,605,279,38,1707,461,643,203,18,1322,536,691,160,23,1408,955,1359,153,28,2496,539,1006,60,16,1623,289,623,30,6,947,140,374,28,0,537,301,601,22,8,935,618,1026,294,14,1953,176,83,108,6,379,7777,8057,3348,296,19476
SED10088,115,42,37,9,200,51,18,15,8,91,41,23,52,6,116,17,15,52,3,85,218,39,87,11,355,106,50,177,8,335,550,92,174,19,833,433,162,235,16,854,615,366,227,32,1248,585,433,263,34,1313,385,481,207,26,1093,443,589,171,19,1228,940,1416,308,34,2703,606,1344,125,19,2095,391,1054,39,12,1505,267,944,78,0,1290,649,2879,83,7,3616,462,1249,276,15,1998,126,89,41,4,264,7008,11286,2661,273,21223
SED10089,96,36,63,9,200,34,11,15,3,71,48,23,107,9,189,36,14,119,3,172,309,85,245,34,671,182,85,400,26,689,1196,175,455,40,1869,631,303,487,58,1478,734,466,444,49,1687,644,652,354,57,1711,414,654,279,29,1377,445,699,194,19,1358,893,1474,222,31,2622,532,1115,83,10,1741,302,773,30,11,1111,159,509,40,7,712,234,839,21,3,1099,429,953,306,14,1696,122,83,67,6,281,7453,8935,3932,412,20731
SED10090,250,73,154,35,515,67,15,33,8,126,53,27,67,8,155,23,22,58,6,103,194,52,79,10,336,112,83,121,16,326,356,143,120,25,642,319,171,160,21,667,435,262,237,38,978,425,357,184,41,1008,310,309,171,32,816,372,413,168,21,968,911,1025,326,43,2315,723,812,105,28,1669,576,672,51,23,1319,541,1087,197,16,1848,1745,4388,161,36,6330,624,1334,241,15,2215,81,77,32,3,188,8119,11319,2665,430,22529
SED10091,98,22,34,6,156,53,9,23,0,87,46,21,46,3,127,30,6,81,4,118,329,39,143,5,517,168,64,231,5,472,982,114,264,14,1374,641,208,263,27,1131,751,471,292,18,1534,695,513,238,18,1463,456,637,184,13,1285,460,728,125,10,1323,907,1599,208,19,2738,572,1169,90,19,1852,319,823,32,0,1179,235,561,30,0,831,449,1180,32,4,1662,509,1262,299,5,2077,160,119,53,11,348,7870,9550,2679,175,20273
SED10092,157,50,63,21,285,100,18,37,10,156,70,27,103,15,212,37,19,138,6,200,427,127,256,28,842,218,118,390,30,758,1266,240,475,46,2028,576,372,453,58,1464,720,525,421,56,1723,666,611,303,41,1621,346,585,242,29,1206,433,578,174,26,1216,822,1229,244,38,2335,519,931,88,18,1562,334,600,38,10,980,170,388,33,3,600,313,798,40,5,1157,499,922,361,16,1807,173,74,93,5,347,7854,8213,3950,466,20481
SED10093,110,25,59,10,204,59,12,23,0,100,40,24,110,6,177,27,15,154,0,193,350,53,255,13,662,177,72,503,16,775,1346,160,521,33,2057,545,325,551,40,1465,691,573,483,43,1786,658,728,349,40,1785,422,784,255,18,1479,394,736,202,11,1337,776,1412,236,32,2449,428,1016,83,10,1537,190,589,27,3,811,123,345,29,0,491,182,521,19,5,725,419,997,374,18,1798,190,79,102,5,374,7122,8455,4322,301,20208
SED19494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SED19797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
