SED_CODE_2016,MOL_SAL_Oth_SOLSE_NWorNAA,MOL_SAL_Oth_SOLSE_Tot,MOL_SAL_Oth_NS,MOL_SAL_Oth_Tot,MOL_SAL_Tot_SEO,MOL_SAL_Tot_SOLSE_VWorW,MOL_SAL_Tot_SOLSE_NWorNAA,MOL_SAL_Tot_SOLSE_Tot,MOL_SAL_Tot_NS,MOL_SAL_Tot_Tot,MOL_Spanish_SEO,MOL_Spanish_SOLSE_VWorW,MOL_Spanish_SOLSE_NWorNAA,MOL_Spanish_SOLSE_Tot,MOL_Spanish_NS,MOL_Spanish_Tot,MOL_Tamil_SEO,MOL_Tamil_SOLSE_VWorW,MOL_Tamil_SOLSE_NWorNAA,MOL_Tamil_SOLSE_Tot,MOL_Tamil_NS,MOL_Tamil_Tot,MOL_Thai_SEO,MOL_Thai_SOLSE_VWorW,MOL_Thai_SOLSE_NWorNAA,MOL_Thai_SOLSE_Tot,MOL_Thai_NS,MOL_Thai_Tot,MOL_Turkish_SEO,MOL_Turkish_SOLSE_VWorW,MOL_Turkish_SOLSE_NWorNAA,MOL_Turkish_SOLSE_Tot,MOL_Turkish_NS,MOL_Turkish_Tot,MOL_Vietnamese_SEO,MOL_Vietnamese_SOLSE_VWorW,MOL_Vietnamese_SOLSE_NWorNAA,MOL_Vietnamese_SOLSE_Tot,MOL_Vietnamese_NS,MOL_Vietnamese_Tot,MOL_Oth_SEO,MOL_Oth_SOLSE_VWorW,MOL_Oth_SOLSE_NWorNAA,MOL_Oth_SOLSE_Tot,MOL_Oth_NS,MOL_Oth_Tot,MOL_Tot_SEO,MOL_Tot_SOLSE_VWorW,MOL_Tot_SOLSE_NWorNAA,MOL_Tot_SOLSE_Tot,MOL_Tot_NS,MOL_Tot_Tot,M_LSatH_NS_SEO,M_LSatH_NS_SOLSE_VWorW,M_LSatH_NS_SOLSE_NWorNAA,M_LSatH_NS_SOLSE_Tot,M_LSatH_NS_NS,M_LSatH_NS_Tot,M_Tot_SEO,M_Tot_SOLSE_VWorW,M_Tot_SOLSE_NWorNAA,M_Tot_SOLSE_Tot,M_Tot_NS,M_Tot_Tot,FSEO_SEO,FSEO_SOLSE_VWorW,FSEO_SOLSE_NWorNAA,FSEO_SOLSE_Tot,FSEO_NS,FSEO_Tot,FOL_Afrikaans_SEO,FOL_Afrikaans_SOLSE_VWorW,FOL_Afrikaans_SOLSE_NWorNAA,FOL_Afrikaans_SOLSE_Tot,FOL_Afrikaans_NS,FOL_Afrikaans_Tot,FOL_Arabic_SEO,FOL_Arabic_SOLSE_VWorW,FOL_Arabic_SOLSE_NWorNAA,FOL_Arabic_SOLSE_Tot,FOL_Arabic_NS,FOL_Arabic_Tot,FOL_AIndLng_SEO,FOL_AIndLng_SOLSE_VWorW,FOL_AIndLng_SOLSE_NWorNAA,FOL_AIndLng_SOLSE_Tot,FOL_AIndLng_NS,FOL_AIndLng_Tot,FOL_CL_Cantones_SEO,FOL_CL_Cantones_SOLSE_VWorW,FOL_CL_Cantones_SOLSE_NWorNAA,FOL_CL_Cantones_SOLSE_Tot,FOL_CL_Cantones_NS,FOL_CL_Cantones_Tot,FOL_CL_Mandarin_SEO,FOL_CL_Mandarin_SOLSE_VWorW,FOL_CL_Mandarin_SOLSE_NWorNAA,FOL_CL_Mandarin_SOLSE_Tot,FOL_CL_Mandarin_NS,FOL_CL_Mandarin_Tot,FOL_CL_Oth_SEO,FOL_CL_Oth_SOLSE_VWorW,FOL_CL_Oth_SOLSE_NWorNAA,FOL_CL_Oth_SOLSE_Tot,FOL_CL_Oth_NS,FOL_CL_Oth_Tot,FOL_CL_Tot_SEO,FOL_CL_Tot_SOLSE_VWorW,FOL_CL_Tot_SOLSE_NWorNAA,FOL_CL_Tot_SOLSE_Tot,FOL_CL_Tot_NS,FOL_CL_Tot_Tot,FOL_Croatian_SEO,FOL_Croatian_SOLSE_VWorW,FOL_Croatian_SOLSE_NWorNAA,FOL_Croatian_SOLSE_Tot,FOL_Croatian_NS,FOL_Croatian_Tot,FOL_Dutch_SEO,FOL_Dutch_SOLSE_VWorW,FOL_Dutch_SOLSE_NWorNAA,FOL_Dutch_SOLSE_Tot,FOL_Dutch_NS,FOL_Dutch_Tot,FOL_French_SEO,FOL_French_SOLSE_VWorW,FOL_French_SOLSE_NWorNAA,FOL_French_SOLSE_Tot,FOL_French_NS,FOL_French_Tot,FOL_German_SEO,FOL_German_SOLSE_VWorW,FOL_German_SOLSE_NWorNAA,FOL_German_SOLSE_Tot,FOL_German_NS,FOL_German_Tot,FOL_Greek_SEO,FOL_Greek_SOLSE_VWorW,FOL_Greek_SOLSE_NWorNAA,FOL_Greek_SOLSE_Tot,FOL_Greek_NS,FOL_Greek_Tot,FOL_IAL_Bengali_SEO,FOL_IAL_Bengali_SOLSE_VWorW,FOL_IAL_Bengali_SOLSE_NWorNAA,FOL_IAL_Bengali_SOLSE_Tot,FOL_IAL_Bengali_NS,FOL_IAL_Bengali_Tot,FOL_IAL_Hindi_SEO,FOL_IAL_Hindi_SOLSE_VWorW,FOL_IAL_Hindi_SOLSE_NWorNAA,FOL_IAL_Hindi_SOLSE_Tot,FOL_IAL_Hindi_NS,FOL_IAL_Hindi_Tot,FOL_IAL_Punjabi_SEO,FOL_IAL_Punjabi_SOLSE_VWorW,FOL_IAL_Punjabi_SOLSE_NWorNAA,FOL_IAL_Punjabi_SOLSE_Tot,FOL_IAL_Punjabi_NS,FOL_IAL_Punjabi_Tot,FOL_IAL_Sinhalese_SEO,FOL_IAL_Sinhalese_SOLSE_VWorW,FOL_IAL_Sinhale_SOLSE_NWorNAA,FOL_IAL_Sinhalese_SOLSE_Tot,FOL_IAL_Sinhalese_NS,FOL_IAL_Sinhalese_Tot,FOL_IAL_Urdu_SEO,FOL_IAL_Urdu_SOLSE_VWorW,FOL_IAL_Urdu_SOLSE_NWorNAA,FOL_IAL_Urdu_SOLSE_Tot,FOL_IAL_Urdu_NS,FOL_IAL_Urdu_Tot,FOL_IAL_Oth_SEO,FOL_IAL_Oth_SOLSE_VWorW,FOL_IAL_Oth_SOLSE_NWorNAA,FOL_IAL_Oth_SOLSE_Tot,FOL_IAL_Oth_NS,FOL_IAL_Oth_Tot,FOL_IAL_Tot_SEO,FOL_IAL_Tot_SOLSE_VWorW,FOL_IAL_Tot_SOLSE_NWorNAA,FOL_IAL_Tot_SOLSE_Tot,FOL_IAL_Tot_NS,FOL_IAL_Tot_Tot,FOL_Italian_SEO,FOL_Italian_SOLSE_VWorW,FOL_Italian_SOLSE_NWorNAA,FOL_Italian_SOLSE_Tot,FOL_Italian_NS,FOL_Italian_Tot,FOL_Japanese_SEO,FOL_Japanese_SOLSE_VWorW,FOL_Japanese_SOLSE_NWorNAA,FOL_Japanese_SOLSE_Tot,FOL_Japanese_NS,FOL_Japanese_Tot,FOL_Korean_SEO,FOL_Korean_SOLSE_VWorW,FOL_Korean_SOLSE_NWorNAA,FOL_Korean_SOLSE_Tot
SED10035,7,200,0,200,..,1971,150,2117,9,2132,..,970,85,1055,11,1061,..,123,0,125,0,125,..,291,87,382,4,384,..,317,58,380,3,382,..,391,99,490,0,489,..,1583,303,1889,40,1932,..,19332,3146,22480,175,22649,..,106,17,124,3855,3976,26143,19437,3162,22601,4030,52770,23566,..,..,..,..,23566,..,28,0,28,0,28,..,452,95,550,6,553,..,9,0,9,0,12,..,1599,408,2013,12,2018,..,6015,1210,7222,32,7255,..,413,169,578,0,578,..,8022,1789,9815,45,9859,..,108,19,122,3,126,..,49,0,49,0,49,..,343,14,354,3,359,..,219,0,221,3,223,..,1352,420,1771,17,1789,..,492,59,557,4,565,..,283,8,290,3,292,..,51,4,54,0,50,..,84,0,87,0,87,..,74,8,80,0,81,..,149,12,164,3,166,..,1136,95,1231,11,1245,..,417,49,464,3,467,..,226,29,256,3,258,..,364,110,474
SED10036,0,38,0,35,..,831,40,869,13,879,..,660,108,764,7,772,..,204,13,211,4,218,..,54,9,63,0,63,..,363,46,407,0,407,..,924,257,1182,3,1187,..,1859,294,2155,42,2194,..,15528,2385,17910,196,18110,..,109,21,125,2017,2141,21475,15634,2402,18038,2212,41720,21140,..,..,..,..,21140,..,28,0,28,0,28,..,3625,953,4577,52,4636,..,7,0,7,0,7,..,355,162,514,0,518,..,407,228,636,0,636,..,65,14,72,0,72,..,824,406,1226,0,1230,..,204,33,234,3,232,..,17,0,17,0,20,..,119,6,124,0,122,..,78,4,83,0,83,..,911,143,1055,8,1066,..,222,18,246,0,245,..,1452,77,1527,18,1549,..,141,27,170,0,170,..,79,6,89,0,87,..,399,31,429,3,430,..,388,38,428,4,435,..,2684,197,2889,26,2909,..,646,140,784,9,792,..,43,0,45,0,45,..,36,12,55
SED10037,0,27,0,27,..,459,11,472,3,472,..,300,25,326,3,328,..,147,3,153,0,156,..,64,28,87,0,87,..,22,0,22,0,22,..,114,30,143,0,143,..,766,127,895,26,912,..,8269,1380,9648,81,9727,..,68,14,77,1195,1275,27960,8333,1393,9723,1276,38967,27794,..,..,..,..,27794,..,107,0,107,0,112,..,377,46,424,3,428,..,0,0,0,0,0,..,897,298,1197,7,1209,..,1874,716,2589,21,2612,..,97,25,120,0,120,..,2870,1046,3911,23,3933,..,25,0,25,0,25,..,75,0,77,0,77,..,104,7,110,3,109,..,181,6,191,0,191,..,76,4,80,0,85,..,71,3,73,0,73,..,406,23,428,9,434,..,112,18,128,0,133,..,162,9,170,0,169,..,91,10,102,0,102,..,437,39,479,3,483,..,1276,100,1375,14,1386,..,243,34,272,3,275,..,233,30,269,0,269,..,517,221,736
SED10038,4,36,0,33,..,145,13,156,3,162,..,198,21,220,0,220,..,30,0,30,0,30,..,50,12,59,0,64,..,125,22,144,3,149,..,147,29,178,0,183,..,509,80,595,10,604,..,4323,597,4920,47,4964,..,87,6,93,1457,1549,31814,4405,604,5011,1501,38329,33044,..,..,..,..,33044,..,32,0,32,0,32,..,313,74,385,3,391,..,10,0,10,0,10,..,85,35,118,0,118,..,357,88,441,0,440,..,30,10,34,0,34,..,467,124,594,3,599,..,102,12,116,0,116,..,84,3,87,0,94,..,75,9,83,0,83,..,165,8,172,4,176,..,247,47,295,6,300,..,18,0,24,0,24,..,67,3,66,3,69,..,17,0,19,0,19,..,31,4,39,0,39,..,40,3,47,0,47,..,52,0,49,0,49,..,225,16,237,3,239,..,667,123,786,7,792,..,64,9,71,0,71,..,44,11,56
SED10039,0,14,0,14,..,48,3,51,0,52,..,115,15,128,0,133,..,6,0,6,0,6,..,20,6,26,0,26,..,12,0,10,0,10,..,18,11,23,0,26,..,194,46,239,4,248,..,1257,147,1407,21,1427,..,86,11,94,2636,2724,31145,1338,158,1500,2657,35300,32237,..,..,..,..,32237,..,22,0,24,0,29,..,20,8,25,0,27,..,10,0,10,3,10,..,29,21,50,0,50,..,57,15,79,0,79,..,8,0,5,0,5,..,98,39,131,0,131,..,22,0,23,3,25,..,53,3,61,0,61,..,68,0,68,0,64,..,132,6,139,0,140,..,71,6,75,3,73,..,7,0,9,0,9,..,18,0,16,0,16,..,3,0,3,0,3,..,3,0,3,0,3,..,14,3,17,0,16,..,19,5,19,0,19,..,61,11,76,0,74,..,132,4,136,0,140,..,23,4,27,3,32,..,12,0,13
SED10040,0,33,0,33,..,1120,86,1201,7,1207,..,476,82,550,10,561,..,92,0,94,0,92,..,141,59,200,0,200,..,67,10,71,0,71,..,251,68,322,3,323,..,1087,259,1348,55,1400,..,23774,5547,29318,227,29549,..,112,47,160,2017,2173,13660,23887,5598,29485,2240,45381,13128,..,..,..,..,13128,..,10,0,10,0,10,..,2068,325,2395,19,2408,..,0,0,0,0,0,..,3505,2003,5512,30,5542,..,5788,2899,8689,25,8715,..,263,149,407,0,409,..,9558,5053,14612,61,14671,..,233,38,276,0,279,..,16,0,16,0,16,..,72,3,76,0,76,..,55,3,58,0,58,..,2244,518,2758,17,2775,..,505,70,576,0,579,..,328,20,347,3,349,..,63,10,71,0,71,..,29,0,28,0,28,..,68,3,73,0,73,..,1997,163,2162,13,2171,..,2991,264,3255,16,3274,..,570,109,672,13,684,..,138,18,154,0,159,..,148,60,212
SED10041,0,28,0,28,..,331,11,340,0,340,..,310,21,327,3,332,..,165,5,169,3,169,..,45,4,49,0,49,..,28,0,28,0,30,..,90,21,109,0,104,..,657,83,737,22,762,..,9640,1446,11085,85,11170,..,69,12,78,1393,1468,25726,9707,1458,11164,1476,38367,27076,..,..,..,..,27076,..,145,3,152,0,152,..,169,13,183,0,182,..,3,0,3,0,3,..,1581,296,1877,5,1881,..,2779,954,3731,14,3744,..,101,24,122,0,123,..,4458,1271,5727,22,5751,..,25,4,29,0,28,..,95,0,97,0,98,..,147,0,147,0,147,..,192,6,199,0,201,..,116,7,125,0,125,..,49,0,49,0,49,..,486,22,504,3,508,..,148,7,151,0,151,..,145,0,148,0,148,..,95,3,94,0,101,..,327,18,346,0,346,..,1244,48,1296,5,1307,..,175,11,189,3,192,..,270,61,329,3,333,..,926,388,1308
SED10042,0,4,0,4,..,46,3,54,3,53,..,64,8,71,0,71,..,6,0,6,0,6,..,35,15,47,0,47,..,3,0,3,0,3,..,18,3,22,0,22,..,240,43,277,11,291,..,1163,138,1300,29,1323,..,83,3,86,1470,1561,31885,1248,138,1387,1494,34768,33050,..,..,..,..,33050,..,40,0,40,0,40,..,33,0,35,3,32,..,10,0,10,0,10,..,32,6,37,0,37,..,80,23,101,3,104,..,11,0,6,0,6,..,122,28,154,3,153,..,29,4,33,0,33,..,56,3,56,0,57,..,45,0,45,0,45,..,68,0,71,4,75,..,36,0,38,3,38,..,16,3,20,0,20,..,13,0,13,0,13,..,9,0,11,0,11,..,7,0,7,0,7,..,3,0,3,0,3,..,9,0,9,0,9,..,60,3,69,0,69,..,65,8,76,3,80,..,24,5,30,0,30,..,19,4,25
SED10043,15,87,0,88,..,1235,152,1384,16,1400,..,215,52,267,7,276,..,134,15,152,0,152,..,63,20,82,0,86,..,94,25,115,0,123,..,1373,624,1996,10,2005,..,1803,751,2558,82,2637,..,26799,5892,32684,338,33026,..,152,95,242,2690,2936,10637,26946,5979,32932,3030,46598,10055,..,..,..,..,10055,..,10,0,10,0,10,..,9696,2184,11882,108,11988,..,0,0,0,0,0,..,1065,916,1981,4,1981,..,1045,811,1854,17,1870,..,73,56,129,0,131,..,2183,1775,3960,18,3984,..,58,19,76,0,80,..,3,0,3,0,7,..,121,7,127,0,127,..,36,3,41,0,45,..,1369,490,1859,35,1892,..,2394,442,2838,19,2859,..,431,32,457,7,464,..,70,9,81,3,85,..,14,3,16,0,16,..,1287,241,1521,16,1536,..,270,33,301,3,307,..,4465,760,5220,44,5271,..,516,99,614,11,627,..,49,8,54,0,54,..,290,255,554
SED10044,0,29,0,29,..,401,10,407,3,410,..,395,33,431,0,433,..,90,4,94,0,94,..,89,35,129,0,128,..,58,3,58,0,58,..,139,19,159,3,162,..,970,151,1125,26,1155,..,9163,1334,10492,99,10589,..,120,13,138,1896,2033,27458,9287,1344,10624,1997,40077,27397,..,..,..,..,27397,..,59,0,59,0,59,..,307,38,343,3,341,..,3,0,3,0,8,..,1254,294,1543,10,1557,..,1706,509,2213,18,2231,..,113,36,147,0,147,..,3075,834,3912,22,3935,..,141,14,158,3,158,..,58,3,61,0,61,..,203,4,211,4,210,..,195,4,196,3,201,..,517,67,578,3,582,..,79,6,82,0,86,..,355,12,372,0,368,..,65,6,72,3,76,..,62,3,66,0,66,..,58,5,63,0,63,..,369,24,400,3,401,..,993,61,1059,11,1065,..,706,80,781,12,794,..,383,106,487,3,492,..,384,146,535
SED10045,0,9,0,8,..,54,0,55,0,56,..,66,4,71,0,71,..,6,0,6,0,6,..,28,0,29,0,26,..,3,0,5,0,5,..,17,10,31,0,31,..,196,51,250,10,262,..,1191,145,1334,24,1351,..,125,20,145,2974,3119,31722,1315,157,1475,2998,36195,32992,..,..,..,..,32992,..,20,3,23,0,23,..,6,3,8,0,8,..,49,0,51,3,53,..,23,11,27,0,27,..,57,18,72,0,72,..,7,0,7,0,6,..,80,21,105,0,108,..,3,0,3,0,3,..,43,0,48,0,49,..,76,3,78,0,78,..,171,4,172,6,179,..,13,0,13,0,13,..,6,0,6,0,6,..,22,0,24,0,24,..,94,21,113,4,113,..,9,0,9,0,6,..,10,4,18,0,18,..,12,0,15,0,15,..,157,23,180,4,185,..,173,25,204,5,206,..,51,6,62,0,62,..,10,4,9
SED10046,13,61,0,64,..,831,44,874,3,882,..,1138,210,1348,10,1360,..,208,16,227,0,227,..,76,22,95,0,95,..,264,49,318,0,319,..,2091,872,2964,15,2979,..,3800,892,4688,80,4769,..,20842,4832,25676,274,25953,..,150,74,221,3444,3660,15510,20987,4905,25895,3723,45124,14949,..,..,..,..,14949,..,6,0,6,0,6,..,4053,1580,5629,56,5688,..,9,0,9,0,10,..,345,205,553,7,555,..,369,233,599,3,608,..,158,78,234,3,240,..,863,519,1389,13,1397,..,236,43,286,3,284,..,20,0,20,0,20,..,104,7,110,0,110,..,53,4,53,0,53,..,259,52,307,4,315,..,136,23,155,0,157,..,2065,148,2215,20,2234,..,195,20,221,0,221,..,46,0,46,0,46,..,363,31,396,3,400,..,424,58,483,3,486,..,3237,276,3508,31,3536,..,676,89,771,7,777,..,21,3,21,0,21,..,28,17,45
SED10047,0,41,0,41,..,1039,37,1081,12,1094,..,224,28,254,0,252,..,150,6,164,0,162,..,35,4,35,0,35,..,114,30,144,0,145,..,89,25,108,0,112,..,1615,270,1883,58,1941,..,8558,1062,9620,166,9783,..,150,21,173,3821,3996,31910,8705,1088,9788,3988,45686,32256,..,..,..,..,32256,..,20,0,20,0,20,..,731,156,880,9,894,..,11,0,6,0,9,..,88,62,146,3,149,..,198,86,287,4,289,..,5,11,19,0,19,..,295,158,445,3,453,..,194,42,237,7,242,..,49,4,48,0,48,..,66,4,67,0,67,..,75,3,74,0,74,..,262,42,309,7,311,..,201,14,216,0,220,..,674,47,724,15,741,..,312,51,361,3,365,..,116,5,118,0,118,..,247,46,299,0,296,..,365,55,419,9,427,..,1916,224,2141,32,2169,..,213,41,248,0,252,..,17,0,21,0,21,..,61,33,96
SED10048,3,54,0,54,..,1185,56,1246,6,1251,..,627,60,686,8,700,..,222,16,240,0,240,..,74,31,105,3,109,..,87,7,96,4,96,..,254,83,340,0,340,..,1865,337,2200,55,2249,..,14535,1635,16167,180,16347,..,119,30,149,2219,2370,23978,14651,1661,16319,2400,42693,23926,..,..,..,..,23926,..,50,0,57,0,57,..,1427,262,1691,12,1698,..,3,0,3,0,3,..,316,128,443,8,447,..,429,223,648,5,655,..,43,18,55,0,55,..,785,368,1152,7,1161,..,198,25,224,3,221,..,20,0,25,0,26,..,134,3,138,0,144,..,81,6,90,0,88,..,299,41,336,3,341,..,1832,208,2044,15,2056,..,1538,92,1627,19,1649,..,333,45,380,4,387,..,114,9,124,0,124,..,435,44,471,8,480,..,1048,143,1199,5,1203,..,5304,544,5842,51,5896,..,245,36,286,0,286,..,27,7,27,0,32,..,55,26,77
SED10049,0,5,0,5,..,86,0,95,0,95,..,62,4,63,0,63,..,19,0,19,0,19,..,12,5,19,0,19,..,4,0,4,0,4,..,27,6,38,0,38,..,290,64,349,6,360,..,1215,175,1392,20,1409,..,73,12,82,1846,1927,34322,1285,191,1476,1871,37664,35937,..,..,..,..,35937,..,62,0,66,0,66,..,45,9,52,3,52,..,4,0,4,0,4,..,52,31,84,0,84,..,66,37,99,0,99,..,0,4,4,0,4,..,120,70,189,0,189,..,7,0,4,3,5,..,15,0,15,0,15,..,43,0,43,0,43,..,66,3,71,0,69,..,20,0,24,0,24,..,21,3,23,0,23,..,48,3,51,0,51,..,59,10,63,0,63,..,9,0,10,0,10,..,25,0,31,0,31,..,33,6,32,0,32,..,196,17,218,0,218,..,38,6,44,0,47,..,14,0,14,0,14,..,14,7,18
SED10050,0,9,0,9,..,153,7,162,0,159,..,406,16,427,4,433,..,5,0,5,0,5,..,54,16,67,0,65,..,30,3,34,0,34,..,51,3,59,0,59,..,1211,127,1338,27,1365,..,4893,489,5375,64,5442,..,69,9,84,2341,2421,31473,4963,497,5462,2406,39339,32060,..,..,..,..,32060,..,73,0,70,0,70,..,66,0,66,0,66,..,0,0,0,0,0,..,164,37,202,3,202,..,373,100,475,7,479,..,13,4,17,0,17,..,552,136,690,6,695,..,86,8,90,0,89,..,204,7,207,3,213,..,492,14,505,0,506,..,442,21,464,3,468,..,209,15,225,6,230,..,18,0,18,0,18,..,52,5,62,0,62,..,35,10,48,0,48,..,5,0,5,0,5,..,3,0,5,0,5,..,78,4,83,0,83,..,198,20,218,0,218,..,408,60,467,6,469,..,200,17,210,4,220,..,97,46,149
SED10051,3,66,0,66,..,1060,78,1139,8,1145,..,689,70,759,10,771,..,36,0,36,0,36,..,83,17,99,0,98,..,124,23,141,0,141,..,126,32,156,0,156,..,1463,200,1669,32,1700,..,11151,1562,12718,126,12841,..,120,21,139,4046,4189,23763,11279,1582,12859,4169,40791,23802,..,..,..,..,23802,..,35,0,35,0,32,..,380,101,482,7,494,..,17,0,17,7,22,..,1075,343,1422,8,1426,..,1602,472,2070,12,2088,..,160,53,211,0,211,..,2835,866,3700,24,3718,..,167,26,187,0,189,..,57,0,61,3,61,..,492,44,533,3,536,..,178,5,186,0,188,..,1494,248,1740,20,1753,..,293,43,336,3,340,..,163,6,170,3,172,..,47,4,48,0,48,..,40,0,46,0,46,..,32,0,33,0,36,..,63,9,69,0,69,..,637,72,705,9,713,..,493,75,563,15,576,..,120,20,140,3,141,..,112,55,169
SED10052,0,15,0,15,..,196,15,209,0,209,..,283,32,316,3,321,..,10,0,10,0,10,..,39,13,52,0,52,..,31,5,39,0,39,..,84,16,102,0,101,..,546,84,633,18,653,..,6023,767,6790,61,6851,..,79,10,87,1321,1410,27762,6108,769,6879,1378,36020,29092,..,..,..,..,29092,..,48,0,50,0,50,..,617,45,656,9,666,..,6,0,6,0,6,..,529,159,681,6,687,..,667,296,963,4,967,..,54,14,61,0,67,..,1243,471,1709,8,1723,..,154,13,163,3,167,..,49,0,50,0,50,..,110,3,113,0,113,..,120,5,123,0,124,..,1141,124,1271,10,1278,..,24,0,31,0,31,..,100,7,104,4,109,..,39,3,48,0,48,..,11,0,17,0,17,..,30,0,30,0,30,..,88,7,103,0,102,..,296,26,322,5,323,..,395,34,425,3,428,..,83,15,95,0,97,..,48,13,62
SED10053,0,11,0,11,..,175,5,181,0,179,..,98,8,107,3,104,..,29,3,32,0,30,..,27,7,34,0,34,..,26,0,26,0,27,..,37,8,48,0,48,..,455,65,523,18,545,..,3397,380,3775,56,3836,..,92,16,106,2979,3088,31559,3487,390,3885,3041,38479,30780,..,..,..,..,30780,..,31,0,31,0,31,..,62,10,63,0,64,..,9,0,9,0,9,..,62,21,76,0,76,..,144,45,190,5,196,..,10,6,14,0,14,..,218,66,282,7,291,..,109,17,126,0,126,..,56,3,60,0,60,..,74,4,81,3,80,..,188,3,190,3,193,..,101,19,124,0,124,..,70,13,84,0,84,..,118,5,130,0,130,..,169,31,206,3,209,..,36,0,36,0,36,..,54,4,60,0,64,..,117,5,120,0,120,..,569,66,635,3,641,..,317,39,355,4,360,..,29,0,30,3,38,..,30,11,40
SED10054,9,113,0,120,..,4105,148,4246,36,4288,..,360,72,432,3,440,..,261,25,287,0,282,..,28,5,34,0,34,..,316,67,376,3,386,..,185,58,245,8,255,..,2575,550,3134,56,3188,..,16743,2063,18802,219,19019,..,141,41,187,2199,2388,22204,16885,2107,18986,2417,43614,22181,..,..,..,..,22181,..,16,0,16,0,16,..,1532,422,1957,9,1971,..,6,0,6,0,5,..,144,104,247,3,253,..,182,117,299,3,298,..,20,16,37,0,37,..,350,231,581,8,591,..,181,41,224,0,228,..,25,0,29,0,29,..,105,8,109,3,113,..,60,4,61,3,66,..,157,34,193,3,200,..,441,82,526,0,531,..,1677,118,1800,15,1815,..,590,104,689,12,702,..,92,3,95,0,95,..,1296,219,1511,31,1547,..,442,67,513,6,514,..,4540,597,5130,57,5196,..,132,21,152,0,152,..,11,8,13,0,13,..,61,32,90
SED10055,0,25,0,25,..,710,18,725,9,737,..,473,51,528,4,533,..,67,0,71,0,71,..,27,16,39,0,39,..,221,23,248,0,250,..,452,110,568,3,566,..,2146,331,2479,27,2507,..,9976,1167,11150,96,11245,..,103,17,120,1744,1866,27246,10081,1186,11271,1835,40350,27406,..,..,..,..,27406,..,23,0,23,0,23,..,1152,178,1330,13,1344,..,3,0,3,0,7,..,192,82,267,3,273,..,224,106,330,0,334,..,60,16,73,3,79,..,477,202,677,4,684,..,458,46,508,3,514,..,28,0,28,0,28,..,60,4,64,0,64,..,55,0,55,0,55,..,205,35,244,0,245,..,34,9,42,0,39,..,488,27,512,3,517,..,265,32,294,4,295,..,82,7,89,0,89,..,159,14,176,0,173,..,109,8,112,0,109,..,1129,93,1223,14,1233,..,847,98,949,10,960,..,14,4,12,0,12,..,47,18,63
SED10056,8,47,3,51,..,166,15,182,3,185,..,54,6,59,4,68,..,31,0,32,0,32,..,12,3,13,0,13,..,46,29,72,0,72,..,7,0,13,0,10,..,546,160,704,23,728,..,3102,725,3824,74,3902,..,108,15,127,3792,3913,33726,3213,738,3947,3865,41536,33722,..,..,..,..,33722,..,55,0,55,0,55,..,35,0,38,0,38,..,35,0,32,3,36,..,61,21,77,4,80,..,98,114,212,0,208,..,0,0,3,0,3,..,158,136,295,4,293,..,6,0,6,0,6,..,26,0,26,0,25,..,27,0,27,0,27,..,31,0,31,0,36,..,29,0,33,0,29,..,17,0,17,0,17,..,36,7,47,0,47,..,319,113,434,4,437,..,19,0,19,0,19,..,39,11,52,0,52,..,99,38,132,3,137,..,532,165,696,4,702,..,1035,250,1280,18,1301,..,12,4,11,0,11,..,15,8,22
SED10057,0,7,0,7,..,47,3,48,0,48,..,36,3,37,0,37,..,0,0,0,0,0,..,11,3,9,4,18,..,3,0,3,0,3,..,14,0,14,0,14,..,144,29,175,13,186,..,790,84,874,23,902,..,96,9,103,2364,2467,31134,890,85,977,2387,34493,32962,..,..,..,..,32962,..,13,0,13,0,13,..,22,0,18,0,21,..,21,0,21,3,27,..,30,14,45,0,45,..,28,16,43,0,47,..,0,0,3,0,0,..,64,30,93,3,95,..,11,0,11,0,11,..,49,0,49,0,49,..,31,4,35,0,35,..,97,5,104,9,108,..,24,0,25,0,26,..,6,0,6,0,6,..,13,0,13,0,13,..,22,0,23,0,23,..,4,0,3,0,3,..,5,0,5,0,5,..,19,0,16,0,16,..,60,5,68,0,68,..,52,5,53,0,57,..,21,3,23,0,23,..,10,5,20
SED10058,0,14,0,17,..,104,0,104,0,105,..,124,8,136,3,142,..,19,0,19,0,19,..,31,7,39,0,39,..,10,0,10,0,10,..,63,27,88,0,88,..,397,79,475,8,484,..,2296,304,2602,30,2629,..,84,9,90,2331,2424,30572,2380,311,2688,2359,35625,30863,..,..,..,..,30863,..,24,0,24,0,24,..,37,5,40,0,47,..,8,0,8,4,13,..,63,15,80,0,80,..,182,37,220,0,224,..,3,9,15,0,15,..,255,58,316,0,316,..,34,5,42,0,39,..,31,0,31,0,31,..,90,3,91,0,91,..,136,4,143,0,143,..,208,69,277,5,281,..,17,3,19,0,19,..,45,0,46,0,46,..,20,0,25,0,24,..,13,3,14,0,14,..,15,0,21,0,21,..,36,8,42,0,43,..,160,13,172,4,174,..,215,58,272,4,273,..,36,7,36,0,36,..,31,13,46
