SED_CODE_2016,M_Ireland_0_4,M_Ireland_5_14,M_Ireland_15_24,M_Ireland_25_44,M_Ireland_45_54,M_Ireland_55_64,M_Ireland_65_74,M_Ireland_75_84,M_Ireland_85ov,M_Ireland_Tot,M_Italy_0_4,M_Italy_5_14,M_Italy_15_24,M_Italy_25_44,M_Italy_45_54,M_Italy_55_64,M_Italy_65_74,M_Italy_75_84,M_Italy_85ov,M_Italy_Tot,M_Japan_0_4,M_Japan_5_14,M_Japan_15_24,M_Japan_25_44,M_Japan_45_54,M_Japan_55_64,M_Japan_65_74,M_Japan_75_84,M_Japan_85ov,M_Japan_Tot,M_Korea_South_0_4,M_Korea_South_5_14,M_Korea_South_15_24,M_Korea_South_25_44,M_Korea_South_45_54,M_Korea_South_55_64,M_Korea_South_65_74,M_Korea_South_75_84,M_Korea_South_85ov,M_Korea_South_Tot,M_Lebanon_0_4,M_Lebanon_5_14,M_Lebanon_15_24,M_Lebanon_25_44,M_Lebanon_45_54,M_Lebanon_55_64,M_Lebanon_65_74,M_Lebanon_75_84,M_Lebanon_85ov,M_Lebanon_Tot,M_Malaysia_0_4,M_Malaysia_5_14,M_Malaysia_15_24,M_Malaysia_25_44,M_Malaysia_45_54,M_Malaysia_55_64,M_Malaysia_65_74,M_Malaysia_75_84,M_Malaysia_85ov,M_Malaysia_Tot,M_Malta_0_4,M_Malta_5_14,M_Malta_15_24,M_Malta_25_44,M_Malta_45_54,M_Malta_55_64,M_Malta_65_74,M_Malta_75_84,M_Malta_85ov,M_Malta_Tot,M_Mauritius_0_4,M_Mauritius_5_14,M_Mauritius_15_24,M_Mauritius_25_44,M_Mauritius_45_54,M_Mauritius_55_64,M_Mauritius_65_74,M_Mauritius_75_84,M_Mauritius_85ov,M_Mauritius_Tot,M_Myanmar_0_4,M_Myanmar_5_14,M_Myanmar_15_24,M_Myanmar_25_44,M_Myanmar_45_54,M_Myanmar_55_64,M_Myanmar_65_74,M_Myanmar_75_84,M_Myanmar_85ov,M_Myanmar_Tot,M_Nepal_0_4,M_Nepal_5_14,M_Nepal_15_24,M_Nepal_25_44,M_Nepal_45_54,M_Nepal_55_64,M_Nepal_65_74,M_Nepal_75_84,M_Nepal_85ov,M_Nepal_Tot,M_Netherlands_0_4,M_Netherlands_5_14,M_Netherlands_15_24,M_Netherlands_25_44,M_Netherlands_45_54,M_Netherlands_55_64,M_Netherlands_65_74,M_Netherlands_75_84,M_Netherlands_85ov,M_Netherlands_Tot,M_New_Zealand_0_4,M_New_Zealand_5_14,M_New_Zealand_15_24,M_New_Zealand_25_44,M_New_Zealand_45_54,M_New_Zealand_55_64,M_New_Zealand_65_74,M_New_Zealand_75_84,M_New_Zealand_85ov,M_New_Zealand_Tot,M_Nthern_Ireland_0_4,M_Nthern_Ireland_5_14,M_Nthern_Ireland_15_24,M_Nthern_Ireland_25_44,M_Nthern_Ireland_45_54,M_Nthern_Ireland_55_64,M_Nthern_Ireland_65_74,M_Nthern_Ireland_75_84,M_Nthern_Ireland_85ov,M_Nthern_Ireland_Tot,M_Pakistan_0_4,M_Pakistan_5_14,M_Pakistan_15_24,M_Pakistan_25_44,M_Pakistan_45_54,M_Pakistan_55_64,M_Pakistan_65_74,M_Pakistan_75_84,M_Pakistan_85ov,M_Pakistan_Tot,M_PNG_0_4,M_PNG_5_14,M_PNG_15_24,M_PNG_25_44,M_PNG_45_54,M_PNG_55_64,M_PNG_65_74,M_PNG_75_84,M_PNG_85ov,M_PNG_Tot,M_Philippines_0_4,M_Philippines_5_14,M_Philippines_15_24,M_Philippines_25_44,M_Philippines_45_54,M_Philippines_55_64,M_Philippines_65_74,M_Philippines_75_84,M_Philippines_85ov,M_Philippines_Tot,M_Poland_0_4,M_Poland_5_14,M_Poland_15_24,M_Poland_25_44,M_Poland_45_54,M_Poland_55_64,M_Poland_65_74,M_Poland_75_84,M_Poland_85ov,M_Poland_Tot,M_Scotland_0_4,M_Scotland_5_14,M_Scotland_15_24,M_Scotland_25_44,M_Scotland_45_54,M_Scotland_55_64,M_Scotland_65_74,M_Scotland_75_84,M_Scotland_85ov,M_Scotland_Tot,M_Singapore_0_4,M_Singapore_5_14,M_Singapore_15_24,M_Singapore_25_44,M_Singapore_45_54,M_Singapore_55_64,M_Singapore_65_74,M_Singapore_75_84,M_Singapore_85ov,M_Singapore_Tot,M_South_Africa_0_4,M_South_Africa_5_14,M_South_Africa_15_24,M_South_Africa_25_44,M_South_Africa_45_54,M_South_Africa_55_64,M_South_Africa_65_74,M_South_Africa_75_84,M_South_Africa_85ov,M_South_Africa_Tot
SED10024,0,25,9,42,41,19,16,11,5,161,0,3,0,16,21,31,44,36,18,167,3,27,30,50,37,21,18,5,0,186,6,38,59,172,89,58,39,22,3,476,0,0,0,9,25,14,11,7,3,74,0,15,20,93,60,63,58,27,3,344,0,0,0,0,4,5,0,0,0,22,0,0,0,0,3,4,3,0,0,11,0,0,0,3,3,3,3,0,4,10,0,0,5,16,0,0,0,0,0,22,5,14,3,14,25,15,21,23,3,128,9,53,91,153,183,138,67,47,14,757,0,0,0,5,9,3,3,3,0,29,0,3,0,17,9,6,3,4,0,38,0,0,0,12,40,20,14,16,9,120,0,7,5,65,20,14,8,7,0,125,0,6,0,18,10,16,3,9,3,61,0,6,13,26,55,30,31,20,13,196,7,56,34,47,33,14,19,7,0,219,11,120,162,341,319,249,134,52,15,1398
SED10025,0,6,12,159,60,20,21,7,0,282,0,9,22,109,162,277,425,479,208,1693,0,4,8,17,6,3,0,0,0,48,19,47,140,594,124,95,37,21,4,1095,0,5,3,46,59,43,34,20,11,212,3,4,21,138,30,39,37,15,6,291,0,0,0,3,4,14,20,9,0,53,0,0,0,19,3,9,0,0,0,29,0,0,4,9,3,6,0,0,3,23,0,0,21,51,0,0,0,0,0,70,0,0,4,15,10,9,11,5,3,62,0,27,35,237,106,113,52,17,3,593,0,0,0,18,6,9,10,3,0,47,0,5,6,46,12,3,5,0,0,82,0,0,3,10,11,5,0,0,0,33,0,11,11,126,29,15,4,3,0,202,0,0,0,30,10,8,9,8,3,65,0,3,5,45,21,24,26,10,6,140,3,3,10,39,10,12,3,6,0,84,4,4,13,94,22,31,23,8,0,198
SED10026,0,6,0,17,3,3,8,3,0,39,0,0,0,0,3,8,11,8,5,41,0,3,0,0,0,0,0,0,0,7,0,3,4,21,4,0,0,0,0,36,0,0,0,5,0,0,7,3,0,15,0,0,0,17,3,4,0,0,0,30,0,0,0,0,0,7,8,0,0,19,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,3,0,7,3,100,0,0,0,0,0,108,0,0,0,3,3,3,22,7,5,44,0,15,24,95,68,43,56,16,8,318,0,3,4,3,7,0,9,3,0,27,3,4,5,25,4,3,0,0,0,40,0,0,0,0,8,3,0,0,0,17,0,16,5,41,19,5,0,0,0,88,0,0,0,0,0,0,0,0,0,7,0,0,4,12,3,15,10,7,4,64,0,0,3,3,0,0,4,0,0,10,0,8,10,24,9,13,10,0,0,69
SED10027,6,3,0,27,19,11,6,7,3,88,0,3,3,14,38,45,93,90,31,310,0,3,0,12,3,0,0,0,0,26,0,8,8,28,21,11,8,10,3,87,3,19,78,463,405,248,232,82,24,1553,0,9,3,46,16,23,9,3,0,111,0,0,0,11,7,21,31,25,4,88,0,0,4,16,8,13,12,6,3,63,0,0,3,3,3,4,3,0,0,20,0,4,22,88,10,3,4,0,0,135,0,0,0,7,3,6,9,6,3,27,3,43,87,206,91,80,35,0,5,558,0,0,0,4,7,4,3,3,0,19,3,13,7,52,31,6,6,0,0,124,0,0,0,8,0,0,0,0,0,12,0,19,42,107,61,39,15,3,0,283,0,0,0,21,3,19,0,6,10,57,0,0,0,3,13,21,10,8,10,62,0,8,4,12,7,3,8,4,0,51,0,0,9,32,20,15,5,6,0,101
SED10028,3,13,5,21,22,19,14,8,0,111,0,3,0,6,19,40,45,32,14,164,3,17,9,14,10,7,4,3,0,63,9,143,221,551,317,213,69,37,0,1574,0,0,0,17,24,26,15,8,3,91,3,52,67,181,122,137,127,30,3,725,0,0,0,0,0,10,5,0,0,24,0,0,0,11,8,11,0,3,0,39,0,0,4,13,7,7,0,9,0,48,0,0,17,26,7,4,3,0,0,54,0,7,7,11,18,10,13,16,14,99,5,67,84,118,101,71,52,29,12,533,0,0,0,0,3,0,0,3,0,15,3,19,39,62,35,20,7,0,0,193,0,0,0,11,4,10,3,3,0,25,0,23,23,106,46,45,29,3,3,276,0,0,0,11,6,18,16,4,4,60,0,5,3,23,25,25,27,24,16,141,6,50,62,45,38,35,22,4,0,273,6,45,84,121,113,60,38,20,7,500
SED10029,0,0,0,3,4,3,4,11,0,27,0,0,4,17,21,74,107,172,59,456,0,0,0,5,0,0,0,0,0,12,0,3,0,5,0,4,3,0,3,20,12,24,43,396,263,186,126,40,7,1104,0,4,5,52,9,13,8,3,0,90,0,0,0,3,6,22,65,56,19,171,0,0,3,8,3,6,6,7,0,37,0,0,19,69,37,19,18,0,0,169,0,3,3,23,3,0,0,0,0,33,0,0,3,0,0,5,13,4,0,29,26,126,199,206,59,40,25,7,4,694,0,0,0,0,0,0,4,3,0,12,7,8,23,87,8,3,3,0,0,138,0,0,0,0,3,0,0,0,0,3,0,22,44,165,65,73,35,19,3,431,0,0,0,14,11,27,18,14,6,85,0,0,0,6,8,13,4,12,3,50,0,3,4,5,0,9,3,0,0,25,0,0,0,6,3,0,3,0,0,13
SED10030,3,8,4,33,17,10,26,13,0,112,0,0,3,12,9,23,37,34,13,129,0,5,8,5,9,3,0,0,0,26,0,13,12,49,20,15,11,3,0,121,0,0,0,8,3,3,3,4,0,30,0,0,4,22,15,9,4,4,0,64,0,0,0,7,0,15,37,15,0,66,0,0,0,0,3,3,0,0,0,10,0,0,0,7,3,0,0,0,0,9,0,0,0,17,0,0,0,0,0,18,0,0,0,3,5,23,46,20,14,111,3,22,51,193,170,151,76,40,13,725,0,0,0,6,6,5,11,11,0,46,0,0,8,12,0,0,0,0,0,25,0,0,7,20,11,8,3,3,0,49,3,15,10,81,18,23,5,0,0,158,0,0,0,12,7,15,7,6,3,58,3,5,9,31,37,47,52,21,10,200,0,0,4,12,5,4,3,4,0,34,0,4,9,49,44,25,24,8,5,165
SED10031,0,10,0,20,13,8,18,3,3,85,0,3,0,3,4,21,40,19,9,105,0,0,0,3,0,0,3,0,0,9,0,0,16,22,0,0,0,0,0,42,0,0,3,9,6,4,7,3,0,35,0,0,4,8,4,6,3,0,0,24,0,0,0,0,3,9,16,3,0,31,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,45,0,0,0,0,0,44,0,0,3,9,4,24,37,23,5,108,3,11,27,96,76,93,87,22,8,433,0,0,0,6,4,4,13,0,0,31,0,0,0,9,0,0,0,5,0,21,0,0,0,7,7,6,0,0,0,24,0,17,16,30,10,5,3,0,0,75,0,0,0,7,0,9,11,3,0,26,0,3,7,21,33,34,41,23,6,161,0,0,0,3,5,0,3,3,0,17,3,3,12,30,19,17,16,3,0,108
SED10032,0,0,0,16,6,13,18,6,3,68,0,0,0,15,26,44,75,82,39,294,0,0,4,7,3,0,0,0,0,17,3,5,12,88,32,37,19,8,0,211,3,38,143,891,667,571,413,156,41,2927,0,12,7,65,16,26,9,5,0,142,0,0,0,3,4,21,115,80,27,256,0,0,8,19,7,15,17,3,0,65,0,3,10,43,29,16,15,0,0,114,3,33,141,582,54,21,4,0,0,831,0,0,0,0,0,4,7,4,0,20,20,115,140,207,98,61,34,6,0,694,0,0,0,3,0,0,5,3,3,19,30,103,218,692,44,32,11,3,0,1127,0,0,3,3,0,0,0,0,0,8,5,56,75,362,139,83,44,11,0,769,0,0,0,18,9,14,10,6,9,62,0,0,0,0,3,14,15,9,4,55,0,3,6,14,3,5,4,0,0,38,0,3,3,17,8,8,8,0,0,51
SED10033,0,0,0,34,32,16,30,10,3,130,0,0,0,4,13,41,82,48,14,199,0,0,0,3,0,0,0,0,0,4,0,0,7,12,8,4,4,0,0,31,0,0,6,25,38,21,13,9,0,112,0,0,0,22,21,3,9,3,0,56,0,0,3,17,25,79,104,54,8,285,0,0,0,3,0,5,0,0,0,8,0,0,0,0,0,3,0,3,0,6,0,0,0,3,0,0,0,0,0,3,0,0,0,3,15,45,51,22,5,142,0,14,31,121,122,87,57,18,3,459,0,0,0,5,3,12,8,6,0,41,0,0,0,16,3,3,0,0,0,23,0,0,0,3,6,3,0,0,0,17,0,9,3,34,15,3,7,0,0,75,0,0,0,6,7,3,5,0,0,24,0,0,3,18,34,38,43,15,3,154,0,0,0,0,4,5,6,0,0,14,0,11,26,40,37,22,11,7,0,151
SED10034,3,8,0,53,33,12,15,12,3,143,0,4,4,6,25,25,48,32,11,142,0,3,3,5,0,0,0,0,0,18,0,3,3,9,6,3,0,0,0,29,0,0,0,12,12,10,18,3,3,60,0,3,3,21,15,20,7,4,0,73,0,0,0,0,4,21,19,7,0,56,0,0,0,3,7,12,4,3,0,29,0,0,0,0,0,0,0,0,0,4,0,0,10,32,3,0,0,0,0,49,0,3,0,15,9,15,38,15,12,110,0,13,45,184,152,85,32,13,4,538,0,0,0,4,13,5,17,5,3,50,0,0,0,5,0,3,4,0,0,17,0,0,0,10,3,3,4,0,0,18,0,11,5,46,14,17,5,0,0,111,0,0,0,13,3,24,13,0,0,46,0,4,4,25,37,41,44,27,3,185,0,4,3,8,4,4,0,0,0,26,0,12,20,79,52,40,36,10,0,236
SED10035,0,3,18,596,53,14,8,5,0,699,0,0,28,188,27,32,45,57,18,402,0,4,22,74,20,9,5,3,0,137,3,14,71,241,47,24,12,7,0,410,0,0,0,31,31,21,35,17,5,141,7,11,248,334,68,51,33,15,0,759,0,0,0,0,9,11,25,24,11,80,0,0,0,23,3,4,0,3,0,43,0,0,37,13,5,0,3,0,0,63,0,3,25,71,8,4,0,0,0,109,3,0,8,44,12,3,10,8,0,93,3,28,128,604,198,132,64,17,0,1187,0,0,4,53,6,9,0,0,0,74,4,0,32,105,3,9,0,3,0,164,0,0,0,12,3,3,3,0,0,28,7,19,66,342,83,54,25,5,4,593,0,3,0,75,9,25,14,0,3,125,0,0,22,120,33,37,25,7,0,241,0,16,119,147,21,22,7,3,0,335,0,3,27,161,57,33,31,16,3,334
SED10036,0,5,0,21,15,10,0,5,0,60,0,4,3,30,44,79,121,121,50,447,0,3,0,4,0,0,0,0,0,9,0,0,0,9,3,6,3,0,0,29,0,18,40,328,239,173,109,36,3,950,0,0,13,42,22,21,18,6,0,124,0,0,0,0,5,16,38,19,3,82,0,3,6,17,20,23,14,11,5,103,0,0,3,8,8,7,0,0,0,19,0,7,10,67,5,3,5,0,0,98,0,0,0,3,4,6,7,8,0,29,16,74,117,266,103,75,23,3,0,678,0,0,5,4,4,3,4,3,0,24,0,39,36,111,79,33,6,0,0,315,0,3,3,3,0,0,0,0,0,14,0,24,50,228,152,144,27,14,4,635,0,0,5,36,11,44,23,6,8,124,0,0,0,15,11,34,10,11,3,89,3,0,3,12,9,6,3,4,0,45,0,8,10,44,30,27,24,7,0,145
SED10037,0,3,0,42,24,25,14,7,0,120,0,3,0,7,17,51,59,57,27,218,3,14,15,37,21,10,9,3,0,107,4,40,67,219,105,67,31,9,3,548,0,0,7,23,29,37,37,34,7,168,0,11,25,90,44,72,39,21,0,310,0,0,0,3,3,4,11,4,0,19,0,0,0,3,7,6,0,0,3,30,0,0,3,8,12,4,5,3,0,41,4,10,43,233,14,4,9,0,0,311,0,7,5,22,29,14,22,19,12,134,4,30,50,185,167,113,61,33,3,650,0,3,3,6,7,8,3,5,0,41,3,10,10,46,10,5,3,0,0,85,0,0,0,10,16,9,3,0,0,39,7,32,45,190,69,49,18,6,0,422,0,0,3,27,9,29,23,3,0,99,0,7,4,22,33,32,33,27,10,171,6,25,9,26,26,17,10,3,0,118,3,37,56,134,97,68,27,10,9,441
SED10038,0,11,4,41,20,13,9,15,7,122,0,0,3,14,26,79,104,147,71,452,0,4,3,7,3,3,0,0,0,21,0,3,10,19,6,3,0,0,0,46,0,3,3,19,22,15,10,3,9,81,0,0,36,14,3,14,6,6,0,83,0,0,0,3,4,3,8,3,3,27,0,0,0,0,4,3,0,0,0,11,0,3,3,9,3,3,0,0,0,24,0,0,0,4,0,0,0,0,0,4,0,4,0,7,16,27,56,47,17,174,3,30,39,154,106,65,36,14,9,455,0,3,3,4,9,7,10,0,3,43,0,3,10,40,8,6,0,0,0,73,0,0,3,5,3,5,0,0,0,16,3,15,13,45,12,9,4,0,0,95,0,0,0,15,0,14,10,6,4,51,3,5,5,25,55,57,70,46,14,281,4,3,5,0,0,3,0,0,0,19,0,9,14,65,17,28,20,4,0,157
SED10039,0,3,0,27,4,12,17,9,4,83,0,0,3,3,16,32,38,26,14,130,0,0,0,3,3,0,0,0,0,9,0,0,7,7,4,0,0,0,0,20,0,0,0,5,8,3,0,0,0,23,0,0,0,3,9,8,3,3,0,20,0,0,0,8,10,9,22,14,0,60,0,0,0,0,0,3,0,0,0,8,0,0,0,0,0,0,3,0,0,3,0,0,0,8,3,0,0,0,0,9,0,0,0,5,9,29,55,32,4,131,3,21,34,141,75,86,65,20,4,451,0,0,0,0,8,7,16,5,0,38,3,3,0,10,0,0,3,0,0,14,0,0,0,7,12,3,0,0,0,21,0,12,3,20,12,0,0,0,0,48,0,0,0,5,0,11,7,0,4,25,0,8,4,8,25,49,61,30,11,207,0,0,0,3,3,3,0,0,0,13,0,6,9,29,21,14,22,3,3,104
SED10040,3,10,7,39,23,7,12,4,3,107,0,4,9,36,22,55,101,136,49,413,0,3,15,27,3,3,0,0,0,55,0,7,13,73,22,21,3,8,0,156,7,22,47,290,215,156,102,41,13,886,0,3,31,139,56,58,37,19,4,350,0,0,0,0,7,17,39,15,5,78,0,0,0,14,11,8,3,4,0,37,0,0,12,12,8,4,4,3,0,37,10,53,678,1755,32,19,6,4,0,2554,0,3,0,8,3,3,6,7,0,29,11,44,120,269,141,101,41,6,3,722,0,0,0,7,5,0,0,4,0,21,4,4,20,60,16,6,0,3,0,111,0,0,0,7,3,0,3,3,0,25,8,51,75,359,81,68,28,10,8,677,0,0,0,49,7,11,7,0,3,74,0,0,0,10,4,17,12,8,7,62,0,14,16,44,17,20,8,3,0,126,0,0,18,32,19,14,11,6,0,105
SED10041,0,12,7,43,34,16,14,10,4,138,0,3,0,13,13,23,33,29,19,129,4,29,17,55,23,19,16,3,0,173,4,115,114,333,193,101,56,23,9,948,0,0,0,3,14,20,21,12,0,60,6,21,38,129,80,75,47,20,7,420,0,0,0,0,3,3,3,0,0,13,0,0,3,15,3,0,3,0,0,23,0,0,0,4,12,0,6,3,0,27,0,4,28,98,8,0,0,0,0,145,0,8,13,16,15,11,17,18,9,115,4,57,79,138,163,113,66,40,14,683,0,0,0,8,11,3,5,9,0,31,0,3,4,49,5,11,5,0,0,81,0,0,0,12,21,13,0,4,0,53,0,18,26,129,40,22,14,8,0,266,0,0,3,14,11,20,19,6,3,80,0,7,3,32,47,39,36,38,16,209,7,56,47,48,27,21,17,4,0,226,8,87,108,194,184,146,77,43,10,859
SED10042,0,5,0,18,9,9,16,10,0,70,0,0,0,3,9,12,27,21,9,73,0,0,0,0,3,0,0,0,0,3,0,3,3,9,6,0,4,0,0,18,0,0,0,0,6,3,3,0,0,13,0,0,3,7,10,8,5,3,0,40,0,0,0,0,0,3,20,4,0,30,0,0,0,3,3,3,3,0,0,12,0,0,0,9,0,0,0,0,3,13,0,0,0,0,0,0,0,0,0,0,0,0,0,6,10,14,44,35,11,123,3,15,34,135,110,111,86,55,19,566,0,0,0,3,7,0,11,3,0,25,0,0,0,8,0,0,0,0,0,11,0,0,0,14,13,6,0,0,0,40,3,10,14,24,6,3,0,0,0,57,0,0,0,3,0,3,6,3,5,23,3,6,0,14,20,35,51,22,6,152,0,0,3,0,3,0,0,0,0,9,0,11,21,22,23,13,14,13,0,124
SED10043,0,0,3,16,5,6,11,3,0,45,0,3,5,22,28,50,82,117,53,367,0,0,0,5,3,3,3,0,0,10,7,11,24,105,62,79,45,37,4,370,11,62,173,1089,951,865,651,262,59,4115,9,26,18,67,19,31,16,3,0,187,0,0,0,0,0,9,11,14,3,42,0,0,0,12,6,15,14,14,3,71,9,30,162,465,63,26,7,5,0,768,5,9,37,112,8,6,0,0,0,163,0,0,0,4,0,6,0,9,0,15,19,78,118,170,83,46,21,8,0,546,0,0,0,0,0,0,0,0,0,9,41,151,393,969,191,70,11,3,0,1833,0,0,3,5,3,3,0,0,0,14,3,14,32,163,56,56,31,5,0,354,0,0,0,10,0,10,4,5,7,37,0,0,0,0,6,3,14,7,0,26,0,3,5,8,3,15,0,0,0,38,0,4,6,17,7,6,6,4,0,51
SED10044,3,8,13,106,48,18,22,11,5,231,0,7,9,74,38,73,122,97,48,464,13,21,12,119,42,18,17,3,0,238,8,24,29,169,50,28,23,19,4,353,0,0,0,23,44,24,25,14,4,143,0,8,18,164,61,57,46,11,3,373,0,0,0,4,0,13,11,5,0,34,0,0,0,4,3,8,4,0,0,33,0,0,0,8,4,0,9,4,0,24,0,4,56,227,7,7,0,0,0,300,0,4,3,23,16,5,23,17,10,97,13,26,56,266,173,141,78,32,4,789,0,0,0,16,14,10,3,3,0,43,3,4,6,42,8,7,0,0,0,68,0,0,0,14,11,7,6,0,0,39,4,35,24,190,39,32,16,0,3,341,3,0,0,52,13,19,23,4,14,130,0,3,11,41,41,29,39,17,11,193,12,29,14,56,23,17,14,6,0,172,4,13,19,154,68,50,32,8,8,362
SED10045,0,0,3,9,10,9,11,5,3,50,0,0,3,6,3,15,22,53,22,117,0,3,0,6,6,0,0,0,0,21,0,0,3,12,0,0,0,0,0,18,0,0,0,0,0,3,0,0,0,4,0,0,4,3,9,10,3,4,0,34,0,0,0,0,0,3,4,0,0,10,0,0,0,3,0,0,4,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,6,24,37,25,9,113,3,18,12,103,104,160,75,13,5,495,0,0,0,0,3,4,0,0,3,11,0,3,0,9,0,3,0,0,0,16,0,0,0,23,12,3,3,0,0,41,0,8,6,6,5,4,0,0,0,39,0,0,0,3,4,7,3,0,4,20,0,0,4,16,23,21,29,7,11,103,0,0,0,3,11,0,0,0,0,12,3,5,8,24,20,17,16,7,5,100
SED10046,0,6,0,5,3,3,8,6,0,33,0,3,7,31,75,73,115,88,31,432,0,3,0,7,0,0,0,0,0,10,0,0,3,20,3,5,5,4,0,36,11,19,37,412,221,150,114,24,4,994,0,6,14,48,17,18,11,0,0,123,0,0,0,0,10,31,40,16,3,102,0,0,6,20,16,20,23,3,0,88,0,4,11,29,14,0,3,0,0,60,0,0,4,76,3,0,0,0,0,88,0,0,0,3,0,8,3,7,4,21,21,105,205,309,88,62,20,4,0,827,0,0,0,3,3,3,3,0,0,17,4,39,37,142,59,24,0,0,0,302,0,3,0,4,3,0,0,0,0,14,0,33,65,308,157,157,57,11,3,793,0,0,3,26,24,54,21,9,3,131,0,0,0,4,9,24,17,11,3,72,0,3,3,12,7,4,4,0,0,31,0,4,8,27,10,10,6,3,0,60
SED10047,0,3,0,22,8,29,30,11,3,104,0,0,0,6,23,48,75,44,16,214,0,0,3,3,0,3,0,0,0,11,0,3,7,40,11,6,7,3,4,76,0,8,11,72,51,47,32,21,0,253,0,0,0,31,9,13,0,5,0,58,0,0,0,10,24,91,172,64,10,376,0,0,3,17,8,9,10,4,0,46,0,0,0,12,8,5,4,3,0,36,0,4,12,69,3,3,0,0,0,94,0,3,0,9,8,22,25,21,3,90,26,184,251,577,170,122,55,12,5,1400,0,0,0,4,6,5,22,6,4,53,5,28,36,126,23,24,9,0,0,246,0,0,0,6,0,3,0,0,0,13,13,82,118,481,172,116,62,24,4,1071,0,0,3,12,8,14,8,8,10,65,0,0,0,17,39,52,40,21,4,186,0,5,4,14,5,9,0,0,0,37,0,6,12,48,27,17,11,5,0,127
SED10048,4,3,4,24,9,12,27,5,0,99,0,0,6,7,37,40,62,42,9,215,0,6,6,3,3,3,0,0,0,20,0,3,3,15,8,4,3,0,0,36,3,0,10,135,113,67,46,8,3,383,0,7,7,19,23,28,12,4,3,105,0,0,0,3,6,20,38,21,3,81,0,0,3,27,34,36,33,9,3,141,0,0,0,8,6,0,0,0,0,19,3,43,52,364,40,15,8,0,0,522,0,0,0,5,6,22,22,7,4,71,25,152,234,421,136,98,42,7,3,1124,0,0,0,3,3,11,18,6,0,41,15,39,66,202,81,37,9,3,0,445,0,0,3,3,5,3,0,0,0,11,10,63,137,416,219,167,72,15,3,1094,0,0,0,31,21,39,24,10,4,132,0,3,3,23,24,47,51,15,8,167,4,5,4,9,4,3,4,0,0,37,3,10,19,69,37,30,34,15,3,214
SED10049,3,4,0,10,6,9,8,12,3,51,0,0,0,3,7,5,9,13,4,44,0,0,0,0,0,0,0,0,0,0,0,0,3,16,0,3,0,0,0,19,0,0,0,4,0,0,0,0,0,3,3,0,3,8,12,3,0,0,0,32,0,0,0,0,4,0,3,3,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,6,0,0,0,10,0,10,17,13,0,59,5,18,36,145,81,69,39,12,0,403,0,0,0,3,3,5,8,7,0,21,0,6,3,12,7,8,0,0,0,38,0,0,0,4,0,0,0,0,0,6,3,12,14,47,15,6,0,0,0,95,0,0,0,4,0,0,7,3,3,24,0,11,0,30,21,36,27,20,4,152,0,0,0,0,3,3,0,0,0,8,3,19,24,51,39,13,3,4,0,169
SED10050,4,13,5,165,61,23,26,11,4,306,0,7,9,122,28,36,52,52,25,329,0,9,10,26,17,4,4,3,3,78,0,3,10,51,16,11,11,5,0,106,0,0,0,12,4,0,3,3,0,22,0,0,3,23,17,14,10,0,0,72,0,0,0,0,0,0,0,0,0,8,0,0,0,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,19,65,0,0,0,0,0,89,0,20,4,46,39,15,27,11,10,187,15,59,64,508,233,162,78,28,11,1159,0,0,0,33,13,10,9,6,0,69,0,0,3,6,0,4,0,0,0,15,0,0,0,9,15,9,0,5,0,40,3,12,14,68,21,16,3,0,0,137,0,0,0,28,3,10,8,3,4,62,0,16,7,135,84,42,37,17,3,347,8,25,13,15,13,3,7,4,0,96,5,26,32,313,137,78,41,18,0,652
SED10051,0,11,14,380,75,23,32,9,3,547,0,7,8,67,29,43,77,72,41,342,0,0,8,30,15,7,0,3,0,62,6,3,17,60,16,17,5,8,0,134,0,3,4,20,37,31,33,7,8,135,0,5,71,121,58,75,65,22,5,422,0,0,0,4,5,19,58,41,22,148,0,0,3,19,6,12,15,0,0,51,0,0,5,6,3,0,0,0,0,17,0,0,3,21,5,0,0,0,0,36,0,3,7,14,10,15,13,0,4,63,8,36,75,299,156,141,66,29,9,812,0,0,0,23,13,3,12,6,3,59,0,4,18,44,3,3,0,0,0,77,0,3,0,13,19,3,3,0,0,35,0,16,46,137,58,35,18,11,0,316,0,3,0,46,16,29,33,13,3,146,0,11,0,47,41,39,33,18,8,185,3,3,9,44,15,13,13,3,4,109,0,18,64,146,147,47,26,17,3,471
