UCL_CODE_2021,P_AdvDi_Di_AdvDi_AsDe_Mng,P_AdvDi_Di_AdvDi_AsDe_Pro,P_AdvDi_Di_AdvDi_AsDe_TTW,P_AdvDi_Di_AdvDi_AsDe_CPS,P_AdvDi_Di_AdvDi_AsDe_CA,P_AdvDi_Di_AdvDi_AsDe_Sal,P_AdvDi_Di_AdvDi_AsDe_MOD,P_AdvDi_Di_AdvDi_AsDe_Lab,P_AdvDi_Di_AdvDi_AsDe_IDNS,P_AdvDi_Di_AdvDi_AsDe_Tot,P_AdvDi_Di_Dip_Mng,P_AdvDi_Di_Dip_Pro,P_AdvDi_Di_Dip_TTW,P_AdvDi_Di_Dip_CPS,P_AdvDi_Di_Dip_CA,P_AdvDi_Di_Dip_Sal,P_AdvDi_Di_Dip_MOD,P_AdvDi_Di_Dip_Lab,P_AdvDi_Di_Dip_IDNS,P_AdvDi_Di_Dip_Tot,P_Cert_CertIII_IV_Mng,P_Cert_CertIII_IV_Pro,P_Cert_CertIII_IV_TTW,P_Cert_CertIII_IV_CPS,P_Cert_CertIII_IV_CA,P_Cert_CertIII_IV_Sal,P_Cert_CertIII_IV_MOD,P_Cert_CertIII_IV_Lab,P_Cert_CertIII_IV_IDNS,P_Cert_CertIII_IV_Tot,P_Cert_CertI_II_Mng,P_Cert_CertI_II_Pro,P_Cert_CertI_II_TTW,P_Cert_CertI_II_CPS,P_Cert_CertI_II_CA,P_Cert_CertI_II_Sal,P_Cert_CertI_II_MOD,P_Cert_CertI_II_Lab,P_Cert_CertI_II_IDNS,P_Cert_CertI_II_Tot,P_Cert_Cert_nfd_Mng,P_Cert_Cert_nfd_Pro,P_Cert_Cert_nfd_TTW,P_Cert_Cert_nfd_CPS,P_Cert_Cert_nfd_CA,P_Cert_Cert_nfd_Sal,P_Cert_Cert_nfd_MOD,P_Cert_Cert_nfd_Lab,P_Cert_Cert_nfd_IDNS,P_Cert_Cert_nfd_Tot,P_LE_ID_Mng,P_LE_ID_Pro,P_LE_ID_TTW,P_LE_ID_CPS,P_LE_ID_CA,P_LE_ID_Sal,P_LE_ID_MOD,P_LE_ID_Lab,P_LE_ID_IDNS,P_LE_ID_Tot,P_LE_NS_Mng,P_LE_NS_Pro,P_LE_NS_TTW,P_LE_NS_CPS,P_LE_NS_CA,P_LE_NS_Sal,P_LE_NS_MOD,P_LE_NS_Lab,P_LE_NS_IDNS,P_LE_NS_Tot,P_Tot_Mng,P_Tot_Pro,P_Tot_TTW,P_Tot_CPS,P_Tot_CA,P_Tot_Sal,P_Tot_MOD,P_Tot_Lab,P_Tot_IDNS,P_Tot_Tot
UCL115135,0,6,4,7,9,4,0,3,3,32,11,8,5,17,10,4,0,0,0,62,37,11,71,44,30,14,25,30,8,259,4,0,0,0,3,0,3,3,0,24,0,0,3,4,6,4,0,5,0,18,0,0,0,0,0,0,0,0,0,3,10,0,5,9,5,5,3,9,3,42,77,117,87,89,85,35,37,46,18,587
UCL115136,6,7,0,18,4,3,0,0,0,44,13,14,9,24,14,6,3,3,0,82,34,13,161,34,46,8,35,37,0,370,3,0,0,0,5,4,0,3,0,22,0,0,0,7,5,4,3,0,0,23,0,0,0,0,3,0,0,0,0,7,3,6,0,3,6,6,5,0,0,24,97,160,177,98,97,33,52,45,7,765
UCL115137,11,10,4,11,9,0,0,6,0,57,27,21,12,36,17,7,3,6,0,136,64,26,251,92,77,45,60,44,13,672,0,0,6,12,10,0,4,6,0,32,3,0,3,9,16,4,0,7,0,49,0,3,0,0,0,0,0,5,0,10,0,0,9,9,6,0,3,6,0,30,156,247,301,190,160,76,75,69,16,1293
UCL115138,5,10,9,7,6,0,0,0,0,32,14,13,8,16,22,15,0,0,0,85,27,14,96,50,47,30,8,23,8,300,3,0,0,4,3,5,0,0,0,20,0,0,0,0,5,0,4,0,0,8,0,3,0,0,5,0,0,0,0,7,0,0,0,3,0,0,0,0,3,8,92,227,115,113,101,54,14,31,15,763
UCL115139,7,3,0,3,4,0,0,4,0,28,13,8,3,12,6,4,0,0,0,51,40,4,102,38,20,17,33,31,4,288,3,0,0,5,4,0,3,0,0,15,0,0,0,7,7,0,0,3,0,24,0,0,0,0,0,0,0,0,0,6,0,0,0,0,4,0,0,12,0,18,78,99,118,71,60,25,35,55,4,548
UCL115140,0,5,0,3,11,0,0,0,0,21,8,7,4,11,5,0,0,4,4,37,11,10,46,17,10,8,9,13,8,134,5,0,0,5,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,10,40,82,59,43,39,18,10,25,6,319
UCL115141,3,5,0,8,0,0,0,0,0,17,5,9,0,16,8,0,0,3,0,33,14,6,64,32,15,8,34,20,4,198,6,0,0,0,0,0,5,3,0,14,0,0,0,3,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,3,3,15,45,72,66,62,35,12,42,36,11,382
UCL115142,9,14,0,9,9,0,0,6,0,46,8,6,3,10,5,0,0,0,3,42,29,8,92,37,19,11,17,27,3,238,0,0,3,0,3,0,3,0,0,8,0,0,0,7,4,5,0,0,0,20,0,0,0,0,0,0,0,0,0,10,3,0,4,0,0,0,0,0,0,13,81,127,109,79,52,19,24,38,9,535
UCL115143,8,0,5,13,12,3,3,0,0,37,9,8,4,16,16,5,0,7,0,61,33,7,88,38,36,7,27,34,8,276,6,0,3,4,6,9,0,4,0,19,4,0,3,3,7,0,0,0,0,18,0,0,0,0,0,0,0,0,0,3,0,0,5,0,7,0,3,8,0,19,80,143,119,97,95,22,36,51,12,670
UCL115144,7,9,0,12,9,5,0,0,0,35,16,5,3,19,10,3,0,3,4,61,34,12,100,52,30,17,31,40,0,304,5,0,0,0,0,0,0,4,0,14,0,0,0,3,6,4,0,3,0,21,0,0,0,0,0,0,0,0,0,4,0,0,3,3,3,3,3,0,0,15,80,156,119,103,66,31,32,48,4,647
UCL115145,3,13,0,4,6,0,0,0,0,28,4,7,4,7,4,6,0,0,0,39,17,3,35,36,17,3,5,12,4,127,5,0,0,0,5,0,0,0,0,5,0,0,0,4,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,5,0,11,60,140,49,74,47,10,10,17,9,410
UCL115146,9,19,8,9,5,6,0,0,0,59,11,22,12,19,16,3,0,0,0,86,35,18,100,43,33,9,5,21,5,273,0,0,0,0,7,3,0,0,0,15,4,0,3,4,7,0,0,7,0,25,0,0,6,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,5,136,312,133,111,99,28,10,38,10,877
UCL115147,7,12,0,8,4,0,0,0,0,33,6,10,7,11,7,0,0,0,0,47,16,10,50,22,8,4,12,7,0,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,5,0,7,66,132,61,52,29,12,12,12,5,384
UCL115148,0,6,0,3,0,0,0,0,0,17,7,0,0,13,3,0,0,0,0,25,17,5,53,20,16,6,20,28,0,165,3,0,0,0,5,5,0,5,0,21,4,0,0,0,4,0,3,0,0,10,0,0,0,0,0,0,4,0,0,3,5,0,0,0,5,3,0,0,0,11,47,53,65,45,40,19,27,32,4,326
UCL115149,0,5,0,20,0,0,0,0,0,24,5,0,0,10,7,4,0,0,5,35,5,4,35,14,12,3,4,4,0,76,0,0,0,3,0,0,3,0,0,8,0,0,0,6,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,10,29,60,34,80,27,8,8,7,8,258
UCL115150,6,7,0,0,8,0,0,0,0,15,7,7,0,13,13,6,0,0,0,48,24,8,66,14,12,5,13,13,0,154,0,0,0,0,3,0,3,0,0,11,3,0,0,3,0,5,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,8,50,60,72,38,50,14,15,20,4,331
UCL115151,0,0,0,10,3,0,0,0,0,16,9,3,6,11,13,0,0,3,0,51,30,11,122,51,34,8,52,15,0,321,0,0,0,7,10,3,5,0,0,22,6,0,0,0,4,5,0,3,0,26,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,12,63,65,131,102,76,20,63,29,5,539
UCL115152,0,4,5,3,3,0,0,0,0,17,0,9,0,4,4,0,0,0,0,21,7,9,34,19,12,7,13,14,0,115,0,0,0,0,0,0,0,0,0,9,0,0,0,4,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,15,21,49,47,34,25,15,17,19,8,227
UCL115153,0,5,0,7,0,0,0,0,0,14,7,0,3,3,3,4,0,3,0,29,17,0,36,6,6,8,14,9,4,111,0,0,0,4,0,0,0,4,0,7,0,0,0,0,0,0,0,0,0,10,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,13,41,45,49,31,26,16,24,24,3,259
UCL115154,0,0,0,9,0,0,0,0,0,13,4,5,3,15,5,0,10,3,0,35,12,8,61,23,14,15,22,13,3,168,0,0,3,0,3,0,0,0,0,9,0,0,0,5,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,5,4,4,17,27,78,60,59,25,17,41,23,9,347
UCL115155,10,7,0,12,8,4,0,8,0,45,15,8,0,26,16,8,0,9,0,75,41,23,107,119,47,18,41,37,12,445,4,0,6,10,4,8,3,4,0,32,0,7,0,7,3,0,7,5,0,31,0,5,0,0,0,0,0,0,0,4,0,0,3,12,4,4,7,6,4,46,81,165,136,209,97,44,59,110,19,918
UCL115156,9,3,0,0,0,0,0,0,0,15,3,3,3,7,0,4,0,0,5,21,7,3,30,21,12,10,11,13,4,117,0,0,0,3,0,0,0,3,0,15,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,25,62,38,43,24,7,14,18,4,250
UCL115157,0,0,0,3,0,0,0,0,0,8,0,0,0,7,0,0,3,0,0,15,0,0,40,26,12,8,25,11,0,132,0,0,0,0,3,0,0,0,0,3,4,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,4,4,0,14,4,26,41,41,22,11,32,25,3,219
UCL115158,3,3,5,6,4,0,3,0,0,35,3,8,10,19,14,3,3,0,0,62,33,7,145,33,34,21,62,31,4,359,3,0,0,5,4,6,4,0,0,25,0,0,0,3,9,0,5,5,0,20,0,0,0,0,0,0,0,0,0,3,0,4,0,8,8,6,8,0,5,32,83,158,168,93,90,38,79,38,14,757
UCL115159,9,9,3,10,9,0,0,0,0,39,19,12,10,18,22,4,0,4,0,80,28,11,126,27,31,12,29,17,9,294,0,0,0,0,9,5,0,3,0,22,0,0,0,3,12,0,0,3,0,21,0,3,0,0,0,0,0,3,0,11,4,0,7,0,3,4,4,0,0,17,96,131,150,67,95,31,37,34,13,659
UCL115160,16,12,4,17,11,4,4,0,0,61,28,20,11,30,32,10,4,5,0,135,74,28,171,39,60,24,39,32,10,475,0,0,0,0,3,0,0,0,0,9,0,3,6,7,9,4,4,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,8,21,211,265,209,121,146,47,54,40,12,1106
UCL115161,4,13,0,4,6,0,0,0,0,28,4,29,8,44,10,14,0,5,3,103,42,15,153,138,44,34,39,68,3,545,0,0,4,7,8,4,8,3,0,33,0,0,0,8,6,0,0,3,0,30,0,8,0,0,5,0,0,0,0,7,0,3,5,13,0,7,9,6,4,43,76,213,174,244,97,62,58,85,14,1022
UCL115162,9,12,3,15,9,4,0,4,0,60,13,23,13,33,11,5,6,4,0,111,44,14,123,50,44,29,23,37,3,369,0,0,0,3,9,4,0,4,0,22,5,3,4,10,8,5,3,5,0,41,0,0,0,0,0,0,0,0,0,3,0,4,0,5,5,0,0,0,0,16,113,309,163,150,125,53,41,60,4,1007
UCL115163,3,9,5,7,8,0,3,0,0,31,16,10,0,15,7,0,0,3,0,66,33,20,107,33,24,15,42,28,3,297,0,0,0,0,6,0,0,0,0,13,0,0,0,11,3,0,3,0,0,21,0,4,0,0,0,0,0,0,0,6,3,0,0,0,6,0,0,4,4,16,72,91,126,88,63,26,45,42,8,557
UCL115164,3,9,0,0,0,0,0,0,0,9,5,0,3,10,6,0,0,0,0,27,18,10,65,21,24,9,8,10,6,172,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,8,35,56,72,39,35,16,13,21,11,294
UCL115165,0,3,0,0,3,0,0,0,0,10,5,6,0,6,5,3,4,0,0,25,14,9,60,13,22,7,14,25,8,174,0,0,0,4,3,0,0,0,0,12,4,0,4,0,4,0,0,3,0,9,0,0,0,0,0,0,0,0,0,0,5,0,0,6,3,3,0,3,4,20,32,47,73,36,38,21,24,34,12,313
UCL121001,0,0,0,0,0,0,0,0,0,10,5,0,0,4,4,5,0,0,0,21,10,8,33,15,15,6,19,9,0,118,0,0,0,0,0,0,0,3,0,10,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,12,27,42,42,27,30,9,19,23,4,225
UCL121002,0,0,0,0,0,0,0,0,0,6,0,0,0,5,0,0,0,0,0,7,7,0,9,5,3,0,6,4,0,42,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,11,13,30,9,13,6,0,6,13,6,100
UCL121003,0,4,0,0,0,3,0,0,0,11,0,5,0,6,0,6,0,0,0,16,8,6,30,5,8,4,0,11,0,66,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,36,70,41,10,18,16,3,14,0,205
UCL121004,0,3,0,5,0,0,0,0,0,12,3,5,3,11,3,3,0,3,0,34,10,3,57,25,18,11,3,14,4,141,0,0,0,3,3,0,0,0,0,8,0,0,4,3,5,0,0,0,0,10,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,3,26,59,66,54,34,13,3,16,4,279
UCL121005,0,0,0,0,4,0,0,0,0,3,0,6,4,4,4,0,0,0,3,27,9,3,46,3,7,0,6,7,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,6,6,20,40,50,15,27,4,7,10,10,186
UCL121006,3,3,0,0,3,0,0,0,0,11,0,3,4,3,3,0,0,0,0,18,16,8,44,9,3,6,3,9,6,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,5,29,51,45,17,21,4,3,16,0,189
UCL121007,0,0,0,0,0,0,0,0,0,6,0,0,0,4,0,0,0,0,0,14,11,0,24,21,7,3,9,14,0,84,5,0,0,0,0,0,0,6,0,11,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,12,20,26,27,23,20,5,21,28,8,168
UCL121008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,9,3,0,3,0,6,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,7,0,3,0,4,0,37
UCL121009,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,3,0,0,13,6,0,25,9,5,0,32,10,3,99,0,0,0,0,4,4,3,3,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,4,14,17,32,20,16,5,47,20,3,176
UCL121010,3,0,3,0,0,0,0,0,0,9,7,0,0,3,4,0,0,4,0,16,12,0,31,9,5,6,0,3,0,66,3,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,11,41,51,39,27,18,9,4,11,7,211
UCL121011,6,0,3,0,5,3,0,0,0,16,0,6,0,7,0,0,0,0,0,17,4,3,15,24,6,3,4,14,0,75,0,0,0,0,0,0,0,0,0,6,0,0,0,3,0,0,0,5,0,4,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,9,14,22,25,42,9,16,4,23,0,151
UCL121012,5,11,5,0,0,0,0,0,0,22,4,4,3,3,7,0,0,0,0,27,17,0,46,11,14,8,14,11,3,124,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,4,0,6,0,0,0,0,0,0,0,0,7,38,86,57,32,42,13,19,11,9,306
UCL121013,0,0,0,3,0,0,0,0,0,6,0,4,0,10,0,0,0,0,0,21,8,7,10,0,4,0,7,0,0,41,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,10,22,44,13,31,13,4,6,3,3,146
UCL121014,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,15,8,0,25,17,4,3,8,11,0,71,0,3,0,3,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,16,30,25,26,8,7,8,18,3,143
UCL121015,3,0,4,0,3,0,0,0,0,13,4,4,0,3,11,0,0,0,0,30,21,3,39,13,6,6,6,5,0,92,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,3,0,10,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,6,71,84,49,23,37,11,4,20,3,305
UCL121016,0,3,0,0,0,0,0,0,0,8,0,0,0,6,6,0,0,0,0,14,6,0,35,5,10,4,5,10,0,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,5,13,43,39,18,19,8,6,13,5,171
UCL121017,11,6,0,9,3,0,0,0,0,23,6,6,3,9,8,4,4,0,0,42,22,5,35,10,10,8,8,5,0,107,0,0,0,0,3,0,0,0,0,5,0,0,6,4,6,0,0,0,0,13,0,0,0,0,0,0,0,0,0,4,4,0,0,0,4,0,0,0,0,11,59,98,52,44,40,16,12,12,6,327
UCL121018,0,0,0,4,3,0,0,0,0,13,0,5,5,4,0,0,0,0,0,21,5,3,63,18,23,6,11,13,5,150,0,0,0,0,3,0,0,0,0,5,0,0,0,3,3,4,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,9,18,36,72,31,30,11,14,18,10,247
UCL121019,6,0,0,0,0,0,6,0,0,12,9,9,0,6,0,0,0,0,0,23,6,4,30,12,12,0,9,9,0,73,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,6,41,103,32,30,29,8,15,11,0,267
UCL121020,0,6,0,5,0,0,0,0,0,16,0,5,0,5,3,3,0,0,0,13,6,0,19,6,9,3,4,10,0,54,0,0,0,0,0,0,0,0,0,5,0,0,0,0,4,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,29,85,32,23,32,5,3,7,6,222
UCL121021,0,5,0,0,3,0,0,0,0,9,0,3,0,3,0,0,0,0,0,9,11,3,21,6,13,0,8,3,0,71,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,8,31,43,22,24,15,4,15,16,0,167
UCL121022,0,0,0,0,0,0,0,0,0,4,0,0,0,3,5,0,0,0,0,9,4,0,23,6,5,8,6,10,0,62,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,6,11,8,33,23,17,18,3,6,14,9,133
UCL121023,0,5,0,0,3,0,0,0,0,7,0,0,0,0,0,0,0,3,0,11,5,0,12,6,3,5,0,10,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,5,14,12,10,14,5,7,9,7,87
UCL121024,0,3,0,0,0,0,0,0,0,6,0,0,0,3,5,4,0,0,0,14,7,6,12,9,7,3,12,9,0,66,0,0,0,0,0,4,0,0,0,9,0,0,6,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,9,7,15,18,20,23,10,15,12,0,116
UCL121025,0,0,0,3,0,0,0,0,0,5,0,0,0,10,5,0,0,0,0,20,9,4,29,5,13,0,4,6,0,79,0,0,0,0,0,0,0,0,0,6,0,0,0,5,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,35,84,42,29,27,10,6,12,3,243
UCL121026,3,13,4,3,0,0,0,6,0,27,10,4,6,13,8,0,0,6,0,31,9,8,40,13,10,3,4,11,4,103,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,15,38,111,52,39,28,10,5,20,5,314
UCL121027,0,5,0,0,0,0,0,0,0,13,0,9,0,7,8,0,0,6,0,27,11,8,32,7,8,0,9,9,5,96,0,0,0,0,0,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,19,74,36,26,25,10,17,25,5,231
UCL121028,0,5,0,4,0,0,0,0,0,13,0,3,0,10,0,5,0,0,0,17,0,3,32,19,8,0,3,8,0,74,0,0,0,0,0,0,0,0,0,5,0,0,0,0,4,0,0,0,0,9,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,8,23,69,43,39,18,8,3,12,6,226
UCL121029,0,5,0,0,0,0,0,0,0,5,0,0,0,8,3,6,6,0,0,18,0,5,18,3,0,3,12,6,3,64,0,0,0,0,0,0,3,0,0,9,0,0,0,0,0,5,0,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,20,23,17,9,10,21,9,6,124
UCL121030,0,0,0,0,0,0,0,0,0,3,4,0,6,4,7,0,0,0,0,17,3,0,28,12,5,5,16,10,5,85,0,0,0,3,3,4,0,0,0,9,0,0,0,5,4,4,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,16,22,16,34,17,19,6,24,15,7,160
UCL121031,3,13,4,9,4,3,0,0,0,29,4,6,0,3,5,3,0,0,0,25,21,9,45,9,14,5,4,8,0,125,0,0,0,0,6,0,0,0,0,3,0,0,5,4,4,0,0,4,0,12,3,0,0,0,0,0,0,0,0,5,0,5,0,7,4,0,0,0,0,16,54,89,63,47,38,15,4,19,0,326
UCL121032,0,0,0,4,0,0,0,0,0,9,0,0,0,0,3,0,0,0,0,11,12,0,9,8,4,0,9,7,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,0,10,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,7,20,34,16,21,20,9,13,13,0,139
UCL121033,0,0,0,0,0,0,0,0,0,4,0,3,0,4,0,0,3,0,0,17,10,4,23,10,6,3,0,11,0,56,0,0,0,0,0,0,0,0,0,6,3,0,0,5,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,14,64,29,25,10,6,4,16,0,166
UCL121034,5,12,0,3,3,3,0,0,0,28,10,3,3,9,6,3,0,3,0,40,26,7,56,14,7,12,9,6,0,141,0,0,0,0,4,0,0,0,0,5,0,0,0,5,7,0,0,0,0,9,0,0,0,3,0,0,0,0,0,5,0,0,3,3,0,0,0,0,0,13,77,91,72,48,38,30,13,24,7,400
UCL121035,0,3,6,0,0,0,0,0,0,11,9,4,0,13,7,0,3,0,0,43,13,5,55,40,17,5,26,9,4,174,4,0,0,3,0,0,0,0,0,8,0,0,0,3,10,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,9,30,43,64,70,37,15,27,26,4,310
UCL121036,10,0,3,6,0,0,0,0,0,30,9,11,0,13,12,5,3,0,0,61,25,8,65,31,22,8,13,12,0,184,0,0,0,3,5,0,0,0,0,13,0,0,0,4,4,0,0,0,0,8,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,70,115,75,75,57,17,16,23,4,440
UCL121037,0,0,0,0,4,0,0,0,0,10,4,3,3,7,4,0,0,0,0,25,13,5,50,23,11,0,0,9,0,111,0,0,0,0,4,0,0,4,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,27,72,52,39,24,7,0,18,0,240
UCL121038,0,0,0,5,0,0,0,0,0,8,0,0,0,3,0,0,0,3,0,9,9,3,26,5,4,0,9,11,0,70,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,13,15,28,19,10,4,9,18,0,119
UCL121039,9,4,7,0,7,0,0,0,0,19,4,0,0,8,5,0,0,0,0,21,10,0,25,13,4,0,5,4,0,59,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,8,63,76,34,29,31,12,9,12,6,263
UCL121040,0,0,0,0,0,0,0,0,0,9,4,6,0,5,7,0,0,0,0,25,9,0,33,11,9,6,11,3,0,85,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,6,0,0,0,4,0,0,0,0,9,28,71,44,23,27,9,13,9,0,220
UCL121041,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,17,10,3,24,23,8,0,6,3,0,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,14,20,23,37,13,6,8,5,0,138
UCL121042,3,0,0,4,0,0,0,0,0,9,3,0,0,0,0,0,0,0,0,10,10,0,18,0,0,0,0,4,0,44,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,82,20,15,14,8,0,9,0,184
UCL121043,5,3,0,0,6,0,0,0,0,23,6,5,4,0,3,0,0,0,0,18,17,3,35,6,13,5,3,8,0,93,0,0,0,0,0,0,0,0,0,7,0,0,0,0,4,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,70,51,13,37,10,3,12,5,252
UCL121044,0,0,0,5,0,0,0,0,0,5,0,0,0,4,4,0,0,0,0,15,6,0,21,12,5,3,4,12,3,64,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,21,23,24,15,10,9,14,3,112
UCL121045,0,0,0,0,0,0,0,0,0,6,5,0,3,0,0,4,0,0,0,10,6,6,23,12,4,9,3,12,0,73,0,0,3,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,34,32,19,12,14,4,25,0,150
