UCL_CODE_2021,T_LPLFS_EPT_DC_0_4,T_LPLFS_EPT_DC_5_9,T_LPLFS_EPT_DC_10_12,T_LPLFS_EPT_DC_13_14,T_LPLFS_EPT_DC_15_17,T_LPLFS_EPT_DC_18_20,T_LPLFS_EPT_DC_21_24,T_LPLFS_EPT_Tot,T_LPLFS_EAW_DC_0_4,T_LPLFS_EAW_DC_5_9,T_LPLFS_EAW_DC_10_12,T_LPLFS_EAW_DC_13_14,T_LPLFS_EAW_DC_15_17,T_LPLFS_EAW_DC_18_20,T_LPLFS_EAW_DC_21_24,T_LPLFS_EAW_Tot,T_LPLFS_HNS_DC_0_4,T_LPLFS_HNS_DC_5_9,T_LPLFS_HNS_DC_10_12,T_LPLFS_HNS_DC_13_14,T_LPLFS_HNS_DC_15_17,T_LPLFS_HNS_DC_18_20,T_LPLFS_HNS_DC_21_24,T_LPLFS_HNS_Tot,T_LPLFS_EW_Tot_DC_0_4,T_LPLFS_EW_Tot_DC_5_9,T_LPLFS_EW_Tot_DC_10_12,T_LPLFS_EW_Tot_DC_13_14,T_LPLFS_EW_Tot_DC_15_17,T_LPLFS_EW_Tot_DC_18_20,T_LPLFS_EW_Tot_DC_21_24,T_LPLFS_EW_Tot_Tot,T_LPLFS_ULFTW_DC_0_4,T_LPLFS_ULFTW_DC_5_9,T_LPLFS_ULFTW_DC_10_12,T_LPLFS_ULFTW_DC_13_14,T_LPLFS_ULFTW_DC_15_17,T_LPLFS_ULFTW_DC_18_20,T_LPLFS_ULFTW_DC_21_24,T_LPLFS_ULFTW_Tot,T_LPLFS_ULPTW_DC_0_4,T_LPLFS_ULPTW_DC_5_9,T_LPLFS_ULPTW_DC_10_12,T_LPLFS_ULPTW_DC_13_14,T_LPLFS_ULPTW_DC_15_17,T_LPLFS_ULPTW_DC_18_20,T_LPLFS_ULPTW_DC_21_24,T_LPLFS_ULPTW_Tot,T_LPLFS_U_T_DC_0_4,T_LPLFS_U_T_DC_5_9,T_LPLFS_U_T_DC_10_12,T_LPLFS_U_T_DC_13_14,T_LPLFS_U_T_DC_15_17,T_LPLFS_U_T_DC_18_20,T_LPLFS_U_T_DC_21_24,T_LPLFS_U_T_Tot,T_LPLFS_T_LF_DC_0_4,T_LPLFS_T_LF_DC_5_9,T_LPLFS_T_LF_DC_10_12,T_LPLFS_T_LF_DC_13_14,T_LPLFS_T_LF_DC_15_17,T_LPLFS_T_LF_DC_18_20,T_LPLFS_T_LF_DC_21_24,T_LPLFS_T_LF_Tot,T_LPLFS_NLF_DC_0_4,T_LPLFS_NLF_DC_5_9,T_LPLFS_NLF_DC_10_12,T_LPLFS_NLF_DC_13_14,T_LPLFS_NLF_DC_15_17,T_LPLFS_NLF_DC_18_20,T_LPLFS_NLF_DC_21_24,T_LPLFS_NLF_Tot,T_LPLFS_LFSNS_DC_0_4,T_LPLFS_LFSNS_DC_5_9,T_LPLFS_LFSNS_DC_10_12,T_LPLFS_LFSNS_DC_13_14,T_LPLFS_LFSNS_DC_15_17,T_LPLFS_LFSNS_DC_18_20,T_LPLFS_LFSNS_DC_21_24,T_LPLFS_LFSNS_Tot,T_LPLFS_Tot_DC_0_4,T_LPLFS_Tot_DC_5_9,T_LPLFS_Tot_DC_10_12,T_LPLFS_Tot_DC_13_14,T_LPLFS_Tot_DC_15_17,T_LPLFS_Tot_DC_18_20,T_LPLFS_Tot_DC_21_24,T_LPLFS_Tot_Tot
UCL115040,0,7,10,4,4,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,11,14,0,6,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,11,14,0,6,0,0,41,3,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,11,11,14,6,11,0,0,49
UCL115041,13,20,9,9,12,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,30,14,13,19,0,0,83,0,3,0,0,4,0,0,6,0,0,0,0,0,0,0,3,3,4,6,0,4,0,0,12,14,34,20,13,16,0,0,101,18,26,14,13,8,0,0,73,0,0,0,3,0,0,0,3,29,58,31,25,24,0,0,172
UCL115042,9,10,12,5,6,0,0,37,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,12,22,15,12,11,5,0,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,22,15,12,11,5,0,77,11,9,5,7,0,0,0,32,0,0,0,0,0,0,0,0,24,32,23,18,13,5,0,110
UCL115043,11,13,15,9,8,0,0,60,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,12,25,27,15,15,4,0,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,16,30,27,14,15,3,0,103,21,13,15,5,3,0,0,59,4,0,0,0,0,0,0,4,38,42,40,20,24,7,0,163
UCL115044,12,13,8,7,3,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,27,15,18,12,0,0,83,0,0,0,4,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,6,10,26,15,19,15,0,0,94,57,42,19,14,9,0,0,147,0,0,0,0,0,0,0,3,72,74,32,38,17,0,0,236
UCL115045,0,3,4,0,7,0,0,10,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,6,9,16,5,5,0,0,32,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,6,16,7,11,0,0,43,3,4,4,0,3,0,0,15,0,0,0,0,0,0,0,0,8,14,19,4,14,0,0,56
UCL115046,6,9,8,3,3,0,0,25,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,14,15,10,4,9,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,15,11,4,9,0,0,47,4,5,3,0,7,0,0,21,0,0,0,0,0,0,0,0,20,18,13,8,6,0,0,65
UCL115047,8,7,4,3,9,0,0,31,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,8,12,9,9,21,3,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,12,9,9,21,3,0,61,9,7,3,3,0,0,0,29,0,0,0,0,0,0,0,0,15,22,14,16,21,3,0,89
UCL115048,4,14,4,10,3,4,0,30,0,0,4,0,0,0,0,5,0,0,0,0,0,0,0,0,5,22,12,7,10,4,0,68,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,6,3,0,0,0,0,0,0,6,7,23,11,7,14,4,0,70,20,14,10,4,5,0,0,45,0,0,0,0,0,0,0,0,28,40,19,14,13,4,0,126
UCL115049,0,3,10,7,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,14,6,3,0,0,32,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,11,11,6,6,0,0,34,10,4,8,7,8,0,0,36,0,0,0,0,0,0,0,0,18,8,17,12,13,4,0,73
UCL115050,3,0,7,0,0,4,0,19,0,4,3,4,3,0,4,10,0,0,0,0,0,0,0,0,7,14,21,15,16,4,4,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,14,21,15,16,3,4,69,3,3,5,3,0,0,0,11,0,0,0,0,0,0,0,0,3,11,25,19,16,3,4,76
UCL115051,0,0,4,5,0,0,0,10,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,8,0,10,15,8,5,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,10,15,8,10,0,0,44,7,4,3,3,0,0,0,21,0,0,0,0,0,0,0,0,8,14,20,11,14,0,0,62
UCL115052,10,8,5,6,12,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,18,10,10,17,0,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,18,10,10,17,0,0,61,3,12,5,0,0,0,0,22,0,0,0,0,0,0,0,0,10,25,12,9,17,0,0,77
UCL115053,3,5,6,3,0,4,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,8,0,5,4,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,3,5,6,5,5,4,0,24,0,6,0,0,0,0,0,12,3,0,0,0,0,0,0,3,8,12,9,3,5,4,0,42
UCL115054,0,3,3,0,5,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,8,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,8,0,0,19,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,4,6,5,0,11,0,0,25
UCL115055,8,9,12,3,0,0,0,31,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,11,11,11,9,5,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,11,11,9,5,0,0,63,15,15,4,6,4,0,0,45,0,0,0,0,0,0,0,0,26,23,15,15,9,0,0,103
UCL115056,11,28,15,12,4,0,0,65,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,11,31,25,19,8,5,0,94,0,0,0,0,0,0,0,5,0,0,0,3,4,0,0,10,0,6,0,3,3,0,0,13,10,36,28,21,10,5,0,111,14,11,8,14,3,0,0,55,0,0,0,0,0,0,0,4,30,50,36,36,19,5,0,166
UCL115057,7,11,10,9,9,0,0,37,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,10,16,20,16,15,0,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,11,16,22,15,15,0,0,82,12,7,3,4,7,3,0,36,0,0,0,0,0,0,0,0,22,23,26,23,22,6,0,115
UCL115058,5,10,3,0,4,0,0,20,6,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,7,18,4,9,5,0,0,38,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,0,0,0,0,0,9,4,20,9,8,8,0,0,49,0,9,3,0,0,0,0,13,0,0,0,0,0,0,0,0,9,25,11,8,9,0,0,65
UCL115059,3,3,4,0,4,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,11,8,4,7,0,0,44,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,3,3,0,3,0,0,0,0,6,9,11,8,4,7,0,0,54,7,4,9,0,6,0,0,30,0,0,0,0,0,0,0,3,19,18,14,8,10,5,0,85
UCL115060,10,13,12,5,12,0,0,49,0,3,0,3,0,0,0,13,0,0,0,0,0,0,0,7,15,33,27,15,18,8,0,120,5,5,0,0,0,0,0,11,0,0,0,0,0,0,0,3,5,8,4,0,0,0,0,12,20,38,30,15,19,8,0,133,10,14,7,5,4,0,0,30,0,0,0,0,0,0,0,0,33,50,36,27,23,8,0,170
UCL115061,8,5,4,3,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,16,7,3,8,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,13,21,7,10,10,0,0,55,18,8,5,4,0,0,0,41,0,0,0,0,0,0,0,0,24,30,15,9,13,0,0,91
UCL115062,0,3,0,0,4,0,0,7,0,0,0,0,0,0,0,6,3,0,0,0,0,0,0,3,3,8,0,10,7,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,5,7,0,0,30,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,3,7,8,4,5,9,0,0,41
UCL115063,0,4,7,0,5,0,0,17,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,8,9,4,8,4,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,9,4,8,4,0,31,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,8,6,8,11,3,0,32
UCL115064,7,19,11,3,10,0,0,50,4,0,0,0,0,4,0,4,0,0,0,0,0,0,0,4,18,28,19,10,11,7,0,83,0,0,0,0,6,0,0,5,0,0,3,0,0,0,0,7,0,0,3,0,6,0,0,8,21,28,22,10,14,3,0,91,6,8,5,6,3,0,0,22,0,0,0,0,0,0,0,0,25,27,23,14,22,3,0,115
UCL115065,4,18,10,3,5,0,0,48,3,4,0,0,0,0,0,9,0,0,0,0,0,0,0,4,13,32,21,13,10,0,0,95,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,6,0,4,3,0,0,0,0,7,17,35,24,13,10,0,0,100,41,29,15,8,11,0,0,102,0,0,0,0,0,0,0,4,56,58,35,22,24,4,0,209
UCL115066,0,6,4,3,3,0,0,19,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,3,16,18,14,10,4,0,61,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,3,0,0,10,3,22,18,14,13,4,0,66,12,4,4,0,9,0,0,29,0,0,0,0,0,0,0,3,18,23,19,14,20,4,0,94
UCL115067,4,20,8,11,5,0,0,55,0,4,0,0,0,0,0,6,0,0,0,0,0,0,0,5,4,25,20,16,13,4,0,84,5,0,0,0,0,0,0,9,5,10,0,0,0,0,0,18,6,10,0,0,0,0,0,20,12,32,17,15,13,4,0,104,8,15,7,9,3,3,0,47,0,0,0,0,0,0,0,3,26,49,30,22,22,3,0,156
UCL115068,0,6,5,0,7,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,4,11,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,4,11,0,0,22,0,4,3,0,4,0,0,10,0,0,0,0,0,0,0,0,5,9,7,8,13,0,0,37
UCL115069,9,9,0,9,6,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,10,3,13,11,0,0,47,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,13,4,17,11,3,0,55,3,0,3,0,0,0,0,16,0,0,0,0,0,0,0,0,10,16,12,13,14,3,0,68
UCL115070,13,18,10,4,14,0,0,53,3,7,5,0,0,0,0,18,0,0,0,0,0,0,0,0,25,36,22,11,15,4,0,109,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,37,22,12,16,4,0,116,15,12,8,0,4,0,0,37,0,0,0,0,0,0,0,0,42,43,25,11,21,4,0,154
UCL115071,6,15,11,10,3,0,0,47,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,11,25,15,11,12,0,0,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,6,18,28,15,16,12,0,0,83,11,26,9,3,3,0,0,52,0,0,0,0,0,0,0,0,24,52,25,21,20,0,0,137
UCL115072,0,10,5,4,3,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,8,10,0,0,31,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,0,0,5,0,0,0,3,0,11,3,11,10,0,0,32,9,0,3,5,0,0,0,20,0,0,0,0,0,0,0,0,9,16,5,14,4,0,0,49
UCL115073,3,3,7,3,6,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,6,5,8,0,0,33,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,3,0,0,0,0,0,0,5,6,11,6,5,8,0,0,37,14,10,4,4,0,0,0,29,0,0,0,0,0,0,0,0,19,18,11,13,13,0,0,67
UCL115074,8,5,0,3,3,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,13,13,12,7,5,0,0,56,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,7,13,15,12,8,5,0,0,61,14,12,11,5,0,0,0,42,0,0,0,0,0,0,0,0,29,28,26,15,12,0,0,103
UCL115075,4,7,5,0,3,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,7,4,0,5,0,0,31,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,4,12,12,4,0,5,0,0,37,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,12,17,7,0,5,0,0,39
UCL115076,6,7,7,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,13,13,0,6,0,0,39,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,8,7,14,12,3,6,0,0,46,5,19,4,0,6,0,0,36,0,0,0,0,0,0,0,0,18,29,23,4,11,0,0,83
UCL115077,9,14,10,5,6,0,0,39,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,9,20,13,7,10,0,0,58,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,5,18,17,13,7,10,0,0,62,14,8,6,3,8,0,0,39,0,0,0,0,0,0,0,0,29,24,17,12,13,0,0,105
UCL115078,0,0,3,0,6,0,0,21,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,3,6,9,4,11,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,9,4,11,0,0,36,8,0,3,0,0,0,0,11,0,0,0,0,0,0,0,0,7,10,6,4,11,0,0,46
UCL115079,10,9,6,6,0,0,0,36,0,0,5,0,0,0,0,4,0,0,0,0,0,0,0,0,13,10,14,11,11,0,0,60,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,18,14,11,12,0,0,65,9,8,0,7,5,0,0,26,0,3,0,0,0,0,0,7,22,20,18,16,19,3,0,95
UCL115080,6,9,14,5,4,0,0,36,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,11,19,28,17,13,3,0,86,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,15,19,26,20,13,3,0,91,8,13,6,3,4,0,0,36,0,0,0,0,0,0,0,0,20,28,37,24,14,3,0,121
UCL115081,4,9,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,15,6,8,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,5,4,14,4,8,0,0,0,38,7,4,5,0,0,0,0,14,0,0,0,0,0,0,0,0,14,19,9,8,3,0,0,51
UCL115082,6,5,5,5,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7,6,6,6,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,11,7,6,6,7,0,0,40,3,8,3,0,8,0,0,26,0,0,0,0,0,0,0,0,14,15,15,6,16,0,0,57
UCL115083,3,14,4,3,5,0,0,29,0,4,0,0,0,0,0,6,0,0,0,0,0,0,0,0,3,13,13,8,15,0,0,57,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,7,0,3,0,0,0,0,0,7,7,18,13,8,14,3,0,68,8,4,0,4,4,0,0,21,0,0,0,0,0,0,0,0,19,21,13,15,20,0,0,90
UCL115084,4,7,5,8,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,15,15,16,0,0,0,52,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,10,18,16,15,0,0,0,60,4,3,4,4,0,0,0,17,0,3,0,0,0,0,0,4,12,21,18,23,6,0,0,81
UCL115085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,0,0,8,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,12
UCL115086,0,9,10,0,13,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,15,7,18,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,15,10,18,0,0,65,3,4,3,0,0,0,0,9,0,0,0,0,0,0,0,0,6,22,21,8,21,0,0,75
UCL115087,4,9,8,0,3,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,20,8,5,11,0,0,49,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,11,20,7,5,9,0,0,49,9,0,0,0,4,0,0,13,0,0,0,0,0,0,0,0,17,21,10,3,11,0,0,65
UCL115088,5,12,7,0,5,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,16,13,0,9,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,16,13,0,9,0,0,50,6,7,3,5,3,0,0,21,0,0,0,0,0,0,0,0,15,24,11,3,12,0,0,68
UCL115089,10,18,9,7,0,3,0,50,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,11,21,28,28,24,14,4,0,119,0,4,0,0,3,0,0,6,4,6,0,0,0,0,0,11,8,7,0,3,3,0,0,21,21,42,29,26,16,4,0,138,37,34,18,12,5,4,0,107,3,5,0,0,0,0,0,4,67,77,45,35,26,6,0,256
UCL115090,0,11,5,0,7,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,5,8,7,0,0,29,0,0,0,5,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,7,3,14,9,6,7,0,0,37,9,6,4,5,8,0,0,29,0,0,0,0,0,0,0,0,9,18,8,11,15,0,0,66
UCL115091,4,8,10,8,3,0,0,36,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,6,11,11,14,9,7,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,11,14,9,7,0,0,51,12,17,3,4,0,0,0,36,0,0,0,0,0,0,0,5,16,24,15,10,8,0,0,86
UCL115092,6,13,14,3,3,0,0,43,5,4,0,0,0,0,0,8,0,0,0,0,0,0,0,0,16,33,14,13,10,0,0,85,6,0,0,0,0,0,0,3,0,4,0,0,0,0,0,14,4,4,3,0,0,0,0,11,25,35,19,13,10,3,0,99,13,17,5,3,3,0,0,48,0,0,0,0,0,0,0,0,30,49,24,15,12,0,0,146
UCL115093,0,3,0,0,0,0,0,9,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,4,3,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,4,3,0,0,23,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,7,8,4,4,3,0,0,25
UCL115094,9,20,9,7,7,0,0,60,0,0,5,5,0,0,0,16,0,0,0,0,0,0,0,0,16,31,30,19,28,3,0,124,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,5,4,0,0,0,0,0,0,13,24,30,33,24,28,3,0,133,27,24,16,11,8,0,0,87,0,0,0,0,0,0,0,3,46,58,45,29,34,3,3,224
UCL115095,0,6,6,3,0,0,0,19,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,6,9,10,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,9,10,0,0,0,30,14,12,4,0,0,0,0,34,3,0,0,0,0,0,0,10,21,23,13,10,9,0,0,70
UCL115096,8,13,16,8,5,0,0,51,5,0,0,0,0,0,0,8,0,0,3,0,0,0,0,8,21,35,29,15,24,6,0,127,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,24,32,29,15,24,6,0,125,4,19,10,4,3,0,0,41,0,0,0,0,0,0,0,0,29,55,35,24,26,6,0,169
UCL115097,4,4,7,5,5,0,0,32,3,0,0,0,4,0,0,10,0,0,0,0,0,0,0,0,9,16,16,20,16,5,0,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,9,20,16,20,16,5,0,79,21,14,9,10,5,0,0,55,0,0,3,0,0,0,0,3,28,37,25,30,16,5,0,142
UCL115098,0,17,10,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,8,6,4,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,18,8,5,8,0,0,48,15,4,4,5,0,0,0,23,0,0,0,0,0,0,0,0,16,26,13,13,11,0,0,76
UCL115099,10,25,12,9,10,5,0,73,0,4,0,0,0,0,0,7,0,3,0,0,0,0,0,9,24,33,26,15,23,6,0,119,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,9,3,3,0,0,0,0,0,9,24,40,27,16,23,6,0,130,29,29,15,13,7,0,0,88,0,0,0,0,0,0,0,0,53,65,39,26,30,8,0,221
UCL115100,3,7,4,3,5,0,0,24,0,0,4,0,0,0,0,7,0,0,0,0,0,0,0,0,10,16,10,6,10,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,10,16,17,10,17,0,0,61,21,18,6,12,11,0,0,71,0,0,5,0,0,0,0,7,31,38,20,18,28,0,0,142
UCL115101,8,10,8,5,9,0,0,36,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,3,9,14,20,8,15,0,0,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,14,23,8,15,0,0,83,7,3,3,0,7,0,0,22,0,0,0,0,0,0,0,0,21,23,25,11,25,4,0,99
UCL115102,9,14,8,10,10,3,0,48,0,6,0,0,0,0,0,4,0,0,0,0,0,0,0,3,11,22,13,13,11,3,0,80,0,0,5,0,0,0,0,8,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,11,18,23,18,20,15,3,0,85,26,25,13,7,10,3,0,78,0,0,0,0,0,0,0,0,40,47,32,22,22,4,0,167
UCL115103,0,10,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,5,9,14,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,5,9,14,0,0,32,16,11,10,0,0,0,0,38,0,0,0,0,0,0,0,0,15,24,12,8,14,0,0,71
UCL115104,3,3,7,4,6,0,0,23,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,3,5,9,10,11,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,9,10,11,0,0,40,3,4,0,0,0,0,0,14,0,0,0,0,0,0,0,0,11,8,14,9,14,0,0,50
UCL115105,0,12,3,4,3,0,0,28,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,19,10,9,10,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,10,9,10,0,0,50,10,10,4,0,0,0,0,20,0,0,0,0,0,0,0,5,12,30,12,9,14,0,0,80
UCL115106,6,7,13,5,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,15,16,14,8,0,0,61,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,9,5,10,19,11,8,0,0,62,13,18,10,10,9,0,0,61,0,0,0,0,0,0,0,5,25,29,29,24,20,0,0,125
