UCL_CODE_2021,R_1_74_LT_Real_estate_agent,R_1_74_LT_Ste_terr_hsg_auth,R_1_74_LT_com_hou_pro,R_1_74_LT_Psn_not_Sme_hhd,R_1_74_LT_Other_Lld_type,R_1_74_LT_Lld_type_ns,R_1_74_Tot,R_75_99_LT_Real_estate_agent,R_75_99_LT_Ste_terr_hsg_auth,R_75_99_LT_com_hou_pro,R_75_99_LT_Psn_not_Sme_hhd,R_75_99_LT_Other_Lld_type,R_75_99_LT_Lld_type_ns,R_75_99_Tot,R_100_149_LT_Real_eSte_agent,R_100_149_LT_St_ter_hsg_aut,R_100_149_LT_com_hou_pro,R_100_149_LT_Psn_not_Sme_hhd,R_100_149_LT_Other_Lld_type,R_100_149_LT_Lld_type_ns,R_100_149_Tot,R_150_199_LT_Real_eSte_agent,R_150_199_LT_Ste_ter_hsg_aut,R_150_199_LT_com_hou_pro,R_150_199_LT_Psn_not_Sme_hhd,R_150_199_LT_Other_Lld_type,R_150_199_LT_Lld_type_ns,R_150_199_Tot,R_200_224_LT_Real_eSte_agent,R_200_224_LT_Ste_ter_hsg_aut,R_200_224_LT_com_hou_pro,R_200_224_LT_Psn_not_Sme_hhd,R_200_224_LT_Other_Lld_type,R_200_224_LT_Lld_type_ns,R_200_224_Tot,R_225_274_LT_Real_eSte_agent,R_225_274_LT_Ste_ter_hsg_aut,R_225_274_LT_com_hou_pro,R_225_274_LT_Psn_not_Sme_hhd,R_225_274_LT_Other_Lld_type,R_225_274_LT_Lld_type_ns,R_225_274_Tot,R_275_349_LT_Real_eSte_agent,R_275_349_LT_Ste_ter_hsg_aut,R_275_349_LT_com_hou_pro,R_275_349_LT_Psn_not_Sme_hhd,R_275_349_LT_Other_Lld_type,R_275_349_LT_Lld_type_ns,R_275_349_Tot,R_350_449_LT_Real_eSte_agent,R_350_449_LT_Ste_ter_hsg_aut,R_350_449_LT_com_hou_pro,R_350_449_LT_Psn_not_Sme_hhd,R_350_449_LT_Other_Lld_type,R_350_449_LT_Lld_type_ns,R_350_449_Tot,R_450_549_LT_Real_eSte_agent,R_450_549_LT_Ste_ter_hsg_aut,R_450_549_LT_com_hou_pro,R_450_549_LT_Psn_not_Sme_hhd,R_450_549_LT_Other_Lld_type,R_450_549_LT_Lld_type_ns,R_450_549_Tot,R_550_649_LT_Real_eSte_agent,R_550_649_LT_Ste_ter_hsg_aut,R_550_649_LT_com_hou_pro,R_550_649_LT_Psn_not_Sme_hhd,R_550_649_LT_Other_Lld_type,R_550_649_LT_Lld_type_ns,R_550_649_Tot,R_650_749_LT_Real_eSte_agent,R_650_749_LT_Ste_ter_hsg_aut,R_650_749_LT_com_hou_pro,R_650_749_LT_Psn_not_Sme_hhd,R_650_749_LT_Other_Lld_type,R_650_749_LT_Lld_type_ns,R_650_749_Tot,R_750_849_LT_Real_eSte_agent,R_750_849_LT_Ste_ter_hsg_aut,R_750_849_LT_com_hou_pro,R_750_849_LT_Psn_not_Sme_hhd,R_750_849_LT_Other_Lld_type,R_750_849_LT_Lld_type_ns,R_750_849_Tot,R_850_949_LT_Real_estat_agent,R_850_949_LT_Ste_ter_hsg_aut,R_850_949_LT_com_hou_pro,R_850_949_LT_Psn_not_Sme_hhd,R_850_949_LT_Other_Lld_type,R_850_949_LT_Lld_type_ns,R_850_949_Tot,R_950_over_LT_Real_eSte_agent,R_950_over_LT_Ste_ter_hsg_aut,R_950_ovr_LT_com_hou_pro,R_950_over_LT_Psn_not_Sme_hhd,R_950_over_LT_Other_Lld_type,R_950_over_LT_Lld_type_ns,R_950_over_Tot,Rent_ns_LT_Real_eSte_agent,Rent_ns_LT_Ste_ter_hsg_auth,Rent_ns_LT_com_hou_pro,Rent_ns_LT_Psn_not_Sme_hhd,Rent_ns_LT_Other_Lld_type,Rent_ns_LT_Lld_type_ns,Rent_ns_Tot,Tot_LT_Real_eSte_agent,Tot_LT_Ste_ter_hsg_auth,Tot_LT_com_hou_pro,Tot_LT_Psn_not_Sme_hhd,Tot_LT_Other_Lld_type,Tot_LT_Lld_type_ns,Tot_Tot
UCL115009,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,0,3,0,3,8,0,0,4,3,0,21,10,0,0,5,0,0,15,23,0,0,4,5,0,30,41,0,0,3,0,0,48,9,0,0,7,0,0,21,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,0,5,33,15,3,152
UCL115010,0,0,0,0,0,0,0,6,0,0,4,0,0,6,3,0,0,7,0,0,12,21,3,0,12,0,0,37,19,0,0,7,0,0,30,12,0,0,8,0,0,21,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,9,64,10,0,40,7,3,118
UCL115011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,3,4,0,0,0,0,0,6,12,0,0,7,0,0,23,45,0,0,12,0,0,49,17,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,74,0,3,25,5,0,112
UCL115012,0,4,0,0,0,0,7,0,0,0,0,0,0,0,0,3,10,6,0,0,23,0,4,0,10,0,0,20,3,0,0,5,0,0,14,11,0,0,6,0,0,17,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,9,22,15,13,34,3,4,91
UCL115013,0,4,0,0,3,0,8,0,3,0,0,0,0,0,0,49,10,5,5,0,60,8,20,3,8,0,0,37,17,14,9,8,3,0,49,35,13,4,16,0,0,72,81,16,3,29,0,4,134,154,8,4,35,0,0,198,22,0,0,4,0,0,29,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,3,5,4,26,314,126,35,119,21,9,625
UCL115014,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,4,0,3,6,8,0,0,16,4,0,3,4,0,0,11,9,3,3,7,0,0,23,25,0,0,15,0,0,49,85,0,0,45,6,0,144,49,0,0,15,0,0,66,11,0,0,3,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,4,0,14,189,19,20,107,10,0,344
UCL115015,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,15,0,4,0,7,0,0,15,4,0,0,9,0,0,10,7,0,0,11,0,0,27,34,0,0,10,0,0,46,33,0,0,18,0,0,54,11,0,0,3,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,96,14,0,66,8,0,182
UCL115016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,6,0,0,13,3,0,0,5,0,0,8,23,0,0,9,0,0,28,17,0,0,3,0,0,23,21,0,0,7,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,0,0,29,4,0,111
UCL115017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,4,0,0,3,0,0,0,3,0,0,4,5,0,0,0,0,0,3,5,0,0,0,0,0,9,17,0,0,0,0,0,19,19,0,0,9,0,0,28,12,0,0,5,0,0,13,16,0,0,4,0,0,23,15,0,0,4,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,9,87,3,7,33,13,0,138
UCL115018,0,0,0,0,4,0,6,0,0,0,0,0,0,0,3,4,4,6,6,0,19,11,0,0,8,0,0,20,15,0,0,5,0,0,21,25,0,0,6,0,0,33,7,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,4,8,31,8,0,105
UCL115019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,8,3,9,3,8,0,0,26,8,3,0,5,0,0,9,20,0,6,9,0,0,42,43,0,0,16,3,0,62,132,0,3,33,0,0,171,67,0,0,6,0,0,76,15,0,0,3,0,0,21,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,3,5,5,16,306,19,15,87,6,5,434
UCL115020,0,5,0,0,0,0,5,0,5,0,0,0,0,9,4,13,16,0,6,0,39,27,11,0,3,0,0,36,20,3,0,7,0,0,37,61,11,0,10,0,0,86,90,0,0,23,0,0,111,49,0,0,7,0,0,57,4,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,10,257,44,19,64,6,5,397
UCL115021,0,0,0,0,0,0,6,0,0,0,0,4,0,5,0,3,0,8,0,0,15,4,7,0,9,6,0,20,0,0,0,8,0,0,12,13,0,0,11,3,0,32,9,0,0,5,0,0,13,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,35,6,0,56,11,0,108
UCL115022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,0,5,0,0,0,0,0,0,3,0,0,0,8,0,0,3,11,0,0,7,0,0,16,44,0,0,9,4,0,58,46,0,0,11,0,0,55,26,0,0,3,0,0,27,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,132,0,0,46,6,0,184
UCL115023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,0,0,13,4,0,6,7,0,0,18,8,3,0,5,0,0,13,15,0,0,10,0,0,27,24,0,0,13,0,0,38,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,3,17,41,6,0,122
UCL115024,3,7,0,0,24,0,36,0,0,5,0,3,4,9,0,10,8,9,5,0,23,4,10,6,3,8,0,36,5,3,5,4,4,0,22,20,11,0,11,3,0,45,4,0,4,5,0,0,16,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,16,37,47,25,32,61,0,204
UCL115025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,4,11,0,0,10,0,0,18,13,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,33,0,0,16,0,0,44
UCL115026,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,8,0,4,0,0,12,3,0,0,5,0,0,7,4,0,0,0,0,0,4,9,0,0,4,0,0,11,22,0,0,7,0,0,34,37,0,0,9,0,0,45,21,0,0,4,0,0,24,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,99,3,0,44,3,0,152
UCL115027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,5,0,0,0,0,0,8,15,0,0,0,0,0,17,35,0,0,12,0,0,54,129,0,0,9,0,0,148,29,0,0,0,0,0,29,7,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,6,4,0,10,223,0,0,38,4,4,276
UCL115028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,5,0,0,4,0,0,10,10,0,0,5,0,0,10,5,0,0,3,0,0,9,16,0,0,16,0,0,35,38,0,0,15,3,0,57,18,0,0,7,0,0,30,18,0,0,6,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,104,0,4,69,10,0,185
UCL115029,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,13,0,0,0,22,0,0,5,7,3,0,17,7,0,0,9,0,0,20,14,0,0,9,0,0,24,34,0,0,23,0,0,51,48,0,0,16,0,0,60,39,0,0,9,0,0,50,4,0,0,3,0,0,12,8,0,0,6,0,0,16,5,0,0,0,0,0,0,10,0,0,0,0,0,8,0,0,4,0,0,0,5,174,13,18,79,12,3,295
UCL115030,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,4,5,0,0,5,0,0,8,14,0,0,10,0,0,23,15,0,0,13,0,0,28,24,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,56,0,0,35,11,0,102
UCL115031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,6,5,0,0,0,0,0,6,3,0,0,3,0,0,5,23,0,0,6,0,0,29,25,0,0,8,0,0,33,23,0,0,0,0,0,31,17,0,0,3,0,0,20,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,5,0,0,6,0,0,8,108,0,0,29,0,0,147
UCL115032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,9,0,0,0,7,0,0,7,5,0,0,6,0,0,9,8,0,0,0,0,0,9,4,0,0,10,0,0,10,12,0,0,9,0,0,20,26,0,0,12,0,0,40,15,0,0,11,0,0,23,5,0,0,0,0,0,11,3,0,0,0,0,0,3,0,0,0,0,0,0,4,4,0,0,7,0,0,8,80,0,3,55,4,0,139
UCL115033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,0,0,0,0,0,9,0,0,0,6,0,0,4,16,0,0,11,0,0,23,42,0,0,12,0,0,52,33,0,0,10,0,0,43,25,0,0,4,0,0,27,8,0,0,0,0,0,8,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,125,0,0,46,3,0,179
UCL115034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,4,12,0,0,0,0,0,12,26,0,0,5,0,0,36,20,0,0,3,0,0,21,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,64,0,0,12,0,0,76
UCL115035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,6,7,0,0,7,0,0,6,4,0,0,9,0,0,9,21,0,0,9,0,0,24,84,6,0,16,0,0,113,134,0,0,22,0,0,163,37,0,0,5,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,4,0,0,14,298,6,0,63,10,0,377
UCL115036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,8,0,0,0,0,0,0,6,4,0,0,4,0,0,16,28,0,0,10,0,0,42,104,0,0,15,0,0,122,48,0,0,5,0,0,52,14,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,7,198,4,4,50,7,0,261
UCL115037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,0,0,3,0,0,11,8,0,0,8,0,0,10,7,0,0,4,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,13,0,0,41
UCL115038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,4,0,0,14,21,4,0,16,3,0,42,3,0,0,12,0,0,19,20,0,0,16,0,0,39,20,0,0,4,3,0,30,6,0,0,3,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,73,14,0,60,10,0,157
UCL115039,0,5,13,0,16,0,29,4,9,0,0,17,0,30,12,17,6,7,26,0,64,20,10,10,11,24,0,82,16,9,0,14,8,0,51,41,5,3,14,4,0,68,47,0,0,11,9,0,69,8,0,0,9,0,0,14,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,7,7,0,21,155,61,27,81,106,5,434
UCL115040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,3,0,0,7,0,0,9,28,0,0,0,0,0,30,27,0,0,4,0,0,30,4,0,0,0,0,0,5,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,0,4,23,4,0,99
UCL115041,0,7,0,0,5,0,13,0,5,0,0,5,0,9,6,13,0,5,0,0,30,13,23,14,16,3,9,80,29,7,0,20,0,0,53,18,5,0,24,0,0,58,14,0,0,13,7,0,32,7,0,0,3,5,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,8,9,20,89,66,20,88,42,9,309
UCL115042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,4,0,14,5,0,0,6,0,0,9,7,0,0,10,0,0,15,15,0,0,10,0,0,24,28,0,0,10,3,0,36,16,0,0,3,0,0,21,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,69,6,8,40,11,0,136
UCL115043,0,0,0,0,0,0,3,0,6,0,0,0,0,9,7,7,4,7,0,0,29,27,15,3,17,3,0,61,27,7,0,19,0,0,55,43,0,0,22,4,0,69,19,0,0,9,6,0,33,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,11,119,40,11,78,14,6,274
UCL115044,0,8,0,0,11,0,18,0,8,0,0,12,0,15,0,8,4,11,0,0,22,24,25,12,19,9,0,94,14,10,0,16,0,0,49,18,11,3,25,3,0,67,0,0,0,11,0,0,17,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,8,60,75,25,94,35,5,295
UCL115045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,10,0,0,0,0,0,0,0,3,0,0,8,0,0,11,11,0,0,16,3,0,29,12,0,0,5,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,30,4,3,29,3,0,77
UCL115046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,6,0,0,0,4,0,0,3,0,0,0,0,0,0,3,0,0,3,0,0,0,8,4,0,0,8,0,0,16,33,0,0,5,0,0,44,36,0,0,6,0,0,42,15,0,0,0,0,0,20,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,0,3,40,5,0,149
UCL115047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,3,0,0,10,4,6,5,6,3,0,18,0,0,0,4,0,0,9,18,5,4,13,0,0,38,37,0,0,14,0,0,49,19,0,0,8,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,6,89,13,9,47,7,0,164
UCL115048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,8,8,0,3,5,0,0,12,0,0,0,13,0,0,22,12,0,3,14,5,0,34,61,0,0,25,3,0,87,87,0,0,28,3,0,120,38,0,0,8,0,0,40,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,11,0,6,20,206,7,19,106,12,6,349
UCL115049,0,0,0,0,0,0,0,0,0,0,5,0,0,4,0,5,4,0,0,0,8,3,3,0,6,0,0,21,4,0,0,0,0,0,10,13,3,0,4,0,0,20,17,0,0,0,0,0,21,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,9,46,14,3,27,0,0,90
UCL115050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,4,0,0,4,16,0,0,9,0,0,17,36,0,0,9,0,0,41,39,0,0,0,0,0,36,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,92,4,0,16,0,0,115
UCL115051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,9,11,0,3,5,0,0,17,5,0,0,7,0,0,10,12,0,0,7,0,0,18,24,0,0,6,0,0,35,37,0,0,9,0,0,47,15,0,0,8,0,0,19,4,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,91,9,5,48,0,3,158
UCL115052,0,0,0,0,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,0,0,3,0,0,17,4,0,0,0,3,0,11,26,0,0,3,0,0,41,18,4,0,19,3,0,44,25,0,0,8,0,0,33,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,96,6,3,41,12,0,160
UCL115053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,6,0,0,18,0,0,0,3,0,0,9,16,0,0,8,0,0,22,29,0,0,10,0,0,43,14,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,9,0,29,6,0,101
UCL115054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,4,0,0,10,0,0,0,4,0,0,4,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,16,0,0,12,0,0,22
UCL115055,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,5,0,0,8,3,12,5,9,0,0,23,3,0,0,7,0,0,16,20,3,0,9,0,0,39,32,0,3,20,0,0,60,60,0,0,11,0,0,71,6,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,0,9,134,19,7,58,7,0,235
UCL115056,0,3,0,0,0,0,5,0,0,0,0,0,0,3,4,26,0,4,0,0,35,8,16,0,6,5,0,47,24,8,0,6,0,0,37,46,14,6,9,0,0,74,44,8,0,22,3,0,79,59,5,0,11,0,4,76,16,0,0,8,0,0,20,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,0,3,0,3,23,204,93,11,78,12,8,406
UCL115057,0,0,0,4,0,0,4,0,0,0,0,3,0,3,0,4,0,7,0,0,11,12,6,18,7,0,0,43,7,0,3,3,3,0,20,38,0,4,12,4,0,62,79,6,5,29,0,0,114,91,0,3,25,4,0,129,44,0,0,0,0,0,48,16,0,0,0,0,0,22,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,3,6,304,17,26,98,17,7,467
UCL115058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,10,0,14,0,0,4,0,0,0,5,3,0,0,6,0,0,10,5,0,7,4,0,0,12,7,5,0,4,0,0,21,51,0,0,10,0,0,64,26,0,0,0,0,0,25,8,0,0,4,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,107,11,12,30,6,0,161
UCL115059,0,0,0,5,0,0,8,0,0,0,0,0,0,9,25,4,0,15,8,0,52,11,0,3,20,0,0,37,21,0,4,15,0,0,30,14,0,3,4,0,0,29,6,0,0,5,5,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,86,8,7,61,15,3,177
