UCL_CODE_2021,M_AgriForestFish_PD,M_AgriForestFish_GD_GC,M_AgriForestFish_BD,M_AgriForestFish_AdD_D,M_AgriForestFish_Cert,M_AgriForestFish_ID_NS,M_AgriForestFish_ToT,M_Min_PD,M_Min_GD_GC,M_Min_BD,M_Min_AdD_D,M_Min_Cert,M_Min_ID_NS,M_Min_ToT,M_Mnfg_PD,M_Mnfg_GD_GC,M_Mnfg_BD,M_Mnfg_AdD_D,M_Mnfg_Cert,M_Mnfg_ID_NS,M_Mnfg_ToT,M_EGW_WS_PD,M_EGW_WS_GD_GC,M_EGW_WS_BD,M_EGW_WS_AdD_D,M_EGW_WS_Cert,M_EGW_WS_ID_NS,M_EGW_WS_ToT,M_Cnstn_PD,M_Cnstn_GD_GC,M_Cnstn_BD,M_Cnstn_AdD_D,M_Cnstn_Cert,M_Cnstn_ID_NS,M_Cnstn_ToT,M_WTrade_PD,M_WTrade_GD_GC,M_WTrade_BD,M_WTrade_AdD_D,M_WTrade_Cert,M_WTrade_ID_NS,M_WTrade_ToT,M_RTrade_PD,M_RTrade_GD_GC,M_RTrade_BD,M_RTrade_AdD_D,M_RTrade_Cert,M_RTrade_ID_NS,M_RTrade_ToT,M_AccomFoodS_PD,M_AccomFoodS_GD_GC,M_AccomFoodS_BD,M_AccomFoodS_AdD_D,M_AccomFoodS_Cert,M_AccomFoodS_ID_NS,M_AccomFoodS_ToT,M_TransPostWhse_PD,M_TransPostWhse_GD_GC,M_TransPostWhse_BD,M_TransPostWhse_AdD_D,M_TransPostWhse_Cert,M_TransPostWhse_ID_NS,M_TransPostWhse_ToT,M_InfoMedTelecom_PD,M_InfoMedTelecom_GD_GC,M_InfoMedTelecom_BD,M_InfoMedTelecom_AdD_D,M_InfoMedTelecom_Cert,M_InfoMedTelecom_ID_NS,M_InfoMedTelecom_ToT,M_FinInsurS_PD,M_FinInsurS_GD_GC,M_FinInsurS_BD,M_FinInsurS_AdD_D,M_FinInsurS_Cert,M_FinInsurS_ID_NS,M_FinInsurS_ToT,M_RentHirREserv_PD,M_RentHirREserv_GD_GC,M_RentHirREserv_BD,M_RentHirREserv_AdD_D,M_RentHirREserv_Cert,M_RentHirREserv_ID_NS,M_RentHirREserv_ToT,M_ProScieTechServ_PD,M_ProScieTechServ_GD_GC,M_ProScieTechServ_BD,M_ProScieTechServ_AdD_D,M_ProScieTechServ_Cert,M_ProScieTechServ_ID_NS,M_ProScieTechServ_ToT,M_AdminSupServ_PD,M_AdminSupServ_GD_GC,M_AdminSupServ_BD,M_AdminSupServ_AdD_D,M_AdminSupServ_Cert,M_AdminSupServ_ID_NS,M_AdminSupServ_ToT,M_PubAdmiSafety_PD,M_PubAdmiSafety_GD_GC,M_PubAdmiSafety_BD,M_PubAdmiSafety_AdD_D,M_PubAdmiSafety_Cert,M_PubAdmiSafety_ID_NS,M_PubAdmiSafety_ToT,M_EducTrain_PD,M_EducTrain_GD_GC,M_EducTrain_BD,M_EducTrain_AdD_D,M_EducTrain_Cert,M_EducTrain_ID_NS,M_EducTrain_ToT,M_HealthCareSocA_PD,M_HealthCareSocA_GD_GC,M_HealthCareSocA_BD,M_HealthCareSocA_AdD_D,M_HealthCareSocA_Cert,M_HealthCareSocA_ID_NS,M_HealthCareSocA_ToT,M_ArtRecServ_PD,M_ArtRecServ_GD_GC,M_ArtRecServ_BD,M_ArtRecServ_AdD_D,M_ArtRecServ_Cert,M_ArtRecServ_ID_NS,M_ArtRecServ_ToT,M_OthServ_PD,M_OthServ_GD_GC,M_OthServ_BD,M_OthServ_AdD_D,M_OthServ_Cert,M_OthServ_ID_NS,M_OthServ_ToT,M_ID_NS_PD,M_ID_NS_GD_GC,M_ID_NS_BD,M_ID_NS_AdD_D,M_ID_NS_Cert,M_ID_NS_ID_NS,M_ID_NS_ToT,M_ToT_PD,M_ToT_GD_GC,M_ToT_BD,M_ToT_AdD_D,M_ToT_Cert,M_ToT_ID_NS,M_ToT_ToT,F_AgriForestFish_PD,F_AgriForestFish_GD_GC,F_AgriForestFish_BD,F_AgriForestFish_AdD_D,F_AgriForestFish_Cert,F_AgriForestFish_ID_NS,F_AgriForestFish_ToT,F_Min_PD,F_Min_GD_GC,F_Min_BD,F_Min_AdD_D,F_Min_Cert,F_Min_ID_NS,F_Min_ToT,F_Mnfg_PD,F_Mnfg_GD_GC,F_Mnfg_BD,F_Mnfg_AdD_D,F_Mnfg_Cert,F_Mnfg_ID_NS,F_Mnfg_ToT,F_EGW_WS_PD,F_EGW_WS_GD_GC,F_EGW_WS_BD,F_EGW_WS_AdD_D,F_EGW_WS_Cert,F_EGW_WS_ID_NS,F_EGW_WS_ToT,F_Cnstn_PD,F_Cnstn_GD_GC,F_Cnstn_BD,F_Cnstn_AdD_D,F_Cnstn_Cert,F_Cnstn_ID_NS,F_Cnstn_ToT,F_WTrade_PD,F_WTrade_GD_GC,F_WTrade_BD,F_WTrade_AdD_D,F_WTrade_Cert,F_WTrade_ID_NS,F_WTrade_ToT,F_RTrade_PD,F_RTrade_GD_GC,F_RTrade_BD,F_RTrade_AdD_D,F_RTrade_Cert,F_RTrade_ID_NS,F_RTrade_ToT,F_AccomFoodS_PD,F_AccomFoodS_GD_GC,F_AccomFoodS_BD,F_AccomFoodS_AdD_D
UCL115026,0,0,3,0,5,0,5,0,0,0,0,13,0,12,0,0,0,0,3,0,5,0,0,0,0,0,0,6,0,0,3,0,29,0,36,0,0,0,0,0,0,0,3,0,4,0,9,0,11,0,0,3,6,11,0,17,0,0,3,3,4,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,0,4,0,16,0,0,0,0,0,0,6,4,0,4,6,8,0,27,9,0,6,0,0,0,16,0,0,4,0,0,0,7,0,0,0,4,0,0,4,0,0,0,0,7,0,13,0,0,0,0,4,0,9,15,13,44,21,96,4,199,4,0,0,0,0,0,3,0,0,0,4,3,0,6,0,0,3,0,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,17,0,0,11,3
UCL115027,0,0,0,0,3,0,6,0,0,12,11,138,0,163,0,0,3,8,25,0,43,0,0,0,4,13,0,17,0,0,3,5,50,3,55,0,0,0,3,25,0,30,0,0,3,0,6,0,13,0,0,3,3,12,0,17,0,0,0,0,12,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,4,0,4,0,0,0,4,4,0,12,0,0,0,0,19,0,17,0,0,5,6,13,0,20,0,0,10,3,0,0,15,0,0,0,0,3,0,8,0,0,0,0,3,0,3,0,0,0,0,37,0,36,0,0,0,0,13,5,14,0,0,41,51,388,9,495,0,0,0,0,0,0,0,4,3,4,6,14,0,25,0,0,3,0,6,0,19,0,0,0,0,0,0,0,0,0,0,4,4,0,17,0,0,0,3,9,0,16,0,0,7,10,17,0,26,0,0,0,4
UCL115028,6,0,3,0,4,0,11,0,0,0,0,0,0,5,0,0,3,0,3,0,10,0,0,0,6,4,0,8,0,0,11,10,77,0,103,0,0,0,0,0,0,0,0,0,4,0,11,0,19,0,0,3,0,13,0,17,0,0,0,3,7,0,8,0,0,0,0,4,0,4,0,0,4,0,0,0,4,0,0,0,0,0,0,3,4,0,7,4,3,0,22,0,0,5,0,3,0,12,3,0,11,3,14,0,32,11,9,22,0,7,0,43,5,10,9,5,11,0,43,0,0,0,0,5,0,7,0,0,0,0,10,0,14,0,0,8,0,9,0,16,34,11,98,47,180,6,378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,3,5,6,15,0,0,0,0,0,0,6,0,0,8,0,10,5,23,0,3,0,6
UCL115029,0,0,3,0,4,0,6,0,0,0,0,0,0,0,0,0,6,0,14,0,12,0,0,5,0,0,0,4,0,0,4,4,33,0,41,0,0,0,0,0,0,0,0,0,4,5,7,0,17,0,0,13,5,9,0,33,0,0,0,0,6,3,17,0,0,3,4,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,12,0,0,0,23,0,0,0,0,7,0,7,0,0,0,0,12,0,13,0,0,16,0,3,0,20,3,0,8,3,9,0,22,0,0,0,0,0,0,4,0,0,0,0,5,0,7,0,0,3,0,10,0,13,18,5,75,28,109,5,245,0,0,4,0,3,0,4,0,0,0,0,0,0,0,0,0,3,5,5,0,12,0,0,0,0,0,0,0,0,0,0,0,9,0,9,0,0,0,0,0,0,0,5,0,5,14,18,0,34,0,0,9,7
UCL115030,0,0,0,0,7,0,6,0,0,0,0,0,0,0,0,0,0,0,8,0,8,0,0,0,0,0,0,0,0,0,0,0,10,0,9,0,0,0,0,0,0,0,0,0,0,0,6,0,11,0,0,0,0,12,0,10,0,0,0,5,7,3,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,3,0,0,0,9,0,0,0,4,4,0,8,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,4,5,7,4,0,10,13,68,6,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,3,8,3,13,0,0,3,5
UCL115031,0,0,0,0,8,0,12,0,0,0,0,3,0,10,3,0,4,0,20,0,33,0,0,0,0,3,0,4,0,0,4,8,52,0,67,0,0,0,0,0,0,6,0,0,0,0,11,0,11,0,0,4,3,9,3,18,0,0,0,0,4,0,10,0,0,0,0,0,0,6,0,0,0,0,0,0,3,0,0,0,4,3,0,5,9,3,18,0,12,0,46,0,0,5,0,10,0,17,0,4,6,3,7,0,25,4,5,6,0,0,0,18,3,0,14,9,5,0,31,3,0,4,0,0,0,3,3,0,0,0,8,0,16,0,0,0,0,3,3,10,45,19,71,44,167,16,353,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,4,7,0,12,0,0,0,4,3,0,7,4,0,13,4,10,0,30,0,0,7,10
UCL115032,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,10,0,15,0,0,0,0,3,0,5,0,0,7,3,60,0,65,0,0,4,0,0,0,7,0,0,6,4,0,0,11,0,0,0,3,5,0,7,0,0,0,5,11,0,20,0,0,4,6,0,0,9,6,0,5,3,0,0,11,0,0,4,4,0,0,12,11,0,21,6,4,0,44,0,0,0,4,6,0,12,11,0,5,7,9,0,32,12,0,13,5,8,0,32,4,0,6,3,7,0,25,0,0,4,0,5,6,10,0,0,0,0,11,0,11,0,0,3,3,4,0,13,42,4,96,56,154,5,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,9,0,0,0,0,0,0,0,0,3,0,3,3,0,12,0,0,0,0,0,0,6,0,0,5,9,6,0,23,0,0,0,6
UCL115033,0,0,0,0,5,0,9,0,0,0,0,3,0,3,0,0,0,8,30,0,43,0,0,0,3,9,0,11,0,0,0,20,145,4,169,0,0,4,3,5,0,13,0,0,4,7,10,0,24,0,0,0,5,9,0,22,3,0,0,9,12,0,22,0,0,0,6,9,0,17,6,0,6,4,7,0,12,0,0,0,0,0,0,3,21,4,27,21,18,0,102,3,0,0,0,5,0,12,55,18,45,67,35,7,232,8,4,6,4,4,0,29,4,0,6,0,8,0,21,0,0,0,4,5,0,7,7,0,8,3,32,0,42,0,0,5,0,12,4,26,108,25,126,157,356,26,805,0,0,0,3,5,0,10,0,0,0,0,0,0,0,0,0,6,4,4,0,21,0,0,0,0,5,0,3,0,0,6,10,8,0,20,0,0,0,4,5,0,5,0,0,7,8,5,0,23,0,0,0,7
UCL115034,0,0,0,0,3,0,3,0,0,0,5,11,0,15,0,0,0,3,28,0,40,0,0,0,3,6,0,3,0,0,0,3,74,3,80,0,0,0,0,7,0,5,0,0,0,4,6,0,8,0,0,0,0,4,0,4,0,0,0,6,19,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,9,0,8,0,0,0,0,12,0,12,0,0,0,0,9,0,17,6,0,6,0,0,0,9,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,14,0,18,0,0,0,0,18,3,21,9,0,16,21,221,10,276,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,11,0,0,5,0,0,0,5,0,0,3,0,3,0,4,0,0,0,3,0,0,0,0,0,3,6,21,0,29,0,0,0,5
UCL115035,0,0,0,3,4,0,11,0,0,0,0,14,0,21,0,0,3,8,39,5,52,0,0,0,4,9,0,16,0,0,3,5,108,0,117,0,0,0,7,18,0,25,4,0,4,5,32,0,42,0,0,4,3,10,0,20,0,0,0,0,28,0,30,0,0,0,0,4,0,3,0,0,0,3,5,0,11,0,0,0,0,13,0,13,0,0,10,4,10,0,24,0,0,0,3,9,0,14,0,3,13,18,29,0,66,12,0,33,7,10,0,65,9,0,15,10,16,0,48,0,0,0,6,0,0,5,5,0,3,5,28,0,39,0,0,0,0,9,0,14,32,16,102,93,402,12,645,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,6,6,12,0,19,0,0,0,6,0,0,6,0,0,0,3,6,0,12,0,0,0,0,0,0,8,0,0,5,5,36,0,50,0,0,0,3
UCL115036,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,19,0,26,0,0,0,0,4,0,10,0,0,10,14,70,0,89,0,0,0,0,7,0,7,0,0,5,0,13,0,21,0,0,3,3,7,0,11,0,0,0,4,10,0,16,0,0,0,0,0,0,0,0,0,6,0,0,0,13,0,0,0,0,5,0,5,0,4,20,5,6,0,32,0,0,4,0,18,0,26,6,0,20,22,39,0,99,0,7,4,0,6,0,14,8,5,14,7,13,0,33,0,0,0,0,0,0,0,0,0,4,3,8,0,10,0,0,0,4,12,0,15,23,16,90,64,244,4,437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,9,7,0,0,7,28,0,41,0,0,0,5
UCL115037,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,13,0,24,0,0,0,0,3,0,0,0,0,3,3,30,0,42,0,0,0,0,5,0,5,0,0,0,0,6,0,14,0,0,0,0,0,0,4,0,0,3,3,10,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3,3,3,10,7,6,0,23,0,0,0,0,0,0,0,8,0,12,15,10,0,47,7,5,9,6,4,0,29,0,0,6,6,3,0,16,0,0,0,0,4,0,4,0,0,0,0,6,0,6,0,0,0,0,3,0,9,26,7,50,40,107,6,229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,7,0,18,0,0,0,0
UCL115038,0,0,0,0,11,5,14,0,0,0,0,5,0,8,0,0,0,0,17,0,17,0,0,0,0,4,0,7,0,0,0,0,14,0,21,0,0,0,0,0,0,0,0,0,0,3,5,0,7,0,0,4,0,0,0,3,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,6,0,0,0,0,3,0,3,0,0,4,0,3,0,8,0,0,6,0,3,0,7,0,0,3,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,12,0,12,0,0,0,0,5,0,8,4,0,22,7,98,7,143,0,0,0,0,3,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,5,3,17,0,0,0,0
UCL115039,0,0,0,0,4,5,12,13,6,30,16,189,8,258,0,0,0,0,14,0,16,0,0,0,0,8,0,11,0,0,0,0,39,0,35,0,0,0,0,10,0,12,0,0,0,0,9,0,13,0,0,0,10,4,0,12,0,0,0,0,12,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,0,5,3,0,9,13,12,5,38,0,0,16,0,4,0,19,0,0,8,4,4,0,13,0,0,0,0,0,0,0,0,0,3,0,15,0,20,0,0,0,0,8,6,13,14,9,69,38,342,18,498,0,0,0,0,5,0,9,4,7,15,12,35,0,70,0,0,0,0,3,0,3,0,0,0,0,4,0,6,0,0,0,0,5,0,9,0,0,0,0,0,0,0,0,0,3,4,18,0,28,0,0,7,6
UCL115040,0,0,0,0,7,0,8,0,0,0,0,0,0,4,4,0,5,0,32,0,37,0,0,0,0,0,0,3,0,0,4,7,68,0,74,0,0,0,0,6,0,13,0,0,4,0,10,0,13,0,0,3,3,5,0,7,0,0,0,3,14,0,20,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,9,0,13,0,0,0,4,8,0,10,0,0,6,4,7,0,22,0,0,4,4,3,0,12,4,0,0,0,4,0,13,0,0,0,0,0,0,0,0,0,0,0,18,0,25,0,0,0,0,12,0,12,13,6,29,29,210,7,291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,0,12,0,0,0,0,0,0,0,0,0,0,0,7,0,10,0,0,0,3,0,0,5,0,0,0,0,12,0,17,0,0,0,7
UCL115041,0,0,0,0,15,6,17,0,0,4,3,20,3,32,6,0,4,0,27,0,36,0,0,0,0,6,0,5,0,0,0,0,29,5,34,0,0,4,0,4,0,9,5,0,8,0,4,0,17,0,0,0,0,5,0,8,0,0,0,0,10,3,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,3,4,0,7,7,18,3,41,0,4,7,0,0,0,17,4,0,5,0,4,0,13,0,0,0,0,0,0,0,0,0,0,0,15,0,19,0,0,3,0,13,0,21,15,3,40,24,173,20,289,0,0,0,0,6,0,8,0,0,0,0,3,0,4,0,0,0,3,7,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,4,0,0,3,6,10,0,22,0,0,0,0
UCL115042,0,0,0,0,15,0,14,0,0,0,0,0,0,4,0,0,4,3,10,0,21,0,0,0,5,6,0,3,0,0,0,0,34,0,41,0,0,0,0,10,0,16,4,0,0,0,0,0,4,0,0,0,0,4,0,9,0,0,0,3,15,3,18,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,4,0,0,6,0,0,3,0,0,0,9,0,0,0,0,0,0,4,5,0,6,8,16,0,30,4,7,3,0,5,0,18,0,0,3,7,9,0,22,0,0,0,0,0,0,0,0,0,0,0,6,0,7,0,0,0,0,3,3,14,14,9,31,33,137,13,228,0,0,0,0,5,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,0,0,0,8,0,12,0,0,0,7
UCL115043,0,0,0,0,14,0,21,0,0,0,0,0,0,0,0,0,0,0,8,0,13,0,0,0,0,8,0,8,0,0,0,0,18,0,20,0,0,0,0,5,0,4,0,0,0,0,18,0,22,0,0,0,3,8,0,9,0,0,0,0,11,0,13,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,5,3,0,4,7,25,0,40,5,4,3,0,5,0,21,4,0,8,0,3,0,14,0,0,0,0,0,0,6,3,0,0,0,9,4,14,0,0,0,0,8,0,8,16,4,30,24,146,8,227,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,0,0,0,0,0,0,0,0,0,3,0,11,0,16,0,0,6,0
UCL115044,0,0,3,3,11,7,25,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,6,0,0,0,0,25,0,26,0,0,0,0,4,0,3,0,0,0,3,8,0,10,0,0,5,0,5,0,7,0,0,0,0,5,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,3,0,0,0,0,4,0,4,0,0,4,4,17,0,29,0,0,9,0,9,0,20,0,0,9,7,5,0,14,0,0,0,0,0,0,0,0,0,0,0,18,0,18,0,0,0,0,11,4,10,12,3,32,17,122,11,192,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,0,5,0,0,3,0,8,0,14,0,0,0,0
UCL115045,0,0,0,0,4,0,12,0,0,0,0,5,0,5,0,0,0,0,7,0,7,0,0,0,0,0,0,0,0,0,0,0,17,0,22,0,0,0,0,3,0,3,0,0,0,0,7,0,5,0,0,0,0,0,0,0,5,0,0,0,3,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,6,5,0,13,0,0,0,0,0,0,8,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,10,0,7,3,0,5,12,78,7,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,3,0,8,0,0,0,0
UCL115046,0,0,5,3,9,3,20,0,0,0,0,0,0,0,0,0,0,6,6,0,13,0,0,0,0,6,0,5,0,0,0,3,55,3,61,0,0,0,0,0,0,0,0,0,4,0,5,0,13,0,0,0,0,13,0,18,0,0,4,4,4,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,8,0,0,0,9,0,0,4,0,0,0,3,0,0,9,5,6,0,21,0,3,5,4,5,0,19,0,0,14,3,12,3,29,0,0,0,0,0,0,0,0,0,0,0,4,0,10,0,0,0,0,4,4,5,9,8,56,29,139,14,251,0,0,3,6,4,6,21,0,0,0,0,0,0,0,0,0,0,4,0,0,7,0,0,0,0,3,0,3,0,0,0,4,10,0,7,0,0,0,0,3,0,3,0,0,0,4,9,0,21,0,0,0,7
UCL115047,0,0,0,3,16,3,26,0,0,0,0,6,0,3,0,0,0,0,10,0,10,0,0,0,0,6,0,10,0,0,0,0,41,0,44,0,0,0,0,3,0,6,0,0,0,0,4,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,0,0,14,0,0,0,0,3,0,3,6,0,0,12,24,0,47,0,0,7,0,3,0,17,3,0,3,0,3,0,15,0,0,0,0,0,0,4,0,0,0,0,18,0,17,0,0,0,0,3,0,3,8,5,21,30,152,10,222,0,0,0,0,4,0,5,0,0,0,0,0,0,0,0,0,0,0,3,0,8,0,0,0,0,0,0,4,0,0,0,0,4,0,5,0,0,0,0,0,0,4,0,0,0,7,7,0,21,0,0,0,0
UCL115048,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,32,0,34,0,0,0,0,6,0,8,0,0,4,10,109,0,121,0,0,0,0,6,0,6,0,0,3,0,10,0,16,0,0,0,0,11,0,17,0,0,3,0,4,0,11,0,0,5,0,0,0,6,0,0,3,0,0,0,6,0,0,4,4,4,0,7,9,0,14,5,8,0,33,0,0,3,4,16,0,25,5,5,13,16,26,0,64,8,6,15,0,4,0,36,5,0,7,7,7,0,22,0,0,0,0,5,0,5,0,0,7,3,13,0,23,0,0,3,0,12,0,21,31,10,79,64,281,3,466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,7,0,0,0,0,0,0,0,0,0,0,0,9,0,12,0,0,0,0,4,0,7,5,0,0,9,18,5,36,0,0,3,4
UCL115049,0,0,0,0,5,0,17,0,0,0,0,0,0,0,0,0,0,0,15,0,17,0,0,0,0,0,0,0,0,0,0,0,13,0,15,0,0,4,0,0,0,0,0,0,0,0,4,0,5,0,0,0,0,4,0,4,0,0,4,0,9,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,4,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,8,3,0,0,8,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,4,0,12,0,0,0,0,6,0,6,0,0,20,13,78,3,118,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,4,0,12,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,3,0,7,0,15,0,0,0,0
UCL115050,0,0,0,0,0,0,4,0,0,0,0,4,0,5,0,0,6,0,23,0,29,0,0,5,0,6,0,7,0,0,3,5,55,0,62,0,0,5,0,0,0,5,6,0,3,4,14,3,26,0,0,0,0,10,4,18,0,0,6,0,8,0,12,0,0,3,3,0,0,8,0,0,5,3,0,0,3,0,0,0,4,0,0,5,0,0,13,5,3,0,20,0,0,0,0,7,0,11,0,0,4,10,9,0,26,3,0,25,0,0,0,33,8,6,18,9,5,0,36,0,0,0,0,0,0,0,0,0,0,0,19,0,18,0,0,6,0,3,3,14,16,8,94,56,169,18,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,8,6,19,0,29,0,6,3,3
UCL115051,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,10,0,15,0,0,0,0,5,0,6,0,0,5,0,44,0,45,0,0,0,0,0,0,0,0,0,4,0,9,0,13,0,0,0,0,12,0,15,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,5,0,0,3,4,0,0,11,0,0,3,0,0,0,8,6,0,8,8,6,0,21,0,0,9,0,0,0,21,0,4,15,0,4,0,24,0,0,3,6,3,0,10,0,0,0,0,7,0,12,0,0,4,0,8,0,7,8,5,53,22,135,3,228,0,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,3,0,4,0,0,3,8,4,0,15,0,0,4,0
UCL115052,0,0,0,4,15,0,14,0,0,0,11,73,0,87,0,0,0,0,8,0,9,0,0,0,0,12,0,16,0,0,0,0,24,6,23,0,0,0,0,10,0,8,0,0,0,0,7,0,8,0,0,0,0,6,0,6,0,0,0,0,8,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,6,0,0,0,0,5,0,7,3,0,0,0,3,0,10,6,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,8,0,0,0,0,3,3,3,9,4,11,23,174,13,225,0,0,0,4,3,0,7,0,0,4,0,11,0,19,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,4,0,0,3,0,8,0,14,0,0,0,0
