UCL_CODE_2021,CF_no_children_F,CF_no_children_P,CF_ChU15_a_DSs_a_NdCh_F,CF_ChU15_a_DSs_a_NdCh_P,CF_ChU15_a_DSs_a_no_NdCh_F,CF_ChU15_a_DSs_a_no_NdCh_P,CF_ChU15_a_no_DSs_a_NdCh_F,CF_ChU15_a_no_DSs_a_NdCh_P,CF_ChU15_a_no_DSs_a_no_NdCh_F,CF_ChU15_a_no_DSs_a_no_NdCh_P,CF_ChU15_a_Total_F,CF_ChU15_a_Total_P,CF_no_ChU15_a_DSs_a_NdCh_F,CF_no_ChU15_a_DSs_a_NdCh_P,CF_no_ChU15_a_DSs_a_no_NdCh_F,CF_no_ChU15_a_DSs_a_no_NdCh_P,CF_no_ChU15_a_no_DSs_a_NdCh_F,CF_no_ChU15_a_no_DSs_a_NdCh_P,CF_no_ChU15_a_Total_F,CF_no_ChU15_a_Total_P,CF_Total_F,CF_Total_P,OPF_ChU15_a_DSs_a_NdCh_F,OPF_ChU15_a_DSs_a_NdCh_P,OPF_ChU15_a_DSs_a_no_NdCh_F,OPF_ChU15_a_DSs_a_no_NdCh_P,OPF_ChU15_a_no_DSs_a_NdCh_F,OPF_ChU15_a_no_DSs_a_NdCh_P,OPF_ChU15_a_no_DSs_no_NdCh_F,OPF_ChU15_a_no_DSs_no_NdCh_P,OPF_ChU15_a_Total_F,OPF_ChU15_a_Total_P,OPF_no_ChU15_a_DSs_a_NdCh_F,OPF_no_ChU15_a_DSs_a_NdCh_P,OPF_no_ChU15_a_DSs_no_NdCh_F,OPF_no_ChU15_a_DSs_no_NdCh_P,OPF_no_ChU15_no_DSs_a_NdCh_F,OPF_no_ChU15_no_DSs_a_NdCh_P,OPF_no_ChU15_a_Total_F,OPF_no_ChU15_a_Total_P,OPF_Total_F,OPF_Total_P,Other_family_F,Other_family_P,Total_F,Total_P
UCL115029,171,339,0,0,10,54,5,20,77,289,98,364,4,10,10,37,24,73,35,124,128,484,0,0,8,15,0,11,29,70,39,92,4,12,8,19,45,94,62,132,93,225,10,17,404,1064
UCL115030,162,331,0,4,6,25,10,24,32,123,39,182,3,8,3,15,20,64,32,90,73,270,6,10,11,40,7,18,26,67,40,129,0,8,4,7,30,64,34,71,72,208,3,13,314,813
UCL115031,481,970,6,19,23,103,5,20,95,381,129,521,7,36,16,52,40,128,64,220,195,743,0,7,12,28,5,19,30,78,39,136,3,8,14,27,35,73,53,109,94,245,3,9,775,1970
UCL115032,291,579,8,24,23,104,5,16,124,472,154,625,10,40,28,84,44,143,79,275,232,900,0,3,5,26,0,13,25,71,38,116,3,14,8,19,30,64,43,89,82,207,9,17,608,1696
UCL115033,415,829,7,35,55,250,15,77,375,1442,450,1809,30,113,34,113,93,297,154,519,609,2331,0,0,5,21,3,10,58,156,73,182,0,6,7,18,32,80,43,99,114,281,6,14,1144,3456
UCL115034,170,344,4,27,8,53,12,63,133,539,164,677,18,66,18,56,35,129,68,251,232,924,0,0,11,36,6,25,29,70,48,134,0,11,3,14,27,75,40,98,85,231,5,7,491,1509
UCL115035,409,817,12,50,43,193,12,76,280,1105,353,1426,25,96,29,96,72,230,125,421,472,1849,3,9,14,48,6,16,88,253,113,335,10,18,23,52,48,107,72,170,189,508,6,27,1080,3198
UCL115036,487,973,6,48,27,123,8,41,121,471,164,680,20,84,22,73,68,200,110,362,275,1040,0,18,7,20,6,25,50,134,69,200,3,7,10,16,57,123,69,156,136,355,14,33,908,2398
UCL115037,144,280,8,39,25,101,5,19,70,280,102,441,10,35,20,61,42,124,67,223,174,667,0,4,0,11,0,4,19,58,24,73,0,0,0,0,15,31,16,33,39,112,3,5,356,1066
UCL115038,175,350,7,32,11,58,5,18,58,229,79,342,0,10,0,5,22,69,27,90,106,427,3,9,3,13,3,19,28,73,36,116,0,7,3,3,36,69,38,82,74,200,9,7,367,989
UCL115039,312,617,3,14,27,133,14,45,187,713,232,914,4,23,19,43,41,145,67,209,294,1125,3,13,6,15,3,32,68,197,81,250,0,4,9,15,46,97,52,121,139,367,16,38,769,2154
UCL115040,169,332,4,21,18,100,10,47,103,408,136,573,17,72,8,39,41,132,70,246,207,816,0,0,3,5,0,0,21,55,26,71,0,3,6,10,35,78,41,91,64,160,5,3,443,1322
UCL115041,243,481,4,35,18,65,3,20,136,543,163,659,5,15,5,15,43,134,53,161,217,824,0,10,5,27,10,24,60,190,75,251,0,3,13,28,46,101,59,136,134,386,25,49,611,1743
UCL115042,220,439,6,37,11,56,9,50,84,364,115,498,9,34,8,21,33,98,52,154,164,661,0,0,7,27,4,27,40,115,53,173,0,6,9,13,21,53,28,67,85,242,4,8,473,1353
UCL115043,242,492,4,16,8,44,5,19,81,327,97,398,10,47,6,24,32,106,50,171,142,574,7,21,13,39,5,23,58,170,78,250,5,7,12,19,47,105,58,131,140,383,14,28,543,1473
UCL115044,188,391,0,7,11,52,10,41,85,344,106,445,0,16,6,23,31,95,39,133,145,580,5,14,10,36,13,50,93,278,116,379,0,5,3,12,62,134,65,150,181,529,15,32,534,1529
UCL115045,112,222,0,8,8,27,6,38,37,154,53,226,6,5,4,18,28,94,36,122,84,349,0,3,0,10,10,32,19,54,31,99,4,19,0,5,24,54,29,77,64,174,7,10,266,755
UCL115046,200,390,5,27,21,87,3,28,107,419,133,561,5,16,6,25,39,125,54,167,186,727,0,5,3,15,0,9,29,74,33,99,3,9,4,7,30,71,41,86,72,192,8,11,465,1315
UCL115047,283,556,7,29,17,83,10,37,89,370,122,526,8,34,11,26,43,136,65,201,185,731,0,0,8,30,9,24,31,82,50,140,9,21,10,14,41,95,56,130,105,271,7,19,581,1572
UCL115048,542,1094,6,28,28,121,9,42,156,599,197,794,9,40,27,77,64,211,95,319,297,1113,0,0,8,20,6,18,53,158,73,191,7,15,10,13,86,183,91,206,163,402,19,34,1019,2646
UCL115049,121,234,0,16,10,42,5,24,63,245,81,328,0,9,10,23,17,70,29,102,107,430,0,6,6,21,4,12,19,62,33,105,0,0,7,19,22,46,31,67,60,170,3,7,294,834
UCL115050,198,405,5,14,36,150,7,41,178,687,219,900,11,43,14,54,45,151,72,247,294,1143,5,11,5,16,0,7,33,88,41,116,7,21,11,15,18,47,31,79,71,193,9,12,574,1760
UCL115051,340,676,0,0,18,83,9,36,90,361,121,486,6,27,6,28,24,68,33,125,158,610,0,0,4,27,0,3,29,70,36,106,0,5,3,4,35,64,40,76,73,175,0,4,573,1466
UCL115052,171,334,6,25,10,37,5,30,89,350,108,441,8,35,3,16,33,111,50,171,157,605,0,9,3,17,4,16,28,81,40,119,4,10,6,14,34,78,45,100,82,219,5,14,416,1169
UCL115053,153,300,0,4,4,26,3,13,45,175,53,222,0,7,3,13,18,44,20,65,73,283,0,0,3,5,0,8,19,51,24,65,0,0,3,3,20,45,20,50,47,116,3,4,273,706
UCL115054,115,242,4,16,10,61,5,21,73,310,93,411,3,16,22,71,36,131,58,212,154,625,0,0,0,0,0,0,9,26,11,31,3,9,0,4,17,34,22,55,37,81,4,9,310,953
UCL115055,273,536,3,22,19,84,10,42,94,378,123,529,6,35,11,29,53,167,74,235,196,763,0,8,3,16,10,29,48,128,65,180,6,3,4,3,48,102,55,111,118,291,8,18,591,1613
UCL115056,439,869,3,14,28,127,7,43,115,463,157,646,5,5,17,55,56,164,74,232,231,874,0,15,8,28,7,29,69,196,86,273,4,9,5,10,60,130,74,154,161,423,16,28,841,2193
UCL115057,417,829,0,0,23,123,11,46,118,460,152,629,16,53,12,45,43,140,76,240,223,869,0,14,12,33,6,22,51,121,68,193,3,3,10,22,60,124,72,147,142,346,13,17,793,2054
UCL115058,331,651,0,10,15,61,4,17,46,168,61,256,3,4,11,33,28,90,39,135,107,394,3,14,0,3,4,7,22,73,35,92,0,4,0,4,20,51,27,62,58,151,0,8,489,1202
UCL115059,232,459,3,19,21,93,4,29,61,241,87,385,6,29,0,10,18,53,28,95,119,478,0,0,8,32,4,12,33,90,49,132,0,0,4,11,26,50,29,62,75,192,10,19,438,1150
UCL115060,173,342,3,35,25,112,8,47,186,729,227,927,3,23,10,45,42,132,58,200,286,1122,0,3,10,42,6,26,65,184,80,255,8,20,7,12,31,62,40,95,121,351,7,10,584,1824
UCL115061,137,284,0,24,3,14,6,42,45,165,52,238,0,4,11,23,20,68,33,99,85,336,0,9,6,20,0,12,36,101,43,138,0,9,5,17,20,56,32,72,72,207,9,9,301,838
UCL115062,142,285,3,18,20,83,7,29,100,397,122,524,8,43,4,24,45,154,60,220,184,739,3,7,5,10,0,0,16,31,21,58,4,3,0,0,28,59,25,66,43,121,5,7,377,1161
UCL115063,108,223,3,17,21,95,4,12,100,384,127,508,14,63,9,35,31,102,58,198,184,710,0,5,0,0,3,6,11,32,15,43,0,5,11,22,17,33,27,62,42,107,0,5,342,1041
UCL115064,561,1120,6,25,63,278,10,55,281,1147,363,1512,26,113,51,176,104,321,178,614,543,2126,0,5,10,35,5,14,48,126,60,180,0,9,12,27,56,126,75,162,139,341,11,19,1252,3605
UCL115065,267,535,3,14,17,72,3,29,83,324,108,443,7,22,9,19,22,84,40,125,148,568,3,15,14,42,8,35,90,253,108,334,8,28,6,16,51,115,71,158,177,495,12,29,605,1623
UCL115066,266,549,6,33,33,153,16,74,209,845,265,1100,16,73,15,45,75,238,107,356,370,1456,3,15,9,33,6,17,31,87,51,155,7,12,5,13,38,98,50,123,101,273,0,5,737,2290
UCL115067,349,703,3,15,16,68,4,23,83,346,110,450,7,20,7,23,47,157,62,204,168,650,4,21,9,26,6,14,57,163,77,231,3,9,9,22,44,101,59,133,128,363,10,24,662,1745
UCL115068,219,429,4,28,8,29,5,16,44,177,64,258,0,6,8,20,34,98,38,119,101,375,0,0,4,13,0,0,13,31,16,45,0,3,4,13,16,44,26,56,43,106,3,8,366,919
UCL115069,288,569,3,20,15,80,5,22,77,315,99,431,0,0,20,51,28,81,40,130,146,564,0,4,4,15,3,5,20,61,34,96,10,22,8,7,45,96,52,127,89,217,19,38,535,1387
UCL115070,298,601,3,29,36,183,28,134,271,1020,342,1362,24,93,12,50,63,205,99,349,442,1708,3,33,7,28,15,42,58,159,80,260,9,16,5,16,41,97,49,122,134,380,7,10,878,2704
UCL115071,223,443,6,51,18,73,12,48,114,439,149,607,4,14,6,19,36,106,44,142,195,753,0,0,10,43,11,23,49,140,71,205,5,11,5,14,40,76,45,96,112,305,11,16,537,1523
UCL115072,342,680,4,15,26,123,9,46,102,415,135,592,8,33,14,44,49,159,71,239,207,832,0,0,3,16,6,6,23,62,31,80,0,8,0,0,14,36,19,42,47,128,3,9,602,1653
UCL115073,217,442,4,31,11,72,0,17,96,383,118,510,8,30,15,38,31,91,53,171,168,677,0,7,3,12,0,7,26,77,31,97,0,3,7,13,28,75,35,89,73,185,12,32,478,1331
UCL115074,195,397,3,32,20,109,6,32,78,315,112,489,0,8,11,32,28,92,40,134,153,627,0,9,0,17,6,22,37,115,46,164,0,0,6,8,27,53,31,63,80,227,14,30,440,1273
UCL115075,242,482,0,8,8,22,0,4,34,121,35,152,5,17,5,35,21,65,31,112,68,260,0,0,0,5,5,8,13,47,21,60,0,5,3,5,10,21,12,31,33,87,3,7,344,837
UCL115076,235,465,0,21,14,62,3,17,78,326,102,429,3,11,11,26,30,98,44,134,140,566,0,0,0,7,3,8,36,104,33,115,5,20,7,21,42,84,51,121,85,235,11,16,473,1287
UCL115077,740,1478,6,26,7,39,5,18,80,309,100,392,6,17,12,29,53,165,69,211,170,610,0,7,4,31,5,16,47,115,55,165,0,7,10,13,63,130,72,154,130,319,18,33,1053,2439
UCL115078,258,505,4,14,0,13,0,8,41,146,42,186,0,0,4,18,22,79,27,96,77,277,3,7,6,6,0,0,19,48,24,63,0,6,9,15,21,43,31,61,51,124,7,22,395,929
UCL115079,274,543,0,0,14,56,4,18,102,383,113,453,10,28,8,30,34,114,51,179,166,629,3,9,8,20,4,10,37,111,52,148,5,17,7,11,46,99,60,123,110,271,7,16,560,1456
UCL115080,207,428,7,36,21,104,9,47,190,724,227,908,13,48,14,53,48,154,78,262,306,1171,0,6,6,25,5,16,50,144,64,196,3,10,4,10,42,101,56,116,117,317,7,17,637,1926
UCL115081,121,239,0,3,5,27,6,25,60,217,70,268,0,13,3,8,8,34,14,45,83,316,0,0,0,5,4,8,28,76,28,84,6,3,5,4,13,32,26,47,55,127,4,6,263,697
UCL115082,168,324,5,20,5,18,0,8,48,188,54,233,3,13,10,20,19,52,28,86,81,323,4,12,5,14,0,5,21,54,27,88,7,10,6,10,15,37,26,59,58,146,4,10,306,795
UCL115083,409,807,6,20,30,125,4,28,145,589,181,761,11,48,9,37,45,132,69,204,253,971,3,7,10,23,4,7,33,86,48,128,5,8,6,22,43,90,57,119,101,246,7,14,763,2038
UCL115084,333,664,0,0,5,41,4,12,43,146,52,202,4,15,3,19,24,83,37,115,88,316,0,6,0,10,5,9,40,114,42,133,0,3,4,4,33,65,31,75,79,208,11,26,514,1205
UCL115085,167,332,0,3,13,56,11,52,83,330,106,450,15,57,14,40,30,93,55,190,164,641,0,4,0,6,0,0,8,16,5,19,3,3,0,0,21,36,17,38,29,64,7,18,360,1045
UCL115086,205,408,0,3,15,65,4,8,99,371,116,451,10,26,13,46,23,69,45,143,162,594,0,5,4,18,0,4,27,71,38,99,6,8,16,32,19,36,36,79,76,178,5,12,451,1191
UCL115087,123,245,0,21,24,137,0,4,96,385,119,552,13,44,9,25,23,78,43,143,163,695,0,6,4,25,0,10,21,58,28,92,3,5,4,4,21,46,28,65,55,156,0,4,340,1100
UCL115088,240,477,5,26,7,41,5,10,97,385,113,474,9,19,7,29,22,74,35,120,155,593,0,0,6,16,0,4,28,83,38,106,4,11,0,9,15,42,28,60,66,167,10,13,463,1252
UCL115089,435,874,14,75,34,169,17,64,200,790,264,1098,8,32,21,73,84,274,113,371,373,1470,0,5,12,47,9,29,110,320,138,404,8,18,17,32,55,123,77,173,209,571,18,35,1043,2951
UCL115090,134,262,0,7,7,30,4,12,29,119,39,170,8,21,3,16,15,44,24,81,64,247,0,0,3,22,3,6,29,69,33,100,0,0,6,16,38,78,44,91,80,196,5,7,276,706
UCL115091,204,417,0,5,10,51,3,15,54,232,73,308,0,3,6,11,29,97,33,110,111,417,0,0,3,23,8,25,23,82,40,133,0,3,3,12,34,73,41,83,76,219,4,13,398,1059
UCL115092,200,394,8,27,16,61,5,38,101,400,133,516,0,5,19,55,38,115,56,178,189,698,0,0,6,22,0,7,72,191,77,218,3,13,8,10,18,37,27,59,105,281,5,11,496,1386
UCL115093,166,325,0,8,8,33,0,19,78,299,86,354,4,15,17,64,37,102,54,187,146,550,4,14,6,3,0,3,13,26,17,51,0,0,0,6,18,31,15,37,33,86,0,0,339,959
UCL115094,296,593,6,35,14,52,6,34,110,458,136,584,4,16,12,46,35,110,60,176,189,756,0,16,17,69,6,32,72,215,99,334,5,11,12,25,80,161,90,195,194,530,14,31,698,1909
UCL115095,114,216,0,0,9,49,0,9,64,265,78,328,4,9,0,5,14,42,13,62,95,386,3,11,3,9,0,5,30,95,40,113,0,3,0,0,22,50,24,50,61,168,4,10,275,787
UCL115096,693,1377,11,40,40,174,12,57,196,790,259,1068,16,56,25,83,86,283,127,424,390,1486,0,12,6,23,8,15,69,191,82,245,8,20,17,37,58,133,82,177,163,423,14,27,1249,3319
UCL115097,398,797,4,27,21,87,8,47,113,446,144,606,4,9,16,55,49,149,65,212,215,821,0,7,11,39,8,31,52,154,74,224,6,12,10,19,58,113,70,151,144,373,3,17,765,2007
UCL115098,107,209,5,14,8,50,0,14,50,197,66,275,3,7,4,13,12,32,17,57,81,329,0,3,7,11,0,7,35,103,43,127,0,0,8,8,30,69,33,79,76,201,5,10,277,755
UCL115099,330,664,4,13,22,92,8,47,135,549,167,704,10,32,16,41,54,168,76,245,245,954,0,9,14,59,7,35,87,247,113,346,4,9,15,36,71,156,87,204,207,550,17,42,796,2207
UCL115100,363,733,0,12,16,67,5,27,106,425,125,522,4,19,10,38,32,112,56,165,181,689,4,12,13,41,3,28,48,139,70,222,0,5,11,26,66,138,82,170,150,396,15,35,711,1850
UCL115101,424,841,4,10,13,80,11,61,100,383,129,533,5,19,15,47,34,111,53,175,186,711,0,0,12,36,9,17,38,92,50,150,0,15,9,25,41,85,51,124,105,269,8,10,717,1830
UCL115102,202,404,0,9,8,41,4,33,75,314,99,391,0,15,10,17,33,104,44,137,141,529,0,13,6,26,5,26,62,187,78,248,0,6,15,31,65,132,72,165,159,414,19,36,515,1386
UCL115103,109,219,6,14,9,50,0,15,46,199,64,277,0,11,3,12,10,22,15,46,82,321,0,0,4,8,6,7,25,79,31,100,0,4,6,13,18,44,26,64,57,163,0,0,247,713
UCL115104,215,433,0,9,18,69,3,14,79,339,99,438,5,6,6,29,29,79,37,120,138,554,0,0,7,16,4,6,16,38,22,67,3,9,9,16,21,38,27,64,48,126,7,17,415,1132
UCL115105,174,349,3,36,20,99,0,11,83,320,111,467,10,39,8,36,29,87,48,154,155,625,0,0,3,16,3,8,33,98,42,119,4,4,5,18,26,57,37,78,79,197,3,10,412,1177
UCL115106,349,687,0,0,14,79,10,39,122,480,146,595,8,30,13,44,56,170,73,246,216,835,3,11,7,19,4,29,49,134,64,200,5,18,3,12,60,122,71,152,133,348,17,41,714,1912
UCL115107,316,631,4,17,31,152,13,59,196,732,242,964,9,30,30,89,49,158,89,275,329,1239,0,5,24,64,6,22,101,248,131,337,9,27,29,61,70,156,109,246,239,578,14,27,893,2479
UCL115108,210,431,7,37,37,159,6,43,191,783,248,1030,18,81,26,102,44,144,95,330,339,1359,3,7,7,17,0,5,22,58,31,89,5,12,4,11,11,28,23,46,56,142,0,0,609,1929
UCL115109,561,1117,3,30,20,86,13,51,115,444,146,609,13,38,10,38,51,147,74,226,218,838,6,16,3,15,0,17,67,174,77,227,0,12,6,14,63,139,76,166,156,393,4,8,938,2356
UCL115110,391,767,5,30,20,96,17,68,163,637,205,833,9,41,15,52,59,174,85,270,290,1107,3,15,21,71,12,63,103,306,144,455,6,16,13,29,68,143,84,190,233,649,19,48,926,2565
UCL115111,352,696,11,48,26,138,18,80,154,612,205,883,6,33,15,47,58,176,79,254,283,1132,0,7,19,78,16,53,74,233,111,374,4,17,17,31,69,144,89,194,198,568,14,28,853,2431
UCL115112,232,466,3,34,19,101,3,30,213,841,251,999,7,27,13,44,32,104,51,172,302,1176,0,0,9,24,4,24,74,212,87,258,5,23,3,11,14,29,24,57,110,323,9,19,658,1975
UCL115113,184,367,4,20,20,93,4,33,90,388,125,527,9,24,11,26,43,131,60,183,181,718,0,0,3,9,5,10,34,123,43,140,0,9,4,7,24,56,35,72,77,214,11,30,461,1327
UCL115114,279,551,6,10,18,85,7,45,118,467,147,611,4,25,9,28,44,127,52,182,204,791,0,13,11,27,3,21,62,165,78,230,3,5,7,13,60,125,71,151,150,377,9,11,629,1733
UCL115115,476,958,4,35,38,158,15,51,250,955,302,1198,13,54,36,104,79,256,126,410,430,1606,0,8,26,66,11,43,110,277,152,393,8,29,35,60,105,217,145,306,295,693,9,24,1213,3287
UCL115116,601,1204,4,30,28,124,11,57,255,1018,302,1234,14,54,13,43,61,171,85,267,390,1504,0,3,11,37,14,57,105,271,135,369,3,20,11,23,88,187,107,224,243,595,13,23,1236,3325
UCL115117,302,604,0,6,9,51,0,3,57,224,67,292,6,12,0,3,20,66,27,79,93,372,3,16,7,32,5,27,25,68,41,133,0,0,7,11,28,58,34,76,75,209,4,10,477,1196
UCL115118,220,449,5,17,16,55,6,19,73,283,93,365,13,37,12,25,23,71,39,133,136,506,0,3,3,12,0,8,27,65,36,86,0,3,7,14,17,44,27,64,60,154,6,13,428,1115
UCL115119,402,805,12,52,34,173,19,82,279,1112,339,1416,28,126,25,79,110,354,162,562,502,1983,4,16,13,40,10,36,56,164,88,261,4,17,18,30,60,140,84,191,169,449,11,19,1085,3259
UCL115120,297,608,3,36,50,221,21,88,305,1243,379,1590,39,164,35,125,105,371,180,656,559,2244,4,23,7,23,3,16,25,78,49,143,9,19,8,14,28,59,44,98,86,237,8,14,953,3096
UCL115121,216,433,5,23,12,64,8,41,69,292,104,424,5,33,4,12,44,146,53,188,159,607,0,5,9,17,4,14,35,113,46,154,0,0,10,21,46,91,56,115,102,275,5,15,482,1334
UCL115122,280,558,3,23,14,80,7,31,118,455,148,591,7,30,9,33,42,126,57,188,198,783,0,6,15,56,10,29,64,161,82,248,3,9,3,7,54,111,60,127,142,373,12,30,633,1740
UCL115123,180,360,9,30,19,82,5,28,93,391,126,532,8,50,11,41,31,94,53,191,182,718,0,0,3,9,0,11,16,36,21,61,5,18,5,10,28,50,31,76,56,139,4,4,412,1222
UCL115124,532,1081,14,59,40,190,13,71,325,1272,397,1589,15,59,26,95,64,199,105,354,500,1941,10,25,10,54,11,28,107,279,133,380,11,30,21,49,76,153,103,232,236,610,10,27,1286,3663
UCL115125,523,1056,0,0,23,107,12,44,147,584,181,739,9,28,14,61,47,143,67,229,251,968,5,16,7,22,3,14,57,145,70,195,8,19,3,13,40,87,53,121,118,313,14,26,909,2358
UCL115126,158,316,0,0,14,70,3,16,45,196,67,285,5,29,8,27,31,86,43,139,107,425,0,0,0,9,0,3,21,46,21,58,0,3,4,13,10,24,18,35,36,100,4,3,308,843
UCL115127,196,392,0,12,8,33,5,30,71,271,82,340,4,17,10,21,22,58,30,94,113,431,0,6,4,16,6,9,29,67,36,98,4,5,0,0,22,56,29,61,68,156,5,14,377,999
UCL115128,223,448,0,0,32,147,8,33,152,575,192,752,9,22,16,41,32,92,49,157,238,909,0,0,15,35,4,17,42,87,60,138,6,10,8,20,43,88,52,117,114,250,11,14,588,1626
UCL115129,205,416,0,14,15,80,3,21,118,470,148,575,16,74,37,118,48,160,102,355,246,934,0,0,6,14,0,5,7,15,11,31,0,6,13,22,16,28,26,50,34,88,5,5,487,1439
UCL115130,638,1283,0,19,17,69,7,56,112,433,139,577,0,18,11,37,77,235,88,292,232,873,3,14,6,24,6,17,37,102,51,162,3,17,7,17,65,135,74,161,133,324,11,26,1017,2504
UCL115131,582,1170,8,54,30,150,23,98,187,733,247,1030,13,70,27,86,93,301,132,452,382,1479,4,19,10,50,14,56,86,246,118,362,4,9,13,30,96,208,110,248,227,605,15,29,1209,3288
UCL115132,254,508,0,9,3,31,11,32,58,228,78,297,3,9,13,41,23,72,39,126,116,428,0,0,8,12,0,0,21,54,26,65,4,3,3,11,25,59,36,73,61,137,5,12,438,1079
UCL115133,784,1569,0,9,7,34,4,25,48,188,59,255,5,14,10,23,38,111,51,156,113,409,0,5,4,9,9,12,19,48,29,79,0,0,6,14,34,64,36,77,65,152,11,20,973,2152
UCL115134,497,1003,13,76,25,122,15,55,187,770,242,1031,6,39,14,41,82,257,100,335,338,1368,3,12,12,41,10,40,75,203,103,303,5,15,9,27,73,162,97,203,192,505,23,45,1060,2919
UCL115135,398,790,4,34,16,95,7,25,94,376,121,526,0,11,16,42,32,95,46,146,172,675,4,14,14,42,6,20,68,199,89,273,4,15,4,8,58,118,63,138,154,408,7,15,733,1887
UCL115136,178,353,16,78,35,157,8,41,199,778,249,1048,19,80,19,66,68,220,101,369,358,1419,0,0,3,10,5,7,32,75,40,94,7,16,9,22,25,54,35,97,75,188,0,3,609,1959
UCL115137,493,994,8,49,39,178,22,94,272,1072,346,1398,22,93,19,58,100,336,142,489,484,1886,3,19,15,55,8,28,82,235,105,338,7,17,20,35,63,132,86,187,189,532,15,26,1183,3431
UCL115138,222,445,0,12,28,130,6,26,200,774,238,947,5,15,12,34,33,95,42,150,278,1094,0,12,9,48,0,0,47,146,61,200,0,4,8,16,23,59,36,78,97,278,8,17,609,1836
UCL115139,404,811,3,18,18,105,7,21,111,418,140,562,4,11,7,23,32,96,41,131,179,693,0,0,10,18,3,9,29,79,35,107,0,3,9,21,24,57,33,81,74,189,7,17,662,1710
UCL115140,192,382,3,9,6,30,0,17,61,246,74,297,0,4,9,31,21,73,32,108,106,409,0,4,0,4,3,11,15,47,27,69,0,3,0,4,24,46,24,54,48,119,5,12,356,922
UCL115141,201,402,0,6,12,65,0,5,70,281,86,359,6,31,9,28,19,72,36,134,122,493,0,0,3,16,7,8,38,95,49,126,3,4,5,19,27,60,42,85,84,209,9,10,415,1117
UCL115142,503,996,0,3,9,37,9,34,59,225,73,308,3,20,10,30,37,107,52,155,124,467,0,6,9,26,4,9,25,53,35,93,4,10,7,7,28,55,31,78,69,169,5,5,700,1642
UCL115143,292,592,6,39,18,76,19,84,119,461,153,667,4,10,8,30,35,111,43,154,201,816,0,4,8,25,8,24,63,174,83,234,6,15,13,29,39,74,57,123,137,358,9,24,650,1782
UCL115144,391,780,3,6,12,55,8,21,104,408,120,495,3,16,8,34,38,114,51,166,174,657,0,5,8,41,6,17,80,194,91,255,5,6,14,25,65,139,81,163,167,421,11,24,744,1884
UCL115145,238,472,0,0,11,51,0,4,65,247,80,304,0,11,8,23,26,92,41,125,120,431,0,3,4,12,0,5,27,76,34,93,4,18,3,10,15,29,25,56,59,158,7,5,411,1066
UCL115146,452,910,3,16,28,110,5,12,115,429,144,573,9,31,21,72,52,161,81,260,226,830,0,5,0,17,4,13,38,84,46,122,0,5,15,31,40,87,55,116,97,241,3,9,779,1989
UCL115147,174,342,0,0,16,65,0,8,107,426,126,498,0,10,9,13,12,27,18,59,147,553,0,0,0,4,0,11,13,45,20,53,0,0,6,9,15,31,17,41,40,95,3,4,361,996
UCL115148,208,409,0,0,8,47,3,12,64,232,71,291,3,9,13,30,24,63,33,101,108,393,0,0,9,25,0,7,22,56,28,81,0,0,5,5,14,25,17,33,45,116,8,8,364,930
UCL115149,74,150,0,0,3,20,0,0,35,142,45,165,0,0,0,9,7,18,8,26,55,193,0,0,3,31,3,12,33,108,38,155,0,0,0,0,14,35,16,41,59,188,5,15,190,550
UCL115150,118,239,0,5,14,69,0,13,61,250,82,339,11,32,7,22,21,75,37,131,117,469,0,0,4,11,3,31,18,56,29,98,0,0,9,11,19,47,21,55,56,155,4,6,293,869
UCL115151,200,406,5,29,18,91,15,51,136,537,173,706,8,28,9,39,49,152,70,222,238,926,6,10,6,38,9,27,45,120,58,198,3,16,7,20,33,79,53,113,110,310,12,19,561,1663
UCL115152,135,267,0,0,5,19,4,16,49,194,55,226,4,14,6,19,21,68,31,95,84,319,0,3,0,13,5,10,29,77,35,106,0,0,6,12,19,39,23,47,58,151,6,3,280,744
UCL115153,155,313,0,9,8,40,3,22,46,185,61,251,4,14,0,3,16,40,17,53,77,306,0,0,4,8,6,22,36,103,44,137,0,3,8,6,28,58,35,72,79,205,8,13,320,838
UCL115154,143,284,0,19,13,68,6,13,86,353,108,456,0,9,9,23,27,65,34,97,141,551,0,4,4,14,5,8,44,115,53,146,0,3,9,18,29,61,40,85,89,230,9,8,379,1080
UCL115155,427,862,6,32,33,158,10,45,157,652,208,890,12,39,14,51,64,208,95,295,303,1181,3,37,20,81,13,43,148,452,190,608,7,23,13,30,96,208,114,264,302,872,27,64,1063,2981
UCL115156,180,354,0,0,6,36,0,20,30,107,37,163,6,15,8,20,25,73,34,110,75,273,0,0,0,12,0,10,28,73,32,94,3,12,8,12,23,42,27,65,57,154,6,18,320,798
UCL115157,152,294,4,10,4,9,0,12,48,176,52,212,11,31,10,21,26,91,47,146,104,352,4,14,7,24,3,19,42,125,59,179,0,0,0,3,35,65,32,73,91,254,17,37,359,943
UCL115158,334,653,9,26,21,118,13,50,161,634,197,825,7,33,13,35,31,87,47,154,248,980,0,8,9,15,3,18,46,125,54,171,0,7,11,19,32,73,45,102,106,278,10,24,697,1933
UCL115159,186,382,0,5,18,93,10,50,141,558,172,704,24,100,13,35,68,233,100,366,278,1075,0,4,7,25,0,5,15,36,25,68,3,9,3,8,26,54,29,79,60,142,0,5,525,1610
