UCL_CODE_2021,One_method_Train_M,One_method_Train_F,One_method_Train_P,One_method_Bus_M,One_method_Bus_F,One_method_Bus_P,One_method_Ferry_M,One_method_Ferry_F,One_method_Ferry_P,One_met_Tram_or_lt_rail_M,One_met_Tram_or_lt_rail_F,One_met_Tram_or_lt_rail_P,One_met_Taxi_or_Rideshare_M,One_met_Taxi_or_Rideshare_F,One_met_Taxi_or_Rideshare_P,One_method_Car_as_driver_M,One_method_Car_as_driver_F,One_method_Car_as_driver_P,One_method_Car_as_passenger_M,One_method_Car_as_passenger_F,One_method_Car_as_passenger_P,One_method_Truck_M,One_method_Truck_F,One_method_Truck_P,One_method_Motorbike_scootr_M,One_method_Motorbike_scootr_F,One_method_Motorbike_scootr_P,One_method_Bicycle_M,One_method_Bicycle_F,One_method_Bicycle_P,One_method_Other_M,One_method_Other_F,One_method_Other_P,One_method_Walked_only_M,One_method_Walked_only_F,One_method_Walked_only_P,One_method_Tot_one_method_M,One_method_Tot_one_method_F,One_method_Tot_one_method_P,Two_methods_Train_Bus_M,Two_methods_Train_Bus_F,Two_methods_Train_Bus_P,Two_methods_Train_Ferry_M,Two_methods_Train_Ferry_F,Two_methods_Train_Ferry_P,Two_mt_trn_Trm_or_lt_rail_M,Two_mt_trn_Trm_or_lt_rail_F,Two_mt_trn_Trm_or_lt_rail_P,Two_methods_Trn_Car_as_drvr_M,Two_methods_Trn_Car_as_drvr_F,Two_methods_Trn_Car_as_drvr_P,Two_methods_Trn_Car_as_pass_M,Two_methods_Trn_Car_as_pass_F,Two_methods_Trn_Car_as_pass_P,Two_methods_Train_Other_M,Two_methods_Train_Other_F,Two_methods_Train_Other_P,Two_methods_Train_Tot_M,Two_methods_Train_Tot_F,Two_methods_Train_Tot_P,Two_methods_Bus_Ferry_M,Two_methods_Bus_Ferry_F,Two_methods_Bus_Ferry_P,Two_mth_Bu_Trm_or_lt_rail_M,Two_mth_Bu_Trm_or_lt_rail_F,Two_mth_Bu_Trm_or_lt_rail_P,Two_methods_Bus_Car_as_drvr_M,Two_methods_Bus_Car_as_drvr_F,Two_methods_Bus_Car_as_drvr_P,Two_methods_Bus_Car_as_pass_M,Two_methods_Bus_Car_as_pass_F,Two_methods_Bus_Car_as_pass_P,Two_methods_Bus_Other_M,Two_methods_Bus_Other_F,Two_methods_Bus_Other_P,Two_methods_Bus_Tot_M,Two_methods_Bus_Tot_F,Two_methods_Bus_Tot_P,Two_methds_Othr_two_methds_M,Two_methds_Othr_two_methds_F,Two_methds_Othr_two_methds_P,Two_methods_Tot_two_methods_M,Two_methods_Tot_two_methods_F,Two_methods_Tot_two_methods_P,Three_meth_Tr_2_oth_meth_M,Three_meth_Tr_2_oth_meth_F,Three_meth_Tr_2_oth_meth_P,Three_met_Bs_2_ot_met_ex_tr_M,Three_met_Bs_2_ot_met_ex_tr_F,Three_met_Bs_2_ot_met_ex_tr_P,Three_meth_Othr_three_meth_M,Three_meth_Othr_three_meth_F,Three_meth_Othr_three_meth_P,Three_meth_Tot_three_meth_M,Three_meth_Tot_three_meth_F,Three_meth_Tot_three_meth_P,Worked_home_M,Worked_home_F,Worked_home_P,Did_not_go_to_work_M,Did_not_go_to_work_F,Did_not_go_to_work_P,Method_travel_to_work_ns_M,Method_travel_to_work_ns_F,Method_travel_to_work_ns_P,Tot_M,Tot_F,Tot_P
UCL115016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157,155,311,9,6,16,0,0,0,0,0,0,0,0,0,0,0,0,7,15,23,179,177,355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,26,32,60,28,42,69,3,0,0,240,256,494
UCL115017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,243,193,436,8,23,27,10,0,8,0,0,3,3,3,4,0,0,0,18,28,44,282,251,530,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3,7,0,4,0,0,0,0,0,0,0,0,0,0,0,0,116,133,246,40,65,102,0,0,0,432,444,883
UCL115018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,90,187,13,8,18,7,3,5,0,0,0,0,0,0,0,0,0,14,16,31,129,115,245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,14,21,13,22,30,0,0,0,145,145,287
UCL115019,13,3,21,3,3,4,0,0,0,0,0,0,0,0,0,387,333,722,18,17,32,9,0,9,0,0,4,7,0,8,5,3,9,26,20,44,469,391,859,0,0,3,0,0,0,0,0,0,0,0,5,0,0,0,3,0,4,6,6,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,10,9,4,18,0,0,0,0,0,0,0,0,0,0,0,0,307,365,671,121,190,314,12,9,16,919,952,1870
UCL115020,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,478,457,933,39,19,61,10,0,14,0,0,0,9,0,9,8,0,7,14,24,43,566,505,1074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,9,0,0,0,0,0,0,0,0,0,0,0,0,34,52,83,56,74,134,0,0,5,664,633,1294
UCL115021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,197,159,356,5,5,17,8,0,8,0,0,0,0,0,0,0,0,0,11,21,35,229,193,420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,3,8,6,3,0,0,0,0,0,0,0,0,0,0,0,0,9,22,30,18,18,39,0,0,5,263,233,500
UCL115022,0,0,0,4,4,5,0,0,0,0,0,0,0,0,0,440,409,852,20,29,47,7,3,9,0,0,0,0,0,0,4,0,11,9,14,20,495,457,956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,7,3,5,10,3,8,0,0,0,0,0,0,0,0,0,0,0,0,58,87,137,58,99,156,0,0,3,615,648,1262
UCL115023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167,163,328,7,13,18,3,0,3,0,0,0,5,0,5,3,0,3,16,21,41,211,188,394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,5,4,0,7,0,0,0,0,0,0,0,0,0,0,0,0,14,23,36,22,29,47,3,6,9,251,245,495
UCL115024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,177,166,343,22,29,53,5,0,9,5,0,5,6,0,6,3,5,7,43,52,92,261,252,512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,6,4,5,0,11,0,0,0,0,0,0,0,0,0,0,0,0,9,10,21,20,33,50,4,4,9,296,306,602
UCL115025,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,259,174,433,10,3,15,8,0,8,0,0,5,0,0,0,0,0,0,3,0,4,286,182,469,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,5,0,3,9,3,0,0,0,0,0,0,0,0,3,0,0,79,136,218,47,71,124,0,0,3,418,399,816
UCL115026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180,134,311,8,15,21,14,0,14,0,0,0,4,0,3,3,0,3,31,48,85,234,195,435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,4,0,6,0,0,0,0,0,0,0,0,0,0,0,0,35,50,81,19,47,65,3,6,10,298,298,600
UCL115027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,545,386,925,28,25,53,12,0,12,4,0,5,0,0,0,3,0,0,9,3,10,596,413,1011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,10,6,9,7,0,0,0,0,0,0,0,0,0,0,0,0,37,129,164,108,130,232,4,0,9,748,678,1425
UCL115028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,341,305,642,15,20,38,9,0,9,3,0,4,15,14,26,5,0,5,8,24,34,399,366,758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,58,90,148,56,89,141,3,10,8,512,552,1063
UCL115029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,191,205,395,5,4,16,5,0,5,0,0,0,11,15,24,0,0,0,23,19,38,237,245,479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,68,105,173,50,56,108,0,0,0,358,408,768
UCL115030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118,108,221,7,9,17,3,0,3,0,0,0,0,0,0,3,0,0,22,16,42,158,136,291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,15,23,22,39,61,0,7,7,182,192,380
UCL115031,5,0,5,0,8,6,0,0,0,0,0,0,0,0,0,268,272,542,13,20,33,10,0,13,0,0,0,0,0,0,4,4,3,10,13,17,314,310,626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,123,126,248,56,94,151,0,5,6,499,536,1035
UCL115032,0,3,3,0,0,0,0,7,5,0,0,0,0,0,0,200,128,333,7,12,16,8,0,8,0,0,0,3,0,3,3,3,6,9,18,27,237,165,404,0,0,0,3,0,5,0,0,0,0,0,6,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,5,9,0,3,3,0,0,0,0,0,0,0,3,3,151,189,342,66,82,152,0,0,0,466,451,913
UCL115033,0,0,0,6,0,9,0,0,0,0,0,0,0,0,0,817,687,1501,38,49,87,18,0,16,13,0,17,5,3,6,7,0,9,23,26,51,919,772,1691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,3,18,13,7,14,0,0,0,0,0,0,0,0,0,0,0,0,122,168,290,71,149,221,0,5,5,1122,1099,2219
UCL115034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,336,238,573,22,15,38,11,0,11,6,0,6,0,0,0,0,0,0,5,5,6,379,263,640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,4,0,6,0,0,0,0,0,0,0,0,0,0,0,0,38,89,129,34,78,119,0,5,6,462,436,899
UCL115035,0,0,0,4,5,4,0,0,0,0,0,0,0,0,0,675,637,1313,48,58,103,23,0,22,13,0,13,3,0,3,3,3,7,6,6,11,774,711,1486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,6,4,3,6,0,0,0,0,0,0,0,0,0,0,0,0,76,162,238,115,153,267,3,0,3,970,1031,2002
UCL115036,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,409,352,757,22,28,52,5,0,5,9,0,9,0,3,6,4,0,3,5,19,25,458,406,864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,5,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,95,75,178,61,93,155,6,0,8,625,584,1213
UCL115037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,207,195,400,13,16,31,0,0,0,4,0,4,4,0,4,0,0,0,4,3,5,232,214,441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,47,79,31,52,83,0,0,0,297,310,609
UCL115038,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,172,174,346,12,12,25,14,0,17,5,0,5,0,0,0,7,0,6,15,15,30,225,206,432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,4,0,6,0,0,0,0,0,0,0,0,0,0,0,0,20,25,46,18,26,41,3,0,7,267,263,529
UCL115039,0,0,0,10,0,9,0,0,0,0,0,0,7,5,4,557,448,1014,32,36,68,19,0,19,0,0,0,5,0,9,0,0,0,42,52,94,671,552,1225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,5,4,9,0,0,0,0,0,0,0,0,0,0,0,0,10,38,48,106,86,192,4,4,7,797,690,1486
UCL115040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,295,234,523,14,16,33,17,0,17,0,0,0,0,0,0,0,0,0,4,0,3,328,256,584,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,39,72,114,40,59,99,4,0,4,414,384,799
UCL115041,0,0,0,8,4,10,0,0,0,0,0,0,0,0,5,360,299,663,36,37,63,16,0,16,3,0,5,0,0,0,4,0,7,32,30,62,466,372,836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,10,8,4,11,0,0,0,0,0,0,0,0,0,0,0,0,5,25,37,28,42,67,4,0,3,507,447,955
UCL115042,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,276,261,533,19,15,35,9,0,9,0,0,0,0,0,0,4,0,4,7,24,31,311,301,614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,18,32,57,23,43,67,0,4,7,361,384,747
UCL115043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,243,265,508,22,30,55,20,0,18,3,0,3,3,0,3,6,0,12,15,32,49,316,337,650,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,4,0,6,0,0,0,0,0,0,0,0,0,0,0,0,20,25,43,28,41,67,0,0,0,366,394,767
UCL115044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,268,281,547,32,21,54,10,0,10,0,0,0,0,0,0,3,0,3,25,33,52,339,328,670,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,4,5,3,4,0,0,0,0,0,0,0,0,0,0,0,0,3,12,18,27,38,64,4,4,16,379,392,768
UCL115045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,136,123,265,6,9,11,3,0,3,0,0,0,0,0,0,0,0,4,3,10,13,155,140,301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,5,4,4,3,0,0,0,0,0,0,0,0,0,0,0,0,6,24,33,24,31,51,4,3,7,194,202,392
UCL115046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,269,273,539,23,28,51,4,0,8,0,0,0,3,0,3,4,0,4,6,0,13,311,302,614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,25,44,68,43,39,84,4,8,8,387,397,784
UCL115047,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,282,283,566,19,11,35,31,3,34,0,0,0,3,0,3,8,0,8,16,32,47,353,329,682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,16,37,50,30,52,88,0,0,0,407,419,825
UCL115048,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,460,416,878,28,24,48,13,0,13,3,0,3,0,0,5,8,0,8,17,18,36,528,459,982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,113,202,70,104,178,4,5,9,689,684,1376
UCL115049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,153,119,268,10,9,17,9,0,9,0,0,0,0,0,0,0,0,0,4,16,24,176,141,316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,10,10,24,15,34,47,0,0,0,207,189,396
UCL115050,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,337,336,672,22,19,46,3,0,3,9,0,9,5,3,6,0,0,0,3,0,0,380,360,737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,57,103,160,65,82,150,4,9,10,505,547,1055
UCL115051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,225,226,448,10,17,25,3,0,3,0,0,0,0,4,4,4,0,4,13,14,22,263,258,516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,9,4,0,9,0,0,0,0,0,0,0,0,0,0,0,0,32,49,81,26,37,65,8,10,22,331,360,690
UCL115052,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,265,197,465,15,6,18,5,0,5,0,0,0,5,3,3,4,0,0,13,25,35,299,236,531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,28,38,47,62,109,0,4,4,358,323,686
UCL115053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,115,224,12,12,18,3,0,3,4,0,4,6,0,6,6,0,6,12,14,32,141,136,283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,40,15,18,33,0,0,4,176,182,357
UCL115054,4,0,6,0,0,0,0,0,0,0,0,0,0,0,0,159,122,282,9,6,16,12,0,12,3,0,3,0,0,0,0,0,0,5,6,7,191,132,320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,0,0,0,0,0,0,0,0,0,0,0,51,81,130,34,51,84,3,0,9,274,272,547
UCL115055,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,293,236,525,21,24,49,7,0,7,3,0,8,0,0,5,3,0,4,13,11,23,350,274,627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,43,53,101,48,63,117,4,0,3,452,400,848
UCL115056,0,0,0,6,4,4,0,0,0,0,0,0,0,0,0,387,370,758,34,29,59,17,0,18,0,0,4,0,0,0,6,3,7,26,31,63,476,434,913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,5,6,0,5,0,0,0,0,0,0,0,0,0,0,0,0,29,52,83,41,65,104,11,13,22,559,568,1127
UCL115057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,345,301,651,20,17,41,8,0,8,3,4,7,12,10,18,4,3,5,24,36,54,416,374,793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,7,5,4,7,0,0,0,0,0,0,0,0,0,0,0,0,46,78,127,64,95,161,5,0,8,541,562,1098
UCL115058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,154,122,276,11,9,22,0,0,0,0,0,0,0,0,3,0,3,3,5,9,13,175,140,315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,48,89,32,62,95,4,3,5,248,249,506
UCL115059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,243,221,459,8,7,15,8,0,8,3,0,3,4,0,3,0,0,0,30,31,54,295,257,551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,9,3,3,9,0,0,0,0,0,0,0,0,0,0,0,0,17,28,45,17,37,55,4,6,10,337,327,665
UCL115060,0,0,0,0,7,3,0,0,0,0,0,0,0,5,5,400,379,783,51,24,71,9,0,9,11,0,11,3,0,3,43,13,50,259,103,358,778,525,1304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,4,0,4,8,6,8,9,6,13,0,0,0,0,0,0,0,0,0,0,0,0,26,50,77,45,72,114,7,9,11,863,657,1523
UCL115061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144,149,287,11,11,16,9,0,9,0,0,0,0,0,0,0,0,0,4,0,4,162,164,323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,9,12,19,15,33,51,0,0,0,192,210,397
UCL115062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,223,173,396,6,11,16,23,0,23,4,0,4,0,0,0,3,0,5,5,0,4,269,186,450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,57,96,157,34,61,94,0,0,0,360,345,706
UCL115063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,149,116,271,3,3,7,6,0,6,4,0,4,0,0,0,0,0,0,0,0,0,168,123,294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,0,6,10,3,6,0,0,0,0,0,0,0,0,0,0,0,3,89,129,215,29,49,80,0,0,0,297,307,603
UCL115064,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,598,497,1092,27,26,52,15,0,15,3,0,3,4,0,4,11,3,15,19,27,48,677,558,1233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,7,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,221,285,508,138,189,325,7,0,3,1048,1036,2083
UCL115065,0,0,0,12,0,13,0,0,0,0,0,0,0,0,0,265,276,541,23,22,46,11,0,11,3,0,4,9,0,7,0,0,0,18,44,61,337,352,693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,6,8,3,4,0,0,0,0,0,0,0,0,0,0,0,0,12,20,32,37,72,111,7,8,13,402,446,856
UCL115066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,432,310,744,22,7,32,42,0,42,7,0,7,0,0,0,4,4,6,8,4,11,519,320,841,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,17,13,10,20,0,0,0,0,0,0,0,0,0,0,0,0,86,179,264,73,123,199,0,3,4,693,637,1326
UCL115067,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,286,267,547,20,18,36,13,0,13,0,3,4,4,0,4,0,0,0,33,31,64,362,309,674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,5,3,3,0,0,0,0,0,0,0,0,0,0,0,0,26,40,63,31,52,82,4,6,11,424,419,840
UCL115068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,164,120,287,9,17,26,6,0,7,4,0,0,4,0,4,4,0,4,3,3,10,194,143,344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,18,31,49,20,35,55,0,0,6,246,211,459
UCL115069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,223,211,441,22,19,45,15,0,20,0,0,0,4,0,8,0,0,3,24,28,58,294,274,565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,26,25,43,31,34,68,6,4,6,360,331,691
UCL115070,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,624,444,1072,29,35,62,17,0,17,3,0,3,0,0,0,5,0,3,10,14,27,688,502,1191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,9,0,7,0,0,0,0,0,0,0,0,0,0,0,0,42,107,154,116,158,276,5,3,4,854,776,1632
