UCL_CODE_2021,M_0_149_CFNC,M_0_149_CF_C_und15,M_0_149_CFNC_und15,M_0_149_1PF_C_und15,M_0_149_1PFNC_und15,M_0_149_OthF,M_0_149_Tot,M_150_299_CFNC,M_150_299_CF_C_und15,M_150_299_CFNC_und15,M_150_299_1PF_C_und15,M_150_299_1PFNC_und15,M_150_299_OthF,M_150_299_Tot,M_300_449_CFNC,M_300_449_CF_C_und15,M_300_449_CFNC_und15,M_300_449_1PF_C_und15,M_300_449_1PFNC_und15,M_300_449_OthF,M_300_449_Tot,M_450_599_CFNC,M_450_599_CF_C_und15,M_450_599_CFNC_und15,M_450_599_1PF_C_und15,M_450_599_1PFNC_und15,M_450_599_OthF,M_450_599_Tot,M_600_799_CFNC,M_600_799_CF_C_und15,M_600_799_CFNC_und15,M_600_799_1PF_C_und15,M_600_799_1PFNC_und15,M_600_799_OthF,M_600_799_Tot,M_800_999_CFNC,M_800_999_CF_C_und15,M_800_999_CFNC_und15,M_800_999_1PF_C_und15,M_800_999_1PFNC_und15,M_800_999_OthF,M_800_999_Tot,M_1000_1199_CFNC,M_1000_1199_CF_C_und15,M_1000_1199_CFNC_und15,M_1000_1199_1PF_C_und15,M_1000_1199_1PFNC_und15,M_1000_1199_OthF,M_1000_1199_Tot,M_1200_1399_CFNC,M_1200_1399_CF_C_und15,M_1200_1399_CFNC_und15,M_1200_1399_1PF_C_und15,M_1200_1399_1PFNC_und15,M_1200_1399_OthF,M_1200_1399_Tot,M_1400_1599_CFNC,M_1400_1599_CF_C_und15,M_1400_1599_CFNC_und15,M_1400_1599_1PF_C_und15,M_1400_1599_1PFNC_und15,M_1400_1599_OthF,M_1400_1599_Tot,M_1600_1799_CFNC,M_1600_1799_CF_C_und15,M_1600_1799_CFNC_und15,M_1600_1799_1PF_C_und15,M_1600_1799_1PFNC_und15,M_1600_1799_OthF,M_1600_1799_Tot,M_1800_1999_CFNC,M_1800_1999_CF_C_und15,M_1800_1999_CFNC_und15,M_1800_1999_1PF_C_und15,M_1800_1999_1PFNC_und15,M_1800_1999_OthF,M_1800_1999_Tot,M_2000_2199_CFNC,M_2000_2199_CF_C_und15,M_2000_2199_CFNC_und15,M_2000_2199_1PF_C_und15,M_2000_2199_1PFNC_und15,M_2000_2199_OthF,M_2000_2199_Tot,M_2200_2399_CFNC,M_2200_2399_CF_C_und15,M_2200_2399_CFNC_und15,M_2200_2399_1PF_C_und15,M_2200_2399_1PFNC_und15,M_2200_2399_OthF,M_2200_2399_Tot,M_2400_2599_CFNC,M_2400_2599_CF_C_und15,M_2400_2599_CFNC_und15,M_2400_2599_1PF_C_und15,M_2400_2599_1PFNC_und15,M_2400_2599_OthF,M_2400_2599_Tot,M_2600_2999_CFNC,M_2600_2999_CF_C_und15,M_2600_2999_CFNC_und15,M_2600_2999_1PF_C_und15,M_2600_2999_1PFNC_und15,M_2600_2999_OthF,M_2600_2999_Tot,M_3000_3999_CFNC,M_3000_3999_CF_C_und15,M_3000_3999_CFNC_und15,M_3000_3999_1PF_C_und15,M_3000_3999_1PFNC_und15,M_3000_3999_OthF,M_3000_3999_Tot,M_4000_4999_CFNC,M_4000_4999_CF_C_und15,M_4000_4999_CFNC_und15,M_4000_4999_1PF_C_und15,M_4000_4999_1PFNC_und15,M_4000_4999_OthF,M_4000_4999_Tot,M_5000over_CFNC,M_5000over_CF_C_und15,M_5000over_CFNC_und15,M_5000over_1PF_C_und15,M_5000over_1PFNC_und15,M_5000over_OthF,M_5000over_Tot,M_NS_CFNC,M_NS_CF_C_und15,M_NS_CFNC_und15,M_NS_1PF_C_und15,M_NS_1PFNC_und15,M_NS_OthF,M_NS_Tot,Tot_CFNC,Tot_CF_C_und15,Tot_CFNC_und15,Tot_1PF_C_und15,Tot_1PFNC_und15,Tot_OthF,Tot_Tot
UCL115077,3,0,0,0,0,0,7,5,0,0,0,0,0,0,8,0,0,0,0,0,6,4,0,0,0,0,0,3,5,0,0,0,0,0,5,7,0,0,0,0,0,7,9,5,0,0,0,0,14,8,6,3,0,3,0,18,10,3,0,0,6,0,17,5,7,0,5,0,0,15,7,10,4,0,5,0,18,6,6,6,0,0,0,20,3,0,0,0,0,0,3,0,6,0,0,0,0,9,0,3,3,0,0,0,12,3,0,0,0,0,0,11,4,0,0,0,0,0,6,0,0,0,0,0,0,0,8,3,0,0,0,0,17,90,53,27,11,14,0,195
UCL115078,5,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,6,5,0,0,0,0,0,5,4,0,0,0,0,0,3,0,5,0,0,0,0,7,0,5,0,3,0,0,6,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,3,3,0,4,0,10,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,41,12,10,9,8,0,71
UCL115079,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,0,0,0,0,0,6,5,0,0,0,3,0,11,8,13,5,3,4,0,33,12,8,8,5,0,0,28,5,9,0,0,0,0,19,0,11,0,0,0,0,17,5,0,0,0,0,0,10,4,3,5,0,0,0,7,0,0,0,0,0,0,0,5,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,7,59,44,17,15,12,4,151
UCL115080,0,4,0,0,0,0,12,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,5,0,0,0,5,0,0,3,0,3,0,9,5,3,3,6,0,0,20,3,5,0,3,0,0,10,10,15,0,0,0,0,29,7,14,4,5,0,0,37,9,12,3,4,3,0,28,8,16,4,0,3,0,31,19,30,14,5,4,0,62,9,24,5,3,0,0,37,5,11,0,0,0,0,19,19,21,0,3,4,0,44,7,18,3,0,0,0,27,0,0,0,0,0,0,5,3,5,0,0,0,0,8,10,7,5,3,4,0,27,132,186,58,34,27,4,430
UCL115081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,6,4,0,0,5,0,0,10,8,0,0,0,0,0,8,7,4,3,3,0,0,19,4,8,0,0,3,0,9,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,22,24,5,6,8,0,70
UCL115082,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,4,0,0,4,0,0,0,8,4,4,0,0,0,0,8,5,5,0,6,0,0,16,0,3,0,0,0,0,11,3,3,0,6,0,0,11,6,0,3,0,0,0,14,0,5,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,7,38,37,16,6,3,0,108
UCL115083,6,4,0,0,0,0,6,5,3,0,0,0,0,4,6,0,0,0,0,0,6,0,0,0,0,0,0,0,6,5,7,0,6,0,18,12,7,0,0,0,0,28,16,14,0,9,4,0,42,15,26,11,0,4,0,61,12,20,3,4,0,0,49,4,15,7,0,0,0,25,0,7,3,0,0,0,15,8,7,3,0,0,0,19,0,0,0,0,0,0,7,0,0,0,0,0,0,0,4,3,0,0,0,0,14,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,9,0,3,0,0,21,113,134,43,21,11,3,324
UCL115084,4,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,13,4,5,5,0,0,0,15,0,0,0,0,0,0,8,4,6,0,0,0,0,8,0,0,0,0,0,0,0,4,0,4,0,0,0,8,4,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,0,0,0,0,8,38,15,9,6,3,0,83
UCL115085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,3,0,3,0,0,0,0,6,3,8,0,0,0,0,11,3,3,0,0,0,0,0,0,3,0,0,0,0,9,3,0,5,0,0,0,7,4,10,0,0,0,0,17,0,3,0,0,0,0,6,3,0,0,0,0,0,4,4,13,5,0,0,0,17,3,23,3,0,0,0,35,3,0,3,0,0,0,8,0,6,0,0,0,0,5,0,0,0,0,0,0,0,34,76,26,0,6,0,139
UCL115086,0,0,0,0,0,0,6,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,5,0,3,0,0,0,0,7,7,4,3,0,0,0,12,12,7,0,0,0,0,24,3,10,0,5,3,0,19,6,9,0,0,0,0,24,4,3,0,0,0,0,6,4,6,4,0,0,0,12,0,7,0,0,0,0,8,0,0,0,0,0,0,6,0,0,0,0,0,0,5,5,9,4,0,0,0,19,0,3,0,0,0,0,3,0,0,0,0,0,0,0,4,0,7,0,0,0,8,54,68,22,12,11,0,162
UCL115087,0,0,0,0,3,0,7,0,0,0,0,0,0,0,4,5,0,0,0,0,4,0,0,0,0,0,0,3,0,4,0,0,0,0,4,0,9,0,0,7,0,16,5,12,0,3,0,0,25,9,14,10,0,0,0,38,3,15,6,0,0,0,22,4,15,6,3,0,0,29,4,11,0,0,0,0,14,3,12,3,0,0,0,14,4,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,9,51,91,26,10,11,0,192
UCL115088,7,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,5,7,0,0,0,0,0,10,4,0,0,6,0,0,19,3,8,3,4,3,0,17,8,18,3,3,0,0,27,0,12,0,0,0,0,16,5,7,0,6,0,0,15,0,11,3,0,0,0,15,0,3,0,0,0,0,8,0,4,0,0,0,0,4,0,8,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,43,73,11,12,11,4,157
UCL115089,0,0,0,0,0,0,4,3,0,0,0,4,0,4,7,0,0,0,0,0,13,9,3,0,0,0,0,15,12,14,5,0,5,0,34,12,16,0,4,4,0,41,19,25,5,11,3,0,64,25,13,7,8,0,0,53,12,15,5,0,0,0,33,14,23,0,0,6,0,40,3,15,5,0,0,0,20,5,16,9,6,0,0,31,0,0,0,0,0,0,4,0,3,0,0,0,0,5,0,4,0,0,0,0,5,0,6,3,0,0,0,10,0,0,0,0,0,0,0,4,0,0,0,0,0,3,6,8,3,0,7,0,12,124,152,51,39,28,0,387
UCL115090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,10,0,0,0,0,0,0,7,4,5,0,0,0,0,14,4,0,0,0,0,0,9,3,3,0,0,3,0,13,0,0,0,0,0,0,4,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,28,24,5,5,7,0,69
UCL115091,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,7,4,3,0,0,0,0,11,0,0,0,0,3,0,15,4,4,0,3,0,0,12,8,4,0,3,0,0,13,0,6,0,5,0,0,13,5,3,0,0,0,0,10,5,5,0,0,0,0,13,10,3,3,0,0,0,19,4,0,0,0,0,0,3,0,3,0,0,0,0,7,3,4,0,0,0,0,4,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,8,48,47,21,12,10,0,139
UCL115092,0,0,0,0,0,0,5,0,0,0,0,0,0,0,6,0,0,0,0,0,5,0,0,0,0,5,0,7,0,0,0,0,0,0,5,3,9,9,0,0,0,18,8,14,5,4,0,0,34,10,14,4,0,0,0,34,5,10,9,0,0,0,29,4,12,3,0,0,0,22,6,5,0,0,0,0,8,0,6,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,3,0,0,0,0,0,3,0,0,4,0,0,0,4,0,0,0,0,0,0,0,9,3,0,3,0,0,14,57,81,39,20,7,0,203
UCL115093,7,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,9,0,8,0,0,0,0,4,3,4,5,0,4,0,13,3,3,0,5,0,0,10,3,0,0,0,0,0,9,0,4,4,0,0,0,17,4,3,5,0,0,0,4,0,0,0,0,0,0,4,8,12,8,7,0,0,30,5,16,4,0,0,0,30,0,3,0,0,0,0,11,4,3,0,0,0,0,8,3,4,4,0,0,0,9,56,71,35,7,8,0,169
UCL115094,0,0,3,0,0,0,4,0,0,0,0,0,0,4,3,0,0,0,0,0,9,3,3,0,0,4,0,13,6,4,0,0,0,0,16,7,8,0,4,0,0,19,7,10,0,0,7,0,30,12,9,0,8,0,0,36,4,13,5,0,0,0,25,0,9,4,0,0,0,17,3,0,4,0,0,0,5,0,3,5,0,0,0,7,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,9,5,0,0,4,0,8,63,74,21,22,21,0,211
UCL115095,0,0,0,0,0,0,3,0,0,3,0,0,0,6,0,0,0,0,0,0,5,5,0,0,0,0,0,6,4,4,0,0,0,0,10,4,4,0,0,0,0,6,4,0,0,0,0,0,7,0,7,0,0,0,0,7,0,0,0,0,0,0,3,0,8,0,0,0,0,8,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,20,39,4,5,6,4,73
UCL115096,11,0,0,0,0,0,13,0,0,0,0,0,0,0,8,0,0,0,4,0,15,0,0,0,0,6,0,3,5,0,0,0,0,0,9,3,4,0,4,0,0,17,9,8,6,0,0,0,27,12,12,3,0,6,0,26,0,11,7,3,0,0,19,8,16,10,4,0,0,41,8,21,6,0,0,0,26,18,27,13,3,0,0,65,0,18,0,0,0,0,27,0,12,4,0,0,0,16,12,21,8,0,6,0,37,6,16,3,0,0,0,24,6,0,3,0,0,0,11,0,0,0,0,0,0,7,3,6,4,4,0,0,19,130,165,64,24,24,0,408
UCL115097,10,3,0,0,0,0,11,6,0,0,0,0,0,6,7,0,0,0,0,0,9,0,0,0,0,0,0,0,7,5,3,0,0,0,10,5,0,4,0,0,0,18,10,3,5,0,0,0,16,8,13,0,0,0,0,22,7,11,4,0,0,0,25,13,7,4,0,0,0,29,13,0,0,0,3,0,21,11,16,4,4,0,0,27,0,4,0,0,0,0,10,5,0,0,0,0,0,3,8,0,0,0,0,0,19,3,0,3,6,0,0,14,0,0,0,0,0,0,6,4,0,0,0,0,0,4,4,6,0,0,0,0,14,115,78,30,17,21,0,263
UCL115098,0,0,0,0,0,0,5,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,5,0,0,0,0,3,8,3,0,0,0,0,10,0,4,0,0,0,0,5,0,4,0,0,0,0,7,0,0,0,0,0,0,6,0,0,0,4,0,0,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,17,7,8,4,0,47
UCL115099,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,4,0,0,0,7,7,0,0,0,0,0,7,5,3,5,0,0,0,21,3,4,0,7,3,0,21,12,13,4,0,0,0,28,6,15,3,3,4,0,36,6,12,3,6,6,0,31,13,14,0,0,0,0,32,3,12,0,0,0,0,16,3,12,6,0,0,0,20,9,7,0,0,0,0,9,0,0,0,0,0,0,0,0,6,0,0,0,0,8,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,4,0,4,0,15,80,93,33,26,12,0,247
UCL115100,4,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,8,5,0,0,0,0,12,6,3,3,3,0,0,17,8,0,3,0,0,0,11,3,7,0,0,0,0,15,7,5,0,3,0,0,16,3,3,7,4,0,0,16,3,6,0,0,0,0,9,3,6,0,0,0,0,13,0,3,0,0,0,0,9,0,0,0,0,0,0,0,0,6,0,0,0,0,4,0,4,0,0,0,0,10,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,13,65,55,17,10,5,0,164
UCL115101,4,0,0,0,0,0,7,0,0,0,0,0,0,4,0,0,0,0,0,0,6,0,0,0,0,0,0,8,4,0,0,0,0,0,5,0,0,0,0,3,0,12,9,4,0,0,5,0,17,11,4,0,0,4,0,18,6,8,0,0,0,0,19,11,15,0,0,0,0,28,14,5,4,0,0,0,21,13,17,0,0,0,0,30,5,6,0,0,0,0,6,4,10,0,0,0,0,13,6,10,0,0,0,0,12,6,4,0,0,4,0,15,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,5,0,4,0,0,7,89,85,26,12,15,0,224
UCL115102,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,9,7,6,0,0,4,0,18,9,7,6,3,0,0,23,10,12,4,9,4,0,34,3,6,4,0,0,0,19,5,3,4,4,0,0,16,7,5,0,0,0,0,7,0,0,0,0,0,0,5,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,3,0,0,0,0,5,52,54,18,16,13,0,156
UCL115103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,3,0,0,0,0,3,0,3,0,0,0,0,10,3,8,0,0,0,0,13,4,5,0,0,0,0,12,0,6,0,0,4,0,9,5,5,0,0,0,0,4,3,3,0,0,0,0,7,0,3,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,37,6,6,0,0,75
UCL115104,4,0,3,0,0,0,3,0,0,0,0,0,0,0,7,0,0,0,0,0,8,0,0,0,0,0,0,0,7,3,0,0,0,0,4,0,7,0,0,0,0,8,5,5,5,0,0,0,16,6,5,0,0,0,0,14,0,3,0,0,0,0,11,6,0,0,0,0,0,9,0,0,0,3,0,0,7,4,6,0,0,0,0,13,0,4,0,0,0,0,6,0,6,0,0,0,0,3,3,16,0,0,0,0,19,0,5,0,0,0,0,9,0,0,0,0,0,0,4,0,3,0,0,0,0,3,0,0,0,0,0,0,8,52,66,20,5,0,3,144
UCL115105,0,0,0,0,0,0,7,3,0,0,0,0,0,4,5,0,0,0,0,0,7,0,4,0,0,0,0,3,6,0,0,0,0,0,7,0,3,0,0,3,0,13,3,5,6,0,0,0,23,0,10,0,0,0,0,16,10,12,0,0,0,0,21,8,6,3,0,0,0,18,4,3,3,0,0,0,11,3,8,8,4,0,0,19,0,0,0,0,0,0,0,3,0,0,0,0,0,5,4,4,0,0,0,0,7,0,5,0,0,0,0,4,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,3,0,4,5,0,6,53,63,22,14,14,0,166
UCL115106,0,0,0,0,4,0,8,4,0,0,0,0,0,7,6,0,0,0,0,0,10,0,0,0,0,0,0,8,3,0,0,0,0,0,11,6,0,6,0,0,0,11,5,10,3,0,5,0,22,11,6,0,6,0,0,32,6,18,0,3,0,0,32,8,7,4,5,0,0,24,6,4,0,0,0,0,12,10,11,3,0,0,0,22,4,0,0,0,5,0,11,0,3,0,0,0,0,6,10,6,0,0,0,0,12,0,4,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,12,87,89,33,18,16,0,234
UCL115107,7,3,0,0,0,0,14,0,0,0,0,0,0,0,7,0,0,0,3,0,12,4,0,0,0,0,0,3,3,0,0,0,3,0,13,9,3,0,0,4,0,21,3,4,3,5,4,0,19,10,11,0,3,4,0,24,0,0,3,0,4,0,12,9,7,0,0,0,0,13,0,4,0,0,7,0,14,9,16,3,5,5,0,41,6,7,0,5,0,0,16,0,5,0,0,0,0,12,8,26,0,8,0,0,46,12,22,3,0,0,0,38,4,6,0,0,0,0,8,0,0,0,0,0,0,3,5,7,4,0,0,0,17,90,136,34,37,33,4,335
UCL115108,5,0,0,0,4,0,12,0,0,0,0,0,0,6,0,0,0,0,0,0,4,0,4,0,0,0,0,4,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,5,0,0,0,7,4,3,0,0,0,0,10,0,10,4,0,0,0,21,5,8,3,3,0,0,17,6,12,0,0,0,0,19,10,20,0,0,0,0,37,10,13,5,5,0,0,26,6,13,0,0,0,0,20,20,43,11,9,3,0,81,31,70,19,4,0,0,128,13,10,3,0,0,0,23,3,8,0,0,0,0,17,6,9,5,0,0,0,21,119,224,71,25,9,0,454
UCL115109,4,0,0,0,0,0,11,5,0,0,0,0,0,8,0,0,0,0,0,0,7,3,0,0,0,0,0,4,8,3,0,0,0,0,14,10,4,0,3,0,0,18,9,4,0,0,0,0,8,9,5,6,5,3,0,22,4,16,0,0,0,0,20,7,8,3,3,0,0,24,0,10,0,0,0,0,11,8,8,3,0,0,0,17,0,3,0,0,0,0,6,0,0,0,0,0,0,8,5,4,4,0,0,0,14,4,0,0,0,0,0,3,0,3,0,0,0,0,8,0,0,0,0,0,0,6,7,0,0,4,0,0,13,91,74,25,12,14,0,215
UCL115110,13,0,4,0,0,0,17,0,0,0,0,0,0,6,10,0,0,0,0,0,18,6,3,4,0,0,0,15,8,7,0,12,0,0,38,22,27,8,8,4,0,71,10,18,6,3,5,0,48,16,16,4,3,0,0,45,4,12,3,0,0,0,23,4,4,4,0,0,0,17,4,3,0,0,0,0,10,6,5,3,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,3,5,0,0,0,0,0,10,0,4,0,0,0,0,4,0,0,0,0,0,0,0,8,7,0,0,0,0,19,110,119,49,34,20,4,341
UCL115111,5,0,5,0,0,0,11,0,0,0,0,0,0,4,4,0,0,0,0,0,8,5,0,0,0,0,0,3,13,10,3,0,3,0,32,22,27,4,6,0,0,61,14,15,3,4,6,0,42,8,18,5,5,6,0,37,4,16,5,0,0,0,28,10,14,4,0,0,0,29,3,7,0,0,0,0,15,5,10,0,0,0,0,18,0,0,0,0,0,0,0,0,3,0,0,0,0,3,6,0,0,0,0,0,6,0,5,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,0,0,0,0,9,106,137,31,25,24,0,314
UCL115112,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,8,4,4,3,0,0,0,9,7,4,0,0,0,0,13,8,3,0,0,0,0,8,15,5,0,0,0,0,18,10,12,3,0,0,0,24,12,11,3,4,0,0,32,14,19,0,0,0,0,35,15,28,6,4,0,0,51,8,16,0,8,0,0,27,0,6,0,0,0,0,16,4,23,6,4,0,0,31,7,9,0,4,0,0,22,4,6,0,0,0,0,11,0,4,0,0,0,0,4,3,11,4,0,0,0,11,104,153,29,24,12,6,318
UCL115113,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,9,0,0,0,0,0,0,6,7,7,4,0,0,0,23,4,11,3,0,0,0,20,3,11,3,3,0,0,20,0,12,5,0,0,0,18,0,11,5,0,0,0,9,0,8,4,0,0,0,8,0,4,0,0,0,0,0,0,4,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,0,0,9,32,74,28,5,8,3,146
UCL115114,5,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,7,4,4,0,0,0,14,3,3,0,0,5,0,20,11,14,3,0,3,0,30,3,10,0,7,5,0,28,6,11,8,3,0,0,27,12,3,5,5,0,0,20,7,8,3,0,0,0,17,4,10,0,0,0,0,12,0,8,0,0,0,0,7,0,0,0,0,0,0,6,4,0,0,0,0,0,0,5,0,0,0,0,0,3,0,4,0,0,0,0,4,0,0,0,0,0,0,0,8,4,5,5,0,0,15,79,77,27,24,16,0,224
UCL115115,4,0,4,3,5,0,18,0,0,0,0,0,0,6,0,0,0,0,6,0,3,4,0,4,0,0,0,4,7,3,3,0,4,0,17,0,6,0,0,9,0,20,5,5,0,0,10,0,18,6,6,5,3,9,0,26,8,13,5,5,0,0,25,10,15,8,9,4,0,40,6,19,0,0,6,0,38,10,30,4,9,5,0,55,4,7,6,4,0,0,25,4,11,0,0,0,0,20,14,18,5,0,0,0,42,26,17,6,8,0,0,53,3,10,0,0,0,0,10,8,5,0,0,0,0,17,10,8,0,3,0,0,24,133,173,59,45,53,0,460
UCL115116,3,0,3,0,4,0,10,4,0,0,0,0,0,4,0,4,0,0,0,0,8,3,0,0,0,0,0,6,9,0,0,0,0,0,14,8,11,7,5,7,0,27,9,5,0,0,0,0,19,5,9,0,10,0,0,29,12,17,0,0,0,0,33,16,34,3,6,3,0,61,8,24,0,0,0,0,43,6,21,5,3,0,0,43,3,12,0,0,0,0,19,5,0,0,0,0,0,8,5,9,5,0,0,0,19,9,6,0,0,0,0,16,0,0,3,0,0,0,5,0,0,0,0,0,0,4,8,0,3,0,4,0,14,116,171,32,34,19,3,381
UCL115117,5,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,5,3,0,0,0,0,0,7,0,0,0,0,0,0,0,3,0,0,4,4,0,14,3,3,3,0,3,0,11,0,13,5,0,3,0,19,8,0,0,0,0,0,13,0,8,4,0,0,0,13,0,5,0,0,0,0,5,4,3,0,0,0,0,11,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,12,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,0,5,42,48,19,14,16,0,129
UCL115118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,9,3,4,0,0,0,0,14,0,7,0,4,0,0,13,4,8,4,3,0,0,22,4,4,0,0,0,0,16,0,0,0,0,0,0,0,0,3,3,0,0,0,7,0,0,5,0,0,0,6,0,0,0,0,0,0,0,5,3,3,0,0,0,9,3,4,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,0,0,0,0,9,37,52,19,13,4,0,135
