UCL_CODE_2021,FOL_IAL_Oth_NS,FOL_IAL_Oth_Tot,FOL_IAL_Tot_SEO,FOL_IAL_Tot_UOLSE_VWorW,FOL_IAL_Tot_UOLSE_NWorNAA,FOL_IAL_Tot_UOLSE_Tot,FOL_IAL_Tot_NS,FOL_IAL_Tot_Tot,FOL_Italian_SEO,FOL_Italian_UOLSE_VWorW,FOL_Italian_UOLSE_NWorNAA,FOL_Italian_UOLSE_Tot,FOL_Italian_NS,FOL_Italian_Tot,FOL_Japan_SEO,FOL_Japan_UOLSE_VWorW,FOL_Japan_UOLSE_NWorNAA,FOL_Japan_UOLSE_Tot,FOL_Japan_NS,FOL_Japan_Tot,FOL_Khmer_SEO,FOL_Khmer_UOLSE_VWorW,FOL_Khmer_UOLSE_NWorNAA,FOL_Khmer_UOLSE_Tot,FOL_Khmer_NS,FOL_Khmer_Tot,FOL_Korean_SEO,FOL_Korean_UOLSE_VWorW,FOL_Korean_UOLSE_NWorNAA,FOL_Korean_UOLSE_Tot,FOL_Korean_NS,FOL_Korean_Tot,FOL_Macedon_SEO,FOL_Macedon_UOLSE_VWorW,FOL_Macedon_UOLSE_NWorNAA,FOL_Macedon_UOLSE_Tot,FOL_Macedon_NS,FOL_Macedon_Tot,FOL_Malayalam_SEO,FOL_Malayalam_UOLSE_VWorW,FOL_Malayalam_UOLSE_NWorNAA,FOL_Malayalam_UOLSE_Tot,FOL_Malayalam_NS,FOL_Malayalam_Tot,FOL_Persian_ED_SEO,FOL_Persian_ED_UOLSE_VWorW,FOL_Persian_ED_UOLSE_NWorNAA,FOL_Persian_ED_UOLSE_Tot,FOL_Persian_ED_NS,FOL_Persian_ED_Tot,FOL_Polish_SEO,FOL_Polish_UOLSE_VWorW,FOL_Polish_UOLSE_NWorNAA,FOL_Polish_UOLSE_Tot,FOL_Polish_NS,FOL_Polish_Tot,FOL_Portuguese_SEO,FOL_Portuguese_UOLSE_VWorW,FOL_Portuguese_UOLSE_NWorNAA,FOL_Portuguese_UOLSE_Tot,FOL_Portuguese_NS,FOL_Portuguese_Tot,FOL_Russian_SEO,FOL_Russian_UOLSE_VWorW,FOL_Russian_UOLSE_NWorNAA,FOL_Russian_UOLSE_Tot,FOL_Russian_NS,FOL_Russian_Tot,FOL_Samoan_SEO,FOL_Samoan_UOLSE_VWorW,FOL_Samoan_UOLSE_NWorNAA,FOL_Samoan_UOLSE_Tot,FOL_Samoan_NS,FOL_Samoan_Tot,FOL_Serbian_SEO,FOL_Serbian_UOLSE_VWorW,FOL_Serbian_UOLSE_NWorNAA,FOL_Serbian_UOLSE_Tot,FOL_Serbian_NS,FOL_Serbian_Tot,FOL_SAL_Filipin_SEO,FOL_SAL_Filipin_UOLSE_VWorW,FOL_SAL_Filipin_UOLSE_NWorNAA,FOL_SAL_Filipin_UOLSE_Tot,FOL_SAL_Filipin_NS,FOL_SAL_Filipin_Tot,FOL_SAL_Indon_SEO,FOL_SAL_Indon_UOLSE_VWorW,FOL_SAL_Indon_UOLSE_NWorNAA,FOL_SAL_Indon_UOLSE_Tot,FOL_SAL_Indon_NS,FOL_SAL_Indon_Tot,FOL_SAL_Tagalog_SEO,FOL_SAL_Tagalog_UOLSE_VWorW,FOL_SAL_Tagalog_UOLSE_NWorNAA,FOL_SAL_Tagalog_UOLSE_Tot,FOL_SAL_Tagalog_NS,FOL_SAL_Tagalog_Tot,FOL_SAL_Oth_SEO,FOL_SAL_Oth_UOLSE_VWorW,FOL_SAL_Oth_UOLSE_NWorNAA,FOL_SAL_Oth_UOLSE_Tot,FOL_SAL_Oth_NS,FOL_SAL_Oth_Tot,FOL_SAL_Tot_SEO,FOL_SAL_Tot_UOLSE_VWorW,FOL_SAL_Tot_UOLSE_NWorNAA,FOL_SAL_Tot_UOLSE_Tot,FOL_SAL_Tot_NS,FOL_SAL_Tot_Tot,FOL_Spanish_SEO,FOL_Spanish_UOLSE_VWorW,FOL_Spanish_UOLSE_NWorNAA,FOL_Spanish_UOLSE_Tot,FOL_Spanish_NS,FOL_Spanish_Tot,FOL_Tamil_SEO,FOL_Tamil_UOLSE_VWorW,FOL_Tamil_UOLSE_NWorNAA,FOL_Tamil_UOLSE_Tot,FOL_Tamil_NS,FOL_Tamil_Tot,FOL_Thai_SEO,FOL_Thai_UOLSE_VWorW,FOL_Thai_UOLSE_NWorNAA,FOL_Thai_UOLSE_Tot,FOL_Thai_NS,FOL_Thai_Tot,FOL_Turkish_SEO,FOL_Turkish_UOLSE_VWorW,FOL_Turkish_UOLSE_NWorNAA,FOL_Turkish_UOLSE_Tot,FOL_Turkish_NS,FOL_Turkish_Tot,FOL_Vietnamese_SEO,FOL_Vietnamese_UOLSE_VWorW,FOL_Vietnamese_UOLSE_NWorNAA,FOL_Vietnamese_UOLSE_Tot,FOL_Vietnamese_NS,FOL_Vietnamese_Tot,FOL_Oth_SEO,FOL_Oth_UOLSE_VWorW,FOL_Oth_UOLSE_NWorNAA,FOL_Oth_UOLSE_Tot,FOL_Oth_NS,FOL_Oth_Tot,FOL_Tot_SEO,FOL_Tot_UOLSE_VWorW,FOL_Tot_UOLSE_NWorNAA,FOL_Tot_UOLSE_Tot,FOL_Tot_NS,FOL_Tot_Tot,F_LUatH_NS_SEO,F_LUatH_NS_UOLSE_VWorW,F_LUatH_NS_UOLSE_NWorNAA,F_LUatH_NS_UOLSE_Tot,F_LUatH_NS_NS,F_LUatH_NS_Tot,F_Tot_SEO,F_Tot_UOLSE_VWorW,F_Tot_UOLSE_NWorNAA,F_Tot_UOLSE_Tot,F_Tot_NS,F_Tot_Tot,PSEO_SEO,PSEO_UOLSE_VWorW,PSEO_UOLSE_NWorNAA,PSEO_UOLSE_Tot,PSEO_NS,PSEO_Tot,POL_Afrikaans_SEO,POL_Afrikaans_UOLSE_VWorW,POL_Afrikaans_UOLSE_NWorNAA,POL_Afrikaans_UOLSE_Tot,POL_Afrikaans_NS,POL_Afrikaans_Tot,POL_Arabic_SEO,POL_Arabic_UOLSE_VWorW,POL_Arabic_UOLSE_NWorNAA,POL_Arabic_UOLSE_Tot,POL_Arabic_NS,POL_Arabic_Tot,POL_AIndLng_SEO,POL_AIndLng_UOLSE_VWorW,POL_AIndLng_UOLSE_NWorNAA,POL_AIndLng_UOLSE_Tot,POL_AIndLng_NS,POL_AIndLng_Tot,POL_CL_Canton_SEO,POL_CL_Canton_UOLSE_VWorW,POL_CL_Canton_UOLSE_NWorNAA,POL_CL_Canton_UOLSE_Tot,POL_CL_Canton_NS,POL_CL_Canton_Tot,POL_CL_Mandarin_SEO,POL_CL_Mandarin_UOLSE_VWorW,POL_CL_Mandarin_UOLSE_NWorNAA,POL_CL_Mandarin_UOLSE_Tot,POL_CL_Mandarin_NS,POL_CL_Mandarin_Tot
UCL112002,0,8,..,274,28,302,10,310,..,14,3,20,0,20,..,14,0,20,0,20,..,8,4,6,0,6,..,16,5,15,0,15,..,0,0,0,0,0,..,29,0,27,0,33,..,17,8,21,0,21,..,6,0,6,0,6,..,0,0,0,0,0,..,9,0,10,0,10,..,4,0,4,0,4,..,13,0,13,0,11,..,32,0,32,0,34,..,8,0,13,0,13,..,56,4,58,0,58,..,4,0,10,0,10,..,104,7,108,0,111,..,48,0,47,0,47,..,27,3,35,0,29,..,26,18,43,0,43,..,0,0,5,0,5,..,33,5,38,0,38,..,156,15,173,3,174,..,1008,124,1129,25,1153,..,32,4,35,840,874,16208,1041,123,1165,857,18232,31569,..,..,..,..,31569,..,52,0,52,0,52,..,99,7,111,3,109,..,53,0,53,0,52,..,47,23,71,0,69,..,82,5,87,0,87
UCL112003,0,0,..,58,3,60,0,61,..,51,3,54,0,56,..,47,8,51,0,51,..,15,0,20,0,20,..,26,3,26,0,26,..,3,0,3,0,3,..,4,0,8,0,8,..,7,0,7,0,7,..,36,0,36,0,36,..,24,0,24,0,24,..,37,3,40,0,40,..,10,0,7,0,7,..,8,0,8,0,8,..,30,0,30,0,30,..,23,0,25,0,25,..,34,0,34,0,34,..,11,0,11,0,13,..,97,0,100,0,102,..,109,8,118,0,119,..,5,0,5,0,5,..,43,5,49,0,49,..,0,0,3,0,3,..,39,9,53,4,54,..,219,29,246,0,252,..,1200,112,1306,13,1322,..,48,0,54,567,620,13710,1243,115,1362,580,15650,26455,..,..,..,..,26455,..,6,0,6,0,6,..,53,5,56,0,56,..,54,0,54,0,52,..,69,16,84,0,85,..,119,23,143,3,146
UCL112004,0,4,..,262,21,278,5,281,..,69,0,69,0,69,..,11,0,13,0,12,..,0,0,0,0,0,..,8,6,14,0,12,..,14,0,14,0,14,..,34,0,36,0,36,..,7,4,11,0,11,..,13,0,13,0,13,..,7,0,7,0,7,..,6,0,6,0,6,..,0,0,0,0,0,..,18,0,18,0,18,..,13,0,13,0,13,..,8,0,5,0,5,..,31,0,31,0,31,..,9,0,11,0,11,..,54,0,57,0,57,..,53,0,57,0,58,..,3,0,6,0,6,..,35,5,38,0,38,..,8,0,9,0,9,..,13,5,16,0,15,..,113,18,126,4,128,..,984,77,1060,16,1079,..,35,9,41,564,606,10913,1018,87,1103,582,12604,20572,..,..,..,..,20572,..,33,0,33,0,33,..,30,5,36,0,36,..,0,0,3,0,3,..,43,8,53,0,58,..,74,12,87,8,92
UCL112005,0,0,..,36,7,41,0,41,..,7,0,7,0,8,..,4,0,4,0,4,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,..,6,0,9,0,9,..,0,0,0,0,0,..,8,0,8,0,8,..,0,0,0,0,5,..,9,0,9,0,9,..,5,0,5,0,5,..,5,0,5,0,5,..,11,0,11,0,11,..,0,0,0,0,0,..,27,0,25,0,25,..,4,0,4,0,4,..,42,0,46,0,46,..,16,0,19,0,19,..,0,0,0,0,0,..,38,10,48,0,48,..,0,0,0,0,0,..,5,8,13,0,13,..,47,9,55,5,58,..,300,43,344,9,350,..,29,6,27,586,615,10291,323,49,372,591,11257,19940,..,..,..,..,19940,..,13,0,13,0,13,..,8,4,13,0,13,..,11,0,13,0,13,..,24,9,32,0,32,..,30,11,38,0,40
UCL112006,0,13,..,793,69,863,9,875,..,21,0,23,0,23,..,6,0,9,0,9,..,0,4,6,0,6,..,28,5,33,0,33,..,3,0,3,0,3,..,98,8,105,3,105,..,12,0,12,0,12,..,9,0,9,0,9,..,7,3,11,0,11,..,5,0,11,0,11,..,0,0,0,0,0,..,0,0,0,0,4,..,63,0,70,0,70,..,6,0,6,0,6,..,81,0,84,3,84,..,8,0,10,0,10,..,157,0,164,3,167,..,22,3,20,0,20,..,28,0,32,0,39,..,19,7,28,0,28,..,0,0,0,0,0,..,26,6,33,0,39,..,252,23,272,14,289,..,1699,182,1880,33,1912,..,78,5,84,1558,1643,16623,1774,193,1962,1596,20184,31642,..,..,..,..,31642,..,38,0,42,0,42,..,87,3,89,0,89,..,136,4,140,0,141,..,72,26,95,0,95,..,105,54,157,0,157
UCL112007,0,0,..,19,4,25,0,25,..,9,0,9,0,8,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,6,0,6,0,6,..,0,0,0,0,0,..,10,0,10,0,10,..,5,0,5,0,5,..,14,0,14,0,14,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,11,0,12,0,12,..,21,4,24,0,24,..,98,13,111,0,110,..,6,0,6,189,197,3132,105,13,116,190,3441,6039,..,..,..,..,6039,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,4,8,0,8,..,7,3,13,0,13
UCL112008,0,0,..,51,0,53,4,56,..,18,4,16,0,19,..,0,0,0,0,0,..,3,0,3,0,3,..,6,0,4,0,4,..,0,0,0,0,0,..,11,0,11,0,11,..,0,0,5,0,5,..,7,0,7,0,7,..,3,0,3,0,3,..,5,0,4,0,4,..,0,0,0,0,0,..,4,0,4,0,4,..,18,0,18,0,18,..,8,0,8,0,8,..,18,0,18,0,19,..,4,0,4,0,4,..,50,0,50,0,50,..,14,4,15,0,15,..,0,0,0,0,0,..,18,3,22,0,22,..,0,0,0,0,0,..,15,0,19,0,13,..,47,9,54,0,54,..,339,41,383,6,390,..,66,10,75,623,695,9794,410,50,464,625,10876,18541,..,..,..,..,18541,..,12,0,12,0,12,..,34,0,36,0,36,..,19,0,19,0,19,..,25,11,32,0,32,..,10,14,30,0,30
UCL112009,0,4,..,168,17,185,0,189,..,12,0,12,0,12,..,6,0,6,0,6,..,11,4,6,0,6,..,14,12,26,0,26,..,0,0,0,0,0,..,45,6,43,0,49,..,4,0,4,0,4,..,3,0,10,0,10,..,10,4,15,0,15,..,4,3,14,0,14,..,3,0,7,0,4,..,3,0,3,0,3,..,25,3,26,0,26,..,18,0,18,0,18,..,38,0,35,0,35,..,12,0,12,0,12,..,90,8,92,0,92,..,15,0,17,0,17,..,3,0,3,0,3,..,21,10,26,0,26,..,9,0,9,0,9,..,9,0,9,0,9,..,107,11,123,0,126,..,687,105,791,9,806,..,57,9,66,651,718,10550,745,110,858,661,12068,20496,..,..,..,..,20496,..,8,0,7,0,7,..,48,4,54,3,54,..,14,0,11,0,11,..,30,9,36,0,45,..,86,36,123,5,123
UCL112010,0,9,..,686,285,972,8,982,..,457,110,569,6,573,..,0,0,0,0,0,..,7,0,7,0,7,..,5,3,9,4,8,..,0,0,3,0,3,..,30,3,37,0,37,..,0,3,3,0,3,..,0,0,0,0,0,..,9,4,13,0,13,..,0,0,0,0,0,..,150,11,164,3,165,..,0,0,0,0,0,..,55,8,63,0,63,..,3,0,4,0,4,..,73,3,77,0,76,..,60,11,76,0,76,..,195,23,220,0,225,..,37,10,51,0,51,..,14,0,17,0,17,..,13,0,18,0,18,..,22,23,44,0,44,..,0,0,6,0,6,..,309,40,352,5,353,..,2110,615,2727,26,2755,..,42,10,56,639,696,7044,2156,623,2778,667,10495,13808,..,..,..,..,13808,..,51,3,51,3,57,..,30,3,33,0,33,..,18,0,18,0,18,..,33,20,42,0,42,..,118,123,243,3,248
UCL112011,0,0,..,37,3,36,0,37,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,31,3,31,0,31,..,3,0,3,0,3,..,24,4,29,0,29,..,6,0,6,0,6,..,65,10,73,0,73,..,9,0,14,0,14,..,3,0,3,0,3,..,18,3,24,0,24,..,0,0,0,0,0,..,3,0,10,0,10,..,41,3,47,6,45,..,240,32,273,3,280,..,24,0,21,439,457,9441,265,31,298,445,10185,18545,..,..,..,..,18545,..,12,0,12,0,12,..,18,0,12,0,12,..,18,0,19,0,19,..,13,6,15,0,15,..,4,0,10,0,10
UCL112012,0,3,..,114,10,124,0,127,..,51,10,61,0,61,..,24,4,28,0,28,..,5,0,5,0,5,..,14,3,21,0,21,..,0,0,0,0,0,..,7,0,7,0,7,..,4,0,4,0,4,..,0,0,3,0,3,..,15,0,15,0,15,..,3,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,31,0,31,0,31,..,13,0,13,0,12,..,36,0,35,0,35,..,9,0,9,0,9,..,89,0,92,0,91,..,23,0,26,0,24,..,5,0,5,0,5,..,22,12,31,0,31,..,0,0,0,0,0,..,27,11,42,3,38,..,176,14,190,0,195,..,765,90,859,11,866,..,37,3,42,894,938,12673,805,98,902,907,14488,24459,..,..,..,..,24459,..,18,0,18,0,18,..,42,8,46,0,48,..,101,7,106,0,104,..,27,8,34,0,34,..,67,15,81,0,79
UCL112013,0,0,..,9,0,5,0,5,..,9,0,9,0,9,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,5,0,5,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,6,0,6,..,5,0,5,0,5,..,0,0,0,0,0,..,13,5,15,0,15,..,55,9,61,0,62,..,0,0,0,86,92,1035,57,6,63,91,1193,2096,..,..,..,..,2096,..,0,0,0,0,0,..,4,0,4,0,4,..,4,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0
UCL112014,0,0,..,41,3,43,0,43,..,16,0,16,0,16,..,9,0,9,0,9,..,3,0,3,0,3,..,13,4,18,0,18,..,0,0,0,0,0,..,9,0,9,0,10,..,8,0,8,0,8,..,18,4,22,0,22,..,6,0,6,0,6,..,6,4,14,0,14,..,27,0,27,0,27,..,4,0,4,0,4,..,21,0,21,0,21,..,0,0,0,0,0,..,21,0,26,0,26,..,12,0,12,0,12,..,57,0,56,0,56,..,37,5,45,0,45,..,5,0,5,0,5,..,16,3,14,0,14,..,0,0,0,0,0,..,4,0,7,0,7,..,149,15,167,0,167,..,535,47,579,3,589,..,34,9,39,462,502,10377,569,52,618,471,11467,20116,..,..,..,..,20116,..,50,6,58,0,53,..,31,0,36,0,36,..,14,0,16,0,16,..,19,3,25,0,25,..,23,11,34,0,37
UCL112015,0,3,..,221,17,234,3,236,..,24,4,27,0,27,..,13,4,14,0,14,..,6,0,6,0,6,..,13,6,17,0,17,..,9,3,8,0,11,..,41,4,45,0,45,..,12,0,15,0,15,..,4,0,4,0,4,..,17,0,17,0,17,..,9,0,8,0,12,..,10,0,10,0,10,..,4,0,8,0,8,..,37,0,42,0,45,..,13,0,13,0,13,..,89,0,92,0,100,..,11,3,14,0,14,..,161,3,168,0,167,..,52,4,55,0,55,..,15,0,18,0,18,..,41,11,52,0,52,..,3,0,9,0,9,..,25,4,25,0,25,..,165,27,193,9,199,..,1022,144,1164,20,1179,..,62,10,76,1110,1184,14512,1080,149,1236,1127,16872,28242,..,..,..,..,28242,..,20,0,25,0,25,..,54,12,64,0,64,..,26,0,26,0,29,..,44,25,72,0,72,..,53,28,85,0,83
UCL112016,0,8,..,287,23,312,3,316,..,44,10,53,0,53,..,18,0,17,0,17,..,0,6,5,0,5,..,28,11,33,0,33,..,5,0,5,0,5,..,128,13,141,0,141,..,6,0,7,0,7,..,17,3,17,0,17,..,5,0,8,0,8,..,36,6,40,0,43,..,5,0,5,0,5,..,14,4,16,0,16,..,45,0,47,0,47,..,14,0,14,0,16,..,74,0,75,0,75,..,10,0,10,0,10,..,148,4,148,0,152,..,44,0,46,0,45,..,28,0,24,0,24,..,30,16,45,0,45,..,9,4,16,0,16,..,17,4,26,0,30,..,224,25,250,7,256,..,1360,177,1537,22,1558,..,53,9,64,1082,1143,18018,1415,183,1605,1104,20719,34799,..,..,..,..,34799,..,89,0,89,0,89,..,65,6,79,0,82,..,37,6,40,0,40,..,50,31,81,0,79,..,122,43,170,3,167
UCL112017,0,8,..,153,16,166,0,166,..,44,6,55,0,55,..,28,3,32,0,32,..,0,0,0,0,0,..,20,8,29,0,29,..,0,0,0,0,0,..,20,0,20,0,20,..,5,0,5,0,5,..,10,0,17,0,17,..,24,0,22,0,24,..,20,3,26,0,26,..,4,0,4,0,4,..,5,3,9,0,9,..,58,4,57,0,57,..,13,0,13,0,13,..,66,0,70,4,70,..,14,0,15,0,15,..,150,7,156,4,155,..,53,5,59,0,60,..,14,3,23,0,22,..,48,4,48,0,48,..,12,3,13,0,13,..,43,13,52,0,52,..,215,25,240,6,246,..,1168,131,1302,12,1313,..,58,6,65,1075,1138,22743,1231,134,1366,1091,25190,43115,..,..,..,..,43115,..,64,0,64,0,64,..,70,6,76,0,76,..,62,0,62,0,66,..,55,21,77,0,78,..,121,21,143,0,143
UCL112018,0,3,..,277,19,302,3,302,..,11,0,12,0,12,..,10,5,16,0,16,..,0,0,0,0,0,..,10,0,8,0,8,..,0,0,0,0,0,..,46,4,50,0,47,..,9,0,8,0,8,..,5,0,5,0,5,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,61,0,65,3,71,..,12,0,12,0,12,..,123,5,132,0,132,..,19,0,19,4,18,..,223,8,228,0,228,..,17,0,17,0,17,..,10,0,10,0,10,..,24,8,31,0,30,..,0,0,0,0,0,..,96,78,169,0,171,..,216,35,243,3,250,..,1151,258,1407,23,1428,..,72,3,78,1414,1493,15466,1225,262,1490,1431,18390,29579,..,..,..,..,29579,..,14,0,17,0,17,..,69,9,75,0,80,..,148,6,153,4,156,..,54,16,71,4,70,..,167,221,385,6,395
UCL112019,0,12,..,294,22,319,3,322,..,27,4,30,0,34,..,3,0,3,0,3,..,0,0,0,0,0,..,13,5,14,0,17,..,6,0,6,0,6,..,146,20,163,0,163,..,18,5,20,0,21,..,3,0,3,0,3,..,4,0,4,0,4,..,14,0,14,0,14,..,14,0,16,0,16,..,7,0,7,0,7,..,73,0,76,0,76,..,10,0,10,0,10,..,61,0,66,0,66,..,22,0,22,0,22,..,169,7,171,0,171,..,51,5,50,0,50,..,26,0,26,0,26,..,34,17,45,0,51,..,0,0,0,0,0,..,21,8,28,0,28,..,664,299,963,9,970,..,1867,467,2336,16,2350,..,92,11,101,1199,1297,22114,1959,475,2431,1214,25765,42351,..,..,..,..,42351,..,45,0,45,0,45,..,246,31,280,5,280,..,124,3,129,0,126,..,51,18,72,0,72,..,179,96,270,7,279
UCL113001,0,0,..,64,3,65,0,65,..,24,0,28,0,28,..,25,3,27,0,25,..,0,0,0,0,0,..,0,0,3,0,3,..,7,0,4,0,4,..,5,4,7,0,7,..,3,0,3,0,3,..,0,0,0,0,0,..,25,0,25,0,29,..,6,0,6,0,6,..,0,0,0,0,0,..,0,0,0,0,0,..,18,0,18,0,18,..,3,0,3,0,3,..,17,4,18,0,18,..,0,0,0,0,0,..,37,0,41,0,41,..,23,8,27,0,27,..,3,0,3,0,3,..,35,6,40,0,40,..,0,0,0,0,0,..,12,4,16,0,16,..,68,8,76,0,79,..,449,46,497,4,500,..,27,4,30,652,681,8636,477,52,528,655,9821,16385,..,..,..,..,16385,..,0,0,0,0,0,..,12,0,12,0,12,..,38,0,38,0,36,..,12,11,21,0,21,..,23,9,28,0,28
UCL113002,0,0,..,40,0,39,0,43,..,15,4,18,0,18,..,3,0,5,0,5,..,0,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,15,0,17,0,17,..,0,0,0,0,0,..,7,0,11,0,11,..,4,0,4,0,4,..,8,0,6,0,6,..,0,0,0,0,0,..,3,0,6,0,6,..,15,0,15,0,15,..,4,0,4,0,4,..,13,0,16,0,11,..,0,0,0,0,0,..,39,0,36,0,37,..,14,3,17,0,17,..,0,0,0,0,0,..,13,3,15,0,15,..,0,0,0,0,0,..,13,0,12,0,12,..,72,11,86,0,86,..,329,44,367,3,374,..,16,0,19,453,472,5502,342,42,383,456,6339,10630,..,..,..,..,10630,..,4,0,4,0,4,..,4,0,9,0,6,..,48,0,48,0,48,..,16,4,17,0,17,..,32,4,40,0,40
UCL113003,0,0,..,18,4,18,0,20,..,23,4,27,0,27,..,5,0,7,0,7,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,21,4,21,0,21,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,39,3,45,0,45,..,3,0,3,0,3,..,40,3,38,0,38,..,13,0,9,0,9,..,88,9,98,0,98,..,0,0,0,0,0,..,0,4,5,0,5,..,8,0,8,0,8,..,0,0,0,0,0,..,6,0,6,0,6,..,72,0,75,0,73,..,301,29,330,3,335,..,23,0,23,728,754,7873,315,38,352,732,8960,15360,..,..,..,..,15360,..,9,0,9,0,9,..,19,0,28,0,28,..,45,0,52,0,52,..,6,0,3,0,3,..,22,4,23,0,23
UCL113004,0,0,..,11,0,11,0,11,..,61,10,70,0,70,..,35,17,55,0,55,..,0,0,0,0,0,..,5,0,5,0,5,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,6,0,6,0,6,..,75,3,79,0,81,..,11,0,11,0,11,..,0,0,0,0,0,..,0,0,0,0,0,..,7,0,7,0,7,..,4,0,4,0,4,..,10,0,10,0,10,..,0,0,0,0,0,..,27,0,27,0,27,..,184,9,187,0,187,..,0,0,0,0,0,..,15,0,20,0,20,..,3,0,3,0,5,..,11,0,10,0,10,..,123,5,126,0,131,..,747,47,793,6,798,..,20,0,27,427,450,4201,768,49,820,436,5445,8185,..,..,..,..,8185,..,9,0,9,0,9,..,8,0,8,0,8,..,5,0,5,0,5,..,3,0,3,0,3,..,21,0,19,0,19
UCL113005,0,0,..,42,6,45,0,45,..,0,0,7,0,7,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,10,0,10,0,10,..,4,0,3,0,3,..,3,0,3,0,3,..,7,0,7,0,7,..,6,0,6,0,6,..,0,0,0,0,0,..,0,0,0,0,0,..,13,0,13,0,13,..,8,0,8,0,8,..,22,0,26,0,26,..,7,0,7,0,7,..,53,0,54,0,54,..,9,0,8,0,8,..,0,0,3,0,3,..,8,3,12,0,13,..,0,0,0,0,0,..,7,0,5,0,10,..,66,10,78,0,78,..,269,37,309,8,314,..,27,0,29,529,557,8024,294,43,340,533,8897,15482,..,..,..,..,15482,..,13,0,13,0,13,..,6,0,9,0,9,..,82,4,87,0,87,..,21,8,25,0,25,..,21,4,30,0,30
UCL113006,0,0,..,14,3,16,0,16,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,18,0,16,0,16,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,6,0,6,0,6,..,4,0,4,0,4,..,16,0,16,0,16,..,5,0,3,0,3,..,37,0,33,0,33,..,3,0,3,0,3,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,53,0,51,3,55,..,173,17,182,7,191,..,25,0,25,523,547,4722,195,17,209,530,5464,8964,..,..,..,..,8964,..,0,0,0,0,0,..,11,0,11,0,11,..,89,4,91,9,97,..,10,5,20,0,20,..,15,4,21,0,21
UCL113007,0,4,..,7,0,7,0,7,..,26,0,27,0,27,..,6,0,6,0,6,..,0,0,0,0,0,..,5,0,5,0,5,..,14,4,21,0,21,..,0,0,0,0,0,..,0,0,5,0,5,..,7,0,7,0,7,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,5,0,12,0,12,..,6,0,6,0,6,..,0,0,0,0,0,..,7,0,7,0,7,..,4,0,4,0,4,..,21,0,21,0,21,..,31,4,34,0,34,..,4,0,4,0,4,..,18,0,17,0,17,..,0,0,0,0,0,..,6,3,9,0,9,..,77,5,83,0,84,..,362,36,396,0,405,..,9,0,9,345,355,6822,370,36,405,345,7581,13351,..,..,..,..,13351,..,15,0,15,0,15,..,25,0,25,0,25,..,3,0,3,0,3,..,26,10,40,0,37,..,39,21,53,0,53
