UCL_CODE_2021,F_GrpH_Mem_0_14,F_GrpH_Mem_15_24,F_GrpH_Mem_25_34,F_GrpH_Mem_35_44,F_GrpH_Mem_45_54,F_GrpH_Mem_55_64,F_GrpH_Mem_65_74,F_GrpH_Mem_75_84,F_GrpH_Mem_85ov,F_GrpH_Mem_Tot,F_LonePsn_0_14,F_LonePsn_15_24,F_LonePsn_25_34,F_LonePsn_35_44,F_LonePsn_45_54,F_LonePsn_55_64,F_LonePsn_65_74,F_LonePsn_75_84,F_LonePsn_85ov,F_LonePsn_Tot,F_Vis_within_Aus_0_14,F_Vis_within_Aus_15_24,F_Vis_within_Aus_25_34,F_Vis_within_Aus_35_44,F_Vis_within_Aus_45_54,F_Vis_within_Aus_55_64,F_Vis_within_Aus_65_74,F_Vis_within_Aus_75_84,F_Vis_within_Aus_85ov,F_Vis_within_Aus_Tot,F_Tot_0_14,F_Tot_15_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85ov,F_Tot_Tot,P_Ptn_in_RM_0_14,P_Ptn_in_RM_15_24,P_Ptn_in_RM_25_34,P_Ptn_in_RM_35_44,P_Ptn_in_RM_45_54,P_Ptn_in_RM_55_64,P_Ptn_in_RM_65_74,P_Ptn_in_RM_75_84,P_Ptn_in_RM_85ov,P_Ptn_in_RM_Tot,P_Ptn_in_DFM_0_14,P_Ptn_in_DFM_15_24,P_Ptn_in_DFM_25_34,P_Ptn_in_DFM_35_44,P_Ptn_in_DFM_45_54,P_Ptn_in_DFM_55_64,P_Ptn_in_DFM_65_74,P_Ptn_in_DFM_75_84,P_Ptn_in_DFM_85ov,P_Ptn_in_DFM_Tot,P_LonePnt_0_14,P_LonePnt_15_24,P_LonePnt_25_34,P_LonePnt_35_44,P_LonePnt_45_54,P_LonePnt_55_64,P_LonePnt_65_74,P_LonePnt_75_84,P_LonePnt_85ov,P_LonePnt_Tot,P_CU15_0_14,P_CU15_15_24,P_CU15_25_34,P_CU15_35_44,P_CU15_45_54,P_CU15_55_64,P_CU15_65_74,P_CU15_75_84,P_CU15_85ov,P_CU15_Tot,P_DpStu_0_14,P_DpStu_15_24,P_DpStu_25_34,P_DpStu_35_44,P_DpStu_45_54,P_DpStu_55_64,P_DpStu_65_74,P_DpStu_75_84,P_DpStu_85ov,P_DpStu_Tot,P_NDpChl_0_14,P_NDpChl_15_24,P_NDpChl_25_34,P_NDpChl_35_44,P_NDpChl_45_54,P_NDpChl_55_64,P_NDpChl_65_74,P_NDpChl_75_84,P_NDpChl_85ov,P_NDpChl_Tot,P_OthRI_0_14,P_OthRI_15_24,P_OthRI_25_34,P_OthRI_35_44,P_OthRI_45_54,P_OthRI_55_64,P_OthRI_65_74,P_OthRI_75_84,P_OthRI_85ov,P_OthRI_Tot,P_URI_in_FH_0_14,P_URI_in_FH_15_24,P_URI_in_FH_25_34,P_URI_in_FH_35_44,P_URI_in_FH_45_54,P_URI_in_FH_55_64,P_URI_in_FH_65_74,P_URI_in_FH_75_84,P_URI_in_FH_85ov,P_URI_in_FH_Tot,P_GrpH_Mem_0_14,P_GrpH_Mem_15_24,P_GrpH_Mem_25_34,P_GrpH_Mem_35_44,P_GrpH_Mem_45_54,P_GrpH_Mem_55_64,P_GrpH_Mem_65_74,P_GrpH_Mem_75_84,P_GrpH_Mem_85ov,P_GrpH_Mem_Tot,P_LonePsn_0_14,P_LonePsn_15_24,P_LonePsn_25_34,P_LonePsn_35_44,P_LonePsn_45_54,P_LonePsn_55_64,P_LonePsn_65_74,P_LonePsn_75_84,P_LonePsn_85ov,P_LonePsn_Tot,P_Vis_within_Aus_0_14,P_Vis_within_Aus_15_24,P_Vis_within_Aus_25_34,P_Vis_within_Aus_35_44,P_Vis_within_Aus_45_54,P_Vis_within_Aus_55_64,P_Vis_within_Aus_65_74,P_Vis_within_Aus_75_84,P_Vis_within_Aus_85ov,P_Vis_within_Aus_Tot,P_Tot_0_14,P_Tot_15_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85ov,P_Tot_Tot
UCL122077,..,0,0,0,0,0,3,0,0,3,..,0,0,0,0,3,10,8,4,31,4,4,0,0,0,7,0,0,0,11,25,20,19,14,17,33,29,13,4,164,..,0,5,7,15,40,29,8,0,106,..,10,4,5,5,4,5,3,0,31,..,0,4,7,4,0,0,0,0,13,43,..,..,..,..,..,..,..,..,43,..,13,..,..,..,..,..,..,..,13,..,9,8,6,0,0,0,0,0,20,..,0,0,0,0,5,0,4,0,4,..,3,6,0,0,0,0,0,0,11,..,0,0,0,0,0,4,0,0,4,..,0,0,0,5,10,14,8,4,48,4,4,0,0,0,7,0,0,0,11,46,36,26,18,35,64,56,27,7,315
UCL122078,..,0,0,0,0,0,0,0,0,7,..,0,0,0,0,11,10,13,3,42,0,0,0,0,0,0,4,0,0,5,6,7,5,8,9,28,33,23,8,135,..,0,6,4,15,18,28,17,8,96,..,0,12,5,0,11,6,0,0,33,..,0,0,0,0,0,0,0,0,7,14,..,..,..,..,..,..,..,..,14,..,7,..,..,..,..,..,..,..,7,..,8,0,6,0,4,0,0,0,12,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,5,..,0,0,0,0,0,0,6,0,9,..,0,0,0,3,12,12,23,8,60,4,0,0,0,0,0,4,0,0,5,19,14,16,17,19,48,55,41,15,246
UCL122079,..,0,0,0,0,0,0,0,0,4,..,0,0,0,4,0,6,0,0,13,0,0,0,0,0,0,0,0,0,0,18,11,11,15,23,25,20,7,0,129,..,0,15,22,20,34,24,9,3,132,..,0,0,4,5,3,5,5,0,18,..,0,0,0,4,0,0,0,0,9,44,..,..,..,..,..,..,..,..,44,..,11,..,..,..,..,..,..,..,11,..,11,4,0,0,0,0,0,0,16,..,0,0,0,0,4,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,5,0,0,0,0,0,0,7,..,0,0,0,3,5,9,0,0,17,0,0,0,0,0,0,0,0,0,0,44,32,21,31,40,40,36,19,3,269
UCL122080,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,3,3,0,0,13,0,0,0,0,0,0,0,0,0,0,45,23,27,22,28,27,25,13,0,217,..,0,24,38,38,51,27,18,0,197,..,5,9,4,0,6,0,4,0,25,..,0,0,3,3,0,5,0,0,17,98,..,..,..,..,..,..,..,..,98,..,21,..,..,..,..,..,..,..,21,..,20,17,5,0,0,0,0,0,41,..,0,0,0,0,3,0,0,0,0,..,0,4,0,0,0,0,0,0,10,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,5,8,4,0,20,0,0,0,0,0,0,0,0,0,0,101,49,54,55,46,59,42,26,0,431
UCL122081,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,6,8,3,0,17,0,0,0,0,0,0,0,0,0,3,28,9,11,9,15,22,15,7,0,115,..,0,8,15,13,15,18,7,0,81,..,0,0,3,3,8,0,0,0,20,..,0,0,4,3,3,0,0,0,15,42,..,..,..,..,..,..,..,..,42,..,0,..,..,..,..,..,..,..,0,..,10,4,0,6,0,0,0,0,15,..,0,0,0,0,5,3,0,0,9,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,4,..,0,0,0,6,9,8,3,0,30,0,0,0,0,0,5,0,0,0,3,42,18,19,28,30,37,30,15,5,224
UCL122082,..,0,0,0,3,4,6,0,0,8,..,0,4,0,6,4,12,0,3,30,0,0,0,0,0,0,0,0,0,0,3,5,3,9,13,25,26,12,9,103,..,0,0,3,9,16,20,11,0,59,..,0,0,4,6,5,4,0,0,16,..,0,0,3,0,0,0,0,0,7,14,..,..,..,..,..,..,..,..,14,..,8,..,..,..,..,..,..,..,8,..,3,0,0,0,0,0,0,0,7,..,0,0,0,0,3,0,3,0,5,..,0,0,0,0,0,0,0,0,0,..,0,0,0,5,4,7,0,0,19,..,0,5,0,5,22,27,16,6,77,0,0,0,0,0,0,0,0,0,5,14,14,5,9,28,44,58,33,8,218
UCL122083,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,22,13,11,12,25,25,13,3,5,138,..,0,12,12,44,36,26,0,3,143,..,0,6,4,0,6,0,0,0,13,..,0,0,0,0,3,0,0,0,7,46,..,..,..,..,..,..,..,..,46,..,19,..,..,..,..,..,..,..,19,..,12,10,0,0,0,0,0,0,29,..,0,0,0,0,0,0,6,0,9,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,7,0,0,4,12,4,0,0,0,0,0,0,0,0,4,45,41,23,20,53,54,32,8,3,280
UCL122084,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,16,11,12,8,11,13,6,6,0,87,..,0,7,14,6,8,4,7,0,47,..,4,7,0,5,6,0,0,0,27,..,0,6,0,3,0,3,0,0,8,34,..,..,..,..,..,..,..,..,34,..,10,..,..,..,..,..,..,..,10,..,8,7,0,0,0,0,0,0,11,..,0,0,0,4,0,3,0,0,10,..,0,0,0,0,0,0,0,0,3,..,0,0,5,0,5,0,0,0,9,..,0,0,0,5,6,0,0,0,14,0,0,0,0,0,0,0,0,0,8,34,26,19,28,23,28,12,9,5,180
UCL122085,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,4,5,10,3,23,0,0,0,0,0,0,0,0,0,0,22,8,15,13,10,13,20,16,4,115,..,0,5,10,9,6,11,11,6,55,..,3,14,3,5,4,9,3,0,32,..,0,4,4,5,0,0,0,0,13,45,..,..,..,..,..,..,..,..,45,..,12,..,..,..,..,..,..,..,12,..,3,0,0,3,0,0,0,0,11,..,0,0,0,0,4,0,0,0,3,..,5,0,0,0,0,0,0,0,0,..,0,0,0,0,0,5,0,0,7,..,0,5,7,5,6,16,10,3,54,0,0,0,4,0,0,0,0,0,11,45,26,26,24,23,25,41,24,6,250
UCL122086,..,0,0,0,0,0,0,0,0,3,..,0,0,5,3,10,3,3,4,30,0,4,0,0,5,0,0,0,0,3,24,14,19,16,21,21,20,12,4,153,..,0,6,6,10,15,23,12,0,76,..,3,11,4,0,5,4,0,0,37,..,0,5,10,5,0,4,5,0,26,50,..,..,..,..,..,..,..,..,50,..,5,..,..,..,..,..,..,..,5,..,4,5,5,0,0,0,0,0,17,..,10,3,0,0,0,3,0,0,19,..,0,0,0,0,0,0,0,0,0,..,0,0,0,4,3,3,3,0,12,..,0,4,3,6,19,21,8,4,69,0,3,0,0,4,0,0,0,0,11,50,32,33,27,41,47,58,25,10,318
UCL122087,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,3,0,0,8,0,0,0,0,0,0,0,0,0,0,6,5,4,8,5,11,22,7,3,80,..,0,4,9,8,15,43,8,0,82,..,0,0,0,3,0,0,0,0,14,..,0,0,3,0,0,0,0,0,4,23,..,..,..,..,..,..,..,..,23,..,0,..,..,..,..,..,..,..,0,..,7,0,3,0,0,0,0,0,11,..,5,0,0,0,0,0,0,0,5,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,5,0,0,0,5,..,0,0,3,0,8,8,6,0,17,0,0,0,0,0,0,0,0,0,9,26,10,7,20,16,26,52,11,3,173
UCL122088,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,14,13,12,9,14,12,13,8,0,93,..,0,4,5,14,6,20,4,0,53,..,4,4,0,7,5,0,0,0,27,..,0,4,0,0,5,3,5,0,17,32,..,..,..,..,..,..,..,..,32,..,5,..,..,..,..,..,..,..,5,..,18,4,4,3,0,0,0,0,25,..,3,3,0,0,0,8,0,0,10,..,0,0,0,0,0,0,0,0,5,..,0,0,0,0,4,3,0,0,9,..,0,0,0,8,6,7,0,0,21,0,0,0,0,0,0,0,0,0,0,32,32,20,23,28,29,30,12,3,215
UCL122089,..,0,0,0,0,0,0,0,0,3,..,0,3,0,0,0,8,3,5,19,0,0,0,0,0,0,0,0,0,0,40,15,32,26,16,36,21,17,0,201,..,6,26,32,16,38,23,15,0,150,..,5,13,10,10,9,4,0,0,46,..,0,0,5,7,0,0,0,0,15,80,..,..,..,..,..,..,..,..,80,..,8,..,..,..,..,..,..,..,8,..,7,4,0,0,0,0,0,0,9,..,0,0,0,0,6,0,4,0,18,..,0,0,0,0,0,0,0,0,7,..,0,0,0,4,6,3,0,0,8,..,0,8,0,4,3,9,11,3,48,0,0,3,0,0,0,4,0,0,9,81,31,63,51,40,60,38,28,9,400
UCL122090,..,0,0,0,0,0,0,0,0,5,..,0,0,0,0,3,0,4,0,16,0,0,0,0,0,0,0,0,0,3,17,22,17,26,31,40,28,18,4,198,..,0,15,28,35,57,48,23,0,197,..,6,12,9,8,8,3,0,0,49,..,0,0,3,3,6,0,3,0,17,49,..,..,..,..,..,..,..,..,49,..,11,..,..,..,..,..,..,..,11,..,14,7,0,0,0,0,0,0,28,..,0,3,0,0,6,0,0,4,11,..,0,0,0,0,0,0,0,0,0,..,0,0,0,3,0,3,0,0,11,..,0,6,4,3,4,8,3,0,32,0,0,4,4,0,0,0,0,0,8,49,34,45,54,53,83,59,34,4,411
UCL122091,..,0,0,0,0,0,0,0,0,0,..,0,4,0,0,5,7,8,6,26,0,0,0,0,0,0,0,0,0,5,24,11,22,11,19,19,20,9,6,142,..,5,15,10,9,23,15,10,0,93,..,0,12,3,5,10,4,0,0,36,..,0,5,6,3,0,3,0,0,18,64,..,..,..,..,..,..,..,..,64,..,9,..,..,..,..,..,..,..,9,..,7,0,0,0,0,0,0,0,9,..,0,0,0,0,0,3,3,0,7,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,6,..,0,10,0,0,7,13,10,6,50,0,0,0,0,0,0,0,0,0,5,64,18,41,25,22,45,41,26,6,283
UCL122092,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,3,0,0,0,11,0,0,0,0,0,0,0,0,0,5,31,26,15,29,27,33,21,11,0,186,..,0,12,28,22,39,40,19,0,148,..,7,3,11,16,12,5,0,0,49,..,0,0,3,0,3,0,0,0,15,62,..,..,..,..,..,..,..,..,62,..,17,..,..,..,..,..,..,..,17,..,14,5,6,0,0,0,0,0,25,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,5,..,0,0,0,0,3,3,0,0,10,0,0,0,0,0,0,0,0,0,11,62,39,27,43,37,57,49,21,3,348
UCL122093,..,5,0,0,0,0,0,0,0,5,..,0,0,4,7,7,3,8,5,36,0,0,0,0,0,0,0,4,0,5,25,21,21,22,24,27,16,14,3,167,..,0,8,11,20,26,22,5,4,88,..,0,4,9,5,4,0,0,0,19,..,0,3,13,0,0,3,0,0,24,43,..,..,..,..,..,..,..,..,43,..,11,..,..,..,..,..,..,..,11,..,9,3,4,0,0,0,0,0,19,..,3,0,5,7,6,0,5,0,17,..,0,4,0,0,0,0,0,0,6,..,3,0,0,0,0,0,0,0,3,..,0,4,3,9,24,10,18,3,68,0,0,0,0,4,0,0,3,0,15,43,30,25,38,36,55,31,27,8,303
UCL122094,..,0,0,0,0,0,0,0,0,5,..,0,4,0,0,8,9,4,7,24,0,0,0,0,0,0,0,0,0,4,21,11,18,8,30,36,22,8,11,163,..,0,7,9,21,29,27,13,3,112,..,5,7,4,11,5,4,0,5,41,..,0,0,3,7,3,3,3,4,23,38,..,..,..,..,..,..,..,..,38,..,11,..,..,..,..,..,..,..,11,..,9,0,0,5,0,0,0,0,18,..,0,0,0,0,5,4,0,0,11,..,0,3,0,0,0,0,0,0,5,..,0,0,0,6,0,0,0,0,10,..,0,3,0,0,13,9,6,4,41,0,3,0,0,0,3,0,0,0,10,38,29,30,24,49,61,53,24,11,311
UCL122095,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,4,0,0,0,11,0,0,0,0,0,0,0,0,0,0,17,7,9,14,14,24,8,6,0,98,..,0,9,17,18,18,4,3,0,70,..,0,7,8,6,7,0,0,0,22,..,0,0,5,6,7,0,0,0,11,43,..,..,..,..,..,..,..,..,43,..,7,..,..,..,..,..,..,..,7,..,3,4,3,3,0,0,0,0,19,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3,..,0,0,0,5,10,8,0,0,26,0,0,0,0,0,0,0,0,0,4,47,18,18,26,29,44,14,13,0,209
UCL122096,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,5,0,0,0,9,0,0,0,0,0,0,0,0,0,3,8,9,10,5,12,25,17,16,0,104,..,0,0,13,13,26,20,25,0,91,..,0,4,0,4,8,8,0,0,32,..,0,0,3,4,0,0,0,0,6,23,..,..,..,..,..,..,..,..,23,..,11,..,..,..,..,..,..,..,11,..,10,3,0,0,0,0,0,0,17,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,3,0,3,6,9,9,0,35,0,0,0,0,0,0,0,0,0,0,23,20,19,18,25,52,31,36,0,214
UCL122097,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,18,13,9,5,13,13,13,4,4,97,..,0,0,11,22,17,17,6,0,68,..,9,4,0,3,4,0,0,0,25,..,0,4,0,0,0,0,0,0,9,27,..,..,..,..,..,..,..,..,27,..,4,..,..,..,..,..,..,..,4,..,6,0,0,4,0,0,0,0,10,..,0,0,0,0,0,0,0,0,0,..,6,0,0,0,0,0,0,0,6,..,0,0,0,4,0,0,0,0,4,..,3,0,0,7,11,6,4,0,28,0,0,0,4,0,0,0,0,0,6,33,20,13,15,37,32,20,14,4,187
UCL122098,..,0,0,3,0,0,0,3,0,12,..,4,4,3,14,13,22,0,0,61,0,0,0,0,0,3,3,0,0,3,24,12,18,24,25,34,35,10,0,190,..,0,4,7,11,15,7,7,0,53,..,0,6,4,0,3,0,6,0,16,..,0,4,10,13,4,5,0,0,35,56,..,..,..,..,..,..,..,..,56,..,10,..,..,..,..,..,..,..,10,..,8,6,0,0,5,0,0,0,17,..,3,0,0,0,8,3,0,0,16,..,0,0,0,0,0,0,0,0,0,..,5,4,3,7,7,6,3,0,28,..,4,8,6,14,30,35,7,0,105,3,0,0,0,4,3,3,0,0,7,59,24,34,43,47,81,52,19,0,363
UCL122099,..,0,0,0,0,0,0,0,0,0,..,0,3,0,4,8,8,6,0,24,0,0,0,0,0,0,0,0,0,0,20,10,17,5,11,13,20,7,4,108,..,0,9,7,11,13,22,0,0,65,..,8,12,0,5,0,5,4,0,27,..,0,0,4,0,0,0,0,0,3,41,..,..,..,..,..,..,..,..,41,..,7,..,..,..,..,..,..,..,7,..,11,0,0,0,0,0,0,0,14,..,4,0,0,0,0,0,0,0,5,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,3,6,8,12,21,7,0,54,0,0,0,0,0,0,0,0,0,5,41,30,24,10,20,29,46,15,4,218
UCL122100,..,0,0,0,0,0,0,0,0,4,..,0,0,0,0,6,6,3,0,17,0,0,0,0,0,0,4,4,0,10,22,8,12,13,22,53,47,18,3,203,..,0,3,17,27,57,72,27,8,201,..,0,3,8,6,18,10,7,0,54,..,0,0,7,3,3,0,3,0,21,50,..,..,..,..,..,..,..,..,50,..,11,..,..,..,..,..,..,..,11,..,11,10,0,5,4,0,0,0,35,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,5,..,0,0,0,3,0,4,0,0,12,..,0,0,0,3,10,18,12,3,45,0,0,0,3,0,4,4,4,0,11,50,24,25,33,52,94,104,45,9,437
UCL122101,..,0,0,0,0,3,0,0,0,5,..,0,0,0,0,4,4,0,0,12,6,0,0,0,0,0,4,0,0,7,28,15,6,21,30,29,27,7,0,161,..,0,9,33,34,33,40,8,0,151,..,0,3,5,16,10,9,0,0,41,..,0,0,0,3,3,0,0,0,9,51,..,..,..,..,..,..,..,..,51,..,11,..,..,..,..,..,..,..,11,..,16,0,0,0,0,0,0,0,18,..,0,0,0,0,3,0,0,0,3,..,0,0,0,0,0,0,0,0,3,..,0,0,0,4,0,0,0,0,10,..,0,0,0,3,6,14,6,0,25,6,0,0,0,3,0,4,0,0,11,53,28,12,41,61,50,67,13,0,333
UCL122102,..,0,0,0,0,3,0,0,0,8,..,0,0,0,0,3,10,15,0,27,0,0,5,0,0,5,0,0,0,5,15,10,11,5,15,18,23,18,0,122,..,0,0,8,19,19,20,14,4,80,..,0,3,4,0,3,0,0,0,13,..,0,0,3,6,7,0,0,0,14,41,..,..,..,..,..,..,..,..,41,..,4,..,..,..,..,..,..,..,4,..,3,3,0,0,0,0,0,0,10,..,0,0,0,0,5,0,0,0,7,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,6,3,0,0,9,..,0,4,6,4,6,12,16,3,52,0,0,5,0,0,5,0,0,0,11,43,19,21,15,27,42,45,31,7,251
UCL122103,..,0,0,0,0,0,0,0,0,6,..,0,0,0,0,6,5,6,0,20,0,0,0,0,0,0,0,0,0,0,12,3,9,5,13,15,16,11,4,86,..,0,9,7,10,20,15,9,3,64,..,3,0,0,4,3,4,0,0,18,..,0,3,0,0,0,0,0,0,3,27,..,..,..,..,..,..,..,..,27,..,3,..,..,..,..,..,..,..,3,..,3,4,3,0,0,0,0,0,10,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,7,0,0,0,8,..,0,0,0,0,9,5,8,0,36,4,0,0,0,0,0,0,0,0,5,24,11,13,18,21,38,26,15,7,176
UCL122104,..,0,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,31,31,12,15,40,37,22,8,4,202,..,0,7,21,58,68,36,18,0,214,..,0,0,3,7,0,0,0,0,15,..,0,0,4,0,0,0,0,0,5,55,..,..,..,..,..,..,..,..,55,..,34,..,..,..,..,..,..,..,34,..,40,12,0,0,0,0,0,0,53,..,0,0,0,0,3,4,7,0,17,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,6,0,0,0,5,..,0,0,0,5,0,0,0,0,8,0,0,0,0,0,0,0,0,0,8,55,70,25,33,77,83,43,21,5,412
UCL122105,..,0,4,0,0,0,0,0,0,8,..,0,0,0,0,4,0,3,0,5,0,0,0,0,0,0,0,0,0,0,28,8,18,26,24,24,7,6,0,138,..,0,11,32,33,31,7,5,0,117,..,0,7,18,8,8,4,0,0,39,..,0,0,0,6,6,0,0,0,7,66,..,..,..,..,..,..,..,..,66,..,16,..,..,..,..,..,..,..,16,..,11,5,0,0,0,0,0,0,16,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,3,0,3,3,0,0,0,18,..,0,0,0,0,10,3,3,0,17,0,0,0,0,0,3,0,0,0,5,71,27,27,52,48,57,20,4,0,309
UCL122106,..,0,0,0,0,5,0,0,0,5,..,0,0,0,0,6,0,0,0,7,0,0,0,0,0,0,0,0,0,5,18,6,16,4,12,25,17,5,3,106,..,0,4,8,13,22,11,13,0,69,..,0,11,4,0,3,8,0,0,28,..,0,0,3,0,5,0,0,0,11,38,..,..,..,..,..,..,..,..,38,..,3,..,..,..,..,..,..,..,3,..,0,6,0,0,0,0,0,0,7,..,3,0,0,0,3,4,0,0,12,..,0,0,0,0,0,0,0,0,0,..,0,4,0,0,5,0,0,0,7,..,0,0,0,4,8,3,4,0,21,4,0,6,0,0,0,0,4,0,16,40,9,32,15,22,43,33,17,3,213
UCL122107,..,0,0,0,0,0,0,0,0,0,..,0,0,0,5,6,6,0,0,19,0,5,0,0,0,0,0,0,0,4,23,15,22,20,18,31,18,7,5,162,..,4,21,23,20,44,22,10,0,137,..,4,5,6,3,10,3,0,0,40,..,0,0,5,3,0,0,0,0,15,55,..,..,..,..,..,..,..,..,55,..,10,..,..,..,..,..,..,..,10,..,7,9,3,0,3,0,0,0,25,..,3,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,3,5,12,10,7,0,37,0,5,0,0,0,0,0,0,0,5,55,32,34,46,36,64,35,25,4,326
UCL122108,..,0,3,0,0,0,0,0,0,6,..,0,0,0,3,4,10,5,0,17,0,0,0,0,0,0,0,0,0,7,3,3,7,3,8,18,23,20,0,86,..,0,0,11,4,15,26,16,0,71,..,0,0,0,0,12,3,0,0,24,..,0,0,0,3,0,0,0,0,4,8,..,..,..,..,..,..,..,..,8,..,5,..,..,..,..,..,..,..,5,..,5,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,0,..,0,4,0,0,6,0,0,0,12,..,0,0,0,3,10,14,9,3,34,0,4,0,0,0,0,4,0,0,5,8,10,6,10,17,38,51,35,8,174
UCL122109,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,4,..,..,..,..,..,..,..,..,4,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,3,0,0,0,0,11
UCL122110,..,0,0,0,0,0,0,3,0,4,..,0,0,0,0,6,9,6,5,21,0,0,0,0,0,0,0,0,0,8,43,20,21,26,19,27,18,13,4,191,..,0,19,33,25,39,19,15,0,141,..,0,10,8,7,0,4,0,0,31,..,0,0,4,4,0,0,0,0,9,78,..,..,..,..,..,..,..,..,78,..,11,..,..,..,..,..,..,..,11,..,10,4,3,0,0,0,0,0,17,..,0,0,0,0,5,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,3,0,4,0,3,0,5,..,0,5,0,0,4,14,6,5,34,5,0,0,3,0,0,0,0,0,10,80,31,39,56,40,53,37,24,6,352
UCL122111,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,18,16,30,24,29,20,5,0,165,..,0,5,47,42,62,41,5,3,198,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,3,80,..,..,..,..,..,..,..,..,80,..,18,..,..,..,..,..,..,..,18,..,14,5,4,0,0,0,0,0,28,..,0,0,0,0,0,3,0,0,12,..,4,0,0,0,0,0,0,0,4,..,0,0,0,0,3,0,0,0,3,..,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,80,38,22,51,52,61,39,9,3,352
UCL122112,..,0,0,0,0,0,0,0,0,4,..,0,0,4,0,0,3,4,7,16,0,0,0,0,0,4,0,0,0,4,10,10,4,5,18,28,33,14,7,130,..,0,0,4,21,40,44,15,0,122,..,0,0,7,6,10,5,11,0,33,..,0,0,0,7,0,0,0,0,9,14,..,..,..,..,..,..,..,..,14,..,8,..,..,..,..,..,..,..,8,..,10,7,0,4,0,0,0,0,24,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,4,0,0,0,0,3,0,0,9,..,0,0,4,3,7,7,4,6,35,0,0,0,0,0,9,3,0,0,11,14,17,10,13,42,65,66,29,6,260
