UCL_CODE_2021,P_PGrad_Deg_35_44,P_PGrad_Deg_45_54,P_PGrad_Deg_55_64,P_PGrad_Deg_65_74,P_PGrad_Deg_75_84,P_PGrad_Deg_85ov,P_PGrad_Deg_Total,P_GradDip_and_GradCert_15_24,P_GradDip_and_GradCert_25_34,P_GradDip_and_GradCert_35_44,P_GradDip_and_GradCert_45_54,P_GradDip_and_GradCert_55_64,P_GradDip_and_GradCert_65_74,P_GradDip_and_GradCert_75_84,P_GradDip_and_GradCert_85ov,P_GradDip_and_GradCert_Total,P_BachDeg_15_24,P_BachDeg_25_34,P_BachDeg_35_44,P_BachDeg_45_54,P_BachDeg_55_64,P_BachDeg_65_74,P_BachDeg_75_84,P_BachDeg_85ov,P_BachDeg_Total,P_AdvDip_and_Dip_15_24,P_AdvDip_and_Dip_25_34,P_AdvDip_and_Dip_35_44,P_AdvDip_and_Dip_45_54,P_AdvDip_and_Dip_55_64,P_AdvDip_and_Dip_65_74,P_AdvDip_and_Dip_75_84,P_AdvDip_and_Dip_85ov,P_AdvDip_and_Dip_Total,P_Cert_III_IV_15_24,P_Cert_III_IV_25_34,P_Cert_III_IV_35_44,P_Cert_III_IV_45_54,P_Cert_III_IV_55_64,P_Cert_III_IV_65_74,P_Cert_III_IV_75_84,P_Cert_III_IV_85ov,P_Cert_III_IV_Total,P_Cert_I_II_15_24,P_Cert_I_II_25_34,P_Cert_I_II_35_44,P_Cert_I_II_45_54,P_Cert_I_II_55_64,P_Cert_I_II_65_74,P_Cert_I_II_75_84,P_Cert_I_II_85ov,P_Cert_I_II_Total,P_Cert_Levl_nfd_15_24,P_Cert_Levl_nfd_25_34,P_Cert_Levl_nfd_35_44,P_Cert_Levl_nfd_45_54,P_Cert_Levl_nfd_55_64,P_Cert_Levl_nfd_65_74,P_Cert_Levl_nfd_75_84,P_Cert_Levl_nfd_85ov,P_Cert_Levl_nfd_Total,P_Cert_Lev_Tot_15_24,P_Cert_Lev_Tot_25_34,P_Cert_Lev_Tot_35_44,P_Cert_Lev_Tot_45_54,P_Cert_Lev_Tot_55_64,P_Cert_Lev_Tot_65_74,P_Cert_Lev_Tot_75_84,P_Cert_Lev_Tot_85ov,P_Cert_Lev_Tot_Total,P_Lev_Edu_IDes_15_24,P_Lev_Edu_IDes_25_34,P_Lev_Edu_IDes_35_44,P_Lev_Edu_IDes_45_54,P_Lev_Edu_IDes_55_64,P_Lev_Edu_IDes_65_74,P_Lev_Edu_IDes_75_84,P_Lev_Edu_IDes_85ov,P_Lev_Edu_IDes_Total,P_Lev_Edu_NS_15_24,P_Lev_Edu_NS_25_34,P_Lev_Edu_NS_35_44,P_Lev_Edu_NS_45_54,P_Lev_Edu_NS_55_64,P_Lev_Edu_NS_65_74,P_Lev_Edu_NS_75_84,P_Lev_Edu_NS_85ov,P_Lev_Edu_NS_Total,P_Tot_15_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85ov,P_Tot_Total
UCL115090,0,4,0,3,0,0,16,0,0,0,0,0,3,5,0,6,0,6,6,8,11,9,8,0,44,0,3,4,9,14,14,3,0,50,11,11,16,31,47,32,18,3,183,3,0,0,4,3,4,0,0,19,0,0,5,5,0,4,6,0,14,16,10,23,39,52,36,19,10,214,0,0,0,0,3,0,0,0,8,13,15,15,18,26,29,34,11,155,33,42,50,97,103,91,69,23,499
UCL115091,0,0,4,4,3,0,10,0,0,0,0,5,0,0,0,13,0,10,7,9,11,9,6,0,55,0,6,8,5,11,11,7,0,56,21,47,47,38,53,58,24,0,273,5,5,6,8,5,0,0,0,21,4,3,0,4,3,8,0,0,26,22,52,48,44,54,69,24,0,313,0,0,5,0,6,0,0,0,8,12,21,15,24,29,29,35,0,161,42,91,82,89,115,130,67,0,617
UCL115092,5,0,5,0,0,0,20,0,5,8,3,5,0,0,0,23,3,26,24,16,11,14,0,4,100,0,26,20,23,10,20,10,5,112,55,102,58,65,42,40,14,10,392,9,5,3,3,0,3,0,0,25,0,4,6,3,7,7,5,6,36,57,113,68,76,58,54,25,15,456,0,0,0,0,0,3,0,0,8,9,19,20,9,12,18,15,3,97,76,187,134,135,92,107,48,23,808
UCL115093,3,9,7,16,4,4,58,0,5,7,7,11,12,5,0,40,3,27,26,24,34,27,11,0,162,3,13,10,28,26,30,6,0,109,12,39,33,30,45,31,11,3,219,3,0,0,0,4,0,0,0,16,0,5,6,0,3,3,3,0,21,14,45,40,34,55,38,18,5,253,0,0,0,3,0,0,0,0,3,0,0,3,7,5,4,3,4,29,23,97,92,114,140,123,45,16,651
UCL115094,7,5,0,8,0,0,28,0,3,5,10,10,7,0,0,34,0,18,43,19,37,42,8,0,175,5,22,26,26,64,45,20,0,216,45,70,65,64,70,59,24,10,405,3,5,7,8,3,10,0,0,39,4,0,0,12,15,9,6,0,47,52,82,75,78,88,75,33,12,493,0,0,0,0,3,5,0,0,12,30,24,28,26,45,42,66,57,313,85,152,190,171,242,222,128,74,1259
UCL115095,4,0,5,0,0,0,15,0,0,4,0,3,0,0,0,13,8,15,15,10,7,3,4,0,51,0,3,14,5,9,6,7,0,44,10,27,24,21,26,10,4,0,125,3,5,0,4,0,0,0,0,15,5,3,0,0,3,6,5,0,11,12,30,27,26,29,12,7,0,154,0,0,0,0,0,0,0,0,3,17,24,20,21,26,21,13,9,142,38,88,77,60,72,45,28,9,419
UCL115096,14,21,20,12,4,0,84,0,3,8,12,13,26,9,0,65,8,61,67,87,75,66,28,9,399,4,22,57,67,79,92,38,9,356,55,91,127,143,171,157,84,16,855,7,5,9,10,9,11,5,0,53,6,0,17,14,20,27,14,0,94,63,100,152,165,193,196,108,18,1001,0,0,7,7,3,13,4,0,25,21,10,18,14,39,48,45,3,193,100,202,314,367,420,447,244,37,2129
UCL115097,3,4,14,10,0,0,38,0,0,7,8,9,9,0,0,33,0,17,23,20,31,40,18,3,160,0,6,28,35,63,42,21,0,199,44,75,80,92,134,100,55,9,594,3,0,9,5,9,3,0,0,35,0,0,9,3,16,20,11,0,60,47,76,95,104,151,125,64,13,692,0,0,0,0,0,7,0,0,14,25,20,22,32,35,47,32,8,225,78,135,181,200,306,290,140,23,1354
UCL115098,4,0,0,0,0,0,10,0,0,3,6,4,0,0,0,14,9,21,10,15,22,6,0,0,77,3,7,19,10,13,12,6,4,71,10,25,23,23,29,29,18,0,169,3,0,3,4,4,0,0,0,19,7,0,0,5,3,9,3,0,22,14,28,23,35,41,44,21,7,213,0,0,0,0,0,0,0,0,0,23,37,34,35,54,48,43,10,283,46,100,105,100,129,108,78,22,678
UCL115099,3,3,5,7,0,0,22,0,8,3,3,4,0,3,0,22,8,37,34,29,28,24,16,10,181,5,26,37,26,39,36,13,6,184,28,110,66,71,109,58,28,9,492,10,14,7,6,12,5,4,0,47,5,8,3,0,12,5,4,4,44,46,139,73,80,130,66,36,14,587,5,6,0,0,3,3,4,3,23,33,17,22,35,29,26,41,27,241,94,231,182,180,244,163,109,59,1258
UCL115100,9,9,12,8,4,0,51,0,3,5,9,11,12,3,3,48,6,30,41,42,35,41,17,6,216,0,19,13,31,53,40,28,8,192,27,58,54,65,83,76,45,17,429,7,4,3,5,4,3,0,0,32,0,7,4,9,9,12,13,3,61,35,72,63,76,103,93,60,18,519,0,0,0,0,0,4,5,0,15,25,18,31,31,36,57,54,33,276,65,150,161,198,237,259,171,70,1318
UCL115101,17,7,19,28,15,5,98,0,5,4,3,19,15,4,0,50,9,29,43,48,48,73,28,4,276,0,16,38,45,49,65,21,6,229,22,40,55,68,90,78,33,5,395,3,8,5,6,3,6,0,0,28,0,3,4,9,13,16,11,0,56,29,46,64,83,108,96,47,3,480,0,0,0,0,0,8,0,0,11,16,22,15,24,29,45,32,6,195,48,122,179,215,276,328,149,26,1340
UCL115102,3,4,8,7,0,0,20,0,3,4,0,0,0,0,0,9,0,29,8,15,8,15,5,3,89,9,13,20,18,20,8,12,0,89,30,65,59,59,44,41,21,5,330,12,8,3,7,4,3,3,0,36,8,0,5,8,6,12,0,0,32,41,74,68,67,58,55,23,5,397,0,3,0,0,0,0,3,0,14,25,15,21,28,37,35,28,11,205,80,136,116,134,129,132,73,22,821
UCL115103,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,9,24,16,6,4,3,3,0,60,3,3,12,4,8,5,0,0,35,15,33,27,18,30,31,4,6,164,3,6,0,0,0,3,0,0,14,0,0,0,0,3,5,3,8,21,23,41,29,24,35,36,12,9,198,0,0,0,0,0,0,0,0,0,11,16,11,14,22,25,9,4,111,41,82,69,51,64,70,29,19,425
UCL115104,19,4,15,17,7,0,70,0,0,11,0,12,10,3,0,29,3,25,37,38,30,34,11,14,187,0,12,17,18,36,39,7,4,138,12,30,40,42,38,51,11,16,228,0,0,5,3,0,5,3,0,24,0,0,5,0,3,6,10,4,27,11,28,47,40,51,61,23,12,278,0,0,0,0,0,0,0,0,8,4,8,4,7,22,26,13,12,99,19,83,134,106,168,179,72,51,804
UCL115105,3,0,8,5,0,0,20,0,7,4,0,0,5,0,0,16,3,26,20,20,12,11,4,4,104,0,8,21,30,19,16,12,5,104,48,62,31,45,43,23,8,0,269,0,4,4,0,0,0,0,0,21,4,5,3,7,5,3,0,0,32,51,70,40,51,52,34,11,0,316,0,0,0,0,0,0,0,0,3,20,4,22,17,26,30,31,30,172,76,124,105,119,114,94,63,38,737
UCL115106,3,4,7,5,4,0,38,0,6,7,5,0,6,5,0,27,3,28,33,27,38,21,16,3,174,0,19,18,37,58,37,17,3,194,32,78,71,90,92,67,26,8,465,0,3,5,0,3,8,0,0,35,5,0,3,3,14,16,10,4,57,32,88,77,100,111,90,35,13,551,0,0,0,0,6,3,3,0,16,46,28,43,35,48,39,47,40,327,93,173,189,203,274,205,129,66,1332
UCL115107,38,53,30,29,12,0,170,0,8,18,26,21,11,0,0,78,9,104,126,134,82,75,23,4,558,3,42,63,82,71,54,15,9,346,28,67,68,84,76,49,25,0,399,0,3,0,12,5,4,0,0,27,0,9,9,11,13,15,3,0,55,28,74,74,110,90,69,28,0,484,0,0,7,0,3,4,0,5,23,33,42,57,44,40,52,24,10,297,70,294,383,443,342,300,105,24,1955
UCL115108,39,54,23,14,4,0,146,4,5,19,28,15,8,0,0,84,14,40,92,81,46,22,3,0,297,8,21,63,64,41,17,7,0,225,24,54,61,59,33,24,6,0,261,8,3,7,4,0,0,0,0,23,4,0,4,7,4,4,3,0,33,38,61,77,71,37,25,13,0,316,0,0,0,0,0,0,0,0,7,8,4,13,12,7,3,4,0,45,66,150,295,310,178,92,23,3,1119
UCL115109,15,8,15,15,3,0,72,0,5,10,5,11,31,0,0,64,4,34,36,43,48,101,39,7,315,9,18,30,35,65,92,28,6,271,29,95,72,110,109,137,60,16,619,0,4,0,8,3,12,5,0,39,0,6,7,14,22,10,11,0,61,29,101,80,125,129,159,74,18,722,0,4,0,0,8,7,0,0,22,23,18,30,36,61,77,60,22,334,60,188,206,244,343,488,210,61,1800
UCL115110,8,9,4,6,0,0,44,0,3,5,5,8,8,0,0,32,15,43,50,37,25,19,16,3,213,7,12,29,41,51,31,14,0,185,45,91,108,83,88,67,27,15,519,12,19,10,11,8,3,0,0,60,0,5,5,6,15,12,3,0,56,55,116,122,103,103,83,33,18,637,0,0,0,0,3,4,6,0,16,55,46,54,48,45,64,52,24,397,130,243,276,240,241,211,121,50,1520
UCL115111,3,0,0,0,0,0,22,0,9,0,3,4,3,0,0,20,16,58,53,40,23,21,17,0,225,3,19,39,26,33,23,5,3,155,55,118,99,69,96,72,32,7,536,7,11,0,3,9,6,0,0,40,6,4,12,9,8,14,4,0,51,62,133,113,74,117,88,36,7,626,0,0,0,0,0,0,0,0,11,59,66,57,53,42,53,71,39,450,143,294,268,209,216,193,134,49,1507
UCL115112,14,0,4,3,0,0,33,0,0,6,3,6,4,0,0,22,21,80,64,24,12,11,0,0,214,12,50,61,24,26,8,0,0,187,41,204,127,62,57,18,6,0,510,12,3,8,0,3,0,0,0,29,0,8,0,11,5,0,0,0,32,49,215,137,79,65,16,3,0,570,3,4,0,0,0,3,0,0,9,10,35,17,16,7,9,4,0,86,93,395,297,142,121,57,16,0,1117
UCL115113,4,8,4,3,0,0,32,0,4,3,9,5,0,0,0,18,9,43,18,24,11,9,0,0,115,0,21,16,11,15,3,3,0,75,21,78,45,48,51,20,9,3,271,5,0,0,5,8,0,0,0,9,3,4,0,3,3,4,4,0,26,26,80,45,57,59,23,22,3,303,0,0,0,0,0,4,3,0,10,15,9,12,10,16,22,28,27,138,52,174,98,118,110,61,51,29,690
UCL115114,6,3,3,4,3,0,36,0,0,9,0,7,7,7,0,20,0,26,25,22,18,20,12,0,128,6,17,12,21,25,21,13,5,115,35,88,65,78,72,51,16,6,414,3,3,4,6,3,0,4,0,32,3,5,7,5,8,8,7,0,43,45,96,76,89,86,64,27,5,487,0,0,0,0,0,0,0,0,5,42,43,54,20,31,47,32,14,284,89,201,180,163,163,159,85,28,1068
UCL115115,56,33,38,33,9,0,202,0,15,22,33,32,26,9,0,134,17,124,178,171,103,120,27,3,741,11,57,93,110,100,59,24,8,464,47,108,140,127,138,97,30,9,699,4,7,3,4,5,10,3,0,50,4,8,14,16,23,20,12,0,96,58,128,160,152,171,128,41,11,840,0,4,7,6,10,11,3,5,48,44,75,76,56,60,67,27,14,411,123,423,583,564,512,447,144,34,2834
UCL115116,25,16,10,20,3,0,101,0,4,7,11,16,19,3,0,62,6,111,91,55,42,68,16,9,398,8,40,68,53,80,66,36,6,348,51,124,131,152,151,156,55,15,829,13,13,4,8,7,17,5,0,63,0,12,5,8,18,28,15,3,83,65,145,137,168,179,194,74,23,973,0,0,3,3,3,8,4,4,28,22,22,30,38,50,82,78,57,386,103,335,361,342,380,464,214,96,2297
UCL115117,3,10,0,9,4,0,28,0,4,5,3,0,8,3,0,22,0,10,17,13,12,14,21,5,102,4,5,12,17,21,34,21,5,118,15,41,51,34,40,67,58,17,326,3,3,0,3,0,3,0,0,20,0,0,3,0,7,17,13,0,40,17,47,60,35,48,86,74,16,388,0,0,0,3,0,3,3,0,14,16,15,16,11,18,34,41,29,192,33,82,116,94,104,191,174,60,863
UCL115118,11,11,11,16,0,0,55,0,6,0,3,10,21,0,0,49,3,24,32,38,41,34,11,0,175,4,20,12,26,31,27,15,4,130,19,32,39,51,64,40,22,13,274,3,0,5,0,6,8,0,0,13,0,0,5,3,13,11,5,4,36,25,34,44,51,73,52,28,14,323,0,0,0,0,4,7,0,0,11,6,13,9,15,27,18,13,16,108,38,92,114,138,190,169,72,36,852
UCL115119,22,21,17,18,3,0,114,3,11,9,15,18,9,0,0,63,17,100,89,72,42,25,5,3,358,14,59,54,81,54,38,15,0,316,75,187,133,154,115,74,34,13,779,9,6,5,4,9,3,0,0,37,3,5,7,5,27,19,4,0,74,88,196,146,163,152,93,41,10,896,0,4,0,4,5,3,4,0,16,25,29,33,27,30,20,20,3,186,152,426,356,378,324,215,85,21,1948
UCL115120,17,14,14,3,0,0,69,0,5,7,8,14,5,0,0,43,19,62,95,50,28,19,7,0,286,20,36,71,65,45,23,13,3,279,76,115,176,160,113,60,20,0,717,0,4,4,4,6,4,0,0,19,5,6,11,21,7,11,0,0,59,77,122,187,185,128,78,23,0,802,0,0,4,0,0,3,5,0,16,5,11,16,10,11,9,14,0,79,130,253,402,343,233,143,60,8,1565
UCL115121,3,0,3,0,0,0,8,0,4,0,0,7,4,0,0,24,0,16,11,5,11,18,8,0,66,4,11,9,29,24,15,3,0,93,35,59,67,52,75,58,23,0,367,6,7,7,0,0,4,0,0,24,4,4,6,5,8,3,3,0,34,43,72,79,55,81,67,24,0,423,0,0,5,3,0,4,0,0,9,23,29,29,22,16,30,25,8,180,70,135,132,113,145,138,64,9,806
UCL115122,0,4,0,0,0,0,23,0,0,0,8,0,4,3,0,16,13,44,28,16,20,22,9,0,149,4,17,17,24,26,17,12,4,117,30,79,81,85,73,58,27,0,433,4,0,13,5,9,11,3,0,47,4,6,4,10,7,4,7,0,42,43,89,100,98,84,76,35,3,523,0,0,4,0,6,0,5,0,10,40,33,47,44,44,58,54,38,346,97,190,193,195,176,185,111,45,1179
UCL115123,13,22,16,14,0,5,68,0,0,5,8,5,13,0,0,37,6,30,51,43,17,26,4,0,172,7,23,20,30,36,24,7,0,141,22,48,34,58,53,32,11,0,261,5,0,4,0,3,0,0,0,23,7,0,0,6,7,11,7,0,27,29,49,37,68,67,44,17,0,309,0,0,0,0,0,4,0,0,8,8,12,23,10,19,22,12,0,97,45,121,143,172,151,145,46,5,834
UCL115124,33,29,27,23,0,0,130,0,4,12,19,11,22,0,0,71,16,119,160,117,77,63,20,3,574,12,63,83,82,74,39,20,3,376,46,176,139,133,162,103,28,10,803,5,12,9,5,4,6,3,0,38,4,3,12,13,17,10,0,0,64,54,192,156,151,188,123,34,10,911,3,4,3,3,3,5,0,0,18,41,71,52,40,40,29,19,7,293,130,475,506,424,423,310,90,26,2374
UCL115125,22,14,11,13,5,5,82,0,11,3,12,14,12,0,0,48,9,70,58,53,52,56,20,0,324,5,27,46,46,60,57,25,7,264,20,72,106,105,106,127,67,11,620,3,0,0,3,4,4,0,0,27,3,0,7,7,23,23,10,5,74,34,76,113,118,131,164,77,18,724,0,0,5,0,4,12,0,3,22,19,21,25,16,37,58,56,23,258,60,215,276,262,304,367,193,53,1724
UCL115126,9,9,8,18,0,0,51,0,3,8,11,7,4,0,3,26,0,21,30,22,43,23,7,0,149,3,4,20,22,22,24,5,0,102,12,12,33,31,38,36,17,6,183,0,0,0,0,4,0,0,0,7,0,0,5,3,4,4,8,0,13,11,12,39,32,41,40,23,6,209,0,0,0,0,0,0,5,0,3,8,5,7,7,3,8,4,3,45,22,44,113,103,128,114,48,12,587
UCL115127,10,0,7,9,3,0,41,0,0,0,6,5,0,0,0,17,0,20,22,23,28,27,10,0,130,0,5,9,28,33,30,9,3,118,12,36,52,64,62,40,17,3,281,3,0,4,0,3,5,0,0,15,0,0,8,5,9,4,7,0,22,12,40,61,68,65,53,25,3,325,0,0,0,0,0,0,0,0,4,15,7,19,11,23,32,8,5,114,25,75,118,143,162,148,59,10,745
UCL115128,19,43,27,12,10,0,119,0,6,12,15,12,8,0,0,57,5,66,94,73,52,42,15,0,353,3,28,53,47,62,29,12,0,232,18,50,60,75,54,27,10,3,294,0,3,3,7,10,4,0,0,25,0,0,7,11,3,4,3,0,38,19,53,74,93,66,31,16,5,354,0,0,0,0,5,0,0,0,14,12,22,31,31,23,13,4,0,143,44,191,286,310,246,145,51,9,1282
UCL115129,35,41,39,30,11,0,175,0,0,0,10,18,5,0,0,41,5,67,79,73,66,47,15,0,353,6,20,20,32,39,30,11,4,161,20,30,11,44,55,20,13,6,195,0,0,0,4,0,0,0,0,6,0,5,0,8,10,18,7,12,51,21,36,15,47,64,34,20,9,253,0,0,0,0,0,5,0,0,10,6,8,12,19,10,11,11,19,94,43,152,171,225,228,168,62,36,1092
UCL115130,9,3,10,10,4,0,46,0,0,0,3,14,12,4,0,35,0,35,23,20,56,39,21,5,204,10,15,24,28,40,61,20,4,199,31,85,84,96,189,194,114,20,809,5,4,5,3,8,9,0,0,37,3,3,10,7,21,28,11,3,88,44,92,96,106,216,230,128,27,936,0,4,0,0,0,11,9,0,26,24,15,18,25,55,91,91,77,393,70,166,174,196,389,447,268,110,1829
UCL115131,14,10,17,17,0,0,58,0,0,4,4,14,10,3,0,34,3,38,35,29,47,51,33,6,229,6,28,39,52,65,56,27,0,283,55,134,132,161,180,138,62,17,866,14,10,4,10,12,11,0,0,74,3,8,13,14,17,16,13,0,75,76,151,143,182,206,163,76,21,1023,0,7,0,0,5,6,0,0,17,34,35,26,31,36,49,32,14,255,120,264,266,309,385,347,169,46,1902
UCL115132,8,12,14,18,5,0,64,0,0,6,8,20,13,6,0,55,4,31,36,39,65,58,24,0,261,0,10,16,15,20,31,14,4,120,12,27,30,39,65,54,18,3,245,0,6,7,0,4,0,0,0,19,0,3,0,3,6,13,6,8,36,21,26,30,47,78,65,21,7,298,0,0,0,0,3,3,0,0,7,4,10,4,12,17,14,16,16,97,28,97,107,129,222,206,88,29,903
UCL115133,0,4,13,29,16,6,63,0,0,3,0,4,20,8,0,34,0,16,18,9,38,89,55,14,237,3,7,17,19,52,93,75,12,285,5,19,27,53,111,174,98,24,523,0,0,3,0,8,20,10,0,50,0,0,4,3,5,40,33,8,108,10,28,36,55,128,238,143,43,681,0,0,0,0,9,8,9,9,34,3,3,9,20,17,64,73,27,222,21,56,82,117,256,535,380,111,1556
UCL115134,8,13,13,9,0,0,49,0,8,6,5,6,15,7,0,42,9,58,62,56,40,33,7,4,268,10,24,40,30,49,30,12,8,204,72,152,103,99,128,93,40,9,692,9,9,7,11,14,13,7,0,70,0,10,3,15,14,20,4,0,70,83,175,118,124,157,123,49,15,837,0,0,0,3,0,0,3,0,20,28,25,26,25,46,52,65,41,300,134,298,251,249,313,261,143,60,1713
UCL115135,5,9,4,7,5,0,35,0,0,4,0,6,6,6,0,26,7,35,31,20,29,51,21,4,195,0,15,27,25,40,44,17,3,175,32,62,61,72,86,75,42,3,440,4,3,5,9,13,11,0,0,45,0,3,5,10,5,13,5,4,51,38,69,67,89,107,108,48,6,533,0,0,0,0,3,0,4,0,10,28,23,23,36,34,67,47,19,272,69,147,160,180,225,284,146,39,1248
UCL115136,15,4,5,4,0,0,47,6,0,3,4,4,3,0,0,19,9,48,55,41,19,14,0,0,174,9,30,49,36,16,11,5,0,155,49,100,111,90,65,37,10,0,458,5,5,3,0,3,0,0,0,24,4,0,11,12,5,5,0,0,37,50,111,121,103,80,37,7,0,521,0,0,5,5,3,0,0,0,12,13,18,13,10,10,7,13,5,86,84,226,260,197,135,85,28,5,1011
UCL115137,19,13,13,10,0,0,88,0,20,12,7,9,12,3,0,51,25,71,61,41,33,34,11,3,278,20,56,53,56,44,42,11,4,286,107,256,144,135,112,95,30,8,882,10,9,8,10,4,8,0,0,43,6,4,8,18,31,21,10,0,88,116,275,153,155,143,122,38,8,1015,4,5,0,4,0,3,0,0,18,18,26,28,28,30,33,42,50,254,191,466,333,292,262,248,109,70,1979
UCL115138,23,16,7,4,0,0,67,0,11,9,13,6,3,0,0,46,17,78,67,34,14,18,0,0,231,14,42,41,34,7,13,8,0,156,43,119,78,60,35,30,7,0,377,9,13,3,4,0,7,0,0,28,0,3,0,3,4,6,0,0,20,55,133,80,65,43,40,4,0,426,0,0,0,3,0,0,0,0,13,19,23,13,11,16,4,0,0,91,104,317,240,174,86,84,19,6,1028
UCL115139,0,3,0,0,0,0,17,0,0,8,0,11,7,0,0,35,0,27,32,18,11,27,16,3,141,0,20,26,14,36,35,23,4,156,22,62,73,55,95,116,44,11,481,0,5,3,5,8,10,0,0,34,0,6,8,5,8,7,5,5,40,25,68,79,64,108,131,52,14,549,0,0,0,0,4,0,4,0,7,25,6,27,30,39,93,62,21,306,54,129,177,136,215,296,157,44,1217
UCL115140,12,3,3,7,0,0,39,0,0,3,0,0,10,0,0,15,0,16,19,22,20,25,4,3,117,3,10,11,15,27,19,10,4,101,7,43,34,31,52,50,12,5,229,0,0,3,0,3,0,0,0,16,0,0,5,0,7,3,0,0,21,6,45,41,33,63,64,19,6,270,0,0,0,0,4,3,0,0,4,12,6,9,17,17,35,15,7,106,21,81,95,94,136,163,43,19,657
UCL115141,3,9,5,3,0,0,14,0,4,0,3,7,0,0,0,15,6,15,21,23,9,16,7,3,101,0,11,10,22,14,15,5,3,84,20,51,64,38,45,30,19,3,274,0,3,3,0,4,0,0,0,14,0,0,4,0,5,4,3,0,17,19,59,73,42,50,35,18,3,309,0,0,0,0,5,0,0,0,6,14,7,11,17,15,13,17,15,113,41,95,114,121,103,83,51,23,639
UCL115142,7,13,19,20,10,6,79,0,4,0,11,19,22,6,0,59,6,19,18,31,59,87,30,5,256,0,5,8,23,57,71,40,5,210,11,57,41,67,127,113,30,9,447,0,5,3,3,10,12,5,0,31,0,0,4,4,12,24,12,0,53,7,58,51,69,139,144,43,9,530,0,0,0,0,0,7,6,0,20,8,3,8,20,41,58,44,14,193,21,91,97,165,341,406,178,39,1344
UCL115143,18,7,18,15,3,0,72,0,4,3,7,13,13,7,0,49,6,45,36,32,37,38,9,4,210,4,17,27,43,35,42,13,6,175,30,83,75,68,72,54,18,0,400,5,11,10,4,6,5,0,0,32,4,0,0,4,14,11,0,0,33,47,91,81,75,89,65,23,0,466,0,0,0,0,3,0,0,0,6,14,12,3,32,29,33,28,19,169,62,183,178,194,214,202,85,28,1139
UCL115144,6,6,14,10,4,0,52,0,6,7,4,12,16,0,0,46,4,39,33,34,61,55,20,7,238,0,14,16,26,45,42,21,3,174,28,71,78,84,119,96,54,13,541,3,7,3,4,9,3,0,0,28,0,5,4,6,14,17,6,0,51,30,80,90,100,139,123,57,13,621,0,0,0,0,0,3,0,0,12,27,23,17,33,43,65,43,16,263,60,153,170,209,314,314,147,43,1400
UCL115145,11,6,13,12,7,0,55,0,0,7,3,13,0,4,0,39,4,33,35,44,46,34,14,5,215,3,11,14,18,31,38,11,3,127,11,31,24,32,57,44,28,7,230,0,0,0,3,4,8,0,0,22,0,0,0,0,7,13,5,0,26,11,34,30,36,63,64,32,4,280,0,0,0,0,0,6,6,0,12,7,8,13,10,11,37,21,5,113,23,96,113,123,177,193,98,21,845
UCL115146,20,37,40,48,9,0,166,0,12,15,20,23,18,4,0,95,10,52,63,73,81,93,24,0,411,3,14,32,54,83,57,23,3,265,22,53,67,66,102,97,39,13,461,0,0,3,11,4,11,0,0,29,3,5,0,7,21,22,14,0,69,26,60,75,81,128,129,47,17,562,0,3,0,3,5,9,0,3,22,8,14,15,15,12,38,31,19,148,52,158,225,286,370,387,147,45,1667
UCL115147,19,12,3,8,3,0,57,0,5,10,4,0,4,0,0,23,6,43,40,14,8,17,4,0,127,3,12,28,27,26,24,4,0,116,10,58,39,27,41,32,7,3,212,0,0,0,0,0,5,4,0,10,0,0,0,3,3,7,3,0,21,5,57,39,34,41,41,16,3,245,0,0,0,0,3,0,0,0,8,3,10,6,4,14,14,5,0,55,19,136,142,93,100,106,25,0,627
UCL115148,7,7,5,5,0,0,24,0,0,4,0,7,3,0,0,9,4,11,12,9,11,15,6,4,70,0,3,7,13,16,22,8,5,78,19,32,31,38,40,43,16,0,232,5,10,9,3,7,0,5,0,32,0,0,0,0,4,8,8,0,18,18,44,38,46,51,49,29,0,278,0,0,0,0,0,0,0,0,9,15,16,8,15,16,23,38,22,148,38,83,75,89,102,121,78,30,617
UCL115149,3,4,0,0,0,0,8,0,0,0,0,4,0,0,0,7,3,30,18,13,17,5,0,0,84,3,21,6,10,13,5,0,0,65,6,31,21,15,13,14,0,0,99,0,3,0,3,4,6,0,0,13,0,3,0,4,8,0,0,0,14,6,31,18,19,23,10,0,0,128,0,0,0,0,0,0,0,0,0,84,78,78,73,89,66,23,12,496,104,170,130,124,144,92,21,9,792
UCL115150,7,6,0,0,0,0,23,0,0,0,0,3,0,0,0,3,3,16,15,8,7,14,0,0,74,3,16,19,20,14,10,5,0,84,20,35,53,30,36,24,10,0,199,0,0,4,3,11,0,0,0,18,0,0,3,6,6,10,0,0,28,21,34,54,40,54,34,8,0,248,0,0,0,0,0,0,0,0,0,13,4,11,7,8,17,8,0,66,45,82,102,87,86,76,23,3,503
UCL115151,0,4,0,0,0,0,10,0,4,0,7,0,4,0,0,21,3,22,26,13,12,7,4,0,87,3,21,16,18,10,23,9,0,105,40,106,68,83,65,60,19,0,444,13,9,5,10,7,4,4,0,34,3,4,10,5,5,4,0,0,36,56,119,79,98,73,62,25,0,514,4,0,0,4,4,0,0,0,8,9,14,7,12,13,18,11,4,94,79,175,138,158,121,116,49,7,838
