UCL_CODE_2021,P_PGrad_Deg_35_44,P_PGrad_Deg_45_54,P_PGrad_Deg_55_64,P_PGrad_Deg_65_74,P_PGrad_Deg_75_84,P_PGrad_Deg_85ov,P_PGrad_Deg_Total,P_GradDip_and_GradCert_15_24,P_GradDip_and_GradCert_25_34,P_GradDip_and_GradCert_35_44,P_GradDip_and_GradCert_45_54,P_GradDip_and_GradCert_55_64,P_GradDip_and_GradCert_65_74,P_GradDip_and_GradCert_75_84,P_GradDip_and_GradCert_85ov,P_GradDip_and_GradCert_Total,P_BachDeg_15_24,P_BachDeg_25_34,P_BachDeg_35_44,P_BachDeg_45_54,P_BachDeg_55_64,P_BachDeg_65_74,P_BachDeg_75_84,P_BachDeg_85ov,P_BachDeg_Total,P_AdvDip_and_Dip_15_24,P_AdvDip_and_Dip_25_34,P_AdvDip_and_Dip_35_44,P_AdvDip_and_Dip_45_54,P_AdvDip_and_Dip_55_64,P_AdvDip_and_Dip_65_74,P_AdvDip_and_Dip_75_84,P_AdvDip_and_Dip_85ov,P_AdvDip_and_Dip_Total,P_Cert_III_IV_15_24,P_Cert_III_IV_25_34,P_Cert_III_IV_35_44,P_Cert_III_IV_45_54,P_Cert_III_IV_55_64,P_Cert_III_IV_65_74,P_Cert_III_IV_75_84,P_Cert_III_IV_85ov,P_Cert_III_IV_Total,P_Cert_I_II_15_24,P_Cert_I_II_25_34,P_Cert_I_II_35_44,P_Cert_I_II_45_54,P_Cert_I_II_55_64,P_Cert_I_II_65_74,P_Cert_I_II_75_84,P_Cert_I_II_85ov,P_Cert_I_II_Total,P_Cert_Levl_nfd_15_24,P_Cert_Levl_nfd_25_34,P_Cert_Levl_nfd_35_44,P_Cert_Levl_nfd_45_54,P_Cert_Levl_nfd_55_64,P_Cert_Levl_nfd_65_74,P_Cert_Levl_nfd_75_84,P_Cert_Levl_nfd_85ov,P_Cert_Levl_nfd_Total,P_Cert_Lev_Tot_15_24,P_Cert_Lev_Tot_25_34,P_Cert_Lev_Tot_35_44,P_Cert_Lev_Tot_45_54,P_Cert_Lev_Tot_55_64,P_Cert_Lev_Tot_65_74,P_Cert_Lev_Tot_75_84,P_Cert_Lev_Tot_85ov,P_Cert_Lev_Tot_Total,P_Lev_Edu_IDes_15_24,P_Lev_Edu_IDes_25_34,P_Lev_Edu_IDes_35_44,P_Lev_Edu_IDes_45_54,P_Lev_Edu_IDes_55_64,P_Lev_Edu_IDes_65_74,P_Lev_Edu_IDes_75_84,P_Lev_Edu_IDes_85ov,P_Lev_Edu_IDes_Total,P_Lev_Edu_NS_15_24,P_Lev_Edu_NS_25_34,P_Lev_Edu_NS_35_44,P_Lev_Edu_NS_45_54,P_Lev_Edu_NS_55_64,P_Lev_Edu_NS_65_74,P_Lev_Edu_NS_75_84,P_Lev_Edu_NS_85ov,P_Lev_Edu_NS_Total,P_Tot_15_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85ov,P_Tot_Total
UCL121049,0,0,0,0,0,0,5,0,3,0,0,7,0,0,0,10,8,8,11,14,3,0,0,0,45,0,10,0,5,0,0,3,0,31,14,25,20,26,22,9,5,0,120,0,0,3,5,0,0,0,0,14,0,3,0,0,0,0,0,0,7,20,25,28,31,24,10,5,0,144,0,0,0,0,0,0,0,0,5,10,13,16,9,8,6,6,0,69,35,65,60,57,41,21,18,0,301
UCL121050,0,3,5,3,0,0,15,0,0,0,0,0,5,0,0,11,0,6,7,3,8,9,9,5,50,0,0,3,3,13,14,11,0,44,7,5,9,16,27,24,15,6,105,0,0,0,0,0,0,0,0,3,0,0,0,3,0,4,3,0,17,7,11,11,13,27,27,23,6,123,0,0,0,0,0,3,0,0,5,6,5,7,5,12,17,30,12,98,11,22,27,32,63,78,79,18,339
UCL121051,4,0,3,0,0,0,16,0,0,3,3,0,0,0,0,11,8,17,19,4,9,11,6,0,64,0,3,10,10,14,10,7,0,49,11,16,18,18,30,22,11,0,132,0,0,5,0,0,0,0,0,8,0,0,3,0,3,3,0,0,16,13,17,25,22,34,25,14,0,160,0,0,0,0,0,0,0,0,3,4,8,5,8,8,17,19,12,75,24,45,59,47,67,68,51,13,376
UCL121052,3,4,8,9,4,0,33,0,4,3,0,9,9,5,0,22,0,14,27,8,28,29,10,0,117,0,4,14,9,13,15,5,0,61,13,16,20,28,35,27,7,6,143,5,4,5,0,6,3,0,0,16,3,0,5,4,3,3,0,0,20,15,20,25,30,41,37,9,6,173,0,0,4,0,0,5,0,0,9,6,14,11,8,22,16,4,4,69,27,57,80,60,123,106,26,9,496
UCL121053,0,3,0,0,0,0,6,0,0,7,0,0,0,0,0,4,0,18,7,3,6,9,3,0,44,0,10,17,8,5,8,3,0,48,3,25,20,16,24,23,7,0,109,0,0,0,0,0,3,0,0,6,0,0,0,0,0,4,0,0,3,4,26,20,22,22,29,7,0,128,0,0,0,0,0,0,0,0,0,6,10,10,9,23,20,14,13,90,6,60,58,38,50,63,27,11,318
UCL121054,10,7,8,0,0,0,28,0,0,4,3,0,0,0,0,11,6,9,15,25,17,3,3,0,75,5,4,9,20,11,11,5,4,66,20,13,26,53,29,29,5,0,169,6,0,0,0,0,4,0,0,9,0,5,0,5,0,0,0,0,17,20,14,27,60,32,36,5,0,197,0,0,0,0,0,0,0,0,0,0,0,3,8,3,0,6,0,15,39,34,58,120,69,53,17,5,390
UCL121055,7,0,3,0,0,0,14,0,0,3,5,0,0,0,0,11,0,13,17,20,27,14,8,3,96,0,3,13,8,8,16,3,0,53,6,18,32,17,32,21,5,0,132,6,0,0,0,0,0,0,0,4,0,0,0,0,5,3,3,0,17,6,21,32,24,37,26,5,0,150,0,0,0,4,0,0,0,0,0,7,4,10,5,4,6,6,0,46,18,37,83,62,88,58,24,4,367
UCL121056,0,0,0,0,0,0,4,0,0,0,3,9,0,0,0,14,0,15,9,17,13,10,3,0,70,0,4,14,18,6,6,0,0,62,17,29,31,39,44,26,4,0,191,5,4,3,0,0,0,0,0,12,0,0,0,0,6,0,0,0,14,19,34,42,39,47,26,6,0,219,0,0,0,0,5,0,0,0,12,6,4,4,0,15,11,4,0,43,32,64,77,80,85,53,22,4,417
UCL121057,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,4,10,12,9,6,6,0,0,46,4,10,13,10,13,5,0,0,54,25,33,37,28,32,30,4,0,182,6,3,0,5,3,0,0,0,13,0,0,0,0,5,8,0,0,11,28,34,39,35,38,34,4,0,208,0,0,0,0,0,0,0,0,4,4,3,4,0,10,0,0,0,24,45,61,68,59,68,53,6,0,347
UCL121058,3,19,7,9,0,0,38,0,5,6,9,9,14,0,0,47,0,24,56,54,31,33,5,0,215,0,15,27,58,41,26,12,4,186,22,41,63,84,82,54,24,0,373,3,3,0,5,6,0,3,0,12,5,0,4,4,7,9,5,5,36,29,44,65,91,91,69,29,3,427,0,0,0,3,0,0,0,0,0,0,3,16,13,15,14,0,0,70,40,97,181,248,206,162,53,13,994
UCL121059,4,0,9,4,5,0,14,0,0,3,3,0,3,0,0,8,0,7,8,8,17,12,5,0,55,0,3,4,9,6,7,4,0,36,8,33,23,26,30,27,6,0,147,0,0,0,6,3,0,0,0,9,0,3,0,0,3,5,0,0,15,8,37,27,29,38,27,6,0,172,0,0,0,0,0,0,0,0,4,6,3,0,4,9,0,3,0,30,16,55,48,57,71,51,19,3,319
UCL121060,3,5,3,5,0,0,18,0,0,6,3,4,7,0,0,19,0,8,20,28,23,11,3,0,98,0,12,12,25,21,13,0,0,86,18,23,36,40,36,28,10,0,184,0,0,0,0,3,0,0,0,10,0,0,3,0,3,8,0,0,20,17,24,40,42,40,35,13,0,217,0,0,0,0,0,0,0,0,0,8,0,8,7,0,8,10,0,38,23,43,89,112,93,81,26,0,473
UCL121061,0,4,0,0,0,0,3,0,3,0,0,0,0,0,0,5,0,0,12,0,5,0,0,0,19,0,3,10,7,0,3,0,0,17,6,18,33,38,13,7,3,0,124,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,4,8,24,37,34,12,8,3,0,131,0,0,0,0,0,0,0,0,3,3,4,4,4,5,6,0,0,33,19,32,57,55,20,18,5,3,210
UCL121062,12,9,9,9,0,0,47,0,0,3,9,4,6,0,0,30,5,28,33,28,21,14,5,0,130,3,10,19,28,16,13,3,0,92,22,28,35,40,38,11,7,0,170,0,0,0,0,0,3,0,0,10,0,0,0,6,4,3,0,0,9,19,28,35,44,43,14,7,0,187,0,4,0,0,3,0,0,0,3,3,0,0,8,4,5,3,0,25,35,85,103,122,98,55,23,4,524
UCL121063,0,0,0,10,0,0,11,0,0,0,0,5,3,0,0,15,0,3,8,4,11,13,3,0,50,0,0,4,4,14,26,3,0,52,5,11,5,13,33,46,26,9,147,0,0,0,0,0,0,0,0,5,0,0,0,0,4,15,0,0,22,3,11,11,13,42,60,32,11,175,0,0,0,0,6,5,4,0,17,0,0,3,5,3,21,16,3,55,9,16,22,32,70,150,56,10,371
UCL121064,4,0,3,0,0,0,12,0,0,0,0,3,0,0,0,5,4,11,12,9,11,3,6,0,46,0,0,5,13,9,7,3,0,51,15,15,18,34,37,26,4,9,152,0,0,0,4,7,0,0,0,9,0,0,0,0,4,3,0,0,15,17,14,18,39,50,33,4,9,176,0,0,0,0,5,0,0,0,3,12,7,4,12,9,10,10,0,49,27,28,41,75,88,67,22,16,357
UCL121065,0,0,0,0,4,0,10,0,0,0,0,3,0,0,0,9,0,13,11,8,15,21,3,0,73,0,3,10,10,13,18,3,0,62,16,21,18,26,37,39,20,4,175,3,0,0,0,10,0,0,0,19,0,0,0,0,0,11,0,0,17,23,24,22,31,45,49,23,8,211,0,0,0,0,4,0,0,0,8,8,7,8,9,14,21,23,0,87,31,53,46,58,95,113,59,8,466
UCL121066,0,0,0,5,3,0,10,0,0,3,0,0,0,0,3,4,0,9,16,0,3,0,0,0,32,3,7,6,10,5,3,4,0,31,5,16,22,24,28,8,5,0,109,0,0,0,0,3,0,0,0,6,0,0,0,0,4,0,0,0,7,10,25,28,24,28,7,5,0,123,0,0,0,0,0,0,0,0,4,0,11,0,7,5,18,6,4,45,12,43,45,37,44,36,19,10,252
UCL121067,0,0,0,0,0,0,7,0,3,0,0,0,4,0,0,10,5,14,4,8,6,0,10,7,46,5,4,9,8,13,8,3,0,49,15,14,10,32,40,19,13,4,152,0,3,0,0,3,0,0,0,14,0,0,0,0,3,11,0,0,17,17,20,16,35,46,29,12,4,172,6,0,0,0,0,0,0,0,5,6,4,4,13,11,18,12,6,79,35,49,32,61,78,63,41,16,373
UCL121068,13,13,19,13,12,0,74,0,3,8,4,12,25,4,0,56,0,11,30,34,47,48,14,3,190,6,16,24,28,48,46,17,0,181,27,50,62,82,85,94,28,7,433,3,0,5,5,5,8,3,0,35,5,4,8,11,14,16,3,0,60,32,53,72,96,109,117,34,9,524,0,0,3,3,0,3,0,0,18,11,14,13,16,35,30,18,3,138,59,103,155,189,263,283,102,16,1172
UCL121069,8,8,5,0,0,0,25,0,0,4,5,3,0,0,0,13,11,12,29,40,13,6,4,0,102,0,13,20,27,14,0,5,0,85,14,17,25,41,20,11,0,0,135,0,0,0,0,0,4,0,0,9,0,0,0,6,3,0,0,0,14,16,16,27,52,29,13,0,0,156,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,5,27,42,82,134,71,31,5,0,397
UCL121070,12,6,10,8,0,0,44,0,0,0,0,13,4,0,0,13,3,10,18,23,22,18,3,0,98,0,9,5,17,16,5,4,3,54,6,5,10,23,23,10,10,0,85,0,0,0,5,0,0,0,0,5,0,0,0,3,0,0,3,0,10,6,6,10,28,20,10,11,6,97,0,0,0,0,0,0,3,0,6,0,4,6,4,4,4,5,0,22,12,26,50,79,84,46,25,4,335
UCL121071,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,3,9,0,6,0,0,0,10,0,0,0,9,0,0,0,0,15,13,15,23,29,12,9,0,0,107,0,0,3,0,0,0,0,0,13,0,0,0,0,0,0,0,0,10,18,18,33,37,11,18,0,0,130,0,0,0,0,0,0,0,0,0,5,3,8,7,5,5,8,6,53,21,30,50,52,29,22,10,3,215
UCL121072,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,3,0,15,3,8,8,8,0,0,39,6,13,5,9,7,4,0,0,41,13,60,36,21,16,16,9,3,163,0,0,0,0,0,0,0,0,3,4,0,4,0,0,0,0,0,13,18,60,30,21,18,17,9,3,178,0,0,0,0,0,0,0,0,0,5,25,19,3,14,9,6,3,82,26,122,62,44,43,39,17,9,360
UCL121073,0,0,0,5,0,0,8,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,16,0,0,4,6,3,11,4,0,33,5,14,25,30,14,24,7,0,132,0,0,3,0,3,0,0,0,7,0,0,0,0,0,4,0,0,6,5,14,29,36,22,27,10,0,144,0,0,0,0,0,0,0,0,0,9,7,9,10,18,12,14,7,82,16,25,49,54,51,52,28,10,288
UCL121074,7,6,9,10,3,0,45,0,0,0,4,4,4,0,0,15,6,25,13,12,17,16,7,0,103,0,7,14,14,20,13,5,0,76,10,12,13,11,25,8,10,0,85,4,0,0,0,0,4,0,0,12,0,0,0,0,0,3,3,0,9,10,11,12,15,20,19,11,0,104,0,0,0,0,0,0,0,0,4,0,3,4,6,9,6,6,4,34,18,52,53,59,85,69,40,6,379
UCL121075,0,5,4,0,0,0,16,0,0,4,0,0,3,0,0,13,4,4,13,10,9,6,9,6,54,0,0,0,6,9,18,6,6,54,5,10,4,13,12,10,20,5,79,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,11,0,22,5,10,4,10,18,12,33,7,104,0,0,0,0,0,4,0,0,3,0,0,0,5,3,15,52,77,150,15,17,23,40,47,55,99,90,389
UCL121076,4,0,0,0,0,0,9,0,0,0,0,0,0,0,0,10,4,19,21,7,8,10,0,0,65,6,9,17,6,11,7,3,0,59,18,37,61,50,36,17,4,0,227,3,3,0,6,0,0,0,0,14,5,5,3,5,3,4,0,0,21,22,45,70,59,39,26,4,0,262,0,0,0,0,0,0,0,0,0,19,12,19,11,14,13,0,0,99,51,87,129,93,71,58,8,0,496
UCL121077,5,11,0,0,0,0,28,0,0,10,4,3,9,0,0,21,0,11,29,24,17,10,0,0,96,0,6,13,14,5,7,5,0,52,5,17,22,19,20,11,5,0,93,0,0,0,0,0,0,0,0,10,0,0,0,4,7,4,3,0,16,7,17,22,21,27,16,6,0,121,0,0,0,0,0,0,0,0,8,16,9,5,16,8,6,6,0,70,22,57,88,86,64,50,20,0,397
UCL121078,3,0,0,0,0,0,10,0,0,0,0,0,3,0,0,6,0,22,5,14,10,4,0,0,53,3,3,12,13,9,4,0,0,48,16,31,39,24,22,12,8,0,152,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,3,19,33,38,30,20,18,8,0,169,0,0,0,0,0,0,0,0,0,0,4,0,0,4,4,0,0,19,25,72,64,52,45,29,15,0,304
UCL121079,0,8,5,3,0,0,17,0,0,0,0,3,0,0,0,8,3,4,10,18,11,6,0,0,58,0,0,8,12,5,13,5,0,55,13,9,16,28,21,15,4,0,95,0,0,3,5,3,0,0,0,5,0,0,0,0,0,4,0,0,4,13,8,16,29,22,17,9,0,111,0,0,0,0,0,0,0,0,0,0,5,4,7,6,7,4,0,31,19,19,43,81,53,47,20,0,278
UCL121080,15,3,8,7,0,0,31,0,4,0,8,5,0,0,0,19,4,26,34,22,21,22,0,0,118,3,17,18,18,19,13,7,0,93,15,46,34,41,35,28,9,0,199,6,3,3,3,4,6,0,0,17,0,0,5,0,6,5,3,0,21,18,50,36,41,43,39,12,0,237,0,0,4,0,0,0,0,0,0,0,0,3,0,4,5,5,0,25,25,100,107,92,98,81,27,3,530
UCL121081,0,7,5,4,0,0,18,0,0,0,5,3,0,0,0,9,5,4,17,27,10,8,0,0,68,0,0,17,16,5,3,0,0,47,3,16,31,19,23,12,4,0,112,5,0,0,0,4,3,0,0,5,0,0,0,3,7,3,0,0,13,7,16,33,26,30,18,4,0,131,0,0,0,0,0,0,0,0,3,0,3,3,4,6,0,0,0,21,10,29,73,81,63,34,8,0,299
UCL121082,8,11,11,12,3,0,55,0,0,0,6,4,17,0,0,30,0,16,18,31,29,30,0,3,143,0,3,14,14,24,25,10,0,94,13,34,24,21,52,34,11,7,198,0,0,0,0,8,0,0,0,15,0,0,0,4,3,11,3,0,23,14,37,32,29,64,44,14,3,234,0,0,0,0,0,0,0,6,3,16,10,11,17,19,41,17,9,133,33,73,80,111,154,170,47,15,692
UCL121083,15,13,7,10,3,5,66,0,0,3,9,7,11,0,0,25,0,21,41,33,30,26,11,4,164,3,5,20,9,24,18,5,0,91,12,27,17,20,35,23,7,0,137,7,6,0,0,0,4,0,0,11,0,0,0,3,7,9,4,0,21,16,34,22,20,39,32,9,0,169,0,0,3,0,0,4,0,0,9,0,4,0,4,4,11,10,0,36,22,73,94,95,115,106,48,7,558
UCL121084,10,6,0,3,0,0,20,0,0,0,4,0,0,0,0,10,6,14,20,16,14,15,0,0,76,0,14,13,17,12,3,3,0,69,27,23,33,34,21,16,3,6,158,0,0,0,4,5,0,0,0,9,0,0,5,4,3,0,0,0,16,30,26,40,40,27,18,3,6,180,0,3,0,0,0,5,0,0,11,0,0,10,9,0,4,0,0,26,40,58,92,84,60,46,11,0,391
UCL121085,17,13,17,9,7,0,64,0,0,3,7,6,9,0,0,29,0,19,45,41,22,31,13,0,174,0,11,25,25,35,23,4,0,120,9,11,36,29,21,31,6,4,145,0,0,0,0,0,0,0,0,7,0,0,9,0,7,14,3,0,42,9,11,46,34,35,50,9,4,195,0,0,0,0,0,0,0,0,5,0,3,5,4,11,6,7,0,40,4,46,145,118,126,127,39,3,618
UCL121086,0,3,5,0,0,0,15,0,0,0,0,0,0,0,0,5,6,0,5,11,6,11,0,0,47,0,4,9,6,6,12,7,4,58,12,25,16,27,33,40,5,4,158,8,4,0,0,5,0,0,0,15,0,7,0,5,6,0,0,0,18,13,33,20,33,38,38,9,3,194,0,0,0,0,4,0,0,0,7,5,9,4,10,22,18,15,20,106,25,52,49,61,85,84,40,25,422
UCL121087,0,0,0,0,0,0,3,0,5,0,0,0,4,0,0,7,0,8,0,7,10,5,0,0,35,5,0,13,3,10,3,0,0,33,19,20,21,18,25,14,11,0,133,0,5,0,6,0,0,0,0,9,0,0,0,0,0,3,0,0,12,19,25,27,23,31,21,12,0,152,0,0,0,0,3,3,0,0,9,3,0,4,5,8,12,10,0,43,20,41,44,43,58,50,22,3,285
UCL121088,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,6,0,9,7,0,5,0,0,0,29,4,7,4,14,7,4,0,0,43,18,35,27,27,19,10,0,0,138,7,5,0,0,3,0,0,0,10,0,0,0,0,5,0,0,0,15,22,41,33,31,28,11,4,0,165,0,0,3,0,0,0,0,0,0,6,11,7,11,6,8,3,0,49,28,66,53,61,45,27,3,0,296
UCL121089,6,11,8,7,0,0,27,0,0,5,0,8,6,0,0,11,0,11,27,23,20,8,3,0,95,0,6,17,13,28,16,4,0,87,12,22,44,33,39,24,10,0,188,0,0,0,0,0,6,4,0,5,0,0,0,6,10,13,3,0,35,14,23,46,33,47,36,16,4,223,0,0,0,0,0,0,3,0,8,3,0,9,3,8,0,4,0,33,14,46,103,82,110,76,28,10,480
UCL121090,3,9,6,3,0,0,18,0,0,0,9,6,3,0,0,13,0,7,11,9,12,10,3,0,44,0,0,14,22,21,11,0,0,68,18,19,29,42,44,23,4,0,182,3,3,0,0,0,0,0,0,11,0,0,0,5,4,0,0,0,15,22,25,29,47,52,24,4,0,213,0,0,0,0,0,0,0,0,0,4,0,6,7,0,5,5,0,31,28,35,67,101,91,48,12,0,380
UCL121091,4,4,6,12,0,0,32,0,0,0,0,5,6,3,0,15,0,14,15,17,22,13,0,0,88,3,4,5,13,17,9,0,4,57,10,21,17,28,36,17,6,5,136,0,0,0,0,0,0,0,0,6,0,0,4,0,5,6,0,0,10,14,21,20,28,46,19,7,5,148,0,0,0,0,0,0,0,0,3,4,0,9,10,7,10,4,3,50,20,35,59,77,103,74,25,9,404
UCL121092,0,3,0,0,0,0,16,0,0,0,0,0,0,0,0,6,8,24,13,15,4,7,0,0,76,0,33,19,12,12,4,0,0,79,27,71,44,44,35,21,6,0,247,0,0,0,0,0,0,0,0,5,0,4,9,3,3,0,0,0,16,32,71,48,52,40,20,6,0,270,0,0,0,0,0,0,0,0,5,16,12,12,10,11,11,0,0,81,55,150,103,96,73,46,13,3,527
UCL121093,3,0,3,0,0,0,19,0,0,3,0,0,4,0,0,7,3,14,5,6,9,4,0,0,42,4,11,22,16,7,15,3,0,74,18,88,57,45,31,20,3,0,258,6,4,0,0,0,0,0,0,14,0,7,0,7,3,0,0,0,21,20,94,62,50,36,21,9,0,289,0,0,0,3,0,0,0,0,4,5,9,7,10,12,4,4,0,46,37,128,106,92,67,46,10,0,484
UCL121094,0,0,0,0,0,0,5,0,0,0,3,0,0,0,0,3,6,5,12,10,0,4,4,0,46,0,4,4,4,3,6,0,0,22,9,17,9,14,24,19,11,0,97,0,0,4,3,4,0,0,0,18,0,0,0,0,0,3,4,0,8,13,18,18,20,26,16,9,0,129,0,0,0,0,0,0,0,0,3,16,13,20,15,21,17,7,8,121,30,39,56,47,62,47,24,9,326
UCL121095,14,4,6,4,0,0,24,0,0,0,3,7,0,0,0,15,0,14,22,28,22,13,5,0,108,0,5,18,20,13,10,4,0,72,10,15,19,19,24,12,9,4,102,0,0,0,0,5,0,3,0,10,0,0,0,3,10,4,0,0,15,12,15,25,22,36,19,5,4,125,0,0,0,0,0,0,3,0,0,8,0,8,9,5,3,6,0,36,14,39,89,90,81,48,21,3,389
UCL121096,8,3,15,4,4,0,39,0,0,0,4,11,4,0,0,20,0,9,25,20,21,29,0,0,104,0,0,11,12,22,18,0,3,67,10,11,12,17,46,32,16,0,151,0,0,0,0,0,6,0,0,8,0,0,3,4,10,11,0,0,28,9,11,18,25,54,45,21,0,190,0,0,0,0,0,0,0,0,5,0,0,8,0,8,22,7,0,46,15,32,71,73,126,123,39,5,485
UCL121097,8,5,4,5,5,0,29,0,0,3,6,7,5,0,0,21,0,8,32,24,19,21,3,0,109,0,7,4,22,16,16,0,0,60,7,13,20,21,29,25,6,0,116,0,6,4,0,6,0,0,0,10,0,0,0,3,3,5,0,0,12,3,20,22,24,34,31,5,0,138,0,0,0,0,0,0,0,0,0,4,4,0,3,6,4,0,0,20,8,34,64,86,91,81,15,3,381
UCL121098,4,12,6,13,3,0,47,0,3,3,4,10,7,0,0,32,3,13,23,30,36,26,10,0,136,7,5,12,25,29,22,9,0,97,12,12,20,31,26,24,11,3,138,0,0,0,0,0,0,0,0,9,0,0,3,3,4,9,0,0,23,10,15,18,37,35,35,11,4,171,0,0,0,3,0,3,0,0,10,0,0,0,3,3,3,4,0,16,19,32,67,119,111,108,39,7,509
UCL121099,0,3,0,3,4,0,14,0,0,0,0,0,4,0,0,4,0,3,11,5,12,9,6,3,52,0,5,12,5,13,12,5,0,38,4,18,22,25,16,20,7,0,113,0,0,3,0,0,0,0,0,13,0,0,0,0,3,4,4,0,8,4,20,26,28,25,22,9,0,134,0,0,0,0,0,0,0,0,3,6,0,4,0,9,8,13,7,49,10,32,46,45,61,61,32,11,296
UCL121100,12,11,6,8,0,0,35,0,0,6,8,3,12,0,0,33,0,21,33,25,33,43,9,0,171,0,9,19,17,21,21,4,0,98,7,29,35,33,38,33,13,0,178,0,0,0,0,0,3,0,0,4,3,0,0,0,3,10,0,0,22,11,29,34,36,42,41,19,0,200,0,0,4,0,0,0,0,0,7,0,5,0,3,3,8,3,5,34,15,63,110,103,109,137,42,5,579
UCL121101,8,0,0,0,0,0,8,0,0,0,0,5,0,0,0,7,0,14,7,15,10,11,7,0,64,3,10,19,14,10,8,6,0,69,18,32,44,72,52,32,19,0,270,5,7,9,0,0,0,0,0,18,3,3,0,4,7,8,0,0,20,25,36,53,77,68,39,20,0,308,0,0,0,0,0,0,0,0,3,17,6,13,18,12,13,12,4,94,47,59,95,121,111,69,39,3,549
UCL121102,3,10,9,4,3,0,33,0,0,3,3,7,5,0,0,17,0,11,16,29,35,28,16,0,138,0,3,12,11,23,18,4,3,77,9,23,38,21,53,51,11,5,201,0,0,4,0,0,7,0,0,11,0,0,0,0,6,0,0,0,18,6,25,38,21,60,59,17,5,230,0,0,0,0,0,0,0,0,5,8,11,7,6,16,11,12,5,81,14,57,87,85,144,129,44,8,576
UCL121103,0,0,4,0,0,0,9,0,0,5,3,0,0,0,0,8,0,7,13,13,6,3,0,0,47,5,7,4,18,12,10,6,0,49,20,35,37,31,46,30,8,4,211,0,0,4,9,0,0,0,0,12,0,0,3,0,0,4,0,0,9,18,33,45,37,49,36,12,4,234,0,4,0,0,0,0,0,0,4,12,8,9,21,17,14,10,7,87,30,61,72,83,92,60,26,7,436
UCL121104,0,0,0,3,0,0,5,0,0,0,0,0,3,0,0,7,0,6,9,4,11,11,0,0,44,3,11,7,9,14,14,10,0,63,12,25,22,25,30,17,6,5,139,0,0,0,0,4,0,0,0,6,0,0,0,6,0,0,0,0,8,10,28,25,26,33,18,6,5,153,0,0,0,0,0,0,0,0,0,6,4,9,4,7,9,15,8,59,25,45,53,54,61,58,29,9,339
UCL121105,0,0,0,0,0,0,12,0,0,0,0,5,0,0,0,10,0,0,6,0,11,8,0,0,29,0,4,3,6,11,8,0,0,37,5,15,15,16,35,38,7,3,135,0,0,0,0,0,3,0,0,10,0,0,0,0,3,3,0,0,9,5,20,13,18,43,40,7,3,155,0,0,0,0,0,4,0,0,11,3,3,0,12,14,14,10,4,67,14,30,33,42,88,85,19,6,316
UCL121106,0,7,6,12,3,0,30,0,0,0,3,3,7,0,0,20,3,22,11,26,20,27,4,0,109,0,9,15,19,36,27,12,4,127,8,19,24,31,23,43,14,0,167,0,0,0,0,3,6,0,0,15,0,0,0,3,7,13,4,0,24,13,19,25,33,35,61,22,0,209,0,0,0,0,3,0,0,0,5,0,3,3,12,14,29,22,0,74,18,57,48,95,117,157,64,4,567
UCL121107,7,0,0,5,0,0,13,0,0,4,0,4,0,0,0,12,0,10,13,5,13,6,0,0,49,0,10,9,8,10,9,4,0,56,5,34,34,38,38,25,5,0,179,4,3,0,0,9,0,0,0,14,0,5,3,4,3,9,0,3,18,13,44,37,43,42,34,5,3,219,0,0,0,0,0,0,0,0,0,5,5,3,5,12,15,10,8,65,19,73,68,70,80,66,21,6,406
UCL121108,4,6,3,0,0,0,20,0,0,0,3,0,3,0,0,9,4,16,6,14,11,11,4,0,69,0,9,15,9,12,13,0,0,66,3,29,25,21,35,23,10,0,138,5,3,0,3,4,4,0,0,15,0,3,0,0,4,4,0,0,20,13,36,23,29,40,25,15,0,171,0,0,0,0,0,3,0,0,7,11,6,5,13,10,16,4,4,64,26,66,56,66,85,81,21,3,396
UCL121109,3,9,8,3,0,0,30,0,0,0,4,8,0,0,0,14,4,5,15,20,11,13,3,0,80,0,5,11,9,7,17,0,0,51,3,8,14,18,12,12,6,0,71,0,0,0,0,4,0,0,0,10,0,0,0,0,0,0,0,0,0,7,7,14,19,14,14,6,0,77,0,0,0,0,0,0,0,0,0,7,0,6,3,7,3,10,4,28,12,23,43,57,54,54,20,7,280
UCL121110,4,0,0,0,0,0,14,0,0,4,0,0,3,0,0,18,0,13,19,10,3,5,0,0,54,0,4,8,14,10,11,8,0,63,15,30,35,30,29,32,8,3,176,0,4,6,0,8,6,0,0,19,0,3,7,5,8,4,5,0,23,15,43,41,34,37,39,14,3,219,0,0,4,0,0,0,3,0,8,13,7,7,10,0,10,5,4,58,31,74,86,68,53,69,31,10,419
