UCL_CODE_2021,POL_Tamil_UOLSE_NWorNAA,POL_Tamil_UOLSE_Tot,POL_Tamil_NS,POL_Tamil_Tot,POL_Thai_SEO,POL_Thai_UOLSE_VWorW,POL_Thai_UOLSE_NWorNAA,POL_Thai_UOLSE_Tot,POL_Thai_NS,POL_Thai_Tot,POL_Turkish_SEO,POL_Turkish_UOLSE_VWorW,POL_Turkish_UOLSE_NWorNAA,POL_Turkish_UOLSE_Tot,POL_Turkish_NS,POL_Turkish_Tot,POL_Vietnamese_SEO,POL_Vietnamese_UOLSE_VWorW,POL_Vietnamese_UOLSE_NWorNAA,POL_Vietnamese_UOLSE_Tot,POL_Vietnamese_NS,POL_Vietnamese_Tot,POL_Oth_SEO,POL_Oth_UOLSE_VWorW,POL_Oth_UOLSE_NWorNAA,POL_Oth_UOLSE_Tot,POL_Oth_NS,POL_Oth_Tot,POL_Tot_SEO,POL_Tot_UOLSE_VWorW,POL_Tot_UOLSE_NWorNAA,POL_Tot_UOLSE_Tot,POL_Tot_NS,POL_Tot_Tot,P_LUatH_NS_SEO,P_LUatH_NS_UOLSE_VWorW,P_LUatH_NS_UOLSE_NWorNAA,P_LUatH_NS_UOLSE_Tot,P_LUatH_NS_NS,P_LUatH_NS_Tot,P_Tot_SEO,P_Tot_UOLSE_VWorW,P_Tot_UOLSE_NWorNAA,P_Tot_UOLSE_Tot,P_Tot_NS,P_Tot_Tot
UCL115039,0,0,0,0,..,3,0,10,0,10,..,0,0,0,0,0,..,6,3,7,0,7,..,32,4,39,0,39,..,153,18,169,0,170,..,4,0,4,517,525,2674,155,18,175,521,3369
UCL115040,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,7,5,10,0,10,..,63,10,66,0,66,..,0,0,4,34,34,1427,64,9,69,34,1528
UCL115041,0,0,0,0,..,0,0,5,0,5,..,0,0,0,0,0,..,0,0,0,0,0,..,20,0,20,0,20,..,126,9,133,0,135,..,12,0,12,338,348,2101,138,9,145,338,2579
UCL115042,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,12,0,12,0,15,..,22,0,25,0,27,..,8,0,8,85,92,1629,28,0,27,89,1744
UCL115043,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,16,6,26,0,26,..,67,6,77,0,77,..,7,0,7,394,403,1915,80,6,84,394,2387
UCL115044,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,14,0,14,0,14,..,67,4,68,0,68,..,5,0,3,327,332,1956,70,4,71,327,2353
UCL115045,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,17,0,17,5,21,..,25,0,24,5,27,..,3,3,9,153,159,970,27,5,34,154,1155
UCL115046,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,19,0,18,0,18,..,100,35,127,3,130,..,7,4,8,71,82,1442,104,34,137,72,1649
UCL115047,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,14,0,18,0,18,..,59,8,62,0,62,..,6,0,6,120,123,1917,61,8,69,120,2098
UCL115048,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,..,4,0,5,0,5,..,25,0,32,0,32,..,121,17,143,10,144,..,12,0,12,120,129,3298,134,17,154,128,3580
UCL115049,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,18,3,21,0,21,..,42,6,46,0,46,..,3,0,3,60,64,1005,42,3,46,60,1112
UCL115050,0,0,0,0,..,10,0,4,0,4,..,0,0,0,0,0,..,9,6,6,0,6,..,21,0,20,0,20,..,130,6,132,0,132,..,4,0,4,69,68,1808,130,6,134,69,2011
UCL115051,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,20,6,25,0,24,..,88,18,110,9,110,..,0,0,0,169,174,1909,91,18,112,179,2194
UCL115052,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,16,0,15,0,15,..,5,0,5,92,100,1432,23,0,27,92,1547
UCL115053,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,8,..,29,8,35,0,39,..,4,0,7,64,67,943,38,6,40,65,1046
UCL115054,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,8,0,12,0,12,..,51,0,54,0,54,..,0,0,0,61,61,971,51,0,54,61,1092
UCL115055,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,15,0,15,0,15,..,7,0,8,81,87,2063,18,0,20,81,2169
UCL115056,0,0,0,0,..,5,0,5,0,5,..,5,0,3,0,3,..,0,0,0,0,0,..,17,0,17,0,17,..,90,12,109,0,107,..,10,0,10,288,301,2826,102,12,112,291,3227
UCL115057,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,38,5,38,6,38,..,65,5,72,6,74,..,11,0,11,243,255,2567,78,5,84,248,2894
UCL115058,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,11,0,11,0,11,..,42,3,46,0,46,..,7,0,7,124,132,1457,45,3,51,124,1635
UCL115059,0,9,0,9,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,10,0,14,4,12,..,55,3,59,4,63,..,8,0,12,243,252,1554,65,6,70,246,1864
UCL115060,4,5,0,5,..,8,0,10,0,10,..,0,0,0,0,0,..,22,0,22,0,22,..,61,3,63,0,63,..,227,18,243,0,245,..,4,4,9,276,281,2306,228,23,250,273,2835
UCL115061,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,21,0,24,0,24,..,44,4,47,3,48,..,5,0,5,30,39,1111,48,4,49,36,1195
UCL115062,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,17,0,17,0,17,..,40,0,39,0,39,..,0,0,0,43,44,1264,39,0,39,43,1343
UCL115063,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,6,3,9,0,9,..,112,4,117,4,123,..,5,0,5,21,26,1034,116,4,123,23,1175
UCL115064,0,0,0,0,..,4,0,10,0,10,..,0,0,0,0,0,..,4,0,4,0,4,..,22,7,24,0,31,..,144,19,162,0,163,..,9,4,12,168,184,4214,154,18,177,175,4565
UCL115065,0,0,0,0,..,0,0,0,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,7,0,7,0,7,..,51,3,53,0,56,..,11,0,12,282,292,2077,64,3,67,281,2417
UCL115066,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,30,9,38,0,36,..,65,9,74,0,74,..,9,0,5,82,85,2387,73,8,80,85,2548
UCL115067,0,0,0,0,..,7,0,7,0,7,..,0,0,0,0,0,..,0,0,0,0,0,..,6,0,6,0,6,..,30,3,41,0,41,..,4,0,4,122,132,2303,38,7,43,122,2469
UCL115068,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,5,0,3,..,33,0,35,0,34,..,0,0,0,46,46,1158,33,0,35,50,1245
UCL115069,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,3,0,3,..,31,0,35,0,35,..,9,0,9,128,132,1856,46,0,48,128,2022
UCL115070,0,0,0,0,..,6,0,4,0,4,..,0,0,0,0,0,..,5,5,10,0,10,..,10,5,10,0,12,..,90,14,102,0,104,..,9,0,8,94,107,3019,96,19,113,101,3230
UCL115071,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,10,0,15,0,15,..,44,0,46,0,47,..,3,0,3,140,144,1869,48,0,47,135,2057
UCL115072,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,9,0,9,0,9,..,42,0,41,0,44,..,4,0,4,56,55,1740,40,0,46,60,1844
UCL115073,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,24,10,32,0,32,..,94,57,154,0,154,..,8,0,7,171,183,1637,108,58,165,171,1970
UCL115074,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,5,0,7,0,7,..,57,21,81,0,81,..,104,30,136,0,134,..,0,0,3,328,327,1607,110,31,136,330,2077
UCL115075,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,8,0,8,0,8,..,29,3,29,0,29,..,0,0,0,23,23,1054,26,3,30,23,1106
UCL115076,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,9,0,9,0,9,..,53,4,55,0,55,..,0,0,0,102,108,1628,54,6,60,102,1789
UCL115077,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,25,0,29,0,29,..,70,0,73,0,73,..,4,0,4,139,140,3025,74,0,78,139,3240
UCL115078,0,0,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,11,3,10,0,10,..,55,12,65,0,70,..,0,4,4,117,124,1227,55,12,73,117,1413
UCL115079,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,22,0,24,0,24,..,84,15,101,3,106,..,13,0,12,239,248,1854,99,11,108,237,2208
UCL115080,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,23,5,24,0,24,..,73,9,83,0,83,..,4,0,4,50,57,2121,75,9,90,50,2262
UCL115081,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,28,7,34,0,32,..,146,41,186,5,194,..,5,0,5,138,140,813,150,41,191,142,1149
UCL115082,0,10,0,10,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,9,0,10,0,6,..,29,4,30,0,31,..,0,0,0,104,113,1109,31,4,33,108,1251
UCL115083,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,10,0,7,0,14,..,45,7,51,3,59,..,0,0,0,136,138,2462,54,7,61,134,2654
UCL115084,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,24,0,21,0,21,..,8,0,6,108,117,1619,30,0,31,108,1764
UCL115085,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,5,..,37,0,38,0,34,..,0,0,0,51,52,1133,37,0,40,49,1229
UCL115086,0,0,0,0,..,15,0,15,0,15,..,6,0,6,0,6,..,0,0,0,0,0,..,17,0,12,0,15,..,137,16,160,0,164,..,5,0,5,98,101,1965,145,16,169,98,2233
UCL115087,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,15,0,18,0,13,..,0,0,0,101,107,1269,13,0,15,102,1389
UCL115088,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,35,0,39,0,39,..,7,0,9,55,62,1421,41,0,41,55,1515
UCL115089,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,67,5,75,0,70,..,159,115,279,4,278,..,9,0,11,1056,1066,3537,168,116,284,1056,4882
UCL115090,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,6,5,6,0,6,..,9,0,9,0,9,..,45,7,49,0,49,..,3,0,3,137,141,1021,47,7,56,136,1208
UCL115091,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,16,0,20,0,20,..,32,7,43,0,43,..,5,4,9,126,139,1266,42,7,51,126,1451
UCL115092,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,6,0,6,..,29,5,37,0,37,..,3,0,3,92,100,1724,35,5,38,92,1862
UCL115093,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,11,0,11,0,11,..,37,0,41,0,41,..,6,0,6,22,27,1091,41,0,47,22,1159
UCL115094,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,38,4,43,0,43,..,93,12,103,0,103,..,12,0,13,276,291,2407,108,9,118,276,2804
UCL115095,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,43,6,51,0,51,..,0,0,7,157,157,952,44,10,54,157,1169
UCL115096,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,21,6,31,0,31,..,79,10,94,0,94,..,9,0,11,122,131,3824,86,13,101,122,4049
UCL115097,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,26,3,34,0,34,..,103,3,105,0,110,..,5,0,5,156,165,2408,105,3,105,162,2680
UCL115098,0,0,0,0,..,0,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,32,0,35,0,35,..,118,13,133,5,133,..,11,0,11,306,314,943,125,13,147,305,1396
UCL115099,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,26,0,27,0,27,..,98,20,122,0,124,..,13,0,13,181,193,2709,110,20,140,182,3023
UCL115100,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,26,0,28,0,34,..,114,10,116,0,120,..,10,0,11,156,164,2429,119,6,128,159,2711
UCL115101,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,5,0,3,0,3,..,12,0,14,0,17,..,101,13,107,6,118,..,7,0,7,139,151,2107,107,13,120,141,2372
UCL115102,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,12,6,14,0,14,..,26,8,31,0,31,..,4,0,4,164,168,1815,24,8,33,164,2014
UCL115103,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,0,4,3,0,3,..,4,0,6,0,6,..,27,3,28,0,28,..,5,0,7,88,92,918,31,6,37,88,1042
UCL115104,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,6,0,6,..,24,6,25,0,33,..,7,0,7,67,70,1438,32,6,35,70,1538
UCL115105,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,4,0,4,..,16,0,13,0,13,..,8,0,8,122,125,1476,22,0,24,122,1621
UCL115106,0,0,0,0,..,6,0,6,0,6,..,0,0,0,0,0,..,14,7,19,0,19,..,14,0,16,0,16,..,91,10,103,0,105,..,11,0,11,286,298,2362,104,10,115,285,2762
UCL115107,0,0,0,0,..,10,0,10,0,10,..,0,0,0,0,0,..,3,0,3,0,4,..,90,9,98,0,97,..,348,14,364,4,362,..,12,0,12,303,311,2907,359,14,371,306,3589
UCL115108,0,5,0,5,..,5,0,5,0,5,..,0,0,0,0,0,..,0,0,0,0,0,..,16,0,19,3,17,..,87,9,99,3,98,..,0,0,0,40,43,1965,92,9,100,47,2111
UCL115109,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,16,3,21,0,18,..,101,9,111,0,111,..,12,0,12,204,215,3064,113,9,128,206,3395
UCL115110,0,0,0,0,..,4,0,5,0,5,..,0,0,0,0,0,..,4,0,4,0,4,..,35,0,38,0,38,..,144,4,149,0,149,..,12,0,12,360,373,3266,156,4,163,361,3783
UCL115111,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,10,0,10,0,10,..,49,3,53,0,55,..,12,0,12,503,516,2937,65,3,66,503,3507
UCL115112,0,0,0,0,..,4,0,4,0,4,..,3,0,3,0,5,..,0,3,8,0,8,..,12,4,19,0,19,..,95,10,105,5,108,..,16,3,17,77,96,2076,110,18,125,78,2283
UCL115113,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,7,0,5,0,5,..,20,0,20,0,20,..,80,4,81,0,81,..,3,0,3,74,73,1600,84,4,86,74,1761
UCL115114,0,10,0,10,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,40,8,47,0,48,..,142,30,167,3,170,..,7,0,12,260,272,2098,151,28,178,270,2540
UCL115115,0,0,0,0,..,5,0,6,0,6,..,5,0,5,0,5,..,0,0,0,0,0,..,79,4,87,3,86,..,405,19,423,4,423,..,20,0,18,397,418,3975,420,23,439,400,4818
UCL115116,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,..,5,0,5,0,5,..,30,3,38,0,38,..,125,19,141,0,142,..,5,0,5,239,249,4098,130,19,147,247,4485
UCL115117,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,25,0,25,0,25,..,72,5,76,0,76,..,5,0,5,137,146,1504,82,5,85,137,1719
UCL115118,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,14,0,12,0,13,..,33,0,31,0,34,..,6,0,6,80,83,1516,32,0,37,79,1627
UCL115119,0,0,0,0,..,5,0,5,0,5,..,0,0,0,0,0,..,5,0,5,0,5,..,38,3,36,0,36,..,138,14,153,0,156,..,9,0,9,134,135,3557,143,14,161,128,3847
UCL115120,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,42,0,40,0,40,..,141,12,148,0,148,..,4,0,6,45,53,3119,147,10,158,45,3325
UCL115121,0,0,0,0,..,3,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,25,0,22,0,22,..,52,0,55,0,55,..,6,0,6,157,166,1615,59,0,64,157,1841
UCL115122,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,13,6,17,0,17,..,69,11,75,0,79,..,11,0,11,325,332,2195,78,11,87,321,2602
UCL115123,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,16,0,16,0,16,..,48,5,49,0,50,..,0,0,0,71,71,1354,47,5,53,69,1476
UCL115124,0,0,0,0,..,4,0,4,0,4,..,7,0,7,0,7,..,0,0,0,0,0,..,41,10,47,0,47,..,272,48,324,8,330,..,16,0,16,217,237,3900,292,48,342,225,4459
UCL115125,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,18,0,18,0,18,..,79,12,86,0,90,..,4,0,4,188,195,2977,90,12,95,190,3264
UCL115126,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,8,0,8,0,8,..,42,0,40,0,43,..,3,0,3,40,38,970,40,0,43,39,1053
UCL115127,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,9,0,9,..,47,5,46,0,46,..,3,0,3,91,97,1189,45,5,50,91,1332
UCL115128,0,0,0,0,..,0,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,41,5,40,0,40,..,179,11,189,0,192,..,5,0,5,150,152,1870,182,11,194,154,2219
UCL115129,0,0,0,0,..,0,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,23,0,18,0,18,..,74,6,83,0,81,..,9,0,9,82,90,1541,82,6,91,88,1713
UCL115130,0,5,0,5,..,0,0,0,0,0,..,0,0,0,0,0,..,6,0,6,0,6,..,9,0,10,0,11,..,103,11,116,0,117,..,7,0,7,260,262,3280,111,11,120,259,3659
UCL115131,0,0,0,0,..,3,0,6,0,6,..,0,0,0,0,0,..,0,0,0,0,0,..,25,3,21,0,25,..,82,19,100,3,102,..,3,0,3,171,179,3901,90,19,106,174,4182
UCL115132,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,5,0,5,0,5,..,0,0,0,0,0,..,55,6,63,0,63,..,3,0,3,53,59,1401,62,6,63,53,1523
UCL115133,0,3,0,3,..,3,0,9,0,9,..,0,0,0,0,0,..,3,0,4,0,4,..,18,0,17,0,17,..,90,7,100,0,100,..,0,0,0,99,99,2642,90,7,96,99,2837
UCL115134,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,4,9,0,9,..,17,3,13,3,18,..,110,15,129,3,131,..,15,0,15,181,202,3686,128,15,144,190,4016
UCL115135,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,15,0,18,0,18,..,66,10,83,0,85,..,26,0,26,202,224,2514,91,10,103,208,2826
UCL115136,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,5,0,5,0,11,..,65,4,71,6,67,..,6,0,6,61,63,2035,69,4,76,65,2171
UCL115137,0,0,0,0,..,3,4,8,0,8,..,3,0,3,0,3,..,0,0,0,0,0,..,37,9,43,0,43,..,196,17,210,0,211,..,7,0,9,195,205,3697,205,23,225,198,4118
UCL115138,0,8,0,8,..,7,4,8,0,8,..,6,0,12,0,12,..,0,0,0,0,0,..,34,0,37,0,36,..,171,9,182,5,188,..,7,0,8,68,78,1848,175,13,188,73,2115
UCL115139,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,5,0,5,..,11,0,8,0,8,..,56,7,61,0,62,..,4,0,4,268,271,2251,61,7,64,267,2587
UCL115140,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,8,0,10,0,10,..,28,3,27,0,27,..,6,0,6,69,73,1127,34,3,36,69,1233
UCL115141,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,14,0,15,0,15,..,43,5,48,0,48,..,5,0,5,79,82,1374,47,5,49,79,1505
UCL115142,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,15,0,15,0,15,..,59,8,63,0,63,..,4,0,4,138,139,2087,60,8,67,138,2292
UCL115143,0,0,0,0,..,14,0,14,0,14,..,0,0,0,0,0,..,4,0,4,0,4,..,16,0,16,0,16,..,56,4,57,0,58,..,4,0,4,104,110,2215,60,4,61,107,2385
UCL115144,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,21,0,20,0,20,..,67,8,76,0,72,..,9,0,14,201,216,2446,77,6,83,209,2731
UCL115145,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,12,0,11,0,11,..,45,11,54,6,56,..,3,0,3,82,85,1311,48,11,61,86,1455
UCL115146,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,37,0,41,0,41,..,203,20,219,4,221,..,7,4,12,111,122,2364,208,23,226,115,2705
UCL115147,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,22,6,26,0,26,..,73,5,79,3,84,..,3,0,3,36,40,1037,69,5,77,46,1162
UCL115148,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,22,0,23,0,23,..,38,0,37,0,37,..,9,0,8,109,114,1216,41,3,45,109,1369
UCL115149,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,16,0,13,0,14,..,47,13,59,0,65,..,10,0,10,610,616,696,56,13,71,609,1377
UCL115150,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,22,0,23,0,23,..,64,13,73,0,73,..,0,0,0,51,46,958,68,13,79,51,1081
UCL115151,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,3,8,0,8,..,54,15,64,0,62,..,8,0,6,78,83,1935,58,12,68,79,2079
UCL115152,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,5,0,7,0,7,..,18,0,21,0,21,..,3,0,3,76,82,1025,25,0,24,76,1130
UCL115153,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,4,0,4,..,61,6,61,0,61,..,3,0,3,186,185,1116,56,6,61,186,1365
UCL115154,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,7,0,7,0,7,..,22,11,30,0,30,..,7,0,7,183,190,1351,27,11,40,183,1571
UCL115155,0,6,0,6,..,5,0,5,0,5,..,6,0,6,0,6,..,0,0,0,0,0,..,29,3,38,0,38,..,180,23,204,3,207,..,16,0,16,593,608,3763,198,23,216,597,4581
UCL115156,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,11,0,11,0,11,..,20,0,21,0,21,..,27,6,31,186,217,1063,49,3,55,186,1305
UCL115157,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,17,0,14,0,14,..,31,0,34,0,34,..,3,0,3,98,103,1216,30,0,32,98,1349
UCL115158,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,5,0,5,..,19,3,23,0,22,..,92,13,106,0,104,..,6,0,6,201,211,2380,97,13,107,206,2698
UCL115159,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,20,8,27,0,27,..,45,7,54,0,54,..,4,0,4,59,64,1703,50,7,55,59,1817
UCL115160,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,4,0,4,..,9,0,13,0,13,..,110,12,123,0,123,..,5,0,3,91,97,2736,114,14,129,91,2959
UCL115161,0,0,0,0,..,6,0,4,0,4,..,0,0,0,0,0,..,0,0,5,0,5,..,28,5,28,3,36,..,92,11,99,3,106,..,10,0,10,310,319,4137,102,11,108,312,4556
UCL115162,0,3,0,3,..,3,0,3,0,3,..,0,0,0,0,0,..,3,0,3,0,3,..,19,9,29,0,29,..,132,15,145,0,145,..,6,0,6,77,80,2761,139,15,151,77,2988
UCL115163,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,3,0,3,0,3,..,9,5,13,0,12,..,47,11,57,0,60,..,3,0,0,41,44,1869,52,6,61,45,1980
UCL115164,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,25,3,25,0,25,..,3,0,3,73,73,1252,26,3,29,73,1352
UCL115165,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,7,0,7,0,7,..,50,13,54,0,57,..,0,0,0,70,67,935,53,13,64,65,1070
UCL121001,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,26,0,31,0,31,..,0,0,0,46,47,781,29,0,29,46,856
UCL121002,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,6,0,13,0,13,..,0,0,0,84,79,484,12,0,9,84,586
UCL121003,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,11,0,11,0,11,..,16,0,18,0,18,..,0,0,0,39,39,661,16,0,18,39,716
UCL121004,0,0,0,0,..,0,0,0,0,7,..,0,0,0,0,0,..,0,0,0,0,0,..,10,0,5,0,5,..,13,0,14,0,19,..,0,0,0,32,33,864,13,0,16,31,914
UCL121005,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,36,3,32,0,32,..,8,0,8,17,24,524,42,3,42,17,576
UCL121006,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,11,0,11,0,11,..,0,0,0,59,59,548,11,0,11,59,612
