SA2_MAINCODE_2016,P_15_yrs_over_M,P_15_yrs_over_F,P_15_yrs_over_P,lfs_Emplyed_wrked_full_time_M,lfs_Emplyed_wrked_full_time_F,lfs_Emplyed_wrked_full_time_P,lfs_Emplyed_wrked_part_time_M,lfs_Emplyed_wrked_part_time_F,lfs_Emplyed_wrked_part_time_P,lfs_Employed_away_from_work_M,lfs_Employed_away_from_work_F,lfs_Employed_away_from_work_P,lfs_Unmplyed_lookng_for_wrk_M,lfs_Unmplyed_lookng_for_wrk_F,lfs_Unmplyed_lookng_for_wrk_P,lfs_Tot_LF_M,lfs_Tot_LF_F,lfs_Tot_LF_P,lfs_N_the_labour_force_M,lfs_N_the_labour_force_F,lfs_N_the_labour_force_P,Percent_Unem_loyment_M,Percent_Unem_loyment_F,Percent_Unem_loyment_P,Percnt_LabForc_prticipation_M,Percnt_LabForc_prticipation_F,Percnt_LabForc_prticipation_P,Percnt_Employment_to_populn_M,Percnt_Employment_to_populn_F,Percnt_Employment_to_populn_P,Non_sch_quals_PostGrad_Dgre_M,Non_sch_quals_PostGrad_Dgre_F,Non_sch_quals_PostGrad_Dgre_P,Non_sch_quals_Gr_Dip_Gr_Crt_M,Non_sch_quals_Gr_Dip_Gr_Crt_F,Non_sch_quals_Gr_Dip_Gr_Crt_P,Non_sch_quals_Bchelr_Degree_M,Non_sch_quals_Bchelr_Degree_F,Non_sch_quals_Bchelr_Degree_P,Non_sch_quls_Advncd_Dip_Dip_M,Non_sch_quls_Advncd_Dip_Dip_F,Non_sch_quls_Advncd_Dip_Dip_P,Non_sch_quls_Cert3a4_Level_M,Non_sch_quls_Cert3a4_Level_F,Non_sch_quls_Cert3a4_Level_P,Non_sch_quls_Cert1a2_Level_M,Non_sch_quls_Cert1a2_Level_F,Non_sch_quls_Cert1a2_Level_P,Non_sch_quls_Certnfd_Level_M,Non_sch_quls_Certnfd_Level_F,Non_sch_quls_Certnfd_Level_P,Non_sch_quls_CertTot_Level_M,Non_sch_quls_CertTot_Level_F,Non_sch_quls_CertTot_Level_P,Migtn_Lvd_same_add_1_yr_ago_M,Migtn_Lvd_same_add_1_yr_ago_F,Migtn_Lvd_same_add_1_yr_ago_P,Migtn_Lvd_Diff_add_1_yr_ago_M,Migtn_Lvd_Diff_add_1_yr_ago_F,Migtn_Lvd_Diff_add_1_yr_ago_P,Migtn_Lvd_sme_add_5_yrs_ago_M,Migtn_Lvd_sme_add_5_yrs_ago_F,Migtn_Lvd_sme_add_5_yrs_ago_P,Mign_Lvd_Diff_add_5_yrs_ago_M,Mign_Lvd_Diff_add_5_yrs_ago_F,Mign_Lvd_Diff_add_5_yrs_ago_P
103021065,4071,4061,8135,1745,910,2652,381,859,1244,136,146,277,131,115,244,2388,2028,4418,1295,1687,2983,5.5,5.7,5.5,58.7,49.9,54.3,55.6,47.2,51.3,31,56,94,25,56,80,198,415,615,180,358,543,998,505,1499,48,92,135,77,114,189,1112,707,1822,3970,3871,7840,563,640,1206,2807,2720,5532,1486,1537,3025
103021066,1509,1531,3038,599,288,885,130,331,462,40,50,92,42,37,79,808,704,1511,572,677,1245,5.2,5.3,5.2,53.5,46,49.7,51,43.7,47.4,10,19,31,9,19,27,74,159,234,71,135,205,351,171,521,19,44,61,27,42,67,393,252,648,1458,1447,2905,170,174,341,1129,1075,2203,447,475,921
103021067,4136,4554,8692,1792,932,2728,391,975,1370,131,150,284,187,155,342,2504,2219,4724,1243,1894,3130,7.5,7,7.2,60.5,48.7,54.3,55.9,45.2,50.4,46,57,102,39,50,88,233,408,645,190,341,526,1120,635,1759,53,113,163,63,128,196,1240,878,2114,3988,4260,8253,682,740,1423,2752,2916,5668,1681,1854,3532
103021068,1428,1329,2760,570,284,859,132,266,393,51,54,101,72,50,114,818,655,1471,468,527,990,8.8,7.6,7.7,57.3,49.3,53.3,52.7,45.4,49,17,17,33,9,18,25,54,129,188,62,118,174,340,177,516,7,25,35,29,47,80,382,246,624,1406,1271,2683,150,160,310,1075,969,2041,392,391,780
103021069,2357,2349,4711,1086,515,1596,233,530,765,84,84,168,60,37,95,1461,1160,2619,630,896,1524,4.1,3.2,3.6,62,49.4,55.6,59.5,48.1,53.7,11,26,36,13,28,38,103,219,317,86,159,247,584,248,839,21,60,80,43,68,108,644,374,1023,2333,2277,4611,228,263,489,1741,1688,3429,694,728,1420
103031070,5371,5298,10670,1770,884,2660,454,1134,1587,121,155,277,255,171,423,2602,2345,4946,2353,2515,4867,9.8,7.3,8.6,48.4,44.3,46.4,43.7,41,42.4,60,60,121,35,73,108,233,426,656,257,381,638,1480,652,2136,58,119,176,87,154,237,1621,928,2550,4676,4816,9492,697,797,1500,3352,3359,6714,1777,2008,3787
103031071,3479,3342,6821,1318,651,1970,339,754,1091,111,103,214,127,96,225,1895,1607,3504,1157,1325,2480,6.7,6,6.4,54.5,48.1,51.4,50.8,45.1,48,47,62,111,24,50,75,165,289,454,196,311,510,1060,407,1467,36,79,112,54,98,157,1155,583,1741,3246,3135,6384,351,351,702,2468,2304,4771,1010,1040,2049
103031072,4384,4751,9135,2123,1023,3142,445,1183,1630,126,141,272,154,147,297,2853,2491,5339,1157,1844,3001,5.4,5.9,5.6,65.1,52.4,58.4,61.5,49.4,55.2,49,81,136,42,78,122,342,565,907,234,424,663,1338,641,1980,60,100,162,88,119,205,1480,866,2347,4089,4346,8433,980,985,1960,2358,2496,4852,2346,2429,4775
103031073,1479,1422,2896,416,196,612,127,280,412,32,31,64,84,46,127,656,551,1209,643,716,1359,12.8,8.3,10.5,44.4,38.7,41.7,38.9,35.7,37.6,17,21,34,6,14,21,65,109,168,56,107,164,405,162,568,17,27,44,23,41,66,441,235,678,1322,1252,2569,188,196,383,968,904,1873,482,485,968
103031074,4293,4037,8332,1684,688,2374,413,983,1396,140,129,270,166,139,309,2403,1939,4342,1325,1603,2935,6.9,7.2,7.1,56,48,52.1,52.1,44.6,48.5,37,62,100,28,57,90,214,389,601,199,345,544,1252,486,1737,49,85,132,73,125,201,1371,700,2074,4043,3760,7802,520,536,1060,2885,2602,5481,1445,1486,2928
103031075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103041076,2841,2920,5760,1320,671,1997,292,757,1051,88,103,192,115,85,200,1818,1617,3430,794,1108,1905,6.3,5.3,5.8,64,55.4,59.5,59.8,52.4,56.3,47,63,112,32,54,85,189,362,547,147,274,424,788,405,1193,26,60,84,59,99,161,871,565,1432,2844,2900,5744,425,450,880,2016,1990,4009,1082,1196,2270
103041077,7276,8259,15534,2849,1906,4757,763,1681,2446,217,237,450,343,283,631,4168,4111,8277,2500,3508,6007,8.2,6.9,7.6,57.3,49.8,53.3,52.6,46.3,49.3,213,213,427,74,172,241,690,1072,1763,435,762,1196,1665,981,2649,97,149,247,114,257,373,1878,1385,3266,6722,7322,14038,1371,1530,2895,4462,4833,9296,3191,3666,6860
103041078,7189,7775,14968,3763,2298,6062,779,1990,2771,203,263,469,291,252,540,5041,4804,9845,1753,2596,4348,5.8,5.2,5.5,70.1,61.8,65.8,66,58.5,62.1,262,250,516,112,206,311,768,1245,2015,514,849,1364,1979,1142,3121,73,132,208,111,249,361,2171,1527,3693,7086,7423,14505,1760,1787,3551,4164,4316,8477,4121,4397,8516
103041079,4571,4487,9056,2332,1182,3515,473,1209,1684,171,179,353,107,99,210,3083,2671,5754,1164,1510,2670,3.5,3.7,3.6,67.4,59.5,63.5,65.1,57.3,61.3,144,125,272,45,90,133,403,690,1097,331,497,826,1296,519,1814,40,104,145,79,176,257,1415,802,2221,4755,4655,9410,539,578,1113,3467,3305,6772,1567,1647,3212
104011080,7195,7994,15191,2322,1379,3703,812,1637,2447,167,182,354,389,338,731,3695,3534,7225,3022,3935,6961,10.5,9.6,10.1,51.4,44.2,47.6,45.9,40,42.8,89,86,170,59,95,152,393,662,1063,362,618,986,1811,1159,2966,95,174,268,133,264,390,2039,1593,3631,6741,7370,14113,1250,1344,2594,4543,4979,9517,3025,3398,6420
104011081,6573,6228,12801,1989,1037,3020,785,1407,2193,196,197,401,315,248,561,3286,2888,6176,2700,2830,5533,9.6,8.6,9.1,50,46.4,48.2,45.2,42.4,43.9,92,88,183,61,90,148,290,562,848,360,558,916,1873,890,2769,71,119,186,120,236,354,2071,1242,3309,6196,5876,12075,799,837,1636,4716,4396,9109,2020,2080,4095
104011082,6809,7230,14045,1705,928,2631,798,1499,2297,181,193,374,264,171,439,2952,2791,5746,3354,3920,7278,8.9,6.1,7.6,43.4,38.6,40.9,39.4,36.2,37.8,106,113,219,77,115,195,490,706,1194,409,677,1087,2016,864,2875,58,140,202,143,263,407,2215,1271,3482,6134,6386,12523,1120,1173,2295,4288,4420,8714,2724,2915,5631
104021083,2153,2412,4568,657,410,1069,410,656,1065,48,78,125,114,68,176,1223,1211,2437,783,1051,1830,9.3,5.6,7.2,56.8,50.2,53.3,51.8,47.4,49.5,83,113,200,38,84,126,288,495,784,192,318,506,549,245,788,27,39,69,34,79,118,615,366,974,2152,2353,4503,369,434,798,1431,1546,2971,965,1111,2077
104021084,6777,7473,14255,2322,1503,3823,917,1712,2632,195,193,392,331,240,565,3758,3650,7405,2451,3251,5697,8.8,6.6,7.6,55.5,48.8,51.9,50.7,45.6,48,117,123,242,64,110,176,542,852,1394,462,835,1302,1766,955,2726,97,186,281,104,229,329,1968,1368,3339,6138,6726,12864,1325,1429,2753,3889,4183,8067,3311,3682,6991
104021085,3986,4700,8685,1345,872,2219,521,1045,1567,84,117,194,170,133,307,2123,2170,4289,1406,1942,3350,8,6.1,7.2,53.3,46.2,49.4,48.9,43.3,45.8,91,102,193,46,60,107,380,557,937,231,487,722,958,540,1498,53,104,157,73,133,205,1079,781,1860,3336,3820,7155,836,1027,1868,1959,2227,4187,2096,2468,4564
104021086,1560,1509,3065,596,309,906,246,473,717,50,60,112,71,45,116,957,886,1848,465,494,965,7.4,5.1,6.3,61.3,58.7,60.3,57.2,55.8,56.6,34,45,76,15,37,56,122,197,312,105,188,294,511,201,715,14,39,58,22,51,77,552,296,849,1482,1460,2941,252,251,506,1112,1033,2148,551,581,1134
104021087,1349,1376,2726,389,178,568,199,332,531,46,38,84,67,42,106,693,595,1288,533,663,1189,9.7,7.1,8.2,51.4,43.2,47.2,47,39.8,43.4,14,23,45,14,36,48,85,167,255,66,131,191,349,158,507,22,24,48,23,33,55,392,220,613,1251,1279,2533,192,180,372,968,915,1880,423,493,917
104021088,3351,3594,6945,1423,865,2282,521,1017,1536,82,111,190,113,116,231,2137,2108,4245,1025,1288,2309,5.3,5.5,5.4,63.8,58.7,61.1,60.5,55.5,57.7,133,104,240,58,95,155,458,642,1101,300,493,789,1009,475,1481,28,66,93,64,115,182,1111,654,1763,3155,3272,6422,745,806,1550,1998,2029,4025,1760,1921,3675
104021089,7544,8293,15841,2693,1671,4369,1079,2156,3229,197,202,399,369,316,689,4339,4349,8686,2784,3504,6287,8.5,7.3,7.9,57.5,52.4,54.8,52.6,48.6,50.5,145,184,329,82,191,276,662,1072,1738,522,885,1404,2164,1085,3248,102,189,286,164,310,470,2423,1585,4006,7413,7797,15203,1230,1392,2617,5036,5272,10313,3291,3680,6971
104021090,1995,2030,4018,566,345,912,293,462,759,53,60,115,74,68,137,993,929,1923,868,957,1821,7.5,7.3,7.1,49.8,45.8,47.9,45.7,42.7,44.4,31,54,83,23,48,66,161,272,431,127,204,330,591,243,839,22,36,57,40,62,104,655,346,998,1755,1790,3548,343,364,713,1269,1245,2514,774,833,1613
104021091,5051,5226,10280,1695,939,2631,682,1268,1949,128,160,282,236,171,404,2735,2534,5272,1893,2294,4191,8.6,6.7,7.7,54.1,48.5,51.3,49.6,45.3,47.3,72,92,167,68,100,165,466,639,1106,341,560,898,1355,577,1927,33,103,138,87,169,251,1472,846,2315,4689,4736,9421,869,900,1770,3117,3150,6274,2177,2291,4466
105011092,1537,1529,3072,567,443,1010,125,197,315,36,45,81,87,60,149,814,747,1559,470,549,1017,10.7,8,9.6,53,48.9,50.7,47.4,44.8,45.8,8,26,38,4,12,18,61,167,223,73,128,200,239,118,356,24,41,67,24,21,47,287,183,468,1407,1369,2773,196,239,434,1016,990,2004,461,500,964
105011093,1871,1753,3624,951,458,1406,108,342,449,82,72,152,77,47,124,1218,923,2144,422,633,1050,6.3,5.1,5.8,65.1,52.7,59.2,61,49.7,55.4,22,23,53,11,21,33,102,151,250,51,125,175,540,215,752,15,38,52,26,25,50,574,279,854,1743,1633,3379,304,300,601,1160,1061,2225,754,748,1500
105011094,1614,1642,3257,601,385,991,133,274,407,60,67,130,81,65,143,879,788,1666,468,592,1064,9.2,8.2,8.6,54.5,48,51.2,49.2,44.2,46.9,8,23,28,0,19,21,67,150,222,59,117,168,282,175,459,8,38,51,21,36,60,313,248,565,1455,1473,2931,217,231,444,1103,1067,2171,482,531,1019
105011095,1990,1969,3962,930,485,1416,144,404,555,61,50,113,82,64,145,1218,1005,2228,554,757,1308,6.7,6.4,6.5,61.2,51,56.2,57,47.7,52.6,15,16,38,9,19,34,97,196,293,64,156,224,460,172,630,14,34,46,30,55,84,504,255,761,1917,1922,3836,226,238,464,1446,1389,2829,598,639,1235
105011096,2728,2403,5124,839,526,1362,234,412,645,77,83,159,157,107,264,1307,1125,2430,1080,984,2066,12,9.5,10.9,47.9,46.8,47.4,42.2,42.5,42.3,13,34,51,11,30,38,110,242,356,128,181,310,462,215,682,34,35,70,35,50,83,531,305,833,2526,2247,4771,357,368,723,1924,1633,3560,792,834,1628
105021097,7134,7629,14767,2553,1680,4229,707,1471,2178,249,247,496,405,269,668,3908,3661,7572,2674,3406,6078,10.4,7.3,8.8,54.8,48,51.3,49.2,44.5,46.7,66,124,192,63,112,178,300,595,893,299,506,804,1976,907,2881,70,159,224,81,208,292,2123,1277,3399,6781,7126,13905,915,1024,1938,5223,5447,10669,2117,2414,4535
105021098,1103,928,2026,453,258,714,51,98,158,35,32,71,39,31,73,581,428,1013,359,361,716,6.7,7.2,7.2,52.7,46.1,50,48.9,41.8,46.5,7,11,16,7,12,14,26,67,90,43,65,106,172,94,267,15,15,27,14,23,38,201,129,333,1012,889,1901,112,120,230,756,665,1420,304,283,582
105031099,3254,3288,6543,1127,609,1738,277,673,955,90,86,179,137,102,237,1636,1472,3110,1296,1490,2789,8.4,6.9,7.6,50.3,44.8,47.5,45.9,41.6,43.9,35,48,80,15,55,70,161,318,486,139,253,387,739,371,1102,46,69,113,64,74,140,851,510,1365,3120,3073,6201,389,437,825,2303,2207,4505,1055,1145,2198
105031100,3899,4311,8204,1886,1235,3127,408,976,1382,124,154,279,173,141,315,2594,2509,5103,1016,1497,2518,6.7,5.6,6.2,66.5,58.2,62.2,62,54.9,58.4,87,95,187,42,103,147,285,540,826,186,368,557,1113,608,1719,36,108,144,45,108,148,1190,820,2010,3736,4005,7740,756,828,1587,2490,2633,5122,1769,1942,3718
105031101,6239,7235,13478,3222,2181,5401,617,1646,2270,162,214,380,217,218,437,4224,4260,8480,1587,2506,4092,5.1,5.1,5.2,67.7,58.9,62.9,64.1,55.9,59.7,166,190,364,87,148,235,610,1111,1720,365,662,1028,1735,976,2710,46,144,197,87,209,293,1874,1328,3203,5785,6465,12252,1411,1540,2945,3577,4142,7714,3202,3522,6731
105031102,3218,3538,6758,1549,987,2533,310,773,1081,89,114,202,132,119,252,2077,1987,4070,864,1252,2119,6.4,6,6.2,64.5,56.2,60.2,60.5,53,56.5,62,69,131,28,49,75,222,399,626,186,324,507,804,495,1303,33,78,113,65,94,160,904,663,1572,3056,3219,6275,704,775,1480,1906,1922,3825,1647,1841,3487
105031103,2269,2166,4432,1183,654,1835,219,567,785,81,89,167,59,46,108,1535,1355,2895,533,612,1141,3.8,3.4,3.7,67.7,62.6,65.3,65.4,60.5,62.9,19,43,65,21,42,62,165,337,497,123,222,347,710,281,992,18,56,71,40,65,112,765,403,1169,2374,2183,4556,212,231,443,1726,1564,3291,742,732,1475
105031104,1749,1799,3555,762,402,1162,181,386,567,56,64,122,69,42,114,1064,900,1963,524,758,1284,6.5,4.7,5.8,60.8,50,55.2,57.1,47.4,52.1,14,19,34,0,13,20,60,190,254,57,139,200,402,236,637,21,31,58,34,43,77,455,312,767,1708,1773,3477,229,225,450,1229,1253,2480,594,649,1244
105031105,2531,2591,5127,1104,629,1734,215,523,743,91,66,158,120,85,206,1533,1300,2836,745,1028,1771,7.8,6.5,7.3,60.6,50.2,55.3,55.7,47,51.4,16,24,36,10,30,43,105,298,408,121,213,330,615,320,935,32,50,83,40,65,100,690,428,1117,2554,2486,5042,315,394,705,1883,1809,3690,809,897,1701
105031106,3780,3442,7223,1097,668,1764,321,605,929,96,92,186,157,129,290,1674,1492,3168,1727,1570,3303,9.4,8.6,9.2,44.3,43.3,43.9,40.1,39.7,39.9,19,43,67,14,41,51,124,285,403,164,274,436,783,407,1183,42,67,109,67,89,156,884,562,1443,3011,3085,6097,426,485,905,2172,2206,4386,1060,1167,2230
106011107,3913,3911,7824,1987,959,2943,463,1078,1545,141,149,287,157,135,293,2739,2321,5064,905,1343,2248,5.7,5.8,5.8,70,59.3,64.7,66.2,55.9,61,55,80,129,33,60,90,261,430,687,254,399,652,1351,631,1982,32,92,121,72,120,192,1452,844,2298,3989,3867,7856,648,725,1367,2557,2470,5022,1793,1881,3675
106011108,8753,8886,17637,2934,1533,4472,859,1965,2825,233,257,495,471,403,878,4502,4162,8664,3758,4137,7895,10.5,9.7,10.1,51.4,46.8,49.1,46,42.3,44.2,66,61,130,35,83,114,280,544,827,353,658,1013,2487,1360,3846,105,242,343,122,237,363,2710,1834,4553,7758,8422,16186,1422,1549,2973,5236,5493,10731,3395,3955,7352
106011109,3120,3270,6388,1239,657,1897,391,814,1199,99,119,214,114,96,210,1843,1679,3522,956,1241,2194,6.2,5.7,6,59.1,51.3,55.1,55.4,48.6,51.8,64,82,148,22,73,97,224,338,561,177,340,516,985,438,1431,24,75,101,51,125,179,1061,647,1703,3055,3099,6153,369,402,770,2179,2138,4319,1117,1213,2334
106011110,3622,3687,7315,1481,769,2254,468,931,1404,126,111,233,121,104,227,2195,1921,4111,1152,1488,2645,5.5,5.4,5.5,60.6,52.1,56.2,57.3,49.1,53.2,64,70,136,30,65,97,230,414,650,239,425,666,1138,466,1603,24,67,98,60,123,182,1226,662,1885,3639,3618,7257,456,482,941,2681,2585,5264,1208,1321,2532
106011111,6893,7148,14033,2762,1345,4106,696,1681,2377,187,212,398,421,302,722,4063,3540,7603,2379,3100,5473,10.4,8.5,9.5,58.9,49.5,54.2,52.9,45.3,49,37,53,87,22,49,71,182,402,582,283,497,777,2261,1142,3404,77,155,231,93,207,300,2431,1502,3939,6915,6937,13854,1036,1056,2094,4876,4779,9651,2701,2839,5543
106011112,6432,6207,12640,3542,1354,4898,609,1670,2271,229,173,399,269,288,560,4646,3478,8129,1421,2358,3776,5.8,8.3,6.9,72.2,56,64.3,68.1,51.5,59.9,96,99,197,39,89,124,386,603,993,372,491,865,2149,1003,3149,72,158,227,112,188,300,2333,1348,3682,6086,6004,12092,1344,1212,2553,3992,3894,7886,3079,2943,6020
106011113,2028,1883,3912,958,373,1331,197,502,701,76,91,164,53,52,106,1294,1011,2305,468,640,1101,4.1,5.1,4.6,63.8,53.7,58.9,60.7,51.3,56.1,33,25,51,7,24,32,107,196,298,101,174,278,673,259,934,12,42,55,20,56,78,706,364,1065,1933,1852,3786,203,191,399,1448,1345,2789,593,605,1196
106021114,2548,2681,5229,1183,680,1868,273,654,922,74,78,157,129,126,253,1664,1540,3197,682,957,1640,7.8,8.2,7.9,65.3,57.4,61.1,60,52.7,56.4,48,71,117,20,44,61,199,297,498,155,272,430,724,418,1147,29,59,91,48,67,110,801,545,1348,2376,2375,4752,544,634,1179,1301,1230,2533,1424,1620,3044
106021115,10304,11453,21758,4700,2601,7302,1194,2853,4052,278,333,608,499,468,969,6670,6260,12928,3073,4585,7662,7.5,7.5,7.5,64.7,54.7,59.4,59.9,50.5,55,244,278,522,105,215,321,855,1425,2276,855,1177,2034,3074,1599,4677,96,246,345,176,321,499,3354,2169,5520,10390,11071,21464,1765,1915,3684,6805,7263,14069,4770,5264,10028
106021116,2836,3050,5884,1487,819,2302,345,885,1236,66,109,176,85,78,161,1981,1886,3873,721,1039,1762,4.3,4.1,4.2,69.9,61.8,65.8,66.9,59.4,63.1,115,106,216,38,84,122,332,568,898,271,352,625,902,362,1267,22,62,88,29,95,125,955,525,1486,3002,3092,6089,459,481,937,2013,2028,4043,1324,1434,2754
106021117,8330,8999,17331,4040,2057,6100,921,2290,3212,229,305,536,423,445,861,5618,5091,10708,2256,3439,5696,7.5,8.7,8,67.4,56.6,61.8,62.3,51.7,56.8,106,139,242,44,109,157,421,778,1204,466,838,1300,2820,1506,4326,89,213,308,106,251,349,3015,1966,4982,8294,8651,16944,1716,1876,3595,4897,5030,9926,4458,4941,9401
106021118,3806,3907,7714,2130,1088,3212,452,1203,1658,113,130,244,162,136,299,2854,2557,5412,829,1242,2076,5.7,5.3,5.5,75,65.4,70.2,70.8,62,66.3,74,74,148,38,71,111,249,432,682,313,421,730,1340,641,1983,17,76,98,65,126,192,1423,850,2273,3974,3974,7949,686,757,1444,2687,2642,5329,1733,1864,3597
106031119,2342,2448,4787,882,436,1318,267,651,913,70,72,141,96,64,164,1318,1219,2534,824,1004,1826,7.3,5.3,6.5,56.3,49.8,52.9,52,47.3,49.6,37,35,79,23,52,71,169,260,425,169,250,424,813,342,1154,11,37,53,39,75,114,865,453,1317,2215,2185,4401,318,390,710,1467,1448,2918,1000,1047,2051
106031120,2748,2749,5497,857,405,1261,300,552,858,86,75,161,123,98,221,1369,1127,2503,1181,1435,2622,9,8.7,8.8,49.8,41,45.5,45.2,37.5,41.5,35,30,60,27,22,48,117,190,306,162,300,460,905,404,1317,36,63,99,60,101,164,1003,571,1574,2556,2517,5071,489,497,985,1653,1640,3292,1262,1234,2496
106031121,8484,9379,17867,2694,1514,4210,1015,2090,3097,227,236,464,324,278,602,4260,4114,8381,3584,4581,8168,7.6,6.8,7.2,50.2,43.9,46.9,46.4,40.9,43.5,239,214,452,93,144,243,721,999,1729,748,1061,1812,2579,1175,3749,84,156,239,206,353,563,2867,1688,4553,7525,8051,15576,1572,1690,3258,4705,5074,9776,4183,4478,8663
106031122,5341,5630,10968,2103,1039,3151,599,1241,1839,116,161,277,311,269,583,3139,2714,5855,1758,2483,4245,9.9,9.9,10,58.8,48.2,53.4,52.8,43.4,48,53,49,106,24,47,69,200,381,580,265,439,701,1579,861,2436,69,129,203,69,155,222,1717,1145,2865,5187,5317,10505,894,956,1856,3497,3559,7050,2290,2438,4730
106031123,2165,2160,4325,1115,501,1612,271,718,987,84,87,165,72,59,127,1535,1358,2897,515,705,1214,4.7,4.3,4.4,70.9,62.9,67,67.9,60.5,63.9,52,59,112,30,36,59,188,308,502,152,265,420,792,274,1069,20,42,59,46,86,134,856,400,1261,2292,2304,4598,217,243,457,1755,1758,3513,690,691,1377
106031124,2232,2315,4555,496,253,748,202,377,575,42,36,84,63,64,130,811,730,1539,1283,1461,2748,7.8,8.8,8.4,36.3,31.5,33.8,33.2,28.8,30.9,62,32,92,29,37,65,179,216,391,195,247,442,686,254,939,27,37,64,65,111,177,784,402,1179,1903,1907,3810,399,451,853,1256,1259,2513,991,1063,2056
106031125,5490,5324,10817,2501,1180,3681,579,1423,2002,193,198,393,189,190,377,3461,2992,6450,1551,1943,3496,5.5,6.4,5.8,63,56.2,59.6,59.6,52.6,56.2,82,92,169,29,74,107,306,509,815,458,578,1035,1851,837,2685,53,132,182,91,158,255,1997,1128,3123,5260,5226,10485,956,890,1844,3463,3419,6882,2424,2358,4788
106041126,4756,4553,9305,2158,998,3155,406,1009,1415,152,144,291,287,230,519,3000,2379,5385,1459,1876,3335,9.6,9.7,9.6,63.1,52.3,57.9,57.1,47.2,52.2,64,56,120,20,52,71,214,354,566,219,317,539,1405,691,2096,60,107,174,48,119,168,1512,919,2431,4403,4306,8704,931,1034,1965,2619,2498,5116,2373,2543,4916
106041127,1609,1544,3153,798,390,1189,162,384,537,73,63,139,42,40,81,1079,870,1954,385,548,938,3.9,4.6,4.1,67.1,56.3,62,64.2,54.2,59.2,8,9,17,9,17,26,57,121,184,95,130,224,501,237,739,9,37,45,27,46,73,535,319,856,1633,1552,3188,201,209,405,1150,1065,2220,595,590,1184
106041128,2229,2380,4605,1069,599,1666,282,553,835,77,64,143,60,60,122,1482,1277,2758,571,922,1491,4,4.7,4.4,66.5,53.7,59.9,64.1,51.1,57.4,32,40,75,21,29,55,160,284,443,125,217,343,665,300,968,15,37,53,30,61,97,719,398,1117,2158,2259,4420,423,435,863,1463,1495,2960,983,1058,2043
106041129,3278,3312,6597,1527,780,2308,359,776,1137,103,110,217,102,98,197,2086,1770,3854,880,1204,2082,4.9,5.5,5.1,63.6,53.4,58.4,60.7,50.3,55.5,28,41,66,10,36,51,138,339,471,158,288,447,931,440,1374,28,71,95,62,95,158,1018,608,1629,3182,3196,6377,433,451,887,2277,2285,4557,1152,1210,2363
107011131,9189,9856,19047,3852,1984,5833,937,2334,3269,261,294,553,440,362,801,5484,4975,10462,3301,4451,7751,8,7.3,7.7,59.7,50.5,54.9,55,46.8,50.7,130,162,289,63,140,203,514,768,1284,558,939,1493,2979,1472,4451,90,199,283,171,325,501,3240,1992,5234,9282,9894,19180,1270,1334,2603,6787,7170,13956,3313,3556,6874
107011132,3164,3426,6584,1726,934,2662,362,1027,1391,87,133,214,99,109,208,2272,2208,4477,804,1145,1947,4.4,4.9,4.6,71.8,64.4,68,68.7,61.1,64.8,92,88,179,27,67,93,238,393,632,297,420,713,1062,549,1605,23,81,105,40,130,168,1120,755,1878,3511,3667,7185,450,490,941,2291,2370,4665,1455,1597,3051
107011133,7,0,10,0,0,0,0,0,0,0,0,0,3,0,3,3,0,3,4,0,4,100,0,100,42.9,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,10,0,0,0,4,0,4,3,0,3
107011134,5989,6504,12496,2760,1474,4233,719,1723,2443,171,185,359,260,199,457,3914,3584,7497,1761,2495,4253,6.6,5.6,6.1,65.4,55.1,60,60.9,52,56.3,243,253,492,77,154,232,689,930,1614,498,647,1145,1690,727,2422,57,102,160,91,242,336,1841,1073,2914,6216,6529,12747,686,756,1447,4804,4892,9702,1848,2063,3911
107011545,5405,5699,11108,1983,972,2964,582,1141,1726,169,154,319,285,228,519,3023,2500,5523,2068,2889,4957,9.4,9.1,9.4,55.9,43.9,49.7,50.6,39.8,45.1,64,83,148,13,53,72,257,399,655,304,484,785,1388,686,2078,41,118,156,85,161,252,1518,969,2492,5492,5689,11180,738,703,1444,4049,4128,8179,1842,1929,3772
107011546,3949,4038,7989,1175,644,1819,388,659,1044,108,95,206,237,187,420,1903,1579,3485,1745,2205,3944,12.5,11.8,12.1,48.2,39.1,43.6,42.3,34.6,38.4,68,72,136,25,29,56,211,267,483,204,309,516,906,463,1369,48,79,127,73,114,186,1029,661,1688,3837,3901,7739,506,524,1035,2791,2758,5541,1333,1462,2800
107011547,1886,1828,3711,634,305,941,199,366,562,38,46,86,70,56,132,942,777,1717,814,936,1750,7.4,7.2,7.7,49.9,42.5,46.3,46.2,39.2,42.8,29,39,73,13,29,36,90,132,222,110,162,272,563,203,761,18,32,48,28,57,86,609,286,893,1765,1669,3440,230,263,488,1312,1225,2536,624,641,1264
