SA2_MAINCODE_2016,P_15_yrs_over_M,P_15_yrs_over_F,P_15_yrs_over_P,lfs_Emplyed_wrked_full_time_M,lfs_Emplyed_wrked_full_time_F,lfs_Emplyed_wrked_full_time_P,lfs_Emplyed_wrked_part_time_M,lfs_Emplyed_wrked_part_time_F,lfs_Emplyed_wrked_part_time_P,lfs_Employed_away_from_work_M,lfs_Employed_away_from_work_F,lfs_Employed_away_from_work_P,lfs_Unmplyed_lookng_for_wrk_M,lfs_Unmplyed_lookng_for_wrk_F,lfs_Unmplyed_lookng_for_wrk_P,lfs_Tot_LF_M,lfs_Tot_LF_F,lfs_Tot_LF_P,lfs_N_the_labour_force_M,lfs_N_the_labour_force_F,lfs_N_the_labour_force_P,Percent_Unem_loyment_M,Percent_Unem_loyment_F,Percent_Unem_loyment_P,Percnt_LabForc_prticipation_M,Percnt_LabForc_prticipation_F,Percnt_LabForc_prticipation_P,Percnt_Employment_to_populn_M,Percnt_Employment_to_populn_F,Percnt_Employment_to_populn_P,Non_sch_quals_PostGrad_Dgre_M,Non_sch_quals_PostGrad_Dgre_F,Non_sch_quals_PostGrad_Dgre_P,Non_sch_quals_Gr_Dip_Gr_Crt_M,Non_sch_quals_Gr_Dip_Gr_Crt_F,Non_sch_quals_Gr_Dip_Gr_Crt_P,Non_sch_quals_Bchelr_Degree_M,Non_sch_quals_Bchelr_Degree_F,Non_sch_quals_Bchelr_Degree_P,Non_sch_quls_Advncd_Dip_Dip_M,Non_sch_quls_Advncd_Dip_Dip_F,Non_sch_quls_Advncd_Dip_Dip_P,Non_sch_quls_Cert3a4_Level_M,Non_sch_quls_Cert3a4_Level_F,Non_sch_quls_Cert3a4_Level_P,Non_sch_quls_Cert1a2_Level_M,Non_sch_quls_Cert1a2_Level_F,Non_sch_quls_Cert1a2_Level_P,Non_sch_quls_Certnfd_Level_M,Non_sch_quls_Certnfd_Level_F,Non_sch_quls_Certnfd_Level_P,Non_sch_quls_CertTot_Level_M,Non_sch_quls_CertTot_Level_F,Non_sch_quls_CertTot_Level_P,Migtn_Lvd_same_add_1_yr_ago_M,Migtn_Lvd_same_add_1_yr_ago_F,Migtn_Lvd_same_add_1_yr_ago_P,Migtn_Lvd_Diff_add_1_yr_ago_M,Migtn_Lvd_Diff_add_1_yr_ago_F,Migtn_Lvd_Diff_add_1_yr_ago_P,Migtn_Lvd_sme_add_5_yrs_ago_M,Migtn_Lvd_sme_add_5_yrs_ago_F,Migtn_Lvd_sme_add_5_yrs_ago_P,Mign_Lvd_Diff_add_5_yrs_ago_M,Mign_Lvd_Diff_add_5_yrs_ago_F,Mign_Lvd_Diff_add_5_yrs_ago_P
111011206,7014,7488,14496,3008,1547,4550,762,1960,2721,170,213,385,337,231,565,4275,3949,8224,2424,3132,5549,7.9,5.8,6.9,60.9,52.7,56.7,56.2,49.7,52.8,137,140,282,70,122,193,608,932,1542,526,730,1256,2367,943,3304,57,142,203,151,255,412,2575,1341,3914,7049,7423,14473,1002,1017,2019,5110,5261,10371,2687,2880,5566
111011207,2325,2434,4758,852,436,1290,245,585,833,55,69,126,116,89,206,1263,1185,2451,952,1137,2090,9.2,7.5,8.4,54.3,48.7,51.5,49.5,44.8,47.3,28,28,55,15,36,47,147,205,351,137,227,366,801,302,1106,16,43,64,45,82,130,866,432,1294,2240,2256,4493,307,382,694,1633,1640,3273,850,927,1778
111011208,9295,10081,19379,4160,2355,6516,1183,2777,3961,238,349,585,409,300,703,5992,5778,11767,2881,3882,6765,6.8,5.2,6,64.5,57.3,60.7,60,54.4,57.1,311,361,677,112,234,349,1223,1675,2902,766,1043,1814,2726,1226,3948,77,177,247,159,335,497,2955,1738,4700,9387,9908,19297,1374,1452,2830,6722,7110,13839,3581,3815,7396
111011209,9133,9717,18851,4200,2358,6559,1112,2674,3788,277,272,552,448,329,773,6038,5641,11676,2732,3687,6422,7.4,5.8,6.6,66.1,58.1,61.9,61.2,54.6,57.8,297,317,614,105,216,320,968,1418,2387,687,947,1634,2806,1279,4092,79,180,258,160,300,462,3046,1762,4809,9351,9681,19032,1329,1428,2758,6659,6860,13520,3565,3840,7402
111011210,3327,3828,7151,1225,636,1858,368,842,1213,86,95,178,171,155,330,1848,1728,3574,1279,1850,3129,9.3,9,9.2,55.5,45.1,50,50.5,41.1,45.4,46,46,93,25,50,72,174,277,456,192,311,504,878,467,1342,34,77,116,60,120,178,978,662,1636,3397,3748,7141,442,482,924,2423,2624,5046,1213,1406,2616
111011211,1386,1479,2864,566,281,848,191,401,591,38,36,71,47,37,87,841,754,1591,471,624,1098,5.6,4.9,5.5,60.7,51,55.6,57.4,48.5,52.7,50,56,109,23,45,64,176,254,431,124,137,266,409,140,548,3,23,23,25,48,69,431,211,644,1386,1458,2839,207,222,426,1042,1083,2120,501,532,1036
111011212,4718,4991,9710,1738,845,2587,543,1195,1736,136,161,289,226,145,374,2640,2351,4989,1855,2406,4259,8.6,6.2,7.5,56,47.1,51.4,51.2,44.1,47.5,91,126,216,66,97,161,359,590,947,342,462,804,1571,582,2162,37,81,122,97,167,260,1706,834,2543,4582,4746,9322,675,705,1383,3198,3343,6542,1869,1937,3808
111011213,4710,5043,9750,2106,1108,3215,613,1537,2152,116,148,261,162,161,326,2991,2959,5952,1536,1949,3484,5.4,5.4,5.5,63.5,58.7,61,60.2,55.4,57.7,249,224,478,76,151,226,746,976,1722,472,640,1113,1365,504,1870,32,75,111,89,202,298,1491,785,2276,4903,5164,10073,583,600,1184,3681,3840,7517,1661,1837,3496
111011214,5245,5833,11080,2285,1306,3598,678,1514,2195,145,171,312,224,186,408,3336,3174,6510,1693,2409,4101,6.7,5.9,6.3,63.6,54.4,58.8,59.3,51.3,55.1,184,153,343,78,125,199,583,888,1469,456,656,1113,1569,680,2245,48,97,145,85,190,272,1699,968,2669,5129,5553,10683,831,895,1724,3529,3864,7396,2233,2401,4637
111021215,3374,3691,7065,1260,686,1950,364,825,1187,87,98,182,231,153,385,1939,1759,3707,1212,1633,2851,11.9,8.7,10.4,57.5,47.7,52.5,50.7,43.6,47,56,56,111,26,59,90,217,344,559,206,343,545,1043,524,1569,31,68,101,68,110,180,1144,706,1851,3378,3549,6929,455,491,949,2404,2514,4914,1291,1399,2695
111021216,3432,3662,7092,1348,773,2121,392,892,1284,88,109,191,159,137,295,1988,1903,3888,1291,1628,2915,8,7.2,7.6,57.9,52,54.8,53.3,48.4,50.7,111,88,199,40,76,113,266,436,703,267,472,743,1098,528,1619,38,61,100,81,142,225,1212,730,1946,3332,3470,6806,606,678,1280,2217,2275,4491,1572,1747,3315
111021217,5200,5661,10864,2765,1431,4196,540,1614,2154,138,213,353,216,168,388,3658,3432,7093,1292,1958,3250,5.9,4.9,5.5,70.3,60.6,65.3,66.2,57.6,61.7,109,115,221,40,60,106,324,638,958,369,517,890,1789,869,2659,30,102,134,94,145,234,1914,1117,3029,5378,5710,11087,1024,1145,2172,3320,3454,6770,2643,2937,5576
111021218,6076,6521,12598,2124,1145,3267,656,1392,2043,182,164,344,254,198,449,3209,2897,6109,2516,3262,5776,7.9,6.8,7.3,52.8,44.4,48.5,48.7,41.4,44.9,202,190,391,62,103,159,471,732,1202,440,653,1094,1771,809,2578,51,114,167,124,252,378,1950,1171,3118,5652,6014,11662,1038,1033,2071,3700,3918,7618,2757,2854,5616
111021219,5377,5913,11288,1974,1012,2983,581,1407,1984,153,165,320,278,178,454,2980,2759,5747,2110,2783,4890,9.3,6.5,7.9,55.4,46.7,50.9,50.4,43.7,46.8,184,161,345,45,105,149,477,726,1207,389,581,971,1566,707,2274,37,99,139,116,207,318,1724,1015,2737,5055,5399,10455,832,960,1796,3613,3799,7418,2100,2355,4452
111021220,3707,3751,7456,1449,777,2225,405,922,1331,90,116,207,181,105,287,2126,1919,4045,1443,1685,3128,8.5,5.5,7.1,57.4,51.2,54.3,52.4,48.4,50.5,103,105,202,55,87,137,328,471,795,340,482,821,1281,538,1817,33,73,104,77,164,240,1382,765,2151,3586,3558,7146,560,577,1131,2559,2519,5074,1497,1537,3028
111021221,2584,2585,5166,1259,606,1869,265,713,979,79,86,160,129,100,234,1737,1510,3238,738,979,1722,7.4,6.6,7.2,67.2,58.4,62.7,62,54.4,58.2,26,41,63,9,22,39,98,202,298,142,228,367,1000,433,1435,28,54,83,44,95,136,1070,580,1652,2607,2651,5253,371,384,749,1895,1870,3763,947,1016,1967
111031222,6064,6434,12492,2891,1637,4526,817,1886,2704,157,222,380,277,200,473,4136,3948,8081,1750,2315,4059,6.7,5.1,5.9,68.2,61.4,64.7,63.7,58.2,60.9,314,310,624,105,172,285,985,1324,2309,564,751,1310,1620,657,2285,60,88,145,126,195,317,1807,936,2746,6144,6425,12571,1043,1069,2113,4338,4597,8935,2552,2650,5203
111031223,3303,3503,6810,1251,659,1911,369,709,1071,95,109,202,219,191,404,1926,1669,3589,1191,1641,2832,11.4,11.4,11.3,58.3,47.6,52.7,51.9,42.2,46.8,28,27,55,13,25,34,99,191,291,147,238,383,962,445,1410,36,83,117,51,103,154,1049,630,1682,3285,3378,6665,450,475,928,2481,2497,4981,1118,1215,2338
111031224,4963,5073,10034,1988,1267,3261,753,1368,2118,118,188,304,275,190,465,3130,3008,6135,1482,1760,3244,8.8,6.3,7.6,63.1,59.3,61.1,57.6,55.6,56.6,275,306,581,104,158,265,908,1066,1966,366,496,866,1003,477,1484,34,67,103,85,120,202,1126,664,1788,4359,4436,8798,968,1064,2035,2812,2908,5718,2363,2437,4799
111031225,6257,7005,13260,2926,1793,4717,831,2039,2868,155,245,405,268,207,468,4177,4284,8459,1850,2436,4286,6.4,4.8,5.5,66.8,61.2,63.8,62.5,58.2,60.3,378,386,759,111,214,328,998,1437,2438,560,747,1312,1528,725,2258,52,89,142,110,191,298,1689,1006,2697,6434,6886,13324,1016,1107,2120,4525,4905,9432,2615,2860,5479
111031226,5026,5246,10280,2736,1459,4198,587,1601,2181,125,194,314,263,179,444,3709,3428,7138,1176,1669,2842,7.1,5.2,6.2,73.8,65.3,69.4,68.6,62,65.1,187,173,362,58,89,144,467,715,1183,375,539,912,1537,828,2365,49,94,137,79,137,222,1667,1062,2725,5448,5481,10927,883,929,1805,3528,3506,7036,2423,2638,5058
111031227,6183,6429,12609,2467,1717,4182,849,1558,2405,153,199,355,370,274,648,3841,3747,7592,1911,2242,4150,9.6,7.3,8.5,62.1,58.3,60.2,56.1,54,55.1,239,300,540,62,127,191,755,1066,1823,448,643,1093,1480,857,2344,75,107,182,76,144,224,1630,1111,2740,5504,5532,11037,1253,1376,2630,3553,3486,7041,2959,3201,6156
111031228,5541,5710,11252,2741,1636,4373,800,1686,2489,148,186,328,168,132,304,3852,3641,7494,1419,1788,3204,4.4,3.6,4.1,69.5,63.8,66.6,66.6,61.4,63.9,418,411,826,122,202,319,1273,1493,2766,517,658,1174,1136,448,1585,38,61,100,96,141,235,1268,654,1924,5197,5310,10506,1046,1054,2098,3421,3598,7019,2646,2611,5259
111031229,4910,4816,9726,2287,1563,3856,702,1164,1863,120,137,259,204,157,363,3311,3028,6338,1126,1407,2537,6.2,5.2,5.7,67.4,62.9,65.2,63.3,59.5,61.5,522,456,983,88,194,283,1208,1374,2585,347,470,822,769,340,1108,38,43,82,65,104,177,869,497,1363,3500,3369,6865,1298,1341,2633,1840,1901,3740,2915,2825,5738
111031230,7,9,12,3,0,3,0,0,3,0,0,0,0,0,0,6,0,4,3,3,10,0,0,0,85.7,0,33.3,42.9,0,50,0,0,0,0,0,0,0,0,0,3,0,3,5,3,5,0,0,0,0,0,0,5,3,5,9,10,14,0,0,3,3,0,8,3,3,10
111031231,4972,4981,9956,1293,703,1991,783,1122,1909,125,185,313,441,364,796,2636,2376,5014,2079,2283,4361,16.7,15.3,15.9,53,47.7,50.4,44.3,40.4,42.3,244,202,445,31,51,80,461,594,1051,289,309,599,925,491,1418,62,77,139,44,85,133,1035,651,1689,3703,3602,7309,1642,1642,3286,1981,1977,3957,3188,3091,6278
111031232,3166,3273,6442,1101,576,1675,255,644,893,66,95,154,119,77,193,1538,1385,2927,1228,1467,2693,7.7,5.6,6.6,48.6,42.3,45.4,44.9,40.2,42.3,85,91,175,22,50,81,234,399,638,213,296,506,975,342,1315,25,47,73,72,98,161,1072,478,1556,2798,2830,5628,579,601,1181,1743,1711,3454,1526,1626,3149
111031233,7715,8557,16270,3077,1867,4948,914,1925,2841,219,225,441,422,316,740,4636,4340,8969,2665,3721,6389,9.1,7.3,8.3,60.1,50.7,55.1,54.6,46.9,50.6,291,280,571,78,117,194,782,1163,1947,513,848,1357,2136,992,3132,76,139,216,140,255,389,2352,1387,3735,7320,8003,15323,1367,1432,2792,5154,5570,10721,3149,3447,6590
111031234,4889,5286,10177,1889,1222,3111,703,1310,2012,148,204,345,305,230,537,3046,2960,6006,1496,1777,3278,10,7.8,8.9,62.3,56,59,56,51.8,53.7,179,204,384,51,122,179,609,866,1471,359,480,840,1222,635,1857,56,83,140,62,129,192,1343,846,2189,4345,4551,8896,1054,1173,2228,2763,2931,5700,2409,2602,5010
111031235,3394,3413,6803,1493,1096,2592,507,951,1455,86,101,189,183,115,298,2272,2265,4538,885,956,1843,8.1,5.1,6.6,66.9,66.4,66.7,61.5,62.9,62.3,192,241,428,63,123,184,585,842,1433,267,364,633,753,381,1141,30,43,75,63,68,133,850,494,1343,2811,2799,5608,797,806,1608,1626,1603,3225,1859,1921,3781
112011236,6900,7897,14801,2074,1306,3383,934,1680,2614,173,182,355,273,167,440,3448,3340,6786,2842,3774,6611,7.9,5,6.5,50,42.3,45.8,46.1,40.1,42.9,149,152,302,96,147,235,627,940,1568,467,811,1277,1810,860,2674,67,144,213,150,236,390,2030,1242,3280,6001,6600,12598,1277,1471,2750,3803,4257,8057,3249,3610,6863
112011237,6574,7150,13726,2538,1467,4000,978,1922,2898,183,200,382,230,196,434,3924,3787,7715,2188,2912,5095,5.9,5.2,5.6,59.7,53,56.2,56.3,50.2,53,206,236,438,126,190,316,803,1111,1917,509,860,1370,1804,829,2636,50,111,156,126,256,378,1979,1191,3173,6417,6632,13051,1093,1179,2275,4380,4617,8993,2797,2971,5765
112011238,2235,2369,4603,792,433,1228,453,749,1205,69,78,148,74,55,130,1388,1318,2711,590,772,1362,5.3,4.2,4.8,62.1,55.6,58.9,58.8,53.2,56.1,107,126,236,36,66,110,387,510,896,193,334,528,458,196,650,16,22,35,32,65,98,506,280,786,2049,2102,4148,364,404,770,1396,1363,2764,922,1047,1968
112011239,3185,3646,6835,959,585,1546,622,1068,1690,111,102,211,151,143,294,1845,1905,3748,1035,1418,2451,8.2,7.5,7.8,57.9,52.2,54.8,53.1,48.1,50.4,109,141,245,50,115,171,379,641,1019,236,531,773,847,386,1231,26,55,85,66,112,173,939,543,1489,2874,3187,6063,546,711,1259,1929,2077,4002,1342,1640,2991
112011240,3897,4245,8147,1196,815,2009,807,1233,2039,117,143,256,131,131,267,2247,2324,4573,999,1267,2266,5.8,5.6,5.8,57.7,54.7,56.1,54.4,51.6,52.8,151,208,362,68,118,186,663,892,1557,285,488,779,805,355,1161,30,49,73,55,132,181,889,532,1419,2984,3139,6121,769,938,1706,1804,1896,3701,1783,2021,3799
112011241,2240,2138,4381,651,380,1037,292,485,781,65,63,127,98,57,151,1108,985,2095,930,954,1885,8.8,5.8,7.2,49.5,46.1,47.8,45,43.4,44.4,29,38,66,13,34,46,112,218,328,121,180,301,654,282,940,17,34,51,39,67,101,711,382,1097,2048,1950,3997,307,343,648,1412,1305,2719,883,871,1754
112011242,2977,3267,6242,1222,758,1978,554,1065,1618,94,105,199,116,91,208,1977,2017,3999,813,1092,1911,5.9,4.5,5.2,66.4,61.7,64.1,62.8,59,60.8,155,170,329,80,109,190,501,733,1233,258,409,665,730,329,1057,20,44,59,59,113,167,806,482,1284,2877,3052,5929,547,641,1187,1879,1991,3870,1416,1580,2993
112011243,3144,3396,6540,818,483,1296,635,1001,1634,108,103,212,134,116,255,1694,1701,3394,1031,1278,2306,7.9,6.8,7.5,53.9,50.1,51.9,49.7,46.7,48,107,145,251,38,88,130,425,606,1035,232,461,693,723,305,1028,12,32,44,57,106,161,792,438,1228,2783,2933,5710,496,587,1090,1952,1942,3892,1196,1440,2638
112021244,4621,5115,9736,1448,847,2297,634,1025,1655,112,150,257,226,181,402,2417,2198,4615,1857,2552,4404,9.4,8.2,8.7,52.3,43,47.4,47.5,39.5,43.2,36,31,64,19,40,63,168,315,491,143,366,511,1151,725,1875,57,136,192,81,138,216,1292,992,2282,4519,4850,9368,817,876,1692,3156,3423,6578,1854,1990,3846
112021245,2951,2742,5689,1003,508,1509,373,627,998,88,82,174,111,79,196,1572,1296,2870,1077,1194,2275,7.1,6.1,6.8,53.3,47.3,50.4,49.6,44.4,47.1,22,26,48,29,32,56,112,237,346,120,252,369,780,367,1151,35,72,101,50,73,119,866,512,1378,2823,2699,5525,366,340,702,2118,1999,4121,924,893,1815
112021246,4879,5780,10658,1902,1265,3167,681,1374,2052,93,158,254,234,166,402,2924,2960,5876,1613,2405,4014,8,5.6,6.8,59.9,51.2,55.1,54.8,48.4,51.4,114,114,226,49,111,158,494,776,1271,287,522,810,1315,807,2121,81,119,198,96,206,300,1492,1126,2621,4655,5394,10049,861,928,1792,3093,3543,6631,2191,2544,4736
112021247,3067,3029,6096,941,502,1448,380,660,1040,97,76,174,145,111,257,1564,1344,2911,1203,1432,2633,9.3,8.3,8.8,51,44.4,47.8,46.2,40.9,43.7,43,44,88,23,62,87,200,316,517,162,305,460,702,384,1082,34,55,91,57,105,164,794,541,1337,2882,2824,5704,374,411,789,2216,2105,4315,895,993,1889
112021248,6100,6584,12686,1959,1278,3243,886,1598,2485,141,156,299,375,307,682,3367,3339,6710,2158,2695,4848,11.1,9.2,10.2,55.2,50.7,52.9,49,46.1,47.5,142,193,337,71,177,247,567,925,1490,325,562,889,1481,857,2333,94,151,248,114,171,286,1689,1181,2872,5358,5718,11074,1175,1211,2384,3631,3870,7505,2686,2896,5585
112021249,6163,6173,12334,2188,1374,3560,1059,1785,2847,189,209,400,271,180,450,3711,3551,7254,1931,2104,4036,7.3,5.1,6.2,60.2,57.5,58.8,55.8,54.6,55.2,206,223,429,114,210,319,713,1090,1798,461,745,1211,1583,748,2325,62,100,162,106,207,309,1747,1054,2801,6108,5965,12074,660,736,1400,4617,4484,9103,1914,1986,3901
112031250,5150,5584,10732,1891,1067,2955,728,1519,2245,133,141,272,193,164,358,2948,2884,5829,1755,2215,3967,6.5,5.7,6.1,57.2,51.6,54.3,53.4,48.8,51,161,178,333,78,133,213,613,852,1459,409,657,1069,1323,599,1917,33,69,108,88,155,238,1443,821,2265,4526,4666,9193,1189,1269,2458,2625,2723,5348,2819,3042,5864
112031251,3383,3869,7253,1104,615,1719,446,852,1296,100,130,232,138,139,276,1795,1731,3524,1334,1789,3116,7.7,8,7.8,53.1,44.7,48.6,48.8,41.3,44.8,56,70,122,33,79,112,228,419,645,208,380,588,926,474,1395,32,76,109,69,141,211,1027,689,1717,3216,3574,6797,644,748,1393,2091,2296,4394,1544,1777,3321
112031252,4083,3891,7978,1322,682,2003,620,1048,1673,128,126,258,158,131,288,2224,1994,4221,1432,1498,2934,7.1,6.6,6.8,54.5,51.2,52.9,50.7,47.7,49.3,92,108,195,48,104,158,378,531,911,282,478,757,1109,442,1551,32,59,86,67,125,190,1211,617,1830,3765,3625,7389,554,569,1117,2863,2647,5518,1279,1361,2646
112031253,5068,5362,10433,1925,979,2906,728,1550,2282,148,157,301,204,180,387,3010,2865,5875,1673,2085,3757,6.8,6.3,6.6,59.4,53.4,56.3,55.3,50.1,52.6,105,145,250,81,113,196,469,762,1231,341,620,962,1533,700,2237,46,70,116,102,152,252,1680,928,2605,4877,5059,9933,905,1034,1937,3075,3122,6199,2463,2760,5221
112031254,8000,8793,16796,2451,1445,3899,1029,1914,2941,197,228,425,352,303,653,4030,3884,7920,3258,4128,7387,8.7,7.8,8.2,50.4,44.2,47.2,46,40.8,43.3,167,159,325,60,135,199,577,858,1432,525,861,1392,2247,975,3218,79,132,214,148,283,430,2472,1389,3861,6945,7409,14361,1372,1461,2838,4492,4799,9286,3546,3842,7390
112031550,6050,7148,13195,2072,1302,3379,812,1736,2548,134,165,298,230,188,419,3247,3391,6638,2489,3398,5884,7.1,5.5,6.3,53.7,47.4,50.3,49.9,44.8,47.2,86,99,189,49,115,166,379,715,1096,474,716,1189,1788,863,2652,42,95,138,109,237,350,1942,1198,3135,5740,6567,12305,1013,1087,2102,3827,4419,8247,2700,3098,5792
112031551,1252,1307,2560,557,270,826,187,429,621,39,55,93,42,61,105,826,817,1641,379,435,821,5.1,7.5,6.4,66,62.5,64.1,62.5,57.7,60.2,37,33,65,21,27,51,149,198,344,94,168,262,378,177,559,11,18,27,19,51,65,407,243,650,1300,1316,2620,191,207,396,887,903,1792,553,561,1112
112031552,3245,3856,7098,815,491,1302,397,702,1106,67,97,162,115,118,234,1398,1409,2806,1618,2169,3787,8.2,8.4,8.3,43.1,36.5,39.5,39.4,33.5,36.2,27,34,61,18,33,56,150,264,415,158,346,501,903,434,1334,23,61,84,66,121,185,993,619,1606,2832,3331,6164,560,651,1209,1844,2130,3980,1439,1751,3185
113011256,7443,7763,15205,3613,1947,5561,725,1780,2505,200,236,428,275,201,475,4810,4160,8971,1878,2762,4638,5.7,4.8,5.3,64.6,53.6,59,61,51,55.9,125,119,242,50,105,158,499,772,1270,340,576,920,1797,846,2641,51,120,171,86,205,292,1931,1178,3110,6921,7132,14057,1353,1380,2727,4679,4848,9527,3127,3230,6353
113011257,5295,4810,10105,2727,1226,3954,509,1315,1818,243,209,453,134,109,245,3611,2855,6470,1140,1505,2642,3.7,3.8,3.8,68.2,59.4,64,65.7,57.2,61.6,34,50,89,20,67,91,272,482,754,209,373,581,1229,551,1777,41,99,142,73,149,223,1349,798,2142,5227,4817,10046,646,603,1248,3998,3557,7556,1606,1565,3166
113011258,3930,4102,8038,1832,988,2826,342,840,1179,141,122,255,118,112,230,2428,2061,4489,1136,1672,2806,4.9,5.4,5.1,61.8,50.2,55.8,58.9,47.5,53,44,41,90,29,45,71,224,392,612,162,279,443,1016,460,1479,40,89,123,41,127,169,1093,679,1769,3786,3868,7650,615,672,1289,2624,2633,5259,1536,1654,3193
113011259,2401,2454,4854,1008,523,1531,182,516,701,86,94,172,95,53,148,1373,1182,2557,765,996,1767,6.9,4.5,5.8,57.2,48.2,52.7,53.1,46.2,49.5,16,18,43,17,34,51,92,232,319,93,198,287,538,260,796,33,46,81,39,60,101,609,370,981,2225,2259,4481,361,369,727,1678,1693,3369,755,815,1567
113021260,1552,1331,2886,637,274,907,134,314,453,61,40,96,35,33,69,869,656,1525,573,557,1133,4,5,4.5,56,49.3,52.8,53.6,47.2,50.5,12,21,31,14,27,36,80,107,191,74,119,196,357,172,528,8,30,43,23,32,54,396,231,626,1276,1252,2533,216,198,416,945,882,1826,486,493,984
113021261,2457,2618,5082,1029,471,1505,215,608,828,80,71,148,96,80,172,1424,1227,2651,748,1104,1851,6.7,6.5,6.5,58,46.9,52.2,53.9,43.9,48.8,25,29,52,16,28,42,148,233,383,112,231,338,646,294,942,18,54,71,41,64,109,701,415,1116,2304,2407,4710,368,410,775,1648,1679,3331,872,980,1847
113021262,1967,1889,3859,868,425,1290,171,439,618,97,74,168,58,40,97,1192,980,2174,611,752,1369,4.9,4.1,4.5,60.6,51.9,56.3,57.8,49.7,53.8,24,22,43,12,32,43,114,204,322,101,196,300,538,230,770,17,39,59,34,55,88,586,321,913,1920,1834,3756,247,249,490,1499,1384,2884,594,605,1195
113031263,3025,3243,6270,1083,629,1708,309,631,936,75,86,161,99,84,184,1564,1427,2992,1246,1595,2838,6.3,5.9,6.1,51.7,44,47.7,48.5,41.5,44.7,29,41,68,21,42,64,164,277,440,171,302,477,785,385,1170,30,74,101,61,117,173,874,573,1447,2914,3062,5980,435,468,902,2110,2230,4344,1088,1159,2245
113031264,1417,1454,2873,634,286,924,167,384,552,60,49,111,32,37,73,898,758,1658,406,579,983,3.6,4.9,4.4,63.4,52.1,57.7,60.8,49.4,55.2,7,23,30,3,19,19,76,144,213,70,101,173,359,177,535,17,30,46,12,21,36,388,232,620,1444,1406,2849,194,198,391,1106,1050,2155,452,483,934
113031265,2975,2162,5139,951,522,1475,215,472,685,65,71,133,57,55,116,1285,1127,2409,1469,838,2309,4.4,4.9,4.8,43.2,52.1,46.9,41.4,49.3,44.6,10,39,46,12,21,37,114,201,319,90,176,270,574,281,851,30,58,92,31,72,100,632,412,1039,2061,2062,4121,308,323,633,1515,1477,2987,736,782,1513
113031266,2667,2779,5445,1090,514,1607,261,658,923,100,90,186,77,59,142,1532,1325,2858,953,1258,2214,5,4.5,5,57.4,47.7,52.5,54.4,45.4,49.9,12,24,38,15,43,62,140,282,423,107,203,314,702,307,1012,33,59,87,35,87,124,767,450,1223,2665,2681,5343,366,379,749,1985,1946,3933,902,986,1888
113031267,6334,6749,13085,3177,1850,5024,705,1786,2491,190,210,398,202,188,388,4267,4029,8294,1751,2413,4169,4.7,4.7,4.7,67.4,59.7,63.4,64.3,57,60.5,216,223,436,90,168,258,666,1008,1674,434,696,1128,1845,926,2771,61,136,196,110,206,321,2016,1274,3282,6263,6580,12840,1187,1252,2435,4134,4271,8407,3033,3307,6340
113031268,1627,1950,3579,822,484,1308,180,564,742,47,102,156,49,77,132,1102,1238,2339,429,621,1056,4.4,6.2,5.6,67.7,63.5,65.4,64.5,59,61.6,84,56,141,25,36,58,203,334,531,93,175,271,406,248,656,17,28,44,25,39,66,446,319,767,1410,1541,2951,472,598,1074,728,777,1502,1072,1291,2362
113031269,7839,8765,16604,3953,2454,6407,873,2188,3063,212,286,499,331,296,628,5365,5228,10595,2057,3102,5160,6.2,5.7,5.9,68.4,59.6,63.8,64.3,56.2,60,179,191,374,82,180,265,654,1235,1888,487,801,1288,2241,1282,3525,106,151,262,120,258,376,2468,1691,4161,7699,8283,15980,1706,1859,3567,4792,5219,10014,4023,4457,8480
113031270,4928,5263,10193,2240,1413,3650,560,1113,1673,137,142,285,235,200,433,3177,2869,6044,1300,1984,3283,7.4,7,7.2,64.5,54.5,59.3,59.6,50.7,55,189,182,371,56,88,148,500,788,1292,250,396,653,1160,628,1786,68,117,182,93,147,237,1321,889,2211,4047,4222,8266,1177,1291,2468,2495,2622,5118,2490,2708,5198
113031271,5942,5697,11636,3035,1508,4548,578,1439,2022,179,226,401,144,148,297,3944,3325,7266,1471,1863,3341,3.7,4.5,4.1,66.4,58.4,62.4,63.8,55.7,59.9,82,107,192,44,100,142,343,761,1100,355,520,873,1703,771,2472,80,110,187,106,175,280,1889,1051,2939,5735,5536,11278,973,943,1922,4056,3881,7934,2309,2267,4578
114011272,3639,3913,7553,1195,663,1865,484,899,1380,102,109,206,69,42,107,1850,1712,3566,1502,1894,3391,3.7,2.5,3,50.8,43.8,47.2,48.9,42.7,45.7,158,180,334,62,114,174,456,604,1061,287,498,784,1031,324,1357,30,58,85,75,150,220,1135,530,1664,3336,3517,6855,535,570,1110,2280,2418,4693,1423,1537,2958
114011273,1549,1554,3104,449,253,702,163,328,491,37,38,75,49,51,98,697,667,1363,739,786,1518,7,7.6,7.2,45,42.9,43.9,41.9,39.8,40.9,28,42,65,14,30,41,105,163,271,108,164,273,521,175,690,11,24,35,45,60,101,579,254,830,1424,1405,2831,215,219,430,986,960,1947,639,641,1285
114011274,2193,2120,4316,633,340,977,237,389,627,53,74,131,81,57,139,1002,869,1867,1001,1094,2096,8.1,6.6,7.4,45.7,41,43.3,42.1,37.9,40.2,39,26,67,18,52,72,135,164,296,120,198,324,710,262,972,19,42,62,37,52,85,758,363,1121,1951,1879,3825,316,318,632,1405,1357,2761,774,772,1544
