SA2_MAINCODE_2016,Separate_house_NofB_0_i_b,Separate_house_NofB_1,Separate_house_NofB_2,Separate_house_NofB_3,Separate_house_NofB_4,Separate_house_NofB_5,Separate_house_NofB_6_or_m,Separate_house_NofB_NS,Separate_house_Total,Se_d_r_or_t_h_t_1_s_NofB_0_ib,Se_d_r_or_t_h_t_1_st_NofB_1,Se_d_r_or_t_h_t_1_st_NofB_2,Se_d_r_or_t_h_t_1_st_NofB_3,Se_d_r_or_t_h_t_1_st_NofB_4,Se_d_r_or_t_h_t_1_st_NofB_5,Se_d_r_or_t_h_t_1_st_NofB_6_m,Se_d_r_or_t_h_t_1_st_NofB_NS,Se_d_r_or_t_h_t_1_st_Total,Se_d_r_or_t_h_t_2_s_NofB_0_ib,Se_d_r_or_t_h_t_2_sts_NofB_1,Se_d_r_or_t_h_t_2_sts_NofB_2,Se_d_r_or_t_h_t_2_sts_NofB_3,Se_d_r_or_t_h_t_2_sts_NofB_4,Se_d_r_or_t_h_t_2_sts_NofB_5,Se_d_r_or_t_h_t_2_st_NofB_6_m,Se_d_r_or_t_h_t_2_sts_NofB_NS,Se_d_r_or_t_h_t_2_sts_Total,Se_d_r_or_t_h_t_Tot_NofB_0_ib,Se_d_r_or_t_h_t_Tot_NofB_1,Se_d_r_or_t_h_t_Tot_NofB_2,Se_d_r_or_t_h_t_Tot_NofB_3,Se_d_r_or_t_h_t_Tot_NofB_4,Se_d_r_or_t_h_t_Tot_NofB_5,Se_d_r_or_t_h_t_Tot_NofB_6_m,Se_d_r_or_t_h_t_Tot_NofB_NS,Se_d_r_or_t_h_t_Tot_Total,Flt_at_1_or2_st_bl_NofB_0_ib,Flt_at_In_1_or2_s_b_NofB_1,Flt_at_In_1_or2_s_b_NofB_2,Flt_at_In_1_or2_s_b_NofB_3,Flt_at_In_1_or2_s_b_NofB_4,Flt_at_In_1_or2_s_b_NofB_5,Flt_at_In_1_or2_s_b_NoB_6_m,Flt_at_In_1_or2_s_b_NoB_NS,Flt_at_In_1_or2_s_b_Total,Flt_apt_3_st_bl_NoB_0_ib,Flt_apt_In_3_st_bl_NofB_1,Flt_apt_In_3_st_bl_NofB_2,Flt_apt_In_3_st_bl_NofB_3,Flt_apt_In_3_st_bl_NofB_4,Flt_apt_In_3_st_bl_NofB_5,Flt_apt_In_3_s_bl_NofB_6_m,Flt_apt_In_3_st_bl_NofB_NS,Flt_apt_In_3_st_bl_Total,Flt_apt_4_or_m_s_b_NofB_0_ib,Flt_apt_4_or_m_s_b_NofB_1,Flt_apt_4_or_m_s_b_NofB_2,Flt_apt_4_or_m_s_b_NofB_3,Flt_apt_4_or_m_s_b_NofB_4,Flt_apt_4_or_m_s_b_NofB_5,Flt_apt_4_or_m_s_b_NofB_6_m,Flt_apt_4_or_m_s_b_NofB_NS,Flt_apt_4_or_m_s_b_Total,Flt_apt_At_to_a_h_NofB_0_ib,Flt_apt_At_to_a_hse_NofB_1,Flt_apt_At_to_a_hse_NofB_2,Flt_apt_At_to_a_hse_NofB_3,Flt_apt_At_to_a_hse_NofB_4,Flt_apt_At_to_a_hse_NofB_5,Flt_apt_At_to_a_hs_NofB_6_m,Flt_apt_At_to_a_hs_NofB_NS,Flt_apt_At_to_a_hse_Total,Flt_apart_Tot_NofB_0_i_b,Flt_apart_Tot_NofB_1,Flt_apart_Tot_NofB_2,Flt_apart_Tot_NofB_3,Flt_apart_Tot_NofB_4,Flt_apart_Tot_NofB_5,Flt_apart_Tot_NofB_6_or_m,Flt_apart_Tot_NofB_NS,Flt_apart_Tot_Total,Other_dwelling_NofB_0_i_b,Other_dwelling_NofB_1,Other_dwelling_NofB_2,Other_dwelling_NofB_3,Other_dwelling_NofB_4,Other_dwelling_NofB_5,Other_dwelling_NofB_6_or_m,Other_dwelling_NofB_NS,Other_dwelling_Total,Dweling_structu_NS_NofB_0_i_b,Dweling_structur_NS_NofB_1,Dweling_structur_NS_NofB_2,Dweling_structur_NS_NofB_3,Dweling_structur_NS_NofB_4,Dweling_structur_NS_NofB_5,Dwelig_struct_NS_NofB_6_or_m,Dweling_structur_NS_NofB_NS,Dweling_structur_NS_Total,Total_NofB_0_i_b,Total_NofB_1,Total_NofB_2,Total_NofB_3,Total_NofB_4,Total_NofB_5,Total_NofB_6_or_m,Total_NofB_NS,Total_Total
107041146,4,26,297,2614,2006,517,126,80,5668,3,16,131,132,18,3,0,9,320,0,7,97,251,20,0,0,4,383,3,26,224,383,33,3,0,16,697,10,168,357,49,10,3,0,23,625,0,3,32,7,0,0,0,3,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,14,168,393,60,12,3,0,26,673,3,66,82,18,3,0,0,11,184,0,3,5,9,8,0,0,8,30,27,295,1002,3081,2065,528,127,143,7255
107041147,6,30,169,1024,830,238,34,36,2364,0,3,20,7,0,0,0,0,36,0,0,5,46,5,0,0,0,64,0,4,25,58,5,0,0,0,97,0,3,85,116,8,0,0,7,216,0,0,40,7,0,0,0,3,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,134,119,8,0,0,5,271,4,0,6,3,0,0,0,0,19,0,0,0,4,3,0,0,5,11,7,34,333,1209,848,239,35,42,2756
107041148,3,34,374,1358,1011,257,58,51,3140,0,16,57,31,0,0,0,3,107,0,0,92,153,22,3,0,10,278,0,17,147,180,18,4,0,12,386,0,21,116,36,4,0,0,5,180,0,9,46,52,3,3,0,4,116,0,0,5,5,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,27,174,91,13,0,0,7,316,0,0,15,4,0,0,0,0,20,0,7,3,5,0,0,0,4,22,7,86,717,1640,1047,261,61,67,3889
107041150,8,29,431,2205,1654,379,76,79,4864,3,35,177,112,7,0,0,19,358,0,57,215,358,37,5,0,10,682,4,96,393,473,47,5,0,34,1043,3,90,482,276,20,0,0,27,898,0,9,71,26,0,0,0,5,110,0,3,52,3,0,0,0,0,54,0,0,0,0,0,0,0,0,4,3,99,603,311,20,0,0,35,1065,3,5,14,3,3,0,0,0,30,0,3,4,21,3,0,0,4,38,16,234,1444,3019,1718,386,77,151,7042
107041548,0,17,121,313,153,29,15,26,678,0,0,9,12,0,0,0,0,28,0,20,119,119,11,3,0,6,291,0,22,131,139,13,3,0,10,315,8,174,372,90,15,3,3,20,691,8,193,970,188,9,0,0,60,1426,23,181,1454,948,43,3,0,58,2714,0,3,0,0,0,0,0,0,3,41,558,2796,1222,65,10,3,146,4837,0,5,4,7,0,0,0,0,25,0,10,65,46,3,0,0,97,220,42,610,3122,1733,241,43,21,268,6073
107041549,3,32,431,1438,781,169,61,66,2990,0,8,96,132,5,3,0,7,246,0,29,212,452,41,7,0,15,760,0,35,307,586,45,7,0,24,1012,20,200,485,83,20,3,0,36,845,10,91,448,76,0,4,0,27,657,4,78,453,107,0,0,0,18,659,0,3,3,0,3,0,0,0,9,31,374,1388,267,26,7,3,80,2175,0,5,10,9,0,0,0,0,17,0,5,9,0,3,0,0,3,23,39,452,2143,2297,854,189,67,176,6219
108011151,10,41,288,846,395,59,17,51,1706,0,0,11,3,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,11,3,0,0,0,0,15,0,3,6,3,3,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,3,3,0,0,0,18,3,13,9,10,3,0,0,5,35,0,0,3,5,0,0,0,0,14,14,57,309,861,396,62,23,56,1787
108011152,3,29,356,2115,1231,217,30,108,4087,3,41,311,494,5,3,0,34,899,0,18,56,32,0,0,0,0,105,3,62,363,529,12,3,0,36,1007,11,72,222,59,0,0,0,30,393,3,15,130,19,0,0,0,13,180,0,14,99,69,7,0,0,3,193,0,0,0,0,0,0,0,0,0,15,102,451,149,7,0,0,46,769,3,22,60,11,7,3,0,6,104,0,3,22,9,0,0,0,3,48,25,211,1260,2810,1248,226,30,198,6014
108011153,8,36,319,967,587,124,32,58,2127,0,0,11,17,0,0,0,0,24,0,0,5,12,0,0,0,0,13,0,0,10,21,0,0,0,0,38,0,0,12,3,0,0,0,0,20,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,13,8,0,0,0,0,25,3,56,45,22,4,0,3,13,147,0,0,3,0,0,0,0,0,9,13,94,392,1012,591,127,39,69,2338
108011154,0,24,220,791,323,57,10,44,1462,3,44,251,260,7,0,0,25,593,0,15,36,51,5,0,0,3,109,3,62,283,313,17,0,0,28,703,0,59,92,34,5,0,0,12,205,0,0,96,26,0,0,0,5,125,0,15,167,19,0,0,0,10,204,0,0,0,0,0,0,0,0,0,0,77,355,77,5,0,0,28,539,6,15,13,9,0,0,0,6,50,0,0,12,8,3,0,0,0,25,10,180,886,1192,343,55,9,113,2784
108021155,14,72,645,2386,1056,162,50,142,4520,8,35,92,5,0,0,0,12,146,0,5,25,3,0,0,0,0,36,8,40,117,9,0,0,0,13,185,7,63,93,22,3,0,0,9,197,0,0,0,0,0,0,0,0,0,0,10,5,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,7,70,96,22,3,0,0,9,205,8,19,13,7,0,0,0,7,52,0,3,6,16,9,0,0,14,44,31,208,876,2444,1068,168,49,177,5015
108021156,33,149,642,1502,666,126,29,84,3237,0,11,32,12,0,0,0,7,65,0,0,0,0,0,0,0,0,3,0,11,37,12,0,0,0,7,62,0,4,14,4,0,0,0,0,26,0,0,4,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,18,5,0,0,0,0,33,4,14,9,3,3,0,0,3,37,6,18,12,15,6,0,0,10,76,51,199,720,1538,677,128,30,100,3448
108021157,7,28,212,840,423,62,14,49,1629,0,3,19,20,0,0,0,3,42,0,0,3,5,0,0,0,0,11,0,4,18,23,0,0,0,3,54,5,22,29,10,0,0,0,4,74,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,26,33,10,0,0,0,4,79,7,26,38,11,0,0,0,3,80,0,3,4,3,0,0,0,0,12,15,84,306,880,425,62,19,58,1851
108021158,5,27,480,1024,454,71,16,48,2126,10,36,74,30,3,0,0,8,159,0,0,18,14,0,0,0,0,27,10,36,89,40,3,0,0,8,192,6,86,146,49,7,0,0,20,312,0,0,30,16,0,0,0,0,48,0,0,15,9,0,0,0,0,24,0,0,0,0,0,0,0,0,0,6,86,182,77,9,3,0,23,382,5,74,136,11,3,0,0,15,250,0,3,4,0,0,0,0,0,11,26,233,898,1149,470,73,21,93,2968
108021159,22,113,483,1290,653,113,17,74,2763,0,7,15,7,0,0,0,0,35,0,0,3,3,0,0,0,0,10,3,7,22,10,0,0,0,0,41,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,6,7,9,6,0,0,0,0,38,0,0,4,8,4,0,0,0,17,26,133,519,1319,658,113,17,70,2864
108021160,3,17,217,989,453,64,16,37,1795,0,6,123,24,0,0,0,7,163,0,0,8,8,0,0,0,0,16,0,6,129,32,0,0,0,7,181,0,10,85,51,3,0,0,8,161,0,0,8,18,0,0,0,4,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,90,69,6,0,0,11,186,6,5,11,3,0,0,0,0,27,0,0,3,3,0,0,0,0,13,15,47,459,1101,459,62,21,51,2200
108031161,0,19,26,42,30,3,0,7,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,26,42,30,3,0,7,132
108041162,16,65,721,2563,1629,283,54,128,5455,0,34,362,134,0,3,0,21,559,0,4,52,22,4,0,0,3,91,0,35,412,160,10,3,0,23,650,0,62,147,38,6,0,0,13,262,0,3,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,148,47,6,0,0,13,277,26,131,183,31,7,0,0,28,403,0,0,15,11,4,0,0,4,44,40,296,1484,2811,1650,284,56,193,6814
108041163,4,37,598,3584,2744,563,80,136,7747,0,47,559,413,14,3,3,42,1080,0,15,206,274,35,5,0,7,540,0,66,766,681,51,9,3,52,1624,11,106,302,106,4,0,0,32,565,0,15,265,44,3,0,0,22,350,0,81,416,179,8,0,0,20,702,0,0,0,0,0,0,0,0,0,10,199,988,329,13,0,0,72,1620,8,16,23,0,0,0,0,3,41,0,8,9,9,5,0,0,6,39,25,325,2382,4606,2813,572,82,269,11078
108041164,7,24,389,2103,1344,178,41,75,4156,3,55,567,463,29,3,0,55,1168,0,34,76,165,38,7,0,14,338,6,82,644,631,68,7,0,66,1500,3,282,328,160,8,0,0,46,818,0,21,119,22,0,0,0,11,169,0,8,173,80,0,0,0,8,273,0,0,0,0,0,0,0,0,0,3,307,619,254,8,0,0,67,1260,11,49,99,42,3,0,0,21,221,0,8,7,15,3,0,3,6,43,26,480,1763,3037,1418,181,45,234,7181
108041165,18,55,239,766,479,119,32,41,1749,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,8,0,3,3,0,0,0,0,0,15,4,7,10,14,4,0,0,6,53,20,75,259,785,493,122,34,48,1825
108041166,4,36,308,1688,1172,196,64,70,3545,0,22,118,88,10,0,0,3,237,0,0,3,9,0,0,0,0,13,0,22,123,92,10,0,0,3,248,0,26,90,3,0,0,0,3,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,90,3,0,0,0,3,125,0,9,10,5,0,0,0,0,29,0,0,3,4,6,0,0,0,9,7,90,532,1794,1186,199,64,82,3957
108051167,9,43,262,952,494,67,23,51,1893,0,0,15,3,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,15,3,0,0,0,0,25,6,24,24,6,0,0,0,3,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,24,24,6,0,0,0,3,59,0,9,8,7,6,0,0,6,38,0,0,0,4,3,3,0,0,10,9,80,314,975,503,67,23,55,2029
108051168,14,36,261,1506,1222,213,38,54,3342,0,3,237,139,8,0,0,13,400,0,4,22,41,4,0,0,0,75,0,5,259,179,18,0,0,14,476,0,18,84,57,0,0,0,7,167,0,0,3,8,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,15,85,63,0,0,0,7,181,8,20,64,15,0,3,0,3,113,0,0,6,17,7,8,0,3,46,25,83,676,1783,1251,220,38,82,4160
108051169,5,48,668,3557,1707,291,52,169,6497,3,118,451,101,8,0,0,41,718,0,0,33,15,0,0,0,0,51,3,117,484,109,8,0,0,39,762,3,151,369,45,3,0,0,33,603,6,7,14,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,158,382,45,3,0,0,32,632,7,21,15,10,3,0,0,8,73,0,6,7,20,7,3,0,13,58,30,356,1560,3740,1722,301,53,259,8027
108051170,37,161,650,2050,1203,210,49,98,4467,0,10,42,25,0,0,0,7,84,0,0,19,44,16,0,0,0,86,0,10,58,69,18,0,0,8,172,0,7,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,7,12,3,0,0,0,0,20,7,57,44,9,3,4,0,9,135,0,0,4,10,3,0,0,4,27,47,231,767,2151,1236,217,52,117,4810
108051171,3,21,218,1044,459,68,19,46,1879,4,15,60,5,3,0,0,7,94,0,0,8,0,0,0,0,0,8,4,15,69,3,3,0,0,7,99,0,11,38,9,0,0,0,3,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,38,9,0,0,0,3,57,3,3,4,3,0,0,0,0,14,0,0,0,4,0,0,0,0,9,6,49,334,1057,464,71,21,56,2059
109011172,3,20,326,2037,1959,237,35,74,4681,0,55,322,78,4,0,0,12,477,0,4,20,10,4,0,0,3,46,0,59,342,87,14,0,0,13,523,0,10,54,3,0,0,0,10,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,54,3,0,0,0,10,76,0,3,5,0,8,0,0,0,18,0,0,4,4,7,0,0,0,14,3,91,729,2137,1977,233,35,95,5304
109011173,3,25,380,1749,819,98,21,78,3171,3,48,317,79,7,0,0,20,476,0,20,7,0,0,0,0,0,29,3,65,327,84,7,0,0,21,510,0,3,7,0,0,0,0,3,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,0,0,0,3,13,3,5,0,6,0,0,0,3,14,0,0,5,3,5,0,0,0,17,7,97,723,1841,833,98,19,103,3722
109011174,4,14,453,1347,874,144,30,52,2915,5,177,466,127,8,0,0,23,813,7,64,85,64,11,0,0,15,240,15,243,548,186,16,0,0,34,1051,0,35,56,12,0,0,0,8,118,0,9,14,0,0,0,0,0,22,0,3,22,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,44,98,10,0,0,0,13,167,0,3,8,12,0,0,0,0,19,0,0,8,0,3,0,0,0,13,21,305,1109,1557,896,149,33,96,4161
109011175,9,65,416,1701,1293,282,65,93,3920,4,6,24,10,3,0,0,4,48,0,0,0,0,0,0,0,0,0,4,6,24,10,3,0,0,4,48,0,13,15,0,0,0,0,4,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,15,0,0,0,0,6,40,0,5,3,9,6,0,0,0,26,0,3,4,8,6,0,4,3,28,14,95,461,1722,1312,286,65,103,4064
109011176,6,39,597,2458,1092,131,24,100,4450,3,66,865,141,11,0,3,52,1145,0,21,39,34,0,0,0,5,98,3,88,905,181,8,0,5,54,1242,0,3,67,18,0,0,0,6,92,0,0,27,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,96,18,0,0,0,6,124,8,9,15,5,0,0,0,7,46,0,3,3,5,0,0,0,0,21,13,153,1615,2661,1106,134,33,168,5886
109021177,0,17,141,464,265,57,19,42,1003,0,3,11,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,3,11,3,0,0,0,0,27,0,3,39,6,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,39,6,0,0,0,0,51,0,3,0,3,0,0,0,3,14,0,0,0,6,4,0,0,0,9,8,31,192,476,274,58,19,53,1105
109021178,3,41,227,975,511,78,9,62,1910,0,6,27,4,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,6,27,4,0,0,0,0,38,0,29,64,10,0,0,0,6,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,64,10,0,0,0,6,115,14,25,10,7,6,0,0,8,69,0,0,3,3,3,0,0,0,16,16,96,331,1001,520,83,8,85,2147
109021179,3,25,152,551,323,45,8,40,1145,3,0,4,4,0,0,0,3,15,0,0,0,3,0,0,0,0,3,3,0,4,3,0,0,0,3,22,0,11,27,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,27,0,0,0,0,0,41,4,14,3,9,0,0,0,5,28,0,4,0,5,4,0,0,0,13,9,49,192,570,328,45,13,51,1254
109031180,3,14,250,1045,499,66,5,53,1939,0,3,73,33,0,0,0,5,117,0,0,0,0,0,0,0,0,0,0,3,74,33,0,0,0,5,118,0,11,96,11,0,0,0,10,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,96,11,0,0,0,8,130,0,3,17,11,0,0,0,3,35,0,0,0,3,0,0,0,3,11,3,31,443,1102,499,63,10,78,2232
109031181,4,36,283,1147,629,120,21,56,2306,0,3,43,18,0,0,0,0,67,0,0,0,0,0,0,0,0,0,0,3,43,21,0,0,0,0,69,0,17,98,23,3,0,0,4,139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,98,23,3,0,0,4,139,6,14,25,9,0,0,0,0,56,0,0,3,4,0,0,0,0,7,7,69,449,1206,634,125,27,70,2586
109031182,3,28,350,1294,688,99,18,73,2555,0,8,31,12,3,0,0,6,57,0,0,0,3,0,0,0,0,5,0,8,31,15,3,0,0,3,57,0,26,175,17,0,0,0,10,232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,175,17,0,0,0,10,232,0,4,16,5,0,0,0,0,28,3,0,9,16,3,0,0,0,33,6,76,573,1346,700,99,18,89,2906
109031183,3,47,286,1092,697,134,39,70,2362,0,3,30,7,0,0,3,5,53,0,0,0,0,3,0,0,0,3,0,3,30,7,4,0,3,5,55,3,19,32,3,0,0,0,8,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,19,32,3,0,0,0,8,65,3,10,17,7,7,0,3,3,50,0,0,5,10,0,0,0,5,23,6,88,370,1121,708,134,42,85,2561
109031184,3,6,209,915,594,62,13,39,1843,0,6,92,10,0,0,0,8,121,0,0,0,0,0,0,0,0,4,0,6,96,10,0,0,0,8,126,0,4,139,17,0,0,0,6,169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,139,17,0,0,0,6,169,0,11,22,19,6,0,0,4,64,0,0,4,3,0,0,0,0,6,5,30,465,965,609,62,13,56,2204
109031185,3,42,443,1668,894,139,33,100,3323,0,12,71,19,0,0,0,3,107,0,0,0,0,0,0,0,0,0,0,12,74,19,0,0,0,3,103,3,28,79,12,4,0,0,14,147,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,28,87,12,4,0,0,14,148,10,30,33,26,15,0,0,9,129,0,0,3,4,0,0,0,3,12,17,115,638,1727,912,140,30,132,3718
110011186,7,124,700,3072,1987,458,111,130,6590,4,74,490,142,10,4,0,25,749,0,29,76,20,3,0,0,6,143,4,104,566,161,17,6,0,28,888,5,137,234,49,4,0,6,17,459,0,9,26,6,0,0,0,8,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,152,258,50,5,0,6,25,503,3,8,9,12,3,0,0,3,35,0,9,16,31,7,3,3,8,67,17,398,1548,3328,2016,471,121,190,8089
110011187,5,47,210,683,472,98,20,34,1555,0,0,13,6,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,13,11,0,0,0,0,21,0,4,14,7,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,14,7,0,0,0,0,29,3,6,0,0,0,0,0,0,6,0,3,0,4,4,0,0,0,14,7,55,235,701,478,98,20,31,1628
110011188,3,53,280,1010,583,142,50,49,2168,0,0,12,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,3,9,0,0,0,0,0,15,0,7,20,0,0,0,0,3,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,20,0,0,0,0,3,33,8,3,9,4,0,0,0,0,21,0,0,0,9,10,0,0,3,20,7,68,313,1021,593,143,50,57,2263
110011189,8,30,165,521,313,79,22,38,1170,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,4,14,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,14,0,0,0,0,0,24,3,0,5,8,0,0,0,0,13,0,0,7,7,6,0,0,0,21,12,39,188,538,315,80,21,44,1239
110021190,20,90,478,1596,737,126,33,92,3174,0,10,12,7,0,0,0,0,33,0,0,3,0,0,0,0,0,3,0,10,17,7,0,0,0,0,36,3,48,61,14,0,0,0,3,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,48,61,14,0,0,0,3,128,8,15,7,6,4,0,0,0,34,0,4,13,21,4,3,0,7,57,27,163,574,1637,747,129,35,115,3427
110021191,5,48,468,1909,1103,189,32,112,3854,0,33,46,47,3,0,0,11,141,0,3,14,4,0,0,0,0,26,0,37,64,49,4,0,0,11,164,7,106,190,24,7,0,0,24,350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,106,194,24,7,0,0,24,351,6,16,3,9,0,0,0,0,39,0,4,7,31,16,0,0,3,60,17,209,731,2011,1126,188,32,150,4470
110021192,3,66,276,790,427,86,29,52,1725,0,4,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,5,0,5,3,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,10,4,3,4,9,6,0,0,6,38,0,9,13,17,3,0,0,0,44,12,80,296,811,430,91,31,62,1814
110021193,13,56,354,983,529,127,23,68,2145,0,8,7,5,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,8,7,5,0,0,0,0,18,0,13,3,0,0,0,0,4,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,3,0,0,0,0,4,26,10,13,0,3,3,0,0,4,32,0,0,0,10,3,0,0,0,12,18,89,373,997,536,127,22,75,2239
110021194,30,124,487,1126,539,117,32,85,2536,4,14,18,13,3,0,0,0,51,0,0,0,0,0,0,0,0,0,4,14,18,13,3,0,0,0,51,0,9,21,3,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,21,3,0,0,0,0,36,4,15,10,5,3,0,3,5,43,3,3,0,10,0,0,0,3,19,40,162,540,1154,545,115,32,92,2682
110031195,5,21,225,1121,696,96,22,113,2295,0,0,44,37,16,10,0,5,114,0,0,6,8,0,0,0,0,14,0,4,52,42,21,10,0,8,133,16,72,258,45,3,0,0,38,428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,16,72,258,43,3,0,0,38,431,3,20,7,13,3,0,3,7,58,0,0,3,6,5,0,3,0,14,27,113,543,1227,729,104,25,163,2930
110031196,6,61,224,570,525,136,45,57,1626,0,10,13,36,37,7,3,5,111,0,0,0,0,0,0,0,0,0,0,10,13,36,37,10,3,5,111,0,0,8,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,5,0,9,0,4,3,0,3,3,27,0,0,0,3,0,0,0,0,10,10,74,253,616,566,147,49,68,1780
