SA2_MAINCODE_2016,Separate_house_NofB_0_i_b,Separate_house_NofB_1,Separate_house_NofB_2,Separate_house_NofB_3,Separate_house_NofB_4,Separate_house_NofB_5,Separate_house_NofB_6_or_m,Separate_house_NofB_NS,Separate_house_Total,Se_d_r_or_t_h_t_1_s_NofB_0_ib,Se_d_r_or_t_h_t_1_st_NofB_1,Se_d_r_or_t_h_t_1_st_NofB_2,Se_d_r_or_t_h_t_1_st_NofB_3,Se_d_r_or_t_h_t_1_st_NofB_4,Se_d_r_or_t_h_t_1_st_NofB_5,Se_d_r_or_t_h_t_1_st_NofB_6_m,Se_d_r_or_t_h_t_1_st_NofB_NS,Se_d_r_or_t_h_t_1_st_Total,Se_d_r_or_t_h_t_2_s_NofB_0_ib,Se_d_r_or_t_h_t_2_sts_NofB_1,Se_d_r_or_t_h_t_2_sts_NofB_2,Se_d_r_or_t_h_t_2_sts_NofB_3,Se_d_r_or_t_h_t_2_sts_NofB_4,Se_d_r_or_t_h_t_2_sts_NofB_5,Se_d_r_or_t_h_t_2_st_NofB_6_m,Se_d_r_or_t_h_t_2_sts_NofB_NS,Se_d_r_or_t_h_t_2_sts_Total,Se_d_r_or_t_h_t_Tot_NofB_0_ib,Se_d_r_or_t_h_t_Tot_NofB_1,Se_d_r_or_t_h_t_Tot_NofB_2,Se_d_r_or_t_h_t_Tot_NofB_3,Se_d_r_or_t_h_t_Tot_NofB_4,Se_d_r_or_t_h_t_Tot_NofB_5,Se_d_r_or_t_h_t_Tot_NofB_6_m,Se_d_r_or_t_h_t_Tot_NofB_NS,Se_d_r_or_t_h_t_Tot_Total,Flt_at_1_or2_st_bl_NofB_0_ib,Flt_at_In_1_or2_s_b_NofB_1,Flt_at_In_1_or2_s_b_NofB_2,Flt_at_In_1_or2_s_b_NofB_3,Flt_at_In_1_or2_s_b_NofB_4,Flt_at_In_1_or2_s_b_NofB_5,Flt_at_In_1_or2_s_b_NoB_6_m,Flt_at_In_1_or2_s_b_NoB_NS,Flt_at_In_1_or2_s_b_Total,Flt_apt_3_st_bl_NoB_0_ib,Flt_apt_In_3_st_bl_NofB_1,Flt_apt_In_3_st_bl_NofB_2,Flt_apt_In_3_st_bl_NofB_3,Flt_apt_In_3_st_bl_NofB_4,Flt_apt_In_3_st_bl_NofB_5,Flt_apt_In_3_s_bl_NofB_6_m,Flt_apt_In_3_st_bl_NofB_NS,Flt_apt_In_3_st_bl_Total,Flt_apt_4_or_m_s_b_NofB_0_ib,Flt_apt_4_or_m_s_b_NofB_1,Flt_apt_4_or_m_s_b_NofB_2,Flt_apt_4_or_m_s_b_NofB_3,Flt_apt_4_or_m_s_b_NofB_4,Flt_apt_4_or_m_s_b_NofB_5,Flt_apt_4_or_m_s_b_NofB_6_m,Flt_apt_4_or_m_s_b_NofB_NS,Flt_apt_4_or_m_s_b_Total,Flt_apt_At_to_a_h_NofB_0_ib,Flt_apt_At_to_a_hse_NofB_1,Flt_apt_At_to_a_hse_NofB_2,Flt_apt_At_to_a_hse_NofB_3,Flt_apt_At_to_a_hse_NofB_4,Flt_apt_At_to_a_hse_NofB_5,Flt_apt_At_to_a_hs_NofB_6_m,Flt_apt_At_to_a_hs_NofB_NS,Flt_apt_At_to_a_hse_Total,Flt_apart_Tot_NofB_0_i_b,Flt_apart_Tot_NofB_1,Flt_apart_Tot_NofB_2,Flt_apart_Tot_NofB_3,Flt_apart_Tot_NofB_4,Flt_apart_Tot_NofB_5,Flt_apart_Tot_NofB_6_or_m,Flt_apart_Tot_NofB_NS,Flt_apart_Tot_Total,Other_dwelling_NofB_0_i_b,Other_dwelling_NofB_1,Other_dwelling_NofB_2,Other_dwelling_NofB_3,Other_dwelling_NofB_4,Other_dwelling_NofB_5,Other_dwelling_NofB_6_or_m,Other_dwelling_NofB_NS,Other_dwelling_Total,Dweling_structu_NS_NofB_0_i_b,Dweling_structur_NS_NofB_1,Dweling_structur_NS_NofB_2,Dweling_structur_NS_NofB_3,Dweling_structur_NS_NofB_4,Dweling_structur_NS_NofB_5,Dwelig_struct_NS_NofB_6_or_m,Dweling_structur_NS_NofB_NS,Dweling_structur_NS_Total,Total_NofB_0_i_b,Total_NofB_1,Total_NofB_2,Total_NofB_3,Total_NofB_4,Total_NofB_5,Total_NofB_6_or_m,Total_NofB_NS,Total_Total
102021044,3,62,601,3178,2214,433,72,149,6707,8,141,291,135,7,3,0,54,639,3,68,103,133,25,4,0,15,356,6,210,396,271,37,4,0,68,993,0,20,66,109,5,0,0,10,220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,23,66,109,5,0,0,10,217,0,0,5,5,0,0,0,3,12,0,12,12,3,3,0,0,3,29,15,307,1077,3566,2257,434,74,237,7964
102021045,3,22,222,1788,1308,155,23,79,3609,0,4,18,35,4,0,0,3,61,0,0,0,4,3,0,0,0,6,0,4,15,35,8,0,0,4,70,0,0,3,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,6,0,0,3,3,0,0,0,0,6,0,0,0,3,0,0,0,0,4,3,30,251,1831,1319,155,23,83,3694
102021046,3,63,744,1582,769,165,28,109,3468,0,0,23,26,0,0,0,3,62,0,0,0,4,0,0,0,0,9,0,5,23,31,3,4,0,3,69,0,17,73,23,0,0,0,12,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,73,26,0,0,0,12,135,3,24,14,9,3,0,0,3,52,0,0,4,3,0,0,0,3,12,9,111,864,1646,779,171,29,128,3739
102021047,6,46,367,2128,1601,428,86,65,4719,0,0,170,77,3,0,0,9,268,0,0,15,32,13,0,0,3,67,3,4,191,111,12,4,0,11,329,0,25,182,6,3,0,0,11,225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,178,6,3,0,0,11,230,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,8,9,6,74,731,2243,1617,428,88,90,5298
102021048,13,85,864,3199,1805,355,78,153,6552,0,34,137,238,17,0,3,16,453,0,11,21,42,8,0,0,5,83,0,42,161,275,27,0,3,22,527,0,89,471,225,19,3,3,62,876,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,10,0,0,0,0,0,0,0,0,4,0,91,477,237,19,3,3,62,888,12,49,43,0,0,0,0,16,126,0,4,7,4,0,0,0,50,67,28,277,1542,3719,1852,357,89,310,8170
102021049,3,24,57,282,374,143,67,18,961,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,6,0,0,0,0,3,0,3,0,3,0,3,3,0,0,0,0,0,3,0,0,0,7,0,0,0,3,7,6,26,55,289,380,147,70,16,986
102021050,19,113,1025,1828,883,181,24,119,4182,0,0,5,3,3,0,0,0,16,0,0,3,5,5,0,0,0,8,0,0,10,5,4,0,0,3,22,0,3,20,15,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,20,15,0,0,0,0,44,3,3,13,7,0,0,0,0,28,0,3,4,3,0,0,0,0,7,23,121,1064,1851,889,182,24,123,4282
102021051,0,14,87,469,513,164,41,22,1309,0,3,33,118,7,0,0,3,167,0,0,77,80,4,0,0,0,157,0,9,107,203,9,0,0,4,325,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,3,3,0,0,0,0,9,0,0,0,3,0,0,0,0,3,0,0,0,3,0,0,0,0,3,0,18,197,675,519,166,41,22,1649
102021052,3,40,287,879,718,104,18,48,2104,0,0,5,3,0,0,0,0,15,0,0,0,5,3,0,0,0,9,0,0,8,11,3,0,0,0,26,0,0,15,10,0,0,0,3,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,10,0,0,0,3,24,0,0,4,3,3,0,0,0,16,0,0,0,0,0,0,0,0,0,3,41,315,902,723,103,20,55,2167
102021053,8,71,576,1292,753,188,35,91,3020,4,98,457,335,19,0,0,57,967,0,79,236,511,62,6,5,25,925,5,175,696,844,81,5,6,81,1890,4,38,197,55,3,0,0,13,316,0,36,263,60,0,0,0,17,375,0,63,443,97,3,0,0,16,625,0,0,3,0,0,0,0,0,3,0,134,907,210,7,3,3,48,1317,8,32,31,14,0,0,0,6,99,10,11,13,8,0,0,0,4,44,28,422,2228,2361,846,202,41,237,6371
102021054,6,57,539,1295,679,164,27,73,2837,0,26,388,113,8,0,0,39,564,0,11,23,49,3,0,0,3,93,0,33,414,158,10,0,0,41,660,6,63,147,54,7,0,0,15,286,0,0,7,0,0,0,0,0,15,6,5,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,12,70,158,54,7,0,0,16,314,3,16,17,6,0,0,0,3,54,0,0,6,4,3,0,0,0,18,23,183,1137,1515,697,164,30,134,3881
102021055,0,16,55,463,713,99,24,26,1397,0,0,37,94,0,3,0,9,147,0,0,20,149,5,0,0,3,175,0,0,58,246,6,3,0,11,317,0,0,8,10,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,8,10,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,4,10,0,20,127,721,720,95,24,44,1757
102021056,4,91,140,589,3063,351,69,82,4380,0,3,113,64,5,3,0,4,192,0,0,0,67,7,0,0,3,85,0,7,115,136,14,3,0,8,278,0,0,3,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,7,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,12,8,97,260,724,3075,355,69,91,4674
102021057,0,38,289,1286,723,133,27,52,2550,5,16,64,66,0,0,0,3,156,0,27,72,121,13,0,0,10,238,5,42,135,189,15,0,0,19,392,0,65,42,14,0,0,0,9,128,0,4,48,0,0,0,0,0,56,0,3,18,3,0,0,0,0,25,0,0,5,0,0,0,0,0,4,0,70,112,17,3,0,0,8,209,8,8,17,10,0,0,0,3,50,0,3,3,5,0,0,0,3,18,12,170,559,1498,742,133,27,83,3224
103011058,11,56,663,3082,2246,456,110,126,6752,6,82,548,274,29,0,0,28,970,6,57,86,93,24,6,0,8,282,8,143,628,369,48,6,0,42,1248,16,102,336,56,3,0,4,19,534,0,3,6,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,107,338,60,3,0,4,19,550,0,3,9,3,3,0,0,0,20,0,60,4,6,0,3,0,41,112,38,369,1645,3525,2309,463,113,217,8681
103011059,4,20,87,1209,1634,312,45,59,3368,0,17,72,54,10,0,0,7,158,0,13,9,23,0,0,0,0,44,0,32,83,72,10,0,0,3,201,0,23,7,0,0,0,0,5,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,7,0,0,0,0,5,37,0,3,11,4,0,0,0,0,21,0,4,6,3,5,0,0,8,26,3,75,193,1287,1644,315,47,83,3652
103011060,11,81,259,809,739,226,55,52,2233,0,4,4,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,4,4,0,3,0,0,0,6,0,0,0,0,4,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,8,0,0,3,0,0,0,0,0,9,0,0,0,3,7,4,0,0,18,13,86,270,813,751,227,60,51,2272
103011061,6,16,179,742,465,72,18,49,1548,0,0,3,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,8,0,15,17,0,0,0,0,5,35,0,3,7,0,0,0,0,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,22,0,0,0,0,9,41,0,0,3,0,0,0,0,0,9,0,3,14,37,9,0,0,0,60,6,44,216,783,474,75,18,55,1671
103021062,3,40,289,1008,602,129,47,78,2196,0,0,4,4,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,13,6,23,25,8,0,0,0,6,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,23,30,8,0,0,0,6,68,0,0,10,4,0,0,0,5,20,0,3,19,27,16,0,3,3,71,9,67,344,1053,616,135,52,90,2369
103021063,3,34,387,1578,879,145,42,105,3173,0,5,86,17,0,0,0,8,122,0,0,0,3,0,0,0,0,3,0,5,86,23,0,0,0,8,128,6,36,148,14,0,0,0,8,219,0,0,4,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,44,150,14,0,0,0,12,229,5,6,4,3,0,0,0,7,22,0,0,7,4,0,0,0,0,15,11,96,635,1622,880,145,42,129,3571
103021064,10,66,327,820,545,103,26,56,1953,0,0,11,17,15,3,0,0,48,0,0,0,0,0,0,0,0,0,0,0,11,17,15,3,0,0,48,0,4,15,5,0,0,0,3,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,15,5,0,0,0,3,32,0,3,6,7,4,0,0,3,24,0,0,8,21,5,0,0,4,37,6,75,370,869,572,109,27,69,2100
103021065,4,36,445,1652,994,154,16,86,3396,0,6,89,12,0,0,0,7,117,0,0,0,0,0,0,0,0,6,0,6,95,12,0,0,0,7,119,0,45,75,0,0,0,3,6,137,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,78,0,0,0,3,10,141,10,21,15,7,3,0,3,6,68,0,4,4,3,3,0,0,0,15,15,106,633,1681,1000,156,25,114,3737
103021066,3,46,223,560,391,81,17,48,1360,0,0,30,9,5,0,0,4,51,0,0,0,0,0,0,0,0,0,0,0,30,9,5,0,0,4,53,0,3,4,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,0,0,0,0,0,7,3,3,4,3,3,0,0,0,9,0,0,4,3,3,3,0,0,11,10,54,263,574,404,80,17,47,1449
103021067,5,35,402,1630,1091,188,43,97,3491,0,10,59,47,4,0,0,3,120,0,10,0,0,0,0,0,0,13,0,23,62,47,4,0,0,4,138,8,58,148,25,5,0,0,15,265,0,0,10,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,61,161,25,5,3,0,15,273,6,3,8,4,3,0,0,0,26,0,4,9,8,3,4,0,0,30,19,120,638,1721,1111,188,41,118,3958
103021068,3,25,170,521,337,65,26,33,1182,0,5,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,5,0,7,3,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,0,0,0,0,15,0,6,3,3,0,0,0,3,17,0,0,0,9,4,0,6,0,13,7,43,181,532,345,64,25,42,1237
103021069,3,30,225,962,630,112,12,78,2056,0,0,10,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,9,0,27,23,3,0,0,0,5,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,23,3,0,0,0,5,56,0,3,5,3,0,0,0,0,13,0,3,4,13,4,4,3,9,36,9,58,271,977,637,114,16,91,2175
103031070,7,58,861,2149,941,140,43,107,4300,10,57,212,120,3,0,0,28,427,4,22,26,25,0,0,0,8,84,11,80,245,144,3,0,0,28,507,5,26,49,15,0,0,0,10,108,0,7,10,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,31,65,15,0,0,0,10,126,7,12,4,10,3,0,3,0,35,3,3,0,7,3,0,0,7,12,26,177,1167,2316,955,146,46,151,4985
103031071,7,65,388,1064,704,129,28,77,2463,0,3,13,4,0,0,0,0,28,0,0,4,0,0,0,0,0,4,0,3,17,4,0,0,0,0,27,0,0,6,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,12,3,12,36,152,87,7,0,8,312,0,0,10,28,6,4,0,0,54,12,89,459,1258,802,139,31,87,2871
103031072,3,33,339,1654,1335,210,34,87,3683,0,39,128,79,3,0,0,22,268,0,4,6,5,3,0,0,0,17,0,46,132,77,9,0,0,20,290,3,29,89,47,3,0,0,12,181,0,4,3,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,33,89,47,3,0,0,14,187,4,18,18,4,0,0,0,11,62,0,0,6,5,0,0,4,4,21,14,130,584,1792,1348,215,31,136,4244
103031073,3,39,287,650,250,41,15,41,1326,0,0,6,3,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,11,0,10,11,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,11,0,0,0,0,0,24,0,7,0,0,0,0,0,0,10,0,6,11,8,5,0,0,0,23,3,62,312,665,253,40,13,39,1393
103031074,14,121,538,1448,973,226,64,87,3474,7,5,15,7,0,0,0,4,44,0,0,0,0,0,0,0,0,0,7,5,15,7,0,0,0,4,44,0,9,6,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,6,0,0,0,0,0,21,0,12,11,14,6,0,0,15,61,0,4,9,14,9,0,0,4,38,18,149,578,1482,996,230,70,104,3628
103031075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103041076,7,49,276,1124,788,157,51,69,2517,0,3,15,4,6,0,0,0,30,0,0,0,3,0,0,0,0,4,0,3,17,5,4,0,0,0,34,3,16,29,8,0,0,0,3,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,16,29,8,0,0,0,3,58,4,7,3,6,3,0,6,3,27,0,0,0,3,0,0,0,26,29,6,74,329,1150,793,158,54,97,2667
103041077,10,57,700,3232,1494,253,38,160,5937,9,120,505,163,7,0,0,33,845,0,59,45,35,0,0,0,3,145,12,180,549,200,14,0,0,43,988,5,109,147,23,3,0,0,23,315,0,0,16,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,115,161,24,3,0,0,23,336,4,0,4,3,0,0,0,4,20,0,11,26,11,7,0,3,52,107,25,368,1436,3468,1513,252,42,274,7386
103041078,7,20,279,2393,2830,420,68,118,6139,0,16,223,103,9,0,0,11,360,0,21,16,10,0,0,0,0,48,0,39,238,108,12,0,0,11,409,0,40,103,28,3,0,3,4,173,0,3,22,0,0,0,0,0,21,0,0,11,7,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,42,131,28,3,0,3,4,211,0,5,3,0,0,0,0,3,14,0,0,4,6,7,0,0,6,20,11,111,653,2537,2848,420,76,139,6792
103041079,14,56,370,1457,1358,347,102,81,3794,0,3,10,3,0,0,0,3,22,0,0,0,0,0,0,0,0,0,0,3,10,3,0,0,0,3,23,0,11,19,7,0,0,0,3,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,15,22,7,0,0,0,3,51,7,8,3,3,3,3,0,0,30,0,4,3,3,7,0,0,0,28,21,89,410,1473,1374,354,103,95,3916
104011080,7,63,756,3038,1506,271,57,150,5848,10,102,153,100,0,0,0,13,377,0,21,79,106,13,3,0,3,230,9,122,230,203,16,4,0,17,609,0,93,294,82,7,3,0,29,522,0,10,15,0,0,0,0,5,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,314,82,7,3,0,32,549,9,41,21,13,3,0,0,5,93,0,9,9,18,3,5,0,6,48,30,333,1331,3360,1536,283,61,212,7143
104011081,39,226,761,2365,1389,294,90,130,5293,0,9,10,8,0,0,0,0,24,0,0,6,0,0,0,0,0,8,0,8,15,7,0,0,0,0,32,0,3,3,3,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,5,3,0,0,0,0,20,29,55,43,30,8,3,0,14,182,0,8,10,16,7,0,3,12,54,66,296,840,2421,1410,298,93,156,5577
104011082,8,95,759,2808,1478,193,37,134,5522,0,16,172,96,7,0,0,22,307,0,9,58,71,3,3,0,3,142,0,19,227,163,10,3,3,23,446,0,33,182,92,11,0,0,12,326,0,3,30,20,0,0,0,0,51,0,0,5,0,0,0,0,3,10,0,0,0,0,0,0,0,0,0,0,36,211,106,10,0,0,18,383,22,121,118,37,0,0,3,20,324,0,8,12,20,3,3,0,0,44,35,278,1336,3134,1497,202,48,194,6727
104021083,15,97,364,946,479,89,21,52,2060,0,9,20,6,0,0,0,6,43,0,0,6,7,0,0,0,0,7,0,9,25,15,0,0,0,6,53,0,7,4,4,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,4,0,0,0,0,22,0,0,0,3,0,0,0,0,6,0,0,0,6,6,0,0,4,15,18,109,401,971,489,90,21,60,2154
104021084,10,28,285,2091,1495,280,53,82,4314,0,42,358,164,24,0,0,24,613,0,38,217,256,27,6,0,20,557,0,72,578,420,48,6,0,42,1168,7,83,437,120,4,0,0,35,682,0,16,57,7,0,0,0,3,80,3,16,77,58,0,0,0,3,156,0,0,0,0,0,0,0,0,0,6,115,568,182,7,0,0,41,928,12,54,69,12,0,0,0,16,166,3,12,44,29,10,0,0,15,109,34,290,1542,2738,1560,290,54,189,6681
104021085,7,28,289,1042,638,111,19,44,2179,0,22,120,126,8,0,0,13,291,0,26,73,177,18,0,0,8,306,3,51,193,301,27,4,0,23,599,6,137,429,178,16,4,0,27,804,0,13,105,24,0,0,0,4,141,0,32,56,10,0,0,0,4,105,0,0,0,0,0,0,0,0,0,6,177,591,206,19,4,0,38,1051,0,0,3,0,3,0,0,0,11,3,7,11,19,6,0,0,11,51,16,258,1089,1568,698,123,22,125,3890
104021086,8,42,163,532,339,92,24,32,1230,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,3,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,8,0,3,3,4,0,0,0,0,10,0,0,0,7,5,0,0,0,9,5,53,171,543,348,97,24,28,1272
104021087,13,70,249,578,258,40,10,28,1247,0,0,4,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,5,3,7,4,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,4,0,0,0,0,0,13,0,0,0,0,0,0,0,0,6,0,3,0,6,4,0,0,3,18,15,83,261,593,265,40,10,35,1302
104021088,3,37,125,980,1070,264,50,47,2578,6,9,48,52,10,3,0,3,124,3,7,54,88,31,0,0,3,185,8,12,102,136,41,6,0,8,307,0,3,39,15,0,0,0,0,58,0,0,0,0,0,0,0,0,0,0,0,7,18,5,0,0,0,38,0,0,0,0,0,0,0,0,0,0,3,48,39,9,0,0,0,99,6,11,19,0,3,0,0,6,52,0,3,4,7,3,3,0,3,21,14,78,294,1164,1124,272,54,64,3056
104021089,14,75,408,2867,1852,349,86,82,5735,0,33,432,213,14,0,0,38,728,0,8,59,73,13,0,0,5,153,0,39,493,286,24,0,0,46,886,9,44,318,83,8,0,0,22,485,4,22,26,12,0,0,0,3,69,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,7,7,68,347,97,9,0,0,33,561,17,61,45,9,4,0,0,10,149,0,3,9,18,8,0,0,8,43,46,240,1292,3281,1899,348,90,175,7369
104021090,9,41,249,723,396,64,21,37,1543,0,18,45,43,12,0,0,7,132,0,0,13,12,9,0,0,0,39,0,14,64,54,23,0,3,7,166,0,15,54,8,0,0,0,7,89,0,0,7,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,61,11,0,0,0,6,101,14,31,14,10,3,0,3,6,78,0,5,3,3,0,0,0,0,13,19,119,395,799,425,71,24,57,1899
104021091,10,74,535,1696,1117,240,56,114,3835,0,19,141,43,0,0,0,5,201,0,9,68,50,10,0,0,7,151,0,27,210,88,11,3,0,10,350,3,15,21,6,0,0,0,9,55,0,0,28,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,22,43,5,0,0,0,12,86,23,73,89,36,0,0,0,24,241,0,12,6,7,3,0,0,11,36,34,205,879,1834,1128,243,57,163,4543
105011092,3,39,153,514,303,60,19,63,1146,0,3,4,3,0,0,0,0,16,0,0,5,0,0,0,0,0,5,0,3,10,3,0,0,0,0,17,0,16,19,0,4,0,0,7,42,3,5,17,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,22,39,0,4,0,0,7,67,3,11,3,7,0,0,0,9,32,0,0,3,3,4,0,0,4,21,5,71,199,536,310,61,25,77,1280
105011093,4,14,149,699,485,63,10,58,1482,0,0,19,8,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,19,8,0,0,0,0,22,4,40,43,8,0,0,0,3,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,40,43,8,0,0,0,3,105,6,5,5,9,3,0,0,0,33,0,0,0,0,0,0,0,0,0,8,61,219,723,488,69,10,65,1646
105011094,3,25,193,579,393,69,22,48,1333,0,0,9,3,3,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,9,3,3,0,0,0,14,0,25,30,0,0,0,0,4,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,30,0,0,0,0,4,58,3,5,0,0,3,0,0,0,15,0,0,0,6,3,0,0,3,16,3,58,229,588,398,69,27,57,1428
105011095,6,24,246,794,458,81,19,52,1676,0,4,20,10,0,0,0,0,35,0,0,0,0,0,0,0,0,4,0,5,26,10,0,0,0,3,42,0,20,32,8,0,0,0,5,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,32,8,0,0,0,5,67,0,7,3,6,0,0,0,3,22,0,3,3,6,3,0,0,0,19,4,56,304,822,461,83,24,67,1828
