SA2_MAINCODE_2016,M_AgriForestFish_PD,M_AgriForestFish_GD_GC,M_AgriForestFish_BD,M_AgriForestFish_AdD_D,M_AgriForestFish_Cert,M_AgriForestFish_ID_NS,M_AgriForestFish_ToT,M_Min_PD,M_Min_GD_GC,M_Min_BD,M_Min_AdD_D,M_Min_Cert,M_Min_ID_NS,M_Min_ToT,M_Mnfg_PD,M_Mnfg_GD_GC,M_Mnfg_BD,M_Mnfg_AdD_D,M_Mnfg_Cert,M_Mnfg_ID_NS,M_Mnfg_ToT,M_EGW_WS_PD,M_EGW_WS_GD_GC,M_EGW_WS_BD,M_EGW_WS_AdD_D,M_EGW_WS_Cert,M_EGW_WS_ID_NS,M_EGW_WS_ToT,M_Cnstn_PD,M_Cnstn_GD_GC,M_Cnstn_BD,M_Cnstn_AdD_D,M_Cnstn_Cert,M_Cnstn_ID_NS,M_Cnstn_ToT,M_WTrade_PD,M_WTrade_GD_GC,M_WTrade_BD,M_WTrade_AdD_D,M_WTrade_Cert,M_WTrade_ID_NS,M_WTrade_ToT,M_RTrade_PD,M_RTrade_GD_GC,M_RTrade_BD,M_RTrade_AdD_D,M_RTrade_Cert,M_RTrade_ID_NS,M_RTrade_ToT,M_AccomFoodS_PD,M_AccomFoodS_GD_GC,M_AccomFoodS_BD,M_AccomFoodS_AdD_D,M_AccomFoodS_Cert,M_AccomFoodS_ID_NS,M_AccomFoodS_ToT,M_TransPostWhse_PD,M_TransPostWhse_GD_GC,M_TransPostWhse_BD,M_TransPostWhse_AdD_D,M_TransPostWhse_Cert,M_TransPostWhse_ID_NS,M_TransPostWhse_ToT,M_InfoMedTelecom_PD,M_InfoMedTelecom_GD_GC,M_InfoMedTelecom_BD,M_InfoMedTelecom_AdD_D,M_InfoMedTelecom_Cert,M_InfoMedTelecom_ID_NS,M_InfoMedTelecom_ToT,M_FinInsurS_PD,M_FinInsurS_GD_GC,M_FinInsurS_BD,M_FinInsurS_AdD_D,M_FinInsurS_Cert,M_FinInsurS_ID_NS,M_FinInsurS_ToT,M_RentHirREserv_PD,M_RentHirREserv_GD_GC,M_RentHirREserv_BD,M_RentHirREserv_AdD_D,M_RentHirREserv_Cert,M_RentHirREserv_ID_NS,M_RentHirREserv_ToT,M_ProScieTechServ_PD,M_ProScieTechServ_GD_GC,M_ProScieTechServ_BD,M_ProScieTechServ_AdD_D,M_ProScieTechServ_Cert,M_ProScieTechServ_ID_NS,M_ProScieTechServ_ToT,M_AdminSupServ_PD,M_AdminSupServ_GD_GC,M_AdminSupServ_BD,M_AdminSupServ_AdD_D,M_AdminSupServ_Cert,M_AdminSupServ_ID_NS,M_AdminSupServ_ToT,M_PubAdmiSafety_PD,M_PubAdmiSafety_GD_GC,M_PubAdmiSafety_BD,M_PubAdmiSafety_AdD_D,M_PubAdmiSafety_Cert,M_PubAdmiSafety_ID_NS,M_PubAdmiSafety_ToT,M_EducTrain_PD,M_EducTrain_GD_GC,M_EducTrain_BD,M_EducTrain_AdD_D,M_EducTrain_Cert,M_EducTrain_ID_NS,M_EducTrain_ToT,M_HealthCareSocA_PD,M_HealthCareSocA_GD_GC,M_HealthCareSocA_BD,M_HealthCareSocA_AdD_D,M_HealthCareSocA_Cert,M_HealthCareSocA_ID_NS,M_HealthCareSocA_ToT,M_ArtRecServ_PD,M_ArtRecServ_GD_GC,M_ArtRecServ_BD,M_ArtRecServ_AdD_D,M_ArtRecServ_Cert,M_ArtRecServ_ID_NS,M_ArtRecServ_ToT,M_OthServ_PD,M_OthServ_GD_GC,M_OthServ_BD,M_OthServ_AdD_D,M_OthServ_Cert,M_OthServ_ID_NS,M_OthServ_ToT,M_ID_NS_PD,M_ID_NS_GD_GC,M_ID_NS_BD,M_ID_NS_AdD_D,M_ID_NS_Cert,M_ID_NS_ID_NS,M_ID_NS_ToT,M_ToT_PD,M_ToT_GD_GC,M_ToT_BD,M_ToT_AdD_D,M_ToT_Cert,M_ToT_ID_NS,M_ToT_ToT,F_AgriForestFish_PD,F_AgriForestFish_GD_GC,F_AgriForestFish_BD,F_AgriForestFish_AdD_D,F_AgriForestFish_Cert,F_AgriForestFish_ID_NS,F_AgriForestFish_ToT,F_Min_PD,F_Min_GD_GC,F_Min_BD,F_Min_AdD_D,F_Min_Cert,F_Min_ID_NS,F_Min_ToT,F_Mnfg_PD,F_Mnfg_GD_GC,F_Mnfg_BD,F_Mnfg_AdD_D,F_Mnfg_Cert,F_Mnfg_ID_NS,F_Mnfg_ToT,F_EGW_WS_PD,F_EGW_WS_GD_GC,F_EGW_WS_BD,F_EGW_WS_AdD_D,F_EGW_WS_Cert,F_EGW_WS_ID_NS,F_EGW_WS_ToT,F_Cnstn_PD,F_Cnstn_GD_GC,F_Cnstn_BD,F_Cnstn_AdD_D,F_Cnstn_Cert,F_Cnstn_ID_NS,F_Cnstn_ToT,F_WTrade_PD,F_WTrade_GD_GC,F_WTrade_BD,F_WTrade_AdD_D,F_WTrade_Cert,F_WTrade_ID_NS,F_WTrade_ToT,F_RTrade_PD,F_RTrade_GD_GC,F_RTrade_BD,F_RTrade_AdD_D,F_RTrade_Cert,F_RTrade_ID_NS,F_RTrade_ToT,F_AccomFoodS_PD,F_AccomFoodS_GD_GC,F_AccomFoodS_BD,F_AccomFoodS_AdD_D
108051167,7,0,14,12,61,8,101,0,0,5,5,37,5,54,0,0,3,3,43,3,53,0,0,0,0,9,0,11,0,0,3,5,72,0,75,0,0,0,0,13,0,13,0,0,3,3,18,0,24,0,0,3,0,17,4,24,0,0,0,0,17,0,23,0,0,0,0,3,3,5,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,10,0,0,0,10,0,0,0,0,6,3,13,0,0,3,14,26,3,44,0,0,17,8,5,0,34,0,0,12,11,5,0,25,0,0,3,0,3,0,6,0,0,3,0,29,0,30,0,0,0,0,16,8,24,10,7,88,67,387,32,591,0,3,13,6,23,3,46,0,0,0,0,0,0,0,0,0,0,3,8,0,12,0,0,3,0,0,0,5,0,0,0,3,5,0,4,0,0,0,0,0,0,0,0,0,4,8,27,6,43,0,0,5,3
108051168,4,0,0,4,30,0,41,0,0,0,0,20,0,26,0,0,5,11,73,7,91,3,3,6,4,33,0,49,0,0,8,15,240,6,274,0,3,0,3,11,0,17,4,3,7,8,76,10,105,0,0,3,4,50,3,64,0,0,3,7,42,6,60,0,0,0,3,14,0,18,0,0,8,7,3,0,16,0,0,3,8,20,4,30,4,5,26,15,18,0,75,3,0,0,4,20,4,29,11,3,37,27,35,4,114,12,10,68,11,11,4,119,13,5,42,31,46,11,146,0,0,5,4,10,0,18,0,0,5,7,38,0,48,0,0,6,3,17,5,30,60,30,237,172,804,62,1367,4,0,0,4,5,3,15,0,0,0,0,0,0,0,3,0,7,5,13,3,27,0,0,0,3,8,0,12,0,0,8,3,18,0,25,0,0,0,4,3,0,4,0,0,11,22,59,11,98,3,0,6,15
108051169,0,0,6,4,33,3,46,0,0,0,0,14,0,17,0,0,3,12,173,17,199,0,0,4,14,34,0,48,0,0,5,16,254,15,290,0,0,0,4,47,0,54,3,0,13,23,162,13,211,0,0,12,12,70,11,101,0,0,3,8,86,15,111,0,0,3,0,13,0,22,0,0,3,12,14,3,31,0,0,3,3,15,5,27,3,8,25,9,13,0,57,0,0,0,8,49,6,67,3,3,13,11,43,3,78,8,9,61,13,23,0,112,30,6,80,40,85,16,265,0,0,3,4,13,3,22,0,3,10,8,114,4,144,0,0,0,9,77,12,100,58,38,257,206,1320,117,2001,0,0,0,5,6,0,19,0,0,0,0,0,0,0,0,0,7,14,23,0,37,3,0,0,3,3,0,7,0,0,3,10,17,3,28,0,0,0,3,9,0,18,3,0,13,39,158,25,238,3,0,15,20
108051170,3,4,20,18,123,17,187,0,0,0,3,20,0,29,0,0,4,7,81,10,101,0,0,3,3,21,0,34,0,0,9,10,221,14,250,0,0,5,3,21,0,29,0,0,3,14,67,6,88,0,0,0,8,38,3,51,0,0,3,8,39,6,51,0,0,4,3,8,3,18,3,0,4,3,5,0,13,0,0,0,0,8,0,13,9,4,22,15,22,3,67,0,0,5,12,37,3,55,3,0,15,18,31,3,74,9,0,27,13,20,3,76,12,0,19,18,42,0,89,3,0,0,0,12,0,16,0,0,0,0,67,0,73,0,0,6,0,37,12,49,43,20,153,153,913,84,1364,0,5,18,24,28,9,83,0,0,0,0,0,0,3,0,0,0,9,8,0,26,0,0,0,0,3,0,6,0,0,3,5,6,0,20,0,0,3,3,5,0,13,3,3,7,15,61,7,94,0,0,7,21
108051171,0,0,4,0,18,0,28,0,0,0,0,3,0,3,0,0,3,3,54,12,71,0,0,0,3,16,0,23,0,0,0,3,72,5,87,0,0,0,3,16,0,24,0,0,3,0,35,0,44,0,0,0,0,9,0,13,0,0,0,0,22,11,31,0,0,0,0,4,0,6,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,0,10,0,14,0,0,0,3,10,0,13,0,0,3,5,12,0,25,3,3,18,3,10,4,35,0,0,17,12,19,3,51,0,0,0,0,4,0,4,0,0,0,0,37,0,37,0,0,0,3,12,5,22,10,3,61,46,373,47,541,0,0,0,0,4,3,10,0,0,0,0,0,0,0,0,0,0,0,10,0,9,0,0,0,0,0,0,0,0,0,0,0,8,0,7,0,0,0,5,3,0,4,0,3,4,5,46,5,64,0,0,5,7
109011172,0,0,17,3,22,3,44,0,0,3,0,10,0,11,9,9,45,36,227,11,343,3,0,4,10,28,0,47,0,3,20,22,384,10,444,3,0,18,17,48,3,82,0,0,22,23,99,4,143,0,0,14,29,58,4,107,3,0,12,36,74,9,132,0,0,8,7,19,3,36,4,3,21,14,10,0,52,0,0,3,3,19,0,36,19,16,67,21,29,3,148,3,0,7,15,36,0,62,16,18,70,62,85,6,257,37,19,100,24,29,4,209,39,9,76,22,39,5,190,0,0,6,3,12,0,30,4,0,10,11,97,4,129,3,3,16,9,60,8,96,136,83,548,372,1382,76,2602,0,0,7,4,9,0,21,0,0,0,0,0,0,0,5,3,28,22,35,0,91,0,0,3,0,4,0,9,0,0,11,15,39,8,66,0,3,4,0,22,0,34,3,0,39,44,98,11,190,4,3,16,26
109011173,0,0,7,0,17,0,22,0,0,0,0,4,0,4,3,5,18,21,163,3,209,0,0,0,3,8,0,13,0,0,9,16,233,4,258,0,0,0,0,32,0,34,4,0,13,13,64,7,95,0,0,8,7,44,0,61,0,0,10,18,60,0,85,0,0,3,0,5,0,16,0,5,3,10,3,0,15,0,0,3,3,3,0,10,3,3,21,15,17,0,63,0,0,0,9,31,0,40,5,3,22,14,49,3,100,7,7,43,4,10,3,79,11,7,31,17,22,9,90,0,0,3,0,6,0,12,3,0,8,3,71,0,81,0,0,4,0,49,12,75,40,40,212,157,893,43,1380,0,0,0,4,4,0,5,0,0,0,0,0,0,0,0,0,14,13,22,0,41,0,0,3,0,0,0,3,0,0,10,8,17,0,32,0,0,0,3,5,0,12,0,4,13,30,69,11,123,3,3,5,23
109011174,0,6,5,10,10,0,31,0,0,0,3,4,0,7,8,4,45,20,102,11,187,0,0,5,10,11,0,22,0,0,19,17,204,6,242,7,3,4,5,21,0,40,8,0,26,17,47,7,107,6,0,14,22,51,10,100,0,0,13,10,31,5,57,0,0,8,8,9,0,25,3,6,11,17,0,3,36,0,0,3,8,10,0,23,17,18,72,21,12,3,137,0,0,12,0,14,3,28,20,6,47,27,37,3,136,28,16,66,12,17,3,141,38,14,73,16,29,6,171,0,0,3,0,5,0,12,0,3,7,0,28,0,43,3,0,11,3,22,5,48,145,73,439,219,654,61,1594,0,0,6,0,3,3,17,0,0,0,0,0,0,0,3,0,28,8,15,5,59,0,0,0,0,3,0,4,0,0,9,8,14,6,34,0,0,4,7,4,0,11,0,0,27,21,55,5,106,3,0,20,22
109011175,7,0,59,75,214,37,387,0,0,0,0,9,3,18,0,0,14,20,149,3,187,0,0,0,3,23,0,27,0,0,10,18,232,11,272,3,0,7,11,30,0,48,0,0,8,6,66,8,87,0,0,0,3,14,8,28,0,3,0,9,72,10,91,0,0,0,5,3,0,12,0,0,5,7,6,3,19,0,0,0,10,6,0,15,9,3,34,8,15,0,72,0,0,0,0,11,6,22,0,4,23,33,53,3,121,16,5,36,13,16,5,86,4,3,25,11,7,0,56,0,0,0,0,10,0,10,0,0,3,3,75,3,94,0,0,9,8,45,7,64,43,24,246,248,1050,108,1720,7,5,59,48,58,23,195,0,0,0,0,0,0,0,0,0,17,8,20,7,51,0,0,0,0,0,0,3,3,0,13,10,10,3,30,0,0,10,0,8,0,19,0,0,12,18,59,8,101,0,0,5,7
109011176,0,0,3,3,11,0,21,0,0,0,0,6,0,9,4,0,19,36,226,9,294,0,0,0,0,29,0,32,0,0,5,14,311,3,342,0,0,6,7,46,0,65,11,0,15,21,98,3,151,0,0,12,11,62,5,87,4,0,16,22,82,14,139,0,0,4,3,10,3,17,0,0,3,4,0,0,13,0,0,0,0,8,0,12,7,0,23,8,26,0,66,0,0,0,7,42,5,58,6,0,19,28,61,7,116,6,19,33,10,19,5,88,9,7,37,33,38,3,127,0,0,0,0,6,0,9,0,0,3,14,93,6,115,0,0,4,10,63,14,96,54,27,205,226,1254,84,1839,0,3,0,0,0,3,5,0,0,0,0,0,0,0,3,0,6,12,24,3,46,0,0,0,0,0,0,0,0,0,0,4,18,4,31,0,0,4,0,5,0,15,3,0,17,31,123,16,194,0,0,18,19
109021177,0,0,19,21,50,9,98,0,0,0,0,0,0,0,0,0,0,3,12,0,16,0,0,0,0,4,0,6,0,0,3,3,66,3,75,0,0,3,4,3,0,11,3,0,0,3,19,0,26,0,0,3,0,9,0,12,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,7,0,0,0,0,0,0,4,0,0,4,5,24,0,44,0,0,10,3,0,0,9,0,0,7,3,3,0,12,0,0,0,3,3,0,8,0,0,0,0,14,0,11,0,0,3,3,16,0,19,11,6,50,54,227,31,367,0,0,17,16,18,4,51,0,0,0,0,0,0,0,0,0,0,4,5,0,4,0,0,0,0,0,0,0,0,0,0,3,3,0,7,0,0,0,0,0,0,0,0,0,4,4,15,0,21,0,0,0,3
109021178,0,0,15,14,63,14,106,0,0,0,0,20,0,20,0,0,3,9,36,3,49,3,0,0,3,35,0,36,0,0,0,3,93,0,101,0,0,3,3,14,3,26,0,0,0,5,36,5,41,0,0,4,0,29,3,35,0,0,0,3,31,0,38,0,0,0,0,7,0,6,0,0,3,0,0,0,6,0,0,3,0,4,0,8,0,0,17,4,9,0,25,0,0,0,8,12,0,21,0,0,6,17,21,0,56,0,6,17,8,4,0,38,4,0,11,15,4,0,35,0,0,0,0,3,0,6,0,0,0,3,37,3,41,0,0,4,3,25,11,36,7,10,95,89,475,47,728,0,0,10,6,11,6,39,0,0,0,0,0,0,0,0,0,3,4,7,0,22,0,0,0,0,0,0,3,0,0,3,5,6,0,15,0,0,0,3,6,0,14,0,0,10,8,24,4,39,0,0,3,9
109021179,3,0,22,19,111,14,174,0,0,3,0,7,0,12,0,0,0,3,14,0,22,0,0,0,0,13,0,13,0,0,0,0,36,3,43,0,0,0,0,3,0,3,0,0,0,0,12,0,13,0,0,3,0,13,0,21,0,0,0,0,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,3,0,3,0,0,0,3,10,0,27,0,0,13,0,5,0,18,0,0,4,3,4,0,7,0,0,0,3,3,0,4,0,0,3,0,14,0,15,0,0,0,0,11,3,21,9,7,47,42,271,32,405,0,4,12,20,27,5,75,0,0,0,0,0,0,3,0,0,0,0,4,0,6,0,0,0,0,0,0,3,0,0,0,0,3,0,6,0,0,0,0,3,0,4,0,0,0,7,9,0,13,0,0,3,3
109031180,3,3,12,9,80,4,110,0,0,0,0,0,0,0,0,0,8,14,90,14,128,0,0,0,0,9,0,10,0,0,3,5,93,3,106,0,0,0,0,20,0,20,0,0,5,3,38,0,47,0,0,0,3,21,3,33,0,0,0,0,21,4,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,6,0,0,11,3,5,0,22,0,0,0,0,12,0,23,3,0,11,11,24,4,46,4,3,12,9,4,0,33,0,0,10,4,12,0,21,0,0,0,3,6,0,12,0,0,3,3,36,0,42,0,0,0,0,18,13,32,14,12,73,68,492,49,710,3,0,10,3,16,0,31,0,0,0,0,0,0,0,0,0,4,8,24,10,49,0,0,0,0,0,0,0,0,0,0,0,4,3,9,0,0,0,4,0,0,3,0,0,4,3,27,5,46,0,0,6,13
109031181,3,0,26,26,127,17,199,0,0,0,0,3,0,3,3,0,12,6,68,8,101,0,0,3,0,8,0,14,0,0,5,6,140,5,164,0,0,3,3,18,3,29,0,0,0,0,21,0,31,0,0,0,7,21,0,24,0,0,4,4,45,7,63,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,4,3,8,0,21,0,0,0,0,6,0,4,0,0,6,13,25,6,56,0,3,14,3,4,0,22,0,0,3,0,5,0,14,0,0,0,3,9,6,17,0,0,0,0,50,0,54,0,0,0,0,24,3,37,12,14,93,97,593,53,862,4,4,24,26,29,8,93,0,0,0,0,0,0,0,0,0,7,4,10,0,23,0,0,0,0,0,0,0,0,0,3,0,13,3,18,3,0,3,3,9,0,15,0,0,10,6,24,3,40,0,0,9,10
109031182,3,0,13,11,45,7,84,0,0,0,0,3,0,3,0,0,10,0,87,8,114,3,3,8,10,32,5,54,3,0,6,7,143,10,169,0,0,3,3,22,0,36,0,0,4,7,32,3,49,3,0,0,4,29,9,44,0,0,0,10,49,4,65,0,0,0,0,3,0,3,0,0,7,6,0,0,16,0,0,3,0,5,0,11,4,3,26,10,8,3,49,0,0,0,0,13,4,11,3,0,13,18,31,6,80,3,0,21,3,3,3,36,10,0,21,9,9,0,46,0,0,0,0,5,0,10,0,0,9,3,53,3,68,0,0,0,0,25,8,38,29,16,136,93,615,79,968,3,0,6,6,13,5,31,0,0,0,0,0,0,0,0,0,7,3,13,5,32,0,0,3,3,3,0,11,0,0,3,6,4,0,11,0,0,3,0,6,0,6,0,0,9,3,37,8,61,0,0,0,15
109031183,6,3,64,82,223,27,406,0,0,0,0,0,0,0,0,0,3,5,44,0,49,0,0,0,6,11,0,19,0,0,0,3,85,5,90,0,0,3,6,14,3,21,0,0,0,6,22,3,32,0,0,0,6,22,5,31,0,0,0,3,17,4,21,0,0,0,0,0,0,3,0,0,3,0,0,0,3,0,0,0,3,4,0,12,0,0,9,6,4,0,14,0,0,0,0,7,0,11,3,0,3,13,21,7,48,0,0,12,3,3,0,20,0,0,7,5,11,0,20,0,0,0,0,4,0,5,0,0,0,5,25,0,30,0,0,0,0,22,6,26,15,4,105,144,533,66,874,9,7,51,44,70,12,192,0,0,0,0,0,0,0,0,0,4,0,6,0,16,0,0,3,0,0,0,7,0,0,0,0,4,0,4,0,0,4,3,8,0,15,0,0,7,11,16,9,42,0,0,6,9
109031184,0,0,12,6,23,3,42,0,0,0,0,6,0,6,3,0,18,9,64,4,99,3,0,4,0,10,0,25,0,0,3,9,134,0,147,0,0,4,0,16,4,25,0,0,3,5,33,7,47,4,0,14,9,56,4,86,0,0,0,10,22,3,38,0,0,0,0,0,0,0,0,0,3,3,0,0,9,0,0,6,0,3,0,11,3,0,15,11,12,0,38,0,0,0,0,9,0,13,4,0,11,15,20,0,59,5,4,22,3,3,0,41,5,0,14,8,11,0,39,0,0,3,3,8,0,19,0,0,3,0,17,0,21,0,0,0,0,24,4,29,24,7,145,97,472,36,787,0,0,3,7,4,0,15,0,0,0,0,0,0,0,3,3,3,3,8,0,19,0,0,0,0,0,0,4,0,0,3,4,3,0,8,0,0,3,0,0,0,7,0,0,10,16,33,3,61,3,0,12,21
109031185,0,0,50,56,173,23,313,0,0,0,0,0,0,0,0,0,8,9,85,7,117,0,0,0,0,24,0,30,0,0,8,4,124,9,137,0,0,0,4,37,0,44,0,0,8,0,38,4,45,0,0,5,17,37,10,61,0,0,0,10,45,3,56,0,0,3,0,0,0,5,0,0,0,3,0,0,4,0,0,0,3,0,0,3,3,0,15,5,5,0,26,0,0,0,0,11,0,10,4,0,12,17,30,3,68,0,4,24,6,5,3,47,4,0,15,7,14,3,51,0,0,0,0,5,3,10,0,0,5,5,62,4,75,0,0,3,3,27,7,45,17,13,159,156,719,83,1147,3,6,39,20,33,7,103,0,0,0,0,0,0,0,0,0,3,5,26,3,37,0,0,5,0,0,0,8,0,0,6,6,5,0,22,0,0,0,0,11,6,16,0,0,4,10,58,10,90,0,0,3,19
110011186,38,3,54,32,68,13,208,3,0,0,0,7,0,18,8,0,8,6,77,4,103,7,0,3,3,27,0,40,5,0,13,12,333,7,371,3,3,17,7,30,3,61,15,0,39,13,141,3,217,7,0,28,25,99,11,172,3,0,12,15,44,7,83,3,0,9,10,12,0,41,10,3,38,20,13,3,86,0,0,10,6,12,0,30,48,25,105,21,37,8,238,7,0,19,11,49,3,84,35,13,65,41,89,16,257,308,50,207,41,89,9,708,52,14,107,35,69,16,287,0,0,11,5,15,3,33,3,3,19,6,91,3,127,6,3,19,10,53,18,102,575,120,768,329,1357,120,3271,18,8,26,17,18,5,93,0,0,0,3,0,0,4,0,0,3,4,11,4,21,0,0,0,0,0,0,3,0,0,10,5,16,0,35,0,3,9,6,10,0,17,6,7,54,42,110,16,232,7,6,40,24
110011187,11,0,53,34,141,19,256,0,0,0,0,8,0,8,0,0,3,0,22,0,25,0,0,0,3,12,0,11,0,0,0,0,49,4,58,0,0,0,3,10,0,12,0,0,0,3,21,3,29,0,0,0,0,3,0,3,0,0,0,0,13,0,12,0,0,0,0,3,0,3,0,0,0,0,0,0,8,0,0,0,0,7,0,6,4,0,11,3,3,0,26,0,0,0,0,3,0,4,0,0,5,11,14,0,32,6,8,12,5,0,0,31,0,0,6,3,8,0,25,0,0,0,0,3,0,3,0,0,3,0,21,4,25,0,0,3,3,11,3,21,32,5,102,81,350,39,613,8,7,43,24,36,16,135,0,0,0,0,0,0,0,0,0,0,4,6,3,14,0,0,0,0,0,0,0,0,0,3,0,6,0,6,0,0,7,3,0,0,5,0,0,0,4,15,3,22,0,0,3,0
110011188,3,3,19,27,105,16,183,0,0,0,0,3,0,3,0,0,3,4,32,3,40,0,0,0,0,6,0,14,0,0,8,4,135,0,150,0,0,3,7,11,0,28,0,0,3,3,30,6,38,0,0,0,3,22,5,35,0,0,3,3,21,3,28,0,0,0,0,5,0,11,0,0,6,3,0,0,6,0,0,6,0,10,3,12,17,0,23,4,9,0,51,0,0,3,3,11,0,22,3,3,19,16,35,4,80,23,12,41,12,21,0,108,8,0,19,13,13,0,53,0,0,3,4,3,0,9,3,0,0,0,23,0,33,0,3,3,0,26,14,40,64,29,164,114,531,43,942,3,6,6,18,28,7,65,0,0,0,0,0,0,0,0,0,3,6,7,0,12,0,0,0,0,0,0,0,0,0,0,3,6,0,9,0,0,0,4,9,0,15,0,0,11,14,26,3,59,0,0,3,0
110011189,8,3,38,44,123,15,233,0,0,0,0,3,0,3,0,0,0,3,6,0,6,0,0,0,0,7,0,7,0,0,0,0,41,0,38,0,0,6,0,4,0,15,0,0,4,0,7,3,17,0,0,3,0,3,0,7,0,0,0,0,6,0,11,0,0,0,0,0,0,0,0,0,6,0,0,0,6,0,0,0,0,0,0,0,0,0,12,0,3,0,11,0,0,0,0,0,0,4,3,0,0,0,23,0,29,5,3,6,0,7,0,22,0,0,0,4,9,0,18,0,0,0,0,0,0,3,0,0,0,3,16,0,22,0,0,0,0,7,3,10,13,4,68,67,272,28,449,0,10,23,23,23,12,89,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,9,10,3,17,0,0,3,8
110021190,3,3,30,29,118,17,205,0,0,0,0,4,0,4,0,0,3,0,35,3,39,0,0,0,3,8,0,18,0,0,3,6,106,5,123,0,0,4,6,22,3,35,3,0,5,9,45,3,65,0,0,3,10,30,0,43,0,0,0,0,33,3,44,0,0,0,0,0,0,3,0,0,0,0,0,0,6,0,0,0,8,4,0,11,3,0,5,3,9,0,19,0,0,0,0,12,3,15,6,3,9,24,62,3,98,6,9,25,5,8,0,46,3,0,18,8,20,0,51,0,0,4,0,8,0,14,0,0,3,5,55,0,63,0,0,3,3,27,17,43,26,15,118,125,606,62,951,7,3,24,17,33,17,102,0,0,0,0,0,0,0,0,0,4,3,14,3,22,0,0,0,0,0,0,3,0,0,3,3,4,0,12,0,0,3,4,6,0,18,0,0,7,10,40,11,73,0,0,3,7
110021191,0,0,7,15,49,5,71,0,0,0,0,18,0,20,3,0,21,16,173,26,237,0,0,0,11,37,0,48,0,0,3,8,191,4,216,0,0,0,5,46,0,55,0,0,10,13,89,6,114,0,0,5,5,22,4,37,0,0,0,6,33,9,47,0,0,0,3,7,0,11,0,0,7,6,0,0,10,0,0,0,0,15,0,16,3,3,23,9,5,4,48,0,0,0,12,16,4,26,7,0,19,30,52,8,111,5,11,51,8,16,4,86,4,0,23,21,37,0,82,0,0,0,0,3,0,3,0,0,4,3,83,3,92,0,0,3,4,32,24,64,21,20,170,154,918,113,1405,0,0,9,4,4,3,17,0,0,0,0,0,0,3,0,0,25,5,31,14,71,0,0,0,0,0,0,0,0,0,4,3,10,5,25,0,0,0,4,12,0,13,0,0,13,30,92,16,146,0,0,3,19
110021192,5,0,18,41,116,18,204,0,0,0,0,10,0,7,0,0,0,0,35,3,41,0,0,0,0,7,0,11,0,0,0,6,55,0,63,0,0,0,0,9,3,10,0,0,0,3,18,3,29,0,0,0,0,8,0,5,0,0,0,0,12,0,8,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,4,0,3,0,9,0,0,0,0,3,0,7,0,5,3,4,21,10,37,0,0,3,4,5,0,14,0,0,5,4,11,0,22,0,0,0,0,0,0,0,0,0,0,0,12,0,16,0,0,0,0,10,3,22,11,4,38,64,341,54,520,0,6,26,28,37,14,104,0,0,0,0,0,0,3,0,0,3,3,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,7,0,0,4,15,19,8,43,0,0,0,0
110021193,0,4,34,37,177,17,274,0,0,0,0,8,0,8,0,0,0,4,27,0,36,0,0,0,0,8,0,11,0,0,0,0,56,0,59,0,0,7,0,5,0,19,0,0,3,0,19,5,26,0,0,0,0,4,0,6,0,0,0,0,17,7,22,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,3,0,0,0,8,0,0,3,0,5,0,8,0,5,12,11,39,3,64,3,3,19,0,3,0,31,0,0,5,9,6,3,20,0,0,0,0,3,0,3,0,0,6,0,31,0,38,0,0,0,0,5,9,18,12,8,82,72,431,51,658,3,7,40,34,45,17,141,0,0,0,0,0,0,0,0,0,0,3,5,0,6,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,4,0,0,0,3,0,0,8,6,18,3,39,0,0,3,3
110021194,3,0,19,20,89,18,157,0,0,3,0,16,0,18,0,0,0,4,23,0,30,0,0,0,0,10,0,17,0,0,0,3,104,14,118,0,0,3,0,13,0,12,0,0,5,4,29,0,36,0,0,3,7,16,3,29,0,0,5,6,23,3,31,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,8,0,10,3,3,7,3,10,0,20,0,0,0,0,4,0,4,0,0,9,14,29,6,59,6,7,21,3,11,3,45,0,0,7,14,18,5,42,0,0,0,0,5,0,8,0,0,0,3,24,0,25,0,0,0,0,25,3,31,15,7,90,81,439,59,694,3,0,25,28,28,7,99,0,0,0,0,0,0,0,0,0,0,3,7,0,14,0,0,0,0,0,0,0,0,0,3,0,8,0,8,0,0,0,0,0,0,0,0,0,10,5,33,5,55,0,0,5,3
