SA2_MAINCODE_2016,M_AgriForestFish_PD,M_AgriForestFish_GD_GC,M_AgriForestFish_BD,M_AgriForestFish_AdD_D,M_AgriForestFish_Cert,M_AgriForestFish_ID_NS,M_AgriForestFish_ToT,M_Min_PD,M_Min_GD_GC,M_Min_BD,M_Min_AdD_D,M_Min_Cert,M_Min_ID_NS,M_Min_ToT,M_Mnfg_PD,M_Mnfg_GD_GC,M_Mnfg_BD,M_Mnfg_AdD_D,M_Mnfg_Cert,M_Mnfg_ID_NS,M_Mnfg_ToT,M_EGW_WS_PD,M_EGW_WS_GD_GC,M_EGW_WS_BD,M_EGW_WS_AdD_D,M_EGW_WS_Cert,M_EGW_WS_ID_NS,M_EGW_WS_ToT,M_Cnstn_PD,M_Cnstn_GD_GC,M_Cnstn_BD,M_Cnstn_AdD_D,M_Cnstn_Cert,M_Cnstn_ID_NS,M_Cnstn_ToT,M_WTrade_PD,M_WTrade_GD_GC,M_WTrade_BD,M_WTrade_AdD_D,M_WTrade_Cert,M_WTrade_ID_NS,M_WTrade_ToT,M_RTrade_PD,M_RTrade_GD_GC,M_RTrade_BD,M_RTrade_AdD_D,M_RTrade_Cert,M_RTrade_ID_NS,M_RTrade_ToT,M_AccomFoodS_PD,M_AccomFoodS_GD_GC,M_AccomFoodS_BD,M_AccomFoodS_AdD_D,M_AccomFoodS_Cert,M_AccomFoodS_ID_NS,M_AccomFoodS_ToT,M_TransPostWhse_PD,M_TransPostWhse_GD_GC,M_TransPostWhse_BD,M_TransPostWhse_AdD_D,M_TransPostWhse_Cert,M_TransPostWhse_ID_NS,M_TransPostWhse_ToT,M_InfoMedTelecom_PD,M_InfoMedTelecom_GD_GC,M_InfoMedTelecom_BD,M_InfoMedTelecom_AdD_D,M_InfoMedTelecom_Cert,M_InfoMedTelecom_ID_NS,M_InfoMedTelecom_ToT,M_FinInsurS_PD,M_FinInsurS_GD_GC,M_FinInsurS_BD,M_FinInsurS_AdD_D,M_FinInsurS_Cert,M_FinInsurS_ID_NS,M_FinInsurS_ToT,M_RentHirREserv_PD,M_RentHirREserv_GD_GC,M_RentHirREserv_BD,M_RentHirREserv_AdD_D,M_RentHirREserv_Cert,M_RentHirREserv_ID_NS,M_RentHirREserv_ToT,M_ProScieTechServ_PD,M_ProScieTechServ_GD_GC,M_ProScieTechServ_BD,M_ProScieTechServ_AdD_D,M_ProScieTechServ_Cert,M_ProScieTechServ_ID_NS,M_ProScieTechServ_ToT,M_AdminSupServ_PD,M_AdminSupServ_GD_GC,M_AdminSupServ_BD,M_AdminSupServ_AdD_D,M_AdminSupServ_Cert,M_AdminSupServ_ID_NS,M_AdminSupServ_ToT,M_PubAdmiSafety_PD,M_PubAdmiSafety_GD_GC,M_PubAdmiSafety_BD,M_PubAdmiSafety_AdD_D,M_PubAdmiSafety_Cert,M_PubAdmiSafety_ID_NS,M_PubAdmiSafety_ToT,M_EducTrain_PD,M_EducTrain_GD_GC,M_EducTrain_BD,M_EducTrain_AdD_D,M_EducTrain_Cert,M_EducTrain_ID_NS,M_EducTrain_ToT,M_HealthCareSocA_PD,M_HealthCareSocA_GD_GC,M_HealthCareSocA_BD,M_HealthCareSocA_AdD_D,M_HealthCareSocA_Cert,M_HealthCareSocA_ID_NS,M_HealthCareSocA_ToT,M_ArtRecServ_PD,M_ArtRecServ_GD_GC,M_ArtRecServ_BD,M_ArtRecServ_AdD_D,M_ArtRecServ_Cert,M_ArtRecServ_ID_NS,M_ArtRecServ_ToT,M_OthServ_PD,M_OthServ_GD_GC,M_OthServ_BD,M_OthServ_AdD_D,M_OthServ_Cert,M_OthServ_ID_NS,M_OthServ_ToT,M_ID_NS_PD,M_ID_NS_GD_GC,M_ID_NS_BD,M_ID_NS_AdD_D,M_ID_NS_Cert,M_ID_NS_ID_NS,M_ID_NS_ToT,M_ToT_PD,M_ToT_GD_GC,M_ToT_BD,M_ToT_AdD_D,M_ToT_Cert,M_ToT_ID_NS,M_ToT_ToT,F_AgriForestFish_PD,F_AgriForestFish_GD_GC,F_AgriForestFish_BD,F_AgriForestFish_AdD_D,F_AgriForestFish_Cert,F_AgriForestFish_ID_NS,F_AgriForestFish_ToT,F_Min_PD,F_Min_GD_GC,F_Min_BD,F_Min_AdD_D,F_Min_Cert,F_Min_ID_NS,F_Min_ToT,F_Mnfg_PD,F_Mnfg_GD_GC,F_Mnfg_BD,F_Mnfg_AdD_D,F_Mnfg_Cert,F_Mnfg_ID_NS,F_Mnfg_ToT,F_EGW_WS_PD,F_EGW_WS_GD_GC,F_EGW_WS_BD,F_EGW_WS_AdD_D,F_EGW_WS_Cert,F_EGW_WS_ID_NS,F_EGW_WS_ToT,F_Cnstn_PD,F_Cnstn_GD_GC,F_Cnstn_BD,F_Cnstn_AdD_D,F_Cnstn_Cert,F_Cnstn_ID_NS,F_Cnstn_ToT,F_WTrade_PD,F_WTrade_GD_GC,F_WTrade_BD,F_WTrade_AdD_D,F_WTrade_Cert,F_WTrade_ID_NS,F_WTrade_ToT,F_RTrade_PD,F_RTrade_GD_GC,F_RTrade_BD,F_RTrade_AdD_D,F_RTrade_Cert,F_RTrade_ID_NS,F_RTrade_ToT,F_AccomFoodS_PD,F_AccomFoodS_GD_GC,F_AccomFoodS_BD,F_AccomFoodS_AdD_D
107031141,0,0,0,0,4,0,11,3,0,22,33,126,6,194,15,5,45,70,219,7,362,0,0,3,17,42,0,60,4,0,33,53,439,10,545,3,0,14,13,45,0,77,5,0,26,21,104,10,172,0,0,8,11,52,3,75,5,0,13,28,95,3,144,6,0,16,6,15,0,46,6,3,13,23,16,3,63,0,0,5,9,31,3,50,14,0,63,41,38,4,169,0,0,9,13,35,8,69,18,10,62,67,87,7,256,30,16,72,20,19,3,161,32,4,65,24,37,6,175,0,0,3,3,14,4,26,4,0,16,13,111,0,140,3,0,9,15,87,13,121,150,53,509,487,1625,90,2915,0,0,0,0,3,0,9,0,0,3,0,3,0,14,4,0,16,9,14,3,45,0,0,0,0,0,0,6,0,0,9,19,44,3,75,0,0,3,8,10,0,21,3,0,26,46,110,19,212,3,0,31,17
107031142,0,0,0,0,8,0,8,0,0,3,10,54,0,72,5,0,11,30,136,7,196,0,0,0,4,27,0,38,3,0,3,17,271,16,303,3,0,0,5,22,0,29,3,0,9,20,62,5,100,0,0,3,9,31,0,50,0,3,7,6,65,3,91,0,0,4,0,5,0,13,3,0,3,4,12,0,23,0,0,0,3,12,0,17,4,3,28,24,10,0,68,3,0,3,4,28,0,36,4,0,19,33,54,3,115,6,7,36,7,6,0,71,18,0,22,28,52,5,124,0,0,0,8,5,0,10,0,0,0,6,73,3,88,0,0,0,7,40,4,52,55,15,163,230,982,61,1503,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,9,8,11,0,25,0,0,0,0,0,0,0,0,0,6,5,10,0,24,0,0,3,3,16,0,17,3,0,14,21,86,8,130,0,0,9,19
107031143,0,0,0,0,4,0,3,0,0,0,9,63,4,82,5,0,11,33,217,11,283,0,0,3,5,34,0,42,0,3,19,28,442,26,521,0,0,5,7,45,5,61,0,0,19,13,99,10,145,0,0,9,13,71,4,93,0,0,8,23,111,15,157,3,0,7,5,8,3,20,5,0,20,13,8,4,42,0,3,0,3,21,0,29,5,0,27,28,26,3,87,0,3,3,16,45,3,66,9,0,37,47,79,10,183,12,18,30,8,21,0,93,10,5,30,34,55,9,142,0,0,3,3,12,0,17,0,5,3,3,111,3,128,0,0,5,13,69,32,123,50,36,244,305,1538,147,2314,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,5,3,18,3,37,0,0,0,0,0,0,0,0,0,3,10,17,3,40,0,0,3,4,12,0,20,0,0,26,50,142,22,241,0,0,15,32
107041144,0,0,5,0,0,3,11,7,0,27,23,100,3,165,22,4,65,42,173,4,311,0,0,8,9,34,0,54,3,3,27,39,377,15,462,7,0,22,7,44,4,96,22,5,34,25,98,5,182,11,0,38,22,53,14,143,7,0,20,23,96,10,152,6,0,15,13,9,0,42,13,0,44,29,29,0,122,0,0,14,12,34,4,62,43,17,148,35,33,10,283,3,3,14,9,40,3,70,26,18,95,70,93,6,306,130,29,109,23,34,5,335,45,6,114,25,43,10,252,5,0,18,9,12,0,42,9,0,16,17,85,3,133,8,0,23,25,71,15,144,383,87,859,456,1461,114,3355,0,0,0,0,0,0,4,0,0,7,0,3,0,12,6,0,18,13,18,3,62,3,0,5,3,3,0,11,0,0,3,13,21,0,43,3,0,4,5,12,3,30,7,5,41,40,81,12,190,8,4,25,28
107041145,0,0,0,3,3,0,5,6,0,8,18,85,0,113,13,3,33,36,135,8,214,0,0,5,6,21,0,37,0,0,12,26,353,9,406,4,0,16,12,35,3,72,6,0,23,13,67,4,109,3,0,20,11,50,3,88,6,3,13,24,112,7,160,0,0,15,3,11,0,26,9,5,24,22,18,0,74,0,0,7,7,8,4,23,24,12,68,32,31,3,165,0,0,9,7,43,4,69,18,4,37,61,76,0,194,41,18,83,20,20,4,181,20,0,43,24,48,9,136,0,0,3,3,8,3,14,0,0,16,15,84,3,120,6,0,17,5,54,15,93,152,47,432,342,1263,79,2312,0,0,0,0,0,0,0,0,0,0,0,4,0,4,3,0,9,11,10,3,41,0,0,0,0,3,0,4,0,0,3,5,4,0,19,0,0,10,4,9,0,22,3,0,30,31,48,7,124,3,4,22,22
107041146,0,0,3,0,7,0,9,9,0,25,17,74,0,128,40,3,92,63,154,5,350,3,0,5,10,26,0,51,8,3,42,55,346,11,459,7,3,18,22,42,5,92,10,4,64,22,85,8,192,7,0,36,17,67,3,131,15,0,15,16,111,8,167,7,0,23,12,17,0,72,10,5,51,28,24,0,120,6,0,5,12,25,0,53,59,20,134,38,35,10,289,3,3,19,8,50,3,80,23,19,81,74,76,7,280,180,26,161,23,33,3,433,45,12,88,47,46,6,249,13,0,13,3,18,0,49,12,0,27,6,94,5,145,13,8,33,12,62,13,131,468,106,939,497,1382,85,3477,0,0,0,0,0,0,0,3,0,3,0,3,0,10,11,0,28,15,13,8,76,0,0,0,7,3,0,7,0,0,13,11,13,3,38,0,0,15,9,11,0,38,11,0,57,38,86,10,204,5,6,33,19
107041147,0,0,0,0,3,0,3,3,0,4,8,38,0,53,3,0,24,12,88,5,137,3,0,9,3,20,0,37,0,0,30,33,316,12,386,3,0,13,3,31,0,52,3,0,14,11,46,3,78,0,0,7,3,18,0,31,3,0,19,24,78,0,121,7,0,6,4,12,0,35,13,0,31,17,21,3,85,0,0,3,4,8,3,25,21,10,53,43,32,5,160,3,0,3,12,20,4,36,16,8,52,38,63,6,174,35,13,50,15,15,0,135,13,0,33,11,25,4,92,0,0,14,3,3,0,24,4,0,6,5,57,0,76,0,3,9,4,47,0,58,143,41,370,256,936,54,1797,0,0,4,0,5,0,5,0,0,0,0,0,0,0,3,0,8,6,11,4,29,0,0,0,0,0,0,3,0,3,8,4,18,0,36,0,0,8,3,8,0,20,6,3,18,33,43,3,104,0,0,10,14
107041148,0,0,3,3,8,0,13,3,4,19,17,45,0,95,14,0,29,21,57,0,131,3,0,9,4,17,0,33,3,0,31,40,232,9,318,6,0,14,14,17,0,48,3,0,14,10,22,0,56,0,0,18,10,19,3,44,8,0,13,30,63,3,125,8,0,27,9,11,3,55,14,3,34,17,15,3,81,0,0,12,4,12,0,33,52,17,125,28,29,3,263,3,0,9,4,32,0,49,33,11,75,42,63,4,224,105,36,117,17,25,3,299,48,8,103,11,19,3,190,3,3,15,8,14,0,50,3,0,17,6,40,0,61,8,3,16,14,25,13,70,327,88,693,305,762,52,2232,0,0,0,0,3,0,6,0,0,3,0,0,0,9,0,0,17,4,14,0,38,0,0,3,0,0,0,10,3,3,3,8,9,0,26,0,0,6,3,3,0,16,5,0,30,19,29,9,98,3,4,22,20
107041150,0,0,0,3,4,0,8,14,0,19,23,148,0,204,20,3,48,42,162,7,276,5,0,13,11,36,0,73,7,4,23,55,452,17,557,12,7,12,17,41,3,87,3,3,17,25,93,8,152,3,0,15,16,46,6,83,3,4,25,39,128,8,207,7,0,19,19,15,0,65,16,5,50,23,21,4,127,4,0,6,9,23,0,43,35,16,127,42,41,5,262,0,3,12,13,44,0,66,35,14,110,102,111,5,378,76,40,141,26,32,3,323,57,16,94,41,50,4,263,4,3,11,10,23,0,45,5,0,7,9,97,0,123,6,0,14,10,62,9,110,311,125,762,521,1633,88,3446,0,0,3,4,0,0,4,0,0,0,0,0,0,4,7,0,23,8,23,3,58,3,0,4,0,0,0,12,0,0,9,18,26,0,54,3,0,11,16,5,4,45,0,3,34,41,82,16,170,3,0,24,27
107041548,0,0,4,0,0,0,6,8,0,30,17,30,0,81,22,3,62,19,69,3,175,3,0,11,11,18,0,39,8,3,44,25,175,11,263,4,4,17,9,16,0,56,19,0,47,18,50,3,149,15,0,56,35,88,7,200,9,3,17,11,48,3,88,5,3,18,8,10,0,39,15,3,37,27,22,0,104,3,0,6,13,25,3,53,45,21,137,16,38,3,261,3,0,11,7,26,3,50,19,15,65,39,43,3,185,135,20,101,13,19,6,297,51,6,121,26,29,12,239,5,0,14,4,16,0,38,10,0,12,5,47,5,75,6,0,28,8,31,16,82,380,80,821,317,808,74,2487,0,0,3,0,0,0,0,0,0,3,4,0,0,13,4,0,22,8,10,0,40,0,0,0,0,0,0,3,0,0,9,7,14,0,29,0,0,8,3,9,0,19,6,4,50,26,54,3,145,14,4,72,32
107041549,0,0,0,0,6,0,4,4,0,18,17,43,0,83,23,5,58,29,83,5,202,3,0,4,0,18,0,28,5,3,25,29,215,7,292,5,0,19,11,23,0,60,24,0,68,21,63,0,173,9,4,58,26,58,11,165,6,0,17,17,49,8,107,9,0,27,10,8,0,53,8,3,53,15,23,3,97,4,0,11,6,21,0,42,48,5,128,31,27,9,253,7,0,18,7,24,0,55,21,15,63,53,51,0,195,102,23,108,19,17,0,283,61,15,127,45,46,13,309,7,0,19,4,8,0,42,11,3,16,5,67,5,112,11,0,24,15,45,16,105,375,83,861,364,888,89,2670,0,0,3,0,0,0,5,0,0,7,3,0,0,10,10,0,13,11,14,0,48,3,0,0,0,0,0,3,3,0,4,7,8,0,23,3,0,7,4,11,0,22,9,3,37,25,57,13,153,9,4,49,32
108011151,0,3,4,10,51,10,71,0,0,0,4,21,0,27,0,0,4,9,53,7,73,0,0,4,0,13,0,20,0,0,3,7,85,0,96,0,0,0,0,8,0,13,0,0,0,0,20,0,23,0,0,0,3,12,0,20,0,0,0,8,31,7,38,0,0,0,0,0,0,3,0,0,0,3,0,0,4,0,0,0,3,7,0,5,3,0,5,4,10,0,20,0,0,0,3,10,0,17,0,0,3,14,21,5,38,3,0,12,3,3,3,16,3,0,5,6,6,5,31,0,0,0,0,8,0,8,3,0,0,0,22,0,28,0,0,3,3,25,3,28,16,10,49,79,394,39,587,0,3,8,12,16,4,39,0,0,0,0,0,0,0,0,0,0,3,8,0,11,0,0,0,0,0,0,5,0,0,4,5,9,0,15,0,0,0,0,0,0,7,0,0,4,5,19,5,31,0,0,8,6
108011152,0,0,0,3,16,3,20,0,0,0,0,14,0,15,0,0,0,0,53,3,60,0,0,9,8,34,0,47,0,0,8,17,243,12,283,0,0,3,4,5,0,13,3,0,12,15,104,12,145,0,0,13,25,82,17,136,0,0,0,13,30,5,41,0,0,5,0,0,0,5,0,0,5,12,4,0,30,0,0,5,0,17,0,30,9,3,33,14,10,3,71,0,0,5,10,34,3,43,8,5,27,19,35,3,99,8,14,52,7,10,5,96,21,0,54,31,39,0,140,0,0,0,0,8,0,17,4,0,4,12,66,0,90,0,0,3,9,28,8,49,58,31,246,188,842,75,1438,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,10,0,19,3,0,0,6,6,0,18,0,0,0,3,12,0,19,0,0,0,0,4,0,3,3,4,17,34,82,17,154,4,0,15,22
108011153,0,0,3,3,23,3,37,0,0,0,0,10,0,13,0,0,0,3,29,4,37,3,0,3,3,15,3,27,0,0,8,7,189,13,217,0,0,0,0,13,0,17,0,0,9,4,41,0,53,0,0,4,4,25,4,34,0,0,0,7,11,3,20,0,0,0,3,4,0,9,0,0,6,0,0,0,10,0,0,4,3,9,0,14,5,0,8,7,13,0,32,0,0,0,4,23,3,23,0,0,14,16,10,3,39,3,0,16,3,11,0,33,3,3,8,19,20,0,60,0,0,3,0,5,0,10,0,0,0,0,24,0,22,0,0,0,0,26,9,35,23,7,85,90,503,42,742,4,0,4,3,0,0,14,0,0,0,0,0,0,0,0,0,0,3,3,0,10,0,0,0,0,3,0,4,0,0,7,3,9,0,14,0,0,0,0,6,0,3,0,0,8,12,41,9,66,3,0,3,14
108011154,0,0,0,0,12,0,8,0,0,0,0,4,0,5,0,0,0,0,21,0,23,3,0,0,0,10,0,18,0,0,0,5,96,3,102,0,0,0,0,4,0,5,0,0,0,7,29,7,36,0,0,0,8,33,0,55,0,0,3,0,16,3,26,0,0,0,0,0,0,3,0,0,0,3,3,0,8,0,0,0,0,3,0,10,0,0,14,0,3,0,23,0,0,0,3,13,0,14,0,0,4,14,13,0,30,3,3,16,4,5,0,28,0,0,9,5,18,0,38,0,0,0,0,3,0,6,0,0,3,0,18,0,26,0,0,0,6,17,4,27,14,7,56,56,332,29,488,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,6,0,7,0,0,3,0,9,3,14,0,0,0,3,5,0,11,0,0,0,0,3,0,3,0,0,3,12,21,8,48,0,0,5,5
108021155,0,0,3,3,25,3,41,0,0,0,0,6,0,6,0,0,3,11,97,9,115,0,0,0,0,24,0,29,0,3,13,14,204,13,237,0,0,0,0,29,3,31,0,0,3,14,111,3,133,0,0,5,3,41,5,54,0,0,3,5,66,8,86,0,0,0,0,3,0,3,0,0,0,0,10,0,11,0,0,0,0,9,3,12,3,3,20,8,8,0,46,0,0,0,7,24,6,38,7,4,13,19,86,11,137,0,6,34,7,28,0,83,13,4,36,24,55,4,130,0,0,0,0,11,0,12,0,0,4,0,67,6,76,0,0,0,3,44,14,65,30,21,143,123,938,89,1337,0,0,3,0,10,4,16,0,0,0,0,0,0,0,0,0,4,7,22,0,34,0,0,0,3,4,0,5,0,0,10,7,23,5,40,0,0,0,0,3,0,4,0,0,12,20,84,11,121,0,0,4,8
108021156,4,0,8,20,98,12,143,0,0,3,3,3,0,7,0,0,5,12,75,4,89,0,0,0,4,24,0,29,0,0,3,11,193,8,216,0,0,0,0,6,0,13,0,0,5,7,46,10,66,0,0,0,8,46,10,62,0,0,0,0,41,3,52,0,0,0,0,0,0,9,0,0,0,0,3,0,3,0,0,0,0,6,0,9,3,0,25,9,8,4,50,0,0,0,3,23,0,24,0,0,9,14,41,3,70,10,4,36,5,10,6,77,3,0,28,7,25,3,69,0,0,3,0,7,0,6,0,0,0,3,32,3,42,0,0,4,5,36,14,60,26,13,133,112,736,78,1094,0,0,7,18,18,4,53,0,0,3,0,0,0,3,0,0,3,3,11,3,18,0,0,0,0,0,0,5,0,3,0,3,11,0,21,0,0,0,0,4,0,5,0,0,7,17,47,3,82,0,0,3,11
108021157,0,0,0,0,10,0,15,0,0,0,0,3,0,7,0,0,0,0,40,0,48,0,0,0,3,9,0,14,4,0,7,6,113,8,139,0,0,0,0,15,0,11,0,0,3,0,22,0,29,0,0,3,0,23,4,35,0,0,0,0,18,0,20,0,0,0,0,5,0,5,0,0,0,0,0,0,3,0,0,0,0,3,0,5,5,0,5,0,6,0,22,0,0,0,3,11,0,14,0,0,7,10,16,3,39,4,4,23,0,5,0,37,6,0,24,6,7,3,51,0,0,0,0,0,0,3,3,0,3,0,22,0,27,0,0,3,0,9,7,21,22,4,77,50,347,36,537,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,7,0,7,0,0,0,0,0,0,0,0,0,3,0,9,0,17,0,0,0,0,4,0,3,0,0,5,14,22,0,37,0,0,3,7
108021158,0,0,0,0,12,3,12,0,0,0,0,6,0,3,0,0,3,3,29,3,39,0,0,0,4,7,0,7,0,0,4,13,104,4,128,0,0,0,0,5,0,5,0,0,3,4,27,3,41,0,0,0,3,28,10,40,0,0,0,3,17,0,24,0,0,0,0,3,0,3,0,0,0,3,4,0,7,0,0,0,3,7,0,8,5,0,7,3,5,0,28,0,0,0,0,19,4,22,0,3,3,8,10,0,32,0,3,23,5,7,0,40,0,0,13,11,25,4,54,0,0,0,0,3,0,5,3,0,0,0,28,0,33,0,0,0,0,15,8,29,11,16,71,72,357,42,559,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,9,0,6,0,0,0,0,0,0,0,0,0,6,5,4,0,17,0,0,0,3,3,0,9,0,0,3,7,21,3,40,0,0,5,7
108021159,0,0,22,3,57,8,99,0,0,0,0,3,0,4,0,0,3,0,60,5,70,0,0,0,0,4,3,5,0,0,9,15,169,8,204,0,0,0,0,18,0,19,0,0,8,10,44,3,60,0,0,0,3,15,0,23,0,0,0,0,35,0,38,0,0,0,0,4,0,5,0,0,0,0,0,0,3,0,0,0,0,8,0,11,3,0,23,3,13,0,44,0,0,3,0,19,4,28,0,3,13,25,25,3,63,10,7,35,6,7,6,68,11,0,24,18,29,3,84,0,0,0,0,5,0,9,0,0,6,0,42,0,48,3,0,3,0,20,3,35,27,17,152,93,569,50,909,0,0,14,14,22,12,60,0,0,0,0,0,0,0,0,0,3,4,5,0,18,0,0,0,0,0,0,0,0,0,3,6,11,3,27,0,0,0,3,3,0,10,0,0,12,9,41,6,73,0,0,3,12
108021160,0,0,4,0,14,0,13,0,0,0,0,6,0,6,0,0,5,5,24,0,34,0,0,0,0,5,0,4,0,0,3,9,109,7,125,0,0,0,0,7,0,7,0,0,7,0,28,0,37,0,0,3,3,28,6,38,0,0,0,0,18,0,22,0,0,0,0,0,0,3,0,0,3,3,4,0,10,0,0,0,0,7,0,9,0,0,5,0,7,0,17,0,0,3,3,12,0,22,0,4,12,15,32,3,59,0,3,14,3,9,3,29,4,0,9,5,9,0,33,0,0,0,0,3,3,12,0,0,3,0,17,0,15,0,0,0,0,12,3,16,9,7,68,49,356,27,518,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,3,5,12,3,18,0,0,0,0,0,0,0,0,0,0,3,7,3,16,0,0,0,0,4,0,4,0,0,3,8,32,5,48,0,3,0,6
108031161,0,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,5,0,0,0,5,0,0,0,0,0,0,0,3,0,4,0,16,0,21,0,0,3,3,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,0,0,4,17,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,0,0,0,3,0,3,6,0,16,5,60,0,92,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,4,0,0,5,5
108041162,3,0,8,6,45,3,72,0,0,0,3,16,0,20,0,0,6,15,91,3,109,3,0,7,20,30,0,60,0,0,15,22,382,8,438,0,0,0,4,43,0,49,3,0,13,7,100,10,129,0,0,5,13,63,3,88,0,0,3,16,61,6,91,0,0,0,4,4,0,9,0,0,8,3,3,0,21,0,0,3,4,16,0,25,10,0,32,11,21,3,80,0,0,3,12,51,3,70,7,3,25,28,59,9,125,18,16,81,21,27,0,159,11,3,39,22,60,6,144,0,0,0,3,14,3,22,0,0,4,10,74,0,90,0,0,3,0,64,9,72,58,27,256,219,1219,78,1861,0,0,3,3,7,0,10,0,0,0,0,0,0,0,0,0,3,5,17,3,27,0,3,3,6,13,0,24,0,0,9,8,21,0,39,0,0,4,0,3,0,7,0,0,16,30,100,9,158,0,0,11,17
108041163,3,0,13,3,7,0,28,0,0,3,0,11,0,19,4,0,26,13,117,3,165,25,10,55,58,87,4,238,4,3,78,45,620,27,774,3,0,3,10,38,3,61,4,6,41,40,192,11,282,0,4,21,33,165,14,234,3,3,15,17,93,9,142,3,0,9,10,15,4,39,4,5,28,42,14,0,95,3,0,14,15,41,3,71,36,7,112,37,26,3,228,5,3,9,18,74,6,118,17,11,89,67,110,5,293,58,43,184,27,44,8,361,85,18,204,74,131,14,526,3,0,10,9,26,3,55,6,3,14,15,127,11,169,5,3,15,13,63,15,110,267,114,945,554,1997,151,4025,0,0,10,0,0,0,9,0,0,0,0,0,0,0,7,0,8,10,22,0,53,9,9,28,26,38,4,107,0,3,18,17,30,5,74,0,0,6,13,13,0,35,4,7,45,67,181,24,324,4,3,26,61
108041164,0,0,3,3,11,0,13,3,0,0,0,11,0,17,3,0,10,11,72,3,101,8,3,24,40,42,3,111,0,0,23,20,299,12,353,0,0,5,7,36,0,50,6,0,24,23,130,9,190,5,0,13,12,87,6,122,0,0,3,7,58,6,74,3,0,5,4,10,0,23,0,0,12,21,7,0,40,0,0,8,11,35,5,56,3,8,44,23,23,0,106,0,0,6,8,38,3,63,4,3,18,35,61,3,125,18,8,47,18,21,3,110,22,6,71,38,65,15,221,0,0,0,3,13,0,21,0,0,7,13,71,3,93,0,0,5,5,36,15,60,86,34,316,299,1127,87,1942,0,0,0,0,3,0,10,0,0,0,0,0,0,0,0,0,0,8,14,3,25,3,0,18,9,34,0,66,0,0,7,11,20,0,39,0,0,4,4,14,0,25,5,3,15,49,115,15,193,5,0,9,36
108041165,3,0,15,19,71,12,123,0,0,0,0,9,0,9,0,0,0,3,37,0,47,0,0,8,4,11,0,16,0,0,4,7,144,9,162,0,0,0,0,10,5,17,0,0,0,7,30,5,40,0,0,0,3,16,3,26,0,0,3,5,33,0,45,0,0,0,0,3,0,3,0,0,0,3,0,0,6,0,0,0,6,9,3,18,5,3,14,3,4,3,38,0,0,0,0,20,0,20,0,0,11,14,19,3,45,4,3,15,9,11,0,48,4,0,16,8,24,0,51,0,0,3,3,8,0,7,0,0,0,7,46,0,53,0,0,0,4,22,3,30,24,13,93,94,531,46,807,0,7,9,12,19,4,53,0,0,0,0,0,0,0,0,0,4,0,4,0,9,0,0,0,3,4,0,6,0,0,3,3,7,3,19,0,0,0,0,3,0,5,0,0,4,7,27,4,40,0,0,4,10
108041166,3,4,4,9,40,9,66,0,0,0,0,15,0,17,0,0,3,6,79,0,91,6,0,6,14,25,3,57,0,0,12,15,235,21,277,0,0,0,5,52,3,55,4,0,3,11,65,5,89,0,0,3,8,29,0,46,0,0,3,3,67,6,84,0,0,0,0,7,0,11,3,3,4,7,3,4,24,0,0,3,3,12,0,15,3,5,15,11,13,3,46,0,0,4,3,32,3,40,3,0,7,18,58,3,89,3,9,50,6,13,3,79,8,6,39,32,40,3,133,0,0,3,0,7,0,13,0,0,3,3,100,3,108,0,0,9,3,32,14,53,30,27,168,138,938,96,1402,3,3,5,8,8,3,21,0,0,0,0,0,0,3,0,0,3,9,16,0,26,0,0,10,7,8,0,27,0,0,3,9,14,0,30,0,0,0,6,11,0,24,0,0,14,17,81,11,126,0,0,8,12
