SA2_MAINCODE_2016,M_AgriForestFish_0,M_AgriForestFish_1_15,M_AgriForestFish_16_24,M_AgriForestFish_25_34,M_AgriForestFish_35_39,M_AgriForestFish_40,M_AgriForestFish_41_48,M_AgriForestFish_49over,M_AgriForestFish_hours_NS,M_AgriForestFish_Tot,M_Min_0,M_Min_1_15,M_Min_16_24,M_Min_25_34,M_Min_35_39,M_Min_40,M_Min_41_48,M_Min_49over,M_Min_hours_NS,M_Min_Tot,M_Mnfg_0,M_Mnfg_1_15,M_Mnfg_16_24,M_Mnfg_25_34,M_Mnfg_35_39,M_Mnfg_40,M_Mnfg_41_48,M_Mnfg_49over,M_Mnfg_hours_NS,M_Mnfg_Tot,M_EGW_WS_0,M_EGW_WS_1_15,M_EGW_WS_16_24,M_EGW_WS_25_34,M_EGW_WS_35_39,M_EGW_WS_40,M_EGW_WS_41_48,M_EGW_WS_49over,M_EGW_WS_hours_NS,M_EGW_WS_Tot,M_Cnstn_0,M_Cnstn_1_15,M_Cnstn_16_24,M_Cnstn_25_34,M_Cnstn_35_39,M_Cnstn_40,M_Cnstn_41_48,M_Cnstn_49over,M_Cnstn_hours_NS,M_Cnstn_Tot,M_WTrade_0,M_WTrade_1_15,M_WTrade_16_24,M_WTrade_25_34,M_WTrade_35_39,M_WTrade_40,M_WTrade_41_48,M_WTrade_49over,M_WTrade_hours_NS,M_WTrade_Tot,M_RTrade_0,M_RTrade_1_15,M_RTrade_16_24,M_RTrade_25_34,M_RTrade_35_39,M_RTrade_40,M_RTrade_41_48,M_RTrade_49over,M_RTrade_hours_NS,M_RTrade_Tot,M_AccomFoodS_0,M_AccomFoodS_1_15,M_AccomFoodS_16_24,M_AccomFoodS_25_34,M_AccomFoodS_35_39,M_AccomFoodS_40,M_AccomFoodS_41_48,M_AccomFoodS_49over,M_AccomFoodS_hours_NS,M_AccomFoodS_Tot,M_TransPostWhse_0,M_TransPostWhse_1_15,M_TransPostWhse_16_24,M_TransPostWhse_25_34,M_TransPostWhse_35_39,M_TransPostWhse_40,M_TransPostWhse_41_48,M_TransPostWhse_49over,M_TransPostWhse_hours_NS,M_TransPostWhse_Tot,M_InfoMedTelecom_0,M_InfoMedTelecom_1_15,M_InfoMedTelecom_16_24,M_InfoMedTelecom_25_34,M_InfoMedTelecom_35_39,M_InfoMedTelecom_40,M_InfoMedTelecom_41_48,M_InfoMedTelecom_49over,M_InfoMedTelecom_hours_NS,M_InfoMedTelecom_Tot,M_FinInsurS_0,M_FinInsurS_1_15,M_FinInsurS_16_24,M_FinInsurS_25_34,M_FinInsurS_35_39,M_FinInsurS_40,M_FinInsurS_41_48,M_FinInsurS_49over,M_FinInsurS_hours_NS,M_FinInsurS_Tot,M_RentHirREserv_0,M_RentHirREserv_1_15,M_RentHirREserv_16_24,M_RentHirREserv_25_34,M_RentHirREserv_35_39,M_RentHirREserv_40,M_RentHirREserv_41_48,M_RentHirREserv_49over,M_RentHirREserv_hours_NS,M_RentHirREserv_Tot,M_ProScieTechServ_0,M_ProScieTechServ_1_15,M_ProScieTechServ_16_24,M_ProScieTechServ_25_34,M_ProScieTechServ_35_39,M_ProScieTechServ_40,M_ProScieTechServ_41_48,M_ProScieTechServ_49over,M_ProScieTechServ_hours_NS,M_ProScieTechServ_Tot,M_AdminSupServ_0,M_AdminSupServ_1_15,M_AdminSupServ_16_24,M_AdminSupServ_25_34,M_AdminSupServ_35_39,M_AdminSupServ_40,M_AdminSupServ_41_48,M_AdminSupServ_49over,M_AdminSupServ_hours_NS,M_AdminSupServ_Tot,M_PubAdmiSafety_0,M_PubAdmiSafety_1_15,M_PubAdmiSafety_16_24,M_PubAdmiSafety_25_34,M_PubAdmiSafety_35_39,M_PubAdmiSafety_40,M_PubAdmiSafety_41_48,M_PubAdmiSafety_49over,M_PubAdmiSafety_hours_NS,M_PubAdmiSafety_Tot,M_EducTrain_0,M_EducTrain_1_15,M_EducTrain_16_24,M_EducTrain_25_34,M_EducTrain_35_39,M_EducTrain_40,M_EducTrain_41_48,M_EducTrain_49over,M_EducTrain_hours_NS,M_EducTrain_Tot,M_HealthCareSocA_0,M_HealthCareSocA_1_15,M_HealthCareSocA_16_24,M_HealthCareSocA_25_34,M_HealthCareSocA_35_39,M_HealthCareSocA_40,M_HealthCareSocA_41_48,M_HealthCareSocA_49over,M_HealthCareSocA_hours_NS,M_HealthCareSocA_Tot,M_ArtRecServ_0,M_ArtRecServ_1_15,M_ArtRecServ_16_24,M_ArtRecServ_25_34,M_ArtRecServ_35_39,M_ArtRecServ_40,M_ArtRecServ_41_48,M_ArtRecServ_49over,M_ArtRecServ_hours_NS,M_ArtRecServ_Tot,M_OthServ_0,M_OthServ_1_15,M_OthServ_16_24,M_OthServ_25_34,M_OthServ_35_39,M_OthServ_40,M_OthServ_41_48,M_OthServ_49over,M_OthServ_hours_NS,M_OthServ_Tot,M_ID_NS_0,M_ID_NS_1_15,M_ID_NS_16_24,M_ID_NS_25_34,M_ID_NS_35_39,M_ID_NS_40,M_ID_NS_41_48,M_ID_NS_49over,M_ID_NS_hours_NS,M_ID_NS_Tot
109011175,15,43,29,48,36,115,55,356,11,702,0,0,0,0,3,8,6,11,0,26,11,11,4,21,73,65,58,53,5,302,3,3,0,0,4,10,3,7,3,29,22,14,12,28,50,99,51,102,4,392,0,3,3,7,8,25,17,33,0,90,3,35,11,9,17,30,21,33,0,167,3,28,8,7,4,6,5,14,3,77,10,15,21,10,19,30,16,76,4,199,0,0,0,0,3,6,3,3,0,14,0,0,0,0,3,4,0,10,0,22,0,0,0,4,0,0,3,6,0,20,4,0,3,6,15,19,10,27,3,93,0,4,5,4,6,5,4,9,0,45,12,0,3,4,60,37,26,23,4,173,6,11,9,6,18,24,13,12,0,100,0,7,5,6,13,15,0,13,0,66,0,3,4,0,3,5,0,0,0,17,0,0,13,4,27,30,17,30,0,122,12,9,6,3,12,23,11,30,24,131
109011176,3,4,8,3,0,8,5,7,0,35,0,0,0,0,0,3,4,4,0,8,8,20,19,23,112,140,99,68,0,481,0,0,0,3,11,8,7,9,0,47,17,21,9,29,87,165,68,97,9,501,3,0,0,3,24,24,25,23,0,113,8,44,20,37,66,50,33,44,0,305,0,44,18,20,31,23,20,29,3,190,6,9,14,33,44,46,36,85,3,282,0,3,0,0,5,6,3,7,0,23,0,3,3,0,7,3,3,3,0,21,3,0,0,4,4,3,0,9,0,18,0,3,4,12,11,23,7,17,0,81,3,14,8,19,20,15,9,15,3,113,6,3,13,12,60,37,20,17,4,170,3,5,7,18,24,27,11,24,0,110,9,7,22,26,36,24,14,21,3,155,0,4,4,4,0,4,3,3,0,20,4,15,8,6,40,40,11,23,3,157,3,7,12,16,44,32,4,18,33,170
109021177,3,11,3,6,19,36,12,122,5,223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,8,8,0,24,0,0,0,0,0,6,3,0,0,10,12,3,7,5,25,24,13,35,3,119,0,0,0,0,0,0,0,11,0,18,0,13,3,8,11,7,4,14,0,59,0,7,0,0,6,0,0,9,0,28,0,4,3,0,3,11,3,10,0,31,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,8,0,13,0,3,0,3,0,0,0,0,0,14,3,0,4,7,29,6,12,3,0,66,3,0,0,0,7,3,0,6,0,16,0,0,0,0,6,5,0,0,0,14,0,0,0,0,3,0,0,0,0,7,0,0,0,0,0,7,3,9,0,22,3,7,3,4,9,12,3,5,12,51
109021178,10,18,16,31,34,41,24,85,4,256,0,3,0,0,0,7,0,17,0,28,0,0,0,3,24,20,9,17,0,77,3,0,0,0,18,18,7,0,0,45,0,3,4,10,24,45,19,41,3,148,0,0,3,3,3,3,11,11,0,35,6,17,8,0,18,7,11,13,7,88,3,8,11,9,5,7,6,16,0,70,3,5,3,12,12,16,14,30,4,92,0,0,0,0,4,3,0,0,0,11,0,0,0,0,0,0,3,4,0,11,0,0,0,0,0,3,0,0,0,9,0,0,0,3,3,6,3,11,0,30,0,6,8,4,6,3,0,16,0,42,0,0,5,0,25,19,16,12,0,76,0,3,5,3,8,8,5,11,0,43,0,8,4,0,11,4,7,5,3,45,0,4,0,3,3,3,0,0,0,12,4,3,3,3,10,12,8,11,3,51,3,0,6,6,15,13,8,8,21,75
109021179,10,9,8,23,39,70,35,244,14,453,0,0,0,0,0,3,0,17,0,19,0,0,0,4,10,10,7,14,0,40,0,0,0,0,10,5,0,0,0,27,0,4,3,3,12,13,7,22,0,65,0,0,0,0,5,3,0,3,0,15,0,13,4,10,6,4,6,11,0,53,0,6,3,3,3,0,0,17,0,40,3,3,4,3,6,5,3,10,0,38,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,8,0,0,0,0,0,0,0,0,0,4,0,0,0,3,16,7,0,3,3,32,0,0,0,3,3,5,3,3,0,25,0,0,0,0,0,4,0,0,0,10,0,0,0,0,4,0,0,0,0,10,3,0,0,3,3,4,4,8,0,21,0,6,0,0,14,7,0,6,22,53
109031180,5,7,3,11,26,74,32,39,3,202,0,0,0,0,0,0,0,0,0,0,13,7,0,14,46,93,23,28,3,220,0,0,0,0,3,3,7,0,0,12,3,8,7,8,18,52,11,18,3,128,0,3,0,0,7,8,3,5,0,30,10,24,6,6,18,15,7,17,0,104,0,10,3,6,9,7,3,21,0,62,3,4,6,3,8,15,5,30,3,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,6,0,4,6,0,4,3,3,10,3,32,0,15,7,5,7,7,0,6,0,47,7,5,3,3,24,7,11,9,0,63,4,0,3,3,8,6,5,7,0,35,3,0,0,6,8,3,0,0,3,25,0,0,0,4,0,3,3,0,0,17,3,8,0,3,9,6,11,13,0,51,3,3,6,3,3,18,3,7,14,60
109031181,21,19,4,14,24,62,36,229,7,416,0,0,0,0,0,3,0,0,0,6,10,3,3,15,65,56,26,15,3,188,0,0,0,0,4,10,0,6,0,18,13,7,6,19,25,85,22,36,3,216,0,3,3,3,15,14,3,9,0,50,0,24,11,6,18,5,5,17,0,75,3,10,4,3,9,11,8,15,0,59,8,10,11,8,9,12,11,51,3,119,3,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,3,0,0,0,4,0,4,0,19,0,5,4,0,0,3,3,9,0,26,3,0,6,3,23,22,11,9,0,80,0,5,6,3,4,4,3,4,0,28,3,3,4,5,3,6,0,0,0,19,0,3,0,3,0,0,4,4,0,16,0,3,3,4,18,14,4,16,3,65,6,9,0,0,4,17,9,10,13,70
109031182,4,10,13,14,31,38,19,55,0,173,0,0,0,0,0,0,0,3,0,8,6,5,13,28,32,58,37,32,3,207,0,0,0,0,26,25,5,9,0,71,9,0,11,10,40,69,37,49,0,226,0,0,0,3,11,19,10,7,0,61,0,20,12,10,23,26,12,9,3,115,3,29,6,8,7,13,4,20,0,93,4,10,14,3,20,26,17,38,0,131,0,0,0,0,4,0,3,3,0,10,0,0,0,0,4,4,3,7,0,19,0,0,0,0,0,0,3,6,0,12,4,5,0,3,14,15,5,17,0,63,0,9,3,0,3,0,0,3,3,27,10,3,5,6,61,22,5,5,0,111,5,10,3,3,5,7,3,12,0,44,6,8,7,8,15,10,0,15,0,61,3,0,0,3,3,0,0,0,0,15,3,3,0,5,7,23,18,18,3,81,4,11,3,4,9,19,10,3,14,78
109031183,25,40,23,36,34,128,61,478,15,838,0,0,0,0,0,0,0,3,0,3,4,4,3,5,17,21,16,16,0,94,0,4,0,3,11,9,8,10,0,35,11,4,9,9,26,47,23,35,8,164,0,3,0,0,7,11,3,15,0,44,0,7,3,0,9,8,11,20,0,64,4,9,4,6,11,9,8,23,5,69,3,6,6,9,7,4,8,20,3,67,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,10,0,15,0,0,3,3,0,0,0,5,0,19,0,0,0,3,3,4,0,3,0,19,0,0,0,0,34,16,13,9,0,74,0,0,3,0,3,0,3,10,0,19,0,3,7,7,4,0,0,4,0,24,0,0,0,0,3,0,0,0,0,12,0,6,0,0,11,8,3,6,0,36,3,3,3,3,9,9,4,14,11,64
109031184,3,7,3,4,8,21,15,25,0,83,0,0,0,0,0,0,0,0,0,10,5,10,3,9,29,22,27,45,3,158,0,0,0,3,3,6,9,10,0,30,4,9,8,5,30,61,33,51,3,205,0,0,3,0,4,13,8,16,0,50,4,17,5,8,17,16,7,21,0,105,4,30,14,16,26,15,10,39,4,158,3,3,3,5,16,4,16,25,0,80,0,3,0,0,0,3,0,0,0,8,0,0,0,0,3,3,3,3,0,19,0,0,0,0,0,3,3,8,0,16,0,7,5,4,3,13,3,18,0,50,0,3,3,3,4,8,0,3,0,19,0,3,0,0,19,29,3,8,0,71,0,0,3,4,14,10,11,10,0,45,0,0,4,3,14,8,8,14,0,46,5,0,0,3,7,7,0,7,0,29,0,3,0,6,4,13,3,8,0,38,0,0,0,6,10,8,8,12,13,56
109031185,31,33,17,36,32,109,49,297,10,629,3,0,0,0,0,0,0,0,0,3,10,4,10,3,35,41,36,40,0,186,0,0,0,4,16,14,3,4,0,47,11,9,9,13,30,63,23,58,3,218,0,4,0,5,4,21,10,20,3,77,3,23,4,12,20,16,8,26,0,110,4,14,12,13,15,15,8,30,5,115,8,16,12,16,8,22,8,47,6,146,0,0,0,0,3,0,0,0,0,11,0,3,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,7,3,10,3,12,0,36,0,7,0,0,0,0,3,11,0,24,3,3,3,3,46,23,11,10,0,103,0,13,0,3,6,9,7,10,0,50,0,5,4,4,14,9,3,10,0,52,0,0,0,0,6,8,5,3,0,25,0,8,3,3,16,19,8,39,0,105,12,4,0,4,21,16,7,8,28,101
110011186,18,11,23,19,83,52,15,68,3,302,0,0,0,0,0,0,11,20,0,32,3,4,9,9,26,44,21,36,3,160,3,0,3,4,17,16,9,3,0,63,22,28,18,31,89,140,62,109,4,503,3,7,3,6,17,18,20,36,3,109,23,113,54,59,111,61,46,60,10,534,15,123,47,38,41,28,24,72,10,401,0,26,12,19,25,29,26,49,4,188,3,6,0,4,21,7,8,6,0,56,0,9,0,7,23,19,15,26,0,102,0,5,8,3,12,3,6,10,0,44,3,26,17,23,58,50,33,72,3,282,0,29,27,18,25,19,18,13,3,158,17,24,12,17,119,50,49,28,6,325,14,81,40,47,232,145,73,162,16,811,13,39,40,58,70,65,21,48,3,358,0,12,3,6,7,6,8,7,0,50,7,12,6,8,40,22,29,37,5,175,8,11,7,11,18,32,19,23,28,149
110011187,8,21,28,24,55,78,56,247,11,522,0,0,0,0,0,5,0,4,0,10,0,4,0,5,14,14,5,9,0,45,0,0,0,0,8,9,0,3,0,19,3,3,7,3,13,32,17,13,4,102,0,5,0,0,0,3,0,13,0,21,3,10,7,6,11,7,4,7,0,57,0,7,0,3,3,0,0,8,0,21,0,9,3,4,0,3,0,8,0,36,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,4,0,6,0,7,3,4,0,3,3,9,3,10,0,29,3,3,0,0,7,0,6,5,0,21,3,0,3,3,17,4,9,3,0,46,0,4,3,4,7,4,8,6,0,40,0,0,4,5,4,7,3,4,0,29,0,3,0,0,3,0,0,3,0,9,0,4,0,0,8,12,4,9,0,38,7,11,0,5,5,3,3,10,10,44
110011188,11,9,12,13,35,65,23,157,6,325,0,0,0,0,0,0,3,0,0,3,3,0,0,3,12,21,3,12,3,61,0,0,0,3,5,4,0,3,0,16,3,11,11,17,40,63,22,35,4,200,0,3,0,3,5,5,6,13,0,43,3,15,14,4,20,4,11,14,3,80,0,9,6,14,10,6,6,16,0,62,5,3,8,3,11,11,4,13,0,69,0,3,0,0,5,0,0,5,0,13,0,0,0,0,0,3,0,6,0,8,0,0,0,0,0,0,0,5,0,13,3,9,4,9,11,12,5,9,0,55,0,4,6,0,4,6,3,5,0,28,11,6,3,9,47,17,17,15,0,118,3,12,7,14,34,19,8,25,0,128,0,3,10,8,17,15,3,7,0,62,0,0,0,0,3,0,3,3,0,13,0,4,8,3,8,7,3,12,0,44,0,3,3,5,9,14,3,6,15,56
110011189,9,19,21,31,26,87,43,218,5,452,0,0,0,0,5,0,0,3,0,7,0,0,0,0,0,5,4,4,0,18,0,0,0,0,3,3,0,0,0,8,0,3,3,6,3,22,8,14,0,63,0,0,0,0,0,4,3,10,0,18,0,6,3,8,4,4,3,7,0,31,0,0,0,0,0,0,0,5,0,13,0,0,0,7,4,3,3,16,0,36,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,8,0,0,0,0,0,3,0,0,0,8,0,0,0,3,4,0,3,4,0,18,0,3,0,0,0,0,0,0,0,9,4,0,0,0,13,7,7,3,0,40,0,3,0,3,5,3,0,6,0,21,3,0,4,3,0,3,3,4,0,21,0,0,0,0,0,3,0,0,0,6,0,4,0,3,0,7,5,4,0,29,0,3,0,0,0,4,0,9,3,26
110021190,14,24,28,24,21,73,40,205,5,436,4,0,0,0,0,3,0,10,0,15,0,3,0,3,28,11,6,10,0,70,0,0,3,0,10,5,3,7,0,30,5,17,17,8,31,47,20,41,4,191,0,0,0,3,3,8,9,19,0,41,0,10,12,12,21,25,12,21,3,120,0,29,22,9,12,5,4,18,3,107,0,13,9,6,12,15,4,29,0,91,0,0,0,0,0,3,3,0,0,8,0,0,0,0,3,3,0,4,0,13,0,0,0,0,3,3,0,3,0,10,0,0,0,0,4,5,9,5,0,23,5,7,11,4,4,3,3,0,0,42,8,3,5,3,67,17,23,10,0,139,0,3,9,10,12,11,10,11,0,64,0,0,9,11,20,10,8,6,0,67,3,3,0,0,10,0,0,4,0,26,0,10,7,8,16,25,9,18,3,91,0,11,14,5,15,7,8,10,23,93
110021191,3,7,8,5,19,28,11,52,3,147,4,0,0,0,3,11,0,18,0,30,14,16,11,117,155,66,34,49,12,458,0,0,0,3,18,22,3,6,0,58,6,17,19,23,50,73,40,68,4,297,0,3,4,5,23,24,16,17,0,89,15,32,21,18,72,46,32,26,0,265,3,33,16,8,13,10,3,15,0,94,0,13,13,5,9,9,3,33,3,89,0,0,3,0,9,7,0,3,0,19,0,0,0,0,8,6,3,7,0,15,0,0,0,0,0,7,3,13,0,23,0,8,4,4,9,7,4,9,0,55,3,11,3,3,7,17,4,9,0,58,8,3,0,3,84,26,31,18,0,169,7,11,6,12,17,16,5,23,0,99,0,14,9,24,22,21,6,16,3,105,0,5,3,0,7,0,0,0,0,16,0,3,3,3,37,23,16,18,3,114,8,10,7,8,27,20,7,11,33,121
110021192,5,29,21,25,29,55,32,222,5,430,0,0,0,0,3,0,0,7,0,17,7,3,0,22,40,9,7,4,0,87,0,0,0,0,3,10,0,0,0,13,0,3,3,10,19,23,22,20,5,104,0,0,0,0,3,3,7,8,0,21,5,5,9,3,12,8,10,10,0,57,0,8,5,4,3,3,0,3,0,29,0,5,3,0,0,3,0,10,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,4,0,9,0,7,0,0,0,7,0,0,0,11,0,3,0,3,30,8,15,3,0,67,0,3,0,0,3,4,0,6,0,25,0,0,3,4,9,0,0,3,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,9,3,6,0,30,3,0,0,4,5,6,0,7,16,49
110021193,9,24,17,29,30,93,41,335,7,583,0,0,0,0,0,4,4,7,0,14,3,0,4,7,21,18,10,11,0,68,0,0,0,0,5,3,4,3,0,18,7,5,5,12,19,27,13,21,4,105,0,0,8,0,4,9,3,11,0,29,5,4,0,5,14,3,3,15,0,50,3,3,3,6,0,7,0,11,0,36,6,11,8,11,0,3,0,22,3,60,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,3,0,6,0,0,0,6,0,4,3,0,0,11,0,5,0,4,3,0,0,0,0,13,3,3,0,3,52,16,22,7,3,107,0,5,4,0,3,5,3,11,0,38,0,3,0,3,5,6,6,3,0,23,0,0,0,0,4,3,0,0,0,11,0,5,3,0,7,16,3,7,0,47,3,0,4,5,7,4,5,13,13,50
110021194,3,16,22,34,24,54,27,179,9,368,3,0,0,0,3,8,9,5,0,30,4,5,4,4,7,11,0,10,3,51,0,0,0,0,5,8,0,0,0,18,5,13,14,10,24,24,9,53,7,165,0,5,3,3,0,3,0,7,0,24,0,20,4,7,13,8,4,21,3,86,3,14,3,3,4,5,4,12,5,52,4,9,14,6,10,18,6,21,0,79,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,3,0,6,0,14,3,3,4,3,3,3,0,10,0,25,0,3,0,0,0,0,0,3,0,13,3,4,0,3,42,12,8,14,0,93,0,7,4,9,5,8,3,13,0,46,4,5,3,3,10,6,0,9,0,47,0,0,0,0,3,0,0,0,0,11,0,3,5,3,6,3,3,7,0,33,6,6,5,3,8,15,0,3,16,54
110031195,7,7,8,11,25,43,21,127,7,253,0,0,0,0,0,0,0,5,0,9,0,3,0,3,17,15,12,38,0,91,0,0,0,0,11,19,0,0,4,41,8,6,8,19,37,61,32,59,10,229,0,3,0,0,19,25,16,23,0,84,4,14,5,4,36,25,16,34,6,143,0,7,11,8,11,12,11,17,5,82,6,3,4,9,22,16,15,28,0,94,0,0,0,0,4,0,0,0,0,8,0,0,0,0,3,6,11,16,0,32,0,0,0,0,3,9,0,3,0,17,3,0,0,4,11,17,6,21,0,69,0,4,3,0,8,15,4,3,0,38,6,3,0,0,60,31,26,20,0,147,0,3,3,4,13,13,10,16,0,60,0,0,3,3,25,16,8,13,0,77,0,6,0,0,0,0,0,5,0,11,0,3,7,3,20,30,8,37,0,114,5,3,3,4,24,20,11,17,18,109
110031196,34,20,21,30,43,141,74,540,12,908,0,0,0,0,0,0,0,5,0,5,0,6,0,0,9,4,6,9,0,36,0,0,0,0,3,0,0,5,0,8,3,0,3,6,12,9,15,34,4,79,0,0,0,0,9,3,7,16,0,37,0,7,0,4,8,9,3,6,3,35,0,6,4,4,6,0,0,6,0,26,0,4,0,4,13,9,6,13,6,54,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,4,0,14,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,6,0,3,0,12,0,0,0,0,3,3,0,3,3,14,3,4,0,0,17,3,3,5,3,36,0,3,0,3,7,3,0,6,0,24,0,3,0,3,0,3,0,0,0,14,0,0,0,0,0,0,0,0,0,3,3,4,3,0,4,5,8,6,0,40,0,8,3,7,8,10,3,17,17,68
110031197,12,0,11,7,21,44,22,55,3,176,5,0,3,0,13,19,42,82,0,163,0,3,0,3,27,23,7,17,0,85,0,0,0,7,20,11,3,0,0,53,10,9,5,9,30,54,23,34,3,173,0,0,3,3,8,17,7,15,0,56,4,14,9,11,27,12,20,17,0,115,0,38,8,8,12,11,4,17,3,112,4,5,12,8,29,25,9,29,4,125,0,0,0,3,0,4,0,3,0,16,0,0,0,0,0,3,0,3,0,13,0,3,0,0,0,0,0,5,0,16,4,3,3,0,32,20,5,15,0,82,0,9,3,3,8,8,0,8,3,46,3,4,0,0,57,25,23,13,0,120,3,4,10,6,10,13,7,9,0,61,0,3,3,4,9,13,3,4,0,51,3,0,0,0,8,0,3,3,0,12,0,3,0,0,14,39,22,19,0,101,8,3,9,9,10,31,5,13,16,107
110031198,19,15,15,21,31,124,39,314,13,588,0,0,0,3,0,3,9,29,0,48,0,3,0,0,5,3,0,22,0,35,4,0,0,0,0,3,0,0,0,5,4,7,3,6,9,24,6,29,0,91,0,0,0,4,4,13,6,7,0,32,0,13,0,3,5,9,6,5,0,47,0,4,0,0,4,4,0,0,0,18,5,8,3,5,6,12,3,21,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,6,0,0,3,3,10,4,3,9,0,37,0,3,3,0,0,3,0,7,0,14,3,0,0,0,13,7,3,3,0,32,0,3,3,0,4,0,5,10,0,24,0,0,3,3,3,4,0,0,0,9,0,0,0,0,3,0,0,0,0,10,0,3,3,0,8,12,6,8,0,46,6,4,0,3,3,13,0,14,17,61
110041199,8,3,6,10,12,26,14,49,0,131,29,11,5,3,35,55,85,291,7,520,4,0,3,8,47,42,36,42,5,171,0,0,3,0,13,11,0,3,0,34,3,4,9,21,34,48,20,59,3,202,0,0,0,3,11,21,18,22,0,74,3,16,5,12,31,24,13,29,0,135,3,38,14,3,11,6,3,22,0,107,9,6,0,6,11,17,18,31,0,100,0,0,0,0,4,0,0,0,0,7,0,0,0,0,3,3,0,4,0,9,0,0,0,3,3,5,3,7,0,29,0,0,0,3,20,13,4,21,0,61,0,10,5,4,8,4,4,15,0,52,0,7,8,4,49,17,22,12,0,117,0,4,3,9,6,4,6,15,0,58,0,5,3,9,11,12,4,7,4,56,0,0,0,0,7,0,0,0,0,10,6,5,3,4,29,28,18,28,0,115,3,11,8,6,16,19,4,20,23,96
110041200,7,19,25,24,24,74,38,258,15,478,3,6,0,10,20,23,21,104,3,193,3,0,0,5,7,13,5,8,0,46,0,0,0,0,3,0,0,3,0,9,3,4,0,3,6,12,8,23,3,67,0,0,0,0,3,6,3,11,0,32,0,8,3,0,3,10,4,3,0,29,0,11,4,0,0,3,0,3,0,26,3,5,3,5,6,5,6,13,5,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,3,3,0,5,0,0,0,0,3,3,0,6,0,21,0,3,3,0,0,0,0,0,0,5,3,3,0,4,11,4,3,4,0,30,0,3,0,0,0,0,0,4,0,14,0,0,0,0,3,3,0,11,0,19,0,0,0,0,0,0,0,3,0,6,0,5,0,0,5,18,3,15,0,48,0,3,0,3,5,6,3,5,10,43
110041201,12,19,20,31,45,100,55,249,4,526,7,3,0,4,13,10,16,40,0,90,0,0,4,3,16,26,10,18,0,81,0,0,0,0,7,12,4,3,0,23,3,9,7,21,24,44,19,33,4,166,0,0,4,3,8,4,9,15,0,45,0,14,9,0,17,12,16,12,3,82,3,10,6,9,4,0,3,8,0,47,8,6,5,10,32,35,20,43,5,178,0,4,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,4,0,7,0,0,0,0,4,0,0,0,0,8,0,4,3,0,5,6,4,6,0,25,0,3,3,5,3,3,0,4,0,17,4,0,5,0,34,9,23,7,0,90,3,7,9,0,7,7,0,14,0,46,0,0,3,5,18,8,4,5,0,44,0,7,0,0,3,0,0,3,0,14,0,3,3,3,18,9,3,9,0,49,7,10,3,9,13,13,9,14,25,99
110041202,6,15,6,23,29,44,17,27,4,176,0,0,0,4,3,0,15,27,0,54,9,11,12,29,138,207,91,82,3,582,3,0,0,6,30,20,6,8,0,84,23,21,22,35,124,185,93,162,3,663,4,3,3,4,42,64,45,51,3,220,11,68,32,43,108,77,57,60,7,466,6,89,37,35,33,35,21,48,0,303,5,20,23,32,68,58,57,105,8,367,0,0,3,5,21,8,11,8,0,57,3,4,0,4,15,23,12,12,0,78,0,5,5,0,11,16,14,15,0,61,4,18,3,8,26,37,16,30,0,140,4,10,17,23,35,34,15,19,0,153,13,15,7,7,125,52,54,51,3,326,3,18,11,18,38,51,13,67,3,225,11,17,11,33,84,58,27,16,5,259,0,15,3,4,7,5,5,6,0,51,0,11,5,11,53,60,36,63,3,244,8,12,7,20,43,47,13,23,55,228
