SA2_MAINCODE_2016,M_AgriForestFish_0,M_AgriForestFish_1_15,M_AgriForestFish_16_24,M_AgriForestFish_25_34,M_AgriForestFish_35_39,M_AgriForestFish_40,M_AgriForestFish_41_48,M_AgriForestFish_49over,M_AgriForestFish_hours_NS,M_AgriForestFish_Tot,M_Min_0,M_Min_1_15,M_Min_16_24,M_Min_25_34,M_Min_35_39,M_Min_40,M_Min_41_48,M_Min_49over,M_Min_hours_NS,M_Min_Tot,M_Mnfg_0,M_Mnfg_1_15,M_Mnfg_16_24,M_Mnfg_25_34,M_Mnfg_35_39,M_Mnfg_40,M_Mnfg_41_48,M_Mnfg_49over,M_Mnfg_hours_NS,M_Mnfg_Tot,M_EGW_WS_0,M_EGW_WS_1_15,M_EGW_WS_16_24,M_EGW_WS_25_34,M_EGW_WS_35_39,M_EGW_WS_40,M_EGW_WS_41_48,M_EGW_WS_49over,M_EGW_WS_hours_NS,M_EGW_WS_Tot,M_Cnstn_0,M_Cnstn_1_15,M_Cnstn_16_24,M_Cnstn_25_34,M_Cnstn_35_39,M_Cnstn_40,M_Cnstn_41_48,M_Cnstn_49over,M_Cnstn_hours_NS,M_Cnstn_Tot,M_WTrade_0,M_WTrade_1_15,M_WTrade_16_24,M_WTrade_25_34,M_WTrade_35_39,M_WTrade_40,M_WTrade_41_48,M_WTrade_49over,M_WTrade_hours_NS,M_WTrade_Tot,M_RTrade_0,M_RTrade_1_15,M_RTrade_16_24,M_RTrade_25_34,M_RTrade_35_39,M_RTrade_40,M_RTrade_41_48,M_RTrade_49over,M_RTrade_hours_NS,M_RTrade_Tot,M_AccomFoodS_0,M_AccomFoodS_1_15,M_AccomFoodS_16_24,M_AccomFoodS_25_34,M_AccomFoodS_35_39,M_AccomFoodS_40,M_AccomFoodS_41_48,M_AccomFoodS_49over,M_AccomFoodS_hours_NS,M_AccomFoodS_Tot,M_TransPostWhse_0,M_TransPostWhse_1_15,M_TransPostWhse_16_24,M_TransPostWhse_25_34,M_TransPostWhse_35_39,M_TransPostWhse_40,M_TransPostWhse_41_48,M_TransPostWhse_49over,M_TransPostWhse_hours_NS,M_TransPostWhse_Tot,M_InfoMedTelecom_0,M_InfoMedTelecom_1_15,M_InfoMedTelecom_16_24,M_InfoMedTelecom_25_34,M_InfoMedTelecom_35_39,M_InfoMedTelecom_40,M_InfoMedTelecom_41_48,M_InfoMedTelecom_49over,M_InfoMedTelecom_hours_NS,M_InfoMedTelecom_Tot,M_FinInsurS_0,M_FinInsurS_1_15,M_FinInsurS_16_24,M_FinInsurS_25_34,M_FinInsurS_35_39,M_FinInsurS_40,M_FinInsurS_41_48,M_FinInsurS_49over,M_FinInsurS_hours_NS,M_FinInsurS_Tot,M_RentHirREserv_0,M_RentHirREserv_1_15,M_RentHirREserv_16_24,M_RentHirREserv_25_34,M_RentHirREserv_35_39,M_RentHirREserv_40,M_RentHirREserv_41_48,M_RentHirREserv_49over,M_RentHirREserv_hours_NS,M_RentHirREserv_Tot,M_ProScieTechServ_0,M_ProScieTechServ_1_15,M_ProScieTechServ_16_24,M_ProScieTechServ_25_34,M_ProScieTechServ_35_39,M_ProScieTechServ_40,M_ProScieTechServ_41_48,M_ProScieTechServ_49over,M_ProScieTechServ_hours_NS,M_ProScieTechServ_Tot,M_AdminSupServ_0,M_AdminSupServ_1_15,M_AdminSupServ_16_24,M_AdminSupServ_25_34,M_AdminSupServ_35_39,M_AdminSupServ_40,M_AdminSupServ_41_48,M_AdminSupServ_49over,M_AdminSupServ_hours_NS,M_AdminSupServ_Tot,M_PubAdmiSafety_0,M_PubAdmiSafety_1_15,M_PubAdmiSafety_16_24,M_PubAdmiSafety_25_34,M_PubAdmiSafety_35_39,M_PubAdmiSafety_40,M_PubAdmiSafety_41_48,M_PubAdmiSafety_49over,M_PubAdmiSafety_hours_NS,M_PubAdmiSafety_Tot,M_EducTrain_0,M_EducTrain_1_15,M_EducTrain_16_24,M_EducTrain_25_34,M_EducTrain_35_39,M_EducTrain_40,M_EducTrain_41_48,M_EducTrain_49over,M_EducTrain_hours_NS,M_EducTrain_Tot,M_HealthCareSocA_0,M_HealthCareSocA_1_15,M_HealthCareSocA_16_24,M_HealthCareSocA_25_34,M_HealthCareSocA_35_39,M_HealthCareSocA_40,M_HealthCareSocA_41_48,M_HealthCareSocA_49over,M_HealthCareSocA_hours_NS,M_HealthCareSocA_Tot,M_ArtRecServ_0,M_ArtRecServ_1_15,M_ArtRecServ_16_24,M_ArtRecServ_25_34,M_ArtRecServ_35_39,M_ArtRecServ_40,M_ArtRecServ_41_48,M_ArtRecServ_49over,M_ArtRecServ_hours_NS,M_ArtRecServ_Tot,M_OthServ_0,M_OthServ_1_15,M_OthServ_16_24,M_OthServ_25_34,M_OthServ_35_39,M_OthServ_40,M_OthServ_41_48,M_OthServ_49over,M_OthServ_hours_NS,M_OthServ_Tot,M_ID_NS_0,M_ID_NS_1_15,M_ID_NS_16_24,M_ID_NS_25_34,M_ID_NS_35_39,M_ID_NS_40,M_ID_NS_41_48,M_ID_NS_49over,M_ID_NS_hours_NS,M_ID_NS_Tot
107041148,0,0,0,3,3,0,0,3,0,17,9,0,0,0,29,20,16,29,0,104,3,3,6,8,25,40,24,48,0,162,0,0,0,0,12,9,3,7,0,34,10,16,14,28,51,131,36,116,0,410,3,3,0,3,7,23,10,23,0,67,0,31,13,8,11,24,15,18,0,112,0,44,15,10,3,6,7,25,0,106,3,7,8,12,31,43,20,43,0,167,3,3,5,3,10,26,7,11,0,69,0,3,0,0,19,38,18,19,0,100,0,4,0,5,5,19,4,11,0,48,4,21,18,21,35,75,28,88,0,297,3,8,3,11,4,12,6,15,0,64,14,20,7,15,78,43,54,30,0,258,14,42,31,25,55,61,27,62,3,321,12,7,13,16,33,48,21,46,3,207,4,22,5,0,9,16,3,17,0,76,4,4,8,4,15,15,11,15,0,72,3,5,6,14,13,18,12,17,16,100
107041150,3,0,0,0,0,5,0,7,0,15,11,0,4,4,94,35,44,42,0,238,5,12,9,11,80,85,74,75,0,356,3,0,0,0,24,23,10,16,0,80,11,31,33,47,98,236,112,168,14,755,4,3,3,3,11,33,23,34,0,123,5,58,19,16,42,49,30,50,0,273,4,86,17,23,23,23,16,24,0,226,11,19,19,29,61,61,54,81,6,333,0,3,0,0,11,32,16,20,0,76,3,0,5,8,36,53,26,35,0,165,0,0,3,0,5,17,7,15,0,51,4,17,14,20,47,77,46,79,0,306,5,16,8,8,26,22,6,25,3,109,15,17,11,16,145,84,103,60,4,450,9,32,21,24,65,78,45,75,3,356,14,18,26,31,71,66,31,49,0,315,0,17,4,9,10,16,8,15,3,82,3,11,14,8,23,43,16,37,0,152,6,11,12,7,24,34,12,32,37,183
107041548,0,0,0,3,0,0,0,3,0,9,9,3,0,0,16,16,19,22,0,92,8,4,6,6,58,58,47,45,0,232,0,0,3,0,15,10,3,4,0,40,7,12,11,31,44,110,52,82,5,367,3,4,7,3,25,19,9,14,0,83,4,46,47,24,52,38,17,39,0,266,7,101,49,45,45,31,20,65,3,359,4,9,11,15,32,30,20,27,0,147,3,3,5,3,8,19,9,4,0,55,3,6,6,6,40,38,15,20,0,141,0,3,4,6,13,17,9,10,0,62,5,20,17,18,57,73,37,66,0,297,0,15,3,6,20,12,5,12,0,78,14,13,12,17,84,40,33,26,3,237,3,67,16,25,68,70,32,43,3,327,10,14,13,19,58,58,36,49,0,262,3,12,7,11,7,9,6,7,0,60,0,4,3,7,24,25,14,19,0,101,0,13,8,9,24,16,11,14,27,121
107041549,0,0,0,0,0,3,0,0,0,12,3,0,0,3,29,23,19,21,0,95,4,13,9,14,71,59,52,52,0,279,0,4,0,0,9,10,3,18,0,42,10,17,21,35,77,133,53,69,5,420,3,7,9,3,22,15,15,18,0,93,11,82,62,40,53,40,17,38,9,337,17,103,76,42,31,42,13,39,7,362,4,12,21,19,42,28,28,37,3,198,0,3,12,5,10,19,10,6,0,72,3,3,5,5,40,36,19,8,3,123,0,4,5,4,4,9,10,17,0,48,8,21,27,21,54,85,30,59,3,303,0,10,23,7,27,19,8,11,0,105,6,11,20,15,82,49,43,23,0,245,7,61,25,24,85,54,28,33,4,329,19,21,35,50,74,86,21,41,3,355,0,10,9,11,7,0,4,4,0,57,3,9,9,13,26,36,13,26,0,132,0,18,14,12,15,40,5,22,41,177
108011151,3,12,14,7,13,20,10,65,0,153,6,0,0,3,4,4,6,11,0,38,0,5,3,8,39,22,17,19,3,121,3,3,0,0,7,3,3,8,0,26,4,6,9,16,20,41,24,38,0,164,3,0,0,3,0,4,0,5,0,17,0,7,0,6,8,6,6,18,0,54,0,7,3,5,7,5,0,13,0,38,4,3,9,8,3,9,3,33,0,80,0,0,0,0,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,3,3,0,6,0,0,0,0,7,5,3,5,0,27,0,0,0,3,4,9,3,0,3,26,0,0,0,0,24,13,11,6,0,57,0,4,3,7,0,3,3,3,0,19,4,3,4,8,4,11,3,0,0,39,0,0,0,0,5,0,3,3,0,17,0,3,4,0,7,7,7,9,0,31,3,3,3,0,15,13,4,6,10,58
108011152,5,0,3,4,12,6,4,19,0,59,3,0,0,0,0,0,5,10,0,19,3,6,4,3,25,18,11,14,0,90,4,0,0,0,21,11,10,11,4,60,11,34,32,30,50,122,38,94,9,406,0,0,3,3,5,9,8,0,0,25,9,69,24,32,46,48,31,38,0,290,13,73,33,29,55,31,16,40,3,287,5,5,18,3,15,12,8,20,0,85,0,3,0,0,3,0,4,0,0,15,0,3,0,0,0,16,9,3,3,32,0,3,3,0,8,12,0,15,0,42,4,7,8,5,12,15,9,24,0,80,4,20,15,18,10,11,3,10,5,85,7,8,10,7,45,13,24,14,3,115,4,9,11,18,18,22,8,17,0,105,3,10,28,28,22,24,9,23,3,157,3,9,3,4,7,3,0,3,0,32,5,8,9,3,20,28,10,28,0,110,0,5,7,5,21,14,7,6,21,84
108011153,4,3,3,8,3,9,3,18,0,55,0,0,0,0,0,4,4,5,0,16,0,11,4,0,12,15,9,9,0,57,3,0,0,0,9,10,7,0,0,30,9,26,24,43,33,58,26,51,8,277,0,0,0,0,5,7,0,4,0,24,4,14,9,11,22,14,3,19,3,93,4,11,8,13,10,9,0,10,3,76,5,0,6,7,3,8,8,7,3,45,0,0,0,3,3,0,0,3,0,11,4,0,5,3,0,3,0,0,0,8,0,3,0,0,5,9,0,6,0,22,0,3,0,3,5,11,3,9,0,42,3,11,5,8,3,9,0,3,3,46,3,3,5,0,21,9,5,0,0,48,0,7,6,4,4,3,8,8,0,35,3,7,13,15,6,9,0,7,0,62,0,7,0,3,0,7,0,0,0,21,0,4,3,6,9,10,3,7,0,34,0,10,3,3,4,13,5,3,12,62
108011154,3,3,0,10,5,7,9,8,0,47,0,0,0,0,0,3,4,6,0,14,0,3,0,6,6,11,3,8,0,35,0,0,0,0,6,3,5,4,0,21,3,13,12,21,23,44,5,19,0,148,0,0,0,0,0,0,0,9,0,9,9,17,13,7,20,7,8,10,4,101,3,19,14,21,13,11,5,19,3,110,8,5,8,10,10,4,3,10,0,52,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,4,0,3,0,0,3,0,0,0,0,13,0,0,0,3,4,0,4,6,0,26,0,11,6,5,4,4,0,8,0,31,3,0,0,3,12,12,6,4,0,42,4,5,0,4,5,4,3,4,0,31,3,4,3,10,11,14,0,8,0,49,0,4,0,0,3,0,0,0,3,10,0,7,0,4,6,9,4,3,0,32,0,3,3,4,9,6,3,0,20,41
108021155,8,10,12,7,12,7,9,20,3,87,0,0,0,0,3,3,0,4,0,13,8,12,10,29,76,25,34,33,0,227,0,0,0,0,19,7,8,3,0,37,5,14,25,23,72,82,32,82,7,342,0,7,3,0,11,7,11,17,3,60,6,44,28,26,88,34,25,29,4,287,4,61,18,16,22,12,4,12,0,165,4,13,25,17,33,18,15,39,6,178,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,5,0,3,0,16,0,3,0,0,3,6,0,5,0,19,3,0,3,4,8,12,6,17,0,52,3,11,14,16,19,12,0,3,0,79,10,3,10,13,80,39,20,20,7,198,5,10,0,19,17,20,12,13,0,99,6,7,16,35,37,29,15,14,3,166,0,4,3,0,0,0,3,0,0,16,3,5,11,8,26,20,10,25,3,113,6,9,0,9,17,20,12,11,38,110
108021156,8,27,26,30,27,38,11,99,5,277,3,0,0,0,0,3,0,3,0,14,4,3,11,12,41,26,36,20,3,160,0,0,0,0,12,10,3,5,0,34,10,18,32,31,49,52,33,77,7,302,0,0,4,0,3,4,4,5,0,26,6,23,14,17,26,16,12,20,9,145,4,30,13,8,20,11,9,13,3,118,5,9,12,4,28,18,9,24,4,119,0,0,0,0,0,4,0,0,0,8,0,0,3,0,3,3,0,0,0,8,0,0,0,0,0,0,5,7,0,11,3,3,4,5,5,10,3,13,3,51,3,9,9,13,9,4,0,12,6,49,7,6,9,7,33,14,17,4,0,95,12,15,9,14,13,20,9,16,0,97,0,8,19,13,10,15,9,12,0,85,0,3,0,3,4,3,0,0,0,14,4,3,4,8,12,9,3,8,0,53,4,6,9,4,10,6,5,16,36,97
108021157,0,0,10,0,3,3,3,7,0,27,0,0,0,0,0,0,0,3,0,9,3,3,9,5,28,13,6,10,0,74,4,0,0,0,3,3,0,0,0,10,8,15,26,17,20,37,21,61,0,200,3,3,0,0,10,6,5,3,0,28,3,11,6,11,18,7,9,8,0,71,0,11,9,9,14,6,6,8,4,67,4,0,0,6,4,13,4,10,0,47,0,0,0,0,4,3,0,0,0,13,0,3,0,0,3,0,0,0,0,7,0,0,0,0,0,0,0,6,0,10,0,0,0,0,3,3,7,11,0,29,0,6,4,7,3,3,0,0,0,28,3,0,3,4,31,9,5,3,0,64,4,0,3,7,8,6,4,7,0,44,4,3,7,3,15,9,4,4,0,51,0,0,0,0,3,0,0,0,0,6,0,0,0,3,6,6,0,4,0,27,0,0,4,0,6,4,3,0,4,28
108021158,0,4,0,6,3,7,0,7,0,29,0,0,0,0,0,0,0,3,0,7,3,0,0,4,22,12,7,10,4,63,0,0,0,0,5,0,0,3,0,7,7,13,22,19,18,39,16,52,3,184,0,0,0,3,0,0,0,0,0,4,3,11,11,12,30,3,8,17,3,105,4,34,14,13,7,10,3,13,0,94,3,4,6,7,10,4,3,9,0,45,0,4,0,0,3,0,0,0,0,12,0,0,3,0,5,0,0,3,0,6,0,3,3,0,0,4,0,0,0,11,0,3,0,3,5,7,3,9,3,33,0,8,3,3,10,9,3,0,0,38,3,4,8,0,18,9,0,9,0,48,0,5,4,11,6,12,5,9,0,50,4,4,10,15,17,8,3,7,0,68,0,4,0,0,0,0,0,0,0,8,3,6,0,0,3,8,10,3,0,36,0,7,3,3,8,0,0,5,16,44
108021159,3,21,18,23,19,25,18,79,5,213,0,0,0,0,0,0,3,3,0,8,5,8,10,9,31,30,11,16,3,124,0,0,0,0,3,3,0,0,0,10,17,26,24,29,42,70,13,85,12,312,0,0,3,3,9,10,3,8,0,28,4,19,7,13,24,10,12,17,0,110,0,17,9,9,12,3,3,5,0,56,0,4,15,12,12,6,9,23,3,74,0,0,0,0,3,0,0,3,0,12,0,0,0,0,3,0,0,0,0,5,0,0,0,0,3,3,0,3,0,10,0,11,6,6,6,8,3,14,3,53,5,8,13,3,3,3,0,5,0,43,6,4,0,5,31,7,5,7,3,77,3,9,17,19,8,14,5,16,0,76,8,9,8,22,23,8,5,12,3,97,0,3,0,3,0,3,0,0,0,14,0,4,6,3,12,10,4,10,0,65,0,7,3,3,5,3,0,11,13,56
108021160,0,7,7,0,0,8,0,10,0,28,0,0,0,0,0,0,0,5,0,6,4,0,0,6,13,17,13,10,0,62,0,0,0,0,3,0,0,0,0,9,9,5,19,19,26,42,9,30,3,167,0,3,0,0,3,4,0,0,0,11,5,18,3,9,13,7,5,13,0,82,7,11,9,10,12,8,0,15,0,73,3,4,3,5,3,10,5,14,0,47,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,7,3,0,0,0,0,3,4,0,0,16,0,3,3,3,7,0,0,5,0,23,0,4,5,5,3,6,3,4,0,35,4,3,4,4,27,23,8,5,0,74,4,4,0,4,8,4,8,3,0,34,0,0,4,0,3,8,5,7,0,39,0,0,0,0,3,6,0,3,0,17,0,3,0,0,3,3,5,9,0,23,5,3,3,4,3,3,0,7,6,36
108031161,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3,7,5,4,4,0,4,0,11,0,38,0,4,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,7,9,9,3,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,3,12
108041162,9,7,4,13,12,25,15,37,3,119,0,0,3,0,0,3,6,19,0,35,3,7,12,12,69,33,15,32,4,182,7,0,0,3,24,20,6,11,0,76,13,43,54,53,82,182,63,135,4,630,3,3,3,5,14,14,16,23,0,78,13,40,32,20,49,38,18,30,4,241,10,42,20,31,22,16,16,27,8,198,11,16,20,19,29,13,20,46,3,176,0,4,0,0,3,4,0,3,0,21,0,0,0,0,3,8,0,10,0,27,0,0,3,0,3,6,0,9,0,33,0,10,8,13,4,23,8,24,0,93,8,23,14,14,14,23,4,6,4,104,5,10,3,10,49,32,30,8,0,154,6,15,20,14,30,27,18,33,0,168,3,17,24,29,43,34,9,11,4,169,0,4,3,3,8,6,0,4,0,31,0,11,9,5,27,35,8,24,0,117,9,11,3,10,17,16,11,17,25,118
108041163,3,3,8,3,8,3,14,7,0,45,8,0,0,0,3,4,4,9,0,28,8,14,7,19,70,58,24,52,5,255,4,3,5,22,73,85,38,41,0,270,25,33,56,87,150,290,132,264,12,1057,0,8,3,12,20,26,30,21,3,120,13,104,39,63,113,98,44,99,0,569,13,139,51,80,64,55,34,75,7,511,12,29,27,39,39,36,24,71,3,280,3,4,0,4,12,15,6,11,0,67,3,3,4,6,21,40,18,31,3,125,0,12,0,0,15,12,11,39,0,92,7,21,11,21,35,63,21,86,3,271,3,35,22,37,29,34,15,21,0,197,16,17,6,24,138,82,47,45,6,380,15,29,18,44,90,98,39,69,3,403,15,35,36,106,131,133,52,78,4,585,0,28,6,6,12,10,12,13,0,94,4,13,10,16,49,44,28,43,0,212,6,19,9,17,24,27,19,23,47,189
108041164,0,5,5,3,5,3,0,8,0,31,3,0,0,0,3,3,0,12,0,22,3,7,12,7,36,36,20,36,0,161,6,0,0,6,46,49,18,19,0,145,20,15,26,37,77,145,54,122,4,496,3,4,10,3,19,16,18,18,0,92,9,42,23,44,78,54,34,59,3,347,13,53,22,49,42,25,21,43,0,264,8,18,16,14,17,24,13,50,0,173,0,4,0,0,11,3,3,8,0,29,0,0,3,4,14,13,6,13,0,50,0,10,4,7,12,12,7,24,0,74,4,14,5,18,15,19,6,34,0,116,3,18,11,16,21,25,3,10,0,113,14,8,8,15,57,25,16,22,3,162,3,11,15,5,35,17,21,19,0,129,4,22,31,55,47,62,19,24,0,263,3,9,0,3,3,9,3,9,0,48,3,7,5,3,33,25,15,39,0,133,3,10,6,10,27,14,9,19,27,128
108041165,3,19,8,22,23,36,12,112,10,243,3,0,0,0,0,0,0,0,0,13,0,9,8,3,26,8,9,23,0,80,0,0,0,0,9,4,0,8,0,26,6,10,16,9,43,59,21,45,6,229,3,0,0,0,9,3,0,8,0,27,0,8,6,4,18,11,7,16,3,72,5,4,6,7,10,5,3,10,3,50,0,10,5,7,5,16,6,26,0,81,0,0,0,0,3,0,0,0,0,8,0,0,0,0,3,0,0,3,0,10,0,0,0,0,0,3,0,6,0,18,3,0,0,8,3,13,8,14,0,44,0,3,3,5,8,3,7,0,0,30,7,0,4,0,27,8,3,10,0,61,0,13,3,3,9,14,3,4,0,52,3,3,10,8,9,4,9,4,3,59,0,3,0,0,4,0,0,0,0,12,0,0,3,0,6,24,7,9,0,60,0,3,0,6,7,18,3,14,9,56
108041166,4,4,6,6,21,17,5,33,3,101,3,3,0,0,5,7,9,13,0,34,0,4,9,7,57,26,28,19,0,158,0,0,3,0,23,20,5,13,0,60,14,20,27,22,59,112,42,99,8,407,3,5,3,4,29,18,13,26,0,92,0,29,22,28,44,21,19,34,3,193,6,21,3,15,18,6,0,19,0,97,7,7,16,12,23,18,14,54,4,170,0,0,0,0,3,0,3,3,0,16,0,0,0,3,3,7,0,7,0,28,0,0,3,0,6,0,3,7,0,25,0,9,3,4,8,15,4,17,0,58,4,11,5,15,7,13,3,4,0,73,4,3,3,10,44,33,24,17,0,134,0,10,3,16,16,17,7,16,3,91,9,10,14,22,33,25,15,20,0,142,0,7,0,3,7,4,3,4,0,26,3,8,10,10,34,39,22,17,0,133,4,7,0,4,21,14,9,21,24,108
108051167,8,26,19,22,18,23,11,88,7,215,10,3,0,4,8,8,12,34,0,80,0,5,4,6,29,24,6,14,0,87,0,0,0,0,0,6,4,0,0,16,3,11,13,11,17,29,11,25,6,121,0,0,0,0,3,5,0,3,0,17,0,19,10,8,10,8,10,14,0,65,3,9,0,4,4,3,3,9,0,43,5,6,9,4,7,7,3,19,0,56,0,0,0,0,0,4,0,0,0,7,0,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,7,0,10,0,0,0,3,0,6,0,4,0,17,0,0,3,3,8,0,3,3,0,18,3,5,3,4,34,4,7,10,0,73,0,3,4,0,3,11,3,11,0,39,0,0,8,5,3,4,7,4,0,31,0,3,0,0,6,0,0,0,0,17,0,4,3,3,12,5,9,8,0,42,0,0,3,3,5,10,3,7,7,44
108051168,3,9,6,8,6,11,3,29,0,76,3,0,0,0,6,5,3,13,0,30,12,5,3,12,28,20,15,27,3,129,0,0,0,5,21,14,5,8,0,54,18,15,50,39,51,107,16,68,6,370,4,0,0,3,5,4,9,10,0,36,8,44,16,19,29,25,28,31,5,197,0,42,22,17,18,5,5,17,0,130,6,7,5,5,16,21,5,25,0,91,0,4,3,0,0,8,0,3,0,19,0,4,0,0,5,8,0,8,0,25,0,4,3,0,4,7,7,8,0,36,4,10,11,12,11,25,4,27,0,94,3,11,3,4,11,9,3,3,0,48,3,7,3,5,48,17,31,9,0,124,8,14,11,13,32,21,9,12,3,131,3,9,9,23,50,44,8,16,3,175,0,4,7,0,6,3,3,3,0,32,0,4,10,0,15,17,9,15,0,64,3,5,6,3,13,9,3,7,13,56
108051169,10,4,3,10,10,22,8,29,0,98,0,0,0,0,0,0,0,17,3,21,43,7,18,14,75,70,62,55,8,356,0,0,0,3,28,19,10,18,0,82,11,21,28,40,72,125,52,82,5,432,3,5,3,7,18,18,16,24,0,88,18,60,45,43,113,59,49,60,7,455,8,85,28,26,44,14,10,34,3,245,15,27,18,27,34,34,30,61,3,254,3,5,3,3,4,12,6,3,0,37,0,5,0,0,12,11,7,9,0,45,0,3,0,3,5,13,11,7,0,44,0,15,3,6,12,11,4,18,0,79,4,25,19,24,24,22,5,11,0,134,10,8,5,9,52,21,15,13,5,131,6,10,9,16,31,26,15,24,4,138,11,23,26,55,70,61,21,44,7,320,0,8,6,3,6,3,0,3,0,36,3,11,16,7,47,51,23,35,0,185,8,14,6,24,39,25,17,14,29,172
108051170,8,24,21,27,21,43,29,162,11,343,0,0,3,3,5,4,8,29,0,47,21,5,9,11,37,36,19,28,3,176,3,0,0,3,16,17,4,0,0,46,19,28,29,36,45,95,39,73,9,368,6,4,5,3,15,7,4,11,0,59,5,30,21,21,29,25,12,28,0,174,0,38,5,21,12,12,6,14,0,120,8,15,12,14,12,21,11,52,3,138,0,3,3,0,3,8,0,3,0,21,0,0,4,3,3,8,0,3,0,17,0,3,0,0,0,4,3,9,0,19,0,7,3,11,15,17,6,19,0,78,7,11,7,15,11,7,5,9,0,78,0,4,4,3,46,12,11,5,0,95,4,17,13,9,11,12,10,13,0,83,8,11,22,11,21,16,8,15,0,110,3,3,0,4,3,6,3,4,3,24,0,0,8,6,17,24,8,20,0,85,5,4,8,8,10,18,9,12,32,108
108051171,0,5,3,7,5,3,7,13,0,51,4,0,0,0,0,0,0,4,0,10,42,3,10,8,33,36,20,19,4,169,0,0,0,0,6,8,3,7,0,33,7,3,13,9,29,32,16,21,4,139,10,3,0,0,11,5,8,4,0,41,0,14,12,13,12,12,10,12,3,88,0,13,3,10,3,3,4,3,3,46,0,4,5,5,5,11,11,27,0,76,0,0,0,0,3,0,0,0,0,4,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,4,0,3,3,0,3,4,0,0,0,17,3,3,3,0,8,11,0,0,0,32,0,0,0,0,14,5,3,3,0,35,3,3,6,4,8,5,0,7,0,42,0,4,9,13,21,11,3,3,0,66,0,3,0,0,4,0,0,0,0,11,0,3,0,5,11,18,4,7,0,50,3,4,0,3,10,11,3,3,14,49
109011172,0,9,3,5,12,7,13,28,0,76,0,0,0,0,5,3,0,13,0,21,13,6,9,21,95,147,97,109,4,501,0,0,0,4,12,20,5,14,0,52,11,10,14,21,92,184,98,148,7,580,3,5,4,6,24,29,29,38,0,142,8,72,29,31,52,44,45,59,3,338,3,91,22,23,42,22,27,43,3,274,9,10,16,19,36,40,23,79,3,236,0,7,3,0,19,13,8,7,0,54,3,0,0,3,10,21,7,17,0,62,3,6,3,0,3,6,7,17,0,48,3,13,3,9,33,45,23,39,3,170,5,7,6,10,24,24,3,15,0,95,8,9,7,15,84,87,45,61,3,315,3,13,9,10,54,47,37,47,3,231,6,12,16,28,60,44,19,38,3,223,3,4,8,4,8,7,7,7,0,42,0,8,12,4,28,36,24,44,0,158,3,8,3,3,25,35,17,25,26,140
109011173,0,0,4,0,11,8,6,5,0,41,0,0,0,0,0,0,0,5,0,4,4,4,8,18,78,93,69,49,3,331,0,0,0,0,4,4,3,5,0,28,16,13,6,25,60,114,56,78,5,374,0,0,0,4,15,15,11,15,0,64,3,36,20,15,50,34,23,23,3,209,8,34,14,18,21,14,11,16,0,134,9,6,9,14,34,30,18,42,3,165,0,0,0,3,6,3,3,3,0,20,0,0,0,0,8,5,4,3,0,28,0,4,0,0,3,3,3,6,0,17,0,0,0,8,15,21,7,23,0,81,0,6,0,6,16,12,11,8,0,64,3,8,4,12,44,18,31,10,0,139,0,13,8,8,16,17,7,27,0,95,0,3,7,25,31,16,10,11,0,107,0,3,0,0,3,4,6,4,0,23,3,10,5,5,19,23,22,30,0,124,3,6,3,7,15,23,10,20,23,115
109011174,0,6,0,4,3,8,5,14,0,51,0,0,0,0,0,0,0,3,0,3,3,10,12,16,50,65,54,61,3,273,0,0,0,0,5,5,5,0,0,21,3,12,19,22,64,93,41,74,0,333,0,8,3,3,14,20,8,20,0,63,14,21,14,24,44,25,31,28,4,210,8,37,13,16,26,32,26,32,4,193,5,5,5,7,23,16,17,28,0,109,0,3,0,3,7,9,8,3,3,44,0,3,0,4,5,19,6,9,0,51,3,3,0,0,9,6,3,19,0,44,0,9,7,16,24,30,19,43,0,152,0,5,10,8,4,12,3,13,4,59,8,0,0,12,58,34,27,24,0,171,7,8,13,14,29,30,16,36,3,157,3,9,15,22,33,44,18,36,3,188,3,0,0,0,4,4,0,5,0,19,0,4,0,4,15,12,14,14,0,64,5,14,7,3,17,21,4,18,15,102
