SA2_MAINCODE_2016,Buddhism_M,Buddhism_F,Buddhism_P,Christianity_Anglican_M,Christianity_Anglican_F,Christianity_Anglican_P,Christianity_Asyrin_Apstlic_M,Christianity_Asyrin_Apstlic_F,Christianity_Asyrin_Apstlic_P,Christianity_Baptist_M,Christianity_Baptist_F,Christianity_Baptist_P,Christianity_Brethren_M,Christianity_Brethren_F,Christianity_Brethren_P,Christianity_Catholic_M,Christianity_Catholic_F,Christianity_Catholic_P,Christianity_Church_Christ_M,Christianity_Church_Christ_F,Christianity_Church_Christ_P,Christianity_Eastrn_Orthdox_M,Christianity_Eastrn_Orthdox_F,Christianity_Eastrn_Orthdox_P,Christinty_Jehvahs_Witnses_M,Christinty_Jehvahs_Witnses_F,Christinty_Jehvahs_Witnses_P,Christianity_Lattr_day_Snts_M,Christianity_Lattr_day_Snts_F,Christianity_Lattr_day_Snts_P,Christianity_Lutheran_M,Christianity_Lutheran_F,Christianity_Lutheran_P,Christianity_Orintal_Orthdx_M,Christianity_Orintal_Orthdx_F,Christianity_Orintal_Orthdx_P,Christianity_Othr_Protestnt_M,Christianity_Othr_Protestnt_F,Christianity_Othr_Protestnt_P,Christianity_Pentecostal_M,Christianity_Pentecostal_F,Christianity_Pentecostal_P,Christinty_Prsbytrin_Refrmd_M,Christinty_Prsbytrin_Refrmd_F,Christinty_Prsbytrin_Refrmd_P,Christianity_Salvation_Army_M,Christianity_Salvation_Army_F,Christianity_Salvation_Army_P,Christnty_Sevnth_dy_Advntst_M,Christnty_Sevnth_dy_Advntst_F,Christnty_Sevnth_dy_Advntst_P,Christianity_Uniting_Church_M,Christianity_Uniting_Church_F,Christianity_Uniting_Church_P,Christianity_Christian_nfd_M,Christianity_Christian_nfd_F,Christianity_Christian_nfd_P,Christianity_Othr_Christian_M,Christianity_Othr_Christian_F,Christianity_Othr_Christian_P,Christianity_Tot_M,Christianity_Tot_F,Christianity_Tot_P,Hinduism_M,Hinduism_F,Hinduism_P,Islam_M,Islam_F,Islam_P,Judaism_M,Judaism_F,Judaism_P,Othr_Rel_Aust_Abor_Trad_Rel_M,Othr_Rel_Aust_Abor_Trad_Rel_F,Othr_Rel_Aust_Abor_Trad_Rel_P,Othr_Rel_Sikhism_M,Othr_Rel_Sikhism_F,Othr_Rel_Sikhism_P,Othr_Reln_Other_reln_groups_M,Othr_Reln_Other_reln_groups_F,Othr_Reln_Other_reln_groups_P,Other_Religions_Tot_M,Other_Religions_Tot_F,Other_Religions_Tot_P,SB_OSB_NRA_NR_M,SB_OSB_NRA_NR_F,SB_OSB_NRA_NR_P,SB_OSB_NRA_SB_M,SB_OSB_NRA_SB_F,SB_OSB_NRA_SB_P,SB_OSB_NRA_OSB_M,SB_OSB_NRA_OSB_F,SB_OSB_NRA_OSB_P,SB_OSB_NRA_Tot_M,SB_OSB_NRA_Tot_F,SB_OSB_NRA_Tot_P,Religious_affiliation_ns_M,Religious_affiliation_ns_F,Religious_affiliation_ns_P,Tot_M,Tot_F,Tot_P
118011343,117,171,292,1424,1869,3295,3,4,3,19,25,49,0,0,0,1990,2547,4535,0,3,3,324,402,727,6,10,17,0,0,3,27,40,65,7,3,7,27,27,47,32,53,78,211,223,427,0,4,4,11,9,19,102,147,248,109,139,245,9,5,13,4280,5510,9795,51,58,110,47,50,95,1790,1987,3778,4,0,4,9,9,17,23,31,54,29,40,74,3640,3547,7184,63,31,92,17,27,48,3725,3602,7323,1582,1814,3403,11629,13244,24868
118011344,38,69,113,292,318,609,0,0,0,4,9,14,0,0,0,703,825,1534,0,0,0,164,193,357,6,5,11,0,3,3,4,14,13,0,3,3,6,16,26,9,9,19,41,52,92,0,0,0,0,0,3,29,37,68,35,49,86,0,0,3,1311,1542,2853,18,22,40,27,24,53,2049,2204,4249,0,0,0,0,3,5,11,20,34,12,23,34,1135,1114,2252,13,6,17,8,21,31,1157,1143,2300,571,618,1190,5180,5647,10829
118011345,80,135,213,854,1110,1968,0,0,0,10,28,35,0,0,0,1388,1742,3121,0,0,3,175,188,363,8,21,27,4,0,8,18,27,46,3,3,5,15,17,33,23,32,57,122,117,234,0,3,3,5,4,6,73,103,178,52,97,154,3,4,12,2751,3497,6247,37,39,78,26,32,53,187,192,378,3,0,0,0,3,3,9,25,35,17,25,44,3040,2942,5982,49,26,73,18,18,34,3106,2986,6093,1002,1068,2067,7203,7969,15170
118011346,54,92,146,694,857,1551,0,0,0,15,13,21,0,0,0,991,1370,2363,0,0,0,264,339,604,7,3,13,0,0,0,17,27,41,6,3,13,8,6,15,20,24,36,100,87,184,7,3,3,0,3,3,43,58,98,51,65,110,4,5,6,2215,2847,5067,23,34,55,26,32,58,1205,1218,2423,0,0,0,3,3,5,17,13,30,15,11,34,1367,1382,2747,21,15,33,14,14,28,1401,1413,2805,593,669,1258,5532,6312,11840
118011347,37,55,93,544,660,1202,0,0,0,4,11,16,0,0,0,661,840,1502,3,0,3,68,89,160,0,0,0,0,0,0,3,13,16,0,3,3,5,9,14,10,11,18,55,77,131,0,4,4,3,3,7,46,52,101,37,46,84,0,0,3,1445,1830,3272,25,27,53,10,6,18,270,345,616,0,0,0,3,3,5,7,13,17,9,12,19,1205,1300,2500,22,20,37,9,16,19,1230,1326,2557,464,580,1045,3487,4195,7685
118021348,140,202,341,1150,1500,2654,3,3,7,46,35,74,0,0,0,3159,3612,6770,0,3,0,483,576,1057,16,15,29,0,3,3,38,31,72,25,29,50,26,36,57,55,75,126,140,170,311,3,4,5,11,6,15,116,166,278,108,166,276,14,5,18,5385,6436,11823,53,79,130,76,85,162,409,431,834,0,0,5,5,3,11,28,29,56,32,41,70,4317,4478,8796,63,70,131,18,29,49,4397,4576,8973,1542,1578,3119,12028,13419,25452
118021350,197,263,456,1319,1528,2848,26,25,51,84,112,202,0,3,4,3679,4062,7745,0,6,6,536,605,1142,15,18,34,20,21,35,28,24,54,35,43,75,44,42,86,72,101,170,167,185,352,3,4,3,7,7,19,111,102,213,160,213,378,5,3,11,6313,7109,13425,69,79,143,188,136,322,289,330,616,12,5,21,17,24,35,28,25,54,54,53,110,2679,2293,4975,34,21,55,10,11,20,2725,2325,5055,2711,1202,3908,12545,11493,24036
118021564,314,395,710,440,511,954,0,0,4,39,60,103,0,0,0,1491,1534,3023,3,0,3,369,371,743,3,4,8,3,4,9,12,10,26,17,19,34,34,44,78,37,78,117,108,142,251,3,0,3,3,5,10,61,74,127,100,151,256,3,0,0,2736,3004,5737,189,143,329,267,234,497,157,186,341,0,3,5,12,8,24,21,22,45,33,37,68,2949,2572,5516,20,17,44,4,5,10,2974,2592,5567,804,818,1623,7476,7407,14882
118021565,405,389,791,372,400,766,0,3,3,47,58,102,0,0,0,1423,1575,2999,0,3,5,623,676,1297,14,21,28,4,3,10,11,15,26,13,16,23,23,28,52,59,53,113,101,116,216,0,3,4,0,0,3,48,60,111,129,124,252,3,0,0,2880,3142,6022,160,119,275,292,255,545,225,211,436,0,0,0,6,0,10,21,21,41,31,19,55,3225,2835,6054,23,14,41,12,13,20,3259,2858,6118,716,636,1359,7967,7639,15599
118021566,102,179,277,369,455,825,0,3,3,31,42,70,0,0,0,1315,1463,2778,0,3,3,487,576,1065,3,7,9,0,0,0,16,16,35,13,24,42,13,14,30,31,42,72,71,87,158,0,0,0,0,4,6,31,47,77,57,62,116,4,0,3,2449,2842,5295,29,24,54,35,31,62,279,307,585,0,0,0,0,5,5,11,8,24,17,18,32,1396,1288,2689,15,11,35,5,11,16,1427,1313,2732,384,389,773,4721,5090,9812
118021567,105,156,260,419,587,1003,11,10,21,23,25,48,0,0,0,1485,1600,3088,3,0,3,261,319,583,9,17,26,8,9,15,4,3,14,21,13,32,18,17,35,49,68,119,84,83,169,0,3,3,0,5,10,56,74,132,70,109,180,4,0,0,2520,2955,5474,30,25,55,64,78,143,183,198,373,3,0,3,0,0,5,14,20,28,16,18,33,1603,1501,3101,16,13,27,10,17,25,1629,1528,3158,589,590,1176,5140,5542,10683
118021568,175,252,424,326,357,683,0,0,0,23,35,60,0,0,0,1212,1379,2592,0,0,3,342,410,756,3,8,12,3,10,16,6,5,11,14,14,28,21,24,45,51,56,102,133,140,272,0,0,0,3,3,6,35,41,74,74,89,159,0,0,0,2243,2581,4820,57,45,106,156,129,287,231,280,513,0,0,0,9,13,20,14,10,27,28,23,52,1623,1414,3032,13,9,16,3,11,15,1635,1432,3066,485,458,939,5002,5198,10199
118021569,114,165,274,726,910,1631,3,4,6,30,45,71,0,0,0,2128,2485,4611,0,0,0,246,288,538,4,12,18,0,0,0,22,19,38,8,7,20,18,20,36,43,55,98,123,132,254,3,3,5,0,0,0,71,106,175,83,90,170,4,3,4,3502,4185,7687,80,72,146,94,51,153,422,551,969,0,0,0,0,6,6,25,32,54,27,38,62,2880,2887,5764,36,35,74,15,37,52,2924,2958,5887,809,883,1692,7972,8901,16873
118021570,127,177,302,498,598,1095,0,0,0,26,23,49,0,0,0,1630,1989,3615,0,0,0,221,240,461,3,8,8,4,5,9,13,11,20,3,3,11,11,14,27,28,40,71,93,100,194,3,0,3,0,3,3,42,48,89,63,77,140,0,3,8,2640,3169,5808,92,64,156,94,53,146,173,203,376,0,0,0,17,8,32,10,18,30,32,28,62,2163,2170,4333,15,32,46,12,17,24,2188,2215,4404,988,873,1859,6327,6787,13112
119011354,612,709,1318,723,861,1585,29,34,58,98,150,246,0,3,3,2820,3005,5824,6,5,12,868,843,1708,31,35,67,41,43,81,19,12,28,93,111,210,23,35,63,89,94,187,122,138,260,23,35,54,21,22,43,116,122,237,246,224,471,4,7,11,5365,5797,11162,43,44,89,2686,2730,5417,4,3,5,0,0,0,8,3,6,29,39,71,38,49,83,1066,907,1970,14,3,19,4,4,13,1088,915,2000,881,868,1751,10713,11114,21828
119011355,44,53,96,3,5,5,0,0,0,6,8,17,0,0,0,74,69,145,0,0,0,22,16,35,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,11,15,18,24,40,0,0,0,0,0,0,6,13,20,9,9,18,0,0,0,147,156,306,18,12,36,83,100,182,0,0,0,0,0,0,7,6,10,0,0,0,11,6,12,81,86,165,0,0,0,0,0,0,81,82,166,57,45,105,438,457,900
119011356,385,421,809,214,228,444,3,4,9,70,86,161,0,0,0,1441,1478,2919,0,0,3,557,587,1139,9,10,15,18,15,32,4,13,15,23,23,46,23,20,51,39,45,81,41,41,87,3,0,4,8,3,10,32,41,79,120,122,243,3,9,9,2612,2728,5342,22,29,51,1533,1501,3032,0,0,0,0,0,0,4,0,8,19,19,34,20,16,37,588,468,1056,3,0,8,0,0,0,588,479,1067,489,481,967,5653,5653,11309
119011357,269,352,623,340,422,764,3,0,0,103,106,212,0,0,0,2908,3068,5979,10,9,19,852,919,1773,26,30,55,13,15,32,14,0,19,52,55,106,16,29,49,84,105,194,157,196,354,9,10,14,14,23,35,144,156,300,225,237,463,5,8,13,4981,5385,10369,92,126,222,5451,5289,10738,0,0,4,0,8,5,8,15,32,48,63,113,63,83,145,882,744,1619,10,4,18,12,3,16,898,749,1651,1132,1088,2223,12883,13083,25964
119011358,343,395,743,1026,1250,2277,0,0,0,215,243,459,0,0,3,1998,2166,4165,13,19,32,684,689,1374,11,18,33,3,3,10,20,17,37,114,121,234,22,39,65,54,83,136,125,199,326,19,22,35,9,13,30,108,164,269,220,208,428,21,29,44,4649,5296,9948,146,148,295,441,397,839,4,0,3,0,3,3,36,28,67,23,30,49,63,58,125,1780,1540,3320,14,13,34,7,4,13,1802,1562,3365,595,561,1162,8053,8422,16475
119011359,293,389,688,2008,2320,4329,4,4,11,235,296,533,3,3,5,3712,3957,7669,15,20,28,966,976,1942,19,28,40,24,20,40,30,28,61,151,143,289,36,63,97,94,119,211,246,245,495,20,40,55,9,11,15,250,319,571,249,318,564,28,26,53,8093,8917,17007,193,232,423,631,603,1232,3,5,7,0,0,0,35,27,66,15,28,51,56,62,115,2434,2065,4498,25,19,39,15,15,33,2468,2102,4571,873,876,1745,12600,13185,25788
119011360,342,457,794,815,970,1789,0,0,0,119,164,287,0,0,0,2133,2462,4594,4,13,18,531,526,1064,13,23,37,12,21,36,8,17,22,156,152,307,31,50,84,57,66,128,112,120,238,8,19,23,5,11,21,116,148,265,166,215,379,11,27,35,4318,5006,9321,158,135,294,640,625,1267,4,4,11,0,0,0,110,111,222,33,29,60,148,140,288,1626,1405,3032,25,20,45,10,13,17,1662,1429,3089,597,556,1158,7870,8353,16219
119011361,946,1134,2073,475,518,994,0,0,0,124,124,246,0,3,6,2387,2518,4902,10,7,13,683,664,1349,27,50,74,27,28,52,19,21,41,24,29,53,37,44,83,71,90,166,126,123,249,3,10,14,23,20,40,118,128,249,252,235,485,17,14,34,4427,4622,9049,62,61,123,2605,2558,5160,3,3,11,0,0,0,12,12,19,45,49,94,57,57,113,1266,1043,2311,15,12,27,5,0,8,1282,1058,2343,938,888,1827,10320,10390,20706
119011571,636,834,1471,162,205,371,0,0,0,49,57,108,0,0,0,1304,1436,2746,0,0,0,405,443,846,17,18,38,23,23,47,3,3,11,40,43,89,33,30,62,81,86,168,59,80,137,5,3,13,17,16,35,49,79,137,183,194,380,6,13,16,2451,2744,5189,105,106,208,2670,2606,5271,0,0,3,0,0,0,25,24,46,29,29,54,54,51,105,1146,1054,2207,10,3,14,8,7,15,1166,1066,2229,827,932,1759,7908,8325,16237
119011572,939,1129,2063,140,170,310,0,0,4,68,85,150,0,0,0,1440,1513,2953,4,3,11,598,592,1185,4,11,13,27,25,54,6,8,13,82,73,149,43,39,89,51,64,120,57,73,128,0,7,8,9,4,16,69,82,146,169,194,358,6,3,10,2777,2942,5720,133,126,264,2062,1954,4018,0,0,0,0,0,0,26,18,42,25,25,53,49,48,97,1082,886,1967,6,7,13,7,10,10,1092,903,1988,919,921,1840,7978,8016,15998
119021362,410,547,954,311,331,639,0,3,3,59,63,120,0,0,0,2690,2953,5646,10,11,20,1431,1450,2889,15,27,39,15,12,23,7,6,14,76,88,166,34,44,75,88,99,186,216,239,449,13,15,27,31,22,50,147,177,323,229,254,489,3,9,14,5376,5786,11161,261,229,492,1049,947,1995,5,4,12,5,5,8,31,22,49,48,33,85,82,58,139,1447,1297,2745,17,14,28,7,6,16,1475,1312,2792,728,764,1492,9391,9649,19037
119021363,1371,1621,2994,391,437,828,0,4,4,105,119,215,0,0,0,3013,3175,6192,5,7,11,1098,1095,2191,35,56,88,12,6,16,12,7,22,63,61,120,73,85,154,112,140,255,290,350,634,19,39,56,16,23,38,218,237,450,385,451,831,11,16,23,5854,6291,12145,1325,1117,2434,849,714,1564,5,11,9,3,6,6,160,141,299,59,47,108,220,196,414,4390,4105,8498,26,25,54,17,17,27,4432,4142,8574,1243,1243,2481,15292,15332,30622
119021364,310,425,736,586,602,1184,6,0,3,63,79,139,0,0,0,3369,3629,6998,6,4,6,2858,2932,5788,38,50,92,8,6,18,14,21,38,90,87,177,30,43,69,52,54,112,112,135,250,17,20,34,11,13,30,107,145,248,187,202,398,4,0,3,7566,8027,15590,71,69,142,411,415,831,29,27,57,0,0,0,14,17,28,27,29,52,46,45,87,2228,2033,4264,31,28,60,11,15,23,2264,2076,4343,946,955,1901,11637,12044,23680
119021366,531,596,1125,218,232,445,0,0,0,81,73,160,3,0,3,2403,2517,4923,4,4,9,853,799,1656,16,18,30,21,19,41,8,12,14,119,105,227,68,70,139,91,93,186,78,83,158,4,4,11,19,23,39,76,74,150,201,215,415,13,15,25,4276,4356,8635,124,112,240,3831,3427,7259,0,0,0,0,0,0,10,9,19,13,18,29,23,28,48,905,763,1671,11,8,24,5,6,7,922,777,1698,905,837,1744,10622,10134,20757
119021367,218,294,509,320,420,736,3,3,9,77,88,164,0,0,0,1573,1714,3287,7,11,15,1176,1188,2366,12,29,44,4,5,17,0,8,7,52,56,110,14,27,38,51,68,113,93,83,169,9,13,16,8,17,19,57,79,132,155,148,301,5,0,5,3612,3939,7556,82,76,161,1214,1100,2318,10,3,11,0,0,0,27,15,47,22,17,45,52,40,89,974,907,1878,10,6,15,10,8,13,995,921,1915,596,585,1184,6781,6959,13738
119021573,184,256,436,126,117,247,4,4,8,29,30,61,0,0,0,831,922,1758,10,5,12,400,464,866,13,17,28,8,8,14,7,11,13,13,21,34,41,35,79,27,25,52,56,47,99,3,3,7,10,13,26,64,58,126,71,78,147,0,3,3,1714,1868,3586,149,137,287,5699,4380,10076,0,0,0,0,0,0,21,19,42,13,11,27,39,28,63,602,505,1104,0,3,4,3,4,13,603,509,1116,800,649,1455,9196,7827,17023
119021574,180,272,460,68,72,140,0,0,0,11,19,26,0,0,0,580,596,1176,3,3,10,230,248,479,5,17,22,23,14,41,0,0,3,29,25,52,18,15,29,32,38,69,58,59,120,3,4,5,4,6,10,44,68,109,73,70,146,0,0,0,1188,1249,2433,156,148,301,2861,2277,5142,0,0,0,0,0,0,0,0,0,13,0,15,10,8,16,416,371,785,3,3,4,4,0,3,421,376,797,570,506,1074,5384,4838,10218
119031368,781,1081,1862,428,503,931,0,0,0,123,152,279,0,0,0,1394,1560,2953,11,5,18,709,679,1390,29,27,63,22,19,38,9,3,7,71,78,151,61,62,119,81,114,192,140,171,309,10,18,24,14,13,25,91,107,198,311,320,630,5,9,16,3499,3836,7338,940,705,1645,515,453,966,7,8,21,0,0,0,10,6,17,24,19,40,27,31,55,4818,4888,9706,18,8,24,14,20,34,4846,4910,9758,991,963,1957,11620,11991,23608
119031369,351,577,923,1221,1374,2597,3,0,3,242,290,537,0,0,0,2567,2961,5527,10,12,20,818,875,1691,32,39,69,21,22,47,11,22,28,120,125,248,64,63,121,98,117,212,185,213,397,9,24,34,9,12,22,194,258,455,253,363,619,14,20,38,5881,6793,12673,764,693,1457,378,340,717,10,22,34,0,0,0,38,37,79,30,36,69,67,75,143,3111,2932,6050,31,22,51,18,21,39,3161,2979,6133,928,895,1819,11533,12375,23904
119031370,380,561,936,392,447,844,0,0,0,172,232,404,0,0,0,1432,1667,3097,0,0,6,614,668,1284,11,25,33,11,18,27,7,11,20,84,81,163,46,49,96,57,55,112,122,149,275,10,16,27,17,17,31,121,132,253,170,197,366,22,22,36,3287,3780,7070,129,122,254,405,410,817,3,3,5,0,0,0,14,11,21,15,22,37,32,32,62,1832,1656,3490,13,3,19,0,11,11,1853,1670,3524,535,586,1127,6617,7166,13784
119031371,122,197,317,767,911,1670,0,0,0,101,137,241,0,0,0,1657,1807,3465,0,3,3,575,588,1163,13,21,32,3,10,14,9,8,17,26,25,51,12,22,39,44,58,108,108,130,238,13,14,24,3,5,7,156,204,363,142,126,270,12,13,20,3649,4084,7735,69,72,146,86,96,185,19,4,18,0,0,0,4,0,4,13,8,26,16,8,31,1781,1505,3285,16,14,31,4,8,14,1804,1525,3327,423,435,851,6183,6431,12613
119031372,141,200,343,1221,1451,2665,0,0,0,220,283,506,5,0,5,2307,2649,4951,0,3,3,972,984,1960,28,30,58,18,23,40,17,18,34,177,147,326,52,75,129,66,78,141,191,216,408,23,36,55,6,15,21,229,307,538,171,201,376,30,24,53,5720,6542,12264,96,78,171,267,280,550,20,15,36,0,0,0,6,6,16,15,17,31,20,24,53,1834,1526,3368,22,18,42,11,6,19,1864,1556,3423,536,559,1097,8670,9261,17933
119031373,326,458,783,324,394,720,7,6,5,110,118,230,0,0,0,1074,1150,2227,3,4,10,281,258,542,15,12,25,23,26,46,3,7,8,75,78,152,39,44,83,35,65,102,113,105,217,0,3,6,11,19,35,59,86,149,161,178,338,12,5,18,2351,2560,4907,126,112,238,506,506,1008,6,4,14,0,0,0,7,5,11,15,17,40,26,27,51,1694,1537,3230,12,8,21,12,13,18,1715,1555,3277,479,518,997,5534,5739,11280
119031374,545,729,1275,896,1117,2015,5,0,5,160,186,346,0,4,7,2098,2458,4552,9,6,14,1529,1527,3056,14,21,35,20,19,41,11,11,25,105,109,213,52,71,125,58,72,127,153,206,357,10,18,30,8,9,14,129,182,309,260,283,541,15,11,23,5538,6314,11851,589,459,1050,514,440,960,20,30,43,0,0,0,6,9,16,27,27,55,28,45,72,3683,3435,7122,13,27,39,10,14,22,3709,3473,7187,774,855,1634,11721,12348,24070
119041375,555,766,1319,428,442,873,0,0,3,60,77,141,0,0,0,1873,1935,3801,13,10,21,717,835,1550,9,16,24,17,28,49,13,12,26,46,43,88,37,48,86,60,61,120,102,113,212,13,33,40,9,6,18,73,94,161,289,314,604,4,3,5,3759,4078,7837,311,242,555,1585,1508,3094,13,9,23,0,0,0,12,11,25,31,25,59,47,39,81,3339,2954,6292,26,20,46,18,27,46,3384,2997,6385,1102,1052,2150,10754,10692,21448
119041376,389,553,944,677,782,1467,8,4,13,108,109,218,0,0,0,2460,2708,5168,11,12,23,1832,1974,3811,21,23,48,20,19,39,12,15,25,189,181,372,51,54,111,59,91,156,147,159,312,11,13,25,9,16,26,119,164,283,391,423,815,15,11,24,6157,6777,12931,839,697,1539,1800,1553,3353,13,6,23,0,0,0,21,21,39,21,31,55,41,56,93,2553,2358,4914,26,25,47,23,12,35,2603,2390,4993,1307,1306,2610,13143,13336,26478
119041377,225,304,532,324,440,761,0,0,3,44,58,107,3,3,7,1527,1655,3186,4,0,3,1322,1344,2658,25,27,48,15,14,29,3,4,11,72,83,157,39,35,73,41,44,85,78,91,167,46,51,100,3,12,17,63,86,146,113,146,256,5,3,11,3728,4101,7823,53,37,92,301,313,610,9,6,11,0,0,0,6,5,9,17,22,33,18,26,45,1341,1168,2504,4,9,14,5,7,10,1354,1176,2527,498,475,970,6174,6441,12611
119041378,242,336,580,278,286,560,0,0,0,39,32,67,3,0,3,1111,1179,2291,12,14,21,616,652,1264,11,16,23,12,6,16,7,7,13,79,84,157,17,29,42,53,66,118,76,73,147,4,3,10,3,7,16,39,69,107,150,160,309,0,4,3,2504,2678,5179,862,713,1574,329,269,594,11,6,12,0,0,3,22,22,36,15,29,38,32,46,81,1200,1162,2369,8,14,24,9,10,17,1219,1186,2407,441,448,890,5627,5682,11311
119041379,236,392,633,520,593,1105,0,0,0,62,64,126,0,0,0,1591,1724,3314,11,15,20,1157,1136,2293,11,21,32,10,7,16,8,11,13,129,128,263,31,44,74,53,61,115,110,123,235,6,12,23,5,3,6,100,114,211,215,238,455,3,3,7,4014,4290,8305,510,385,896,493,414,905,22,15,38,3,4,8,32,20,57,26,26,52,68,49,118,1969,1819,3791,12,9,25,9,13,17,1987,1847,3832,625,625,1244,7958,8011,15969
119041380,109,154,264,397,520,914,3,8,9,26,26,56,0,0,0,1580,1829,3401,6,11,11,1547,1640,3186,13,15,27,3,3,5,10,15,22,201,236,441,22,26,48,50,74,120,62,74,135,6,14,21,3,7,11,77,89,165,191,235,428,3,0,3,4201,4812,9009,110,83,199,500,456,958,26,26,50,3,0,4,12,6,14,22,21,42,34,33,64,1065,960,2027,22,11,34,0,13,11,1089,983,2071,674,685,1354,6747,7219,13969
119041381,489,598,1084,366,373,738,0,0,3,59,62,114,0,0,0,1752,1901,3651,12,14,29,1115,1115,2228,12,13,26,4,4,8,13,16,35,62,61,126,44,46,84,71,75,146,114,112,226,3,4,7,15,17,32,63,105,168,346,365,715,8,15,18,4063,4288,8354,1360,1065,2424,1167,813,1986,14,10,26,0,0,0,20,26,44,41,53,97,66,80,146,2011,1823,3838,11,15,31,12,10,22,2038,1857,3893,1005,1046,2053,10209,9758,19961
119041382,89,171,257,812,1056,1865,0,7,8,56,70,130,0,0,0,1954,2316,4273,0,3,3,1571,1744,3317,21,31,49,12,8,17,9,10,18,183,194,370,26,27,48,47,69,116,105,119,228,6,11,20,12,7,21,102,115,218,200,195,397,7,3,5,5127,5980,11111,65,64,129,278,266,546,14,24,36,0,0,0,12,11,22,22,25,45,33,34,67,1243,1173,2417,14,11,19,5,14,23,1263,1196,2461,682,694,1371,7550,8424,15976
120011383,199,323,528,888,1050,1942,6,7,13,75,77,153,0,0,0,4304,4698,9004,3,10,9,497,565,1058,36,36,74,5,4,14,17,28,41,52,56,111,29,37,70,72,100,173,243,297,536,7,6,11,11,7,21,177,242,420,139,182,317,3,4,14,6557,7409,13965,232,224,464,163,145,310,17,12,33,3,0,3,21,17,35,24,31,59,50,46,99,2462,2334,4793,21,27,46,10,11,18,2490,2371,4867,722,760,1487,10444,11301,21740
120011384,488,752,1237,534,612,1140,0,0,0,133,152,286,0,0,3,2722,2884,5603,4,7,4,281,343,626,25,18,42,8,12,15,15,15,27,61,61,120,27,41,64,74,88,161,420,501,920,5,4,14,11,13,21,228,247,484,195,224,421,7,9,18,4742,5230,9972,690,629,1315,382,335,715,19,14,32,0,0,0,42,36,82,33,46,76,76,83,158,4697,4455,9154,24,20,47,12,5,20,4736,4488,9220,1086,1104,2189,12212,12631,24847
120011385,117,224,340,888,1146,2034,8,5,10,47,66,111,0,0,0,3029,3520,6552,0,6,6,508,569,1079,16,21,35,6,6,16,19,32,48,47,52,99,14,25,40,40,66,106,200,279,476,0,3,6,10,10,17,138,163,300,99,135,234,3,11,13,5080,6091,11175,75,84,158,71,59,133,25,26,52,3,0,3,6,8,16,17,27,44,28,31,62,2359,2235,4592,29,31,56,4,26,35,2390,2290,4680,839,898,1738,8625,9704,18325
120011386,162,273,436,733,1008,1739,3,8,16,62,66,123,3,0,6,3873,4548,8422,3,3,3,430,462,896,21,36,60,8,11,19,22,18,37,39,49,90,34,33,67,64,74,138,169,244,407,6,7,10,14,14,28,115,153,269,130,146,271,3,7,9,5729,6876,12608,83,83,160,101,124,218,34,41,71,0,0,0,7,3,7,43,47,87,48,46,98,2522,2310,4829,35,22,53,11,24,35,2566,2347,4915,929,996,1927,9649,10795,20441
120021387,77,158,237,869,995,1863,5,0,5,24,15,43,0,0,0,1576,1877,3454,0,3,3,129,128,260,5,7,13,3,9,12,13,39,51,14,15,25,21,20,42,20,36,55,133,162,298,17,8,22,3,4,11,121,127,247,73,90,160,3,7,11,3033,3534,6567,45,48,94,35,33,70,51,62,112,0,0,0,0,3,5,16,19,35,19,19,35,3263,3304,6560,39,36,70,6,15,24,3304,3358,6657,953,963,1913,7518,8170,15687
120021388,205,306,510,1054,1290,2346,0,0,3,46,70,118,0,0,0,2928,3419,6349,3,0,3,305,372,677,19,25,48,5,9,12,30,28,60,18,15,36,31,45,80,35,64,97,142,197,337,6,14,19,8,11,17,172,213,385,128,140,271,11,11,20,4939,5930,10873,94,73,166,91,87,170,56,73,130,0,3,6,3,7,10,53,58,104,61,62,121,5655,5657,11309,90,79,172,23,29,56,5774,5762,11534,1446,1435,2878,12656,13733,26387
120021389,90,161,249,640,828,1466,0,0,0,27,26,51,0,0,0,1535,1805,3337,0,0,0,191,211,400,7,4,16,3,4,4,14,26,35,4,14,18,9,20,35,19,22,44,103,129,235,0,3,9,5,5,17,76,121,203,69,85,159,5,4,13,2716,3325,6037,32,34,67,43,37,82,35,42,71,0,0,0,7,14,16,9,19,30,18,32,46,2897,2821,5718,47,27,78,15,20,30,2954,2871,5832,777,819,1598,6670,7317,13991
120031390,684,941,1621,571,669,1241,0,5,3,115,149,269,0,3,6,2391,2708,5098,7,7,13,338,374,714,28,29,57,12,14,26,24,12,33,28,41,65,35,32,65,82,98,178,201,245,438,5,13,20,15,20,33,115,159,272,191,233,427,8,8,14,4165,4819,8981,1531,1128,2659,232,192,425,26,24,49,0,0,0,26,24,54,65,58,121,93,82,180,4122,3994,8115,45,41,86,23,23,48,4182,4064,8243,1203,1134,2341,12111,12384,24501
120031391,794,1177,1968,516,550,1062,3,3,5,98,129,226,3,3,4,2375,2671,5045,7,9,15,380,436,817,11,18,24,5,5,11,9,15,29,30,27,61,27,29,55,48,66,114,287,370,657,14,22,32,14,4,18,154,218,365,186,239,430,7,0,8,4161,4826,8984,721,537,1258,160,153,318,10,5,13,0,0,0,10,12,24,34,49,85,47,60,107,4892,4996,9892,28,21,49,14,13,26,4937,5028,9966,994,1044,2031,11821,12833,24649
