SA2_MAINCODE_2016,Tot_OcMngr,Tot_OcProf,Tot_OcTechTrdW,Tot_OcComPerS,Tot_OcClericAdm,Tot_OcSalesWk,Tot_OcMacOp_Driv,Tot_OcLab,Tot_OcID_NS,Tot_Tot
125041492,1344,4769,1339,1145,1859,1252,985,1378,338,14399
125041493,1073,2630,1172,861,1728,772,690,868,203,10000
125041494,789,1472,622,450,938,470,213,230,102,5287
125041588,477,1407,601,430,910,411,460,527,140,5367
125041589,664,2168,666,621,968,522,484,625,163,6882
126011495,1828,5239,1006,996,1865,1030,286,585,239,13075
126011496,1787,3997,712,779,1363,767,156,369,141,10064
126021497,1521,3977,1207,995,1670,1018,321,692,219,11622
126021498,1477,2412,596,589,1123,619,151,289,116,7374
126021499,1068,1590,239,348,605,373,51,96,84,4456
126021500,1285,3938,784,827,1466,912,234,549,172,10165
126021501,961,1944,585,471,899,506,154,290,84,5894
126021503,1244,3505,1105,896,1652,855,310,625,183,10372
126021590,390,649,183,171,342,188,49,66,40,2076
126021591,1906,4065,1558,1121,2113,1250,467,753,258,13502
127011504,230,382,690,558,545,413,728,815,152,4522
127011505,639,419,702,258,563,334,475,380,91,3851
127011506,1304,1551,1371,750,1488,836,795,643,189,8913
127011592,3,0,0,0,0,0,3,7,0,20
127011593,384,584,528,263,593,372,280,283,67,3355
127011594,378,723,763,441,817,485,666,774,170,5228
127011595,492,833,848,590,875,531,624,626,148,5552
127011596,489,912,727,499,927,551,571,534,149,5359
127011597,874,1341,1038,603,1256,726,660,566,149,7204
127021509,471,865,970,566,898,615,834,844,125,6197
127021510,868,1364,1219,677,1439,851,695,759,189,8074
127021511,548,949,1106,1083,826,773,1166,1821,308,8578
127021512,432,726,1020,643,799,589,848,926,170,6150
127021513,488,956,947,769,891,699,1007,1385,237,7384
127021514,397,667,626,386,659,403,435,504,101,4173
127021515,304,720,795,587,669,453,607,826,174,5137
127021516,469,804,977,616,873,684,788,959,209,6372
127021517,278,488,473,307,481,293,328,380,98,3133
127021518,355,269,351,137,374,180,169,180,58,2052
127021519,525,917,1071,659,1059,628,821,786,168,6638
127021520,353,719,613,355,647,406,469,582,114,4254
127021521,8,0,3,0,0,0,0,0,0,12
127031522,659,1198,889,631,1120,649,648,659,151,6595
127031523,1145,1772,1236,774,1555,794,695,636,186,8793
127031524,1294,2333,1494,1344,1943,877,669,665,173,10792
127031598,573,1358,1360,996,1068,751,1019,1143,252,8515
127031599,228,388,545,425,464,309,480,480,105,3425
127031600,829,1530,993,743,1363,716,892,728,200,7990
127031601,93,340,280,213,258,141,243,315,57,1938
128011529,1477,2190,1244,994,1542,903,279,447,142,9211
128011530,1193,2025,1144,954,1417,917,415,529,154,8759
128011531,1271,1587,850,594,1202,732,324,377,138,7063
128011602,754,1291,909,741,946,608,297,381,118,6048
128011603,1070,1535,728,578,980,573,165,244,95,5973
128011604,1999,3144,1801,1536,1911,1105,518,735,186,12938
128011605,333,439,178,174,279,150,29,76,21,1683
128011606,747,1025,491,401,661,405,109,188,76,4096
128021533,399,645,582,362,542,305,139,212,27,3212
128021534,932,1454,743,428,1003,622,208,302,92,5791
128021535,1764,2719,1492,1165,2068,1232,444,621,180,11686
128021536,1720,3063,1216,1031,1785,908,333,504,156,10709
128021537,3,3,0,3,0,0,0,0,0,13
128021538,1360,2759,1478,1152,1863,920,483,635,188,10823
128021607,1029,1785,1378,1013,1538,711,392,519,110,8474
128021608,513,902,571,401,646,344,127,194,64,3764
128021609,344,442,323,266,383,230,65,101,30,2187
197979799,3,22,18,16,21,17,10,18,5,130
199999499,274,649,480,430,261,224,339,582,103,3331
