SA2_MAINCODE_2016,SH_FHs_CF_no_C,SH_FHs_CF_C,SH_FHs_OnePF,SH_FHs_Oth_fam,SH_FHs_Tot,SH_Lone_P_H,SH_Group_H,SH_Tot,SDRTHT_1_S_FHs_CF_no_C,SDRTHT_1_S_FHs_CF_C,SDRTHT_1_S_FHs_OnePF,SDRTHT_1_S_FHs_Oth_fam,SDRTHT_1_S_FHs_Tot,SDRTHT_1_S_Lone_P_H,SDRTHT_1_S_Group_H,SDRTHT_1_S_Tot,SDRTHT_2more_S_FHs_CF_no_C,SDRTHT_2more_S_FHs_CF_C,SDRTHT_2more_S_FHs_OnePF,SDRTHT_2more_S_FHs_Oth_fam,SDRTHT_2more_S_FHs_Tot,SDRTHT_2more_S_Lone_P_H,SDRTHT_2more_S_Group_H,SDRTHT_2more_S_Tot,SDRTHT_Tot_FHs_CF_no_C,SDRTHT_Tot_FHs_CF_C,SDRTHT_Tot_FHs_OnePF,SDRTHT_Tot_FHs_Oth_fam,SDRTHT_Tot_FHs_Tot,SDRTHT_Tot_Lone_P_H,SDRTHT_Tot_Group_H,SDRTHT_Tot_Tot,FoA_1_or_2_SB_FHs_CF_no_C,FoA_1_or_2_SB_FHs_CF_C,FoA_1_or_2_SB_FHs_OnePF,FoA_1_or_2_SB_FHs_Oth_fam,FoA_1_or_2_SB_FHs_Tot,FoA_1_or_2_SB_Lone_P_H,FoA_1_or_2_SB_Group_H,FoA_1_or_2_SB_Tot,FoA_3SB_FHs_CF_no_C,FoA_3SB_FHs_CF_C,FoA_3SB_FHs_OnePF,FoA_3SB_FHs_Oth_fam,FoA_3SB_FHs_Tot,FoA_3SB_Lone_P_H,FoA_3SB_Group_H,FoA_3SB_Tot,FoA_4moSB_FHs_CF_no_C,FoA_4moSB_FHs_CF_C,FoA_4moSB_FHs_OnePF,FoA_4moSB_FHs_Oth_fam,FoA_4moSB_FHs_Tot,FoA_4moSB_Lone_P_H,FoA_4moSB_Group_H,FoA_4moSB_Tot,FoA_Att_to_hous_FHs_CF_no_C,FoA_Att_to_hous_FHs_CF_C,FoA_Att_to_hous_FHs_OnePF,FoA_Att_to_hous_FHs_Oth_fam,FoA_Att_to_hous_FHs_Tot,FoA_Att_to_hous_Lone_P_H,FoA_Att_to_hous_Group_H,FoA_Att_to_hous_Tot,FoA_Tot_FHs_CF_no_C,FoA_Tot_FHs_CF_C,FoA_Tot_FHs_OnePF,FoA_Tot_FHs_Oth_fam,FoA_Tot_FHs_Tot,FoA_Tot_Lone_P_H,FoA_Tot_Group_H,FoA_Tot_Tot,OD_C_FHs_CF_no_C,OD_C_FHs_CF_C,OD_C_FHs_OnePF,OD_C_FHs_Oth_fam,OD_C_FHs_Tot,OD_C_Lone_P_H,OD_C_Group_H,OD_C_Tot,OD_CH_FHs_CF_no_C,OD_CH_FHs_CF_C,OD_CH_FHs_OnePF,OD_CH_FHs_Oth_fam,OD_CH_FHs_Tot,OD_CH_Lone_P_H,OD_CH_Group_H,OD_CH_Tot,OD_Imp_home_T_SO_FHs_CF_no_C,OD_Imp_home_T_SO_FHs_CF_C,OD_Imp_home_T_SO_FHs_OnePF,OD_Imp_home_T_SO_FHs_Oth_fam,OD_Imp_home_T_SO_FHs_Tot,OD_Imp_home_T_SO_Lone_P_H,OD_Imp_home_T_SO_Group_H,OD_Imp_home_T_SO_Tot,OD_HorF_at_to_S_O_FHs_CF_no_C,OD_HorF_at_to_S_O_FHs_CF_C,OD_HorF_at_to_S_O_FHs_OnePF,OD_HorF_at_to_S_O_FHs_Oth_fam,OD_HorF_at_to_S_O_FHs_Tot,OD_HorF_at_to_S_O_Lone_P_H,OD_HorF_at_to_S_O_Group_H,OD_HorF_at_to_S_O_Tot,OD_Tot_FHs_CF_no_C,OD_Tot_FHs_CF_C,OD_Tot_FHs_OnePF,OD_Tot_FHs_Oth_fam,OD_Tot_FHs_Tot,OD_Tot_Lone_P_H,OD_Tot_Group_H,OD_Tot_Tot,DS_NS_FHs_CF_no_C,DS_NS_FHs_CF_C,DS_NS_FHs_OnePF,DS_NS_FHs_Oth_fam,DS_NS_FHs_Tot,DS_NS_Lone_P_H,DS_NS_Group_H,DS_NS_Tot,Tot_FHs_CF_no_C,Tot_FHs_CF_C,Tot_FHs_OnePF,Tot_FHs_Oth_fam,Tot_FHs_Tot,Tot_Lone_P_H,Tot_Group_H,Tot_Tot
121041413,404,814,146,17,1385,256,24,1668,84,142,29,3,250,81,3,343,197,209,62,7,483,129,40,651,282,350,95,10,734,212,45,995,358,261,90,14,727,420,86,1238,617,286,115,23,1033,833,126,1997,683,287,93,36,1098,1019,125,2245,3,5,3,0,9,6,0,17,1658,836,299,68,2867,2281,342,5491,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,8,5,0,0,11,7,0,21,8,8,0,0,14,10,0,19,5,0,0,0,7,7,3,18,2358,2015,540,98,5009,2768,407,8185
121041414,192,316,68,9,579,136,26,739,123,151,42,4,322,130,28,477,380,329,93,13,818,320,94,1225,505,479,134,14,1139,449,118,1702,222,164,44,12,447,194,85,718,767,346,123,34,1271,923,194,2390,797,353,114,39,1303,901,188,2393,5,0,0,0,5,0,0,6,1789,864,280,91,3025,2011,472,5503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,6,0,13,3,0,0,0,3,6,0,13,8,6,0,3,16,7,0,26,2490,1666,481,116,4757,2612,618,7988
121041415,928,2178,273,35,3406,462,34,3901,181,301,74,3,565,141,10,719,219,212,53,0,486,120,20,620,403,516,128,6,1052,257,28,1337,457,274,127,17,867,549,52,1468,772,363,187,26,1338,1138,137,2611,475,148,77,13,710,796,68,1579,12,8,8,0,27,11,0,43,1708,796,398,45,2949,2491,257,5699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,17,11,8,0,31,12,0,45,20,11,8,0,36,17,0,53,3,13,0,0,19,11,0,33,3063,3510,802,87,7458,3242,323,11022
121041416,198,244,47,12,503,96,16,622,84,104,28,0,219,75,22,317,161,183,35,3,382,105,28,516,242,282,67,7,599,181,53,828,396,234,91,16,735,470,110,1314,704,306,124,34,1174,809,208,2191,924,260,116,37,1334,1602,210,3150,0,0,0,0,0,3,0,3,2023,801,331,94,3248,2881,528,6664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,12,8,0,18,6,3,0,0,12,11,0,22,3,3,0,0,9,16,4,30,2475,1340,446,108,4373,3177,605,8167
121041417,83,95,26,0,212,53,11,275,58,47,15,0,118,33,13,169,171,148,40,3,362,116,43,520,227,191,50,9,481,149,57,688,90,36,10,11,141,101,25,267,187,71,21,9,283,218,47,543,1079,373,129,35,1618,1207,162,2986,0,0,0,0,0,0,0,0,1354,480,165,51,2044,1524,233,3800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,6,3,0,8,4,0,0,0,6,3,0,7,0,0,0,0,3,16,0,21,1681,768,241,62,2753,1740,297,4791
122011418,975,2514,317,31,3845,486,54,4381,25,61,18,0,102,38,4,139,213,316,77,3,610,173,26,809,234,376,89,3,707,208,30,948,127,142,76,5,349,139,43,537,131,105,53,12,299,210,42,550,99,29,16,0,139,107,5,251,3,3,0,0,10,3,0,7,361,280,145,18,798,460,93,1351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,7,5,0,22,12,5,45,12,7,5,0,22,18,5,41,0,8,3,0,9,11,3,20,1584,3190,559,51,5388,1176,182,6738
122011419,321,743,104,11,1186,155,39,1380,142,226,45,0,412,91,27,523,249,205,45,3,503,150,41,692,390,432,89,3,915,235,65,1219,454,315,106,13,881,440,158,1489,668,290,115,27,1098,646,253,1991,975,324,118,29,1441,1006,228,2681,3,0,0,0,3,0,0,3,2098,934,332,64,3425,2093,638,6161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,6,0,0,14,7,9,28,12,6,0,0,19,5,9,34,5,9,4,0,18,10,4,31,2824,2117,536,82,5553,2505,766,8822
122021420,1094,1495,299,15,2908,555,67,3529,4,14,3,0,17,12,0,30,15,17,3,0,40,12,0,49,20,29,7,0,55,23,0,77,107,55,31,3,198,175,5,374,39,20,18,3,76,70,3,155,10,11,9,0,29,20,3,50,0,0,0,0,0,3,0,3,158,87,59,6,303,262,9,579,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,3,3,0,0,6,0,0,5,6,3,0,0,10,3,0,15,6,11,0,0,19,14,3,32,1283,1623,364,23,3296,863,81,4232
122021421,869,1381,212,15,2478,369,51,2897,8,14,0,0,21,0,3,20,89,41,9,3,137,218,3,354,92,50,9,3,153,215,4,377,29,18,20,0,70,34,3,106,59,3,0,3,70,102,3,171,3,0,0,0,3,25,0,27,0,0,0,0,0,0,0,0,97,24,17,3,137,164,8,306,0,0,0,0,0,0,0,3,6,3,0,0,9,5,0,13,3,0,3,0,5,0,0,8,0,0,0,0,0,0,0,0,9,4,3,0,15,12,0,28,6,3,3,0,13,4,0,22,1071,1459,241,16,2792,769,58,3622
122021422,966,1655,295,23,2941,418,52,3411,13,6,5,0,23,7,0,32,71,48,15,0,138,50,4,188,81,57,22,0,153,58,5,217,35,27,12,3,77,125,5,207,93,51,50,7,200,132,11,345,79,65,48,5,202,140,19,357,0,0,0,0,0,3,0,3,214,144,112,11,482,399,30,919,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,12,0,0,0,0,0,0,0,0,23,3,3,0,33,11,0,42,23,3,3,0,29,19,0,51,7,5,3,0,16,9,0,28,1285,1866,436,35,3632,905,88,4623
122021423,1132,2521,433,27,4111,549,118,4783,62,65,26,3,155,57,10,220,312,395,150,7,874,299,14,1187,371,468,180,16,1024,360,23,1404,229,145,64,3,434,210,18,663,205,128,67,7,405,282,7,698,106,79,40,3,223,99,19,338,3,3,0,0,6,7,3,17,541,348,170,13,1074,597,41,1709,0,0,0,0,0,0,0,0,16,9,12,0,36,50,4,93,0,0,0,0,0,0,0,0,7,5,5,3,20,12,0,31,24,14,18,3,60,61,3,126,7,15,3,0,32,15,7,53,2083,3363,797,56,6298,1589,191,8084
122031424,795,1873,374,37,3074,430,67,3571,11,21,13,0,48,48,6,96,47,89,36,4,179,150,7,339,63,114,45,4,226,195,16,438,27,23,15,0,69,82,13,154,43,3,3,0,50,98,0,148,5,0,0,0,6,16,0,22,3,6,3,0,8,3,0,20,76,36,19,3,131,197,13,342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,4,0,0,4,7,8,3,0,11,15,0,29,936,2023,444,37,3444,838,98,4378
122031425,443,1027,165,14,1658,201,36,1889,14,8,0,0,23,24,0,49,50,50,18,0,122,48,4,179,58,63,20,0,150,69,7,226,61,19,9,0,88,179,6,277,3,0,0,0,3,3,0,6,10,0,0,0,10,53,0,70,0,0,0,0,0,3,0,0,72,22,9,0,104,245,7,356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,4,4,3,0,0,4,3,0,9,580,1118,205,19,1920,517,42,2479
122031426,472,1241,247,23,1984,267,88,2337,3,28,7,0,40,11,5,59,45,102,39,0,191,38,5,234,56,131,42,0,226,46,14,292,134,150,46,12,331,236,41,607,1115,892,399,40,2449,1255,262,3973,694,481,203,30,1418,801,149,2363,0,0,0,0,4,0,0,3,1945,1521,651,79,4195,2295,454,6945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,3,0,10,5,3,20,8,8,3,0,15,5,3,22,10,11,3,0,19,16,0,35,2484,2909,951,108,6446,2622,557,9621
122031427,808,1936,327,32,3107,398,49,3550,14,7,9,0,27,31,0,60,46,44,20,0,104,90,0,197,54,57,24,3,137,118,0,254,21,4,3,0,34,157,0,192,35,16,16,0,72,44,4,110,0,0,0,0,0,0,0,8,0,3,0,0,4,5,0,9,67,23,19,0,112,205,4,321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,4,7,5,0,0,8,3,0,13,936,2025,371,33,3361,726,50,4140
122031428,1699,3814,603,49,6173,728,86,6986,82,19,3,0,106,264,3,364,134,118,42,0,299,118,11,419,209,140,45,0,396,376,13,790,25,25,12,0,59,15,3,74,4,3,0,0,5,3,0,9,0,0,0,0,3,0,0,3,5,0,0,0,5,3,0,10,27,28,12,0,71,22,3,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,5,0,3,0,0,3,0,0,3,5,7,0,0,12,5,0,18,1947,3989,666,60,6661,1129,102,7889
122031429,657,1784,294,34,2767,399,78,3246,14,15,12,0,43,37,6,82,121,162,43,3,328,102,25,457,137,183,52,3,370,143,28,541,259,167,70,10,508,343,44,891,744,367,151,22,1275,663,194,2132,299,114,35,6,459,222,57,738,0,0,0,0,4,0,0,4,1300,648,255,40,2244,1228,299,3765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,32,7,6,8,0,24,6,3,36,6,6,7,0,27,34,3,65,5,13,3,0,18,16,4,37,2108,2630,609,83,5428,1824,413,7662
122031430,731,2108,337,31,3214,400,68,3680,22,20,7,0,50,99,0,155,36,44,15,0,95,65,0,160,65,55,24,0,145,164,3,315,59,63,19,0,137,191,19,341,327,268,136,16,752,390,61,1203,20,13,5,3,44,25,6,80,4,4,4,0,13,4,0,15,411,346,160,20,940,615,83,1641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,0,7,6,0,15,1211,2519,532,54,4310,1187,158,5654
122031431,913,2214,367,38,3545,482,75,4101,85,15,21,0,121,243,6,368,125,104,36,3,262,133,8,407,207,117,57,3,382,372,16,772,195,114,38,5,363,367,23,749,487,286,154,18,949,554,77,1587,556,322,133,17,1034,558,55,1649,0,0,0,0,3,3,0,7,1241,731,330,43,2343,1494,157,3990,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,7,12,11,0,26,4,4,30,7,11,11,0,27,4,4,32,11,6,0,0,17,14,0,27,2376,3077,767,88,6311,2364,248,8925
122031432,270,527,74,3,880,78,13,973,0,0,0,0,4,4,0,4,8,7,3,0,15,5,0,21,6,13,5,0,20,8,0,26,3,4,3,0,10,13,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,0,10,13,0,25,0,0,0,0,0,0,0,3,3,0,0,0,4,22,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,20,0,24,3,3,0,0,5,3,0,10,292,548,82,3,926,119,13,1062
123011433,1046,1706,364,20,3138,477,60,3676,57,5,11,4,74,286,3,366,42,20,22,0,76,97,4,178,101,24,28,4,152,381,6,544,22,0,11,0,35,59,0,89,10,0,0,0,10,26,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,11,0,42,88,0,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,11,1175,1733,402,24,3341,947,71,4356
123011434,1390,3166,688,50,5300,619,83,6007,40,20,22,7,93,70,0,157,25,41,31,0,94,14,5,118,56,69,56,7,189,86,11,280,4,3,3,0,12,38,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,3,0,11,38,0,50,10,0,0,0,6,10,0,12,3,0,0,0,3,17,0,22,0,0,0,0,0,0,0,3,3,0,0,0,3,0,0,4,11,0,0,0,12,29,0,42,8,0,0,0,6,9,0,17,1470,3238,749,59,5520,771,97,6389
123011435,1806,4290,1098,63,7264,850,115,8221,44,63,49,3,155,68,3,231,62,83,63,4,211,75,8,290,108,144,113,3,368,147,7,518,0,0,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,3,0,0,0,0,4,4,0,5,1910,4440,1217,73,7634,994,126,8756
123021436,1142,1995,1136,68,4333,817,125,5278,52,75,87,9,217,101,14,330,37,62,114,8,214,155,7,377,91,130,198,13,428,258,19,704,10,10,13,0,34,46,0,82,3,4,5,0,21,14,3,37,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,19,11,22,3,57,60,6,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,3,0,0,5,9,0,13,1250,2143,1348,80,4823,1143,150,6114
123021437,900,1719,646,62,3335,663,107,4094,107,31,44,4,183,216,12,410,77,101,74,7,255,221,22,503,187,132,115,11,440,441,37,912,66,31,32,9,138,219,14,373,60,29,20,3,113,103,7,230,219,82,55,4,356,215,35,611,0,0,0,0,3,3,0,6,348,143,106,12,616,539,62,1217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,13,9,0,31,9,3,43,5,13,11,0,33,10,3,45,6,3,3,0,8,5,0,18,1453,2010,879,90,4429,1661,204,6294
123021438,1168,2416,853,54,4487,617,88,5186,64,74,117,7,268,112,11,392,50,128,212,0,401,98,12,502,117,204,334,15,665,209,17,889,0,0,4,0,4,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,9,0,3,0,0,3,0,0,9,0,0,0,0,0,0,0,0,1286,2626,1189,64,5160,828,110,6097
123021439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
123021440,946,2133,565,40,3687,572,79,4337,143,192,117,17,461,292,24,780,169,314,167,19,674,221,27,914,310,501,283,33,1135,511,49,1694,16,27,10,3,56,52,4,109,10,13,11,0,40,24,3,64,9,19,3,0,31,6,0,36,0,0,0,0,3,0,0,3,35,64,27,3,128,86,4,217,3,0,0,0,4,26,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,4,30,0,34,101,5,0,0,106,14,0,122,1403,2703,875,78,5057,1203,134,6398
123021441,1222,1874,717,58,3873,766,104,4745,38,38,45,5,121,126,4,253,63,62,47,9,180,162,10,350,96,96,84,19,296,295,17,601,17,17,8,0,38,54,3,94,0,0,0,0,0,0,0,0,43,25,27,3,93,54,11,155,0,0,0,0,0,0,0,0,54,35,37,3,129,107,10,249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,5,1377,2015,846,75,4304,1173,134,5607
123021442,975,2417,875,68,4331,765,128,5221,168,303,135,13,619,354,30,998,177,388,214,19,794,239,36,1072,346,693,346,31,1419,594,61,2073,5,12,5,0,15,8,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,4,3,0,5,5,10,5,0,21,15,0,35,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,3,3,0,6,0,0,0,0,3,0,0,6,3,3,0,0,4,8,4,12,4,9,3,0,16,4,0,17,1330,3129,1232,101,5787,1377,192,7358
123021443,999,2600,805,79,4479,617,87,5184,57,101,78,8,247,124,7,377,51,104,72,3,221,153,6,380,105,206,147,11,470,280,19,761,15,25,25,0,68,54,4,126,3,4,0,0,7,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,26,26,0,77,55,4,134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,4,7,0,10,1131,2837,973,93,5027,951,114,6092
123021444,1261,2451,976,72,4766,619,108,5487,67,66,103,6,239,112,4,361,42,48,89,3,185,87,9,276,105,118,192,10,420,196,15,631,86,15,22,3,124,70,8,196,11,4,4,0,18,5,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,20,25,3,137,80,8,229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,3,5,0,0,0,0,3,4,0,8,1462,2589,1190,85,5333,896,131,6359
123031445,472,734,179,12,1392,238,31,1665,65,3,3,3,75,64,0,144,0,0,0,0,0,0,0,0,65,3,3,3,75,64,0,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,9,29,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,0,3,0,0,3,3,5,0,0,11,27,0,37,3,3,3,0,5,3,0,10,544,742,182,18,1486,337,35,1857
123031446,775,1410,220,16,2416,268,33,2716,58,4,5,0,71,51,0,119,0,0,3,0,3,0,0,6,63,4,7,0,69,51,0,124,0,0,4,0,7,10,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,7,8,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,5,0,0,5,3,3,0,0,8,3,0,11,3,7,3,0,13,3,0,21,0,3,0,0,8,3,0,12,845,1425,232,12,2516,334,40,2893
123031447,1314,2153,641,45,4156,786,77,5020,88,27,24,4,137,162,4,302,7,3,11,0,23,27,0,50,95,33,29,5,158,186,4,349,12,4,7,0,21,38,6,66,3,0,0,0,3,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,4,12,0,27,43,6,78,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,0,0,15,3,0,15,5,12,0,0,14,8,0,27,3,9,0,0,13,3,0,15,1433,2206,687,49,4372,1025,82,5483
123031448,734,1269,226,12,2245,315,37,2598,3,0,4,0,16,6,0,17,0,0,0,0,0,0,0,0,3,0,4,0,16,7,0,22,0,0,3,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,5,19,0,22,0,3,0,0,3,0,0,3,0,3,0,0,3,0,0,4,0,7,3,0,9,17,0,32,5,3,0,0,9,0,0,10,750,1275,237,12,2283,342,37,2671
124011449,687,463,257,16,1427,757,88,2274,3,3,0,0,12,21,0,33,0,0,0,0,4,8,0,8,8,8,4,0,15,22,0,42,0,0,0,0,0,11,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,17,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,5,0,3,0,0,3,0,0,3,4,3,0,0,7,3,0,9,3,3,0,0,8,7,0,16,697,473,261,16,1452,810,93,2358
124011450,1811,2633,607,55,5107,962,112,6182,33,16,11,0,64,98,3,161,21,12,38,0,70,36,3,111,60,25,49,0,128,133,11,271,0,0,0,0,0,7,0,9,0,0,0,0,3,5,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7,7,0,8,1875,2663,655,53,5242,1115,117,6481
124011451,3,0,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,6
124011452,1238,1027,573,34,2872,1518,233,4617,23,9,15,0,53,137,10,197,33,16,21,4,61,88,9,166,59,20,35,3,115,223,20,368,38,12,31,6,85,207,24,315,9,0,3,0,19,62,9,88,0,0,0,0,0,3,0,9,0,0,0,0,0,0,0,3,48,15,33,11,106,271,32,409,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,10,12,0,18,8,3,0,0,7,15,0,23,13,4,0,0,13,18,0,38,1365,1062,642,48,3116,2051,292,5460
124011453,1059,1385,483,23,2951,978,115,4043,8,4,12,0,21,31,4,59,0,0,3,0,8,3,0,9,8,4,14,0,26,35,4,69,4,3,7,0,8,46,3,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,4,3,7,0,8,46,3,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,3,0,3,4,3,0,0,8,4,0,16,1079,1397,501,23,2993,1072,121,4185
124011454,2058,2822,736,57,5667,1218,128,7008,69,16,23,0,111,174,10,292,54,19,19,0,90,175,3,268,124,34,47,0,202,345,13,557,5,3,7,0,13,22,4,36,4,3,0,0,11,25,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,4,5,0,21,44,4,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,3,3,0,4,3,0,3,0,7,6,0,11,4,6,4,0,10,11,0,17,2194,2868,789,59,5908,1612,144,7662
124011455,748,611,208,13,1583,621,77,2284,18,4,5,0,29,38,0,69,9,4,0,0,10,21,0,31,21,13,6,0,39,59,0,103,0,0,0,0,0,0,0,0,3,0,0,0,3,9,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,9,4,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,4,3,0,0,7,3,0,15,781,628,217,13,1637,697,85,2410
