SA2_MAINCODE_2016,SH_FHs_CF_no_C,SH_FHs_CF_C,SH_FHs_OnePF,SH_FHs_Oth_fam,SH_FHs_Tot,SH_Lone_P_H,SH_Group_H,SH_Tot,SDRTHT_1_S_FHs_CF_no_C,SDRTHT_1_S_FHs_CF_C,SDRTHT_1_S_FHs_OnePF,SDRTHT_1_S_FHs_Oth_fam,SDRTHT_1_S_FHs_Tot,SDRTHT_1_S_Lone_P_H,SDRTHT_1_S_Group_H,SDRTHT_1_S_Tot,SDRTHT_2more_S_FHs_CF_no_C,SDRTHT_2more_S_FHs_CF_C,SDRTHT_2more_S_FHs_OnePF,SDRTHT_2more_S_FHs_Oth_fam,SDRTHT_2more_S_FHs_Tot,SDRTHT_2more_S_Lone_P_H,SDRTHT_2more_S_Group_H,SDRTHT_2more_S_Tot,SDRTHT_Tot_FHs_CF_no_C,SDRTHT_Tot_FHs_CF_C,SDRTHT_Tot_FHs_OnePF,SDRTHT_Tot_FHs_Oth_fam,SDRTHT_Tot_FHs_Tot,SDRTHT_Tot_Lone_P_H,SDRTHT_Tot_Group_H,SDRTHT_Tot_Tot,FoA_1_or_2_SB_FHs_CF_no_C,FoA_1_or_2_SB_FHs_CF_C,FoA_1_or_2_SB_FHs_OnePF,FoA_1_or_2_SB_FHs_Oth_fam,FoA_1_or_2_SB_FHs_Tot,FoA_1_or_2_SB_Lone_P_H,FoA_1_or_2_SB_Group_H,FoA_1_or_2_SB_Tot,FoA_3SB_FHs_CF_no_C,FoA_3SB_FHs_CF_C,FoA_3SB_FHs_OnePF,FoA_3SB_FHs_Oth_fam,FoA_3SB_FHs_Tot,FoA_3SB_Lone_P_H,FoA_3SB_Group_H,FoA_3SB_Tot,FoA_4moSB_FHs_CF_no_C,FoA_4moSB_FHs_CF_C,FoA_4moSB_FHs_OnePF,FoA_4moSB_FHs_Oth_fam,FoA_4moSB_FHs_Tot,FoA_4moSB_Lone_P_H,FoA_4moSB_Group_H,FoA_4moSB_Tot,FoA_Att_to_hous_FHs_CF_no_C,FoA_Att_to_hous_FHs_CF_C,FoA_Att_to_hous_FHs_OnePF,FoA_Att_to_hous_FHs_Oth_fam,FoA_Att_to_hous_FHs_Tot,FoA_Att_to_hous_Lone_P_H,FoA_Att_to_hous_Group_H,FoA_Att_to_hous_Tot,FoA_Tot_FHs_CF_no_C,FoA_Tot_FHs_CF_C,FoA_Tot_FHs_OnePF,FoA_Tot_FHs_Oth_fam,FoA_Tot_FHs_Tot,FoA_Tot_Lone_P_H,FoA_Tot_Group_H,FoA_Tot_Tot,OD_C_FHs_CF_no_C,OD_C_FHs_CF_C,OD_C_FHs_OnePF,OD_C_FHs_Oth_fam,OD_C_FHs_Tot,OD_C_Lone_P_H,OD_C_Group_H,OD_C_Tot,OD_CH_FHs_CF_no_C,OD_CH_FHs_CF_C,OD_CH_FHs_OnePF,OD_CH_FHs_Oth_fam,OD_CH_FHs_Tot,OD_CH_Lone_P_H,OD_CH_Group_H,OD_CH_Tot,OD_Imp_home_T_SO_FHs_CF_no_C,OD_Imp_home_T_SO_FHs_CF_C,OD_Imp_home_T_SO_FHs_OnePF,OD_Imp_home_T_SO_FHs_Oth_fam,OD_Imp_home_T_SO_FHs_Tot,OD_Imp_home_T_SO_Lone_P_H,OD_Imp_home_T_SO_Group_H,OD_Imp_home_T_SO_Tot,OD_HorF_at_to_S_O_FHs_CF_no_C,OD_HorF_at_to_S_O_FHs_CF_C,OD_HorF_at_to_S_O_FHs_OnePF,OD_HorF_at_to_S_O_FHs_Oth_fam,OD_HorF_at_to_S_O_FHs_Tot,OD_HorF_at_to_S_O_Lone_P_H,OD_HorF_at_to_S_O_Group_H,OD_HorF_at_to_S_O_Tot,OD_Tot_FHs_CF_no_C,OD_Tot_FHs_CF_C,OD_Tot_FHs_OnePF,OD_Tot_FHs_Oth_fam,OD_Tot_FHs_Tot,OD_Tot_Lone_P_H,OD_Tot_Group_H,OD_Tot_Tot,DS_NS_FHs_CF_no_C,DS_NS_FHs_CF_C,DS_NS_FHs_OnePF,DS_NS_FHs_Oth_fam,DS_NS_FHs_Tot,DS_NS_Lone_P_H,DS_NS_Group_H,DS_NS_Tot,Tot_FHs_CF_no_C,Tot_FHs_CF_C,Tot_FHs_OnePF,Tot_FHs_Oth_fam,Tot_FHs_Tot,Tot_Lone_P_H,Tot_Group_H,Tot_Tot
107011545,1007,1427,781,55,3266,911,120,4298,18,3,3,0,23,36,3,63,19,29,19,0,71,26,4,104,35,32,29,3,94,65,5,166,52,33,40,3,127,193,10,328,4,9,4,0,18,17,0,29,0,0,0,0,0,0,0,0,0,3,4,0,9,14,3,21,51,50,49,3,154,222,12,388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,0,9,3,0,6,6,0,3,0,9,3,0,6,6,4,4,0,12,9,5,21,1101,1509,857,62,3526,1209,142,4884
107011546,626,792,476,24,1922,578,76,2577,15,9,13,0,39,83,0,120,33,41,88,0,162,69,10,241,52,44,99,3,205,152,11,362,56,44,61,9,176,221,23,424,16,14,26,3,57,165,4,226,0,0,3,0,3,38,0,37,0,0,0,0,3,0,0,3,77,59,91,9,241,428,28,695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,6,0,3,13,0,5,0,0,12,5,3,17,0,0,0,0,3,4,0,5,761,906,669,40,2378,1173,109,3660
107011547,385,374,142,18,924,406,31,1360,56,7,23,3,93,177,7,277,10,9,9,0,34,19,0,52,71,19,27,4,119,193,5,325,7,5,8,0,25,59,3,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,8,0,25,59,3,87,4,0,0,0,4,12,3,21,0,5,5,0,13,13,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,3,0,16,19,4,44,3,0,0,0,3,6,3,15,467,407,192,24,1094,680,48,1820
107021135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
107031136,1022,1964,507,19,3504,446,47,4000,102,37,56,3,201,144,10,349,43,46,28,0,119,50,11,180,142,89,86,5,318,187,17,528,0,0,0,0,3,11,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,3,9,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,4,0,0,3,4,3,0,0,9,6,0,14,1165,2054,593,24,3837,655,65,4562
107031137,541,672,325,23,1560,322,38,1911,71,28,55,3,156,135,9,299,22,20,37,0,86,40,3,130,96,45,91,6,240,180,15,429,0,4,0,0,4,9,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,9,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,3,0,3,23,0,0,0,25,34,0,57,664,726,425,24,1836,541,52,2424
107031138,697,654,164,8,1523,296,32,1855,44,18,15,3,82,67,0,148,185,78,62,5,326,169,19,519,223,98,77,4,406,234,24,663,48,17,20,3,84,106,4,198,24,4,3,0,33,39,0,73,65,0,3,0,66,116,3,191,0,0,0,0,0,0,0,0,137,21,24,3,188,262,13,457,3,3,0,0,9,8,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,14,5,0,18,7,8,0,0,18,9,0,32,3,5,0,0,8,9,0,15,1067,790,266,25,2146,809,70,3027
107031139,605,775,158,7,1549,264,32,1843,23,4,6,0,34,6,0,44,29,12,15,0,56,30,3,84,45,23,19,0,87,40,3,128,14,6,8,0,22,17,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,6,8,0,22,17,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,664,802,188,7,1662,317,35,2018
107031140,823,868,182,13,1891,396,50,2333,17,6,12,0,36,9,3,43,24,3,3,0,32,13,4,50,37,11,20,0,70,25,6,98,26,7,6,0,47,89,0,142,6,0,0,0,9,4,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,9,6,0,50,100,0,152,7,0,0,0,5,0,0,12,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,7,6,4,4,0,15,6,0,19,7,3,0,0,9,7,24,44,912,896,207,18,2035,529,77,2639
107031141,1127,2261,399,29,3809,398,52,4260,87,42,62,4,196,101,9,311,175,152,93,11,426,186,24,634,262,194,150,13,622,293,29,943,53,23,17,0,98,48,5,148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,20,17,0,96,49,5,155,4,0,3,0,10,38,0,47,0,0,0,0,4,10,0,12,0,0,0,0,0,0,0,0,3,0,6,0,8,5,0,16,11,3,3,0,21,51,0,75,8,3,3,0,19,0,0,15,1471,2485,571,40,4565,786,92,5450
107031142,824,1086,373,28,2310,463,39,2817,89,33,65,6,200,196,15,409,54,49,60,0,156,81,8,247,142,82,128,6,353,280,27,658,9,3,8,0,19,36,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,8,0,25,39,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,3,3,3,9,7,0,0,0,3,3,3,9,3,6,0,0,11,3,0,8,987,1175,511,34,2705,788,66,3563
107031143,1633,1866,1085,76,4656,1168,127,5955,65,20,31,3,126,162,3,290,79,52,69,9,211,217,23,453,144,72,103,9,332,378,29,737,97,41,125,13,279,374,23,677,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,41,128,13,280,378,23,680,0,0,0,0,0,4,0,3,67,4,14,4,87,150,3,244,0,0,0,0,0,0,0,0,4,3,3,0,8,6,0,11,72,7,17,4,98,159,3,258,3,3,3,0,9,8,0,17,1949,1994,1329,102,5377,2085,187,7649
107041144,1443,2096,613,63,4217,994,150,5359,128,82,92,6,307,349,54,707,191,138,131,10,462,422,31,914,316,214,224,11,763,768,85,1621,64,34,31,8,137,173,44,358,17,14,0,0,28,27,9,62,106,40,21,5,174,119,48,344,0,0,0,0,0,0,0,4,190,81,60,13,343,316,106,765,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,10,9,0,22,19,9,49,10,8,9,0,28,22,4,57,7,5,0,0,12,7,0,18,1968,2405,911,86,5364,2108,349,7822
107041145,913,1334,473,42,2770,659,65,3492,144,83,110,7,345,396,25,768,196,168,202,15,580,422,46,1048,343,255,313,23,928,818,73,1814,83,51,61,3,191,256,23,476,44,18,27,4,87,126,12,226,24,3,0,0,24,19,3,53,0,0,0,0,0,0,0,0,149,70,84,10,308,400,42,754,4,4,0,0,8,12,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,5,0,19,5,0,27,13,8,5,0,24,16,0,45,0,0,3,0,6,7,0,13,1413,1662,877,73,4028,1905,179,6117
107041146,1554,2374,566,63,4555,895,220,5668,67,42,55,7,171,111,37,320,66,78,69,5,213,126,44,383,141,115,120,12,384,239,76,697,106,55,46,4,216,329,81,625,0,14,8,3,24,18,3,50,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,109,71,56,7,239,352,84,673,24,7,17,4,54,101,7,157,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,3,3,3,0,7,8,0,23,25,15,21,4,64,111,11,184,3,3,4,0,15,14,0,30,1828,2582,768,89,5260,1609,387,7255
107041147,552,1286,211,14,2067,262,33,2364,13,7,3,0,22,9,0,36,17,28,3,0,39,15,7,64,22,29,6,0,61,32,9,97,65,56,33,0,161,55,3,216,20,6,7,0,30,21,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,62,44,0,186,76,3,271,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,8,0,0,0,0,0,0,0,0,0,3,3,0,6,3,0,8,0,3,4,0,9,11,0,19,0,3,0,0,9,3,0,11,666,1388,262,11,2334,381,48,2756
107041148,920,1399,268,22,2604,449,90,3140,30,13,9,0,54,51,3,107,65,73,35,5,173,89,9,278,95,90,41,3,225,142,11,386,47,30,20,0,99,78,3,180,51,15,7,0,74,30,8,116,3,3,0,0,10,6,0,14,0,0,0,0,0,0,0,0,99,47,30,0,181,125,14,316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,18,6,0,21,3,4,5,0,19,6,0,20,7,9,0,0,9,13,0,22,1117,1547,349,28,3043,725,117,3889
107041150,1279,2278,500,38,4101,682,84,4864,71,47,63,3,181,170,7,358,143,150,109,4,402,267,15,682,216,195,166,10,584,436,19,1043,189,114,117,9,428,436,34,898,18,5,12,3,41,67,4,110,12,3,4,0,29,25,3,54,0,0,0,0,0,0,0,4,222,129,131,7,490,532,37,1065,4,0,0,0,4,5,0,11,0,0,3,0,3,0,0,5,0,0,0,0,0,0,0,0,3,3,0,0,13,3,3,17,7,3,3,0,14,10,0,30,11,15,6,0,30,9,0,38,1730,2620,817,53,5222,1670,153,7042
107041548,128,187,78,15,404,176,98,678,4,0,3,0,12,15,6,28,92,37,18,5,153,81,51,291,97,37,23,8,164,100,55,315,133,71,56,15,274,306,109,691,299,116,97,25,538,650,242,1426,975,280,178,46,1480,943,296,2714,0,0,0,0,0,3,0,3,1410,466,333,83,2284,1897,648,4837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,10,12,4,22,5,3,0,0,10,15,4,25,72,7,3,0,81,141,8,220,1710,696,432,102,2938,2322,811,6073
107041549,766,1091,337,37,2238,540,220,2990,48,44,35,4,129,96,20,246,170,182,90,16,459,196,105,760,217,228,125,21,586,295,131,1012,133,110,99,24,362,362,114,845,122,85,61,6,266,290,92,657,139,86,53,12,293,245,132,659,4,0,0,0,8,3,0,9,393,278,209,48,926,898,345,2175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,6,6,0,16,0,8,0,0,12,8,0,17,6,0,3,0,9,5,6,23,1386,1601,669,110,3772,1753,694,6219
108011151,580,454,184,13,1236,412,57,1706,3,0,4,0,7,8,3,15,0,0,0,0,0,0,0,0,3,0,4,0,7,8,3,15,3,3,0,0,10,3,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,6,3,0,18,5,0,0,0,5,3,0,13,3,0,5,0,9,4,0,16,3,0,0,0,3,0,0,6,3,0,0,0,5,0,0,8,8,3,5,0,16,17,0,35,8,3,4,0,11,0,0,14,600,466,198,20,1276,442,63,1787
108011152,1595,890,498,41,3026,968,92,4087,286,43,80,8,420,448,28,899,32,9,23,0,59,43,3,105,318,53,105,5,483,489,30,1007,51,21,66,6,136,237,19,393,36,10,18,3,65,102,8,180,77,13,25,0,118,69,8,193,0,0,0,0,0,0,0,0,171,37,103,9,320,406,39,769,3,3,0,0,8,4,0,13,19,5,3,0,27,36,5,61,0,0,0,0,0,0,0,0,4,3,6,0,18,10,5,33,24,7,10,0,47,51,9,104,16,10,3,0,26,21,0,48,2122,1000,723,54,3897,1946,174,6014
108011153,794,533,213,15,1558,504,64,2127,10,3,5,0,12,10,0,24,6,0,0,0,11,3,0,13,19,4,3,0,23,12,0,38,4,3,5,0,12,7,0,20,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,5,0,10,12,0,25,3,0,0,0,7,11,0,13,40,7,7,0,52,70,5,118,0,0,0,0,0,0,0,4,0,3,0,0,3,0,0,5,47,10,5,0,59,79,7,147,4,0,0,0,5,5,0,9,861,547,232,21,1658,617,69,2338
108011154,614,270,144,6,1038,389,38,1462,188,26,49,3,273,299,17,593,29,10,15,0,61,46,4,109,219,37,71,4,332,345,19,703,28,6,27,3,65,134,11,205,20,10,18,0,48,67,10,125,52,8,25,0,89,112,5,204,0,0,0,0,0,0,0,0,97,24,73,8,199,314,27,539,3,0,0,0,3,26,0,31,6,0,0,0,3,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,12,13,0,0,0,14,32,0,50,10,0,0,0,13,9,0,25,950,336,284,22,1595,1100,90,2784
108021155,1227,1086,905,57,3276,1100,145,4520,18,7,12,0,39,106,3,146,3,5,6,0,10,25,0,36,19,11,19,3,50,128,3,185,10,14,24,3,51,142,5,197,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,13,0,0,0,0,0,0,0,0,10,14,24,3,49,152,8,205,5,0,0,0,5,23,0,25,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,3,0,4,3,0,3,12,4,22,7,3,3,0,15,37,4,52,18,9,5,0,28,16,0,44,1278,1117,961,60,3420,1444,155,5015
108021156,1083,753,399,32,2265,874,106,3237,11,3,6,0,23,35,3,65,0,3,0,0,3,0,0,3,11,3,6,0,20,35,3,62,5,0,3,0,10,18,0,26,0,0,3,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,3,0,10,0,11,20,0,33,7,0,0,0,4,17,0,22,3,0,0,0,3,3,0,9,0,0,0,0,4,0,0,3,0,0,0,0,3,0,0,3,9,0,4,0,19,16,0,37,18,18,3,0,43,31,4,76,1132,776,422,38,2361,974,114,3448
108021157,532,385,226,24,1161,428,48,1629,5,8,4,0,18,19,0,42,0,0,0,0,3,3,0,11,9,8,7,0,27,29,3,54,15,3,3,0,23,55,0,74,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,3,3,0,23,59,0,79,8,0,0,0,8,5,0,10,9,0,3,3,16,18,0,36,0,3,0,0,3,0,0,3,7,0,4,0,11,13,0,24,22,3,9,3,36,37,3,80,3,0,3,0,9,3,0,12,579,399,241,24,1250,553,50,1851
108021158,687,364,308,29,1396,654,72,2126,23,7,18,0,46,112,5,159,12,6,7,0,20,3,3,27,33,7,22,0,67,116,6,192,47,15,42,4,116,193,7,312,9,6,9,0,25,24,3,48,11,0,0,0,11,14,0,24,0,0,0,0,0,0,0,0,68,17,55,4,142,231,11,382,15,0,0,0,22,33,0,54,55,4,0,4,66,114,6,183,0,0,0,0,0,0,0,0,6,0,3,0,10,5,0,17,78,5,6,6,95,152,8,250,0,0,3,0,3,7,0,11,872,402,394,42,1711,1165,98,2968
108021159,950,694,305,24,1971,691,95,2763,5,8,0,0,16,17,4,35,0,0,6,0,3,4,0,10,9,8,3,0,15,20,4,41,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,6,0,0,0,7,12,0,17,4,0,0,0,4,3,0,4,3,0,0,0,3,3,3,9,3,3,0,0,4,0,0,7,11,5,0,0,16,15,3,38,0,5,3,0,10,7,0,17,971,710,316,24,2019,738,101,2864
108021160,729,351,181,9,1266,481,40,1795,33,6,13,0,56,104,3,163,0,0,0,0,7,14,0,16,37,9,15,0,55,118,3,181,34,10,19,0,72,78,13,161,10,0,0,0,10,14,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,19,26,0,84,89,13,186,7,0,0,0,9,13,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,13,0,0,0,16,13,0,27,4,0,0,0,6,3,3,13,828,373,218,14,1435,703,59,2200
108031161,44,31,4,0,90,43,7,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,31,4,0,90,43,7,132
108041162,2274,1341,543,34,4183,1139,130,5455,174,13,34,0,222,324,14,559,15,8,18,0,45,47,0,91,189,21,52,0,267,368,14,650,40,16,43,0,99,160,4,262,3,0,0,0,3,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,16,45,0,100,163,4,277,69,11,8,10,97,184,7,291,29,0,0,0,31,52,0,91,0,0,0,0,3,0,0,6,3,3,3,0,12,7,0,18,109,10,14,10,138,249,12,403,12,3,8,0,22,20,3,44,2620,1394,652,40,4713,1938,167,6814
108041163,2706,2498,810,42,6060,1477,212,7747,287,80,130,12,510,530,44,1080,161,66,95,5,335,185,21,540,448,144,232,14,841,722,65,1624,102,31,70,6,205,331,28,565,60,19,47,4,128,198,24,350,216,36,51,4,310,336,54,702,0,0,0,0,0,0,0,0,374,82,168,13,646,867,111,1620,7,0,0,0,9,8,0,13,6,0,0,0,5,13,0,17,4,0,0,0,4,3,0,5,4,3,0,0,3,3,0,12,17,3,3,0,20,22,0,41,15,11,0,0,24,13,0,39,3559,2733,1217,75,7584,3099,391,11078
108041164,1450,1175,524,35,3192,849,117,4156,332,73,134,12,545,570,51,1168,105,34,46,3,191,137,14,338,430,108,186,13,734,704,63,1500,159,24,65,5,249,528,39,818,41,5,18,3,70,95,7,169,89,13,24,0,126,130,15,273,0,0,0,0,0,0,0,0,290,47,106,3,445,753,62,1260,4,0,0,0,4,12,0,15,52,3,12,0,62,123,8,199,0,0,0,0,0,0,0,0,0,3,0,0,10,3,0,13,55,4,14,0,74,139,10,221,6,5,5,0,23,19,3,43,2236,1341,831,60,4469,2464,255,7181
108041165,623,537,170,23,1350,356,44,1749,0,0,0,0,3,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,5,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,8,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,6,0,0,0,0,0,7,0,7,0,0,0,0,0,0,0,0,3,0,0,0,3,8,0,15,9,6,3,0,23,28,3,53,642,545,167,24,1380,397,51,1825
108041166,1190,1091,485,26,2795,672,76,3545,41,16,43,3,104,127,9,237,0,3,0,0,8,7,0,13,39,21,46,3,111,129,9,248,22,4,3,0,30,94,0,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,4,3,0,30,93,0,125,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,4,0,4,0,9,3,3,17,9,0,4,0,11,11,3,29,6,3,3,0,7,0,0,9,1264,1121,536,26,2952,915,97,3957
108051167,700,421,204,17,1336,513,47,1893,6,0,0,0,6,14,0,25,0,0,0,0,0,0,0,0,6,0,0,0,6,14,0,25,3,3,3,0,7,47,3,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,7,47,3,59,0,0,0,0,0,3,0,8,0,0,0,0,3,7,0,14,0,0,0,0,0,3,0,4,3,3,0,0,9,7,3,19,9,3,3,0,14,24,3,38,3,3,3,0,7,0,0,10,718,430,209,14,1377,603,46,2029
108051168,1342,920,328,26,2619,650,75,3342,152,21,36,0,209,178,13,400,19,13,16,0,46,24,7,75,171,36,51,0,257,198,18,476,37,13,22,5,80,81,8,167,3,0,0,0,3,4,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,41,13,22,5,83,86,5,181,12,0,0,0,12,18,0,32,25,4,4,0,30,26,3,65,0,0,0,0,0,0,0,0,5,0,3,0,5,13,0,16,39,4,6,0,54,58,3,113,15,12,4,0,33,10,3,46,1618,985,414,28,3044,1004,107,4160
108051169,1992,1618,1040,78,4733,1557,211,6497,110,26,69,8,212,482,16,718,17,0,10,0,24,25,3,51,127,23,78,8,236,504,20,762,67,23,50,8,152,425,27,603,3,0,0,0,9,28,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,23,55,7,158,450,27,632,4,0,3,0,7,23,0,33,3,0,7,0,6,11,0,19,0,0,0,0,0,0,0,0,3,7,3,0,15,8,0,15,13,7,11,0,31,37,3,73,20,7,8,0,30,30,0,58,2218,1684,1186,98,5187,2578,261,8027
108051170,1769,1038,438,43,3289,1069,109,4467,23,7,12,0,39,44,3,84,38,9,10,0,52,28,3,86,58,9,15,0,88,73,3,172,0,0,0,0,0,5,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,10,0,0,0,0,0,0,0,0,0,3,0,0,4,16,0,20,4,3,0,0,8,6,0,20,26,3,0,0,30,61,0,96,3,0,0,0,3,6,0,15,0,3,0,0,3,3,0,8,37,8,3,0,48,82,3,135,12,10,0,0,17,3,3,27,1872,1070,461,39,3450,1243,117,4810
108051171,548,481,296,14,1335,490,55,1879,10,4,5,0,25,65,0,94,0,3,0,0,5,4,0,8,16,8,9,0,25,72,0,99,4,6,3,0,16,34,6,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,3,0,16,34,6,57,3,0,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,3,0,0,0,6,0,0,8,6,0,4,0,8,3,0,14,0,3,0,0,6,3,0,9,571,490,314,17,1391,609,56,2059
109011172,1359,1747,469,30,3607,852,223,4681,79,26,36,9,156,290,34,477,8,3,5,0,21,18,4,46,89,36,45,6,177,300,44,523,15,4,4,0,27,49,4,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,4,8,0,24,49,4,76,0,0,0,0,3,0,0,3,0,0,0,0,6,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,3,6,0,0,11,7,0,18,3,3,0,0,10,10,3,14,1464,1792,521,35,3816,1214,270,5304
109011173,866,892,450,35,2245,818,109,3171,79,43,54,3,179,259,31,476,4,0,0,0,4,24,0,29,85,48,57,3,187,288,38,510,3,0,0,0,3,6,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,6,0,13,3,0,0,0,3,8,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,0,9,6,0,14,9,0,6,0,11,3,0,17,959,946,513,33,2450,1130,145,3722
109011174,895,807,316,32,2052,768,99,2915,129,62,61,4,257,516,41,813,48,10,11,0,72,153,20,240,172,70,75,4,332,662,54,1051,6,6,5,3,23,89,6,118,4,0,0,0,3,17,0,22,7,0,0,0,4,16,0,29,0,0,0,0,0,0,0,0,15,9,5,3,36,126,12,167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,13,6,0,22,4,0,3,0,13,3,0,19,0,0,0,0,4,3,0,13,1094,894,405,43,2430,1562,166,4161
