SA2_MAINCODE_2016,CF_C_BPBO_DC_0_4,CF_C_BPBO_DC_5_9,CF_C_BPBO_DC_10_12,CF_C_BPBO_DC_13_14,CF_C_BPBO_DC_15_17,CF_C_BPBO_DC_18_20,CF_C_BPBO_DC_21_24,CF_C_BPBO_Tot,CF_C_FBO_DC_0_4,CF_C_FBO_DC_5_9,CF_C_FBO_DC_10_12,CF_C_FBO_DC_13_14,CF_C_FBO_DC_15_17,CF_C_FBO_DC_18_20,CF_C_FBO_DC_21_24,CF_C_FBO_Tot,CF_C_MBO_DC_0_4,CF_C_MBO_DC_5_9,CF_C_MBO_DC_10_12,CF_C_MBO_DC_13_14,CF_C_MBO_DC_15_17,CF_C_MBO_DC_18_20,CF_C_MBO_DC_21_24,CF_C_MBO_Tot,CF_C_BPBAu_DC_0_4,CF_C_BPBAu_DC_5_9,CF_C_BPBAu_DC_10_12,CF_C_BPBAu_DC_13_14,CF_C_BPBAu_DC_15_17,CF_C_BPBAu_DC_18_20,CF_C_BPBAu_DC_21_24,CF_C_BPBAu_Tot,CF_C_BP_NS_DC_0_4,CF_C_BP_NS_DC_5_9,CF_C_BP_NS_DC_10_12,CF_C_BP_NS_DC_13_14,CF_C_BP_NS_DC_15_17,CF_C_BP_NS_DC_18_20,CF_C_BP_NS_DC_21_24,CF_C_BP_NS_Tot,CF_C_Tot_DC_0_4,CF_C_Tot_DC_5_9,CF_C_Tot_DC_10_12,CF_C_Tot_DC_13_14,CF_C_Tot_DC_15_17,CF_C_Tot_DC_18_20,CF_C_Tot_DC_21_24,CF_C_Tot_Tot,One_PF_BPBO_DC_0_4,One_PF_BPBO_DC_5_9,One_PF_BPBO_DC_10_12,One_PF_BPBO_DC_13_14,One_PF_BPBO_DC_15_17,One_PF_BPBO_DC_18_20,One_PF_BPBO_DC_21_24,One_PF_BPBO_Tot,One_PF_FBO_DC_0_4,One_PF_FBO_DC_5_9,One_PF_FBO_DC_10_12,One_PF_FBO_DC_13_14,One_PF_FBO_DC_15_17,One_PF_FBO_DC_18_20,One_PF_FBO_DC_21_24,One_PF_FBO_Tot,One_PF_MBO_DC_0_4,One_PF_MBO_DC_5_9,One_PF_MBO_DC_10_12,One_PF_MBO_DC_13_14,One_PF_MBO_DC_15_17,One_PF_MBO_DC_18_20,One_PF_MBO_DC_21_24,One_PF_MBO_Tot,One_PF_BPBAu_DC_0_4,One_PF_BPBAu_DC_5_9,One_PF_BPBAu_DC_10_12,One_PF_BPBAu_DC_13_14,One_PF_BPBAu_DC_15_17,One_PF_BPBAu_DC_18_20,One_PF_BPBAu_DC_21_24,One_PF_BPBAu_Tot,One_PF_BP_NS_DC_0_4,One_PF_BP_NS_DC_5_9,One_PF_BP_NS_DC_10_12,One_PF_BP_NS_DC_13_14,One_PF_BP_NS_DC_15_17,One_PF_BP_NS_DC_18_20,One_PF_BP_NS_DC_21_24,One_PF_BP_NS_Tot,One_PF_Tot_DC_0_4,One_PF_Tot_DC_5_9,One_PF_Tot_DC_10_12,One_PF_Tot_DC_13_14,One_PF_Tot_DC_15_17,One_PF_Tot_DC_18_20,One_PF_Tot_DC_21_24,One_PF_Tot_Tot,Tot_DC_0_4,Tot_DC_5_9,Tot_DC_10_12,Tot_DC_13_14,Tot_DC_15_17,Tot_DC_18_20,Tot_DC_21_24,Tot_Tot
118011345,127,110,53,32,38,24,13,392,120,99,42,18,20,8,12,328,118,76,32,21,25,13,3,293,303,221,109,61,84,43,38,857,3,0,0,0,0,0,0,7,668,517,240,132,169,92,65,1881,5,17,10,3,11,8,3,55,3,26,11,7,11,4,3,66,3,16,8,4,7,10,0,41,17,31,27,13,21,22,13,137,5,3,0,0,3,0,0,10,33,87,57,29,54,40,24,318,700,605,292,157,225,133,86,2197
118011346,150,236,125,92,119,69,43,839,74,113,67,38,60,28,25,408,84,108,73,35,37,34,15,392,185,280,179,100,141,90,55,1030,3,3,0,0,0,0,0,6,493,743,450,277,350,227,141,2676,12,17,17,9,16,20,12,103,7,7,22,12,15,3,4,68,5,12,8,4,8,3,0,47,10,23,21,23,23,15,10,117,0,0,0,0,0,0,0,0,33,61,62,49,56,46,29,339,529,808,513,320,410,264,167,3010
118011347,88,74,36,22,29,12,12,270,58,56,26,16,12,9,3,175,63,48,27,12,18,10,4,181,154,126,49,30,48,31,14,455,0,0,0,0,0,0,0,0,355,307,139,82,108,61,27,1079,12,14,3,3,5,4,4,48,7,11,4,3,8,6,0,37,3,4,3,0,3,3,4,13,10,21,16,12,22,5,3,86,0,0,0,3,0,0,0,5,39,44,29,16,31,15,9,185,389,348,160,106,140,76,39,1270
118021348,416,299,151,90,119,81,30,1178,225,160,77,45,49,23,11,589,201,167,73,42,53,33,10,584,514,497,269,148,198,129,67,1829,7,4,5,4,3,0,0,22,1372,1120,575,332,418,270,129,4210,23,39,23,15,27,16,17,158,19,47,18,22,14,0,6,126,7,26,14,9,11,10,6,87,46,72,51,40,34,19,14,274,3,0,3,0,0,0,0,16,96,195,108,80,94,48,41,659,1471,1310,682,411,510,318,167,4865
118021350,306,284,164,113,189,115,81,1250,115,152,65,44,53,21,20,469,144,141,77,48,61,19,6,501,454,506,304,198,263,117,62,1892,4,9,0,0,3,0,0,14,1019,1099,599,402,568,270,168,4121,17,43,25,31,35,15,18,185,14,22,21,13,19,10,5,96,17,13,12,3,11,3,5,60,74,101,66,47,67,24,15,388,13,16,12,7,4,0,0,50,129,189,129,98,139,55,44,779,1151,1289,729,503,703,321,209,4898
118021564,204,176,78,42,59,34,28,609,44,50,20,26,11,9,0,163,60,54,19,13,14,10,3,155,157,146,73,46,60,27,19,527,0,0,0,0,0,0,0,0,466,425,185,124,141,77,51,1463,10,20,15,7,18,15,18,97,3,13,12,7,0,3,3,42,5,6,4,0,7,0,0,28,10,17,12,6,12,12,4,73,5,0,0,0,0,0,0,5,34,53,45,14,38,39,25,244,501,478,233,144,178,108,72,1708
118021565,222,214,92,69,91,71,41,796,60,82,32,12,21,15,6,225,50,74,39,18,19,3,0,204,175,191,113,58,76,59,19,693,4,0,0,0,0,0,0,3,514,555,274,157,210,144,72,1927,16,20,21,12,20,31,17,129,13,11,0,3,8,0,0,35,5,22,14,7,5,4,3,64,17,10,6,9,10,6,3,64,3,3,0,0,0,0,0,10,43,68,45,35,45,50,30,308,561,623,315,190,253,194,96,2237
118021566,136,156,92,39,76,49,40,581,60,63,27,12,27,14,5,207,88,75,38,21,18,18,4,262,190,193,118,78,95,34,27,733,4,0,0,0,0,0,0,3,465,484,270,153,212,119,76,1784,11,6,12,7,13,14,7,69,6,10,12,4,0,7,0,39,3,5,6,3,6,0,0,17,9,22,11,12,19,5,3,90,0,0,0,0,0,0,0,6,35,38,40,18,39,23,12,213,504,524,312,178,245,144,88,1994
118021567,176,137,76,38,64,32,34,559,65,74,32,18,18,10,4,217,69,55,24,16,17,3,4,187,211,159,107,57,77,38,23,666,5,8,3,0,0,0,0,13,532,436,232,130,168,83,63,1648,20,21,7,16,24,13,14,122,7,28,14,12,15,3,0,80,10,7,3,4,3,3,3,36,20,42,27,30,20,13,6,158,4,3,3,0,7,0,0,26,65,105,57,61,67,34,21,419,598,539,291,188,235,117,87,2064
118021568,267,225,105,62,78,69,33,831,51,52,30,13,10,15,8,172,68,51,15,10,25,10,5,181,132,147,80,45,59,35,12,518,0,3,0,0,0,0,0,5,526,476,228,132,178,123,58,1709,8,15,13,10,18,22,13,104,6,7,3,4,12,0,0,25,0,12,7,0,11,0,0,27,19,20,19,11,26,6,0,101,0,3,3,0,3,0,0,5,34,51,48,26,60,35,13,266,555,532,272,153,237,153,71,1973
118021569,325,205,80,48,44,36,29,769,124,124,50,19,34,12,3,372,158,102,49,29,33,15,7,405,366,296,152,73,99,51,27,1069,0,0,0,0,0,0,0,0,977,740,335,172,209,122,74,2618,12,23,13,16,17,19,10,113,19,18,15,7,14,6,3,81,11,23,9,5,12,6,3,63,21,37,28,24,27,12,8,159,3,4,3,0,0,0,0,9,64,107,70,54,68,42,20,423,1041,841,400,222,275,167,98,3040
118021570,215,203,78,51,78,35,22,685,83,79,38,20,22,10,6,258,96,91,37,15,19,14,12,283,209,154,100,45,74,35,20,634,4,0,4,0,0,0,0,9,607,527,260,125,189,100,51,1871,12,29,14,8,11,8,11,103,10,10,12,8,9,3,5,58,11,13,4,4,4,0,0,42,12,23,19,8,12,11,3,93,0,0,0,0,0,0,0,6,46,67,54,35,46,35,20,295,653,600,310,166,229,132,72,2164
119011354,412,483,284,211,302,211,106,2006,236,256,163,96,103,49,9,920,124,133,85,29,51,22,6,445,466,413,225,103,129,67,28,1431,18,8,12,12,3,0,0,56,1260,1289,763,449,590,351,151,4862,67,92,79,67,105,58,49,516,58,77,44,26,30,9,7,249,18,25,16,12,6,8,0,92,110,90,53,26,45,9,5,344,5,10,4,3,0,0,0,29,264,299,199,139,189,94,59,1229,1524,1589,959,586,778,447,208,6095
119011355,54,23,12,12,11,22,5,142,4,0,0,0,0,0,0,5,4,3,4,0,0,0,0,12,11,3,3,0,3,0,0,19,0,0,0,0,0,0,0,0,78,31,19,16,11,17,7,186,0,5,4,0,4,0,3,20,0,8,0,0,0,0,0,13,0,3,0,0,0,0,0,5,6,4,0,0,0,0,0,8,0,0,0,0,0,0,0,0,7,13,9,7,3,0,3,38,82,49,30,21,21,19,12,226
119011356,226,314,223,138,181,150,80,1308,152,147,45,36,49,36,13,481,88,63,32,19,12,5,3,225,255,161,87,38,58,15,8,624,0,3,4,0,3,0,0,14,716,687,388,235,304,209,111,2646,47,67,55,38,51,38,28,319,18,33,24,23,16,9,0,110,8,17,5,10,13,0,0,52,51,48,29,7,26,7,3,170,7,4,0,0,3,0,0,14,136,161,109,71,102,50,35,663,855,849,500,307,406,256,140,3313
119011357,599,864,531,369,557,384,244,3541,331,377,229,134,123,58,36,1284,187,190,88,33,54,22,13,580,439,356,179,87,85,45,21,1212,16,13,7,5,6,4,0,53,1574,1799,1032,622,818,520,317,6674,64,109,95,63,116,66,46,565,37,66,39,29,33,15,4,227,16,31,29,15,22,14,7,129,90,122,52,27,28,10,7,328,10,9,3,3,5,3,0,33,228,332,217,137,204,105,58,1275,1804,2128,1242,760,1020,624,375,7953
119011358,293,253,151,119,179,142,73,1216,97,104,56,31,54,31,9,375,90,71,43,24,23,9,5,262,346,319,178,104,145,78,23,1197,3,3,0,3,6,0,0,18,825,749,424,285,404,257,113,3060,23,35,26,25,48,37,17,210,8,11,8,12,17,6,0,69,9,14,11,9,8,7,3,58,55,59,48,33,52,15,4,264,3,0,3,4,0,0,0,14,102,122,94,80,127,65,27,610,933,875,517,361,533,322,140,3668
119011359,355,332,194,130,165,160,85,1418,165,155,94,62,74,33,16,600,158,146,84,54,55,26,19,545,784,852,482,295,378,181,82,3056,5,3,0,0,0,0,0,13,1468,1493,849,545,675,399,202,5626,32,37,46,31,41,27,15,227,9,28,24,20,27,11,3,127,7,21,14,3,11,7,3,69,72,123,95,66,100,37,13,504,8,6,3,0,0,0,3,16,126,220,178,110,185,86,36,944,1599,1710,1024,651,860,483,241,6572
119011360,348,309,190,133,192,164,101,1438,118,129,51,37,41,17,7,395,81,91,36,18,16,13,9,262,310,308,154,86,104,57,34,1063,6,9,5,3,5,3,0,40,871,844,436,282,359,252,153,3197,36,65,39,35,47,29,23,265,20,16,18,14,11,4,3,88,13,19,12,4,10,0,0,61,57,71,49,26,35,13,11,260,10,4,3,0,3,0,0,25,129,174,122,85,99,51,33,697,1004,1019,558,367,457,304,191,3896
119011361,546,584,370,239,393,292,133,2569,205,218,108,66,80,36,7,719,93,103,48,35,27,15,3,326,335,254,106,62,61,24,19,858,6,12,9,4,5,3,3,45,1191,1176,637,406,569,376,161,4522,70,109,83,70,96,54,34,505,31,62,27,22,19,11,7,175,28,32,26,4,3,3,4,95,93,71,42,26,29,9,3,278,13,27,5,3,3,3,0,53,233,296,180,124,162,72,42,1104,1419,1474,814,527,731,449,208,5624
119011571,892,622,301,184,234,150,96,2479,122,103,62,22,24,10,4,354,81,53,22,15,16,10,3,201,110,65,30,14,13,8,0,241,12,9,3,0,0,0,0,23,1217,853,411,243,294,180,110,3302,99,118,69,63,84,65,41,541,30,34,31,10,11,11,0,127,10,25,12,5,10,5,0,71,53,30,18,12,15,4,4,137,9,0,4,7,0,0,0,28,204,212,133,98,121,82,42,894,1422,1062,548,336,412,263,152,4196
119011572,669,577,316,190,274,193,122,2343,105,69,43,12,35,14,9,284,78,57,29,8,16,5,0,187,155,105,36,19,16,4,3,336,9,5,3,0,0,3,0,24,1012,813,428,232,339,217,129,3170,75,112,71,66,121,78,43,562,27,33,18,11,12,10,8,111,19,22,15,12,15,3,0,83,35,24,12,12,9,3,0,94,7,24,7,4,7,3,0,50,176,207,119,91,161,90,47,903,1191,1022,547,328,504,305,183,4072
119021362,472,378,230,147,250,176,86,1748,97,109,65,46,42,20,10,389,82,93,48,26,26,22,11,313,338,364,169,91,91,56,16,1128,5,11,0,0,4,0,0,21,998,952,515,309,413,273,130,3593,54,53,68,42,74,53,35,382,23,39,24,23,21,12,4,147,8,15,10,7,7,3,0,52,41,65,30,25,37,15,5,220,7,15,5,3,7,0,0,40,134,197,134,98,151,73,49,843,1139,1146,649,407,567,349,180,4440
119021363,1114,772,421,257,421,306,153,3441,105,90,65,21,35,22,14,352,103,98,38,20,25,19,7,313,225,218,114,69,74,26,12,732,13,12,10,7,5,3,0,44,1554,1193,644,376,564,374,186,4883,100,137,95,95,144,112,53,738,18,40,23,10,15,3,0,115,20,34,25,13,9,8,10,115,24,40,32,20,28,11,9,168,11,6,3,7,3,0,0,28,172,253,184,140,200,140,72,1160,1727,1451,828,518,763,510,259,6046
119021364,235,255,145,110,202,154,78,1176,134,172,91,56,82,55,24,610,151,155,83,53,62,35,8,549,650,675,356,199,260,131,47,2330,12,9,0,6,3,5,3,37,1178,1262,681,431,602,381,172,4704,19,41,28,25,54,29,14,215,22,26,30,22,14,14,9,139,4,23,22,10,18,13,3,94,43,83,49,31,46,21,10,284,8,5,0,3,0,0,0,27,104,177,130,94,137,73,35,752,1280,1446,808,527,745,449,203,5454
119021366,728,689,415,276,427,298,165,3004,221,226,100,69,84,38,9,747,116,119,63,31,43,15,12,400,239,228,81,41,57,21,11,680,16,12,4,10,4,0,0,40,1320,1270,662,434,611,368,196,4864,60,90,98,53,117,71,41,539,46,55,30,13,23,13,4,192,23,13,14,7,10,5,3,70,50,56,38,22,13,3,0,187,9,8,7,5,3,0,3,43,189,229,189,98,172,95,50,1028,1510,1504,855,534,785,465,243,5889
119021367,332,316,169,119,183,131,70,1326,111,121,68,33,51,19,3,414,78,69,30,19,39,12,11,259,286,319,174,95,105,46,28,1044,8,5,6,0,3,0,0,27,807,826,449,270,376,220,110,3063,25,49,35,12,41,21,14,198,13,26,16,11,16,9,0,94,9,20,16,8,10,5,3,65,35,47,35,25,20,6,4,176,0,4,0,0,0,0,0,13,84,154,104,53,93,43,23,549,893,979,547,328,468,259,135,3609
119021573,1380,1052,422,247,300,198,111,3698,56,50,29,16,19,12,0,185,71,45,13,6,16,5,4,160,73,56,25,16,10,10,0,189,15,15,3,3,0,0,0,28,1592,1212,491,287,338,219,119,4266,74,96,53,30,50,52,25,378,21,24,12,8,4,3,0,71,6,15,7,5,4,10,0,41,15,13,13,10,3,3,0,59,6,6,8,0,3,3,0,25,127,162,87,54,63,62,24,579,1723,1376,579,344,405,282,148,4847
119021574,709,499,231,135,158,114,68,1912,50,41,27,13,17,9,3,158,46,26,6,3,3,5,0,98,67,51,21,11,6,0,0,155,5,6,3,3,0,3,0,22,877,621,291,169,190,131,74,2353,35,57,44,47,42,28,26,276,19,17,6,9,4,7,0,64,8,8,7,3,5,0,0,29,33,23,11,0,3,0,0,68,6,3,5,6,0,0,0,17,96,109,69,60,59,32,30,455,973,726,355,231,249,165,104,2806
119031368,867,655,330,223,334,274,137,2823,52,60,35,17,25,21,3,213,63,61,29,11,20,12,0,191,108,130,64,49,69,33,16,476,9,14,7,0,0,0,0,20,1090,919,463,305,444,342,163,3723,92,127,82,71,112,78,41,608,17,11,12,12,11,9,0,62,10,17,6,3,6,6,4,54,20,22,21,9,29,14,4,117,3,5,5,0,3,3,3,21,148,186,124,95,154,109,49,875,1237,1104,588,401,601,452,214,4595
119031369,661,436,247,160,233,193,80,2013,136,106,50,37,46,29,11,424,120,137,57,42,54,19,5,433,416,416,263,171,205,108,64,1636,3,4,0,3,3,0,3,17,1339,1099,619,409,532,348,171,4524,48,62,40,44,62,57,31,336,18,22,9,6,14,7,7,74,12,24,10,4,15,6,3,78,34,46,50,28,41,19,7,232,3,4,6,3,3,4,0,23,113,157,110,82,137,93,47,739,1450,1261,732,493,674,440,212,5261
119031370,382,343,189,130,208,164,99,1510,79,67,28,14,26,15,12,246,65,60,31,15,21,19,3,209,180,166,88,65,69,43,18,625,5,3,0,0,0,0,0,12,715,635,343,220,316,239,138,2606,24,41,39,32,46,47,28,259,18,18,14,7,6,7,4,77,10,15,3,3,7,3,3,45,25,26,18,18,19,8,3,125,3,4,3,3,0,0,0,13,81,112,81,64,84,63,33,518,791,743,423,284,398,308,169,3125
119031371,179,176,85,59,102,92,32,735,62,95,52,31,58,34,20,349,83,85,49,34,39,22,14,320,291,356,189,131,196,132,63,1358,0,5,0,3,0,0,0,6,625,715,373,254,396,282,125,2769,14,10,12,10,21,21,8,100,3,9,6,3,8,8,3,36,7,7,9,8,11,7,0,42,14,27,17,20,27,17,13,145,4,0,3,0,4,0,0,7,38,62,51,39,67,46,27,329,657,778,421,295,467,330,155,3101
119031372,199,231,130,97,154,102,61,966,102,109,76,62,69,42,22,491,75,80,44,24,40,22,17,297,475,545,319,185,257,149,61,1992,4,8,3,3,0,0,0,14,858,970,572,374,527,312,151,3762,18,28,29,23,33,19,13,161,16,24,14,10,19,14,3,95,0,8,8,6,10,3,3,50,44,63,31,32,57,24,8,259,7,0,3,0,0,0,0,16,85,126,82,75,118,62,33,577,944,1093,652,453,642,377,183,4338
119031373,350,272,132,79,156,102,59,1148,49,35,13,14,5,9,0,125,50,34,20,7,14,3,3,139,81,92,29,29,43,13,8,291,6,4,4,0,0,0,0,15,529,430,194,127,226,130,77,1716,39,71,45,30,63,57,28,335,11,26,16,5,5,3,3,68,18,17,9,4,7,0,0,56,31,27,23,18,17,3,0,119,6,11,7,4,3,3,0,23,94,148,90,67,99,65,27,598,628,580,287,193,322,198,108,2315
119031374,566,449,250,166,235,223,116,2004,116,110,76,50,64,34,19,465,112,110,69,44,62,33,15,433,351,425,263,171,232,169,65,1676,8,6,4,3,0,0,0,19,1152,1096,659,433,587,460,207,4597,46,69,47,37,87,68,29,382,8,16,15,16,8,10,3,83,13,18,16,9,4,6,4,57,28,45,35,37,51,16,9,222,5,3,0,0,5,0,0,16,100,158,106,98,151,101,47,766,1253,1256,765,529,741,563,259,5366
119041375,534,271,166,100,180,125,64,1434,132,151,69,37,38,20,3,451,138,81,35,24,23,11,3,313,284,247,112,79,64,37,21,843,3,8,0,4,4,7,0,21,1086,759,386,241,302,196,95,3056,29,35,23,24,40,40,17,218,24,19,17,16,12,14,3,97,11,13,16,8,3,3,0,60,42,24,18,9,22,4,4,125,5,6,3,0,0,0,0,16,110,98,77,59,71,58,27,510,1197,856,463,299,377,258,123,3563
119041376,710,595,323,182,345,265,124,2550,183,185,97,53,75,49,13,654,177,143,62,29,36,28,7,487,427,390,179,111,148,64,39,1361,16,5,0,0,3,3,0,24,1518,1317,662,383,606,408,181,5065,47,78,65,49,79,71,31,426,17,49,25,16,29,8,3,146,14,27,11,12,9,9,6,85,55,46,45,26,32,10,9,226,13,8,4,3,4,0,0,28,143,201,157,107,162,102,49,918,1662,1516,813,484,763,510,235,5980
119041377,147,176,101,93,125,107,51,806,71,69,33,27,41,25,9,272,82,88,33,23,28,13,8,272,311,323,184,117,122,65,26,1139,0,4,0,0,0,0,0,5,608,657,357,266,314,211,90,2500,18,30,24,11,29,22,12,146,12,19,10,10,10,7,7,75,5,16,7,3,11,4,0,43,20,37,19,17,14,12,0,129,3,3,3,0,4,0,0,16,61,106,69,43,66,46,23,407,666,758,421,306,384,254,117,2910
119041378,499,310,160,73,140,95,45,1322,47,43,19,15,13,3,3,136,54,37,23,16,11,3,3,141,103,92,51,32,34,15,5,334,0,3,0,0,0,0,0,9,701,487,245,145,200,126,50,1952,24,27,28,19,36,24,16,168,8,12,7,4,7,0,0,37,4,5,3,4,0,0,0,16,6,12,9,10,15,4,0,59,6,0,5,0,3,0,0,15,50,61,51,30,62,29,19,293,750,548,298,172,257,154,68,2243
119041379,450,297,134,118,167,130,68,1368,70,89,48,27,48,21,9,303,97,75,41,17,23,16,10,280,238,266,123,76,122,57,22,907,8,0,0,4,0,0,0,15,862,730,352,242,357,219,111,2875,28,57,33,34,58,47,33,289,13,32,12,4,11,4,7,82,8,18,13,10,11,5,4,65,31,38,32,23,27,4,7,152,3,0,0,0,0,0,0,8,82,139,85,71,104,68,45,598,944,868,435,313,464,287,158,3465
119041380,199,168,101,67,104,60,55,749,72,68,38,23,31,16,10,249,94,67,19,10,22,11,3,235,294,222,134,85,96,46,15,896,0,3,0,0,3,0,0,11,661,529,297,189,255,133,82,2146,25,36,24,22,27,21,10,165,20,29,20,16,18,8,7,117,3,13,9,4,6,0,0,39,30,56,35,21,24,14,7,192,3,3,3,0,0,0,0,9,79,137,100,62,80,46,25,526,743,671,397,247,330,177,104,2667
119041381,636,416,185,132,178,122,57,1739,89,88,36,18,24,12,3,261,79,63,39,16,21,7,5,230,215,170,77,45,77,18,10,616,3,6,3,0,0,0,0,13,1020,749,340,216,301,160,77,2861,27,28,24,18,47,32,18,192,12,16,9,7,17,7,0,71,19,21,10,6,5,0,3,66,26,39,9,14,18,7,3,121,0,4,0,5,0,0,0,16,78,107,63,58,85,46,27,468,1101,859,400,268,385,207,102,3329
119041382,166,156,94,59,81,64,49,679,103,95,66,31,38,19,8,360,84,80,36,16,35,18,8,280,383,381,211,115,135,66,31,1322,3,5,3,3,0,0,0,17,748,718,411,221,291,175,103,2667,13,22,16,19,21,10,3,106,13,22,21,14,20,3,3,97,8,24,12,4,8,6,3,69,58,81,36,31,51,24,13,294,3,5,4,3,5,0,0,21,92,151,87,74,108,43,24,585,843,875,502,292,397,221,128,3254
120011383,344,278,169,108,132,102,56,1191,134,140,82,39,59,41,16,507,139,146,59,31,51,23,15,462,461,530,325,193,254,161,81,1999,0,0,0,3,3,0,0,9,1080,1091,634,372,499,321,172,4166,20,48,31,21,50,36,24,216,9,25,21,15,21,7,8,113,9,13,9,10,4,6,6,52,29,61,42,25,49,19,13,241,0,5,5,0,0,0,0,13,66,146,108,68,129,76,56,646,1149,1242,745,436,625,397,222,4814
120011384,1022,483,171,102,149,128,76,2128,84,77,51,22,26,25,8,293,100,70,35,30,32,17,5,283,295,303,170,84,114,82,43,1077,6,3,5,0,0,0,0,15,1504,936,422,242,316,246,135,3801,55,51,40,40,49,44,35,324,3,11,9,4,7,3,3,37,6,20,7,6,5,7,4,58,14,41,25,15,30,8,3,132,0,0,0,0,0,0,0,3,79,124,83,66,90,71,54,555,1583,1055,509,305,404,314,185,4358
120011385,163,166,67,47,46,37,16,551,148,108,72,31,47,26,18,449,153,130,57,40,39,20,13,452,527,559,250,160,195,129,76,1892,3,3,0,0,0,0,0,7,996,966,447,279,324,218,117,3350,10,27,11,8,19,13,6,91,7,23,10,5,11,16,7,79,5,18,11,6,13,8,3,68,30,47,38,22,33,30,5,201,0,0,3,3,0,0,0,9,47,113,76,48,73,64,25,443,1042,1077,519,330,394,274,148,3790
120011386,236,173,101,59,91,62,34,762,188,129,65,31,33,27,19,485,156,129,51,36,43,19,10,447,531,519,272,146,195,105,36,1812,11,0,0,0,0,0,0,11,1122,952,492,279,357,216,95,3514,16,33,18,21,23,20,8,130,12,30,23,12,10,10,6,106,12,19,11,11,10,4,3,70,52,93,36,31,52,24,10,295,0,4,3,0,0,0,0,13,91,177,88,74,95,55,30,613,1218,1129,581,349,457,271,120,4123
120021387,233,218,89,47,53,23,11,667,165,138,69,43,46,23,11,490,157,109,46,20,34,15,14,398,348,318,178,105,113,62,32,1163,3,3,0,0,0,0,0,3,908,779,377,218,248,119,64,2724,6,21,11,11,14,7,5,68,8,18,8,5,18,7,8,71,4,11,6,7,14,3,3,50,29,39,17,13,20,16,5,142,0,0,0,0,0,0,0,3,47,91,47,35,62,31,20,330,950,874,428,254,310,155,82,3056
120021388,302,233,108,54,65,25,10,805,337,262,101,59,61,27,19,864,254,204,75,53,51,13,9,664,872,712,299,168,167,68,40,2319,7,3,0,0,0,0,0,15,1767,1414,581,336,343,135,83,4670,24,22,17,8,28,15,6,113,25,33,23,19,22,9,9,145,11,25,9,8,21,9,8,88,45,80,68,42,45,27,12,318,3,6,0,0,3,3,3,19,106,174,115,76,119,63,40,689,1879,1592,692,418,468,200,116,5354
120021389,192,176,58,27,40,31,13,530,167,132,49,36,38,21,3,444,116,94,38,21,26,7,0,307,431,369,158,95,81,40,26,1193,8,3,0,0,0,0,0,18,916,774,300,184,182,93,46,2498,8,14,13,11,18,13,4,74,12,12,6,3,13,5,0,49,5,11,4,9,10,9,0,47,13,42,36,21,18,15,15,155,3,3,0,0,0,0,0,6,36,80,62,47,53,34,23,338,959,853,359,226,237,132,64,2829
120031390,618,395,180,114,172,144,76,1701,102,74,41,24,34,15,15,301,103,67,35,19,28,15,4,276,264,202,119,66,97,40,18,808,9,5,3,3,0,0,0,22,1089,742,380,227,336,212,114,3109,35,60,37,38,78,46,29,324,22,12,11,3,5,4,3,71,10,23,12,3,8,5,3,69,27,39,14,24,30,13,14,164,0,3,5,0,3,0,0,17,101,132,89,67,126,77,54,643,1193,879,470,301,457,294,166,3752
120031391,536,453,225,153,270,228,118,1978,72,85,52,22,44,22,9,308,75,75,44,23,36,20,14,276,186,219,124,84,109,77,37,843,0,0,0,3,0,0,0,7,870,828,442,285,463,347,179,3412,62,65,45,64,89,81,33,447,7,13,9,16,9,6,5,58,10,16,10,9,15,3,0,57,25,15,22,14,26,18,16,126,5,3,0,0,0,0,0,9,105,107,91,97,139,111,52,702,980,940,528,380,601,456,233,4115
120031392,148,110,62,55,85,54,25,537,75,75,47,26,35,16,6,276,59,59,31,20,19,16,7,208,219,250,136,63,95,57,24,838,3,3,0,0,0,0,0,6,497,500,275,165,235,140,66,1870,7,12,12,12,20,9,11,86,8,20,10,13,6,0,0,62,0,4,6,4,12,3,5,35,14,32,24,7,20,12,3,115,0,0,3,0,3,0,0,9,36,71,57,35,57,29,21,312,536,571,333,201,295,164,86,2180
120031393,271,269,146,123,174,142,78,1194,118,133,64,42,52,42,19,481,93,107,51,25,38,21,7,341,321,358,200,129,144,86,43,1284,5,0,0,3,0,0,0,10,804,873,465,318,411,298,146,3312,31,41,33,28,40,42,20,232,18,10,18,18,17,5,0,82,9,18,11,8,11,10,5,68,22,48,25,17,23,16,7,157,3,0,3,0,4,0,0,15,86,129,92,71,90,65,31,555,884,997,556,386,500,365,180,3863
120031394,177,137,75,41,68,43,21,565,111,135,58,27,42,22,12,401,114,130,31,25,30,16,7,365,345,328,185,68,113,51,16,1100,6,8,3,5,0,0,0,21,749,740,352,174,250,130,56,2449,24,25,31,15,36,10,13,157,19,32,23,10,24,6,5,108,8,19,12,8,21,6,3,77,44,49,37,22,32,9,7,208,4,0,4,0,3,5,0,21,91,127,100,60,114,38,33,571,846,861,449,234,367,171,90,3018
