SA2_MAINCODE_2016,CF_C_BPBO_DC_0_4,CF_C_BPBO_DC_5_9,CF_C_BPBO_DC_10_12,CF_C_BPBO_DC_13_14,CF_C_BPBO_DC_15_17,CF_C_BPBO_DC_18_20,CF_C_BPBO_DC_21_24,CF_C_BPBO_Tot,CF_C_FBO_DC_0_4,CF_C_FBO_DC_5_9,CF_C_FBO_DC_10_12,CF_C_FBO_DC_13_14,CF_C_FBO_DC_15_17,CF_C_FBO_DC_18_20,CF_C_FBO_DC_21_24,CF_C_FBO_Tot,CF_C_MBO_DC_0_4,CF_C_MBO_DC_5_9,CF_C_MBO_DC_10_12,CF_C_MBO_DC_13_14,CF_C_MBO_DC_15_17,CF_C_MBO_DC_18_20,CF_C_MBO_DC_21_24,CF_C_MBO_Tot,CF_C_BPBAu_DC_0_4,CF_C_BPBAu_DC_5_9,CF_C_BPBAu_DC_10_12,CF_C_BPBAu_DC_13_14,CF_C_BPBAu_DC_15_17,CF_C_BPBAu_DC_18_20,CF_C_BPBAu_DC_21_24,CF_C_BPBAu_Tot,CF_C_BP_NS_DC_0_4,CF_C_BP_NS_DC_5_9,CF_C_BP_NS_DC_10_12,CF_C_BP_NS_DC_13_14,CF_C_BP_NS_DC_15_17,CF_C_BP_NS_DC_18_20,CF_C_BP_NS_DC_21_24,CF_C_BP_NS_Tot,CF_C_Tot_DC_0_4,CF_C_Tot_DC_5_9,CF_C_Tot_DC_10_12,CF_C_Tot_DC_13_14,CF_C_Tot_DC_15_17,CF_C_Tot_DC_18_20,CF_C_Tot_DC_21_24,CF_C_Tot_Tot,One_PF_BPBO_DC_0_4,One_PF_BPBO_DC_5_9,One_PF_BPBO_DC_10_12,One_PF_BPBO_DC_13_14,One_PF_BPBO_DC_15_17,One_PF_BPBO_DC_18_20,One_PF_BPBO_DC_21_24,One_PF_BPBO_Tot,One_PF_FBO_DC_0_4,One_PF_FBO_DC_5_9,One_PF_FBO_DC_10_12,One_PF_FBO_DC_13_14,One_PF_FBO_DC_15_17,One_PF_FBO_DC_18_20,One_PF_FBO_DC_21_24,One_PF_FBO_Tot,One_PF_MBO_DC_0_4,One_PF_MBO_DC_5_9,One_PF_MBO_DC_10_12,One_PF_MBO_DC_13_14,One_PF_MBO_DC_15_17,One_PF_MBO_DC_18_20,One_PF_MBO_DC_21_24,One_PF_MBO_Tot,One_PF_BPBAu_DC_0_4,One_PF_BPBAu_DC_5_9,One_PF_BPBAu_DC_10_12,One_PF_BPBAu_DC_13_14,One_PF_BPBAu_DC_15_17,One_PF_BPBAu_DC_18_20,One_PF_BPBAu_DC_21_24,One_PF_BPBAu_Tot,One_PF_BP_NS_DC_0_4,One_PF_BP_NS_DC_5_9,One_PF_BP_NS_DC_10_12,One_PF_BP_NS_DC_13_14,One_PF_BP_NS_DC_15_17,One_PF_BP_NS_DC_18_20,One_PF_BP_NS_DC_21_24,One_PF_BP_NS_Tot,One_PF_Tot_DC_0_4,One_PF_Tot_DC_5_9,One_PF_Tot_DC_10_12,One_PF_Tot_DC_13_14,One_PF_Tot_DC_15_17,One_PF_Tot_DC_18_20,One_PF_Tot_DC_21_24,One_PF_Tot_Tot,Tot_DC_0_4,Tot_DC_5_9,Tot_DC_10_12,Tot_DC_13_14,Tot_DC_15_17,Tot_DC_18_20,Tot_DC_21_24,Tot_Tot
107041146,170,212,99,79,114,58,34,775,94,104,65,40,55,21,21,410,99,133,71,40,56,31,17,446,622,730,429,258,298,142,66,2541,0,3,0,0,0,0,0,8,982,1184,665,414,530,256,144,4175,14,35,18,10,31,10,6,121,16,23,18,16,19,9,0,98,6,14,7,3,16,3,3,55,63,122,84,74,75,42,18,482,3,7,3,0,3,0,0,20,104,194,131,110,150,63,30,776,1089,1379,794,521,679,314,174,4953
107041147,39,37,12,6,25,8,3,133,59,67,28,16,22,11,8,209,58,57,35,19,29,14,0,221,429,388,224,146,194,73,37,1492,6,3,3,0,0,0,0,13,590,559,305,196,268,105,50,2069,0,4,0,0,3,0,0,11,11,6,3,6,0,0,0,23,3,10,8,0,7,0,0,25,20,39,34,25,27,21,6,177,3,3,0,0,0,0,0,3,35,59,46,34,39,22,12,246,623,617,344,233,309,131,63,2313
107041148,46,71,38,23,31,21,3,226,86,104,60,31,50,16,5,344,50,76,40,21,39,19,5,247,404,457,288,159,195,106,53,1668,0,3,3,0,0,0,0,5,583,713,429,228,319,161,67,2497,0,7,3,0,6,0,0,12,7,17,3,5,14,0,3,50,3,14,9,8,10,3,3,39,30,46,41,29,32,19,10,197,0,0,0,0,0,0,0,3,45,77,58,41,58,25,14,310,627,784,484,263,377,184,86,2810
107041150,58,78,54,36,44,21,14,301,104,121,57,39,78,32,10,437,114,121,63,32,44,16,11,400,833,874,445,287,385,163,75,3064,3,0,3,0,0,0,0,10,1105,1204,625,397,546,237,104,4219,3,17,10,4,6,4,4,47,15,22,19,11,18,10,8,97,0,4,18,7,11,4,3,49,119,141,106,79,85,29,16,569,3,0,7,3,3,0,0,21,143,175,157,108,124,49,27,780,1249,1382,776,507,669,281,129,5000
107041548,130,101,32,25,36,22,7,354,15,20,3,5,11,7,3,68,20,24,11,3,9,6,7,75,127,76,48,31,48,28,18,370,5,4,0,0,0,0,0,9,293,226,97,60,102,66,30,868,9,16,10,10,29,12,4,87,11,11,6,6,11,10,3,55,4,5,10,3,3,4,0,35,26,32,25,19,40,13,8,170,4,7,3,0,0,3,0,15,51,68,51,43,86,33,19,361,346,298,142,103,189,101,52,1230
107041549,255,220,78,44,65,37,38,740,69,50,31,25,38,15,8,228,60,42,28,17,20,5,4,185,376,350,198,126,164,60,28,1306,3,3,0,0,3,0,0,9,765,662,342,203,282,115,84,2458,12,18,27,23,28,14,16,142,4,14,12,15,24,12,4,93,10,13,7,4,10,4,0,46,51,84,71,41,60,25,8,345,3,5,3,0,0,3,0,18,80,133,120,85,124,65,28,643,842,798,466,288,406,184,116,3097
108011151,3,3,3,3,0,0,0,16,5,13,10,0,3,0,0,26,7,11,0,0,5,0,0,20,149,171,104,74,88,14,12,606,0,0,0,0,0,0,0,0,162,193,113,75,101,14,12,668,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,5,0,0,0,4,0,0,0,8,39,52,28,26,28,3,5,184,4,3,0,0,0,0,0,8,45,58,32,29,30,3,5,206,204,254,148,103,131,18,14,872
108011152,15,16,7,11,12,3,0,66,23,22,6,14,18,6,0,94,24,14,13,7,16,5,0,73,320,348,223,145,201,37,3,1280,0,0,0,0,0,3,0,5,380,410,251,173,247,55,5,1514,3,3,3,0,5,0,0,14,6,14,7,12,17,0,0,47,4,8,3,0,6,0,0,19,140,205,125,80,103,8,0,667,4,12,3,3,4,0,0,33,161,246,140,95,130,14,3,787,541,648,395,269,378,65,13,2306
108011153,0,13,3,3,3,0,0,23,9,26,11,9,3,0,0,59,19,21,8,3,3,0,0,51,161,203,127,87,113,9,4,702,0,0,3,0,0,0,0,7,196,264,155,100,123,9,4,849,0,3,0,0,0,0,0,0,5,7,3,0,0,0,0,17,0,7,0,4,0,0,0,8,48,84,49,39,35,5,0,266,4,8,3,0,0,0,0,16,61,103,55,43,43,5,0,307,250,371,210,144,166,13,7,1155
108011154,8,3,3,0,3,0,0,17,5,3,3,0,4,0,0,20,4,3,6,4,3,0,0,26,108,93,65,46,65,5,6,383,3,0,0,0,0,0,0,3,135,107,74,49,76,4,5,445,0,0,0,0,4,0,0,6,3,8,4,3,3,0,0,19,6,6,0,0,0,0,0,15,61,57,35,18,37,5,0,215,0,0,0,3,0,0,0,6,73,71,38,27,44,9,0,259,206,175,106,74,123,14,6,708
108021155,23,11,9,3,9,0,0,45,19,21,13,10,16,0,0,82,24,16,9,5,12,0,6,77,395,479,258,179,252,38,6,1607,0,4,3,0,0,0,0,9,452,528,296,201,280,41,13,1814,0,0,0,0,0,0,0,3,16,14,3,7,3,0,0,47,3,11,6,5,4,0,0,30,333,351,207,127,145,20,3,1183,17,16,3,4,0,0,0,40,361,393,222,145,158,18,4,1308,817,925,517,349,443,58,18,3124
108021156,3,7,7,7,12,0,0,30,13,6,8,3,3,3,0,29,18,24,17,10,10,3,0,75,236,255,184,109,138,35,3,956,0,3,3,0,0,0,0,8,267,294,213,123,159,36,3,1097,0,0,0,0,0,0,0,3,5,5,0,3,3,0,0,20,0,8,4,4,8,0,0,25,93,130,69,44,78,9,0,421,3,0,3,3,0,0,0,7,106,142,79,57,90,11,0,479,364,438,292,179,250,46,8,1579
108021157,4,4,0,0,0,0,0,13,3,18,7,0,6,0,0,34,3,10,6,0,0,0,0,24,162,168,98,64,67,14,0,569,0,4,0,3,0,0,0,3,171,208,106,68,81,19,0,642,0,3,0,0,3,0,0,3,3,3,3,0,3,0,0,12,0,0,0,0,0,0,0,3,44,81,43,32,37,3,0,254,3,3,3,0,0,0,0,10,52,93,50,37,45,3,0,280,220,300,156,99,129,18,4,924
108021158,3,0,0,4,5,0,0,16,4,11,9,0,4,3,0,38,11,8,3,4,9,0,0,32,129,147,92,39,70,10,6,486,0,0,0,0,0,0,0,3,144,165,106,44,92,15,6,570,3,0,0,3,0,0,0,13,11,9,4,9,3,0,0,39,4,15,3,0,0,0,0,26,109,99,63,42,54,9,0,372,3,5,3,5,4,0,0,23,128,129,79,59,63,10,0,467,277,299,185,103,153,26,6,1042
108021159,4,3,3,3,3,0,3,27,20,20,13,14,14,0,0,85,16,24,14,9,9,0,0,75,226,276,170,124,135,21,3,951,0,5,0,3,0,0,0,9,269,326,207,148,162,27,9,1147,0,0,0,0,0,0,0,0,3,3,4,4,0,0,0,17,5,0,0,0,0,0,0,10,83,110,73,52,43,11,3,380,3,7,0,3,3,0,0,13,92,124,79,64,51,13,3,420,358,447,289,213,219,35,13,1566
108021160,0,7,0,0,3,0,0,10,8,6,3,3,3,0,0,27,10,9,7,3,9,0,0,34,115,139,81,51,67,12,0,469,3,0,0,0,0,0,0,11,137,163,92,59,81,12,5,546,0,0,0,0,0,0,0,0,11,9,5,0,7,0,0,24,0,3,3,0,0,0,0,5,44,48,36,30,28,3,0,191,4,4,0,0,0,0,0,10,55,62,47,29,32,3,0,230,199,220,132,94,114,18,3,779
108031161,3,3,0,0,0,0,0,7,4,0,0,0,0,0,0,4,7,3,0,0,0,0,0,10,5,7,6,0,0,0,0,23,0,0,0,0,0,0,0,3,16,13,8,3,0,3,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,16,19,7,3,0,3,0,47
108041162,13,20,6,9,14,3,0,65,16,33,21,17,25,10,0,123,28,32,21,13,19,5,0,123,431,508,281,247,266,63,7,1800,0,0,4,0,0,0,0,8,492,593,331,295,318,72,13,2115,0,0,0,0,0,0,0,3,4,12,8,8,4,3,0,39,3,4,7,4,8,0,0,38,98,147,116,68,115,21,0,561,5,5,4,3,0,3,0,23,111,167,143,83,128,21,4,671,608,764,473,377,448,100,15,2787
108041163,67,84,53,27,42,7,0,274,109,131,53,49,48,11,0,402,97,115,62,28,47,10,0,358,842,980,620,356,519,95,19,3441,9,0,3,0,0,0,0,9,1128,1309,795,462,652,120,27,4485,0,6,15,3,17,0,0,41,20,43,12,19,18,3,0,114,7,15,14,8,16,4,0,71,199,281,175,150,200,26,7,1037,6,10,15,6,0,3,0,36,227,357,226,185,255,39,9,1293,1355,1667,1021,644,907,157,35,5776
108041164,50,43,41,23,39,10,0,202,45,52,26,12,23,3,0,165,34,39,25,18,24,0,0,139,466,479,243,154,224,43,6,1616,4,0,3,0,3,0,0,11,596,616,344,205,312,54,6,2136,0,3,3,0,0,0,0,12,11,9,15,15,11,3,3,65,10,7,8,7,8,0,0,42,159,230,128,84,116,24,11,746,5,3,5,4,3,0,0,19,183,256,156,109,142,25,15,885,776,872,501,317,451,79,21,3020
108041165,4,10,8,4,9,0,0,37,6,14,8,8,8,4,0,39,5,16,3,9,9,3,0,46,155,208,117,76,115,20,3,697,4,0,0,0,0,0,0,3,172,240,136,92,134,28,7,815,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,3,0,6,7,0,8,0,0,14,26,33,30,24,20,4,0,139,0,0,0,0,0,0,0,4,28,35,43,25,30,7,0,165,202,281,179,121,164,28,8,987
108041166,3,10,0,5,8,7,0,27,29,26,26,11,13,4,0,106,22,19,19,8,13,3,3,86,388,500,297,200,220,42,4,1644,3,3,0,0,5,0,0,15,440,560,340,222,263,55,7,1883,0,0,0,0,3,0,0,3,6,11,9,10,5,0,0,36,0,3,10,3,5,0,0,23,145,164,88,78,90,15,4,587,4,4,4,3,0,0,0,13,153,184,108,93,104,17,9,664,593,742,450,317,370,67,15,2549
108051167,9,4,8,3,3,0,0,26,8,3,3,3,3,0,0,29,19,12,11,0,5,0,0,49,146,170,88,61,71,10,0,551,0,0,0,0,0,0,0,4,177,190,113,78,84,11,0,651,0,0,0,0,0,0,0,0,3,0,0,5,7,0,0,22,0,0,0,0,3,0,0,6,39,54,46,22,39,0,0,199,3,0,0,0,0,0,0,5,39,58,49,31,45,7,0,227,217,253,162,105,126,20,0,885
108051168,15,16,10,3,12,3,0,60,30,29,13,12,11,3,0,93,26,32,15,0,8,3,3,85,312,424,201,134,204,28,3,1305,3,3,0,0,4,0,0,16,381,504,237,156,234,37,7,1555,0,5,4,5,3,0,0,19,9,7,8,3,7,0,0,26,0,3,8,3,10,0,0,25,96,112,84,56,59,10,0,422,5,8,3,0,0,0,0,18,109,131,105,73,75,10,0,504,487,637,338,226,303,48,6,2060
108051169,47,48,25,10,13,0,0,148,32,36,27,9,13,3,0,118,21,29,13,19,12,3,0,94,615,600,404,243,348,56,14,2283,5,3,3,3,3,0,0,19,722,716,470,281,390,65,15,2669,0,3,4,3,0,0,0,8,10,16,20,7,14,0,0,65,3,9,14,10,3,4,0,36,317,383,231,160,191,34,3,1317,19,28,13,6,5,0,0,72,351,445,271,183,205,40,10,1504,1073,1165,744,471,600,108,19,4178
108051170,0,12,4,3,3,0,0,25,15,32,12,8,18,8,0,89,13,30,18,13,30,4,0,101,272,393,229,168,208,43,6,1319,3,8,3,0,0,0,0,18,302,472,270,195,251,49,8,1550,0,0,0,0,0,0,0,3,0,8,8,3,3,0,0,29,0,3,3,9,3,0,0,19,80,112,95,59,77,9,6,439,0,4,3,3,3,0,0,17,89,128,113,69,91,9,6,499,390,595,379,262,344,63,16,2054
108051171,0,5,3,0,3,0,0,16,9,7,3,3,10,0,0,29,4,3,3,3,0,0,0,15,182,201,112,72,109,17,3,688,5,8,3,0,0,0,0,14,198,221,123,79,122,13,3,760,0,0,0,4,4,0,0,12,5,3,0,3,3,0,0,18,0,0,0,0,7,0,0,7,57,90,50,27,57,10,0,292,3,3,0,0,0,0,0,7,71,102,52,35,68,6,0,335,264,320,181,114,192,22,6,1099
109011172,63,60,33,19,28,10,6,213,45,44,42,14,22,4,0,156,42,40,21,16,24,0,0,145,806,715,371,251,277,79,18,2516,3,0,0,3,0,0,0,3,953,857,455,301,348,95,30,3041,3,5,4,3,3,3,0,19,14,3,3,3,3,0,0,37,3,9,7,0,3,0,0,25,91,161,92,62,94,14,6,525,4,4,7,3,3,0,0,17,112,182,117,74,102,15,12,616,1069,1040,573,375,451,110,35,3659
109011173,47,40,19,8,17,4,5,135,21,17,14,4,13,4,0,74,27,16,8,7,9,3,0,72,327,283,199,109,158,41,11,1124,0,0,0,0,0,0,0,3,424,355,239,130,195,52,13,1410,3,6,0,6,3,0,0,18,10,13,5,4,7,0,0,36,4,4,6,0,3,0,3,25,104,138,111,67,80,14,6,521,3,4,4,3,0,0,0,15,119,168,130,88,99,14,5,621,539,521,367,220,290,67,20,2032
109011174,41,41,18,18,22,10,3,141,24,29,9,9,21,4,0,102,23,19,17,8,12,3,0,87,316,268,148,122,160,38,14,1064,0,0,4,0,4,0,0,4,403,362,196,153,218,54,18,1397,0,4,0,4,3,3,0,15,8,10,13,8,3,0,0,50,6,3,0,3,0,0,3,10,92,95,53,31,58,15,5,347,3,3,4,3,0,0,0,11,108,110,70,50,65,20,10,435,513,473,264,209,278,76,25,1833
109011175,11,20,7,16,6,0,0,54,23,23,24,11,23,0,0,98,22,36,18,16,20,3,0,113,495,629,395,256,294,77,19,2168,5,0,3,0,0,0,0,10,554,713,450,295,333,80,23,2443,3,0,0,0,0,0,0,4,3,5,8,5,3,0,3,27,0,0,7,0,3,0,0,11,76,115,72,62,56,10,0,387,3,3,0,0,0,0,0,8,81,126,88,69,63,10,8,443,640,833,538,362,403,87,26,2886
109011176,124,91,34,21,21,20,10,326,18,29,17,6,10,0,0,84,20,21,8,13,3,0,0,62,428,411,234,150,213,51,19,1502,3,3,8,3,0,0,0,14,593,550,299,192,251,82,28,1989,8,6,0,0,3,7,0,33,13,11,14,8,3,0,0,55,11,3,3,5,0,0,4,26,168,217,138,94,87,20,0,726,3,14,5,3,0,0,0,32,203,259,161,112,102,29,7,869,798,806,458,305,348,105,30,2858
109021177,12,12,3,0,0,0,0,26,8,13,0,0,0,0,0,20,4,0,3,0,0,0,0,6,84,111,70,32,54,8,0,361,3,0,0,0,0,0,0,10,103,134,81,37,55,9,0,426,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,3,0,3,0,0,0,0,0,3,20,27,20,19,16,0,0,109,0,0,0,0,0,0,0,4,29,28,22,23,22,0,0,124,131,164,107,62,79,9,3,551
109021178,9,0,0,3,0,3,0,18,5,5,3,0,5,0,0,21,5,4,4,3,0,0,0,19,248,270,159,83,118,18,5,900,0,0,0,0,0,0,0,3,262,281,170,92,126,27,5,963,0,0,0,0,0,0,0,7,0,6,3,0,0,0,0,8,0,0,3,0,0,0,0,9,57,74,39,26,32,12,0,240,5,11,7,3,0,0,0,31,62,95,52,27,33,12,3,294,332,380,218,119,163,32,8,1255
109021179,0,3,3,3,0,0,0,17,6,0,0,0,0,0,0,8,6,17,5,0,0,0,0,31,168,178,89,50,64,4,3,558,0,0,0,0,0,0,0,3,190,195,99,53,72,7,3,623,0,0,3,0,3,0,0,5,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,20,27,17,12,14,0,0,80,0,0,0,3,0,0,0,3,24,27,24,12,11,0,0,95,210,219,118,68,84,7,3,719
109031180,8,7,3,0,0,0,0,28,8,12,8,6,9,3,0,40,4,8,4,0,3,0,0,28,171,197,116,69,94,12,4,670,0,0,0,0,0,0,0,3,197,225,129,73,111,19,5,769,0,0,4,0,0,0,0,7,3,5,0,0,0,0,0,6,3,3,3,0,0,0,0,7,45,58,40,33,40,4,0,215,0,5,0,0,4,0,0,8,45,72,44,35,44,3,0,251,246,300,181,115,154,21,13,1018
109031181,8,14,0,3,3,0,0,25,7,3,3,0,7,0,0,21,15,10,4,4,3,0,0,37,253,297,181,97,107,18,3,961,4,6,0,0,0,0,0,6,281,327,188,110,116,23,3,1049,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,7,0,0,0,0,0,0,0,5,47,56,36,24,30,8,4,207,0,3,0,3,0,0,0,11,50,67,38,27,30,8,4,227,333,393,229,136,152,27,6,1276
109031182,15,6,9,3,7,0,0,37,9,10,4,3,3,0,0,30,7,3,3,0,3,0,0,21,257,282,166,97,121,15,0,933,0,0,0,3,0,0,0,5,284,309,183,105,132,21,0,1035,0,4,3,0,3,0,0,9,3,3,7,3,4,0,0,14,0,0,3,5,0,0,0,16,66,79,51,39,54,9,0,309,6,5,0,3,0,3,0,16,75,92,59,53,59,13,0,365,365,402,244,155,192,35,0,1397
109031183,10,11,3,0,3,4,0,23,11,4,0,3,0,0,0,13,9,16,7,0,3,0,0,33,267,304,176,107,132,23,4,1011,0,3,0,0,0,0,0,7,295,333,185,112,136,27,4,1090,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,32,54,20,16,17,3,0,149,0,6,3,0,4,0,0,17,36,63,24,19,26,8,0,180,331,392,212,133,161,30,3,1265
109031184,12,6,6,3,3,3,0,36,6,4,5,4,6,0,0,26,3,18,3,0,0,0,0,30,245,258,127,112,113,25,3,896,4,0,0,0,0,0,0,5,272,289,146,122,129,31,3,988,0,0,0,0,0,0,0,0,3,3,0,0,4,0,0,8,0,3,0,0,0,0,0,5,30,41,32,16,28,9,0,153,3,0,0,0,0,0,0,3,31,53,33,14,34,9,0,174,308,337,175,141,160,34,3,1160
109031185,21,27,17,5,4,0,0,78,15,10,11,3,4,0,0,40,19,5,12,8,8,0,0,48,330,379,209,129,174,25,7,1247,0,0,0,0,0,0,0,3,390,427,243,139,188,22,7,1415,0,0,0,0,0,0,0,0,5,7,3,0,0,0,0,22,0,0,0,0,4,0,0,8,66,93,64,34,47,4,0,304,3,7,0,5,3,0,0,16,74,103,66,34,57,7,0,350,466,530,314,180,247,31,9,1770
110011186,173,145,68,43,61,15,0,507,53,70,41,15,35,9,4,222,48,42,30,20,27,6,4,185,653,660,428,272,334,75,14,2435,7,7,10,0,0,0,0,21,932,927,570,347,453,114,24,3360,12,21,10,13,11,5,0,68,18,15,19,19,14,3,3,93,9,8,12,6,15,0,0,49,200,239,166,117,145,30,12,904,14,11,3,4,0,0,0,39,251,295,208,160,182,37,14,1144,1185,1221,781,504,635,149,38,4513
110011187,5,4,3,3,3,3,0,18,6,0,0,7,3,0,0,21,25,6,3,3,3,0,0,43,194,243,127,86,79,11,0,747,0,0,0,0,0,0,0,0,229,261,134,91,89,18,0,822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,11,37,56,23,14,15,3,0,156,0,0,0,0,0,0,0,4,42,53,25,14,25,6,0,170,272,316,160,114,117,20,0,994
110011188,0,5,4,3,4,0,0,26,4,15,14,3,12,0,0,52,12,19,19,8,6,0,0,58,221,242,150,100,127,33,4,878,7,0,0,0,0,0,0,12,246,283,188,112,148,35,6,1027,0,0,0,0,0,0,0,0,0,3,7,0,6,0,0,17,0,0,3,0,0,3,0,4,28,65,57,30,30,5,0,219,0,3,0,0,0,0,0,7,32,76,69,37,38,6,3,258,274,360,259,149,181,48,7,1280
110011189,5,4,0,3,5,0,0,21,3,0,0,0,0,0,0,10,9,9,6,0,0,0,0,21,126,131,55,48,62,4,3,423,0,0,0,0,0,0,0,0,145,143,62,46,60,8,3,473,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,10,36,26,11,13,3,0,96,3,0,0,0,0,0,0,4,13,34,30,12,16,3,0,107,164,172,90,59,80,14,3,583
110021190,12,6,5,3,4,0,0,30,15,13,8,0,8,0,0,38,8,11,4,3,4,4,0,37,267,305,188,113,145,25,0,1040,3,0,0,0,0,0,0,7,303,335,202,120,153,27,3,1143,0,0,0,0,4,0,0,3,10,5,4,3,0,0,0,21,3,3,0,0,3,0,0,10,94,107,73,36,52,4,5,376,0,8,11,3,5,0,0,27,105,122,91,51,63,4,5,439,408,457,296,168,218,27,9,1581
110021191,27,26,24,24,14,3,0,114,20,26,6,3,3,0,0,54,16,3,9,6,8,3,0,46,456,428,246,133,188,29,3,1487,0,0,0,0,0,0,0,4,521,486,282,165,219,36,3,1708,0,3,4,0,0,0,0,4,6,7,7,0,6,0,0,30,0,8,5,3,13,3,0,32,192,229,120,91,85,17,0,733,15,9,10,10,4,0,0,47,215,254,144,107,110,18,0,844,735,741,428,271,325,55,7,2558
110021192,15,20,10,13,13,0,0,68,7,6,0,0,0,0,0,14,7,9,12,0,8,0,0,34,166,195,124,86,110,14,0,696,3,0,3,3,5,0,0,13,196,231,151,97,142,14,0,829,0,0,3,3,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,9,45,61,43,25,26,4,0,212,3,0,0,3,0,0,0,10,51,72,47,31,33,9,0,242,248,303,197,129,171,18,0,1070
110021193,3,3,6,0,0,0,0,8,3,4,3,0,0,0,0,14,8,6,10,0,5,0,0,25,249,264,144,80,101,11,4,850,0,7,0,0,0,0,0,7,258,281,156,85,103,11,4,899,3,0,0,0,0,0,0,4,3,3,0,3,0,0,0,7,0,0,0,0,0,0,0,3,56,63,36,32,19,0,0,206,0,3,0,0,4,0,0,10,65,66,41,38,25,0,0,233,324,348,196,121,131,15,4,1126
110021194,8,3,0,0,3,0,0,18,4,15,10,3,0,0,0,27,9,13,7,5,4,0,0,33,154,203,131,90,111,12,4,702,5,3,3,0,0,0,0,11,178,232,149,98,122,14,0,790,3,3,0,0,0,0,0,11,0,12,3,0,3,0,0,21,0,3,3,0,3,0,0,13,54,86,46,42,39,8,0,275,7,0,0,0,0,0,0,12,63,103,56,42,49,6,3,324,247,336,203,139,167,16,8,1117
110031195,29,22,3,8,5,0,0,73,9,16,6,3,4,0,0,40,10,16,6,0,6,0,0,39,342,283,148,58,90,3,0,918,0,8,0,4,0,0,0,12,397,339,157,66,106,3,3,1076,3,0,3,0,4,0,0,5,0,0,0,0,0,0,0,6,8,0,0,0,4,0,0,9,167,190,83,50,42,3,0,543,11,11,12,3,3,0,0,41,183,210,97,59,53,3,0,611,580,551,262,120,160,5,5,1689
110031196,3,9,3,3,4,3,0,22,4,6,3,3,3,0,0,21,21,8,4,4,0,0,0,34,247,270,158,58,56,11,0,802,4,4,3,3,0,0,0,17,278,303,175,67,66,9,0,901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,69,64,48,38,31,0,0,250,0,3,0,3,0,0,0,10,76,68,47,40,37,0,0,268,356,366,220,108,103,17,0,1165
110031197,9,9,11,3,3,0,0,38,3,13,7,4,3,0,0,32,14,3,0,3,3,0,0,28,317,347,162,95,131,18,8,1073,0,0,0,0,3,0,0,8,348,381,182,102,145,21,8,1179,0,0,0,0,0,0,0,0,10,4,0,0,4,0,0,19,0,0,0,0,0,0,0,0,112,128,52,21,39,4,0,357,0,3,0,0,0,0,0,3,123,134,56,23,46,4,0,384,470,508,236,129,189,24,4,1559
110031198,0,0,0,0,0,0,0,8,3,4,3,5,0,0,0,15,5,7,4,0,0,0,0,22,204,256,141,68,78,15,0,778,3,3,3,3,0,0,0,14,225,276,152,75,82,15,0,828,3,0,0,0,0,0,0,6,0,3,3,0,0,0,0,10,0,3,0,0,0,0,0,4,47,49,35,19,25,3,0,177,4,3,0,0,0,0,0,12,64,61,37,28,25,3,0,218,285,333,193,98,111,18,0,1040
110041199,22,22,14,4,11,0,0,70,18,4,5,3,3,0,0,34,18,18,0,3,6,0,0,52,452,446,205,131,158,21,0,1414,3,5,0,0,0,0,0,10,514,498,232,136,176,28,0,1579,0,0,0,0,0,0,0,6,3,0,5,3,0,0,0,14,5,0,0,0,0,0,0,3,143,131,66,48,55,11,3,457,4,8,3,8,0,0,0,23,158,138,76,57,59,7,3,505,666,639,305,192,234,37,4,2080
110041200,3,0,0,0,0,0,0,5,4,6,3,0,0,0,0,19,6,11,0,3,4,0,0,23,158,166,108,58,69,9,0,564,0,8,0,0,0,0,0,8,179,186,108,66,78,9,0,619,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,10,0,0,0,0,0,0,0,3,34,73,32,20,23,3,0,181,4,3,0,0,0,0,0,8,45,81,30,20,25,3,0,203,222,264,145,84,101,10,0,820
110041201,7,3,0,0,0,0,0,20,10,4,0,4,3,0,0,27,13,8,9,0,5,0,0,41,280,299,173,110,119,23,6,1005,4,0,0,0,0,0,0,10,314,328,191,118,128,22,6,1102,0,0,0,0,3,0,0,4,0,9,3,3,3,4,0,26,0,0,0,0,0,0,0,3,96,107,64,42,64,8,0,375,3,10,0,3,3,3,0,16,97,124,70,48,70,13,0,421,411,452,252,167,200,30,6,1521
