SA2_MAINCODE_2016,Sme_Usl_ad_5_yr_ago_as_2016_M,Sme_Usl_ad_5_yr_ago_as_2016_F,Sme_Usl_ad_5_yr_ago_as_2016_P,Dif_Usl_ad_5_yr_ago_Sme_SA2_M,Dif_Usl_ad_5_yr_ago_Sme_SA2_F,Dif_Usl_ad_5_yr_ago_Sme_SA2_P,Dif_Us_ad_5_ago_Dif_SA2_NSW_M,Dif_Us_ad_5_ago_Dif_SA2_NSW_F,Dif_Us_ad_5_ago_Dif_SA2_NSW_P,Dif_Us_ad_5_ago_Dif_SA2_Vic_M,Dif_Us_ad_5_ago_Dif_SA2_Vic_F,Dif_Us_ad_5_ago_Dif_SA2_Vic_P,Dif_Us_ad_5_ago_Dif_SA2_Qld_M,Dif_Us_ad_5_ago_Dif_SA2_Qld_F,Dif_Us_ad_5_ago_Dif_SA2_Qld_P,Dif_Us_ad_5_ago_Dif_SA2_SA_M,Dif_Us_ad_5_ago_Dif_SA2_SA_F,Dif_Us_ad_5_ago_Dif_SA2_SA_P,Dif_Us_ad_5_ago_Dif_SA2_WA_M,Dif_Us_ad_5_ago_Dif_SA2_WA_F,Dif_Us_ad_5_ago_Dif_SA2_WA_P,Dif_Us_ad_5_ago_Dif_SA2_Tas_M,Dif_Us_ad_5_ago_Dif_SA2_Tas_F,Dif_Us_ad_5_ago_Dif_SA2_Tas_P,Dif_Us_ad_5_ago_Dif_SA2_NT_M,Dif_Us_ad_5_ago_Dif_SA2_NT_F,Dif_Us_ad_5_ago_Dif_SA2_NT_P,Dif_Us_ad_5_ago_Dif_SA2_ACT_M,Dif_Us_ad_5_ago_Dif_SA2_ACT_F,Dif_Us_ad_5_ago_Dif_SA2_ACT_P,Dif_Us_ad_5_ago_Dif_SA2_OT_M,Dif_Us_ad_5_ago_Dif_SA2_OT_F,Dif_Us_ad_5_ago_Dif_SA2_OT_P,Dif_Us_ad_5_ago_Dif_SA2_Tot_M,Dif_Us_ad_5_ago_Dif_SA2_Tot_F,Dif_Us_ad_5_ago_Dif_SA2_Tot_P,Difnt_Usl_add_5_yr_ago_OS_M,Difnt_Usl_add_5_yr_ago_OS_F,Difnt_Usl_add_5_yr_ago_OS_P,Difnt_Usl_add_5_yr_ago_Ns_M,Difnt_Usl_add_5_yr_ago_Ns_F,Difnt_Usl_add_5_yr_ago_Ns_P,Difnt_Usl_add_5_yr_ago_Tot_M,Difnt_Usl_add_5_yr_ago_Tot_F,Difnt_Usl_add_5_yr_ago_Tot_P,N_stated_M,N_stated_F,N_stated_P,Tot_M,Tot_F,Tot_P
105021097,5223,5447,10669,1192,1395,2586,373,435,799,76,88,169,87,94,174,175,201,374,43,46,89,27,18,45,24,14,40,11,12,29,0,0,0,809,903,1713,82,83,164,36,30,67,2117,2414,4535,780,752,1531,8118,8612,16732
105021098,756,665,1420,60,67,121,145,118,265,19,22,41,8,8,16,32,35,69,3,5,10,0,0,0,7,3,8,0,0,3,0,0,0,217,186,405,11,5,17,24,20,43,304,283,582,186,130,316,1245,1077,2322
105031099,2303,2207,4505,418,495,911,494,487,980,14,20,29,55,71,125,3,3,9,12,12,21,4,3,5,3,14,15,9,4,6,0,0,0,588,600,1190,22,33,54,24,18,38,1055,1145,2198,411,444,849,3771,3795,7558
105031100,2490,2633,5122,360,421,781,1178,1251,2431,27,40,60,57,57,116,8,8,13,9,7,13,0,0,0,7,3,12,12,14,26,0,0,0,1292,1380,2676,90,115,209,29,22,50,1769,1942,3718,378,405,782,4638,4980,9619
105031101,3577,4142,7714,850,1029,1880,1851,1944,3793,54,62,113,109,118,225,11,21,33,33,33,68,7,3,13,10,19,26,23,15,40,0,0,0,2099,2213,4313,214,242,454,46,39,78,3202,3522,6731,606,674,1282,7386,8337,15721
105031102,1906,1922,3825,324,383,706,1132,1259,2389,19,25,45,49,48,92,8,3,15,11,9,16,4,7,12,5,7,8,9,6,16,0,0,0,1226,1361,2588,81,86,162,13,14,26,1647,1841,3487,350,374,728,3901,4136,8038
105031103,1726,1564,3291,93,96,193,582,573,1157,5,8,8,20,24,51,3,3,7,3,4,8,0,0,0,3,3,4,0,0,5,0,0,0,625,614,1236,7,18,26,10,7,26,742,732,1475,274,249,523,2742,2549,5288
105031104,1229,1253,2480,321,348,665,204,217,424,10,8,21,18,23,39,3,8,10,0,3,6,0,0,0,3,5,10,0,0,3,0,0,0,244,265,509,12,17,30,14,18,30,594,649,1244,200,181,387,2029,2081,4106
105031105,1883,1809,3690,424,465,894,308,340,645,6,9,15,26,30,58,0,0,3,4,12,16,3,0,4,7,3,11,3,0,6,0,0,0,356,400,757,12,20,31,14,8,22,809,897,1701,334,333,676,3026,3039,6067
105031106,2172,2206,4386,462,506,960,494,543,1038,9,15,28,38,48,89,3,7,6,16,9,24,0,0,0,0,0,0,4,0,8,0,0,0,563,627,1196,20,25,42,16,14,29,1060,1167,2230,1093,591,1688,4328,3970,8305
106011107,2557,2470,5022,512,488,1008,1114,1201,2310,23,23,49,54,70,125,5,4,4,19,22,44,3,0,5,5,3,4,0,3,5,0,0,0,1223,1331,2554,33,41,74,23,21,42,1793,1881,3675,357,336,692,4705,4678,9385
106011108,5236,5493,10731,1479,1707,3187,1621,1875,3496,25,29,58,107,119,221,9,7,16,15,21,34,8,13,22,3,9,19,12,15,26,0,0,0,1803,2088,3888,58,70,126,61,96,155,3395,3955,7352,1542,850,2390,10178,10292,20471
106011109,2179,2138,4319,148,170,321,861,929,1789,8,7,14,31,38,69,3,3,3,9,8,16,0,0,0,4,10,14,3,0,6,0,0,0,920,991,1915,35,30,61,15,19,39,1117,1213,2334,430,443,871,3724,3797,7516
106011110,2681,2585,5264,334,400,735,792,833,1619,8,17,23,23,24,50,0,3,0,11,3,14,0,3,6,3,0,3,0,3,4,0,0,0,839,887,1725,19,26,47,11,15,23,1208,1321,2532,361,342,705,4249,4248,8493
106011111,4876,4779,9651,956,977,1935,1527,1629,3160,19,18,42,72,78,148,3,4,4,7,11,22,6,5,6,9,7,19,3,0,9,0,0,0,1646,1756,3407,47,57,100,54,50,104,2701,2839,5543,578,660,1237,8154,8274,16424
106011112,3992,3894,7886,1326,1334,2657,1069,1068,2132,69,28,97,280,236,520,35,27,58,69,52,120,19,3,22,25,11,39,20,7,20,0,0,0,1586,1428,3013,118,143,267,49,42,85,3079,2943,6020,523,497,1023,7592,7343,14934
106011113,1448,1345,2789,98,113,210,411,407,818,4,8,18,42,30,78,3,3,5,8,6,15,0,0,3,3,3,4,0,0,3,0,0,0,474,467,939,15,9,28,11,13,23,593,605,1196,348,299,651,2387,2246,4635
106021114,1301,1230,2533,97,85,183,1166,1364,2526,17,13,22,46,47,97,3,3,10,5,3,8,8,6,12,3,3,4,3,9,13,0,0,0,1249,1447,2696,50,62,112,33,21,54,1424,1620,3044,240,221,466,2967,3074,6045
106021115,6805,7263,14069,1412,1553,2964,2791,3074,5868,61,68,128,152,189,338,27,26,59,25,22,52,7,12,23,16,21,40,17,18,35,0,0,0,3106,3434,6537,172,202,374,85,69,153,4770,5264,10028,723,767,1490,12294,13288,25582
106021116,2013,2028,4043,274,286,559,919,1009,1935,5,13,20,36,41,78,6,4,15,14,7,20,0,0,3,5,9,10,3,3,7,0,0,0,985,1096,2084,40,40,80,16,13,29,1324,1434,2754,182,158,341,3517,3624,7141
106021117,4897,5030,9926,1300,1439,2740,2712,2995,5706,41,36,73,158,170,322,20,19,36,18,25,44,3,5,12,22,20,42,15,14,22,0,3,3,2974,3280,6257,122,167,292,56,55,113,4458,4941,9401,626,668,1285,9976,10637,20613
106021118,2687,2642,5329,355,365,719,1173,1240,2412,25,25,47,57,78,137,14,19,34,13,10,19,3,3,12,23,22,43,14,11,31,0,0,0,1323,1408,2734,36,65,101,23,21,41,1733,1864,3597,158,149,307,4583,4653,9235
106031119,1467,1448,2918,221,218,439,636,690,1322,16,17,36,57,45,101,4,0,3,14,8,20,0,0,3,5,3,11,4,8,11,0,0,0,733,781,1514,36,38,69,15,10,25,1000,1047,2051,222,273,493,2693,2766,5460
106031120,1653,1640,3292,399,388,791,692,712,1409,26,23,54,48,35,83,15,3,20,10,10,22,5,3,10,3,3,7,14,12,23,0,0,0,826,805,1626,24,27,50,10,18,27,1262,1234,2496,265,260,529,3183,3136,6316
106031121,4705,5074,9776,1519,1621,3143,1958,2061,4012,101,108,212,190,175,371,23,25,50,38,41,79,21,27,51,26,31,56,38,39,79,0,0,0,2399,2510,4909,181,219,398,79,132,213,4183,4478,8663,813,890,1701,9700,10446,20143
106031122,3497,3559,7050,782,871,1657,1232,1279,2512,35,35,77,86,87,176,16,17,32,13,15,35,8,9,15,18,25,42,16,11,21,0,0,0,1437,1478,2911,33,62,100,35,31,68,2290,2438,4730,536,537,1076,6325,6536,12854
106031123,1755,1758,3513,107,94,198,519,539,1059,3,7,6,18,20,37,0,0,0,4,3,11,7,0,10,4,5,5,7,4,12,0,0,0,561,578,1135,17,11,28,6,3,12,690,691,1377,127,127,259,2576,2579,5148
106031124,1256,1259,2513,260,305,567,611,634,1242,12,17,26,34,35,70,3,0,10,12,9,23,3,3,8,6,6,7,8,7,20,0,0,0,691,706,1397,34,43,79,4,9,12,991,1063,2056,168,157,331,2414,2479,4895
106031125,3463,3419,6882,640,634,1277,1321,1295,2616,57,44,105,135,126,260,48,37,85,32,33,63,5,11,20,54,56,117,30,17,47,0,0,0,1687,1629,3315,58,77,137,36,27,63,2424,2358,4788,586,490,1076,6478,6273,12750
106041126,2619,2498,5116,982,1003,1984,1025,1158,2177,26,31,51,143,152,291,9,11,19,23,22,41,3,4,7,9,8,19,3,0,6,0,0,0,1237,1381,2612,109,123,225,46,41,92,2373,2543,4916,666,386,1054,5658,5425,11085
106041127,1150,1065,2220,178,180,357,328,343,676,8,3,17,27,22,49,3,0,3,6,7,10,0,0,0,3,4,6,0,0,0,0,0,0,380,378,762,26,24,48,7,3,14,595,590,1184,194,164,354,1934,1820,3762
106041128,1463,1495,2960,392,422,812,407,455,868,9,13,23,50,40,86,8,6,17,9,5,18,0,0,3,3,8,7,0,0,3,0,0,0,486,531,1021,97,85,177,16,19,29,983,1058,2043,233,230,467,2680,2790,5469
106041129,2277,2285,4557,372,354,727,632,711,1344,15,14,34,43,43,88,0,3,0,14,9,24,3,3,7,0,0,0,0,3,3,0,0,0,715,786,1493,45,54,96,23,22,39,1152,1210,2363,422,444,866,3849,3939,7784
107011131,6787,7170,13956,948,1014,1962,2085,2228,4310,23,23,47,63,61,129,10,13,23,16,22,32,7,7,8,4,7,11,24,22,39,0,0,0,2227,2370,4599,100,117,210,47,55,94,3313,3556,6874,563,582,1149,10657,11311,21975
107011132,2291,2370,4665,291,297,587,1035,1152,2183,7,12,23,23,31,52,4,4,9,3,7,11,0,0,3,3,0,4,7,9,11,0,0,0,1081,1213,2302,68,69,135,15,8,22,1455,1597,3051,144,152,301,3894,4121,8010
107011133,4,0,4,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,3,3,0,0,7,0,10
107011134,4804,4892,9702,418,414,835,1193,1379,2576,15,9,21,41,34,78,3,7,15,10,10,16,3,6,12,3,3,11,10,18,30,0,0,0,1280,1479,2753,112,133,242,38,35,77,1848,2063,3911,402,517,912,7048,7472,14524
107011545,4049,4128,8179,393,371,766,1194,1285,2481,18,16,34,35,32,68,0,4,5,6,10,15,3,0,4,0,0,0,4,10,14,0,0,0,1257,1364,2621,149,155,303,46,34,74,1842,1929,3772,455,444,898,6345,6507,12855
107011546,2791,2758,5541,288,299,587,835,938,1778,7,11,17,26,17,46,7,9,12,4,9,13,0,4,3,0,3,6,11,9,17,0,0,0,889,1000,1889,122,135,259,37,25,66,1333,1462,2800,407,357,770,4530,4578,9110
107011547,1312,1225,2536,98,88,186,444,484,919,10,6,15,15,14,22,4,6,12,9,7,11,0,0,0,0,0,0,4,0,3,0,0,0,476,511,990,31,39,69,11,5,20,624,641,1264,153,152,306,2093,2014,4106
107021135,0,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,8
107031136,4064,4225,8295,600,645,1245,1300,1503,2798,18,14,28,47,51,99,6,3,10,9,6,13,3,3,6,3,9,10,7,10,22,0,0,0,1390,1595,2985,66,58,122,46,59,105,2102,2360,4461,279,297,574,6444,6889,13335
107031137,1931,2014,3945,116,134,248,780,814,1593,7,4,12,24,39,59,0,3,3,0,3,3,0,3,3,0,0,0,0,3,3,0,0,0,815,869,1678,19,26,41,15,12,30,965,1040,2003,239,282,519,3128,3336,6467
107031138,1928,2006,3933,401,415,816,804,879,1680,18,26,49,48,31,75,4,3,5,8,15,30,11,9,18,3,6,7,24,30,50,0,0,0,916,995,1915,87,101,186,17,12,32,1425,1522,2952,230,239,467,3582,3765,7352
107031139,1745,1760,3508,238,247,486,512,545,1057,11,10,20,17,16,27,5,3,10,6,6,15,3,0,3,0,3,3,16,13,25,0,0,0,567,596,1160,42,39,81,15,7,26,866,886,1754,134,113,243,2744,2760,5505
107031140,2040,2163,4197,327,321,649,787,850,1632,8,8,19,32,28,62,0,0,0,12,13,29,3,3,7,4,12,13,15,16,38,0,0,0,865,937,1799,47,43,91,11,9,22,1244,1316,2557,310,352,657,3589,3826,7414
107031141,4224,4234,8454,707,739,1439,2093,2235,4328,31,40,69,76,77,148,5,4,13,23,23,47,3,9,11,3,0,3,23,29,54,3,0,3,2262,2411,4672,149,149,295,30,29,65,3143,3332,6471,394,430,825,7764,7986,15748
107031142,2778,2986,5757,275,252,528,1044,1202,2248,13,13,26,26,27,51,6,10,14,7,9,24,3,4,6,7,6,15,9,4,14,0,0,0,1122,1277,2395,64,67,131,17,21,42,1479,1622,3097,250,270,520,4504,4872,9375
107031143,5786,6085,11868,797,853,1648,1683,1795,3473,28,26,57,75,77,156,3,8,13,10,12,18,4,4,16,7,11,19,15,12,29,0,0,0,1826,1939,3768,99,141,231,41,43,83,2760,2973,5735,790,799,1590,9342,9861,19198
107041144,5829,6053,11882,626,628,1255,2061,2277,4335,32,56,90,54,60,117,10,9,14,14,7,20,13,7,23,6,5,12,33,42,75,3,0,3,2222,2467,4686,584,500,1079,38,36,71,3466,3631,7096,483,533,1011,9778,10213,19988
107041145,4354,4641,8996,451,474,928,1471,1601,3071,13,17,34,48,49,95,3,8,15,19,22,42,0,4,9,10,3,13,14,17,29,0,0,0,1581,1724,3299,166,175,346,49,35,87,2246,2411,4660,390,446,836,6985,7506,14491
107041146,5783,5958,11739,549,603,1156,2132,2219,4352,24,34,56,48,58,106,11,5,20,17,17,35,10,8,14,5,5,14,37,47,87,0,0,0,2281,2408,4691,827,638,1467,36,45,81,3701,3684,7388,407,406,811,9887,10050,19931
107041147,2625,2557,5184,401,405,802,719,690,1407,13,13,25,27,19,44,0,0,3,9,8,23,0,0,0,3,3,4,0,5,10,0,0,0,778,742,1520,79,79,162,20,24,42,1280,1252,2525,237,179,409,4136,3983,8126
107041148,3148,3212,6352,514,501,1012,1008,1109,2113,35,41,78,39,36,75,11,4,11,24,19,41,3,4,9,8,12,18,15,27,40,0,0,0,1135,1247,2385,147,156,303,28,30,59,1821,1933,3754,255,268,518,5222,5409,10630
107041150,5495,5895,11393,783,880,1665,1780,1920,3701,38,39,72,48,50,94,5,6,12,21,15,29,7,3,12,3,4,5,33,30,60,0,0,0,1930,2064,3997,164,182,351,44,65,110,2919,3195,6114,468,527,995,8882,9621,18502
107041548,2140,2205,4352,411,387,800,2268,2265,4532,42,49,92,63,61,123,10,9,23,18,27,48,13,15,29,8,0,8,52,42,93,0,0,0,2469,2469,4938,912,777,1692,54,47,97,3843,3683,7528,852,831,1682,6840,6725,13564
107041549,3602,3678,7279,456,428,890,2156,2077,4232,33,39,72,53,57,115,8,18,30,14,7,23,9,3,9,8,8,13,29,38,71,0,0,0,2310,2254,4567,1165,875,2040,52,42,93,3987,3597,7582,504,437,941,8094,7705,15799
108011151,1421,1370,2783,181,204,384,447,427,874,7,10,16,21,25,46,4,5,6,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,481,467,947,11,13,21,11,15,26,682,698,1381,179,162,339,2282,2231,4513
108011152,3339,3661,7003,880,1018,1897,1353,1537,2887,37,28,64,121,105,225,12,10,23,12,17,30,6,8,21,5,8,10,13,19,31,0,0,0,1561,1731,3293,64,73,140,47,66,110,2554,2879,5440,577,655,1231,6475,7204,13674
108011153,1676,1539,3214,237,257,497,677,660,1337,14,16,29,68,51,117,0,0,0,8,8,16,3,4,4,0,3,8,4,0,8,0,0,0,778,739,1519,26,33,59,21,17,38,1057,1042,2107,268,237,508,3003,2824,5823
108011154,1488,1638,3123,220,252,466,751,781,1536,15,15,34,34,45,72,0,0,0,0,0,4,6,8,10,0,0,0,5,4,4,0,0,0,814,857,1669,22,36,57,19,36,53,1072,1180,2251,273,305,580,2835,3125,5958
108021155,3691,3878,7567,884,1086,1971,776,867,1642,22,26,48,101,83,184,5,3,6,7,15,24,6,5,11,5,5,11,9,12,19,0,0,0,937,1012,1951,60,53,114,47,51,105,1925,2206,4136,1242,895,2138,6856,6978,13840
108021156,2768,2551,5321,297,279,570,690,712,1407,32,27,60,82,91,173,5,6,14,10,10,29,6,4,10,13,5,16,7,9,9,0,0,0,840,873,1711,46,41,85,36,24,51,1210,1213,2424,452,426,874,4426,4190,8620
108021157,1241,1326,2564,241,223,468,392,427,822,18,12,31,69,69,139,4,4,8,8,11,15,9,3,9,0,0,3,0,7,7,0,0,0,499,525,1025,15,17,39,10,13,21,776,779,1556,210,230,439,2219,2338,4557
108021158,1639,1794,3436,312,392,701,549,605,1151,38,30,63,86,105,185,18,13,31,12,14,26,13,7,19,4,4,8,7,6,18,0,0,0,717,786,1508,30,40,75,31,26,62,1101,1248,2348,327,350,677,3066,3389,6454
108021159,2291,2203,4495,238,240,483,611,677,1283,26,22,50,87,95,183,7,4,19,21,13,37,3,0,4,5,8,12,10,12,24,0,0,0,772,838,1613,22,30,51,9,5,20,1047,1110,2165,318,309,621,3659,3622,7283
108021160,1368,1393,2758,292,316,604,431,442,876,22,25,39,62,76,136,3,3,8,5,7,14,0,0,0,3,3,3,3,5,14,0,0,0,532,556,1097,26,39,66,6,3,12,854,919,1771,191,203,393,2411,2509,4919
108031161,102,106,201,14,14,27,37,32,67,0,0,0,0,3,9,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,40,38,80,3,7,11,0,0,3,64,57,117,20,20,38,183,177,361
108041162,4351,4584,8933,929,1022,1949,1525,1611,3129,64,68,125,177,185,361,10,10,23,27,28,53,14,13,29,11,12,22,28,27,54,0,0,0,1848,1955,3806,58,77,139,39,28,70,2871,3087,5963,580,608,1195,7804,8283,16088
108041163,6272,6916,13189,1759,1891,3647,2912,3211,6118,128,124,254,297,298,600,36,39,76,31,54,83,30,33,61,24,33,61,47,63,114,0,0,0,3510,3852,7361,261,260,521,80,78,157,5615,6086,11692,824,907,1731,12709,13906,26611
108041164,3461,4014,7478,664,830,1494,2320,2673,4994,67,67,141,139,117,254,17,15,30,27,26,56,23,26,47,18,17,29,29,37,63,0,0,0,2637,2986,5625,136,165,305,55,66,124,3492,4051,7550,668,789,1456,7622,8854,16477
108041165,1550,1423,2977,131,136,268,525,528,1056,5,7,10,52,47,99,4,3,3,7,5,11,0,3,3,11,11,19,8,4,14,0,0,0,606,607,1215,21,19,37,19,16,31,775,782,1552,280,255,530,2607,2458,5060
108041166,2753,2912,5660,564,681,1245,1065,1170,2230,26,29,54,75,100,179,12,14,21,25,35,59,5,7,17,4,6,16,10,12,18,0,0,0,1224,1369,2593,37,44,84,33,33,62,1859,2125,3986,417,444,859,5026,5479,10504
108051167,1432,1443,2881,307,331,640,348,368,723,4,4,6,24,37,61,0,0,3,0,3,8,0,8,6,0,0,4,0,0,0,0,3,4,386,422,811,8,18,21,12,12,20,719,778,1493,184,222,408,2337,2444,4782
108051168,2430,2584,5016,532,616,1146,1335,1378,2712,32,36,67,69,86,154,3,0,7,16,22,37,7,9,13,9,9,17,18,15,36,0,0,0,1477,1554,3036,42,55,93,28,24,50,2078,2251,4329,326,343,666,4833,5176,10014
108051169,5082,5524,10600,1389,1590,2980,1566,1711,3279,21,34,58,126,126,253,3,3,6,19,17,32,12,8,19,10,10,16,7,11,21,0,0,0,1765,1910,3678,78,101,173,75,97,171,3308,3700,7004,812,890,1703,9193,10112,19306
108051170,3543,3335,6885,364,370,737,1419,1449,2871,26,23,47,82,86,169,8,12,15,14,15,27,4,6,18,9,5,15,3,5,11,0,0,3,1575,1609,3185,17,32,49,21,17,39,1974,2027,4004,572,553,1127,6091,5919,12015
108051171,1380,1531,2913,235,309,545,495,545,1035,12,6,17,34,33,65,4,3,5,4,9,10,0,0,0,9,4,11,5,8,9,0,0,0,551,603,1152,16,13,27,12,15,26,818,937,1755,196,220,411,2398,2692,5085
109011172,3249,3414,6664,696,752,1448,1449,1620,3063,498,598,1098,108,112,216,19,23,46,31,44,72,15,18,26,21,19,46,17,40,59,0,0,0,2162,2475,4638,108,153,257,36,44,78,3006,3416,6421,378,447,824,6635,7278,13907
109011173,2369,2465,4834,296,328,618,873,979,1851,269,285,552,77,74,148,11,5,19,15,15,27,9,11,19,7,11,14,14,10,25,0,0,0,1275,1379,2656,79,109,183,33,26,59,1681,1838,3518,441,427,866,4488,4733,9217
109011174,2319,2599,4921,395,427,819,717,794,1515,428,477,900,61,63,125,11,13,27,27,19,51,11,10,20,10,5,15,20,25,51,0,0,0,1293,1410,2700,132,134,266,37,55,90,1851,2025,3878,480,466,938,4654,5090,9744
109011175,3448,3264,6717,497,519,1013,721,801,1527,204,237,436,55,68,123,22,18,37,17,27,43,3,5,3,11,13,28,20,19,37,0,0,0,1054,1191,2242,27,35,65,20,17,37,1587,1762,3354,415,434,846,5453,5464,10915
109011176,3560,3694,7251,603,742,1350,1066,1206,2270,365,384,751,73,90,164,20,19,38,23,11,30,14,15,29,9,8,16,13,15,26,0,0,0,1580,1742,3327,168,213,376,57,61,122,2412,2767,5178,567,592,1161,6539,7049,13588
109021177,838,810,1647,165,189,353,127,134,266,35,26,57,14,16,29,11,9,20,6,5,7,0,0,0,4,8,7,3,0,4,0,0,0,198,192,394,19,29,46,10,4,8,392,410,799,191,189,376,1426,1404,2831
109021178,1692,1595,3283,253,266,515,136,149,288,286,327,609,17,20,35,49,58,112,23,16,41,0,3,3,5,10,14,0,0,3,0,0,0,520,584,1100,20,14,32,53,58,108,842,920,1765,295,260,551,2822,2776,5598
109021179,1073,919,1993,155,152,303,105,98,208,139,138,278,12,11,25,11,13,30,3,6,10,0,0,0,0,3,3,0,0,0,0,0,0,280,276,553,18,28,43,6,5,13,452,459,912,255,218,472,1789,1591,3381
109031180,1529,1617,3149,303,315,621,157,166,324,215,222,439,31,30,60,11,11,26,12,10,21,0,3,5,0,3,6,3,12,11,0,0,0,433,450,884,27,36,62,10,12,18,766,815,1579,237,255,489,2534,2683,5221
109031181,1981,1876,3859,251,265,520,218,237,457,298,321,620,36,33,74,13,13,21,13,8,25,7,11,18,11,12,20,3,3,9,0,0,0,607,638,1247,32,24,55,21,16,33,914,944,1852,331,331,659,3224,3143,6373
109031182,1939,2047,3988,527,578,1111,211,243,456,162,189,351,27,26,53,14,11,21,11,9,19,5,3,10,4,7,15,4,0,5,0,0,0,435,494,930,73,76,146,14,19,36,1050,1168,2223,387,434,822,3384,3652,7033
109031183,2047,1887,3935,238,248,491,204,195,400,354,350,703,35,26,58,3,7,5,11,7,20,3,5,8,14,14,28,0,0,3,0,0,0,618,614,1230,31,31,53,16,19,39,900,916,1817,325,303,630,3274,3104,6374
109031184,1381,1415,2797,243,266,510,112,112,229,613,680,1296,40,37,76,3,3,6,15,11,20,0,3,3,10,14,19,3,0,3,0,0,0,785,863,1653,39,52,88,11,6,15,1071,1190,2268,207,252,453,2662,2859,5524
109031185,2644,2592,5231,577,593,1167,226,233,463,424,440,869,73,71,145,10,14,23,22,22,43,9,9,25,10,12,24,3,3,11,0,0,0,781,809,1594,58,66,129,19,21,43,1435,1489,2925,525,519,1042,4600,4595,9194
110011186,4882,5310,10189,1788,1928,3721,1748,2060,3812,92,109,200,274,326,602,21,23,43,34,42,79,20,21,41,19,27,46,36,30,60,3,0,3,2245,2640,4884,624,660,1280,72,59,126,4729,5290,10016,875,959,1837,10483,11562,22041
110011187,1291,1230,2529,213,212,424,305,331,638,14,12,23,62,58,119,4,0,8,3,3,4,0,0,0,3,4,9,0,0,0,0,0,0,387,414,801,26,42,61,10,13,24,635,680,1314,195,172,369,2119,2088,4210
110011188,1772,1763,3540,219,234,451,453,566,1018,8,14,22,60,69,130,0,0,7,3,4,5,4,4,6,7,8,14,0,6,7,0,0,0,536,672,1206,21,34,50,7,12,25,786,950,1732,210,230,440,2770,2951,5716
110011189,970,966,1931,158,149,311,174,166,340,3,9,14,17,25,36,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,200,199,397,9,11,21,7,7,10,376,367,740,182,193,378,1523,1520,3046
110021190,2348,2398,4741,597,697,1288,386,367,762,11,16,23,143,163,305,0,8,6,4,9,12,7,3,6,7,9,17,0,3,3,0,0,0,557,582,1141,33,37,69,28,28,58,1220,1343,2557,603,472,1079,4170,4212,8383
110021191,2888,3073,5964,901,1029,1931,639,763,1400,10,14,27,152,169,321,7,9,11,13,8,26,3,9,8,13,11,19,0,0,0,0,0,0,837,979,1815,79,94,175,26,16,38,1851,2115,3967,455,468,926,5198,5659,10857
110021192,1591,1482,3076,126,116,248,342,367,716,6,10,16,81,97,181,3,3,4,4,4,9,3,4,6,7,10,20,0,0,0,0,0,0,457,501,954,24,19,48,16,13,33,617,658,1278,300,298,605,2515,2442,4954
110021193,1730,1691,3421,238,273,514,393,375,768,19,14,32,90,92,178,0,0,3,6,4,16,0,0,0,3,9,10,0,0,0,0,0,0,518,496,1012,12,18,27,9,6,11,776,788,1561,337,305,642,2844,2785,5625
110021194,1851,1871,3723,303,338,637,265,283,547,11,12,24,254,281,529,5,3,11,10,5,11,3,0,10,4,9,7,0,3,3,0,0,0,552,599,1143,13,24,40,12,12,27,871,973,1848,385,392,773,3113,3235,6343
110031195,2039,1970,4006,535,643,1181,384,446,828,14,9,26,93,95,189,6,7,11,9,3,12,0,3,3,3,4,9,3,5,5,0,0,0,515,570,1080,67,55,123,35,33,66,1149,1301,2447,553,544,1093,3736,3813,7547
110031196,1630,1470,3101,183,161,346,261,254,519,4,3,5,142,148,291,0,0,0,6,4,11,0,0,0,3,0,8,0,4,3,0,0,0,423,418,835,24,27,54,26,15,43,653,626,1279,346,309,655,2634,2397,5027
110031197,1880,1906,3792,468,502,972,359,402,760,15,11,22,90,103,193,0,0,3,5,5,17,0,0,0,0,0,0,0,3,0,0,0,0,474,522,999,31,34,67,6,8,18,982,1075,2058,361,417,776,3223,3399,6629
110031198,1427,1291,2716,221,225,448,273,257,529,12,5,15,44,49,95,4,5,10,3,0,3,0,0,0,0,0,3,0,0,0,0,0,0,332,320,654,7,12,21,13,3,20,573,563,1134,303,301,602,2302,2149,4453
110041199,2133,2229,4361,683,748,1432,656,717,1375,6,6,16,124,130,260,3,5,8,18,23,44,8,5,11,3,5,10,3,3,10,0,0,0,830,900,1726,71,56,120,29,20,48,1607,1721,3334,377,396,778,4121,4351,8468
110041200,1278,1102,2374,125,155,274,340,334,678,3,0,4,42,49,97,0,0,3,4,3,10,0,0,0,5,3,4,0,0,0,0,0,0,401,392,793,7,5,13,5,12,14,536,556,1094,226,184,410,2043,1841,3882
