SA2_MAINCODE_2016,Sme_Usl_ad_5_yr_ago_as_2016_M,Sme_Usl_ad_5_yr_ago_as_2016_F,Sme_Usl_ad_5_yr_ago_as_2016_P,Dif_Usl_ad_5_yr_ago_Sme_SA2_M,Dif_Usl_ad_5_yr_ago_Sme_SA2_F,Dif_Usl_ad_5_yr_ago_Sme_SA2_P,Dif_Us_ad_5_ago_Dif_SA2_NSW_M,Dif_Us_ad_5_ago_Dif_SA2_NSW_F,Dif_Us_ad_5_ago_Dif_SA2_NSW_P,Dif_Us_ad_5_ago_Dif_SA2_Vic_M,Dif_Us_ad_5_ago_Dif_SA2_Vic_F,Dif_Us_ad_5_ago_Dif_SA2_Vic_P,Dif_Us_ad_5_ago_Dif_SA2_Qld_M,Dif_Us_ad_5_ago_Dif_SA2_Qld_F,Dif_Us_ad_5_ago_Dif_SA2_Qld_P,Dif_Us_ad_5_ago_Dif_SA2_SA_M,Dif_Us_ad_5_ago_Dif_SA2_SA_F,Dif_Us_ad_5_ago_Dif_SA2_SA_P,Dif_Us_ad_5_ago_Dif_SA2_WA_M,Dif_Us_ad_5_ago_Dif_SA2_WA_F,Dif_Us_ad_5_ago_Dif_SA2_WA_P,Dif_Us_ad_5_ago_Dif_SA2_Tas_M,Dif_Us_ad_5_ago_Dif_SA2_Tas_F,Dif_Us_ad_5_ago_Dif_SA2_Tas_P,Dif_Us_ad_5_ago_Dif_SA2_NT_M,Dif_Us_ad_5_ago_Dif_SA2_NT_F,Dif_Us_ad_5_ago_Dif_SA2_NT_P,Dif_Us_ad_5_ago_Dif_SA2_ACT_M,Dif_Us_ad_5_ago_Dif_SA2_ACT_F,Dif_Us_ad_5_ago_Dif_SA2_ACT_P,Dif_Us_ad_5_ago_Dif_SA2_OT_M,Dif_Us_ad_5_ago_Dif_SA2_OT_F,Dif_Us_ad_5_ago_Dif_SA2_OT_P,Dif_Us_ad_5_ago_Dif_SA2_Tot_M,Dif_Us_ad_5_ago_Dif_SA2_Tot_F,Dif_Us_ad_5_ago_Dif_SA2_Tot_P,Difnt_Usl_add_5_yr_ago_OS_M,Difnt_Usl_add_5_yr_ago_OS_F,Difnt_Usl_add_5_yr_ago_OS_P,Difnt_Usl_add_5_yr_ago_Ns_M,Difnt_Usl_add_5_yr_ago_Ns_F,Difnt_Usl_add_5_yr_ago_Ns_P,Difnt_Usl_add_5_yr_ago_Tot_M,Difnt_Usl_add_5_yr_ago_Tot_F,Difnt_Usl_add_5_yr_ago_Tot_P,N_stated_M,N_stated_F,N_stated_P,Tot_M,Tot_F,Tot_P
120031396,2378,2359,4734,570,482,1044,1943,1674,3615,81,55,135,96,76,168,16,17,35,15,16,32,3,0,8,12,5,13,11,6,17,0,0,3,2176,1845,4028,1927,1769,3692,69,49,111,4732,4143,8876,843,610,1454,7957,7109,15064
120031575,5261,5767,11029,726,698,1426,2162,2114,4273,53,48,104,50,67,120,14,21,32,21,19,40,7,5,11,3,3,10,15,22,38,0,0,0,2323,2294,4620,2811,2463,5270,99,80,185,5965,5536,11499,749,674,1427,11975,11983,23957
120031576,969,983,1950,43,48,88,413,436,846,3,3,6,11,4,16,0,3,4,3,7,9,3,0,3,0,3,0,0,4,3,0,0,0,435,463,892,95,108,205,9,4,20,581,622,1200,79,90,171,1628,1691,3322
121011398,4973,5586,10557,860,981,1838,2936,3154,6085,119,113,227,88,91,179,42,48,92,56,55,109,8,10,17,4,8,10,21,36,55,0,0,0,3270,3509,6779,2736,3162,5895,85,88,176,6949,7741,14691,743,834,1574,12666,14159,26820
121011399,4191,4652,8838,408,407,815,2668,2707,5378,73,96,168,100,98,197,23,37,59,37,42,82,8,15,23,8,7,11,47,29,75,0,0,0,2959,3026,5987,1288,1456,2745,47,49,89,4701,4941,9638,490,486,983,9383,10078,19458
121011400,6257,6717,12972,976,1008,1981,3043,2929,5972,92,91,192,81,101,182,33,36,71,48,39,89,10,12,25,8,3,7,38,43,79,3,0,3,3355,3253,6606,1087,1091,2187,71,48,116,5492,5401,10890,581,576,1160,12327,12692,25021
121011401,1778,1946,3724,191,239,431,1499,1460,2956,58,70,134,60,72,135,11,23,35,22,15,37,8,3,10,6,0,10,14,15,33,0,0,0,1690,1670,3357,682,774,1458,42,38,77,2597,2723,5320,326,360,687,4708,5022,9726
121011402,6763,7187,13944,883,893,1776,2406,2635,5047,65,62,130,51,56,103,26,14,36,27,34,61,4,8,10,6,0,5,17,23,35,0,0,0,2596,2829,5432,681,870,1553,44,39,86,4213,4630,8843,488,533,1022,11460,12346,23811
121021403,5644,5811,11452,434,502,936,1662,1765,3422,20,20,38,32,29,58,4,5,11,11,11,25,0,3,4,0,0,0,12,13,29,0,0,0,1748,1848,3592,300,325,618,23,25,52,2506,2698,5201,233,269,500,8379,8769,17150
121021404,3824,3885,7708,315,338,648,910,943,1855,7,9,15,11,15,27,5,4,8,6,4,13,0,0,0,0,0,3,5,4,14,0,0,0,954,981,1937,117,135,253,16,13,33,1402,1468,2867,184,170,347,5404,5517,10921
121021406,5436,5755,11191,381,431,821,1699,1854,3557,42,48,88,55,51,103,12,5,11,9,9,20,3,0,3,0,6,6,10,10,19,0,0,4,1829,1983,3809,392,434,826,42,49,90,2644,2904,5551,335,307,644,8414,8973,17384
121021577,2061,2244,4303,370,385,753,1452,1426,2878,37,38,77,48,47,95,21,12,41,17,13,25,0,3,3,3,0,3,9,13,21,0,0,0,1598,1551,3148,1008,1172,2183,36,33,63,3015,3144,6155,201,219,419,5278,5601,10878
121021578,2906,2980,5880,183,172,351,1149,1143,2294,21,11,31,13,21,34,7,6,16,0,10,7,0,0,4,3,3,8,3,3,6,0,0,0,1196,1198,2399,362,434,788,24,5,31,1761,1813,3574,244,289,534,4913,5078,9989
121021579,1734,1935,3677,217,247,465,1301,1331,2628,22,27,52,25,39,63,8,8,15,11,10,21,0,3,4,3,3,6,11,5,13,0,0,0,1378,1424,2805,703,771,1473,25,17,41,2320,2454,4780,191,226,417,4248,4621,8866
121031407,4866,5396,10258,509,528,1039,2496,2633,5126,53,49,104,58,73,132,27,37,69,33,36,68,8,3,15,3,4,5,17,23,34,0,0,0,2696,2850,5549,1273,1381,2652,40,41,84,4512,4810,9321,369,397,770,9747,10601,20344
121031408,6014,6371,12384,587,602,1189,2489,2642,5135,69,74,147,67,78,143,11,19,34,24,32,59,9,9,15,0,3,3,25,24,54,0,0,0,2700,2891,5596,902,1014,1915,34,39,70,4227,4541,8768,350,401,746,10588,11315,21902
121031409,4365,4880,9246,285,364,652,1693,1798,3491,45,43,91,38,45,85,13,12,23,28,30,63,0,3,3,7,8,9,14,15,28,0,0,0,1845,1955,3805,544,647,1196,26,27,53,2703,2999,5704,223,257,479,7294,8136,15429
121031410,5190,5712,10904,630,685,1307,2111,2263,4375,53,41,96,43,46,89,15,19,29,14,20,34,0,0,3,6,0,6,20,13,31,0,0,0,2263,2406,4664,788,901,1697,45,45,93,3727,4038,7764,272,354,629,9191,10097,19292
121031411,5165,5676,10842,398,420,821,2099,2280,4378,52,54,106,33,37,69,11,11,22,9,11,22,3,4,8,0,0,0,10,13,21,0,0,0,2227,2412,4640,502,532,1034,28,33,53,3155,3395,6551,381,566,947,8697,9636,18337
121031412,4587,4961,9550,390,401,794,2053,2222,4279,47,52,96,49,49,95,20,27,47,21,17,37,3,5,14,0,3,4,18,20,38,0,0,0,2216,2397,4614,582,616,1197,23,23,41,3210,3438,6650,391,413,802,8188,8817,17006
121041413,3518,4245,7769,492,534,1031,2410,2782,5191,54,81,131,85,91,181,32,28,58,29,43,74,3,9,12,3,0,7,30,35,63,0,0,0,2645,3067,5711,892,1047,1941,62,47,112,4088,4703,8789,594,651,1245,8206,9599,17805
121041414,2913,3461,6373,440,523,963,2627,2840,5468,85,90,173,110,121,227,29,42,67,35,45,79,11,16,23,6,10,14,50,53,105,0,0,0,2946,3210,6158,943,1119,2062,76,57,136,4410,4903,9314,557,608,1168,7881,8972,16848
121041415,5851,6923,12771,1526,1762,3290,2416,2819,5234,118,143,264,111,143,254,23,31,49,45,49,91,10,5,10,3,11,11,35,36,75,3,0,3,2760,3227,5992,1319,1534,2855,63,74,143,5675,6599,12272,914,1032,1937,12432,14555,26987
121041416,2784,3339,6123,385,455,842,2446,2684,5134,116,132,254,109,122,227,35,40,76,56,46,104,7,4,15,0,3,6,48,54,100,0,0,0,2821,3091,5914,1081,1322,2398,82,67,148,4370,4933,9306,762,819,1579,7916,9091,17007
121041417,1434,1629,3069,251,259,515,1631,1572,3206,80,76,161,91,103,192,22,34,57,40,48,82,8,4,9,12,12,21,28,23,56,0,0,0,1919,1867,3780,905,937,1837,34,24,58,3111,3082,6191,502,509,1009,5046,5221,10266
122011418,5017,5477,10494,756,810,1569,1995,2092,4085,52,64,114,45,54,106,5,8,16,12,18,30,5,0,5,8,3,10,4,19,21,0,0,0,2134,2263,4397,659,731,1389,42,34,71,3592,3840,7435,433,460,890,9038,9780,18818
122011419,3962,4160,8122,1023,959,1986,2182,2268,4452,83,86,165,87,90,179,14,24,35,21,24,45,4,8,12,5,0,8,29,22,50,0,0,0,2428,2524,4946,1707,1780,3491,68,70,135,5228,5332,10560,857,901,1760,10045,10395,20445
122021420,3311,3417,6730,676,703,1379,1099,1246,2344,24,34,60,44,38,85,8,4,11,9,17,28,0,3,5,0,4,6,8,12,23,0,0,0,1198,1352,2551,220,223,442,24,21,50,2119,2300,4420,289,298,591,5722,6016,11743
122021421,2986,3171,6154,189,234,419,1158,1245,2407,25,33,53,29,29,55,3,0,3,17,17,37,3,3,5,3,0,6,7,5,12,0,0,0,1248,1340,2587,177,156,333,22,6,32,1632,1730,3370,333,379,720,4954,5285,10241
122021422,3551,3677,7225,525,535,1061,1446,1543,2985,36,29,62,41,34,74,10,5,18,14,20,36,0,0,0,0,0,0,11,7,17,0,0,0,1556,1643,3200,247,218,467,22,24,48,2349,2427,4778,226,249,476,6124,6353,12477
122021423,6039,6414,12451,932,961,1895,2686,2907,5588,36,36,71,66,64,136,14,15,23,16,15,31,10,9,15,0,6,8,10,4,17,0,0,0,2838,3055,5894,406,431,836,65,110,174,4233,4557,8794,561,740,1304,10837,11713,22552
122031424,4066,4318,8380,207,206,416,1388,1459,2847,18,28,46,25,24,55,3,10,13,20,13,29,3,0,3,0,0,0,7,12,16,0,0,0,1469,1542,3006,275,266,535,41,36,69,1981,2050,4033,303,338,645,6353,6701,13055
122031425,2199,2371,4573,113,108,218,764,832,1605,6,10,18,12,11,27,8,4,11,3,3,4,0,0,0,0,0,0,3,3,4,0,0,0,795,869,1665,111,138,253,16,8,22,1036,1123,2155,143,169,316,3380,3664,7048
122031426,5034,5273,10306,1129,1119,2251,2826,2893,5716,55,47,98,94,93,183,17,18,34,21,22,40,7,6,10,0,3,3,9,14,20,0,0,0,3034,3091,6121,1308,1452,2761,81,64,145,5546,5728,11278,769,831,1597,11355,11829,23180
122031427,3827,4128,7953,266,319,583,1143,1136,2275,20,24,49,35,32,66,12,12,23,14,13,31,3,0,3,0,0,0,8,9,17,0,0,0,1235,1234,2472,331,367,699,31,27,57,1853,1952,3802,151,203,356,5835,6276,12112
122031428,7605,7913,15514,711,729,1445,2170,2283,4452,31,27,55,58,53,114,7,6,11,27,16,47,0,4,5,0,0,0,10,12,28,3,0,4,2311,2404,4715,500,466,965,47,69,119,3570,3665,7236,428,510,939,11604,12087,23690
122031429,4754,4738,9495,650,663,1314,2500,2547,5052,50,64,116,69,94,168,10,13,29,28,21,51,9,15,22,3,7,8,20,21,42,0,0,0,2690,2784,5474,873,949,1826,64,54,115,4280,4447,8725,626,648,1278,9663,9834,19494
122031430,4514,4787,9303,373,403,783,1737,1791,3523,25,46,74,38,42,80,7,7,18,15,15,29,5,4,5,0,0,8,7,11,22,0,0,0,1828,1921,3749,472,513,983,25,18,49,2700,2854,5556,351,423,776,7570,8064,15637
122031431,5845,6231,12076,900,949,1846,2934,3115,6048,37,33,69,53,64,118,9,12,19,13,15,32,9,3,14,0,0,0,8,17,28,0,0,0,3070,3260,6331,573,609,1183,74,71,139,4610,4891,9496,771,907,1678,11223,12023,23252
122031432,1099,1072,2172,44,52,98,404,426,834,5,5,17,10,10,18,4,0,3,4,4,7,0,0,0,0,0,0,0,3,3,0,0,0,432,458,885,41,46,89,3,6,9,519,565,1082,105,107,210,1720,1740,3464
123011433,3271,3545,6812,450,439,892,1597,1770,3362,11,15,29,39,40,79,5,5,16,10,8,18,6,0,9,0,4,7,6,8,13,0,0,0,1676,1856,3533,61,99,156,21,31,49,2211,2420,4634,301,422,726,5787,6382,12164
123011434,4683,4951,9633,632,689,1323,3358,3571,6931,23,23,47,68,61,129,8,3,14,12,8,23,0,0,0,4,0,5,8,3,17,0,0,0,3482,3684,7165,176,177,348,43,33,73,4329,4583,8907,381,409,791,9387,9950,19335
123011435,6903,7180,14086,1094,1219,2310,3682,3952,7635,24,31,60,84,87,173,15,10,29,12,14,31,3,3,5,19,16,36,18,20,46,0,0,0,3861,4148,8009,266,280,538,82,67,153,5297,5715,11014,470,480,949,12674,13377,26053
123021436,5031,5476,10509,450,539,987,1998,2098,4098,22,18,35,42,50,89,13,9,16,10,6,21,3,3,8,0,7,8,0,3,5,0,0,0,2100,2192,4284,185,234,417,49,44,90,2780,2998,5777,560,617,1182,8366,9098,17466
123021437,4217,4281,8499,414,434,840,2482,2624,5107,22,23,51,64,59,121,14,16,28,18,13,36,3,4,10,9,7,20,15,16,31,0,0,0,2631,2768,5398,431,485,920,57,56,120,3528,3747,7275,617,574,1190,8367,8596,16961
123021438,5984,6184,12168,504,578,1079,1913,1913,3821,11,17,23,43,50,92,4,10,8,13,6,22,0,3,4,4,3,5,9,0,8,0,0,0,1997,2000,3994,176,188,363,51,36,87,2718,2800,5522,589,664,1251,9296,9650,18940
123021439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
123021440,4781,4759,9543,583,615,1206,2483,2470,4956,37,38,80,54,60,112,15,10,28,26,21,49,0,0,0,6,6,16,10,3,15,0,0,0,2633,2616,5252,529,608,1138,44,28,74,3797,3874,7668,648,565,1216,9229,9198,18423
123021441,4763,4831,9594,347,374,716,1735,1767,3504,14,17,30,29,38,64,7,7,15,3,8,18,3,3,8,0,0,3,7,0,11,0,0,0,1798,1846,3644,250,322,569,48,35,87,2442,2574,5020,393,420,812,7601,7825,15432
123021442,5829,6254,12088,743,735,1475,2340,2324,4661,32,26,54,50,46,102,11,17,22,18,15,32,0,0,0,4,3,7,7,5,14,0,0,0,2468,2437,4903,644,719,1361,74,59,130,3923,3955,7871,784,1003,1785,10535,11211,21751
123021443,5236,5298,10533,532,559,1090,2234,2303,4539,11,12,32,48,49,99,10,9,14,18,14,27,8,3,13,9,7,15,5,0,6,0,0,0,2334,2402,4731,451,544,992,33,30,66,3350,3533,6881,460,459,921,9050,9292,18341
123021444,5896,6068,11962,560,589,1156,1932,2227,4155,25,19,50,46,47,94,6,3,11,11,12,19,3,0,4,6,0,9,9,0,10,0,0,0,2028,2313,4341,243,284,530,44,37,86,2882,3224,6107,625,757,1381,9412,10049,19456
123031445,1653,1653,3304,138,132,269,675,678,1355,0,3,8,13,12,21,0,0,0,0,0,3,0,0,0,4,0,5,3,4,11,0,0,0,702,699,1399,11,24,34,19,21,41,869,873,1747,169,161,328,2693,2687,5382
123031446,2337,2219,4556,171,171,343,1589,1681,3268,5,5,14,18,17,37,3,7,12,0,8,7,0,0,0,0,0,0,5,10,15,0,0,0,1635,1725,3362,39,51,90,18,17,31,1859,1965,3824,237,228,460,4435,4404,8841
123031447,4452,4510,8959,781,839,1623,1694,1804,3505,22,22,45,42,51,96,8,4,11,11,10,17,4,3,6,14,11,18,9,8,12,0,0,0,1802,1907,3709,55,57,118,42,41,78,2680,2850,5533,529,619,1145,7664,7973,15641
123031448,2732,2632,5363,217,217,427,935,1037,1975,11,15,24,22,32,50,0,0,0,8,8,10,0,3,3,0,0,0,3,4,7,0,0,0,976,1094,2069,44,47,96,15,17,35,1251,1376,2628,246,242,493,4239,4251,8489
124011449,1330,1484,2811,241,236,476,644,664,1310,14,9,23,22,22,42,3,5,6,10,9,18,3,3,7,0,3,3,0,3,8,3,0,3,697,722,1419,63,63,122,17,21,37,1013,1045,2053,206,205,410,2546,2730,5271
124011450,5734,5962,11698,798,828,1624,1644,1632,3274,19,24,41,41,53,94,10,9,16,10,3,11,0,5,4,7,6,9,9,13,20,0,0,0,1728,1750,3474,110,159,269,31,19,49,2671,2754,5421,354,336,689,8757,9052,17808
124011451,3,9,7,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,3,3,0,0,0,4,5,13
124011452,3081,3384,6468,635,657,1285,1327,1510,2843,14,33,52,60,80,137,3,14,16,19,17,39,7,15,25,9,10,17,9,18,27,0,0,0,1454,1700,3150,252,283,532,68,58,129,2407,2698,5106,523,542,1062,6014,6624,12639
124011453,3229,3493,6723,369,423,789,1062,1155,2223,12,11,26,32,31,65,4,11,13,3,3,7,8,9,22,10,8,14,5,4,13,0,0,0,1140,1243,2379,55,63,117,24,30,54,1589,1754,3343,238,257,492,5057,5499,10550
124011454,6434,6968,13401,932,1007,1942,1790,1965,3754,24,34,59,58,58,113,5,8,13,11,14,27,8,6,16,3,7,10,10,12,18,0,0,0,1908,2104,4011,81,126,202,39,51,85,2959,3280,6245,352,420,770,9741,10671,20414
124011455,1560,1712,3269,186,167,353,708,848,1554,5,11,15,28,32,57,6,3,11,9,9,13,3,7,8,3,0,3,9,8,17,0,0,0,772,912,1684,48,56,107,9,5,11,1010,1148,2156,159,189,349,2734,3044,5782
124021456,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,3,0,0,0,3,0,3
124031457,4622,4681,9306,377,380,759,1570,1696,3269,9,18,27,28,42,75,10,3,12,7,3,8,0,0,0,0,6,8,0,4,4,0,0,0,1633,1771,3403,78,108,184,37,29,64,2120,2286,4406,391,374,766,7131,7343,14479
124031458,5205,5301,10508,732,753,1482,3460,3710,7173,20,34,57,98,102,200,20,22,38,19,20,38,3,5,8,8,3,14,18,21,40,0,0,0,3646,3923,7572,295,328,619,68,65,134,4735,5071,9804,612,630,1237,10552,11000,21551
124031459,4194,4431,8620,513,493,1004,1226,1378,2596,11,13,22,37,28,68,3,9,12,7,8,14,0,9,10,6,3,6,9,8,16,0,0,0,1294,1451,2742,90,98,185,20,12,34,1912,2057,3964,278,470,748,6383,6952,13335
124031460,5809,6113,11924,855,927,1783,2093,2299,4391,23,25,49,88,92,182,0,3,9,3,16,22,3,5,11,8,4,16,21,13,36,0,0,0,2244,2456,4708,195,203,396,40,51,88,3331,3635,6968,353,382,739,9501,10132,19631
124031461,4750,5097,9852,451,518,967,1788,1908,3697,17,17,40,57,46,104,7,3,10,14,25,38,0,0,3,3,0,5,7,0,12,0,0,0,1897,2003,3903,155,164,319,41,28,67,2547,2712,5260,451,474,924,7750,8284,16036
124031462,4283,4411,8695,562,584,1143,2642,2840,5489,27,27,50,52,62,111,12,21,35,14,11,24,4,5,7,3,6,5,3,3,14,0,0,0,2769,2974,5743,471,509,981,48,51,99,3849,4121,7964,624,596,1223,8755,9129,17881
124031463,2165,2040,4208,133,137,275,1754,1793,3550,6,8,21,27,19,42,3,0,5,5,12,20,4,5,6,0,3,6,3,7,13,0,0,0,1811,1849,3660,50,68,120,13,15,31,2011,2072,4079,286,288,576,4461,4404,8864
124031464,2690,2841,5529,281,320,604,2045,2199,4244,31,22,53,49,60,111,13,9,27,15,5,21,6,10,11,5,0,9,4,8,13,0,0,0,2165,2316,4481,292,298,585,61,58,120,2790,3001,5791,567,571,1143,6051,6415,12462
124031465,1620,1558,3181,129,134,268,569,518,1086,0,0,0,10,12,19,3,7,8,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,580,536,1113,7,12,24,7,6,14,721,696,1420,150,121,271,2489,2376,4864
124041466,3243,3564,6809,569,618,1189,1616,1861,3472,30,30,65,83,73,160,9,14,24,14,13,20,3,0,4,11,4,15,18,15,36,0,0,0,1783,2008,3795,120,131,250,42,30,70,2518,2787,5307,447,480,928,6203,6833,13039
124041467,3992,4200,8188,670,696,1366,1553,1714,3267,16,22,31,73,62,137,13,17,22,6,4,12,11,10,16,8,10,24,4,6,13,0,0,0,1677,1845,3522,87,93,174,49,41,86,2486,2675,5153,418,441,860,6893,7315,14207
124041468,2088,1946,4029,73,75,142,634,613,1254,11,10,22,17,14,28,0,0,0,3,0,3,0,4,7,3,0,3,0,3,3,0,0,0,673,637,1312,31,39,69,16,12,22,789,762,1553,991,464,1452,3869,3166,7037
124051469,2183,2187,4374,94,114,206,523,537,1058,6,7,12,10,15,24,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,543,553,1094,37,52,89,19,13,33,691,732,1426,130,123,249,3006,3041,6049
124051470,6288,6294,12581,506,562,1069,1599,1632,3238,11,17,30,32,33,66,7,3,11,12,4,17,0,0,0,0,0,0,3,0,3,0,0,0,1663,1705,3363,206,237,443,40,39,77,2414,2546,4958,477,500,976,9184,9331,18513
124051580,3065,3116,6179,201,235,434,1343,1426,2769,12,15,27,17,30,50,3,6,8,0,4,12,3,3,7,4,0,4,0,0,0,0,0,0,1381,1492,2869,209,192,400,35,33,72,1828,1949,3776,390,420,814,5280,5481,10766
124051581,3702,3663,7365,335,373,706,2015,2139,4157,32,28,58,64,49,112,8,11,19,16,17,34,0,6,8,3,5,5,4,9,10,0,0,0,2139,2253,4394,368,380,753,51,45,99,2893,3050,5945,718,740,1462,7312,7452,14771
125011473,2226,2278,4502,518,554,1070,2724,2689,5414,93,80,171,107,107,217,28,20,45,49,38,87,16,15,30,4,8,10,31,38,70,0,0,0,3055,2987,6043,1027,1193,2219,71,58,134,4671,4795,9463,2305,1073,3380,9198,8139,17345
125011475,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
125011582,3828,3732,7561,573,483,1063,1288,1147,2436,33,21,54,23,28,50,22,3,30,19,4,22,4,0,6,4,0,7,9,6,8,0,0,0,1406,1212,2615,2329,1215,3543,52,36,87,4361,2950,7309,567,435,1000,8756,7111,15869
125011583,2017,1811,3827,431,338,773,811,569,1378,36,19,53,18,10,29,33,3,32,27,5,35,0,0,3,0,0,0,0,0,0,3,0,3,925,611,1533,2177,1204,3386,61,22,82,3601,2175,5771,501,288,786,6117,4272,10387
125011584,2309,2344,4659,106,111,224,754,740,1500,20,16,33,13,10,25,12,6,13,7,5,14,0,0,0,0,0,0,0,0,0,3,0,3,812,775,1584,507,342,846,44,53,95,1466,1283,2754,236,223,463,4017,3850,7873
125011585,2393,2411,4801,200,182,384,760,708,1467,16,15,31,19,13,33,3,0,6,8,6,14,3,4,8,0,3,3,3,0,4,0,0,0,817,753,1568,670,487,1153,24,14,41,1708,1435,3146,183,168,346,4285,4011,8296
125011586,4597,4572,9169,657,627,1279,1827,1702,3529,34,32,66,35,41,81,18,11,29,14,12,24,0,0,4,8,6,5,15,10,29,0,0,0,1953,1805,3760,1813,1465,3281,74,76,156,4506,3975,8480,605,529,1132,9705,9077,18787
125011587,1386,1423,2804,70,86,150,504,460,967,7,3,9,6,9,18,0,6,3,4,6,10,0,0,0,0,0,0,3,0,3,0,0,0,530,486,1010,266,211,477,20,13,34,874,794,1668,131,113,244,2391,2329,4718
125021476,7345,7622,14962,566,596,1162,2812,2861,5678,63,55,121,60,72,130,23,25,46,23,26,49,5,11,20,3,3,5,17,15,33,0,3,3,3014,3063,6083,1213,1369,2576,58,47,109,4848,5078,9925,426,449,872,12615,13146,25764
125021477,5598,5777,11377,489,502,993,2299,2267,4565,67,59,125,66,89,158,17,19,37,30,19,49,10,5,21,12,15,34,20,18,35,0,0,0,2530,2502,5028,671,710,1376,59,54,112,3744,3768,7505,500,465,972,9844,10012,19859
125021478,4313,4649,8964,376,358,737,2209,2219,4428,26,30,58,47,48,96,25,15,41,23,25,44,3,3,3,3,0,3,19,10,25,0,0,0,2349,2350,4701,548,675,1220,29,31,56,3304,3415,6715,457,475,933,8070,8541,16612
125031479,5016,5154,10170,382,368,752,1737,1739,3479,18,19,37,17,11,32,7,16,21,11,7,20,0,3,3,6,3,11,0,3,4,0,0,0,1807,1799,3604,518,557,1077,39,31,74,2750,2754,5504,909,570,1483,8678,8476,17161
125031480,4366,4414,8780,273,269,536,1335,1300,2632,18,20,40,19,22,36,6,8,12,3,0,5,0,0,0,0,3,4,3,3,6,0,0,0,1387,1355,2742,543,505,1047,41,40,87,2244,2169,4413,621,605,1229,7236,7191,14427
125031481,5167,4959,10131,533,480,1011,1801,1710,3509,52,25,70,33,22,50,16,9,24,16,7,26,3,0,7,5,3,5,16,14,25,5,0,6,1942,1791,3732,1579,1192,2775,53,40,93,4105,3503,7611,800,652,1447,10072,9114,19181
125031482,7635,7995,15634,725,751,1476,2498,2556,5056,28,13,43,36,29,61,15,10,24,6,14,20,0,0,3,7,5,7,6,7,15,0,0,0,2592,2634,5227,358,387,746,40,43,83,3714,3810,7528,533,584,1120,11889,12390,24277
125031483,5457,5571,11026,470,456,927,1933,1871,3801,18,15,33,31,31,62,28,14,39,11,12,21,0,0,0,5,0,3,6,3,10,3,0,3,2034,1947,3986,786,604,1394,39,34,77,3336,3041,6379,838,818,1658,9625,9435,19060
125031484,5214,5535,10750,490,532,1027,2015,2093,4107,18,22,45,38,32,69,8,9,18,16,11,28,3,0,3,3,6,14,4,9,14,0,0,0,2107,2177,4283,893,756,1654,70,56,118,3559,3520,7078,602,609,1217,9383,9664,19047
125031485,6825,6978,13799,1023,970,1996,2644,2643,5290,71,58,126,43,35,81,28,17,37,27,16,47,10,7,18,3,0,4,14,6,22,0,0,0,2834,2790,5631,1714,1317,3033,65,57,117,5639,5138,10781,770,731,1496,13234,12847,26074
125031486,5,0,5,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,3,0,3,0,0,0,4,0,4,0,0,0,8,0,8
125031487,8,3,5,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,3,3,5,0,0,0,9,6,16
125041489,3889,4123,8013,680,709,1394,2618,2439,5052,79,64,149,108,86,193,39,33,78,27,22,47,7,7,12,5,13,18,25,23,51,3,3,6,2924,2690,5611,1747,1725,3472,78,55,133,5421,5183,10605,980,961,1945,10287,10268,20556
125041490,2382,2527,4906,92,86,173,806,864,1667,0,6,7,16,13,31,5,3,4,3,0,3,0,0,0,3,4,4,3,3,8,0,0,0,834,897,1729,166,178,341,8,10,17,1094,1164,2256,87,104,191,3564,3795,7358
125041491,3422,3752,7174,440,419,861,2409,2487,4895,80,80,157,53,54,107,34,31,65,23,18,43,3,3,4,0,3,3,23,22,48,0,0,0,2619,2698,5318,1717,1795,3509,92,73,162,4864,4983,9845,684,682,1365,8967,9415,18382
125041492,3671,3573,7244,1181,956,2129,2537,2115,4652,134,90,226,78,76,150,38,32,72,49,40,85,4,3,9,11,9,18,26,29,56,0,0,0,2877,2394,5273,4894,4348,9246,117,71,192,9077,7769,16844,1293,1156,2446,14042,12492,26536
