SA2_MAINCODE_2016,M_Tot_0,M_Tot_1_15,M_Tot_16_24,M_Tot_25_34,M_Tot_35_39,M_Tot_40,M_Tot_41_48,M_Tot_49over,M_Tot_hours_NS,M_Tot_Tot,F_AgriForestFish_0,F_AgriForestFish_1_15,F_AgriForestFish_16_24,F_AgriForestFish_25_34,F_AgriForestFish_35_39,F_AgriForestFish_40,F_AgriForestFish_41_48,F_AgriForestFish_49over,F_AgriForestFish_hours_NS,F_AgriForestFish_Tot,F_Min_0,F_Min_1_15,F_Min_16_24,F_Min_25_34,F_Min_35_39,F_Min_40,F_Min_41_48,F_Min_49over,F_Min_hours_NS,F_Min_Tot,F_Mnfg_0,F_Mnfg_1_15,F_Mnfg_16_24,F_Mnfg_25_34,F_Mnfg_35_39,F_Mnfg_40,F_Mnfg_41_48,F_Mnfg_49over,F_Mnfg_hours_NS,F_Mnfg_Tot,F_EGW_WS_0,F_EGW_WS_1_15,F_EGW_WS_16_24,F_EGW_WS_25_34,F_EGW_WS_35_39,F_EGW_WS_40,F_EGW_WS_41_48,F_EGW_WS_49over,F_EGW_WS_hours_NS,F_EGW_WS_Tot,F_Cnstn_0,F_Cnstn_1_15,F_Cnstn_16_24,F_Cnstn_25_34,F_Cnstn_35_39,F_Cnstn_40,F_Cnstn_41_48,F_Cnstn_49over,F_Cnstn_hours_NS,F_Cnstn_Tot,F_WTrade_0,F_WTrade_1_15,F_WTrade_16_24,F_WTrade_25_34,F_WTrade_35_39,F_WTrade_40,F_WTrade_41_48,F_WTrade_49over,F_WTrade_hours_NS,F_WTrade_Tot,F_RTrade_0,F_RTrade_1_15,F_RTrade_16_24,F_RTrade_25_34,F_RTrade_35_39,F_RTrade_40,F_RTrade_41_48,F_RTrade_49over,F_RTrade_hours_NS,F_RTrade_Tot,F_AccomFoodS_0,F_AccomFoodS_1_15,F_AccomFoodS_16_24,F_AccomFoodS_25_34,F_AccomFoodS_35_39,F_AccomFoodS_40,F_AccomFoodS_41_48,F_AccomFoodS_49over,F_AccomFoodS_hours_NS,F_AccomFoodS_Tot,F_TransPostWhse_0,F_TransPostWhse_1_15,F_TransPostWhse_16_24,F_TransPostWhse_25_34,F_TransPostWhse_35_39,F_TransPostWhse_40,F_TransPostWhse_41_48,F_TransPostWhse_49over,F_TransPostWhse_hours_NS,F_TransPostWhse_Tot,F_InfoMedTelecom_0,F_InfoMedTelecom_1_15,F_InfoMedTelecom_16_24,F_InfoMedTelecom_25_34,F_InfoMedTelecom_35_39,F_InfoMedTelecom_40,F_InfoMedTelecom_41_48,F_InfoMedTelecom_49over,F_InfoMedTelecom_hours_NS,F_InfoMedTelecom_Tot,F_FinInsurS_0,F_FinInsurS_1_15,F_FinInsurS_16_24,F_FinInsurS_25_34,F_FinInsurS_35_39,F_FinInsurS_40,F_FinInsurS_41_48,F_FinInsurS_49over,F_FinInsurS_hours_NS,F_FinInsurS_Tot,F_RentHirREserv_0,F_RentHirREserv_1_15,F_RentHirREserv_16_24,F_RentHirREserv_25_34,F_RentHirREserv_35_39,F_RentHirREserv_40,F_RentHirREserv_41_48,F_RentHirREserv_49over,F_RentHirREserv_hours_NS,F_RentHirREserv_Tot,F_ProScieTechServ_0,F_ProScieTechServ_1_15,F_ProScieTechServ_16_24,F_ProScieTechServ_25_34,F_ProScieTechServ_35_39,F_ProScieTechServ_40,F_ProScieTechServ_41_48,F_ProScieTechServ_49over,F_ProScieTechServ_hours_NS,F_ProScieTechServ_Tot,F_AdminSupServ_0,F_AdminSupServ_1_15,F_AdminSupServ_16_24,F_AdminSupServ_25_34,F_AdminSupServ_35_39,F_AdminSupServ_40,F_AdminSupServ_41_48,F_AdminSupServ_49over,F_AdminSupServ_hours_NS,F_AdminSupServ_Tot,F_PubAdmiSafety_0,F_PubAdmiSafety_1_15,F_PubAdmiSafety_16_24,F_PubAdmiSafety_25_34,F_PubAdmiSafety_35_39,F_PubAdmiSafety_40,F_PubAdmiSafety_41_48,F_PubAdmiSafety_49over,F_PubAdmiSafety_hours_NS,F_PubAdmiSafety_Tot,F_EducTrain_0,F_EducTrain_1_15,F_EducTrain_16_24,F_EducTrain_25_34,F_EducTrain_35_39,F_EducTrain_40,F_EducTrain_41_48,F_EducTrain_49over,F_EducTrain_hours_NS,F_EducTrain_Tot,F_HealthCareSocA_0,F_HealthCareSocA_1_15,F_HealthCareSocA_16_24,F_HealthCareSocA_25_34,F_HealthCareSocA_35_39,F_HealthCareSocA_40,F_HealthCareSocA_41_48,F_HealthCareSocA_49over,F_HealthCareSocA_hours_NS,F_HealthCareSocA_Tot,F_ArtRecServ_0,F_ArtRecServ_1_15,F_ArtRecServ_16_24,F_ArtRecServ_25_34,F_ArtRecServ_35_39,F_ArtRecServ_40,F_ArtRecServ_41_48,F_ArtRecServ_49over,F_ArtRecServ_hours_NS,F_ArtRecServ_Tot,F_OthServ_0,F_OthServ_1_15,F_OthServ_16_24,F_OthServ_25_34,F_OthServ_35_39,F_OthServ_40,F_OthServ_41_48,F_OthServ_49over,F_OthServ_hours_NS,F_OthServ_Tot
105011092,19,36,27,60,139,152,60,212,23,726,0,3,3,0,8,8,10,37,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,8,0,0,0,0,0,3,0,4,0,3,0,3,3,9,17,7,0,5,0,52,0,8,3,3,6,4,3,20,0,44,0,0,4,0,0,5,0,0,0,9,0,0,0,0,3,0,0,0,0,3,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,3,0,0,5,3,0,3,0,14,3,4,4,0,6,4,4,3,0,23,6,3,8,6,41,6,9,13,3,92,3,13,11,39,34,17,10,32,0,162,11,8,11,18,47,40,6,11,0,155,0,0,0,0,0,0,0,0,0,3,0,7,3,3,3,0,0,0,0,11
105011093,47,38,38,34,123,167,171,496,30,1139,3,6,3,3,3,13,3,33,0,68,10,7,0,4,5,22,24,41,0,111,0,0,3,0,3,3,3,0,0,10,0,0,0,3,3,0,0,3,0,8,0,3,3,5,3,0,0,0,0,14,0,0,0,0,6,3,0,0,0,5,3,19,18,20,20,11,3,12,0,100,5,23,17,20,5,10,8,8,3,99,0,3,3,7,6,0,0,0,0,19,0,0,3,0,3,0,0,0,0,9,3,3,3,3,5,0,0,0,0,11,0,0,0,0,4,3,0,3,0,12,0,4,0,6,3,0,0,3,0,22,3,6,3,4,4,7,3,6,0,33,4,3,6,8,21,4,5,4,0,59,9,4,6,18,11,9,10,26,0,94,10,5,28,22,25,21,5,9,5,126,0,0,0,3,0,3,0,0,0,5,0,4,3,3,3,7,4,3,0,23
105011094,23,42,35,64,102,132,81,280,39,800,10,17,10,10,4,22,3,54,3,137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,4,4,3,0,5,0,18,0,16,10,17,10,11,3,0,3,68,0,8,4,0,5,3,0,4,3,39,0,0,0,3,3,4,0,0,0,11,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,6,0,0,0,13,0,0,0,0,0,0,0,0,0,3,0,0,3,9,8,4,4,0,0,33,0,5,0,3,4,3,0,0,0,20,0,9,3,0,23,6,0,0,0,44,10,10,17,12,29,18,13,24,0,141,9,15,21,35,29,31,0,10,3,155,0,0,0,0,0,0,0,0,0,0,0,0,3,3,9,0,0,0,0,18
105011095,30,43,44,61,160,225,129,415,27,1141,3,13,11,17,10,32,3,57,4,158,0,0,0,0,0,0,4,18,0,28,0,0,0,4,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,9,0,0,0,0,0,0,3,0,0,9,0,34,22,23,9,8,4,5,0,122,0,27,11,13,5,10,6,8,3,75,0,0,3,3,0,3,0,3,0,16,0,0,0,0,0,0,0,0,0,8,0,3,0,3,4,0,0,0,0,15,0,0,0,0,3,3,0,0,0,6,0,5,4,9,5,4,7,9,0,37,0,11,7,3,3,4,0,4,0,32,3,6,3,3,29,5,3,6,0,60,6,14,19,26,31,21,10,24,0,157,7,9,26,39,32,31,8,14,0,161,0,0,0,0,0,0,0,0,0,4,3,4,5,3,0,3,0,0,0,23
105011096,35,92,62,79,152,177,91,423,44,1147,3,14,11,10,7,20,11,72,0,156,0,0,0,0,4,0,0,3,0,14,0,0,3,4,5,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,16,23,16,7,10,5,6,0,77,0,25,22,18,10,14,3,8,3,99,0,3,3,0,3,0,3,5,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,14,0,0,0,0,0,0,0,3,0,3,0,9,0,0,4,0,0,3,0,16,3,8,3,0,12,3,0,7,0,37,5,3,5,12,30,8,5,5,0,73,14,32,24,52,27,27,6,46,3,226,13,14,26,32,51,36,4,16,4,185,0,4,3,0,0,0,0,0,0,14,0,0,6,0,5,4,0,0,0,17
105021097,151,276,183,249,696,585,393,881,99,3507,0,3,6,3,4,6,0,5,0,28,3,6,3,3,9,6,12,21,0,59,0,7,7,6,4,0,0,3,0,32,0,0,0,0,18,4,0,3,0,27,0,6,0,8,8,4,3,5,0,36,0,3,3,4,7,6,3,0,0,27,21,124,85,84,98,37,15,19,8,491,18,125,77,73,53,17,13,34,4,415,0,6,3,5,8,3,0,7,0,35,0,0,3,0,12,0,4,4,0,27,8,4,9,11,19,8,3,5,0,63,0,8,8,0,16,3,4,0,0,33,0,15,6,9,27,14,4,4,0,76,5,20,23,30,32,13,0,6,3,139,10,17,19,28,103,25,15,10,0,228,20,36,36,89,92,49,42,58,3,420,70,72,93,174,197,274,42,71,11,1001,0,13,0,8,6,5,3,0,0,33,8,22,23,24,28,16,15,6,0,136
105021098,15,21,7,27,57,88,41,271,24,541,7,9,7,4,13,24,5,79,0,157,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,4,0,20,0,3,3,4,3,3,0,6,0,27,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,0,4,0,3,0,14,5,0,3,6,12,3,0,0,0,31,3,3,5,12,7,12,3,17,0,66,3,0,8,6,5,24,4,0,3,43,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,9
105031099,47,89,90,102,223,256,170,483,37,1495,11,30,13,23,8,30,16,64,3,195,0,0,0,0,0,0,0,0,0,3,0,10,0,7,10,0,0,0,0,30,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,6,0,0,0,3,0,0,0,0,0,11,0,25,22,36,12,12,10,10,0,128,0,37,32,20,6,6,7,17,0,130,3,3,4,5,0,3,0,0,0,17,0,0,0,3,3,0,0,0,0,9,0,0,4,3,3,0,0,0,0,9,0,0,0,0,0,0,0,3,0,7,3,11,4,7,9,9,3,0,0,46,0,10,10,5,11,4,0,5,0,54,0,7,6,10,38,7,10,5,0,86,3,32,43,49,38,24,20,39,5,256,19,32,56,73,51,45,12,24,5,306,0,0,0,4,0,0,0,0,0,8,0,4,3,3,3,4,0,0,0,24
105031100,71,146,116,151,530,527,290,538,47,2422,0,0,0,5,4,3,0,4,0,22,0,0,0,0,0,0,0,0,0,7,4,7,5,9,18,25,4,4,0,81,0,0,0,0,5,4,0,3,0,14,4,13,5,12,8,8,6,0,0,45,0,9,4,3,11,8,4,3,0,35,18,71,55,64,71,17,15,19,6,335,8,75,38,32,19,13,4,17,0,215,0,3,9,3,10,3,8,9,0,39,0,0,3,3,9,4,0,0,0,20,3,4,8,7,11,14,7,6,0,51,0,0,4,0,6,4,4,4,0,25,4,7,8,17,33,17,3,16,0,106,3,14,17,8,15,9,0,3,0,74,15,7,5,18,68,33,13,6,0,157,24,32,33,58,72,47,30,39,0,335,30,45,73,100,167,129,37,48,3,633,3,9,0,0,5,8,0,3,0,30,6,12,15,13,15,7,5,5,0,78
105031101,90,232,175,216,963,875,494,891,75,4009,0,3,8,7,10,3,0,3,0,31,0,0,0,0,0,3,0,0,0,6,4,24,14,14,26,20,9,4,3,117,0,0,0,0,9,4,3,4,0,28,0,12,9,9,19,12,4,7,0,73,0,4,7,9,14,24,10,0,0,67,18,132,75,88,115,45,31,26,3,523,8,134,52,62,51,30,24,34,8,401,0,10,3,4,10,8,3,9,0,53,0,9,3,5,6,10,3,0,0,44,0,3,12,7,19,28,12,13,0,91,0,3,3,7,12,12,5,9,0,50,8,18,26,22,49,28,19,17,0,191,5,26,16,24,27,6,6,7,0,129,25,9,21,32,125,62,28,25,0,326,26,62,63,91,100,94,61,83,9,585,52,77,135,166,252,204,63,75,5,1032,5,8,8,12,15,7,3,5,0,62,5,29,28,24,48,7,15,10,0,165
105031102,45,108,82,117,432,455,236,427,46,1947,0,0,3,3,6,4,3,4,0,24,4,0,0,0,0,0,0,0,0,11,4,4,5,4,10,14,0,3,3,48,0,0,0,3,6,3,0,0,0,19,3,5,4,8,9,12,3,0,0,48,0,4,3,3,14,6,3,3,0,38,9,53,36,41,47,27,18,6,7,242,8,69,17,39,34,12,12,17,3,208,0,9,0,4,14,8,4,6,0,46,0,0,0,0,8,4,0,0,0,9,0,0,5,7,9,14,4,4,0,46,0,0,3,3,14,9,0,0,0,28,0,6,5,13,32,10,4,9,0,77,0,13,6,10,14,5,3,3,0,59,7,4,13,15,63,25,16,10,0,156,9,32,39,43,34,27,22,37,3,245,36,35,48,64,118,83,19,26,3,429,0,12,5,8,7,4,0,0,0,35,3,11,12,6,16,10,3,4,3,65
105031103,44,78,62,73,230,321,156,474,37,1480,3,15,15,16,10,20,5,33,0,122,0,0,0,0,0,0,0,0,0,3,0,3,0,3,11,7,0,0,0,29,0,0,0,3,3,5,0,0,0,8,0,5,6,11,5,9,4,3,0,33,0,4,3,0,5,10,3,3,0,32,3,27,15,24,22,17,8,6,0,138,0,33,11,14,4,4,6,10,0,83,0,0,4,5,4,10,0,5,0,22,0,0,0,0,0,0,0,0,0,6,0,0,0,5,3,3,0,3,0,16,0,0,3,0,3,7,0,0,0,14,5,9,8,6,18,7,7,12,0,71,0,12,5,9,9,3,0,0,0,31,13,4,4,5,32,12,5,3,0,85,10,28,39,35,26,28,10,18,0,202,16,30,45,49,63,45,13,12,7,287,0,5,7,5,3,0,0,0,0,23,0,7,8,7,6,3,6,7,3,49
105031104,34,60,52,65,135,164,75,388,26,996,3,16,13,4,7,16,12,47,3,133,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,12,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,0,0,0,0,7,0,3,5,0,0,0,5,0,0,14,3,24,18,18,12,3,3,4,0,92,3,23,12,8,8,0,0,17,0,71,0,0,7,0,0,3,0,0,0,20,0,0,0,0,0,0,0,0,0,3,0,3,0,3,3,4,0,0,0,16,0,0,3,3,0,0,0,0,0,8,3,5,0,7,6,3,0,3,0,28,0,7,3,6,4,3,3,3,0,27,3,3,8,11,28,4,3,0,0,67,9,13,22,29,19,11,14,20,3,131,16,17,26,36,31,33,6,13,5,184,0,0,0,0,0,0,0,0,0,7,0,8,3,0,7,3,4,0,0,18
105031105,42,72,61,76,213,267,161,465,47,1415,3,24,14,22,24,31,4,43,5,158,0,0,0,0,0,0,0,5,0,8,0,8,4,5,3,0,0,0,0,25,0,3,3,0,3,0,0,0,0,9,0,3,0,0,3,3,3,0,0,18,0,3,0,4,0,0,3,3,0,9,3,21,18,29,23,18,8,5,3,124,0,31,6,8,4,0,0,15,0,72,0,3,6,3,8,0,0,8,0,29,0,0,3,0,5,0,0,0,0,9,0,0,0,4,10,9,3,0,0,30,0,0,0,0,0,5,0,0,0,14,0,7,12,9,10,9,3,3,0,51,0,9,9,3,5,3,0,7,0,35,3,3,3,10,19,6,6,3,0,50,3,14,24,49,48,29,11,34,0,213,12,16,36,39,59,61,13,22,0,264,0,3,0,3,0,0,0,0,0,7,3,6,9,8,14,8,3,3,3,56
105031106,53,112,87,129,280,288,137,390,43,1520,3,19,15,18,3,14,10,30,7,118,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,0,25,0,0,0,0,0,4,0,0,0,4,0,3,3,7,5,0,0,0,0,16,3,0,3,0,4,4,0,0,0,14,7,41,25,28,23,8,5,9,0,158,3,48,13,27,8,10,7,8,4,123,0,3,3,0,3,0,0,3,0,13,0,0,0,0,3,0,0,0,0,3,0,0,0,0,4,4,0,0,0,11,0,3,0,0,6,0,0,0,0,12,0,3,7,6,13,10,8,4,0,56,3,15,9,10,5,3,0,3,0,45,3,6,3,7,51,33,7,8,0,118,4,20,26,49,39,25,18,27,6,218,12,35,46,66,68,67,14,30,4,343,0,3,4,3,0,3,0,0,0,14,3,3,3,9,12,5,0,3,4,42
106011107,100,161,140,166,420,478,386,704,40,2584,0,12,13,12,4,9,3,3,0,60,9,0,0,16,26,9,15,23,0,104,5,22,22,14,15,21,9,12,0,120,0,0,3,3,3,0,0,0,0,10,0,7,12,10,11,14,3,7,0,58,0,0,3,6,4,5,0,3,0,30,6,63,59,44,36,17,8,10,3,258,10,96,52,30,37,19,17,22,3,293,0,6,6,0,10,7,7,9,0,50,3,0,0,3,0,0,0,0,0,9,3,6,8,7,20,10,0,0,0,60,0,0,3,3,8,10,3,3,0,39,3,14,16,10,17,17,9,7,0,85,3,29,23,12,18,10,3,11,0,113,7,8,12,8,24,14,8,8,0,84,11,27,36,40,33,29,17,36,0,226,31,40,77,84,67,59,11,26,5,397,0,11,0,3,0,3,0,0,0,20,6,18,16,25,16,15,6,4,0,95
106011108,135,292,261,306,833,824,521,760,100,4028,3,6,5,7,8,9,3,8,0,45,8,0,3,7,11,9,6,18,0,56,6,33,24,23,32,17,13,8,0,156,0,0,0,0,8,0,0,0,0,9,3,18,7,5,13,9,5,0,0,68,0,5,3,6,8,3,7,0,0,34,40,140,144,105,85,52,27,17,10,614,21,179,112,96,61,40,39,38,6,595,4,3,3,9,11,6,5,7,0,56,0,0,0,0,9,0,0,3,0,19,8,10,19,17,22,12,3,0,0,87,3,4,12,5,15,10,6,8,0,70,3,23,20,13,22,20,4,9,3,115,10,41,38,35,26,20,3,17,3,191,8,8,25,14,46,31,13,3,0,157,16,43,50,68,53,42,34,28,3,343,56,88,144,188,166,115,30,40,10,831,3,13,8,10,8,4,4,3,0,41,5,41,32,20,31,22,14,14,0,172
106011109,52,136,124,129,289,376,206,368,48,1724,0,5,13,7,0,4,4,8,0,41,0,0,0,5,7,5,0,6,0,16,4,16,10,7,13,7,7,10,0,78,0,0,0,0,0,0,0,0,0,4,5,12,8,9,18,9,0,6,0,64,0,0,3,0,3,10,0,4,0,21,11,53,42,29,26,18,5,13,0,186,9,69,36,33,15,8,14,16,3,201,0,11,5,4,9,3,3,3,0,38,3,0,0,3,3,5,0,0,0,14,4,0,7,3,14,7,3,4,0,41,0,4,0,0,4,0,0,3,0,23,0,12,16,13,15,13,0,13,0,92,0,9,10,14,11,3,0,8,7,64,7,5,11,4,26,12,7,12,0,79,6,31,21,34,29,22,16,22,3,185,14,24,73,60,52,38,7,12,5,290,0,5,4,7,0,0,0,0,0,18,0,14,11,11,11,6,3,0,0,64
106011110,72,161,143,163,331,444,214,496,52,2072,0,20,32,13,3,23,3,34,4,132,0,0,0,0,0,8,0,3,0,17,0,10,8,3,9,3,0,3,0,44,0,0,0,0,5,0,0,0,0,8,3,13,9,8,6,9,0,3,0,47,0,0,0,4,9,4,0,0,0,20,8,66,33,27,33,19,11,19,3,215,3,48,32,22,10,9,4,14,0,148,0,9,9,0,10,6,0,8,3,49,0,0,0,0,3,0,0,0,0,9,0,3,7,15,17,7,4,0,0,52,0,3,4,0,6,3,3,0,0,30,7,11,23,24,22,10,7,11,0,124,0,24,11,9,9,7,6,4,0,72,8,7,8,14,40,17,3,8,0,103,7,35,39,36,38,22,20,31,0,226,23,32,73,84,67,50,19,18,3,366,0,4,7,0,0,0,0,0,0,14,0,11,8,13,16,6,4,9,0,70
106011111,117,260,201,234,822,840,483,618,68,3643,0,5,7,13,7,4,0,3,0,38,4,0,0,3,11,9,10,14,0,56,3,15,25,35,32,34,10,12,0,158,0,0,3,0,3,4,0,0,0,11,0,13,13,9,16,17,6,5,3,84,0,5,5,3,7,5,0,0,0,25,33,106,119,106,82,36,18,17,5,521,12,149,62,63,53,23,16,11,3,384,0,8,6,13,10,13,6,8,0,63,0,8,3,0,3,0,0,4,0,21,4,5,11,12,30,20,0,3,0,88,0,3,9,0,11,3,4,6,0,37,5,18,14,14,31,18,10,5,0,117,6,30,39,19,31,21,3,16,4,159,15,7,21,11,55,19,14,9,0,160,10,46,55,59,53,26,12,26,0,290,40,79,147,153,136,110,30,33,4,728,0,12,3,8,8,0,0,0,0,38,7,36,25,27,32,17,3,3,4,166
106011112,126,228,174,207,654,672,810,1407,97,4375,0,4,5,7,3,0,4,7,0,31,12,13,20,32,32,59,65,70,3,309,0,20,9,21,14,17,7,5,3,90,0,0,3,3,17,3,3,3,0,33,0,11,17,15,10,14,0,3,0,73,3,4,4,0,10,5,8,3,0,42,15,104,77,73,57,28,17,14,3,393,17,164,63,71,43,23,15,22,9,427,0,17,8,15,11,4,3,8,0,58,0,0,0,0,6,3,0,0,0,18,3,0,14,7,18,11,3,6,0,61,4,14,6,6,17,11,11,5,0,67,4,18,21,21,19,12,3,11,0,115,9,41,30,27,24,17,10,26,3,180,9,17,8,16,58,19,10,6,0,143,13,55,65,59,44,50,22,60,3,359,23,59,126,138,83,61,29,22,4,538,0,19,3,5,4,6,0,0,0,39,0,28,21,18,21,19,4,7,0,118
106011113,49,72,58,68,163,243,187,373,35,1240,0,13,13,19,10,4,4,23,0,86,9,7,8,12,12,9,18,26,0,106,0,13,10,3,3,4,3,4,0,34,0,0,0,0,3,0,0,0,0,8,0,8,5,6,0,4,0,4,0,30,0,0,0,3,7,4,0,0,0,16,7,21,25,20,10,8,3,3,0,96,0,30,17,6,9,0,3,7,5,78,0,5,3,0,4,3,0,5,0,25,0,0,0,0,0,0,0,0,0,3,0,0,3,3,6,3,0,0,0,22,0,3,3,4,3,5,3,5,0,26,8,12,8,3,8,4,0,0,0,42,5,19,13,10,4,12,4,3,0,67,6,3,3,4,14,0,0,3,0,37,4,15,18,24,6,7,3,9,0,83,9,11,26,27,17,21,4,5,3,120,0,3,0,0,0,0,0,0,0,7,0,9,12,11,3,0,0,0,0,33
106021114,38,97,85,96,310,307,235,326,35,1533,0,0,4,0,0,0,0,0,0,8,0,0,3,0,4,0,7,3,0,21,0,8,8,5,12,6,3,5,0,45,0,0,0,0,0,5,0,0,0,4,0,10,6,6,5,14,4,0,3,46,0,3,0,4,7,5,0,0,0,21,7,46,29,33,40,8,12,9,0,191,3,41,16,19,14,8,11,13,4,127,0,3,3,8,9,9,3,3,0,36,0,0,0,0,6,0,0,0,0,11,0,9,3,6,10,4,5,3,0,45,0,0,0,3,5,8,5,3,0,33,0,6,7,4,9,13,7,6,0,59,0,17,11,7,10,10,4,3,0,59,4,4,13,7,38,9,3,4,0,83,3,22,23,20,25,20,7,14,0,138,23,32,58,66,79,68,9,18,3,359,0,6,7,3,0,0,0,0,0,15,0,12,10,10,9,11,3,3,0,57
106021115,187,468,347,372,1246,1377,837,1242,87,6168,4,4,7,5,10,8,0,4,0,45,0,3,3,6,9,19,0,9,0,45,3,38,26,29,46,43,26,23,3,230,0,3,6,3,9,12,0,3,0,32,0,21,14,27,32,28,10,10,0,143,0,5,8,3,9,19,3,3,0,49,31,194,143,131,124,48,33,29,7,741,13,208,92,69,46,30,18,34,5,511,4,22,13,17,23,21,4,5,3,110,0,4,3,8,14,11,0,3,0,40,9,12,33,28,65,24,14,6,0,204,5,14,8,10,34,14,4,9,0,95,12,55,41,43,60,39,16,23,0,292,14,46,37,38,34,33,8,13,3,222,17,35,33,59,145,65,25,14,3,384,38,111,109,131,105,100,61,114,4,773,72,116,278,293,265,224,83,69,13,1419,0,29,10,8,8,3,0,3,0,67,9,40,44,40,44,24,3,20,4,213
106021116,38,162,96,93,300,389,258,536,26,1896,3,6,0,3,6,0,0,0,0,31,0,3,4,3,3,4,3,6,0,33,3,10,11,10,6,11,7,3,0,57,0,0,0,0,4,3,0,0,0,10,0,12,11,6,13,13,3,3,0,58,0,3,3,0,4,0,0,0,0,14,10,62,33,24,28,15,9,6,3,204,3,41,30,18,5,8,3,13,0,121,0,5,3,8,11,5,0,3,0,32,0,5,3,0,3,3,0,0,0,6,0,0,6,0,15,7,6,3,0,44,0,3,4,3,11,9,10,9,0,43,0,16,23,22,13,22,8,13,0,121,0,9,6,9,11,10,3,3,0,55,13,14,20,21,43,14,17,6,0,138,21,37,37,43,47,43,24,61,0,320,14,24,109,85,63,50,25,12,7,386,0,6,3,0,3,0,0,0,0,14,0,20,9,15,11,11,4,0,0,75
106021117,131,351,243,326,966,1062,782,1230,106,5196,0,7,5,3,15,13,3,6,0,56,9,3,10,13,21,10,12,31,3,105,11,15,21,19,39,19,16,8,0,147,0,0,6,3,5,4,0,3,0,27,3,22,12,10,32,24,10,12,0,123,3,8,11,9,8,8,4,4,0,51,40,159,163,133,125,42,38,22,8,728,19,192,89,78,46,30,17,28,6,519,3,11,20,22,14,17,3,6,0,97,0,3,7,4,11,3,0,0,0,29,11,6,14,24,49,25,9,0,0,141,3,7,9,6,20,19,3,3,0,67,14,18,23,21,37,24,19,14,0,175,4,46,37,35,39,32,7,15,0,213,21,18,16,23,106,40,20,9,0,258,19,52,68,78,67,55,39,55,3,442,64,115,188,238,214,150,51,54,6,1082,0,8,3,16,0,3,5,8,0,41,11,49,22,31,48,25,16,11,0,219
106021118,78,192,118,151,522,640,363,605,33,2691,0,3,5,4,5,0,0,3,0,28,0,3,4,0,8,6,0,4,0,27,4,9,21,19,20,19,10,14,0,118,0,3,0,0,6,8,3,0,0,16,0,8,11,11,17,19,5,4,0,81,0,0,3,3,11,6,6,3,0,29,17,91,66,68,49,28,13,8,4,348,6,71,42,24,14,20,11,8,0,181,0,13,3,14,14,8,3,4,0,53,0,0,3,0,3,0,0,4,0,10,3,9,23,13,31,14,3,5,0,95,0,3,10,9,9,0,3,4,0,39,9,20,18,26,25,18,4,14,0,130,3,18,25,22,30,13,4,7,0,116,15,8,18,25,58,25,8,10,0,171,18,40,46,45,32,45,19,30,3,273,34,41,114,99,94,88,20,27,3,522,0,13,3,5,3,3,0,0,0,22,0,26,20,20,17,11,3,10,3,105
106031119,43,102,72,91,224,274,148,241,30,1220,0,7,0,0,0,0,0,0,0,11,0,0,0,0,0,3,0,0,0,3,0,7,4,4,3,3,0,6,0,23,0,0,0,0,3,0,0,0,0,5,0,3,3,5,3,3,3,3,0,25,0,0,6,3,3,0,0,0,0,15,6,53,40,34,26,11,9,3,4,191,3,51,32,17,13,6,3,13,3,145,0,9,3,3,3,4,0,3,0,23,0,0,0,3,0,0,0,0,0,7,3,0,7,9,6,3,0,0,0,27,0,0,3,3,5,9,3,0,0,33,0,16,9,13,3,9,6,0,3,44,3,17,6,8,6,11,0,3,0,51,3,4,5,9,16,8,3,5,0,52,8,22,16,30,23,12,5,18,0,137,14,28,53,65,40,32,5,11,3,248,0,3,0,0,3,3,0,0,0,13,0,10,10,11,12,5,9,3,0,59
