SUA_CODE_2016,M_Tot_0,M_Tot_1_15,M_Tot_16_24,M_Tot_25_34,M_Tot_35_39,M_Tot_40,M_Tot_41_48,M_Tot_49over,M_Tot_hours_NS,M_Tot_Tot,F_AgriForestFish_0,F_AgriForestFish_1_15,F_AgriForestFish_16_24,F_AgriForestFish_25_34,F_AgriForestFish_35_39,F_AgriForestFish_40,F_AgriForestFish_41_48,F_AgriForestFish_49over,F_AgriForestFish_hours_NS,F_AgriForestFish_Tot,F_Min_0,F_Min_1_15,F_Min_16_24,F_Min_25_34,F_Min_35_39,F_Min_40,F_Min_41_48,F_Min_49over,F_Min_hours_NS,F_Min_Tot,F_Mnfg_0,F_Mnfg_1_15,F_Mnfg_16_24,F_Mnfg_25_34,F_Mnfg_35_39,F_Mnfg_40,F_Mnfg_41_48,F_Mnfg_49over,F_Mnfg_hours_NS,F_Mnfg_Tot,F_EGW_WS_0,F_EGW_WS_1_15,F_EGW_WS_16_24,F_EGW_WS_25_34,F_EGW_WS_35_39,F_EGW_WS_40,F_EGW_WS_41_48,F_EGW_WS_49over,F_EGW_WS_hours_NS,F_EGW_WS_Tot,F_Cnstn_0,F_Cnstn_1_15,F_Cnstn_16_24,F_Cnstn_25_34,F_Cnstn_35_39,F_Cnstn_40,F_Cnstn_41_48,F_Cnstn_49over,F_Cnstn_hours_NS,F_Cnstn_Tot,F_WTrade_0,F_WTrade_1_15,F_WTrade_16_24,F_WTrade_25_34,F_WTrade_35_39,F_WTrade_40,F_WTrade_41_48,F_WTrade_49over,F_WTrade_hours_NS,F_WTrade_Tot,F_RTrade_0,F_RTrade_1_15,F_RTrade_16_24,F_RTrade_25_34,F_RTrade_35_39,F_RTrade_40,F_RTrade_41_48,F_RTrade_49over,F_RTrade_hours_NS,F_RTrade_Tot,F_AccomFoodS_0,F_AccomFoodS_1_15,F_AccomFoodS_16_24,F_AccomFoodS_25_34,F_AccomFoodS_35_39,F_AccomFoodS_40,F_AccomFoodS_41_48,F_AccomFoodS_49over,F_AccomFoodS_hours_NS,F_AccomFoodS_Tot,F_TransPostWhse_0,F_TransPostWhse_1_15,F_TransPostWhse_16_24,F_TransPostWhse_25_34,F_TransPostWhse_35_39,F_TransPostWhse_40,F_TransPostWhse_41_48,F_TransPostWhse_49over,F_TransPostWhse_hours_NS,F_TransPostWhse_Tot,F_InfoMedTelecom_0,F_InfoMedTelecom_1_15,F_InfoMedTelecom_16_24,F_InfoMedTelecom_25_34,F_InfoMedTelecom_35_39,F_InfoMedTelecom_40,F_InfoMedTelecom_41_48,F_InfoMedTelecom_49over,F_InfoMedTelecom_hours_NS,F_InfoMedTelecom_Tot,F_FinInsurS_0,F_FinInsurS_1_15,F_FinInsurS_16_24,F_FinInsurS_25_34,F_FinInsurS_35_39,F_FinInsurS_40,F_FinInsurS_41_48,F_FinInsurS_49over,F_FinInsurS_hours_NS,F_FinInsurS_Tot,F_RentHirREserv_0,F_RentHirREserv_1_15,F_RentHirREserv_16_24,F_RentHirREserv_25_34,F_RentHirREserv_35_39,F_RentHirREserv_40,F_RentHirREserv_41_48,F_RentHirREserv_49over,F_RentHirREserv_hours_NS,F_RentHirREserv_Tot,F_ProScieTechServ_0,F_ProScieTechServ_1_15,F_ProScieTechServ_16_24,F_ProScieTechServ_25_34,F_ProScieTechServ_35_39,F_ProScieTechServ_40,F_ProScieTechServ_41_48,F_ProScieTechServ_49over,F_ProScieTechServ_hours_NS,F_ProScieTechServ_Tot,F_AdminSupServ_0,F_AdminSupServ_1_15,F_AdminSupServ_16_24,F_AdminSupServ_25_34,F_AdminSupServ_35_39,F_AdminSupServ_40,F_AdminSupServ_41_48,F_AdminSupServ_49over,F_AdminSupServ_hours_NS,F_AdminSupServ_Tot,F_PubAdmiSafety_0,F_PubAdmiSafety_1_15,F_PubAdmiSafety_16_24,F_PubAdmiSafety_25_34,F_PubAdmiSafety_35_39,F_PubAdmiSafety_40,F_PubAdmiSafety_41_48,F_PubAdmiSafety_49over,F_PubAdmiSafety_hours_NS,F_PubAdmiSafety_Tot,F_EducTrain_0,F_EducTrain_1_15,F_EducTrain_16_24,F_EducTrain_25_34,F_EducTrain_35_39,F_EducTrain_40,F_EducTrain_41_48,F_EducTrain_49over,F_EducTrain_hours_NS,F_EducTrain_Tot,F_HealthCareSocA_0,F_HealthCareSocA_1_15,F_HealthCareSocA_16_24,F_HealthCareSocA_25_34,F_HealthCareSocA_35_39,F_HealthCareSocA_40,F_HealthCareSocA_41_48,F_HealthCareSocA_49over,F_HealthCareSocA_hours_NS,F_HealthCareSocA_Tot,F_ArtRecServ_0,F_ArtRecServ_1_15,F_ArtRecServ_16_24,F_ArtRecServ_25_34,F_ArtRecServ_35_39,F_ArtRecServ_40,F_ArtRecServ_41_48,F_ArtRecServ_49over,F_ArtRecServ_hours_NS,F_ArtRecServ_Tot,F_OthServ_0,F_OthServ_1_15,F_OthServ_16_24,F_OthServ_25_34,F_OthServ_35_39,F_OthServ_40,F_OthServ_41_48,F_OthServ_49over,F_OthServ_hours_NS,F_OthServ_Tot
1021,91,129,124,151,510,430,524,690,55,2716,0,6,6,6,7,4,7,6,0,41,16,6,12,15,24,20,26,47,3,169,0,11,4,12,20,11,0,0,0,52,3,0,0,3,25,4,0,0,0,44,0,7,0,3,5,3,3,3,0,25,0,3,3,0,8,11,3,4,0,30,24,77,67,50,43,27,22,9,3,327,9,72,34,42,26,14,11,7,3,215,0,3,10,3,11,11,3,8,0,44,0,4,3,5,7,0,0,0,0,23,3,3,13,10,5,10,3,3,0,49,0,0,0,4,15,6,3,3,0,29,3,18,11,10,19,13,10,4,0,80,3,25,19,21,16,7,4,6,0,105,9,7,12,7,46,17,17,3,3,127,8,29,39,53,34,22,18,43,0,244,13,35,72,85,64,62,21,26,9,384,0,3,3,3,0,3,0,4,0,20,3,19,13,20,16,10,9,4,0,89
1022,197,482,364,437,939,1112,594,938,107,5158,0,8,3,3,3,3,0,3,0,29,0,0,0,0,0,4,0,3,0,16,6,14,15,10,14,22,0,6,3,86,0,4,0,0,9,0,0,0,0,15,3,25,16,16,11,25,9,3,0,113,0,3,8,4,13,12,5,6,0,50,30,225,161,132,107,36,34,31,9,767,34,225,118,118,83,54,34,45,5,724,3,14,16,19,23,14,11,11,4,115,0,5,3,6,10,4,7,3,0,30,5,7,20,19,31,18,9,10,0,124,4,14,14,27,39,27,15,20,0,148,3,59,37,41,24,32,11,22,3,233,11,81,25,30,26,26,6,11,3,212,22,12,33,34,76,47,20,18,0,273,30,84,93,92,81,69,31,77,4,563,36,131,235,246,194,119,39,46,10,1059,9,22,8,12,10,8,3,3,0,82,11,48,43,30,30,29,12,13,0,208
1023,3008,8609,6091,7348,20849,23774,13430,20280,1786,105171,21,75,77,79,79,60,28,50,7,464,50,33,53,49,128,156,91,152,7,719,87,426,430,429,646,452,272,236,24,3004,24,22,70,81,172,132,36,28,0,568,73,369,331,318,403,477,154,160,22,2306,41,127,165,164,289,211,89,76,9,1174,579,3314,2456,2258,1993,889,531,460,122,12604,321,3406,1673,1433,924,596,377,459,141,9332,78,243,203,252,315,278,131,149,16,1651,19,124,80,88,194,127,53,52,10,748,240,237,606,598,1235,626,300,203,33,4076,39,160,175,173,384,258,139,150,12,1493,220,735,776,804,1068,831,373,419,25,5252,137,778,661,605,649,486,165,204,45,3733,416,356,715,748,2019,936,438,277,31,5924,573,1906,1916,2006,2111,1654,903,1467,91,12621,1422,2488,5009,5632,4678,4230,1292,1387,232,26359,35,417,172,195,116,97,43,74,9,1156,133,814,598,607,754,455,229,219,35,3848
1024,207,589,439,531,1445,1352,1034,1287,173,7059,3,7,12,12,9,14,3,13,0,68,0,0,0,0,0,0,0,0,0,6,5,19,26,22,36,29,13,17,0,169,0,0,3,0,11,3,4,0,0,17,4,20,10,19,20,13,6,7,3,110,4,11,7,3,3,8,0,5,0,44,56,287,171,175,171,60,43,40,15,1026,23,257,107,105,67,52,30,38,13,685,0,30,21,18,18,0,7,8,0,106,0,10,0,4,11,11,3,3,0,44,10,9,18,18,30,19,8,3,0,123,0,12,6,7,20,16,4,11,4,90,3,43,37,56,77,35,31,23,0,309,17,71,45,42,46,28,12,5,3,266,29,36,44,60,163,81,70,39,9,532,31,103,109,135,90,94,55,86,3,700,87,198,351,402,340,234,68,88,19,1790,3,23,9,9,16,0,7,4,3,73,12,59,51,31,31,25,18,14,3,235
1025,253,573,409,558,1599,1689,1165,2159,169,8571,3,30,15,9,10,12,3,3,0,87,10,10,4,6,9,11,30,38,0,116,5,31,18,34,45,27,15,19,0,203,0,0,3,3,8,6,0,0,0,26,3,23,17,29,21,23,12,10,0,149,4,6,11,9,16,11,5,8,0,70,43,291,164,185,185,90,61,54,20,1090,27,205,106,119,85,51,29,44,7,681,6,17,17,20,32,20,3,14,7,131,8,3,3,9,16,12,4,7,0,67,12,13,21,36,40,38,11,16,0,179,0,3,11,12,45,21,0,8,3,113,12,53,41,60,80,57,15,20,0,351,8,70,37,39,43,42,16,8,4,266,42,38,69,77,277,119,59,43,3,727,48,116,172,199,206,145,98,155,7,1151,109,181,363,400,501,514,141,178,16,2410,3,30,6,15,9,3,3,6,0,75,13,55,43,38,68,26,20,10,0,279
1026,82,152,102,132,453,390,419,529,54,2314,0,9,3,13,3,0,5,5,0,41,0,3,0,4,6,4,17,6,0,56,0,5,9,3,4,8,3,5,0,32,3,0,0,3,0,0,0,0,0,5,0,0,3,3,6,8,0,3,0,31,0,0,0,5,8,4,3,0,0,24,17,79,39,63,52,23,20,19,3,320,9,72,43,30,16,13,11,27,5,227,0,12,6,4,4,3,5,8,0,40,0,0,0,0,9,0,0,0,0,16,4,8,4,8,6,6,0,0,0,46,0,3,0,4,9,0,0,3,3,26,5,3,5,20,17,4,7,9,0,72,3,21,5,17,11,10,0,3,0,68,15,4,13,21,80,14,16,9,0,177,15,42,50,40,41,40,26,43,0,293,26,38,63,110,90,67,24,21,8,443,0,11,3,3,3,0,0,0,0,15,0,21,16,13,10,12,7,4,0,75
1027,264,812,512,893,1697,1804,913,1672,158,8727,0,7,7,3,8,0,3,0,0,35,0,0,0,0,0,0,0,0,0,0,3,42,27,14,35,14,15,12,0,152,10,4,18,22,70,76,17,13,0,219,3,30,27,29,21,24,14,23,3,175,0,19,11,16,13,16,5,5,0,84,46,313,195,216,212,87,46,35,20,1174,27,357,140,168,110,77,39,75,15,1012,0,12,14,26,23,20,4,6,0,108,3,6,4,10,19,9,3,13,0,69,13,6,21,43,45,36,22,11,0,198,6,22,25,18,55,24,13,21,0,183,16,75,53,64,89,56,22,33,3,401,16,92,58,58,57,36,24,16,4,353,24,21,56,68,159,73,40,31,3,480,39,146,151,180,221,159,106,148,9,1160,118,238,417,606,467,361,109,137,20,2472,8,32,12,15,10,4,0,6,0,94,3,94,48,53,58,31,18,23,5,338
1028,126,228,174,207,654,672,810,1407,97,4375,0,4,5,7,3,0,4,7,0,31,12,13,20,32,32,59,65,70,3,309,0,20,9,21,14,17,7,5,3,90,0,0,3,3,17,3,3,3,0,33,0,11,17,15,10,14,0,3,0,73,3,4,4,0,10,5,8,3,0,42,15,104,77,73,57,28,17,14,3,393,17,164,63,71,43,23,15,22,9,427,0,17,8,15,11,4,3,8,0,58,0,0,0,0,6,3,0,0,0,18,3,0,14,7,18,11,3,6,0,61,4,14,6,6,17,11,11,5,0,67,4,18,21,21,19,12,3,11,0,115,9,41,30,27,24,17,10,26,3,180,9,17,8,16,58,19,10,6,0,143,13,55,65,59,44,50,22,60,3,359,23,59,126,138,83,61,29,22,4,538,0,19,3,5,4,6,0,0,0,39,0,28,21,18,21,19,4,7,0,118
1029,83,296,223,317,634,619,388,518,76,3152,0,3,0,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,3,23,7,10,17,8,6,0,3,71,0,0,3,3,0,0,0,0,0,8,0,19,8,9,6,3,4,6,0,72,0,3,0,7,10,0,0,0,0,21,24,100,90,80,65,23,24,26,6,427,23,113,47,43,33,28,8,18,4,320,3,4,11,5,7,3,4,3,0,44,0,3,4,5,4,0,0,0,0,16,0,3,10,10,9,7,3,3,0,47,0,3,4,7,21,14,3,11,0,69,3,32,19,27,19,5,3,6,0,118,5,40,20,22,38,10,0,4,0,129,17,17,21,24,97,31,37,12,0,258,27,47,64,78,57,45,23,28,6,376,45,89,169,187,145,74,30,33,13,790,0,10,3,3,5,5,0,6,0,38,6,26,22,20,23,9,0,7,0,103
1030,22439,78345,77518,70622,212172,281181,126815,226748,24471,1120325,97,502,463,538,518,501,181,362,54,3223,39,54,77,83,182,235,71,114,10,859,1137,3551,3971,3826,11343,8488,3266,3496,299,39380,161,138,267,325,1127,1033,373,355,22,3811,639,3279,3430,2959,3901,5405,1635,2245,220,23721,874,1890,2725,2948,8016,7618,2836,3044,161,30121,3478,23565,18766,15691,18412,12349,5338,6228,1182,105005,1992,19240,14714,9159,8319,6218,3199,4591,945,68379,1132,1960,2845,3303,6748,5651,2163,2102,294,26204,922,1760,1985,2022,4940,6092,2732,3686,140,24286,3290,2490,5390,6509,15438,17839,6242,7680,460,65334,615,1972,2168,1992,3758,4787,1904,2235,157,19595,3215,9114,10734,10247,16672,22123,9157,12675,538,94486,1152,5874,6521,4959,7351,6853,2572,2941,426,38655,2993,2665,4772,5240,16940,10059,4719,3872,388,51654,4546,18700,16729,15912,20280,18369,8988,14314,990,118826,7472,19655,31709,30707,37135,32478,9403,11767,1816,182154,634,3888,2399,2198,2137,2446,1019,1443,182,16345,980,6319,5449,4730,6675,5160,2390,2334,424,34459
1031,240,622,444,634,1927,2074,1191,1781,198,9116,6,14,17,11,22,21,5,15,0,118,0,0,0,0,0,5,3,3,0,13,14,29,13,50,84,109,19,29,5,355,0,0,0,0,4,6,4,0,0,21,6,23,27,21,41,24,8,14,0,156,3,10,16,8,31,47,16,12,0,147,65,275,214,215,246,95,73,51,14,1245,20,250,124,155,92,46,31,76,13,809,6,16,22,15,51,29,15,23,0,176,5,5,9,4,23,14,9,11,0,84,14,7,18,33,73,32,12,15,0,211,9,19,23,14,47,20,6,10,0,153,11,36,44,57,92,59,30,27,7,364,13,67,44,50,50,38,8,17,4,307,25,16,46,50,191,61,39,27,4,449,41,125,133,191,204,143,91,176,13,1117,114,162,303,434,506,408,119,141,23,2209,3,33,13,17,9,4,8,13,0,100,4,67,47,54,60,40,19,22,7,321
1032,233,399,306,412,898,783,443,698,120,4298,0,7,9,4,10,4,3,10,0,51,0,0,0,0,0,0,0,0,0,0,13,20,22,16,22,12,8,9,3,127,0,0,0,4,5,8,0,0,0,16,0,11,6,5,10,8,0,3,0,50,0,11,4,9,7,8,4,5,0,41,38,165,141,143,136,31,39,31,12,727,12,144,51,61,61,27,20,37,3,409,3,11,8,16,9,7,0,11,0,61,5,5,3,9,8,0,0,0,0,28,7,12,9,12,16,13,0,10,0,80,3,13,3,5,28,9,6,3,0,71,3,30,27,28,45,21,3,7,0,167,5,36,24,24,13,19,0,3,3,133,15,10,14,11,36,20,3,7,0,113,16,65,55,98,81,52,27,36,0,433,56,123,230,368,281,190,59,62,15,1380,3,10,8,12,5,0,3,0,0,41,3,28,26,16,29,22,18,7,3,159
1033,102,304,230,299,462,533,246,470,65,2714,0,7,4,5,3,3,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,13,19,14,9,0,3,5,3,69,0,0,0,0,0,0,0,0,0,0,0,24,6,6,5,3,0,4,0,51,0,0,0,7,3,0,0,3,3,21,22,106,99,65,64,29,19,20,4,436,22,151,69,57,38,25,18,29,9,427,3,8,4,5,6,4,4,0,0,36,0,0,0,0,7,4,0,0,0,19,3,7,8,20,22,13,0,3,0,63,3,13,15,15,17,8,3,7,0,72,4,23,22,20,26,9,3,10,0,125,6,51,27,20,11,13,3,4,3,145,5,4,20,3,24,10,3,3,0,81,11,60,37,47,38,45,32,50,3,327,27,76,102,133,86,53,8,20,4,521,0,8,10,3,4,0,0,4,3,32,4,13,15,20,22,11,0,7,3,98
1034,343,944,611,755,2853,2908,1641,2787,252,13090,16,32,21,14,10,17,6,12,0,136,0,0,0,0,0,0,0,3,0,3,18,66,37,54,92,79,35,26,4,405,0,0,5,4,20,4,3,0,0,33,3,30,27,39,51,31,21,12,0,219,4,20,20,24,30,26,23,14,0,155,67,435,274,304,279,110,84,60,25,1639,31,435,217,188,143,64,44,84,10,1218,3,18,9,28,62,29,17,18,0,198,4,13,9,7,46,12,9,3,0,102,20,11,33,37,82,49,15,22,3,271,3,8,8,25,62,41,12,16,0,185,20,53,75,83,144,63,37,36,0,510,8,89,53,68,103,43,11,28,5,426,54,29,81,72,301,154,72,156,6,932,91,211,225,301,418,298,170,207,12,1933,196,275,497,666,776,592,195,220,18,3423,9,37,21,20,8,4,4,8,6,117,3,69,75,85,75,54,27,14,5,407
1035,1947,5220,3871,4397,13369,14586,7969,11937,1208,64507,5,38,30,35,21,13,8,13,3,170,4,7,12,17,29,24,25,31,0,157,37,198,163,180,264,221,96,108,9,1272,4,11,25,37,68,31,11,8,0,193,31,202,173,172,151,197,67,68,6,1084,17,93,106,104,146,139,49,54,4,708,286,2093,1448,1260,1217,549,291,286,73,7498,198,1972,943,836,495,353,163,262,64,5275,68,118,156,155,200,167,76,81,8,1030,23,54,71,55,122,92,47,35,0,493,161,152,372,401,775,496,169,142,15,2680,32,119,139,123,250,177,69,79,3,988,117,422,438,400,514,444,201,220,20,2770,72,496,375,376,524,288,101,101,20,2345,276,304,579,619,1256,558,295,188,28,4098,409,1478,1379,1469,1707,1243,637,1034,56,9412,769,1385,2937,2948,2594,2253,689,748,113,14433,52,287,144,108,87,67,33,49,10,841,94,496,398,378,429,270,114,114,14,2312
