SUA_CODE_2016,F_ID_NS_0,F_ID_NS_1_15,F_ID_NS_16_24,F_ID_NS_25_34,F_ID_NS_35_39,F_ID_NS_40,F_ID_NS_41_48,F_ID_NS_49over,F_ID_NS_hours_NS,F_ID_NS_Tot,F_Tot_0,F_Tot_1_15,F_Tot_16_24,F_Tot_25_34,F_Tot_35_39,F_Tot_40,F_Tot_41_48,F_Tot_49over,F_Tot_hours_NS,F_Tot_Tot,P_AgriForestFish_0,P_AgriForestFish_1_15,P_AgriForestFish_16_24,P_AgriForestFish_25_34,P_AgriForestFish_35_39,P_AgriForestFish_40,P_AgriForestFish_41_48,P_AgriForestFish_49over,P_AgriForestFish_hours_NS,P_AgriForestFish_Tot,P_Min_0,P_Min_1_15,P_Min_16_24,P_Min_25_34,P_Min_35_39,P_Min_40,P_Min_41_48,P_Min_49over,P_Min_hours_NS,P_Min_Tot,P_Mnfg_0,P_Mnfg_1_15,P_Mnfg_16_24,P_Mnfg_25_34,P_Mnfg_35_39,P_Mnfg_40,P_Mnfg_41_48,P_Mnfg_49over,P_Mnfg_hours_NS,P_Mnfg_Tot,P_EGW_WS_0,P_EGW_WS_1_15,P_EGW_WS_16_24,P_EGW_WS_25_34,P_EGW_WS_35_39,P_EGW_WS_40,P_EGW_WS_41_48,P_EGW_WS_49over,P_EGW_WS_hours_NS,P_EGW_WS_Tot,P_Cnstn_0,P_Cnstn_1_15,P_Cnstn_16_24,P_Cnstn_25_34,P_Cnstn_35_39,P_Cnstn_40,P_Cnstn_41_48,P_Cnstn_49over,P_Cnstn_hours_NS,P_Cnstn_Tot,P_WTrade_0,P_WTrade_1_15,P_WTrade_16_24,P_WTrade_25_34,P_WTrade_35_39,P_WTrade_40,P_WTrade_41_48,P_WTrade_49over,P_WTrade_hours_NS,P_WTrade_Tot,P_RTrade_0,P_RTrade_1_15,P_RTrade_16_24,P_RTrade_25_34,P_RTrade_35_39,P_RTrade_40,P_RTrade_41_48,P_RTrade_49over,P_RTrade_hours_NS,P_RTrade_Tot,P_AccomFoodS_0,P_AccomFoodS_1_15,P_AccomFoodS_16_24,P_AccomFoodS_25_34,P_AccomFoodS_35_39,P_AccomFoodS_40,P_AccomFoodS_41_48,P_AccomFoodS_49over,P_AccomFoodS_hours_NS,P_AccomFoodS_Tot,P_TransPostWhse_0,P_TransPostWhse_1_15,P_TransPostWhse_16_24,P_TransPostWhse_25_34,P_TransPostWhse_35_39,P_TransPostWhse_40,P_TransPostWhse_41_48,P_TransPostWhse_49over,P_TransPostWhse_hours_NS,P_TransPostWhse_Tot,P_InfoMedTelecom_0,P_InfoMedTelecom_1_15,P_InfoMedTelecom_16_24,P_InfoMedTelecom_25_34,P_InfoMedTelecom_35_39,P_InfoMedTelecom_40,P_InfoMedTelecom_41_48,P_InfoMedTelecom_49over,P_InfoMedTelecom_hours_NS,P_InfoMedTelecom_Tot,P_FinInsurS_0,P_FinInsurS_1_15,P_FinInsurS_16_24,P_FinInsurS_25_34,P_FinInsurS_35_39,P_FinInsurS_40,P_FinInsurS_41_48,P_FinInsurS_49over,P_FinInsurS_hours_NS,P_FinInsurS_Tot,P_RentHirREserv_0,P_RentHirREserv_1_15,P_RentHirREserv_16_24,P_RentHirREserv_25_34,P_RentHirREserv_35_39,P_RentHirREserv_40,P_RentHirREserv_41_48,P_RentHirREserv_49over,P_RentHirREserv_hours_NS,P_RentHirREserv_Tot,P_ProScieTechServ_0,P_ProScieTechServ_1_15,P_ProScieTechServ_16_24,P_ProScieTechServ_25_34,P_ProScieTechServ_35_39,P_ProScieTechServ_40,P_ProScieTechServ_41_48,P_ProScieTechServ_49over,P_ProScieTechServ_hours_NS,P_ProScieTechServ_Tot,P_AdminSupServ_0,P_AdminSupServ_1_15,P_AdminSupServ_16_24,P_AdminSupServ_25_34,P_AdminSupServ_35_39,P_AdminSupServ_40,P_AdminSupServ_41_48,P_AdminSupServ_49over,P_AdminSupServ_hours_NS,P_AdminSupServ_Tot,P_PubAdmiSafety_0,P_PubAdmiSafety_1_15,P_PubAdmiSafety_16_24,P_PubAdmiSafety_25_34,P_PubAdmiSafety_35_39,P_PubAdmiSafety_40,P_PubAdmiSafety_41_48,P_PubAdmiSafety_49over,P_PubAdmiSafety_hours_NS,P_PubAdmiSafety_Tot,P_EducTrain_0,P_EducTrain_1_15,P_EducTrain_16_24,P_EducTrain_25_34,P_EducTrain_35_39,P_EducTrain_40,P_EducTrain_41_48,P_EducTrain_49over,P_EducTrain_hours_NS,P_EducTrain_Tot,P_HealthCareSocA_0,P_HealthCareSocA_1_15,P_HealthCareSocA_16_24,P_HealthCareSocA_25_34,P_HealthCareSocA_35_39,P_HealthCareSocA_40,P_HealthCareSocA_41_48,P_HealthCareSocA_49over,P_HealthCareSocA_hours_NS,P_HealthCareSocA_Tot,P_ArtRecServ_0,P_ArtRecServ_1_15,P_ArtRecServ_16_24,P_ArtRecServ_25_34,P_ArtRecServ_35_39,P_ArtRecServ_40,P_ArtRecServ_41_48,P_ArtRecServ_49over,P_ArtRecServ_hours_NS,P_ArtRecServ_Tot
1021,0,15,4,3,8,0,3,0,14,59,109,338,324,347,401,255,150,189,35,2151,4,13,12,8,15,15,12,14,0,97,51,17,28,49,144,139,304,375,19,1128,6,18,7,24,63,26,23,28,0,188,11,0,6,9,122,45,27,25,3,257,6,9,18,13,28,49,31,63,3,224,3,3,4,5,27,28,32,41,0,144,31,97,82,67,76,68,32,30,4,480,13,101,54,52,38,22,17,32,3,334,7,9,16,10,24,27,13,44,3,152,0,9,3,5,5,10,3,0,0,36,3,3,13,10,7,14,3,5,0,58,0,0,3,6,16,7,9,10,0,50,3,16,19,10,28,24,16,18,0,133,7,33,22,34,25,22,28,27,0,202,13,18,18,16,89,34,29,20,4,236,8,32,44,54,52,32,21,58,0,300,18,39,76,85,71,74,29,33,9,434,4,6,3,4,0,9,0,11,0,36
1022,3,28,13,23,13,13,4,8,43,150,219,1005,865,862,790,559,252,344,82,4987,11,15,8,9,8,27,8,21,5,116,4,0,0,7,24,22,25,44,3,129,17,25,25,30,125,122,62,85,9,501,3,4,0,3,22,22,12,15,0,76,30,75,72,88,142,317,96,196,6,1027,3,8,14,6,29,25,20,36,0,139,54,336,216,181,165,72,67,104,11,1199,58,326,175,189,160,119,72,119,23,1239,19,41,43,53,71,72,52,82,4,443,0,10,3,6,17,13,10,9,0,73,8,14,23,26,50,36,16,14,0,198,4,24,15,29,48,48,24,44,3,242,13,80,61,71,71,113,47,75,5,533,18,114,48,52,55,70,15,35,9,413,47,21,48,53,240,192,131,99,4,837,43,109,105,106,114,106,52,111,6,751,49,143,264,268,247,155,62,78,8,1280,18,29,19,17,33,22,8,14,0,149
1023,93,435,275,292,344,261,75,122,590,2497,4603,16473,16432,16823,18493,13213,5710,6333,1452,99532,43,126,139,165,262,241,115,188,17,1294,314,118,188,219,1187,1378,1530,2279,78,7289,309,671,701,793,3282,3258,2063,2034,98,13207,106,61,112,166,873,811,324,435,11,2904,436,918,1046,1363,2886,5374,2000,3805,178,18006,101,220,251,301,940,974,590,810,39,4228,824,4795,3377,3092,3613,2153,1347,1647,207,21059,502,5604,2518,2197,1709,1220,805,1291,230,16081,360,626,552,708,1419,1483,1099,1969,102,8324,49,229,144,168,452,421,205,247,13,1930,291,303,662,690,1814,1228,589,635,45,6255,84,270,234,260,602,541,352,583,23,2959,350,1105,1082,1195,2061,2482,1228,1903,69,11483,242,1211,961,1016,1203,1097,420,563,78,6786,699,646,950,1037,4367,2697,1655,1133,83,13267,718,2620,2306,2448,3086,2624,1488,2369,134,17793,1655,2957,5671,6559,6263,5893,1903,2410,309,33615,74,778,307,344,291,292,125,256,26,2478
1024,7,29,10,16,20,9,3,12,54,162,296,1225,1050,1149,1169,742,376,417,129,6545,8,22,23,29,25,26,14,62,3,220,4,0,0,0,9,14,13,26,0,67,20,50,48,47,188,174,126,163,9,828,0,0,3,6,66,30,18,10,0,139,22,65,46,82,202,307,148,227,19,1123,7,17,18,17,36,27,22,34,3,187,68,400,219,244,316,153,115,123,26,1669,46,403,187,168,111,90,63,107,27,1200,15,61,64,61,82,54,40,117,14,514,3,20,3,11,20,26,11,15,0,92,11,8,24,20,35,33,24,19,0,184,0,22,11,12,29,28,15,32,3,154,5,66,45,75,110,103,52,84,4,551,23,97,75,85,107,50,30,28,13,505,69,50,78,87,485,362,436,220,16,1801,38,129,120,155,131,140,75,137,7,931,107,237,412,469,449,322,107,139,23,2264,4,36,20,15,28,10,10,24,3,152
1025,11,28,21,28,21,23,7,13,57,209,363,1208,1143,1325,1725,1249,559,671,133,8376,18,46,32,28,35,52,31,58,4,304,32,15,12,13,59,60,199,468,13,874,19,47,35,55,227,193,130,197,13,918,4,0,5,14,42,40,16,16,0,146,29,65,57,95,209,335,171,312,21,1293,19,20,20,16,68,65,40,78,6,328,78,389,221,254,337,205,170,197,25,1881,44,324,163,169,172,112,70,128,15,1196,23,47,45,66,95,92,58,192,15,633,8,10,7,12,37,38,17,34,0,158,8,14,24,39,61,68,26,58,0,307,3,11,18,20,50,40,16,47,3,203,19,64,69,86,137,134,67,116,0,697,13,100,58,64,73,90,36,43,3,497,59,66,85,105,485,249,170,125,8,1346,62,159,188,236,310,225,155,252,12,1596,135,232,405,482,696,741,209,291,23,3208,5,42,10,18,23,20,8,18,0,152
1026,4,6,5,4,7,6,8,0,22,59,107,332,280,366,384,228,153,169,48,2065,9,20,8,24,22,14,19,32,0,152,10,10,3,5,31,29,162,110,18,380,0,4,8,12,33,34,27,44,0,171,5,0,0,3,16,10,16,6,0,56,7,8,12,23,43,67,35,68,0,269,3,3,0,4,14,30,11,25,0,103,21,113,57,83,96,66,45,56,11,541,12,109,59,40,37,25,16,51,8,364,11,19,28,21,56,39,38,67,3,289,0,3,0,0,10,7,6,4,0,27,4,6,7,8,13,9,7,3,0,61,0,3,0,5,16,3,4,6,3,40,8,6,9,23,31,4,13,28,0,123,7,27,9,27,19,19,5,10,0,130,21,5,15,18,163,37,64,31,0,367,17,48,57,48,44,55,42,56,0,376,32,43,71,114,117,80,28,32,8,540,4,9,3,7,4,3,3,3,0,32
1027,10,40,23,22,16,14,5,12,48,189,339,1563,1301,1635,1696,1119,517,613,131,8905,3,13,20,7,20,11,18,10,0,111,11,0,0,0,8,4,4,23,0,47,16,64,37,42,145,114,54,97,4,575,21,6,21,51,187,205,69,75,3,635,49,86,102,157,249,457,203,407,22,1732,4,26,25,25,52,62,57,44,3,301,70,455,256,326,408,236,126,187,25,2086,48,542,208,293,222,163,94,189,26,1787,23,63,62,75,79,83,41,124,9,555,3,17,8,14,41,29,18,27,0,157,22,18,31,51,82,90,42,56,3,379,3,42,26,25,81,51,40,84,0,351,29,109,75,100,139,139,58,155,5,791,24,143,86,105,107,99,40,50,9,657,53,45,74,101,349,185,111,92,15,1023,50,184,180,231,345,274,167,242,12,1689,142,290,484,771,645,557,186,234,27,3325,11,76,19,30,34,28,17,23,0,239
1028,3,12,8,8,7,19,6,4,27,91,114,605,517,544,487,374,209,287,61,3191,0,3,10,15,10,4,3,42,0,95,78,24,59,72,207,273,479,658,25,1879,5,23,15,29,61,71,38,67,3,315,3,0,5,8,101,38,35,36,0,230,7,18,35,32,67,100,54,111,11,440,3,5,12,0,26,30,34,51,0,163,21,148,110,97,101,43,35,39,3,592,20,238,85,86,70,33,21,41,12,602,3,33,28,29,21,23,13,61,6,209,0,10,0,0,11,0,3,3,0,30,3,0,14,10,23,13,3,10,0,72,10,17,6,6,17,18,18,20,0,110,9,26,21,32,37,25,17,40,0,205,9,49,34,41,43,31,29,56,4,312,14,25,14,18,100,93,115,227,13,621,14,69,72,62,54,55,28,93,5,458,24,65,124,153,86,75,31,38,4,599,4,22,8,8,4,8,0,6,0,60
1029,6,19,13,9,14,6,4,3,28,99,166,550,511,535,567,276,166,184,61,3019,0,3,0,0,3,6,3,6,0,23,0,0,0,0,0,0,0,18,0,21,9,32,16,16,79,53,36,37,7,284,0,0,4,5,20,12,8,6,0,60,18,57,60,77,118,188,77,141,19,751,3,10,0,10,28,13,4,13,0,78,28,150,120,111,134,69,49,64,9,724,25,168,78,73,65,51,21,47,14,542,6,29,22,29,40,33,27,40,0,225,3,5,7,5,9,4,6,3,0,39,4,7,10,7,17,11,7,6,0,71,0,12,4,11,28,22,4,22,0,106,6,44,21,38,33,42,18,27,0,231,6,62,38,47,58,23,10,16,3,262,41,27,39,41,229,132,164,87,4,756,30,55,66,95,67,68,29,59,8,485,48,103,191,218,180,96,41,47,16,941,0,18,5,10,15,10,8,8,0,84
1030,1330,5337,4980,4048,7019,6722,1868,2687,8627,42616,36692,131953,140113,127410,196925,180437,70069,88171,17338,989108,191,947,899,987,1308,1501,660,1568,145,8219,153,135,161,155,554,834,417,1149,30,3587,2410,6008,7209,6918,33242,29211,14463,19776,1037,120273,393,365,562,654,4129,4751,1906,2973,147,15880,3348,8829,11541,12069,22434,48848,19716,38058,2492,167329,1535,3351,4506,4591,18916,21538,9282,13157,502,77386,5311,36039,29346,23490,35542,28461,13302,20417,2300,194207,3508,32822,28397,16125,18507,15339,8289,14942,1988,139923,3272,5834,7820,9898,22408,24314,11939,20938,1535,107962,1521,3284,3251,3439,12902,17235,7288,11224,395,60530,4651,4016,7128,9174,29626,41336,16112,26555,991,139585,910,3160,3291,3101,6773,10518,4679,8576,332,41338,5015,14531,16001,15584,34245,60884,23974,43421,1381,215031,1904,9631,11430,8702,14385,14927,5688,8109,920,75697,5138,4540,6819,7710,36093,25147,14667,13188,998,114302,5649,27423,20764,19579,30291,28171,13653,22834,1506,169868,8796,23686,36614,36329,49886,46059,14468,21263,2368,239471,1122,7047,4200,4107,5058,6292,2690,4501,411,35442
1031,5,42,19,23,29,21,11,11,76,243,368,1197,1135,1410,1866,1225,541,668,172,8586,15,42,40,45,83,104,46,85,9,469,7,0,0,3,12,14,31,69,3,134,26,60,39,112,346,492,190,199,15,1475,6,4,0,17,53,50,20,13,0,159,44,60,63,86,260,348,193,299,10,1350,20,27,18,21,104,160,98,106,9,550,88,394,288,297,440,229,184,184,25,2120,38,385,189,221,156,115,57,174,19,1350,21,55,56,77,157,141,111,235,20,877,8,7,10,13,53,38,31,31,3,193,18,14,21,40,97,87,40,48,0,363,9,24,26,22,63,45,28,47,0,276,16,62,56,65,143,127,71,100,6,644,18,87,83,88,112,111,34,49,11,596,48,41,55,69,430,183,143,121,10,1108,48,161,156,227,304,232,130,290,14,1568,140,192,345,496,670,555,178,202,31,2807,5,56,17,22,30,14,21,26,3,197
1032,11,16,14,14,10,7,0,3,52,124,190,710,644,846,800,463,200,245,93,4196,12,19,17,28,29,29,16,53,0,201,0,0,0,0,0,0,3,19,3,34,101,36,49,42,127,113,88,77,15,656,4,0,0,5,46,30,14,24,0,130,24,32,44,54,108,169,65,108,13,619,12,16,6,12,35,28,21,31,0,168,52,233,198,200,260,107,97,100,20,1272,22,233,82,94,109,44,34,66,7,698,24,42,29,46,46,53,40,95,3,386,3,8,6,9,16,10,9,10,0,73,7,14,11,14,31,24,11,13,0,121,3,16,4,6,34,19,18,12,0,116,3,44,30,43,55,34,10,31,0,257,10,70,42,48,38,52,7,17,3,290,17,13,20,26,102,53,21,21,4,283,23,79,66,120,123,86,42,62,3,611,64,149,271,434,367,264,81,120,20,1767,3,21,14,15,16,3,3,8,0,92
1033,0,25,8,11,9,0,6,3,22,85,124,599,462,465,388,241,99,184,61,2625,6,17,10,14,10,14,9,22,0,107,0,0,0,0,0,0,0,12,0,19,9,22,30,21,45,33,17,31,3,205,0,3,0,6,16,11,3,3,0,45,14,44,45,80,82,191,52,103,11,623,0,3,3,11,15,8,5,24,7,71,35,159,131,113,125,68,56,62,8,761,36,224,112,102,82,66,32,90,10,749,4,21,20,20,15,26,17,31,3,155,3,4,3,0,13,12,0,3,0,36,6,8,9,21,23,17,3,6,0,92,4,15,14,14,18,20,3,23,0,120,10,36,35,35,32,31,14,41,0,240,13,80,39,37,40,22,6,18,3,264,15,7,22,14,100,47,27,25,0,254,21,88,50,64,56,62,50,68,3,458,37,84,112,146,110,77,24,45,4,645,4,25,13,8,17,6,3,12,3,89
1034,8,43,35,27,33,21,9,21,75,271,564,1884,1723,2045,2732,1698,807,966,179,12599,21,58,54,44,52,94,41,109,6,488,4,0,0,0,3,4,7,39,0,53,48,93,56,119,506,471,227,242,20,1793,9,3,12,17,102,67,44,38,3,296,43,89,77,127,379,623,283,441,15,2069,12,41,33,37,121,174,104,129,4,652,97,668,368,415,534,288,248,246,49,2914,44,635,305,251,246,138,91,205,23,1931,25,56,61,76,208,157,129,298,15,1023,3,16,12,13,76,48,44,46,0,261,20,16,43,45,116,102,56,70,3,475,10,25,17,25,85,64,36,62,0,322,26,82,113,115,247,167,102,168,9,1023,21,131,86,107,182,105,37,69,9,739,123,75,111,107,712,445,303,599,29,2501,115,281,273,355,633,485,271,368,20,2803,222,311,552,759,1008,770,264,356,21,4272,17,71,24,27,25,25,13,25,6,243
1035,59,252,205,182,198,175,47,86,380,1587,2725,10157,10078,9850,11033,7764,3181,3716,838,59339,25,72,54,71,60,66,28,91,3,465,125,33,32,54,779,436,446,609,16,2531,208,312,335,400,1722,1727,1380,1313,54,7451,36,26,56,78,392,331,161,231,9,1317,309,555,650,872,1799,3593,1380,2419,160,11736,53,153,180,172,534,578,323,494,19,2499,417,2986,1979,1740,2190,1321,729,1057,130,12552,308,3278,1485,1273,939,726,369,735,103,9222,244,370,436,533,1017,1021,702,1350,84,5762,43,105,106,106,289,336,176,194,7,1364,217,208,418,471,1209,1015,381,455,23,4406,54,167,201,168,358,369,168,312,9,1806,190,647,636,611,1151,1414,663,1108,42,6463,124,754,547,574,892,670,232,310,43,4159,467,450,742,867,2993,1508,1157,734,79,9004,520,2068,1675,1783,2636,1997,1008,1663,106,13457,933,1621,3282,3367,3429,3189,1028,1239,145,18237,79,516,239,201,239,218,90,147,28,1758
