SUA_CODE_2016,M_Hbn_in_RM_0_14,M_Hbn_in_RM_15_24,M_Hbn_in_RM_25_34,M_Hbn_in_RM_35_44,M_Hbn_in_RM_45_54,M_Hbn_in_RM_55_64,M_Hbn_in_RM_65_74,M_Hbn_in_RM_75_84,M_Hbn_in_RM_85ov,M_Hbn_in_RM_Tot,M_Ptn_in_DFM_0_14,M_Ptn_in_DFM_15_24,M_Ptn_in_DFM_25_34,M_Ptn_in_DFM_35_44,M_Ptn_in_DFM_45_54,M_Ptn_in_DFM_55_64,M_Ptn_in_DFM_65_74,M_Ptn_in_DFM_75_84,M_Ptn_in_DFM_85ov,M_Ptn_in_DFM_Tot,M_LonePnt_0_14,M_LonePnt_15_24,M_LonePnt_25_34,M_LonePnt_35_44,M_LonePnt_45_54,M_LonePnt_55_64,M_LonePnt_65_74,M_LonePnt_75_84,M_LonePnt_85ov,M_LonePnt_Tot,M_CU15_0_14,M_CU15_15_24,M_CU15_25_34,M_CU15_35_44,M_CU15_45_54,M_CU15_55_64,M_CU15_65_74,M_CU15_75_84,M_CU15_85ov,M_CU15_Tot,M_DpStu_0_14,M_DpStu_15_24,M_DpStu_25_34,M_DpStu_35_44,M_DpStu_45_54,M_DpStu_55_64,M_DpStu_65_74,M_DpStu_75_84,M_DpStu_85ov,M_DpStu_Tot,M_NDpChl_0_14,M_NDpChl_15_24,M_NDpChl_25_34,M_NDpChl_35_44,M_NDpChl_45_54,M_NDpChl_55_64,M_NDpChl_65_74,M_NDpChl_75_84,M_NDpChl_85ov,M_NDpChl_Tot,M_OthRI_0_14,M_OthRI_15_24,M_OthRI_25_34,M_OthRI_35_44,M_OthRI_45_54,M_OthRI_55_64,M_OthRI_65_74,M_OthRI_75_84,M_OthRI_85ov,M_OthRI_Tot,M_URI_in_FH_0_14,M_URI_in_FH_15_24,M_URI_in_FH_25_34,M_URI_in_FH_35_44,M_URI_in_FH_45_54,M_URI_in_FH_55_64,M_URI_in_FH_65_74,M_URI_in_FH_75_84,M_URI_in_FH_85ov,M_URI_in_FH_Tot,M_GrpH_Mem_0_14,M_GrpH_Mem_15_24,M_GrpH_Mem_25_34,M_GrpH_Mem_35_44,M_GrpH_Mem_45_54,M_GrpH_Mem_55_64,M_GrpH_Mem_65_74,M_GrpH_Mem_75_84,M_GrpH_Mem_85ov,M_GrpH_Mem_Tot,M_LonePsn_0_14,M_LonePsn_15_24,M_LonePsn_25_34,M_LonePsn_35_44,M_LonePsn_45_54,M_LonePsn_55_64,M_LonePsn_65_74,M_LonePsn_75_84,M_LonePsn_85ov,M_LonePsn_Tot,M_Vis_within_Aus_0_14,M_Vis_within_Aus_15_24,M_Vis_within_Aus_25_34,M_Vis_within_Aus_35_44,M_Vis_within_Aus_45_54,M_Vis_within_Aus_55_64,M_Vis_within_Aus_65_74,M_Vis_within_Aus_75_84,M_Vis_within_Aus_85ov,M_Vis_within_Aus_Tot,M_Tot_0_14,M_Tot_15_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85ov,M_Tot_Tot,F_Wife_in_RM_0_14,F_Wife_in_RM_15_24,F_Wife_in_RM_25_34,F_Wife_in_RM_35_44,F_Wife_in_RM_45_54,F_Wife_in_RM_55_64,F_Wife_in_RM_65_74,F_Wife_in_RM_75_84,F_Wife_in_RM_85ov,F_Wife_in_RM_Tot,F_Ptn_in_DFM_0_14,F_Ptn_in_DFM_15_24,F_Ptn_in_DFM_25_34,F_Ptn_in_DFM_35_44,F_Ptn_in_DFM_45_54,F_Ptn_in_DFM_55_64,F_Ptn_in_DFM_65_74,F_Ptn_in_DFM_75_84,F_Ptn_in_DFM_85ov,F_Ptn_in_DFM_Tot,F_LonePnt_0_14,F_LonePnt_15_24,F_LonePnt_25_34,F_LonePnt_35_44,F_LonePnt_45_54,F_LonePnt_55_64,F_LonePnt_65_74,F_LonePnt_75_84,F_LonePnt_85ov,F_LonePnt_Tot,F_CU15_0_14,F_CU15_15_24,F_CU15_25_34,F_CU15_35_44,F_CU15_45_54,F_CU15_55_64,F_CU15_65_74,F_CU15_75_84,F_CU15_85ov,F_CU15_Tot,F_DpStu_0_14,F_DpStu_15_24,F_DpStu_25_34,F_DpStu_35_44,F_DpStu_45_54,F_DpStu_55_64,F_DpStu_65_74,F_DpStu_75_84,F_DpStu_85ov,F_DpStu_Tot,F_NDpChl_0_14,F_NDpChl_15_24,F_NDpChl_25_34,F_NDpChl_35_44,F_NDpChl_45_54,F_NDpChl_55_64,F_NDpChl_65_74,F_NDpChl_75_84,F_NDpChl_85ov,F_NDpChl_Tot,F_OthRI_0_14,F_OthRI_15_24,F_OthRI_25_34,F_OthRI_35_44,F_OthRI_45_54,F_OthRI_55_64,F_OthRI_65_74,F_OthRI_75_84,F_OthRI_85ov,F_OthRI_Tot,F_URI_in_FH_0_14,F_URI_in_FH_15_24,F_URI_in_FH_25_34,F_URI_in_FH_35_44,F_URI_in_FH_45_54,F_URI_in_FH_55_64,F_URI_in_FH_65_74,F_URI_in_FH_75_84,F_URI_in_FH_85ov,F_URI_in_FH_Tot
1020,..,13,268,364,391,332,278,151,29,1824,..,74,197,92,68,44,22,10,0,501,..,0,14,16,24,13,3,7,3,76,1209,..,..,..,..,..,..,..,..,1209,..,148,..,..,..,..,..,..,..,148,..,192,60,31,30,11,0,0,0,333,..,23,13,4,12,8,12,3,3,76,..,20,22,6,6,0,0,0,0,61,..,50,42,19,17,21,10,6,0,168,..,26,94,72,98,85,78,58,25,540,27,29,27,18,16,10,9,4,0,150,1244,593,739,630,665,530,404,244,58,5096,..,16,332,410,400,319,263,103,16,1861,..,115,173,83,70,47,11,4,0,513,..,33,86,102,114,38,24,31,10,427,1135,..,..,..,..,..,..,..,..,1135,..,175,..,..,..,..,..,..,..,175,..,104,29,12,11,10,0,0,0,168,..,22,11,8,11,22,10,6,10,98,..,20,5,4,3,0,0,0,0,36
1021,..,8,275,337,407,359,241,104,16,1748,..,86,213,92,79,51,11,6,3,539,..,3,18,33,40,21,3,8,0,121,1334,..,..,..,..,..,..,..,..,1334,..,194,..,..,..,..,..,..,..,194,..,239,75,29,30,19,3,0,0,396,..,34,8,10,12,12,8,8,3,92,..,16,31,13,11,0,3,3,0,74,..,44,43,38,22,14,17,6,0,186,..,32,118,104,162,113,88,33,11,654,25,35,46,14,16,19,9,9,0,177,1360,685,826,680,770,610,385,172,35,5524,..,29,331,393,395,322,218,76,3,1764,..,151,191,79,81,34,13,3,0,555,..,58,143,124,104,40,21,20,13,534,1236,..,..,..,..,..,..,..,..,1236,..,198,..,..,..,..,..,..,..,198,..,124,31,6,7,4,0,0,0,166,..,23,6,3,16,13,17,4,7,87,..,12,12,3,9,5,0,0,0,35
1022,..,14,258,629,835,997,1313,769,158,4974,..,68,210,177,163,137,85,31,8,876,..,0,3,52,67,34,17,23,11,202,1994,..,..,..,..,..,..,..,..,1994,..,491,..,..,..,..,..,..,..,491,..,444,185,76,76,46,4,0,0,841,..,52,28,11,15,18,18,8,7,155,..,42,20,25,28,11,5,5,0,123,..,36,50,34,45,45,47,25,0,290,..,23,70,113,192,283,293,175,82,1227,36,50,57,42,37,38,50,19,4,336,2030,1220,878,1156,1458,1611,1838,1054,261,11497,..,28,395,750,906,1120,1283,523,78,5083,..,120,202,207,175,134,74,10,8,924,..,25,99,245,247,108,52,57,40,879,1830,..,..,..,..,..,..,..,..,1830,..,491,..,..,..,..,..,..,..,491,..,339,110,38,29,32,3,0,0,550,..,42,12,5,17,40,41,37,32,216,..,28,22,3,13,6,3,3,0,80
1023,..,334,9021,14927,15367,16094,13584,6721,1644,77689,..,1883,6179,3583,2868,1813,798,220,35,17374,..,66,321,896,1348,843,333,256,166,4218,42201,..,..,..,..,..,..,..,..,42201,..,10110,..,..,..,..,..,..,..,10110,..,9108,4313,1909,1504,688,90,0,0,17615,..,1316,770,319,400,458,407,235,129,4035,..,847,798,342,309,189,97,23,4,2610,..,2740,2744,808,857,824,489,175,42,8676,..,729,2495,2760,3600,4059,3330,1895,1023,19891,839,1178,1192,783,620,469,332,176,66,5655,43040,28307,27826,26336,26871,25429,19449,9712,3100,210074,..,713,11771,16268,16451,16037,12123,5010,821,79197,..,2901,6344,3633,2809,1586,654,139,17,18089,..,920,3096,4772,4855,2290,1148,1031,677,18787,39573,..,..,..,..,..,..,..,..,39573,..,9906,..,..,..,..,..,..,..,9906,..,6276,2465,746,588,429,102,8,0,10619,..,1103,471,171,424,742,822,597,370,4699,..,826,474,159,139,98,44,19,11,1772
1024,..,49,620,865,1022,1149,1138,583,133,5548,..,180,393,238,194,150,73,19,5,1249,..,10,31,72,117,63,38,14,5,345,3191,..,..,..,..,..,..,..,..,3191,..,631,..,..,..,..,..,..,..,631,..,687,304,137,69,28,0,0,0,1237,..,111,46,22,18,50,28,19,11,305,..,61,61,31,30,20,15,3,0,226,..,63,90,47,67,63,47,17,4,398,..,61,165,187,286,371,292,214,67,1651,68,105,111,61,43,60,44,17,3,501,3256,1968,1821,1653,1842,1957,1665,892,237,15287,..,90,809,957,1072,1236,986,441,69,5662,..,295,403,223,192,127,57,15,3,1318,..,96,292,407,401,183,86,41,30,1543,3114,..,..,..,..,..,..,..,..,3114,..,641,..,..,..,..,..,..,..,641,..,450,152,58,33,28,0,0,0,722,..,67,24,16,29,69,70,39,34,351,..,62,29,11,14,6,10,3,0,141
1025,..,48,869,1267,1181,1186,945,539,127,6160,..,193,456,279,231,116,59,6,4,1352,..,5,28,85,82,65,32,14,10,314,3983,..,..,..,..,..,..,..,..,3983,..,665,..,..,..,..,..,..,..,665,..,652,260,104,76,54,3,0,0,1152,..,82,52,28,24,39,18,11,10,260,..,54,42,20,28,15,3,3,0,166,..,168,170,51,59,65,34,15,0,550,..,78,243,257,295,326,266,184,74,1723,79,95,104,72,56,42,33,16,5,503,4065,2028,2230,2166,2027,1901,1391,796,225,16823,..,95,1105,1309,1259,1175,868,407,62,6274,..,283,485,259,215,107,52,5,0,1404,..,125,309,416,369,139,67,66,55,1554,3658,..,..,..,..,..,..,..,..,3658,..,744,..,..,..,..,..,..,..,744,..,422,158,47,27,36,10,0,0,708,..,65,21,9,33,62,50,44,21,303,..,45,28,12,10,4,3,3,0,109
1026,..,10,195,296,350,381,263,163,50,1702,..,58,144,70,50,30,23,5,0,378,..,3,3,16,40,21,8,3,4,96,1077,..,..,..,..,..,..,..,..,1077,..,202,..,..,..,..,..,..,..,202,..,222,92,33,28,14,4,0,0,389,..,33,8,3,7,7,4,7,0,66,..,20,11,4,8,0,0,0,0,44,..,33,26,8,8,13,4,6,0,95,..,30,78,50,92,97,91,59,20,519,18,23,22,29,18,14,8,7,3,138,1097,617,583,509,591,570,408,248,81,4709,..,17,266,334,373,348,248,126,32,1732,..,84,130,74,49,42,9,3,0,390,..,54,96,103,92,48,22,19,18,453,1020,..,..,..,..,..,..,..,..,1020,..,227,..,..,..,..,..,..,..,227,..,131,27,17,11,14,0,0,0,209,..,25,3,0,5,12,11,13,9,75,..,15,8,3,0,0,0,0,3,27
1027,..,41,627,1245,1399,1476,1873,1154,362,8163,..,145,426,312,261,207,135,49,8,1542,..,3,18,71,119,71,24,14,20,349,3664,..,..,..,..,..,..,..,..,3664,..,826,..,..,..,..,..,..,..,826,..,583,254,137,127,66,9,0,0,1178,..,88,43,11,32,43,37,24,3,285,..,69,58,31,26,26,8,3,0,226,..,150,179,61,99,99,76,44,13,721,..,71,193,207,304,450,440,318,147,2134,64,68,68,74,54,52,55,30,12,485,3733,2046,1865,2155,2424,2489,2666,1639,560,19575,..,65,839,1373,1546,1586,1764,913,186,8269,..,226,439,311,275,203,126,36,0,1616,..,76,284,440,475,224,88,97,69,1760,3484,..,..,..,..,..,..,..,..,3484,..,823,..,..,..,..,..,..,..,823,..,402,134,57,49,52,15,0,0,707,..,75,13,20,47,82,74,58,55,421,..,55,26,8,11,17,10,0,0,137
1028,..,13,384,553,604,533,334,166,30,2620,..,86,233,139,103,42,20,3,0,628,..,0,8,37,43,27,8,0,7,120,1622,..,..,..,..,..,..,..,..,1622,..,342,..,..,..,..,..,..,..,342,..,352,123,52,43,11,0,0,0,582,..,43,19,8,19,13,4,11,6,129,..,20,9,14,17,0,0,0,0,66,..,59,64,13,21,14,8,0,0,175,..,54,134,123,157,138,88,53,14,750,30,42,53,31,33,20,12,3,0,220,1649,1017,1021,973,1034,793,474,237,59,7250,..,41,464,650,621,497,245,120,18,2661,..,148,225,129,90,39,13,3,0,649,..,31,121,169,155,57,20,25,6,580,1583,..,..,..,..,..,..,..,..,1583,..,353,..,..,..,..,..,..,..,353,..,252,64,19,20,3,0,0,0,355,..,31,6,6,13,19,26,11,10,126,..,18,11,4,3,3,0,0,0,43
1029,..,11,216,398,488,678,877,484,105,3260,..,68,154,134,126,84,77,15,0,655,..,7,3,34,61,41,25,7,10,178,1389,..,..,..,..,..,..,..,..,1389,..,264,..,..,..,..,..,..,..,264,..,311,143,75,37,29,6,0,0,602,..,41,6,10,14,23,16,11,8,135,..,21,15,9,9,13,3,0,0,80,..,14,35,13,24,53,43,20,7,201,..,13,53,86,142,220,244,146,54,955,44,48,32,38,35,43,48,18,9,321,1430,799,656,797,941,1183,1331,705,186,8033,..,21,286,470,534,783,821,360,58,3324,..,99,161,144,123,96,63,18,0,711,..,33,127,196,167,59,52,42,35,707,1332,..,..,..,..,..,..,..,..,1332,..,300,..,..,..,..,..,..,..,300,..,190,64,36,34,19,7,0,0,347,..,25,4,3,22,34,38,37,23,178,..,43,12,3,4,3,4,3,0,74
1030,..,3992,113756,191162,174111,146140,105303,51811,13583,799858,..,8877,48097,30599,21854,12860,5448,1345,218,129315,..,392,1448,4515,8739,7108,3395,2021,1333,28958,402150,..,..,..,..,..,..,..,..,402150,..,119486,..,..,..,..,..,..,..,119486,..,77396,63567,20092,11587,4569,640,22,3,177878,..,15879,14334,5185,4559,5163,3872,2472,1462,52928,..,10942,16383,5219,3785,2535,1055,299,87,40296,..,25461,42768,12511,8128,6526,3887,1309,368,100951,..,6251,21782,23442,25247,24924,20013,11647,6137,139437,4654,5860,8574,5364,4162,3021,2135,1179,446,35397,406805,274545,330713,298080,262163,212842,145747,72111,23633,2026655,..,11071,153199,200100,174594,138422,88766,35387,5868,807412,..,13414,50169,27565,19466,10415,3568,640,113,125347,..,3382,16098,32562,40824,24784,11102,8320,5367,142438,381085,..,..,..,..,..,..,..,..,381085,..,121771,..,..,..,..,..,..,..,121771,..,56147,43790,10895,6696,3572,814,36,3,121944,..,13378,10646,3686,5320,11384,10825,8869,5363,69465,..,10913,12243,3090,2051,1535,575,267,116,30796
1031,..,40,797,1086,1195,1244,1056,641,158,6227,..,233,486,273,217,142,61,15,3,1428,..,6,30,83,93,56,24,24,16,334,3875,..,..,..,..,..,..,..,..,3875,..,657,..,..,..,..,..,..,..,657,..,719,274,130,107,54,7,0,0,1287,..,114,84,35,46,39,32,10,5,369,..,88,101,34,28,16,3,0,0,283,..,207,246,59,77,58,43,11,4,706,..,76,284,258,308,383,276,164,69,1817,131,108,127,54,59,49,38,21,3,592,4004,2255,2431,2015,2132,2046,1541,888,267,17576,..,83,994,1173,1289,1238,984,484,74,6322,..,341,457,279,233,137,42,4,0,1504,..,165,450,438,431,190,85,86,58,1898,3704,..,..,..,..,..,..,..,..,3704,..,665,..,..,..,..,..,..,..,665,..,443,164,66,58,36,10,0,0,778,..,86,23,29,50,84,73,54,38,436,..,80,51,11,19,11,4,0,6,180
1032,..,32,335,513,679,870,950,541,155,4066,..,119,210,165,147,114,81,22,3,857,..,5,17,63,70,47,26,9,7,252,2231,..,..,..,..,..,..,..,..,2231,..,465,..,..,..,..,..,..,..,465,..,459,204,127,91,50,8,0,0,943,..,80,33,19,37,31,24,19,10,266,..,46,46,28,24,15,3,0,0,163,..,42,66,42,54,52,50,35,3,336,..,35,94,115,235,309,270,196,84,1332,47,71,65,33,44,36,41,18,6,367,2272,1355,1073,1101,1385,1512,1454,845,268,11277,..,53,433,575,778,942,844,423,59,4113,..,147,230,161,145,112,60,12,0,860,..,87,257,326,298,150,85,73,33,1303,2101,..,..,..,..,..,..,..,..,2101,..,476,..,..,..,..,..,..,..,476,..,314,107,48,39,23,3,0,0,540,..,64,21,3,18,48,63,36,39,300,..,44,13,4,9,5,0,5,0,83
1033,..,6,159,354,415,627,795,452,114,2921,..,24,117,90,103,94,55,15,8,502,..,0,5,24,47,24,11,12,7,131,1122,..,..,..,..,..,..,..,..,1122,..,218,..,..,..,..,..,..,..,218,..,234,101,53,47,20,6,0,0,463,..,25,13,0,8,18,18,11,6,94,..,22,19,8,7,7,6,0,0,75,..,23,36,20,22,36,30,7,3,166,..,12,44,60,103,173,165,123,76,767,27,30,28,33,23,34,28,7,3,214,1150,596,516,654,775,1029,1110,634,214,6683,..,14,227,394,476,700,736,344,54,2946,..,42,120,101,106,86,44,9,5,524,..,13,81,121,145,65,40,41,30,536,1060,..,..,..,..,..,..,..,..,1060,..,243,..,..,..,..,..,..,..,243,..,158,61,24,16,23,6,0,0,291,..,17,7,3,10,28,26,21,23,141,..,21,7,3,0,0,3,0,0,36
1034,..,55,1176,1744,1743,1742,1313,686,187,8636,..,353,701,305,264,180,58,18,0,1871,..,11,25,84,147,79,30,16,14,416,5315,..,..,..,..,..,..,..,..,5315,..,1082,..,..,..,..,..,..,..,1082,..,1014,369,164,95,50,6,0,0,1698,..,161,91,33,46,43,24,21,7,429,..,112,62,40,27,14,7,5,0,263,..,365,372,110,63,69,43,13,0,1038,..,132,360,366,382,438,296,180,96,2256,99,170,126,66,48,52,40,26,15,634,5410,3450,3286,2915,2816,2662,1822,965,319,23631,..,99,1486,1910,1809,1726,1145,560,82,8821,..,510,699,305,274,167,38,10,0,2007,..,158,424,535,498,216,106,97,57,2095,5000,..,..,..,..,..,..,..,..,5000,..,1078,..,..,..,..,..,..,..,1078,..,630,214,55,56,45,4,0,0,998,..,157,62,12,48,90,74,52,30,530,..,81,34,16,8,3,5,3,0,155
1035,..,212,5399,10101,10448,10123,8461,4732,1198,50685,..,903,2907,1930,1596,1054,415,136,23,8972,..,31,144,468,868,497,227,151,112,2507,25362,..,..,..,..,..,..,..,..,25362,..,6840,..,..,..,..,..,..,..,6840,..,6214,3298,1344,1002,428,54,0,0,12342,..,797,504,204,213,259,222,148,77,2421,..,552,482,192,192,126,36,19,3,1595,..,2096,1658,365,385,392,259,101,22,5281,..,360,1282,1485,2062,2313,1863,1218,598,11183,466,656,635,403,359,326,222,120,50,3230,25830,18654,16308,16500,17136,15524,11764,6622,2079,130419,..,473,7245,10850,10903,10234,7591,3517,542,51351,..,1354,3038,1940,1588,907,355,87,14,9290,..,412,1549,2703,2930,1495,659,684,425,10854,24157,..,..,..,..,..,..,..,..,24157,..,7173,..,..,..,..,..,..,..,7173,..,4049,2008,485,405,281,57,3,0,7282,..,677,262,102,247,504,516,471,291,3072,..,582,280,85,81,64,34,8,7,1137
