SED_CODE_2021,M_Emp_FullT_15_19,M_Emp_FullT_20_24,M_Emp_FullT_25_34,M_Emp_FullT_35_44,M_Emp_FullT_45_54,M_Emp_FullT_55_64,M_Emp_FullT_65_74,M_Emp_FullT_75_84,M_Emp_FullT_85ov,M_Emp_FullT_Tot,M_Emp_PartT_15_19,M_Emp_PartT_20_24,M_Emp_PartT_25_34,M_Emp_PartT_35_44,M_Emp_PartT_45_54,M_Emp_PartT_55_64,M_Emp_PartT_65_74,M_Emp_PartT_75_84,M_Emp_PartT_85ov,M_Emp_PartT_Tot,M_Emp_awy_f_wrk_15_19,M_Emp_awy_f_wrk_20_24,M_Emp_awy_f_wrk_25_34,M_Emp_awy_f_wrk_35_44,M_Emp_awy_f_wrk_45_54,M_Emp_awy_f_wrk_55_64,M_Emp_awy_f_wrk_65_74,M_Emp_awy_f_wrk_75_84,M_Emp_awy_f_wrk_85ov,M_Emp_awy_f_wrk_Tot,M_Hours_wkd_NS_15_19,M_Hours_wkd_NS_20_24,M_Hours_wkd_NS_25_34,M_Hours_wkd_NS_35_44,M_Hours_wkd_NS_45_54,M_Hours_wkd_NS_55_64,M_Hours_wkd_NS_65_74,M_Hours_wkd_NS_75_84,M_Hours_wkd_NS_85ov,M_Hours_wkd_NS_Tot,M_Tot_Emp_15_19,M_Tot_Emp_20_24,M_Tot_Emp_25_34,M_Tot_Emp_35_44,M_Tot_Emp_45_54,M_Tot_Emp_55_64,M_Tot_Emp_65_74,M_Tot_Emp_75_84,M_Tot_Emp_85ov,M_Tot_Emp_Tot,M_Unem_look_FTW_15_19,M_Unem_look_FTW_20_24,M_Unem_look_FTW_25_34,M_Unem_look_FTW_35_44,M_Unem_look_FTW_45_54,M_Unem_look_FTW_55_64,M_Unem_look_FTW_65_74,M_Unem_look_FTW_75_84,M_Unem_look_FTW_85ov,M_Unem_look_FTW_Tot,M_Unem_look_PTW_15_19,M_Unem_look_PTW_20_24,M_Unem_look_PTW_25_34,M_Unem_look_PTW_35_44,M_Unem_look_PTW_45_54,M_Unem_look_PTW_55_64,M_Unem_look_PTW_65_74,M_Unem_look_PTW_75_84,M_Unem_look_PTW_85ov,M_Unem_look_PTW_Tot,M_Tot_Unemp_15_19,M_Tot_Unemp_20_24,M_Tot_Unemp_25_34,M_Tot_Unemp_35_44,M_Tot_Unemp_45_54,M_Tot_Unemp_55_64,M_Tot_Unemp_65_74,M_Tot_Unemp_75_84,M_Tot_Unemp_85ov,M_Tot_Unemp_Tot,M_Tot_LF_15_19,M_Tot_LF_20_24,M_Tot_LF_25_34,M_Tot_LF_35_44,M_Tot_LF_45_54,M_Tot_LF_55_64,M_Tot_LF_65_74,M_Tot_LF_75_84,M_Tot_LF_85ov,M_Tot_LF_Tot,M_Not_in_LF_15_19,M_Not_in_LF_20_24,M_Not_in_LF_25_34,M_Not_in_LF_35_44,M_Not_in_LF_45_54,M_Not_in_LF_55_64,M_Not_in_LF_65_74,M_Not_in_LF_75_84,M_Not_in_LF_85ov,M_Not_in_LF_Tot,M_LFS_NS_15_19,M_LFS_NS_20_24,M_LFS_NS_25_34,M_LFS_NS_35_44,M_LFS_NS_45_54,M_LFS_NS_55_64,M_LFS_NS_65_74,M_LFS_NS_75_84,M_LFS_NS_85ov,M_LFS_NS_Tot,M_Tot_15_19,M_Tot_20_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85ov,M_Tot_Tot,F_Emp_FullT_15_19,F_Emp_FullT_20_24,F_Emp_FullT_25_34,F_Emp_FullT_35_44,F_Emp_FullT_45_54,F_Emp_FullT_55_64,F_Emp_FullT_65_74,F_Emp_FullT_75_84,F_Emp_FullT_85ov,F_Emp_FullT_Tot,F_Emp_PartT_15_19,F_Emp_PartT_20_24,F_Emp_PartT_25_34,F_Emp_PartT_35_44,F_Emp_PartT_45_54,F_Emp_PartT_55_64,F_Emp_PartT_65_74,F_Emp_PartT_75_84,F_Emp_PartT_85ov,F_Emp_PartT_Tot,F_Emp_awy_f_wrk_15_19,F_Emp_awy_f_wrk_20_24,F_Emp_awy_f_wrk_25_34,F_Emp_awy_f_wrk_35_44,F_Emp_awy_f_wrk_45_54,F_Emp_awy_f_wrk_55_64,F_Emp_awy_f_wrk_65_74,F_Emp_awy_f_wrk_75_84,F_Emp_awy_f_wrk_85ov,F_Emp_awy_f_wrk_Tot,F_Hours_wkd_NS_15_19,F_Hours_wkd_NS_20_24,F_Hours_wkd_NS_25_34,F_Hours_wkd_NS_35_44,F_Hours_wkd_NS_45_54,F_Hours_wkd_NS_55_64,F_Hours_wkd_NS_65_74,F_Hours_wkd_NS_75_84,F_Hours_wkd_NS_85ov,F_Hours_wkd_NS_Tot,F_Tot_Emp_15_19,F_Tot_Emp_20_24,F_Tot_Emp_25_34,F_Tot_Emp_35_44,F_Tot_Emp_45_54,F_Tot_Emp_55_64,F_Tot_Emp_65_74,F_Tot_Emp_75_84,F_Tot_Emp_85ov,F_Tot_Emp_Tot,F_Unem_look_FTW_15_19,F_Unem_look_FTW_20_24,F_Unem_look_FTW_25_34,F_Unem_look_FTW_35_44,F_Unem_look_FTW_45_54,F_Unem_look_FTW_55_64,F_Unem_look_FTW_65_74,F_Unem_look_FTW_75_84,F_Unem_look_FTW_85ov,F_Unem_look_FTW_Tot,F_Unem_look_PTW_15_19,F_Unem_look_PTW_20_24,F_Unem_look_PTW_25_34,F_Unem_look_PTW_35_44,F_Unem_look_PTW_45_54,F_Unem_look_PTW_55_64,F_Unem_look_PTW_65_74,F_Unem_look_PTW_75_84,F_Unem_look_PTW_85ov,F_Unem_look_PTW_Tot,F_Tot_Unemp_15_19,F_Tot_Unemp_20_24,F_Tot_Unemp_25_34,F_Tot_Unemp_35_44,F_Tot_Unemp_45_54,F_Tot_Unemp_55_64,F_Tot_Unemp_65_74,F_Tot_Unemp_75_84,F_Tot_Unemp_85ov,F_Tot_Unemp_Tot
SED10080,31,1057,7495,5920,3561,2144,622,78,3,20917,156,798,2439,1338,756,760,580,170,16,6999,82,331,827,451,266,210,76,14,0,2258,0,55,208,104,36,30,10,3,0,448,270,2235,10965,7814,4617,3144,1288,271,18,30620,11,87,348,251,213,160,34,3,0,1111,37,115,242,79,47,40,29,4,0,606,51,198,590,333,265,206,63,13,0,1713,318,2440,11557,8145,4878,3351,1353,280,18,32336,571,846,1761,960,761,1196,1826,1271,417,9611,61,386,1238,749,460,342,260,194,96,3782,949,3673,14552,9852,6096,4889,3432,1739,528,45731,10,987,6325,3686,2189,1253,322,20,0,14792,180,953,2533,1533,852,821,496,95,13,7481,110,386,915,507,223,177,81,15,5,2417,9,58,184,83,13,22,8,3,0,388,308,2386,9958,5811,3284,2271,907,135,15,25074,5,77,240,169,133,78,8,0,0,712,43,145,289,108,66,59,23,0,0,740,45,215,528,279,201,145,27,5,0,1451
SED10081,517,1138,3198,3055,2963,2427,767,95,11,14168,716,307,510,391,428,575,451,118,10,3503,54,42,103,83,106,137,68,13,3,601,26,46,96,56,57,49,25,17,3,380,1307,1528,3915,3587,3553,3186,1308,250,27,18656,58,105,142,88,113,94,10,0,0,614,77,46,35,38,24,37,11,7,0,284,138,147,178,125,135,130,25,7,0,894,1450,1672,4094,3707,3689,3316,1334,255,29,19547,997,268,397,416,578,1143,2735,2022,631,9194,210,171,404,339,349,322,317,227,121,2470,2651,2113,4900,4461,4622,4779,4385,2512,781,31215,246,770,2036,1908,2135,1510,295,23,0,8934,900,534,1385,1530,1348,1418,550,81,8,7748,44,73,307,182,109,165,49,8,0,946,41,22,62,44,42,25,21,16,3,273,1237,1403,3785,3668,3635,3128,918,131,9,17902,42,57,87,59,65,44,9,0,0,365,114,54,81,61,55,59,13,0,0,433,161,116,174,116,117,105,15,0,0,800
SED10082,293,643,1826,2754,3185,2161,449,42,4,11358,709,565,534,588,722,828,491,98,9,4544,237,204,220,249,215,295,120,10,0,1555,13,22,47,49,46,19,10,9,0,215,1252,1434,2635,3636,4166,3304,1072,154,13,17671,24,60,83,52,105,70,10,0,0,407,102,31,20,18,18,28,40,0,0,253,128,92,102,70,126,100,42,0,0,658,1376,1528,2737,3703,4291,3405,1116,158,13,18327,1030,315,364,374,493,1292,3282,2607,755,10511,72,60,165,172,183,180,171,196,227,1430,2483,1905,3258,4247,4964,4874,4573,2965,1000,30274,90,450,1191,1508,2029,1297,185,9,0,6756,859,691,988,1816,1882,1634,509,60,0,8448,333,259,411,381,331,352,98,10,4,2170,18,11,34,49,41,37,12,3,0,206,1294,1412,2623,3744,4286,3319,800,86,4,17580,17,21,40,41,36,34,9,0,0,193,99,32,27,50,56,60,14,0,0,330,110,51,64,88,95,93,20,0,0,519
SED10083,271,734,2272,2770,2525,1921,341,20,0,10850,654,552,699,660,676,705,344,55,5,4350,136,190,297,256,239,247,91,14,0,1480,22,34,72,64,58,44,15,0,0,298,1087,1505,3346,3750,3497,2911,783,91,10,16983,58,92,142,96,110,94,16,0,0,607,124,48,38,29,34,36,15,3,0,328,181,139,178,124,140,127,32,3,0,933,1269,1643,3527,3871,3637,3041,819,89,6,17913,916,346,482,462,684,1305,3046,2010,704,9957,116,113,210,211,204,188,204,164,135,1559,2302,2105,4217,4550,4521,4540,4076,2266,846,29430,100,498,1490,1485,1762,1118,208,13,0,6670,711,639,1229,1691,1531,1468,374,31,0,7665,232,243,538,381,339,307,98,20,3,2155,19,15,44,54,34,31,12,5,0,213,1062,1388,3302,3608,3666,2919,693,64,5,16706,30,50,60,44,67,38,3,0,0,301,117,44,55,66,54,64,16,5,0,412,144,88,117,114,126,103,20,5,0,709
SED10084,260,709,1951,2651,2646,2001,408,43,0,10672,702,515,644,668,763,945,531,81,20,4868,84,64,136,138,176,193,61,9,0,865,29,36,84,75,56,46,18,10,3,352,1069,1329,2811,3537,3638,3183,1018,134,25,16751,54,82,91,87,106,119,16,0,0,554,118,40,48,34,35,61,37,3,0,380,168,123,138,123,138,183,51,6,0,936,1246,1455,2954,3655,3776,3370,1068,143,21,17689,722,178,340,411,680,1576,4061,3012,1098,12095,126,119,287,323,326,299,276,260,170,2181,2095,1752,3586,4395,4780,5243,5409,3414,1295,31965,113,424,1161,1467,1854,1311,221,17,0,6558,1000,722,1370,1921,1811,1902,591,47,5,9366,119,80,337,230,181,220,84,9,3,1276,25,32,66,65,57,60,19,9,5,331,1260,1257,2932,3684,3906,3494,911,73,14,17532,38,37,55,61,54,58,10,0,0,309,105,40,71,81,77,92,16,0,0,487,139,81,125,144,133,148,23,0,0,793
SED10085,621,1225,3058,3085,3319,2651,706,128,14,14809,580,296,424,400,445,628,429,133,13,3359,62,50,99,140,160,208,66,8,5,798,38,43,107,87,93,71,32,16,6,504,1291,1616,3686,3715,4017,3563,1236,292,38,19462,77,86,122,88,101,110,4,0,0,598,94,29,30,21,23,44,26,0,0,261,171,116,154,111,123,153,31,0,0,858,1463,1731,3843,3827,4142,3713,1269,292,40,20319,972,232,457,460,631,1423,2902,1761,495,9338,219,197,365,326,344,372,314,209,64,2414,2660,2157,4667,4612,5122,5507,4474,2264,600,32075,238,696,1624,1571,1917,1249,258,31,0,7583,774,554,1284,1599,1647,1407,454,80,6,7825,114,89,292,186,143,176,55,12,3,1071,33,27,68,65,63,31,30,11,0,331,1165,1367,3273,3420,3774,2869,800,132,12,16814,45,43,52,60,53,56,3,0,0,314,75,38,74,63,71,63,14,0,0,390,118,75,131,120,122,118,19,0,0,708
SED10086,81,546,4524,3973,3239,2047,778,144,16,15351,266,491,962,649,675,721,694,292,40,4790,131,155,270,177,138,109,81,37,0,1101,9,35,122,79,71,36,24,3,0,384,490,1228,5884,4876,4122,2913,1578,482,53,21622,9,44,125,123,111,64,16,0,0,493,51,53,78,27,19,32,17,10,0,289,58,97,203,154,130,92,36,10,0,781,550,1323,6086,5030,4249,3006,1613,489,53,22405,1352,388,583,411,500,772,1543,1355,578,7477,118,110,480,338,230,165,127,139,135,1840,2018,1823,7150,5780,4984,3944,3278,1977,770,31724,12,695,4868,2725,2105,1181,323,34,3,11951,276,563,1511,1537,1423,1109,716,164,19,7319,183,248,470,400,220,187,85,22,7,1820,5,26,126,76,45,25,15,10,6,343,475,1537,6976,4737,3792,2501,1141,234,34,21429,3,38,143,101,82,42,10,0,0,423,51,66,86,59,59,56,19,0,0,394,55,104,229,159,141,94,32,6,0,818
SED10087,696,1451,3612,3310,3142,2565,629,74,12,15492,737,525,644,507,382,520,447,113,8,3880,49,55,112,80,66,121,60,13,8,567,37,72,97,62,48,49,24,15,3,411,1512,2107,4463,3959,3640,3258,1158,222,32,20358,51,91,161,111,80,86,14,0,0,591,105,62,52,27,28,35,31,0,5,333,149,158,210,137,101,116,38,0,5,919,1667,2265,4675,4100,3741,3372,1202,227,38,21274,916,355,428,362,531,1010,2449,1752,616,8434,198,225,318,285,285,253,227,183,82,2065,2779,2849,5421,4751,4569,4638,3874,2159,737,31767,311,935,2171,2062,2120,1479,248,26,0,9350,1085,995,1615,1628,1405,1436,494,43,4,8705,62,117,342,166,125,147,59,11,0,1024,26,47,63,46,41,25,19,17,0,292,1475,2095,4189,3897,3700,3085,821,93,8,19368,34,50,90,68,52,28,4,0,0,334,141,57,83,52,51,43,13,0,0,437,175,111,175,121,100,74,14,0,0,772
SED10088,226,869,2710,3874,4262,2471,468,40,6,14914,713,827,864,800,805,803,407,91,4,5319,223,232,249,235,219,272,117,22,0,1574,12,30,75,82,45,15,9,3,4,271,1180,1952,3898,4995,5324,3563,998,149,12,22079,26,41,105,86,116,95,18,7,0,489,119,61,39,15,33,39,19,0,0,324,149,99,146,102,147,133,37,3,0,816,1328,2054,4048,5094,5469,3701,1035,159,12,22894,1425,397,381,380,522,993,2065,1825,727,8714,65,77,178,197,170,141,115,99,92,1132,2819,2527,4604,5674,6160,4835,3211,2084,827,32739,73,627,2219,2429,2904,1527,259,14,4,10055,719,862,1152,1966,2034,1478,462,80,0,8760,319,302,475,444,358,289,101,15,0,2315,5,23,61,64,33,32,11,0,0,229,1123,1817,3909,4910,5326,3324,835,113,10,21363,19,25,43,72,67,37,7,0,0,271,111,49,52,47,51,59,12,0,0,380,127,79,93,118,117,100,11,0,0,649
SED10089,293,1088,3803,3559,3124,2018,301,21,0,14201,881,1309,1166,756,573,601,323,61,0,5677,127,171,214,167,134,147,43,7,0,1010,17,59,102,60,43,25,6,3,0,311,1318,2627,5280,4534,3879,2789,671,88,10,21200,66,146,205,118,112,98,15,0,0,772,224,160,105,42,38,30,13,0,0,627,293,307,315,160,153,127,31,0,0,1392,1614,2934,5597,4697,4031,2922,701,88,10,22594,1117,697,687,543,706,1327,2748,1954,700,10490,164,258,330,247,181,177,168,161,135,1821,2899,3894,6614,5487,4922,4424,3626,2204,839,34905,133,898,2419,2026,2076,1130,160,0,0,8843,1215,1498,1906,2046,1694,1374,349,32,0,10114,183,211,474,262,143,166,43,3,0,1494,32,48,62,34,33,26,6,6,0,249,1566,2651,4859,4370,3949,2701,560,43,3,20702,41,71,78,68,72,34,3,0,0,361,179,123,111,80,66,52,14,0,0,620,221,192,185,143,140,84,16,0,0,983
SED10090,55,631,3396,5003,4079,2252,577,68,8,16068,405,651,763,694,665,743,578,128,12,4637,155,206,236,215,188,171,89,19,0,1286,3,20,72,72,40,26,8,8,0,243,621,1506,4466,5986,4976,3182,1260,216,19,22232,7,56,122,139,157,126,16,0,0,623,88,67,49,36,29,41,28,3,0,348,95,127,174,181,184,168,36,9,0,969,712,1635,4643,6167,5157,3350,1298,225,19,23208,1608,494,491,412,553,1022,2096,1606,688,8975,53,83,234,234,185,117,120,74,59,1158,2378,2217,5364,6811,5888,4489,3518,1909,771,33340,28,604,3240,3456,3008,1535,312,15,0,12206,438,696,1167,1773,1605,1208,546,90,0,7542,216,284,445,506,234,194,97,17,0,1991,11,21,58,59,30,23,10,3,0,213,690,1603,4914,5805,4883,2961,968,127,11,21954,3,40,92,129,111,59,5,0,0,442,76,54,61,98,89,75,27,0,0,481,82,98,149,229,200,132,37,5,0,921
SED10091,574,1083,2782,3099,3373,2377,604,65,10,13960,626,488,684,637,717,756,534,138,5,4588,166,184,285,267,297,278,104,17,0,1603,25,43,84,75,84,63,18,6,0,398,1393,1796,3830,4083,4469,3473,1262,227,18,20550,51,57,81,84,95,64,21,0,0,443,69,29,27,11,17,24,11,5,0,191,119,83,107,98,109,82,27,5,0,637,1512,1882,3939,4175,4579,3557,1291,236,15,21185,1096,265,407,365,545,1077,2893,2245,697,9599,122,102,195,250,238,181,201,199,124,1611,2732,2253,4541,4788,5370,4817,4378,2678,837,32394,194,689,1606,1799,2199,1380,276,21,0,8167,836,690,1375,1682,1819,1472,579,80,5,8547,205,181,497,335,274,297,81,11,0,1879,20,31,67,55,62,32,23,8,0,295,1262,1594,3546,3871,4347,3177,955,118,10,18882,29,28,47,39,48,29,6,0,0,227,100,30,51,73,46,36,9,4,0,341,128,59,98,114,88,62,15,4,0,564
SED10092,243,1081,3522,2768,2576,1974,295,20,0,12481,466,942,1281,736,608,676,305,44,7,5063,163,363,413,251,253,227,72,11,0,1756,15,44,127,67,43,43,8,3,3,341,882,2429,5347,3816,3487,2915,682,79,13,19642,55,153,222,137,137,113,12,3,0,827,111,129,101,42,34,56,8,0,0,488,164,283,325,179,172,172,21,0,0,1314,1049,2703,5671,3997,3660,3089,704,81,13,20959,1155,800,879,778,1010,1883,3176,2236,817,12725,113,168,423,280,289,235,214,192,132,2034,2318,3672,6965,5051,4950,5203,4086,2502,962,35716,118,904,2452,1545,1733,1082,145,5,0,7973,632,1185,1656,1363,1313,1182,296,18,3,7643,221,492,593,388,290,248,67,4,0,2309,21,42,86,26,34,19,12,3,0,236,991,2617,4784,3322,3366,2532,520,36,3,18171,28,80,102,69,66,36,6,0,0,393,119,139,99,79,59,51,11,0,0,562,157,218,206,151,128,84,9,0,0,955
SED10093,397,909,2558,2740,2695,1849,315,29,0,11494,577,529,769,646,665,656,273,48,5,4168,229,210,313,270,284,261,84,8,0,1664,26,50,95,77,70,35,12,9,0,376,1235,1705,3728,3734,3710,2800,689,95,8,17702,91,141,177,114,121,107,17,0,0,770,132,55,48,39,23,46,12,0,0,359,223,200,228,154,139,152,28,0,0,1128,1460,1902,3964,3891,3852,2958,718,95,11,18832,1139,405,598,600,878,1517,3049,2159,673,11023,125,131,297,297,278,225,234,239,153,1978,2718,2439,4860,4788,5007,4697,4006,2492,840,31837,133,641,1535,1653,1890,1154,148,7,0,7160,777,697,1404,1508,1460,1208,315,32,0,7401,316,303,572,392,358,278,90,4,0,2314,23,36,86,54,56,23,9,9,0,295,1244,1671,3600,3607,3771,2662,569,47,0,17174,55,75,84,63,73,53,9,0,0,401,162,67,74,65,61,52,4,0,0,483,220,141,154,127,134,101,11,0,0,886
SED19494,23,70,243,184,129,102,17,4,0,762,22,48,133,69,54,61,26,0,0,410,10,10,51,33,34,14,6,0,0,152,4,11,23,14,7,10,6,5,0,66,57,128,435,295,228,187,52,6,0,1388,13,36,75,70,57,33,6,0,0,285,9,15,25,13,17,23,3,0,0,106,24,49,97,83,79,56,12,0,0,392,78,181,530,377,303,237,61,4,0,1775,83,92,218,241,274,401,459,127,13,1917,90,136,412,483,435,312,131,39,8,2040,253,411,1164,1108,1010,949,648,166,19,5734,9,48,170,97,85,52,9,0,0,470,48,50,160,75,75,78,24,0,0,506,6,21,43,23,19,22,3,0,0,136,0,0,6,9,6,0,0,0,0,20,66,122,369,195,189,156,34,0,0,1128,9,16,28,37,24,12,0,0,0,135,19,19,28,24,14,19,4,0,0,124,27,37,57,62,40,30,6,0,0,252
SED19797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
