SED_CODE_2021,M_Current_ADF_Regular_15_24,M_Current_ADF_Regular_25_34,M_Current_ADF_Regular_35_44,M_Current_ADF_Regular_45_54,M_Current_ADF_Regular_55_64,M_Current_ADF_Regular_65_74,M_Current_ADF_Regular_75_84,M_Current_ADF_Regular_85_ov,M_Current_ADF_Regular_Tot,M_Current_ADF_Reserves_15_24,M_Current_ADF_Reserves_25_34,M_Current_ADF_Reserves_35_44,M_Current_ADF_Reserves_45_54,M_Current_ADF_Reserves_55_64,M_Current_ADF_Reserves_65_74,M_Current_ADF_Reserves_75_84,M_Current_ADF_Reserves_85_ov,M_Current_ADF_Reserves_Tot,M_Prev_ADF_Ncs_15_24,M_Prev_ADF_Ncs_25_34,M_Prev_ADF_Ncs_35_44,M_Prev_ADF_Ncs_45_54,M_Prev_ADF_Ncs_55_64,M_Prev_ADF_Ncs_65_74,M_Prev_ADF_Ncs_75_84,M_Prev_ADF_Ncs_85_ov,M_Prev_ADF_Ncs_Tot,M_Tot_ADF_ev_ser_15_24,M_Tot_ADF_ev_ser_25_34,M_Tot_ADF_ev_ser_35_44,M_Tot_ADF_ev_ser_45_54,M_Tot_ADF_ev_ser_55_64,M_Tot_ADF_ev_ser_65_74,M_Tot_ADF_ev_ser_75_84,M_Tot_ADF_ev_ser_85_ov,M_Tot_ADF_ev_ser_Tot,M_never_served_15_24,M_never_served_25_34,M_never_served_35_44,M_never_served_45_54,M_never_served_55_64,M_never_served_65_74,M_never_served_75_84,M_never_served_85_ov,M_never_served_Tot,M_NS_15_24,M_NS_25_34,M_NS_35_44,M_NS_45_54,M_NS_55_64,M_NS_65_74,M_NS_75_84,M_NS_85_ov,M_NS_Tot,M_Tot_15_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85_ov,M_Tot_Tot,F_Current_ADF_Regular_15_24,F_Current_ADF_Regular_25_34,F_Current_ADF_Regular_35_44,F_Current_ADF_Regular_45_54,F_Current_ADF_Regular_55_64,F_Current_ADF_Regular_65_74,F_Current_ADF_Regular_75_84,F_Current_ADF_Regular_85_ov,F_Current_ADF_Regular_Tot,F_Current_ADF_Reserves_15_24,F_Current_ADF_Reserves_25_34,F_Current_ADF_Reserves_35_44,F_Current_ADF_Reserves_45_54,F_Current_ADF_Reserves_55_64,F_Current_ADF_Reserves_65_74,F_Current_ADF_Reserves_75_84,F_Current_ADF_Reserves_85_ov,F_Current_ADF_Reserves_Tot,F_Prev_ADF_Ncs_15_24,F_Prev_ADF_Ncs_25_34,F_Prev_ADF_Ncs_35_44,F_Prev_ADF_Ncs_45_54,F_Prev_ADF_Ncs_55_64,F_Prev_ADF_Ncs_65_74,F_Prev_ADF_Ncs_75_84,F_Prev_ADF_Ncs_85_ov,F_Prev_ADF_Ncs_Tot,F_Tot_ADF_ev_ser_15_24,F_Tot_ADF_ev_ser_25_34,F_Tot_ADF_ev_ser_35_44,F_Tot_ADF_ev_ser_45_54,F_Tot_ADF_ev_ser_55_64,F_Tot_ADF_ev_ser_65_74,F_Tot_ADF_ev_ser_75_84,F_Tot_ADF_ev_ser_85_ov,F_Tot_ADF_ev_ser_Tot,F_never_served_15_24,F_never_served_25_34,F_never_served_35_44,F_never_served_45_54,F_never_served_55_64,F_never_served_65_74,F_never_served_75_84,F_never_served_85_ov,F_never_served_Tot,F_NS_15_24,F_NS_25_34,F_NS_35_44,F_NS_45_54,F_NS_55_64,F_NS_65_74,F_NS_75_84,F_NS_85_ov,F_NS_Tot,F_Tot_15_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85_ov,F_Tot_Tot,P_Current_ADF_Regular_15_24,P_Current_ADF_Regular_25_34,P_Current_ADF_Regular_35_44,P_Current_ADF_Regular_45_54,P_Current_ADF_Regular_55_64,P_Current_ADF_Regular_65_74,P_Current_ADF_Regular_75_84,P_Current_ADF_Regular_85_ov,P_Current_ADF_Regular_Tot,P_Current_ADF_Reserves_15_24,P_Current_ADF_Reserves_25_34,P_Current_ADF_Reserves_35_44,P_Current_ADF_Reserves_45_54,P_Current_ADF_Reserves_55_64,P_Current_ADF_Reserves_65_74,P_Current_ADF_Reserves_75_84,P_Current_ADF_Reserves_85_ov,P_Current_ADF_Reserves_Tot,P_Prev_ADF_Ncs_15_24,P_Prev_ADF_Ncs_25_34,P_Prev_ADF_Ncs_35_44,P_Prev_ADF_Ncs_45_54,P_Prev_ADF_Ncs_55_64,P_Prev_ADF_Ncs_65_74,P_Prev_ADF_Ncs_75_84,P_Prev_ADF_Ncs_85_ov,P_Prev_ADF_Ncs_Tot,P_Tot_ADF_ev_ser_15_24,P_Tot_ADF_ev_ser_25_34,P_Tot_ADF_ev_ser_35_44,P_Tot_ADF_ev_ser_45_54,P_Tot_ADF_ev_ser_55_64,P_Tot_ADF_ev_ser_65_74,P_Tot_ADF_ev_ser_75_84,P_Tot_ADF_ev_ser_85_ov,P_Tot_ADF_ev_ser_Tot,P_never_served_15_24,P_never_served_25_34,P_never_served_35_44,P_never_served_45_54,P_never_served_55_64,P_never_served_65_74,P_never_served_75_84,P_never_served_85_ov,P_never_served_Tot,P_NS_15_24,P_NS_25_34,P_NS_35_44,P_NS_45_54,P_NS_55_64,P_NS_65_74,P_NS_75_84,P_NS_85_ov,P_NS_Tot,P_Tot_15_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85_ov,P_Tot_Tot
SED10086,95,66,23,13,0,0,0,0,195,6,10,9,4,10,0,0,0,36,6,53,48,50,75,136,150,115,637,101,130,79,69,84,136,150,115,866,3488,6538,5369,4686,3695,3018,1702,531,29028,249,484,341,228,166,122,123,126,1841,3839,7150,5780,4984,3944,3278,1977,770,31724,26,33,5,9,0,0,0,0,72,0,3,3,0,0,0,0,0,8,0,3,12,9,6,12,5,9,62,31,43,24,15,9,12,5,9,139,3893,8060,5900,5138,4036,3492,2281,923,33730,191,500,313,235,174,160,218,294,2083,4108,8604,6238,5383,4217,3672,2510,1217,35951,117,96,25,20,0,0,0,0,262,6,10,11,4,10,0,0,0,39,8,58,62,56,78,150,160,119,700,131,171,97,82,93,150,160,119,1001,7383,14597,11267,9824,7727,6507,3982,1454,62759,437,986,655,460,339,287,347,416,3915,7956,15753,12021,10363,8161,6947,4489,1988,67672
SED10087,422,309,170,95,32,0,0,0,1030,14,23,25,27,27,0,0,0,112,18,81,135,199,278,442,278,195,1629,454,412,332,318,335,442,278,195,2769,4713,4675,4126,3953,4045,3222,1713,468,26904,469,336,296,293,250,209,169,68,2091,5627,5421,4751,4569,4638,3874,2159,737,31767,148,103,43,10,6,0,0,0,312,5,13,8,8,10,0,0,0,45,10,31,48,64,71,40,11,9,292,163,152,99,87,86,40,11,9,648,5140,5208,4704,4444,4605,3808,2269,1074,31266,380,295,273,247,267,246,190,170,2068,5685,5657,5079,4780,4953,4098,2472,1260,33983,571,411,208,107,37,0,0,0,1340,18,38,32,37,34,0,0,0,160,27,107,184,260,352,483,293,206,1918,615,555,428,405,420,483,293,206,3414,9847,9882,8833,8395,8656,7031,3977,1546,58166,847,635,568,541,515,455,366,238,4170,11312,11077,9828,9349,9588,7970,4631,1993,65748
SED10088,4,23,27,17,8,0,0,0,71,5,20,8,7,9,0,0,0,51,6,50,71,123,111,197,223,201,985,19,90,101,140,127,197,223,201,1106,5175,4335,5363,5847,4580,2891,1765,537,30495,153,179,204,172,136,119,94,84,1135,5349,4604,5674,6160,4835,3211,2084,827,32739,0,3,0,3,0,0,0,0,11,4,0,4,0,0,0,0,0,10,0,5,6,18,14,8,16,17,89,7,9,14,25,17,8,16,17,110,4617,4592,5857,6379,4796,3500,2570,1159,33474,116,199,180,176,126,128,153,210,1293,4737,4800,6055,6575,4946,3637,2740,1388,34874,9,28,28,19,8,0,0,0,80,11,20,19,5,12,0,0,0,61,12,54,73,138,125,206,242,220,1070,21,92,120,162,145,206,242,220,1214,9793,8933,11221,12223,9375,6390,4340,1693,63968,270,377,383,348,260,249,245,293,2426,10087,9404,11721,12734,9782,6851,4831,2209,67618
SED10089,22,57,35,34,12,0,0,0,154,15,39,30,16,28,0,0,0,127,32,140,160,224,247,370,324,200,1696,66,234,224,273,281,370,324,200,1974,6263,6035,5015,4460,3970,3088,1717,512,31068,459,341,251,184,175,169,163,130,1866,6790,6614,5487,4922,4424,3626,2204,839,34905,3,15,4,9,0,0,0,0,33,3,4,3,14,0,0,0,0,23,9,23,46,63,47,31,15,11,248,23,42,48,79,47,31,15,11,301,6116,6093,5311,4918,4498,3944,2460,1285,34624,446,285,229,159,152,183,238,359,2054,6588,6420,5592,5152,4703,4156,2715,1650,36975,27,77,41,39,12,0,0,0,182,24,42,30,31,24,0,0,0,147,47,163,201,284,296,401,341,213,1947,88,278,276,354,332,401,341,213,2279,12378,12128,10331,9371,8472,7035,4179,1798,65688,910,630,476,350,317,353,402,489,3915,13375,13034,11083,10070,9126,7783,4917,2487,71885
SED10090,9,35,28,11,3,0,0,0,90,12,22,16,14,13,0,0,0,73,10,35,70,135,112,165,151,106,770,29,91,114,161,124,165,151,106,932,4417,5040,6468,5545,4249,3231,1690,608,31253,143,231,235,186,115,119,74,56,1157,4591,5364,6811,5888,4489,3518,1909,771,33340,9,11,4,5,0,0,0,0,27,3,0,0,5,0,0,0,0,7,0,4,18,15,17,14,5,17,94,14,19,19,23,20,14,5,17,130,4261,5796,7385,6397,4814,4062,2183,1212,36120,134,248,230,182,130,135,112,144,1311,4411,6064,7642,6597,4963,4207,2301,1379,37564,14,46,28,15,6,0,0,0,114,13,25,16,19,13,0,0,0,86,10,39,87,150,131,176,153,121,869,44,110,131,182,149,176,153,121,1063,8685,10843,13851,11941,9060,7297,3876,1828,67371,279,483,466,362,242,250,183,201,2469,9001,11425,14453,12489,9450,7721,4213,2152,70906
SED10091,9,12,14,4,9,0,0,0,46,6,11,11,20,14,0,0,0,57,11,84,90,181,245,470,337,226,1635,19,100,113,208,266,470,337,226,1731,4711,4254,4431,4922,4376,3732,2156,484,29068,252,191,242,238,172,184,181,123,1593,4985,4541,4788,5370,4817,4378,2678,837,32394,0,10,3,0,0,0,0,0,9,0,4,3,0,4,0,0,0,10,0,14,24,47,48,47,21,11,211,4,24,28,49,48,47,21,11,238,4404,4471,4788,5332,5052,4656,2728,901,32327,199,201,209,213,176,205,240,254,1692,4609,4698,5025,5592,5270,4906,2986,1164,34251,6,17,16,6,3,0,0,0,55,8,11,14,18,17,0,0,0,62,12,93,113,230,287,517,357,245,1851,27,124,141,255,310,517,357,245,1973,9115,8721,9221,10251,9427,8385,4887,1380,61390,455,398,448,451,351,381,422,378,3288,9599,9237,9813,10963,10087,9289,5659,2002,66649
SED10092,11,19,14,8,5,0,0,0,62,11,28,8,5,8,0,0,0,60,12,94,81,119,174,235,220,125,1066,36,149,102,136,188,235,220,125,1183,5646,6394,4665,4539,4793,3654,2111,712,32506,311,427,275,278,223,203,176,126,2027,5992,6965,5051,4950,5203,4086,2502,962,35716,0,19,5,3,0,0,0,0,24,5,5,4,0,4,0,0,0,12,10,10,13,26,30,11,16,11,126,13,34,21,31,27,11,16,11,163,5725,6227,4630,4760,5047,4083,2791,1239,34506,306,365,258,217,193,210,232,288,2065,6039,6625,4911,5009,5267,4306,3038,1538,36736,15,34,17,15,5,0,0,0,89,14,34,9,5,9,0,0,0,71,23,114,101,143,205,249,226,135,1189,52,175,129,163,215,249,226,135,1349,11368,12620,9298,9294,9842,7734,4902,1953,67016,612,797,537,495,414,417,409,408,4093,12035,13591,9960,9956,10470,8399,5544,2497,72457
SED10093,7,9,14,12,3,0,0,0,39,9,18,8,8,0,0,0,0,44,21,105,89,185,251,389,292,200,1522,33,121,111,200,258,389,292,200,1608,4858,4431,4373,4517,4211,3378,1954,469,28198,268,299,309,293,224,229,243,169,2034,5159,4860,4788,5007,4697,4006,2492,840,31837,0,0,0,0,0,0,0,0,6,0,6,0,4,0,0,0,0,12,3,18,19,45,38,42,16,11,193,6,26,22,51,38,42,16,11,216,4749,4903,4816,5062,4811,4150,2596,1031,32118,284,303,242,254,214,245,343,372,2264,5039,5236,5084,5363,5070,4436,2954,1410,34593,7,11,15,12,3,0,0,0,52,5,18,11,15,0,0,0,0,58,23,120,105,228,290,436,305,210,1716,37,148,134,248,298,436,305,210,1818,9607,9338,9191,9581,9023,7530,4552,1494,60312,556,610,551,543,440,476,585,543,4301,10202,10098,9874,10377,9756,8440,5445,2249,66428
SED19494,20,3,5,5,0,0,0,0,32,0,4,0,0,0,0,0,0,10,0,13,16,30,42,61,20,4,192,24,23,18,37,46,61,20,4,233,422,756,636,588,615,476,119,8,3610,217,383,456,386,287,115,33,4,1893,658,1164,1108,1010,949,648,166,19,5734,9,3,0,0,4,0,0,0,14,0,0,0,0,0,0,0,0,0,0,8,3,8,10,4,0,0,29,11,11,3,8,13,4,0,0,44,473,701,477,472,555,349,85,19,3136,216,315,268,187,134,52,19,12,1200,703,1022,749,666,698,404,104,32,4381,29,11,8,5,3,0,0,0,48,0,3,0,0,0,0,0,0,9,0,22,19,40,54,62,20,4,218,30,29,21,42,55,62,20,4,274,892,1463,1110,1056,1172,824,202,31,6753,437,699,722,577,418,162,51,16,3090,1357,2187,1859,1678,1648,1055,277,49,10112
SED19797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
