SED_CODE_2021,M_0_cond_0_14,M_0_cond_15_24,M_0_cond_25_34,M_0_cond_35_44,M_0_cond_45_54,M_0_cond_55_64,M_0_cond_65_74,M_0_cond_75_84,M_0_cond_85_over,M_0_cond_Tot,M_1_cond_0_14,M_1_cond_15_24,M_1_cond_25_34,M_1_cond_35_44,M_1_cond_45_54,M_1_cond_55_64,M_1_cond_65_74,M_1_cond_75_84,M_1_cond_85_over,M_1_cond_Tot,M_2_cond_0_14,M_2_cond_15_24,M_2_cond_25_34,M_2_cond_35_44,M_2_cond_45_54,M_2_cond_55_64,M_2_cond_65_74,M_2_cond_75_84,M_2_cond_85_over,M_2_cond_Tot,M_3_or_mo_cond_0_14,M_3_or_mo_cond_15_24,M_3_or_mo_cond_25_34,M_3_or_mo_cond_35_44,M_3_or_mo_cond_45_54,M_3_or_mo_cond_55_64,M_3_or_mo_cond_65_74,M_3_or_mo_cond_75_84,M_3_or_mo_cond_85_over,M_3_or_mo_cond_Tot,M_1m_cond_Tot_0_14,M_1m_cond_Tot_15_24,M_1m_cond_Tot_25_34,M_1m_cond_Tot_35_44,M_1m_cond_Tot_45_54,M_1m_cond_Tot_55_64,M_1m_cond_Tot_65_74,M_1m_cond_Tot_75_84,M_1m_cond_Tot_85_over,M_1m_cond_Tot_Tot,M_cond_NS_0_14,M_cond_NS_15_24,M_cond_NS_25_34,M_cond_NS_35_44,M_cond_NS_45_54,M_cond_NS_55_64,M_cond_NS_65_74,M_cond_NS_75_84,M_cond_NS_85_over,M_cond_NS_Tot,M_Tot_0_14,M_Tot_15_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85_over,M_Tot_Tot,F_0_cond_0_14,F_0_cond_15_24,F_0_cond_25_34,F_0_cond_35_44,F_0_cond_45_54,F_0_cond_55_64,F_0_cond_65_74,F_0_cond_75_84,F_0_cond_85_over,F_0_cond_Tot,F_1_cond_0_14,F_1_cond_15_24,F_1_cond_25_34,F_1_cond_35_44,F_1_cond_45_54,F_1_cond_55_64,F_1_cond_65_74,F_1_cond_75_84,F_1_cond_85_over,F_1_cond_Tot,F_2_cond_0_14,F_2_cond_15_24,F_2_cond_25_34,F_2_cond_35_44,F_2_cond_45_54,F_2_cond_55_64,F_2_cond_65_74,F_2_cond_75_84,F_2_cond_85_over,F_2_cond_Tot,F_3_or_mo_cond_0_14,F_3_or_mo_cond_15_24,F_3_or_mo_cond_25_34,F_3_or_mo_cond_35_44,F_3_or_mo_cond_45_54,F_3_or_mo_cond_55_64,F_3_or_mo_cond_65_74,F_3_or_mo_cond_75_84,F_3_or_mo_cond_85_over,F_3_or_mo_cond_Tot,F_1m_cond_Tot_0_14,F_1m_cond_Tot_15_24,F_1m_cond_Tot_25_34,F_1m_cond_Tot_35_44,F_1m_cond_Tot_45_54,F_1m_cond_Tot_55_64,F_1m_cond_Tot_65_74,F_1m_cond_Tot_75_84,F_1m_cond_Tot_85_over,F_1m_cond_Tot_Tot,F_cond_NS_0_14,F_cond_NS_15_24,F_cond_NS_25_34,F_cond_NS_35_44,F_cond_NS_45_54,F_cond_NS_55_64,F_cond_NS_65_74,F_cond_NS_75_84,F_cond_NS_85_over,F_cond_NS_Tot,F_Tot_0_14,F_Tot_15_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85_over,F_Tot_Tot,P_0_cond_0_14,P_0_cond_15_24,P_0_cond_25_34,P_0_cond_35_44,P_0_cond_45_54,P_0_cond_55_64,P_0_cond_65_74,P_0_cond_75_84,P_0_cond_85_over,P_0_cond_Tot,P_1_cond_0_14,P_1_cond_15_24,P_1_cond_25_34,P_1_cond_35_44,P_1_cond_45_54,P_1_cond_55_64,P_1_cond_65_74,P_1_cond_75_84,P_1_cond_85_over,P_1_cond_Tot,P_2_cond_0_14,P_2_cond_15_24,P_2_cond_25_34,P_2_cond_35_44,P_2_cond_45_54,P_2_cond_55_64,P_2_cond_65_74,P_2_cond_75_84,P_2_cond_85_over,P_2_cond_Tot,P_3_or_mo_cond_0_14,P_3_or_mo_cond_15_24,P_3_or_mo_cond_25_34,P_3_or_mo_cond_35_44,P_3_or_mo_cond_45_54,P_3_or_mo_cond_55_64,P_3_or_mo_cond_65_74,P_3_or_mo_cond_75_84,P_3_or_mo_cond_85_over,P_3_or_mo_cond_Tot,P_1m_cond_Tot_0_14,P_1m_cond_Tot_15_24,P_1m_cond_Tot_25_34,P_1m_cond_Tot_35_44,P_1m_cond_Tot_45_54,P_1m_cond_Tot_55_64,P_1m_cond_Tot_65_74,P_1m_cond_Tot_75_84,P_1m_cond_Tot_85_over,P_1m_cond_Tot_Tot,P_cond_NS_0_14,P_cond_NS_15_24,P_cond_NS_25_34,P_cond_NS_35_44,P_cond_NS_45_54,P_cond_NS_55_64,P_cond_NS_65_74,P_cond_NS_75_84,P_cond_NS_85_over,P_cond_NS_Tot
SED10077,6089,6955,10325,5878,3895,3218,1642,657,232,38896,438,648,901,777,797,1061,984,582,258,6465,14,41,103,85,144,261,345,328,162,1483,0,0,10,16,35,114,178,221,147,716,450,697,1014,880,977,1433,1510,1132,571,8660,440,684,916,482,336,312,202,154,117,3635,6979,8338,12258,7239,5207,4958,3355,1936,919,51196,6243,6126,9042,5500,4397,3499,1883,758,263,37720,287,728,969,786,909,1075,1109,742,434,7045,4,79,180,110,191,309,422,427,252,1984,0,3,16,18,56,123,202,234,222,880,297,811,1168,918,1148,1510,1736,1407,905,9906,425,495,719,427,372,331,213,214,201,3400,6967,7431,10926,6847,5922,5343,3836,2377,1373,51026,12340,13087,19368,11381,8293,6715,3527,1419,492,76619,726,1378,1874,1563,1709,2134,2094,1331,695,13503,17,125,285,198,334,572,766,760,415,3463,0,3,26,39,91,240,382,455,372,1598,747,1509,2180,1802,2127,2945,3245,2541,1480,18570,862,1180,1630,911,707,646,418,362,320,7040
SED10078,4751,3435,5935,4657,3612,2680,1288,581,190,27122,435,653,1203,1013,970,986,914,586,242,7000,18,65,210,181,210,267,372,300,155,1781,0,4,14,26,68,118,190,232,135,780,457,723,1424,1218,1246,1374,1471,1116,530,9558,344,310,537,402,334,349,185,131,64,2655,5543,4467,7897,6279,5192,4407,2947,1826,778,39337,4653,2953,5677,4638,3711,2610,1461,675,224,26604,343,894,1877,1250,1207,1123,1048,718,444,8906,22,137,359,237,271,344,423,406,310,2512,0,8,36,37,91,149,247,256,269,1100,368,1035,2269,1525,1576,1612,1718,1381,1022,12515,303,292,597,389,305,270,208,127,78,2567,5321,4280,8544,6549,5598,4498,3387,2186,1323,41688,9407,6386,11607,9288,7323,5291,2754,1258,412,53728,783,1548,3082,2262,2178,2108,1963,1303,686,15909,35,202,569,422,480,610,793,707,466,4292,0,10,47,62,157,273,437,492,401,1876,820,1763,3699,2748,2820,2991,3192,2498,1554,22079,642,601,1142,791,645,620,390,262,137,5226
SED10079,5009,2990,2560,2512,2802,2489,1621,690,151,20831,807,736,694,786,976,1336,1542,934,266,8075,68,79,109,163,274,535,795,630,178,2822,3,8,11,29,93,278,546,587,203,1748,881,822,810,980,1342,2141,2882,2150,646,12647,543,366,299,337,390,360,264,213,93,2861,6429,4174,3668,3829,4529,4987,4769,3052,892,36339,4866,2416,2270,2540,2692,2582,1804,761,202,20142,630,849,867,981,1193,1484,1725,1087,365,9173,50,172,247,267,404,654,857,678,289,3610,0,13,24,70,189,355,591,571,287,2107,682,1033,1138,1323,1794,2487,3172,2336,929,14891,526,286,279,262,311,334,363,258,128,2751,6077,3732,3690,4125,4800,5401,5339,3361,1259,37784,9877,5407,4832,5058,5496,5065,3431,1455,351,40969,1440,1582,1560,1764,2167,2817,3267,2023,632,17254,121,247,350,430,683,1184,1651,1309,461,6437,4,20,34,103,283,630,1135,1157,489,3856,1564,1850,1943,2298,3132,4629,6055,4487,1579,27540,1070,651,581,600,701,693,629,477,222,5608
SED10080,2799,3656,11479,7606,4272,3008,1649,592,130,35193,204,417,1483,1211,987,1009,931,553,164,6969,10,51,181,147,208,313,377,265,98,1653,0,6,21,29,49,110,176,155,70,607,212,471,1682,1385,1251,1437,1490,981,327,9232,255,497,1392,856,584,445,292,171,76,4561,3259,4621,14552,9852,6096,4889,3432,1739,528,48987,2805,3661,10772,6201,3386,2556,1661,676,150,31861,140,649,1643,989,737,809,869,553,222,6626,10,96,269,182,173,226,309,229,138,1636,0,5,18,29,42,93,126,137,95,536,155,749,1933,1204,952,1121,1307,915,457,8800,223,478,1148,662,389,300,249,157,152,3753,3184,4891,13856,8060,4726,3978,3219,1745,755,44413,5607,7317,22254,13808,7654,5557,3313,1269,278,67050,346,1064,3131,2197,1731,1821,1805,1109,388,13595,21,145,452,333,380,541,693,490,234,3292,0,13,36,61,91,196,305,290,162,1149,367,1220,3617,2591,2198,2557,2799,1892,786,18033,474,974,2543,1519,971,744,540,328,221,8316
SED10081,6424,3276,3409,2919,2728,2262,1533,612,128,23293,1101,770,779,833,993,1304,1345,753,221,8091,86,103,136,179,262,491,649,500,155,2574,15,7,24,43,103,266,454,409,153,1473,1208,887,937,1055,1360,2062,2442,1663,535,12135,966,608,556,493,535,459,405,234,121,4377,8591,4764,4900,4461,4622,4779,4385,2512,781,39805,6059,2763,3314,2871,2644,2381,1579,741,193,22538,746,959,1124,1094,1134,1354,1299,967,381,9056,69,226,271,299,376,612,669,508,265,3305,0,18,65,100,210,382,517,464,257,2006,815,1204,1457,1498,1711,2352,2479,1940,907,14364,956,501,499,466,445,441,349,329,171,4154,7828,4467,5266,4833,4803,5169,4411,3004,1263,41051,12483,6037,6718,5787,5373,4637,3117,1351,322,45829,1846,1728,1903,1927,2122,2658,2639,1722,603,17150,155,335,407,476,641,1108,1324,1012,425,5882,18,22,88,152,307,649,966,868,413,3477,2021,2087,2392,2552,3069,4417,4924,3596,1435,26501,1920,1107,1054,955,980,899,761,563,290,8534
SED10082,5934,3418,2386,3049,3453,2824,1834,828,208,23927,700,601,549,771,939,1229,1462,972,277,7505,29,52,78,108,174,359,661,558,204,2221,3,0,9,22,52,144,375,431,184,1229,732,651,636,897,1175,1738,2501,1962,663,10950,510,320,237,303,338,315,233,175,126,2568,7178,4385,3258,4247,4964,4874,4573,2965,1000,37447,5794,2990,2285,3303,3585,3101,2187,954,288,24488,496,773,731,912,1126,1390,1657,1138,489,8707,32,123,125,176,284,449,738,617,361,2900,0,7,19,35,70,234,377,399,288,1432,530,898,876,1127,1473,2066,2774,2155,1138,13044,470,253,223,302,291,332,338,249,185,2634,6791,4144,3385,4734,5345,5503,5300,3355,1614,40164,11724,6408,4674,6350,7032,5921,4022,1787,497,48422,1201,1367,1282,1683,2063,2623,3123,2105,765,16217,53,174,206,279,454,809,1397,1178,567,5124,5,10,24,62,125,374,754,831,473,2657,1260,1551,1509,2024,2645,3807,5278,4113,1804,23992,984,573,459,607,630,647,571,422,313,5203
SED10083,5757,3140,3017,3082,2861,2327,1426,554,172,22338,828,750,735,902,967,1223,1263,727,269,7653,73,92,112,175,240,434,683,457,155,2420,0,0,16,32,83,225,434,383,157,1332,901,844,858,1102,1285,1879,2374,1571,580,11407,596,436,336,363,371,334,272,138,101,2945,7257,4417,4217,4550,4521,4540,4076,2266,846,36685,5497,2620,2893,3018,2833,2503,1675,679,278,22005,620,919,1031,1063,1204,1363,1448,892,442,8980,53,185,225,294,406,589,726,556,328,3372,6,6,31,81,180,364,482,461,299,1906,673,1117,1290,1438,1792,2318,2660,1914,1067,14255,608,322,339,359,347,335,285,241,226,3063,6784,4060,4527,4813,4973,5150,4627,2830,1568,39326,11257,5761,5922,6104,5699,4828,3106,1230,448,44345,1446,1666,1769,1959,2170,2581,2715,1620,707,16636,124,282,333,472,647,1024,1411,1018,483,5789,0,7,45,112,264,591,916,847,460,3236,1573,1959,2152,2544,3077,4194,5043,3482,1643,25659,1205,757,672,719,714,668,558,383,328,6004
SED10084,5482,2837,2587,3059,2972,2750,2180,920,285,23085,698,559,511,746,999,1343,1597,1096,382,7926,44,59,74,119,227,478,763,645,244,2639,8,0,10,24,74,228,478,510,255,1578,751,613,593,887,1294,2051,2844,2250,877,12145,699,398,400,450,512,443,381,243,130,3668,6930,3847,3586,4395,4780,5243,5409,3414,1295,38895,5243,2623,2781,3250,3225,3268,2413,1081,418,24301,460,715,692,973,1062,1567,1826,1266,676,9229,30,83,125,216,325,540,770,711,377,3183,3,6,17,48,123,310,546,544,347,1938,495,805,832,1236,1509,2415,3146,2518,1397,14350,631,342,386,440,432,434,393,334,204,3604,6369,3771,4001,4928,5176,6119,5950,3935,2022,42255,10723,5457,5370,6311,6201,6019,4594,2001,702,47383,1156,1267,1198,1718,2058,2909,3427,2360,1051,17151,78,142,197,331,554,1015,1539,1351,619,5822,8,10,20,73,191,539,1025,1052,607,3519,1243,1418,1421,2123,2803,4462,5989,4762,2275,26498,1329,743,785,892,949,879,777,587,336,7270
SED10085,6080,3426,3285,3063,3149,2759,1651,581,141,24133,944,683,695,785,1016,1424,1326,691,174,7738,78,84,108,180,275,494,679,429,117,2440,0,7,11,39,120,278,434,335,118,1342,1019,780,815,1006,1406,2194,2435,1454,410,11518,792,619,569,546,563,551,394,230,56,4319,7896,4817,4667,4612,5122,5507,4474,2264,600,39970,5873,2681,2880,2907,2996,2559,1562,637,202,22296,701,830,1029,1006,1135,1374,1292,714,284,8370,53,161,235,271,392,621,606,437,197,2978,3,17,44,87,218,355,403,350,224,1693,757,998,1307,1363,1748,2348,2306,1503,704,13034,726,411,402,404,473,438,351,193,122,3521,7366,4093,4593,4681,5214,5344,4221,2331,1023,38853,11962,6108,6168,5968,6149,5320,3207,1217,338,46434,1644,1511,1725,1795,2152,2794,2617,1398,457,16099,133,244,341,452,664,1114,1284,866,312,5413,3,16,53,122,338,633,843,690,340,3038,1776,1776,2126,2371,3152,4540,4742,2954,1108,24555,1523,1026,969,949,1033,994,748,421,177,7840
SED10086,5436,3076,5662,4546,3719,2616,1640,729,221,27643,420,403,819,699,768,795,931,636,241,5718,10,28,73,83,124,206,364,296,113,1289,0,0,3,11,21,57,153,164,107,517,424,433,893,799,915,1067,1447,1098,451,7523,384,332,593,434,358,266,186,155,95,2805,6244,3839,7150,5780,4984,3944,3278,1977,770,37972,5423,3142,6661,4842,4059,2795,1947,988,313,30161,284,626,1137,802,789,855,1011,780,391,6665,7,66,130,110,136,214,355,338,201,1556,0,8,4,22,32,73,116,180,124,554,287,698,1275,935,951,1142,1484,1288,711,8776,403,276,671,463,372,286,232,230,198,3131,6113,4108,8604,6238,5383,4217,3672,2510,1217,42063,10857,6214,12320,9387,7775,5409,3594,1717,534,57808,697,1028,1961,1508,1555,1656,1937,1413,621,12387,14,91,197,192,260,424,722,628,317,2844,0,7,9,31,53,132,269,339,232,1066,711,1125,2167,1732,1867,2210,2931,2389,1170,16295,788,615,1264,897,727,550,422,383,292,5933
SED10087,6540,3972,3842,3185,2802,2306,1371,563,142,24719,1038,897,900,916,961,1219,1178,631,213,7962,72,118,173,169,260,493,619,420,149,2487,4,9,20,44,100,221,428,342,152,1321,1116,1028,1095,1133,1325,1935,2222,1399,521,11770,769,623,487,435,438,396,282,201,68,3710,8426,5627,5421,4751,4569,4638,3874,2159,737,40196,6571,3687,3572,3219,2689,2296,1496,648,216,24400,768,1170,1225,1043,1099,1347,1210,778,364,8999,61,281,356,313,406,547,632,442,245,3286,5,24,57,101,171,355,443,388,302,1840,826,1477,1635,1457,1676,2245,2288,1611,904,14122,757,519,445,401,413,412,314,216,135,3610,8154,5685,5657,5079,4780,4953,4098,2472,1260,42129,13106,7665,7410,6408,5491,4606,2861,1212,359,49119,1808,2073,2126,1960,2062,2562,2386,1410,580,16961,135,404,530,482,670,1040,1255,867,397,5774,4,30,76,141,272,571,874,731,454,3154,1945,2504,2729,2591,3001,4177,4518,3005,1425,25892,1528,1144,933,831,853,809,595,419,207,7322
SED10088,7023,4289,3732,4473,4536,3122,1487,715,190,29572,644,655,546,753,1019,1092,999,638,236,6582,23,70,52,98,164,261,373,356,177,1573,7,5,3,12,57,86,171,246,141,727,669,727,601,861,1238,1440,1541,1245,555,8877,426,329,265,333,382,278,190,127,82,2409,8122,5349,4604,5674,6160,4835,3211,2084,827,40861,6740,3557,3670,4677,4657,3117,1755,912,301,29372,443,831,724,908,1197,1095,1055,898,443,7599,10,106,126,143,258,315,422,459,287,2119,0,0,10,26,74,133,199,297,198,940,456,940,857,1074,1527,1543,1677,1657,926,10664,399,242,271,302,395,284,200,176,158,2433,7589,4737,4800,6055,6575,4946,3637,2740,1388,42467,13764,7843,7407,9149,9190,6237,3240,1626,484,58940,1088,1489,1267,1663,2210,2186,2050,1542,678,14174,34,174,179,239,426,575,789,818,463,3698,7,9,11,40,127,214,371,546,342,1668,1126,1669,1462,1936,2768,2980,3215,2903,1483,19541,822,575,540,635,775,565,389,298,236,4848
SED10089,6159,4809,4665,3757,2995,2123,1280,506,146,26441,1017,1164,1179,1058,1154,1237,1114,636,225,8786,63,145,213,227,289,497,594,471,185,2689,3,5,35,55,125,231,423,429,176,1488,1082,1310,1425,1338,1569,1972,2127,1544,592,12957,593,676,525,394,360,333,214,155,99,3344,7836,6790,6614,5487,4922,4424,3626,2204,839,42742,6099,4057,4008,3501,2927,2122,1364,606,225,24902,714,1555,1542,1270,1279,1350,1315,880,455,10365,52,303,402,372,435,599,735,528,325,3742,4,20,50,99,199,354,509,474,360,2069,764,1880,1995,1734,1911,2303,2558,1884,1144,16173,530,644,418,359,312,279,243,228,281,3298,7391,6588,6420,5592,5152,4703,4156,2715,1650,44369,12255,8858,8673,7258,5917,4244,2643,1111,371,51344,1728,2724,2720,2329,2435,2585,2424,1522,678,19145,114,448,617,600,722,1099,1322,1003,513,6435,11,24,83,151,320,588,935,903,540,3547,1852,3190,3416,3070,3479,4272,4684,3424,1735,29133,1121,1323,939,749,672,607,451,379,384,6640
SED10090,7158,3749,4300,5504,4415,3063,1805,695,209,30896,595,541,680,847,974,909,997,642,223,6406,9,62,73,114,151,249,387,286,149,1478,0,0,9,19,28,64,149,177,127,583,606,600,760,984,1153,1226,1527,1107,498,8465,369,240,305,328,326,201,184,110,60,2117,8134,4591,5364,6811,5888,4489,3518,1909,771,41480,7031,3355,4745,6151,5061,3335,2266,874,301,33121,403,721,869,952,1005,1020,1157,726,403,7260,14,103,129,147,163,263,414,364,322,1910,0,5,11,23,32,92,155,197,218,743,414,830,1016,1122,1207,1374,1720,1287,939,9908,363,223,309,369,331,255,218,131,140,2344,7814,4411,6064,7642,6597,4963,4207,2301,1379,45372,14192,7107,9044,11650,9471,6399,4069,1568,512,64018,1002,1266,1551,1801,1981,1928,2149,1360,625,13670,21,160,196,257,313,512,799,657,470,3385,0,5,22,44,65,161,304,383,345,1324,1022,1431,1774,2105,2362,2594,3252,2394,1441,18375,740,464,617,696,658,457,401,244,195,4462
SED10091,6951,3727,3440,3354,3536,2637,1717,813,186,26358,892,718,689,859,1112,1247,1350,811,232,7916,55,86,92,152,233,431,624,501,149,2331,0,3,16,32,82,166,414,352,148,1206,949,812,797,1046,1427,1846,2393,1656,525,11451,602,448,307,392,399,334,269,210,128,3094,8509,4985,4541,4788,5370,4817,4378,2678,837,40907,6735,3207,3197,3287,3443,2666,1880,865,179,25462,625,875,926,1080,1232,1446,1582,944,325,9036,27,154,229,236,396,544,724,537,223,3067,5,13,28,72,138,277,406,369,187,1489,660,1035,1189,1390,1761,2265,2716,1850,736,13601,608,368,306,347,393,337,313,269,248,3192,7998,4609,4698,5025,5592,5270,4906,2986,1164,42254,13687,6934,6635,6638,6980,5305,3604,1675,369,51820,1521,1592,1615,1942,2344,2698,2937,1754,558,16958,89,242,323,390,627,977,1352,1032,369,5398,5,17,51,104,216,445,817,718,333,2696,1608,1851,1990,2436,3187,4116,5105,3507,1254,25052,1214,808,615,744,798,673,581,480,380,6284
SED10092,5289,4459,5179,3519,3093,2778,1641,706,202,26865,643,926,1041,919,1025,1332,1218,750,309,8163,40,119,164,171,285,452,621,487,200,2540,0,8,18,35,99,272,348,385,187,1350,687,1058,1231,1115,1414,2049,2190,1623,697,12054,631,473,565,417,446,380,255,178,59,3400,6601,5992,6965,5051,4950,5203,4086,2502,962,42327,5174,3926,4376,3238,2980,2655,1629,726,244,24950,522,1357,1403,967,1054,1335,1276,987,470,9367,21,276,307,259,402,565,694,631,327,3485,0,28,47,80,191,350,414,500,378,1986,544,1655,1755,1305,1651,2247,2382,2119,1177,14839,526,454,490,362,379,366,298,198,118,3186,6243,6039,6625,4911,5009,5267,4306,3038,1538,42976,10455,8390,9553,6757,6082,5431,3272,1425,448,51816,1163,2277,2444,1886,2080,2661,2493,1740,778,17527,63,400,473,423,685,1011,1312,1116,530,6027,0,36,67,110,294,619,761,889,570,3339,1232,2715,2987,2425,3060,4294,4567,3744,1876,26895,1156,925,1054,776,823,748,558,373,176,6592
SED10093,6251,3582,3357,3132,2945,2243,1304,593,142,23540,1115,954,909,945,1153,1252,1260,701,230,8519,99,119,167,205,310,528,647,513,167,2739,3,17,20,57,140,312,522,458,169,1695,1217,1085,1093,1207,1606,2091,2424,1666,569,12956,793,492,410,450,460,361,268,223,133,3599,8259,5159,4860,4788,5007,4697,4006,2492,840,40098,6211,3198,3168,3040,2904,2287,1389,659,193,23044,812,1135,1230,1178,1297,1330,1373,913,393,9661,79,230,364,368,512,639,773,564,272,3801,0,26,65,114,258,449,574,512,309,2315,896,1385,1655,1663,2071,2421,2719,1989,975,15780,740,458,413,382,395,364,321,303,240,3608,7847,5039,5236,5084,5363,5070,4436,2954,1410,42439,12457,6784,6521,6169,5843,4522,2698,1256,335,46589,1926,2091,2137,2130,2451,2586,2632,1613,623,18187,181,350,526,573,823,1170,1418,1067,440,6542,8,38,82,166,406,760,1100,976,476,4012,2111,2467,2750,2877,3676,4516,5146,3655,1542,28737,1532,948,821,834,849,721,594,530,376,7208
SED19494,332,298,549,403,317,286,211,47,3,2443,36,100,168,154,165,184,159,43,9,1008,7,18,17,43,53,86,89,30,3,343,0,0,5,9,29,74,52,17,3,203,44,123,191,206,244,348,303,88,12,1552,262,241,426,496,450,318,137,35,3,2375,639,658,1164,1108,1010,949,648,166,19,6375,276,284,470,269,247,261,144,31,7,1986,50,143,154,127,122,155,96,21,4,870,5,47,53,43,56,79,50,19,8,347,0,5,15,19,36,55,44,12,4,196,57,192,223,186,204,284,190,56,16,1408,285,220,335,292,212,157,68,19,7,1605,616,703,1022,749,666,698,404,104,32,4997,610,587,1016,670,557,546,356,76,7,4427,89,244,317,279,285,344,254,66,12,1883,9,67,72,88,99,159,139,48,5,690,0,4,21,33,68,124,102,33,10,394,97,311,408,394,453,632,494,148,27,2966,555,462,763,794,661,469,210,54,14,3980
SED19797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
