SED_CODE_2021,M_Iraq_0_4,M_Iraq_5_14,M_Iraq_15_24,M_Iraq_25_44,M_Iraq_45_54,M_Iraq_55_64,M_Iraq_65_74,M_Iraq_75_84,M_Iraq_85ov,M_Iraq_Tot,M_Ireland_0_4,M_Ireland_5_14,M_Ireland_15_24,M_Ireland_25_44,M_Ireland_45_54,M_Ireland_55_64,M_Ireland_65_74,M_Ireland_75_84,M_Ireland_85ov,M_Ireland_Tot,M_Italy_0_4,M_Italy_5_14,M_Italy_15_24,M_Italy_25_44,M_Italy_45_54,M_Italy_55_64,M_Italy_65_74,M_Italy_75_84,M_Italy_85ov,M_Italy_Tot,M_Japan_0_4,M_Japan_5_14,M_Japan_15_24,M_Japan_25_44,M_Japan_45_54,M_Japan_55_64,M_Japan_65_74,M_Japan_75_84,M_Japan_85ov,M_Japan_Tot,M_Korea_South_0_4,M_Korea_South_5_14,M_Korea_South_15_24,M_Korea_South_25_44,M_Korea_South_45_54,M_Korea_South_55_64,M_Korea_South_65_74,M_Korea_South_75_84,M_Korea_South_85ov,M_Korea_South_Tot,M_Lebanon_0_4,M_Lebanon_5_14,M_Lebanon_15_24,M_Lebanon_25_44,M_Lebanon_45_54,M_Lebanon_55_64,M_Lebanon_65_74,M_Lebanon_75_84,M_Lebanon_85ov,M_Lebanon_Tot,M_Malaysia_0_4,M_Malaysia_5_14,M_Malaysia_15_24,M_Malaysia_25_44,M_Malaysia_45_54,M_Malaysia_55_64,M_Malaysia_65_74,M_Malaysia_75_84,M_Malaysia_85ov,M_Malaysia_Tot,M_Malta_0_4,M_Malta_5_14,M_Malta_15_24,M_Malta_25_44,M_Malta_45_54,M_Malta_55_64,M_Malta_65_74,M_Malta_75_84,M_Malta_85ov,M_Malta_Tot,M_Mauritius_0_4,M_Mauritius_5_14,M_Mauritius_15_24,M_Mauritius_25_44,M_Mauritius_45_54,M_Mauritius_55_64,M_Mauritius_65_74,M_Mauritius_75_84,M_Mauritius_85ov,M_Mauritius_Tot,M_Myanmar_0_4,M_Myanmar_5_14,M_Myanmar_15_24,M_Myanmar_25_44,M_Myanmar_45_54,M_Myanmar_55_64,M_Myanmar_65_74,M_Myanmar_75_84,M_Myanmar_85ov,M_Myanmar_Tot,M_Nepal_0_4,M_Nepal_5_14,M_Nepal_15_24,M_Nepal_25_44,M_Nepal_45_54,M_Nepal_55_64,M_Nepal_65_74,M_Nepal_75_84,M_Nepal_85ov,M_Nepal_Tot,M_Netherlands_0_4,M_Netherlands_5_14,M_Netherlands_15_24,M_Netherlands_25_44,M_Netherlands_45_54,M_Netherlands_55_64,M_Netherlands_65_74,M_Netherlands_75_84,M_Netherlands_85ov,M_Netherlands_Tot,M_New_Zealand_0_4,M_New_Zealand_5_14,M_New_Zealand_15_24,M_New_Zealand_25_44,M_New_Zealand_45_54,M_New_Zealand_55_64,M_New_Zealand_65_74,M_New_Zealand_75_84,M_New_Zealand_85ov,M_New_Zealand_Tot,M_North_Macedonia_0_4,M_North_Macedonia_5_14,M_North_Macedonia_15_24,M_North_Macedonia_25_44,M_North_Macedonia_45_54,M_North_Macedonia_55_64,M_North_Macedonia_65_74,M_North_Macedonia_75_84,M_North_Macedonia_85ov,M_North_Macedonia_Tot,M_Pakistan_0_4,M_Pakistan_5_14,M_Pakistan_15_24,M_Pakistan_25_44,M_Pakistan_45_54,M_Pakistan_55_64,M_Pakistan_65_74,M_Pakistan_75_84,M_Pakistan_85ov,M_Pakistan_Tot,M_PNG_0_4,M_PNG_5_14,M_PNG_15_24,M_PNG_25_44,M_PNG_45_54,M_PNG_55_64,M_PNG_65_74,M_PNG_75_84,M_PNG_85ov,M_PNG_Tot,M_Philippines_0_4,M_Philippines_5_14,M_Philippines_15_24,M_Philippines_25_44,M_Philippines_45_54,M_Philippines_55_64,M_Philippines_65_74,M_Philippines_75_84,M_Philippines_85ov,M_Philippines_Tot,M_Poland_0_4,M_Poland_5_14,M_Poland_15_24,M_Poland_25_44,M_Poland_45_54,M_Poland_55_64,M_Poland_65_74,M_Poland_75_84,M_Poland_85ov,M_Poland_Tot,M_Samoa_0_4,M_Samoa_5_14,M_Samoa_15_24,M_Samoa_25_44,M_Samoa_45_54,M_Samoa_55_64,M_Samoa_65_74,M_Samoa_75_84,M_Samoa_85ov,M_Samoa_Tot,M_Scotland_0_4,M_Scotland_5_14,M_Scotland_15_24,M_Scotland_25_44,M_Scotland_45_54,M_Scotland_55_64,M_Scotland_65_74,M_Scotland_75_84,M_Scotland_85ov,M_Scotland_Tot
SED10080,0,0,0,20,3,4,5,0,0,31,0,0,7,254,55,38,25,14,0,385,5,0,30,365,53,40,47,32,11,574,0,14,27,168,87,28,15,0,0,345,0,3,37,398,61,17,11,5,0,532,0,0,4,43,22,28,9,11,0,109,0,4,76,379,99,61,56,16,3,697,0,0,0,3,8,4,11,4,0,30,0,0,3,15,9,6,4,4,0,34,0,0,8,16,4,4,6,0,0,49,0,3,57,81,3,0,0,0,0,145,0,4,5,70,18,9,16,10,5,139,0,8,78,621,307,299,171,55,19,1545,0,0,0,12,0,8,3,0,0,27,0,0,14,75,4,3,0,0,0,101,0,0,0,5,17,13,0,3,0,43,0,5,29,325,68,44,23,4,0,494,0,0,0,66,17,18,19,9,3,128,0,0,0,5,0,0,0,0,0,6,0,3,0,116,52,50,36,19,9,287
SED10081,0,0,0,3,0,0,0,0,0,4,0,3,0,12,4,4,5,4,0,26,0,0,0,4,0,4,3,4,5,23,0,3,0,4,0,0,0,0,0,8,0,0,7,8,4,0,0,0,0,15,0,0,0,0,0,4,6,6,0,14,0,4,5,19,17,0,0,0,0,51,0,0,0,0,0,4,5,5,0,14,0,0,0,0,0,0,0,0,0,0,0,5,0,25,5,0,4,0,0,37,0,0,5,99,0,0,0,0,0,111,0,0,0,3,6,0,14,28,3,53,0,6,15,66,54,53,51,21,5,274,0,0,0,0,0,0,0,0,0,0,0,4,9,38,3,0,0,0,0,52,0,0,0,8,9,8,6,0,0,23,3,43,55,116,56,7,0,0,0,274,0,0,0,0,0,0,5,0,0,3,0,0,0,4,0,0,0,0,0,5,0,9,3,6,7,19,21,11,4,72
SED10082,0,0,0,0,5,0,0,0,0,4,0,12,19,27,33,27,32,14,7,169,0,0,3,12,4,19,42,32,18,129,0,6,7,12,4,3,0,0,0,30,0,0,4,13,10,3,0,3,0,34,0,0,0,0,4,8,8,4,0,33,0,0,8,12,6,16,7,6,0,50,0,0,0,0,0,7,33,15,0,56,0,0,0,6,4,6,5,3,0,16,0,0,0,0,0,3,0,0,0,5,0,0,8,16,0,3,0,0,0,23,0,0,3,3,11,17,32,35,13,123,0,21,26,133,162,120,113,59,13,647,0,0,0,0,0,0,3,0,0,3,0,0,0,3,3,3,0,0,0,14,0,0,0,8,16,10,9,0,0,46,6,14,4,26,14,7,7,0,0,81,0,5,0,15,9,10,12,9,3,50,0,0,0,0,0,0,0,0,0,4,0,8,11,38,32,51,43,45,22,239
SED10083,0,0,0,0,0,4,0,0,0,3,0,9,0,34,25,23,24,28,3,142,0,0,0,5,8,7,40,28,11,110,0,3,0,4,5,3,3,0,0,18,0,6,5,23,17,8,11,0,0,73,0,0,0,5,4,11,10,0,3,37,0,0,8,17,6,9,7,3,0,54,0,0,0,0,4,13,33,29,0,71,0,0,0,0,0,0,7,0,0,17,0,0,0,0,0,8,0,0,0,10,0,0,8,33,5,0,0,0,0,48,0,5,0,10,7,6,30,22,8,79,8,17,19,138,141,127,89,29,9,590,0,0,0,0,3,0,4,0,0,6,0,0,0,13,4,0,0,0,0,26,0,0,7,4,6,6,0,0,0,22,0,12,12,76,20,20,6,6,0,164,0,0,0,12,3,9,14,8,0,41,0,0,0,4,0,0,0,0,0,5,0,5,3,20,24,39,40,35,9,172
SED10084,0,0,0,0,0,0,0,0,0,0,0,4,3,24,19,5,6,19,6,94,0,0,0,19,6,7,27,19,8,101,0,6,0,23,8,4,7,0,0,59,0,0,3,3,5,0,0,0,0,17,0,0,0,0,0,0,4,0,0,7,0,0,3,6,8,18,11,0,0,43,0,0,0,0,0,5,13,9,3,28,0,0,0,0,0,5,5,6,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,27,0,0,0,8,8,11,44,39,11,124,3,22,49,279,222,188,204,130,36,1130,0,0,0,0,0,5,3,0,0,3,0,0,0,9,0,0,0,0,0,9,0,0,3,5,19,14,0,3,0,55,0,23,24,66,19,7,3,0,0,139,0,0,0,8,4,0,11,7,0,33,0,0,0,8,5,0,0,0,0,8,0,0,3,8,29,35,60,51,21,209
SED10085,0,0,0,0,0,0,0,0,0,3,0,4,6,54,13,13,12,7,0,114,0,0,0,0,0,6,11,10,5,26,0,0,0,4,0,0,0,0,0,3,0,0,0,3,6,4,0,0,0,9,0,0,0,0,4,0,0,3,0,12,4,0,6,14,9,8,7,0,0,39,0,0,0,0,0,4,7,9,0,15,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,0,0,5,20,0,0,0,0,0,26,0,0,0,3,6,7,32,20,3,76,0,18,42,127,108,135,75,33,3,543,0,0,0,0,0,3,0,0,0,0,0,0,0,7,7,0,0,0,0,17,0,0,0,6,10,5,4,0,0,18,4,37,16,59,33,9,4,0,0,160,0,0,0,0,4,5,3,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,4,12,19,26,15,0,90
SED10086,0,0,0,4,4,0,6,13,9,33,0,6,0,268,54,25,12,3,7,376,0,0,0,256,41,24,30,33,17,409,0,8,8,27,17,7,10,7,5,78,0,4,6,20,14,4,6,0,0,56,0,0,0,10,11,19,7,9,3,61,0,4,4,25,25,19,21,12,3,107,0,0,0,3,5,4,7,3,3,22,0,0,0,10,0,0,0,0,0,12,0,0,0,4,0,0,0,0,6,6,0,0,0,11,0,0,0,0,0,14,0,7,0,54,13,7,12,12,4,110,9,19,37,333,196,155,94,43,9,886,0,0,0,6,0,6,3,0,0,21,0,0,0,9,3,0,4,0,0,22,0,0,3,3,11,4,0,3,0,32,0,7,17,79,33,13,7,0,0,159,0,3,3,44,4,8,56,9,22,149,0,0,0,0,0,0,0,0,0,0,0,0,3,79,45,24,19,12,5,190
SED10087,10,101,101,114,45,13,8,3,0,393,0,11,3,8,13,3,5,12,0,54,0,5,0,9,4,9,15,6,3,45,0,0,3,3,5,0,0,0,0,8,0,3,0,13,0,4,0,0,0,21,0,0,0,0,3,3,0,0,0,9,3,28,0,14,18,15,5,0,0,89,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,0,0,0,0,4,0,7,8,78,21,6,0,0,0,117,0,0,16,86,3,0,0,0,0,104,0,0,4,3,3,5,27,12,3,58,6,17,15,107,60,66,51,19,4,347,0,0,0,0,0,0,0,0,0,4,0,9,6,39,8,3,0,0,0,69,0,0,4,8,7,5,0,0,0,28,0,32,31,110,38,4,0,0,0,221,0,0,0,8,0,4,0,4,0,10,0,0,3,30,0,0,0,0,0,41,0,0,5,12,11,15,15,13,5,78
SED10088,0,0,0,0,0,0,3,0,0,11,0,8,7,65,76,43,16,11,4,235,0,8,8,85,34,92,162,156,65,612,0,4,21,19,20,16,8,0,0,87,0,4,9,47,21,24,19,0,3,136,0,0,0,4,10,12,4,5,4,42,0,4,12,22,20,25,15,8,0,108,0,0,0,0,0,4,5,4,0,15,0,3,0,7,3,0,0,4,0,12,0,0,0,4,0,0,0,0,0,6,3,3,138,259,13,0,0,0,0,415,0,6,9,15,21,25,21,37,20,154,0,17,49,321,210,192,87,41,12,929,0,0,0,3,0,4,4,6,0,21,0,3,7,16,11,3,0,0,0,39,0,0,0,0,15,7,8,4,3,40,3,18,40,169,62,54,27,11,3,378,0,0,0,22,22,16,16,5,0,81,0,0,0,0,9,0,0,0,0,11,0,6,15,42,56,59,45,28,14,267
SED10089,0,6,5,12,5,4,4,0,0,40,0,12,3,23,12,5,3,3,0,70,0,0,0,5,5,7,24,33,28,109,0,0,3,3,0,5,0,0,0,17,3,9,14,77,23,11,4,0,0,137,0,7,0,6,0,4,4,0,0,20,0,7,37,73,18,12,7,3,0,152,0,0,0,0,0,4,0,0,0,12,0,0,3,3,0,0,4,0,0,9,0,0,4,8,5,0,0,0,0,14,0,5,24,119,5,0,0,0,0,156,0,0,0,7,3,3,20,17,5,56,6,30,40,115,74,56,42,12,6,378,0,0,0,8,19,38,66,39,6,171,9,22,72,189,11,3,0,0,0,300,0,0,3,4,8,3,3,0,0,17,0,13,42,99,32,9,4,4,0,204,0,0,0,13,7,8,23,10,9,73,0,0,0,10,0,6,4,0,0,23,0,0,3,17,13,25,27,27,10,117
SED10090,0,0,0,7,3,10,4,0,3,25,0,3,0,75,52,38,22,11,3,210,0,7,3,69,21,28,38,58,46,263,18,64,46,174,125,73,35,13,0,550,4,43,55,311,102,65,35,13,4,639,0,0,5,14,17,23,20,21,3,103,5,14,41,209,104,67,65,35,7,540,0,0,0,3,0,0,0,5,0,12,0,0,0,7,0,8,3,0,0,19,0,0,0,0,5,0,0,0,0,15,0,0,96,161,13,0,0,0,0,275,0,6,0,11,23,10,17,16,3,89,7,33,64,219,209,176,99,48,10,860,0,0,0,0,5,9,7,5,3,25,0,5,6,31,11,4,8,5,0,56,0,3,0,5,24,29,19,13,6,105,5,24,32,204,75,31,17,4,0,392,0,0,4,29,9,11,13,4,5,76,0,0,0,3,0,0,0,0,0,6,0,7,4,42,37,36,30,21,9,191
SED10091,0,0,4,10,8,4,8,0,0,29,0,3,0,32,29,33,29,21,0,150,0,0,0,10,14,31,63,40,20,182,0,0,0,4,0,0,4,0,0,6,0,0,0,16,7,0,0,0,0,19,0,0,0,9,22,20,15,10,0,84,0,6,0,7,6,12,7,4,0,40,0,0,0,4,6,11,54,32,3,112,0,0,0,3,0,3,9,0,5,24,0,0,0,0,0,0,0,4,0,5,0,6,15,141,7,0,0,0,0,170,0,0,0,6,13,21,39,33,13,119,0,17,21,92,106,98,82,46,6,460,0,0,0,5,6,12,4,0,0,27,3,0,0,17,4,3,0,0,0,24,0,0,0,0,13,3,6,0,0,21,0,6,11,48,8,6,6,0,0,79,0,0,0,8,7,9,14,9,3,48,0,0,0,8,0,0,0,0,0,8,0,4,7,20,26,40,55,44,16,209
SED10092,0,27,27,43,18,21,6,3,0,138,0,3,9,26,15,6,9,3,0,83,0,0,3,32,28,68,163,149,111,557,0,0,8,14,3,0,6,0,0,31,0,0,15,40,6,19,4,0,0,87,0,0,11,78,51,46,37,25,5,248,3,8,20,41,5,10,5,3,0,97,0,0,0,0,3,12,28,37,17,109,0,0,0,0,0,5,0,0,0,6,0,3,5,54,13,6,6,7,0,104,0,0,21,116,3,0,0,0,0,146,0,0,3,5,4,7,30,40,11,103,4,22,40,146,67,82,53,19,6,447,3,0,12,57,145,269,334,219,65,1096,4,10,19,138,9,0,4,0,0,187,0,0,0,4,4,0,4,0,0,15,6,16,25,117,38,22,7,6,0,231,0,0,0,7,3,8,23,11,5,54,0,0,3,8,6,0,0,3,0,20,0,0,3,12,21,53,51,38,14,189
SED10093,0,0,0,0,4,3,0,0,0,7,0,12,0,21,10,13,26,35,3,120,0,3,0,8,8,20,41,39,13,136,0,6,5,0,4,0,0,0,0,22,0,3,4,26,11,11,16,5,0,76,0,0,0,3,8,11,4,3,0,33,0,0,6,14,7,7,6,0,0,39,0,0,3,3,8,8,47,33,3,109,0,0,0,3,9,4,3,0,0,22,0,0,0,0,0,0,0,0,0,6,0,0,9,55,4,0,0,0,0,62,0,0,0,0,6,11,34,34,7,99,5,33,49,184,139,134,101,32,5,683,0,0,0,0,0,4,0,0,0,3,0,4,9,25,0,0,3,0,0,33,0,0,0,6,3,7,6,0,0,25,0,13,31,112,37,17,12,0,0,223,0,0,0,6,6,0,7,3,0,25,0,0,0,4,3,0,0,0,0,11,0,5,6,15,26,51,37,46,13,198
SED19494,0,0,0,8,0,0,0,0,0,13,0,0,0,5,0,3,0,4,0,12,0,0,3,8,0,7,5,0,0,16,0,0,4,6,0,0,0,0,0,5,0,0,3,3,0,0,0,0,0,7,0,0,0,4,0,0,0,0,0,11,0,0,4,18,7,5,0,0,0,32,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,0,0,0,0,10,0,0,0,5,0,6,3,5,0,22,0,6,0,40,22,20,18,3,0,105,0,0,0,0,3,0,0,0,0,3,0,0,0,6,0,0,0,0,0,6,0,0,0,6,0,0,0,0,0,6,0,6,9,10,3,0,0,0,0,26,0,0,0,3,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,4,0,0,17
SED19797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
