SED_CODE_2021,Afghanistan_Before_1951,Afghanistan_1951_1960,Afghanistan_1961_1970,Afghanistan_1971_1980,Afghanistan_1981_1990,Afghanistan_1991_2000,Afghanistan_2001_2010,Afghanistan_2011_2015,Afghanistan_2016,Afghanistan_2017,Afghanistan_2018,Afghanistan_2019,Afghanistan_2020,Afghanistan_2021,Afghanistan_Yr_arrival_NS,Afghanistan_Tot,Bangladesh_Before_1951,Bangladesh_1951_1960,Bangladesh_1961_1970,Bangladesh_1971_1980,Bangladesh_1981_1990,Bangladesh_1991_2000,Bangladesh_2001_2010,Bangladesh_2011_2015,Bangladesh_2016,Bangladesh_2017,Bangladesh_2018,Bangladesh_2019,Bangladesh_2020,Bangladesh_2021,Bangladesh_Yr_arrival_NS,Bangladesh_Tot,Canada_Before_1951,Canada_1951_1960,Canada_1961_1970,Canada_1971_1980,Canada_1981_1990,Canada_1991_2000,Canada_2001_2010,Canada_2011_2015,Canada_2016,Canada_2017,Canada_2018,Canada_2019,Canada_2020,Canada_2021,Canada_Yr_arrival_NS,Canada_Tot,China_exc_SARs_Taiw_Bef_1951,China_exc_SARs_Taiwan_51_60,China_exc_SARs_Taiwan_61_70,China_exc_SARs_Taiwan_71_80,China_exc_SARs_Taiwan_81_90,China_exc_SARs_Taiwan_91_00,China_exc_SARs_Taiwan_01_10,China_exc_SARs_Taiwan_11_15,China_exc_SARs_Taiwan_2016,China_exc_SARs_Taiwan_2017,China_exc_SARs_Taiwan_2018,China_exc_SARs_Taiwan_2019,China_exc_SARs_Taiwan_2020,China_exc_SARs_Taiwan_2021,China_exc_SARs_Tawan_arr_ns,China_exc_SARs_Taiwan_Tot,Croatia_Before_1951,Croatia_1951_1960,Croatia_1961_1970,Croatia_1971_1980,Croatia_1981_1990,Croatia_1991_2000,Croatia_2001_2010,Croatia_2011_2015,Croatia_2016,Croatia_2017,Croatia_2018,Croatia_2019,Croatia_2020,Croatia_2021,Croatia_Yr_arrival_NS,Croatia_Tot,Egypt_Before_1951,Egypt_1951_1960,Egypt_1961_1970,Egypt_1971_1980,Egypt_1981_1990,Egypt_1991_2000,Egypt_2001_2010,Egypt_2011_2015,Egypt_2016,Egypt_2017,Egypt_2018,Egypt_2019,Egypt_2020,Egypt_2021,Egypt_Yr_arrival_NS,Egypt_Tot,Fiji_Before_1951,Fiji_1951_1960,Fiji_1961_1970,Fiji_1971_1980,Fiji_1981_1990,Fiji_1991_2000,Fiji_2001_2010,Fiji_2011_2015,Fiji_2016,Fiji_2017,Fiji_2018,Fiji_2019,Fiji_2020,Fiji_2021,Fiji_Yr_arrival_NS,Fiji_Tot,Germany_Before_1951,Germany_1951_1960,Germany_1961_1970,Germany_1971_1980,Germany_1981_1990,Germany_1991_2000,Germany_2001_2010,Germany_2011_2015,Germany_2016,Germany_2017,Germany_2018,Germany_2019,Germany_2020,Germany_2021,Germany_Yr_arrival_NS,Germany_Tot,Greece_Before_1951,Greece_1951_1960,Greece_1961_1970,Greece_1971_1980,Greece_1981_1990,Greece_1991_2000,Greece_2001_2010,Greece_2011_2015,Greece_2016,Greece_2017,Greece_2018,Greece_2019,Greece_2020,Greece_2021,Greece_Yr_arrival_NS,Greece_Tot,Hng_Kng_SAR_China_Bfre_1951,Hng_Kng_SAR_China_1951_1960,Hng_Kng_SAR_China_1961_1970,Hng_Kng_SAR_China_1971_1980,Hng_Kng_SAR_China_1981_1990,Hng_Kng_SAR_China_1991_2000,Hng_Kng_SAR_China_2001_2010,Hng_Kng_SAR_China_2011_2015,Hong_Kong_SAR_China_2016,Hong_Kong_SAR_China_2017,Hong_Kong_SAR_China_2018,Hong_Kong_SAR_China_2019,Hong_Kong_SAR_China_2020,Hong_Kong_SAR_China_2021,Hng_Kng_SAR_Chna_arrival_ns,Hong_Kong_SAR_China_Tot,India_Before_1951,India_1951_1960,India_1961_1970,India_1971_1980,India_1981_1990,India_1991_2000,India_2001_2010,India_2011_2015,India_2016,India_2017,India_2018,India_2019,India_2020,India_2021,India_Yr_arrival_NS,India_Tot,Indonesia_Before_1951,Indonesia_1951_1960,Indonesia_1961_1970,Indonesia_1971_1980,Indonesia_1981_1990,Indonesia_1991_2000,Indonesia_2001_2010,Indonesia_2011_2015,Indonesia_2016,Indonesia_2017,Indonesia_2018,Indonesia_2019,Indonesia_2020,Indonesia_2021,Indonesia_Yr_arrival_ns,Indonesia_Tot,Iran_Before_1951,Iran_1951_1960,Iran_1961_1970,Iran_1971_1980,Iran_1981_1990,Iran_1991_2000,Iran_2001_2010,Iran_2011_2015
SED10024,0,0,0,5,4,0,3,0,0,0,0,0,0,0,0,15,0,0,0,0,4,0,12,0,0,3,5,0,0,3,0,36,0,0,23,45,41,45,84,42,3,8,3,10,0,3,4,306,27,47,47,80,689,1004,2310,1429,310,293,229,302,191,25,101,7095,0,23,44,14,4,14,6,3,0,0,0,0,0,0,0,109,14,23,81,12,13,4,8,3,0,0,7,0,0,0,0,160,5,8,13,17,19,8,17,7,0,0,3,0,0,0,4,101,40,54,43,41,41,47,86,44,0,3,11,7,3,3,4,444,3,22,39,5,5,3,3,0,0,0,0,0,7,0,4,89,0,28,57,173,625,544,204,158,37,46,36,81,70,26,37,2117,3,8,54,80,168,208,279,118,43,36,38,38,14,7,16,1113,0,7,18,37,75,101,57,23,3,4,3,10,8,0,3,347,0,0,36,79,206,87,181,135
SED10025,0,0,0,0,8,3,7,5,0,0,0,0,0,0,0,33,0,0,0,4,4,17,24,12,4,5,0,5,6,0,0,78,0,0,5,23,20,16,36,24,7,6,7,6,0,0,0,152,3,36,48,50,573,924,2022,1294,305,278,204,317,113,17,96,6288,0,22,92,12,11,14,3,0,0,0,3,0,0,0,3,170,9,29,84,51,69,26,25,38,13,4,7,9,3,4,12,377,0,4,11,35,56,38,25,10,0,0,3,5,0,0,8,192,38,35,22,19,31,25,37,27,3,0,4,0,0,0,10,258,9,151,339,48,13,3,8,7,4,0,0,0,0,0,16,589,5,14,46,123,309,297,123,107,38,37,23,26,24,11,6,1189,0,0,38,78,135,200,315,223,92,128,161,135,63,15,22,1603,0,8,5,26,44,72,117,65,16,11,11,21,10,0,5,408,0,0,0,15,75,37,98,125
SED10026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,3,38,50,26,18,10,12,0,0,0,166,0,0,0,9,10,6,16,16,0,0,0,0,0,0,0,60,0,0,0,8,17,14,57,33,10,11,13,14,15,10,19,215,0,0,7,0,0,4,0,0,0,0,0,0,0,0,5,19,0,0,4,0,0,4,5,0,0,0,0,0,6,0,0,19,0,0,0,0,13,6,20,18,0,8,0,6,0,13,12,102,26,48,29,6,8,8,13,11,0,3,0,0,0,0,6,150,0,11,24,0,6,4,0,0,0,0,0,0,0,0,0,40,0,3,3,9,10,3,4,9,0,0,0,0,0,0,12,40,0,0,7,12,10,14,213,246,79,86,71,57,24,11,17,844,0,3,0,0,4,9,3,5,0,3,0,0,0,0,3,42,0,0,0,0,5,0,0,4
SED10027,0,0,0,0,11,10,20,0,0,0,0,0,0,0,0,42,0,0,0,0,12,42,81,38,5,10,3,6,7,0,5,204,0,0,3,12,11,14,10,6,0,4,0,0,0,0,0,67,5,5,20,39,501,608,1117,453,99,90,63,74,21,4,54,3141,0,15,53,34,10,18,10,4,0,0,0,0,0,0,4,150,15,27,79,70,144,138,214,136,22,14,12,14,4,0,16,914,0,0,8,31,152,84,82,19,9,6,8,6,5,0,4,411,47,48,27,5,14,9,23,12,0,0,0,0,0,0,8,201,8,144,417,121,52,27,27,52,4,11,3,0,0,0,28,900,0,4,3,74,202,230,76,40,7,12,7,10,0,0,8,671,0,0,23,34,105,222,400,136,28,34,51,68,18,0,16,1132,0,0,6,39,91,179,221,50,8,14,14,0,12,0,19,650,0,0,0,0,13,16,20,35
SED10028,0,0,0,5,43,24,6,3,0,0,0,0,0,0,0,82,0,0,0,8,24,33,90,60,13,23,11,14,4,0,0,289,0,3,21,20,16,27,17,18,7,7,4,0,0,0,4,149,12,41,36,81,1139,1808,4469,2331,522,452,405,489,173,47,167,12171,0,10,30,12,8,9,4,0,0,0,0,0,0,0,0,79,3,16,36,16,24,16,9,12,3,17,0,9,10,0,3,175,0,0,8,24,69,77,47,6,6,0,0,0,6,0,5,257,29,38,30,12,14,22,41,7,5,0,4,0,3,0,13,229,0,20,38,10,4,5,5,3,0,0,0,0,0,0,8,86,5,19,34,201,948,1363,365,167,72,70,83,104,87,40,58,3607,7,6,46,95,371,987,1503,899,360,477,563,543,211,103,58,6219,0,6,6,43,121,188,149,60,3,10,4,13,3,6,9,627,0,0,5,22,174,124,189,211
SED10029,0,0,0,0,13,71,236,204,19,36,27,44,7,6,18,678,0,0,0,0,0,9,21,14,12,3,4,0,0,0,0,69,0,0,0,0,0,3,13,5,0,0,5,0,0,3,4,28,4,11,34,49,517,429,509,196,35,86,31,41,9,0,98,2053,0,18,232,61,16,78,15,6,0,0,0,0,0,0,15,451,3,7,24,22,22,30,43,15,6,0,0,0,0,0,9,176,0,0,0,25,153,130,126,46,3,11,27,24,3,0,15,570,37,36,23,21,9,15,15,5,0,0,0,0,0,0,18,177,0,25,62,28,6,15,17,3,0,0,0,0,0,0,15,161,0,0,0,14,88,64,15,4,3,3,7,4,0,0,8,226,0,0,16,9,30,42,128,65,9,27,22,39,11,0,9,404,0,0,4,22,47,57,55,15,6,6,0,11,3,0,6,227,0,0,7,34,86,96,182,223
SED10030,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,5,0,0,0,5,0,3,8,15,3,13,12,0,7,0,3,54,0,5,16,19,25,23,59,19,4,5,4,0,3,0,3,184,8,26,13,11,90,115,271,154,35,28,23,28,11,0,17,831,0,15,31,11,4,8,0,5,0,0,0,0,0,0,8,65,3,20,33,4,11,5,8,17,3,11,3,8,5,0,4,124,4,0,10,18,34,37,17,0,6,0,3,3,3,0,0,142,38,49,38,25,26,37,67,25,3,3,0,5,0,0,9,321,3,40,49,9,3,0,5,4,0,0,0,0,0,0,0,111,0,4,4,21,35,20,15,8,4,0,0,5,3,0,0,128,4,5,13,35,24,32,218,216,61,84,68,69,23,4,12,862,0,4,7,11,16,26,40,30,0,0,0,14,5,0,0,151,0,0,4,7,9,6,27,20
SED10031,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,13,0,0,0,5,0,5,7,11,3,0,0,15,0,0,3,49,0,0,8,33,19,22,31,5,4,0,0,6,0,0,4,133,0,10,7,3,22,21,56,31,14,6,7,41,3,15,16,253,0,15,39,16,4,5,4,0,0,0,0,0,0,0,0,83,6,6,7,5,3,0,3,0,0,0,0,0,0,0,3,41,0,0,4,10,16,15,12,5,0,0,0,13,5,0,6,98,36,63,49,28,44,27,19,15,0,0,3,3,4,0,18,310,7,19,39,9,0,4,4,0,0,0,0,0,0,0,8,92,0,0,5,6,9,5,9,5,0,4,3,3,6,0,0,65,3,4,17,17,12,17,79,104,26,28,37,35,7,0,4,385,0,7,0,0,0,9,11,16,0,10,5,9,3,0,0,72,0,0,0,0,7,4,13,9
SED10032,0,0,0,3,56,406,1094,942,150,168,166,168,84,41,48,3325,0,0,0,3,4,76,177,131,24,32,43,23,14,0,3,540,0,0,0,8,4,4,13,10,0,0,5,5,0,0,0,51,0,21,33,43,627,801,1535,757,146,223,175,140,26,6,140,4674,3,28,167,57,32,36,14,10,0,0,0,0,0,0,6,348,4,10,35,35,38,49,70,55,11,17,17,6,6,0,9,371,0,0,5,47,258,183,203,67,21,16,32,36,10,5,20,909,22,22,14,3,9,15,16,6,0,3,4,0,0,0,5,124,0,52,177,47,14,4,3,3,0,0,0,0,0,0,4,301,0,0,7,42,137,122,68,31,4,5,12,4,8,0,8,455,4,5,32,59,132,394,2281,2148,1021,1174,1498,1570,538,203,157,11204,0,5,0,18,49,96,110,50,13,6,6,10,4,0,11,389,0,0,5,4,43,111,268,619
SED10033,0,0,0,0,0,16,5,0,0,0,0,0,0,0,0,20,0,0,0,4,0,11,4,6,0,4,3,6,0,0,0,37,0,0,18,15,9,7,13,7,0,3,3,3,0,4,0,87,0,8,0,13,40,92,109,53,19,16,18,6,5,0,6,385,0,7,61,12,10,12,0,0,0,0,0,0,3,0,6,113,0,17,18,8,5,7,3,8,0,0,0,0,0,0,0,62,0,4,7,12,33,28,14,6,0,3,6,0,5,0,4,121,44,82,43,33,23,7,23,9,0,10,3,0,0,0,10,299,4,25,39,17,3,0,0,0,0,3,0,0,0,0,4,94,3,6,9,4,7,12,3,6,0,0,0,0,0,0,0,47,3,7,22,21,27,41,81,165,59,56,51,58,10,0,12,606,4,0,6,3,0,3,11,7,4,0,0,3,0,0,3,49,0,0,4,3,30,13,14,8
SED10034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,20,4,0,0,0,0,0,0,0,29,0,0,13,19,15,22,56,20,7,0,0,0,4,5,0,168,5,10,8,17,85,89,248,99,17,8,14,24,4,0,13,648,0,9,30,10,3,6,0,0,0,0,0,0,0,0,0,60,5,19,50,3,15,30,28,9,0,3,0,0,4,0,6,179,0,4,5,20,35,28,19,11,0,0,0,0,0,0,0,126,35,49,34,24,26,28,48,31,0,0,0,5,0,0,14,302,0,30,86,17,7,3,7,0,0,0,0,0,0,0,6,158,0,0,3,29,57,43,28,3,3,10,0,0,0,0,0,181,4,3,26,17,32,88,100,76,24,22,24,12,5,0,0,435,0,5,4,5,37,33,30,17,3,4,3,5,3,0,0,150,0,0,0,0,7,0,20,23
SED10035,0,0,0,0,8,11,11,3,0,0,0,0,0,0,6,40,0,0,0,12,68,174,216,143,43,47,51,47,32,11,10,847,0,0,6,21,22,45,74,87,21,23,28,36,22,9,6,393,7,21,21,92,450,709,2232,2582,890,1063,942,1195,406,43,178,10831,0,9,50,23,8,32,10,4,0,0,0,0,0,0,5,150,10,25,83,44,35,21,18,12,3,10,4,10,6,0,12,299,0,0,4,36,109,59,76,16,0,4,6,4,10,0,4,335,9,16,25,17,27,35,103,80,26,19,30,41,13,0,4,461,16,304,632,116,37,21,21,41,3,4,11,0,3,0,70,1283,0,4,28,111,260,278,206,179,86,97,77,76,67,16,21,1500,3,0,22,28,97,184,403,335,174,195,304,420,161,23,38,2395,0,0,8,85,277,681,908,731,256,319,352,367,139,6,124,4267,0,0,0,3,47,44,96,131
SED10036,0,0,0,0,16,36,42,7,3,4,0,0,0,0,0,106,0,0,0,11,32,133,195,76,20,7,8,15,11,0,4,492,0,0,3,8,12,13,4,3,0,8,5,0,0,0,0,61,3,12,9,29,208,227,409,171,31,36,19,33,0,3,31,1214,5,24,97,44,12,101,47,0,0,0,0,0,0,0,25,344,8,18,51,59,139,205,269,197,41,38,16,32,13,0,23,1097,0,0,9,67,635,713,559,145,25,29,22,20,11,5,47,2296,46,45,21,15,9,22,29,7,3,0,5,0,0,0,5,210,3,68,270,93,34,30,15,25,5,0,0,0,0,3,27,577,0,0,11,30,62,54,37,13,4,0,4,5,0,0,5,223,4,0,24,47,160,624,990,311,83,73,64,86,18,3,20,2504,0,3,0,47,82,161,193,34,6,7,7,7,0,0,9,559,0,0,3,6,19,28,56,33
SED10037,0,0,0,17,25,25,20,0,0,0,0,0,0,0,5,99,0,0,0,0,7,15,22,26,3,0,7,8,0,0,0,88,0,0,18,27,30,39,45,22,3,8,4,3,0,0,0,195,8,15,13,32,428,805,2002,1056,223,164,132,201,48,19,77,5218,0,8,18,15,5,6,3,0,0,0,0,0,0,0,0,55,5,8,16,12,3,9,10,12,0,0,0,0,0,0,0,73,0,4,10,23,58,20,16,13,0,4,0,0,3,4,0,162,32,48,40,36,35,48,74,24,9,7,0,0,0,0,5,361,0,13,26,7,3,3,0,4,0,0,0,0,0,0,0,64,0,9,12,62,292,327,134,63,26,18,18,15,10,10,19,1015,6,3,43,58,169,389,899,553,196,157,188,149,45,8,21,2906,0,3,4,15,39,80,102,22,10,3,0,4,7,0,4,299,0,0,8,20,106,108,224,285
SED10038,0,0,0,0,0,0,0,5,0,0,10,0,0,0,0,18,0,0,0,0,0,0,3,14,8,9,9,15,10,0,0,66,0,0,5,22,22,33,63,35,8,7,6,6,10,0,7,236,0,8,3,6,38,91,215,145,36,35,35,57,19,7,16,709,0,23,71,27,11,47,24,0,0,0,0,0,0,0,7,217,4,9,12,6,5,3,5,3,0,0,0,0,0,0,0,55,0,0,6,13,23,25,12,0,0,0,3,0,0,0,7,90,64,134,30,21,22,22,41,15,0,0,0,3,0,0,8,377,0,65,82,20,12,5,3,14,0,0,0,0,0,0,15,209,0,4,0,3,7,11,13,8,0,3,0,4,0,0,5,71,3,4,15,39,24,43,90,114,37,61,95,156,111,3,23,819,0,5,4,4,10,18,18,17,5,14,7,5,4,0,3,120,0,0,0,5,19,11,32,39
SED10039,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,5,0,0,5,0,0,0,0,13,0,3,10,23,15,14,38,19,7,5,7,6,0,0,4,165,7,10,3,0,21,24,54,35,6,3,5,15,0,3,9,200,0,6,32,9,0,11,0,0,0,0,0,0,0,0,0,63,12,7,4,7,3,3,6,4,0,0,0,6,0,0,8,54,0,7,6,0,12,10,7,4,5,0,0,0,0,0,9,61,42,156,55,28,36,16,24,14,5,0,4,6,0,4,22,403,4,13,24,8,0,0,0,3,0,0,0,0,0,0,3,60,0,3,3,5,4,5,4,8,3,0,0,0,3,0,3,48,0,4,10,19,6,10,61,84,15,18,24,34,6,0,12,285,5,4,3,0,0,9,17,10,0,8,0,0,6,0,0,60,0,0,3,0,9,9,9,8
SED10040,0,0,0,0,0,8,0,0,3,0,0,0,0,0,0,16,0,0,0,0,10,90,395,265,46,67,50,53,22,9,23,1031,0,0,4,0,15,8,14,7,5,3,4,5,0,0,0,63,9,41,70,216,2405,2953,4656,2353,479,514,479,527,159,33,421,15326,6,40,162,41,32,45,14,12,0,0,0,0,0,0,7,369,7,46,110,102,108,129,56,56,7,0,16,6,4,0,32,685,0,0,9,56,139,115,90,37,13,12,5,14,4,0,24,513,13,14,18,13,15,16,28,4,0,0,4,4,0,0,10,142,20,350,977,231,47,28,22,82,21,8,9,5,0,0,168,1976,0,10,30,251,671,772,281,157,57,40,37,34,10,9,30,2382,0,0,24,34,88,131,365,404,130,117,158,147,56,19,30,1713,0,5,11,53,158,373,373,121,21,24,37,26,16,4,27,1242,0,0,0,5,6,16,19,25
SED10041,0,0,0,3,9,9,0,0,0,0,0,0,0,0,0,27,0,0,0,3,7,8,26,18,7,3,0,3,0,0,0,69,4,3,19,38,25,42,55,17,6,12,0,5,3,3,5,243,21,49,40,72,628,1232,2975,1739,443,337,338,410,201,29,149,8659,0,12,28,3,10,7,0,4,0,0,0,0,0,0,4,69,14,17,24,7,12,3,9,4,0,3,11,3,0,0,0,109,4,4,12,29,37,18,24,6,0,4,0,0,6,0,0,134,38,43,46,32,27,42,66,21,3,0,4,8,10,0,14,356,3,23,20,10,4,0,8,0,0,0,0,0,0,0,3,70,6,22,45,173,622,584,295,153,37,46,50,52,70,38,31,2226,12,18,47,111,225,421,889,634,188,304,285,308,138,53,28,3653,4,8,12,35,82,119,119,48,8,10,7,8,4,3,6,477,0,0,5,44,189,132,340,306
SED10042,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,4,0,0,0,0,0,0,6,8,0,5,0,4,0,0,0,32,0,3,9,20,19,18,21,14,0,3,4,7,0,0,5,119,3,6,4,0,25,16,52,37,3,4,4,4,0,0,0,181,0,10,19,7,0,4,0,0,0,0,0,0,0,0,4,53,4,5,13,5,0,0,0,0,0,0,0,0,0,0,0,29,7,6,9,14,29,8,11,5,5,0,0,0,0,0,3,96,88,98,32,12,12,11,27,16,0,0,0,0,0,0,18,315,4,12,13,3,6,0,0,0,0,0,0,0,0,0,4,44,0,0,7,7,9,12,0,5,8,0,4,3,3,0,0,53,16,3,22,25,12,16,73,55,10,11,9,11,3,0,6,283,4,7,0,0,4,7,17,5,0,0,0,4,0,0,0,56,0,0,0,0,3,6,5,7
SED10043,0,0,0,0,8,26,18,14,0,15,3,0,0,0,0,82,0,0,0,14,97,528,2007,1121,233,282,274,274,109,64,91,5091,0,0,4,9,6,8,3,5,0,0,0,3,0,0,0,45,8,12,25,98,768,993,1307,569,95,143,76,86,22,12,99,4305,0,17,50,20,7,9,3,0,0,0,0,0,0,0,11,113,0,9,97,57,142,101,190,88,34,26,38,30,11,9,26,874,0,0,0,83,261,191,115,46,3,19,14,26,7,0,18,786,19,20,17,17,9,4,17,0,4,0,0,0,0,0,8,112,7,197,753,240,56,26,22,57,13,11,9,6,0,0,156,1539,0,5,18,96,210,186,76,39,13,11,4,3,4,6,15,681,0,0,13,27,75,146,642,486,192,324,508,504,85,18,65,3098,0,0,3,85,287,328,489,170,44,48,65,79,32,7,38,1686,0,0,3,0,13,20,24,39
SED10044,0,0,3,8,22,42,17,4,3,0,0,0,0,0,0,101,0,0,0,3,17,27,36,28,6,12,4,8,5,0,0,145,0,6,10,33,43,41,61,37,12,10,3,10,9,3,3,276,16,26,35,89,605,861,1527,850,209,152,136,199,69,16,68,4857,0,26,85,23,21,18,16,4,0,0,0,0,0,0,4,195,7,24,73,37,43,16,20,25,0,17,6,0,0,0,16,281,0,5,9,48,57,34,33,16,0,0,0,4,0,0,4,218,36,35,37,21,24,36,72,42,6,3,7,5,3,3,20,360,6,99,170,40,15,4,7,11,3,0,0,0,0,0,14,383,3,18,36,155,454,352,199,107,36,38,24,42,45,16,24,1547,6,5,41,70,166,252,449,414,186,202,241,221,93,34,46,2422,4,0,13,25,75,128,132,66,18,18,11,15,14,5,3,536,0,0,16,45,163,122,189,276
SED10045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,7,0,0,0,0,0,0,0,20,0,0,20,24,26,30,37,9,6,6,0,5,4,0,3,160,0,7,0,0,6,8,28,19,3,0,0,4,0,0,5,90,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,13,0,3,3,0,0,0,6,3,0,0,5,8,5,3,0,33,0,4,9,8,5,13,8,7,0,0,4,0,0,0,0,62,24,48,48,37,90,56,55,23,3,0,6,0,4,0,10,411,0,0,7,5,0,0,0,4,0,0,0,0,0,0,0,20,0,0,8,0,7,4,4,0,0,3,5,3,0,0,0,35,0,6,18,20,30,16,94,55,16,18,13,26,16,3,6,352,0,4,7,0,0,8,14,8,0,0,0,0,3,0,5,54,0,0,0,3,3,0,4,3
SED10046,0,0,0,0,18,31,85,21,7,6,3,4,0,0,0,174,0,0,0,0,11,48,162,108,20,38,27,23,7,3,6,465,0,0,0,0,10,4,14,5,0,0,3,0,0,0,0,39,6,0,4,35,219,187,339,149,31,43,35,15,8,4,19,1087,4,15,106,64,23,380,227,13,0,4,0,4,0,0,10,845,0,7,41,38,47,75,103,83,12,10,23,12,9,0,16,454,0,5,9,87,821,946,875,270,70,44,63,69,24,0,74,3361,20,29,20,12,13,28,20,0,6,0,3,4,5,0,4,166,0,26,115,29,15,13,7,23,0,0,0,0,0,0,6,246,0,0,3,7,57,39,21,6,0,0,0,0,3,0,0,142,0,0,9,18,88,280,734,469,98,160,178,179,60,15,41,2322,0,0,5,10,44,84,78,50,6,3,10,10,3,4,8,312,0,0,0,16,81,62,141,183
SED10047,0,0,0,0,17,102,173,72,4,14,7,12,0,0,8,406,0,0,0,4,13,77,324,192,30,11,6,16,10,4,7,694,0,0,17,11,7,8,21,3,0,0,0,0,0,0,0,69,4,4,5,7,67,89,289,156,54,22,24,29,14,3,37,808,5,13,128,49,16,46,3,0,0,0,0,0,0,0,3,265,5,9,30,21,84,48,89,79,9,5,7,8,0,0,8,412,0,0,4,49,275,361,362,245,54,22,43,29,13,0,39,1507,68,67,49,22,22,19,19,9,0,6,6,0,0,3,5,284,4,34,110,31,12,16,0,14,3,7,0,0,0,0,10,229,0,0,5,0,18,27,20,20,0,0,7,0,0,0,0,108,0,0,31,59,95,314,3667,2257,413,290,270,291,101,21,113,7940,0,4,3,19,48,77,82,50,8,6,5,6,9,3,5,319,0,0,0,13,21,33,55,81
SED10048,0,0,0,0,13,39,75,41,8,0,5,7,0,0,3,185,0,0,0,5,111,884,2324,825,169,117,115,92,50,32,57,4770,0,0,0,7,13,20,27,6,0,0,8,0,3,0,0,94,0,9,10,23,207,296,663,269,64,58,51,56,24,9,38,1751,0,19,123,55,31,83,34,10,5,0,5,0,0,0,14,365,6,7,28,28,97,136,184,158,38,15,10,9,8,0,17,748,0,0,4,76,653,742,675,230,44,47,52,48,18,3,52,2644,37,66,32,22,19,24,39,9,0,0,0,4,0,0,16,267,0,26,105,30,24,14,7,29,7,0,0,0,0,0,14,249,0,0,0,13,62,77,45,32,9,5,0,6,7,0,7,257,0,4,23,53,193,749,2707,1388,244,221,254,260,86,11,92,6288,0,0,0,25,73,163,239,88,15,13,22,20,13,0,10,694,0,0,0,4,28,28,49,43
SED10049,0,0,0,0,0,0,3,8,3,0,0,0,0,0,0,9,0,0,0,0,0,6,27,15,5,3,0,6,0,0,0,61,0,0,7,9,12,13,24,22,3,0,0,0,0,0,3,99,3,0,4,6,22,27,72,30,9,6,10,8,0,0,10,224,0,0,16,3,0,5,0,0,0,0,0,0,0,0,0,24,0,7,0,0,0,0,14,5,0,0,0,0,0,0,0,32,0,0,4,8,7,22,22,12,0,0,0,0,0,0,0,81,84,66,24,9,11,8,20,9,0,0,3,0,0,0,15,251,0,21,5,0,0,0,4,6,0,0,0,0,0,0,0,28,0,0,7,7,20,3,8,12,0,0,6,0,3,0,0,81,0,5,8,14,14,31,273,257,41,34,43,48,18,5,8,800,0,4,0,0,6,13,17,9,5,0,4,0,0,0,4,66,0,0,0,0,0,0,0,19
SED10050,0,0,0,3,4,6,7,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,11,0,0,4,3,3,0,0,0,24,0,4,20,50,48,75,160,96,22,21,32,24,23,3,5,588,7,9,4,10,138,176,257,113,39,26,27,46,9,0,17,878,5,10,64,17,8,30,0,3,3,0,0,0,0,0,0,146,6,13,34,16,5,9,3,5,0,0,0,0,0,0,4,90,0,8,18,20,19,13,9,8,0,0,0,0,0,0,4,102,19,34,29,24,59,57,208,109,19,25,32,51,18,4,14,719,5,38,57,17,7,0,6,0,0,0,0,0,0,0,0,126,0,4,11,36,51,56,55,51,11,9,8,18,7,3,0,312,7,0,18,18,37,52,117,72,29,28,35,48,9,3,6,482,0,4,6,9,18,22,21,10,6,5,0,0,6,0,7,129,0,0,9,6,24,16,35,21
SED10051,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,14,0,0,0,7,38,145,124,40,13,15,5,8,0,0,14,398,0,0,9,28,18,34,67,36,11,4,14,8,8,3,7,240,13,33,32,77,421,468,734,436,144,151,132,194,50,12,72,2969,0,32,121,26,12,17,9,6,0,0,0,0,0,0,8,223,50,95,150,48,33,25,19,9,8,3,0,0,0,0,18,457,0,3,4,49,97,55,35,12,0,0,3,6,5,0,19,297,20,28,36,20,17,23,100,56,8,18,9,7,0,4,16,377,45,288,472,100,31,12,11,23,8,0,0,4,0,0,45,1038,0,7,40,112,231,191,111,57,15,17,23,26,11,0,27,872,5,0,48,73,72,100,192,106,35,44,46,57,19,3,25,818,0,0,15,98,296,453,423,132,29,38,45,53,39,3,38,1663,0,0,5,10,33,41,37,72
