SED_CODE_2021,T_LPLFS_EPT_DC_0_4,T_LPLFS_EPT_DC_5_9,T_LPLFS_EPT_DC_10_12,T_LPLFS_EPT_DC_13_14,T_LPLFS_EPT_DC_15_17,T_LPLFS_EPT_DC_18_20,T_LPLFS_EPT_DC_21_24,T_LPLFS_EPT_Tot,T_LPLFS_EAW_DC_0_4,T_LPLFS_EAW_DC_5_9,T_LPLFS_EAW_DC_10_12,T_LPLFS_EAW_DC_13_14,T_LPLFS_EAW_DC_15_17,T_LPLFS_EAW_DC_18_20,T_LPLFS_EAW_DC_21_24,T_LPLFS_EAW_Tot,T_LPLFS_HNS_DC_0_4,T_LPLFS_HNS_DC_5_9,T_LPLFS_HNS_DC_10_12,T_LPLFS_HNS_DC_13_14,T_LPLFS_HNS_DC_15_17,T_LPLFS_HNS_DC_18_20,T_LPLFS_HNS_DC_21_24,T_LPLFS_HNS_Tot,T_LPLFS_EW_Tot_DC_0_4,T_LPLFS_EW_Tot_DC_5_9,T_LPLFS_EW_Tot_DC_10_12,T_LPLFS_EW_Tot_DC_13_14,T_LPLFS_EW_Tot_DC_15_17,T_LPLFS_EW_Tot_DC_18_20,T_LPLFS_EW_Tot_DC_21_24,T_LPLFS_EW_Tot_Tot,T_LPLFS_ULFTW_DC_0_4,T_LPLFS_ULFTW_DC_5_9,T_LPLFS_ULFTW_DC_10_12,T_LPLFS_ULFTW_DC_13_14,T_LPLFS_ULFTW_DC_15_17,T_LPLFS_ULFTW_DC_18_20,T_LPLFS_ULFTW_DC_21_24,T_LPLFS_ULFTW_Tot,T_LPLFS_ULPTW_DC_0_4,T_LPLFS_ULPTW_DC_5_9,T_LPLFS_ULPTW_DC_10_12,T_LPLFS_ULPTW_DC_13_14,T_LPLFS_ULPTW_DC_15_17,T_LPLFS_ULPTW_DC_18_20,T_LPLFS_ULPTW_DC_21_24,T_LPLFS_ULPTW_Tot,T_LPLFS_U_T_DC_0_4,T_LPLFS_U_T_DC_5_9,T_LPLFS_U_T_DC_10_12,T_LPLFS_U_T_DC_13_14,T_LPLFS_U_T_DC_15_17,T_LPLFS_U_T_DC_18_20,T_LPLFS_U_T_DC_21_24,T_LPLFS_U_T_Tot,T_LPLFS_T_LF_DC_0_4,T_LPLFS_T_LF_DC_5_9,T_LPLFS_T_LF_DC_10_12,T_LPLFS_T_LF_DC_13_14,T_LPLFS_T_LF_DC_15_17,T_LPLFS_T_LF_DC_18_20,T_LPLFS_T_LF_DC_21_24,T_LPLFS_T_LF_Tot,T_LPLFS_NLF_DC_0_4,T_LPLFS_NLF_DC_5_9,T_LPLFS_NLF_DC_10_12,T_LPLFS_NLF_DC_13_14,T_LPLFS_NLF_DC_15_17,T_LPLFS_NLF_DC_18_20,T_LPLFS_NLF_DC_21_24,T_LPLFS_NLF_Tot,T_LPLFS_LFSNS_DC_0_4,T_LPLFS_LFSNS_DC_5_9,T_LPLFS_LFSNS_DC_10_12,T_LPLFS_LFSNS_DC_13_14,T_LPLFS_LFSNS_DC_15_17,T_LPLFS_LFSNS_DC_18_20,T_LPLFS_LFSNS_DC_21_24,T_LPLFS_LFSNS_Tot,T_LPLFS_Tot_DC_0_4,T_LPLFS_Tot_DC_5_9,T_LPLFS_Tot_DC_10_12,T_LPLFS_Tot_DC_13_14,T_LPLFS_Tot_DC_15_17,T_LPLFS_Tot_DC_18_20,T_LPLFS_Tot_DC_21_24,T_LPLFS_Tot_Tot
SED10057,194,360,245,165,157,29,6,1154,36,28,28,15,13,3,0,123,11,24,11,6,10,0,0,64,320,599,457,325,348,75,16,2144,14,41,26,19,12,0,0,104,19,29,13,10,17,0,0,88,34,70,45,23,26,0,0,195,354,668,501,355,374,77,16,2343,441,421,241,185,133,17,4,1454,10,20,21,17,6,0,0,76,801,1109,769,559,512,102,24,3863
SED10058,105,215,146,120,147,43,22,796,25,17,10,10,15,8,3,85,0,14,10,0,0,0,3,27,199,445,343,297,370,138,78,1869,7,17,12,7,13,0,0,49,8,16,14,4,8,0,0,47,17,31,21,10,17,0,0,102,217,473,366,303,385,139,86,1968,170,175,124,72,72,25,15,648,5,0,0,3,0,0,0,12,388,650,484,375,462,165,98,2630
SED10059,41,54,41,39,50,32,12,264,5,11,7,3,4,0,0,40,0,0,0,0,0,0,0,3,100,201,169,131,197,121,71,984,0,7,0,4,7,5,3,19,4,7,5,5,8,0,0,26,4,9,6,12,14,5,3,51,105,207,178,143,208,122,77,1035,79,80,57,35,48,35,14,348,0,0,0,0,4,0,0,6,180,281,236,177,257,158,89,1386
SED10060,36,76,66,64,77,58,34,409,16,12,7,10,11,5,12,72,0,4,0,0,4,7,0,15,133,318,242,189,262,190,119,1454,0,11,13,3,4,3,5,44,6,5,5,8,5,3,4,34,4,15,17,8,15,7,5,69,136,330,257,200,280,192,125,1525,38,94,57,47,75,46,34,391,0,6,0,0,0,0,3,11,182,437,311,242,351,241,162,1928
SED10061,187,297,188,148,165,19,3,1006,28,13,15,10,17,4,0,88,11,19,24,7,8,0,0,67,297,551,414,308,374,54,13,2017,15,50,33,22,15,0,0,141,16,35,17,13,9,0,0,91,41,80,45,35,29,7,0,239,336,633,464,346,400,61,13,2249,557,462,259,180,150,20,13,1645,21,25,7,10,10,0,0,72,914,1124,733,531,555,82,30,3964
SED10062,56,117,91,71,111,68,43,555,33,45,26,16,20,25,12,171,4,9,5,8,3,0,3,24,135,322,256,208,269,211,136,1538,3,9,0,5,11,3,5,46,0,10,5,10,8,11,3,46,6,11,10,18,19,11,7,86,144,337,265,229,294,222,141,1628,157,171,121,74,113,70,33,734,0,3,3,4,0,3,0,11,299,507,386,308,402,294,174,2380
SED10063,189,352,218,168,158,22,0,1111,40,31,25,13,19,4,0,134,3,20,5,4,11,0,0,47,402,718,504,377,437,74,19,2523,12,25,19,12,8,0,0,71,26,51,18,15,15,4,0,130,36,76,43,30,18,4,0,205,439,786,546,399,457,77,19,2723,422,392,234,149,121,11,3,1328,9,18,4,12,10,0,0,59,870,1196,780,569,586,87,18,4111
SED10064,182,375,270,198,193,28,14,1260,31,36,27,17,16,5,0,126,8,26,16,5,13,0,0,71,308,632,489,368,435,75,19,2323,15,46,19,16,26,0,0,129,26,38,17,19,11,4,0,105,42,86,37,32,32,4,0,235,352,718,525,402,468,80,19,2562,527,508,273,182,184,22,10,1707,24,25,24,16,10,0,0,98,906,1246,826,606,666,106,24,4369
SED10065,90,181,115,100,118,62,58,726,36,52,22,21,33,22,27,216,7,11,5,9,3,0,4,31,243,495,294,263,354,232,190,2085,16,19,13,14,16,8,0,80,13,11,17,8,10,7,9,74,27,31,30,22,25,10,10,154,268,530,320,280,383,246,199,2237,254,343,167,124,173,121,72,1246,10,11,4,3,4,3,6,32,529,883,497,416,556,363,269,3521
SED10066,131,210,166,113,139,39,30,828,63,78,72,36,37,14,7,301,9,15,9,11,0,0,0,50,321,610,488,314,428,165,92,2431,14,26,19,15,11,4,0,86,27,37,20,15,10,0,0,102,39,58,47,29,20,0,0,195,362,673,533,344,449,171,94,2622,567,483,280,165,165,46,21,1730,18,22,13,7,3,0,0,65,946,1181,823,518,619,217,108,4414
SED10067,73,163,123,91,125,60,42,667,14,23,27,24,30,17,5,139,0,0,0,6,0,0,0,16,138,328,283,283,356,175,94,1647,0,9,6,7,3,0,0,30,0,4,0,4,4,3,0,19,3,9,4,7,5,4,0,49,139,343,289,289,367,181,95,1699,47,96,86,47,50,22,22,378,3,0,0,0,3,0,0,4,186,435,373,341,420,208,119,2084
SED10068,147,313,217,168,174,30,7,1058,29,15,15,15,21,4,0,106,7,9,12,9,4,0,0,38,263,498,429,351,426,75,26,2069,5,7,18,6,5,0,0,52,24,26,14,7,16,0,0,89,28,32,34,22,21,8,0,147,291,533,460,373,448,81,29,2209,334,298,205,129,145,22,16,1158,14,10,3,9,5,0,0,36,635,844,676,503,599,106,43,3406
SED10069,133,272,210,175,170,41,13,1009,43,42,31,21,20,3,0,150,14,17,15,9,9,0,0,70,246,527,419,349,398,100,34,2069,14,21,19,14,9,3,0,87,16,21,13,17,6,0,0,74,23,50,38,30,16,0,0,160,269,578,460,373,410,99,36,2230,366,381,217,172,128,16,14,1287,11,18,11,6,8,0,0,53,643,973,687,553,545,121,50,3574
SED10070,63,135,110,68,110,54,33,565,33,38,28,25,32,18,13,181,8,11,11,3,0,5,0,38,166,345,279,226,302,164,87,1573,10,6,11,6,13,3,4,60,3,18,10,9,15,0,5,57,12,26,22,13,29,3,7,122,178,372,304,238,326,170,96,1689,346,348,254,158,211,125,68,1511,9,16,9,5,5,0,0,44,540,735,567,400,545,300,169,3250
SED10071,98,200,136,113,126,62,33,770,58,58,50,28,31,22,5,245,13,7,7,8,8,3,0,44,292,598,455,389,441,252,140,2562,16,12,10,15,20,8,0,79,20,20,17,14,17,5,3,83,27,31,31,27,32,12,7,162,316,629,483,416,473,258,146,2727,276,316,181,137,136,50,37,1133,6,10,11,9,6,0,0,37,595,947,673,557,625,309,182,3895
SED10072,75,150,101,71,106,60,37,596,28,32,21,18,20,14,8,136,4,3,4,9,4,7,4,38,198,339,263,216,313,168,111,1622,7,10,13,4,13,9,4,59,11,13,3,8,8,3,5,48,19,21,18,10,18,11,13,106,217,360,287,223,330,177,127,1730,225,241,152,102,130,80,55,978,8,3,0,3,0,0,3,21,453,609,439,332,462,258,179,2725
SED10073,88,168,93,77,83,58,30,602,27,24,13,5,20,19,11,124,0,3,3,0,7,5,0,19,221,392,262,197,279,189,124,1669,9,9,4,5,5,8,0,45,4,13,10,0,6,13,7,55,13,26,14,8,14,15,9,95,233,415,279,206,288,210,132,1764,123,185,124,83,137,78,57,793,0,0,0,0,8,0,0,17,365,609,406,291,431,288,195,2572
SED10074,62,145,113,73,89,55,17,550,20,38,26,19,33,10,14,157,4,11,5,5,5,3,4,32,165,373,300,212,326,188,96,1658,4,9,11,10,10,9,5,50,6,9,11,4,8,4,0,45,11,21,19,13,15,12,5,103,183,395,325,226,339,197,100,1763,268,274,160,126,138,63,38,1061,0,8,4,5,4,0,0,13,446,673,484,358,478,262,133,2833
SED10075,203,352,267,176,215,64,37,1304,82,80,63,22,23,13,4,290,13,14,10,9,9,3,0,58,384,702,568,381,493,170,81,2785,5,11,17,16,11,0,0,62,25,24,12,9,9,0,0,92,29,38,25,24,21,5,3,154,414,743,592,411,511,174,84,2937,461,479,243,200,200,38,19,1636,11,10,14,10,0,0,0,41,884,1230,850,625,715,211,99,4617
SED10076,140,338,235,175,168,31,10,1098,42,41,23,21,10,4,0,131,11,16,4,5,6,3,0,42,264,578,431,333,371,76,15,2070,16,22,19,14,12,3,0,79,20,21,10,6,8,0,0,70,36,43,30,16,23,3,0,154,297,623,458,351,398,80,15,2223,367,315,203,122,112,18,12,1160,6,3,7,3,0,0,0,30,679,948,671,482,514,94,24,3410
SED10077,52,116,99,58,105,95,45,565,17,28,17,19,29,23,26,159,6,3,8,0,6,4,0,24,131,306,269,179,285,246,150,1564,4,11,5,3,16,9,8,61,0,21,12,13,15,6,4,87,6,36,25,20,36,16,13,143,136,341,289,203,313,258,159,1709,156,212,123,111,168,126,90,997,3,4,3,0,6,0,4,23,302,557,420,310,489,394,259,2725
SED10078,81,113,94,70,100,41,33,530,12,13,14,13,19,9,12,103,4,3,0,0,0,0,3,18,160,310,283,223,322,166,118,1570,0,8,3,6,7,9,3,35,11,13,4,4,4,0,4,39,13,12,6,7,13,12,8,76,171,327,287,227,332,175,120,1640,94,138,96,70,81,65,36,581,0,3,5,3,4,0,0,16,267,466,388,309,417,242,160,2240
SED10079,177,327,187,153,160,53,14,1074,55,52,40,38,19,15,8,221,7,6,3,3,3,9,0,34,303,592,442,363,377,143,61,2289,8,7,10,6,18,8,0,57,23,40,15,8,13,3,0,101,30,47,20,15,24,12,5,160,332,641,468,381,409,158,59,2444,391,351,214,147,120,25,9,1265,10,11,5,0,3,0,0,27,729,1010,688,530,535,181,65,3739
SED10080,46,76,56,27,58,41,22,325,16,18,20,3,8,3,8,82,0,3,0,0,0,0,0,6,127,230,160,103,182,108,72,989,6,4,4,7,11,0,0,32,3,7,5,0,7,0,0,30,5,9,11,9,13,4,3,62,141,242,168,112,198,109,80,1049,79,90,55,53,74,56,45,454,3,0,0,0,0,0,0,6,226,336,221,165,269,168,124,1512
SED10081,231,391,243,151,150,21,5,1193,39,55,23,14,19,3,0,154,14,18,22,7,7,0,0,61,434,785,542,343,425,55,13,2601,28,37,23,17,13,0,0,126,40,54,32,22,25,4,0,164,60,91,57,39,38,6,0,292,497,883,599,381,466,58,15,2894,551,489,243,174,130,21,0,1615,19,22,17,11,4,0,0,73,1067,1394,860,567,599,81,15,4581
SED10082,100,187,179,126,167,55,20,837,30,57,24,32,25,11,9,186,5,7,4,0,0,4,0,21,201,436,399,299,418,171,75,1986,3,16,10,4,6,0,0,46,3,13,10,0,3,0,0,41,8,30,22,11,12,0,0,79,207,460,420,308,428,171,75,2073,165,187,114,100,95,28,14,705,0,3,0,3,4,0,0,14,372,650,535,411,530,199,88,2784
SED10083,124,279,192,143,199,48,22,1011,64,72,47,25,42,6,0,263,6,8,5,5,10,0,0,35,265,586,448,324,467,128,62,2284,10,15,20,17,3,0,0,62,15,14,12,13,13,6,0,72,20,28,30,25,18,9,0,130,285,615,480,351,488,137,64,2416,343,403,232,184,158,33,17,1364,3,8,5,3,0,0,0,26,635,1021,711,532,641,174,78,3803
SED10084,160,303,247,171,219,46,23,1172,32,40,21,24,24,10,3,152,15,15,7,5,14,0,0,60,274,558,451,337,463,109,55,2252,6,12,8,13,6,0,0,48,4,25,15,9,6,0,0,73,16,37,27,22,17,0,0,125,286,596,479,361,477,115,60,2373,245,245,152,121,114,21,14,911,5,15,7,7,3,0,0,39,539,851,643,488,595,140,69,3324
SED10085,131,276,195,137,119,18,4,883,32,41,18,12,26,6,0,129,14,23,7,11,0,0,0,55,250,553,408,320,344,54,18,1936,13,25,14,12,9,3,0,77,30,39,26,17,9,0,0,126,42,63,39,31,11,5,0,200,289,615,450,347,357,60,18,2133,375,403,233,139,115,16,0,1277,10,18,6,8,0,0,0,48,676,1045,688,493,471,74,24,3467
SED10086,48,136,91,82,98,64,26,549,13,20,17,8,16,6,4,95,0,6,8,0,3,0,4,24,138,336,261,202,283,166,86,1476,5,13,15,6,5,5,0,45,6,4,7,0,0,3,0,25,11,18,21,9,10,10,0,75,143,354,278,212,297,178,87,1544,51,132,75,95,111,61,39,567,0,3,0,0,0,0,0,7,197,486,353,306,408,235,125,2116
SED10087,210,347,228,163,136,17,10,1108,41,32,12,10,13,6,0,103,9,22,8,4,4,4,0,52,387,632,501,357,397,87,32,2402,22,34,23,11,11,6,0,105,20,51,16,5,10,4,0,102,43,83,38,15,20,5,0,207,427,716,536,371,418,95,33,2610,485,406,194,150,106,16,10,1357,14,16,11,8,5,0,0,53,929,1140,742,525,527,119,40,4024
SED10088,79,127,109,102,109,57,37,617,14,24,23,15,17,21,13,129,8,9,3,0,3,0,0,29,190,339,322,277,343,209,111,1801,4,9,9,4,7,0,0,35,0,8,5,10,6,5,0,34,3,14,16,11,14,4,4,71,199,356,335,289,359,215,116,1868,95,88,85,57,79,46,33,489,3,0,0,3,0,0,0,12,292,451,425,349,441,262,148,2367
SED10089,192,330,224,162,163,50,29,1142,26,29,14,11,5,8,8,105,10,7,4,3,6,0,4,27,340,641,463,342,454,158,96,2495,13,17,27,7,13,3,0,77,18,47,26,10,11,0,0,113,28,62,49,22,24,4,0,193,373,699,519,365,480,159,95,2687,312,332,205,148,132,29,21,1175,10,10,6,6,0,0,0,30,685,1043,726,517,614,189,114,3892
SED10090,59,104,99,59,83,58,47,512,17,22,12,12,20,16,3,109,7,0,3,0,0,0,4,16,162,350,300,213,337,228,131,1724,0,15,12,12,16,13,5,71,3,11,7,12,11,0,4,46,3,26,19,20,31,12,5,118,171,376,325,227,367,237,135,1842,81,127,111,85,156,107,64,734,6,0,0,0,0,0,0,12,251,504,435,317,525,352,207,2584
SED10091,137,211,154,124,147,31,12,826,47,35,28,22,21,7,4,168,3,13,10,0,0,0,0,27,268,463,383,289,366,86,71,1928,3,12,16,3,4,0,0,39,7,16,6,6,3,0,0,37,15,30,16,9,6,0,0,79,279,493,402,300,373,91,71,2005,258,256,153,106,96,28,15,904,10,3,4,9,0,0,0,19,542,751,553,410,473,119,85,2929
SED10092,129,230,154,105,123,49,19,804,37,50,32,30,27,10,4,187,5,0,0,7,3,0,0,17,229,431,341,274,336,144,70,1826,6,16,13,11,13,8,0,65,13,15,5,4,13,0,0,56,18,27,21,16,30,8,4,121,246,463,356,289,371,152,70,1951,430,447,249,169,167,48,33,1544,8,14,9,4,6,0,0,44,688,921,623,469,542,204,103,3535
SED10093,249,336,238,170,176,46,15,1229,80,104,48,33,41,12,0,321,28,18,15,9,5,3,0,81,469,685,532,388,469,136,61,2733,18,37,22,10,24,5,6,124,40,33,21,12,12,6,4,126,54,66,40,25,41,12,9,251,526,752,574,410,509,148,70,2984,659,588,350,223,215,40,9,2090,13,9,9,12,7,3,0,51,1192,1348,935,646,731,191,77,5126
SED19494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SED19797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
