SED_CODE_2021,P_Pakistan_0_4,P_Pakistan_5_14,P_Pakistan_15_24,P_Pakistan_25_44,P_Pakistan_45_54,P_Pakistan_55_64,P_Pakistan_65_74,P_Pakistan_75_84,P_Pakistan_85ov,P_Pakistan_Tot,P_PNG_0_4,P_PNG_5_14,P_PNG_15_24,P_PNG_25_44,P_PNG_45_54,P_PNG_55_64,P_PNG_65_74,P_PNG_75_84,P_PNG_85ov,P_PNG_Tot,P_Philippines_0_4,P_Philippines_5_14,P_Philippines_15_24,P_Philippines_25_44,P_Philippines_45_54,P_Philippines_55_64,P_Philippines_65_74,P_Philippines_75_84,P_Philippines_85ov,P_Philippines_Tot,P_Poland_0_4,P_Poland_5_14,P_Poland_15_24,P_Poland_25_44,P_Poland_45_54,P_Poland_55_64,P_Poland_65_74,P_Poland_75_84,P_Poland_85ov,P_Poland_Tot,P_Samoa_0_4,P_Samoa_5_14,P_Samoa_15_24,P_Samoa_25_44,P_Samoa_45_54,P_Samoa_55_64,P_Samoa_65_74,P_Samoa_75_84,P_Samoa_85ov,P_Samoa_Tot,P_Scotland_0_4,P_Scotland_5_14,P_Scotland_15_24,P_Scotland_25_44,P_Scotland_45_54,P_Scotland_55_64,P_Scotland_65_74,P_Scotland_75_84,P_Scotland_85ov,P_Scotland_Tot,P_Singapore_0_4,P_Singapore_5_14,P_Singapore_15_24,P_Singapore_25_44,P_Singapore_45_54,P_Singapore_55_64,P_Singapore_65_74,P_Singapore_75_84,P_Singapore_85ov,P_Singapore_Tot,P_South_Africa_0_4,P_South_Africa_5_14,P_South_Africa_15_24,P_South_Africa_25_44,P_South_Africa_45_54,P_South_Africa_55_64,P_South_Africa_65_74,P_South_Africa_75_84,P_South_Africa_85ov,P_South_Africa_Tot,P_Sri_Lanka_0_4,P_Sri_Lanka_5_14,P_Sri_Lanka_15_24,P_Sri_Lanka_25_44,P_Sri_Lanka_45_54,P_Sri_Lanka_55_64,P_Sri_Lanka_65_74,P_Sri_Lanka_75_84,P_Sri_Lanka_85ov,P_Sri_Lanka_Tot,P_Taiwan_0_4,P_Taiwan_5_14,P_Taiwan_15_24,P_Taiwan_25_44,P_Taiwan_45_54,P_Taiwan_55_64,P_Taiwan_65_74,P_Taiwan_75_84,P_Taiwan_85ov,P_Taiwan_Tot,P_Thailand_0_4,P_Thailand_5_14,P_Thailand_15_24,P_Thailand_25_44,P_Thailand_45_54,P_Thailand_55_64,P_Thailand_65_74,P_Thailand_75_84,P_Thailand_85ov,P_Thailand_Tot,P_Turkey_0_4,P_Turkey_5_14,P_Turkey_15_24,P_Turkey_25_44,P_Turkey_45_54,P_Turkey_55_64,P_Turkey_65_74,P_Turkey_75_84,P_Turkey_85ov,P_Turkey_Tot,P_USA_0_4,P_USA_5_14,P_USA_15_24,P_USA_25_44,P_USA_45_54,P_USA_55_64,P_USA_65_74,P_USA_75_84,P_USA_85ov,P_USA_Tot,P_Vietnam_0_4,P_Vietnam_5_14,P_Vietnam_15_24,P_Vietnam_25_44,P_Vietnam_45_54,P_Vietnam_55_64,P_Vietnam_65_74,P_Vietnam_75_84,P_Vietnam_85ov,P_Vietnam_Tot,P_Wales_0_4,P_Wales_5_14,P_Wales_15_24,P_Wales_25_44,P_Wales_45_54,P_Wales_55_64,P_Wales_65_74,P_Wales_75_84,P_Wales_85ov,P_Wales_Tot,P_Zimbabwe_0_4,P_Zimbabwe_5_14,P_Zimbabwe_15_24,P_Zimbabwe_25_44,P_Zimbabwe_45_54,P_Zimbabwe_55_64,P_Zimbabwe_65_74,P_Zimbabwe_75_84,P_Zimbabwe_85ov,P_Zimbabwe_Tot,P_Elsewhere_0_4,P_Elsewhere_5_14,P_Elsewhere_15_24,P_Elsewhere_25_44,P_Elsewhere_45_54,P_Elsewhere_55_64,P_Elsewhere_65_74,P_Elsewhere_75_84,P_Elsewhere_85ov,P_Elsewhere_Tot,P_COB_NS_0_4,P_COB_NS_5_14,P_COB_NS_15_24,P_COB_NS_25_44,P_COB_NS_45_54,P_COB_NS_55_64,P_COB_NS_65_74,P_COB_NS_75_84,P_COB_NS_85ov,P_COB_NS_Tot,P_Tot_0_4,P_Tot_5_14,P_Tot_15_24,P_Tot_25_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85ov,P_Tot_Tot
SED10054,36,383,321,1392,424,216,87,14,4,2874,0,0,13,8,13,3,0,0,0,38,24,270,797,3121,1799,2016,1157,262,83,9523,0,0,0,18,26,32,46,18,7,144,4,83,124,307,246,236,157,45,3,1204,0,0,0,11,21,53,45,24,12,169,0,15,8,13,15,16,16,6,0,93,0,20,19,96,45,59,41,16,0,297,0,16,35,224,108,89,68,34,12,590,0,0,0,26,12,7,3,3,0,56,0,8,25,91,34,14,6,0,0,187,0,13,16,99,109,98,68,44,4,442,0,26,20,35,10,20,3,5,0,121,0,11,15,98,109,105,68,12,10,428,0,0,0,0,10,4,0,5,0,22,4,8,10,28,11,6,0,0,0,65,36,253,462,1449,844,820,534,293,226,4915,472,1079,814,1878,718,522,392,253,227,6357,6943,14688,13288,26712,11739,10265,6789,2881,1162,94476
SED10055,6,31,42,151,67,42,27,9,6,381,0,0,0,6,8,7,0,0,0,19,6,39,106,584,324,427,371,71,13,1943,0,0,0,24,23,38,38,8,7,134,5,4,30,72,48,53,27,5,3,242,0,0,4,36,44,98,79,35,5,293,0,3,5,11,18,8,18,0,0,69,0,0,19,84,86,67,46,13,0,322,0,6,8,97,35,94,67,20,5,344,0,3,0,21,4,8,4,3,0,48,0,10,7,99,27,27,11,0,0,179,0,8,0,44,61,67,22,14,0,219,3,23,12,51,8,20,14,4,0,136,5,10,28,266,255,171,119,14,10,888,0,0,0,0,5,21,8,9,3,46,0,3,22,25,26,13,0,0,0,84,5,91,198,792,665,682,485,201,55,3178,166,452,402,885,393,325,229,131,32,3007,5938,13169,12278,23862,11784,10663,6727,2498,711,87629
SED10056,0,23,37,91,34,11,5,0,0,200,0,0,4,4,4,4,0,0,0,24,12,89,75,395,107,76,32,6,0,791,0,0,0,0,0,0,4,0,0,3,0,16,48,49,40,32,12,3,0,204,0,4,0,19,13,27,52,36,15,167,0,0,4,3,0,4,0,0,0,18,15,33,44,91,55,44,20,16,0,318,0,11,11,52,19,9,5,0,0,104,5,0,11,153,0,0,0,0,0,164,0,7,5,59,24,16,4,0,0,125,0,0,5,24,25,23,13,3,0,86,0,9,5,31,16,16,10,0,0,93,0,0,3,22,7,6,3,0,0,51,0,0,0,4,3,3,6,12,3,37,0,7,10,35,19,17,5,0,0,89,4,28,60,385,132,131,91,59,21,913,367,949,795,1891,1030,1160,1080,700,327,8299,5016,10864,9333,19707,10555,11797,10242,6005,2392,85919
SED10057,0,0,3,19,0,0,0,0,0,29,0,0,0,4,17,11,11,3,0,53,0,17,18,142,58,59,47,18,0,361,0,0,0,5,4,13,21,11,5,49,0,0,0,0,0,0,3,0,0,4,0,0,3,14,12,59,91,69,18,263,0,0,0,7,0,3,9,3,0,25,7,8,17,31,41,27,56,25,3,211,0,0,0,15,0,5,4,3,0,29,0,0,0,9,0,3,0,0,0,14,0,9,6,50,31,14,9,0,0,116,0,3,0,0,0,3,4,0,0,13,0,12,14,39,21,29,45,20,3,176,0,8,3,27,9,5,0,0,0,57,0,0,0,8,11,9,18,17,0,65,0,0,0,4,8,12,14,3,0,39,4,31,19,106,92,119,154,151,41,713,197,619,431,984,646,858,968,699,271,5664,3207,8313,6606,13052,8601,11726,13079,7924,3075,75579
SED10058,0,9,10,53,3,0,6,6,0,84,0,0,0,14,14,15,7,0,0,56,3,32,39,189,60,51,39,11,0,439,0,0,0,30,8,14,21,10,11,90,0,0,0,11,10,7,0,4,0,22,0,12,14,75,36,64,75,37,18,330,3,9,3,27,9,8,0,0,0,63,0,13,16,140,66,53,31,4,9,332,0,3,9,36,16,5,0,4,0,85,0,5,0,20,8,0,4,0,0,33,0,8,18,86,36,18,10,0,0,174,0,0,0,10,9,10,0,0,0,26,20,36,49,179,56,58,31,10,0,446,0,20,19,82,38,27,9,0,0,201,0,3,3,22,20,13,14,11,7,92,0,4,13,34,9,6,7,0,0,70,18,82,84,525,199,135,122,123,43,1336,106,270,477,1028,461,453,461,288,176,3720,3797,7818,10070,23804,9899,9934,8185,4280,1877,79670
SED10059,0,0,17,69,8,6,0,0,0,109,0,0,0,27,28,11,14,0,0,78,0,3,67,407,100,61,46,17,5,710,0,0,6,92,21,22,35,13,4,189,0,0,0,0,0,4,0,0,0,9,0,4,24,173,83,62,38,26,0,410,5,12,73,163,53,28,10,7,0,367,0,7,80,292,73,37,23,11,0,524,0,0,22,131,13,10,6,5,3,201,0,4,36,178,24,6,10,4,0,258,7,14,62,650,102,46,30,5,0,921,6,3,5,124,25,17,14,12,6,205,33,36,146,587,132,79,41,22,0,1087,0,15,130,286,128,139,98,44,13,850,0,0,3,62,16,21,15,3,0,117,0,0,10,22,10,9,0,0,0,51,16,65,272,2058,470,391,413,397,148,4238,84,167,673,2085,622,514,358,233,128,4860,2715,4614,11790,35634,10020,7405,4704,2487,954,80313
SED10060,0,3,3,61,3,6,8,0,4,90,0,0,0,19,36,31,17,8,3,108,3,24,47,449,116,70,64,18,0,788,0,12,7,177,37,35,41,18,18,343,0,0,0,3,0,0,0,0,0,11,0,17,24,131,102,108,76,54,20,541,12,83,64,120,48,38,33,15,5,421,3,45,54,591,236,175,212,58,16,1393,0,4,4,126,45,38,35,15,4,262,5,20,16,162,50,35,27,0,0,310,4,14,41,257,83,36,5,5,0,442,0,9,0,84,29,14,6,3,0,150,42,174,127,408,192,179,94,50,10,1276,4,4,20,122,59,33,22,20,0,287,0,10,0,57,30,35,12,10,3,157,0,0,7,51,25,31,10,3,0,133,31,160,139,1935,543,386,322,211,93,3815,105,229,226,1107,378,361,286,290,160,3141,3558,6726,6982,27427,10411,9161,7710,5110,1805,78893
SED10061,0,3,3,32,3,0,0,0,0,45,0,7,7,9,18,13,9,0,0,67,5,38,39,164,81,43,17,0,0,389,0,0,0,5,0,0,0,6,0,20,0,0,3,20,0,0,0,0,0,30,0,6,8,17,21,46,44,38,10,190,0,6,3,3,3,0,4,0,0,26,0,14,31,64,49,25,30,5,6,219,3,8,9,52,26,5,13,0,0,116,0,0,3,49,3,0,0,0,0,59,0,6,8,48,22,11,0,0,0,94,3,0,0,8,3,0,0,0,0,15,5,35,27,112,44,41,42,18,0,335,0,20,4,68,19,14,3,0,0,125,0,0,4,3,3,10,10,3,0,41,0,4,6,19,11,9,3,5,0,55,14,85,75,331,111,97,100,78,23,906,434,1184,1409,2101,1082,1166,969,703,329,9377,4322,10241,10002,17671,9502,10782,9251,5787,1980,79541
SED10062,3,9,12,70,12,10,0,0,0,115,0,0,0,8,9,16,6,3,0,42,3,47,89,506,206,185,111,21,13,1189,0,0,0,43,23,18,21,5,6,119,0,0,0,11,10,10,3,0,0,29,0,5,6,22,23,38,38,21,13,164,0,11,11,37,21,28,28,6,3,154,0,10,20,86,64,53,41,24,0,305,0,0,10,35,21,19,21,5,6,113,0,6,8,68,28,24,28,7,0,171,0,10,23,153,62,31,25,8,0,312,3,5,4,26,14,15,3,3,0,71,7,34,29,80,23,34,19,14,4,248,3,15,29,201,121,118,75,32,9,600,0,0,3,9,7,10,9,8,0,49,0,0,3,19,7,0,11,0,0,41,12,63,108,653,437,491,378,239,84,2468,126,280,300,831,318,301,258,218,191,2828,4090,9409,9727,20179,10594,10233,7822,4680,2377,79109
SED10063,4,13,3,67,9,0,6,0,0,98,0,0,0,4,12,3,0,4,0,34,0,48,34,198,75,56,38,6,0,457,0,0,0,0,4,3,3,10,11,38,0,0,0,3,3,0,0,0,0,10,0,9,5,20,13,31,35,25,12,149,0,10,10,13,8,0,0,0,0,41,3,29,25,97,72,40,26,5,3,304,0,17,4,42,4,9,0,0,0,88,0,0,0,12,8,0,0,0,0,21,0,9,14,54,27,8,7,0,0,120,0,0,0,4,3,0,0,0,0,16,0,12,16,61,14,25,20,6,0,152,0,3,3,33,12,0,0,0,0,56,0,0,0,8,7,5,13,12,0,50,0,12,8,49,31,13,9,0,0,131,0,38,41,226,100,77,86,54,32,653,271,690,591,1315,656,722,643,484,290,5666,5261,11697,9257,19238,9684,9896,8607,5219,2104,80956
SED10064,0,4,0,3,3,0,0,0,0,10,0,4,0,8,22,15,10,0,0,62,8,19,23,110,47,60,48,6,0,318,0,0,0,6,0,4,15,5,0,29,0,0,0,4,0,0,0,3,0,10,0,8,4,8,25,65,79,44,8,250,0,3,0,3,6,15,4,0,0,31,0,8,8,35,45,32,45,15,3,195,0,3,3,6,3,3,6,0,0,20,0,0,6,11,0,0,0,0,0,24,3,19,12,34,26,14,4,0,0,113,0,0,0,3,3,4,0,0,0,11,6,14,10,47,26,40,61,22,0,225,0,0,5,26,11,0,0,0,0,45,0,0,0,6,13,18,16,8,6,61,0,0,0,3,10,4,5,3,0,23,5,17,20,123,102,124,148,104,32,679,286,771,596,1297,797,954,989,568,216,6476,3813,9234,7393,14673,9261,12309,12129,6452,2346,77605
SED10065,20,228,106,790,94,32,22,4,0,1291,0,0,8,13,13,13,4,0,0,55,11,107,207,1152,360,286,159,45,5,2332,0,0,8,69,33,39,62,17,14,234,0,4,0,16,6,16,14,0,0,61,0,0,9,28,27,33,34,23,3,153,4,42,41,97,50,51,31,7,0,322,3,21,34,144,68,39,39,16,4,367,7,34,78,399,123,162,109,41,24,975,0,16,29,255,67,52,39,8,0,461,0,16,34,258,75,39,14,5,0,439,0,0,11,87,83,69,48,20,4,327,20,73,50,104,34,33,22,3,0,327,0,19,88,282,172,176,104,27,12,876,0,0,4,3,7,5,0,0,5,23,0,12,28,82,25,10,0,0,0,163,54,367,359,1670,562,536,427,236,76,4284,297,580,657,2400,603,504,352,222,128,5752,7273,13150,12462,43034,12332,10927,7498,3767,1622,112070
SED10066,0,27,32,145,33,15,7,0,0,261,0,0,6,11,20,9,5,3,0,45,4,39,84,492,199,169,123,23,3,1133,0,5,0,25,20,20,30,24,14,132,0,0,12,37,21,19,15,9,0,118,0,0,4,30,65,118,107,89,19,426,0,6,4,23,10,12,13,7,0,71,0,17,7,104,60,37,42,29,3,298,0,7,23,126,46,39,30,16,5,295,0,0,3,32,8,5,3,0,0,55,5,15,25,134,65,34,4,4,0,288,0,0,0,14,13,11,8,5,0,61,6,5,27,67,23,27,22,9,5,194,0,7,16,79,38,14,4,0,0,159,0,0,4,6,17,21,29,5,5,86,0,0,16,28,21,8,6,0,0,79,4,60,104,579,296,289,290,195,63,1882,254,565,533,1448,523,401,421,421,341,4918,5386,10873,10837,24493,10361,9114,7696,4237,1577,84578
SED10067,0,0,0,3,0,0,0,0,0,10,0,0,0,14,19,22,11,4,5,72,0,10,17,109,51,54,27,3,4,277,0,3,0,48,23,15,30,12,5,134,0,0,0,9,3,0,0,0,0,12,0,8,14,58,77,100,97,83,38,482,3,36,20,15,17,23,15,4,0,134,5,53,81,313,258,190,106,50,18,1084,0,0,0,3,3,18,4,6,0,39,0,0,5,14,4,0,0,0,0,25,0,11,7,63,39,13,10,4,0,153,0,0,3,20,4,6,7,6,3,44,26,72,72,173,112,131,118,40,0,756,0,5,7,40,42,13,11,3,0,114,0,11,4,31,33,31,30,23,10,171,0,0,4,20,20,35,21,4,0,101,17,89,79,566,405,379,304,230,92,2158,84,257,257,530,325,317,290,326,237,2629,3586,9482,8403,14575,10881,10608,8967,5986,2778,75271
SED10068,0,5,0,26,0,0,0,0,0,32,0,0,0,10,16,18,10,0,0,56,0,12,27,161,66,69,37,4,5,382,0,5,3,15,6,8,16,11,3,63,0,0,0,4,0,0,0,0,0,6,0,10,5,23,24,72,128,119,17,408,0,3,5,4,7,6,8,7,0,41,0,5,30,91,56,52,68,36,7,357,0,3,5,24,13,4,11,5,0,63,0,5,0,3,5,3,0,0,0,12,0,13,9,60,35,16,3,0,0,135,0,4,0,11,9,7,0,4,0,27,4,23,29,63,37,42,46,28,3,282,0,3,3,37,17,10,6,0,0,78,0,5,6,13,13,13,29,20,8,96,0,0,0,22,14,12,19,3,0,82,10,40,50,191,129,139,187,160,46,953,120,308,345,703,424,617,698,589,305,4114,3370,8811,7980,14619,9623,11604,13034,8476,3233,80749
SED10069,0,3,0,25,3,3,4,0,0,39,0,0,0,7,18,14,12,0,0,58,6,16,31,115,38,45,40,7,6,308,0,0,0,8,11,13,26,6,3,73,0,0,0,3,3,6,0,0,0,13,4,3,3,26,34,75,119,103,29,386,0,9,0,7,13,5,3,3,0,46,0,16,33,76,66,55,64,40,5,360,0,0,0,13,0,0,3,3,0,21,0,0,0,12,4,0,0,0,0,13,5,17,23,66,52,21,7,0,0,179,0,0,0,3,6,0,9,3,0,24,11,18,27,60,30,42,47,17,0,245,4,3,3,32,9,3,6,0,0,67,0,3,5,21,17,16,26,37,0,125,0,0,5,4,11,5,11,5,0,41,5,27,29,139,84,160,202,142,36,829,106,419,350,714,474,557,637,555,223,4039,3476,9035,7898,14490,9372,11307,11681,7066,2101,76424
SED10070,3,29,36,210,27,32,26,4,0,366,0,0,0,5,4,0,0,0,0,19,5,45,115,574,347,341,321,80,24,1845,0,0,0,20,24,41,46,21,15,171,0,5,25,50,51,31,32,5,0,197,0,0,0,6,14,29,38,29,14,135,3,20,18,16,23,15,23,0,0,118,0,7,4,45,36,32,28,11,8,179,12,78,142,1044,515,408,198,133,44,2574,0,7,6,26,12,5,3,4,0,62,5,4,10,98,22,13,19,0,4,179,5,35,11,107,121,131,84,40,9,542,5,26,13,39,24,15,11,4,3,141,0,23,55,412,421,417,285,106,66,1795,0,0,0,0,5,6,0,8,0,18,0,6,7,16,13,7,0,5,0,47,22,303,361,1177,795,854,760,464,174,4917,233,591,397,1188,484,387,358,252,88,3982,5468,12281,10637,25120,10721,9779,8241,4582,1766,88607
SED10071,16,219,137,912,189,97,69,23,4,1674,0,0,6,10,13,9,4,0,0,43,18,179,397,1843,1035,873,566,105,42,5058,0,3,6,49,41,40,47,14,9,208,0,4,16,54,34,32,23,3,0,172,0,10,20,39,48,51,29,12,13,222,19,82,51,94,47,38,27,3,0,362,16,136,154,485,270,150,78,19,6,1311,0,117,141,916,410,374,230,69,22,2282,3,8,3,87,19,16,20,0,5,161,4,12,28,149,52,24,10,5,0,282,0,6,3,59,62,36,27,13,0,206,21,107,81,141,41,36,11,0,0,440,0,12,18,143,78,25,32,3,0,308,0,0,4,11,5,5,7,3,0,32,0,18,40,98,53,23,0,0,0,239,39,377,382,1403,617,474,274,149,44,3757,266,545,524,1512,441,291,201,103,37,3919,9685,20331,15068,42610,15319,9724,6375,2525,683,122335
SED10072,0,10,29,148,15,25,7,0,0,230,0,0,4,12,15,9,3,0,0,39,8,53,104,937,239,258,136,42,17,1784,4,0,9,140,37,22,42,12,12,273,0,0,4,9,9,8,6,0,0,38,0,0,5,49,24,43,39,24,11,192,3,9,27,104,33,23,17,6,0,215,0,7,15,134,59,46,37,11,0,310,0,5,9,55,15,17,15,12,3,120,0,0,12,190,24,19,13,0,0,257,6,13,50,610,116,48,19,11,0,875,0,4,6,122,62,68,62,39,8,366,17,32,44,118,28,28,20,4,0,290,6,36,182,440,212,152,100,34,13,1167,0,0,5,12,6,9,3,3,4,42,0,0,3,27,6,5,0,0,0,38,76,301,400,3274,805,760,672,503,153,6944,238,420,580,2016,607,478,367,303,152,5169,5155,8662,10896,33333,11329,9756,7528,5020,2277,93963
SED10073,20,58,51,386,27,23,12,4,0,589,0,0,3,15,21,19,13,3,0,79,19,124,167,1215,315,234,165,40,12,2295,0,0,0,84,27,46,35,9,4,207,0,0,0,4,3,6,8,0,0,18,0,3,0,28,19,31,37,41,8,180,9,49,54,158,94,58,43,20,7,497,3,22,52,200,92,61,56,24,4,523,5,22,47,285,116,141,139,63,30,847,11,23,41,458,107,46,64,26,0,775,0,19,38,340,87,52,25,10,4,574,0,0,5,71,17,26,31,10,5,160,20,66,59,170,44,36,25,8,3,436,7,35,187,429,151,132,78,33,12,1056,0,4,0,11,8,14,14,8,3,64,0,4,27,41,15,6,4,0,0,95,38,308,258,1796,577,531,352,255,106,4236,170,310,383,1429,364,352,251,207,148,3604,5568,10242,11366,35838,11295,10745,8239,4428,2301,100021
SED10074,7,31,55,332,42,42,22,8,3,542,0,3,4,19,19,7,4,0,0,56,7,71,125,751,321,284,211,80,22,1878,0,4,10,41,24,46,66,19,17,230,3,8,9,30,20,20,9,3,0,107,0,0,3,21,18,46,46,62,20,216,3,22,25,54,22,31,24,8,4,190,3,19,31,138,74,52,46,32,14,401,8,58,131,961,448,343,255,108,34,2344,3,4,6,63,17,9,15,7,0,126,0,16,22,122,42,20,12,5,0,240,0,0,17,86,81,65,31,33,6,319,10,42,28,73,27,16,12,9,0,230,5,15,13,124,71,79,60,15,0,370,0,0,0,6,12,5,7,8,0,45,0,0,3,34,11,5,4,0,0,70,25,144,176,905,441,409,371,248,100,2814,204,387,417,1209,396,327,286,274,197,3689,5682,11207,9789,26757,10629,8819,7334,4489,1726,86432
SED10075,4,15,7,45,7,11,4,0,0,95,0,0,0,8,7,7,3,3,0,28,0,39,33,208,112,91,68,19,0,579,0,0,0,25,14,19,47,20,11,136,0,0,0,8,6,0,0,0,0,13,0,5,14,16,57,177,188,155,40,658,0,9,8,8,13,0,4,0,0,41,0,16,22,90,56,22,35,13,4,257,0,4,3,34,15,15,4,0,5,78,0,9,0,11,0,0,0,0,0,20,0,11,21,91,37,36,7,3,0,203,0,0,0,37,60,42,31,23,0,199,5,0,16,62,32,18,23,8,4,170,0,4,13,51,40,35,18,9,0,178,0,3,3,9,22,84,53,39,17,235,0,0,6,21,8,4,5,0,0,41,0,37,67,273,285,451,435,336,165,2051,197,494,397,900,430,421,377,388,192,3797,5194,11535,10932,21622,11184,11043,9284,5708,1997,88503
SED10076,0,8,0,20,0,0,0,0,0,33,0,0,0,4,18,16,7,0,0,47,4,21,24,168,54,57,43,12,3,398,0,0,0,12,7,14,37,9,9,87,0,0,0,9,0,3,5,0,0,11,0,0,3,20,23,92,124,95,23,391,0,0,0,5,18,5,14,4,0,43,0,7,6,43,34,38,52,34,7,212,0,4,0,32,6,0,0,0,0,57,0,0,0,12,3,0,0,0,0,11,4,10,13,68,36,10,9,0,0,158,0,0,0,0,0,0,5,0,0,8,0,20,20,63,41,31,63,20,3,260,0,4,6,36,15,9,7,0,0,72,0,0,0,7,7,18,38,30,9,112,0,0,0,18,9,4,8,0,0,39,7,28,23,167,119,164,253,215,61,1037,238,574,487,1059,606,774,728,580,262,5309,3900,8328,6934,15256,8617,11427,12452,7199,2556,76660
SED10077,4,45,41,208,52,30,20,0,0,390,0,6,3,14,17,16,22,13,4,87,8,64,120,913,222,149,158,31,21,1679,0,0,0,42,25,38,45,17,18,182,0,0,3,8,5,8,11,3,0,37,5,0,4,29,20,21,23,20,8,121,3,18,44,146,30,32,31,21,4,333,0,7,20,78,40,15,23,24,6,209,7,34,67,401,231,320,282,140,79,1563,6,10,52,649,47,47,52,9,3,876,8,20,54,544,109,34,23,5,0,788,0,4,11,65,57,67,33,18,11,250,14,49,47,99,27,26,18,11,3,292,7,51,299,739,513,436,289,96,26,2453,0,0,0,0,0,9,4,5,0,22,0,3,0,16,11,0,0,0,0,35,22,119,219,1198,411,445,372,293,146,3236,170,348,838,1919,448,377,285,292,275,4960,4739,9203,15775,37279,11129,10305,7186,4317,2294,102224
SED10078,0,6,10,62,5,9,3,0,0,99,0,0,0,7,25,11,16,0,0,60,4,48,74,585,207,163,141,26,6,1260,0,0,0,90,45,31,44,18,23,250,0,0,0,3,5,4,9,0,0,25,0,0,11,85,64,55,35,28,7,284,5,12,19,89,31,32,23,8,3,211,0,5,13,149,62,38,19,15,0,307,0,0,7,104,24,18,19,8,4,189,0,4,9,138,12,12,12,3,0,194,0,18,40,468,117,53,39,0,0,748,0,7,4,97,52,50,47,23,3,281,9,44,41,290,85,65,31,8,6,580,3,57,186,658,378,470,312,98,64,2215,0,0,0,36,12,8,10,3,0,68,0,0,0,15,12,6,0,0,0,32,9,58,128,1232,494,538,542,414,160,3588,120,228,384,1286,388,350,250,184,117,3306,3644,7222,8747,29269,10790,8901,6338,4016,2108,81026
SED10079,0,0,0,4,0,0,0,0,0,9,0,3,0,9,16,7,7,3,0,47,0,18,14,107,51,50,30,7,0,287,0,0,0,11,3,9,13,3,3,42,0,0,0,4,5,4,0,0,0,18,0,0,3,22,29,66,110,77,26,332,0,3,3,3,10,8,8,4,0,40,4,16,18,76,46,55,44,20,7,276,0,0,0,10,5,6,5,4,0,24,0,0,0,4,0,0,0,0,0,8,0,19,10,60,25,6,0,0,0,124,0,0,0,9,4,4,3,0,0,16,4,21,15,52,30,34,24,11,0,193,0,3,5,26,10,3,5,0,0,50,0,0,0,4,20,18,16,22,0,76,0,0,0,10,4,5,4,0,0,23,4,26,22,133,89,132,140,120,56,716,96,336,283,614,328,422,496,481,218,3270,3720,8792,7902,15313,9331,10389,10113,6415,2152,74124
SED10080,3,0,15,98,12,13,3,0,0,148,0,0,3,6,34,27,10,4,6,91,0,16,55,687,138,108,62,14,3,1072,5,0,7,146,35,29,34,20,11,294,0,0,0,4,8,0,0,0,0,17,0,6,9,186,79,83,59,43,8,465,9,23,48,228,67,48,40,11,10,483,0,12,47,390,125,103,105,38,12,824,0,3,7,103,19,20,18,3,0,171,3,13,36,402,53,30,26,5,0,564,6,41,315,3897,372,94,18,3,0,4738,0,0,8,159,35,33,11,3,0,249,39,80,89,704,221,181,99,64,10,1486,0,14,220,467,130,80,53,13,8,977,0,0,6,64,26,19,12,11,0,137,0,0,3,41,11,11,3,0,5,82,20,68,368,3203,549,352,358,243,105,5266,149,216,814,3289,708,546,386,204,88,6390,2779,3671,9516,46327,10828,8864,6655,3485,1280,93401
SED10081,0,6,6,59,3,5,0,0,0,85,0,3,0,8,12,12,0,0,0,44,5,63,91,266,104,51,41,7,0,628,0,0,0,6,0,0,4,3,0,15,0,0,0,5,0,0,0,0,0,8,0,11,3,19,11,30,36,20,6,139,0,0,0,8,9,4,8,0,0,24,0,21,18,79,33,25,12,8,0,188,0,5,3,21,6,8,0,0,0,45,0,8,11,153,0,0,0,0,0,172,0,12,9,43,12,12,3,0,0,93,0,0,0,0,0,0,0,0,0,4,4,3,4,41,15,31,23,11,4,138,7,63,28,216,27,12,5,0,0,361,0,0,0,0,8,7,8,9,3,38,4,8,0,14,13,14,0,0,0,59,5,28,16,187,59,48,46,30,13,438,304,806,707,1487,710,750,679,544,263,6248,5038,11382,9237,19468,9424,9954,8798,5515,2042,80856
SED10082,0,4,0,10,3,3,6,0,0,26,0,0,0,24,23,19,8,0,0,83,6,17,20,89,56,49,46,10,3,275,0,5,0,35,13,14,19,18,4,106,0,0,0,0,0,0,0,0,0,4,3,5,28,64,68,95,93,81,37,477,0,19,9,16,13,16,9,3,0,80,4,36,57,198,197,142,109,54,11,809,0,0,7,18,18,11,12,13,0,82,0,8,0,9,0,3,0,0,0,26,0,6,17,52,42,21,7,3,0,146,0,0,0,6,8,11,8,0,0,34,3,32,53,99,67,51,34,25,5,366,0,4,9,26,19,10,8,0,0,81,0,17,7,33,31,31,29,25,4,179,0,0,7,10,17,12,3,3,0,57,9,63,59,309,215,209,232,183,77,1356,103,322,231,610,311,352,398,387,281,2991,3944,10023,8529,15621,10304,10376,9873,6322,2615,77613
