SA2_CODE_2021,Buddhism_M,Buddhism_F,Buddhism_P,Christianity_Anglican_M,Christianity_Anglican_F,Christianity_Anglican_P,Christianity_Asyrin_Apstlic_M,Christianity_Asyrin_Apstlic_F,Christianity_Asyrin_Apstlic_P,Christianity_Baptist_M,Christianity_Baptist_F,Christianity_Baptist_P,Christianity_Brethren_M,Christianity_Brethren_F,Christianity_Brethren_P,Christianity_Catholic_M,Christianity_Catholic_F,Christianity_Catholic_P,Christianity_Church_Christ_M,Christianity_Church_Christ_F,Christianity_Church_Christ_P,Christianity_Eastrn_Orthdox_M,Christianity_Eastrn_Orthdox_F,Christianity_Eastrn_Orthdox_P,Christinty_Jehvahs_Witnses_M,Christinty_Jehvahs_Witnses_F,Christinty_Jehvahs_Witnses_P,Christianity_Lattr_day_Snts_M,Christianity_Lattr_day_Snts_F,Christianity_Lattr_day_Snts_P,Christianity_Lutheran_M,Christianity_Lutheran_F,Christianity_Lutheran_P,Christianity_Orintal_Orthdx_M,Christianity_Orintal_Orthdx_F,Christianity_Orintal_Orthdx_P,Christianity_Othr_Protestnt_M,Christianity_Othr_Protestnt_F,Christianity_Othr_Protestnt_P,Christianity_Pentecostal_M,Christianity_Pentecostal_F,Christianity_Pentecostal_P,Christinty_Prsbytrin_Refrmd_M,Christinty_Prsbytrin_Refrmd_F,Christinty_Prsbytrin_Refrmd_P,Christianity_Salvation_Army_M,Christianity_Salvation_Army_F,Christianity_Salvation_Army_P,Christnty_Sevnth_dy_Advntst_M,Christnty_Sevnth_dy_Advntst_F,Christnty_Sevnth_dy_Advntst_P,Christianity_Uniting_Church_M,Christianity_Uniting_Church_F,Christianity_Uniting_Church_P,Christianity_Christian_nfd_M,Christianity_Christian_nfd_F,Christianity_Christian_nfd_P,Christianity_Othr_Christian_M,Christianity_Othr_Christian_F,Christianity_Othr_Christian_P,Christianity_Tot_M,Christianity_Tot_F,Christianity_Tot_P,Hinduism_M,Hinduism_F,Hinduism_P,Islam_M,Islam_F,Islam_P,Judaism_M,Judaism_F,Judaism_P,Othr_Rel_Aust_Abor_Trad_Rel_M,Othr_Rel_Aust_Abor_Trad_Rel_F,Othr_Rel_Aust_Abor_Trad_Rel_P,Othr_Rel_Sikhism_M,Othr_Rel_Sikhism_F,Othr_Rel_Sikhism_P,Othr_Reln_Other_reln_groups_M,Othr_Reln_Other_reln_groups_F,Othr_Reln_Other_reln_groups_P,Other_Religions_Tot_M,Other_Religions_Tot_F,Other_Religions_Tot_P,SB_OSB_NRA_NR_M,SB_OSB_NRA_NR_F,SB_OSB_NRA_NR_P,SB_OSB_NRA_SB_M,SB_OSB_NRA_SB_F,SB_OSB_NRA_SB_P,SB_OSB_NRA_OSB_M,SB_OSB_NRA_OSB_F,SB_OSB_NRA_OSB_P,SB_OSB_NRA_Tot_M,SB_OSB_NRA_Tot_F,SB_OSB_NRA_Tot_P,Religious_affiliation_ns_M,Religious_affiliation_ns_F,Religious_affiliation_ns_P,Tot_M,Tot_F,Tot_P
116031319,145,197,338,689,831,1518,25,21,49,104,107,209,0,4,4,3610,3999,7616,99,106,202,175,200,376,33,40,71,68,73,142,8,3,15,112,99,217,168,192,356,180,223,407,118,141,257,5,10,16,58,78,138,145,155,303,464,474,940,6,9,20,6071,6774,12843,903,880,1783,1430,1352,2783,0,0,0,0,0,0,158,124,278,21,30,51,172,157,330,1682,1386,3071,9,4,13,20,20,35,1710,1405,3120,761,867,1626,11190,11635,22826
117011320,7,10,19,12,20,34,0,0,0,0,0,0,0,0,0,46,68,114,0,0,0,8,13,17,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,5,7,9,0,4,4,0,0,0,0,0,0,0,0,0,3,3,9,0,0,0,80,114,196,0,0,0,9,6,19,7,8,13,0,0,0,0,0,0,0,0,0,0,0,0,88,84,173,0,0,0,0,0,0,91,87,176,37,43,88,230,276,508
117011321,95,178,277,546,605,1142,5,6,14,35,36,64,0,0,0,2126,2306,4429,0,0,3,324,326,644,11,14,31,15,20,34,9,3,16,19,11,24,33,36,67,48,54,102,70,84,157,0,4,0,7,3,6,60,62,123,150,156,307,3,6,4,3445,3735,7185,55,64,129,118,101,214,174,183,354,0,0,0,8,8,10,10,10,21,20,10,32,2036,1829,3866,27,14,37,9,15,25,2073,1854,3930,441,407,849,6419,6544,12960
117011323,193,266,462,399,473,863,75,72,149,51,77,128,0,0,0,2123,2316,4443,0,0,6,470,501,961,13,23,37,11,6,21,13,10,17,20,22,49,34,45,73,56,72,130,76,88,164,0,4,5,9,12,19,50,59,114,145,196,342,0,4,5,3547,3962,7511,171,132,304,368,350,719,204,202,408,3,0,3,13,9,24,12,23,35,28,37,61,2182,1961,4146,13,20,37,12,15,24,2210,1997,4205,546,554,1097,7270,7494,14762
117011324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,6
117011325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,4,0,3,9,0,4,13,6,19
117011634,158,206,356,206,201,406,40,48,94,30,31,58,0,0,4,1098,1259,2361,0,0,0,539,566,1109,4,11,15,3,3,6,0,3,9,42,35,77,17,7,23,31,35,64,64,67,131,0,0,3,6,6,8,40,45,89,124,125,243,4,0,4,2250,2466,4715,110,91,205,629,572,1202,45,60,106,0,0,0,15,6,20,15,14,30,31,20,51,904,793,1700,17,8,25,4,0,9,926,804,1731,299,275,576,4459,4478,8941
117011635,804,1020,1824,403,371,780,9,11,14,89,107,199,0,0,4,2477,2589,5065,0,0,0,466,491,960,16,20,31,30,19,46,6,8,16,38,29,69,52,50,98,120,152,267,161,167,327,0,0,0,8,11,18,100,107,207,329,373,704,7,4,11,4297,4511,8803,378,345,720,523,420,944,70,56,126,0,0,0,27,23,51,36,38,73,63,61,125,4058,3425,7482,40,26,62,15,8,23,4111,3462,7569,792,664,1451,11044,10535,21573
117021327,175,277,455,488,561,1044,0,0,0,37,29,64,0,0,0,1689,1814,3504,0,0,0,369,435,808,5,15,21,6,3,7,15,9,25,5,4,6,16,14,35,15,27,43,66,74,134,0,0,5,5,6,11,73,94,168,110,130,242,8,3,9,2907,3226,6137,105,82,188,109,91,204,48,66,117,8,3,11,8,5,16,34,52,91,51,62,120,5623,5453,11079,99,104,210,23,44,67,5751,5603,11353,765,564,1329,9910,9988,19898
117021328,156,202,356,179,170,349,0,0,5,14,14,32,0,0,0,663,671,1337,6,4,3,240,228,469,5,0,9,0,5,4,0,0,0,0,0,4,13,15,25,11,8,21,36,38,74,0,0,0,4,6,9,32,34,70,74,81,159,4,0,4,1280,1296,2576,68,66,132,80,62,140,31,20,47,0,0,0,4,0,4,28,20,44,26,17,50,2331,2116,4444,40,39,72,9,7,21,2379,2163,4535,243,196,439,4258,4025,8278
117021636,249,312,559,235,240,475,0,3,9,26,22,49,0,0,0,1063,1179,2245,0,0,0,433,471,901,16,12,23,0,0,0,6,4,9,10,7,16,5,10,18,12,17,27,35,34,70,0,3,8,4,9,9,40,40,82,62,77,134,0,4,6,1945,2130,4077,37,40,83,90,83,173,38,35,69,0,0,3,3,6,10,29,36,63,36,38,72,3188,3127,6315,61,53,117,9,17,30,3256,3200,6458,448,378,824,6101,6215,12317
117021637,353,524,878,199,248,444,0,3,3,27,31,52,0,0,0,1200,1333,2533,0,0,0,665,696,1365,12,16,28,0,3,3,3,10,9,11,16,27,19,15,32,21,28,46,39,35,71,0,0,0,3,8,9,28,42,71,106,112,212,0,0,0,2339,2586,4920,111,91,197,253,219,474,32,42,70,5,3,8,3,4,5,43,30,77,52,38,88,3287,3335,6618,59,59,117,19,32,44,3357,3424,6784,453,419,873,6946,7336,14283
117031329,171,190,360,364,293,659,0,0,0,15,19,33,0,0,0,872,722,1593,0,0,6,85,75,158,0,0,0,5,0,5,18,20,34,4,0,4,13,15,21,14,19,35,58,37,96,0,0,3,3,0,4,48,45,93,63,62,127,7,0,10,1567,1301,2872,58,48,107,75,37,115,122,90,213,0,0,0,4,0,5,29,21,45,27,25,48,3412,2359,5769,52,30,82,33,22,55,3498,2410,5909,618,368,985,6145,4472,10615
117031330,225,283,511,458,438,894,0,0,0,27,38,64,0,0,0,1323,1442,2770,0,5,3,168,167,335,3,7,10,9,5,6,18,23,44,11,14,24,16,19,33,39,45,83,64,74,134,6,4,5,10,0,10,61,76,135,108,141,248,3,3,6,2327,2489,4812,81,73,155,115,78,194,94,93,192,3,4,6,5,3,9,33,31,62,37,39,81,6243,5533,11778,95,84,180,16,40,61,6361,5660,12015,648,519,1166,9888,9240,19126
117031331,285,440,727,563,705,1265,6,0,4,42,54,97,0,0,0,1418,1606,3021,0,0,0,174,189,361,10,16,28,4,14,15,14,22,34,8,17,24,21,31,53,25,47,74,64,84,150,0,0,4,9,13,21,95,110,202,114,171,285,10,10,13,2576,3083,5655,145,143,286,132,131,260,57,58,120,7,3,14,17,22,38,64,66,137,88,95,183,5594,5535,11125,70,84,153,27,47,74,5688,5667,11353,887,786,1674,9861,10408,20262
117031333,188,263,448,642,624,1271,0,0,0,35,43,75,0,0,0,1545,1479,3024,0,0,0,153,169,325,0,4,6,6,5,12,24,27,50,5,3,12,36,22,58,23,25,43,102,88,184,3,0,3,7,5,10,77,71,153,98,108,211,4,4,10,2765,2688,5447,111,74,186,124,83,206,176,153,328,4,7,8,0,7,4,27,30,59,33,42,76,5094,4053,9146,78,59,138,43,70,107,5215,4180,9393,1158,947,2101,9767,8424,18187
117031336,388,378,766,442,320,761,0,0,3,44,46,88,0,0,0,1248,970,2222,0,0,3,158,166,328,4,0,3,0,0,0,24,10,39,4,6,16,15,16,32,18,21,34,61,55,115,4,3,3,9,4,12,54,49,99,103,110,220,0,6,13,2198,1784,3978,116,80,198,154,96,251,110,80,187,0,0,0,15,3,21,40,19,58,52,28,79,5218,3537,8756,91,56,148,20,27,50,5334,3620,8953,860,548,1409,9214,6615,15828
117031638,86,115,209,235,265,502,0,0,0,23,9,38,0,0,0,484,607,1093,3,0,3,37,44,80,0,0,5,0,0,0,9,5,16,0,3,5,4,0,8,5,13,20,35,29,65,0,0,0,0,0,4,26,45,75,40,53,93,5,6,12,927,1096,2014,66,38,106,58,49,106,32,35,67,0,3,3,7,5,12,11,12,20,18,17,34,2646,2419,5064,55,46,103,12,17,27,2713,2478,5190,346,262,608,4245,4086,8332
117031639,294,414,712,79,98,180,0,0,0,30,23,52,0,0,0,387,405,796,0,0,0,16,18,34,0,0,0,0,0,0,3,3,11,4,0,6,12,22,33,16,30,43,28,34,60,0,0,0,7,0,3,21,21,45,78,103,182,0,0,0,685,764,1444,109,75,183,96,73,174,14,5,23,0,0,0,8,3,11,18,15,32,26,18,42,2244,2055,4302,39,28,65,7,15,21,2290,2096,4384,443,404,843,3955,3851,7803
117031640,183,226,408,360,414,778,0,0,0,29,25,54,0,0,0,773,746,1520,0,0,0,164,192,353,3,7,4,5,7,8,5,12,21,8,3,15,20,20,35,15,19,31,44,30,72,0,0,4,0,4,4,38,50,85,66,72,140,6,0,10,1542,1599,3140,53,52,106,92,50,140,63,78,143,4,3,9,3,3,4,46,51,96,53,56,109,4850,4615,9464,90,66,158,27,28,55,4966,4708,9673,527,417,944,7471,7197,14667
117031641,298,489,793,332,377,702,0,4,3,42,43,86,0,0,0,1131,1225,2354,0,0,0,146,149,291,7,10,14,0,3,7,6,13,25,14,15,26,34,18,45,29,42,73,67,71,136,5,0,6,8,10,14,63,66,132,118,180,301,6,3,7,2002,2221,4225,260,207,470,138,105,238,32,34,67,0,0,0,12,13,26,30,32,62,35,44,88,2922,2596,5523,40,18,58,8,13,26,2978,2627,5602,638,537,1181,6391,6267,12658
117031642,225,276,498,366,282,646,3,6,4,31,37,69,0,0,0,1048,948,1992,0,0,5,195,183,375,3,9,13,3,5,13,11,12,27,4,9,12,23,26,49,10,25,36,50,59,108,3,3,8,6,5,16,68,57,121,86,103,189,0,5,3,1913,1762,3680,123,74,200,128,68,194,99,93,193,0,5,10,9,7,16,23,26,54,33,41,73,3989,3310,7299,83,44,125,22,20,37,4085,3375,7466,787,582,1371,7398,6272,13670
117031643,161,239,396,242,258,497,5,0,7,38,32,72,0,0,0,1247,1344,2595,4,5,4,429,510,940,6,9,18,6,3,11,5,11,22,12,13,27,24,27,46,49,60,110,70,62,134,0,0,0,5,10,15,29,30,60,124,137,258,0,6,5,2299,2512,4817,103,90,196,152,120,272,92,93,184,0,0,0,0,5,8,19,21,37,26,27,51,2838,2520,5354,29,24,51,14,20,32,2879,2558,5437,496,442,941,6206,6086,12290
117031644,231,294,527,316,294,608,0,0,0,30,24,54,0,0,0,734,720,1456,0,0,3,79,82,158,0,4,0,0,0,0,13,4,17,11,4,11,19,20,38,27,32,56,56,66,120,0,0,0,6,0,9,38,49,90,88,103,193,5,0,0,1425,1406,2827,181,148,337,89,72,159,39,25,63,0,0,0,13,6,16,18,20,36,31,23,53,1776,1433,3210,24,17,41,11,6,17,1808,1459,3268,446,328,779,4247,3762,8004
117031645,2332,3095,5427,209,170,384,0,0,0,101,107,203,0,0,3,1095,1039,2133,0,0,0,59,43,100,0,3,5,4,0,8,7,5,8,6,3,7,43,40,85,58,98,152,85,104,186,4,3,9,6,6,9,85,81,163,343,362,701,4,0,10,2109,2050,4165,286,181,471,231,161,393,23,18,41,0,0,0,14,6,17,47,33,78,54,44,100,3916,3481,7398,31,21,58,19,7,27,3968,3518,7483,973,888,1866,9978,9962,19935
117031646,367,559,920,83,67,151,0,0,0,27,28,52,0,0,0,466,412,876,0,0,0,28,26,56,3,5,10,9,4,8,0,0,5,0,6,6,9,8,20,20,27,42,15,27,46,0,0,0,0,0,0,20,22,43,65,99,161,5,0,7,747,729,1473,177,114,288,152,76,226,10,7,22,0,0,0,11,8,17,16,16,31,28,23,51,1906,1743,3645,14,18,34,14,7,21,1935,1770,3700,367,367,731,3763,3644,7410
117031647,309,413,720,348,337,684,0,0,0,35,49,89,0,0,0,1368,1337,2701,0,0,3,162,173,329,11,12,21,6,3,7,5,4,12,10,9,13,29,22,57,67,73,141,80,65,146,6,3,8,13,19,33,79,60,134,154,148,305,4,3,10,2380,2320,4696,125,115,239,207,144,347,94,137,231,4,3,7,11,12,25,31,36,66,51,54,105,4634,3593,8229,63,39,100,15,18,33,4714,3654,8364,970,703,1671,8846,7534,16379
117031648,246,330,574,205,214,417,0,0,0,38,32,75,0,0,0,1069,1099,2167,0,0,0,96,124,224,0,4,6,0,0,4,10,3,13,0,0,3,22,27,40,42,63,103,79,64,142,0,0,0,5,4,11,27,32,63,124,166,288,7,0,4,1730,1839,3570,135,118,254,150,118,267,80,61,139,0,0,0,5,13,17,23,20,43,29,35,62,3642,3195,6841,35,24,61,10,14,24,3685,3234,6921,427,416,837,6488,6138,12622
118011339,76,146,221,695,718,1415,0,0,0,23,28,47,0,0,0,1752,2005,3755,0,0,0,178,257,440,5,7,14,5,5,8,11,31,40,4,11,14,27,30,54,25,31,47,74,69,142,0,6,6,0,3,3,73,80,159,76,102,174,0,0,5,2955,3373,6330,41,40,81,47,30,76,814,956,1772,0,0,0,6,3,11,16,19,36,27,20,49,4469,4349,8821,55,37,90,21,68,88,4547,4449,9001,763,760,1522,9267,9784,19055
118011340,83,115,199,605,674,1276,0,0,0,10,19,29,0,0,0,1741,1865,3606,0,0,5,211,246,454,8,10,23,3,0,3,10,19,32,3,6,11,20,20,43,20,26,41,56,67,127,0,0,0,6,3,11,41,42,79,79,115,196,0,7,6,2818,3115,5934,28,36,69,44,37,82,1449,1428,2876,0,0,0,3,7,10,20,22,45,23,34,57,4813,4843,9653,49,40,86,19,40,64,4876,4926,9803,851,832,1682,10183,10523,20705
118011341,99,189,292,624,768,1396,0,0,0,17,29,48,0,0,0,1890,2019,3909,4,3,8,188,241,432,9,10,21,7,5,5,16,19,31,5,3,13,23,23,51,28,32,62,79,85,160,0,3,4,4,4,3,58,76,132,78,105,185,4,5,7,3028,3450,6474,65,66,131,53,40,93,810,970,1776,0,0,0,5,4,11,14,28,39,19,31,51,3617,3641,7258,36,38,72,3,23,31,3661,3699,7360,736,812,1550,8465,9259,17720
118011342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
118011344,45,68,113,250,263,514,0,0,0,4,10,16,0,0,0,758,876,1631,0,0,0,203,236,434,4,10,10,0,0,0,11,3,8,8,9,21,15,6,19,9,13,18,27,42,68,0,0,0,4,5,7,31,29,59,52,55,110,0,5,4,1375,1560,2939,15,18,28,31,32,68,2234,2349,4588,0,0,0,3,7,12,10,10,25,14,15,30,1299,1345,2643,8,8,15,3,11,16,1314,1362,2679,334,353,680,5364,5767,11122
118011345,76,134,211,768,948,1715,0,0,0,8,23,32,0,0,0,1298,1637,2934,0,0,0,191,202,397,8,6,17,0,4,8,12,9,18,0,6,4,28,19,45,19,22,42,96,93,188,5,0,5,0,9,5,66,68,137,70,85,159,0,0,6,2568,3131,5700,34,39,73,42,24,69,208,222,429,0,0,0,4,6,4,10,14,26,12,22,36,3626,3570,7197,51,36,81,20,32,48,3693,3637,7327,459,490,952,7094,7705,14793
118011346,60,98,161,601,726,1333,0,0,0,22,18,42,0,0,0,991,1222,2214,0,0,0,290,364,655,4,8,14,0,0,0,11,23,38,0,5,3,5,7,12,7,9,14,84,69,149,0,0,4,0,3,3,32,40,69,51,66,113,0,0,5,2103,2570,4673,33,51,87,34,41,72,1221,1306,2528,0,0,0,3,3,8,3,10,12,10,13,26,1706,1652,3358,28,9,43,14,16,30,1743,1679,3424,468,492,961,5677,6254,11924
118011347,43,64,111,458,636,1093,0,0,0,3,7,12,0,0,0,618,797,1422,0,0,0,67,105,164,0,4,4,0,0,0,8,7,16,0,6,6,7,3,10,7,7,12,51,47,96,0,0,0,3,5,5,32,54,78,31,39,72,3,6,6,1280,1722,3000,32,28,53,17,14,30,267,312,577,0,0,0,0,0,4,6,10,19,7,11,22,1446,1623,3069,18,21,37,6,12,17,1463,1657,3118,240,305,546,3350,4106,7454
118011649,53,90,141,665,815,1485,0,0,0,14,19,36,0,0,0,1065,1415,2478,0,0,0,246,281,526,3,7,4,0,0,0,14,11,21,11,7,16,12,17,24,18,22,36,91,77,169,0,0,0,3,6,12,52,55,111,79,102,185,0,0,5,2278,2831,5108,43,37,83,21,26,53,1503,1615,3115,0,0,0,7,4,12,15,34,52,23,44,63,2368,2400,4763,33,27,63,16,22,36,2414,2453,4867,495,511,1004,6826,7605,14429
118011650,59,101,166,608,792,1399,6,6,7,11,16,32,0,0,0,786,1144,1930,3,0,0,113,136,254,4,3,6,0,0,0,11,18,23,0,0,3,5,10,16,5,10,19,76,75,156,0,3,3,3,8,9,45,58,102,36,56,93,0,0,4,1725,2341,4059,27,22,49,25,47,72,458,563,1023,0,0,0,0,0,7,15,15,32,16,16,38,1810,1941,3749,20,11,34,10,13,27,1838,1974,3811,340,407,746,4494,5463,9958
118021564,197,303,502,339,402,740,0,0,0,32,39,74,0,0,0,1233,1240,2470,6,4,6,364,396,755,6,5,10,4,3,6,5,5,11,18,23,45,22,18,43,38,51,94,75,87,159,7,4,8,0,4,7,41,46,91,103,117,220,0,4,4,2291,2459,4751,187,159,353,156,156,315,169,216,386,0,0,0,7,10,17,19,20,43,30,29,56,2367,2135,4504,41,20,60,9,12,17,2410,2170,4583,467,411,882,5913,5904,11809
118021565,292,339,627,350,383,730,4,4,8,44,44,83,0,0,6,1446,1538,2988,3,3,3,594,660,1252,11,17,34,0,0,0,8,6,17,14,9,27,28,27,58,29,46,80,111,103,217,0,0,0,6,5,7,50,53,101,139,157,293,0,3,5,2842,3070,5917,255,172,419,269,208,474,230,229,460,0,0,0,3,4,12,9,12,24,15,18,34,2488,2212,4699,37,17,54,12,15,23,2536,2239,4772,495,401,898,6935,6670,13605
118021566,85,143,230,325,410,728,0,5,5,22,21,45,0,0,0,1339,1415,2755,0,7,6,490,547,1038,8,11,19,0,3,0,12,7,22,12,24,34,5,12,20,30,32,55,51,63,117,0,0,7,0,0,0,26,41,70,44,57,105,0,8,8,2373,2661,5035,36,36,69,20,25,41,298,338,635,0,0,0,0,6,12,6,17,26,15,27,37,1568,1472,3045,19,15,35,4,8,8,1595,1493,3085,326,334,657,4743,5048,9790
118021567,74,132,205,369,494,860,5,6,12,35,38,74,0,0,0,1477,1606,3078,0,0,0,255,322,579,10,14,28,10,5,16,6,14,19,19,15,36,13,23,35,38,58,94,67,67,129,4,3,10,6,9,15,29,43,69,98,149,247,0,0,0,2436,2857,5292,27,26,55,71,88,165,183,192,382,3,0,3,3,9,14,20,28,47,23,37,61,2000,1983,3984,21,26,40,13,21,36,2034,2028,4059,443,422,859,5302,5783,11084
118021568,132,221,356,273,354,626,3,0,6,21,31,48,0,0,0,1353,1452,2804,4,4,7,353,412,763,0,6,12,7,9,9,3,6,11,8,13,18,17,23,36,28,39,63,88,95,187,0,0,0,3,5,7,27,33,58,93,105,200,0,0,0,2283,2567,4854,57,62,124,80,69,154,262,317,578,0,0,0,4,0,7,11,23,32,16,29,37,1691,1530,3220,18,16,34,7,7,13,1712,1552,3264,256,235,488,4798,5048,9846
118021569,87,150,237,611,797,1406,5,0,3,24,29,52,0,0,0,1847,2179,4023,0,0,0,209,278,487,11,16,26,0,0,4,12,21,30,5,4,12,24,13,40,15,25,47,84,98,181,0,0,0,0,6,6,48,57,109,92,92,182,5,0,7,2988,3633,6617,62,57,115,62,62,120,455,517,974,0,0,0,3,0,5,20,30,49,19,31,51,3314,3459,6777,45,28,70,9,38,42,3369,3521,6893,554,642,1195,7598,8610,16206
118021570,97,168,262,387,540,923,6,6,9,26,24,53,0,0,0,1553,1950,3502,0,0,0,207,231,435,6,14,12,0,6,8,13,15,29,7,11,14,19,16,39,28,34,57,79,85,159,0,3,0,0,5,4,48,41,89,62,105,166,0,6,8,2441,3075,5514,114,87,196,100,51,147,212,229,447,0,0,0,11,9,21,11,20,26,18,28,52,2506,2571,5080,28,19,47,11,20,31,2544,2608,5156,498,455,958,6028,6705,12735
118021651,61,124,181,696,872,1570,0,0,3,17,29,45,0,0,0,2199,2591,4794,0,0,0,251,309,558,10,7,18,3,0,3,18,26,43,16,13,28,16,27,44,20,39,61,77,77,155,0,3,5,0,0,4,62,82,143,82,111,199,0,5,9,3479,4205,7681,50,46,96,53,58,107,313,319,625,0,6,6,7,3,8,14,15,34,21,22,42,4582,4878,9461,53,41,96,20,30,49,4650,4957,9602,580,590,1169,9200,10314,19521
118021652,47,82,129,486,596,1079,3,6,6,17,34,56,0,3,7,1537,1652,3185,0,0,0,249,271,524,11,12,20,0,0,0,7,19,28,10,10,24,7,16,23,18,32,44,41,45,93,0,0,0,5,0,7,32,46,81,71,73,142,0,3,3,2505,2824,5328,27,30,55,49,39,92,102,89,193,0,0,0,3,6,9,12,15,23,19,23,33,1552,1432,2986,16,17,38,7,14,15,1575,1459,3036,1386,369,1754,5698,4908,10610
118021653,101,152,258,615,710,1325,19,22,42,53,72,124,0,0,4,2289,2580,4867,3,6,5,360,421,779,6,14,22,19,10,26,9,12,17,25,34,56,12,22,36,37,35,71,83,110,201,0,0,0,5,4,9,51,61,107,104,126,231,3,0,7,3689,4241,7930,50,36,80,121,100,226,203,234,439,0,4,5,13,22,31,22,18,39,40,48,79,1841,1650,3486,9,3,17,10,15,27,1856,1667,3521,438,440,879,6495,6919,13412
118021654,37,52,96,221,257,471,6,10,25,11,8,23,0,0,0,720,867,1584,0,0,0,226,254,484,0,0,0,7,0,5,0,0,3,6,6,14,0,4,7,8,23,30,32,39,72,0,0,0,0,4,3,24,21,52,39,42,80,0,0,0,1308,1554,2857,9,16,26,22,23,50,178,173,352,0,0,0,0,0,0,8,9,16,8,14,18,874,895,1769,4,4,10,0,3,8,879,907,1783,212,223,435,2651,2960,5611
119011354,661,742,1394,484,613,1102,16,21,34,74,112,190,0,4,4,2676,2833,5511,8,4,12,861,867,1732,15,25,45,22,22,47,14,12,19,89,111,200,36,40,74,51,77,131,73,94,171,15,11,27,24,21,49,87,102,189,246,216,463,11,8,17,4800,5205,10002,48,44,89,3700,3652,7347,3,5,10,0,0,0,7,5,4,52,58,111,55,65,115,1262,1053,2311,10,5,19,7,0,9,1282,1060,2342,1315,1233,2546,11858,11995,23855
119011355,47,62,107,15,8,21,0,0,0,11,3,9,0,0,0,95,98,196,0,0,0,24,23,49,3,5,6,0,0,0,0,0,0,0,0,0,6,0,7,11,8,24,25,22,45,0,0,0,0,0,0,8,14,26,17,20,37,0,0,0,211,210,423,25,14,45,252,269,518,0,0,0,0,0,0,0,5,4,4,3,10,4,9,12,127,116,243,4,0,4,0,0,0,127,116,242,52,66,120,724,747,1469
119011356,409,460,865,147,150,293,4,0,4,78,77,154,0,0,0,1389,1409,2800,0,0,0,570,615,1190,11,13,26,15,21,36,5,6,10,28,38,67,27,27,55,42,56,101,25,39,62,0,0,3,10,3,13,37,39,75,133,148,282,10,8,15,2527,2651,5186,32,33,71,2043,1961,4012,0,0,0,0,0,0,5,4,10,32,40,75,36,44,82,747,610,1350,0,7,7,3,8,10,753,624,1369,597,591,1190,6404,6369,12773
119011358,380,447,828,729,890,1620,0,0,3,155,227,384,0,0,0,1981,2220,4203,8,5,12,701,709,1411,14,23,34,12,17,26,14,18,28,146,164,313,33,42,83,53,75,120,109,154,268,16,19,30,4,8,9,108,146,253,266,269,535,22,35,59,4371,5007,9381,163,165,327,691,606,1301,4,4,7,0,0,0,39,37,79,26,28,61,70,69,135,2228,1953,4185,11,4,18,7,11,21,2252,1965,4221,516,488,1003,8447,8751,17200
119011360,355,495,848,586,701,1283,0,0,0,141,178,320,0,0,0,2074,2363,4436,4,5,8,602,648,1250,11,26,35,18,15,37,9,13,22,191,201,394,50,83,131,74,86,159,91,110,205,13,10,23,10,10,19,106,136,238,231,258,485,11,15,30,4220,4854,9075,204,160,366,1018,943,1963,5,3,6,0,0,0,124,133,257,30,38,62,158,163,325,2084,1838,3921,22,15,33,3,10,12,2104,1858,3962,537,587,1124,8603,9061,17664
119011361,911,1095,2004,316,342,662,0,0,0,93,82,182,3,3,4,2353,2460,4810,4,4,12,695,676,1373,26,35,68,32,23,55,22,19,40,23,33,60,40,37,74,52,68,114,102,102,199,3,11,12,18,21,37,81,111,194,305,302,608,12,14,28,4190,4348,8538,74,67,141,3370,3408,6773,0,0,5,0,0,0,14,15,29,44,46,85,53,61,117,1629,1342,2971,10,7,17,12,19,26,1652,1364,3022,958,930,1883,11207,11274,22484
119011571,678,864,1545,125,164,286,0,0,0,56,62,112,0,0,0,1287,1414,2701,4,3,12,422,442,861,12,19,30,12,19,29,3,3,6,62,48,109,45,46,87,41,49,86,60,75,134,8,10,17,13,18,31,56,60,111,207,220,432,13,10,23,2421,2655,5079,163,180,339,2995,2930,5927,3,4,9,0,0,0,21,23,43,26,24,49,43,46,89,1320,1211,2526,11,4,16,8,5,10,1329,1221,2558,687,753,1441,8333,8650,16981
