SA2_CODE_2021,CF_no_children_F,CF_no_children_P,CF_ChU15_a_DSs_a_NdCh_F,CF_ChU15_a_DSs_a_NdCh_P,CF_ChU15_a_DSs_a_no_NdCh_F,CF_ChU15_a_DSs_a_no_NdCh_P,CF_ChU15_a_no_DSs_a_NdCh_F,CF_ChU15_a_no_DSs_a_NdCh_P,CF_ChU15_a_no_DSs_a_no_NdCh_F,CF_ChU15_a_no_DSs_a_no_NdCh_P,CF_ChU15_a_Total_F,CF_ChU15_a_Total_P,CF_no_ChU15_a_DSs_a_NdCh_F,CF_no_ChU15_a_DSs_a_NdCh_P,CF_no_ChU15_a_DSs_a_no_NdCh_F,CF_no_ChU15_a_DSs_a_no_NdCh_P,CF_no_ChU15_a_no_DSs_a_NdCh_F,CF_no_ChU15_a_no_DSs_a_NdCh_P,CF_no_ChU15_a_Total_F,CF_no_ChU15_a_Total_P,CF_Total_F,CF_Total_P,OPF_ChU15_a_DSs_a_NdCh_F,OPF_ChU15_a_DSs_a_NdCh_P,OPF_ChU15_a_DSs_a_no_NdCh_F,OPF_ChU15_a_DSs_a_no_NdCh_P,OPF_ChU15_a_no_DSs_a_NdCh_F,OPF_ChU15_a_no_DSs_a_NdCh_P,OPF_ChU15_a_no_DSs_no_NdCh_F,OPF_ChU15_a_no_DSs_no_NdCh_P,OPF_ChU15_a_Total_F,OPF_ChU15_a_Total_P,OPF_no_ChU15_a_DSs_a_NdCh_F,OPF_no_ChU15_a_DSs_a_NdCh_P,OPF_no_ChU15_a_DSs_no_NdCh_F,OPF_no_ChU15_a_DSs_no_NdCh_P,OPF_no_ChU15_no_DSs_a_NdCh_F,OPF_no_ChU15_no_DSs_a_NdCh_P,OPF_no_ChU15_a_Total_F,OPF_no_ChU15_a_Total_P,OPF_Total_F,OPF_Total_P,Other_family_F,Other_family_P,Total_F,Total_P
106021116,873,1756,25,138,147,655,42,193,641,2583,850,3572,65,282,98,329,234,723,397,1344,1249,4913,3,17,25,91,11,38,129,348,171,499,13,55,35,89,105,227,156,376,331,870,14,32,2463,7567
106021614,1838,3696,37,235,211,960,69,324,1064,4081,1388,5605,108,457,168,563,413,1324,685,2351,2071,7953,21,106,71,235,42,169,381,1048,526,1555,35,106,67,149,323,723,429,982,948,2538,76,152,4936,14339
106021615,1725,3451,45,240,207,955,95,435,1297,5064,1644,6689,90,372,134,455,392,1237,614,2065,2257,8752,15,54,71,250,34,120,422,1177,541,1600,23,87,46,112,271,603,343,796,886,2395,52,111,4929,14714
106021616,803,1627,7,47,65,322,35,164,481,1816,590,2359,26,108,36,120,168,525,229,759,817,3111,12,45,38,135,26,101,214,609,283,894,19,51,29,64,183,414,238,531,520,1424,49,108,2196,6270
106021617,1195,2387,18,108,96,429,42,204,587,2240,740,2982,46,178,59,205,217,708,325,1096,1062,4074,7,42,38,119,21,88,230,598,299,854,22,76,54,117,194,423,272,616,571,1469,39,85,2868,8016
106021618,1642,3298,30,155,231,1056,79,358,1366,5250,1693,6809,117,487,139,474,368,1172,618,2133,2317,8942,5,33,44,164,18,75,280,763,351,1039,23,77,50,120,180,419,258,608,608,1647,50,103,4608,13988
106031119,967,1928,14,68,55,236,29,137,303,1189,394,1630,33,138,58,203,154,476,245,818,642,2450,6,10,23,72,9,33,81,221,118,333,8,23,27,50,98,220,132,302,253,631,14,35,1868,5035
106031120,981,1970,15,86,49,239,30,140,297,1181,396,1646,17,75,44,143,139,448,197,667,596,2317,3,18,23,88,22,89,142,398,189,590,4,19,25,51,151,327,187,402,376,988,22,46,1976,5319
106031121,3488,6953,33,184,195,893,70,317,878,3403,1173,4791,74,292,167,543,437,1368,677,2207,1850,6997,17,77,64,204,38,129,339,903,449,1311,35,115,81,172,375,785,492,1072,938,2382,57,127,6344,16463
106031122,1362,2734,45,259,108,539,59,275,722,2836,942,3913,62,267,78,260,297,941,438,1464,1375,5375,17,98,69,260,76,258,415,1193,573,1807,17,68,57,116,388,853,463,1038,1034,2842,69,146,3843,11101
106031123,648,1304,20,101,88,419,44,200,349,1438,497,2157,62,261,70,249,216,674,345,1182,844,3338,0,15,7,28,3,23,48,116,65,187,3,20,20,40,53,117,73,171,139,361,10,26,1642,5028
106031124,1341,2664,7,40,19,97,10,46,120,474,157,654,7,29,23,73,102,312,134,415,296,1072,4,13,4,18,8,16,58,159,74,207,0,6,24,49,73,162,98,210,175,421,22,42,1828,4196
106031125,1693,3417,41,238,191,889,73,346,1003,3998,1313,5467,80,332,115,396,380,1196,573,1930,1885,7391,8,42,47,187,28,103,252,724,341,1063,26,73,53,112,230,491,303,670,644,1734,34,64,4259,12604
106041126,1165,2315,28,141,125,586,60,291,716,2869,926,3886,52,217,84,264,202,624,336,1105,1266,4991,7,42,58,222,34,123,330,920,432,1312,18,50,30,67,181,401,230,513,663,1824,40,86,3129,9221
106041127,487,963,9,45,47,229,22,94,232,930,311,1297,23,76,30,81,98,312,143,463,454,1761,4,16,13,29,5,21,42,123,58,192,8,19,7,18,65,143,85,180,145,373,18,29,1089,3122
106041128,672,1337,8,39,81,394,24,105,380,1510,496,2042,30,122,46,139,100,310,175,574,671,2618,0,0,10,38,5,23,112,308,127,366,6,23,25,50,98,201,127,270,256,637,22,43,1621,4631
106041129,1087,2158,19,115,93,401,36,160,457,1812,600,2486,56,217,54,172,126,388,234,780,836,3264,0,3,21,74,13,51,100,272,137,402,5,18,15,42,100,214,122,275,265,680,11,29,2198,6122
107011131,2670,5388,50,282,262,1209,119,542,1354,5243,1786,7275,129,557,175,605,651,2148,954,3311,2746,10583,14,89,92,328,59,218,507,1395,672,2030,51,178,91,202,545,1230,688,1614,1362,3642,97,205,6870,19821
107011132,1122,2260,33,175,187,899,70,321,1020,4015,1312,5408,85,391,111,385,327,1078,527,1852,1834,7261,8,42,43,144,34,118,181,497,268,804,33,103,40,90,158,359,231,551,494,1356,20,38,3469,10919
107011133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107011134,1556,3164,24,150,208,957,55,245,923,3603,1214,4953,160,683,169,587,504,1660,831,2927,2040,7877,12,50,43,146,30,101,223,640,300,931,27,89,48,119,256,579,340,792,644,1719,54,108,4292,12869
107011545,1263,2579,46,281,141,700,59,296,731,2974,980,4254,78,358,74,258,393,1328,551,1950,1530,6199,21,103,51,208,46,155,309,879,425,1341,23,76,59,123,398,914,481,1113,905,2456,59,125,3761,11350
107011546,864,1746,16,105,58,309,27,142,484,1922,591,2473,37,166,50,181,240,794,328,1140,921,3616,11,45,36,140,33,148,226,626,311,959,21,75,37,76,296,628,356,786,663,1741,43,101,2494,7201
107011547,478,964,3,32,24,115,16,80,193,768,240,993,20,62,17,61,131,418,166,543,404,1531,5,14,12,36,4,8,71,196,87,259,6,29,19,41,80,185,107,248,197,504,37,74,1113,3076
107021135,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,4,0,0,0,9
107031136,1929,3872,53,305,235,1069,77,345,1546,5985,1904,7700,155,664,140,497,531,1758,830,2909,2731,10608,14,58,54,195,32,105,351,940,445,1295,41,126,59,126,284,629,383,878,828,2173,56,115,5546,16776
107031137,778,1553,15,92,58,267,30,154,323,1275,433,1793,26,113,30,109,207,667,261,884,696,2681,4,10,19,58,23,78,165,479,211,629,16,49,29,70,174,379,218,497,426,1128,38,76,1929,5435
107031138,1366,2715,8,59,64,301,18,83,479,1867,568,2309,43,173,93,320,169,533,307,1026,876,3334,5,14,33,101,7,14,113,273,150,412,11,39,23,50,104,228,142,318,293,725,36,73,2569,6843
107031139,777,1563,16,69,83,379,22,97,400,1580,518,2121,47,201,74,251,153,503,280,949,796,3077,0,13,3,12,9,35,63,158,74,218,9,27,30,65,77,165,116,255,193,470,10,17,1769,5133
107031140,1094,2175,15,70,98,459,37,160,470,1896,617,2595,60,254,85,289,197,622,344,1163,962,3757,0,11,17,55,5,14,64,168,86,243,7,18,22,41,107,220,129,284,213,528,23,54,2293,6513
107031141,2008,4041,63,324,275,1240,98,454,1355,5338,1782,7361,175,735,219,769,580,1914,972,3419,2762,10776,8,44,64,209,33,114,258,650,358,1016,48,152,85,169,249,564,376,890,736,1905,47,92,5548,16813
107031142,1219,2477,16,104,91,403,49,234,529,2101,688,2840,65,273,73,263,344,1103,481,1637,1168,4480,13,42,39,126,31,118,180,488,258,778,24,67,42,96,252,543,309,710,568,1486,54,120,3008,8561
107031143,2168,4375,43,218,151,687,79,377,906,3551,1177,4832,100,435,100,340,527,1737,733,2514,1902,7347,26,105,84,324,68,265,530,1463,707,2152,46,148,90,189,643,1418,777,1757,1483,3913,93,192,5644,15818
107041144,2148,4313,34,202,220,1000,44,219,1258,4891,1555,6312,132,580,208,744,499,1631,844,2962,2399,9270,4,28,55,190,34,100,326,831,421,1147,37,132,94,208,437,972,569,1313,989,2457,97,193,5625,16237
107041145,1609,3236,25,124,155,701,39,168,941,3636,1156,4633,86,350,129,455,353,1143,564,1948,1718,6581,9,52,72,214,27,91,323,831,426,1184,32,96,74,161,410,892,513,1141,936,2328,87,190,4347,12328
107041146,1983,3979,49,287,337,1571,44,206,1459,5726,1883,7786,165,708,281,1015,515,1718,961,3437,2850,11225,12,67,54,189,19,73,261,660,349,990,47,154,93,212,295,665,437,1029,785,2016,76,154,5689,17372
107041147,850,1710,13,85,117,508,36,150,791,3129,957,3873,89,376,107,374,286,930,478,1681,1434,5556,4,12,25,80,6,14,85,203,117,313,19,63,40,86,109,238,168,377,278,692,18,32,2580,7979
107041148,1351,2720,24,144,186,830,29,146,880,3492,1128,4614,87,357,171,595,271,867,527,1813,1656,6426,3,16,36,105,6,22,111,274,153,418,12,49,41,102,139,308,199,462,357,872,22,47,3384,10062
107041150,1939,3913,34,189,280,1254,40,195,1523,6020,1879,7656,184,779,254,905,471,1515,905,3209,2788,10862,14,48,55,170,38,132,278,717,387,1069,39,113,102,239,322,697,470,1051,852,2121,59,117,5636,17012
107041548,2445,4868,5,41,53,239,13,50,501,1803,572,2130,33,149,71,240,175,564,287,956,857,3087,3,15,19,58,4,20,187,432,222,527,14,43,80,159,207,440,298,641,521,1168,84,182,3910,9303
107041549,1619,3241,18,120,153,717,32,147,882,3387,1088,4367,88,381,138,492,288,934,515,1817,1605,6184,6,30,35,123,17,54,196,487,251,694,37,115,83,166,281,597,397,882,645,1577,97,215,3970,11217
108011151,701,1406,11,82,42,209,26,126,231,908,323,1331,11,54,34,113,124,379,172,544,490,1871,9,22,19,65,9,37,76,209,103,335,8,26,9,14,91,191,100,227,209,558,17,33,1418,3875
108011152,2299,4600,18,82,96,439,49,227,521,2025,680,2773,38,148,76,262,233,719,356,1129,1036,3902,13,55,35,134,40,141,260,762,343,1086,13,37,44,98,290,623,346,755,694,1843,55,116,4092,10467
108011153,1093,2183,10,66,57,266,30,132,289,1176,395,1644,18,75,37,120,143,444,196,638,589,2279,0,6,15,56,21,66,119,295,157,424,8,21,15,32,110,226,129,276,285,704,20,45,1992,5210
108011154,1034,2062,5,24,27,123,11,62,160,634,201,843,20,78,27,83,107,358,154,522,356,1364,3,7,16,59,5,24,107,280,133,365,6,19,24,56,146,312,180,384,315,752,24,55,1726,4220
108021155,1503,3046,33,197,93,457,74,378,598,2395,794,3429,49,195,68,221,273,879,384,1292,1175,4720,25,114,55,229,57,242,443,1312,580,1899,28,95,65,145,335,770,433,1011,1015,2914,90,198,3785,10875
108021156,1213,2435,18,94,76,354,35,148,400,1584,523,2179,40,162,44,149,229,710,317,1026,839,3207,9,33,26,112,21,79,149,448,201,664,22,60,34,75,180,392,239,526,442,1197,42,95,2536,6927
108021157,664,1313,7,32,39,196,15,71,246,992,313,1297,10,46,23,88,106,333,147,461,457,1761,0,9,20,64,11,48,112,319,146,441,5,15,26,58,105,224,137,295,279,737,22,55,1423,3866
108021158,900,1810,8,42,44,213,16,71,215,841,282,1161,20,70,30,92,114,361,163,525,443,1694,7,48,25,105,18,76,138,401,193,630,8,31,21,48,166,366,194,441,392,1071,33,74,1771,4648
108021159,1075,2157,18,86,79,390,34,141,361,1472,490,2091,39,160,46,150,167,553,253,864,741,2949,7,45,26,88,13,51,143,397,193,589,12,37,27,58,132,285,170,382,365,968,30,51,2211,6132
108021160,998,1995,8,44,29,162,14,74,214,838,275,1113,8,42,14,60,94,307,125,408,399,1526,0,4,12,33,8,23,82,232,104,297,6,23,15,36,110,231,132,287,235,584,18,34,1650,4140
108031161,58,103,0,0,0,0,0,5,28,111,33,116,0,0,0,0,11,25,11,25,37,144,0,0,0,3,0,0,5,12,4,20,0,0,0,0,5,3,5,3,10,25,0,0,107,272
108041162,3245,6493,35,169,121,564,53,248,724,2868,932,3855,73,291,124,400,388,1220,581,1912,1515,5768,19,84,41,139,32,108,249,710,341,1039,22,72,75,158,288,620,384,849,728,1889,42,97,5531,14245
108041164,2728,5452,24,141,183,818,49,223,995,3833,1254,5011,58,249,123,415,312,966,498,1631,1745,6640,19,75,84,273,42,161,406,1117,544,1619,28,94,94,195,401,869,525,1157,1073,2782,86,178,5631,15056
108041165,723,1432,11,60,54,237,24,106,261,1082,351,1489,18,74,40,126,157,484,213,680,563,2166,0,6,9,28,0,15,77,196,86,244,0,9,14,21,85,183,99,216,182,455,14,29,1482,4083
108041166,1531,3093,35,174,135,645,56,257,671,2732,896,3809,73,300,106,349,275,861,450,1511,1345,5319,18,71,45,160,34,112,274,818,369,1160,18,67,45,100,250,533,314,693,688,1855,40,95,3600,10360
108041619,1468,2927,14,72,127,601,26,108,605,2333,767,3121,41,169,111,385,158,494,313,1052,1081,4171,10,35,41,133,14,49,220,560,280,777,12,37,57,122,216,455,287,617,572,1392,39,72,3155,8568
108041620,2377,4749,25,154,231,1029,42,184,955,3801,1252,5163,76,313,174,587,306,935,557,1841,1806,6998,8,37,63,200,22,90,297,794,390,1125,23,80,56,113,254,544,331,736,725,1857,53,102,4960,13709
108051167,832,1665,7,47,50,221,19,73,200,802,273,1150,14,58,22,82,112,347,148,480,420,1628,4,21,16,58,8,25,86,235,112,336,5,11,23,60,88,189,117,259,229,594,18,40,1500,3928
108051168,2014,4017,28,136,99,466,40,187,588,2352,757,3140,57,229,72,225,222,667,344,1114,1099,4256,4,22,27,78,28,96,213,581,266,781,13,33,34,80,185,385,230,495,497,1275,37,72,3646,9624
108051169,2303,4626,37,233,147,718,89,437,821,3324,1099,4706,61,259,80,267,398,1274,543,1798,1648,6505,19,108,80,289,82,292,555,1594,739,2288,32,107,88,182,485,1050,604,1343,1335,3628,106,229,5390,14986
108051170,2180,4358,23,123,116,532,61,274,473,1849,670,2780,33,130,81,256,327,1006,435,1390,1104,4170,9,50,38,133,23,88,176,472,244,737,15,44,31,71,248,526,298,637,541,1380,46,93,3863,9996
108051171,610,1232,11,43,34,169,31,131,241,965,314,1307,13,52,24,87,128,387,167,515,479,1827,11,36,27,107,18,70,137,386,190,602,5,14,17,42,131,286,156,339,347,941,26,52,1464,4052
109011172,1876,3755,48,255,194,873,56,235,1386,5456,1681,6817,90,359,125,419,314,978,529,1761,2213,8577,8,26,52,178,31,101,317,802,406,1107,19,62,58,131,179,382,258,582,666,1687,57,119,4814,14135
109011173,1097,2180,14,79,84,400,29,123,526,2054,654,2660,43,174,82,267,173,558,296,995,948,3654,9,45,57,200,27,119,262,705,358,1070,27,86,46,98,186,395,260,582,617,1646,54,117,2721,7605
109011174,1251,2471,6,31,93,421,18,64,502,1943,616,2458,39,162,82,267,152,475,274,908,892,3366,6,31,27,102,17,55,191,487,247,678,4,18,46,99,150,324,204,441,451,1119,41,83,2628,7033
109011175,1474,2901,44,252,171,873,47,201,692,2922,950,4244,66,284,114,352,269,861,449,1492,1403,5736,4,32,28,99,20,63,161,456,211,647,12,39,42,92,151,322,205,458,419,1104,18,40,3309,9784
109011176,1612,3210,27,166,142,667,59,297,753,2901,980,4027,56,248,75,243,254,820,391,1308,1376,5343,12,67,67,253,34,132,425,1165,543,1615,29,92,69,144,305,651,400,886,941,2499,75,150,3995,11199
109021177,355,705,3,14,21,88,10,22,134,537,166,666,16,56,16,50,55,166,86,271,249,942,3,9,8,20,4,16,48,124,53,165,5,17,6,17,58,114,71,143,124,305,10,20,743,1967
109021178,767,1535,14,77,70,311,25,133,359,1457,469,1980,24,101,47,144,130,416,202,656,668,2638,0,10,14,53,11,39,89,239,112,334,10,38,28,62,73,170,111,268,223,598,23,51,1684,4824
109021179,407,811,7,44,33,148,9,33,195,799,243,1024,14,47,22,53,61,188,95,288,337,1318,0,11,8,26,3,6,36,118,51,169,4,4,8,11,39,81,49,104,99,269,14,28,860,2422
109031180,791,1579,3,28,52,236,24,98,225,882,298,1245,15,80,32,97,106,319,155,492,452,1736,0,20,16,54,5,31,99,274,128,372,12,27,17,46,91,193,125,271,249,641,17,33,1509,3993
109031181,1043,2069,17,73,82,361,29,121,376,1509,495,2071,29,107,33,114,125,389,193,616,688,2690,3,7,17,65,5,27,72,198,105,295,3,12,17,37,96,209,122,257,220,555,15,29,1967,5340
109031182,889,1763,18,90,64,297,27,114,311,1256,414,1751,17,90,38,118,119,367,177,578,596,2332,6,20,20,70,22,67,101,294,149,449,6,22,24,38,102,222,128,288,279,735,32,66,1796,4889
109031183,939,1857,11,64,63,299,30,121,368,1504,466,1990,24,100,55,171,119,362,199,636,669,2621,0,12,14,47,9,35,80,205,101,310,0,3,19,33,63,137,81,172,188,481,15,28,1805,4993
109031184,1010,2016,8,58,70,330,10,63,410,1618,501,2071,45,156,65,216,110,339,220,715,727,2784,3,16,17,63,8,34,76,196,105,317,7,28,11,22,62,135,84,189,189,504,15,27,1939,5329
109031185,1392,2757,20,99,107,498,25,124,429,1719,576,2436,31,119,48,137,160,497,235,755,813,3194,4,17,33,96,12,48,131,336,176,500,7,18,25,57,113,236,149,313,324,812,31,62,2558,6824
110011186,2445,4884,50,325,237,1153,59,290,1167,4591,1514,6362,77,325,155,524,285,902,516,1745,2038,8103,24,101,87,336,25,102,449,1242,578,1780,34,117,103,216,311,650,451,989,1028,2767,88,190,5594,15946
110011187,525,1048,13,69,68,318,18,65,224,930,320,1382,12,54,28,93,76,231,115,379,436,1765,0,9,8,38,8,27,57,168,75,241,0,4,8,20,48,104,67,128,136,364,15,33,1117,3217
110011188,798,1598,16,75,59,284,30,147,321,1279,432,1786,18,77,54,178,111,346,180,598,611,2384,0,4,15,46,9,37,102,282,130,375,10,31,19,48,74,152,107,229,235,604,20,47,1666,4629
110011189,488,962,0,3,34,136,9,32,163,654,204,830,7,24,24,75,51,145,80,246,282,1076,0,0,11,32,4,12,31,86,44,132,0,0,6,14,26,45,27,63,73,193,10,21,852,2250
110021190,1179,2338,17,87,77,358,21,120,338,1337,453,1898,24,96,47,145,142,445,208,682,664,2580,3,27,21,90,15,50,177,485,216,654,9,25,32,55,143,308,177,397,403,1052,32,74,2271,6034
110021191,1371,2752,10,59,101,449,30,162,600,2389,750,3064,34,142,68,227,199,601,301,966,1049,4028,7,37,46,167,33,126,324,921,410,1243,19,66,29,71,213,448,260,580,670,1824,53,112,3141,8717
110021192,636,1268,17,116,50,219,24,91,204,827,290,1251,17,75,34,89,106,340,157,501,450,1751,0,7,14,63,10,37,79,245,105,352,0,9,10,20,76,174,89,207,193,567,26,56,1305,3644
110021193,767,1520,12,49,66,290,11,48,277,1112,359,1506,22,87,28,86,102,316,152,492,509,1996,0,11,14,58,10,34,84,240,105,333,5,14,17,35,103,215,120,265,231,599,17,37,1527,4149
110021194,1030,2051,10,46,53,273,21,105,239,936,331,1364,17,62,36,113,83,265,136,438,466,1807,7,26,19,70,20,60,119,337,164,496,8,15,15,28,105,227,122,270,283,766,15,36,1800,4654
110031195,740,1466,3,17,54,221,18,102,381,1510,457,1850,20,61,35,92,123,388,174,546,630,2397,0,8,21,79,26,115,182,549,235,758,5,18,15,28,143,326,163,376,396,1129,45,105,1809,5096
110031196,448,886,15,80,49,187,13,63,269,1098,340,1431,14,57,48,137,79,247,137,439,479,1869,5,35,13,39,18,69,68,206,99,348,5,11,4,15,58,141,70,162,172,515,20,42,1118,3308
110031197,767,1536,12,50,53,252,19,100,391,1572,478,1980,16,74,40,136,134,424,194,632,675,2608,5,20,14,77,16,41,140,425,174,566,0,13,18,36,122,252,145,303,317,867,28,57,1787,5070
110031198,495,978,9,61,50,245,11,56,258,1058,333,1429,7,43,41,117,80,243,128,404,460,1825,0,4,4,29,5,21,70,180,86,232,6,16,13,34,61,134,83,179,160,416,16,27,1129,3246
110041199,940,1881,19,96,91,418,34,153,624,2501,758,3176,25,93,47,159,159,505,236,758,993,3931,5,13,31,107,16,65,242,700,292,882,3,23,14,24,148,322,165,367,454,1253,52,112,2447,7168
110041200,496,1003,9,65,48,215,14,61,264,1081,337,1427,19,88,24,73,95,288,136,447,480,1872,0,5,17,47,0,15,73,184,90,254,0,6,9,18,63,132,71,163,159,409,21,51,1158,3334
110041201,885,1756,16,95,54,261,20,89,351,1391,445,1838,37,135,58,179,136,428,223,741,672,2576,3,22,23,100,17,53,154,442,193,624,8,15,12,25,126,273,144,307,336,932,44,99,1936,5361
110041202,2336,4680,36,175,212,1020,66,313,1103,4310,1416,5826,78,327,145,467,370,1160,595,1953,2013,7779,15,69,73,269,44,172,552,1516,681,2031,36,116,88,195,364,786,487,1097,1165,3132,108,217,5619,15808
110041203,1705,3396,24,141,139,642,51,244,1029,4026,1237,5055,44,199,110,354,224,697,384,1253,1621,6310,19,77,48,169,30,118,355,992,448,1359,20,55,52,109,251,523,320,688,768,2047,69,139,4158,11899
110041204,445,895,13,64,43,205,33,160,286,1171,373,1603,19,76,27,81,97,315,142,470,516,2078,8,28,35,140,26,101,246,769,307,1036,14,38,30,69,119,253,159,365,471,1401,33,70,1464,4445
110041205,2320,4608,47,257,224,1036,78,350,1138,4562,1493,6201,83,359,148,460,425,1322,657,2143,2150,8343,6,33,42,161,16,62,335,932,398,1187,18,54,64,132,257,548,334,735,736,1923,66,138,5266,15012
111011206,2144,4306,35,182,187,863,69,308,986,3864,1274,5220,124,521,166,547,465,1486,752,2561,2027,7778,11,62,56,199,33,94,317,838,421,1196,39,123,96,204,324,699,453,1019,877,2211,57,118,5106,14415
111011207,693,1389,10,41,28,137,21,85,274,1013,336,1286,42,161,45,156,134,437,221,754,556,2043,5,19,23,61,18,48,121,326,160,461,13,37,16,41,142,317,172,389,333,850,32,66,1614,4345
111011208,2599,5217,48,268,253,1153,67,317,1799,6925,2167,8671,135,574,225,755,523,1665,882,3000,3053,11667,11,49,82,276,40,143,437,1152,568,1619,43,142,118,257,538,1181,704,1580,1275,3199,79,168,7011,20249
111011209,2527,5096,50,271,292,1317,99,446,1678,6427,2114,8462,139,586,229,786,557,1784,921,3157,3037,11622,11,51,81,262,44,167,447,1174,585,1652,50,147,112,253,497,1082,660,1480,1249,3136,106,219,6916,20071
111011210,883,1788,16,73,63,312,34,157,423,1662,535,2198,32,125,54,171,215,693,293,991,827,3187,10,47,49,179,38,157,288,801,388,1187,24,72,40,86,248,554,312,720,698,1902,57,119,2474,7005
111011211,362,715,4,43,60,274,15,69,227,910,311,1298,29,119,43,146,81,259,147,515,458,1816,4,7,7,14,0,7,40,108,49,134,5,11,11,19,51,100,57,130,114,267,13,25,944,2823
111011212,1649,3324,22,134,115,522,35,145,659,2629,835,3429,69,285,107,361,320,1010,494,1658,1330,5089,8,46,33,122,37,116,217,582,299,865,20,61,48,107,254,548,328,716,622,1587,52,106,3654,10103
111011213,1529,3048,35,195,184,854,45,213,864,3445,1133,4717,112,474,150,529,342,1102,611,2106,1747,6823,0,12,29,97,12,40,159,410,203,565,29,90,44,103,136,293,208,482,416,1055,25,50,3712,10967
111011214,1779,3570,25,122,168,753,44,184,830,3223,1068,4283,104,424,149,511,337,1075,591,2012,1656,6291,11,52,50,168,26,98,263,641,349,959,28,102,76,168,279,581,380,849,735,1812,58,117,4227,11788
111021215,1075,2162,24,113,80,362,37,169,552,2099,689,2738,52,223,78,255,250,820,382,1296,1066,4037,8,41,26,86,37,118,225,629,284,875,36,105,43,86,206,455,277,655,570,1526,46,89,2753,7808
111021216,1246,2504,17,87,98,446,36,156,518,2028,664,2723,47,214,81,269,229,718,361,1196,1026,3920,4,14,30,113,28,110,214,594,284,827,21,65,40,85,187,413,248,573,530,1396,33,77,2835,7900
111021217,1508,3042,41,252,206,960,76,354,1324,5151,1649,6716,107,447,113,388,393,1297,610,2130,2265,8840,11,53,52,167,42,147,289,763,392,1134,27,97,51,122,246,553,330,778,721,1903,49,102,4540,13886
111021218,2113,4253,36,193,136,675,88,407,951,3743,1213,5018,110,473,127,429,455,1479,692,2388,1903,7402,10,39,48,186,35,128,297,815,389,1166,22,63,51,120,328,727,403,915,792,2078,62,126,4874,13864
111021219,1791,3590,23,146,105,473,41,199,646,2569,818,3393,66,277,93,319,357,1158,520,1754,1345,5143,7,38,42,149,39,140,256,698,342,1030,28,84,69,151,323,701,420,935,754,1960,58,110,3946,10807
111021220,1423,2851,12,81,89,405,35,148,459,1814,599,2448,56,245,81,274,266,837,406,1354,1003,3798,3,12,25,84,20,57,168,445,215,597,11,44,28,63,163,366,204,476,418,1070,26,49,2871,7770
111021221,798,1599,8,56,67,320,46,210,477,1844,606,2431,46,201,67,225,226,713,334,1143,941,3573,8,27,30,103,17,65,138,361,187,556,14,34,17,38,130,288,156,361,345,914,25,56,2118,6144
111031222,1676,3347,20,122,214,990,30,142,1220,4788,1491,6039,101,402,205,737,300,963,606,2103,2096,8146,6,18,40,124,23,76,231,576,301,791,27,74,87,201,262,562,376,837,674,1631,79,178,4538,13294
111031223,897,1797,10,88,47,231,40,189,407,1585,511,2091,39,163,35,116,216,682,292,966,806,3054,9,34,38,144,27,108,253,737,323,1017,13,42,34,82,225,499,274,626,603,1645,59,122,2359,6615
111031224,1276,2530,11,40,117,528,9,42,667,2529,801,3137,47,202,127,440,193,614,373,1254,1176,4393,3,21,21,64,11,35,188,447,222,571,19,39,59,129,216,462,284,632,511,1200,76,147,3031,8281
111031225,1616,3233,16,86,238,1064,37,169,1115,4365,1409,5682,107,445,242,825,340,1078,681,2349,2089,8031,9,32,56,170,26,86,292,704,378,990,30,87,119,270,324,701,480,1058,858,2052,73,150,4640,13472
111031226,1384,2772,45,251,277,1264,64,288,1364,5296,1745,7103,131,554,188,648,389,1246,709,2444,2451,9551,12,47,56,222,35,132,301,774,401,1172,28,95,60,129,219,489,303,712,704,1888,52,110,4586,14317
111031227,1584,3175,11,50,99,453,27,144,911,3431,1045,4075,44,181,97,317,218,709,361,1205,1402,5281,7,26,41,129,19,74,303,756,366,981,22,59,64,147,316,698,402,907,770,1885,103,210,3865,10547
111031228,1582,3146,14,87,206,962,19,86,885,3503,1129,4632,95,399,209,740,256,793,561,1926,1688,6563,6,19,42,130,3,13,133,306,186,475,31,102,61,129,139,290,230,518,418,992,53,114,3741,10818
111031229,1788,3539,7,27,77,343,9,26,452,1668,541,2072,33,113,109,361,112,334,253,808,795,2876,0,0,29,78,6,31,162,360,195,467,12,36,61,126,112,233,186,393,385,866,56,120,3024,7394
111031230,3,10,0,0,0,0,0,0,0,7,0,7,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,17
111031231,1025,2065,18,127,55,293,19,120,528,2029,624,2574,26,107,40,154,117,382,185,630,813,3202,13,54,34,132,29,110,206,507,281,804,16,44,40,80,204,451,254,571,530,1375,95,204,2472,6849
111031232,1204,2395,17,70,74,349,27,106,518,2017,625,2539,28,132,70,220,172,548,271,893,896,3436,0,3,22,89,8,36,122,331,163,462,14,39,35,65,135,282,178,387,338,853,27,60,2468,6740
