SA2_CODE_2021,P_15_yrs_over_M,P_15_yrs_over_F,P_15_yrs_over_P,lfs_Emplyed_wrked_full_time_M,lfs_Emplyed_wrked_full_time_F,lfs_Emplyed_wrked_full_time_P,lfs_Emplyed_wrked_part_time_M,lfs_Emplyed_wrked_part_time_F,lfs_Emplyed_wrked_part_time_P,lfs_Employed_away_from_work_M,lfs_Employed_away_from_work_F,lfs_Employed_away_from_work_P,lfs_Unmplyed_lookng_for_wrk_M,lfs_Unmplyed_lookng_for_wrk_F,lfs_Unmplyed_lookng_for_wrk_P,lfs_Tot_LF_M,lfs_Tot_LF_F,lfs_Tot_LF_P,lfs_N_the_labour_force_M,lfs_N_the_labour_force_F,lfs_N_the_labour_force_P,Percent_Unem_loyment_M,Percent_Unem_loyment_F,Percent_Unem_loyment_P,Percnt_LabForc_prticipation_M,Percnt_LabForc_prticipation_F,Percnt_LabForc_prticipation_P,Percnt_Employment_to_populn_M,Percnt_Employment_to_populn_F,Percnt_Employment_to_populn_P,non_sch_qual_PostGrad_Dgre_M,non_sch_qual_PostGrad_Dgre_F,non_sch_qual_PostGrad_Dgre_P,non_sch_qual_Gr_Dip_Gr_Crt_M,non_sch_qual_Gr_Dip_Gr_Crt_F,non_sch_qual_Gr_Dip_Gr_Crt_P,non_sch_qual_Bchelr_Degree_M,non_sch_qual_Bchelr_Degree_F,non_sch_qual_Bchelr_Degree_P,non_sch_qual_Advnd_Dip_Dip_M,non_sch_qual_Advnd_Dip_Dip_F,non_sch_qual_Advnd_Dip_Dip_P,non_sch_qual_Cert3a4_Level_M,non_sch_qual_Cert3a4_Level_F,non_sch_qual_Cert3a4_Level_P,non_sch_qual_Cert1a2_Level_M,non_sch_qual_Cert1a2_Level_F,non_sch_qual_Cert1a2_Level_P,non_sch_qual_Certnfd_Level_M,non_sch_qual_Certnfd_Level_F,non_sch_qual_Certnfd_Level_P,non_sch_qual_CertTot_Level_M,non_sch_qual_CertTot_Level_F,non_sch_qual_CertTot_Level_P,Migtn_Lvd_same_add_1_yr_ago_M,Migtn_Lvd_same_add_1_yr_ago_F,Migtn_Lvd_same_add_1_yr_ago_P,Migtn_Lvd_Diff_add_1_yr_ago_M,Migtn_Lvd_Diff_add_1_yr_ago_F,Migtn_Lvd_Diff_add_1_yr_ago_P,Migtn_Lvd_sme_add_5_yrs_ago_M,Migtn_Lvd_sme_add_5_yrs_ago_F,Migtn_Lvd_sme_add_5_yrs_ago_P,Mign_Lvd_Diff_add_5_yrs_ago_M,Mign_Lvd_Diff_add_5_yrs_ago_F,Mign_Lvd_Diff_add_5_yrs_ago_P
107041150,7842,8751,16600,3325,1976,5300,1031,2217,3247,427,635,1069,194,186,374,4978,5017,9993,2563,3423,5992,3.9,3.7,3.8,63.5,57.3,60.2,61,55.2,57.9,515,670,1189,173,339,510,1177,1670,2848,744,1004,1753,2184,963,3149,55,121,177,132,256,384,2375,1339,3712,8448,9182,17630,1039,1085,2125,6087,6589,12678,2854,3129,5984
107041548,7257,7518,14775,2664,2097,4759,1153,1472,2624,480,551,1026,257,207,463,4555,4329,8883,2312,2765,5079,5.7,4.8,5.2,62.7,57.6,60.1,59.2,54.8,57,820,788,1606,141,249,391,1587,1845,3434,630,741,1375,1382,702,2084,75,103,178,118,197,318,1577,1005,2583,5266,5312,10575,2090,2297,4391,2545,2603,5146,4593,4775,9369
107041549,7159,7005,14159,2604,1732,4334,1154,1614,2768,447,535,981,321,214,535,4519,4098,8621,2200,2509,4699,7.1,5.2,6.2,63.2,58.5,60.9,58.7,55.5,57.1,715,625,1344,115,219,332,1349,1571,2922,548,667,1217,1339,744,2086,66,112,177,81,154,235,1486,1015,2500,6245,6065,12315,1586,1601,3187,3877,3864,7743,3589,3477,7071
108011151,2222,2166,4384,768,352,1119,244,522,764,96,101,192,71,53,128,1181,1024,2204,847,946,1795,6,5.2,5.6,53.1,47.4,50.3,49.9,44.9,47.4,35,48,83,7,38,48,133,201,336,138,211,345,666,315,980,23,36,62,38,59,92,728,411,1142,2088,2039,4128,271,266,538,1498,1426,2920,764,790,1549
108011152,5994,6798,12795,1492,1028,2515,768,1422,2192,156,216,363,159,103,263,2571,2764,5335,3003,3533,6542,6.2,3.8,4.9,42.9,40.6,41.7,40.3,39.1,39.6,137,147,284,72,123,203,512,721,1236,424,676,1099,1754,914,2667,57,139,197,124,226,349,1929,1284,3214,5390,6039,11433,1046,1148,2192,3586,4009,7592,2595,2942,5536
108011153,3013,2905,5919,736,430,1162,428,711,1139,121,120,245,100,56,161,1392,1316,2711,1346,1345,2689,7.5,4.3,5.9,46.2,45.4,45.8,42.7,43.5,43.1,77,87,165,31,54,89,240,380,617,219,301,519,976,430,1405,19,69,94,46,84,120,1036,586,1623,2720,2655,5377,435,429,868,1804,1662,3467,1262,1302,2559
108011154,2688,3076,5766,537,343,880,293,572,865,71,95,165,88,58,147,989,1067,2060,1527,1735,3255,9.1,5.4,7.2,36.9,34.7,35.7,33.5,32.8,33.1,23,30,56,17,37,53,117,206,329,168,266,431,775,436,1210,33,57,93,55,88,142,863,581,1444,2371,2622,4996,442,503,938,1628,1747,3376,1097,1285,2382
108021155,6426,6375,12802,1575,1097,2667,705,1292,1996,185,231,411,265,218,477,2729,2832,5558,3211,2987,6189,9.6,7.6,8.6,42.4,44.4,43.4,38.3,41.1,39.7,41,77,117,36,86,122,243,503,745,234,506,744,1579,1084,2668,79,132,209,83,192,276,1741,1418,3157,5533,6081,11614,884,915,1793,3757,4063,7822,2275,2570,4845
108021156,4079,3895,7968,1156,727,1886,583,954,1536,155,161,311,151,78,228,2042,1922,3958,1693,1644,3343,7.3,4.1,5.7,50.1,49.4,49.7,46.4,47.4,46.9,58,90,149,32,84,124,274,475,746,224,411,641,1259,625,1885,39,93,135,68,93,153,1368,811,2174,3879,3676,7553,461,483,942,2782,2588,5373,1346,1386,2730
108021157,2057,2249,4307,530,318,856,281,505,781,68,73,140,72,44,115,949,943,1894,969,1164,2129,7.4,5,6.2,46.2,41.9,43.9,42.8,39.8,41.2,39,40,78,8,54,59,147,270,416,120,224,347,614,329,937,27,52,77,14,65,77,650,447,1095,2006,2117,4122,314,329,642,1277,1346,2625,911,967,1878
108021158,2927,3219,6148,556,417,975,387,584,971,88,88,170,104,77,183,1131,1171,2301,1540,1791,3328,9.1,6.8,7.9,38.6,36.3,37.4,35,33.9,34.4,43,66,109,33,66,96,188,263,446,168,307,468,770,467,1239,31,74,108,44,91,141,846,638,1490,2651,2876,5523,387,422,816,1728,1877,3608,1171,1291,2461
108021159,3336,3401,6738,983,618,1599,491,861,1356,115,121,239,137,78,222,1730,1685,3413,1341,1441,2783,8,4.8,6.4,51.8,49.5,50.6,47.7,47.2,47.4,59,91,156,41,85,122,285,444,724,183,375,560,974,540,1521,53,86,134,51,97,140,1074,725,1801,3246,3277,6527,369,440,816,2312,2268,4578,1163,1283,2444
108021160,2387,2515,4905,547,389,933,292,490,784,69,89,158,77,45,123,980,1013,1998,1279,1359,2637,7.7,4.6,6.2,41.1,40.3,40.7,37.9,38.4,38.2,42,58,93,30,49,78,173,280,451,143,277,424,779,335,1111,21,36,61,40,85,130,842,457,1300,2220,2292,4507,354,373,721,1465,1485,2945,1001,1081,2085
108031161,187,193,379,60,47,98,45,59,108,11,18,35,3,6,6,124,124,245,43,48,96,3.3,3.2,3.2,66.1,64.8,65.4,64,62.7,63.3,4,9,13,0,5,5,21,28,55,7,32,36,67,30,94,0,7,6,5,5,18,72,41,114,173,181,355,28,28,58,122,124,251,67,76,137
108041162,7767,8322,16093,2101,1288,3387,875,1790,2663,198,262,465,200,149,344,3376,3487,6858,4045,4517,8558,5.8,4.3,5.1,43.4,41.9,42.6,40.9,40.1,40.5,164,213,374,89,202,293,620,999,1620,574,921,1494,2634,1261,3896,77,166,236,173,266,436,2881,1686,4569,7372,7818,15190,1103,1204,2306,4834,5099,9941,3372,3693,7066
108041164,8203,9727,17928,2626,1968,4602,1121,2203,3322,235,321,557,252,212,466,4231,4712,8941,3405,4342,7742,6,4.5,5.2,51.6,48.4,49.9,48.5,46.2,47.3,248,287,534,89,188,277,734,1165,1896,631,1005,1635,2231,1488,3723,86,211,303,157,272,438,2478,1976,4455,7323,8410,15737,1772,2053,3824,4133,4679,8811,4485,5397,9883
108041165,2262,2155,4419,832,494,1322,320,569,887,74,73,150,63,49,113,1282,1188,2466,806,809,1609,4.6,4.4,4.5,56.6,55.1,55.9,54,52.6,53.4,37,52,85,33,54,83,163,308,471,168,266,436,732,349,1081,21,43,66,44,80,119,794,475,1268,2247,2119,4367,249,241,494,1649,1518,3165,742,758,1499
108041166,4842,5439,10275,1880,1137,3018,630,1448,2077,156,173,332,136,126,261,2800,2884,5686,1786,2302,4085,4.8,4.4,4.6,57.8,53.1,55.3,55,50.8,52.8,79,104,184,44,125,163,282,617,900,315,630,942,1580,977,2555,60,124,181,102,173,273,1741,1275,3016,4898,5315,10215,853,941,1790,3054,3278,6332,2363,2646,5014
108041619,4747,5139,9884,1743,1261,3005,856,1366,2229,153,203,353,162,127,292,2916,2959,5880,1593,1961,3560,5.5,4.4,4.9,61.5,57.6,59.5,58.1,55.1,56.5,248,269,520,96,164,262,755,998,1747,397,644,1041,1179,681,1864,45,99,147,71,147,215,1302,932,2232,4477,4784,9260,870,954,1826,2763,2945,5706,2366,2585,4946
108041620,6654,7666,14313,2336,1596,3927,1019,1867,2886,177,245,425,179,140,318,3714,3841,7556,2710,3564,6272,4.8,3.6,4.2,55.8,50.2,52.8,53.1,48.4,50.6,301,299,600,123,212,337,798,1235,2035,604,905,1515,1816,1042,2857,68,126,198,159,289,449,2044,1460,3501,6728,7499,14223,1122,1206,2336,4306,4779,9087,3199,3605,6803
108051167,2232,2328,4560,699,338,1042,265,511,778,83,99,180,62,54,114,1106,997,2110,964,1192,2155,5.5,5.2,5.4,49.7,42.8,46.2,47,40.6,43.7,42,54,96,20,53,78,142,240,381,137,238,374,687,325,1009,18,54,65,55,65,121,752,449,1196,2101,2108,4205,321,364,685,1456,1463,2920,883,938,1824
108051168,5087,5403,10490,1520,984,2503,639,1235,1873,172,211,385,135,92,230,2461,2522,4987,2313,2563,4873,5.4,3.7,4.6,48.4,46.7,47.5,45.7,45,45.3,170,159,325,72,144,215,493,776,1271,412,659,1068,1612,787,2398,53,105,161,103,178,277,1766,1068,2835,4765,4989,9749,863,931,1795,3015,3098,6115,2357,2554,4915
108051169,8176,9200,17372,2311,1542,3847,1048,1858,2911,233,268,500,372,288,659,3963,3954,7917,3496,4494,7995,9.3,7.2,8.3,48.4,43,45.6,43.9,39.9,41.8,124,163,291,65,121,191,418,771,1189,409,805,1216,2086,1412,3499,121,196,316,121,236,355,2330,1838,4174,7663,8446,16110,1333,1491,2824,5045,5525,10571,3489,3920,7409
108051170,5725,5606,11328,1507,910,2417,699,1228,1925,210,196,408,178,122,299,2596,2450,5045,2736,2793,5530,6.9,4.9,5.9,45.4,43.7,44.5,42.2,41.6,41.9,100,132,235,53,115,168,376,600,978,359,645,1008,1816,845,2661,65,127,193,108,194,299,1983,1165,3155,5329,5196,10526,727,735,1459,3799,3664,7462,2083,2076,4154
108051171,2099,2329,4426,672,432,1110,246,501,743,77,59,137,76,73,150,1073,1067,2136,873,1092,1964,7,7.1,7.1,51.1,45.8,48.3,47.5,42.5,44.9,24,41,68,13,36,48,112,196,305,93,220,307,609,409,1018,28,42,69,37,71,109,670,527,1194,2091,2205,4296,320,349,669,1416,1523,2940,839,901,1745
109011172,6698,7280,13974,3466,2058,5520,870,2265,3130,180,273,456,187,152,339,4702,4740,9441,1696,2268,3970,4,3.1,3.6,70.2,65.1,67.6,67.4,63.1,65.2,271,301,576,135,284,416,859,1439,2293,576,811,1396,1880,1089,2973,45,108,154,100,167,268,2035,1364,3399,6725,7072,13799,1460,1645,3106,3911,4114,8026,3719,4061,7775
109011173,4090,4517,8607,1714,1049,2761,534,1159,1693,110,183,296,134,122,254,2494,2507,4995,1261,1708,2963,5.3,4.8,5.1,60.9,55.5,58,57.6,52.8,55.1,89,139,227,59,130,187,325,551,873,278,440,724,1137,712,1844,44,70,115,43,105,150,1224,888,2114,3828,4213,8039,711,789,1506,2516,2675,5195,1772,2053,3824
109011174,4193,4723,8910,1759,1186,2949,594,1205,1800,113,164,279,139,111,254,2608,2670,5277,1315,1808,3117,5.5,4.2,4.8,62.2,56.6,59.2,58.8,54.2,56.4,232,301,537,104,194,302,638,955,1592,353,517,864,959,512,1466,40,84,126,65,118,178,1063,709,1766,3899,4273,8171,783,827,1609,2498,2816,5314,1940,2099,4042
109011175,4992,4953,9946,2238,1188,3426,555,1376,1937,190,205,396,106,70,169,3082,2837,5925,1504,1716,3225,3.3,2.4,2.9,61.8,57.4,59.6,59.7,56,57.9,94,139,233,47,133,177,371,717,1086,322,532,860,1391,742,2131,56,79,131,59,120,177,1504,935,2442,5052,4883,9931,680,709,1387,3541,3383,6918,1904,1930,3832
109011176,6115,6721,12831,2418,1327,3743,838,1637,2473,188,212,407,254,205,459,3707,3380,7086,2011,2892,4901,6.9,6,6.5,60.6,50.3,55.2,56.4,47.3,51.6,134,153,284,46,106,149,356,642,996,394,643,1034,1771,1120,2894,87,130,215,92,170,257,1946,1425,3366,5807,6336,12142,1123,1180,2306,3688,3946,7634,2844,3148,5993
109021177,1221,1207,2429,528,273,806,117,289,407,41,46,84,29,18,54,718,626,1347,336,445,778,4.3,3.2,3.8,59.1,51.8,55.5,56.6,50.2,53.4,5,16,22,3,26,29,61,87,152,58,99,158,280,171,441,8,22,31,9,9,23,300,203,500,1087,1085,2174,156,169,326,805,798,1603,378,391,766
109021178,2666,2585,5249,1079,613,1690,240,603,842,93,104,200,76,57,135,1493,1369,2865,848,921,1774,5.3,3.9,4.6,55.9,53.1,54.5,53,51,52,24,44,70,19,49,71,154,316,464,161,258,421,646,323,965,30,51,81,29,49,75,702,422,1125,2517,2393,4911,362,359,723,1742,1582,3327,954,985,1945
109021179,1577,1380,2962,739,336,1073,160,308,473,51,50,103,27,26,50,982,720,1702,330,442,775,2.8,3.5,3.1,62.1,52.2,57.5,60.4,50.4,55.7,9,16,24,4,22,28,65,128,196,68,114,184,323,168,497,9,27,42,16,27,44,357,220,576,1420,1284,2704,191,155,346,1032,952,1984,485,397,876
109031180,2301,2485,4785,879,502,1377,261,554,814,69,105,175,45,40,92,1251,1201,2453,914,1146,2059,3.5,3.7,3.6,54.5,48.4,51.3,52.6,46.6,49.5,22,37,63,20,46,71,113,213,331,125,224,351,699,391,1091,16,48,63,31,45,79,747,483,1229,2183,2318,4502,331,358,687,1526,1628,3155,882,943,1824
109031181,3062,2994,6056,1228,602,1827,285,743,1028,113,126,233,63,37,101,1685,1509,3192,1096,1232,2325,3.6,2.4,3,55,50.3,52.7,53,49.1,51.1,35,48,85,20,56,75,145,302,448,152,274,428,926,434,1359,20,57,76,44,60,98,991,548,1535,2844,2765,5605,481,463,942,1959,1879,3840,1195,1212,2409
109031182,2788,3088,5881,1094,725,1821,296,725,1019,106,96,197,71,60,129,1562,1606,3170,955,1198,2150,4.4,3.7,4.1,56,52,53.9,53.5,50,51.7,47,55,100,19,75,95,158,326,480,156,266,425,747,432,1181,22,41,63,34,58,93,802,522,1331,2587,2800,5393,415,445,860,1842,1970,3807,1014,1130,2140
109031183,2873,2742,5613,1323,649,1975,262,710,972,101,111,216,53,35,83,1736,1501,3239,858,990,1851,3.1,2.1,2.6,60.4,54.8,57.7,58.6,53.7,56.2,11,49,57,14,54,61,165,355,517,189,262,445,716,366,1083,23,52,73,42,44,87,782,459,1245,2819,2650,5467,318,300,622,2074,1874,3951,912,945,1853
109031184,2768,2981,5747,1066,556,1621,335,783,1122,99,158,257,54,51,105,1557,1544,3108,1015,1229,2241,3.5,3.2,3.3,56.3,51.9,54,54.4,50.2,52.2,53,56,108,34,86,114,214,376,589,167,290,459,821,351,1170,12,25,35,36,44,82,867,422,1290,2540,2735,5280,530,559,1085,1547,1676,3222,1357,1485,2838
109031185,4101,4158,8261,1540,772,2315,397,964,1363,133,154,293,70,52,126,2149,1949,4093,1510,1723,3239,3.3,2.8,3.1,52.4,46.8,49.6,50.6,45.4,48,34,46,82,30,89,123,229,453,681,222,361,584,1076,572,1648,35,86,121,52,80,132,1165,733,1892,3732,3745,7473,569,629,1197,2605,2580,5190,1519,1616,3134
110011186,9238,10459,19697,3455,2452,5908,1418,2405,3822,277,394,668,336,291,631,5487,5540,11030,2886,3881,6772,6.2,5.3,5.7,59.4,53,56,55.7,50.2,52.8,939,1029,1969,196,382,577,1252,1852,3104,538,955,1500,1805,1026,2828,126,185,307,114,234,349,2042,1442,3483,7967,8780,16744,2174,2443,4615,4728,5173,9901,4850,5537,10389
110011187,1876,1797,3669,834,430,1267,238,417,655,57,69,127,50,36,82,1177,953,2127,474,609,1083,4,3.7,3.9,62.7,53.1,58,60.2,51.1,55.7,52,57,111,17,57,78,155,241,400,103,158,262,416,216,631,23,44,62,33,48,87,477,310,789,1747,1641,3392,275,242,520,1277,1214,2485,655,594,1242
110011188,2312,2534,4842,983,634,1612,305,652,956,83,103,189,53,48,104,1427,1437,2864,753,930,1681,3.9,3.3,3.6,61.8,56.8,59.2,59.4,54.9,57.1,117,156,273,44,75,119,240,438,686,176,292,470,635,324,970,42,46,86,38,68,110,720,445,1165,2294,2425,4715,345,405,751,1713,1783,3497,796,920,1714
110011189,1324,1302,2624,611,294,909,128,315,449,41,41,76,26,17,43,812,669,1478,366,496,864,3.3,2.5,3,61.2,51.3,56.3,59.2,50,54.6,20,32,47,9,27,30,100,148,248,82,126,208,321,176,498,16,31,58,10,24,40,353,237,594,1253,1217,2474,136,142,278,912,883,1799,406,418,826
110021190,3721,3839,7563,1126,759,1892,435,779,1214,108,125,236,129,98,227,1805,1763,3564,1544,1686,3228,7.1,5.6,6.4,48.4,45.9,47.1,44.9,43.3,44.1,45,63,105,35,74,108,220,400,617,178,349,527,885,559,1442,52,91,141,58,90,142,990,736,1730,3291,3397,6684,507,601,1105,2337,2399,4739,1285,1446,2730
110021191,4610,5093,9700,1730,1143,2871,525,1092,1616,138,166,300,178,147,323,2565,2545,5114,1633,2117,3756,6.9,5.7,6.3,55.7,50,52.7,51.8,47.2,49.4,40,78,121,34,86,123,268,511,776,219,403,626,1258,820,2079,51,111,159,60,131,193,1368,1065,2431,4266,4640,8901,934,981,1917,2808,3086,5896,2056,2242,4302
110021192,2191,2068,4260,756,395,1153,197,443,636,76,78,154,81,62,142,1108,979,2089,825,878,1705,7.3,6.3,6.8,50.6,47.4,49.1,46.9,44.4,45.7,16,24,34,11,29,40,98,188,293,109,202,318,484,307,792,23,44,71,29,55,86,538,406,944,2059,1954,4012,256,266,524,1563,1436,2999,639,682,1316
110021193,2357,2390,4742,934,524,1456,208,517,727,65,64,126,58,43,97,1265,1145,2412,857,1021,1876,4.7,3.7,4.2,53.6,48.1,50.8,51.1,46.3,48.7,23,37,60,11,29,43,108,273,385,97,209,305,538,341,880,29,34,65,37,52,91,603,424,1037,2262,2247,4507,271,296,567,1689,1693,3377,743,762,1507
110021194,2864,2993,5856,826,490,1320,330,609,934,84,95,175,106,72,183,1343,1264,2611,1239,1442,2684,7.9,5.8,6.9,47,42.3,44.6,43.3,39.8,41.5,55,43,94,25,64,92,177,319,497,173,258,430,690,386,1079,33,75,109,49,69,112,776,527,1303,2553,2661,5210,414,442,857,1866,1893,3763,951,1079,2030
110031195,3048,3190,6242,1275,876,2157,270,580,855,83,125,205,88,58,142,1717,1645,3359,749,966,1718,5,3.7,4.3,56.3,51.5,53.8,53.5,49.6,51.5,47,62,106,20,50,67,218,382,598,138,266,401,652,374,1017,20,51,71,20,57,75,694,476,1168,2562,2641,5202,486,509,996,1806,1819,3621,1046,1168,2209
110031196,2153,2074,4229,996,519,1517,129,422,549,65,74,140,32,34,64,1226,1048,2273,382,497,877,2.7,3.2,2.9,57,50.5,53.8,55.5,48.9,52.2,10,17,31,9,48,58,116,249,365,117,170,290,366,205,566,18,41,55,16,41,61,397,280,682,1754,1685,3436,264,244,509,1317,1233,2549,574,578,1152
110031197,2703,2799,5503,1298,829,2122,284,622,901,89,117,209,77,57,128,1740,1623,3362,728,971,1697,4.2,3.5,3.9,64.4,57.9,61.1,61.7,55.9,58.7,63,62,118,17,39,53,165,319,487,123,225,348,704,461,1164,25,48,71,36,67,106,770,574,1340,2644,2692,5337,418,471,888,1864,1935,3800,1013,1077,2088
110031198,1898,1786,3680,925,443,1365,172,407,585,62,66,122,47,37,87,1205,953,2157,413,570,983,3.8,4.2,4,63.6,53.4,58.6,61.1,51.1,56.3,17,24,42,7,34,44,106,195,301,89,141,230,382,240,614,18,32,48,27,48,74,422,318,739,1801,1667,3469,208,199,405,1349,1210,2562,541,547,1089
110041199,3633,3900,7538,1734,1019,2750,349,906,1257,118,147,262,101,104,202,2302,2172,4472,980,1411,2389,4.4,4.8,4.6,63.4,55.6,59.4,60.6,52.9,56.6,67,75,138,26,72,95,225,410,629,137,327,467,1067,660,1719,37,66,107,50,114,169,1153,837,1991,3577,3683,7263,696,768,1459,2253,2303,4555,1741,1885,3621
110041200,1800,1680,3478,932,469,1404,147,386,534,74,73,147,41,40,75,1193,970,2164,400,529,932,3.5,3.8,3.6,66.3,57.8,62.2,64,55.6,60,16,30,45,4,30,30,109,216,326,79,166,245,433,240,676,21,46,65,28,28,59,479,314,797,1708,1639,3343,235,244,477,1222,1149,2368,591,620,1212
110041201,3078,3138,6222,1224,659,1887,284,664,947,102,106,211,102,91,189,1713,1523,3236,992,1243,2234,5.8,6,5.9,55.6,48.5,52,52.4,45.6,49,36,44,83,7,34,48,135,305,449,121,252,371,759,433,1187,38,78,109,56,80,135,850,586,1438,2850,2810,5653,452,467,919,2060,2017,4079,1068,1101,2173
110041202,8375,8821,17196,3680,2501,6187,1071,2010,3077,237,338,578,263,226,488,5247,5081,10325,2552,3192,5746,5,4.5,4.7,62.6,57.6,60,59.5,55,57.2,172,221,393,82,183,268,560,1060,1616,490,858,1356,2321,1448,3774,105,180,279,113,275,394,2543,1902,4444,8021,8238,16261,1710,1700,3410,5017,5253,10278,4156,4215,8365
110041203,6091,7110,13203,2817,2016,4831,732,1607,2343,175,199,379,167,156,329,3901,3981,7877,1754,2601,4352,4.3,4,4.1,63.9,56,59.7,61.2,53.8,57.2,239,328,562,100,212,314,767,1215,1978,420,694,1112,1469,1017,2484,69,133,195,101,184,281,1630,1332,2962,5772,6514,12294,1349,1547,2899,3314,3691,7002,3324,3896,7224
110041204,2117,2305,4425,829,491,1319,218,437,654,72,87,160,119,109,229,1237,1123,2367,643,893,1532,9.8,9.7,9.7,58.4,48.8,53.4,52.7,44.1,48.2,18,20,39,9,28,34,61,131,198,65,150,213,486,359,837,25,55,82,18,59,76,524,474,998,2046,2156,4203,475,447,921,1273,1354,2632,1028,1065,2088
110041205,7587,7804,15394,3504,2123,5632,821,2006,2824,265,323,590,154,138,292,4748,4586,9338,2318,2760,5080,3.2,3,3.1,62.6,58.8,60.7,60.6,57,58.8,118,202,316,60,191,251,502,1043,1551,448,829,1274,2290,1241,3531,67,175,242,139,229,368,2493,1642,4142,7583,7604,15186,1143,1209,2351,5346,5321,10662,2900,3111,6005
111011206,7235,7602,14834,2976,1647,4623,920,2022,2944,234,352,589,208,166,371,4336,4191,8523,2605,3105,5706,4.7,3.9,4.3,60,55.1,57.5,57.1,52.9,55,206,254,455,94,189,282,743,1100,1850,544,839,1381,2393,1113,3507,81,139,224,140,248,379,2611,1500,4114,7366,7585,14944,965,1041,2008,5298,5392,10694,2665,2892,5560
111011207,2373,2473,4846,796,473,1271,280,610,892,90,116,211,97,62,157,1272,1261,2535,968,1100,2063,7.4,4.9,6.2,53.6,51,52.3,49.6,48.5,49.1,40,52,95,16,46,63,189,274,466,161,249,410,792,360,1155,24,44,69,37,82,117,857,478,1339,2271,2356,4627,354,352,705,1635,1673,3307,870,921,1788
111011208,9857,10428,20286,4460,2658,7118,1456,3045,4502,387,516,896,327,220,546,6624,6439,13070,2854,3652,6502,4.9,3.4,4.2,67.2,61.8,64.4,63.9,59.6,61.7,482,566,1050,136,331,467,1561,2101,3657,836,1168,2000,2826,1428,4249,92,168,258,166,311,474,3084,1898,4988,10337,10616,20959,1496,1597,3094,7251,7480,14726,3907,4121,8025
111011209,9709,10186,19896,4426,2598,7029,1404,2932,4333,338,501,839,326,249,582,6500,6281,12778,2863,3563,6426,5,4,4.5,66.9,61.7,64.2,63.5,59.2,61.3,415,456,873,126,294,412,1197,1785,2981,761,1106,1862,2859,1522,4383,122,178,302,140,277,418,3121,1984,5098,10093,10333,20426,1448,1556,3011,7000,7094,14092,3907,4167,8072
111011210,3538,4179,7722,1227,794,2017,440,898,1332,105,142,249,130,122,255,1897,1954,3847,1398,1934,3330,6.9,6.2,6.5,53.6,46.7,49.8,49.9,43.8,46.6,77,81,156,29,47,79,217,436,654,232,369,598,979,646,1623,37,74,109,49,108,156,1060,829,1890,3595,4006,7601,453,619,1078,2476,2676,5152,1320,1730,3048
111011211,1478,1645,3116,589,299,889,197,444,647,43,63,110,32,28,58,861,837,1694,512,640,1149,3.6,3.1,3.4,58.2,50.9,54.4,56.1,49.4,52.5,79,81,164,22,65,93,213,314,521,150,158,308,427,160,594,9,21,31,25,45,69,457,232,689,1489,1627,3118,201,235,441,1126,1172,2298,487,576,1064
111011212,5070,5423,10494,1792,1006,2800,600,1352,1958,195,244,442,162,110,267,2753,2708,5460,2108,2497,4607,5.7,3.9,4.8,54.3,50,52,51.1,48,49.5,138,179,316,76,127,205,472,786,1259,432,582,1016,1685,736,2425,45,70,112,123,196,315,1850,1002,2853,5164,5364,10531,685,758,1443,3527,3651,7183,2081,2228,4318
111011213,4878,5253,10130,2186,1209,3397,724,1622,2352,155,220,375,112,97,208,3179,3157,6334,1587,1988,3569,3.5,3.1,3.3,65.2,60.1,62.6,62.9,58.2,60.5,320,303,618,102,190,292,874,1121,1993,542,681,1229,1334,643,1975,45,85,130,80,195,268,1456,919,2376,5346,5562,10912,613,660,1270,3900,4077,7974,1802,1895,3693
111011214,5690,6555,12248,2458,1566,4024,763,1809,2568,210,274,486,146,121,264,3581,3759,7337,1879,2564,4445,4.1,3.1,3.6,62.9,57.3,59.9,60.4,55.5,57.8,254,282,532,90,183,275,772,1150,1926,532,819,1351,1700,810,2500,40,116,160,107,217,322,1848,1141,2985,5644,6317,11960,972,1039,2010,3696,4113,7811,2605,2968,5569
111021215,4002,4342,8349,1543,865,2408,478,1027,1505,144,192,340,139,114,250,2312,2196,4505,1413,1824,3233,6.1,5.2,5.6,57.7,50.6,54,54.2,48,51,101,119,220,51,98,142,317,542,867,293,441,727,1228,704,1935,35,92,127,68,128,195,1326,927,2255,3956,4161,8115,619,659,1280,2486,2599,5083,1823,1950,3777
111021216,3845,4100,7953,1383,822,2207,506,983,1489,197,262,461,135,105,238,2227,2173,4397,1459,1782,3238,6.2,4.7,5.5,57.9,52.9,55.3,54.3,50.4,52.3,138,129,259,51,96,148,320,534,850,302,523,826,1289,710,1996,45,88,135,76,129,205,1415,922,2337,3785,3998,7787,709,736,1445,2425,2512,4944,1827,1962,3792
111021217,6077,6620,12691,3191,1893,5087,756,1908,2663,199,294,493,174,151,333,4320,4248,8574,1508,2067,3581,4.1,3.6,3.8,71.1,64.2,67.5,68.2,61.9,64.9,188,221,409,66,126,188,556,938,1488,447,668,1118,2005,1185,3196,76,138,212,97,165,262,2178,1491,3668,6440,6825,13268,1083,1207,2296,4080,4295,8380,2923,3201,6122
