SA2_CODE_2021,P_15_yrs_over_M,P_15_yrs_over_F,P_15_yrs_over_P,lfs_Emplyed_wrked_full_time_M,lfs_Emplyed_wrked_full_time_F,lfs_Emplyed_wrked_full_time_P,lfs_Emplyed_wrked_part_time_M,lfs_Emplyed_wrked_part_time_F,lfs_Emplyed_wrked_part_time_P,lfs_Employed_away_from_work_M,lfs_Employed_away_from_work_F,lfs_Employed_away_from_work_P,lfs_Unmplyed_lookng_for_wrk_M,lfs_Unmplyed_lookng_for_wrk_F,lfs_Unmplyed_lookng_for_wrk_P,lfs_Tot_LF_M,lfs_Tot_LF_F,lfs_Tot_LF_P,lfs_N_the_labour_force_M,lfs_N_the_labour_force_F,lfs_N_the_labour_force_P,Percent_Unem_loyment_M,Percent_Unem_loyment_F,Percent_Unem_loyment_P,Percnt_LabForc_prticipation_M,Percnt_LabForc_prticipation_F,Percnt_LabForc_prticipation_P,Percnt_Employment_to_populn_M,Percnt_Employment_to_populn_F,Percnt_Employment_to_populn_P,non_sch_qual_PostGrad_Dgre_M,non_sch_qual_PostGrad_Dgre_F,non_sch_qual_PostGrad_Dgre_P,non_sch_qual_Gr_Dip_Gr_Crt_M,non_sch_qual_Gr_Dip_Gr_Crt_F,non_sch_qual_Gr_Dip_Gr_Crt_P,non_sch_qual_Bchelr_Degree_M,non_sch_qual_Bchelr_Degree_F,non_sch_qual_Bchelr_Degree_P,non_sch_qual_Advnd_Dip_Dip_M,non_sch_qual_Advnd_Dip_Dip_F,non_sch_qual_Advnd_Dip_Dip_P,non_sch_qual_Cert3a4_Level_M,non_sch_qual_Cert3a4_Level_F,non_sch_qual_Cert3a4_Level_P,non_sch_qual_Cert1a2_Level_M,non_sch_qual_Cert1a2_Level_F,non_sch_qual_Cert1a2_Level_P,non_sch_qual_Certnfd_Level_M,non_sch_qual_Certnfd_Level_F,non_sch_qual_Certnfd_Level_P,non_sch_qual_CertTot_Level_M,non_sch_qual_CertTot_Level_F,non_sch_qual_CertTot_Level_P,Migtn_Lvd_same_add_1_yr_ago_M,Migtn_Lvd_same_add_1_yr_ago_F,Migtn_Lvd_same_add_1_yr_ago_P,Migtn_Lvd_Diff_add_1_yr_ago_M,Migtn_Lvd_Diff_add_1_yr_ago_F,Migtn_Lvd_Diff_add_1_yr_ago_P,Migtn_Lvd_sme_add_5_yrs_ago_M,Migtn_Lvd_sme_add_5_yrs_ago_F,Migtn_Lvd_sme_add_5_yrs_ago_P,Mign_Lvd_Diff_add_5_yrs_ago_M,Mign_Lvd_Diff_add_5_yrs_ago_F,Mign_Lvd_Diff_add_5_yrs_ago_P
103021063,3676,3929,7602,1420,729,2147,403,895,1293,98,125,219,116,121,235,2029,1868,3896,1360,1806,3168,5.7,6.4,6,55.3,47.5,51.3,52.2,44.5,48.2,49,56,109,23,84,107,214,352,569,165,362,531,966,585,1550,55,89,146,52,97,149,1069,773,1837,3547,3707,7253,554,618,1175,2447,2487,4934,1441,1633,3076
103021064,2431,2389,4814,928,493,1421,238,571,811,78,86,164,48,35,89,1290,1191,2482,882,955,1831,3.8,3.2,3.5,53.1,50,51.6,51.1,48.4,49.8,26,51,79,11,43,54,146,300,446,144,259,403,637,309,950,25,43,66,35,49,83,701,399,1101,2301,2297,4600,222,219,441,1686,1620,3304,730,774,1508
103021065,4010,4044,8051,1796,1011,2809,409,939,1347,134,139,272,85,79,167,2429,2162,4590,1196,1518,2719,3.7,3.6,3.6,60.6,53.5,57,58.4,51.6,55,56,96,146,22,71,95,234,494,725,183,357,542,1055,578,1633,41,86,133,65,121,187,1164,785,1952,3855,3943,7798,571,589,1156,2728,2749,5472,1463,1537,2998
103021066,1561,1482,3037,592,281,868,145,368,511,45,51,96,45,29,73,821,728,1555,629,645,1269,5.1,4.3,4.7,52.8,49.2,51,50.1,47.1,48.6,10,31,41,9,38,39,94,172,262,85,150,239,375,203,579,15,33,49,38,29,66,433,260,693,1514,1420,2936,165,163,335,1169,1081,2251,446,448,890
103021067,4195,4475,8673,1893,1169,3058,438,1026,1458,132,138,270,159,91,253,2623,2420,5043,1262,1786,3047,6.1,3.8,5,62.5,54.1,58.2,58.6,52.1,55.3,61,84,151,45,68,118,249,487,738,216,357,571,1142,778,1923,41,80,127,64,133,198,1250,994,2241,4172,4415,8587,700,728,1427,2756,2925,5679,1805,1949,3755
103021068,1370,1245,2613,575,292,868,130,268,402,45,48,90,48,25,76,797,639,1434,427,472,902,6.1,4.1,5.2,58.3,51.3,55,54.7,49.2,52.1,22,28,50,4,17,17,68,174,244,57,103,155,330,177,507,18,26,46,22,34,58,376,235,616,1358,1228,2579,152,150,302,1016,913,1924,392,392,787
103021069,2220,2219,4436,1059,542,1602,210,560,770,86,79,166,47,27,77,1399,1208,2610,596,814,1411,3.2,2.5,2.9,63.1,54.5,58.8,61.1,53.2,57.1,17,31,46,16,38,54,111,249,360,95,191,284,605,320,923,19,59,77,21,49,75,642,431,1073,2195,2178,4372,238,261,497,1610,1541,3153,695,770,1468
103031070,5185,5213,10392,1681,951,2632,514,1076,1590,186,240,424,199,119,321,2578,2386,4964,2226,2507,4737,7.7,5,6.4,49.8,45.7,47.8,46,43.4,44.7,89,102,185,42,110,155,292,494,778,288,458,745,1460,751,2212,64,113,178,77,131,206,1595,993,2593,4729,4937,9668,695,732,1428,3323,3472,6792,1833,1939,3768
103031071,3594,3435,7032,1379,709,2091,382,858,1243,165,165,328,100,71,165,2020,1801,3823,1281,1373,2653,4.8,3.7,4.3,56.2,52.4,54.4,53.5,50.5,52,76,103,178,36,74,109,233,382,614,235,344,581,1185,525,1713,42,85,132,54,85,138,1280,697,1979,3495,3328,6818,397,431,827,2584,2448,5035,1141,1159,2300
103031072,4777,5114,9889,2410,1212,3626,488,1407,1897,186,244,426,105,110,213,3192,2977,6167,1299,1857,3155,3.4,3.6,3.5,66.9,58.2,62.4,64.6,56.1,60.2,97,168,263,45,107,154,417,722,1139,287,516,799,1575,851,2431,57,93,156,73,140,221,1711,1087,2800,4653,4848,9500,1020,1099,2120,2635,2737,5376,2654,2854,5509
103031073,1491,1409,2894,419,202,619,149,319,460,43,40,81,54,34,85,662,584,1246,675,681,1358,8.2,5.5,6.9,44.5,41.7,43.1,40.8,39.5,40.2,29,40,68,9,17,22,80,122,195,80,135,213,406,181,590,14,36,49,20,47,69,447,265,707,1387,1305,2700,148,154,312,1028,932,1959,460,482,942
103031074,4608,4323,8934,1905,948,2853,503,1087,1591,182,205,385,97,95,197,2681,2333,5021,1464,1581,3043,3.7,4.1,3.9,58.3,54,56.2,56.1,51.8,54,58,91,145,17,75,91,271,499,776,238,414,652,1516,734,2250,52,89,139,69,135,204,1637,959,2594,4475,4201,8672,636,604,1243,3130,2825,5954,1747,1740,3490
103031075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103041076,2961,3037,5992,1373,810,2183,344,759,1099,122,107,228,89,69,159,1924,1745,3672,816,1090,1902,4.6,4,4.3,65,57.5,61.2,62.1,55.2,58.6,62,92,152,35,82,116,239,429,663,167,310,473,875,490,1371,35,72,116,57,81,135,968,647,1617,2965,3024,5989,452,463,919,2073,2073,4147,1147,1247,2399
103041077,7272,8137,15407,2993,2075,5069,867,1793,2664,196,301,497,200,157,358,4261,4330,8591,2471,3255,5722,4.8,3.6,4.2,58.6,53.2,55.7,55.8,51.3,53.4,304,347,652,83,193,280,801,1283,2082,458,831,1287,1698,1108,2803,94,135,231,93,229,319,1882,1466,3350,7038,7607,14651,1367,1421,2782,4419,4782,9197,3474,3798,7269
103041078,8316,9114,17432,4402,2973,7376,1036,2357,3391,269,345,618,192,180,369,5905,5856,11762,1998,2829,4826,3.3,3,3.1,71,64.2,67.5,68.7,62.3,65.3,384,420,804,131,281,413,1047,1667,2711,656,987,1642,2267,1432,3691,79,177,254,132,264,393,2472,1873,4343,8687,9202,17892,1724,1853,3579,4936,5277,10213,4719,5115,9834
103041079,4679,4688,9365,2373,1265,3636,598,1358,1959,146,196,340,70,64,136,3187,2885,6067,1186,1493,2678,2.2,2.3,2.2,68,61.6,64.8,66.5,60.2,63.4,183,205,390,55,126,187,486,816,1302,325,516,840,1365,646,2006,46,100,143,72,124,198,1483,867,2353,4874,4807,9679,628,551,1179,3547,3456,7008,1670,1647,3320
104011080,7370,8256,15625,2417,1626,4038,927,1728,2658,238,261,496,318,221,540,3899,3832,7730,2923,3828,6754,8.2,5.7,6.9,52.9,46.4,49.5,48.6,43.8,46,123,128,252,64,139,208,422,777,1199,380,730,1110,1966,1410,3369,107,211,317,128,232,358,2192,1850,4045,7173,7788,14958,1269,1377,2646,4804,5042,9851,3087,3577,6665
104011081,7725,6680,14405,2124,1253,3377,862,1516,2376,233,243,473,239,176,414,3452,3186,6639,3705,2979,6686,6.9,5.5,6.2,44.7,47.7,46.1,41.6,45.1,43.2,103,118,224,66,137,208,364,689,1048,401,663,1067,2077,1092,3170,95,157,247,134,212,344,2295,1458,3760,6574,6280,12850,761,804,1565,4796,4492,9288,2225,2275,4504
104011082,7308,7760,15064,1929,1177,3106,922,1720,2646,225,225,453,184,157,336,3262,3274,6537,3568,4009,7575,5.6,4.7,5.2,44.7,42.2,43.4,42.2,40.2,41.2,160,180,340,94,183,276,628,925,1556,481,809,1286,2107,1098,3204,77,152,228,160,249,407,2344,1489,3839,6701,7027,13724,1200,1289,2488,4474,4532,9012,3088,3474,6566
104021083,2333,2618,4954,689,451,1143,463,810,1274,71,99,167,84,81,158,1307,1438,2743,824,974,1799,6.3,5.5,5.9,56,54.8,55.4,52.5,51.8,52.2,113,166,279,43,137,182,359,578,934,193,347,541,583,287,870,15,36,52,39,55,96,635,382,1016,2332,2541,4872,353,386,742,1559,1687,3253,987,1123,2107
104021084,7090,7877,14968,2384,1665,4050,1094,1882,2973,236,269,500,285,204,487,3990,4018,8007,2615,3337,5958,7.1,5.1,6.1,56.3,51,53.5,52.3,48.4,50.3,171,222,396,96,164,261,672,963,1636,505,903,1409,1818,1198,3011,85,160,250,123,215,340,2026,1573,3597,6723,7392,14115,1208,1343,2547,4183,4654,8838,3329,3688,7019
104021085,4395,5140,9533,1343,964,2305,692,1198,1889,161,188,341,152,124,276,2345,2473,4817,1617,2121,3735,6.5,5.1,5.8,53.3,48.1,50.5,49.9,45.7,47.6,126,157,284,55,109,164,451,663,1116,267,510,783,1056,719,1779,40,81,122,81,141,218,1182,944,2127,3844,4386,8227,878,993,1873,2289,2636,4931,2181,2488,4671
104021086,1617,1589,3205,622,383,1005,245,478,720,65,70,133,46,30,74,986,951,1936,507,524,1035,4.9,2.9,3.9,60.9,59.9,60.4,58,58.2,58.1,39,59,97,13,44,56,146,239,388,117,186,304,554,282,840,23,29,48,31,42,73,601,357,961,1606,1537,3145,233,229,463,1153,1082,2236,595,616,1213
104021087,1380,1393,2780,393,221,616,206,335,538,42,47,92,44,26,66,688,627,1312,554,638,1190,6.1,4.1,5.2,49.6,45,47.3,46.6,43.1,44.8,42,48,85,25,51,66,99,180,277,77,150,226,366,168,538,7,32,43,15,37,56,391,240,632,1308,1269,2577,141,178,312,924,900,1826,459,485,947
104021088,3935,4258,8184,1626,1060,2686,669,1313,1984,126,151,281,100,111,207,2519,2640,5157,1260,1461,2718,3.9,4.1,4,64.1,62,63,61.6,59.5,60.5,213,212,422,80,163,250,624,923,1550,387,566,952,1134,567,1706,49,63,111,74,124,201,1261,756,2015,3959,4147,8105,831,874,1704,2405,2462,4866,2134,2304,4435
104021089,7831,8617,16446,2787,1803,4587,1268,2338,3602,251,308,561,260,204,467,4556,4655,9215,2829,3506,6332,5.7,4.4,5.1,58.2,54,56,54.9,51.6,53.2,222,293,511,102,275,376,795,1308,2104,576,967,1547,2210,1289,3504,106,172,272,168,260,430,2483,1721,4204,7852,8510,16357,1156,1254,2410,5296,5727,11024,3302,3614,6924
104021090,2051,2155,4211,586,368,956,301,509,814,68,76,144,72,41,113,1027,993,2023,886,1019,1901,6.8,4.3,5.6,50.1,46.1,48.1,46.7,44.1,45.4,54,76,124,36,61,101,203,321,522,138,222,359,634,307,943,16,40,60,27,70,99,679,417,1100,1938,1976,3919,264,312,585,1288,1323,2611,824,875,1705
104021091,5793,6129,11922,1998,1335,3338,880,1617,2493,172,218,387,212,166,377,3262,3330,6591,2185,2455,4640,6.5,4.9,5.7,56.3,54.4,55.3,52.6,51.7,52.1,133,207,344,91,157,243,604,927,1527,434,762,1201,1577,832,2413,48,97,147,101,138,239,1721,1074,2798,5540,5652,11189,1104,1232,2335,3503,3467,6968,2773,3083,5852
105011092,1306,1376,2680,539,421,958,96,195,293,51,57,106,27,25,51,715,694,1410,360,442,801,4.3,3.5,3.9,54.8,50.6,52.6,52.4,48.9,50.6,19,31,53,8,16,28,72,173,238,63,108,166,208,120,326,16,20,33,13,17,28,238,160,389,1175,1173,2349,194,207,403,856,858,1714,405,431,843
105011093,1677,1607,3289,818,454,1271,117,313,430,86,71,153,32,31,69,1051,866,1916,365,493,857,3.2,3.8,3.5,62.6,53.9,58.4,60.6,51.9,56.3,17,21,43,7,18,27,90,151,241,50,111,163,468,225,698,5,32,41,16,30,46,496,285,779,1460,1403,2864,272,295,568,994,958,1949,626,638,1266
105011094,1486,1573,3062,582,392,975,135,285,419,48,50,107,60,44,100,826,775,1603,463,579,1045,7.1,5.7,6.4,55.7,49.2,52.3,51.7,46.4,49,8,35,42,0,16,26,73,178,256,54,109,164,274,189,462,10,34,51,24,17,39,309,241,548,1445,1399,2845,221,243,466,1052,1013,2059,466,527,993
105011095,1854,1878,3729,929,509,1444,130,385,511,58,66,121,48,36,93,1164,1002,2161,501,670,1168,4.2,4,4.1,62.7,53.3,58,60.1,51.2,55.6,27,36,57,18,34,53,91,217,312,78,147,223,418,197,617,22,27,42,23,37,63,468,263,726,1745,1753,3501,249,269,521,1292,1266,2558,600,636,1234
105011096,2298,2210,4511,651,457,1109,166,348,514,68,61,127,80,48,125,968,917,1875,760,710,1465,8.1,5.1,6.7,42,41.3,41.7,38.6,39.2,38.9,7,25,35,12,29,40,95,232,327,124,158,278,399,216,610,25,49,76,37,45,84,459,316,772,1782,1655,3445,277,284,561,1324,1197,2517,614,640,1255
105021097,7073,7516,14592,2589,1832,4422,748,1433,2178,274,300,572,267,153,419,3870,3720,7586,2618,3161,5778,6.9,4,5.5,54.7,49.4,52,50.9,47.4,49.1,99,157,252,60,167,224,326,717,1042,338,552,893,1951,1041,2989,71,130,198,84,169,254,2106,1342,3446,6690,7005,13696,954,1060,2020,5029,5163,10186,2218,2534,4761
105021098,953,915,1874,351,254,603,63,112,174,21,25,44,24,14,43,469,402,866,324,343,667,5.8,3.8,4.8,48.8,43.6,46.3,46,42,44,14,14,32,6,22,27,37,78,115,39,55,100,161,96,250,11,18,29,10,12,23,183,124,306,831,775,1610,124,118,251,659,589,1248,239,250,489
105031099,3249,3322,6575,1079,642,1720,333,665,992,92,90,177,96,103,197,1595,1495,3090,1183,1335,2518,6,6.7,6.3,49.1,44.9,47,46.1,41.9,44,42,60,102,15,62,78,165,334,497,146,290,434,720,417,1142,39,85,122,38,81,115,797,587,1381,2924,2869,5791,409,454,862,2181,2150,4329,972,1011,1989
105031100,4037,4304,8344,1982,1297,3277,460,1018,1484,136,163,302,108,85,193,2686,2566,5251,972,1347,2325,4,3.3,3.7,66.6,59.6,63,63.9,57.6,60.7,139,164,297,37,90,127,353,609,958,210,422,632,1101,672,1769,39,89,122,53,101,153,1195,854,2046,3925,4174,8100,719,726,1445,2551,2701,5256,1757,1902,3663
105031101,7238,8311,15547,3633,2732,6361,855,1906,2755,251,355,607,174,139,309,4907,5131,10037,1741,2581,4324,3.5,2.7,3.1,67.8,61.7,64.6,65.5,60,62.6,349,444,788,104,239,345,833,1446,2270,469,751,1223,1868,1171,3036,61,149,205,99,211,314,2025,1521,3552,6857,7801,14664,1481,1645,3132,3856,4349,8203,3899,4468,8362
105031102,3852,4089,7945,1801,1201,3004,442,907,1349,115,146,261,106,83,197,2462,2347,4806,1015,1382,2394,4.3,3.7,4,63.9,57.3,60.5,61.1,55.2,58.1,138,138,275,40,88,130,303,575,878,229,356,586,920,581,1500,49,71,117,49,97,142,1016,748,1762,3669,3843,7512,821,866,1681,2221,2310,4528,1956,2099,4051
105031103,2386,2311,4702,1196,729,1927,280,614,896,99,108,205,38,24,64,1610,1477,3095,538,619,1157,2.3,1.7,2,67.5,63.9,65.7,65.9,62.8,64.4,30,61,89,20,43,63,162,376,534,129,263,388,817,354,1170,18,60,74,54,77,132,890,488,1376,2474,2330,4803,258,245,498,1933,1756,3684,673,692,1363
105031104,1749,1806,3552,739,397,1129,145,436,571,55,81,134,47,46,91,986,947,1932,540,655,1197,5,4.4,4.7,56.4,52.3,54.3,53.6,50,51.8,10,27,38,10,25,31,74,242,320,56,153,204,437,265,698,20,26,44,26,37,69,482,331,808,1681,1695,3383,173,217,391,1295,1273,2565,452,546,996
105031105,2531,2552,5083,1139,636,1777,217,532,741,76,112,185,64,61,123,1492,1332,2825,707,877,1586,4.3,4.5,4.4,59,52.2,55.6,56.5,49.9,53.2,18,33,57,11,41,53,141,318,462,104,218,330,626,329,950,29,51,79,28,57,88,683,441,1116,2436,2335,4766,341,362,699,1784,1699,3487,807,862,1666
105031106,3895,3303,7191,1159,728,1894,333,661,998,114,105,221,110,88,194,1722,1583,3306,1804,1357,3168,6.6,5.4,6,44.2,48,45.9,41.3,45.4,43.2,38,47,85,14,62,75,190,320,506,156,276,437,792,477,1272,30,68,101,38,71,118,867,618,1487,2944,2988,5933,516,515,1031,2087,2027,4111,1171,1254,2422
106011107,4895,5016,9911,2615,1389,4002,532,1428,1960,259,332,590,126,107,235,3529,3255,6786,1181,1561,2742,3.6,3.3,3.4,72.1,64.9,68.5,69.5,62.8,66.1,104,143,245,35,102,139,391,684,1073,368,597,966,1820,973,2797,46,130,174,71,143,219,1939,1247,3188,5008,4955,9964,997,1090,2095,2971,2896,5869,2616,2802,5420
106011108,9889,9309,19195,3022,1674,4697,987,2078,3069,382,536,909,353,258,611,4744,4540,9282,4659,4248,8903,7.5,5.6,6.6,48,48.8,48.4,44.4,46,45.2,87,102,191,37,117,151,343,653,999,406,788,1199,2702,1760,4456,119,224,349,130,223,353,2949,2207,5154,8386,8992,17381,1498,1603,3098,5422,5765,11189,3812,4195,8005
106011109,3685,3698,7386,1499,757,2261,515,1014,1528,159,238,399,92,106,194,2259,2112,4376,1199,1411,2604,4,4.9,4.4,61.4,57.1,59.2,58.9,54.3,56.6,94,126,220,31,89,116,311,494,801,232,408,640,1264,646,1910,31,78,109,58,124,182,1348,856,2205,3854,3803,7663,424,476,898,2547,2463,5011,1543,1603,3145
106011110,3862,3911,7769,1635,859,2488,500,1052,1548,174,185,366,85,72,153,2393,2166,4558,1302,1558,2863,3.4,3.3,3.3,61.9,55.4,58.6,59.8,53.5,56.7,105,123,224,34,87,119,319,529,844,263,467,727,1292,644,1933,30,66,100,59,124,181,1383,838,2219,4015,3982,7996,491,533,1027,2820,2760,5575,1467,1542,3010
106011111,7942,8305,16246,3381,1883,5269,902,2110,3006,314,420,733,327,249,575,4921,4670,9593,2589,3239,5828,6.7,5.4,6,62,56.2,59,57.9,53.2,55.5,53,89,141,36,115,149,284,682,961,375,729,1105,2693,1721,4414,103,234,333,106,215,319,2900,2167,5066,8081,8269,16354,1390,1566,2954,5104,5071,10180,3718,4148,7865
106011112,6976,6477,13458,3696,1616,5316,707,1729,2435,264,325,584,197,162,365,4862,3839,8699,1609,2340,3953,4.1,4.3,4.2,69.7,59.3,64.7,66.8,56.7,62,126,128,251,44,107,145,444,664,1110,404,572,976,2326,1323,3650,102,144,241,76,197,279,2501,1660,4163,6498,6470,12968,1599,1266,2865,4004,3916,7921,3636,3385,7021
106011113,2184,2083,4263,1004,488,1497,237,549,791,127,155,280,41,45,83,1414,1235,2649,566,663,1230,2.8,3.6,3.2,64.7,59.3,62.1,62.9,57.2,60.1,34,28,62,11,33,46,140,224,367,149,186,337,787,392,1174,20,36,57,22,68,90,828,494,1320,2199,2098,4301,256,251,504,1500,1407,2905,838,824,1659
106021114,3248,3448,6696,1551,934,2487,442,931,1376,148,188,336,120,117,230,2259,2169,4431,837,1126,1962,5.2,5.3,5.2,69.6,62.8,66.1,66,59.5,62.7,109,118,225,38,85,125,264,432,700,267,408,678,985,683,1673,31,39,72,43,79,124,1065,801,1869,3275,3332,6606,724,851,1575,1728,1713,3447,1975,2180,4158
106021116,3212,3571,6785,1644,964,2613,435,1064,1502,131,202,327,72,80,146,2287,2306,4594,841,1150,1989,3.1,3.3,3.2,71.2,64.6,67.7,68.9,62.5,65.5,143,170,309,57,133,189,411,726,1133,338,392,731,1043,549,1590,15,77,92,53,96,145,1110,717,1832,3565,3740,7302,476,583,1052,2269,2370,4634,1537,1719,3258
106021614,6993,7577,14572,3204,1866,5067,901,1936,2843,261,341,601,232,230,464,4606,4369,8977,2042,2847,4895,5.1,5.2,5.2,65.9,57.6,61.6,62.5,54.6,58.4,186,251,437,73,159,231,620,1008,1632,572,800,1371,2038,1234,3273,98,158,260,114,192,307,2256,1586,3843,7141,7514,14650,1122,1191,2313,4832,5084,9915,3008,3251,6256
106021615,6503,7158,13658,3196,1863,5060,784,1868,2659,233,358,585,190,183,367,4406,4269,8675,1808,2599,4406,4.3,4.2,4.3,67.8,59.6,63.5,64.9,57.1,60.8,117,158,279,53,143,189,411,738,1152,455,780,1235,2246,1426,3668,83,144,225,83,188,274,2410,1754,4163,6797,7223,14026,1304,1369,2668,4124,4234,8357,3435,3828,7263
106021616,3073,3256,6328,1306,770,2081,413,815,1232,111,171,280,146,108,250,1972,1858,3839,905,1212,2118,7.3,5.6,6.5,64.3,57.2,60.7,59.6,54,56.7,30,45,76,12,46,62,141,302,435,143,304,447,998,666,1658,42,74,113,42,72,111,1078,810,1885,2948,3027,5976,661,745,1403,1822,1882,3699,1536,1670,3205
106021617,3853,4359,8211,1591,1020,2610,500,1049,1546,163,194,359,128,100,224,2382,2363,4747,1300,1844,3143,5.3,4.3,4.8,61.8,54.3,57.8,58.5,52,55,110,150,263,43,108,149,394,635,1030,311,528,844,1183,671,1859,38,83,119,78,132,207,1298,883,2178,3882,4318,8202,629,707,1335,2542,2785,5324,1744,2023,3763
106021618,5957,6220,12183,3309,1946,5254,774,1890,2664,226,351,574,178,131,306,4485,4313,8798,1298,1774,3070,3.9,3,3.5,75.3,69.3,72.2,72.3,67.2,69.7,180,207,387,62,151,213,584,965,1548,536,696,1230,1978,1225,3204,57,120,178,71,160,230,2106,1502,3611,5952,6126,12082,1531,1615,3148,3103,3093,6197,3844,4129,7978
106031119,2702,2802,5505,889,442,1329,302,714,1014,120,141,252,73,50,123,1380,1342,2718,1151,1299,2454,5.4,3.5,4.5,51.1,47.8,49.4,48.4,46.1,47.2,69,83,148,27,58,79,232,327,557,236,338,574,942,456,1399,23,43,63,50,105,159,1011,606,1621,2535,2561,5102,413,490,904,1592,1594,3179,1244,1352,2597
106031120,2904,2888,5792,867,415,1277,323,634,959,127,117,244,102,59,162,1418,1228,2647,1312,1508,2821,7.3,5,6.2,48.9,42.5,45.7,45.4,40.4,42.9,45,56,96,25,44,75,149,238,389,185,300,487,962,509,1470,38,70,109,53,89,138,1055,669,1720,2746,2737,5484,476,476,950,1872,1810,3690,1197,1254,2451
106031121,9083,10020,19103,2595,1485,4080,1295,2204,3493,374,447,820,228,187,415,4490,4320,8811,4104,5127,9230,5,4.4,4.7,49.4,43.1,46.1,46.9,41.2,44,339,310,651,138,247,387,958,1244,2197,891,1198,2093,2630,1315,3947,89,178,270,184,351,536,2901,1850,4753,8377,9153,17529,1510,1602,3104,5232,5699,10935,4317,4721,9041
106031122,5727,5953,11683,2173,1205,3380,669,1336,2005,244,301,549,268,190,464,3351,3043,6393,1972,2565,4539,8,6.3,7.2,58.5,51.1,54.7,53.9,47.8,50.8,69,77,149,39,66,105,237,437,670,301,557,862,1653,1082,2735,82,143,222,88,140,226,1823,1368,3192,5613,5869,11481,1002,930,1932,3669,3759,7429,2612,2689,5297
106031123,2299,2284,4589,1135,589,1733,291,732,1020,108,130,240,46,29,75,1581,1489,3068,625,721,1343,2.9,2.1,2.5,68.8,65.1,67,66.8,63.7,65.3,60,80,141,30,70,106,206,381,591,185,274,459,860,351,1206,15,55,72,38,81,120,917,486,1401,2497,2481,4979,216,224,441,1822,1807,3631,774,777,1554
106031124,2653,2712,5368,470,284,748,279,410,697,89,80,172,53,32,86,890,807,1696,1586,1708,3292,5.8,3.9,4.9,33.5,29.7,31.6,31.6,28.5,30,92,74,167,38,39,73,247,306,558,215,329,547,796,274,1073,30,49,83,71,103,165,895,426,1325,2282,2319,4593,340,330,674,1437,1479,2914,1115,1117,2231
106031125,5951,5920,11876,2622,1351,3972,686,1654,2338,272,305,579,185,137,324,3766,3450,7211,1886,2227,4115,4.9,4,4.5,63.2,58.2,60.7,60.2,55.9,58,113,140,254,49,130,179,387,693,1078,513,670,1181,2091,1148,3240,62,135,199,70,165,237,2228,1448,3674,6079,5974,12052,1042,1078,2117,3833,3765,7599,2893,2917,5813
106041126,4897,4681,9573,2193,1162,3351,464,1107,1568,181,193,371,191,148,341,3022,2613,5638,1538,1780,3318,6.2,5.8,6,61.8,55.8,58.9,58,52.6,55.3,60,70,128,28,74,99,204,395,603,244,369,607,1546,885,2427,63,98,163,64,112,172,1666,1095,2759,4555,4528,9083,990,981,1971,2800,2749,5547,2387,2440,4823
106041127,1673,1649,3323,859,466,1326,177,416,593,63,76,141,32,29,62,1135,983,2118,413,549,958,2.8,2.6,2.7,67.7,59.8,63.8,65.8,58.2,62,19,22,43,12,14,25,59,165,225,101,163,261,556,281,837,15,41,55,26,46,68,593,361,956,1689,1597,3283,219,238,459,1162,1073,2233,662,677,1338
106041128,2361,2483,4841,1168,744,1920,272,572,841,73,83,155,50,47,93,1564,1446,3009,652,911,1562,3.2,3.1,3.2,66.4,58.3,62.2,64.3,56.4,60.3,37,63,102,20,33,55,175,319,485,144,225,371,694,421,1110,25,42,61,32,67,107,746,531,1277,2309,2350,4661,464,506,970,1466,1477,2941,1144,1219,2360
106041129,3368,3371,6744,1573,892,2470,306,805,1110,153,134,285,82,52,133,2117,1884,3998,994,1250,2247,3.8,2.8,3.3,62.8,55.8,59.3,60.4,54.3,57.3,36,57,94,14,47,64,183,408,591,155,306,462,1022,530,1554,35,80,116,46,106,151,1110,713,1822,3324,3212,6539,442,506,947,2409,2345,4753,1165,1205,2373
107011131,9575,10206,19777,3632,1982,5618,1151,2274,3426,579,710,1297,317,214,528,5684,5179,10857,3495,4604,8099,5.6,4.1,4.9,59.4,50.7,54.9,56.1,48.7,52.2,191,266,451,83,202,286,622,993,1618,641,1053,1693,3177,1769,4944,100,227,328,151,339,492,3435,2329,5761,9956,10408,20362,1200,1299,2497,7184,7450,14631,3393,3682,7076
107011132,4478,4793,9270,2282,1346,3630,592,1370,1965,289,405,689,117,104,221,3278,3235,6510,1072,1442,2513,3.5,3.3,3.4,73.2,67.5,70.2,70.6,65.3,67.8,166,199,364,39,122,160,445,720,1165,426,575,1001,1451,885,2333,30,95,126,70,159,226,1545,1139,2680,4846,4967,9815,901,964,1865,2880,2940,5823,2463,2617,5075
107011133,5,0,5,0,0,0,4,0,4,0,0,0,0,0,0,5,0,5,0,0,0,33.3,0,33.3,85.7,0,85.7,57.1,0,57.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,5,0,5,0,0,0,3,0,3,0,0,0
