SA2_CODE_2021,OPDs_Separate_house_Dwellings,OPDs_Separate_house_Persons,OPDs_SD_r_t_h_th_1_sty_Dwgs,OPDs_SD_r_t_h_th_1_sty_Psns,OPDs_SD_r_t_h_th_2_m_sty_Dwgs,OPDs_SD_r_t_h_th_2_m_sty_Psns,OPDs_SD_r_t_h_th_Tot_Dwgs,OPDs_SD_r_t_h_th_Tot_Psns,OPDs_F_ap_I_1or2_sty_blk_Ds,OPDs_F_ap_I_1or2_sty_blk_Ps,OPDs_F_ap_I_3_sty_blk_Dwgs,OPDs_F_ap_I_3_sty_blk_Psns,OPDs_F_ap_I_4to8_sty_blk_Ds,OPDs_F_ap_I_4to8_sty_blk_Ps,OPDs_F_ap_I_9_m_sty_blk_Ds,OPDs_F_ap_I_9_m_sty_blk_Ps,OPDs_Flt_apt_Att_house_Ds,OPDs_Flt_apt_Att_house_Ps,OPDs_Flt_apart_Tot_Dwgs,OPDs_Flt_apart_Tot_Psns,OPDs_Oth_dwg_Cvn_Ds,OPDs_Oth_dw_Cvn_Ps,OPDs_Oth_dwg_cab_hboat_Ds,OPDs_Oth_dwg_cab_hboat_Ps,OPDs_Ot_dwg_Im_hm_tnt_SO_Ds,OPDs_Ot_dwg_Im_hm_tnt_SO_Ps,OPDs_Ot_dwg_Hs_f_att_sh_of_Ds,OPDs_Ot_dwg_Hs_f_att_sh_of_Ps,OPDs_Other_dwelling_Tot_Dwgs,OPDs_Other_dwelling_Tot_Psns,OPDs_Dwlling_structur_NS_Dwgs,OPDs_Dwlling_structur_NS_Psns,OPDs_Tot_OPDs_Dwellings,OPDs_Tot_OPDs_Persons,Unoccupied_PDs_Dwgs,Unoccupied_PDs_Psns,Total_PDs_Dwellings,Total_PDs_Persons
114011282,6021,14258,281,433,278,495,557,924,138,212,8,8,0,0,0,0,16,29,157,248,32,46,160,224,0,3,16,31,208,301,25,54,6970,15796,2068,..,9044,15796
114011283,2215,5018,8,8,0,0,8,8,0,6,0,0,0,0,0,0,0,3,4,10,3,8,109,193,0,0,0,4,116,201,14,33,2352,5268,1677,..,4029,5268
114021284,4628,11205,495,774,271,466,771,1241,110,166,0,0,0,0,0,0,22,48,133,211,0,0,0,0,0,0,13,28,13,28,10,25,5564,12712,619,..,6182,12712
114021285,2160,6123,4,15,0,0,4,15,0,0,0,0,0,0,0,0,7,12,11,17,0,0,0,0,0,0,3,11,7,21,4,4,2182,6178,144,..,2324,6178
114021286,3746,9510,154,237,37,70,189,304,156,295,13,35,0,0,0,0,16,31,189,358,0,0,23,32,0,0,0,3,29,39,15,32,4164,10250,327,..,4491,10250
114021287,3605,9185,267,402,25,57,293,454,103,166,0,0,0,0,0,0,5,14,111,185,15,26,46,52,0,0,12,23,73,104,3,3,4087,9930,335,..,4424,9930
114021288,1389,3573,3,0,0,0,3,0,0,0,0,5,0,0,0,3,0,0,0,6,0,0,0,0,0,0,8,13,7,16,0,0,1403,3597,306,..,1705,3597
114021289,2737,6676,16,29,0,3,19,32,18,18,0,0,0,0,0,0,5,8,23,28,7,8,4,0,4,0,8,14,14,24,4,7,2792,6766,526,..,3321,6766
115011290,5629,17341,240,473,1204,3220,1443,3692,245,495,352,793,528,1221,69,180,37,99,1232,2788,0,0,0,0,0,0,0,0,0,0,8,21,8316,23841,548,..,8864,23841
115011291,5533,18040,104,209,478,1477,583,1685,0,0,21,43,362,739,314,614,18,48,719,1443,0,0,0,0,0,0,0,0,0,0,25,69,6859,21233,378,..,7235,21233
115011294,1600,5084,328,491,199,427,527,917,28,39,0,0,0,0,0,0,5,14,31,53,0,0,0,0,0,0,0,0,0,0,0,0,2165,6052,75,..,2239,6052
115011296,3632,11624,9,35,201,590,213,619,110,158,0,0,0,0,0,0,14,27,122,185,0,0,0,0,0,0,0,0,0,0,0,3,3967,12435,113,..,4077,12435
115011553,1583,4975,24,52,378,1005,395,1060,82,219,327,751,222,425,0,0,9,12,641,1415,0,0,0,0,0,0,0,0,0,0,0,0,2622,7450,144,..,2769,7450
115011554,1229,3986,133,162,95,236,222,400,222,281,42,55,84,105,0,0,3,11,354,450,0,0,0,0,0,0,0,0,0,0,3,3,1811,4837,247,..,2052,4837
115011555,3222,10325,32,86,353,881,383,962,146,336,23,45,33,86,46,121,14,31,268,625,0,0,0,0,0,0,0,5,0,5,0,3,3874,11923,204,..,4083,11923
115011556,2449,7657,40,83,212,590,249,672,5,6,169,423,264,696,310,673,8,17,754,1815,0,0,0,0,0,0,0,0,0,0,0,7,3450,10157,207,..,3652,10157
115011557,1337,4532,11,12,181,530,193,544,0,0,18,39,0,0,0,0,4,4,18,38,0,0,0,0,0,0,0,0,0,0,0,0,1545,5120,39,..,1585,5120
115011558,4841,15739,143,326,878,2360,1023,2688,59,70,0,0,0,0,0,0,24,60,74,128,0,0,0,0,0,0,4,5,4,5,0,4,5942,18564,198,..,6139,18564
115011621,4837,16436,20,44,297,813,316,855,33,63,0,0,41,76,0,0,13,28,83,169,0,0,0,0,0,0,0,0,0,0,6,17,5247,17467,163,..,5407,17467
115011622,2598,8738,16,34,250,732,260,764,0,0,45,77,418,782,167,422,10,36,638,1308,0,0,0,0,0,0,0,0,0,0,23,67,3522,10880,253,..,3769,10880
115021297,6188,20369,89,154,184,518,276,674,123,158,14,20,66,93,0,0,51,109,248,393,9,21,48,77,0,0,13,35,70,136,31,61,6807,21624,468,..,7280,21624
115021298,1573,4813,49,72,22,43,71,117,93,137,0,0,0,0,0,0,9,24,100,162,0,0,0,0,0,0,4,16,4,16,13,29,1764,5123,127,..,1893,5123
115031299,982,2517,0,0,5,6,3,7,4,0,0,0,0,0,0,0,0,0,4,0,9,7,0,0,0,3,0,0,5,14,4,18,1003,2555,402,..,1403,2555
115031300,7037,21271,15,19,3,15,19,31,14,29,0,0,0,0,0,0,11,36,29,68,5,0,21,30,3,4,7,14,32,55,27,47,7145,21468,302,..,7452,21468
115041301,3275,10391,14,29,31,76,37,101,153,262,0,0,0,0,0,0,28,57,179,317,31,49,26,40,3,13,4,11,64,108,10,22,3567,10949,167,..,3735,10949
115041623,2998,9895,10,26,31,87,39,116,0,0,0,0,0,0,0,0,14,38,14,38,0,0,0,0,0,0,0,0,0,0,4,23,3052,10067,128,..,3187,10067
115041624,4187,14766,25,79,123,363,148,442,20,57,156,348,543,1209,0,0,10,29,732,1633,0,0,0,0,0,0,0,0,0,0,6,18,5079,16867,236,..,5312,16867
115041625,4279,14886,0,0,567,1877,567,1877,0,0,0,0,167,346,111,237,0,3,275,590,0,0,0,0,0,0,0,0,0,0,4,4,5132,17360,165,..,5296,17360
116011303,3239,9468,131,287,397,1065,524,1351,86,132,13,24,1765,4224,216,571,32,82,2112,5034,0,0,0,0,0,0,0,4,0,4,6,13,5889,15869,628,..,6513,15869
116011304,5093,14938,468,1263,901,2840,1365,4104,148,219,0,0,0,0,0,0,57,124,203,335,0,0,0,0,0,0,5,12,5,12,8,17,6674,19411,404,..,7079,19411
116011306,6167,19780,154,352,623,1903,779,2250,66,117,0,0,0,0,0,0,40,97,103,216,0,0,0,0,0,0,6,9,6,9,3,10,7054,22261,271,..,7324,22261
116011307,7895,22723,90,156,273,622,365,777,237,285,8,10,31,37,0,0,79,205,352,531,0,0,5,6,0,3,13,30,20,38,10,19,8641,24093,474,..,9116,24093
116011560,2948,8989,349,839,715,2014,1056,2850,35,58,0,0,0,0,0,0,44,116,81,175,0,0,0,0,0,0,0,0,0,0,10,26,4097,12038,201,..,4298,12038
116011561,4110,12545,164,405,676,2076,839,2478,67,107,0,0,230,574,0,8,45,104,348,797,0,0,0,0,0,0,0,0,0,0,14,33,5303,15847,327,..,5631,15847
116011626,4056,11953,98,222,385,920,486,1147,3,5,0,0,390,963,0,0,47,104,438,1079,0,0,0,0,0,0,8,19,7,17,10,21,4999,14210,250,..,5246,14210
116011627,2102,6222,181,480,739,2247,920,2727,23,59,91,258,641,1774,0,0,21,51,771,2137,0,0,0,0,0,0,0,5,0,5,4,5,3796,11093,244,..,4045,11093
116021309,4374,15331,35,95,83,256,115,349,3,5,0,0,0,0,0,0,0,3,3,9,0,0,0,0,0,0,0,0,0,0,0,0,4500,15681,87,..,4585,15681
116021562,956,3162,9,29,149,440,158,468,0,0,0,0,0,0,0,0,3,5,3,5,0,0,0,0,0,0,0,0,0,0,0,0,1125,3633,19,..,1137,3633
116021563,5362,17275,464,1231,1334,4114,1797,5346,124,355,0,0,256,624,0,0,23,63,402,1050,0,0,0,0,0,0,0,0,0,0,49,146,7616,23811,280,..,7897,23811
116021628,4914,17761,264,518,438,1423,704,1942,8,23,53,129,305,685,0,0,0,6,369,843,0,0,0,0,0,0,0,8,0,8,3,18,5986,20574,186,..,6178,20574
116021629,4359,14748,11,34,87,241,98,274,0,0,0,0,0,0,0,0,9,26,9,26,0,0,0,0,0,0,0,0,0,0,11,21,4471,15064,122,..,4595,15064
116021630,4203,12751,62,160,50,149,112,310,8,16,0,0,0,0,0,0,27,59,29,79,0,0,0,0,4,4,5,13,10,11,9,23,4362,13181,223,..,4585,13181
116021631,2755,9559,16,39,34,99,47,133,0,0,0,0,0,0,0,0,9,24,9,24,0,0,0,0,0,0,0,0,0,0,7,28,2822,9748,92,..,2913,9748
116021632,5678,19737,242,646,289,857,528,1507,0,0,0,0,1340,2777,0,0,14,28,1359,2810,0,0,0,0,0,0,17,62,17,62,33,91,7612,24211,604,..,8213,24211
116021633,3049,9865,112,365,429,1317,539,1686,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,8,3592,11558,124,..,3719,11558
116031313,4744,14465,90,275,617,1652,705,1930,71,93,20,23,0,0,0,0,43,140,143,255,0,0,0,0,0,0,0,0,0,0,5,16,5598,16664,290,..,5885,16664
116031314,2372,7691,28,58,40,122,70,180,3,3,0,0,0,0,0,0,16,44,19,46,0,0,0,0,0,0,0,0,0,0,0,4,2456,7920,80,..,2539,7920
116031315,5373,18394,262,661,318,1119,585,1777,4,10,0,0,0,0,0,0,59,147,61,157,0,0,0,0,0,0,6,21,6,21,3,13,6027,20352,151,..,6177,20352
116031316,5673,17824,258,431,255,749,515,1185,105,142,110,155,132,356,0,0,43,107,389,774,0,0,0,0,4,7,0,0,4,7,3,4,6583,19797,443,..,7028,19797
116031317,4034,13328,626,1868,805,2815,1437,4689,74,91,239,528,1135,2565,0,0,46,110,1492,3300,0,0,0,0,3,3,4,7,5,14,19,53,6980,21381,670,..,7652,21381
116031318,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,9,0,..,4,9
116031319,5340,17356,205,590,751,2627,956,3219,69,156,43,52,42,103,0,0,57,151,212,459,0,0,0,0,0,3,20,62,20,64,11,18,6533,21121,285,..,6817,21121
117011320,9,10,0,7,25,61,27,70,0,0,0,0,169,335,0,0,0,0,169,335,0,0,0,0,0,0,0,0,0,0,0,0,203,415,22,..,228,415
117011321,1318,4085,293,717,698,2088,993,2810,225,382,600,1465,1533,3312,24,48,10,17,2398,5220,0,0,0,0,0,0,36,92,36,92,13,16,4748,12225,445,..,5193,12225
117011323,1406,4364,309,660,431,1001,740,1663,118,149,1366,2890,1260,2975,775,1740,3,9,3520,7765,0,0,0,0,0,0,3,10,3,10,10,35,5684,13837,634,..,6318,13837
117011324,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,11,0,..,9,11
117011325,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,0,..,3,10
117011634,1323,3887,143,381,22,71,163,452,1126,2725,557,1007,115,177,90,143,0,0,1886,4060,0,0,0,0,3,3,52,102,57,108,5,16,3430,8519,376,..,3804,8519
117011635,1702,5159,304,823,17,61,320,886,339,695,388,933,1935,4578,3347,8055,14,26,6026,14281,0,0,0,0,0,9,35,71,35,78,23,36,8104,20443,1035,..,9141,20443
117021327,1684,4646,1725,4233,1196,3217,2919,7448,1514,2489,1039,1745,735,1195,0,0,80,158,3377,5586,0,0,0,0,0,0,239,444,239,444,38,63,8247,18197,1028,..,9282,18197
117021328,1325,3696,758,1785,372,990,1124,2776,97,172,211,383,343,673,0,0,35,71,683,1296,0,0,0,0,0,0,37,66,37,66,4,16,3176,7844,307,..,3484,7844
117021636,1547,4430,927,2330,317,888,1250,3213,674,1279,666,1177,517,969,0,0,45,75,1901,3500,0,0,0,0,0,0,115,256,115,256,5,12,4818,11416,423,..,5241,11416
117021637,1868,5614,585,1510,100,279,686,1790,636,1087,1292,2313,1003,1779,161,321,35,74,3119,5573,0,0,0,0,0,0,125,256,125,256,9,21,5802,13252,625,..,6424,13252
117031329,48,120,330,695,724,1684,1054,2374,560,861,632,895,1516,2320,1525,2343,6,18,4243,6438,0,0,0,0,0,0,16,28,17,31,22,35,5384,9002,1125,..,6508,9002
117031330,313,790,963,2042,1892,4623,2856,6677,331,567,698,1247,3675,6660,1024,1896,0,0,5736,10361,0,0,0,0,0,0,44,102,44,102,37,44,8988,17974,1010,..,9992,17974
117031331,337,895,705,1541,2604,5912,3313,7451,446,740,1339,2207,1918,3156,1979,3499,0,9,5682,9615,0,0,0,0,0,0,100,191,100,191,30,54,9463,18214,1516,..,10981,18214
117031333,34,82,9,20,939,1703,949,1720,236,371,1384,1992,4734,6767,2630,4029,0,0,8979,13161,0,0,0,0,0,0,62,93,62,93,51,84,10076,15142,2577,..,12653,15142
117031336,84,197,82,161,2173,4862,2261,5025,131,216,698,1157,1894,2925,2597,4031,0,7,5325,8339,0,0,0,0,0,0,62,123,62,123,54,84,7776,13759,1270,..,9045,13759
117031638,128,326,503,1124,1012,2527,1511,3646,137,230,486,793,521,884,109,180,4,6,1253,2098,0,0,0,0,0,0,15,34,15,34,8,14,2924,6127,467,..,3386,6127
117031639,3,14,24,42,345,882,366,925,55,98,375,685,853,1494,2022,3357,0,0,3300,5623,0,0,0,0,0,0,36,62,36,62,33,50,3743,6678,749,..,4490,6678
117031640,329,886,1697,3801,1693,4207,3395,8006,413,691,850,1295,1124,1694,197,295,14,24,2594,3998,0,0,0,0,0,0,183,386,183,386,22,31,6528,13299,827,..,7357,13299
117031641,0,4,69,140,246,584,317,719,42,68,80,133,1759,3509,3362,7015,0,0,5233,10722,0,0,0,0,0,0,4,9,4,9,25,42,5583,11504,927,..,6510,11504
117031642,83,215,343,697,1373,3510,1716,4205,195,343,1018,1688,1941,3566,1072,1594,15,27,4244,7221,0,0,0,0,0,0,69,133,69,133,33,61,6153,11830,918,..,7067,11830
117031643,822,2392,163,385,223,592,388,978,41,112,445,1019,3031,5932,483,1021,37,93,4038,8181,0,0,0,0,0,0,16,36,16,36,12,24,5275,11605,648,..,5920,11605
117031644,25,52,0,0,218,503,222,505,69,118,6,14,338,642,3154,5432,0,0,3571,6204,0,0,0,0,0,0,12,19,12,19,23,38,3848,6821,2025,..,5876,6821
117031645,4,4,0,0,13,17,13,17,0,0,0,0,297,910,7281,16809,0,0,7573,17720,0,0,0,0,0,0,3,8,3,8,47,84,7644,17824,1828,..,9471,17824
117031646,5,5,4,9,338,794,341,808,0,7,227,399,1274,2561,1046,2258,0,0,2556,5230,0,0,0,0,0,0,11,32,11,32,18,29,2926,6102,606,..,3536,6102
117031647,40,78,118,254,538,1203,655,1453,87,120,605,978,3097,5794,3537,6407,4,8,7330,13300,0,0,0,0,0,0,12,41,12,41,8,12,8046,14880,1349,..,9391,14880
117031648,21,51,109,247,311,783,419,1030,27,48,71,106,1867,3576,3632,7088,0,7,5597,10818,0,0,0,0,0,0,0,6,0,6,13,31,6054,11933,1101,..,7161,11933
118011339,1225,3863,562,1538,550,1676,1118,3213,856,1738,2446,4710,1427,2748,471,891,12,31,5208,10111,0,0,0,0,0,0,117,235,117,235,12,22,7673,17444,936,..,8613,17444
118011340,848,2770,767,2112,684,2221,1447,4335,1784,3725,3357,6163,976,1657,103,180,3,4,6222,11727,0,0,0,0,0,0,9,10,9,10,13,19,8541,18870,1424,..,9968,18870
118011341,922,2818,705,1868,1192,3274,1898,5144,630,1190,1075,1955,655,1180,1636,3076,12,39,4014,7438,0,0,0,0,0,0,279,531,279,531,19,30,7127,15957,944,..,8072,15957
118011342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
118011344,1409,4590,122,358,382,1084,509,1450,346,717,1358,2846,389,744,41,85,4,23,2141,4416,0,0,0,0,0,0,42,88,42,88,14,27,4111,10563,427,..,4536,10563
118011345,454,1193,242,498,3192,7667,3438,8163,325,548,647,1077,1144,1619,459,637,0,0,2577,3874,0,0,0,0,0,0,55,98,55,98,4,3,6528,13340,1102,..,7631,13340
118011346,1946,6113,93,259,219,607,318,861,647,1325,877,1769,270,497,34,47,18,40,1839,3682,0,0,0,0,0,0,117,227,117,227,18,29,4235,10906,504,..,4735,10906
118011347,564,1566,274,630,714,1740,991,2375,322,606,647,1180,356,595,185,328,10,17,1524,2727,0,0,0,0,0,0,6,22,6,22,10,12,3094,6698,546,..,3638,6698
118011649,1675,5326,65,160,162,442,224,602,424,922,1743,3498,1281,2456,210,381,40,96,3701,7352,0,0,0,0,0,0,24,36,24,36,6,26,5630,13342,809,..,6436,13342
118011650,374,1028,33,78,462,1070,494,1150,312,659,1096,2022,1474,2627,858,1463,0,3,3751,6774,0,0,0,0,0,0,13,20,13,20,17,38,4647,9007,1041,..,5691,9007
118021564,880,2729,143,382,161,490,304,876,356,714,1220,2259,1130,2269,403,825,3,12,3109,6079,0,0,0,0,0,0,7,12,7,12,13,14,4310,9709,932,..,5249,9709
118021565,1855,5439,331,904,317,903,652,1807,501,1046,1261,2449,447,920,346,837,15,33,2565,5286,0,0,0,0,0,0,34,86,34,86,10,19,5112,12633,541,..,5650,12633
118021566,1516,4624,432,1149,263,804,697,1956,195,432,532,1008,437,767,166,307,6,16,1343,2530,0,0,0,0,0,0,46,84,46,84,4,9,3611,9196,319,..,3929,9196
118021567,917,2741,197,499,879,2342,1078,2842,819,1719,1182,2126,511,874,27,56,6,9,2543,4789,0,0,0,0,0,0,18,33,18,33,4,19,4560,10419,393,..,4954,10419
118021568,1117,3359,498,1325,237,750,732,2074,123,225,336,666,604,1241,859,1848,11,22,1930,4000,0,0,0,0,0,0,30,62,30,62,5,8,3818,9507,354,..,4173,9507
118021569,776,2378,547,1475,535,1488,1086,2963,783,1540,2284,4538,1441,2728,256,438,24,44,4778,9291,0,0,0,0,0,0,95,190,95,190,13,24,6749,14846,832,..,7576,14846
118021570,852,2599,377,989,429,1183,806,2171,526,1107,1904,3613,711,1430,118,154,0,6,3264,6311,0,0,0,0,0,0,120,224,120,224,4,3,5040,11308,671,..,5708,11308
118021651,1116,3571,533,1479,502,1371,1037,2850,1417,2962,3705,7239,603,1196,52,86,32,94,5806,11568,0,0,0,0,0,0,71,145,71,145,3,5,8034,18145,1058,..,9091,18145
118021652,1641,5068,119,206,369,1131,489,1343,280,442,331,519,764,1458,0,0,18,36,1388,2454,0,0,0,0,0,0,5,14,5,14,7,4,3534,8884,330,..,3856,8884
118021653,2321,7193,147,338,1204,3350,1349,3684,253,415,168,293,483,1005,0,0,21,51,926,1760,0,0,0,0,0,0,4,14,4,14,8,18,4607,12672,292,..,4896,12672
118021654,797,2618,58,150,315,1007,376,1156,203,352,604,983,52,88,0,0,0,6,861,1430,0,0,0,0,0,0,17,33,17,33,5,12,2054,5258,220,..,2274,5258
119011354,5208,17510,243,692,726,2449,970,3138,263,450,164,270,0,0,0,5,62,196,488,924,0,0,0,0,0,0,19,49,19,49,10,34,6701,21656,401,..,7102,21656
119011355,199,740,0,8,43,147,45,154,0,0,82,215,102,271,0,0,0,9,192,494,0,0,0,0,0,0,0,0,0,0,0,5,433,1388,29,..,464,1388
119011356,2264,8100,208,608,865,2982,1074,3579,25,50,0,0,0,0,0,0,46,120,67,180,0,0,0,0,0,0,14,28,14,28,9,13,3419,11902,194,..,3613,11902
119011358,4079,11947,292,644,1091,3029,1380,3671,90,175,258,412,35,71,0,0,43,94,431,754,0,0,0,0,0,0,8,25,8,25,5,17,5909,16421,323,..,6231,16421
119011360,3645,11066,333,820,1331,4153,1665,4972,196,288,39,71,95,173,0,0,50,110,382,647,0,0,0,0,0,0,30,68,30,68,16,40,5741,16788,343,..,6086,16788
119011361,4383,15137,226,645,727,2420,953,3066,495,911,249,602,341,820,0,0,102,335,1181,2676,0,0,0,0,0,0,16,39,16,39,10,37,6546,20948,416,..,6964,20948
119011571,1359,4790,113,345,435,1342,541,1693,178,368,2146,5544,622,1600,638,1740,25,71,3605,9322,0,0,0,0,0,0,7,18,7,18,18,56,5527,15877,641,..,6170,15877
119011572,2010,7319,79,287,527,1794,608,2083,269,648,957,2331,1051,2553,481,1375,63,170,2815,7081,0,0,0,0,0,0,114,321,114,321,20,44,5568,16852,573,..,6137,16852
119011655,2426,8773,299,811,999,3034,1294,3850,139,208,113,276,38,102,0,0,39,126,329,711,0,0,0,0,0,0,12,50,12,50,11,27,4079,13404,295,..,4371,13404
119011656,2389,8897,125,328,815,2743,940,3077,63,137,55,171,0,0,0,0,59,188,172,493,0,0,0,0,0,0,5,24,5,24,6,17,3517,12515,257,..,3774,12515
119011657,2887,8535,116,295,576,1814,696,2113,94,131,16,35,49,70,0,0,14,35,169,272,0,0,0,0,0,0,10,18,10,18,6,21,3769,10957,173,..,3940,10957
119011658,3910,11731,406,939,845,2419,1241,3363,144,169,0,0,21,36,0,0,31,60,189,264,0,0,0,0,0,0,45,88,45,88,6,17,5397,15458,282,..,5686,15458
119021362,3551,11157,405,935,564,1571,968,2506,1489,3121,400,853,440,939,0,0,63,185,2390,5102,0,0,0,0,0,0,24,64,24,64,10,21,6947,18849,597,..,7540,18849
119021366,3582,13116,197,471,881,2907,1080,3374,591,1322,379,908,382,1021,0,0,63,175,1414,3432,0,0,0,0,0,0,73,188,73,188,13,36,6160,20149,507,..,6661,20149
119021367,2984,9673,144,373,637,1876,781,2246,357,684,196,416,315,753,0,0,30,93,904,1950,0,0,0,0,0,0,30,65,30,65,9,12,4706,13945,405,..,5108,13945
119021573,1264,4679,40,148,158,566,201,711,2346,6699,871,2563,216,713,0,0,25,70,3453,10046,0,9,0,0,0,0,12,29,14,40,13,35,4950,15507,502,..,5447,15507
119021574,919,3396,45,131,114,379,163,509,1157,3042,673,1926,166,488,0,0,10,46,2010,5507,0,0,0,0,0,0,0,0,0,0,5,11,3095,9416,339,..,3429,9416
119021659,1020,3475,70,184,352,1133,425,1325,934,2265,1141,2762,438,1155,0,0,12,47,2523,6218,0,0,0,0,0,0,9,20,9,20,14,27,3993,11067,425,..,4415,11067
119021660,495,1583,121,378,286,861,405,1234,1234,2993,588,1410,341,902,0,0,4,12,2165,5318,0,0,0,0,0,0,3,9,3,9,18,50,3091,8197,288,..,3379,8197
119021661,1750,5215,119,273,261,746,378,1015,356,728,291,628,1453,3201,199,442,25,69,2319,5065,0,0,0,0,0,0,0,0,0,0,6,19,4458,11314,391,..,4849,11314
119021662,4897,14479,103,269,402,1077,501,1346,221,477,167,341,264,526,27,60,19,53,703,1453,0,0,0,0,0,0,5,12,5,12,3,3,6109,17301,404,..,6520,17301
119021663,1686,5144,24,56,147,393,174,450,111,238,41,76,0,0,0,0,22,69,172,386,0,0,0,0,0,0,16,30,16,30,4,6,2050,6010,124,..,2177,6010
119031370,2756,8563,340,820,516,1338,853,2156,414,788,444,932,237,569,0,0,42,105,1135,2394,0,0,0,0,0,0,37,87,37,87,4,6,4795,13211,326,..,5120,13211
119031371,3222,9867,109,199,256,690,358,884,98,196,591,1175,0,4,0,0,14,32,696,1410,0,0,0,0,0,0,11,30,11,30,5,4,4298,12197,282,..,4587,12197
119031372,4834,14744,357,660,797,2221,1156,2887,263,348,389,798,141,290,0,0,22,39,811,1470,0,0,0,0,0,0,29,63,30,64,9,13,6838,19186,370,..,7207,19186
119031373,1578,4915,106,212,378,978,478,1189,185,233,1126,2544,448,966,469,862,33,110,2259,4715,0,0,0,0,0,0,43,100,43,100,12,18,4368,10939,365,..,4729,10939
119031374,4565,14543,319,697,609,1660,927,2360,358,840,464,1195,1438,3827,476,1208,20,62,2760,7135,0,0,0,0,0,0,17,53,17,53,19,52,8286,24137,608,..,8887,24137
119031664,486,1608,49,135,73,261,123,395,190,474,690,1780,817,2278,1968,4976,18,48,3693,9559,0,0,0,0,0,0,4,0,4,0,12,30,4312,11598,552,..,4866,11598
119031665,2520,8149,224,562,332,1053,554,1610,55,132,89,235,304,818,207,527,62,141,711,1852,0,0,0,0,0,0,3,11,3,11,4,8,3797,11629,293,..,4086,11629
119031666,2821,8652,304,630,496,1480,799,2111,165,327,386,812,1019,1984,0,0,31,74,1606,3194,0,0,0,0,0,0,34,80,34,80,6,15,5265,14050,319,..,5586,14050
119031667,917,2907,279,634,325,857,604,1493,146,302,809,1759,1063,2350,0,0,28,82,2048,4489,0,0,0,0,0,0,3,19,3,19,10,17,3578,8931,246,..,3833,8931
119041377,3552,10562,196,444,208,551,401,999,96,149,70,117,211,459,0,0,49,116,418,842,0,0,0,0,0,0,71,144,71,144,10,12,4458,12559,290,..,4738,12559
119041378,1107,3168,192,498,175,499,367,995,169,348,558,1365,2180,4977,433,1050,23,58,3367,7795,0,0,0,0,0,0,34,79,34,79,13,25,4886,12055,599,..,5481,12055
119041379,2489,7674,61,163,207,606,266,771,250,565,998,2282,1647,3965,0,0,26,44,2916,6858,0,0,0,0,0,0,68,119,68,119,12,16,5757,15433,475,..,6227,15433
119041380,2099,6231,454,957,319,869,777,1824,331,540,545,992,1460,2714,391,783,9,25,2745,5055,0,0,0,0,0,0,21,43,21,43,3,12,5639,13155,559,..,6198,13155
119041381,2384,7395,261,653,86,281,346,925,247,522,654,1540,1952,4602,1284,3276,38,102,4181,10046,68,86,0,0,0,0,61,149,130,237,19,38,7056,18644,763,..,7821,18644
119041382,2795,8289,981,1968,683,1693,1667,3661,178,308,847,1505,1012,1901,0,0,5,14,2044,3726,0,0,3,5,0,0,40,80,44,82,12,22,6557,15780,496,..,7056,15780
119041668,2434,7962,449,1122,251,741,700,1863,230,454,478,1041,850,1868,813,2011,28,82,2397,5451,0,0,0,0,0,0,20,63,20,63,14,35,5565,15381,590,..,6161,15381
119041669,2014,6457,555,1430,304,962,860,2394,43,102,149,327,45,98,0,8,19,43,255,573,0,0,0,0,0,0,32,59,32,59,5,8,3156,9486,204,..,3364,9486
119041670,2182,6886,544,1360,353,1034,897,2388,148,333,666,1489,1381,3271,80,212,66,159,2341,5464,0,0,0,0,0,0,46,96,46,96,3,21,5467,14851,497,..,5967,14851
119041671,56,143,10,31,3,10,15,36,0,5,50,119,587,1377,3878,8323,0,5,4518,9826,0,0,0,0,0,0,0,0,0,0,42,89,4629,10100,548,..,5176,10100
120011383,3932,12216,210,506,633,1579,841,2082,445,973,579,1192,2208,4416,483,976,44,100,3758,7663,0,0,0,0,0,0,113,252,113,252,9,26,8656,22242,738,..,9388,22242
120011385,3173,9289,465,1190,238,562,697,1753,1252,2400,964,1801,763,1467,234,452,9,28,3228,6147,0,0,0,0,0,0,78,136,78,136,13,22,7193,17338,773,..,7962,17338
120011386,3176,9263,343,859,793,1893,1137,2755,1281,2563,1089,2066,1520,3062,27,45,14,29,3927,7763,0,0,0,0,0,0,125,257,125,257,3,9,8378,20049,716,..,9091,20049
120011672,2243,6720,42,130,470,1297,508,1429,259,464,645,1585,420,1027,255,629,22,54,1594,3765,0,0,0,0,0,0,55,146,55,146,13,25,4412,12083,347,..,4751,12083
