SA2_CODE_2021,P_85ov_DNPCC,P_85ov_UCC_NS,P_85ov_Total,P_Tot_CF_Own_CCO,P_Tot_CF_Oth_CCO,P_Tot_CF_Own_CC_Oth_CC,P_Tot_CF_Total,P_Tot_DNPCC,P_Tot_UCC_NS,P_Tot_Total
122031693,350,19,370,2629,515,47,3185,7851,437,11477
122031694,114,8,121,1824,311,28,2156,4941,294,7396
122031695,237,19,265,3034,433,31,3500,11028,687,15211
122031696,272,3,278,3891,542,38,4468,8698,280,13445
122031697,720,99,820,1865,439,20,2325,6762,475,9564
123011433,505,110,609,2349,591,46,2994,7170,549,10709
123011698,31,0,31,1551,217,20,1788,2794,176,4756
123011699,137,12,148,2967,520,65,3555,6695,425,10672
123011700,56,7,66,2435,438,60,2926,5407,250,8588
123011701,95,14,104,3938,710,87,4736,9436,481,14652
123011702,26,0,28,2514,292,61,2868,3688,205,6763
123021436,137,14,149,3633,776,71,4479,9745,1057,15284
123021437,353,33,387,3661,650,67,4373,12126,1294,17797
123021438,129,10,140,3525,755,60,4344,10460,905,15701
123021439,0,0,0,0,0,0,0,0,0,0
123021441,160,21,181,2884,576,68,3532,9069,787,13383
123021443,113,32,145,3901,690,83,4672,10628,1122,16420
123021444,148,87,243,3302,857,87,4240,11435,1159,16836
123021703,78,4,82,3603,371,47,4024,6303,489,10819
123021704,120,207,327,2081,285,16,2387,5188,765,8339
123021705,180,16,196,2873,566,64,3502,9024,810,13334
123021706,103,23,126,2361,450,44,2851,7240,875,10966
123031445,78,7,91,992,278,40,1311,3211,224,4749
123031446,115,70,192,2329,493,59,2879,5015,537,8431
123031447,238,103,347,3486,785,102,4375,9757,856,14989
123031448,79,7,85,1837,418,42,2295,5021,443,7760
124011449,114,8,127,838,203,18,1056,3621,286,4965
124011450,259,20,277,3632,906,50,4592,10228,372,15190
124011451,0,0,0,0,0,0,0,6,0,7
124011452,303,52,354,1783,469,64,2323,8711,584,11613
124011453,125,9,135,2126,482,43,2655,6450,288,9402
124011454,551,86,636,4062,997,88,5152,12109,537,17791
124011455,208,16,229,1014,302,18,1334,3727,300,5361
124021456,0,0,0,0,0,0,0,8,0,8
124031457,139,22,166,2842,703,65,3611,8213,775,12600
124031459,254,24,283,2545,600,46,3193,7566,481,11248
124031460,122,11,126,4284,763,96,5143,10734,463,16346
124031461,194,58,255,3066,689,76,3827,9313,775,13916
124031462,265,41,304,4709,729,94,5536,12025,1508,19067
124031463,106,0,107,2553,508,48,3112,5784,326,9219
124031464,330,231,563,2382,453,48,2885,10804,1598,15284
124031465,43,3,50,1239,244,16,1498,2987,214,4691
124031707,112,4,118,3310,767,88,4164,8323,642,13133
124031708,53,0,53,3417,402,70,3891,5342,356,9586
124041466,486,99,593,2382,562,56,3002,8823,827,12654
124041467,164,16,182,2654,579,82,3313,8160,680,12154
124041468,51,6,54,993,292,23,1314,3559,1431,6308
124051469,38,3,42,1077,305,14,1396,3657,211,5270
124051470,124,18,136,3524,928,74,4530,10438,805,15779
124051580,111,17,131,2241,393,48,2683,6538,817,10036
124051581,204,114,319,2641,441,57,3139,8867,1638,13643
125011475,0,0,0,4,0,0,4,0,0,6
125011582,173,34,213,2457,378,28,2860,11452,1813,16126
125011583,73,61,132,1317,177,12,1501,6749,795,9047
125011584,167,4,171,1361,206,22,1593,4692,683,6963
125011585,146,9,158,1101,202,19,1316,5412,536,7272
125011586,221,54,281,2913,513,20,3446,13588,1253,18282
125011587,56,8,68,743,129,5,874,3091,246,4220
125011709,41,0,43,1775,203,20,1996,3967,1555,7520
125011710,24,0,31,3332,340,29,3700,12870,1034,17605
125021477,368,36,410,4559,604,29,5198,13624,1137,19957
125021478,377,31,411,3391,515,24,3933,10243,806,14979
125021711,372,25,402,2327,337,13,2675,6440,301,9419
125021712,236,13,252,4187,565,25,4779,9839,550,15173
125031479,365,127,494,2930,450,27,3405,10896,2015,16311
125031480,246,230,473,2084,362,26,2476,8630,1560,12660
125031481,203,19,230,3182,468,47,3693,13455,1891,19043
125031483,278,25,308,3229,499,59,3780,11182,2021,16990
125031484,376,36,413,3424,462,47,3932,12437,1513,17883
125031486,0,0,0,0,0,0,0,12,0,8
125031487,0,0,0,4,0,0,4,7,3,13
125031713,231,48,288,2886,488,36,3409,9019,677,13105
125031714,272,35,303,3639,507,32,4175,12743,2039,18958
125031715,144,71,222,2235,282,24,2540,5463,490,8493
125031716,116,13,132,1192,150,23,1369,3914,494,5775
125041489,299,52,349,4020,388,42,4446,13104,1420,18970
125041490,150,0,148,1737,294,16,2048,4517,207,6773
125041491,248,76,326,4192,321,28,4547,10745,984,16276
125041493,551,78,628,4007,589,33,4627,12855,1141,18615
125041494,246,0,248,2358,332,36,2722,5887,187,8791
125041588,202,77,282,2922,233,21,3174,6700,926,10798
125041589,236,16,251,4565,333,28,4921,10641,1450,17011
125041717,39,0,41,2130,110,11,2256,7098,822,10171
125041718,62,0,65,1656,122,14,1795,5853,627,8276
125041719,99,11,101,1601,94,11,1708,5240,602,7542
126011496,502,75,581,4320,783,48,5154,11831,621,17604
126011720,290,20,315,2917,364,28,3312,8002,378,11687
126011721,300,17,314,3875,551,31,4459,10152,489,15105
126021498,306,122,434,2704,467,28,3197,9088,559,12850
126021499,355,244,598,1702,449,18,2167,5248,694,8111
126021500,684,47,735,3796,469,25,4286,15172,1098,20554
126021501,325,70,396,2878,463,20,3369,8804,726,12897
126021503,291,21,314,3506,487,16,4011,12257,666,16930
126021590,100,6,104,736,187,4,931,2419,103,3453
126021722,146,15,163,1394,253,17,1665,3867,147,5680
126021723,384,38,423,3426,518,31,3981,11286,711,15975
126021724,420,77,497,3696,535,30,4264,11805,753,16826
126021725,153,97,251,2326,243,24,2591,6700,647,9934
127011504,206,32,236,2305,385,54,2749,9427,1451,13628
127011505,119,103,225,2177,382,31,2596,6324,884,9801
127011592,0,0,0,3,0,0,3,17,3,23
127011593,65,0,67,1005,204,8,1215,4268,200,5686
127011594,104,9,118,1782,416,26,2223,7622,564,10403
127011595,84,7,93,2150,331,23,2501,7228,447,10176
127011596,69,3,73,2425,297,44,2764,6798,511,10071
127011597,101,6,109,3559,440,34,4035,8229,575,12845
127011726,48,3,51,949,165,21,1131,2398,201,3731
127011727,30,3,34,3733,368,41,4142,5703,362,10209
127011728,93,7,107,2716,378,33,3124,5979,402,9503
127011729,49,23,71,4501,491,85,5077,6633,636,12341
127021509,190,82,274,2279,496,37,2818,10380,810,14003
127021510,393,34,427,2449,522,22,2996,12499,812,16306
127021511,434,192,627,3015,477,24,3510,15185,1712,20408
127021512,303,33,340,2567,506,44,3113,10503,1122,14742
127021513,360,102,461,2966,492,33,3492,13443,1446,18384
127021514,125,42,163,1343,293,22,1657,6400,444,8503
127021515,319,37,363,1965,278,25,2273,11571,1324,15170
127021516,304,31,342,2647,381,33,3061,12773,1157,16987
127021517,140,7,152,1038,253,16,1304,5631,370,7308
127021518,122,10,135,597,160,9,767,2640,249,3648
127021519,405,74,483,2604,500,30,3131,11681,937,15755
127021520,187,100,284,1435,333,17,1777,7018,552,9351
127021521,0,0,0,4,0,0,4,22,6,34
127031522,209,71,288,2661,468,47,3175,9096,812,13087
127031523,307,16,326,4065,578,41,4683,10682,788,16158
127031524,227,172,404,4231,533,56,4814,10758,1006,16583
127031599,154,21,179,1755,277,26,2065,6587,942,9592
127031601,62,10,77,874,97,10,980,3338,534,4847
127031730,33,0,36,2871,308,28,3209,5080,538,8822
127031731,103,18,119,2688,262,24,2973,9475,1745,14192
127031732,276,36,314,1832,313,15,2155,7820,994,10965
127031733,107,127,225,2871,457,29,3359,8154,650,12163
128011529,399,28,428,3624,721,39,4388,9786,430,14609
128011530,803,81,892,3677,744,57,4479,11775,822,17072
128011531,776,158,947,2645,650,39,3335,9674,704,13716
128011602,300,19,324,2431,432,35,2900,7071,527,10501
128011603,367,37,406,2543,659,29,3233,6797,326,10360
128011604,523,111,637,3661,1244,72,4977,14829,1058,20862
128011605,62,4,64,640,171,3,819,1806,61,2693
128011606,177,11,186,1593,441,16,2054,5141,212,7408
128021533,207,124,334,1285,305,22,1608,3515,289,5409
128021534,143,5,152,1713,566,27,2309,6246,176,8730
128021535,276,56,332,3968,947,53,4976,11520,410,16905
128021536,329,109,444,4797,770,52,5621,11155,604,17378
128021537,0,0,0,10,0,0,10,14,12,33
128021538,578,215,804,4317,704,43,5063,13253,989,19306
128021607,253,82,332,3802,761,53,4611,8503,390,13510
128021608,116,9,122,1520,352,30,1903,3774,130,5808
128021609,20,0,21,662,216,6,888,1968,51,2903
197979799,0,0,0,0,0,0,0,0,0,0
199999499,33,16,49,818,332,37,1191,5556,3362,10112
